,BIG
2001-03-21,1234283620
2001-03-22,1210590790
2001-03-23,1204949640
2001-03-26,1217360170
2001-03-27,1209462560
2001-03-28,1149666370
2001-03-29,1128230000
2001-03-30,1133871150
2001-04-02,1159820440
2001-04-03,1160948670
2001-04-04,1175615660
2001-04-05,1171102740
2001-04-06,1159820440
2001-04-09,1183513270
2001-04-10,1188026190
2001-04-11,1155307520
2001-04-12,1167718050
2001-04-16,1169974510
2001-04-17,1229770700
2001-04-18,1311003260
2001-04-19,1262489370
2001-04-20,1241053000
2001-04-23,1228642470
2001-04-24,1216231940
2001-04-25,1230898930
2001-04-26,1237668310
2001-04-27,1241053000
2001-04-30,1241053000
2001-05-01,1238796540
2001-05-02,1250078840
2001-05-03,1248950610
2001-05-04,1276028130
2001-05-07,1350632660
2001-05-08,1350632660
2001-05-09,1369943640
2001-05-10,1305195060
2001-05-11,1293835660
2001-05-14,1341545140
2001-05-15,1348360780
2001-05-16,1443779740
2001-05-17,1466498540
2001-05-18,1522159600
2001-05-21,1503984560
2001-05-22,1510800200
2001-05-23,1474450120
2001-05-24,1489217340
2001-05-25,1505120500
2001-05-29,1483537640
2001-05-30,1476722000
2001-05-31,1474450120
2001-06-01,1475586060
2001-06-04,1458546960
2001-06-05,1466498540
2001-06-06,1476722000
2001-06-07,1486945460
2001-06-08,1489217340
2001-06-11,1510800200
2001-06-12,1561917500
2001-06-13,1564189380
2001-06-14,1580092540
2001-06-15,1578956600
2001-06-18,1528975240
2001-06-19,1488081400
2001-06-20,1492625160
2001-06-21,1550558100
2001-06-22,1476722000
2001-06-25,1478993880
2001-06-26,1477857940
2001-06-27,1468770420
2001-06-28,1491489220
2001-06-29,1553965920
2001-07-02,1544878400
2001-07-03,1485809520
2001-07-05,1476722000
2001-07-06,1429012520
2001-07-09,1400614020
2001-07-10,1361992060
2001-07-11,1363128000
2001-07-12,1368807700
2001-07-13,1431284400
2001-07-16,1398342140
2001-07-17,1389254620
2001-07-18,1409701540
2001-07-19,1452867260
2001-07-20,1471042300
2001-07-23,1502848620
2001-07-24,1468770420
2001-07-25,1425604700
2001-07-26,1488081400
2001-07-27,1482401700
2001-07-30,1493761100
2001-07-31,1491489220
2001-08-01,1444915680
2001-08-02,1432420340
2001-08-03,1455139140
2001-08-06,1405340900
2001-08-07,1462283400
2001-08-08,1395091250
2001-08-09,1390535850
2001-08-10,1322204850
2001-08-13,1347259550
2001-08-14,1337009900
2001-08-15,1317649450
2001-08-16,1315371750
2001-08-17,1291455900
2001-08-20,1280067400
2001-08-21,1214014100
2001-08-22,1177570900
2001-08-23,1175293200
2001-08-24,1228819150
2001-08-27,1215152950
2001-08-28,1226541450
2001-08-29,1195792500
2001-08-30,1162765850
2001-08-31,1207181000
2001-09-04,1210597550
2001-09-05,1199209050
2001-09-06,1194653650
2001-09-07,1138850000
2001-09-10,1138850000
2001-09-17,1027242700
2001-09-18,975994450
2001-09-19,998771450
2001-09-20,979411000
2001-09-21,945245500
2001-09-24,968022500
2001-09-25,945245500
2001-09-26,933856999
2001-09-27,925885050
2001-09-28,944106649
2001-10-01,901969200
2001-10-02,888303000
2001-10-03,888303000
2001-10-04,882608750
2001-10-05,901969200
2001-10-08,876914500
2001-10-09,873497950
2001-10-10,883747600
2001-10-11,899691500
2001-10-12,887164150
2001-10-15,900830350
2001-10-16,896274950
2001-10-17,855276350
2001-10-18,837054750
2001-10-19,842749000
2001-10-22,842749000
2001-10-23,850720950
2001-10-24,849582100
2001-10-25,882608750
2001-10-26,874636800
2001-10-29,883747600
2001-10-30,875775650
2001-10-31,851859800
2001-11-01,888303000
2001-11-02,886025300
2001-11-05,907579000
2001-11-06,913337750
2001-11-07,944434999
2001-11-08,927158750
2001-11-09,944434999
2001-11-12,962862999
2001-11-13,1048092500
2001-11-14,1114894000
2001-11-15,1106831750
2001-11-16,1061913500
2001-11-19,1074582750
2001-11-20,1043485500
2001-11-21,1013540000
2001-11-23,1033119750
2001-11-26,1094162500
2001-11-27,1075734500
2001-11-28,1080341500
2001-11-29,1088403750
2001-11-30,1082645000
2001-12-03,1090707250
2001-12-04,1111438750
2001-12-05,1133322000
2001-12-06,1140232500
2001-12-07,1133322000
2001-12-10,1121804500
2001-12-11,1140232500
2001-12-12,1163267500
2001-12-13,1118349250
2001-12-14,1135625500
2001-12-17,1163267500
2001-12-18,1167874500
2001-12-19,1159812250
2001-12-20,1145991250
2001-12-21,1122956250
2001-12-24,1150598250
2001-12-26,1166722750
2001-12-27,1178240250
2001-12-28,1194364750
2001-12-31,1197820000
2002-01-02,1215096250
2002-01-03,1222006750
2002-01-04,1241586500
2002-01-07,1209337500
2002-01-08,1193213000
2002-01-09,1165571000
2002-01-10,1154053500
2002-01-11,1149446500
2002-01-14,1142536000
2002-01-15,1144839500
2002-01-16,1140232500
2002-01-17,1149446500
2002-01-18,1167874500
2002-01-22,1151750000
2002-01-23,1140232500
2002-01-24,1157508750
2002-01-25,1140232500
2002-01-28,1209337500
2002-01-29,1186302500
2002-01-30,1211641000
2002-01-31,1234676000
2002-02-01,1248497000
2002-02-04,1269228500
2002-02-05,1248497000
2002-02-06,1265773250
2002-02-07,1268076750
2002-02-08,1269228500
2002-02-11,1281897750
2002-02-12,1322209000
2002-02-13,1387858750
2002-02-14,1372886000
2002-02-15,1371734250
2002-02-19,1371734250
2002-02-20,1385555250
2002-02-21,1344092250
2002-02-22,1362520250
2002-02-25,1380948250
2002-02-26,1386707000
2002-02-27,1467329500
2002-02-28,1451205000
2002-03-01,1474240000
2002-03-04,1425866500
2002-03-05,1441991000
2002-03-06,1485757500
2002-03-07,1515703000
2002-03-08,1552559000
2002-03-11,1556014250
2002-03-12,1580201000
2002-03-13,1574442250
2002-03-14,1546800250
2002-03-15,1611298250
2002-03-18,1618208750
2002-03-19,1628574500
2002-03-20,1607843000
2002-03-21,1562924750
2002-03-22,1632029750
2002-03-25,1641243750
2002-03-26,1625119250
2002-03-27,1629726250
2002-03-28,1618208750
2002-04-01,1589415000
2002-04-02,1580201000
2002-04-03,1580201000
2002-04-04,1608994750
2002-04-05,1667734000
2002-04-08,1737990750
2002-04-09,1750660000
2002-04-10,1831282500
2002-04-11,1797881750
2002-04-12,1833586000
2002-04-15,1825523750
2002-04-16,1838193000
2002-04-17,1831282500
2002-04-18,1786364250
2002-04-19,1799033500
2002-04-22,1773695000
2002-04-23,1746053000
2002-04-24,1733383750
2002-04-25,1718411000
2002-04-26,1767936250
2002-04-29,1751811750
2002-04-30,1780605500
2002-05-01,1803640500
2002-05-02,1795578250
2002-05-03,1779453750
2002-05-06,1727522910
2002-05-07,1785532410
2002-05-08,1757687850
2002-05-09,1763488800
2002-05-10,1727522910
2002-05-13,1726362720
2002-05-14,1778571270
2002-05-15,1835420580
2002-05-16,1877187420
2002-05-17,1902711599
2002-05-20,1960721099
2002-05-21,2010609269
2002-05-22,2087181809
2002-05-23,2088342000
2002-05-24,2080220670
2002-05-28,2080220670
2002-05-29,2088342000
2002-05-30,2099943900
2002-05-31,2076740099
2002-06-03,2061657630
2002-06-04,2053536416
2002-06-05,2087181809
2002-06-06,2068618769
2002-06-07,2076740099
2002-06-10,2075579793
2002-06-11,2080220670
2002-06-12,2088342000
2002-06-13,2026851813
2002-06-14,2019890790
2002-06-17,2072099456
2002-06-18,2192759100
2002-06-19,2198560166
2002-06-20,2192759100
2002-06-21,2195079480
2002-06-24,2103424353
2002-06-25,2149832186
2002-06-26,2160273896
2002-06-27,2250768600
2002-06-28,2283253920
2002-07-01,2206681380
2002-07-02,2101104206
2002-07-03,2046575043
2002-07-05,2139390476
2002-07-08,2088342000
2002-07-09,2163754350
2002-07-10,2099943900
2002-07-11,2104584543
2002-07-12,2088342000
2002-07-15,2055856563
2002-07-16,1980444330
2002-07-17,1838901150
2002-07-18,1833100200
2002-07-19,1818017730
2002-07-22,1677634740
2002-07-23,1671833790
2002-07-24,1798294500
2002-07-25,1863265023
2002-07-26,1906192170
2002-07-29,1999007370
2002-07-30,1976963876
2002-07-31,1925915400
2002-08-01,1891109583
2002-08-02,1789012980
2002-08-05,1799860000
2002-08-06,1863725883
2002-08-07,1886950000
2002-08-08,1868370800
2002-08-09,1883466283
2002-08-12,1884627600
2002-08-13,1886950000
2002-08-14,1993780400
2002-08-15,2064613716
2002-08-16,2000747600
2002-08-19,2035583716
2002-08-20,2032100000
2002-08-21,2003070000
2002-08-22,1990296683
2002-08-23,1978684916
2002-08-26,1990296683
2002-08-27,1964750400
2002-08-28,1915980000
2002-08-29,1921785883
2002-08-30,1956622000
2002-09-03,1967072916
2002-09-04,1971717600
2002-09-05,1983329599
2002-09-06,2011198400
2002-09-09,2071580800
2002-09-10,2148220000
2002-09-11,2188862000
2002-09-12,2163315483
2002-09-13,2177250000
2002-09-16,2174927600
2002-09-17,2150542400
2002-09-18,2138930400
2002-09-19,2079709200
2002-09-20,2097127083
2002-09-23,1962427999
2002-09-24,1942687600
2002-09-25,1969395083
2002-09-26,2032100000
2002-09-27,1971717600
2002-09-30,1838179600
2002-10-01,1747606000
2002-10-02,1696513200
2002-10-03,1616390400
2002-10-04,1581554400
2002-10-07,1445694000
2002-10-08,1574587200
2002-10-09,1456144800
2002-10-10,1572264800
2002-10-11,1729026800
2002-10-14,1720898400
2002-10-15,1848630400
2002-10-16,1805666000
2002-10-17,1879982916
2002-10-18,1813794400
2002-10-21,1823084000
2002-10-22,1805666000
2002-10-23,1837018400
2002-10-24,1906690400
2002-10-25,1992619200
2002-10-28,1931075483
2002-10-29,1926430800
2002-10-30,1925269599
2002-10-31,1927592000
2002-11-01,1974040000
2002-11-04,1874147110
2002-11-05,1772810380
2002-11-06,1663320120
2002-11-07,1620222890
2002-11-08,1566642550
2002-11-11,1504908680
2002-11-12,1578290450
2002-11-13,1595762300
2002-11-14,1656331380
2002-11-15,1607410200
2002-11-18,1525874900
2002-11-19,1483942460
2002-11-20,1432691700
2002-11-21,1472294560
2002-11-22,1486272040
2002-11-25,1502579100
2002-11-26,1461811450
2002-11-27,1479283300
2002-11-29,1479283300
2002-12-02,1438515650
2002-12-03,1403571950
2002-12-04,1424538170
2002-12-05,1421043800
2002-12-06,1446669180
2002-12-09,1409395900
2002-12-10,1461811450
2002-12-11,1458317080
2002-12-12,1520050950
2002-12-13,1514227000
2002-12-16,1572466500
2002-12-17,1531698850
2002-12-18,1502579100
2002-12-19,1487436830
2002-12-20,1515391790
2002-12-23,1497919940
2002-12-24,1514227000
2002-12-26,1537522800
2002-12-27,1522380530
2002-12-30,1545676330
2002-12-31,1541017170
2003-01-02,1598091880
2003-01-03,1574796080
2003-01-06,1556159440
2003-01-07,1515391790
2003-01-08,1551500280
2003-01-09,1619058100
2003-01-10,1554994650
2003-01-13,1602751040
2003-01-14,1616728520
2003-01-15,1592267930
2003-01-16,1648177850
2003-01-17,1660990540
2003-01-21,1606245410
2003-01-22,1589938350
2003-01-23,1613234150
2003-01-24,1537522800
2003-01-27,1510732630
2003-01-28,1514227000
2003-01-29,1534028430
2003-01-30,1510732630
2003-01-31,1455987500
2003-02-03,1372122620
2003-02-04,1297576060
2003-02-05,1329025390
2003-02-06,1310388750
2003-02-07,1282433790
2003-02-10,1292916900
2003-02-11,1282433790
2003-02-12,1294081690
2003-02-13,1284763370
2003-02-14,1309223960
2003-02-18,1333684550
2003-02-19,1289422530
2003-02-20,1288257740
2003-02-21,1318542280
2003-02-24,1225359080
2003-02-25,1188085800
2003-02-26,1259137990
2003-02-27,1284763370
2003-02-28,1287092950
2003-03-03,1281269000
2003-03-04,1275445050
2003-03-05,1282433790
2003-03-06,1295246480
2003-03-07,1316212700
2003-03-10,1287092950
2003-03-11,1233512610
2003-03-12,1199733700
2003-03-13,1209052020
2003-03-14,1217205550
2003-03-17,1295246480
2003-03-18,1348826820
2003-03-19,1353485980
2003-03-20,1344167660
2003-03-21,1439680440
2003-03-24,1306894380
2003-03-25,1349991610
2003-03-26,1310388750
2003-03-27,1317377490
2003-03-28,1306894380
2003-03-31,1310388750
2003-04-01,1303400010
2003-04-02,1382605730
2003-04-03,1388429680
2003-04-04,1380276150
2003-04-07,1421043800
2003-04-08,1426867750
2003-04-09,1376781780
2003-04-10,1447833970
2003-04-11,1426867750
2003-04-14,1446669180
2003-04-15,1455987500
2003-04-16,1415219850
2003-04-17,1461811450
2003-04-21,1481612880
2003-04-22,1506073470
2003-04-23,1485107250
2003-04-24,1510732630
2003-04-25,1462976240
2003-04-28,1508403050
2003-04-29,1494425570
2003-04-30,1458317080
2003-05-01,1446669180
2003-05-02,1480448090
2003-05-05,1495618740
2003-05-06,1509629220
2003-05-07,1500288900
2003-05-08,1462927620
2003-05-09,1450084680
2003-05-12,1466430240
2003-05-13,1436074200
2003-05-14,1412723400
2003-05-15,1399880460
2003-05-16,1410388320
2003-05-19,1355513940
2003-05-20,1450084680
2003-05-21,1404550620
2003-05-22,1447749600
2003-05-23,1457089920
2003-05-27,1501456440
2003-05-28,1523639700
2003-05-29,1535315100
2003-05-30,1589021940
2003-06-02,1611205200
2003-06-03,1640393700
2003-06-04,1687095300
2003-06-05,1669582200
2003-06-06,1657906800
2003-06-09,1621713060
2003-06-10,1684760220
2003-06-11,1736131980
2003-06-12,1719786420
2003-06-13,1716283800
2003-06-16,1751310000
2003-06-17,1725624120
2003-06-18,1727959200
2003-06-19,1698770700
2003-06-20,1765320480
2003-06-23,1722121500
2003-06-24,1754812620
2003-06-25,1743137220
2003-06-26,1780498500
2003-06-27,1739634600
2003-06-30,1755980160
2003-07-01,1739634600
2003-07-02,1762985400
2003-07-03,1737299520
2003-07-07,1774660800
2003-07-08,1798011600
2003-07-09,1776995880
2003-07-10,1798011600
2003-07-11,1833037800
2003-07-14,1862226300
2003-07-15,1862226300
2003-07-16,1859891220
2003-07-17,1869231540
2003-07-18,1864561380
2003-07-21,1815524700
2003-07-22,1816692240
2003-07-23,1794508980
2003-07-24,1796844060
2003-07-25,1827200100
2003-07-28,1870399080
2003-07-29,1809687000
2003-07-30,1801514220
2003-07-31,1799179140
2003-08-01,1784001120
2003-08-04,1781205480
2003-08-05,1741467300
2003-08-06,1751986230
2003-08-07,1784711790
2003-08-08,1810424730
2003-08-11,1812762270
2003-08-12,1860681840
2003-08-13,1880550930
2003-08-14,1950677246
2003-08-15,1975221299
2003-08-18,1979896496
2003-08-19,1986909000
2003-08-20,2047685040
2003-08-21,2080410483
2003-08-22,2057035200
2003-08-25,2066385360
2003-08-26,2068723016
2003-08-27,2057035200
2003-08-28,2096773496
2003-08-29,2138848983
2003-09-02,2149367913
2003-09-03,2131836479
2003-09-04,2120148663
2003-09-05,2103786000
2003-09-08,2103786000
2003-09-09,2041841073
2003-09-10,2005609320
2003-09-11,2028984836
2003-09-12,2007946860
2003-09-15,2030153606
2003-09-16,2039503766
2003-09-17,2041841073
2003-09-18,2041841073
2003-09-19,2037166110
2003-09-22,1996259159
2003-09-23,2017297020
2003-09-24,1967039909
2003-09-25,1914445143
2003-09-26,1894576053
2003-09-29,1863019380
2003-09-30,1847825370
2003-10-01,1874707196
2003-10-02,1877044503
2003-10-03,1901588790
2003-10-06,1902757676
2003-10-07,1915613913
2003-10-08,1781205480
2003-10-09,1794061950
2003-10-10,1767180240
2003-10-13,1770686550
2003-10-14,1773024090
2003-10-15,1760167620
2003-10-16,1750817460
2003-10-17,1714585590
2003-10-20,1706404200
2003-10-21,1727442060
2003-10-22,1707572970
2003-10-23,1704066660
2003-10-24,1712248050
2003-10-27,1702897890
2003-10-28,1753155000
2003-10-29,1720429440
2003-10-30,1735623450
2003-10-31,1754323770
2003-11-03,1743879250
2003-11-04,1689932750
2003-11-05,1712215000
2003-11-06,1741533750
2003-11-07,1672341500
2003-11-10,1662959500
2003-11-11,1691105500
2003-11-12,1673514250
2003-11-13,1677032500
2003-11-14,1632468000
2003-11-17,1610185750
2003-11-18,1613704000
2003-11-19,1694623750
2003-11-20,1675859750
2003-11-21,1684069000
2003-11-24,1723942500
2003-11-25,1750915750
2003-11-26,1739188250
2003-11-28,1719251500
2003-12-01,1672341500
2003-12-02,1635986250
2003-12-03,1641850000
2003-12-04,1586730750
2003-12-05,1582039750
2003-12-08,1576176000
2003-12-09,1555066500
2003-12-10,1553893750
2003-12-11,1590249000
2003-12-12,1571485000
2003-12-15,1571485000
2003-12-16,1570312250
2003-12-17,1621913250
2003-12-18,1650059250
2003-12-19,1631295250
2003-12-22,1606667500
2003-12-23,1583212500
2003-12-24,1577348750
2003-12-26,1584385250
2003-12-29,1630122500
2003-12-30,1671168750
2003-12-31,1666477750
2004-01-02,1641850000
2004-01-05,1601976500
2004-01-06,1637159000
2004-01-07,1657095750
2004-01-08,1700487500
2004-01-09,1700487500
2004-01-12,1675859750
2004-01-13,1678205250
2004-01-14,1692278250
2004-01-15,1680550750
2004-01-16,1680550750
2004-01-20,1677032500
2004-01-21,1762643250
2004-01-22,1760297750
2004-01-23,1786098250
2004-01-26,1761470500
2004-01-27,1739188250
2004-01-28,1711042250
2004-01-29,1667650500
2004-01-30,1657095750
2004-02-02,1665305000
2004-02-03,1660614000
2004-02-04,1668823250
2004-02-05,1696969250
2004-02-06,1707524000
2004-02-09,1704005750
2004-02-10,1738015500
2004-02-11,1764988750
2004-02-12,1763816000
2004-02-13,1726288000
2004-02-17,1766161500
2004-02-18,1759125000
2004-02-19,1809553250
2004-02-20,1764988750
2004-02-23,1756779500
2004-02-24,1735670000
2004-02-25,1691105500
2004-02-26,1687587250
2004-02-27,1688760000
2004-03-01,1685241750
2004-03-02,1665305000
2004-03-03,1652404750
2004-03-04,1666477750
2004-03-05,1675859750
2004-03-08,1671168750
2004-03-09,1671168750
2004-03-10,1628949750
2004-03-11,1632468000
2004-03-12,1624258750
2004-03-15,1587903500
2004-03-16,1594940000
2004-03-17,1614876750
2004-03-18,1632468000
2004-03-19,1609013000
2004-03-22,1593767250
2004-03-23,1613704000
2004-03-24,1594940000
2004-03-25,1669996000
2004-03-26,1633640750
2004-03-29,1671168750
2004-03-30,1735670000
2004-03-31,1700487500
2004-04-01,1732151750
2004-04-02,1730979000
2004-04-05,1774370750
2004-04-06,1789616500
2004-04-07,1790789250
2004-04-08,1733324500
2004-04-12,1719251500
2004-04-13,1672341500
2004-04-14,1666477750
2004-04-15,1680550750
2004-04-16,1723942500
2004-04-19,1716906000
2004-04-20,1721597000
2004-04-21,1729806250
2004-04-22,1732151750
2004-04-23,1732151750
2004-04-26,1714560500
2004-04-27,1733324500
2004-04-28,1700487500
2004-04-29,1674687000
2004-04-30,1660614000
2004-05-03,1641156660
2004-05-04,1622806900
2004-05-05,1614778880
2004-05-06,1540232980
2004-05-07,1505827180
2004-05-10,1486330560
2004-05-11,1479449400
2004-05-12,1478302540
2004-05-13,1464540220
2004-05-14,1471421380
2004-05-17,1504680320
2004-05-18,1518442640
2004-05-19,1513855200
2004-05-20,1540232980
2004-05-21,1559729600
2004-05-24,1567757620
2004-05-25,1598722840
2004-05-26,1602163420
2004-05-27,1646890960
2004-05-28,1676709320
2004-06-01,1679003040
2004-06-02,1679003040
2004-06-03,1689324780
2004-06-04,1720290000
2004-06-07,1754695800
2004-06-08,1770751840
2004-06-09,1777633000
2004-06-10,1754695800
2004-06-14,1706527680
2004-06-15,1738639760
2004-06-16,1722583720
2004-06-17,1722583720
2004-06-18,1720290000
2004-06-21,1696205940
2004-06-22,1673268740
2004-06-23,1688177920
2004-06-24,1712261980
2004-06-25,1760430100
2004-06-28,1729464880
2004-06-29,1640009800
2004-06-30,1658359560
2004-07-01,1620513180
2004-07-02,1605604000
2004-07-06,1583813660
2004-07-07,1598722840
2004-07-08,1435868720
2004-07-09,1458805920
2004-07-12,1458805920
2004-07-13,1463393360
2004-07-14,1467980800
2004-07-15,1481743120
2004-07-16,1479449400
2004-07-19,1433575000
2004-07-20,1455365340
2004-07-21,1463393360
2004-07-22,1441603020
2004-07-23,1456512200
2004-07-26,1440456160
2004-07-27,1462246500
2004-07-28,1437015580
2004-07-29,1427840700
2004-07-30,1403756640
2004-08-02,1370192570
2004-08-03,1328603460
2004-08-04,1311743010
2004-08-05,1282518230
2004-08-06,1303874800
2004-08-09,1335347640
2004-08-10,1342091820
2004-08-11,1318487190
2004-08-12,1290386440
2004-08-13,1301626740
2004-08-16,1337595700
2004-08-17,1351084060
2004-08-18,1379184810
2004-08-19,1387053020
2004-08-20,1436510340
2004-08-23,1406161530
2004-08-24,1402789440
2004-08-25,1411781680
2004-08-26,1396045260
2004-08-27,1381432870
