,BIG
2013-12-03,2240706480
2013-12-04,2137183079
2013-12-05,2135457690
2013-12-06,1867447110
2013-12-09,1796130990
2013-12-10,1765073970
2013-12-11,1784628390
2013-12-12,1784053260
2013-12-13,1778301960
2013-12-16,1779452220
2013-12-17,1780602480
2013-12-18,1800732030
2013-12-19,1774851180
2013-12-20,1799581770
2013-12-23,1812809760
2013-12-24,1815685410
2013-12-26,1832939310
2013-12-27,1847317559
2013-12-30,1843866780
2013-12-31,1857094770
2014-01-02,1842716520
2014-01-03,1847892690
2014-01-06,1804757940
2014-01-07,1820286450
2014-01-08,1842716520
2014-01-09,1780027350
2014-01-10,1777151700
2014-01-13,1730566170
2014-01-14,1743794160
2014-01-15,1754721630
2014-01-16,1666726740
2014-01-17,1632218940
2014-01-21,1651198230
2014-01-22,1624167120
2014-01-23,1621866600
2014-01-24,1592534970
2014-01-27,1610939130
2014-01-28,1581032370
2014-01-29,1551125610
2014-01-30,1547674830
2014-01-31,1540773270
2014-02-03,1466297200
2014-02-04,1475988900
2014-02-05,1465727100
2014-02-06,1513045400
2014-02-07,1517606200
2014-02-10,1511905200
2014-02-11,1553522500
2014-02-12,1497082600
2014-02-13,1514185600
2014-02-14,1499363000
2014-02-18,1525587600
2014-02-19,1532428800
2014-02-20,1527297900
2014-02-21,1559793600
2014-02-24,1596850100
2014-02-25,1619654100
2014-02-26,1666402300
2014-02-27,1678374400
2014-02-28,1684645500
2014-03-03,1698327900
2014-03-04,1661271400
2014-03-05,1670393000
2014-03-06,1667542500
2014-03-07,2050649700
2014-03-10,2117351400
2014-03-11,2109370000
2014-03-12,2103098900
2014-03-13,2078584600
2014-03-14,2077444399
2014-03-17,2070603200
2014-03-18,2100248400
2014-03-19,2137875000
2014-03-20,2135024500
2014-03-21,2167520200
2014-03-24,2136164700
2014-03-25,2103669000
2014-03-26,2108799900
2014-03-27,2080865000
2014-03-28,2120772000
2014-03-31,2158968700
2014-04-01,2164099600
2014-04-02,2176071700
2014-04-03,2180062400
2014-04-04,2138445100
2014-04-07,2091696899
2014-04-08,2127043100
2014-04-09,2172081000
2014-04-10,2192604600
2014-04-11,2188613900
2014-04-14,2193744800
2014-04-15,2197735500
2014-04-16,2218829200
2014-04-17,2207427200
2014-04-21,2249614600
2014-04-22,2234792000
2014-04-23,2258166100
2014-04-24,2245623900
2014-04-25,2250184700
2014-04-28,2228520900
2014-04-29,2242773400
2014-04-30,2251895000
2014-05-01,2251895000
2014-05-02,2268427900
2014-05-05,2164995670
2014-05-06,2152897650
2014-05-07,2138050080
2014-05-08,2139149900
2014-05-09,2145748820
2014-05-12,2189191710
2014-05-13,2184792430
2014-05-14,2154547380
2014-05-15,2094607190
2014-05-16,2128151700
2014-05-19,2124852240
2014-05-20,2090757820
2014-05-21,2054463760
2014-05-22,2082509169
2014-05-23,2088008270
2014-05-27,2054463760
2014-05-28,2037416549
2014-05-29,2062712410
2014-05-30,2333818040
2014-06-02,2367912460
2014-06-03,2379460570
2014-06-04,2413554990
2014-06-05,2411905260
2014-06-06,2401456970
2014-06-09,2467996080
2014-06-10,2450948870
2014-06-11,2448199320
2014-06-12,2436101300
2014-06-13,2456997880
2014-06-16,2438850850
2014-06-17,2490542390
2014-06-18,2475144910
2014-06-19,2477344550
2014-06-20,2478444370
2014-06-23,2491642210
2014-06-24,2452598600
2014-06-25,2466346350
2014-06-26,2435551390
2014-06-27,2538934470
2014-06-30,2513088700
2014-07-01,2528486180
2014-07-02,2515838250
2014-07-03,2537834650
2014-07-07,2511988880
2014-07-08,2476794640
2014-07-09,2499340950
2014-07-10,2486693020
2014-07-11,2435551390
2014-07-14,2454798240
2014-07-15,2444349950
2014-07-16,2409705620
2014-07-17,2386059490
2014-07-18,2425103100
2014-07-21,2391008680
2014-07-22,2394858050
2014-07-23,2409155710
2014-07-24,2444899860
2014-07-25,2400357150
2014-07-28,2435001480
2014-07-29,2414104900
2014-07-30,2432251930
2014-07-31,2405856250
2014-08-01,2380010480
2014-08-04,2418336500
2014-08-05,2418336500
2014-08-06,2432597500
2014-08-07,2421627500
2014-08-08,2524197000
2014-08-11,2535715500
2014-08-12,2510484500
2014-08-13,2531327500
2014-08-14,2566980000
2014-08-15,2543943000
2014-08-18,2585080500
2014-08-19,2603729500
2014-08-20,2609763000
2014-08-21,2586177500
2014-08-22,2591662500
2014-08-25,2598793000
2014-08-26,2631154500
2014-08-27,2630606000
2014-08-28,2588920000
2014-08-29,2542297500
2014-09-02,2550525000
2014-09-03,2512130000
2014-09-04,2518712000
2014-09-05,2547782500
2014-09-08,2541200500
2014-09-09,2543394500
2014-09-10,2530779000
2014-09-11,2556010000
2014-09-12,2585080500
2014-09-15,2561495000
2014-09-16,2596050500
2014-09-17,2560946500
2014-09-18,2556558500
2014-09-19,2504451000
2014-09-22,2469895500
2014-09-23,2431500500
2014-09-24,2450698000
2014-09-25,2446310000
2014-09-26,2463313500
2014-09-29,2458925500
2014-09-30,2361292500
2014-10-01,2344837500
2014-10-02,2346483000
2014-10-03,2438631000
2014-10-06,2409012000
2014-10-07,2382135500
2014-10-08,2462216500
2014-10-09,2431500500
2014-10-10,2435340000
2014-10-13,2384878000
2014-10-14,2427661000
2014-10-15,2361292500
2014-10-16,2339352500
2014-10-17,2431500500
2014-10-20,2487447500
2014-10-21,2528585000
2014-10-22,2501160000
2014-10-23,2512130000
2014-10-24,2500063000
2014-10-27,2474283500
2014-10-28,2490738500
2014-10-29,2458377000
2014-10-30,2465507500
2014-10-31,2503902500
2014-11-03,2412267290
2014-11-04,2376831660
2014-11-05,2353031610
2014-11-06,2433422890
2014-11-07,2493187460
2014-11-10,2485783000
2014-11-11,2489485230
2014-11-12,2559298710
2014-11-13,2631227750
2014-11-14,2633343310
2014-11-17,2518574180
2014-11-18,2550836470
2014-11-19,2569876510
2014-11-20,2661374480
2014-11-21,2657672250
2014-11-24,2667721160
2014-11-25,2651854460
2014-11-26,2633872200
2014-11-28,2686761200
2014-12-01,2515929730
2014-12-02,2534440880
2014-12-03,2567232060
2014-12-04,2536027550
2014-12-05,2115560000
2014-12-08,2181671250
2014-12-09,2177969020
2014-12-10,2113973330
2014-12-11,2150995630
2014-12-12,2114502219
2014-12-15,2052093199
2014-12-16,2029879820
2014-12-17,2102866640
2014-12-18,2104453310
2014-12-19,2030408710
2014-12-22,2058439880
2014-12-23,2042044290
2014-12-24,2079066590
2014-12-26,2059497659
2014-12-29,2067431010
2014-12-30,2123493350
2014-12-31,2116617780
2015-01-02,2078008810
2015-01-05,2101808860
2015-01-06,2079066590
2015-01-07,2201769070
2015-01-08,2314422640
2015-01-09,2310720410
2015-01-12,2349858270
2015-01-13,2360436070
2015-01-14,2400102820
2015-01-15,2365724970
2015-01-16,2409093950
2015-01-20,2334520460
2015-01-21,2355147170
2015-01-22,2388996130
2015-01-23,2473089640
2015-01-26,2509583050
2015-01-27,2517516400
2015-01-28,2438182900
2015-01-29,2475205200
2015-01-30,2428133990
2015-02-02,2446779830
2015-02-03,2505706400
2015-02-04,2520570760
2015-02-05,2518978150
2015-02-06,2525879460
2015-02-09,2492965520
2015-02-10,2529595550
2015-02-11,2536496860
2015-02-12,2552422960
2015-02-13,2496150740
2015-02-17,2551361220
2015-02-18,2574719500
2015-02-19,2559324270
2015-02-20,2562509490
2015-02-23,2555077310
2015-02-24,2578966460
2015-02-25,2552953830
2015-02-26,2533842510
2015-02-27,2532780770
2015-03-02,2594892560
2015-03-03,2531719030
2015-03-04,2516854670
2015-03-05,2538620340
2015-03-06,2575781240
2015-03-09,2705313520
2015-03-10,2608164310
2015-03-11,2651695650
2015-03-12,2677708280
2015-03-13,2657535220
2015-03-16,2663374790
2015-03-17,2646386950
2015-03-18,2668683490
2015-03-19,2656473480
2015-03-20,2661782180
2015-03-23,2676115670
2015-03-24,2646386950
2015-03-25,2605509960
2015-03-26,2586929510
2015-03-27,2600732130
2015-03-30,2603386480
2015-03-31,2549768610
2015-04-01,2568879930
2015-04-02,2601263000
2015-04-06,2621436060
2015-04-07,2574719500
2015-04-08,2572065150
2015-04-09,2520039890
2015-04-10,2544459910
2015-04-13,2496681610
2015-04-14,2478101160
2015-04-15,2471199850
2015-04-16,2479162900
2015-04-17,2439347650
2015-04-20,2480224640
2015-04-21,2497212480
2015-04-22,2503052050
2015-04-23,2533842510
2015-04-24,2525348590
2015-04-27,2474915940
2015-04-28,2479162900
2015-04-29,2406433710
2015-04-30,2419174590
2015-05-01,2448903310
2015-05-04,2372791080
2015-05-05,2387023760
2015-05-06,2364658120
2015-05-07,2404814610
2015-05-08,2439379690
2015-05-11,2447512650
2015-05-12,2439888000
2015-05-13,2429213490
2015-05-14,2341275860
2015-05-15,2354491920
2015-05-18,2341784170
2015-05-19,2296544580
2015-05-20,2293494720
2015-05-21,2336192760
2015-05-22,2320435150
2015-05-26,2336192760
2015-05-27,2302644300
2015-05-28,2291461480
2015-05-29,2231480900
2015-06-01,2281803590
2015-06-02,2354491920
2015-06-03,2355000230
2015-06-04,2333651210
2015-06-05,2300611060
2015-06-08,2328059800
2015-06-09,2338226000
2015-06-10,2372791080
2015-06-11,2381940660
2015-06-12,2371774460
2015-06-15,2372282770
2015-06-16,2360083330
2015-06-17,2366183050
2015-06-18,2359066710
2015-06-19,2365166430
2015-06-22,2351950370
2015-06-23,2374824320
2015-06-24,2387023760
2015-06-25,2349408820
2015-06-26,2351442060
2015-06-29,2258929640
2015-06-30,2286886690
2015-07-01,2288411620
2015-07-02,2300102750
2015-07-06,2302135990
2015-07-07,2360083330
2015-07-08,2320435150
2015-07-09,2322468390
2015-07-10,2364149810
2015-07-13,2394140100
2015-07-14,2356525160
2015-07-15,2254863160
2015-07-16,2240630480
2015-07-17,2186749620
2015-07-20,2180649900
2015-07-21,2192341030
2015-07-22,2212673430
2015-07-23,2198949060
2015-07-24,2143034959
2015-07-27,2125244110
2015-07-28,2197424130
2015-07-29,2189799480
2015-07-30,2185224690
2015-07-31,2194882580
2015-08-03,2102092450
2015-08-04,2102583020
2015-08-05,2122696390
2015-08-06,2073639390
2015-08-07,2054997730
2015-08-10,2126130380
2015-08-11,2083941359
2015-08-12,2079526230
2015-08-13,2078054520
2015-08-14,2112394420
2015-08-17,2106507580
2015-08-18,2126130380
2015-08-19,2120243540
2015-08-20,2062846849
2015-08-21,2016733270
2015-08-24,2003978450
2015-08-25,1985336790
2015-08-26,2010846430
2015-08-27,2060394000
2015-08-28,2383189060
2015-08-31,2354245430
2015-09-01,2298811020
2015-09-02,2309603560
2015-09-03,2277716510
2015-09-04,2252206870
2015-09-08,2303226150
2015-09-09,2299301590
2015-09-10,2208546140
2015-09-11,2193829040
2015-09-14,2171753390
2015-09-15,2184508210
2015-09-16,2235527490
2015-09-17,2215904690
2015-09-18,2206093290
2015-09-21,2232093500
2015-09-22,2277716510
2015-09-23,2299301590
2015-09-24,2337566050
2015-09-25,2403302430
2015-09-28,2389075900
2015-09-29,2323830090
2015-09-30,2350811440
2015-10-01,2351302010
2015-10-02,2384660770
2015-10-05,2405755280
2015-10-06,2385641910
2015-10-07,2429302640
2015-10-08,2428321500
2015-10-09,2453340570
2015-10-12,2429302640
2015-10-13,2404283570
2015-10-14,2314509260
2015-10-15,2317452680
2015-10-16,2345905740
2015-10-19,2336094340
2015-10-20,2314018690
2015-10-21,2304207290
2015-10-22,2307641280
2015-10-23,2264471120
2015-10-26,2293905320
2015-10-27,2290471330
2015-10-28,2372396520
2015-10-29,2344924600
2015-10-30,2261527700
2015-11-02,2296126380
2015-11-03,2330492180
2015-11-04,2319200560
2015-11-05,2351602600
2015-11-06,2358475760
2015-11-09,2311345520
2015-11-10,2340310980
2015-11-11,2265197160
2015-11-12,2216103160
2015-11-13,2035928180
2015-11-16,2071275860
2015-11-17,2138534640
2015-11-18,2154244720
2015-11-19,2131661480
2015-11-20,2175846080
2015-11-23,2256851180
2015-11-24,2306927060
2015-11-25,2319200560
2015-11-27,2326073720
2015-11-30,2208739060
2015-12-01,2210702820
2015-12-02,2217085040
2015-12-03,2098277560
2015-12-04,1965723760
2015-12-07,1974069740
2015-12-08,1926939500
2015-12-09,1902392500
2015-12-10,1897483100
2015-12-11,1882754900
2015-12-14,1875881740
2015-12-15,1886682420
2015-12-16,1894537460
2015-12-17,1848389100
2015-12-18,1872936100
2015-12-21,1896501220
2015-12-22,1925957619
2015-12-23,1949031800
2015-12-24,1922521039
2015-12-28,1925466680
2015-12-29,1956395900
2015-12-30,1916138820
2015-12-31,1892082760
2016-01-04,1882263960
2016-01-05,1881282080
2016-01-06,1856244140
2016-01-07,1844952520
2016-01-08,1816478000
2016-01-11,1802731680
2016-01-12,1893064640
2016-01-13,1826787740
2016-01-14,1797822279
2016-01-15,1765420240
2016-01-19,1761492720
2016-01-20,1774748100
2016-01-21,1783094080
2016-01-22,1806168260
2016-01-25,1771802460
2016-01-26,1834642779
2016-01-27,1820405520
2016-01-28,1830715260
2016-01-29,1903865320
2016-02-01,1899867200
2016-02-02,1901805840
2016-02-03,1891143320
2016-02-04,1829591500
2016-02-05,1809720440
2016-02-08,1800027240
2016-02-09,1761254440
2016-02-10,1775309580
2016-02-11,1753984540
2016-02-12,1756892500
2016-02-16,1823290919
2016-02-17,1831045480
2016-02-18,1842677320
2016-02-19,1829591500
2016-02-22,1847039260
2016-02-23,1874664880
2016-02-24,1928462140
2016-02-25,1930885440
2016-02-26,1954633780
2016-02-29,1960449700
2016-03-01,2021516860
2016-03-02,2016185600
2016-03-03,2030240740
2016-03-04,2079191400
2016-03-07,2205203000
2016-03-08,2160614280
2016-03-09,2174669420
2016-03-10,2212472900
2016-03-11,2210534260
2016-03-14,2175638740
2016-03-15,2138319919
2016-03-16,2125718760
2016-03-17,2169822820
2016-03-18,2164006900
2016-03-21,2192117180
2016-03-22,2171276800
2016-03-23,2121841480
2016-03-24,2143166520
2016-03-28,2186785920
2016-03-29,2200841060
2016-03-30,2200841060
2016-03-31,2195025140
2016-04-01,2190663200
2016-04-04,2189209220
2016-04-05,2144135840
2016-04-06,2157706320
2016-04-07,2149467100
2016-04-08,2157706320
2016-04-11,2172730780
2016-04-12,2201325720
2016-04-13,2238644540
2016-04-14,2209564940
2016-04-15,2244460460
2016-04-18,2243006480
2016-04-19,2260454240
2016-04-20,2275963360
2016-04-21,2253669000
2016-04-22,2241552500
2016-04-25,2272570740
2016-04-26,2310858880
2016-04-27,2282748600
2016-04-28,2274024720
2016-04-29,2222650760
2016-05-02,2062028880
2016-05-03,2043380040
2016-05-04,2038939840
2016-05-05,2007858440
2016-05-06,2025175220
2016-05-09,2073573400
2016-05-10,2041603959
2016-05-11,1977665080
2016-05-12,1972780860
2016-05-13,1943919560
2016-05-16,1974556940
2016-05-17,1956796140
2016-05-18,1858667720
2016-05-19,1906177860
2016-05-20,1937703280
2016-05-23,1864439980
2016-05-24,1924382680
2016-05-25,1938591319
2016-05-26,1982993319
2016-05-27,2262281900
2016-05-31,2322224600
2016-06-01,2327552840
2016-06-02,2324444700
2016-06-03,2356858160
2016-06-06,2309792040
2016-06-07,2346645700
2016-06-08,2356414140
2016-06-09,2348421780
2016-06-10,2338209320
2016-06-13,2283150840
2016-06-14,2250737380
2016-06-15,2264502000
2016-06-16,2243189040
2016-06-17,2229868440
2016-06-20,2245853160
2016-06-21,2201895180
2016-06-22,2202783220
2016-06-23,2187242520
2016-06-24,2188574580
2016-06-27,2177474080
2016-06-28,2205891360
2016-06-29,2239636880
2016-06-30,2224984220
2016-07-01,2224096180
2016-07-05,2219211960
2016-07-06,2224096180
2016-07-07,2232088540
2016-07-08,2268942200
2016-07-11,2333325100
2016-07-12,2341317460
2016-07-13,2315120280
2016-07-14,2280042700
2016-07-15,2280930740
2016-07-18,2335101180
2016-07-19,2323112640
2016-07-20,2345313640
2016-07-21,2327552840
2016-07-22,2365738560
2016-07-25,2389271620
2016-07-26,2384831420
2016-07-27,2342205500
2016-07-28,2341761480
2016-07-29,2361298360
2016-08-01,2388884850
2016-08-02,2260364700
2016-08-03,2317337550
2016-08-04,2321754050
2016-08-05,2368568950
2016-08-08,2371660500
2016-08-09,2368568950
2016-08-10,2383585050
2016-08-11,2420242000
2016-08-12,2440557900
2016-08-15,2462640400
2016-08-16,2425541800
2016-08-17,2406992500
2016-08-18,2406550850
2016-08-19,2360619250
2016-08-22,2353994500
2016-08-23,2453807400
2016-08-24,2443207800
2016-08-25,2338095100
2016-08-26,2233424050
2016-08-29,2262131300
2016-08-30,2208691650
2016-08-31,2178217800
2016-09-01,2181751000
2016-09-02,2203391850
2016-09-06,2183517600
2016-09-07,2182192650
2016-09-08,2170709750
2016-09-09,2132727850
2016-09-12,2150393850
2016-09-13,2092979350
2016-09-14,2099162450
2016-09-15,2115503500
2016-09-16,2088121200
2016-09-19,2075755000
2016-09-20,2084588000
2016-09-21,2120361650
2016-09-22,2111970300
2016-09-23,2053672500
2016-09-26,2041306300
2016-09-27,2093862649
2016-09-28,2066038700
2016-09-29,2111528650
2016-09-30,2108878750
2016-10-03,2111528650
2016-10-04,2074430050
2016-10-05,2054555800
2016-10-06,2070455200
2016-10-07,2080171500
2016-10-10,2053230850
2016-10-11,2030706699
2016-10-12,2051464250
2016-10-13,1997141300
2016-10-14,1979033650
2016-10-17,1957834450
2016-10-18,1970200650
2016-10-19,1978150350
2016-10-20,1970200650
2016-10-21,1973292200
2016-10-24,1983891800
2016-10-25,1935751950
2016-10-26,1911902850
2016-10-27,1885403850
2016-10-28,1905719750
2016-10-31,1919625400
2016-11-01,1896182970
2016-11-02,1924490810
2016-11-03,1907240720
2016-11-04,1930240840
2016-11-07,1981548799
2016-11-08,1978452629
2016-11-09,2060722290
2016-11-10,2129722650
2016-11-11,2223050060
2016-11-14,2269050300
2016-11-15,2238530910
2016-11-16,2240300150
2016-11-17,2257992550
2016-11-18,2258434860
2016-11-21,2268165680
2016-11-22,2345127620
2016-11-23,2326108290
2016-11-25,2318146710
2016-11-28,2285858080
2016-11-29,2290723490
2016-11-30,2238530910
2016-12-01,2245607870
2016-12-02,2273031090
2016-12-05,2290281180
2016-12-06,2382723970
2016-12-07,2410147190
2016-12-08,2454820500
2016-12-09,2427397280
2016-12-12,2395993270
2016-12-13,2421647250
2016-12-14,2395550960
2016-12-15,2436243480
2016-12-16,2442435820
2016-12-19,2461897460
2016-12-20,2477820620
2016-12-21,2431820380
2016-12-22,2252242520
2016-12-23,2269050300
2016-12-27,2284531150
2016-12-28,2250915590
2016-12-29,2241627080
2016-12-30,2220838510
2017-01-03,2189876810
2017-01-04,2249146350
2017-01-05,2192972980
2017-01-06,2175722890
2017-01-09,2222165440
2017-01-10,2277454190
2017-01-11,2242511700
2017-01-12,2233665500
2017-01-13,2231896260
2017-01-17,2220396200
2017-01-18,2221723130
2017-01-19,2176607510
2017-01-20,2177049820
2017-01-23,2154049700
2017-01-24,2176165200
2017-01-25,2187665260
2017-01-26,2179703680
2017-01-27,2152722770
2017-01-30,2154170160
2017-01-31,2218050000
2017-02-01,2198087550
2017-02-02,2213613900
2017-02-03,2240674110
2017-02-06,2202523650
2017-02-07,2232689130
2017-02-08,2272170420
2017-02-09,2349802170
2017-02-10,2357343540
2017-02-13,2286365940
2017-02-14,2307215610
2017-02-15,2292132870
2017-02-16,2285922330
2017-02-17,2311651710
2017-02-21,2347584120
2017-02-22,2336050260
2017-02-23,2277937350
2017-02-24,2320080300
2017-02-27,2360892420
2017-02-28,2277493740
2017-03-01,2305884780
2017-03-02,2317862250
2017-03-03,2405697030
2017-03-06,2376418770
2017-03-07,2297899800
2017-03-08,2299674240
2017-03-09,2283260670
2017-03-10,2273944860
2017-03-13,2195425890
2017-03-14,2159937090
2017-03-15,2196756720
2017-03-16,2217162780
2017-03-17,2218493610
2017-03-20,2161267920
2017-03-21,2115132480
2017-03-22,2140861860
2017-03-23,2149290450
2017-03-24,2136425759
2017-03-27,2134207710
2017-03-28,2160824310
2017-03-29,2189658960
2017-03-30,2181230370
2017-03-31,2159493480
2017-04-03,2117350529
2017-04-04,2109809160
2017-04-05,2079200070
2017-04-06,2132433270
2017-04-07,2128440779
2017-04-10,2137756590
2017-04-11,2179455930
2017-04-12,2127553560
2017-04-13,2093395590
2017-04-17,2132876880
2017-04-18,2154613770
2017-04-19,2159937090
2017-04-20,2209621410
2017-04-21,2204298090
2017-04-24,2214944730
2017-04-25,2198974770
2017-04-26,2287696770
2017-04-27,2302335900
2017-04-28,2239786890
2017-05-01,2136526080
2017-05-02,2161976320
2017-05-03,2161113600
2017-05-04,2120565759
2017-05-05,2140408320
2017-05-08,2149898240
2017-05-09,2164995840
2017-05-10,2182250240
2017-05-11,2122722560
2017-05-12,2049391360
2017-05-15,2027392000
2017-05-16,2011863040
2017-05-17,2008843520
2017-05-18,2004529920
2017-05-19,2048960000
2017-05-22,2058018560
2017-05-23,2025235200
2017-05-24,2026529279
2017-05-25,2086488320
2017-05-26,2147741440
2017-05-30,2152055040
2017-05-31,2106330880
2017-06-01,2140839680
2017-06-02,2155074560
2017-06-05,2141271040
2017-06-06,2080880640
2017-06-07,2124448000
2017-06-08,2106762240
2017-06-09,2177936640
2017-06-12,2175348480
2017-06-13,2170172160
2017-06-14,2146878720
2017-06-15,2102880000
2017-06-16,2065783040
2017-06-19,2077861120
2017-06-20,2020921600
2017-06-21,2009274880
2017-06-22,2028254720
2017-06-23,2027392000
2017-06-26,2048528640
2017-06-27,2073116160
2017-06-28,2051979520
2017-06-29,2063626240
2017-06-30,2083468799
2017-07-03,2121428480
2017-07-05,2073547520
2017-07-06,2026960640
2017-07-07,2010568960
2017-07-10,2003667200
2017-07-11,2012294400
2017-07-12,2024803840
2017-07-13,2073547520
2017-07-14,2065783040
2017-07-17,2095546880
2017-07-18,2076135680
2017-07-19,2082606080
2017-07-20,2082606080
2017-07-21,2078723840
2017-07-24,2051548160
2017-07-25,2137388799
2017-07-26,2107193600
2017-07-27,2168015360
2017-07-28,2175348480
2017-07-31,2084500890
2017-08-01,2114297460
2017-08-02,2103805710
2017-08-03,2118074490
2017-08-04,2130244920
2017-08-07,2152907100
2017-08-08,2139897330
2017-08-09,2155844790
2017-08-10,2098350000
2017-08-11,2110100760
2017-08-14,2143674360
2017-08-15,2096671320
2017-08-16,2121012180
2017-08-17,2087858250
2017-08-18,2075268150
2017-08-21,2060160030
2017-08-22,2124789210
2017-08-23,2106323730
2017-08-24,2102127030
2017-08-25,2081982870
2017-08-28,2040435540
2017-08-29,2019871710
2017-08-30,1996370190
2017-08-31,1997629200
2017-09-01,2005602930
2017-09-05,2004763590
2017-09-06,1993432500
2017-09-07,2002245570
2017-09-08,2006022599
2017-09-11,2017353690
2017-09-12,2031622469
2017-09-13,2051766630
2017-09-14,2071491120
2017-09-15,2099189340
2017-09-18,2058481349
2017-09-19,2049668280
2017-09-20,2057222340
2017-09-21,2068973099
2017-09-22,2077786170
2017-09-25,2149969410
2017-09-26,2147871060
2017-09-27,2224251000
2017-09-28,2247752520
2017-09-29,2248172190
2017-10-02,2178926640
2017-10-03,2182703670
2017-10-04,2188579050
2017-10-05,2207883870
2017-10-06,2241877140
2017-10-09,2212500240
2017-10-10,2216696940
2017-10-11,2207464200
2017-10-12,2186480700
2017-10-13,2158782480
2017-10-16,2155425120
2017-10-17,2161300500
2017-10-18,2165077530
2017-10-19,2183962680
2017-10-20,2204106840
2017-10-23,2218795290
2017-10-24,2190677400
2017-10-25,2179346310
2017-10-26,2202008490
2017-10-27,2174729940
2017-10-30,2144991160
2017-10-31,2148760180
2017-11-01,2169280400
2017-11-02,2204039140
2017-11-03,2222884240
2017-11-06,2187706720
2017-11-07,2177237220
2017-11-08,2234610080
2017-11-09,2232097400
2017-11-10,2248429820
2017-11-13,2244242020
2017-11-14,2240891780
2017-11-15,2214927420
2017-11-16,2256386640
2017-11-17,2305383900
2017-11-20,2332604600
2017-11-21,2294495620
2017-11-22,2296170740
2017-11-24,2273975400
2017-11-27,2296589520
2017-11-28,2369876020
2017-11-29,2455307140
2017-11-30,2474989800
2017-12-01,2437718380
2017-12-04,2467870540
2017-12-05,2462845180
2017-12-06,2428505220
2017-12-07,2469126880
2017-12-08,2493834900
2017-12-11,2428086440
2017-12-12,2325485340
2017-12-13,2338467520
2017-12-14,2238379100
2017-12-15,2260155660
2017-12-18,2324647780
2017-12-19,2311665600
2017-12-20,2301196100
2017-12-21,2308315360
2017-12-22,2326322900
2017-12-26,2361919200
2017-12-27,2359825300
2017-12-28,2335954840
2017-12-29,2351449700
2018-01-02,2340980200
2018-01-03,2300777320
2018-01-04,2372388700
2018-01-05,2426411320
2018-01-08,2423061080
2018-01-09,2387464780
2018-01-10,2370713580
2018-01-11,2406728660
2018-01-12,2402540860
2018-01-16,2423061080
2018-01-17,2463263960
2018-01-18,2477502480
2018-01-19,2562096040
2018-01-22,2621144020
2018-01-23,2606905500
2018-01-24,2587222840
2018-01-25,2602298920
2018-01-26,2649621060
2018-01-29,2689405160
2018-01-30,2594342100
2018-01-31,2545344840
2018-02-01,2498022700
2018-02-02,2418035720
2018-02-05,2347799750
2018-02-06,2408863600
2018-02-07,2440869480
2018-02-08,2392860660
2018-02-09,2409284730
2018-02-12,2372225290
2018-02-13,2354537830
2018-02-14,2433710270
2018-02-15,2474138750
2018-02-16,2387807100
2018-02-20,2322110820
2018-02-21,2310319180
2018-02-22,2361275910
2018-02-23,2400019870
2018-02-26,2391597270
2018-02-27,2362539300
2018-02-28,2366750600
2018-03-01,2376857720
2018-03-02,2370540770
2018-03-05,2330112290
2018-03-06,2360012520
2018-03-07,2295158500
2018-03-08,2269469570
2018-03-09,2040374850
2018-03-12,1994471680
2018-03-13,1999104110
2018-03-14,1951516420
2018-03-15,1957833370
2018-03-16,1975941960
2018-03-19,1956148850
2018-03-20,1979311000
2018-03-21,1926248620
2018-03-22,1853393130
2018-03-23,1815912560
2018-03-26,1842864880
2018-03-27,1800330750
2018-03-28,1786012329
2018-03-29,1833178890
2018-04-02,1815912560
2018-04-03,1822650640
2018-04-04,1867711550
2018-04-05,1870659460
2018-04-06,1813385780
2018-04-09,1809595610
2018-04-10,1780537640
2018-04-11,1781379899
2018-04-12,1788539110
2018-04-13,1769588260
2018-04-16,1802015270
2018-04-17,1841180360
2018-04-18,1842022620
2018-04-19,1784748940
2018-04-20,1770430520
2018-04-23,1766219220
2018-04-24,1780116510
2018-04-25,1788117980
2018-04-26,1797803970
2018-04-27,1819702730
2018-04-30,1787696850
2018-05-01,1777589730
2018-05-02,1780116510
2018-05-03,1783064420
2018-05-04,1740109160
2018-05-07,1684732830
2018-05-08,1652705250
2018-05-09,1659685620
2018-05-10,1681447950
2018-05-11,1704442110
2018-05-14,1731952980
2018-05-15,1751251650
2018-05-16,1767676050
2018-05-17,1750430430
2018-05-18,1709780040
2018-05-21,1700336009
2018-05-22,1662970500
2018-05-23,1660506840
2018-05-24,1711422480
2018-05-25,1715117970
2018-05-29,1704031500
2018-05-30,1738112130
2018-05-31,1679805509
2018-06-01,1588650090
2018-06-04,1658864400
2018-06-05,1625194380
2018-06-06,1700336009
2018-06-07,1753304700
2018-06-08,1755768360
2018-06-11,1777120080
2018-06-12,1733595420
2018-06-13,1732363590
2018-06-14,1706084550
2018-06-15,1692945029
2018-06-18,1697051130
2018-06-19,1674056970
2018-06-20,1665844770
2018-06-21,1718813460
2018-06-22,1697461740
2018-06-25,1733595420
2018-06-26,1738933350
2018-06-27,1732363590
2018-06-28,1724562000
2018-06-29,1715528580
2018-07-02,1702389060
2018-07-03,1674467580
2018-07-05,1676520630
2018-07-06,1669950870
2018-07-09,1690481370
2018-07-10,1686785880
2018-07-11,1680626730
2018-07-12,1690891980
2018-07-13,1718402850
2018-07-16,1710190650
2018-07-17,1737290910
2018-07-18,1755768360
2018-07-19,1804220340
2018-07-20,1780815570
