,ANSS
2018-12-14,12530577290
2018-12-17,12255207579
2018-12-18,12562382910
2018-12-19,12238467780
2018-12-20,12035916200
2018-12-21,11733762810
2018-12-24,11450860190
2018-12-26,11956402150
2018-12-27,12066047840
2018-12-28,11968120010
2018-12-31,11973226160
2019-01-02,11979089640
2019-01-03,11529276959
2019-01-04,12033536240
2019-01-07,12340112480
2019-01-08,12401260200
2019-01-09,12618208959
2019-01-10,12782386400
2019-01-11,12962479000
2019-01-14,12866150400
2019-01-15,13080586240
2019-01-16,13161837320
2019-01-17,13260678840
2019-01-18,13545476440
2019-01-22,13488516920
2019-01-23,13287483320
2019-01-24,13243088400
2019-01-25,13540450600
2019-01-28,13460874800
2019-01-29,13306749040
2019-01-30,13652694360
2019-01-31,13766613400
2019-02-01,14034658200
2019-02-04,14160304200
2019-02-05,14258308080
2019-02-06,14305215920
2019-02-07,14202186200
2019-02-08,14384791720
2019-02-11,14342909720
2019-02-12,14659537640
2019-02-13,14500386040
2019-02-14,14507924800
2019-02-15,14615980360
2019-02-19,14613467440
2019-02-20,14630220240
2019-02-21,14615980360
2019-02-22,14698906720
2019-02-25,14659537640
2019-02-26,14644460120
2019-02-27,14811988120
2019-02-28,14848006640
2019-03-01,15264313720
2019-03-04,15088409320
2019-03-05,14972815000
2019-03-06,14966951520
2019-03-07,14976165560
2019-03-08,14862246520
2019-03-11,14971139720
2019-03-12,15157933440
2019-03-13,15145368840
2019-03-14,15129453680
2019-03-15,15109350320
2019-03-18,15152907600
2019-03-19,15171335680
2019-03-20,15096785720
2019-03-21,15272690120
2019-03-22,14841305520
2019-03-25,14863084160
2019-03-26,15051553160
2019-03-27,14956062200
2019-03-28,15101811560
2019-03-29,15304520440
2019-04-01,15741676099
2019-04-02,15755112580
2019-04-03,15833212120
2019-04-04,15534250440
2019-04-05,15605631740
2019-04-08,15654338980
2019-04-09,15675333480
2019-04-10,15781145759
2019-04-11,15837411020
2019-04-12,15918029900
2019-04-15,15952460880
2019-04-16,15905433200
2019-04-17,15711444020
2019-04-18,15669455020
2019-04-22,15875201120
2019-04-23,16140571599
2019-04-24,16200195980
2019-04-25,16117897540
2019-04-26,16347157480
2019-04-29,16257301020
2019-04-30,16442892400
2019-05-01,16166604780
2019-05-02,16071709640
2019-05-03,16164925220
2019-05-06,16174162800
2019-05-07,15865123759
2019-05-08,16033919540
2019-05-09,15998648780
2019-05-10,16113698640
2019-05-13,15449432660
2019-05-14,15622427340
2019-05-15,15699687099
2019-05-16,16076748320
2019-05-17,15748394340
2019-05-20,15508217259
2019-05-21,15608151080
2019-05-22,15580438340
2019-05-23,15125277580
2019-05-24,15296592700
2019-05-28,15149631200
2019-05-29,15062294080
2019-05-30,15173984820
2019-05-31,15074051000
2019-06-03,14716304720
2019-06-04,15314228080
2019-06-05,15607311300
2019-06-06,15888637599
2019-06-07,16232107620
2019-06-10,16382428240
2019-06-11,16359754180
2019-06-12,16608329060
2019-06-13,16667113660
2019-06-14,16554583140
2019-06-17,16688108160
2019-06-18,16954318419
2019-06-19,17135710900
2019-06-20,17106318599
2019-06-21,16876218880
2019-06-24,16912329419
2019-06-25,16497478099
2019-06-26,16684749040
2019-06-27,16868660860
2019-06-28,17200373960
2019-07-01,17503923990
2019-07-02,17376078310
2019-07-03,17606536970
2019-07-05,17621676590
2019-07-08,17488784370
2019-07-09,17387012480
2019-07-10,17625040950
2019-07-11,17772231700
2019-07-12,17854658520
2019-07-15,17740270280
2019-07-16,17641021660
2019-07-17,17637657300
2019-07-18,17457664040
2019-07-19,17503082900
2019-07-22,17789053500
2019-07-23,17935403160
2019-07-24,18079229550
2019-07-25,17935403160
2019-07-26,17927833350
2019-07-29,17718401940
2019-07-30,17477850200
2019-07-31,17084220080
2019-08-01,16923571890
2019-08-02,16430693150
2019-08-05,15993326350
2019-08-06,16682179060
2019-08-07,16980766009
2019-08-08,17774754970
2019-08-09,17517381430
2019-08-12,17413927360
2019-08-13,17950542780
2019-08-14,17247391540
2019-08-15,17168329080
2019-08-16,17626723130
2019-08-19,17914375910
2019-08-20,17930356620
2019-08-21,18339126360
2019-08-22,18260063900
2019-08-23,17722607390
2019-08-26,17814286200
2019-08-27,17750363360
2019-08-28,17170011259
2019-08-29,17593920620
2019-08-30,17373555040
2019-09-03,17327295090
2019-09-04,17872321410
2019-09-05,18343331810
2019-09-06,18301277310
2019-09-09,18048109220
2019-09-10,17694851420
2019-09-11,18048950310
2019-09-12,17753727720
2019-09-13,17842042170
2019-09-16,17842042170
2019-09-17,18178478170
2019-09-18,18301277310
2019-09-19,18424076450
2019-09-20,18215486130
2019-09-23,18228943570
2019-09-24,17987550740
2019-09-25,18137264760
2019-09-26,18510708720
2019-09-27,18259222810
2019-09-30,18856108880
2019-10-01,18461711590
2019-10-02,18402935320
2019-10-03,18760703920
2019-10-04,19134657290
2019-10-07,19006030960
2019-10-08,18453193290
2019-10-09,18781999670
2019-10-10,18797332610
2019-10-11,19094621280
2019-10-14,19188322580
2019-10-15,19321208060
2019-10-16,18925958940
2019-10-17,18814369210
2019-10-18,18606522690
2019-10-21,18636336740
2019-10-22,18256420560
2019-10-23,18406342640
2019-10-24,18869738160
2019-10-25,18761555750
2019-10-28,19049474290
2019-10-29,18936180900
2019-10-30,19182359770
2019-10-31,18753037450
2019-11-01,18740260000
2019-11-04,18524747010
2019-11-05,18566486680
2019-11-06,18632077590
2019-11-07,19184915260
2019-11-08,19107398730
2019-11-11,19366355050
2019-11-12,19609978430
2019-11-13,19506907000
2019-11-14,19538424710
2019-11-15,20030782450
2019-11-18,20330626610
2019-11-19,20650062860
2019-11-20,20911574670
2019-11-21,20987387540
2019-11-22,20987387540
2019-11-25,21246343860
2019-11-26,21507003840
2019-11-27,21759997350
2019-11-29,21695258270
2019-12-02,21355378100
2019-12-03,21327267710
2019-12-04,21478041620
2019-12-05,21550447170
2019-12-06,21860513290
2019-12-09,21728479640
2019-12-10,21514670310
2019-12-11,21434598290
2019-12-12,21382636660
2019-12-13,21630519190
2019-12-16,21972103020
2019-12-17,21897993810
2019-12-18,21693554610
2019-12-19,21785552250
2019-12-20,22053026870
2019-12-23,21783848590
2019-12-24,21848587670
2019-12-26,22005324390
2019-12-27,22035138440
2019-12-30,21874994400
2019-12-31,22085263180
2020-01-02,22272302819
2020-01-03,22047512060
2020-01-06,21843312820
2020-01-07,22021772660
2020-01-08,22112718540
2020-01-09,22430171140
2020-01-10,22376118400
2020-01-13,22654961900
2020-01-14,22553720260
2020-01-15,22674695439
2020-01-16,22891764380
2020-01-17,23189483439
2020-01-21,23493208360
2020-01-22,23571284540
2020-01-23,23826962580
2020-01-24,23795217319
2020-01-27,23225518600
2020-01-28,23882731280
2020-01-29,23827820560
2020-01-30,24035451720
2020-01-31,23536965340
2020-02-03,24137551340
2020-02-04,24814497560
2020-02-05,24362342100
2020-02-06,24527932240
2020-02-07,24437844340
2020-02-10,24582842960
2020-02-11,24734705420
2020-02-12,25092483080
2020-02-13,25025560640
2020-02-14,25051300040
2020-02-18,24958638199
2020-02-19,25408219720
2020-02-20,25226327960
2020-02-21,24633463780
2020-02-24,23743738520
2020-02-25,22860019120
2020-02-26,23181761620
2020-02-27,20947581700
2020-02-28,20779417620
2020-03-02,22205380380
2020-03-03,21369707860
2020-03-04,22264581000
2020-03-05,21283051880
2020-03-06,20401048440
2020-03-09,19082333180
2020-03-10,19658037760
2020-03-11,18680798540
2020-03-12,17542259080
2020-03-13,20198565160
2020-03-16,17704417300
2020-03-17,20101613420
2020-03-18,19018842660
2020-03-19,18969079820
2020-03-20,18284411780
2020-03-23,17876013300
2020-03-24,18655059140
2020-03-25,18215773380
2020-03-26,19765285260
2020-03-27,19134669960
2020-03-30,20173683740
2020-03-31,19911287970
2020-04-01,18093773750
2020-04-02,18517746200
2020-04-03,18697613300
2020-04-06,20766941460
2020-04-07,20526262150
2020-04-08,20930534870
2020-04-09,20378085920
2020-04-13,20807197430
2020-04-14,21823874800
2020-04-15,21753640980
2020-04-16,22082540820
2020-04-17,22603298899
2020-04-20,22844834720
2020-04-21,21693685280
2020-04-22,22549338770
2020-04-23,22179326450
2020-04-24,22222151950
2020-04-27,22515078370
2020-04-28,22042284850
2020-04-29,22769461839
2020-04-30,22426001330
2020-05-01,21895821640
2020-05-04,22166478800
2020-05-05,22460261730
2020-05-06,22960463570
2020-05-07,22334354760
2020-05-08,22527926020
2020-05-11,22770318350
2020-05-12,22251273290
2020-05-13,21593473610
2020-05-14,21596899650
2020-05-15,21749358430
2020-05-18,22569895010
2020-05-19,22475678910
2020-05-20,23315058710
2020-05-21,22807148279
2020-05-22,23114635370
2020-05-26,23037549470
2020-05-27,23066670810
2020-05-28,23562590100
2020-05-29,24239233000
2020-06-01,24556141700
2020-06-02,24679479140
2020-06-03,24573271899
2020-06-04,24167286160
2020-06-05,24761704100
2020-06-08,24903028250
2020-06-09,24433660770
2020-06-10,24496186000
2020-06-11,23291932940
2020-06-12,23148895770
2020-06-15,23539464330
2020-06-16,24204116089
2020-06-17,24465351640
2020-06-18,24783973360
2020-06-19,24118465089
2020-06-22,24783973360
2020-06-23,24809668660
2020-06-24,24431947750
2020-06-25,24598110690
2020-06-26,24246085080
2020-06-29,24164716630
2020-06-30,25029850540
2020-07-01,25252067360
2020-07-02,25565230060
2020-07-06,25880108720
2020-07-07,25681057360
2020-07-08,25902416199
2020-07-09,26141792620
2020-07-10,25880966699
2020-07-13,25358456880
2020-07-14,25828629920
2020-07-15,25828629920
2020-07-16,25336149400
2020-07-17,25836351740
2020-07-20,26521019780
2020-07-21,26232738500
2020-07-22,26330548220
2020-07-23,25752269699
2020-07-24,25182570980
2020-07-27,25753985660
2020-07-28,25586679560
2020-07-29,26258477900
2020-07-30,26569066660
2020-07-31,26648858800
2020-08-03,27046103540
2020-08-04,26492706439
2020-08-05,26792141460
2020-08-06,27047819500
2020-08-07,26800721260
2020-08-10,26492706439
2020-08-11,25904132160
2020-08-12,26460103199
2020-08-13,27006636460
2020-08-14,26871075620
2020-08-17,27228853280
2020-08-18,27495685060
2020-08-19,27415034939
2020-08-20,28169199360
2020-08-21,27841451000
2020-08-24,27905799500
2020-08-25,28012189020
2020-08-26,28440321040
2020-08-27,28514107319
2020-08-28,28889044580
2020-08-31,29086379980
2020-09-01,29505074220
2020-09-02,30079920819
2020-09-03,28496947720
2020-09-04,27559175580
2020-09-08,26478120780
2020-09-09,27459649900
2020-09-10,27234001160
2020-09-11,26947435840
2020-09-14,27592636800
2020-09-15,28159761580
2020-09-16,27274326220
2020-09-17,26501286240
2020-09-18,26175253840
2020-09-21,26527883620
2020-09-22,27064121120
2020-09-23,25958184900
2020-09-24,26117769180
2020-09-25,26782703680
2020-09-28,27352402400
2020-09-29,27413318980
2020-09-30,28179411450
2020-10-01,28831302000
2020-10-02,27692861700
2020-10-05,27890065050
2020-10-06,27252814050
2020-10-07,28452395999
2020-10-08,28722797100
2020-10-09,29005254300
2020-10-12,29955963900
2020-10-13,30253060650
2020-10-14,30260810999
2020-10-15,30286645500
2020-10-16,30116137800
2020-10-19,28956168750
2020-10-20,28586735400
2020-10-21,28233663900
2020-10-22,28140659699
2020-10-23,28436895300
2020-10-26,27642915000
2020-10-27,27743669550
2020-10-28,26526003449
2020-10-29,26768847750
2020-10-30,26210822550
2020-11-02,26801571450
2020-11-03,27204589650
2020-11-04,28353363750
2020-11-05,28275860250
2020-11-06,29003532000
2020-11-09,28286194050
2020-11-10,27507714450
2020-11-11,28328390400
2020-11-12,27870258600
2020-11-13,28263804150
2020-11-16,27786727050
2020-11-17,27538715850
2020-11-18,27383708850
2020-11-19,27911593800
2020-11-20,27406959900
2020-11-23,26990163300
2020-11-24,27567133800
2020-11-25,27803950050
2020-11-27,28453257150
2020-11-30,29112036900
2020-12-01,29352297750
2020-12-02,28842496950
2020-12-03,29067257100
2020-12-04,29577919050
2020-12-07,29441857350
2020-12-08,29389327199
2020-12-09,28809773250
2020-12-10,28765854600
2020-12-11,28864456275
2020-12-14,29571029850
2020-12-15,29540028449
2020-12-16,29590836300
2020-12-17,29850042450
2020-12-18,30812808150
2020-12-21,30652634250
2020-12-22,31200325650
2020-12-23,31192575300
2020-12-24,31360499550
2020-12-28,31321747800
2020-12-29,31074597750
2020-12-30,31201186800
2020-12-31,31580750400
2021-01-04,31048617360
2021-01-05,31236122640
2021-01-06,30374119199
2021-01-07,31686656160
2021-01-08,32523485280
2021-01-11,32408030640
2021-01-12,32402822160
2021-01-13,32603348640
2021-01-14,32036492400
2021-01-15,31622418239
2021-01-19,32076424080
2021-01-20,32869849199
2021-01-21,32280422880
2021-01-22,32515672560
2021-01-25,31934058960
2021-01-26,31827285120
2021-01-27,30282970800
2021-01-28,31500018960
2021-01-29,30762150960
2021-02-01,31940135520
2021-02-02,32563416960
2021-02-03,32125036560
2021-02-04,32762207280
2021-02-05,32941899840
2021-02-08,33158051760
2021-02-09,33541743120
2021-02-10,33559104719
2021-02-11,34387253040
2021-02-12,35035708800
2021-02-16,34884662880
2021-02-17,34193671199
2021-02-18,33838626480
2021-02-19,34321278960
2021-02-22,33264825600
2021-02-23,32601612480
2021-02-24,33453198960
2021-02-25,29381035680
2021-02-26,29600659920
2021-03-01,30045116880
2021-03-02,29196134640
2021-03-03,27766406880
2021-03-04,26577137280
2021-03-05,26739468239
2021-03-08,25482488400
2021-03-09,26736864000
2021-03-10,26918292719
2021-03-11,28007733120
2021-03-12,27507719040
2021-03-15,28274233680
2021-03-16,28714350239
2021-03-17,28505142960
2021-03-18,27907903920
2021-03-19,28147494000
2021-03-22,29068526880
2021-03-23,28953072239
2021-03-24,28678758960
2021-03-25,28462607040
2021-03-26,29771671680
2021-03-29,29708301840
2021-03-30,28810707120
2021-03-31,29598766080
2021-04-01,30670060800
2021-04-05,31621063680
2021-04-06,31242754560
2021-04-07,30974277119
2021-04-08,31575736320
2021-04-09,31964505600
2021-04-12,31985425920
2021-04-13,32341071360
2021-04-14,31957532160
2021-04-15,32654876160
2021-04-16,32594730240
2021-04-19,31770120960
2021-04-20,31811089920
2021-04-21,31893027840
2021-04-22,31799758080
2021-04-23,32402960640
2021-04-26,32851875840
2021-04-27,32558119680
2021-04-28,32722867199
2021-04-29,32409062400
2021-04-30,31873850880
2021-05-03,31515590400
2021-05-04,30561100800
2021-05-05,30987352320
2021-05-06,28997306880
2021-05-07,28972899840
2021-05-10,28170082560
2021-05-11,27969596160
2021-05-12,27942574080
2021-05-13,27690658560
2021-05-14,28457736960
2021-05-17,28000976640
2021-05-18,27996618240
2021-05-19,28459480320
2021-05-20,29089704960
2021-05-21,28788103680
2021-05-24,29529903360
2021-05-25,29566513920
2021-05-26,29465399039
2021-05-27,29357310720
2021-05-28,29457553920
2021-06-01,29287576320
2021-06-02,29324186880
2021-06-03,28704422400
2021-06-04,29530775039
2021-06-07,28640789760
2021-06-08,28712267520
2021-06-09,28490860800
2021-06-10,29264912640
2021-06-11,29325058560
2021-06-14,29506368000
2021-06-15,29245735680
2021-06-16,28953722880
2021-06-17,29338133760
2021-06-18,28890090240
2021-06-21,29360797440
2021-06-22,29691164160
2021-06-23,29549952000
2021-06-24,29772230400
2021-06-25,29940464640
2021-06-28,30432963840
2021-06-29,30729335039
2021-06-30,30277167340
2021-07-01,30467348360
2021-07-02,30831134990
2021-07-06,31025677960
2021-07-07,30819793919
2021-07-08,30729065360
2021-07-09,30861668640
2021-07-12,30615654660
2021-07-13,30666253280
2021-07-14,30740406430
2021-07-15,30726448190
2021-07-16,30515329810
2021-07-19,29963979330
2021-07-20,30609547930
2021-07-21,30915756820
2021-07-22,31251626970
2021-07-23,31877130599
2021-07-26,31689566750
2021-07-27,31392954150
2021-07-28,31635478570
2021-07-29,31874513430
2021-07-30,32144081940
2021-08-02,32246151570
2021-08-03,32349965980
2021-08-04,32502634230
2021-08-05,32581149330
2021-08-06,32691942860
2021-08-09,32420629570
2021-08-10,31552601520
2021-08-11,31674736120
2021-08-12,31707014550
2021-08-13,31631989009
2021-08-16,31685204800
2021-08-17,31167877530
2021-08-18,30848582790
2021-08-19,31207135080
2021-08-20,31599710580
2021-08-23,32018457780
2021-08-24,32167636470
2021-08-25,31914643370
2021-08-26,31520323090
2021-08-27,31843979780
2021-08-30,31912026200
2021-08-31,31873641040
2021-09-01,32283664340
2021-09-02,32138847599
2021-09-03,32137102820
2021-09-07,32459014730
2021-09-08,32499144669
2021-09-09,32450290830
2021-09-10,32593362790
2021-09-13,31962624820
2021-09-14,32197297730
2021-09-15,32518337250
2021-09-16,32671005500
2021-09-17,31809956570
2021-09-20,31091979599
2021-09-21,30832007380
2021-09-22,31217603759
2021-09-23,31496768560
2021-09-24,31541260450
2021-09-27,31044870540
2021-09-28,29976192790
2021-09-29,29745009440
2021-09-30,29682473700
2021-10-01,30056501640
2021-10-04,29206438140
2021-10-05,29761812960
2021-10-06,30045167460
2021-10-07,30402630060
2021-10-08,30137584620
2021-10-11,30001574460
2021-10-12,29967571920
2021-10-13,30324162660
2021-10-14,31334648399
2021-10-15,31286696100
2021-10-18,31470658560
2021-10-19,31912691579
2021-10-20,31879560899
2021-10-21,32315490899
2021-10-22,32262307440
2021-10-25,32625873060
2021-10-26,32822913420
2021-10-27,32271026040
2021-10-28,32693878140
2021-10-29,33094061880
2021-11-01,32820297840
2021-11-02,33494245620
2021-11-03,33554403960
2021-11-04,35743644420
2021-11-05,35457674340
2021-11-08,35419312500
2021-11-09,35394900420
2021-11-10,34234454760
2021-11-11,33602356260
2021-11-12,34161218520
2021-11-15,34388773980
2021-11-16,34909274400
2021-11-17,34818600960
2021-11-18,34754083320
2021-11-19,35094108720
2021-11-22,34611098280
2021-11-23,34195221060
2021-11-24,34006899300
2021-11-26,33346901280
2021-11-29,34675615920
2021-11-30,34131575280
2021-12-01,33142886040
2021-12-02,34446316740
2021-12-03,33599740680
2021-12-06,34388773980
2021-12-07,35188269600
2021-12-08,35276327460
2021-12-09,34374824220
2021-12-10,34739261700
2021-12-13,35275455600
2021-12-14,34364361900
2021-12-15,35346948120
2021-12-16,34712234040
2021-12-17,34600635960
2021-12-20,33647692980
2021-12-21,34565761560
2021-12-22,34930199040
2021-12-23,35187397740
2021-12-27,35852626920
2021-12-28,35739285120
2021-12-29,35489933160
2021-12-30,35369616480
2021-12-31,34946376640
2022-01-03,34455879780
2022-01-04,34073414200
2022-01-05,32839766680
2022-01-06,32137563360
2022-01-07,31545133760
2022-01-10,31640967960
2022-01-11,32177639479
2022-01-12,32248208299
2022-01-13,30673913760
2022-01-14,30365501880
2022-01-18,29407159880
2022-01-19,29368826200
2022-01-20,29039505040
2022-01-21,28379120280
2022-01-24,29165831940
2022-01-25,28019306420
2022-01-26,27710894540
2022-01-27,26974713640
2022-01-28,28120367940
2022-01-31,29622351220
2022-02-01,29392349140
2022-02-02,29462046740
2022-02-03,28321619760
2022-02-04,28470598380
2022-02-07,28726737060
2022-02-08,28758100979
2022-02-09,29749549340
2022-02-10,29012497220
2022-02-11,27793660440
2022-02-14,27628128640
2022-02-15,28333816840
2022-02-16,28192679200
2022-02-17,27076646380
2022-02-18,26099137540
2022-02-22,26397094780
2022-02-23,25851711060
2022-02-24,27573241780
2022-02-25,28260634360
2022-02-28,28244081180
2022-03-01,27724834060
2022-03-02,28162186500
2022-03-03,27551461280
2022-03-04,27127177140
2022-03-07,26648006140
2022-03-08,26045121900
2022-03-09,27210814260
2022-03-10,26446754320
2022-03-11,25580761640
2022-03-14,25260152680
2022-03-15,25970196979
2022-03-16,27087972240
2022-03-17,26975584860
2022-03-18,27757069200
2022-03-21,27064449299
2022-03-22,27651651580
2022-03-23,26696794460
2022-03-24,27091457120
2022-03-25,26918084340
2022-03-28,27739644799
2022-03-29,28545523299
2022-03-30,27906047820
2022-03-31,27635867649
2022-04-01,27534946490
2022-04-04,28119593210
2022-04-05,27758539060
2022-04-06,27105161550
2022-04-07,27066881110
2022-04-08,26365653050
2022-04-11,25639194700
2022-04-12,25331211160
2022-04-13,25734895800
2022-04-14,24562992330
2022-04-18,24504701660
2022-04-19,25357311460
2022-04-20,25339041250
2022-04-21,24724814190
2022-04-22,24057516520
2022-04-25,24548202160
2022-04-26,23543340610
2022-04-27,23440679430
2022-04-28,24996257310
2022-04-29,23985305690
2022-05-02,24354189930
2022-05-03,24352449910
2022-05-04,25118058710
2022-05-05,23722562670
2022-05-06,22758591589
2022-05-09,21678039170
2022-05-10,21805930640
2022-05-11,20771488750
2022-05-12,20927220540
2022-05-13,22147844570
2022-05-16,21563197850
2022-05-17,22006032940
2022-05-18,21077732270
2022-05-19,21576248000
2022-05-20,21937302150
2022-05-23,22135664430
2022-05-24,21595388220
2022-05-25,21520567360
2022-05-26,22006902950
2022-05-27,23022204620
2022-05-31,22651580360
2022-06-01,22178294920
2022-06-02,23207516750
2022-06-03,22536739040
2022-06-06,22526298920
2022-06-07,22903883260
2022-06-08,22518468830
2022-06-09,21820720810
2022-06-10,21042931870
2022-06-13,20059820570
2022-06-14,19989349760
2022-06-15,20771488750
2022-06-16,19810127700
2022-06-17,20236432600
2022-06-21,20473945330
2022-06-22,20495695580
2022-06-23,21449226540
2022-06-24,22354906950
2022-06-27,21819850800
2022-06-28,20892420140
2022-06-29,21007261460
2022-06-30,20833305270
2022-07-01,20911661970
2022-07-05,21346976970
2022-07-06,21541127460
2022-07-07,21969477420
2022-07-08,21735277950
2022-07-11,21272973420
2022-07-12,20773231800
2022-07-13,20413661610
2022-07-14,20407567200
2022-07-15,20963899770
2022-07-18,20627836590
2022-07-19,21579435180
2022-07-20,22382156040
2022-07-21,22651180710
2022-07-22,22651180710
2022-07-25,22455288960
2022-07-26,22092236250
2022-07-27,23082142560
2022-07-28,24063777885
2022-07-29,24289706370
2022-08-01,24308860230
2022-08-02,24038094300
2022-08-03,24563954820
2022-08-04,25477245690
2022-08-05,24854745240
2022-08-08,24608356949
2022-08-09,24310601490
2022-08-10,25004493600
2022-08-11,24389828820
2022-08-12,24775517910
2022-08-15,24931360680
2022-08-16,24701514360
2022-08-17,24376769370
2022-08-18,24367192440
2022-08-19,23648052060
2022-08-22,22876673880
2022-08-23,22580659680
2022-08-24,22676428980
2022-08-25,23264104230
2022-08-26,22140991530
2022-08-29,21866743080
2022-08-30,21747466770
2022-08-31,21617742900
2022-09-01,21460158870
2022-09-02,21298221690
2022-09-06,21004819380
2022-09-07,21745725510
2022-09-08,22190617440
2022-09-09,22531904400
2022-09-12,22760009460
2022-09-13,21657791880
2022-09-14,21504561000
2022-09-15,21021361350
2022-09-16,20959546620
2022-09-19,21019620090
2022-09-20,20838529050
2022-09-21,20496371460
2022-09-22,20202098520
2022-09-23,19984441020
2022-09-26,20000112360
2022-09-27,19812926910
2022-09-28,20215157970
2022-09-29,19809444390
2022-09-30,19291668900
2022-10-03,19837265490
2022-10-04,20293234570
2022-10-05,20348055280
2022-10-06,20207957910
2022-10-07,18995811100
2022-10-10,18196124870
2022-10-11,17432115610
2022-10-12,17573083150
2022-10-13,17896786390
2022-10-14,17682724570
2022-10-17,18430200600
2022-10-18,18878338150
2022-10-19,18638171230
2022-10-20,18317948670
2022-10-21,18634690550
2022-10-24,18801763190
2022-10-25,19100231500
2022-10-26,18983628720
2022-10-27,18837440160
2022-10-28,19221185130
2022-10-31,19244679720
2022-11-01,19077607080
2022-11-02,18225710650
2022-11-03,18452825020
2022-11-04,18613806470
2022-11-07,19264693630
2022-11-08,19892086200
2022-11-09,19631035200
2022-11-10,21683766230
2022-11-11,22251117070
2022-11-14,21915231450
2022-11-15,22120591570
2022-11-16,22008339640
2022-11-17,21225186640
2022-11-18,21211263920
2022-11-21,20995461760
2022-11-22,21234758510
2022-11-23,21489718320
2022-11-25,21444469480
2022-11-28,21036359750
2022-11-29,20938900710
2022-11-30,22128423100
2022-12-01,22590483370
2022-12-02,22340744580
2022-12-05,21692467930
2022-12-06,21223446300
2022-12-07,21138169640
2022-12-08,21308722960
2022-12-09,21076387570
2022-12-12,21306982620
2022-12-13,22149307180
2022-12-14,22285053700
2022-12-15,21582826510
2022-12-16,21126857430
2022-12-19,20483801800
2022-12-20,20595183560
2022-12-21,21048542130
2022-12-22,20641302570
2022-12-23,20670888350
2022-12-27,20610846620
2022-12-28,20395914630
2022-12-29,21193860520
2022-12-30,21022437030
2023-01-03,20744975200
2023-01-04,21118774200
2023-01-05,20137334500
2023-01-06,20811911300
2023-01-09,21557770700
2023-01-10,21593412000
2023-01-11,21920268800
2023-01-12,21903752100
2023-01-13,22088913000
2023-01-17,21965472400
2023-01-18,21876803800
2023-01-19,21593412000
2023-01-20,22290590600
2023-01-23,22670474700
2023-01-24,22393168000
2023-01-25,22604407899
2023-01-26,23173799400
2023-01-27,23181623100
2023-01-30,22737410800
2023-01-31,23154674800
2023-02-01,23852722700
2023-02-02,24557725000
2023-02-03,23925743900
2023-02-06,23682339900
2023-02-07,24087433699
2023-02-08,23676254800
2023-02-09,23594540600
2023-02-10,23213787200
2023-02-13,23711026800
2023-02-14,23843160399
2023-02-15,24157846999
2023-02-16,23752753200
2023-02-17,23537166800
2023-02-21,23106863300
2023-02-22,23191185399
2023-02-23,25622617500
2023-02-24,25326186199
2023-02-27,25703462400
2023-02-28,26392817300
2023-03-01,26009456000
2023-03-02,26730975000
2023-03-03,26980464100
2023-03-06,26835291000
2023-03-07,26192878300
2023-03-08,26307625900
2023-03-09,26098124600
2023-03-10,25733887899
2023-03-13,26318057500
2023-03-14,26800519000
2023-03-15,26857892800
2023-03-16,27302974400
2023-03-17,27043053699
2023-03-20,27261248000
2023-03-21,27332530600
2023-03-22,26872670900
2023-03-23,27352524499
2023-03-24,27443801000
2023-03-27,27551594200
2023-03-28,27618530300
2023-03-29,27823685100
2023-03-30,28342657200
2023-03-31,28852428800
2023-04-03,28557662399
2023-04-04,28502176960
2023-04-05,28028816800
2023-04-06,27923047680
2023-04-10,27902240639
2023-04-11,27864961360
2023-04-12,27438417040
2023-04-13,27729715600
2023-04-14,27523379120
2023-04-17,27758325280
2023-04-18,27862360480
2023-04-19,28122448480
2023-04-20,28041821200
2023-04-21,28052224720
2023-04-24,28000207120
2023-04-25,27109839200
2023-04-26,26983263040
2023-04-27,27309240000
2023-04-28,27215608320
2023-05-01,27237282320
2023-05-02,26773458720
2023-05-03,26701501040
2023-05-04,26265420160
2023-05-05,26154449280
2023-05-08,25517233680
2023-05-09,25458280399
2023-05-10,25645543760
2023-05-11,25662882960
2023-05-12,25791193040
2023-05-15,25918636160
2023-05-16,25935108399
2023-05-17,26157050160
2023-05-18,26607002399
2023-05-19,26490829760
2023-05-22,26559319600
2023-05-23,25904764800
2023-05-24,25900430000
2023-05-25,26555851760
2023-05-26,27690702399
2023-05-30,28536855360
2023-05-31,28053958639
2023-06-01,28023615040
2023-06-02,28176200000
2023-06-05,28264629920
2023-06-06,28227350639
2023-06-07,27122843600
2023-06-08,27400270800
2023-06-09,28222148879
2023-06-12,28607079120
2023-06-13,28889708080
2023-06-14,28983339760
2023-06-15,29200079760
2023-06-16,28988541520
2023-06-20,28723251760
2023-06-21,28180534800
2023-06-22,28235153280
2023-06-23,27702839840
2023-06-26,27413275200
2023-06-27,28030550720
2023-06-28,28116379760
2023-06-29,28267230800
2023-06-30,28673050590
2023-07-03,28384818150
2023-07-05,28121762640
2023-07-06,27902115630
2023-07-07,27796198890
2023-07-10,28841475570
2023-07-11,28972569240
2023-07-12,29244306450
2023-07-13,30148939590
2023-07-14,29886752250
2023-07-17,30197557110
2023-07-18,30297396660
2023-07-19,30282637770
2023-07-20,29561188500
2023-07-21,29670577920
2023-07-24,29503889279
2023-07-25,29879806890
2023-07-26,29385818160
2023-07-27,29025527610
2023-07-28,29364113910
2023-07-31,29700095700
2023-08-01,29233888410
2023-08-02,28247647290
2023-08-03,26519988990
