,ANSS
2009-09-10,3272687880
2009-09-11,3323009760
2009-09-14,3361854720
2009-09-15,3332721000
2009-09-16,3384808560
2009-09-17,3394519800
2009-09-18,3402465360
2009-09-21,3373331640
2009-09-22,3390988439
2009-09-23,3342432240
2009-09-24,3292993199
2009-09-25,3233842920
2009-09-28,3332721000
2009-09-29,3349494960
2009-09-30,3366452880
2009-10-01,3328668000
2009-10-02,3380847120
2009-10-05,3423130199
2009-10-06,3511294920
2009-10-07,3513993840
2009-10-08,3738903840
2009-10-09,3781186920
2009-10-12,3736204920
2009-10-13,3741602760
2009-10-14,3808176120
2009-10-15,3787484400
2009-10-16,3778488000
2009-10-19,3781186920
2009-10-20,3733506000
2009-10-21,3754197719
2009-10-22,3760495199
2009-10-23,3836064960
2009-10-26,3879247680
2009-10-27,3845961000
2009-10-28,3682226520
2009-10-29,3753298080
2009-10-30,3650739120
2009-11-02,3659735520
2009-11-03,3744301680
2009-11-04,3730807080
2009-11-05,3578767920
2009-11-06,3706516800
2009-11-09,3766792680
2009-11-10,3738903840
2009-11-11,3664233719
2009-11-12,3609355680
2009-11-13,3624649560
2009-11-16,3678627960
2009-11-17,3698420040
2009-11-18,3630047400
2009-11-19,3585065400
2009-11-20,3581466840
2009-11-23,3639943440
2009-11-24,3603957840
2009-11-25,3587764320
2009-11-27,3478008239
2009-11-30,3503198160
2009-12-01,3584165760
2009-12-02,3602158560
2009-12-03,3597660360
2009-12-04,3694821480
2009-12-07,3684925440
2009-12-08,3652538400
2009-12-09,3644441640
2009-12-10,3650739120
2009-12-11,3640843080
2009-12-14,3686724719
2009-12-15,3687624360
2009-12-16,3688524000
2009-12-17,3668731920
2009-12-18,3741602760
2009-12-21,3792882239
2009-12-22,3868452000
2009-12-23,3897240480
2009-12-24,3937724280
2009-12-28,3917932199
2009-12-29,3928727880
2009-12-30,3938623920
2009-12-31,3909835440
2010-01-04,4015992960
2010-01-05,3926028960
2010-01-06,3899939400
2010-01-07,3909835440
2010-01-08,3936824640
2010-01-11,3952118520
2010-01-12,3845061360
2010-01-13,3872050560
2010-01-14,3912534360
2010-01-15,3899039760
2010-01-19,3966512760
2010-01-20,3849559560
2010-01-21,3763643940
2010-01-22,3670531199
2010-01-25,3667832280
2010-01-26,3648939840
2010-01-27,3795581160
2010-01-28,3775789080
2010-01-29,3765893040
2010-02-01,3795581160
2010-02-02,3809975400
2010-02-03,3829767480
2010-02-04,3685825080
2010-02-05,3705617160
2010-02-08,3659735520
2010-02-09,3693022199
2010-02-10,3712814280
2010-02-11,3720011400
2010-02-12,3741602760
2010-02-16,3781186920
2010-02-17,3853158120
2010-02-18,3900839040
2010-02-19,3883745880
2010-02-22,3884645520
2010-02-23,3867552360
2010-02-24,3962014560
2010-02-25,3924229680
2010-02-26,3945821040
2010-03-01,3985405199
2010-03-02,4014193680
2010-03-03,3999799440
2010-03-04,3979107719
2010-03-05,4036684680
2010-03-08,4042082520
2010-03-09,4017792239
2010-03-10,4060075320
2010-03-11,4060974960
2010-03-12,4063673880
2010-03-15,4067272440
2010-03-16,4051078920
2010-03-17,4120351199
2010-03-18,4164433560
2010-03-19,4038483960
2010-03-22,4034885400
2010-03-23,4026788640
2010-03-24,3995301239
2010-03-25,3927828239
2010-03-26,3904437600
2010-03-29,3940423199
2010-03-30,3917032560
2010-03-31,3913165590
2010-04-01,3898214280
2010-04-05,4006044940
2010-04-06,4012387920
2010-04-07,3962550219
2010-04-08,3976142320
2010-04-09,3989734420
2010-04-12,4000608100
2010-04-13,3983391440
2010-04-14,3943521280
2010-04-15,3970705480
2010-04-16,3947145840
2010-04-19,3966174780
2010-04-20,4048633520
2010-04-21,4045915100
2010-04-22,4112969460
2010-04-23,4138341380
2010-04-26,4126561560
2010-04-27,4073099300
2010-04-28,4071287020
2010-04-29,4171868560
2010-04-30,4074005440
2010-05-03,4115687880
2010-05-04,4017824760
2010-05-05,3970252410
2010-05-06,4024167739
2010-05-07,3883716040
2010-05-10,4075817719
2010-05-11,4080348420
2010-05-12,4191803640
2010-05-13,4163713300
2010-05-14,4058601060
2010-05-17,4112969460
2010-05-18,4023261600
2010-05-19,4001514239
2010-05-20,3857437980
2010-05-21,3943521280
2010-05-24,3881903760
2010-05-25,3900932699
2010-05-26,3929929180
2010-05-27,4046821239
2010-05-28,3962550219
2010-06-01,3933553739
2010-06-02,4001514239
2010-06-03,3994265120
2010-06-04,3879185340
2010-06-07,3791289760
2010-06-08,3756856440
2010-06-09,3799445020
2010-06-10,3897308140
2010-06-11,3927210760
2010-06-14,3907275680
2010-06-15,3950770400
2010-06-16,3972517760
2010-06-17,3980673020
2010-06-18,3971611620
2010-06-21,3954394960
2010-06-22,3931741460
2010-06-23,3910900239
2010-06-24,3871030080
2010-06-25,3914524800
2010-06-28,3939896719
2010-06-29,3735109080
2010-06-30,3687001600
2010-07-01,3644288000
2010-07-02,3664281600
2010-07-06,3708812800
2010-07-07,3776063999
2010-07-08,3812416000
2010-07-09,3830592000
2010-07-12,3845132800
2010-07-13,3966912000
2010-07-14,3989632000
2010-07-15,3954188800
2010-07-16,3824230400
2010-07-19,3847859200
2010-07-20,3859673600
2010-07-21,3844223999
2010-07-22,3975091200
2010-07-23,4093235200
2010-07-26,4139583999
2010-07-27,4140492800
2010-07-28,4091417600
2010-07-29,4022348800
2010-07-30,4085056000
2010-08-02,4173209600
2010-08-03,4144128000
2010-08-04,4233190400
2010-08-05,3995084800
2010-08-06,4017804800
2010-08-09,4007808000
2010-08-10,3969638400
2010-08-11,3876032000
2010-08-12,3786969600
2010-08-13,3717900799
2010-08-16,3714265600
2010-08-17,3802419200
2010-08-18,3834227200
2010-08-19,3780608000
2010-08-20,3815142399
2010-08-23,3678822399
2010-08-24,3638835200
2010-08-25,3652467200
2010-08-26,3613388800
2010-08-27,3647923200
2010-08-30,3577945600
2010-08-31,3524326400
2010-09-01,3664281600
2010-09-02,3636108800
2010-09-03,3695180799
2010-09-07,3687910400
2010-09-08,3687001600
2010-09-09,3680640000
2010-09-10,3714265600
2010-09-13,3839225600
2010-09-14,3799692800
2010-09-15,3829683200
2010-09-16,3838771200
2010-09-17,3892390400
2010-09-20,3957823999
2010-09-21,3887846400
2010-09-22,3846950400
2010-09-23,3819686400
2010-09-24,3878758400
2010-09-27,3931468800
2010-09-28,3862400000
2010-09-29,3853312000
2010-09-30,3877155750
2010-10-01,3831272250
2010-10-04,3789059430
2010-10-05,3905603520
2010-10-06,3798236130
2010-10-07,3781718070
2010-10-08,3818424870
2010-10-11,3922121580
2010-10-12,4073537130
2010-10-13,4175398500
2010-10-14,4137774030
2010-10-15,4183657530
2010-10-18,4229541030
2010-10-19,4117585290
2010-10-20,4134103349
2010-10-21,4147868400
2010-10-22,4159798110
2010-10-25,4169892480
2010-10-26,4163468790
2010-10-27,4136856360
2010-10-28,4138691700
2010-10-29,4152456750
2010-11-01,4116667620
2010-11-02,4157962770
2010-11-03,4167139469
2010-11-04,4198340250
2010-11-05,4226788020
2010-11-08,4374532890
2010-11-09,4420416390
2010-11-10,4521360090
2010-11-11,4504842030
2010-11-12,4494747660
2010-11-15,4493829990
2010-11-16,4364438520
2010-11-17,4376368230
2010-11-18,4447946490
2010-11-19,4432346100
2010-11-22,4462629210
2010-11-23,4378203570
2010-11-24,4495665330
2010-11-26,4485570960
2010-11-29,4409404350
2010-11-30,4450699500
2010-12-01,4660845930
2010-12-02,4688376030
2010-12-03,4713153120
2010-12-06,4672775640
2010-12-07,4684705350
2010-12-08,4686540690
2010-12-09,4692046710
2010-12-10,4804920120
2010-12-13,4759954290
2010-12-14,4773719340
2010-12-15,4750777590
2010-12-16,4785649050
2010-12-17,4873745370
2010-12-20,4861815660
2010-12-21,4858144980
2010-12-22,4886592750
2010-12-23,4861815660
2010-12-27,4861815660
2010-12-28,4847132940
2010-12-29,4841626920
2010-12-30,4821438180
2010-12-31,4778307690
2011-01-03,4824191190
2011-01-04,4803084780
2011-01-05,4882004400
2011-01-06,4888428090
2011-01-07,4813179150
2011-01-10,4919628870
2011-01-11,4952664990
2011-01-12,4938899940
2011-01-13,4951747320
2011-01-14,5043514320
2011-01-18,5138034330
2011-01-19,5040761310
2011-01-20,4785649050
2011-01-21,4818685170
2011-01-24,4892098770
2011-01-25,4755365940
2011-01-26,4860897990
2011-01-27,4822355850
2011-01-28,4758118950
2011-01-31,4813179150
2011-02-01,4912287510
2011-02-02,4965512370
2011-02-03,4945323630
2011-02-04,4979277420
2011-02-07,5050855680
2011-02-08,4994877810
2011-02-09,4923299550
2011-02-10,4992124800
2011-02-11,4989371790
2011-02-14,4977442080
2011-02-15,4966430040
2011-02-16,5002219170
2011-02-17,5026078590
2011-02-18,5055444030
2011-02-22,4957253340
2011-02-23,4893016440
2011-02-24,4965512370
2011-02-25,5123351610
2011-02-28,5168317440
2011-03-01,5040761310
2011-03-02,5053608690
2011-03-03,5072879760
2011-03-04,5047185000
2011-03-07,4948994310
2011-03-08,5022407910
2011-03-09,4990289460
2011-03-10,4868239350
2011-03-11,4870992360
2011-03-14,4762707300
2011-03-15,4752612930
2011-03-16,4711317780
2011-03-17,4681952340
2011-03-18,4708564770
2011-03-21,4839791580
2011-03-22,4914122850
2011-03-23,4926970230
2011-03-24,4999466160
2011-03-25,4973771400
2011-03-28,4925134890
2011-03-29,4953582660
2011-03-30,4952664990
2011-03-31,4982228600
2011-04-01,4936258600
2011-04-04,4943613800
2011-04-05,4947291400
2011-04-06,4944533200
2011-04-07,4897643800
2011-04-08,4889369200
2011-04-11,4905918400
2011-04-12,4874658800
2011-04-13,4890288600
2011-04-14,4857190200
2011-04-15,4863626000
2011-04-18,4751459200
2011-04-19,4777202400
2011-04-20,4870981200
2011-04-21,4898563200
2011-04-25,4916031800
2011-04-26,4964760000
2011-04-27,5051183600
2011-04-28,5016246400
2011-04-29,5083362600
2011-05-02,5026359800
2011-05-03,5031876200
2011-05-04,4982228600
2011-05-05,4931661600
2011-05-06,4949130200
2011-05-09,4987745000
2011-05-10,5044747800
2011-05-11,4968437600
2011-05-12,5099911800
2011-05-13,5105428200
2011-05-16,5084282000
2011-05-17,5070491000
2011-05-18,5155075800
2011-05-19,5259887400
2011-05-20,5241499400
2011-05-23,5118299800
2011-05-24,5146801200
2011-05-25,5196448800
2011-05-26,5247015800
2011-05-27,5246096400
2011-05-31,5274597800
2011-06-01,5108186400
2011-06-02,5135768400
2011-06-03,5028198600
2011-06-06,4950049600
2011-06-07,4916951200
2011-06-08,4830527600
2011-06-09,4788235200
2011-06-10,4781799400
2011-06-13,4834205200
2011-06-14,4902240800
2011-06-15,4858109600
2011-06-16,4847076800
2011-06-17,4871900600
2011-06-20,4870981200
2011-06-21,5016246400
2011-06-22,4942694400
2011-06-23,4967518200
2011-06-24,4877417000
2011-06-27,4923387000
2011-06-28,5005213600
2011-06-29,5054861200
2011-06-30,5044783590
2011-07-01,5125064580
2011-07-05,5114914110
2011-07-06,5206268340
2011-07-07,5237642520
2011-07-08,5215496040
2011-07-11,5116759650
2011-07-12,5050320210
2011-07-13,5021714340
2011-07-14,4925746260
2011-07-15,4966348140
2011-07-18,4850079120
2011-07-19,4958965980
2011-07-20,4849156350
2011-07-21,4878684990
2011-07-22,4902677010
2011-07-25,4841774190
2011-07-26,4872225600
2011-07-27,4746728880
2011-07-28,4705204230
2011-07-29,4669216200
2011-08-01,4641533100
2011-08-02,4531723470
2011-08-03,4608313380
2011-08-04,4709818080
2011-08-05,4565865960
2011-08-08,4247510310
2011-08-09,4554792720
2011-08-10,4370238720
2011-08-11,4581553050
2011-08-12,4661834040
2011-08-15,4754111040
2011-08-16,4700590380
2011-08-17,4606467840
2011-08-18,4361011020
2011-08-19,4242896459
2011-08-22,4262274630
2011-08-23,4444983090
2011-08-24,4470820650
2011-08-25,4414531680
2011-08-26,4511422530
2011-08-29,4750419960
2011-08-30,4856538510
2011-08-31,4981112460
2011-09-01,4891603770
2011-09-02,4725505170
2011-09-06,4736578410
2011-09-07,4890681000
2011-09-08,4780871370
2011-09-09,4659065730
2011-09-12,4725505170
2011-09-13,4750419960
2011-09-14,4897140390
2011-09-15,4980189690
2011-09-16,4987571850
2011-09-19,4958043210
2011-09-20,4840851420
2011-09-21,4710740850
2011-09-22,4550178870
2011-09-23,4597240140
2011-09-26,4690439910
2011-09-27,4815936630
2011-09-28,4664602350
2011-09-29,4701513150
2011-09-30,4551745680
2011-10-03,4317846840
2011-10-04,4418089200
2011-10-05,4515547050
2011-10-06,4513690710
2011-10-07,4453359660
2011-10-10,4561027380
2011-10-11,4620430260
2011-10-12,4689114840
2011-10-13,4721600790
2011-10-14,4817202300
2011-10-17,4692827520
2011-10-18,4786572690
2011-10-19,4688186670
2011-10-20,4701181050
2011-10-21,4729954320
2011-10-24,4803279750
2011-10-25,4764296610
2011-10-26,4793998050
2011-10-27,5110504020
2011-10-28,5098437810
2011-10-31,5045532120
2011-11-01,4913731980
2011-11-02,5040891270
2011-11-03,5380601490
2011-11-04,5377816980
2011-11-07,5557881960
2011-11-08,5531893200
2011-11-09,5284071810
2011-11-10,5355540900
2011-11-11,5459495940
2011-11-14,5445573390
2011-11-15,5490125550
2011-11-16,5470633980
2011-11-17,5406590250
2011-11-18,5449286070
2011-11-21,5440004370
2011-11-22,5369463450
2011-11-23,5276646450
2011-11-25,5284071810
2011-11-28,5416800120
2011-11-29,5465993130
2011-11-30,5751869490
2011-12-01,5704532820
2011-12-02,5599649610
2011-12-05,5699891970
2011-12-06,5706389160
2011-12-07,5688753930
2011-12-08,5588511570
2011-12-09,5752797660
2011-12-12,5616356670
2011-12-13,5513329800
2011-12-14,5395452210
2011-12-15,5466921300
2011-12-16,5523539670
2011-12-19,5384314170
2011-12-20,5525396010
2011-12-21,5326767630
2011-12-22,5322126780
2011-12-23,5378745150
2011-12-27,5369463450
2011-12-28,5254370370
2011-12-29,5312845080
2011-12-30,5316557760
2012-01-03,5326767630
2012-01-04,5234878800
2012-01-05,5318414100
2012-01-06,5284999980
2012-01-09,5260867560
2012-01-10,5265508410
2012-01-11,5274790110
2012-01-12,5331408480
2012-01-13,5323054950
2012-01-17,5311916910
2012-01-18,5465064960
2012-01-19,5620997520
2012-01-20,5644201770
2012-01-23,5621925690
2012-01-24,5693394780
2012-01-25,5685969420
2012-01-26,5709173670
2012-01-27,5704532820
2012-01-30,5611715820
2012-01-31,5614500330
2012-02-01,5847471000
2012-02-02,5836332960
2012-02-03,5917083750
2012-02-06,5892023160
2012-02-07,5918011920
2012-02-08,5904089370
2012-02-09,5965348590
2012-02-10,5907802050
2012-02-13,5958851400
2012-02-14,5969061270
2012-02-15,5944928850
2012-02-16,6042386699
2012-02-17,6022895130
2012-02-21,6032176830
2012-02-22,6126850170
2012-02-23,5854896360
2012-02-24,5924509110
2012-02-27,5909658390
2012-02-28,5938431660
2012-02-29,5864178060
2012-03-01,5905017540
2012-03-02,5900376690
2012-03-05,5873459760
2012-03-06,5719383540
2012-03-07,5786211780
2012-03-08,5816841390
2012-03-09,5886454140
2012-03-12,5866962570
2012-03-13,6011757090
2012-03-14,6005259900
2012-03-15,6081369840
2012-03-16,6084154350
2012-03-19,6071159970
2012-03-20,6001547220
2012-03-21,6046099380
2012-03-22,6017326110
2012-03-23,6017326110
2012-03-26,6128706510
2012-03-27,6137988210
2012-03-28,6060950100
2012-03-29,6052596569
2012-03-30,6034961340
2012-04-02,6090159500
2012-04-03,6137398760
2012-04-04,5966040660
2012-04-05,5953999280
2012-04-09,5888234820
2012-04-10,5765042240
2012-04-11,5825249140
2012-04-12,5885456040
2012-04-13,5952146760
2012-04-16,5941957900
2012-04-17,6028100080
2012-04-18,6120726080
2012-04-19,6122578599
2012-04-20,6124431120
2012-04-23,6020690000
2012-04-24,5925285220
2012-04-25,6078118120
2012-04-26,6205942000
2012-04-27,6236508580
2012-04-30,6212425819
2012-05-01,6293936700
2012-05-02,6348586040
2012-05-03,5762819216
2012-05-04,5780788660
2012-05-07,5734475660
2012-05-08,5665006160
2012-05-09,5697425260
2012-05-10,5643702180
2012-05-11,5723360540
2012-05-14,5789125000
2012-05-15,5713171680
2012-05-16,5772452320
2012-05-17,5660374860
2012-05-18,5539034800
2012-05-21,5650186000
2012-05-22,5719655500
2012-05-23,5753927120
2012-05-24,5714097940
2012-05-25,5751148340
2012-05-29,5840995560
2012-05-30,5710392900
2012-05-31,5731233750
2012-06-01,5551076180
2012-06-04,5724286800
2012-06-05,5829880440
2012-06-06,6029952599
2012-06-07,5969745700
2012-06-08,5982713340
2012-06-11,5838216780
2012-06-12,5889161080
2012-06-13,5830806700
2012-06-14,5791903780
2012-06-15,5945662940
2012-06-18,6067929260
2012-06-19,6121652340
2012-06-20,6056814140
2012-06-21,5840995560
2012-06-22,5891939860
2012-06-25,5758558420
2012-06-26,5786346220
2012-06-27,5800240120
2012-06-28,5647407220
2012-06-29,5845626860
2012-07-02,5839940160
2012-07-03,5937010560
2012-07-05,5960122560
2012-07-06,5576463360
2012-07-09,5382322560
2012-07-10,5299119360
2012-07-11,5197426560
2012-07-12,5234405760
2012-07-13,5291723520
2012-07-16,5224236480
2012-07-17,5194653120
2012-07-18,5249197440
2012-07-19,5375851200
2012-07-20,5308364160
2012-07-23,5292648000
2012-07-24,5297270400
2012-07-25,5336098560
2012-07-26,5479392960
2012-07-27,5579236800
2012-07-30,5598650880
2012-07-31,5543182080
2012-08-01,5539484160
2012-08-02,6153338880
2012-08-03,6259654079
2012-08-06,6243937920
2012-08-07,6214354560
2012-08-08,6141320640
2012-08-09,6182922240
2012-08-10,6175526400
2012-08-13,6108963840
2012-08-14,6075682560
2012-08-15,6073833600
2012-08-16,6134849280
2012-08-17,6116359680
2012-08-20,6090474240
2012-08-21,6213430079
2012-08-22,6241164480
2012-08-23,6290161920
2012-08-24,6241164480
2012-08-27,6281841600
2012-08-28,6424211520
2012-08-29,6444550079
2012-08-30,6421438079
2012-08-31,6443625600
2012-09-04,6542544960
2012-09-05,6564732480
2012-09-06,6698782079
2012-09-07,6646086720
2012-09-10,6708951359
2012-09-11,6650709120
2012-09-12,6690461760
2012-09-13,6692310720
2012-09-14,6751477440
2012-09-17,6782909760
2012-09-18,6775513920
2012-09-19,6783834240
2012-09-20,6826360320
2012-09-21,6781060799
2012-09-24,6783834240
2012-09-25,6687688320
2012-09-26,6643313280
2012-09-27,6737610240
2012-09-28,6785683200
2012-10-01,6676243699
2012-10-02,6676243699
2012-10-03,6669761910
2012-10-04,6698466980
2012-10-05,6661428180
2012-10-08,6577164910
2012-10-09,6446603140
2012-10-10,6405860460
2012-10-11,6401230610
2012-10-12,6440121350
2012-10-15,6510495070
2012-10-16,6604944010
2012-10-17,6618833560
2012-10-18,6551237750
2012-10-19,6375303449
2012-10-22,6333634800
2012-10-23,6395674789
2012-10-24,6422527920
2012-10-25,6392896880
2012-10-26,6388267030
2012-10-31,6504939250
2012-11-01,6249371530
2012-11-02,6271594810
2012-11-05,6354006140
2012-11-06,6463270600
2012-11-07,6316967340
2012-11-08,6248445560
2012-11-09,6255853320
2012-11-12,6261409140
2012-11-13,6314189430
2012-11-14,6244741680
2012-11-15,6227148250
2012-11-16,6230852130
2012-11-19,6277150630
2012-11-20,6230852130
2012-11-21,6199369150
2012-11-23,6224370340
2012-11-26,6193813330
2012-11-27,6094734539
2012-11-28,6084548869
2012-11-29,6135477220
2012-11-30,6141959010
2012-12-03,6103068270
2012-12-04,6109550060
2012-12-05,6113253940
2012-12-06,6135477220
2012-12-07,6138255130
2012-12-10,6148440800
2012-12-11,6292892119
2012-12-12,6291040180
2012-12-13,6177145869
2012-12-14,6215110640
2012-12-17,6295670030
2012-12-18,6414194190
2012-12-19,6350302260
2012-12-20,6376229420
2012-12-21,6360487930
2012-12-24,6383637180
2012-12-26,6275298690
2012-12-27,6261409140
2012-12-28,6203999000
2012-12-31,6256424720
2013-01-02,6508205400
2013-01-03,6482191160
2013-01-04,6550014000
2013-01-07,6549084920
2013-01-08,6603900640
2013-01-09,6701454040
2013-01-10,6713532080
2013-01-11,6766489640
2013-01-14,6778567679
2013-01-15,6787858480
2013-01-16,6748837120
2013-01-17,6834312480
2013-01-18,6789716640
2013-01-22,6755340679
2013-01-23,6746978960
2013-01-24,6758127920
2013-01-25,6830596160
2013-01-28,6869617520
2013-01-29,6886340960
2013-01-30,6850106840
2013-01-31,6838028799
2013-02-01,6914213360
2013-02-04,6874262920
2013-02-05,6933724040
2013-02-06,6900277160
2013-02-07,6930007720
2013-02-08,6939298520
2013-02-11,6941156679
2013-02-12,7036851920
2013-02-13,7050788120
2013-02-14,7015483080
2013-02-15,7025702960
2013-02-19,7087022240
2013-02-20,7069369720
2013-02-21,7032206520
2013-02-22,7096313040
2013-02-25,7011766760
2013-02-26,6924433240
2013-02-27,6982965280
2013-02-28,7042426400
2013-03-01,7124185440
2013-03-04,7175284840
2013-03-05,7290490760
2013-03-06,7323008559
2013-03-07,7337873840
2013-03-08,7408483920
2013-03-11,7441001720
2013-03-12,7386186000
2013-03-13,7428923679
2013-03-14,7484668480
2013-03-15,7443788960
2013-03-18,7439143559
2013-03-19,7359242679
2013-03-20,7396405880
2013-03-21,7370391640
2013-03-22,7379682440
2013-03-25,7335086600
2013-03-26,7362029920
2013-03-27,7422420120
2013-03-28,7564569360
2013-04-01,7382370000
2013-04-02,7371226800
2013-04-03,7226365199
2013-04-04,7180863800
2013-04-05,7101932800
2013-04-08,7108433000
2013-04-09,7104718600
2013-04-10,7363798000
2013-04-11,7242151400
2013-04-12,7271866600
2013-04-15,7102861400
2013-04-16,7245865800
2013-04-17,7142791200
2013-04-18,6971000199
2013-04-19,6953356800
2013-04-22,6966357200
2013-04-23,7125147800
2013-04-24,7204078800
2013-04-25,7270938000
2013-04-26,7244008600
2013-04-29,7323868200
2013-04-30,7508659600
2013-05-01,7424157000
2013-05-02,6865139800
2013-05-03,6926427400
2013-05-06,6905998200
2013-05-07,6947785199
2013-05-08,7007215599
2013-05-09,6973785999
2013-05-10,7047145400
2013-05-13,6979357600
2013-05-14,7090789600
2013-05-15,7049002600
2013-05-16,7063860199
2013-05-17,7098218400
2013-05-20,7032287800
2013-05-21,6997000999
2013-05-22,6739778800
2013-05-23,6819638400
2013-05-24,6857710999
2013-05-28,6952428200
2013-05-29,6922713000
2013-05-30,6970071600
2013-05-31,6918070000
2013-06-03,6835424600
2013-06-04,6770422600
2013-06-05,6732350000
2013-06-06,6900426600
2013-06-07,6911569800
2013-06-10,6859568200
2013-06-11,6764850999
2013-06-12,6717492400
2013-06-13,6867925599
2013-06-14,6827995800
2013-06-17,7043430999
2013-06-18,7104718600
2013-06-19,6980286200
2013-06-20,6768565400
2013-06-21,6709135000
2013-06-24,6608846200
2013-06-25,6656204800
2013-06-26,6698920400
2013-06-27,6875354400
2013-06-28,6788065999
2013-07-01,6817495470
2013-07-02,6714774960
2013-07-03,6751791359
2013-07-05,6894304500
2013-07-08,6935947950
2013-07-09,7030339770
2013-07-10,7092342240
2013-07-11,7250587349
2013-07-12,7297783260
2013-07-15,7322769330
2013-07-16,7314440640
2013-07-17,7320918510
2013-07-18,7323694740
2013-07-19,7319993099
2013-07-22,7361636550
2013-07-23,7364412780
2013-07-24,7400503770
2013-07-25,7331098020
2013-07-26,7230228330
2013-07-29,7205242260
2013-07-30,7199689800
2013-07-31,7388473440
2013-08-01,8229671130
2013-08-02,8272239990
2013-08-05,8287046550
2013-08-06,8106591599
2013-08-07,8053843230
2013-08-08,8142682590
2013-08-09,8166743250
2013-08-12,8175997349
2013-08-13,8195430960
2013-08-14,8175997349
2013-08-15,8007572730
2013-08-16,7976108790
2013-08-19,7908553859
2013-08-20,7923360420
2013-08-21,7870612050
2013-08-22,7987213710
2013-08-23,7963153050
2013-08-26,7985362890
2013-08-27,7743830880
2013-08-28,7793803020
2013-08-29,7808609580
2013-08-30,7771593180
2013-09-03,7704963660
2013-09-04,7793340315
2013-09-05,7875239099
2013-09-06,7869686640
2013-09-09,7949642064
2013-09-10,8122323570
2013-09-11,8154712920
2013-09-12,8172295710
2013-09-13,8106591599
2013-09-16,8146384230
2013-09-17,8128801440
2013-09-18,8083456349
2013-09-19,8018677650
2013-09-20,7964078460
2013-09-23,7952973540
2013-09-24,7958526000
2013-09-25,8023304700
2013-09-26,8117696520
2013-09-27,8003871090
2013-09-30,8001629160
2013-10-01,8116308080
2013-10-02,8059893450
2013-10-03,7882326090
2013-10-04,7947989020
2013-10-07,7828685950
2013-10-08,7732503630
2013-10-09,7726029820
2013-10-10,7919319290
2013-10-11,7968335280
2013-10-14,7945214530
2013-10-15,7806490030
2013-10-16,7894348880
2013-10-17,7821287309
2013-10-18,7988681540
2013-10-21,8108909440
2013-10-22,8098736309
2013-10-23,8009027799
2013-10-24,8045096170
2013-10-25,8083939030
2013-10-28,8120007400
2013-10-29,8130180530
2013-10-30,8105210120
2013-10-31,8087638350
2013-11-01,8084863860
2013-11-04,8168098559
2013-11-05,8091337670
2013-11-06,8233761490
2013-11-07,7785218940
2013-11-08,7805565200
2013-11-11,7763947850
2013-11-12,7761173360
2013-11-13,7822212140
2013-11-14,7781519620
2013-11-15,7813888670
2013-11-18,7817587990
2013-11-19,7730653970
2013-11-20,7715856690
2013-11-21,7865679150
2013-11-22,7937815890
2013-11-25,7911920650
2013-11-26,7958162150
2013-11-27,8006253309
2013-11-29,7923018610
2013-12-02,7947064190
2013-12-03,7914695140
2013-12-04,7949838679
2013-12-05,7880476429
2013-12-06,7971109770
2013-12-09,7947064190
2013-12-10,7984057390
2013-12-11,7751000230
2013-12-12,7689036620
2013-12-13,7782444450
2013-12-16,7908221330
2013-12-17,7829610780
2013-12-18,8001629160
2013-12-19,7938740720
2013-12-20,8076540390
2013-12-23,8090412840
2013-12-24,8072841070
2013-12-26,8043246510
2013-12-27,7981282900
2013-12-30,8010877460
2013-12-31,8064517600
2014-01-02,7954462830
2014-01-03,7916544799
2014-01-06,7862904660
2014-01-07,7914695140
2014-01-08,7886950240
2014-01-09,7815738330
2014-01-10,7839783910
2014-01-13,7713082200
2014-01-14,7833310100
2014-01-15,7886950240
2014-01-16,7898048200
2014-01-17,7827761120
2014-01-21,7814813500
2014-01-22,7797241730
2014-01-23,7706608390
2014-01-24,7374594420
2014-01-27,7209974679
2014-01-28,7336676390
2014-01-29,7255291350
2014-01-30,7285810740
2014-01-31,7262689990
2014-02-03,7141537260
2014-02-04,7149860730
2014-02-05,7182229780
2014-02-06,7363496460
2014-02-07,7491123000
2014-02-10,7437482860
2014-02-11,7474476059
2014-02-12,7485574020
2014-02-13,7589154980
2014-02-14,7578057020
2014-02-18,7682562809
2014-02-19,7626148179
2014-02-20,7686262130
2014-02-21,7617824710
2014-02-24,7775045809
2014-02-25,7740827100
2014-02-26,7812039010
2014-02-27,7694585600
2014-02-28,7724180160
2014-03-03,7619674370
2014-03-04,7734353290
2014-03-05,7713082200
2014-03-06,7711232540
2014-03-07,7703833900
2014-03-10,7675164170
2014-03-11,7570658380
2014-03-12,7508694770
2014-03-13,7241418900
2014-03-14,7014835549
2014-03-17,7000038270
2014-03-18,7012985890
2014-03-19,6811372950
2014-03-20,6833568870
2014-03-21,6793801179
2014-03-24,6836343360
2014-03-25,6874261390
2014-03-26,6843742000
2014-03-27,7000038270
2014-03-28,7040730790
2014-03-31,7110024280
2014-04-01,7176490360
2014-04-02,7169105240
2014-04-03,7149719300
2014-04-04,6981707820
2014-04-07,6869084740
2014-04-08,6888470680
2014-04-09,7026018540
2014-04-10,6925396280
2014-04-11,6803541800
2014-04-14,6816465760
2014-04-15,6825697160
2014-04-16,6930011979
2014-04-17,6998324340
2014-04-21,6897702080
2014-04-22,6901394640
2014-04-23,6979861540
2014-04-24,7076791240
2014-04-25,7074944960
2014-04-28,7062021000
2014-04-29,7038019360
