,NXPI
2024-06-28,69039614030
2024-07-01,68162154890
2024-07-02,69796486680
2024-07-03,69860628430
2024-07-05,70181337180
2024-07-08,71125503740
2024-07-09,70532833970
2024-07-10,72446823790
2024-07-11,70448166860
2024-07-12,71887507730
2024-07-15,72549450590
2024-07-16,74604552260
2024-07-17,70886896430
2024-07-18,71651466090
2024-07-19,68797670620
2024-07-22,72507211180
2024-07-23,67011879400
2024-07-24,64993603200
2024-07-25,63233359780
2024-07-26,64794330360
2024-07-29,65353827180
2024-07-30,64298703040
2024-07-31,67231590480
2024-08-01,62239550360
2024-08-02,60739894500
2024-08-05,60142075980
2024-08-06,60486971280
2024-08-07,58578550620
2024-08-08,62653424720
2024-08-09,61830785560
