,TSLA
2024-05-10,536745420000
2024-05-13,547641539999
2024-05-14,565674300000
2024-05-15,554332140000
2024-05-16,557040240000
2024-05-17,565387560000
2024-05-20,557390700000
2024-05-21,594507600000
2024-05-22,573830460000
2024-05-23,553535640000
2024-05-24,571058640000
2024-05-28,563125500000
2024-05-29,561341340000
2024-05-30,569624940000
2024-05-31,567362880000
2024-06-03,561659940000
2024-06-04,556817220000
2024-06-05,557550000000
2024-06-06,566916840000
2024-06-07,565451280000
2024-06-10,553694940000
2024-06-11,543722760000
2024-06-12,564845940000
2024-06-13,581349420000
2024-06-14,567139860000
2024-06-17,597183840000
2024-06-18,588963960000
2024-06-20,578482020000
2024-06-21,583069860000
2024-06-24,581699880000
2024-06-25,596897100000
2024-06-26,625634820000
2024-06-27,628980120000
2024-06-28,630445680000
2024-07-01,668613960000
2024-07-02,736794360000
2024-07-03,784998540000
2024-07-05,801342720000
2024-07-08,805866840000
2024-07-09,835783380000
2024-07-10,838746360000
2024-07-11,767921580000
2024-07-12,790860780000
2024-07-15,804911040000
2024-07-16,817400160000
2024-07-17,791721000000
2024-07-18,794046780000
2024-07-19,762091200000
2024-07-22,802568410000
2024-07-23,786198580000
2024-07-24,689224090000
2024-07-25,702817750000
2024-07-26,701381800000
2024-07-29,740631100000
2024-07-30,710380420000
2024-07-31,740535370000
2024-08-01,692000260000
2024-08-02,662674970000
2024-08-05,634626080000
2024-08-06,640242240000
2024-08-07,611906160000
2024-08-08,634498440000
2024-08-09,638200000000
