,TTWO
2019-01-17,11866137180
2019-01-18,12191591640
2019-01-22,12086860620
2019-01-23,11240003340
2019-01-24,11429194860
2019-01-25,11678071800
2019-01-28,11530547460
2019-01-29,11352617340
2019-01-30,11554196400
2019-01-31,11886407700
2019-02-01,11818839300
2019-02-04,11970868200
2019-02-05,12082356060
2019-02-06,10420173420
2019-02-07,10854863460
2019-02-08,10939323960
2019-02-11,10522652160
2019-02-12,10050799500
2019-02-13,10376253960
2019-02-14,10504633920
2019-02-15,10506886200
2019-02-19,10503507780
2019-02-20,9985483380
2019-02-21,9863860260
2019-02-22,9805300980
2019-02-25,9830076060
2019-02-26,9835706760
2019-02-27,9530522820
2019-02-28,9826697640
2019-03-01,9946068480
2019-03-04,9846968160
2019-03-05,9839085180
2019-03-06,9819940800
2019-03-07,9956203740
2019-03-08,9801922560
2019-03-11,10112737200
2019-03-12,10118367900
2019-03-13,10814322420
2019-03-14,10408912020
2019-03-15,10535039700
2019-03-18,10566571620
2019-03-19,10787295060
2019-03-20,10817700840
2019-03-21,11161173540
2019-03-22,10813196280
2019-03-25,10814322420
2019-03-26,10852611180
2019-03-27,10640896860
2019-03-28,10866124860
2019-03-29,10627383180
2019-04-01,10776703490
2019-04-02,10998566860
2019-04-03,11026722110
2019-04-04,10552587700
2019-04-05,10646063130
2019-04-08,10619034090
2019-04-09,10505286880
2019-04-10,10736159930
2019-04-11,10729402670
2019-04-12,10598762310
2019-04-15,10434335650
2019-04-16,10241753740
2019-04-17,10106608540
2019-04-18,10219229540
2019-04-22,10352122320
2019-04-23,10506413090
2019-04-24,10541325600
2019-04-25,10462490900
2019-04-26,10839771250
2019-04-29,10941130150
2019-04-30,10905091430
2019-05-01,11155110050
2019-05-02,11226061280
2019-05-03,11444546020
2019-05-06,11447924650
2019-05-07,11248585480
2019-05-08,11465944010
2019-05-09,11500856520
2019-05-10,11642758980
2019-05-13,11263226210
2019-05-14,11661904550
2019-05-15,12104505080
2019-05-16,12112388550
2019-05-17,12012155860
2019-05-20,11597710580
2019-05-21,11684428750
2019-05-22,11738486830
2019-05-23,11755379980
2019-05-24,11827457420
2019-05-28,11998641340
2019-05-29,12050447000
2019-05-30,12049320790
2019-05-31,12179961150
2019-06-03,11932194950
2019-06-04,12274562790
2019-06-05,12562872550
2019-06-06,12463766070
2019-06-07,12574134650
2019-06-10,12588775380
2019-06-11,12420970090
2019-06-12,12243028910
2019-06-13,12469397120
2019-06-14,12428853560
2019-06-17,12420970090
2019-06-18,12503183420
2019-06-19,12503183420
2019-06-20,12561746340
2019-06-21,12685629440
2019-06-24,12819648430
2019-06-25,12704775010
2019-06-26,12562872550
2019-06-27,12770095190
2019-06-28,12785862130
2019-07-01,13117047320
2019-07-02,13224508470
2019-07-03,13355724190
2019-07-05,13260705910
2019-07-08,12980175750
2019-07-09,13018635530
2019-07-10,13252787720
2019-07-11,13181524010
2019-07-12,13173605820
2019-07-15,13238082510
2019-07-16,13285591650
2019-07-17,13302559200
2019-07-18,13313870900
2019-07-19,13128359020
2019-07-22,13196229220
2019-07-23,13360248870
2019-07-24,13449611300
2019-07-25,13489202250
2019-07-26,13775388260
2019-07-29,13980130030
2019-07-30,13936014400
2019-07-31,13859094840
2019-08-01,13811585700
2019-08-02,13765207730
2019-08-05,13051439460
2019-08-06,14089853520
2019-08-07,14637339800
2019-08-08,14862442629
2019-08-09,14577387790
2019-08-12,14435991540
2019-08-13,14425811010
2019-08-14,14277627740
2019-08-15,14270840720
2019-08-16,14388482400
2019-08-19,14689373620
2019-08-20,14866967310
2019-08-21,15181432570
2019-08-22,14975559629
2019-08-23,14570600770
2019-08-26,14760637330
2019-08-27,14800228280
2019-08-28,14843212740
2019-08-29,14976690800
2019-08-30,14928050490
2019-09-03,14892984220
2019-09-04,15015150580
2019-09-05,14857917950
2019-09-06,14791178919
2019-09-09,14950673889
2019-09-10,14524222800
2019-09-11,13870406540
2019-09-12,14279890080
2019-09-13,14150936700
2019-09-16,14550239710
2019-09-17,14808146470
2019-09-18,14678061919
2019-09-19,14771949030
2019-09-20,14768555520
2019-09-23,14222200410
2019-09-24,14148674360
2019-09-25,14393007080
2019-09-26,14339842090
2019-09-27,14023114490
2019-09-30,14194880340
2019-10-01,13919680410
2019-10-02,13551614660
2019-10-03,13646745500
2019-10-04,13967245830
2019-10-07,13928740490
2019-10-08,13527831950
2019-10-09,13801899370
2019-10-10,13861922400
2019-10-11,13864187420
2019-10-14,13721491160
2019-10-15,14036328940
2019-10-16,13720358650
2019-10-17,13900427740
2019-10-18,13899295230
2019-10-21,13941198100
2019-10-22,13815489490
2019-10-23,13893632680
2019-10-24,14081629340
2019-10-25,14193747830
2019-10-28,13904957780
2019-10-29,13713563590
2019-10-30,13944595630
2019-10-31,13629757850
2019-11-01,13239041900
2019-11-04,13273017200
2019-11-05,13278679750
2019-11-06,13214126680
2019-11-07,13240174410
2019-11-08,13245836960
2019-11-11,13550482150
2019-11-12,13475736490
2019-11-13,13620697770
2019-11-14,13850597300
2019-11-15,14022738820
2019-11-18,13946860650
2019-11-19,14003486150
2019-11-20,13975173400
2019-11-21,13877777540
2019-11-22,13531229480
2019-11-25,13517639360
2019-11-26,13639950440
2019-11-27,13769056580
2019-11-29,13743008850
2019-12-02,13672793230
2019-12-03,13942330610
2019-12-04,13812091960
2019-12-05,14039726470
2019-12-06,14012546230
2019-12-09,13596915060
2019-12-10,13849464790
2019-12-11,13861922400
2019-12-12,14186952770
2019-12-13,13796236820
2019-12-16,13897030210
2019-12-17,13881175070
2019-12-18,13868717460
2019-12-19,13796236820
2019-12-20,13998956110
2019-12-23,13830212120
2019-12-24,14035196430
2019-12-26,14041991490
2019-12-27,14096351970
2019-12-30,13856259850
2019-12-31,13882827420
2020-01-02,13843139520
2020-01-03,13857880740
2020-01-06,14139097860
2020-01-07,14232080940
2020-01-08,14494021080
2020-01-09,14516699880
2020-01-10,14373823440
2020-01-13,14565459299
2020-01-14,14393100420
2020-01-15,14356814340
2020-01-16,14473610160
2020-01-17,14742353939
2020-01-21,14785443659
2020-01-22,14753693340
2020-01-23,14635763580
2020-01-24,14206000320
2020-01-27,13955399580
2020-01-28,14284242180
2020-01-29,14277438540
2020-01-30,14449797420
2020-01-31,14133428160
2020-02-03,14100543900
2020-02-04,14393100420
2020-02-05,13693459440
2020-02-06,14484949560
2020-02-07,12768164400
2020-02-10,12586734000
2020-02-11,12744351660
2020-02-12,12929183880
2020-02-13,12723940740
2020-02-14,12862281420
2020-02-18,12862281420
2020-02-19,12874754760
2020-02-20,13055051220
2020-02-21,13157105820
2020-02-24,12815789880
2020-02-25,12583332180
2020-02-26,12413241180
2020-02-27,12228408960
2020-02-28,12187587120
2020-03-02,12706931640
2020-03-03,12611680680
2020-03-04,13541511480
2020-03-05,13297714380
2020-03-06,13345339860
2020-03-09,12913308720
2020-03-10,13465537500
2020-03-11,13499555700
2020-03-12,12287373840
2020-03-13,13224008280
2020-03-16,12247685940
2020-03-17,13206999180
2020-03-18,12090068280
2020-03-19,12060585840
2020-03-20,11356409100
2020-03-23,12452929080
2020-03-24,12725074680
2020-03-25,12441589680
2020-03-26,13068658500
2020-03-27,12666109800
2020-03-30,13438322940
2020-03-31,13505171820
2020-04-01,13245566460
2020-04-02,13607647620
2020-04-03,13491508380
2020-04-06,13810321980
2020-04-07,13670271720
2020-04-08,13560964200
2020-04-09,13595122800
2020-04-13,13663440000
2020-04-14,13979976360
2020-04-15,14061957000
2020-04-16,14439978840
2020-04-17,14168987280
2020-04-20,14272601700
2020-04-21,14315869260
2020-04-22,14510573280
2020-04-23,14181512100
2020-04-24,14560672560
2020-04-27,14338641660
2020-04-28,13721509620
2020-04-29,13797797160
2020-04-30,13782995100
2020-05-01,13965174300
2020-05-04,14222502420
2020-05-05,14264631360
2020-05-06,14543593260
2020-05-07,14663148360
2020-05-08,14784980700
2020-05-11,15096962580
2020-05-12,14986516440
2020-05-13,14959189560
2020-05-14,14976268860
2020-05-15,15091269480
2020-05-18,15431716860
2020-05-19,16195730880
2020-05-20,16719496080
2020-05-21,15734589780
2020-05-22,15998749619
2020-05-26,14824832399
2020-05-27,15316716240
2020-05-28,15265478340
2020-05-29,15504588539
2020-06-01,15510281640
2020-06-02,15325825200
2020-06-03,14722356600
2020-06-04,14527652580
2020-06-05,14677950420
2020-06-08,15348597600
2020-06-09,15304191420
2020-06-10,15634391220
2020-06-11,15362261039
2020-06-12,15257508000
2020-06-15,15616173300
2020-06-16,15447657539
2020-06-17,15817709039
2020-06-18,16083007500
2020-06-19,16237859820
2020-06-22,16070482679
2020-06-23,16324394940
2020-06-24,15925877940
2020-06-25,15986224800
2020-06-26,16075037160
2020-06-29,15689044980
2020-06-30,15972949080
2020-07-01,16492524840
2020-07-02,16525713600
2020-07-06,16672201920
2020-07-07,16854167880
2020-07-08,16917112080
2020-07-09,17253577440
2020-07-10,17614076040
2020-07-13,16802668080
2020-07-14,17286766200
2020-07-15,17313088320
2020-07-16,17202077640
2020-07-17,17232977520
2020-07-20,17704486800
2020-07-21,17516798640
2020-07-22,17630098200
2020-07-23,17335977120
2020-07-24,17855552880
2020-07-27,18224062560
2020-07-28,17900186040
2020-07-29,18061552080
2020-07-30,18260684640
2020-07-31,18771104880
2020-08-03,19190542140
2020-08-04,20316098880
2020-08-05,20144432880
2020-08-06,20295498960
2020-08-07,20023122240
2020-08-10,19996800120
2020-08-11,19124736840
2020-08-12,19239180840
2020-08-13,19601968320
2020-08-14,19845734040
2020-08-17,20051733240
2020-08-18,20254299120
2020-08-19,19756467720
2020-08-20,19962466920
2020-08-21,19814834160
2020-08-24,19747312200
2020-08-25,19801100880
2020-08-26,20072333160
2020-08-27,19761045480
2020-08-28,19576790640
2020-08-31,19591668360
2020-09-01,19741590000
2020-09-02,19779356520
2020-09-03,19066370400
2020-09-04,18506739240
2020-09-08,17878441680
2020-09-09,18149673960
2020-09-10,17660998080
2020-09-11,17570587320
2020-09-14,17908197120
2020-09-15,18378561960
2020-09-16,17975719080
2020-09-17,18248095800
2020-09-18,18138229560
2020-09-21,18807726960
2020-09-22,19022881680
2020-09-23,18575405640
2020-09-24,18687560760
2020-09-25,18972526320
2020-09-28,19164792240
2020-09-29,18807726960
2020-09-30,19000960880
2020-10-01,19103314440
2020-10-02,18417890600
2020-10-05,18948059040
2020-10-06,18653648800
2020-10-07,18511043840
2020-10-08,18448941680
2020-10-09,18589246560
2020-10-12,19221768560
2020-10-13,19454076640
2020-10-14,19428775760
2020-10-15,19324122120
2020-10-16,19345972880
2020-10-19,19036612120
2020-10-20,18911257760
2020-10-21,18923908200
2020-10-22,18779003160
2020-10-23,18910107720
2020-10-26,18981410200
2020-10-27,19247069440
2020-10-28,18905507560
2020-10-29,18719201080
2020-10-30,17816419680
2020-11-02,17714066120
2020-11-03,18271835520
2020-11-04,18828454880
2020-11-05,19398874720
2020-11-06,20147550760
2020-11-09,18399489960
2020-11-10,17812969560
2020-11-11,18581196280
2020-11-12,18425940880
2020-11-13,18611097320
2020-11-16,18675499560
2020-11-17,18653648800
2020-11-18,18580046240
2020-11-19,19042362320
2020-11-20,19556430200
2020-11-23,19687534760
2020-11-24,19531129320
2020-11-25,20008395920
2020-11-27,20287855640
2020-11-30,20759372040
2020-12-01,20707620240
2020-12-02,20850225200
2020-12-03,20788123040
2020-12-04,20784672920
2020-12-07,21090583560
2020-12-08,21114734400
2020-12-09,21123934720
2020-12-10,21600051280
2020-12-11,21874910840
2020-12-14,22448780800
2020-12-15,22391278800
2020-12-16,22439580480
2020-12-17,22701789600
2020-12-18,23390663560
2020-12-21,23204357080
2020-12-22,23214707440
2020-12-23,23210107280
2020-12-24,23288310000
2020-12-28,23129604480
2020-12-29,23282559800
2020-12-30,23731075400
2020-12-31,23918706900
2021-01-04,23234953500
2021-01-05,23567621400
2021-01-06,23198118300
2021-01-07,23944031100
2021-01-08,24222597300
2021-01-11,23774819400
2021-01-12,22924156500
2021-01-13,22964445000
2021-01-14,22500551700
2021-01-15,22593790800
2021-01-19,22875810300
2021-01-20,23833525500
2021-01-21,23662011600
2021-01-22,23558412600
2021-01-25,23481288900
2021-01-26,22996675800
2021-01-27,22490191800
2021-01-28,23056533000
2021-01-29,23073799500
2021-02-01,23130203400
2021-02-02,23840432100
2021-02-03,23298264000
2021-02-04,23193513900
2021-02-05,23884173900
2021-02-08,24557567400
2021-02-09,23057684100
2021-02-10,23001280200
2021-02-11,22690483200
2021-02-12,23005884600
2021-02-16,22537386900
2021-02-17,22553502300
2021-02-18,22588035300
2021-02-19,22430334600
2021-02-22,21853633500
2021-02-23,21404704500
2021-02-24,21524418900
2021-02-25,21258514800
2021-02-26,21233190600
2021-03-01,21577369500
2021-03-02,21660248700
2021-03-03,20737066500
2021-03-04,20032593300
2021-03-05,19661939100
2021-03-08,18604078200
2021-03-09,19404092700
2021-03-10,18972430200
2021-03-11,19638917100
2021-03-12,19597477500
2021-03-15,19473158700
2021-03-16,19915181100
2021-03-17,19443230100
2021-03-18,19248694200
2021-03-19,19538771400
2021-03-22,19785106800
2021-03-23,20011873500
2021-03-24,19598628600
2021-03-25,19544526900
2021-03-26,20062521900
2021-03-29,20292741900
2021-03-30,20384829900
2021-03-31,20444190000
2021-04-01,20843355000
2021-04-05,21217066000
2021-04-06,21288800000
2021-04-07,21248305000
2021-04-08,21242520000
2021-04-09,21291114000
2021-04-12,21145332000
2021-04-13,21133762000
2021-04-14,20992608000
2021-04-15,21115250000
2021-04-16,20687160000
2021-04-19,20584187000
2021-04-20,20583030000
2021-04-21,20415265000
2021-04-22,20638566000
2021-04-23,20385183000
2021-04-26,20412951000
2021-04-27,20164196000
2021-04-28,20175766000
2021-04-29,20417579000
2021-04-30,20291466000
2021-05-03,19703710000
2021-05-04,19383221000
2021-05-05,19376279000
2021-05-06,19511648000
2021-05-07,19677099000
2021-05-10,19555614000
2021-05-11,19436443000
2021-05-12,19004882000
2021-05-13,18829018000
2021-05-14,19320743000
2021-05-17,19463054000
2021-05-18,19401733000
2021-05-19,20750795000
2021-05-20,21413756000
2021-05-21,21330452000
2021-05-24,21406814000
2021-05-25,21360534000
2021-05-26,21482019000
2021-05-27,21575736000
2021-05-28,21469292000
2021-06-01,21145332000
2021-06-02,20468487000
2021-06-03,20563361000
2021-06-04,21340865000
2021-06-07,21318882000
2021-06-08,21384831000
2021-06-09,21241363000
2021-06-10,21401029000
2021-06-11,21568794000
2021-06-14,21606975000
2021-06-15,20664020000
2021-06-16,19859905000
2021-06-17,19726850000
2021-06-18,19817096000
2021-06-21,20070479000
2021-06-22,20158411000
2021-06-23,19886516000
2021-06-24,20254442000
2021-06-25,20110974000
2021-06-28,20605013000
2021-06-29,20606170000
2021-06-30,20498916000
2021-07-01,20724726000
2021-07-02,20531340000
2021-07-06,20157306000
2021-07-07,20113302000
2021-07-08,19763586000
2021-07-09,19728846000
2021-07-12,19929180000
2021-07-13,20097090000
2021-07-14,19903704000
2021-07-15,19482192000
2021-07-16,19746216000
2021-07-19,19565568000
2021-07-20,19688316000
2021-07-21,19790220000
2021-07-22,19834224000
2021-07-23,20066982000
2021-07-26,20021820000
2021-07-27,19396500000
2021-07-28,19834224000
2021-07-29,19684842000
2021-07-30,20082036000
2021-08-02,20057718000
2021-08-03,18511788000
2021-08-04,18383250000
2021-08-05,18155124000
2021-08-06,18331140000
2021-08-09,18594006000
2021-08-10,18490944000
2021-08-11,18519894000
2021-08-12,18570846000
2021-08-13,18568530000
2021-08-16,18568530000
2021-08-17,18929826000
2021-08-18,18715596000
2021-08-19,18790866000
2021-08-20,18639168000
2021-08-23,18917088000
2021-08-24,18970356000
2021-08-25,18604428000
2021-08-26,18398304000
2021-08-27,18531474000
2021-08-30,18312612000
2021-08-31,18669276000
2021-09-01,18751494000
2021-09-02,18763074000
2021-09-03,18592848000
2021-09-07,18424938000
2021-09-08,18464310000
2021-09-09,18184074000
2021-09-10,17826252000
2021-09-13,17709294000
2021-09-14,17618970000
2021-09-15,17681502000
2021-09-16,17588862000
2021-09-17,17562228000
2021-09-20,17235672000
2021-09-21,16874376000
2021-09-22,16819950000
2021-09-23,16985544000
2021-09-24,17064288000
2021-09-27,17213670000
2021-09-28,17266938000
2021-09-29,17555280000
2021-09-30,17764271000
2021-10-01,18279662000
2021-10-04,18117089000
2021-10-05,18680906000
2021-10-06,19075232000
2021-10-07,19689781000
2021-10-08,20026457000
2021-10-11,19684016000
2021-10-12,19756655000
2021-10-13,19670180000
2021-10-14,19529514000
2021-10-15,19665568000
2021-10-18,19802775000
2021-10-19,19836212000
2021-10-20,20004550000
2021-10-21,20991518000
2021-10-22,20840475000
2021-10-25,21098747000
2021-10-26,21046862000
2021-10-27,20858923000
2021-10-28,20881983000
2021-10-29,20869300000
2021-11-01,21192140000
2021-11-02,21208282000
2021-11-03,21233648000
2021-11-04,22242523000
2021-11-05,21584160000
2021-11-08,21346642000
2021-11-09,21539193000
2021-11-10,21071075000
2021-11-11,21412363000
2021-11-12,21656799000
2021-11-15,20477280000
2021-11-16,20718257000
2021-11-17,20412712000
2021-11-18,20062200000
2021-11-19,19658650000
2021-11-22,19014123000
2021-11-23,19039489000
2021-11-24,18944943000
2021-11-26,19561798000
2021-11-29,19554880000
2021-11-30,19125964000
2021-12-01,18488355000
2021-12-02,18607114000
2021-12-03,19114434000
2021-12-06,18955320000
2021-12-07,19288537000
2021-12-08,19664415000
2021-12-09,19183614000
2021-12-10,19093680000
2021-12-13,19169778000
2021-12-14,19327739000
2021-12-15,19733595000
2021-12-16,19916922000
2021-12-17,20262822000
2021-12-20,20563755000
2021-12-21,20689432000
2021-12-22,20479586000
2021-12-23,20518788000
2021-12-27,20703268000
2021-12-28,20683667000
2021-12-29,20788590000
2021-12-30,20849699000
2021-12-31,20473344000
2022-01-03,20575872000
2022-01-04,20954880000
2022-01-05,19797120000
2022-01-06,18963072000
2022-01-07,18961920000
2022-01-10,16472448000
2022-01-11,17097983999
2022-01-12,17978112000
2022-01-13,17836416000
2022-01-14,17577216000
2022-01-18,17745408000
2022-01-19,18819072000
2022-01-20,18945792000
2022-01-21,18980352000
2022-01-24,19006848000
2022-01-25,18246528000
2022-01-26,18192384000
2022-01-27,18115200000
2022-01-28,18286848000
2022-01-31,18816768000
2022-02-01,18460800000
2022-02-02,19013760000
2022-02-03,18779904000
2022-02-04,20160000000
2022-02-07,20171520000
2022-02-08,19837440000
2022-02-09,19853568000
2022-02-10,19946880000
2022-02-11,19754496000
2022-02-14,19246464000
2022-02-15,19460736000
2022-02-16,19133568000
2022-02-17,18677376000
2022-02-18,18259200000
2022-02-22,18233856000
2022-02-23,18180864000
2022-02-24,18821376000
2022-02-25,19040256000
2022-02-28,18662400000
2022-03-01,18408960000
2022-03-02,18531072000
2022-03-03,18224640000
2022-03-04,18202752000
2022-03-07,18201600000
2022-03-08,17982720000
2022-03-09,18238464000
2022-03-10,18235008000
2022-03-11,17682048000
2022-03-14,16337664000
2022-03-15,16459776000
2022-03-16,17140608000
2022-03-17,17223552000
2022-03-18,17437824000
2022-03-21,17420544000
2022-03-22,17543808000
2022-03-23,17210880000
2022-03-24,17337600000
2022-03-25,17798400000
2022-03-28,18028800000
2022-03-29,18267264000
2022-03-30,17978112000
2022-03-31,24583026000
2022-04-01,24285612000
2022-04-04,24693357000
2022-04-05,24288810000
2022-04-06,23537280000
2022-04-07,22929660000
2022-04-08,22595469000
2022-04-11,22470747000
2022-04-12,22123764000
2022-04-13,22224501000
2022-04-14,22059804000
2022-04-18,21698430000
2022-04-19,22445163000
2022-04-20,21960666000
2022-04-21,21031647000
2022-04-22,21811959000
2022-04-25,21260304000
2022-04-26,19989099000
2022-04-27,19451835000
2022-04-28,19704477000
2022-04-29,19109649000
2022-05-02,19498206000
2022-05-03,19403865000
2022-05-04,19949124000
2022-05-05,19224777000
2022-05-06,18271773000
2022-05-09,16973385000
2022-05-10,16564041000
2022-05-11,16831074000
2022-05-12,16982978999
2022-05-13,17577807000
2022-05-16,17606589000
2022-05-17,19680492000
2022-05-18,19675695000
2022-05-19,19149624000
2022-05-20,18567588000
2022-05-23,19766838000
2022-05-24,19618131000
2022-05-25,19520592000
2022-05-26,19712472000
2022-05-27,20112222000
2022-05-31,19912347000
2022-06-01,19928337000
2022-06-02,20635095000
2022-06-03,20302503000
2022-06-06,20305701000
2022-06-07,21050835000
2022-06-08,21010860000
2022-06-09,20663877000
2022-06-10,20459205000
2022-06-13,19698081000
2022-06-14,19413459000
2022-06-15,20172984000
2022-06-16,19971510000
2022-06-17,20117019000
2022-06-21,20591922000
2022-06-22,20563140000
2022-06-23,20794995000
2022-06-24,21365838000
2022-06-27,20660679000
2022-06-28,20176182000
2022-06-29,20072247000
2022-06-30,20448188203
2022-07-01,20837025863
2022-07-05,21200831056
2022-07-06,20963857031
2022-07-07,21164116771
2022-07-08,20848707681
2022-07-11,20476558333
2022-07-12,20358071320
2022-07-13,20216220672
2022-07-14,20483233657
2022-07-15,20668473916
2022-07-18,20635097293
2022-07-19,21189149238
2022-07-20,21696473911
2022-07-21,22073629753
2022-07-22,21763227157
2022-07-25,21823305079
2022-07-26,21878376507
2022-07-27,21791597287
2022-07-28,21753214170
2022-07-29,22150395986
2022-08-01,21287610276
2022-08-02,21137415472
2022-08-03,21663097287
2022-08-04,21259240147
2022-08-05,21220857030
2022-08-08,20945499889
2022-08-09,20152805088
2022-08-10,20658460929
2022-08-11,20137785607
2022-08-12,20549986904
2022-08-15,21259240147
2022-08-16,22794564814
2022-08-17,22195454428
2022-08-18,21773240144
2022-08-19,21317649237
2022-08-22,20913792097
2022-08-23,20753584305
2022-08-24,20576688202
2022-08-25,20940493395
2022-08-26,21272590796
2022-08-29,20509934956
2022-08-30,20533298592
2022-08-31,20453194696
2022-09-01,20146129763
2022-09-02,19797344051
2022-09-06,19947538855
2022-09-07,20122766127
2022-09-08,20122766127
2022-09-09,21324324562
2022-09-12,21618038846
2022-09-13,21197493394
2022-09-14,21387740146
2022-09-15,21432798587
2022-09-16,20725214176
2022-09-19,20873740149
2022-09-20,20308006386
2022-09-21,19678857038
2022-09-22,19148168729
2022-09-23,18417220681
2022-09-26,18285383020
2022-09-27,18340454448
2022-09-28,19056383016
2022-09-29,18120168735
2022-09-30,18312000000
2022-10-03,19044480000
2022-10-04,19587120000
2022-10-05,19706400000
2022-10-06,20391840000
2022-10-07,20282640000
2022-10-10,19812240000
2022-10-11,19335120000
2022-10-12,19580400000
2022-10-13,19968480000
2022-10-14,19793760000
2022-10-17,19805520000
2022-10-18,20376720000
2022-10-19,20580000000
2022-10-20,20813520000
2022-10-21,21092400000
2022-10-24,20682480000
2022-10-25,21005040000
2022-10-26,20768160000
2022-10-27,20620320000
2022-10-28,20835360000
2022-10-31,19904640000
2022-11-01,19540080000
2022-11-02,19076400000
2022-11-03,18698400000
2022-11-04,18233040000
2022-11-07,18211200000
2022-11-08,15719759999
2022-11-09,15807120000
2022-11-10,16559759999
2022-11-11,17178000000
2022-11-14,16779840000
2022-11-15,16973040000
2022-11-16,16936080000
2022-11-17,16742880000
2022-11-18,16593360000
2022-11-21,16368240000
2022-11-22,16848720000
2022-11-23,17329200000
2022-11-25,17241840000
2022-11-28,17011680000
2022-11-29,17026799999
2022-11-30,17755920000
2022-12-01,17875200000
2022-12-02,18271680000
2022-12-05,17972640000
2022-12-06,17013360000
2022-12-07,16714320000
2022-12-08,16932720000
2022-12-09,17146080000
2022-12-12,17238480000
2022-12-13,17564400000
2022-12-14,17608080000
2022-12-15,17078880000
2022-12-16,16927680000
2022-12-19,16563120000
2022-12-20,16482480000
2022-12-21,16779840000
2022-12-22,16677360000
2022-12-23,16771440000
2022-12-27,16695840000
2022-12-28,16747920000
2022-12-29,17025120000
2022-12-30,17493840000
2023-01-03,17394657000
2023-01-04,18012099000
2023-01-05,17875452000
2023-01-06,17671325000
2023-01-09,17730370000
2023-01-10,17802911000
2023-01-11,17757362000
2023-01-12,17593723000
2023-01-13,17718561000
2023-01-17,17635898000
2023-01-18,17413214000
2023-01-19,17251262000
2023-01-20,17981733000
2023-01-23,18669185500
2023-01-24,18771249000
2023-01-25,18675090000
2023-01-26,18875843000
2023-01-27,19279036000
2023-01-30,19005742000
2023-01-31,19101901000
2023-02-01,18936575000
2023-02-02,19353264000
2023-02-03,18435536000
2023-02-06,17807972000
2023-02-07,19206495000
2023-02-08,18632915000
2023-02-09,18705456000
2023-02-10,18742570000
2023-02-13,18789806000
2023-02-14,18909583000
2023-02-15,19560765000
2023-02-16,18982124000
2023-02-17,18980437000
2023-02-21,18897774000
2023-02-22,18766188000
2023-02-23,18619419000
2023-02-24,18438910000
2023-02-27,18570496000
2023-02-28,18481085000
2023-03-01,18337690000
2023-03-02,19447736000
2023-03-03,19687290000
2023-03-06,19520277000
2023-03-07,19717656000
2023-03-08,19621497000
2023-03-09,19056352000
2023-03-10,18654846000
2023-03-13,18781371000
2023-03-14,19199747000
2023-03-15,19115397000
2023-03-16,19493285000
2023-03-17,19616436000
2023-03-20,19621497000
2023-03-21,20006133000
2023-03-22,19157572000
2023-03-23,19818876000
2023-03-24,19926844000
2023-03-27,19734526000
2023-03-28,19493285000
2023-03-29,19682229000
2023-03-30,19668733000
2023-03-31,20209420000
2023-04-03,20106086000
2023-04-04,20605816000
2023-04-05,20494012000
2023-04-06,20158600000
2023-04-10,20504176000
2023-04-11,20394066000
2023-04-12,20273792000
2023-04-13,20668494000
2023-04-14,20848058000
2023-04-17,21069972000
2023-04-18,21058114000
2023-04-19,20895490000
2023-04-20,21198716000
2023-04-21,21173306000
2023-04-24,21647626000
2023-04-25,21515494000
2023-04-26,20599040000
2023-04-27,20997130000
2023-04-28,21054726000
2023-05-01,21029316000
2023-05-02,20602428000
2023-05-03,20690516000
2023-05-04,20375432000
2023-05-05,21091994000
2023-05-08,21291886000
2023-05-09,21107240000
2023-05-10,21130956000
2023-05-11,21271558000
2023-05-12,21219044000
2023-05-15,21186858000
2023-05-16,21014070000
2023-05-17,21178388000
2023-05-18,23653322000
2023-05-19,23280642000
2023-05-22,23250150000
2023-05-23,23001132000
2023-05-24,23011296000
2023-05-25,23162062000
2023-05-26,23543212000
2023-05-30,23424632000
2023-05-31,23331462000
2023-06-01,23307746000
2023-06-02,23295888000
2023-06-05,23160368000
2023-06-06,22984192000
2023-06-07,22403150000
2023-06-08,22550528000
2023-06-09,22704682000
2023-06-12,23038400000
2023-06-13,23118018000
2023-06-14,23145122000
2023-06-15,23241679999
2023-06-16,23485615999
2023-06-20,23551682000
2023-06-21,23793924000
2023-06-22,23915892000
2023-06-23,24029390000
2023-06-26,24310594000
2023-06-27,24789996000
2023-06-28,24729012000
2023-06-29,24642618000
2023-06-30,25002484000
2023-07-03,25099327000
2023-07-05,24642296000
2023-07-06,24275312000
2023-07-07,24327981000
2023-07-10,24455406000
2023-07-11,25612425000
2023-07-12,25471407999
2023-07-13,25364371000
2023-07-14,25485000000
2023-07-17,25945429000
2023-07-18,26088145000
2023-07-19,25826499000
2023-07-20,25763635999
2023-07-21,25478204000
2023-07-24,25532572000
2023-07-25,25659997000
2023-07-26,25527475000
2023-07-27,25459515000
2023-07-28,25756840000
2023-07-31,25984506000
2023-08-01,25789121000
2023-08-02,25012678000
2023-08-03,24762925000
2023-08-04,24156382000
2023-08-07,23986482000
2023-08-08,23809785999
2023-08-09,23684060000
2023-08-10,23524354000
2023-08-11,23819979999
2023-08-14,24190362000
2023-08-15,23702749000
2023-08-16,23831873000
2023-08-17,23459792000
2023-08-18,23354454000
2023-08-21,23711244000
2023-08-22,23867552000
2023-08-23,24559045000
2023-08-24,23728234000
2023-08-25,24027257999
2023-08-28,23921920000
2023-08-29,24022160999
2023-08-30,24096917000
2023-08-31,24159779999
2023-09-01,24096917000
2023-09-05,23986482000
