,GD
2018-07-18,57718100770
2018-07-19,57399134650
2018-07-20,57673799920
2018-07-23,57068354970
2018-07-24,58107948250
2018-07-25,60086719550
2018-07-26,59209562720
2018-07-27,58669092350
2018-07-30,57963232140
2018-07-31,58996918640
2018-08-01,57889397390
2018-08-02,57573384660
2018-08-03,57322346510
2018-08-06,57154003280
2018-08-07,57969138920
2018-08-08,57629499070
2018-08-09,56873431230
2018-08-10,56648973590
2018-08-13,56657833760
2018-08-14,57186490570
2018-08-15,56796643090
2018-08-16,56835037160
2018-08-17,57201257520
2018-08-20,57567477880
2018-08-21,57579291440
2018-08-22,56846850720
2018-08-23,56583999010
2018-08-24,56879338010
2018-08-27,57676753310
2018-08-28,57774215180
2018-08-29,57505456690
2018-08-30,56855710890
2018-08-31,57118562600
2018-09-04,56885244790
2018-09-05,57289859220
2018-09-06,57661986360
2018-09-07,57505456690
2018-09-10,57794888910
2018-09-11,57904164340
2018-09-12,57945511800
2018-09-13,58645465230
2018-09-14,59218422890
2018-09-17,59785473770
2018-09-18,60429312790
2018-09-19,60252109390
2018-09-20,59912469540
2018-09-21,60444079740
2018-09-24,59903609370
2018-09-25,60095579720
2018-09-26,59617130540
2018-09-27,59682105120
2018-09-28,60461800080
2018-10-01,60252600000
2018-10-02,60100136000
2018-10-03,60317104000
2018-10-04,60372812000
2018-10-05,60493024000
2018-10-08,60739312000
2018-10-09,59859712000
2018-10-10,58000824000
2018-10-11,56570008000
2018-10-12,56250420000
2018-10-15,56479116000
2018-10-16,57088972000
2018-10-17,56833888000
2018-10-18,56065704000
2018-10-19,55784232000
2018-10-22,55749047999
2018-10-23,55048300000
2018-10-24,50793968000
2018-10-25,50019920000
2018-10-26,49802952000
2018-10-29,48976128000
2018-10-30,50398147999
2018-10-31,50600456000
2018-11-01,52306880000
2018-11-02,51890536000
2018-11-05,52180804000
2018-11-06,53421040000
2018-11-07,54250796000
2018-11-08,54112992000
2018-11-09,54095400000
2018-11-12,53072132000
2018-11-13,52799456000
2018-11-14,52729088000
2018-11-15,53462088000
2018-11-16,53673192000
2018-11-19,52594216000
2018-11-20,51579744000
2018-11-21,51823100000
2018-11-23,52265832000
2018-11-26,52685108000
2018-11-27,52377247999
2018-11-28,53371196000
2018-11-29,53412244000
2018-11-30,54209747999
2018-12-03,53236324000
2018-12-04,50776376000
2018-12-06,50143064000
2018-12-07,49075816000
2018-12-10,50489040000
2018-12-11,50509564000
2018-12-12,50201704000
2018-12-13,50140132000
2018-12-14,49542004000
2018-12-17,47923540000
2018-12-18,47735892000
2018-12-19,46615868000
2018-12-20,45331652000
2018-12-21,44123668000
2018-12-24,43455172000
2018-12-26,44616244000
2018-12-27,45481184000
2018-12-28,45539824000
2018-12-31,45260759000
2019-01-02,45275154000
2019-01-03,44155223000
2019-01-04,45421983000
2019-01-07,45675335000
2019-01-08,45678214000
2019-01-09,46323110000
2019-01-10,46763597000
2019-01-11,47160899000
2019-01-14,47368187000
2019-01-15,46968005999
2019-01-16,47100440000
2019-01-17,47710788000
2019-01-18,48534182000
2019-01-22,48142638000
2019-01-23,48600399000
2019-01-24,49179078000
2019-01-25,49294238000
2019-01-28,49573501000
2019-01-29,50670400000
2019-01-30,49204989000
2019-01-31,49279843000
2019-02-01,48663737000
2019-02-04,50270219000
2019-02-05,49582138000
2019-02-06,49737604000
2019-02-07,49976561000
2019-02-08,49553348000
2019-02-11,49210747000
2019-02-12,49737604000
2019-02-13,49944892000
2019-02-14,49547590000
2019-02-15,50451596000
2019-02-19,50319162000
2019-02-20,50224155000
2019-02-21,49412277000
2019-02-22,49674266000
2019-02-25,49847005999
2019-02-26,48943000000
2019-02-27,48752986000
2019-02-28,49006338000
2019-03-01,48735712000
2019-03-04,48007325000
2019-03-05,48375837000
2019-03-06,47926713000
2019-03-07,47889286000
2019-03-08,47831705999
2019-03-11,48801929000
2019-03-12,48588883000
2019-03-13,49438188000
2019-03-14,48824961000
2019-03-15,48882541000
2019-03-18,49423793000
2019-03-19,49150288000
2019-03-20,48508271000
2019-03-21,48894057000
2019-03-22,47748215000
2019-03-25,47969898000
2019-03-26,48050510000
2019-03-27,47952624000
2019-03-28,48298104000
2019-03-29,48735712000
2019-04-01,49642511000
2019-04-02,48959714000
2019-04-03,48328775000
2019-04-04,48737877000
2019-04-05,49299672000
2019-04-08,49639630000
2019-04-09,48737877000
2019-04-10,48795497000
2019-04-11,49388983000
2019-04-12,50397333000
2019-04-15,49553200000
2019-04-16,50054494000
2019-04-17,50282093000
2019-04-18,50950485000
2019-04-22,51002343000
2019-04-23,52540797000
2019-04-24,52068313000
2019-04-25,50959128000
2019-04-26,51301967000
2019-04-29,51630401000
2019-04-30,51489232000
2019-05-01,50817958999
2019-05-02,50293617000
2019-05-03,50904389000
2019-05-06,50521216000
2019-05-07,49115288000
2019-05-08,48484349000
2019-05-09,49567605000
2019-05-10,49864348000
2019-05-13,48397919000
2019-05-14,48541969000
2019-05-15,48320132000
2019-05-16,48933785000
2019-05-17,47931197000
2019-05-20,48772449000
2019-05-21,49394745000
2019-05-22,48769568000
2019-05-23,47127398000
2019-05-24,47257043000
2019-05-28,47150446000
2019-05-29,46761511000
2019-05-30,46738463000
2019-05-31,46332242000
2019-06-03,47003515000
2019-06-04,48337418000
2019-06-05,49535914000
2019-06-06,49547438000
2019-06-07,50120757000
2019-06-10,49953658999
2019-06-11,48899213000
2019-06-12,48988524000
2019-06-13,49535914000
2019-06-14,49337125000
2019-06-17,49489818000
2019-06-18,50011279000
2019-06-19,50019922000
2019-06-20,51270276000
2019-06-21,51117583000
2019-06-24,51229942000
2019-06-25,51178083999
2019-06-26,51541090000
2019-06-27,51201132000
2019-06-28,52382342000
2019-07-01,52639789960
2019-07-02,52936815180
2019-07-03,52671511100
2019-07-05,52564812720
2019-07-08,52331229780
2019-07-09,52146670420
2019-07-10,52639789960
2019-07-11,52945466400
2019-07-12,53591424160
2019-07-15,53752913600
2019-07-16,53894216859
2019-07-17,52931047700
2019-07-18,52824349320
2019-07-19,53017559900
2019-07-22,53239607880
2019-07-23,53628912780
2019-07-24,54110497359
2019-07-25,54101846140
2019-07-26,54713199020
2019-07-29,54742036420
2019-07-30,54537290880
2019-07-31,53620261560
2019-08-01,52896442820
2019-08-02,52475416780
2019-08-05,50975871980
2019-08-06,52100530580
2019-08-07,52152437900
2019-08-08,53109839580
2019-08-09,53089653400
2019-08-12,52296624900
2019-08-13,52804163140
2019-08-14,52146670420
2019-08-15,52547510280
2019-08-16,53161746900
2019-08-19,54096078660
2019-08-20,53974961580
2019-08-21,54352731520
2019-08-22,54084543700
2019-08-23,52931047700
2019-08-26,53248259100
2019-08-27,52876256640
2019-08-28,53476074560
2019-08-29,54638221780
2019-08-30,55157294980
2019-09-03,54583430720
2019-09-04,54995805540
2019-09-05,55445668980
2019-09-06,55561018580
2019-09-09,54234498180
2019-09-10,54176823380
2019-09-11,54387336400
2019-09-12,54620919340
2019-09-13,54779525040
2019-09-16,55070782780
2019-09-17,55168829940
2019-09-18,54877572200
2019-09-19,54251800620
2019-09-20,54032636380
2019-09-23,53865379460
2019-09-24,53262677800
2019-09-25,53637564000
2019-09-26,53637564000
2019-09-27,52778209480
2019-09-30,52772424000
2019-10-01,51611448000
2019-10-02,50369608000
2019-10-03,50505344000
2019-10-04,51013631999
2019-10-07,51030960000
2019-10-08,50973200000
2019-10-09,51132040000
2019-10-10,51028072000
2019-10-11,51877144000
2019-10-14,51729856000
2019-10-15,51536360000
2019-10-16,51490152000
2019-10-17,51048288000
2019-10-18,50375384000
2019-10-21,50669960000
2019-10-22,51949344000
2019-10-23,50124128000
2019-10-24,50444696000
2019-10-25,50118352000
2019-10-28,50519784000
2019-10-29,50837464000
2019-10-30,51475712000
2019-10-31,51059840000
2019-11-01,51906024000
2019-11-04,51426616000
2019-11-05,51781840000
2019-11-06,52437416000
2019-11-07,52835960000
2019-11-08,53451104000
2019-11-11,53240280000
2019-11-12,53508864000
2019-11-13,53347136000
2019-11-14,53482872000
2019-11-15,54028704000
2019-11-18,53884304000
2019-11-19,53413560000
2019-11-20,53234504000
2019-11-21,52835960000
2019-11-22,52815744000
2019-11-25,52752208000
2019-11-26,52567376000
2019-11-27,52662680000
2019-11-29,52486512000
2019-12-02,51403512000
2019-12-03,51129152000
2019-12-04,51429504000
2019-12-05,52668456000
2019-12-06,53009240000
2019-12-09,52899496000
2019-12-10,52122624000
2019-12-11,51773176000
2019-12-12,52119736000
2019-12-13,51703864000
2019-12-16,52154392000
2019-12-17,52301680000
2019-12-18,51539248000
2019-12-19,51594120000
2019-12-20,51501704000
2019-12-23,51908912000
2019-12-24,51643216000
2019-12-26,51461272000
2019-12-27,51259112000
2019-12-30,50831688000
2019-12-31,50889143150
2020-01-02,51489366670
2020-01-03,51994362420
2020-01-06,52545529210
2020-01-07,51948191380
2020-01-08,52080933120
2020-01-09,52407016090
2020-01-10,51801021190
2020-01-13,52268502970
2020-01-14,52222331930
2020-01-15,52407016090
2020-01-16,52634985600
2020-01-17,52487815409
2020-01-21,52891812010
2020-01-22,52836983900
2020-01-23,53275608780
2020-01-24,53405464830
2020-01-27,52684042330
2020-01-28,52989925470
2020-01-29,52943754430
2020-01-30,52297359870
2020-01-31,50626545360
2020-02-03,50967056780
2020-02-04,51806792570
2020-02-05,53088038930
2020-02-06,53711347970
2020-02-07,53887375060
2020-02-10,53745976250
2020-02-11,53945088860
2020-02-12,54467398750
2020-02-13,54663625670
2020-02-14,54268286140
2020-02-18,54291371659
2020-02-19,53832546950
2020-02-20,53659405550
2020-02-21,54135544400
2020-02-24,53272723090
2020-02-25,50187920480
2020-02-26,49504011950
2020-02-27,47942853659
2020-02-28,46081583610
2020-03-02,47622542070
2020-03-03,46474037450
2020-03-04,48560391320
2020-03-05,47140631840
2020-03-06,47045404070
2020-03-09,43291121380
2020-03-10,44814765700
2020-03-11,42838068050
2020-03-12,38157478870
2020-03-13,40295775159
2020-03-16,36561692300
2020-03-17,37972794710
2020-03-18,34948591590
2020-03-19,34059799070
2020-03-20,32893980310
2020-03-23,30761455400
2020-03-24,32957465490
2020-03-25,35205418000
2020-03-26,38425848040
2020-03-27,37534169830
2020-03-30,38261436800
2020-03-31,37891996280
2020-04-01,36485831200
2020-04-02,36634752960
2020-04-03,35993243840
2020-04-06,38287211720
2020-04-07,38490547200
2020-04-08,39346847319
2020-04-09,40383571880
2020-04-13,39220836600
2020-04-14,39664738000
2020-04-15,38321578280
2020-04-16,37929226720
2020-04-17,39575957720
2020-04-20,38733977000
2020-04-21,37714435720
2020-04-22,38195567560
2020-04-23,37370770120
2020-04-24,37029968400
2020-04-27,38519186000
2020-04-28,39089098120
2020-04-29,39134920200
2020-04-30,37408000560
2020-05-01,36600386400
2020-05-04,35735494640
2020-05-05,36187987680
2020-05-06,34862011240
2020-05-07,36408506440
2020-05-08,38762615800
2020-05-11,38321578280
2020-05-12,37814671520
2020-05-13,37660022000
2020-05-14,38063829080
2020-05-15,37493916960
2020-05-18,39945398240
2020-05-19,39003181720
2020-05-20,39232292120
2020-05-21,39713423960
2020-05-22,39684785160
2020-05-26,41426024200
2020-05-27,43087074600
2020-05-28,42525754120
2020-05-29,42050350040
2020-06-01,42176360760
2020-06-02,42763456160
2020-06-03,44456009240
2020-06-04,44988690920
2020-06-05,46457861360
2020-06-08,48050178640
2020-06-09,46818710240
2020-06-10,45263623400
2020-06-11,42542937400
2020-06-12,42729089600
2020-06-15,43843138920
2020-06-16,44673664120
2020-06-17,44977235400
2020-06-18,45552875280
2020-06-19,45140476560
2020-06-22,44046474400
2020-06-23,43745767000
2020-06-24,41941522600
2020-06-25,42087580480
2020-06-26,41826967400
2020-06-29,42778741680
2020-06-30,42813115920
2020-07-01,42148547279
2020-07-02,42194379600
2020-07-06,42529528440
2020-07-07,41587101360
2020-07-08,41220442800
2020-07-09,39536105040
2020-07-10,40667590440
2020-07-13,40911074640
2020-07-14,41065758720
2020-07-15,41761837080
2020-07-16,42540986520
2020-07-17,42655567320
2020-07-20,41664443400
2020-07-21,42340470120
2020-07-22,43406071560
2020-07-23,43257116520
2020-07-24,43010767800
2020-07-27,42389166960
2020-07-28,42558173640
2020-07-29,42807386880
2020-07-30,42641244720
2020-07-31,42033966480
2020-08-03,42314689440
2020-08-04,42177192480
2020-08-05,42735773880
2020-08-06,42721451279
2020-08-07,43818562440
2020-08-10,44846925120
2020-08-11,45502900200
2020-08-12,44803957320
2020-08-13,44385737400
2020-08-14,44818279920
2020-08-17,44033401440
2020-08-18,43835749560
2020-08-19,43681065480
2020-08-20,43237064880
2020-08-21,42913374120
2020-08-24,43913091600
2020-08-25,43388884440
2020-08-26,43102432440
2020-08-27,43666742880
2020-08-28,43618046040
2020-08-31,42781606200
2020-09-01,43022225880
2020-09-02,44090691840
2020-09-03,43523516880
2020-09-04,43454768400
2020-09-08,42096985920
2020-09-09,41870688840
2020-09-10,40842326160
2020-09-11,41638662720
2020-09-14,42243076440
2020-09-15,41575643279
2020-09-16,42045424560
2020-09-17,41418094680
2020-09-18,40959771480
2020-09-21,39624905160
2020-09-22,39945731400
2020-09-23,39103562520
2020-09-24,39215278800
2020-09-25,39590530920
2020-09-28,40345396000
2020-09-29,39666865000
2020-09-30,39632509000
2020-10-01,39572386000
2020-10-02,40222287000
2020-10-05,40863599000
2020-10-06,40743353000
2020-10-07,41476281000
2020-10-08,41524952000
2020-10-09,41129858000
2020-10-12,41436199000
2020-10-13,41009612000
2020-10-14,40909406999
2020-10-15,40313903000
2020-10-16,40723312000
2020-10-19,39704084000
2020-10-20,39641098000
2020-10-21,39111443000
2020-10-22,39915946000
2020-10-23,40282410000
2020-10-26,39655413000
2020-10-27,38613281000
2020-10-28,37914709000
2020-10-29,37596916000
2020-10-30,37599779000
2020-11-02,38962567000
2020-11-03,39566660000
2020-11-04,39821467000
2020-11-05,39838645000
2020-11-06,39887316000
2020-11-09,42123319000
2020-11-10,43320053000
2020-11-11,43028027000
2020-11-12,42229250000
2020-11-13,43274245000
2020-11-16,43783859000
2020-11-17,43365861000
2020-11-18,43947050000
2020-11-19,42942137000
2020-11-20,42475468000
2020-11-23,42950726000
2020-11-24,43995721000
2020-11-25,43529052000
2020-11-27,43534778000
2020-11-30,42758905000
2020-12-01,43448888000
2020-12-02,43904105000
2020-12-03,44055844000
2020-12-04,44674252000
2020-12-07,43803900000
2020-12-08,43967091000
2020-12-09,44130281999
2020-12-10,43050931000
2020-12-11,43325779000
2020-12-14,43901242000
2020-12-15,44261980000
2020-12-16,43918420000
2020-12-17,43400217000
2020-12-18,43709421000
2020-12-21,42850521000
2020-12-22,41942950000
2020-12-23,42415345000
2020-12-24,42661563000
2020-12-28,42578536000
2020-12-29,42243565000
2020-12-30,42458290000
2020-12-31,42280059640
2021-01-04,41461845880
2021-01-05,41481733020
2021-01-06,42541433480
2021-01-07,43103955440
2021-01-08,42834058540
2021-01-11,43121001560
2021-01-12,43609657000
2021-01-13,43362488260
2021-01-14,43777277180
2021-01-15,43515903340
2021-01-19,43504539260
2021-01-20,43760231060
2021-01-21,42916448120
2021-01-22,43402262540
2021-01-25,43513062320
2021-01-26,42709053660
2021-01-27,43390898460
2021-01-28,42737463860
2021-01-29,41672081360
2021-02-01,41953342340
2021-02-02,42564161640
2021-02-03,43490334160
2021-02-04,44754588060
2021-02-05,45121079640
2021-02-08,45354043279
2021-02-09,46064298279
2021-02-10,46345559260
2021-02-11,46436471900
2021-02-12,46828532660
2021-02-16,46399538640
2021-02-17,46731937980
2021-02-18,46373969460
2021-02-19,46814327560
2021-02-22,47280254840
2021-02-23,47544469700
2021-02-24,47746182120
2021-02-25,47217752400
2021-02-26,46442153940
2021-03-01,47462080120
2021-03-02,47638223360
2021-03-03,47714930900
2021-03-04,47095588540
2021-03-05,48445073040
2021-03-08,49061574380
2021-03-09,47939371480
2021-03-10,48984866840
2021-03-11,49055892340
2021-03-12,50084341580
2021-03-15,50203664420
2021-03-16,49808762640
2021-03-17,50433787040
2021-03-18,50922442480
2021-03-19,50462197240
2021-03-22,50161049120
2021-03-23,49680916740
2021-03-24,50121274840
2021-03-25,51155406120
2021-03-26,51575877080
2021-03-29,52075896600
2021-03-30,51734974200
2021-03-31,51581559120
2021-04-01,51374164660
2021-04-05,52102907780
2021-04-06,51968151620
2021-04-07,51878314180
2021-04-08,51687409620
2021-04-09,51375786000
2021-04-12,51920425480
2021-04-13,51173651760
2021-04-14,51510542160
2021-04-15,51636876060
2021-04-16,51788476740
2021-04-19,51878314180
2021-04-20,51676179940
2021-04-21,52175900700
2021-04-22,51796899000
2021-04-23,52352768160
2021-04-26,51990610980
2021-04-27,52187130379
2021-04-28,52010262920
2021-04-29,53540306820
2021-04-30,53405550660
2021-05-03,53815433980
2021-05-04,53899656580
2021-05-05,53531884560
2021-05-06,54093368560
2021-05-07,54694156440
2021-05-10,54632393200
2021-05-11,53773322680
2021-05-12,52465064960
2021-05-13,53703137180
2021-05-14,53885619480
2021-05-17,53804204300
2021-05-18,53158497700
2021-05-19,52925481840
2021-05-20,53077082520
2021-05-21,53307290960
2021-05-24,53228683200
2021-05-25,53034971220
2021-05-26,53065852840
2021-05-27,53529077140
2021-05-28,53315713220
2021-06-01,53211838680
2021-06-02,53773322680
2021-06-03,53568381020
2021-06-04,54343228940
2021-06-07,53837893340
2021-06-08,54104598240
2021-06-09,53865967540
2021-06-10,53756478160
2021-06-11,53759285580
2021-06-14,53576803280
2021-06-15,54028797900
2021-06-16,53363439360
2021-06-17,52689658560
2021-06-18,51979381300
2021-06-21,53559958760
2021-06-22,53223068360
2021-06-23,52445413020
2021-06-24,52810377620
2021-06-25,53287639020
2021-06-28,53023741540
2021-06-29,52414531400
2021-06-30,52852488920
2021-07-01,52793533100
2021-07-02,52931096680
2021-07-06,52072378360
2021-07-07,52874734840
2021-07-08,52381619920
2021-07-09,52994531120
2021-07-12,52746580680
2021-07-13,52582209040
2021-07-14,52782798160
2021-07-15,52752152600
2021-07-16,52732650880
2021-07-19,51286737640
2021-07-20,52936025960
2021-07-21,53387351480
2021-07-22,53092039720
2021-07-23,53451428560
2021-07-26,53468144320
2021-07-27,54061553800
2021-07-28,54468303960
2021-07-29,55201011440
2021-07-30,54613173880
2021-08-02,54557454680
2021-08-03,54972562720
2021-08-04,54568598520
2021-08-05,54797047240
2021-08-06,55462891680
2021-08-09,54950275040
2021-08-10,55446175920
2021-08-11,55911431240
2021-08-12,55487965320
2021-08-13,55265088520
2021-08-16,55847354160
2021-08-17,55529754720
2021-08-18,54827692800
2021-08-19,54462732040
2021-08-20,54966990800
2021-08-23,55164793960
2021-08-24,55418316320
2021-08-25,55524182800
2021-08-26,55460105720
2021-08-27,55641193120
2021-08-30,55493537240
2021-08-31,55805564760
2021-09-01,55660694840
2021-09-02,56359970800
2021-09-03,56404546160
2021-09-07,56385044440
2021-09-08,56945022400
2021-09-09,56780650760
2021-09-10,56164953600
2021-09-13,55557614320
2021-09-14,54788689360
2021-09-15,55295734080
2021-09-16,54292788480
2021-09-17,54359651520
2021-09-20,53888824280
2021-09-21,53264769240
2021-09-22,53977975000
2021-09-23,54813763000
2021-09-24,55000422320
2021-09-27,55095144960
2021-09-28,54911271600
2021-09-29,55270660440
2021-09-30,54613173880
2021-10-01,55223299120
2021-10-04,54967033000
2021-10-05,55147928000
2021-10-06,55481888000
2021-10-07,56141459000
2021-10-08,56249996000
2021-10-11,56461504000
2021-10-12,56647965000
2021-10-13,56603437000
2021-10-14,57090462000
2021-10-15,57903098000
2021-10-18,57513478000
2021-10-19,58058946000
2021-10-20,58008852000
2021-10-21,57897532000
2021-10-22,58309416000
2021-10-25,57861353000
2021-10-26,56931831000
2021-10-27,57271357000
2021-10-28,56386363000
2021-10-29,56425325000
2021-11-01,56185987000
2021-11-02,56147025000
2021-11-03,55996743000
2021-11-04,55147928000
2021-11-05,55938300000
2021-11-08,56394712000
2021-11-09,56461504000
2021-11-10,56030139000
2021-11-11,55406747000
2021-11-12,55929951000
2021-11-15,55957781000
2021-11-16,55309342000
2021-11-17,55509718000
2021-11-18,55103400000
2021-11-19,54633073000
2021-11-22,55481888000
2021-11-23,55740707000
2021-11-24,55309342000
2021-11-26,53814871000
2021-11-29,54112652000
2021-11-30,52590351000
2021-12-01,52723935000
2021-12-02,54123784000
2021-12-03,55000429000
2021-12-06,55540331000
2021-12-07,55470756000
2021-12-08,55904904000
2021-12-09,56197119000
2021-12-10,57032019000
2021-12-13,56631267000
2021-12-14,56625701000
2021-12-15,57396592000
2021-12-16,57379894000
2021-12-17,56272260000
2021-12-20,55292644000
2021-12-21,56575607000
2021-12-22,56706408000
2021-12-23,56965227000
2021-12-27,57644279000
2021-12-28,57794561000
2021-12-29,57855787000
2021-12-30,57758382000
2021-12-31,57761616780
2022-01-03,57481772040
2022-01-04,58753541700
2022-01-05,58271432940
2022-01-06,58667648760
2022-01-07,58764624660
2022-01-10,58354555140
2022-01-11,58623316920
2022-01-12,58720292820
2022-01-13,58565131380
2022-01-14,59044469400
2022-01-18,58506945840
2022-01-19,58285286640
2022-01-20,57902924520
2022-01-21,57226863960
2022-01-24,57376483920
2022-01-25,57066161040
2022-01-26,56778004080
2022-01-27,57853051200
2022-01-28,58966888680
2022-01-31,58767395400
2022-02-01,58980742380
2022-02-02,59316001920
2022-02-03,58786790580
2022-02-04,58820039460
2022-02-07,58772936880
2022-02-08,59421290040
2022-02-09,59692822560
2022-02-10,58606692480
2022-02-11,59227338240
2022-02-14,58509716580
2022-02-15,58953034980
2022-02-16,59407436340
2022-02-17,59404665600
2022-02-18,59798110680
2022-02-22,60075184680
2022-02-23,59922793980
2022-02-24,60548981220
2022-02-25,63167330520
2022-02-28,64959999300
2022-03-01,64646905680
2022-03-02,65320195500
2022-03-03,65979631620
2022-03-04,67963481460
2022-03-07,68517629460
2022-03-08,65198282940
2022-03-09,65613893940
2022-03-10,65256468480
2022-03-11,64414163520
2022-03-14,64788213420
2022-03-15,65838323880
2022-03-16,63086979060
2022-03-17,63868327740
2022-03-18,63790747020
2022-03-21,65408859180
2022-03-22,65896509420
2022-03-23,66411867060
2022-03-24,66774834000
2022-03-25,67705802640
2022-03-28,66744355860
2022-03-29,66799770660
2022-03-30,67694719680
2022-03-31,66824707320
2022-04-01,67193215740
2022-04-04,66091354410
2022-04-05,66069253050
2022-04-06,66514042920
2022-04-07,67301403870
2022-04-08,66867664680
2022-04-11,67284827850
2022-04-12,67359419940
2022-04-13,67329030570
2022-04-14,67337318580
2022-04-18,67370470620
2022-04-19,68124679530
2022-04-20,68428573230
2022-04-21,66873190020
2022-04-22,65969796930
2022-04-25,66077541060
2022-04-26,65455940310
2022-04-27,66298554660
2022-04-28,66635600400
2022-04-29,65345433510
2022-05-02,64439277750
2022-05-03,64475192460
2022-05-04,67110779640
2022-05-05,66094117080
2022-05-06,66193573200
2022-05-09,63367361790
2022-05-10,63348023100
2022-05-11,62696032980
2022-05-12,61742911830
2022-05-13,62521984770
2022-05-16,62933622600
2022-05-17,63988962540
2022-05-18,62430816660
2022-05-19,60165427260
2022-05-20,58983004500
2022-05-23,59867058900
2022-05-24,60729011940
2022-05-25,60792553350
2022-05-26,61126836420
2022-05-27,62577238170
2022-05-31,62135210970
2022-06-01,62497120740
2022-06-02,63386700480
2022-06-03,63577324710
2022-06-06,63513783300
2022-06-07,65082979860
2022-06-08,63917133120
2022-06-09,62682219630
2022-06-10,62057856210
2022-06-13,60096360510
2022-06-14,59646045300
2022-06-15,60204104640
2022-06-16,58538214630
2022-06-17,57955291260
2022-06-21,59825618850
2022-06-22,59676434670
2022-06-23,59839432200
2022-06-24,61422442110
2022-06-27,61745674500
2022-06-28,60914110830
2022-06-29,60579827760
2022-06-30,61124073750
2022-07-01,61845130620
2022-07-05,58763199480
2022-07-06,60140996960
2022-07-07,60420391280
2022-07-08,60565566760
2022-07-11,60193041000
2022-07-12,59338423080
2022-07-13,58450935240
2022-07-14,57645622200
2022-07-15,58281107320
2022-07-18,57464837640
2022-07-19,58804286880
2022-07-20,59363075520
2022-07-21,59409641240
2022-07-22,59374032160
2022-07-25,59932820800
2022-07-26,59612339080
2022-07-27,60220432600
2022-07-28,61302400800
2022-07-29,62088539720
2022-08-01,61954320880
2022-08-02,62189888640
2022-08-03,63184203720
2022-08-04,62770590560
2022-08-05,62661024160
2022-08-08,61847493640
2022-08-09,62348759920
2022-08-10,63126681360
2022-08-11,63499207120
2022-08-12,65178312200
2022-08-15,66082235000
2022-08-16,66145235680
2022-08-17,66476674040
2022-08-18,66750590040
2022-08-19,66197279720
2022-08-22,64230562840
2022-08-23,64096344000
2022-08-24,64230562840
2022-08-25,65194747160
2022-08-26,63710122440
2022-08-29,64014169200
2022-08-30,63307465920
2022-08-31,62707589880
2022-09-01,61732448920
2022-09-02,61598230080
2022-09-06,61507837800
2022-09-07,62381629840
2022-09-08,62367934040
2022-09-09,63441684760
2022-09-12,64490783040
2022-09-13,62447369680
2022-09-14,63200638680
2022-09-15,62578849360
2022-09-16,62302194200
2022-09-19,62734981480
2022-09-20,62756894760
2022-09-21,62507631200
2022-09-22,62477500440
2022-09-23,60781960400
2022-09-26,60379303880
2022-09-27,59897211720
2022-09-28,60384782200
2022-09-29,58735807880
2022-09-30,58116757720
2022-10-03,60425220000
2022-10-04,62099360000
2022-10-05,62110320000
2022-10-06,61214340000
2022-10-07,61288320000
2022-10-10,61762340000
2022-10-11,62400760000
2022-10-12,61189680000
2022-10-13,62781620000
2022-10-14,60600580000
2022-10-17,62702160000
2022-10-18,65069520000
2022-10-19,65587380000
2022-10-20,65058560000
2022-10-21,66472400000
2022-10-24,66803940000
2022-10-25,67335500000
2022-10-26,67321800000
2022-10-27,67952000000
2022-10-28,68697280000
2022-10-31,68445200000
2022-11-01,68475340000
2022-11-02,67505380000
2022-11-03,68209560000
2022-11-04,68324640000
2022-11-07,68932920000
2022-11-08,69195960000
2022-11-09,68368480000
2022-11-10,69453520000
2022-11-11,66617620000
2022-11-14,66532680000
2022-11-15,67442360000
2022-11-16,67094380000
2022-11-17,67546480000
2022-11-18,68012280000
2022-11-21,68658920000
2022-11-22,68916480000
2022-11-23,69127460000
2022-11-25,69532980000
2022-11-28,68634260000
2022-11-29,68834280000
2022-11-30,69154860000
2022-12-01,69121980000
2022-12-02,70072760000
2022-12-05,68749340000
2022-12-06,68028720000
2022-12-07,67461540000
2022-12-08,67864320000
2022-12-09,67688960000
2022-12-12,68395880000
2022-12-13,68152020000
2022-12-14,68231480000
2022-12-15,67168360000
2022-12-16,67442360000
2022-12-19,66938200000
2022-12-20,67573880000
2022-12-21,68491780000
2022-12-22,67565660000
2022-12-23,67924600000
2022-12-27,68154760000
2022-12-28,67669780000
2022-12-29,68289020000
2022-12-30,67982140000
2023-01-03,68117394400
2023-01-04,67191260880
2023-01-05,67026858480
2023-01-06,68021493000
2023-01-09,67188520840
2023-01-10,67826950160
2023-01-11,68142054760
2023-01-12,67870790800
2023-01-13,65840421160
2023-01-17,66073324560
2023-01-18,64938948000
2023-01-19,63445626200
2023-01-20,63785391160
2023-01-23,63692229800
2023-01-24,64514241800
2023-01-25,62166027520
2023-01-26,62503052440
2023-01-27,62333169960
2023-01-30,62492092280
2023-01-31,63859372240
2023-02-01,63144221800
2023-02-02,63407265640
2023-02-03,63442886160
2023-02-06,63664829400
2023-02-07,63557967840
2023-02-08,62779796480
2023-02-09,62653754640
2023-02-10,63903212880
2023-02-13,63810051520
2023-02-14,63588108280
2023-02-15,63697709880
2023-02-16,63377125200
2023-02-17,64462181040
2023-02-21,63985414080
2023-02-22,64021034600
2023-02-23,63396305480
2023-02-24,63555227800
2023-02-27,63190802480
2023-02-28,62448251640
2023-03-01,62387970760
2023-03-02,63089421000
2023-03-03,63305884160
2023-03-06,63733330400
