,SRE
2013-11-26,22085228560
2013-11-27,22125219920
2013-11-29,22105224240
2013-12-02,22010244760
2013-12-03,22070231800
2013-12-04,21995248000
2013-12-05,21840281480
2013-12-06,22015243680
2013-12-09,21930262040
2013-12-10,21965254480
2013-12-11,21705310640
2013-12-12,21650322520
2013-12-13,21620329000
2013-12-16,21720307400
2013-12-17,21810287960
2013-12-18,22105224240
2013-12-19,22075230720
2013-12-20,22445150800
2013-12-23,22240195080
2013-12-24,22360169160
2013-12-26,22360169160
2013-12-27,22295183200
2013-12-30,22370167000
2013-12-31,22394666622
2014-01-02,22065333289
2014-01-03,22155151471
2014-01-06,22244969652
2014-01-07,22579292884
2014-01-08,22389676723
2014-01-09,22539373692
2014-01-10,22938565611
2014-01-13,22669111066
2014-01-14,22873696924
2014-01-15,22953535308
2014-01-16,22988464600
2014-01-17,22943555510
2014-01-21,23188060560
2014-01-22,23158121166
2014-01-23,23008424196
2014-01-24,22524403995
2014-01-27,22469515106
2014-01-28,22504444399
2014-01-29,22509434298
2014-01-30,22828787833
2014-01-31,23133171671
2014-02-03,22943555510
2014-02-04,22743959550
2014-02-05,22574302985
2014-02-06,22763919146
2014-02-07,23013414095
2014-02-10,23123191873
2014-02-11,23327777731
2014-02-12,23063313085
2014-02-13,23178080762
2014-02-14,23242949448
2014-02-18,23307818135
2014-02-19,23113212075
2014-02-20,23188060560
2014-02-21,23203030257
2014-02-24,23098242378
2014-02-25,23222989852
2014-02-26,23028383792
2014-02-27,23477474700
2014-02-28,23572282781
2014-03-03,23472484801
2014-03-04,23687050458
2014-03-05,23367696923
2014-03-06,23357717125
2014-03-07,23372686822
2014-03-10,23492444397
2014-03-11,23442545408
2014-03-12,23597232276
2014-03-13,23836747427
2014-03-14,23931555508
2014-03-17,24051313083
2014-03-18,24061292881
2014-03-19,23866686821
2014-03-20,23996424194
2014-03-21,24026363588
2014-03-24,23986444396
2014-03-25,23981454497
2014-03-26,23931555508
2014-03-27,24001414093
2014-03-28,23891636316
2014-03-31,24100407400
2014-04-01,24025685178
2014-04-02,23926055548
2014-04-03,23936018511
2014-04-04,24020703696
2014-04-07,23806499992
2014-04-08,23980851844
2014-04-09,24115351844
2014-04-10,24095425918
2014-04-11,24015722215
2014-04-14,24070518511
2014-04-15,24125314807
2014-04-16,24498925918
2014-04-17,24195055548
2014-04-21,24135277770
2014-04-22,24075499992
2014-04-23,24155203696
2014-04-24,24209999992
2014-04-25,24573648140
2014-04-28,24772907400
2014-04-29,24583611103
2014-04-30,24563685177
2014-05-01,24588592585
2014-05-02,24434166659
2014-05-05,24558703696
2014-05-06,24598555548
2014-05-07,25012018511
2014-05-08,24817740733
2014-05-09,24498925918
2014-05-12,24379370363
2014-05-13,24334537029
2014-05-14,24533796289
2014-05-15,24369407400
2014-05-16,24459074066
2014-05-19,24180111103
2014-05-20,24200037029
2014-05-21,24449111103
2014-05-22,24533796289
2014-05-23,24693203696
2014-05-27,24673277770
2014-05-28,24837666659
2014-05-29,24922351844
2014-05-30,24997074066
2014-06-02,25026962955
2014-06-03,25036925918
2014-06-04,24972166659
2014-06-05,25186370362
2014-06-06,25086740733
2014-06-09,25161462955
2014-06-10,24952240733
2014-06-11,24713129622
2014-06-12,24842648140
2014-06-13,25186370362
2014-06-16,25325851844
2014-06-17,25261092585
2014-06-18,25938574066
2014-06-19,26068092584
2014-06-20,25893740733
2014-06-23,25823999992
2014-06-24,25943555547
2014-06-25,26083037029
2014-06-26,26033222214
2014-06-27,25913666658
2014-06-30,26217669040
2014-07-01,25912230192
2014-07-02,25581755372
2014-07-03,25221237386
2014-07-07,25401496379
2014-07-08,25531683429
2014-07-09,25596776954
2014-07-10,25651856091
2014-07-11,25596776954
2014-07-14,25326388465
2014-07-15,25491625875
2014-07-16,25596776954
2014-07-17,25436546739
2014-07-18,25666877674
2014-07-21,25566733789
2014-07-22,25591769760
2014-07-23,25551712206
2014-07-24,25556719400
2014-07-25,25421525156
2014-07-28,25812086307
2014-07-29,25777035947
2014-07-30,25391481991
2014-07-31,24965870480
2014-08-01,24975884869
2014-08-04,24935827315
2014-08-05,24485179833
2014-08-06,24349985589
2014-08-07,24915798538
2014-08-08,25271309329
2014-08-11,25276316523
2014-08-12,25236258969
2014-08-13,25351424437
2014-08-14,25631827314
2014-08-15,25797064724
2014-08-18,25741985587
2014-08-19,26017381271
2014-08-20,25997352494
2014-08-21,26042417242
2014-08-22,25882187026
2014-08-25,25947280551
2014-08-26,25656863285
2014-08-27,26022388465
2014-08-28,26257726594
2014-08-29,26533122277
2014-09-02,26432978392
2014-09-03,26553151054
2014-09-04,26568172637
2014-09-05,26878618680
2014-09-08,26843568320
2014-09-09,26468028752
2014-09-10,26257726594
2014-09-11,26533122277
2014-09-12,25942273357
2014-09-15,26117525155
2014-09-16,26322820119
2014-09-17,26372892062
2014-09-18,26372892062
2014-09-19,26538129472
2014-09-22,26367884867
2014-09-23,26077467601
2014-09-24,26092489184
2014-09-25,25852143861
2014-09-26,25977323717
2014-09-29,26247712206
2014-09-30,26478954946
2014-10-01,26403573597
2014-10-02,26358344788
2014-10-03,26830734571
2014-10-06,26880988803
2014-10-07,26725200683
2014-10-08,27147336234
2014-10-09,26564387140
2014-10-10,26559361717
2014-10-13,25800522811
2014-10-14,25629658422
2014-10-15,25187421178
2014-10-16,25534175380
2014-10-17,25971387200
2014-10-20,26282963440
2014-10-21,26589514257
2014-10-22,26594539680
2014-10-23,26795556609
2014-10-24,27102107425
2014-10-27,27076980309
2014-10-28,27398607395
2014-10-29,27267946391
2014-10-30,27765463290
2014-10-31,27639827710
2014-11-03,27850895485
2014-11-04,27865971754
2014-11-05,28504200503
2014-11-06,28353437807
2014-11-07,28268005612
2014-11-10,28293132728
2014-11-11,28268005612
2014-11-12,27805666676
2014-11-13,27519217552
2014-11-14,27308149777
2014-11-17,27634802286
2014-11-18,27760437867
2014-11-19,27669980249
2014-11-20,27705158211
2014-11-21,27725259904
2014-11-24,27680031095
2014-11-25,27931302256
2014-11-26,28061963260
2014-11-28,28077039530
2014-12-01,27458912474
2014-12-02,27815717522
2014-12-03,27835819215
2014-12-04,27916225987
2014-12-05,27680031095
2014-12-08,27514192129
2014-12-09,27594598901
2014-12-10,27222717582
2014-12-11,27499115859
2014-12-12,27162412504
2014-12-15,26664895605
2014-12-16,26443776983
2014-12-17,26850836264
2014-12-18,27624751440
2014-12-19,27664954826
2014-12-22,27790590406
2014-12-23,27725259904
2014-12-24,28167497148
2014-12-26,28861005552
2014-12-29,29112276713
2014-12-30,28474047964
2014-12-31,27967999968
2015-01-02,28153850542
2015-01-05,27636482727
2015-01-06,27380310313
2015-01-07,27822333301
2015-01-08,28068459738
2015-01-09,27817310313
2015-01-12,27666620658
2015-01-13,27832379278
2015-01-14,27993114910
2015-01-15,28163896519
2015-01-16,28369839048
2015-01-20,28550666634
2015-01-21,28756609162
2015-01-22,28761632151
2015-01-23,28902275829
2015-01-26,28766655139
2015-01-27,28766655139
2015-01-28,28465275829
2015-01-29,28867114909
2015-01-30,28108643646
2015-02-02,28425091921
2015-02-03,28585827553
2015-02-04,28138781577
2015-02-05,28485367783
2015-02-06,27179390773
2015-02-09,27093999969
2015-02-10,27721873531
2015-02-11,26903126406
2015-02-12,26792620659
2015-02-13,26511333303
2015-02-17,26687137900
2015-02-18,27556114911
2015-02-19,27425517210
2015-02-20,27611367784
2015-02-23,27767080428
2015-02-24,27696758589
2015-02-25,27284873532
2015-02-26,27239666635
2015-02-27,27174367785
2015-03-02,26908149394
2015-03-03,27294919509
2015-03-04,27104045946
2015-03-05,27330080428
2015-03-06,26872988475
2015-03-09,27124137900
2015-03-10,26822758590
2015-03-11,26662022958
2015-03-12,27249712612
2015-03-13,26712252843
2015-03-16,27304965486
2015-03-17,27440586175
2015-03-18,28209103416
2015-03-19,27797218359
2015-03-20,28078505715
2015-03-23,28013206864
2015-03-24,27872563186
2015-03-25,27490816060
2015-03-26,26918195371
2015-03-27,27249712612
2015-03-30,27546068934
2015-03-31,27417548820
2015-04-01,27628801260
2015-04-02,27658980180
2015-04-06,27784725680
2015-04-07,27618741620
2015-04-08,27316952420
2015-04-09,27135878900
2015-04-10,27125819260
2015-04-13,27145938540
2015-04-14,27246534940
2015-04-15,27301862960
2015-04-16,27060431600
2015-04-17,26829059880
2015-04-20,27276713860
2015-04-21,27015163220
2015-04-22,27105699980
2015-04-23,27301862960
2015-04-24,27543294320
2015-04-27,27271684040
2015-04-28,27407489180
2015-04-29,27070491240
2015-04-30,26703314380
2015-05-01,26859238800
2015-05-04,27115759620
2015-05-05,26240570940
2015-05-06,25958901020
2015-05-07,26104765800
2015-05-08,26622837260
2015-05-11,26406555000
2015-05-12,26502121580
2015-05-13,26220451660
2015-05-14,26517211040
2015-05-15,26874328260
2015-05-18,27015163220
2015-05-19,27115759620
2015-05-20,27100670160
2015-05-21,27085580700
2015-05-22,27060431600
2015-05-26,26934686100
2015-05-27,27010133400
2015-05-28,27155998180
2015-05-29,27030252680
2015-06-01,27060431600
2015-06-02,26733493300
2015-06-03,26346197160
2015-06-04,26230511300
2015-06-05,26124885080
2015-06-08,25913632640
2015-06-09,25918662460
2015-06-10,25989079940
2015-06-11,26165123640
2015-06-12,25868364260
2015-06-15,25802976600
2015-06-16,25853274800
2015-06-17,26250630580
2015-06-18,26326077880
2015-06-19,26150034180
2015-06-22,26109795620
2015-06-23,25787887140
2015-06-24,25400591000
2015-06-25,24998205400
2015-06-26,25008265040
2015-06-29,24968026480
2015-06-30,24784969696
2015-07-01,24759919191
2015-07-02,25145696969
2015-07-06,25030464645
2015-07-07,25351111110
2015-07-08,25411232322
2015-07-09,25085575757
2015-07-10,25326060605
2015-07-13,25491393938
2015-07-14,25546505049
2015-07-15,25686787878
2015-07-16,26027474746
2015-07-17,25651717171
2015-07-20,25556525252
2015-07-21,25225858585
2015-07-22,25290989898
2015-07-23,24975353534
2015-07-24,24955313130
2015-07-27,25140686868
2015-07-28,25145696969
2015-07-29,25200808080
2015-07-30,25265939393
2015-07-31,25496404039
2015-08-03,25741898989
2015-08-04,25040484847
2015-08-05,25225858585
2015-08-06,25110626262
2015-08-07,25511434342
2015-08-10,25641696969
2015-08-11,25766949494
2015-08-12,26388202019
2015-08-13,26323070706
2015-08-14,26588606060
2015-08-17,26648727272
2015-08-18,26453333332
2015-08-19,26277979797
2015-08-20,26127676767
2015-08-21,25541494948
2015-08-24,24734868686
2015-08-25,24198787878
2015-08-26,24283959595
2015-08-27,24509414140
2015-08-28,24389171716
2015-08-31,23762909090
2015-09-01,23101575757
2015-09-02,23046464646
2015-09-03,23397171716
2015-09-04,23206787878
2015-09-08,23286949494
2015-09-09,22916202019
2015-09-10,22570505050
2015-09-11,22625616161
2015-09-14,22625616161
2015-09-15,22760888888
2015-09-16,22911191918
2015-09-17,23281939393
2015-09-18,23156686868
2015-09-21,23311999999
2015-09-22,23296969696
2015-09-23,23076525252
2015-09-24,23231838383
2015-09-25,23532444443
2015-09-28,23557494949
2015-09-29,23662707070
2015-09-30,24320244000
2015-10-01,24239780000
2015-10-02,24310186000
2015-10-05,24732622000
2015-10-06,24561636000
2015-10-07,24591810000
2015-10-08,25059507000
2015-10-09,25074594000
2015-10-12,25230493000
2015-10-13,25280783000
2015-10-14,24994130000
2015-10-15,25326044000
2015-10-16,25552349000
2015-10-19,25607668000
2015-10-20,25512117000
2015-10-21,25431653000
2015-10-22,25778654000
2015-10-23,25517146000
2015-10-26,25512117000
2015-10-27,25401479000
2015-10-28,25376334000
2015-10-29,25471885000
2015-10-30,25753509000
2015-11-02,25748480000
2015-11-03,26266467000
2015-11-04,26533004000
2015-11-05,26180974000
2015-11-06,25376334000
2015-11-09,25235522000
2015-11-10,25471885000
2015-11-11,25517146000
2015-11-12,25019275000
2015-11-13,24858347000
2015-11-16,25517146000
2015-11-17,25175174000
2015-11-18,25421595000
2015-11-19,25562407000
2015-11-20,25693161000
2015-11-23,25416566000
2015-11-24,25215406000
2015-11-25,24938811000
2015-11-27,25054478000
2015-11-30,24953898000
2015-12-01,25160087000
2015-12-02,24737651000
2015-12-03,24380592000
2015-12-04,24561636000
2015-12-07,23887750000
2015-12-08,23641329000
2015-12-09,23575952000
2015-12-10,23264154000
2015-12-11,22952356000
2015-12-14,23108255000
2015-12-15,23334560000
2015-12-16,24204577000
2015-12-17,24129142000
2015-12-18,23741909000
2015-12-21,23681561000
2015-12-22,23616184000
2015-12-23,24274983000
2015-12-24,24144229000
2015-12-28,24154287000
2015-12-29,24103997000
2015-12-30,23852547000
2015-12-31,23644807740
2016-01-04,23433558660
2016-01-05,23715224100
2016-01-06,23136804000
2016-01-07,21879369000
2016-01-08,22090618080
2016-01-11,22558383900
2016-01-12,22367253780
2016-01-13,22694186880
2016-01-14,23373201780
2016-01-15,23136804000
2016-01-19,23262547500
2016-01-20,22648919220
2016-01-21,22895376480
2016-01-22,23544212940
2016-01-25,23156922960
2016-01-26,23192131140
2016-01-27,22970822580
2016-01-28,23348053080
2016-01-29,23830908120
2016-02-01,24062276160
2016-02-02,24022038240
2016-02-03,24052216680
2016-02-04,23971740840
2016-02-05,23906354220
2016-02-08,23916413700
2016-02-09,24117603300
2016-02-10,24424417440
2016-02-11,23755462020
2016-02-12,23509004760
2016-02-16,23750432280
2016-02-17,24017008500
2016-02-18,24364060560
2016-02-19,24459625620
2016-02-22,24836856120
2016-02-23,24856975080
2016-02-24,24872064300
2016-02-25,24877094040
2016-02-26,24032097720
2016-02-29,24273525240
2016-03-01,24288614460
2016-03-02,24504893280
2016-03-03,24786558720
2016-03-04,24610517820
2016-03-07,24494833800
2016-03-08,24731231580
2016-03-09,24867034560
2016-03-10,24706082880
2016-03-11,25012897020
2016-03-14,25168818960
2016-03-15,25198997400
2016-03-16,25304621940
2016-03-17,25913220480
2016-03-18,25963517880
2016-03-21,25878012300
2016-03-22,25837774380
2016-03-23,25611436080
2016-03-24,25792506720
2016-03-28,25837774380
2016-03-29,26194885920
2016-03-30,26023874760
2016-03-31,27749333315
2016-04-01,28245333315
2016-04-04,28037333315
2016-04-05,27487999982
2016-04-06,27519999982
2016-04-07,27562666649
2016-04-08,27797333315
2016-04-11,27551999982
2016-04-12,27759999982
2016-04-13,27727999982
2016-04-14,27711999982
2016-04-15,27893333315
2016-04-18,27861333315
2016-04-19,27791999982
2016-04-20,27317333316
2016-04-21,26794666649
2016-04-22,26970666649
2016-04-25,27013333316
2016-04-26,26986666649
2016-04-27,27434666649
2016-04-28,27493333316
2016-04-29,27562666649
2016-05-02,27973333315
2016-05-03,27973333315
2016-05-04,28021333315
2016-05-05,28117333315
2016-05-06,27935999982
2016-05-09,27903999982
2016-05-10,27909333315
2016-05-11,28095999982
2016-05-12,28101333315
2016-05-13,27839999982
2016-05-16,27898666649
2016-05-17,27727999982
2016-05-18,27285333316
2016-05-19,27461333316
2016-05-20,27637333316
2016-05-23,27423999982
2016-05-24,27823999982
2016-05-25,27887999982
2016-05-26,27941333315
2016-05-27,28095999982
2016-05-31,28565333315
2016-06-01,28474666648
2016-06-02,28463999982
2016-06-03,29189333315
2016-06-06,29077333315
2016-06-07,28986666648
2016-06-08,29215999981
2016-06-09,29333333315
2016-06-10,29141333315
2016-06-13,29173333315
2016-06-14,29354666648
2016-06-15,29103999981
2016-06-16,29173333315
2016-06-17,29242666648
2016-06-20,29151999981
2016-06-21,29450666648
2016-06-22,29210666648
2016-06-23,29621333314
2016-06-24,29423999981
2016-06-27,29706666648
2016-06-28,29450666648
2016-06-29,29674666648
2016-06-30,28779218100
2016-07-01,28647967500
2016-07-05,28673208000
2016-07-06,28900372500
2016-07-07,28536909300
2016-07-08,28804458600
2016-07-11,28849891500
2016-07-12,28577294100
2016-07-13,28809506700
2016-07-14,28536909300
2016-07-15,28506620700
2016-07-18,28511668800
2016-07-19,28350129600
2016-07-20,28269360000
2016-07-21,28536909300
2016-07-22,28718640900
2016-07-25,28496524500
2016-07-26,28360225800
2016-07-27,27991714500
2016-07-28,28112868900
2016-07-29,28239071400
2016-08-01,28173446100
2016-08-02,27966474000
2016-08-03,27855415800
2016-08-04,27840271500
2016-08-05,27017431200
2016-08-08,27002286900
2016-08-09,26855892000
2016-08-10,26946757800
2016-08-11,27007335000
2016-08-12,27007335000
2016-08-15,26734737600
2016-08-16,26452044000
2016-08-17,26810459100
2016-08-18,27375846300
2016-08-19,27249643800
2016-08-22,27199162800
2016-08-23,26977046400
2016-08-24,26956854000
2016-08-25,26886180600
2016-08-26,26361178200
2016-08-29,26441947800
2016-08-30,26265264300
2016-08-31,26411659200
2016-09-01,26174398500
2016-09-02,26325841500
2016-09-06,26780170500
2016-09-07,26765026200
2016-09-08,27022479300
2016-09-09,25972474500
2016-09-12,26386418700
2016-09-13,25881608700
2016-09-14,26285456700
2016-09-15,26553006000
2016-09-16,26911421100
2016-09-19,27244595700
2016-09-20,27365750100
2016-09-21,27835223400
2016-09-22,27910944900
2016-09-23,27744357600
2016-09-26,27956377800
2016-09-27,27305172900
2016-09-28,27426327300
2016-09-29,26997238800
2016-09-30,26869157936
2016-10-03,26337790260
2016-10-04,25746267753
2016-10-05,25751280656
2016-10-06,25841512903
2016-10-07,25731229045
2016-10-10,26147299961
2016-10-11,25761306461
2016-10-12,25941770955
2016-10-13,26217480598
2016-10-14,26072106422
2016-10-17,26182390279
2016-10-18,26332777357
2016-10-19,26232519305
2016-10-20,26407970896
2016-10-21,26282648331
2016-10-24,26372880578
2016-10-25,26673654734
2016-10-26,26407970896
2016-10-27,26212467695
2016-10-28,26342803163
2016-10-31,26844093423
2016-11-01,26282648331
2016-11-02,24904100116
2016-11-03,25310145227
2016-11-04,25590867773
2016-11-07,26087145130
2016-11-08,26162338669
2016-11-09,24984306558
2016-11-10,24372732441
2016-11-11,23986738941
2016-11-14,23746119616
2016-11-15,24327616317
2016-11-16,24643429181
2016-11-17,24949216240
2016-11-18,25019396876
2016-11-21,24994332363
2016-11-22,25114642026
2016-11-23,24733661428
2016-11-25,24929164629
2016-11-28,25380325863
2016-11-29,25385338766
2016-11-30,25014383974
2016-12-01,24904100116
2016-12-02,25039448487
2016-12-05,24793816259
2016-12-06,24728648525
2016-12-07,24944203337
2016-12-08,24959242045
2016-12-09,25244977493
2016-12-12,25816448390
2016-12-13,26062080617
2016-12-14,25229938785
2016-12-15,25260016201
2016-12-16,25600893578
2016-12-19,25946783857
2016-12-20,25841512903
2016-12-21,25525700039
2016-12-22,25600893578
2016-12-23,25485596818
2016-12-27,25375312961
2016-12-28,25044461389
2016-12-29,25315158130
2016-12-30,25224925883
2017-01-03,25487280000
2017-01-04,25704000000
2017-01-05,25643520000
2017-01-06,25935840000
2017-01-09,25547760000
2017-01-10,25467120000
2017-01-11,25739280000
2017-01-12,25663680000
2017-01-13,25648560000
2017-01-17,26056800000
2017-01-18,26152560000
2017-01-19,25724160000
2017-01-20,25814880000
2017-01-23,25754400000
2017-01-24,25875360000
2017-01-25,25850160000
2017-01-26,25774560000
2017-01-27,25562880000
2017-01-30,25406640000
2017-01-31,25804800000
2017-02-01,25557840000
2017-02-02,25885440000
2017-02-03,25905600000
2017-02-06,25855200000
2017-02-07,25845120000
2017-02-08,26263440000
2017-02-09,26122320000
2017-02-10,26298720000
2017-02-13,26500320000
2017-02-14,26293680000
2017-02-15,26288640000
2017-02-16,26686800000
2017-02-17,26676720000
2017-02-21,26832960000
2017-02-22,27004320000
2017-02-23,27347040000
2017-02-24,27493200000
2017-02-27,27422640000
2017-02-28,27795600000
2017-03-01,27634320000
2017-03-02,27659520000
2017-03-03,27528480000
2017-03-06,27704880000
2017-03-07,27866160000
2017-03-08,27326880000
2017-03-09,27231120000
2017-03-10,27568800000
2017-03-13,27659520000
2017-03-14,27508320000
2017-03-15,28032480000
2017-03-16,27760320000
2017-03-17,27911520000
2017-03-20,27820800000
2017-03-21,28037520000
2017-03-22,28208880000
2017-03-23,28118160000
2017-03-24,28344960000
2017-03-27,28123200000
2017-03-28,28244160000
2017-03-29,28042560000
2017-03-30,27780480000
2017-03-31,27785922310
2017-04-03,27624990271
2017-04-04,27755747552
2017-04-05,27519378621
2017-04-06,27599844640
2017-04-07,27579728135
2017-04-10,27826155319
2017-04-11,27780893184
2017-04-12,28027320368
2017-04-13,28037378620
2017-04-17,28228485416
2017-04-18,28288834931
2017-04-19,28037378620
2017-04-20,28238543669
2017-04-21,28293864057
2017-04-24,28489999979
2017-04-25,28570465999
2017-04-26,28414563086
2017-04-27,28520174736
2017-04-28,28419592212
2017-05-01,28112815513
2017-05-02,28198310659
2017-05-03,28017262115
2017-05-04,28007203863
2017-05-05,28203339785
2017-05-08,28148019397
2017-05-09,28047436873
2017-05-10,28077611630
2017-05-11,28007203863
2017-05-12,28067553378
2017-05-15,28153048523
2017-05-16,27816097067
2017-05-17,27801009688
2017-05-18,27851300950
2017-05-19,28037378620
2017-05-22,28384388329
2017-05-23,28484970853
2017-05-24,28605669882
2017-05-25,28806834930
2017-05-26,28786718426
2017-05-30,29083436872
2017-05-31,29294660173
2017-06-01,29455592211
2017-06-02,29546116483
2017-06-05,29531029105
2017-06-06,29440504833
2017-06-07,29536058231
2017-06-08,29053262115
2017-06-09,28917475707
2017-06-12,28847067940
2017-06-13,28781689299
2017-06-14,28771631047
2017-06-15,28912446581
2017-06-16,29269514542
2017-06-19,29163902891
2017-06-20,29048232988
2017-06-21,28635844639
2017-06-22,28510116484
2017-06-23,28369300950
2017-06-26,28676077649
2017-06-27,28595611630
2017-06-28,28459825222
2017-06-29,28414563086
2017-06-30,28569324640
2017-07-03,28422373520
2017-07-05,28158874960
2017-07-06,28103134880
2017-07-07,28006856560
2017-07-10,28067663920
2017-07-11,28093000320
2017-07-12,28250086000
2017-07-13,28280489680
2017-07-14,28417306240
2017-07-17,28386902560
2017-07-18,28427440800
2017-07-19,28614930160
2017-07-20,28898697840
2017-07-21,29121658160
2017-07-24,28716275760
2017-07-25,28569324640
2017-07-26,28716275760
2017-07-27,28650401120
2017-07-28,28640266560
2017-07-31,28635199280
2017-08-01,29010178000
2017-08-02,29146994560
2017-08-03,29400358560
2017-08-04,29694260800
2017-08-07,29673991680
2017-08-08,29770270000
2017-08-09,29577713360
2017-08-10,29405425840
2017-08-11,29293945680
2017-08-14,29501704160
2017-08-15,29592915200
2017-08-16,29633453440
2017-08-17,29339551200
2017-08-18,29532107840
2017-08-21,29998297600
2017-08-22,29967893920
2017-08-23,30059104960
2017-08-24,30170585120
2017-08-25,30160450560
2017-08-28,30206056080
2017-08-29,30094575920
2017-08-30,29836144640
2017-08-31,29881750160
2017-09-01,29881750160
2017-09-05,29805740960
2017-09-06,29694260800
2017-09-07,30145248720
2017-09-08,30190854240
2017-09-11,30418881840
2017-09-12,29983095760
2017-09-13,29927355680
2017-09-14,30175652400
2017-09-15,30226325200
2017-09-18,29810808240
2017-09-19,29790539120
2017-09-20,29537175120
2017-09-21,29369954880
2017-09-22,29375022160
2017-09-25,29613184320
2017-09-26,29456098640
2017-09-27,29010178000
2017-09-28,29030447120
2017-09-29,28918966960
2017-10-02,28676993005
2017-10-03,28651833334
2017-10-04,28822919097
2017-10-05,28183863454
2017-10-06,28168767651
2017-10-09,28339853414
2017-10-10,28636737532
2017-10-11,28918525847
2017-10-12,29175154491
2017-10-13,28903430044
2017-10-16,28797759426
2017-10-17,28692088808
2017-10-18,28445524032
2017-10-19,28707184611
2017-10-20,28717248479
2017-10-23,28792727492
2017-10-24,28923557781
2017-10-25,28762535887
2017-10-26,28963813255
2017-10-27,29094643544
2017-10-30,29552549556
2017-10-31,29562613425
2017-11-01,29346240254
2017-11-02,29643124372
2017-11-03,29934976555
2017-11-06,29909816884
2017-11-07,30322435489
2017-11-08,30453265778
2017-11-09,30538808659
2017-11-10,30478425449
2017-11-13,30684734751
2017-11-14,30755181830
2017-11-15,30297275818
2017-11-16,30156381660
2017-11-17,30070838779
2017-11-20,29889689148
2017-11-21,29894721082
2017-11-22,29854465608
2017-11-24,29864529477
2017-11-27,30050711042
2017-11-28,30085934581
2017-11-29,30257020344
2017-11-30,30443201910
2017-12-01,30312371620
2017-12-04,30317403555
2017-12-05,29240569636
2017-12-06,29265729307
2017-12-07,29295920912
2017-12-08,29361336057
2017-12-11,29698475648
2017-12-12,28858142637
2017-12-13,28994004860
2017-12-14,29129867083
2017-12-15,29321080583
2017-12-18,28953749386
2017-12-19,28229150862
2017-12-20,28163735717
2017-12-21,26900720233
2017-12-22,27252955627
2017-12-26,27157348877
2017-12-27,27132189206
2017-12-28,26940975706
2017-12-29,26900720233
2018-01-02,27339866400
2018-01-03,28061248600
2018-01-04,27874415800
2018-01-05,28144285400
2018-01-08,28149475200
2018-01-09,27926313800
2018-01-10,27817328000
2018-01-11,27687583000
2018-01-12,27739481000
2018-01-16,27780999400
2018-01-17,27661634000
2018-01-18,27511129800
2018-01-19,27505940000
2018-01-22,27262019400
2018-01-23,27563027800
2018-01-24,27422903200
2018-01-25,27609736000
2018-01-26,27386574600
2018-01-29,27106325400
2018-01-30,27464421600
2018-01-31,27770619800
2018-02-01,27646064600
2018-02-02,27396954200
2018-02-05,27054427400
2018-02-06,26831266000
2018-02-07,27012909000
2018-02-08,26820886400
2018-02-09,27537078800
2018-02-12,27666823800
2018-02-13,27718721800
2018-02-14,27371005200
2018-02-15,28019730200
2018-02-16,28289599800
2018-02-20,27905554600
2018-02-21,27360625600
2018-02-22,27672013600
2018-02-23,28434914200
2018-02-26,28419344800
2018-02-27,28554279600
2018-02-28,28279220200
2018-03-01,27931503600
2018-03-02,27791379000
2018-03-05,28725543000
2018-03-06,28377826400
2018-03-07,28170234400
2018-03-08,28492002000
2018-03-09,28305169200
2018-03-12,28481622400
2018-03-13,28725543000
2018-03-14,29286041400
2018-03-15,29114778000
2018-03-16,29327559800
2018-03-19,29177055600
2018-03-20,28699594000
2018-03-21,28652885800
2018-03-22,28678834800
2018-03-23,28279220200
2018-03-26,28538710200
2018-03-27,28850098200
2018-03-28,28632126600
2018-03-29,28860477800
2018-04-02,29279287180
2018-04-03,29077251060
2018-04-04,29332454580
2018-04-05,29651458980
2018-04-06,29545124180
2018-04-09,29715259860
2018-04-10,29688676160
2018-04-11,29507907000
2018-04-12,29316504360
2018-04-13,29406888940
2018-04-16,29720576600
2018-04-17,29933246200
2018-04-18,29667409200
2018-04-19,29343088060
2018-04-20,29194219340
2018-04-23,29055984100
2018-04-24,29215486300
2018-04-25,29061300840
2018-04-26,29343088060
2018-04-27,29678042680
2018-04-30,29720576600
2018-05-01,29683359420
2018-05-02,29550440920
2018-05-03,29619558540
2018-05-04,29720576600
2018-05-07,29422839160
2018-05-08,28295690280
2018-05-09,27950102180
2018-05-10,28285056800
2018-05-11,28465825960
2018-05-14,28316957240
2018-05-15,27976685880
2018-05-16,27471595580
2018-05-17,27163224660
2018-05-18,27110057260
2018-05-21,27285509680
2018-05-22,27498179280
2018-05-23,27875667820
2018-05-24,27971369140
2018-05-25,27966052400
2018-05-29,28125554600
2018-05-30,28242522880
2018-05-31,28322273980
2018-06-01,27726799100
2018-06-04,27487545800
2018-06-05,27333360340
2018-06-06,26775102640
2018-06-07,26785736120
2018-06-08,26966505280
2018-06-11,31156096400
2018-06-12,31140146180
2018-06-13,30310734740
2018-06-14,30124648840
2018-06-15,29752477040
2018-06-18,29954513160
2018-06-19,30114015360
2018-06-20,29922612720
2018-06-21,30066164700
2018-06-22,30608472180
2018-06-25,31001910940
2018-06-26,30767974380
2018-06-27,30821141780
2018-06-28,30603155440
2018-06-29,30868992440
2018-07-02,31878294780
2018-07-03,32038320840
2018-07-05,32363891100
2018-07-06,32496326460
2018-07-09,31905885480
2018-07-10,32363891100
2018-07-11,31916921760
2018-07-12,31905885480
2018-07-13,32148683640
2018-07-16,31938994320
