,AES
2013-12-02,10751210000
2013-12-03,11055840000
2013-12-04,11375330000
2013-12-05,10951820000
2013-12-06,11159860000
2013-12-09,10929530000
2013-12-10,10766070000
2013-12-11,10639760000
2013-12-12,10290550000
2013-12-13,10164240000
2013-12-16,10372280000
2013-12-17,10357420000
2013-12-18,10558030000
2013-12-19,10491160000
2013-12-20,10639760000
2013-12-23,10691770000
2013-12-24,10751210000
2013-12-26,10743780000
2013-12-27,10736350000
2013-12-30,10743780000
2013-12-31,10505240000
2014-01-02,10331480000
2014-01-03,10280800000
2014-01-06,10382160000
2014-01-07,10563160000
2014-01-08,10353200000
2014-01-09,10469040000
2014-01-10,10519720000
2014-01-13,10324240000
2014-01-14,10454560000
2014-01-15,10353200000
2014-01-16,10360440000
2014-01-17,10353200000
2014-01-21,10447320000
2014-01-22,10476280000
2014-01-23,10273560000
2014-01-24,9933280000
2014-01-27,9875360000
2014-01-28,10114280000
2014-01-29,9955000000
2014-01-30,10099800000
2014-01-31,10179440000
2014-02-03,9926040000
2014-02-04,10012920000
2014-02-05,10020160000
2014-02-06,10107040000
2014-02-07,10179440000
2014-02-10,10172200000
2014-02-11,10374920000
2014-02-12,10360440000
2014-02-13,10490760000
2014-02-14,10584880000
2014-02-18,10686240000
2014-02-19,10432840000
2014-02-20,10512480000
2014-02-21,10592120000
2014-02-24,10331480000
2014-02-25,10345960000
2014-02-26,10259080000
2014-02-27,9976720000
2014-02-28,9882600000
2014-03-03,10034640000
2014-03-04,10099800000
2014-03-05,10164960000
2014-03-06,10128760000
2014-03-07,10172200000
2014-03-10,10020160000
2014-03-11,9853640000
2014-03-12,10020160000
2014-03-13,10020160000
2014-03-14,9998440000
2014-03-17,10070840000
2014-03-18,10150480000
2014-03-19,10012920000
2014-03-20,10114280000
2014-03-21,10056360000
2014-03-24,10041880000
2014-03-25,10085320000
2014-03-26,9940520000
2014-03-27,10150480000
2014-03-28,10345960000
2014-03-31,10353000000
2014-04-01,10374750000
2014-04-02,10331250000
2014-04-03,10331250000
2014-04-04,10389250000
2014-04-07,10287750000
2014-04-08,10425500000
2014-04-09,10367500000
2014-04-10,10461750000
2014-04-11,10258750000
2014-04-14,10374750000
2014-04-15,10389250000
2014-04-16,10403750000
2014-04-17,10338500000
2014-04-21,10251500000
2014-04-22,10251500000
2014-04-23,10353000000
2014-04-24,10519750000
2014-04-25,10469000000
2014-04-28,10403750000
2014-04-29,10382000000
2014-04-30,10476250000
2014-05-01,10679250000
2014-05-02,10389250000
2014-05-05,10360250000
2014-05-06,10287750000
2014-05-07,10490750000
2014-05-08,10208000000
2014-05-09,10179000000
2014-05-12,10157250000
2014-05-13,10215250000
2014-05-14,10280500000
2014-05-15,10295000000
2014-05-16,10309500000
2014-05-19,10150000000
2014-05-20,10026750000
2014-05-21,9845500000
2014-05-22,9918000000
2014-05-23,9867250000
2014-05-27,9983250000
2014-05-28,10055750000
2014-05-29,10121000000
2014-05-30,10222500000
2014-06-02,10222500000
2014-06-03,10287750000
2014-06-04,10128250000
2014-06-05,10353000000
2014-06-06,10483500000
2014-06-09,10432750000
2014-06-10,10360250000
2014-06-11,10316750000
2014-06-12,10273250000
2014-06-13,10295000000
2014-06-16,10461750000
2014-06-17,10556000000
2014-06-18,10896750000
2014-06-19,11027250000
2014-06-20,11063500000
2014-06-23,11078000000
2014-06-24,11020000000
2014-06-25,11107000000
2014-06-26,11201250000
2014-06-27,11259250000
2014-06-30,11211550000
2014-07-01,11225970000
2014-07-02,11132240000
2014-07-03,11146660000
2014-07-07,11132240000
2014-07-08,11168290000
2014-07-09,11088980000
2014-07-10,11197130000
2014-07-11,11110610000
2014-07-14,10951990000
2014-07-15,10923150000
2014-07-16,10995250000
2014-07-17,10865470000
2014-07-18,10951990000
2014-07-21,10923150000
2014-07-22,10973620000
2014-07-23,10959200000
2014-07-24,11016880000
2014-07-25,10879890000
2014-07-28,10966410000
2014-07-29,10887100000
2014-07-30,10807790000
2014-07-31,10533810000
2014-08-01,10598700000
2014-08-04,10678010000
2014-08-05,10454500000
2014-08-06,10353560000
2014-08-07,10375190000
2014-08-08,10634750000
2014-08-11,10497760000
2014-08-12,10519390000
2014-08-13,10584280000
2014-08-14,10750110000
2014-08-15,10678010000
2014-08-18,10634750000
2014-08-19,10742900000
2014-08-20,10851050000
2014-08-21,10865470000
2014-08-22,10829420000
2014-08-25,10930360000
2014-08-26,10836630000
2014-08-27,10843840000
2014-08-28,10887100000
2014-08-29,10944780000
2014-09-02,10778950000
2014-09-03,10497760000
2014-09-04,10584280000
2014-09-05,10735690000
2014-09-08,10771740000
2014-09-09,10627540000
2014-09-10,10440080000
2014-09-11,10468920000
2014-09-12,10389610000
2014-09-15,10382400000
2014-09-16,10504970000
2014-09-17,10432870000
2014-09-18,10432870000
2014-09-19,10598700000
2014-09-22,10490550000
2014-09-23,10461710000
2014-09-24,10425660000
2014-09-25,10202150000
2014-09-26,10252620000
2014-09-29,10245410000
2014-09-30,10072689661
2014-10-01,10086896557
2014-10-02,10044275867
2014-10-03,10044275867
2014-10-06,10157931040
2014-10-07,10115310350
2014-10-08,9973241385
2014-10-09,9568344833
2014-10-10,9412068971
2014-10-13,9333931039
2014-10-14,9383655177
2014-10-15,9120827591
2014-10-16,9220275867
2014-10-17,9440482764
2014-10-20,9490206902
2014-10-21,9596758626
2014-10-22,9682000005
2014-10-23,9653586212
2014-10-24,9753034488
2014-10-27,9532827591
2014-10-28,9660689660
2014-10-29,9525724143
2014-10-30,9909310350
2014-10-31,9994551729
2014-11-03,10030068971
2014-11-04,9774344833
2014-11-05,9909310350
2014-11-06,9277103453
2014-11-07,9561241384
2014-11-10,9682000005
2014-11-11,9582551729
2014-11-12,9547034488
2014-11-13,9724620695
2014-11-14,9568344833
2014-11-17,9774344833
2014-11-18,9760137936
2014-11-19,9888000005
2014-11-20,9895103454
2014-11-21,10015862074
2014-11-24,10001655178
2014-11-25,9888000005
2014-11-26,9816965522
2014-11-28,9852482764
2014-12-01,9696206902
2014-12-02,9831172419
2014-12-03,9809862074
2014-12-04,9760137936
2014-12-05,9717517247
2014-12-08,9660689660
2014-12-09,9845379316
2014-12-10,9490206902
2014-12-11,9383655177
2014-12-12,9440482764
2014-12-15,9241586212
2014-12-16,9085310350
2014-12-17,9326827591
2014-12-18,9383655177
2014-12-19,9589655178
2014-12-22,9703310350
2014-12-23,9696206902
2014-12-24,9809862074
2014-12-26,10101103454
2014-12-29,10207655178
2014-12-30,9959034488
2014-12-31,9694080000
2015-01-02,9644800000
2015-01-05,9370240000
2015-01-06,9159040000
2015-01-07,9173120000
2015-01-08,9313920000
2015-01-09,9081600000
2015-01-12,9067520000
2015-01-13,9166080000
2015-01-14,9250560000
2015-01-15,9222400000
2015-01-16,9412480000
2015-01-20,9215360000
2015-01-21,9292800000
2015-01-22,9095680000
2015-01-23,8926720000
2015-01-26,8961920000
2015-01-27,8961920000
2015-01-28,8673280000
2015-01-29,8757760000
2015-01-30,8602880000
2015-02-02,8701440000
2015-02-03,8785920000
2015-02-04,8814080000
2015-02-05,8919680000
2015-02-06,8497280000
2015-02-09,8342400000
2015-02-10,8560640000
2015-02-11,8398720000
2015-02-12,8349440000
2015-02-13,8349440000
2015-02-17,8194560000
2015-02-18,8328320000
2015-02-19,8342400000
2015-02-20,8370560000
2015-02-23,8391680000
2015-02-24,8532479999
2015-02-25,8448000000
2015-02-26,8891520000
2015-02-27,9130880000
2015-03-02,8905600000
2015-03-03,9152000000
2015-03-04,8976000000
2015-03-05,8940800000
2015-03-06,8609920000
2015-03-09,8581760000
2015-03-10,8532479999
2015-03-11,8483200000
2015-03-12,8518400000
2015-03-13,8391680000
2015-03-16,8455040000
2015-03-17,8581760000
2015-03-18,8898560000
2015-03-19,8814080000
2015-03-20,9039360000
2015-03-23,9067520000
2015-03-24,8933760000
2015-03-25,8800000000
2015-03-26,8771840000
2015-03-27,8785920000
2015-03-30,8968960000
2015-03-31,8905050000
2015-04-01,8891190000
2015-04-02,8898120000
2015-04-06,9237690000
2015-04-07,9106020000
2015-04-08,9092160000
2015-04-09,9043650000
2015-04-10,9147600000
2015-04-13,8988210000
2015-04-14,9196110000
2015-04-15,9251550000
2015-04-16,9203040000
2015-04-17,9119880000
2015-04-20,9175320000
2015-04-21,9237690000
2015-04-22,9397080000
2015-04-23,9223830000
2015-04-24,9327780000
2015-04-27,9182250000
2015-04-28,9279270000
2015-04-29,9320850000
2015-04-30,9182250000
2015-05-01,9196110000
2015-05-04,9452520000
2015-05-05,9341640000
2015-05-06,9320850000
2015-05-07,9383220000
2015-05-08,9466380000
2015-05-11,9480240000
2015-05-12,9501030000
2015-05-13,9258480000
2015-05-14,9383220000
2015-05-15,9494100000
2015-05-18,9521820000
2015-05-19,9438660000
2015-05-20,9445590000
2015-05-21,9549540000
2015-05-22,9494100000
2015-05-26,9300060000
2015-05-27,9313920000
2015-05-28,9237690000
2015-05-29,9424800000
2015-06-01,9452520000
2015-06-02,9320850000
2015-06-03,9112950000
2015-06-04,9022860000
2015-06-05,9112950000
2015-06-08,9064440000
2015-06-09,9362430000
2015-06-10,9230760000
2015-06-11,9369360000
2015-06-12,9251550000
2015-06-15,9313920000
2015-06-16,9410940000
2015-06-17,9473310000
2015-06-18,9598050000
2015-06-19,9598050000
2015-06-22,9660420000
2015-06-23,9501030000
2015-06-24,9452520000
2015-06-25,9376290000
2015-06-26,9327780000
2015-06-29,9119880000
2015-06-30,9003540000
2015-07-01,8956010000
2015-07-02,9030700000
2015-07-06,8962800000
2015-07-07,8989960000
2015-07-08,8765890000
2015-07-09,8833790000
2015-07-10,8894900000
2015-07-13,8860950000
2015-07-14,8908480000
2015-07-15,8949220000
2015-07-16,9064650000
2015-07-17,8969590000
2015-07-20,8881320000
2015-07-21,8786260000
2015-07-22,8942430000
2015-07-23,8786260000
2015-07-24,8684410000
2015-07-27,8779470000
2015-07-28,8670830000
2015-07-29,8711570000
2015-07-30,8616510000
2015-07-31,8691200000
2015-08-03,8643670000
2015-08-04,8528240000
2015-08-05,8548610000
2015-08-06,8555400000
2015-08-07,8582560000
2015-08-10,8609720000
2015-08-11,8385650000
2015-08-12,8867740000
2015-08-13,8596140000
2015-08-14,8697990000
2015-08-17,8738730000
2015-08-18,8704780000
2015-08-19,8514659999
2015-08-20,8358490000
2015-08-21,8148000000
2015-08-24,7828870000
2015-08-25,7699860000
2015-08-26,7910350000
2015-08-27,8059729999
2015-08-28,8215900000
2015-08-31,8148000000
2015-09-01,7767760000
2015-09-02,7686280000
2015-09-03,7767760000
2015-09-04,7489370000
2015-09-08,7686280000
2015-09-09,7672700000
2015-09-10,7631960000
2015-09-11,7557270000
2015-09-14,7516530000
2015-09-15,7550479999
2015-09-16,7591220000
2015-09-17,7584430000
2015-09-18,7428260000
2015-09-21,7319620000
2015-09-22,7115920000
2015-09-23,6885060000
2015-09-24,6790000000
2015-09-25,6762840000
2015-09-28,6660990000
2015-09-29,6423340000
2015-09-30,6401153847
2015-10-01,6466538463
2015-10-02,6597307693
2015-10-05,6715000001
2015-10-06,6839230770
2015-10-07,6885000001
2015-10-08,7035384617
2015-10-09,7009230770
2015-10-12,7002692309
2015-10-13,6950384617
2015-10-14,6911153847
2015-10-15,7048461540
2015-10-16,7048461540
2015-10-19,7022307693
2015-10-20,7113846155
2015-10-21,7035384617
2015-10-22,7218461540
2015-10-23,7225000001
2015-10-26,7113846155
2015-10-27,7107307693
2015-10-28,7270769232
2015-10-29,7192307694
2015-10-30,7159615386
2015-11-02,7205384617
2015-11-03,7146538463
2015-11-04,7074615386
2015-11-05,6460000001
2015-11-06,6669230770
2015-11-09,6473076924
2015-11-10,6584230770
2015-11-11,6571153847
2015-11-12,6361923078
2015-11-13,6407692309
2015-11-16,6414230770
2015-11-17,6237692309
2015-11-18,6361923078
2015-11-19,6257307693
2015-11-20,6322692309
2015-11-23,6316153847
2015-11-24,6473076924
2015-11-25,6460000001
2015-11-27,6531923078
2015-11-30,6531923078
2015-12-01,6525384616
2015-12-02,6276923078
2015-12-03,6224615386
2015-12-04,6093846155
2015-12-07,6021923078
2015-12-08,6015384616
2015-12-09,6054615386
2015-12-10,6067692309
2015-12-11,5865000001
2015-12-14,5773461539
2015-12-15,6048076924
2015-12-16,6126538462
2015-12-17,6015384616
2015-12-18,5923846155
2015-12-21,5989230770
2015-12-22,6074230770
2015-12-23,6237692309
2015-12-24,6263846155
2015-12-28,6185384616
2015-12-29,6283461539
2015-12-30,6211538463
2015-12-31,6325770000
2016-01-04,6233230000
2016-01-05,6319160000
2016-01-06,6101030000
2016-01-07,5949000000
2016-01-08,6034930000
2016-01-11,5968830000
2016-01-12,5783750000
2016-01-13,5711040000
2016-01-14,5849850000
2016-01-15,5644939999
2016-01-19,5763920000
2016-01-20,5697819999
2016-01-21,6021710000
2016-01-22,6061370000
2016-01-25,5777140000
2016-01-26,5975439999
2016-01-27,6001880000
2016-01-28,6054760000
2016-01-29,6279500000
2016-02-01,6253060000
2016-02-02,6140689999
2016-02-03,6444750000
2016-02-04,6477800000
2016-02-05,6444750000
2016-02-08,6239840000
2016-02-09,6286110000
2016-02-10,6299330000
2016-02-11,5949000000
2016-02-12,6061370000
2016-02-16,6200180000
2016-02-17,6358819999
2016-02-18,6411700000
2016-02-19,6220010000
2016-02-22,6471189999
2016-02-23,6332380000
2016-02-24,6629830000
2016-02-25,6590170000
2016-02-26,6524069999
2016-02-29,6477800000
2016-03-01,6689319999
2016-03-02,6795080000
2016-03-03,6907450000
2016-03-04,7132189999
2016-03-07,7198290000
2016-03-08,7019819999
2016-03-09,6940500000
2016-03-10,7145410000
2016-03-11,7211510000
2016-03-14,7244560000
2016-03-15,7251170000
2016-03-16,7528790000
2016-03-17,7621330000
2016-03-18,7680819999
2016-03-21,7627939999
2016-03-22,7627939999
2016-03-23,7469300000
2016-03-24,7647770000
2016-03-28,7542010000
2016-03-29,7700650000
2016-03-30,7680819999
2016-03-31,7596250000
2016-04-01,7448187500
2016-04-04,7313000000
2016-04-05,7126312500
2016-04-06,7132750000
2016-04-07,6991125000
2016-04-08,7055500000
2016-04-11,7094125000
2016-04-12,7184250000
2016-04-13,7229312500
2016-04-14,7235750000
2016-04-15,7242187500
2016-04-18,7280812500
2016-04-19,7403125000
2016-04-20,7255062500
2016-04-21,7152062500
2016-04-22,7197125000
2016-04-25,7081250000
2016-04-26,7216437500
2016-04-27,7325875000
2016-04-28,7158499999
2016-04-29,7184250000
2016-05-02,7274375000
2016-05-03,7164937500
2016-05-04,7184250000
2016-05-05,7126312500
2016-05-06,7132750000
2016-05-09,7184250000
2016-05-10,7370937500
2016-05-11,7287250000
2016-05-12,7255062500
2016-05-13,7184250000
2016-05-16,7152062500
2016-05-17,7094125000
2016-05-18,6907437500
2016-05-19,6913875000
2016-05-20,7010437500
2016-05-23,6913875000
2016-05-24,7023312500
2016-05-25,7061937500
2016-05-26,7010437500
2016-05-27,7152062500
2016-05-31,7139187500
2016-06-01,7042625000
2016-06-02,6978250000
2016-06-03,7222875000
2016-06-06,7332312500
2016-06-07,7409562500
2016-06-08,7358062500
2016-06-09,7364500000
2016-06-10,7210000000
2016-06-13,7190687500
2016-06-14,7158499999
2016-06-15,7119875000
2016-06-16,7248625000
2016-06-17,7473937500
2016-06-20,7628437500
2016-06-21,7731437500
2016-06-22,7718562500
2016-06-23,7789375000
2016-06-24,7654187500
2016-06-27,7345187500
2016-06-28,7589812499
2016-06-29,7744312500
2016-06-30,8224320000
2016-07-01,8125470000
2016-07-05,8039800000
2016-07-06,8059570000
2016-07-07,7973900000
2016-07-08,8118880000
2016-07-11,8270450000
2016-07-12,8224320000
2016-07-13,8323170000
2016-07-14,8250680000
2016-07-15,8323170000
2016-07-18,8283630000
2016-07-19,8244090000
2016-07-20,8277040000
2016-07-21,8296810000
2016-07-22,8336350000
2016-07-25,8349530000
2016-07-26,8309990000
2016-07-27,8151829999
2016-07-28,8072750000
2016-07-29,8138650000
2016-08-01,8020030000
2016-08-02,8026620000
2016-08-03,8171600000
2016-08-04,8178190000
2016-08-05,8059570000
2016-08-08,8026620000
2016-08-09,7954130000
2016-08-10,8026620000
2016-08-11,8066160000
2016-08-12,8052980000
2016-08-15,7967310000
2016-08-16,7908000000
2016-08-17,8092520000
2016-08-18,8237500000
2016-08-19,8052980000
2016-08-22,8099109999
2016-08-23,8026620000
2016-08-24,7960720000
2016-08-25,7980490000
2016-08-26,7921180000
2016-08-29,8006850000
2016-08-30,7921180000
2016-08-31,7954130000
2016-09-01,7914590000
2016-09-02,8059570000
2016-09-06,8461560000
2016-09-07,8586770000
2016-09-08,8534050000
2016-09-09,8125470000
2016-09-12,8296810000
2016-09-13,8165010000
2016-09-14,8118880000
2016-09-15,8270450000
2016-09-16,8263859999
2016-09-19,8369300000
2016-09-20,8422020000
2016-09-21,8632900000
2016-09-22,8692210000
2016-09-23,8738340000
2016-09-26,8646080000
2016-09-27,8619720000
2016-09-28,8665850000
2016-09-29,8501100000
2016-09-30,8336154915
2016-10-03,8089638272
2016-10-04,7752299707
2016-10-05,7693914186
2016-10-06,7564168584
2016-10-07,7518757624
2016-10-10,7570655865
2016-10-11,7473346663
2016-10-12,7570655865
2016-10-13,7609579545
2016-10-14,7505783064
2016-10-17,7596604985
2016-10-18,7700401466
2016-10-19,7862583469
2016-10-20,7817172508
2016-10-21,7797710668
2016-10-24,7817172508
2016-10-25,7797710668
2016-10-26,7784736108
2016-10-27,7667965066
2016-10-28,7557681304
2016-10-31,7635528665
2016-11-01,7557681304
2016-11-02,7434422983
2016-11-03,7622554105
2016-11-04,7856096188
2016-11-07,8050714591
2016-11-08,8063689151
2016-11-09,7791223388
2016-11-10,7440910263
2016-11-11,7304677381
2016-11-14,7278728260
2016-11-15,7486321223
2016-11-16,7363062902
2016-11-17,7414961142
2016-11-18,7395499302
2016-11-21,7492808503
2016-11-22,7401986582
2016-11-23,7356575622
2016-11-25,7544706744
2016-11-28,7745812427
2016-11-29,7706888746
2016-11-30,7427935703
2016-12-01,7155469939
2016-12-02,7252779140
2016-12-05,7356575622
2016-12-06,7350088341
2016-12-07,7538219464
2016-12-08,7680939626
2016-12-09,7732837867
2016-12-12,7791223388
2016-12-13,7907994429
2016-12-14,7745812427
2016-12-15,7654990506
2016-12-16,7622554105
2016-12-19,7680939626
2016-12-20,7745812427
2016-12-21,7771761547
2016-12-22,7642015946
2016-12-23,7609579545
2016-12-27,7693914186
2016-12-28,7551194024
2016-12-29,7590117705
2016-12-30,7538219464
2017-01-03,7683940000
2017-01-04,7618040000
2017-01-05,7519190000
2017-01-06,7789380000
2017-01-09,7598270000
2017-01-10,7466470000
2017-01-11,7756430000
2017-01-12,7631220000
2017-01-13,7723480000
2017-01-17,7848690000
2017-01-18,7861870000
2017-01-19,7730070000
2017-01-20,7519190000
2017-01-23,7393980000
2017-01-24,7492829999
2017-01-25,7492829999
2017-01-26,7393980000
2017-01-27,7512600000
2017-01-30,7387390000
2017-01-31,7538960000
2017-02-01,7407160000
2017-02-02,7459880000
2017-02-03,7492829999
2017-02-06,7440109999
2017-02-07,7532370000
2017-02-08,7637810000
2017-02-09,7558730000
2017-02-10,7650990000
2017-02-13,7697120000
2017-02-14,7571910000
2017-02-15,7618040000
2017-02-16,7677350000
2017-02-17,7552140000
2017-02-21,7763020000
2017-02-22,7644400000
2017-02-23,7743250000
2017-02-24,7861870000
2017-02-27,7341260000
2017-02-28,7591680000
2017-03-01,7479650000
2017-03-02,7664170000
2017-03-03,7611450000
2017-03-06,7591680000
2017-03-07,7466470000
2017-03-08,7295130000
2017-03-09,7288540000
2017-03-10,7347850000
2017-03-13,7262180000
2017-03-14,7249000000
2017-03-15,7453290000
2017-03-16,7446700000
2017-03-17,7552140000
2017-03-20,7380800000
2017-03-21,7446700000
2017-03-22,7347850000
2017-03-23,7367620000
2017-03-24,7400570000
2017-03-27,7334670000
2017-03-28,7453290000
2017-03-29,7413750000
2017-03-30,7301720000
2017-03-31,7378800000
2017-04-03,7385400000
2017-04-04,7438200000
2017-04-05,7365600000
2017-04-06,7365600000
2017-04-07,7286399999
2017-04-10,7359000000
2017-04-11,7464600000
2017-04-12,7504199999
2017-04-13,7497600000
2017-04-17,7543800000
2017-04-18,7530600000
2017-04-19,7504199999
2017-04-20,7537200000
2017-04-21,7510800000
2017-04-24,7649400000
2017-04-25,7669199999
2017-04-26,7557000000
2017-04-27,7451399999
2017-04-28,7464600000
2017-05-01,7464600000
2017-05-02,7458000000
2017-05-03,7385400000
2017-05-04,7319400000
2017-05-05,7471200000
2017-05-08,7464600000
2017-05-09,7484400000
2017-05-10,7636200000
2017-05-11,7570200000
2017-05-12,7477800000
2017-05-15,7524000000
2017-05-16,7471200000
2017-05-17,7477800000
2017-05-18,7378800000
2017-05-19,7392000000
2017-05-22,7497600000
2017-05-23,7504199999
2017-05-24,7755000000
2017-05-25,7774800000
2017-05-26,7781399999
2017-05-30,7722000000
2017-05-31,7708800000
2017-06-01,7887000000
2017-06-02,7860600000
2017-06-05,7728600000
2017-06-06,7860600000
2017-06-07,7636200000
2017-06-08,7629600000
2017-06-09,7735200000
2017-06-12,7755000000
2017-06-13,7873800000
2017-06-14,7860600000
2017-06-15,7867200000
2017-06-16,7867200000
2017-06-19,7860600000
2017-06-20,7854000000
2017-06-21,7702200000
2017-06-22,7636200000
2017-06-23,7629600000
2017-06-26,7708800000
2017-06-27,7590000000
2017-06-28,7477800000
2017-06-29,7365600000
2017-06-30,7332600000
2017-07-03,7266600000
2017-07-05,7174199999
2017-07-06,7048800000
2017-07-07,7101600000
2017-07-10,7220400000
2017-07-11,7213800000
2017-07-12,7326000000
2017-07-13,7273200000
2017-07-14,7279800000
2017-07-17,7339199999
2017-07-18,7418400000
2017-07-19,7471200000
2017-07-20,7504199999
2017-07-21,7537200000
2017-07-24,7471200000
2017-07-25,7418400000
2017-07-26,7365600000
2017-07-27,7326000000
2017-07-28,7246800000
2017-07-31,7378800000
2017-08-01,7392000000
2017-08-02,7293000000
2017-08-03,7339199999
2017-08-04,7312800000
2017-08-07,7326000000
2017-08-08,7510800000
2017-08-09,7425000000
2017-08-10,7510800000
2017-08-11,7326000000
2017-08-14,7332600000
2017-08-15,7326000000
2017-08-16,7378800000
2017-08-17,7266600000
2017-08-18,7306200000
2017-08-21,7411800000
2017-08-22,7491000000
2017-08-23,7491000000
2017-08-24,7524000000
2017-08-25,7543800000
2017-08-28,7385400000
2017-08-29,7372200000
2017-08-30,7299600000
2017-08-31,7286399999
2017-09-01,7339199999
2017-09-05,7319400000
2017-09-06,7332600000
2017-09-07,7359000000
2017-09-08,7398600000
2017-09-11,7517400000
2017-09-12,7418400000
2017-09-13,7411800000
2017-09-14,7431600000
2017-09-15,7491000000
2017-09-18,7438200000
2017-09-19,7477800000
2017-09-20,7444800000
2017-09-21,7345800000
2017-09-22,7332600000
2017-09-25,7398600000
2017-09-26,7365600000
2017-09-27,7345800000
2017-09-28,7312800000
2017-09-29,7273200000
2017-10-02,7289375244
2017-10-03,7355104507
2017-10-04,7414260843
2017-10-05,7420833770
2017-10-06,7355104507
2017-10-09,7361677433
2017-10-10,7394542065
2017-10-11,7407687917
2017-10-12,7374823286
2017-10-13,7394542065
2017-10-16,7407687917
2017-10-17,7355104507
2017-10-18,7315666949
2017-10-19,7420833770
2017-10-20,7315666949
2017-10-23,7315666949
2017-10-24,7223645981
2017-10-25,7164489645
2017-10-26,7138197940
2017-10-27,7085614529
2017-10-30,7059322824
2017-10-31,6987020635
2017-11-01,6947583077
2017-11-02,7092187456
2017-11-03,6894999667
2017-11-06,6802978699
2017-11-07,6908145520
2017-11-08,6908145520
2017-11-09,6770114068
2017-11-10,6724103584
2017-11-13,7111906234
2017-11-14,7125052087
2017-11-15,7144770866
2017-11-16,7079041603
2017-11-17,6973874783
2017-11-20,6967301856
2017-11-21,6987020635
2017-11-22,7019885267
2017-11-24,7026458193
2017-11-27,7059322824
2017-11-28,6947583077
2017-11-29,6973874783
2017-11-30,6954156004
2017-12-01,7013312340
2017-12-04,7079041603
2017-12-05,7046176972
2017-12-06,7118479161
2017-12-07,7033031119
2017-12-08,7072468677
2017-12-11,7138197940
2017-12-12,7046176972
2017-12-13,7000166488
2017-12-14,6987020635
2017-12-15,7098760382
2017-12-18,7197354276
2017-12-19,7000166488
2017-12-20,6954156004
2017-12-21,6980447709
2017-12-22,7039604045
2017-12-26,6993593561
2017-12-27,7013312340
2017-12-28,7072468677
2017-12-29,7118479161
2018-01-02,7213440000
2018-01-03,7206809999
2018-01-04,7180290000
2018-01-05,7206809999
2018-01-08,7206809999
2018-01-09,7133880000
2018-01-10,7147140000
2018-01-11,7266480000
2018-01-12,7319519999
2018-01-16,7080840000
2018-01-17,7107360000
2018-01-18,7644390000
2018-01-19,7790250000
2018-01-22,7544940000
2018-01-23,7571460000
2018-01-24,7399080000
2018-01-25,7617870000
2018-01-26,7770360000
2018-01-29,7830030000
2018-01-30,7697430000
2018-01-31,7664280000
2018-02-01,7631130000
2018-02-02,7372559999
2018-02-05,7027800000
2018-02-06,7014540000
2018-02-07,6948240000
2018-02-08,6669780000
2018-02-09,6762600000
2018-02-12,6809010000
2018-02-13,6842160000
2018-02-14,6809010000
2018-02-15,6974760000
2018-02-16,6928350000
2018-02-20,6895200000
2018-02-21,6782490000
2018-02-22,6828900000
2018-02-23,6954870000
2018-02-26,6928350000
2018-02-27,7438860000
2018-02-28,7206809999
2018-03-01,7266480000
2018-03-02,7200180000
2018-03-05,7279740000
2018-03-06,7246590000
2018-03-07,7160400000
2018-03-08,7186920000
2018-03-09,7193550000
2018-03-12,7120620000
2018-03-13,7074210000
2018-03-14,7094100000
2018-03-15,7087470000
2018-03-16,7186920000
2018-03-19,7140510000
2018-03-20,7100730000
2018-03-21,7160400000
2018-03-22,7173660000
2018-03-23,7107360000
2018-03-26,7186920000
2018-03-27,7259850000
2018-03-28,7445490000
2018-03-29,7538309999
2018-04-02,7515569999
2018-04-03,7601500000
2018-04-04,7528790000
2018-04-05,7601500000
2018-04-06,7548620000
2018-04-09,7528790000
2018-04-10,7555230000
2018-04-11,7548620000
2018-04-12,7462689999
2018-04-13,7495740000
2018-04-16,7647770000
2018-04-17,7760140000
2018-04-18,7766750000
2018-04-19,7766750000
2018-04-20,7680819999
2018-04-23,7839460000
2018-04-24,7932000000
2018-04-25,7951830000
2018-04-26,8044370000
2018-04-27,8136910000
2018-04-30,8090640000
2018-05-01,8070810000
2018-05-02,8057590000
2018-05-03,8130300000
2018-05-04,8150130000
2018-05-07,8176569999
2018-05-08,7753530000
2018-05-09,7978270000
2018-05-10,8136910000
2018-05-11,8123689999
2018-05-14,8163350000
2018-05-15,8130300000
2018-05-16,8117080000
2018-05-17,7965050000
2018-05-18,7885730000
2018-05-21,7971660000
2018-05-22,8064200000
2018-05-23,8057590000
2018-05-24,8189790000
2018-05-25,8203010000
2018-05-29,8203010000
2018-05-30,8374870000
2018-05-31,8427750000
2018-06-01,8454189999
2018-06-04,8546730000
2018-06-05,8546730000
2018-06-06,8269110000
2018-06-07,8407920000
2018-06-08,8440970000
2018-06-11,8480630000
2018-06-12,8619440000
2018-06-13,8678930000
2018-06-14,8711980000
2018-06-15,8639270000
2018-06-18,8639270000
2018-06-19,8645880000
2018-06-20,8546730000
2018-06-21,8520290000
2018-06-22,8500460000
2018-06-25,8507069999
2018-06-26,8731810000
2018-06-27,8751640000
2018-06-28,8930110000
2018-06-29,8864010000
2018-07-02,8698680000
2018-07-03,8612620000
2018-07-05,8586140000
2018-07-06,8606000000
2018-07-09,8361060000
2018-07-10,8500080000
2018-07-11,8625860000
2018-07-12,8672200000
2018-07-13,8725160000
2018-07-16,8692060000
2018-07-17,8506700000
2018-07-18,8427260000
2018-07-19,8625860000
