,VRSK
2023-08-30,35044813203
2023-08-31,35124569264
2023-09-01,35214476096
2023-09-05,34891101522
2023-09-06,35305833039
2023-09-07,35550901663
2023-09-08,35437793067
2023-09-11,35529150010
2023-09-12,35458094610
2023-09-13,35608906071
2023-09-14,36033788359
2023-09-15,35621957063
2023-09-18,35704613344
2023-09-19,35717664336
2023-09-20,35720564556
2023-09-21,34937505048
2023-09-22,35085416289
2023-09-25,35192724443
2023-09-26,35007110338
2023-09-27,34748990722
2023-09-28,34880950750
2023-09-29,34257403364
2023-10-02,34180508497
2023-10-03,33949119398
2023-10-04,34698241606
2023-10-05,34510237963
2023-10-06,34704026334
2023-10-09,35296960901
2023-10-10,35351915812
2023-10-11,35505211090
2023-10-12,35573181638
2023-10-13,35807463101
2023-10-16,35072802711
2023-10-17,34695349243
2023-10-18,34437928870
2023-10-19,33905733942
2023-10-20,33905733942
2023-10-23,33388000832
2023-10-24,33282429556
2023-10-25,32991747000
2023-10-26,32783496811
2023-10-27,32372781159
2023-10-30,32465336799
2023-10-31,32880390996
2023-11-01,32141392060
2023-11-02,33243382645
2023-11-03,33351846285
2023-11-06,33379323741
2023-11-07,33723515026
2023-11-08,34131338313
2023-11-09,34057583038
2023-11-10,34409005232
2023-11-13,34492883781
2023-11-14,34427805597
2023-11-15,34388758686
2023-11-16,34354050321
2023-11-17,34291864501
2023-11-20,34604239785
2023-11-21,34677995060
2023-11-22,34712703425
2023-11-24,34641840513
2023-11-27,34852983067
2023-11-28,34718488153
2023-11-29,34456729234
2023-11-30,34915168887
2023-12-01,35103172530
2023-12-04,34607132149
2023-12-05,34505899418
2023-12-06,33965027398
2023-12-07,33804501211
2023-12-08,33684468116
2023-12-11,34724272880
2023-12-12,35182712533
2023-12-13,35753954372
2023-12-14,34047459765
2023-12-15,33985273945
2023-12-18,34322234320
2023-12-19,33907180124
2023-12-20,33764008118
2023-12-21,33986720126
2023-12-22,34158815769
2023-12-26,34278848864
2023-12-27,34306326320
2023-12-28,34362727413
2023-12-29,34543500146
2024-01-02,34416236142
2024-01-03,34231124862
2024-01-04,34411897596
2024-01-05,33797270301
2024-01-08,33654098296
2024-01-09,33944780852
2024-01-10,33834871030
2024-01-11,33871025577
2024-01-12,34241248135
2024-01-16,34278848864
2024-01-17,34226786317
2024-01-18,34354050321
2024-01-19,34725719062
2024-01-22,35208743807
2024-01-23,35263698718
2024-01-24,35380839449
2024-01-25,35211636170
2024-01-26,35308530356
2024-01-29,35369269994
2024-01-30,35589089638
2024-01-31,34929630706
2024-02-01,35665737277
2024-02-02,35833494374
2024-02-05,35662844914
2024-02-06,35933280923
2024-02-07,36249994753
2024-02-08,36047529291
2024-02-09,36242763844
2024-02-12,35739492553
2024-02-13,35421332541
2024-02-14,35596320548
2024-02-15,35670075823
2024-02-16,35388070358
2024-02-20,35939065651
2024-02-21,34371404504
2024-02-22,34709811061
2024-02-23,35406870723
2024-02-26,35158127441
2024-02-27,35130649986
2024-02-28,34997601254
2024-02-29,34983139435
2024-03-01,34946984888
2024-03-04,34698241606
2024-03-05,34381527777
2024-03-06,34067706311
2024-03-07,34150138678
2024-03-08,34206539771
2024-03-11,34343927048
2024-03-12,34430697960
2024-03-13,34167492860
2024-03-14,33674344842
2024-03-15,33915857215
2024-03-18,34090845221
2024-03-19,34338142321
2024-03-20,34187739406
2024-03-21,34116876495
2024-03-22,33965027398
2024-03-25,33551419384
2024-03-26,33437171016
2024-03-27,33830532484
2024-03-28,34090845221
2024-04-01,33664221569
2024-04-02,33549973202
2024-04-03,33408247378
2024-04-04,32758911719
2024-04-05,32922330270
2024-04-08,32738665173
2024-04-09,33169627370
2024-04-10,32672140807
2024-04-11,32301918248
2024-04-12,32181885153
2024-04-15,32131268787
2024-04-16,32119699332
2024-04-17,32141392060
2024-04-18,32297579702
2024-04-19,32180438971
2024-04-22,32274440792
2024-04-23,32141392060
2024-04-24,32141392060
2024-04-25,32219485881
2024-04-26,31980865873
2024-04-29,32083544785
2024-04-30,31520980038
2024-05-01,33668560115
2024-05-02,33805947393
2024-05-03,34322234320
2024-05-06,34977354707
2024-05-07,35720692189
2024-05-08,35369269994
2024-05-09,35428563451
2024-05-10,35582366854
2024-05-13,35300069473
2024-05-14,35384615389
2024-05-15,35515016717
2024-05-16,36036622031
2024-05-17,36056683774
2024-05-20,36169889322
2024-05-21,36039487994
2024-05-22,36346146063
2024-05-23,35717067127
2024-05-24,36050951847
2024-05-28,35662613825
2024-05-29,35383182407
2024-05-30,35734262907
2024-05-31,36222909643
2024-06-03,36361908861
2024-06-04,37006750594
2024-06-05,37440944028
2024-06-06,37257522380
2024-06-07,37830715032
2024-06-10,37756199987
2024-06-11,37926724801
2024-06-12,37767663840
2024-06-13,37578510265
2024-06-14,37883735352
2024-06-17,38359485253
2024-06-18,38518546214
2024-06-20,38416804518
2024-06-21,38736359422
2024-06-24,38944141758
2024-06-25,39015790840
2024-06-26,38670442267
2024-06-27,38812307448
2024-06-28,38626019836
2024-07-01,38419670481
2024-07-02,39028687674
2024-07-03,39160521984
2024-07-05,39328180835
2024-07-08,39149058131
2024-07-09,39461448126
2024-07-10,39768106195
2024-07-11,39419891659
2024-07-12,39748044452
2024-07-15,39765240232
2024-07-16,40286845545
2024-07-17,40003115183
2024-07-18,40255319949
2024-07-19,39669230463
2024-07-22,39924301193
2024-07-23,39854085093
2024-07-24,39629106977
2024-07-25,39535963171
2024-07-26,40119186695
2024-07-29,40496969060
2024-07-30,40812348232
2024-07-31,37353166719
2024-08-01,37298938625
2024-08-02,38053850763
2024-08-05,37428800638
2024-08-06,37237575257
2024-08-07,37147670787
2024-08-08,37759877416
2024-08-09,37691378772
