,MSCI
2021-10-07,50184820500
2021-10-08,49493696760
2021-10-11,49253700330
2021-10-12,49092053250
2021-10-13,49343595900
2021-10-14,50527083450
2021-10-15,50809965840
2021-10-18,51118414860
2021-10-19,52037164080
2021-10-20,51410369280
2021-10-21,52488291389
2021-10-22,53532399570
2021-10-25,53774870190
2021-10-26,53040035760
2021-10-27,52535301000
2021-10-28,54047031090
2021-10-29,54834648240
2021-11-01,54193833030
2021-11-02,53964558090
2021-11-03,53249517180
2021-11-04,54569909910
2021-11-05,53882909820
2021-11-08,53921672129
2021-11-09,53840023860
2021-11-10,52947666000
2021-11-11,52889110170
2021-11-12,53819405610
2021-11-15,54510529350
2021-11-16,55681645950
2021-11-17,54961656660
2021-11-18,54880008389
2021-11-19,54174864240
2021-11-22,52527053700
2021-11-23,52150976820
2021-11-24,53000448720
2021-11-26,51219031920
2021-11-29,53235496770
2021-11-30,51912629850
2021-12-01,50832233550
2021-12-02,51923351340
2021-12-03,49768331850
2021-12-06,50155954950
2021-12-07,52541074110
2021-12-08,53284980570
2021-12-09,51128311620
2021-12-10,51804590220
2021-12-13,51278412480
2021-12-14,48747316110
2021-12-15,49683384660
2021-12-16,49081331760
2021-12-17,48677214060
2021-12-20,47776608900
2021-12-21,49043394180
2021-12-22,49828537139
2021-12-23,50413270710
2021-12-27,51031818210
2021-12-28,50719245540
2021-12-29,50703575670
2021-12-30,50518011420
2021-12-31,49989989790
2022-01-03,48593967780
2022-01-04,48230887830
2022-01-05,46190296920
2022-01-06,45934101180
2022-01-07,45038232000
2022-01-10,44210899260
2022-01-11,45145932120
2022-01-12,45615896280
2022-01-13,43521455310
2022-01-14,42977243340
2022-01-18,42157253790
2022-01-19,41888819400
2022-01-20,42088717350
2022-01-21,40862404620
2022-01-24,41372348370
2022-01-25,40217835720
2022-01-26,40153378830
2022-01-27,40125637890
2022-01-28,41458834830
2022-01-31,43742566920
2022-02-01,44499731400
2022-02-02,44861179530
2022-02-03,44084433209
2022-02-04,45259343610
2022-02-07,44911765950
2022-02-08,44560108740
2022-02-09,45810898770
2022-02-10,44476070010
2022-02-11,43590807660
2022-02-14,43485555270
2022-02-15,44579690580
2022-02-16,44352867600
2022-02-17,43363984680
2022-02-18,42998457000
2022-02-22,42534204209
2022-02-23,41562455400
2022-02-24,41486575770
2022-02-25,41873317110
2022-02-28,40933388790
2022-03-01,40826504580
2022-03-02,41700344190
2022-03-03,41375612010
2022-03-04,40614367980
2022-03-07,38135633400
2022-03-08,38021406000
2022-03-09,39827014830
2022-03-10,37961028660
2022-03-11,37256898330
2022-03-14,37314012030
2022-03-15,38424465540
2022-03-16,40221099360
2022-03-17,40668218040
2022-03-18,42455060940
2022-03-21,41366637000
2022-03-22,41591828160
2022-03-23,40081578750
2022-03-24,40447106430
2022-03-25,40004883210
2022-03-28,41432725710
2022-03-29,42163781070
2022-03-30,41634255480
2022-03-31,40694558240
2022-04-01,41756268000
2022-04-04,42040307730
2022-04-05,41532111290
2022-04-06,40999637950
2022-04-07,41270730000
2022-04-08,40986690270
2022-04-11,39335861070
2022-04-12,38868126130
2022-04-13,39916888210
2022-04-14,39061532100
2022-04-18,38682003230
2022-04-19,39694349960
2022-04-20,39938737420
2022-04-21,38420621940
2022-04-22,36904124920
2022-04-25,37410702900
2022-04-26,34781514630
2022-04-27,33808010939
2022-04-28,35070409740
2022-04-29,34088813750
2022-05-02,34291121250
2022-05-03,34951452930
2022-05-04,35018619020
2022-05-05,33668014150
2022-05-06,32823178030
2022-05-09,30676290840
2022-05-10,31470145470
2022-05-11,31349570200
2022-05-12,31396505540
2022-05-13,33027913220
2022-05-16,32369200000
2022-05-17,32996353250
2022-05-18,32328738500
2022-05-19,33180048460
2022-05-20,33748127920
2022-05-23,33799918640
2022-05-24,33551485030
2022-05-25,33728706400
2022-05-26,35021855940
2022-05-27,36267260910
2022-05-31,35796289050
2022-06-01,34914228350
2022-06-02,36546445260
2022-06-03,35480689350
2022-06-06,35497683180
2022-06-07,36115125670
2022-06-08,35244394190
2022-06-09,34560594840
2022-06-10,33182476150
2022-06-13,31802739000
2022-06-14,31640893000
2022-06-15,32157990970
2022-06-16,31216856480
2022-06-17,31293733330
2022-06-21,32389430750
2022-06-22,32439603010
2022-06-23,33721423330
2022-06-24,34963591380
2022-06-27,34779086940
2022-06-28,33430909760
2022-06-29,33604084980
2022-06-30,33178075000
2022-07-01,33626460000
2022-07-05,33971805000
2022-07-06,34312320000
2022-07-07,35056945000
2022-07-08,34932975000
2022-07-11,34763925000
2022-07-12,33835760000
2022-07-13,33304460000
2022-07-14,33013855000
2022-07-15,33719035000
2022-07-18,33166805000
2022-07-19,34301050000
2022-07-20,34962760000
2022-07-21,36021335000
2022-07-22,35411950000
2022-07-25,35296835000
2022-07-26,35652645000
2022-07-27,36464085000
2022-07-28,38180345000
2022-07-29,38747870000
2022-08-01,38387230000
2022-08-02,38454045000
2022-08-03,39954565000
2022-08-04,39989180000
2022-08-05,39942490000
2022-08-08,40316010000
2022-08-09,39841865000
2022-08-10,41225660000
2022-08-11,40340160000
2022-08-12,40790155000
2022-08-15,40944715000
2022-08-16,40541410000
2022-08-17,40450445000
2022-08-18,40248390000
2022-08-19,38518445000
2022-08-22,38066840000
2022-08-23,37633750000
2022-08-24,37665145000
2022-08-25,38300290000
2022-08-26,36741810000
2022-08-29,36708000000
2022-08-30,36469720000
2022-08-31,36163820000
2022-09-01,36781255000
2022-09-02,36381975000
2022-09-06,36843240000
2022-09-07,38181150000
2022-09-08,38873450000
2022-09-09,39546430000
2022-09-12,39973885000
2022-09-13,37977485000
2022-09-14,37763355000
2022-09-15,36723295000
2022-09-16,36762740000
2022-09-19,36336090000
2022-09-20,36045485000
2022-09-21,35385385000
2022-09-22,34380745000
2022-09-23,33997565000
2022-09-26,33871180000
2022-09-27,33560450000
2022-09-28,34545770000
2022-09-29,34069210000
2022-09-30,33738560310
2022-10-03,34521652620
2022-10-04,36063840540
2022-10-05,35793477720
2022-10-06,34927196850
2022-10-07,33582581759
2022-10-10,32549123880
2022-10-11,31943607150
2022-10-12,32127581850
2022-10-13,32481933120
2022-10-14,31093324080
2022-10-17,32232367440
2022-10-18,32680305840
2022-10-19,31898813310
2022-10-20,31488469740
2022-10-21,32113983720
2022-10-24,32967466350
2022-10-25,35868667380
2022-10-26,36123032400
2022-10-27,36412592580
2022-10-28,37936383030
2022-10-31,37503642540
2022-11-01,37601229120
2022-11-02,36294208860
2022-11-03,36087037350
2022-11-04,36867729990
2022-11-07,36970115910
2022-11-08,37426853100
2022-11-09,37205283570
2022-11-10,40770393300
2022-11-11,40983963930
2022-11-14,39373785360
2022-11-15,40236066780
2022-11-16,40571220690
2022-11-17,39281798010
2022-11-18,39219406590
2022-11-21,39464172930
2022-11-22,40208070630
2022-11-23,40694403750
2022-11-25,40975165140
2022-11-28,39671344440
2022-11-29,38900250480
2022-11-30,40620813870
2022-12-01,41705464710
2022-12-02,41500692870
2022-12-05,40353650610
2022-12-06,39986501100
2022-12-07,40026495600
2022-12-08,39992900220
2022-12-09,39398581950
2022-12-12,39776130030
2022-12-13,40955967780
2022-12-14,39872916720
2022-12-15,38129156520
2022-12-16,37722012510
2022-12-19,36950118660
2022-12-20,36634962000
2022-12-21,37783604040
2022-12-22,36980514480
2022-12-23,37100497980
2022-12-27,36829335270
2022-12-28,36350201160
2022-12-29,37748408880
2022-12-30,37208483130
2023-01-03,36911707560
2023-01-04,37949038920
2023-01-05,36748423920
2023-01-06,37540029410
2023-01-09,38462902140
2023-01-10,39066411280
2023-01-11,40350268920
2023-01-12,40344666050
2023-01-13,40439914840
2023-01-17,40843321480
2023-01-18,40527959940
2023-01-19,39683527390
2023-01-20,40961782160
2023-01-23,41219514180
2023-01-24,41608513440
2023-01-25,40712054240
2023-01-26,41237923610
2023-01-27,41614916720
2023-01-30,40545568960
2023-01-31,42546593959
2023-02-01,44384335320
2023-02-02,45498506040
2023-02-03,45417664629
2023-02-06,44294689400
2023-02-07,44854976400
2023-02-08,44574832900
2023-02-09,44469979190
2023-02-10,43968922530
2023-02-13,44991046100
2023-02-14,44968634620
2023-02-15,45388049459
2023-02-16,44261872590
2023-02-17,43608738030
2023-02-21,42007117620
2023-02-22,41945486050
2023-02-23,42244038980
2023-02-24,41474044560
2023-02-27,42084757390
2023-02-28,41793408150
2023-03-01,41257133450
2023-03-02,41404408890
2023-03-03,42955603470
2023-03-06,43455059310
2023-03-07,42740293180
2023-03-08,42889969850
2023-03-09,42825136640
2023-03-10,41803013070
2023-03-13,42284059480
2023-03-14,43882478250
2023-03-15,42963607570
2023-03-16,43748009370
2023-03-17,42989220690
2023-03-20,43568717530
2023-03-21,44369127530
2023-03-22,43796834379
2023-03-23,43779225360
2023-03-24,43470267100
2023-03-27,43250154350
2023-03-28,43454258900
2023-03-29,44096988129
2023-03-30,43920097520
2023-03-31,44546846480
2023-04-03,44362193040
2023-04-04,43805844960
2023-04-05,42849945040
2023-04-06,42474270800
2023-04-10,42059596480
2023-04-11,42157494640
2023-04-12,42249821360
2023-04-13,43187415120
2023-04-14,42982067760
2023-04-17,42786271440
2023-04-18,43334660320
2023-04-19,43415844160
2023-04-20,43503395360
2023-04-21,43345803200
2023-04-24,43346599120
2023-04-25,37499770800
2023-04-26,36470646240
2023-04-27,36953769680
2023-04-28,38399160400
2023-05-01,38445323760
2023-05-02,37288056080
2023-05-03,37071565840
2023-05-04,36735687600
2023-05-05,37698750800
2023-05-08,37637464960
2023-05-09,37636669040
2023-05-10,37891363440
2023-05-11,37440076800
2023-05-12,37378790960
2023-05-15,36895667520
2023-05-16,36371952160
2023-05-17,36713401840
2023-05-18,37587322000
2023-05-19,37395505280
2023-05-22,37600852640
2023-05-23,36620279200
2023-05-24,36388666480
2023-05-25,37130463920
2023-05-26,37872261360
2023-05-30,37520464720
2023-05-31,37450423760
2023-06-01,37167076240
2023-06-02,38105465920
2023-06-05,38268629520
2023-06-06,37984486080
2023-06-07,37606424080
2023-06-08,38273405040
2023-06-09,37714669200
2023-06-12,37740934560
2023-06-13,38203364080
2023-06-14,38697630400
2023-06-15,38805079600
2023-06-16,38023486160
2023-06-20,37709097760
2023-06-21,37778342800
2023-06-22,37185382400
2023-06-23,37022218800
2023-06-26,36870994000
2023-06-27,37016647360
2023-06-28,36876565440
2023-06-29,36777075440
2023-06-30,37128347640
2023-07-03,37407627120
2023-07-05,37447185120
2023-07-06,37141797360
2023-07-07,37322973000
2023-07-10,38025523080
2023-07-11,38501801400
2023-07-12,39379989000
2023-07-13,39382362480
2023-07-14,39334892880
2023-07-17,39498663000
2023-07-18,39781898280
2023-07-19,40186181040
2023-07-20,40322260560
2023-07-21,40461504720
2023-07-24,39775569000
2023-07-25,43371391200
2023-07-26,44087391000
2023-07-27,43798617600
2023-07-28,43535952480
2023-07-31,43361897280
2023-08-01,43192589040
2023-08-02,43137999000
2023-08-03,43021698480
2023-08-04,42901442160
2023-08-07,43632474000
2023-08-08,43361106120
2023-08-09,43213159200
2023-08-10,43265375760
2023-08-11,43433892840
2023-08-14,43298604480
2023-08-15,42233703120
2023-08-16,41902207080
2023-08-17,41199657000
2023-08-18,41153769720
2023-08-21,41515329840
2023-08-22,41766127560
2023-08-23,42394308600
2023-08-24,42126105360
2023-08-25,42022463400
2023-08-28,42101579400
2023-08-29,42612668760
2023-08-30,43049389080
2023-08-31,43009039920
2023-09-01,42832611240
2023-09-05,42814414560
2023-09-06,42868213440
2023-09-07,43236102840
2023-09-08,42231329640
2023-09-11,42418834560
2023-09-12,41612642520
2023-09-13,42346839000
2023-09-14,42618998040
2023-09-15,41937809280
2023-09-18,42175948440
2023-09-19,42568363800
2023-09-20,42330224640
2023-09-21,40777968720
2023-09-22,40599166560
2023-09-25,40895060400
2023-09-26,40844426160
2023-09-27,40502645040
2023-09-28,41258994000
2023-09-29,40592837280
2023-10-02,40110513850
2023-10-03,39198317900
2023-10-04,39683292850
2023-10-05,39409554950
2023-10-06,40612894100
2023-10-09,40773497550
2023-10-10,41201509700
2023-10-11,41390594550
2023-10-12,41146920350
2023-10-13,40392954400
2023-10-16,40780617900
2023-10-17,40807517000
2023-10-18,40031398850
2023-10-19,39341516050
2023-10-20,38745780100
2023-10-23,38575682850
2023-10-24,38612075750
2023-10-25,37945927450
2023-10-26,38097828250
2023-10-27,37673771850
2023-10-30,38132638850
2023-10-31,37306678250
2023-11-01,37330412750
2023-11-02,38530587300
2023-11-03,39380282400
2023-11-06,39285344400
2023-11-07,39343889500
2023-11-08,39951492700
2023-11-09,40049595300
2023-11-10,40685679900
2023-11-13,39857345850
2023-11-14,40985525750
2023-11-15,41278251250
2023-11-16,41477621050
2023-11-17,41252143300
2023-11-20,41314644150
2023-11-21,41526672350
2023-11-22,41453886550
2023-11-24,41800410250
2023-11-27,41563065250
2023-11-28,41443601600
2023-11-29,41659585550
2023-11-30,41207047750
2023-12-01,41748985500
2023-12-04,41574141350
2023-12-05,41411164449
2023-12-06,40752927650
2023-12-07,40225230600
2023-12-08,40085988200
2023-12-11,40871600150
2023-12-12,41616072300
2023-12-13,43226062550
2023-12-14,42889032650
2023-12-15,42055951700
2023-12-18,42157218900
2023-12-19,42922260950
2023-12-20,42736340699
2023-12-21,43752177300
2023-12-22,44484782200
2023-12-26,44404876050
2023-12-27,44749026300
2023-12-28,45143019000
2023-12-29,44751399750
2024-01-02,44016581000
2024-01-03,43546954650
2024-01-04,44327025400
2024-01-05,42610869750
2024-01-08,43014764250
2024-01-09,42745501250
2024-01-10,43292738700
2024-01-11,43579424600
2024-01-12,43197704700
2024-01-16,42960911650
2024-01-17,42619581200
2024-01-18,43276899700
2024-01-19,43868486349
2024-01-22,44841792900
2024-01-23,44650141000
2024-01-24,44227239700
2024-01-25,43935010150
2024-01-26,43501021550
2024-01-29,43632485250
2024-01-30,47694396800
2024-01-31,47407710900
2024-02-01,47857538500
2024-02-02,46967386699
2024-02-05,46201571050
2024-02-06,46091490000
2024-02-07,46774942850
2024-02-08,46368672500
2024-02-09,46916701900
2024-02-12,46740097050
2024-02-13,45585433950
2024-02-14,45362896000
2024-02-15,45594145400
2024-02-16,45042156250
2024-02-20,44076769199
2024-02-21,44004701750
2024-02-22,44782396650
2024-02-23,45059579150
2024-02-26,44977216349
2024-02-27,44178138800
2024-02-28,44975632450
2024-02-29,44426019150
2024-03-01,44783188600
2024-03-04,44220112150
2024-03-05,43584968250
2024-03-06,43520028350
2024-03-07,43570713150
2024-03-08,43676042500
2024-03-11,44689738500
2024-03-12,44808531000
2024-03-13,44152796400
2024-03-14,43800378650
2024-03-15,43140684300
2024-03-18,43588136050
2024-03-19,44692114350
2024-03-20,44281092300
2024-03-21,44648557100
2024-03-22,43803546450
2024-03-25,43663371300
2024-03-26,43690297599
2024-03-27,44111615000
2024-03-28,44384837750
2024-04-01,43939761850
2024-04-02,42946656550
2024-04-03,42765300000
2024-04-04,42256868100
2024-04-05,42954576050
2024-04-08,43482806699
2024-04-09,43931050400
2024-04-10,42214894750
2024-04-11,42328935550
2024-04-12,41705670900
2024-04-15,40631786699
2024-04-16,40661088849
2024-04-17,40534376850
2024-04-18,40053663200
2024-04-19,40394993650
2024-04-22,40798888150
2024-04-23,35320970000
2024-04-24,36797956750
2024-04-25,36785285550
2024-04-26,37837787100
2024-04-29,37774431100
2024-04-30,36888239050
2024-05-01,37224025850
2024-05-02,37039501500
2024-05-03,36987232800
2024-05-06,37656430550
2024-05-07,37332523000
2024-05-08,37281046250
2024-05-09,38211587500
2024-05-10,38422246200
2024-05-13,38454716150
2024-05-14,38655871450
2024-05-15,38810301700
2024-05-16,39400304450
2024-05-17,40019609350
2024-05-20,40568430700
2024-05-21,40035448350
2024-05-22,39900816850
2024-05-23,38837228000
2024-05-24,39043135000
2024-05-28,39256961500
2024-05-29,38784959300
2024-05-30,38767536400
2024-05-31,39215780100
2024-06-03,38845147500
2024-06-04,39058182050
2024-06-05,39463660450
2024-06-06,39050262550
2024-06-07,38939389550
2024-06-10,38331171950
2024-06-11,38368393600
2024-06-12,38642408300
2024-06-13,38352554600
2024-06-14,38055573350
2024-06-17,38392152100
2024-06-18,37738001400
2024-06-20,38234554050
2024-06-21,38514112400
2024-06-24,38739026200
2024-06-25,38709724050
2024-06-26,38560837450
2024-06-27,38552917950
2024-06-28,38152191250
2024-07-01,37958955450
2024-07-02,38918006900
2024-07-03,38885536950
2024-07-05,39220531800
2024-07-08,38984530700
2024-07-09,38731898650
2024-07-10,38726355000
2024-07-11,39094611750
2024-07-12,39755890000
2024-07-15,39716292500
2024-07-16,40231060000
2024-07-17,39914280000
2024-07-18,39482667250
2024-07-19,39272008550
2024-07-22,40018591700
2024-07-23,43181200850
2024-07-24,42247207000
2024-07-25,42564337850
2024-07-26,42749396750
2024-07-29,42913893550
2024-07-30,43200972100
2024-07-31,42766004600
2024-08-01,43330671500
2024-08-02,42694037250
2024-08-05,40920951549
2024-08-06,41607409350
2024-08-07,41471383150
2024-08-08,41973572900
2024-08-09,42217945550
