,EL
2018-07-18,51795828000
2018-07-19,51506055999
2018-07-20,51748144000
2018-07-23,51861851999
2018-07-24,51201612000
2018-07-25,51905868000
2018-07-26,51249296000
2018-07-27,50174572000
2018-07-30,49173208000
2018-07-31,49495992000
2018-08-01,49308924000
2018-08-02,50156232000
2018-08-03,49514332000
2018-08-06,49547344000
2018-08-07,49646380000
2018-08-08,48828416000
2018-08-09,48479955999
2018-08-10,48685364000
2018-08-13,48538644000
2018-08-14,48802740000
2018-08-15,48978804000
2018-08-16,48993476000
2018-08-17,49862792000
2018-08-20,51557408000
2018-08-21,50115884000
2018-08-22,49543676000
2018-08-23,48832084000
2018-08-24,49734412000
2018-08-27,50710100000
2018-08-28,51385012000
2018-08-29,51487716000
2018-08-30,51168600000
2018-08-31,51396016000
2018-09-04,50673420000
2018-09-05,50526700000
2018-09-06,50867824000
2018-09-07,50900836000
2018-09-10,50820140000
2018-09-11,50680755999
2018-09-12,51252964000
2018-09-13,51399684000
2018-09-14,51693124000
2018-09-17,51311651999
2018-09-18,51462040000
2018-09-19,51227288000
2018-09-20,52302012000
2018-09-21,52650472000
2018-09-24,52672480000
2018-09-25,52114944000
2018-09-26,51986564000
2018-09-27,52863216000
2018-09-28,53303376000
2018-10-01,52961874000
2018-10-02,52427823000
2018-10-03,52057257000
2018-10-04,49822961999
2018-10-05,50248023000
2018-10-08,50854734000
2018-10-09,50981889000
2018-10-10,47192670000
2018-10-11,46531464000
2018-10-12,45892056000
2018-10-15,45724938000
2018-10-16,46676784000
2018-10-17,46800306000
2018-10-18,46055541000
2018-10-19,45575985000
2018-10-22,45844827000
2018-10-23,45521490000
2018-10-24,45147291000
2018-10-25,45924753000
2018-10-26,45637746000
2018-10-29,45942918000
2018-10-30,47672226000
2018-10-31,49931952000
2018-11-01,51566802000
2018-11-02,51991863000
2018-11-05,51519573000
2018-11-06,51733920000
2018-11-07,51712122000
2018-11-08,51475977000
2018-11-09,50945559000
2018-11-12,51261630000
2018-11-13,52093586999
2018-11-14,52620372000
2018-11-15,52624005000
2018-11-16,52322466000
2018-11-19,51904671000
2018-11-20,51595866000
2018-11-21,51105410999
2018-11-23,50901963000
2018-11-26,51199869000
2018-11-27,50858367000
2018-11-28,50934659999
2018-11-29,51406950000
2018-11-30,51828378000
2018-12-03,55457745000
2018-12-04,52347897000
2018-12-06,51366986999
2018-12-07,49815696000
2018-12-10,50128134000
2018-12-11,50538663000
2018-12-12,50400609000
2018-12-13,50909229000
2018-12-14,49110894000
2018-12-17,47337990000
2018-12-18,47555970000
2018-12-19,46698582000
2018-12-20,45379803000
2018-12-21,45710406000
2018-12-24,44489718000
2018-12-26,46102770000
2018-12-27,46644086999
2018-12-28,46705848000
2018-12-31,47083190000
2019-01-02,47749086000
2019-01-03,45483592000
2019-01-04,47018047999
2019-01-07,47589850000
2019-01-08,48034987000
2019-01-09,46261677000
2019-01-10,45346070000
2019-01-11,45577686000
2019-01-14,45204929000
2019-01-15,45266452000
2019-01-16,45299023000
2019-01-17,45393117000
2019-01-18,46156726000
2019-01-22,45512544000
2019-01-23,45921491000
2019-01-24,45320737000
2019-01-25,46348533000
2019-01-28,47763562000
2019-01-29,47191760000
2019-01-30,48632122000
2019-01-31,49370397999
2019-02-01,49478968000
2019-02-04,49279922999
2019-02-05,55016038000
2019-02-06,54375475000
2019-02-07,55120989000
2019-02-08,55989549000
2019-02-11,55620411000
2019-02-12,55341747999
2019-02-13,56163261000
2019-02-14,55508222000
2019-02-15,56098119000
2019-02-19,56239260000
2019-02-20,56698872999
2019-02-21,56648207000
2019-02-22,57534862000
2019-02-25,56912394000
2019-02-26,56615636000
2019-02-27,56836395000
2019-02-28,56796586000
2019-03-01,56789347999
2019-03-04,56561351000
2019-03-05,56449162000
2019-03-06,55689172000
2019-03-07,56239260000
2019-03-08,56470876000
2019-03-11,57002869000
2019-03-12,57621718000
2019-03-13,57701336000
2019-03-14,57900381000
2019-03-15,58895606000
2019-03-18,59025890000
2019-03-19,58157329999
2019-03-20,57791811000
2019-03-21,58551801000
2019-03-22,57723050000
2019-03-25,57896762000
2019-03-26,58559039000
2019-03-27,58953510000
2019-03-28,59503597999
2019-03-29,59912545000
2019-04-01,59613786000
2019-04-02,59052996000
2019-04-03,59436504000
2019-04-04,58998726000
2019-04-05,59154300000
2019-04-08,59631876000
2019-04-09,59280930000
2019-04-10,60246936000
2019-04-11,60796872000
2019-04-12,60608736000
2019-04-15,60456780000
2019-04-16,61448112000
2019-04-17,61335954000
2019-04-18,61625394000
2019-04-22,61477055999
2019-04-23,61907598000
2019-04-24,61657955999
2019-04-25,61647101999
2019-04-26,62410500000
2019-04-29,62396028000
2019-04-30,62160858000
2019-05-01,61614540000
2019-05-02,61596450000
2019-05-03,63108774000
2019-05-06,61524090000
2019-05-07,60525522000
2019-05-08,60330150000
2019-05-09,59816394000
2019-05-10,59461830000
2019-05-13,59733180000
2019-05-14,60420600000
2019-05-15,61495146000
2019-05-16,61759259999
2019-05-17,60644916000
2019-05-20,60558084000
2019-05-21,60833051999
2019-05-22,60626826000
2019-05-23,59888754000
2019-05-24,59754888000
2019-05-28,60283116000
2019-05-29,59353290000
2019-05-30,59917698000
2019-05-31,58260654000
2019-06-03,59389470000
2019-06-04,61231032000
2019-06-05,61502382000
2019-06-06,62927874000
2019-06-07,63987948000
2019-06-10,64407636000
2019-06-11,64215882000
2019-06-12,64100105999
2019-06-13,64382309999
2019-06-14,63995184000
2019-06-17,64262916000
2019-06-18,64812851999
2019-06-19,65058876000
2019-06-20,66194928000
2019-06-21,65597958000
2019-06-24,66538638000
2019-06-25,66553109999
2019-06-26,66028500000
2019-06-27,65865690000
2019-06-28,66249198000
2019-07-01,65857922000
2019-07-02,66497600000
2019-07-03,67231242000
2019-07-05,66985490000
2019-07-08,66949350000
2019-07-09,66461460000
2019-07-10,66602406000
2019-07-11,67249312000
2019-07-12,67513134000
2019-07-15,67686606000
2019-07-16,68344354000
2019-07-17,68568422000
2019-07-18,68752736000
2019-07-19,68965962000
2019-07-22,68174495999
2019-07-23,68478072000
2019-07-24,68467229999
2019-07-25,68499756000
2019-07-26,68980418000
2019-07-29,69410484000
2019-07-30,68297372000
2019-07-31,66566266000
2019-08-01,66049464000
2019-08-02,65847079999
2019-08-05,63085984000
2019-08-06,64892984000
2019-08-07,65988026000
2019-08-08,67375802000
2019-08-09,66356654000
2019-08-12,64228008000
2019-08-13,65337506000
2019-08-14,63288368000
2019-08-15,63400402000
2019-08-16,64770108000
2019-08-19,72876310000
2019-08-20,73075080000
2019-08-21,73624408000
2019-08-22,73205184000
2019-08-23,71250010000
2019-08-26,72337824000
2019-08-27,72478770000
2019-08-28,73201570000
2019-08-29,73584654000
2019-08-30,71553586000
2019-09-03,72095686000
2019-09-04,73263008000
2019-09-05,74079772000
2019-09-06,74820642000
2019-09-09,74231560000
2019-09-10,72084844000
2019-09-11,71293378000
2019-09-12,71275308000
2019-09-13,70407948000
2019-09-16,69587570000
2019-09-17,69150276000
2019-09-18,69396028000
2019-09-19,69721288000
2019-09-20,69356274000
2019-09-23,69750200000
2019-09-24,70473000000
2019-09-25,69887532000
2019-09-26,70595876000
2019-09-27,70953662000
2019-09-30,71661790000
2019-10-01,71049450000
2019-10-02,69169206000
2019-10-03,69770740000
2019-10-04,71370028000
2019-10-07,70318244000
2019-10-08,68110218000
2019-10-09,68834220000
2019-10-10,68326338000
2019-10-11,69824770000
2019-10-14,69457366000
2019-10-15,68830618000
2019-10-16,69424948000
2019-10-17,67609539999
2019-10-18,66827906000
2019-10-21,66892742000
2019-10-22,66673020000
2019-10-23,66961180000
2019-10-24,67562714000
2019-10-25,67944526000
2019-10-28,66892742000
2019-10-29,68603692000
2019-10-30,69615854000
2019-10-31,67094454000
2019-11-01,67206116000
2019-11-04,65466350000
2019-11-05,66276800000
2019-11-06,67379012000
2019-11-07,67407827999
2019-11-08,67454654000
2019-11-11,67451052000
2019-11-12,67699589999
2019-11-13,67746416000
2019-11-14,68978300000
2019-11-15,68794598000
2019-11-18,69478978000
2019-11-19,70635220000
2019-11-20,70336254000
2019-11-21,69424948000
2019-11-22,69583436000
2019-11-25,70130940000
2019-11-26,70390284000
2019-11-27,70584792000
2019-11-29,70408294000
2019-12-02,70451518000
2019-12-03,69817566000
2019-12-04,71272774000
2019-12-05,70707260000
2019-12-06,71290784000
2019-12-09,71571740000
2019-12-10,71290784000
2019-12-11,71521312000
2019-12-12,72263324000
2019-12-13,73196242000
2019-12-16,73491606000
2019-12-17,72915286000
2019-12-18,73459188000
2019-12-19,73585258000
2019-12-20,74510972000
2019-12-23,74190394000
2019-12-24,74003090000
2019-12-26,74647848000
2019-12-27,74903590000
2019-12-30,74345280000
2019-12-31,74395708000
2020-01-02,74294852000
2020-01-03,73732940000
2020-01-06,74691072000
2020-01-07,74219210000
2020-01-08,74820744000
2020-01-09,76347992000
2020-01-10,76225524000
2020-01-13,76891894000
2020-01-14,77695140000
2020-01-15,78700098000
2020-01-16,78501988000
2020-01-17,79200776000
2020-01-21,78426346000
2020-01-22,76592928000
2020-01-23,75234974000
2020-01-24,73963468000
2020-01-27,70955798000
2020-01-28,70999022000
2020-01-29,71582546000
2020-01-30,71560934000
2020-01-31,70296632000
2020-02-03,70671240000
2020-02-04,72191284000
2020-02-05,72515464000
2020-02-06,76193106000
2020-02-07,75267392000
2020-02-10,75166536000
2020-02-11,75577164000
2020-02-12,77367358000
2020-02-13,77403378000
2020-02-14,77446602000
2020-02-18,76160688000
2020-02-19,76765824000
2020-02-20,76117464000
2020-02-21,75379054000
2020-02-24,71600556000
2020-02-25,68953086000
2020-02-26,68182258000
2020-02-27,65657256000
2020-02-28,66132720000
2020-03-02,69637466000
2020-03-03,67858077999
2020-03-04,69662680000
2020-03-05,68301124000
2020-03-06,69140390000
2020-03-09,64079580000
2020-03-10,67494276000
2020-03-11,62138102000
2020-03-12,56677470000
2020-03-13,62033644000
2020-03-16,53662596000
2020-03-17,55377148000
2020-03-18,56277648000
2020-03-19,56374902000
2020-03-20,54390200000
2020-03-23,52005676000
2020-03-24,56850366000
2020-03-25,60427152000
2020-03-26,62307396000
2020-03-27,57876936000
2020-03-30,59515846000
2020-03-31,57344094542
2020-04-01,55199179245
2020-04-02,53698458307
2020-04-03,55451098827
2020-04-06,57761561278
2020-04-07,58722454540
2020-04-08,59643760440
2020-04-09,59319863835
2020-04-13,58380563679
2020-04-14,59381044305
2020-04-15,56786272611
2020-04-16,58254603888
2020-04-17,62713580488
2020-04-20,60385123781
2020-04-21,57981091199
2020-04-22,59733731719
2020-04-23,58571302791
2020-04-24,59852493808
2020-04-27,59489009840
2020-04-28,60791793963
2020-04-29,63649281792
2020-04-30,63483734638
2020-05-01,62094578087
2020-05-04,62756766702
2020-05-05,61158876782
2020-05-06,61007725033
2020-05-07,61878647016
2020-05-08,62314108008
2020-05-11,61162475634
2020-05-12,60658636470
2020-05-13,58574901642
2020-05-14,59089537360
2020-05-15,60968137670
2020-05-18,64149522105
2020-05-19,62828743725
2020-05-20,64689349780
2020-05-21,64016364611
2020-05-22,64131527849
2020-05-26,67093382362
2020-05-27,69659363246
2020-05-28,69270687320
2020-05-29,71066514053
2020-06-01,72131774000
2020-06-02,72941515513
2020-06-03,73143051179
2020-06-04,72380094731
2020-06-05,73837629454
2020-06-08,73718867366
2020-06-09,72236140684
2020-06-10,72131774000
2020-06-11,68090264136
2020-06-12,68874813691
2020-06-15,68896406798
2020-06-16,70609459955
2020-06-17,70245975987
2020-06-18,70591465699
2020-06-19,68486137765
2020-06-22,69191512594
2020-06-23,69929277084
2020-06-24,67568430716
2020-06-25,67280522623
2020-06-26,66269245444
2020-06-29,66812671971
2020-06-30,68321028000
2020-07-01,68556393000
2020-07-02,69381981000
2020-07-06,69530442000
2020-07-07,68480352000
2020-07-08,68295681000
2020-07-09,68006001000
2020-07-10,68686749000
2020-07-13,68704854000
2020-07-14,70928148000
2020-07-15,72249813000
2020-07-16,72108594000
2020-07-17,71695800000
2020-07-20,71094714000
2020-07-21,70417587000
2020-07-22,70815897000
2020-07-23,70283610000
2020-07-24,69432675000
2020-07-27,69827364000
2020-07-28,69740460000
2020-07-29,69117648000
2020-07-30,69896163000
2020-07-31,71529234000
2020-08-03,71757357000
2020-08-04,72209982000
2020-08-05,72869004000
2020-08-06,72144804000
2020-08-07,72416379000
2020-08-10,74045829000
2020-08-11,75048846000
2020-08-12,76584150000
2020-08-13,77261277000
2020-08-14,76797789000
2020-08-17,77478537000
2020-08-18,77232309000
2020-08-19,76946250000
2020-08-20,71793567000
2020-08-21,74958321000
2020-08-24,76971597000
2020-08-25,78007203000
2020-08-26,78459828000
2020-08-27,78362061000
2020-08-28,80722953000
2020-08-31,80284812000
2020-09-01,80020479000
2020-09-02,80371716000
2020-09-03,78959526000
2020-09-04,78293262000
2020-09-08,78220842000
2020-09-09,79122471000
2020-09-10,77706660000
2020-09-11,77739249000
2020-09-14,78724161000
2020-09-15,78850896000
2020-09-16,78669846000
2020-09-17,78108591000
2020-09-18,76906419000
2020-09-21,75255243000
2020-09-22,75979443000
2020-09-23,75182823000
2020-09-24,76207566000
2020-09-25,77923920000
2020-09-28,78123075000
2020-09-29,77771838000
2020-09-30,79224750000
2020-10-01,79689390000
2020-10-02,79409880000
2020-10-05,80604150000
2020-10-06,79010580000
2020-10-07,80397240000
2020-10-08,81388230000
2020-10-09,81529800000
2020-10-12,82408260000
2020-10-13,80956260000
2020-10-14,80890920000
2020-10-15,80542440000
2020-10-16,81359190000
2020-10-19,80709420000
2020-10-20,81936360000
2020-10-21,84451950000
2020-10-22,84441060000
2020-10-23,85388490000
2020-10-26,84277710000
2020-10-27,83871150000
2020-10-28,80059650000
2020-10-29,80999820000
2020-10-30,79736580000
2020-11-02,81257550000
2020-11-03,81598770000
2020-11-04,82673250000
2020-11-05,85980180000
2020-11-06,86626320000
2020-11-09,89374230000
2020-11-10,89788050000
2020-11-11,90107490000
2020-11-12,90564870000
2020-11-13,92604930000
2020-11-16,93777419999
2020-11-17,93272850000
2020-11-18,90866160000
2020-11-19,87816960000
2020-11-20,87323280000
2020-11-23,87011100000
2020-11-24,89229030000
2020-11-25,89606550000
2020-11-27,89276220000
2020-11-30,89051160000
2020-12-01,89722710000
2020-12-02,89051160000
2020-12-03,89101980000
2020-12-04,88615560000
2020-12-07,89210880000
2020-12-08,90198240000
2020-12-09,89533950000
2020-12-10,89490390000
2020-12-11,89207250000
2020-12-14,89824350000
2020-12-15,90895200000
2020-12-16,93900840000
2020-12-17,95770290000
2020-12-18,94855530000
2020-12-21,92390760000
2020-12-22,93457980000
2020-12-23,94245690000
2020-12-24,94724850000
2020-12-28,95766660000
2020-12-29,95378250000
2020-12-30,95331060000
2020-12-31,96786684000
2021-01-04,92714364000
2021-01-05,94110588000
2021-01-06,93932423999
2021-01-07,93906972000
2021-01-08,94801428000
2021-01-11,93848796000
2021-01-12,92867076000
2021-01-13,93321576000
2021-01-14,90907272000
2021-01-15,90583668000
2021-01-19,90332784000
2021-01-20,92797992000
2021-01-21,92816172000
2021-01-22,90838188000
2021-01-25,90907272000
2021-01-26,89194716000
2021-01-27,85755060000
2021-01-28,89111088000
2021-01-29,86045940000
2021-02-01,87936660000
2021-02-02,89758296000
2021-02-03,90398232000
2021-02-04,92008980000
2021-02-05,99193716000
2021-02-08,102004344000
2021-02-09,101571660000
2021-02-10,103407839999
2021-02-11,105356736000
2021-02-12,105534900000
2021-02-16,107531064000
2021-02-17,105294923999
2021-02-18,104702256000
2021-02-19,103684176000
2021-02-22,103789620000
2021-02-23,106134839999
2021-02-24,107022023999
2021-02-25,105305832000
2021-02-26,103938696000
2021-03-01,106880220000
2021-03-02,105276744000
2021-03-03,105276744000
2021-03-04,103695084000
2021-03-05,106494804000
2021-03-08,101833452000
2021-03-09,101815272000
2021-03-10,103716900000
2021-03-11,106040304000
2021-03-12,105156756000
2021-03-15,105280380000
2021-03-16,105051312000
2021-03-17,105713064000
2021-03-18,104349564000
2021-03-19,103705992000
2021-03-22,104055048000
2021-03-23,102273407999
2021-03-24,103618728000
2021-03-25,104047776000
2021-03-26,106283916000
2021-03-29,105636707999
2021-03-30,107309268000
2021-03-31,105549465000
2021-04-01,106086557000
2021-04-05,107153483000
2021-04-06,107055500000
2021-04-07,107102677000
2021-04-08,108354682000
2021-04-09,109639348000
2021-04-12,110038538000
2021-04-13,109958700000
2021-04-14,110463131000
2021-04-15,110731677000
2021-04-16,113330041000
2021-04-19,112201422000
2021-04-20,112292147000
2021-04-21,112451823000
2021-04-22,113257460999
2021-04-23,113874391000
2021-04-26,114767125000
2021-04-27,114494950000
2021-04-28,114494950000
2021-04-29,114948575000
2021-04-30,113878020000
2021-05-03,104852697000
2021-05-04,109635719000
2021-05-05,106768809000
2021-05-06,108634115000
2021-05-07,110085715000
2021-05-10,108285731000
2021-05-11,106986549000
2021-05-12,105266403000
2021-05-13,105611158000
2021-05-14,107592592000
2021-05-17,107650656000
2021-05-18,107490980000
2021-05-19,108300247000
2021-05-20,108133313000
2021-05-21,107690575000
2021-05-24,109762734000
2021-05-25,110753451000
2021-05-26,110989335999
2021-05-27,110158295000
2021-05-28,111236108000
2021-06-01,110350632000
2021-06-02,110198214000
2021-06-03,109915152000
2021-06-04,110085715000
2021-06-07,109944184000
2021-06-08,108877258000
2021-06-09,108086135999
2021-06-10,108245811999
2021-06-11,108949838000
2021-06-14,110038538000
2021-06-15,109889749000
2021-06-16,108507100000
2021-06-17,108833709999
2021-06-18,107374852000
2021-06-21,109407092000
2021-06-22,109055079000
2021-06-23,109733702000
2021-06-24,112027230000
2021-06-25,114658255000
2021-06-28,114146566000
2021-06-29,115224379000
2021-06-30,115208576000
2021-07-01,114846376000
2021-07-02,115020232000
2021-07-06,115556288000
2021-07-07,115596129999
2021-07-08,113575054000
2021-07-09,115132514000
2021-07-12,116077856000
2021-07-13,116132186000
2021-07-14,118280032000
2021-07-15,118424912000
2021-07-16,117530278000
2021-07-19,114495042000
2021-07-20,117153590000
2021-07-21,117019576000
2021-07-22,118287276000
2021-07-23,120811810000
2021-07-26,120728504000
2021-07-27,119446315999
2021-07-28,119841114000
2021-07-29,120826297999
2021-07-30,120913226000
2021-08-02,118682074000
2021-08-03,118634988000
2021-08-04,117997515999
2021-08-05,119051518000
2021-08-06,119102226000
2021-08-09,118247434000
2021-08-10,118700184000
2021-08-11,118653097999
2021-08-12,118359715999
2021-08-13,118294520000
2021-08-16,118794356000
2021-08-17,116845720000
2021-08-18,115570776000
2021-08-19,118584279999
2021-08-20,119591196000
2021-08-23,121804238000
2021-08-24,122278720000
2021-08-25,121452904000
2021-08-26,121876678000
2021-08-27,123445004000
2021-08-30,124408456000
2021-08-31,123325478000
2021-09-01,124709082000
2021-09-02,124618532000
2021-09-03,123810826000
2021-09-07,122267854000
2021-09-08,121974472000
2021-09-09,122238878000
2021-09-10,121594162000
2021-09-13,120587246000
2021-09-14,119823004000
2021-09-15,118167750000
2021-09-16,117037686000
2021-09-17,115860536000
2021-09-20,112499320000
2021-09-21,112854276000
2021-09-22,115382432000
2021-09-23,116382104000
2021-09-24,116139429999
2021-09-27,115425896000
2021-09-28,112115388000
2021-09-29,110978079999
2021-09-30,108154758000
2021-10-01,112031208000
2021-10-04,110415720000
2021-10-05,112932708000
2021-10-06,113066130000
2021-10-07,113513274000
2021-10-08,112402626000
2021-10-11,111771576000
2021-10-12,111454248000
2021-10-13,113592606000
2021-10-14,115226124000
2021-10-15,115687692000
2021-10-18,114800616000
2021-10-19,112662258000
2021-10-20,109712550000
2021-10-21,114587862000
2021-10-22,118146984000
2021-10-25,119019636000
2021-10-26,119376630000
2021-10-27,117328422000
2021-10-28,117375300000
2021-10-29,116953398000
2021-11-01,117249089999
2021-11-02,122106372000
2021-11-03,122741028000
2021-11-04,122513850000
2021-11-05,126029700000
2021-11-08,125990034000
2021-11-09,125153442000
2021-11-10,124446666000
2021-11-11,124194246000
2021-11-12,125027232000
2021-11-15,125514042000
2021-11-16,126325392000
2021-11-17,127818276000
2021-11-18,125200320000
2021-11-19,127237710000
2021-11-22,126379482000
2021-11-23,126123456000
2021-11-24,125925126000
2021-11-26,120566610000
2021-11-29,122622030000
2021-11-30,119744442000
2021-12-01,117313998000
2021-12-02,120682002000
2021-12-03,120909180000
2021-12-06,123162930000
2021-12-07,127522584000
2021-12-08,128427689999
2021-12-09,128315903999
2021-12-10,130317234000
2021-12-13,129938603999
2021-12-14,128647656000
2021-12-15,131662272000
2021-12-16,130782408000
2021-12-17,124753176000
2021-12-20,124601724000
2021-12-21,127201650000
2021-12-22,130429020000
2021-12-23,131975994000
2021-12-27,133158762000
2021-12-28,132628680000
2021-12-29,133450848000
2021-12-30,132462803999
2021-12-31,132975840000
2022-01-03,133008168000
2022-01-04,133572112000
2022-01-05,127914712000
2022-01-06,127656088000
2022-01-07,127490856000
2022-01-10,120651688000
2022-01-11,122332744000
2022-01-12,124121560000
2022-01-13,120109296000
2022-01-14,115680360000
2022-01-18,111693240000
2022-01-19,111179584000
2022-01-20,108140752000
2022-01-21,106689584000
2022-01-24,108402968000
2022-01-25,105680232000
2022-01-26,105091144000
2022-01-27,107109848000
2022-01-28,109121368000
2022-01-31,111994968000
2022-02-01,113155184000
2022-02-02,114645864000
2022-02-03,108880704000
2022-02-04,112555320000
2022-02-07,112943256000
2022-02-08,113176736000
2022-02-09,114958368000
2022-02-10,113367112000
2022-02-11,108036584000
2022-02-14,109142920000
2022-02-15,110464775999
2022-02-16,110867079999
2022-02-17,109300968000
2022-02-18,108834008000
2022-02-22,106208256000
2022-02-23,104502056000
2022-02-24,105292296000
2022-02-25,107878536000
2022-02-28,106441736000
2022-03-01,102583927999
2022-03-02,104796600000
2022-03-03,104958240000
2022-03-04,102619848000
2022-03-07,94782104000
2022-03-08,96926527999
2022-03-09,99742656000
2022-03-10,98190912000
2022-03-11,94911416000
2022-03-14,89936496000
2022-03-15,92996879999
2022-03-16,97300096000
2022-03-17,97842488000
2022-03-18,99451704000
2022-03-21,98410024000
2022-03-22,101258479999
2022-03-23,98216056000
2022-03-24,99383456000
2022-03-25,98740488000
2022-03-28,99721104000
2022-03-29,102346856000
2022-03-30,100274272000
2022-03-31,97463328000
2022-04-01,98211339000
2022-04-04,99718098000
2022-04-05,97585014000
2022-04-06,94746867000
2022-04-07,95566458000
2022-04-08,95430456000
2022-04-11,93870011999
2022-04-12,94020330000
2022-04-13,95408982000
2022-04-14,94439073000
2022-04-18,94528548000
2022-04-19,98265024000
2022-04-20,99589254000
2022-04-21,97330905000
2022-04-22,94499916000
2022-04-25,95995938000
2022-04-26,91182183000
2022-04-27,92925156000
2022-04-28,97466907000
2022-04-29,94507074000
2022-05-02,93279477000
2022-05-03,87871608000
2022-05-04,92073354000
2022-05-05,86550957000
2022-05-06,86003370000
2022-05-09,83598282000
2022-05-10,82202472000
2022-05-11,82134471000
2022-05-12,82674900000
2022-05-13,86035581000
2022-05-16,84242502000
2022-05-17,86819382000
2022-05-18,82005627000
2022-05-19,84242502000
2022-05-20,84897459000
2022-05-23,84679140000
2022-05-24,83054274000
2022-05-25,83072169000
2022-05-26,86039160000
2022-05-27,90140694000
2022-05-31,91139235000
2022-06-01,89625318000
2022-06-02,94628759999
2022-06-03,94564338000
2022-06-06,95086872000
2022-06-07,97105428000
2022-06-08,95867094000
2022-06-09,92620941000
2022-06-10,89288892000
2022-06-13,85273254000
2022-06-14,86175162000
2022-06-15,87012648000
2022-06-16,83433648000
2022-06-17,85119357000
2022-06-21,88315404000
2022-06-22,88726989000
2022-06-23,92538624000
2022-06-24,96704580000
2022-06-27,94081173000
2022-06-28,92112723000
2022-06-29,91976721000
2022-06-30,91146393000
2022-07-01,91808508000
2022-07-05,92706836999
2022-07-06,92066196000
2022-07-07,92817785999
2022-07-08,90004692000
2022-07-11,87896661000
2022-07-12,87434970000
2022-07-13,87842976000
2022-07-14,87320442000
2022-07-15,87878766000
2022-07-18,87961083000
2022-07-19,91407660000
2022-07-20,92266620000
2022-07-21,93973803000
2022-07-22,93089790000
2022-07-25,92585151000
2022-07-26,90126378000
2022-07-27,94278018000
2022-07-28,97094691000
2022-07-29,97742490000
2022-08-01,97889229000
2022-08-02,96056781000
2022-08-03,96475524000
2022-08-04,97817649000
2022-08-05,96897846000
2022-08-08,96690264000
2022-08-09,95068977000
2022-08-10,97527750000
2022-08-11,96761844000
2022-08-12,98558502000
2022-08-15,98912823000
2022-08-16,98819769000
2022-08-17,98966508000
2022-08-18,100791798000
2022-08-19,97806911999
2022-08-22,94940133000
2022-08-23,95043924000
2022-08-24,94997397000
2022-08-25,99252828000
2022-08-26,93726852000
2022-08-29,92996735999
2022-08-30,92019669000
2022-08-31,91042602000
2022-09-01,89897322000
2022-09-02,88873728000
2022-09-06,88097085000
2022-09-07,88755621000
2022-09-08,88737726000
2022-09-09,90512910000
2022-09-12,91414818000
2022-09-13,87778554000
2022-09-14,88093506000
2022-09-15,87606762000
2022-09-16,85674102000
2022-09-19,86490114000
2022-09-20,85717050000
2022-09-21,85130094000
2022-09-22,84074289000
2022-09-23,81966258000
2022-09-26,83197434000
2022-09-27,80914032000
2022-09-28,81651306000
2022-09-29,78505365000
2022-09-30,77227430000
2022-10-03,78368493000
2022-10-04,81290902000
2022-10-05,80926048000
2022-10-06,81949070000
2022-10-07,78611729000
2022-10-10,77585130000
2022-10-11,76565685000
2022-10-12,76941270000
2022-10-13,76283102000
2022-10-14,74870187000
2022-10-17,76182946000
2022-10-18,76991348000
2022-10-19,74147633000
2022-10-20,71879815000
2022-10-21,72183860000
2022-10-24,70391783000
2022-10-25,73371424000
2022-10-26,73686200000
2022-10-27,73124611000
2022-10-28,73843588000
2022-10-31,71715273000
2022-11-01,73958052000
2022-11-02,67948692000
2022-11-03,69315106000
2022-11-04,75306581000
2022-11-07,73689777000
2022-11-08,74362253000
2022-11-09,73260537000
2022-11-10,78296953000
2022-11-11,81634294000
2022-11-14,78933659000
2022-11-15,81190746000
2022-11-16,79734907000
2022-11-17,81612832000
2022-11-18,83508642000
2022-11-21,78307684000
2022-11-22,79513133000
2022-11-23,79663367000
2022-11-25,78697577000
2022-11-28,77728210000
2022-11-29,76884038000
2022-11-30,84342083000
2022-12-01,82972092000
2022-12-02,85493877000
2022-12-05,82796819000
2022-12-06,84792785000
2022-12-07,83175981000
2022-12-08,86785174000
2022-12-09,85994657000
2022-12-12,87436188000
2022-12-13,88766832000
2022-12-14,89145994000
2022-12-15,86062620000
2022-12-16,86184238000
2022-12-19,84503048000
2022-12-20,85003828000
2022-12-21,87232299000
2022-12-22,86642094000
2022-12-23,86212854000
2022-12-27,88813333000
2022-12-28,88062163000
2022-12-29,89399961000
2022-12-30,88748947000
2023-01-03,90874389000
2023-01-04,93737589000
2023-01-05,93472743000
2023-01-06,94417599000
2023-01-09,93637377000
2023-01-10,93930855000
2023-01-11,94346019000
2023-01-12,93859275000
2023-01-13,95638038000
2023-01-17,95573616000
2023-01-18,94217175000
2023-01-19,92878629000
2023-01-20,95759724000
2023-01-23,98239971000
2023-01-24,99195564000
2023-01-25,98043126000
2023-01-26,97785438000
2023-01-27,96915741000
2023-01-30,97066059000
2023-01-31,99166932000
2023-02-01,100498320000
2023-02-02,96063939000
2023-02-03,96468366000
2023-02-06,93472743000
2023-02-07,93415479000
2023-02-08,92764101000
2023-02-09,90373329000
2023-02-10,89560896000
2023-02-13,91368291000
2023-02-14,91450608000
2023-02-15,91139235000
2023-02-16,89306787000
2023-02-17,90505752000
2023-02-21,89471421000
2023-02-22,89206575000
2023-02-23,89353314000
2023-02-24,86869488000
2023-02-27,86661906000
2023-02-28,86987595000
2023-03-01,87982557000
2023-03-02,89059836000
2023-03-03,90631017000
2023-03-06,90079851000
