,CPRT
2014-01-17,4490168640
2014-01-21,4510258880
2014-01-22,4550439360
2014-01-23,4490168640
2014-01-24,4359582080
2014-01-27,4339491840
2014-01-28,4339491840
2014-01-29,4299311360
2014-01-30,4339491840
2014-01-31,4317250080
2014-02-03,4105916160
2014-02-04,4206551359
2014-02-05,4166297279
2014-02-06,4206551359
2014-02-07,4266932480
2014-02-10,4266932480
2014-02-11,4347440640
2014-02-12,4367567680
2014-02-13,4377631200
2014-02-14,4317250080
2014-02-18,4256868960
2014-02-19,4307186560
2014-02-20,4317250080
2014-02-21,4367567680
2014-02-24,4448075840
2014-02-25,4427948800
2014-02-26,4468202880
2014-02-27,4578901600
2014-02-28,4578901600
2014-03-03,4548711040
2014-03-04,4609092160
2014-03-05,4629219200
2014-03-06,4629219200
2014-03-07,4629219200
2014-03-10,4639282720
2014-03-11,4578901600
2014-03-12,4568838080
2014-03-13,4478266400
2014-03-14,4478266400
2014-03-17,4518520480
2014-03-18,4558774560
2014-03-19,4558774560
2014-03-20,4548711040
2014-03-21,4609092160
2014-03-24,4538647520
2014-03-25,4568838080
2014-03-26,4458139360
2014-03-27,4458139360
2014-03-28,4518520480
2014-03-31,4578901600
2014-04-01,4599028640
2014-04-02,4639282720
2014-04-03,4659409760
2014-04-04,4639282720
2014-04-07,4558774560
2014-04-08,4639282720
2014-04-09,4669473280
2014-04-10,4629219200
2014-04-11,4458139360
2014-04-14,4458139360
2014-04-15,4468202880
2014-04-16,4538647520
2014-04-17,4588965120
2014-04-21,4578901600
2014-04-22,4588965120
2014-04-23,4518520480
2014-04-24,4508456960
2014-04-25,4478266400
2014-04-28,4508456960
2014-04-29,4518520480
2014-04-30,4564754160
2014-05-01,4574830880
2014-05-02,4635291200
2014-05-05,4625214480
2014-05-06,4564754160
2014-05-07,4554677440
2014-05-08,4544600720
2014-05-09,4574830880
2014-05-12,4635291200
2014-05-13,4615137760
2014-05-14,4524447280
2014-05-15,4504293840
2014-05-16,4524447280
2014-05-19,4605061040
2014-05-20,4524447280
2014-05-21,4554677440
2014-05-22,4584907600
2014-05-23,4594984320
2014-05-27,4655444640
2014-05-28,4574830880
2014-05-29,4433756800
2014-05-30,4484140400
2014-06-02,4494217120
2014-06-03,4443833520
2014-06-04,4494217120
2014-06-05,4574830880
2014-06-06,4574830880
2014-06-09,4584907600
2014-06-10,4554677440
2014-06-11,4504293840
2014-06-12,4474063680
2014-06-13,4474063680
2014-06-16,4484140400
2014-06-17,4534524000
2014-06-18,4544600720
2014-06-19,4514370560
2014-06-20,4423680080
2014-06-23,4403526640
2014-06-24,4413603360
2014-06-25,4433756800
2014-06-26,4433756800
2014-06-27,4453910240
2014-06-30,4534524000
2014-07-01,4564754160
2014-07-02,4524447280
2014-07-03,4544600720
2014-07-07,4514370560
2014-07-08,4534524000
2014-07-09,4544600720
2014-07-10,4474063680
2014-07-11,4463986960
2014-07-14,4494217120
2014-07-15,4463986960
2014-07-16,4413603360
2014-07-17,4363219760
2014-07-18,4423680080
2014-07-21,4383373200
2014-07-22,4383373200
2014-07-23,4413603360
2014-07-24,4423680080
2014-07-25,4373296480
2014-07-28,4373296480
2014-07-29,4292682720
2014-07-30,4262452560
2014-07-31,4210599120
2014-08-01,4230793840
2014-08-04,4220696479
2014-08-05,4250988560
2014-08-06,4240891200
2014-08-07,4220696479
2014-08-08,4240891200
2014-08-11,4250988560
2014-08-12,4230793840
2014-08-13,4230793840
2014-08-14,4230793840
2014-08-15,4250988560
2014-08-18,4301475360
2014-08-19,4311572720
2014-08-20,4321670080
2014-08-21,4331767440
2014-08-22,4321670080
2014-08-25,4362059520
2014-08-26,4331767440
2014-08-27,4331767440
2014-08-28,4341864800
2014-08-29,4341864800
2014-09-02,4362059520
2014-09-03,4291378000
2014-09-04,4250988560
2014-09-05,4271183280
2014-09-08,4230793840
2014-09-09,4230793840
2014-09-10,4271183280
2014-09-11,4271183280
2014-09-12,4220696479
2014-09-15,4261085919
2014-09-16,4281280640
2014-09-17,4321670080
2014-09-18,4311572720
2014-09-19,4261085919
2014-09-22,4220696479
2014-09-23,4160112320
2014-09-24,3978359840
2014-09-25,3948067760
2014-09-26,3948067760
2014-09-29,3978359840
2014-09-30,3958165120
2014-10-01,3937970400
2014-10-02,3968262480
2014-10-03,3998554560
2014-10-06,3988457200
2014-10-07,3927873040
2014-10-08,3978359840
2014-10-09,3927873040
2014-10-10,3937970400
2014-10-13,3816802080
2014-10-14,3877386240
2014-10-15,3867288880
2014-10-16,3927873040
2014-10-17,3927873040
2014-10-20,3998554560
2014-10-21,4059138719
2014-10-22,4069236080
2014-10-23,4150014960
2014-10-24,4139917599
2014-10-27,4089430800
2014-10-28,4180307039
2014-10-29,4160112320
2014-10-30,4230793840
2014-10-31,4223471999
2014-11-03,4223471999
2014-11-04,4203264000
2014-11-05,4243680000
2014-11-06,4294200000
2014-11-07,4314408000
2014-11-10,4304304000
2014-11-11,4344720000
2014-11-12,4334616000
2014-11-13,4314408000
2014-11-14,4314408000
2014-11-17,4304304000
2014-11-18,4334616000
2014-11-19,4304304000
2014-11-20,4324512000
2014-11-21,4334616000
2014-11-24,4364928000
2014-11-25,4577112000
2014-11-26,4607424000
2014-11-28,4587216000
2014-12-01,4587216000
2014-12-02,4577112000
2014-12-03,4607424000
2014-12-04,4698360000
2014-12-05,4769088000
2014-12-08,4748880000
2014-12-09,4748880000
2014-12-10,4668048000
2014-12-11,4647840000
2014-12-12,4607424000
2014-12-15,4556904000
2014-12-16,4536696000
2014-12-17,4607424000
2014-12-18,4637736000
2014-12-19,4637736000
2014-12-22,4627632000
2014-12-23,4647840000
2014-12-24,4657944000
2014-12-26,4637736000
2014-12-29,4668048000
2014-12-30,4657944000
2014-12-31,4607424000
2015-01-02,4617528000
2015-01-05,4577112000
2015-01-06,4526592000
2015-01-07,4536696000
2015-01-08,4587216000
2015-01-09,4556904000
2015-01-12,4496280000
2015-01-13,4486176000
2015-01-14,4465968000
2015-01-15,4425552000
2015-01-16,4425552000
2015-01-20,4425552000
2015-01-21,4506384000
2015-01-22,4617528000
2015-01-23,4657944000
2015-01-26,4698360000
2015-01-27,4647840000
2015-01-28,4637736000
2015-01-29,4668048000
2015-01-30,4627632000
2015-02-02,4692524800
2015-02-03,4773430400
2015-02-04,4702638000
2015-02-05,4743090800
2015-02-06,4763317200
2015-02-09,4763317200
2015-02-10,4783543600
2015-02-11,4783543600
2015-02-12,4793656800
2015-02-13,4823996400
2015-02-17,4803770000
2015-02-18,4813883200
2015-02-19,4793656800
2015-02-20,4803770000
2015-02-23,4743090800
2015-02-24,4753204000
2015-02-25,4854336000
2015-02-26,4793656800
2015-02-27,4732977600
2015-03-02,4813883200
2015-03-03,4783543600
2015-03-04,4712751200
2015-03-05,4712751200
2015-03-06,4702638000
2015-03-09,4702638000
2015-03-10,4641958800
2015-03-11,4652072000
2015-03-12,4722864400
2015-03-13,4712751200
2015-03-16,4773430400
2015-03-17,4732977600
2015-03-18,4722864400
2015-03-19,4722864400
2015-03-20,4773430400
2015-03-23,4743090800
2015-03-24,4732977600
2015-03-25,4631845600
2015-03-26,4641958800
2015-03-27,4702638000
2015-03-30,4743090800
2015-03-31,4753204000
2015-04-01,4743090800
2015-04-02,4763317200
2015-04-06,4813883200
2015-04-07,4783543600
2015-04-08,4813883200
2015-04-09,4783543600
2015-04-10,4783543600
2015-04-13,4763317200
2015-04-14,4753204000
2015-04-15,4783543600
2015-04-16,4753204000
2015-04-17,4682411600
2015-04-20,4732977600
2015-04-21,4722864400
2015-04-22,4702638000
2015-04-23,4722864400
2015-04-24,4702638000
2015-04-27,4631845600
2015-04-28,4631845600
2015-04-29,4581279600
2015-04-30,4440850800
2015-05-01,4460809680
2015-05-04,4490748000
2015-05-05,4380974160
2015-05-06,4370994720
2015-05-07,4380974160
2015-05-08,4380974160
2015-05-11,4380974160
2015-05-12,4390953600
2015-05-13,4370994720
2015-05-14,4420891920
2015-05-15,4400933040
2015-05-18,4450830240
2015-05-19,4450830240
2015-05-20,4440850800
2015-05-21,4430871360
2015-05-22,4440850800
2015-05-26,4400933040
2015-05-27,4440850800
2015-05-28,4291159200
2015-05-29,4321097520
2015-06-01,4271200320
2015-06-02,4281179760
2015-06-03,4311118080
2015-06-04,4440850800
2015-06-05,4460809680
2015-06-08,4430871360
2015-06-09,4440850800
2015-06-10,4450830240
2015-06-11,4480768560
2015-06-12,4460809680
2015-06-15,4450830240
2015-06-16,4490748000
2015-06-17,4450830240
2015-06-18,4480768560
2015-06-19,4470789120
2015-06-22,4470789120
2015-06-23,4480768560
2015-06-24,4450830240
2015-06-25,4450830240
2015-06-26,4460809680
2015-06-29,4410912480
2015-06-30,4420891920
2015-07-01,4450830240
2015-07-02,4430871360
2015-07-06,4460809680
2015-07-07,4500727440
2015-07-08,4400933040
2015-07-09,4400933040
2015-07-10,4420891920
2015-07-13,4480768560
2015-07-14,4510706880
2015-07-15,4540645200
2015-07-16,4570583520
2015-07-17,4570583520
2015-07-20,4570583520
2015-07-21,4480768560
2015-07-22,4500727440
2015-07-23,4480768560
2015-07-24,4420891920
2015-07-27,4400933040
2015-07-28,4460809680
2015-07-29,4490748000
2015-07-30,4470789120
2015-07-31,4325580000
2015-08-03,4344804800
2015-08-04,4344804800
2015-08-05,4364029600
2015-08-06,4325580000
2015-08-07,4344804800
2015-08-10,4383254400
2015-08-11,4354417200
2015-08-12,4325580000
2015-08-13,4335192400
2015-08-14,4373642000
2015-08-17,4412091600
2015-08-18,4383254400
2015-08-19,4335192400
2015-08-20,4248680800
2015-08-21,4152556800
2015-08-24,4017983199
2015-08-25,4037208000
2015-08-26,4094882400
2015-08-27,4171781600
2015-08-28,4200618800
2015-08-31,4210231200
2015-09-01,4066045200
2015-09-02,4210231200
2015-09-03,4191006400
2015-09-04,4191006400
2015-09-08,4248680800
2015-09-09,4200618800
2015-09-10,4219843599
2015-09-11,4210231200
2015-09-14,4171781600
2015-09-15,4229456000
2015-09-16,4248680800
2015-09-17,4239068400
2015-09-18,4181393999
2015-09-21,4219843599
2015-09-22,4133332000
2015-09-23,4094882400
2015-09-24,4066045200
2015-09-25,4114107200
2015-09-28,4017983199
2015-09-29,4008370800
2015-09-30,3950696400
2015-10-01,4017983199
2015-10-02,4085270000
2015-10-05,4181393999
2015-10-06,4162169200
2015-10-07,4191006400
2015-10-08,4191006400
2015-10-09,4181393999
2015-10-12,4200618800
2015-10-13,4171781600
2015-10-14,4133332000
2015-10-15,4171781600
2015-10-16,4181393999
2015-10-19,4210231200
2015-10-20,4239068400
2015-10-21,4239068400
2015-10-22,4258293199
2015-10-23,4287130400
2015-10-26,4315967600
2015-10-27,4267905600
2015-10-28,4325580000
2015-10-29,4335192400
2015-10-30,4354417200
2015-11-02,4307476320
2015-11-03,4298091840
2015-11-04,4298091840
2015-11-05,4345014240
2015-11-06,4354398720
2015-11-09,4345014240
2015-11-10,4326245280
2015-11-11,4288707360
2015-11-12,4204247040
2015-11-13,4185478080
2015-11-16,4204247040
2015-11-17,4213631520
2015-11-18,4269938400
2015-11-19,4298091840
2015-11-20,4307476320
2015-11-23,4363783200
2015-11-24,4589010720
2015-11-25,4645317600
2015-11-27,4654702080
2015-11-30,4626548640
2015-12-01,4617164160
2015-12-02,4607779680
2015-12-03,4560857280
2015-12-04,4579626240
2015-12-07,4570241760
2015-12-08,4570241760
2015-12-09,4551472800
2015-12-10,4560857280
2015-12-11,4495165920
2015-12-14,4495165920
2015-12-15,4542088320
2015-12-16,4542088320
2015-12-17,4504550400
2015-12-18,4467012480
2015-12-21,4523319360
2015-12-22,4551472800
2015-12-23,4560857280
2015-12-24,4495165920
2015-12-28,4504550400
2015-12-29,4551472800
2015-12-30,4467012480
2015-12-31,4457628000
2016-01-04,4420090080
2016-01-05,4429474560
2016-01-06,4345014240
2016-01-07,4185478080
2016-01-08,4119786719
2016-01-11,4119786719
2016-01-12,4129171200
2016-01-13,4044710879
2016-01-14,4082248799
2016-01-15,3950866080
2016-01-19,3903943680
2016-01-20,3885174719
2016-01-21,3875790240
2016-01-22,3997788480
2016-01-25,3922712639
2016-01-26,4007172959
2016-01-27,3885174719
2016-01-28,3894559200
2016-01-29,3932097120
2016-02-01,3705434880
2016-02-02,3661217279
2016-02-03,3687747840
2016-02-04,3767339520
2016-02-05,3670060800
2016-02-08,3705434880
2016-02-09,3767339520
2016-02-10,3793870080
2016-02-11,3793870080
2016-02-12,3855774720
2016-02-16,3926522880
2016-02-17,3970740480
2016-02-18,3953053440
2016-02-19,3979584000
2016-02-22,4006114560
2016-02-23,3979584000
2016-02-24,4068019199
2016-02-25,4209515520
2016-02-26,4253733119
2016-02-29,4174141440
2016-03-01,4351011840
2016-03-02,4368698880
2016-03-03,4412916480
2016-03-04,4386385920
2016-03-07,4412916480
2016-03-08,4386385920
2016-03-09,4439447040
2016-03-10,4430603520
2016-03-11,4465977600
2016-03-14,4474821120
2016-03-15,4474821120
2016-03-16,4527882240
2016-03-17,4501351680
2016-03-18,4607473920
2016-03-21,4572099840
2016-03-22,4545569280
2016-03-23,4501351680
2016-03-24,4492508160
2016-03-28,4465977600
2016-03-29,4563256320
2016-03-30,4598630400
2016-03-31,4510195200
2016-04-01,4554412800
2016-04-04,4501351680
2016-04-05,4483664640
2016-04-06,4519038720
2016-04-07,4474821120
2016-04-08,4483664640
2016-04-11,4527882240
2016-04-12,4598630400
2016-04-13,4651691520
2016-04-14,4660535040
2016-04-15,4660535040
2016-04-18,4660535040
2016-04-19,4695909120
2016-04-20,4740126720
2016-04-21,4660535040
2016-04-22,4678222080
2016-04-25,4669378560
2016-04-26,4687065600
2016-04-27,4722439680
2016-04-28,4731283200
2016-04-29,4740126720
2016-05-02,4716237120
2016-05-03,4654873440
2016-05-04,4681172160
2016-05-05,4716237120
2016-05-06,4698704640
2016-05-09,4733769600
2016-05-10,4786367040
2016-05-11,4751302080
2016-05-12,4742535840
2016-05-13,4681172160
2016-05-16,4760068320
2016-05-17,4725003360
2016-05-18,4742535840
2016-05-19,4672405920
2016-05-20,4760068320
2016-05-23,4751302080
2016-05-24,4830198240
2016-05-25,4812665760
2016-05-26,5277276480
2016-05-27,5356172640
2016-05-31,5426302560
2016-06-01,5408770080
2016-06-02,5417536320
2016-06-03,5347406400
2016-06-06,5373705120
2016-06-07,5408770080
2016-06-08,5443835040
2016-06-09,5478900000
2016-06-10,5373705120
2016-06-13,5356172640
2016-06-14,5338640160
2016-06-15,5356172640
2016-06-16,5356172640
2016-06-17,5321107680
2016-06-20,5382471360
2016-06-21,5364938880
2016-06-22,5347406400
2016-06-23,5417536320
2016-06-24,5224679040
2016-06-27,5093185440
2016-06-28,5119484160
2016-06-29,5268510240
2016-06-30,5373705120
2016-07-01,5408770080
2016-07-05,5417536320
2016-07-06,5408770080
2016-07-07,5364938880
2016-07-08,5461367520
2016-07-11,5478900000
2016-07-12,5478900000
2016-07-13,5435068800
2016-07-14,5470133760
2016-07-15,5470133760
2016-07-18,5435068800
2016-07-19,5417536320
2016-07-20,5452601280
2016-07-21,5452601280
2016-07-22,5522731200
2016-07-25,5566562400
2016-07-26,5549029920
2016-07-27,5619159840
2016-07-28,5522731200
2016-07-29,5531497440
2016-08-01,5780179040
2016-08-02,5735091840
2016-08-03,5635900000
2016-08-04,5662952320
2016-08-05,5753126720
2016-08-08,5680987200
2016-08-09,5680987200
2016-08-10,5744109280
2016-08-11,5717056960
2016-08-12,5708039520
2016-08-15,5735091840
2016-08-16,5717056960
2016-08-17,5771161600
2016-08-18,5870353440
2016-08-19,5879370880
2016-08-22,5951510400
2016-08-23,5969545280
2016-08-24,5942492960
2016-08-25,5879370880
2016-08-26,5816248800
2016-08-29,5825266240
2016-08-30,5762144160
2016-08-31,5753126720
2016-09-01,5771161600
2016-09-02,5825266240
2016-09-06,5789196480
2016-09-07,5762144160
2016-09-08,5708039520
2016-09-09,5635900000
2016-09-12,5690004640
2016-09-13,5608847680
2016-09-14,5608847680
2016-09-15,5671969760
2016-09-16,5644917440
2016-09-19,5717056960
2016-09-20,5798213920
2016-09-21,6032667360
2016-09-22,5960527840
2016-09-23,6095789440
2016-09-26,6050702240
2016-09-27,6095789440
2016-09-28,6077754560
2016-09-29,5978562720
2016-09-30,6041684800
2016-10-03,6068737120
2016-10-04,6023649920
2016-10-05,6032667360
2016-10-06,6050702240
2016-10-07,6023649920
2016-10-10,6113824320
2016-10-11,6050702240
2016-10-12,6104806880
2016-10-13,6077754560
2016-10-14,6086772000
2016-10-17,6077754560
2016-10-18,6104806880
2016-10-19,6140876640
2016-10-20,6095789440
2016-10-21,6032667360
2016-10-24,6023649920
2016-10-25,5969545280
2016-10-26,5915440640
2016-10-27,5834283680
2016-10-28,5924458080
2016-10-31,6012686080
2016-11-01,5948526320
2016-11-02,5939360640
2016-11-03,5966857680
2016-11-04,5820206800
2016-11-07,5939360640
2016-11-08,6012686080
2016-11-09,6113508560
2016-11-10,6104342880
2016-11-11,6195999680
2016-11-14,6324319200
2016-11-15,6324319200
2016-11-16,6397644640
2016-11-17,6489301440
2016-11-18,6425141680
2016-11-21,6443473040
2016-11-22,6159336960
2016-11-23,6241828080
2016-11-25,6260159440
2016-11-28,6223496720
2016-11-29,6250993760
2016-11-30,6269325120
2016-12-01,6269325120
2016-12-02,6232662400
2016-12-05,6250993760
2016-12-06,6278490800
2016-12-07,6406810320
2016-12-08,6388478960
2016-12-09,6342650560
2016-12-12,6388478960
2016-12-13,6434307360
2016-12-14,6415976000
2016-12-15,6434307360
2016-12-16,6397644640
2016-12-19,6406810320
2016-12-20,6480135760
2016-12-21,6443473040
2016-12-22,6342650560
2016-12-23,6360981920
2016-12-27,6415976000
2016-12-28,6360981920
2016-12-29,6360981920
2016-12-30,6351816240
2017-01-03,6388478960
2017-01-04,6470970080
2017-01-05,6461804400
2017-01-06,6498467120
2017-01-09,6480135760
2017-01-10,6498467120
2017-01-11,6562626880
2017-01-12,6516798480
2017-01-13,6580958240
2017-01-17,6480135760
2017-01-18,6489301440
2017-01-19,6480135760
2017-01-20,6525964160
2017-01-23,6461804400
2017-01-24,6571792560
2017-01-25,6599289600
2017-01-26,6535129840
2017-01-27,6535129840
2017-01-30,6525964160
2017-01-31,6520531200
2017-02-01,6437760000
2017-02-02,6400972800
2017-02-03,6502137600
2017-02-06,6502137600
2017-02-07,6529728000
2017-02-08,6575712000
2017-02-09,6649286400
2017-02-10,6686073600
2017-02-13,6750451200
2017-02-14,6741254400
2017-02-15,6814828800
2017-02-16,6879206400
2017-02-17,6787238400
2017-02-21,6934387200
2017-02-22,6722860800
2017-02-23,6833222400
2017-02-24,6778041600
2017-02-27,6842419200
2017-02-28,6796435200
2017-03-01,6897600000
2017-03-02,6915993600
2017-03-03,6952780800
2017-03-06,6971174400
2017-03-07,6971174400
2017-03-08,6961977600
2017-03-09,6952780800
2017-03-10,6961977600
2017-03-13,6961977600
2017-03-14,6943584000
2017-03-15,7026355200
2017-03-16,7044748800
2017-03-17,7072339200
2017-03-20,7109126400
2017-03-21,6989568000
2017-03-22,7035552000
2017-03-23,7063142400
2017-03-24,7053945600
2017-03-27,7136716800
2017-03-28,7173504000
2017-03-29,7164307200
2017-03-30,7136716800
2017-03-31,7118323200
2017-04-03,6989568000
2017-04-04,6897600000
2017-04-05,6860812800
2017-04-06,6897600000
2017-04-07,6860812800
2017-04-10,6906796800
2017-04-11,6925190400
2017-04-12,6860812800
2017-04-13,6814828800
2017-04-17,6879206400
2017-04-18,6860812800
2017-04-19,6897600000
2017-04-20,6952780800
2017-04-21,6952780800
2017-04-24,7053945600
2017-04-25,7099929600
2017-04-26,7127520000
2017-04-27,7173504000
2017-04-28,7109126400
2017-05-01,7055963040
2017-05-02,7055963040
2017-05-03,6973060080
2017-05-04,7028328720
2017-05-05,7055963040
2017-05-08,7028328720
2017-05-09,7000694400
2017-05-10,6945425760
2017-05-11,6890157120
2017-05-12,6880945680
2017-05-15,6908580000
2017-05-16,6899368560
2017-05-17,6724351200
2017-05-18,6761196960
2017-05-19,6751985520
2017-05-22,6844099920
2017-05-23,6917791440
2017-05-24,6908580000
2017-05-25,7230980400
2017-05-26,7148077440
2017-05-30,7111231680
2017-05-31,7184923200
2017-06-01,7323094800
2017-06-02,7304671920
2017-06-05,7203346080
2017-06-06,7138866000
2017-06-07,7175711760
2017-06-08,7157288880
2017-06-09,7221768960
2017-06-12,7240191840
2017-06-13,7267826160
2017-06-14,7258614720
2017-06-15,7240191840
2017-06-16,7194134640
2017-06-19,7277037600
2017-06-20,7184923200
2017-06-21,7138866000
2017-06-22,7203346080
2017-06-23,7267826160
2017-06-26,7240191840
2017-06-27,7203346080
2017-06-28,7258614720
2017-06-29,7230980400
2017-06-30,7323094800
2017-07-03,7323094800
2017-07-05,7286249040
2017-07-06,7009905840
2017-07-07,7129654560
2017-07-10,7102020240
2017-07-11,7157288880
2017-07-12,7184923200
2017-07-13,7184923200
2017-07-14,7157288880
2017-07-17,7166500320
2017-07-18,7166500320
2017-07-19,7230980400
2017-07-20,7258614720
2017-07-21,7267826160
2017-07-24,7323094800
2017-07-25,7341517680
2017-07-26,7304671920
2017-07-27,7341517680
2017-07-28,7359940560
2017-07-31,7262247120
2017-08-01,7299158160
2017-08-02,7206880560
2017-08-03,7151514000
2017-08-04,7225336080
2017-08-07,7169969520
2017-08-08,7086919680
2017-08-09,7253019360
2017-08-10,7188425040
2017-08-11,7169969520
2017-08-14,7336069200
2017-08-15,7400663520
2017-08-16,7437574560
2017-08-17,7382208000
2017-08-18,7354524720
2017-08-21,7363752480
2017-08-22,7409891279
2017-08-23,7336069200
2017-08-24,7336069200
2017-08-25,7317613680
2017-08-28,7243791600
2017-08-29,7253019360
2017-08-30,7354524720
2017-08-31,7539079920
2017-09-01,7529852160
2017-09-05,7492941119
2017-09-06,7474485600
2017-09-07,7409891279
2017-09-08,7465257840
2017-09-11,7520624400
2017-09-12,7465257840
2017-09-13,7566763199
2017-09-14,7492941119
2017-09-15,7502168880
2017-09-18,7585218720
2017-09-19,7511396640
2017-09-20,7815912720
2017-09-21,7797457199
2017-09-22,7788229440
2017-09-25,7852823760
2017-09-26,7898962560
2017-09-27,7982012400
2017-09-28,7908190320
2017-09-29,7926645840
2017-10-02,7972784640
2017-10-03,7991240160
2017-10-04,8028151199
2017-10-05,8120428800
2017-10-06,8129656560
2017-10-09,8166567600
2017-10-10,8203478640
2017-10-11,8268072960
2017-10-12,8332667279
2017-10-13,8378806080
2017-10-16,8369578320
2017-10-17,8397261600
2017-10-18,8406489359
2017-10-19,8397261600
2017-10-20,8415717119
2017-10-23,8341895039
2017-10-24,8341895039
2017-10-25,8249617440
2017-10-26,8286528480
2017-10-27,8277300720
2017-10-30,8314211760
2017-10-31,8398021840
2017-11-01,8296171520
2017-11-02,8453576560
2017-11-03,8425799200
2017-11-06,8388762720
2017-11-07,8277653280
2017-11-08,8314689760
2017-11-09,8240616800
2017-11-10,8296171520
2017-11-13,8305430640
2017-11-14,8305430640
2017-11-15,8323948880
2017-11-16,8323948880
2017-11-17,8231357680
2017-11-20,8407280960
2017-11-21,8499872160
2017-11-22,9490598000
2017-11-24,9833185440
2017-11-27,9666521280
2017-11-28,9675780400
2017-11-29,9749853360
2017-11-30,9990590480
2017-12-01,9953554000
2017-12-04,9953554000
2017-12-05,10073922560
2017-12-06,10046145200
2017-12-07,10157254640
2017-12-08,10175772880
2017-12-11,10166513760
2017-12-12,10120218160
2017-12-13,10166513760
2017-12-14,10138736400
2017-12-15,10212809360
2017-12-18,10277623200
2017-12-19,10194291120
2017-12-20,10138736400
2017-12-21,10046145200
2017-12-22,10036886080
2017-12-26,10036886080
2017-12-27,10018367840
2017-12-28,9999849600
2017-12-29,9999849600
2018-01-02,10092440800
2018-01-03,10046145200
2018-01-04,10129477280
2018-01-05,10073922560
2018-01-08,10083181680
2018-01-09,10064663440
2018-01-10,10073922560
2018-01-11,10305400560
2018-01-12,10379473520
2018-01-16,10259104960
2018-01-17,10259104960
2018-01-18,10323918800
2018-01-19,10573915040
2018-01-22,10518360320
2018-01-23,10416510000
2018-01-24,10351696160
2018-01-25,10416510000
2018-01-26,10499842080
2018-01-29,10370214400
2018-01-30,10277623200
2018-01-31,10227000800
2018-02-01,10124916400
2018-02-02,10078514400
2018-02-05,9679457200
2018-02-06,9688737600
2018-02-07,9688737600
2018-02-08,9456727600
2018-02-09,9642335600
2018-02-12,9939308400
2018-02-13,10022832000
2018-02-14,10421889200
2018-02-15,10616777600
2018-02-16,10783824800
2018-02-20,10867348400
2018-02-21,10700301200
2018-02-22,10718862000
2018-02-23,10848787600
2018-02-26,10885909200
2018-02-27,11062236800
2018-02-28,10858068000
2018-03-01,10663179600
2018-03-02,10709581600
2018-03-05,11025115200
2018-03-06,11377770400
2018-03-07,11489135200
2018-03-08,11396331200
2018-03-09,11628341200
2018-03-12,11860351200
2018-03-13,11786108000
2018-03-14,11767547200
2018-03-15,11674743200
2018-03-16,11841790400
2018-03-19,11702584400
2018-03-20,11897472800
2018-03-21,11888192400
2018-03-22,11572658800
2018-03-23,11535537200
2018-03-26,11813949200
2018-03-27,11600500000
2018-03-28,11563378400
2018-03-29,11813949200
2018-04-02,11554098000
2018-04-03,11674743200
2018-04-04,11758266800
2018-04-05,11776827600
2018-04-06,11526256800
2018-04-09,11572658800
2018-04-10,11739706000
2018-04-11,11702584400
2018-04-12,11795388400
2018-04-13,11693304000
2018-04-16,11674743200
2018-04-17,11906753200
2018-04-18,12027398400
2018-04-19,12036678800
2018-04-20,11953155200
2018-04-23,12055239600
2018-04-24,11869631600
2018-04-25,11916033600
2018-04-26,11934594400
2018-04-27,11980996400
2018-04-30,11901384600
2018-05-01,12041181600
2018-05-02,12069141000
2018-05-03,12180978600
2018-05-04,12311455800
2018-05-07,12218257800
2018-05-08,12395334000
2018-05-09,12535131000
2018-05-10,12646968600
2018-05-11,12879963600
2018-05-14,12954522000
2018-05-15,12907923000
2018-05-16,13075679400
2018-05-17,13112958600
2018-05-18,12600369600
2018-05-21,12572410200
2018-05-22,12348735000
2018-05-23,12339415200
2018-05-24,12283496400
2018-05-25,12637648800
2018-05-29,12917242800
2018-05-30,13084999200
2018-05-31,12777445800
2018-06-01,12945202200
2018-06-04,13075679400
2018-06-05,13345953600
2018-06-06,13317994200
2018-06-07,13299354600
2018-06-08,13429831800
2018-06-11,13411192200
2018-06-12,13420512000
2018-06-13,13448471400
2018-06-14,13532349600
2018-06-15,13569628800
2018-06-18,13709425800
2018-06-19,13849222800
2018-06-20,14026299000
2018-06-21,13877182200
2018-06-22,13961060400
2018-06-25,13588268400
2018-06-26,13112958600
2018-06-27,12852004200
2018-06-28,13047720000
2018-06-29,13178197200
2018-07-02,13243435800
2018-07-03,13364593200
2018-07-05,13317994200
2018-07-06,13513710000
2018-07-09,13690786200
2018-07-10,13681466400
2018-07-11,13588268400
2018-07-12,13718745600
2018-07-13,13821263400
2018-07-16,13616227800
2018-07-17,13783984200
2018-07-18,13821263400
2018-07-19,13774664400
2018-07-20,13746705000
2018-07-23,13578948600
2018-07-24,13364593200
2018-07-25,13588268400
2018-07-26,13541669400
2018-07-27,13271395200
2018-07-30,13094319000
2018-07-31,13425171200
2018-08-01,13462593280
2018-08-02,13518726400
2018-08-03,13434526720
2018-08-06,13687125760
2018-08-07,13836814080
2018-08-08,13883591680
2018-08-09,14033280000
2018-08-10,14089413120
2018-08-13,13874236160
2018-08-14,13921013760
2018-08-15,14051991040
2018-08-16,14229745920
2018-08-17,14267168000
2018-08-20,14426211840
2018-08-21,14613322240
2018-08-22,14734944000
2018-08-23,14734944000
2018-08-24,14669455360
2018-08-27,14922054400
2018-08-28,14987543040
2018-08-29,14996898560
2018-08-30,15062387200
2018-08-31,15043676159
2018-09-04,15184008960
