,ATVI
2009-06-05,16473420000
2009-06-08,16447640000
2009-06-09,16421860000
2009-06-10,16512090000
2009-06-11,16769890000
2009-06-12,16718330000
2009-06-15,15970710000
2009-06-16,15854700000
2009-06-17,16383190000
2009-06-18,16189840000
2009-06-19,16602320000
2009-06-22,15893370000
2009-06-23,15777360000
2009-06-24,16022270000
2009-06-25,16292960000
2009-06-26,16318740000
2009-06-29,16383190000
2009-06-30,16052730000
2009-07-01,16205250000
2009-07-02,15785820000
2009-07-06,15493490000
2009-07-07,14972380000
2009-07-08,14591080000
2009-07-09,14680050000
2009-07-10,14349589999
2009-07-13,14413140000
2009-07-14,14425850000
2009-07-15,14692760000
2009-07-16,14692760000
2009-07-17,14870700000
2009-07-20,15226580000
2009-07-21,15175740000
2009-07-22,14883410000
2009-07-23,14883410000
2009-07-24,14667339999
2009-07-27,14298750000
2009-07-28,14463980000
2009-07-29,14451269999
2009-07-30,14489400000
2009-07-31,14552950000
2009-08-03,14565660000
2009-08-04,15035930000
2009-08-05,14680050000
2009-08-06,16243380000
2009-08-07,15836660000
2009-08-10,15696850000
2009-08-11,15417230000
2009-08-12,15773110000
2009-08-13,15696850000
2009-08-14,16128990000
2009-08-17,15290130000
2009-08-18,15518910000
2009-08-19,15315550000
2009-08-20,15353680000
2009-08-21,15518910000
2009-08-24,15455360000
2009-08-25,15086769999
2009-08-26,14959670000
2009-08-27,14781730000
2009-08-28,14857990000
2009-08-31,14756310000
2009-09-01,14514820000
2009-09-02,14794440000
2009-09-03,14680050000
2009-09-04,14883410000
2009-09-08,15175740000
2009-09-09,14819860000
2009-09-10,14730890000
2009-09-11,15035930000
2009-09-14,14921540000
2009-09-15,14667339999
2009-09-16,14959670000
2009-09-17,15290130000
2009-09-18,14985089999
2009-09-21,15620589999
2009-09-22,15709560000
2009-09-23,15900210000
2009-09-24,15607880000
2009-09-25,15722269999
2009-09-28,15773110000
2009-09-29,15785820000
2009-09-30,15896370000
2009-10-01,15434490000
2009-10-02,15229209999
2009-10-05,15242040000
2009-10-06,15665430000
2009-10-07,16140140000
2009-10-08,16537870000
2009-10-09,16242780000
2009-10-12,15909200000
2009-10-13,16024670000
2009-10-14,16306930000
2009-10-15,16050330000
2009-10-16,15832220000
2009-10-19,16075990000
2009-10-20,15986180000
2009-10-21,15819390000
2009-10-22,15909200000
2009-10-23,15652600000
2009-10-26,15447319999
2009-10-27,14998270000
2009-10-28,14613370000
2009-10-29,14228470000
2009-10-30,13894890000
2009-11-02,13304709999
2009-11-03,13625459999
2009-11-04,13702440000
2009-11-05,13946209999
2009-11-06,14433750000
2009-11-09,14805819999
2009-11-10,14651860000
2009-11-11,14600540000
2009-11-12,14677520000
2009-11-13,14998270000
2009-11-16,15036760000
2009-11-17,14998270000
2009-11-18,15229209999
2009-11-19,14844310000
2009-11-20,14600540000
2009-11-23,14690350000
2009-11-24,14626200000
2009-11-25,14831480000
2009-11-27,14862272000
2009-11-30,14613370000
2009-12-01,14959780000
2009-12-02,14549220000
2009-12-03,14497900000
2009-12-04,14151490000
2009-12-07,14023190000
2009-12-08,13779420000
2009-12-09,13843569999
2009-12-10,13805080000
2009-12-11,13792250000
2009-12-14,13894890000
2009-12-15,13843569999
2009-12-16,13984700000
2009-12-17,13805080000
2009-12-18,14189980000
2009-12-21,14087340000
2009-12-22,13946209999
2009-12-23,14574880000
2009-12-24,14677520000
2009-12-28,14600540000
2009-12-29,14485069999
2009-12-30,14613370000
2009-12-31,13865280000
2010-01-04,14102400000
2010-01-05,14127360000
2010-01-06,14052480000
2010-01-07,13715520000
2010-01-08,13603200000
2010-01-11,13590720000
2010-01-12,13440960000
2010-01-13,13615680000
2010-01-14,13553280000
2010-01-15,13590720000
2010-01-19,13528320000
2010-01-20,13503360000
2010-01-21,13216320000
2010-01-22,12935520000
2010-01-25,12629759999
2010-01-26,12492480000
2010-01-27,12929280000
2010-01-28,12792000000
2010-01-29,12679680000
2010-02-01,12579840000
2010-02-02,12792000000
2010-02-03,13054080000
2010-02-04,12679680000
2010-02-05,12742080000
2010-02-08,12679680000
2010-02-09,12542400000
2010-02-10,12603552000
2010-02-11,13815360000
2010-02-12,13865280000
2010-02-16,13740480000
2010-02-17,13915200000
2010-02-18,13540800000
2010-02-19,13465919999
2010-02-22,13266240000
2010-02-23,13166400000
2010-02-24,13366080000
2010-02-25,13378560000
2010-02-26,13266240000
2010-03-01,13653120000
2010-03-02,13490880000
2010-03-03,13690560000
2010-03-04,13765440000
2010-03-05,13765440000
2010-03-08,13865280000
2010-03-09,13865280000
2010-03-10,13952640000
2010-03-11,14364480000
2010-03-12,14314560000
2010-03-15,14401919999
2010-03-16,14526720000
2010-03-17,14713919999
2010-03-18,14926080000
2010-03-19,14751360000
2010-03-22,14926080000
2010-03-23,14938560000
2010-03-24,14888640000
2010-03-25,14738880000
2010-03-26,14938560000
2010-03-29,14851200000
2010-03-30,15013440000
2010-03-31,14845600000
2010-04-01,14685440000
2010-04-05,14820960000
2010-04-06,14870240000
2010-04-07,14919520000
2010-04-08,14931839999
2010-04-09,15375360000
2010-04-12,15400000000
2010-04-13,15116640000
2010-04-14,14660800000
2010-04-15,14377440000
2010-04-16,14525279999
2010-04-19,14402080000
2010-04-20,14623839999
2010-04-21,14476000000
2010-04-22,14278880000
2010-04-23,14291200000
2010-04-26,14266560000
2010-04-27,14094080000
2010-04-28,13465760000
2010-04-29,13872320000
2010-04-30,13650560000
2010-05-03,13736800000
2010-05-04,13490400000
2010-05-05,13244000000
2010-05-06,12923680000
2010-05-07,13009920000
2010-05-10,13416480000
2010-05-11,13428800000
2010-05-12,13699839999
2010-05-13,13502720000
2010-05-14,13170080000
2010-05-17,13244000000
2010-05-18,13096160000
2010-05-19,12948320000
2010-05-20,12763520000
2010-05-21,12618760000
2010-05-24,12628000000
2010-05-25,12664960000
2010-05-26,12960640000
2010-05-27,13231680000
2010-05-28,13244000000
2010-06-01,13022240000
2010-06-02,13317920000
2010-06-03,13552000000
2010-06-04,13182400000
2010-06-07,13059200000
2010-06-08,12976040000
2010-06-09,12800480000
2010-06-10,13170080000
2010-06-11,13379520000
2010-06-14,13478080000
2010-06-15,13970880000
2010-06-16,13736800000
2010-06-17,13995520000
2010-06-18,14131040000
2010-06-21,14217279999
2010-06-22,13798400000
2010-06-23,13810720000
2010-06-24,13576640000
2010-06-25,13552000000
2010-06-28,13576640000
2010-06-29,13059200000
2010-06-30,12713880000
2010-07-01,12726000000
2010-07-02,12895680000
2010-07-06,12774479999
2010-07-07,13307760000
2010-07-08,13416840000
2010-07-09,13441080000
2010-07-12,13477440000
2010-07-13,13828920000
2010-07-14,13695600000
2010-07-15,13731960000
2010-07-16,13477440000
2010-07-19,13792560000
2010-07-20,13889520000
2010-07-21,13622880000
2010-07-22,14083440000
2010-07-23,14216760000
2010-07-26,14434920000
2010-07-27,14471280000
2010-07-28,14374320000
2010-07-29,14277360000
2010-07-30,14398560000
2010-08-02,14483400000
2010-08-03,13974360000
2010-08-04,14313720000
2010-08-05,14241000000
2010-08-06,13319880000
2010-08-09,13307760000
2010-08-10,13398660000
2010-08-11,13295640000
2010-08-12,13125960000
2010-08-13,13174440000
2010-08-16,13186560000
2010-08-17,13222920000
2010-08-18,13332000000
2010-08-19,13344120000
2010-08-20,13404720000
2010-08-23,13198680000
2010-08-24,13029000000
2010-08-25,13319880000
2010-08-26,13065360000
2010-08-27,13029000000
2010-08-30,12847200000
2010-08-31,12938100000
2010-09-01,13222920000
2010-09-02,13344120000
2010-09-03,13586520000
2010-09-07,13368360000
2010-09-08,13477440000
2010-09-09,13586520000
2010-09-10,13489560000
2010-09-13,13625910000
2010-09-14,13756200000
2010-09-15,13683479999
2010-09-16,13029000000
2010-09-17,13113840000
2010-09-20,13248371999
2010-09-21,13259280000
2010-09-22,13356240000
2010-09-23,13210800000
2010-09-24,13089600000
2010-09-27,13113840000
2010-09-28,13519860000
2010-09-29,13332000000
2010-09-30,12691860000
2010-10-01,12750510000
2010-10-04,12891270000
2010-10-05,13313550000
2010-10-06,13020300000
2010-10-07,12926460000
2010-10-08,13032030000
2010-10-11,13055490000
2010-10-12,13196250000
2010-10-13,13254900000
2010-10-14,13466040000
2010-10-15,13337010000
2010-10-18,13196250000
2010-10-19,13102410000
2010-10-20,12996840000
2010-10-21,13196250000
2010-10-22,13125870000
2010-10-25,13290090000
2010-10-26,13243169999
2010-10-27,13278360000
2010-10-28,13307685000
2010-10-29,13442580000
2010-11-01,13360470000
2010-11-02,13460175000
2010-11-03,13430850000
2010-11-04,13641990000
2010-11-05,13254900000
2010-11-08,13935240000
2010-11-09,13806210000
2010-11-10,13864860000
2010-11-11,13944037500
2010-11-12,13489500000
2010-11-15,13577475000
2010-11-16,13466040000
2010-11-17,13630260000
2010-11-18,13747560000
2010-11-19,13697707500
2010-11-22,13829669999
2010-11-23,13595070000
2010-11-24,13771020000
2010-11-26,13794480000
2010-11-29,13771020000
2010-11-30,13771020000
2010-12-01,14040810000
2010-12-02,14169840000
2010-12-03,14427900000
2010-12-06,14251950000
2010-12-07,14087730000
2010-12-08,14064270000
2010-12-09,14275410000
2010-12-10,14357520000
2010-12-13,14099460000
2010-12-14,14076000000
2010-12-15,14111190000
2010-12-16,14334060000
2010-12-17,14251950000
2010-12-20,14322330000
2010-12-21,14345790000
2010-12-22,14703555000
2010-12-23,14603850000
2010-12-27,14721150000
2010-12-28,14627310000
2010-12-29,14721150000
2010-12-30,14744610000
2010-12-31,14592120000
2011-01-03,14680095000
2011-01-04,14697690000
2011-01-05,14416169999
2011-01-06,14380980000
2011-01-07,14193300000
2011-01-10,14040810000
2011-01-11,14005620000
2011-01-12,14029080000
2011-01-13,14122919999
2011-01-14,13794480000
2011-01-18,13700640000
2011-01-19,13501230000
2011-01-20,13530555000
2011-01-21,13190385000
2011-01-24,13337010000
2011-01-25,13407390000
2011-01-26,13313550000
2011-01-27,13172790000
2011-01-28,13149330000
2011-01-31,13243169999
2011-02-01,13665450000
2011-02-02,13712370000
2011-02-03,13653720000
2011-02-04,13771020000
2011-02-07,13841400000
2011-02-08,13935240000
2011-02-09,13712370000
2011-02-10,12609750000
2011-02-11,12644940000
2011-02-14,12844350000
2011-02-15,12832620000
2011-02-16,12844350000
2011-02-17,12938190000
2011-02-18,12985110000
2011-02-22,12856080000
2011-02-23,12656669999
2011-02-24,12644940000
2011-02-25,13032030000
2011-02-28,13043760000
2011-03-01,12844350000
2011-03-02,12903000000
2011-03-03,13149330000
2011-03-04,13219710000
2011-03-07,12797430000
2011-03-08,13032030000
2011-03-09,13032030000
2011-03-10,12949919999
2011-03-11,12961650000
2011-03-14,12773970000
2011-03-15,12715320000
2011-03-16,12290107499
2011-03-17,12257850000
2011-03-18,12445530000
2011-03-21,12609750000
2011-03-22,12598020000
2011-03-23,12715320000
2011-03-24,12856080000
2011-03-25,12879540000
2011-03-28,12867810000
2011-03-29,12856080000
2011-03-30,12867810000
2011-03-31,12516770000
2011-04-01,12562410000
2011-04-04,12562410000
2011-04-05,12516770000
2011-04-06,12950350000
2011-04-07,12642280000
2011-04-08,12710740000
2011-04-11,12699330000
2011-04-12,12573820000
2011-04-13,12702182500
2011-04-14,12790610000
2011-04-15,12813430000
2011-04-18,12722150000
2011-04-19,12802020000
2011-04-20,12881889999
2011-04-21,12916120000
2011-04-25,12836250000
2011-04-26,13018810000
2011-04-27,13224190000
2011-04-28,13201370000
2011-04-29,12984580000
2011-05-02,13041630000
2011-05-03,13075860000
2011-05-04,12916120000
2011-05-05,12847660000
2011-05-06,13053040000
2011-05-09,13155730000
2011-05-10,13247010000
2011-05-11,13167139999
2011-05-12,13349700000
2011-05-13,13132910000
2011-05-16,12881889999
2011-05-17,12961760000
2011-05-18,13155730000
2011-05-19,13349700000
2011-05-20,13235600000
2011-05-23,13087270000
2011-05-24,12836250000
2011-05-25,12984580000
2011-05-26,13098680000
2011-05-27,13064450000
2011-05-31,13680590000
2011-06-01,13612130000
2011-06-02,13634950000
2011-06-03,13509440000
2011-06-06,13349700000
2011-06-07,13201370000
2011-06-08,12973170000
2011-06-09,12927530000
2011-06-10,13075860000
2011-06-13,13075860000
2011-06-14,13087270000
2011-06-15,12733560000
2011-06-16,12665100000
2011-06-17,12402670000
2011-06-20,12528180000
2011-06-21,12767790000
2011-06-22,12904710000
2011-06-23,12984580000
2011-06-24,12881889999
2011-06-27,12984580000
2011-06-28,13224190000
2011-06-29,13338290000
2011-06-30,13315200000
2011-07-01,13497600000
2011-07-05,13452000000
2011-07-06,13634400000
2011-07-07,13725599999
2011-07-08,13759800000
2011-07-11,13509000000
2011-07-12,13486200000
2011-07-13,13566000000
2011-07-14,13497600000
2011-07-15,13577400000
2011-07-18,13338000000
2011-07-19,13554600000
2011-07-20,13566000000
2011-07-21,13588800000
2011-07-22,13668600000
2011-07-25,13873800000
2011-07-26,13839600000
2011-07-27,13583099999
2011-07-28,13531800000
2011-07-29,13497600000
2011-08-01,13509000000
2011-08-02,13326600000
2011-08-03,13474800000
2011-08-04,13178400000
2011-08-05,13030200000
2011-08-08,12426000000
2011-08-09,12494400000
2011-08-10,11890200000
2011-08-11,12141000000
2011-08-12,12209400000
2011-08-15,12534300000
2011-08-16,12369000000
2011-08-17,12574200000
2011-08-18,12209400000
2011-08-19,12163800000
2011-08-22,12517200000
2011-08-23,12836400000
2011-08-24,12802200000
2011-08-25,12665400000
2011-08-26,12859200000
2011-08-29,13235400000
2011-08-30,13474800000
2011-08-31,13509000000
2011-09-01,13189800000
2011-09-02,12916200000
2011-09-06,13149900000
2011-09-07,13417800000
2011-09-08,13212600000
2011-09-09,13018800000
2011-09-12,13098600000
2011-09-13,13417800000
2011-09-14,13668600000
2011-09-15,13759800000
2011-09-16,13839600000
2011-09-19,13725599999
2011-09-20,13771200000
2011-09-21,13577400000
2011-09-22,13167000000
2011-09-23,13360800000
2011-09-26,13771200000
2011-09-27,13885200000
2011-09-28,13714200000
2011-09-29,13657200000
2011-09-30,13661200000
2011-10-03,13718600000
2011-10-04,13902280000
2011-10-05,13948200000
2011-10-06,14430360000
2011-10-07,14372960000
2011-10-10,14889560000
2011-10-11,14843640000
2011-10-12,14637000000
2011-10-13,14832160000
2011-10-14,14832160000
2011-10-17,14820680000
2011-10-18,14935480000
2011-10-19,14797720000
2011-10-20,15233960000
2011-10-21,15486520000
2011-10-24,15635760000
2011-10-25,15532440000
2011-10-26,15498000000
2011-10-27,15406160000
2011-10-28,15452080000
2011-10-31,15371720000
2011-11-01,15211000000
2011-11-02,15256919999
2011-11-03,15360240000
2011-11-04,15566880000
2011-11-07,15773520000
2011-11-08,15991640000
2011-11-09,14946960000
2011-11-10,14901040000
2011-11-11,14591080000
2011-11-14,14694400000
2011-11-15,14028560000
2011-11-16,14097440000
2011-11-17,13925240000
2011-11-18,13833400000
2011-11-21,13638240000
2011-11-22,13661200000
2011-11-23,13489000000
2011-11-25,13489000000
2011-11-28,13959680000
2011-11-29,13879320000
2011-11-30,14258160000
2011-12-01,14246680000
2011-12-02,14085960000
2011-12-05,14281120000
2011-12-06,14212240000
2011-12-07,14085960000
2011-12-08,13695640000
2011-12-09,14051520000
2011-12-12,13913760000
2011-12-13,13753040000
2011-12-14,13500480000
2011-12-15,13615280000
2011-12-16,13638240000
2011-12-19,13374200000
2011-12-20,13621020000
2011-12-21,13695640000
2011-12-22,13661200000
2011-12-23,14005600000
2011-12-27,13971160000
2011-12-28,13925240000
2011-12-29,14120400000
2011-12-30,14143360000
2012-01-03,13664000000
2012-01-04,13557600000
2012-01-05,13563200000
2012-01-06,13708800000
2012-01-09,13664000000
2012-01-10,13944000000
2012-01-11,14123200000
2012-01-12,14067200000
2012-01-13,13708800000
2012-01-17,13428800000
2012-01-18,13675200000
2012-01-19,13820800000
2012-01-20,13686400000
2012-01-23,13518400000
2012-01-24,13753600000
2012-01-25,13384000000
2012-01-26,13384000000
2012-01-27,13608000000
2012-01-30,13630400000
2012-01-31,13820800000
2012-02-01,13619200000
2012-02-02,13641600000
2012-02-03,13753600000
2012-02-06,13798400000
2012-02-07,13932800000
2012-02-08,14056000000
2012-02-09,14179200000
2012-02-10,13804000000
2012-02-13,13720000000
2012-02-14,13977600000
2012-02-15,13888000000
2012-02-16,14022400000
2012-02-17,13697600000
2012-02-21,13462400000
2012-02-22,13552000000
2012-02-23,13624799999
2012-02-24,13568800000
2012-02-27,13339200000
2012-02-28,13507200000
2012-02-29,13384000000
2012-03-01,13081600000
2012-03-02,13070400000
2012-03-05,13115200000
2012-03-06,13137600000
2012-03-07,13216000000
2012-03-08,13445600000
2012-03-09,13339200000
2012-03-12,13372800000
2012-03-13,13462400000
2012-03-14,13809600000
2012-03-15,13955200000
2012-03-16,14168000000
2012-03-19,14022400000
2012-03-20,14022400000
2012-03-21,14033600000
2012-03-22,14257600000
2012-03-23,14229600000
2012-03-26,14302400000
2012-03-27,14403200000
2012-03-28,14212800000
2012-03-29,14302400000
2012-03-30,14358400000
2012-04-02,14217380000
2012-04-03,14228470000
2012-04-04,14206290000
2012-04-05,14073210000
2012-04-09,14106480000
2012-04-10,13718330000
2012-04-11,13718330000
2012-04-12,13840320000
2012-04-13,13773780000
2012-04-16,13596340000
2012-04-17,13607430000
2012-04-18,13585250000
2012-04-19,13585250000
2012-04-20,13529800000
2012-04-23,13707240000
2012-04-24,13795960000
2012-04-25,13940130000
2012-04-26,14150840000
2012-04-27,14228470000
2012-04-30,14278375000
2012-05-01,14217380000
2012-05-02,14239560000
2012-05-03,14039940000
2012-05-04,13707240000
2012-05-07,13629610000
2012-05-08,13751600000
2012-05-09,13751600000
2012-05-10,14128660000
2012-05-11,14023305000
2012-05-14,14017760000
2012-05-15,14173020000
2012-05-16,13729420000
2012-05-17,13407810000
2012-05-18,13274730000
2012-05-21,13529800000
2012-05-22,13308000000
2012-05-23,13673970000
2012-05-24,13418900000
2012-05-25,13574160000
2012-05-29,13263640000
2012-05-30,13208190000
2012-05-31,13019660000
2012-06-01,12919850000
2012-06-04,12919850000
2012-06-05,12869945000
2012-06-06,13413355000
2012-06-07,13064020000
2012-06-08,13119470000
2012-06-11,12858855000
2012-06-12,12964210000
2012-06-13,12930940000
2012-06-14,12786770000
2012-06-15,12686960000
2012-06-18,12908760000
2012-06-19,12942030000
2012-06-20,12886580000
2012-06-21,12686960000
2012-06-22,13075110000
2012-06-25,12614875000
2012-06-26,12853310000
2012-06-27,12930940000
2012-06-28,12742410000
2012-06-29,13296910000
2012-07-02,13247005000
2012-07-03,13818140000
2012-07-05,13452170000
2012-07-06,13352360000
2012-07-09,13396720000
2012-07-10,13418900000
2012-07-11,13263640000
2012-07-12,13197100000
2012-07-13,13418900000
2012-07-16,13429990000
2012-07-17,13396720000
2012-07-18,13862500000
2012-07-19,13690605000
2012-07-20,13313545000
2012-07-23,13241460000
2012-07-24,12864400000
2012-07-25,13019660000
2012-07-26,13102835000
2012-07-27,13285820000
2012-07-30,13341270000
2012-07-31,13341270000
2012-08-01,13108380000
2012-08-02,13052930000
2012-08-03,12332080000
2012-08-06,12664780000
2012-08-07,12775680000
2012-08-08,12919850000
2012-08-09,12919850000
2012-08-10,12908760000
2012-08-13,12775680000
2012-08-14,12786770000
2012-08-15,12886580000
2012-08-16,13174920000
2012-08-17,13418900000
2012-08-20,13285820000
2012-08-21,13197100000
2012-08-22,13086200000
2012-08-23,13003025000
2012-08-24,13030750000
2012-08-27,12986390000
2012-08-28,13030750000
2012-08-29,13075110000
2012-08-30,12942030000
2012-08-31,13041840000
2012-09-04,12953120000
2012-09-05,13108380000
2012-09-06,13563070000
2012-09-07,13330180000
2012-09-10,13285820000
2012-09-11,13296910000
2012-09-12,13208190000
2012-09-13,13308000000
2012-09-14,13429990000
2012-09-17,13285820000
2012-09-18,13147195000
2012-09-19,13174920000
2012-09-20,13197100000
2012-09-21,13396720000
2012-09-24,13374540000
2012-09-25,12914305000
2012-09-26,12953120000
2012-09-27,12609330000
2012-09-28,12503975000
2012-10-01,12354320000
2012-10-02,12354320000
2012-10-03,12487760000
2012-10-04,12693480000
2012-10-05,12565600000
2012-10-08,12565600000
2012-10-09,12337640000
2012-10-10,12332080000
2012-10-11,12454400000
2012-10-12,12409920000
2012-10-15,12576720000
2012-10-16,12498880000
2012-10-17,12571160000
2012-10-18,12565600000
2012-10-19,12432160000
2012-10-22,12387680000
2012-10-23,12320960000
2012-10-24,12320960000
2012-10-25,12298720000
2012-10-26,11998480000
2012-10-31,12104120000
2012-11-01,12487760000
2012-11-02,12409475200
2012-11-05,12510000000
2012-11-06,12610080000
2012-11-07,12376560000
2012-11-08,12232000000
2012-11-09,11853920000
2012-11-12,11976240000
2012-11-13,11920862400
2012-11-14,11881720000
2012-11-15,11742720000
2012-11-16,12288712000
2012-11-19,12498768800
2012-11-20,12498880000
2012-11-21,12621200000
2012-11-23,12498880000
2012-11-26,12610080000
2012-11-27,12598960000
2012-11-28,12832480000
2012-11-29,12743520000
2012-11-30,12737960000
2012-12-03,12576720000
2012-12-04,12537800000
2012-12-05,12487760000
2012-12-06,12632320000
2012-12-07,12610080000
2012-12-10,12710160000
2012-12-11,12876960000
2012-12-12,12788000000
2012-12-13,12776880000
2012-12-14,12687920000
2012-12-17,12371000000
2012-12-18,12354320000
2012-12-19,12064532800
2012-12-20,11987360000
2012-12-21,11842800000
2012-12-24,11876160000
2012-12-26,11865040000
2012-12-27,11776080000
2012-12-28,11742720000
2012-12-31,11820060000
2013-01-02,12181785000
2013-01-03,12254130000
2013-01-04,12432210000
2013-01-07,12443340000
2013-01-08,12231870000
2013-01-09,12176220000
2013-01-10,12165090000
2013-01-11,12821760000
2013-01-14,12799500000
2013-01-15,12877410000
2013-01-16,12710460000
2013-01-17,12710460000
2013-01-18,12643680000
2013-01-22,12688200000
2013-01-23,12588030000
2013-01-24,12632550000
2013-01-25,12677070000
2013-01-28,12688200000
2013-01-29,12710460000
2013-01-30,12588030000
2013-01-31,12688200000
2013-02-01,12966450000
2013-02-04,12910800000
2013-02-05,13189050000
2013-02-06,13289220000
2013-02-07,13422780000
2013-02-08,14925330000
2013-02-11,15103410000
2013-02-12,15036630000
2013-02-13,15281490000
2013-02-14,15582000000
2013-02-15,15993810000
2013-02-19,16283190000
2013-02-20,15849120000
2013-02-21,15893640000
2013-02-22,16149630000
2013-02-25,15949290000
2013-02-26,15782340000
2013-02-27,15871380000
2013-02-28,15910335000
2013-03-01,15971550000
2013-03-04,15988245000
2013-03-05,16216410000
2013-03-06,16305450000
2013-03-07,16661610000
2013-03-08,16516920000
2013-03-11,16494660000
2013-03-12,16539180000
2013-03-13,16671627000
2013-03-14,16728390000
2013-03-15,16305450000
2013-03-18,15993810000
2013-03-19,15593130000
2013-03-20,15825747000
2013-03-21,15648780000
2013-03-22,15960420000
2013-03-25,15971550000
2013-03-26,16093980000
2013-03-27,16116240000
2013-03-28,16216410000
2013-04-01,16143920000
2013-04-02,16468140000
2013-04-03,16244540000
2013-04-04,16233360000
2013-04-05,16132740000
2013-04-08,16389880000
2013-04-09,16401060000
2013-04-10,16635840000
2013-04-11,16429010000
2013-04-12,16389880000
2013-04-15,15965040000
2013-04-16,16132740000
2013-04-17,15853240000
2013-04-18,15786160000
2013-04-19,15942680000
2013-04-22,16188640000
2013-04-23,16300440000
2013-04-24,16434600000
2013-04-25,16445780000
2013-04-26,16568760000
2013-04-29,16691740000
2013-04-30,16725280000
2013-05-01,16479320000
2013-05-02,16602300000
2013-05-03,16971240000
2013-05-06,16635840000
2013-05-07,16702920000
2013-05-08,17060680000
2013-05-09,16088020000
2013-05-10,16714100000
2013-05-13,16412240000
2013-05-14,16926520000
2013-05-15,16658200000
2013-05-16,16613480000
2013-05-17,16702920000
2013-05-20,16971240000
2013-05-21,17407260000
2013-05-22,17094220000
2013-05-23,17373720000
2013-05-24,17451980000
2013-05-28,17608500000
2013-05-29,17083040000
2013-05-30,16758820000
2013-05-31,16132740000
2013-06-03,16356340000
2013-06-04,16088020000
2013-06-05,15987400000
2013-06-06,16345160000
2013-06-07,16468140000
2013-06-10,16266900000
2013-06-11,15875600000
2013-06-12,15853240000
2013-06-13,16222180000
2013-06-14,16278080000
2013-06-17,16468140000
2013-06-18,16311620000
2013-06-19,15909140000
2013-06-20,15517840000
2013-06-21,15148900000
2013-06-24,15081820000
2013-06-25,15406040000
2013-06-26,15361320000
2013-06-27,15696720000
2013-06-28,15942680000
2013-07-01,16022160000
2013-07-02,16067040000
2013-07-03,16111920000
2013-07-05,16448520000
2013-07-08,16224120000
2013-07-09,16706580000
2013-07-10,16717800000
2013-07-11,17177820000
2013-07-12,16841220000
2013-07-15,16975860000
2013-07-16,16942200000
2013-07-17,17132940000
2013-07-18,17480760000
2013-07-19,17424660000
2013-07-22,16998300000
2013-07-23,17076840000
2013-07-24,17267580000
2013-07-25,17031960000
2013-07-26,19590120000
2013-07-29,20498940000
2013-07-30,20397960000
2013-07-31,20173560000
2013-08-01,20414790000
2013-08-02,20285759999
2013-08-05,19893060000
2013-08-06,19578900000
2013-08-07,19646220000
2013-08-08,19635000000
2013-08-09,19332060000
2013-08-12,19275960000
2013-08-13,19590120000
2013-08-14,19567680000
2013-08-15,19332060000
2013-08-16,19410600000
2013-08-19,18838380000
2013-08-20,18793500000
2013-08-21,18602759999
2013-08-22,18849600000
2013-08-23,18759840000
2013-08-26,18580320000
2013-08-27,18182009999
2013-08-28,18389580000
2013-08-29,18793500000
2013-08-30,18311040000
2013-09-03,19051560000
2013-09-04,19186200000
2013-09-05,19264740000
2013-09-06,19040340000
2013-09-09,19118880000
2013-09-10,19242300000
2013-09-11,19281570000
2013-09-12,18961800000
2013-09-13,19040340000
2013-09-16,19354500000
2013-09-17,19253520000
2013-09-18,19242300000
2013-09-19,19187322000
2013-09-20,19062780000
2013-09-23,19029120000
2013-09-24,18995460000
2013-09-25,19023509999
2013-09-26,19085220000
2013-09-27,18872040000
2013-09-30,17080320000
2013-10-01,17305600000
2013-10-02,17187840000
2013-10-03,17059840000
2013-10-04,17285120000
2013-10-07,16906240000
2013-10-08,16762880000
2013-10-09,16670720000
2013-10-10,17459200000
2013-10-11,17489920000
2013-10-14,18257920000
2013-10-15,18186240000
2013-10-16,17735680000
2013-10-17,18013184000
2013-10-18,18012160000
2013-10-21,17879040000
2013-10-22,18022400000
2013-10-23,17827840000
2013-10-24,17725440000
2013-10-25,17756160000
2013-10-28,17715200000
2013-10-29,16988160000
2013-10-30,17009664000
2013-10-31,17080320000
2013-11-01,17101824000
2013-11-04,17244160000
2013-11-05,16926720000
2013-11-06,16926720000
2013-11-07,17239040000
2013-11-08,17478656000
2013-11-11,17397760000
2013-11-12,17520640000
2013-11-13,17735680000
2013-11-14,18124800000
2013-11-15,18145280000
2013-11-18,17945600000
2013-11-19,17295360000
2013-11-20,17612800000
2013-11-21,17765376000
2013-11-22,17623040000
2013-11-25,17827840000
2013-11-26,17510400000
2013-11-27,17500160000
2013-11-29,17623040000
2013-12-02,17745920000
2013-12-03,17530880000
2013-12-04,17664000000
2013-12-05,17182720000
2013-12-06,17612800000
2013-12-09,17715200000
2013-12-10,17735680000
2013-12-11,17418240000
2013-12-12,17059840000
2013-12-13,17172480000
2013-12-16,17141759999
2013-12-17,17469440000
2013-12-18,17592320000
2013-12-19,18083840000
2013-12-20,18298880000
2013-12-23,18585600000
2013-12-24,18606080000
2013-12-26,18513920000
2013-12-27,18247680000
2013-12-30,18227200000
2013-12-31,12641469999
2014-01-02,12811630000
2014-01-03,12967610000
2014-01-06,12818719999
2014-01-07,12985335000
2014-01-08,13003060000
2014-01-09,12974700000
2014-01-10,12889620000
2014-01-13,12669830000
2014-01-14,12400409999
2014-01-15,12329510000
2014-01-16,12286969999
2014-01-17,12024640000
2014-01-21,11904110000
2014-01-22,11868659999
