,ATVI
2018-09-10,56660380000
2018-09-11,60658500000
2018-09-12,61436760000
2018-09-13,61368090000
2018-09-14,62009010000
2018-09-17,60185440000
2018-09-18,60757690000
2018-09-19,60719540000
2018-09-20,61535950000
2018-09-21,61261270000
2018-09-24,61497799999
2018-09-25,61444390000
2018-09-26,62237909999
2018-09-27,63229810000
2018-09-28,63473970000
2018-10-01,63459360000
2018-10-02,63543180000
2018-10-03,63261240000
2018-10-04,61234320000
2018-10-05,60647580000
2018-10-08,59154060000
2018-10-09,59161680000
2018-10-10,56067960000
2018-10-11,56273699999
2018-10-12,59375040000
2018-10-15,57660540000
2018-10-16,59992260000
2018-10-17,59664600000
2018-10-18,54719220000
2018-10-19,53149500000
2018-10-22,53172360000
2018-10-23,52562760000
2018-10-24,51244500000
2018-10-25,53583839999
2018-10-26,52456080000
2018-10-29,49697640000
2018-10-30,51419760000
2018-10-31,52616100000
2018-11-01,52821839999
2018-11-02,52570379999
2018-11-05,49027080000
2018-11-06,48958500000
2018-11-07,49598580000
2018-11-08,47845980000
2018-11-09,41917620000
2018-11-12,41064180000
2018-11-13,40043100000
2018-11-14,39319200000
2018-11-15,40812720000
2018-11-16,38816280000
2018-11-19,37444680000
2018-11-20,37536120000
2018-11-21,38747700000
2018-11-23,38138100000
2018-11-26,38793420000
2018-11-27,38671500000
2018-11-28,38877240000
2018-11-29,40050720000
2018-11-30,38008560000
2018-12-03,35509200000
2018-12-04,35448240000
2018-12-06,36690300000
2018-12-07,35989260000
2018-12-10,36484560000
2018-12-11,36728400000
2018-12-12,36918900000
2018-12-13,36964620000
2018-12-14,36385500000
2018-12-17,35874960000
2018-12-18,36057840000
2018-12-19,35303460000
2018-12-20,35852100000
2018-12-21,34937700000
2018-12-24,33520380000
2018-12-26,35372040000
2018-12-27,35844480000
2018-12-28,35661600000
2018-12-31,35579480000
2019-01-02,35930920000
2019-01-03,34655040000
2019-01-04,36037880000
2019-01-07,37054000000
2019-01-08,38177080000
2019-01-09,38834120000
2019-01-10,39231400000
2019-01-11,35556560000
2019-01-14,36129560000
2019-01-15,35785760000
2019-01-16,36007320000
2019-01-17,36198320000
2019-01-18,37168600000
2019-01-22,35953840000
2019-01-23,35159280000
2019-01-24,36114280000
2019-01-25,36519200000
2019-01-28,35709360000
2019-01-29,34937720000
2019-01-30,35380840000
2019-01-31,36091360000
2019-02-01,35151640000
2019-02-04,35739920000
2019-02-05,36549760000
2019-02-06,32852000000
2019-02-07,33585440000
2019-02-08,33165239999
2019-02-11,30644040000
2019-02-12,31835880000
2019-02-13,34051480000
2019-02-14,34708520000
2019-02-15,34074400000
2019-02-19,33982719999
2019-02-20,32683920000
2019-02-21,32011600000
2019-02-22,31706000000
2019-02-25,32057440000
2019-02-26,32149120000
2019-02-27,31927560000
2019-02-28,32194960000
2019-03-01,32729760000
2019-03-04,31927560000
2019-03-05,31996320000
2019-03-06,32515840000
2019-03-07,31644880000
2019-03-08,32110920000
2019-03-11,32790880000
2019-03-12,32569320000
2019-03-13,33386800000
2019-03-14,33096480000
2019-03-15,34097320000
2019-03-18,34357080000
2019-03-19,35464880000
2019-03-20,35266240000
2019-03-21,37130400000
2019-03-22,35808680000
2019-03-25,35892720000
2019-03-26,35472520000
2019-03-27,34777280000
2019-03-28,34853680000
2019-03-29,34784920000
2019-04-01,36093920000
2019-04-02,36354360000
2019-04-03,36499900000
2019-04-04,35971360000
2019-04-05,36224140000
2019-04-08,36438620000
2019-04-09,36009660000
2019-04-10,36660760000
2019-04-11,36132220000
2019-04-12,36216480000
2019-04-15,35044500000
2019-04-16,34515960000
2019-04-17,34454680000
2019-04-18,34707460000
2019-04-22,34730440000
2019-04-23,35626660000
2019-04-24,35810500000
2019-04-25,36316060000
2019-04-26,36882900000
2019-04-29,37074400000
2019-04-30,36928860000
2019-05-01,37196960000
2019-05-02,37955300000
2019-05-03,36116900000
2019-05-06,36890560000
2019-05-07,35756880000
2019-05-08,35864120000
2019-05-09,35726240000
2019-05-10,35251320000
2019-05-13,33252059999
2019-05-14,34240200000
2019-05-15,35450480000
2019-05-16,36224140000
2019-05-17,35534740000
2019-05-20,33405260000
2019-05-21,33282700000
2019-05-22,32869059999
2019-05-23,32317540000
2019-05-24,32394140000
2019-05-28,33321000000
2019-05-29,33696340000
2019-05-30,33366960000
2019-05-31,33221419999
2019-06-03,32463080000
2019-06-04,33405260000
2019-06-05,34102320000
2019-06-06,33765280000
2019-06-07,34761080000
2019-06-10,35243660000
2019-06-11,35772200000
2019-06-12,34538940000
2019-06-13,35274300000
2019-06-14,34944920000
2019-06-17,34523620000
2019-06-18,35059820000
2019-06-19,34722780000
2019-06-20,34983220000
2019-06-21,35167060000
2019-06-24,36116900000
2019-06-25,35389200000
2019-06-26,35795180000
2019-06-27,36216480000
2019-06-28,36155200000
2019-07-01,36432500000
2019-07-02,36800660000
2019-07-03,37322220000
2019-07-05,36931050000
2019-07-08,35642490000
2019-07-09,35565790000
2019-07-10,35926280000
2019-07-11,36309780000
2019-07-12,36202400000
2019-07-15,36555220000
2019-07-16,36041330000
2019-07-17,35803560000
2019-07-18,35067240000
2019-07-19,34622380000
2019-07-22,34952190000
2019-07-23,35220640000
2019-07-24,35941620000
2019-07-25,36194730000
2019-07-26,36808330000
2019-07-29,37161150000
2019-07-30,37038430000
2019-07-31,37383580000
2019-08-01,38495730000
2019-08-02,37598340000
2019-08-05,35358700000
2019-08-06,35734530000
2019-08-07,36892700000
2019-08-08,37836110000
2019-08-09,36862020000
2019-08-12,36110360000
2019-08-13,36915710000
2019-08-14,34714420000
2019-08-15,34906170000
2019-08-16,35788220000
2019-08-19,36754640000
2019-08-20,37429600000
2019-08-21,37613680000
2019-08-22,37644360000
2019-08-23,36302110000
2019-08-26,37345230000
2019-08-27,39186030000
2019-08-28,38511070000
2019-08-29,39086320000
2019-08-30,38810200000
2019-09-03,39163020000
2019-09-04,41034500000
2019-09-05,41862860000
2019-09-06,41862860000
2019-09-09,42330730000
2019-09-10,42975010000
2019-09-11,42115970000
2019-09-12,42530150000
2019-09-13,42913650000
2019-09-16,42783260000
2019-09-17,42453450000
2019-09-18,42277040000
2019-09-19,42192670000
2019-09-20,42000920000
2019-09-23,41556060000
2019-09-24,41387320000
2019-09-25,42138980000
2019-09-26,41586740000
2019-09-27,40137110000
2019-09-30,40642560000
2019-10-01,40627200000
2019-10-02,40128000000
2019-10-03,41525760000
2019-10-04,42577920000
2019-10-07,42554880000
2019-10-08,41571840000
2019-10-09,41034240000
2019-10-10,41233920000
2019-10-11,42101760000
2019-10-14,42247680000
2019-10-15,42670080000
2019-10-16,42693120000
2019-10-17,42693120000
2019-10-18,41886720000
2019-10-21,42631680000
2019-10-22,41871360000
2019-10-23,42086400000
2019-10-24,42577920000
2019-10-25,42439680000
2019-10-28,41902080000
2019-10-29,41472000000
2019-10-30,42908160000
2019-10-31,43031040000
2019-11-01,42869760000
2019-11-04,42785280000
2019-11-05,42654720000
2019-11-06,43284480000
2019-11-07,41894400000
2019-11-08,41702400000
2019-11-11,40335360000
2019-11-12,39897600000
2019-11-13,40189440000
2019-11-14,40473600000
2019-11-15,41041920000
2019-11-18,40496640000
2019-11-19,40919040000
2019-11-20,41537280000
2019-11-21,41233920000
2019-11-22,40734720000
2019-11-25,41264640000
2019-11-26,41602560000
2019-11-27,41840640000
2019-11-29,42109440000
2019-12-02,41648640000
2019-12-03,41925120000
2019-12-04,41379840000
2019-12-05,42232320000
2019-12-06,42401280000
2019-12-09,41771520000
2019-12-10,42961920000
2019-12-11,43376640000
2019-12-12,44974080000
2019-12-13,45043200000
2019-12-16,45012480000
2019-12-17,44743680000
2019-12-18,45327360000
2019-12-19,45411840000
2019-12-20,45480960000
2019-12-23,45227520000
2019-12-24,45166080000
2019-12-26,45227520000
2019-12-27,45454080000
2019-12-30,45219840000
2019-12-31,45693980000
2020-01-02,45101850000
2020-01-03,45117230000
2020-01-06,45940060000
2020-01-07,46397615000
2020-01-08,46047720000
2020-01-09,45632460000
2020-01-10,45332550000
2020-01-13,45555560000
2020-01-14,46178450000
2020-01-15,45863160000
2020-01-16,46470670000
2020-01-17,47093560000
2020-01-21,47231980000
2020-01-22,46386080000
2020-01-23,46239970000
2020-01-24,45678600000
2020-01-27,44848080000
2020-01-28,46163070000
2020-01-29,46447600000
2020-01-30,46824410000
2020-01-31,44971120000
2020-02-03,44763490000
2020-02-04,45532490000
2020-02-05,45255650000
2020-02-06,46339940000
2020-02-07,47316570000
2020-02-10,47393470000
2020-02-11,47055110000
2020-02-12,48293200000
2020-02-13,48131710000
2020-02-14,48846880000
2020-02-18,49016060000
2020-02-19,49500530000
2020-02-20,49216000000
2020-02-21,48735375000
2020-02-24,47916390000
2020-02-25,45763190000
2020-02-26,45655530000
2020-02-27,44855770000
2020-02-28,44701970000
2020-03-02,46593710000
2020-03-03,45178750000
2020-03-04,48100950000
2020-03-05,47308880000
2020-03-06,46116930000
2020-03-09,44102150000
2020-03-10,46685990000
2020-03-11,45624770000
2020-03-12,41956640000
2020-03-13,45401760000
2020-03-16,40572440000
2020-03-17,43187040000
2020-03-18,42748710000
2020-03-19,41625970000
2020-03-20,40026450000
2020-03-23,43425430000
2020-03-24,41856670000
2020-03-25,40657030000
2020-03-26,44386680000
2020-03-27,43802240000
2020-03-30,44963430000
2020-03-31,45859080000
2020-04-01,44332500000
2020-04-02,46861380000
2020-04-03,46244580000
2020-04-06,47493600000
2020-04-07,46159770000
2020-04-08,47084970000
2020-04-09,46614660000
2020-04-13,48380250000
2020-04-14,48788880000
2020-04-15,50662409999
2020-04-16,52466550000
2020-04-17,51564480000
2020-04-20,51271500000
2020-04-21,50670120000
2020-04-22,51641580000
2020-04-23,50793480000
2020-04-24,51387150000
2020-04-27,51703260000
2020-04-28,49236060000
2020-04-29,49953090000
2020-04-30,49135830000
2020-05-01,49899120000
2020-05-04,51425700000
2020-05-05,52836630000
2020-05-06,56182770000
2020-05-07,56360099999
2020-05-08,56390940000
2020-05-11,58179659999
2020-05-12,55704750000
2020-05-13,56799570000
2020-05-14,56252159999
2020-05-15,56992320000
2020-05-18,56190480000
2020-05-19,56306130000
2020-05-20,56884380000
2020-05-21,55874370000
2020-05-22,56344680000
2020-05-26,53970000000
2020-05-27,54085650000
2020-05-28,54139620000
2020-05-29,55496580000
2020-06-01,56275289999
2020-06-02,56267580000
2020-06-03,53908320000
2020-06-04,53823510000
2020-06-05,53530530000
2020-06-08,54532830000
2020-06-09,55512000000
2020-06-10,56915219999
2020-06-11,54956880000
2020-06-12,55265280000
2020-06-15,56429490000
2020-06-16,56283000000
2020-06-17,58233630000
2020-06-18,58603710000
2020-06-19,59043180000
2020-06-22,58688520000
2020-06-23,58942950000
2020-06-24,58272180000
2020-06-25,58757909999
2020-06-26,58904400000
2020-06-29,58210500000
2020-06-30,58594800000
2020-07-01,60239160000
2020-07-02,59837720000
2020-07-06,60733240000
2020-07-07,60602000000
2020-07-08,61204160000
2020-07-09,62254080000
2020-07-10,62740440000
2020-07-13,60177400000
2020-07-14,61582440000
2020-07-15,61103800000
2020-07-16,61273640000
2020-07-17,60710080000
2020-07-20,62655520000
2020-07-21,62346720000
2020-07-22,62609199999
2020-07-23,61458920000
2020-07-24,61752279999
2020-07-27,63018360000
2020-07-28,62315840000
2020-07-29,62686400000
2020-07-30,63072400000
2020-07-31,63790360000
2020-08-03,65457880000
2020-08-04,66739400000
2020-08-05,65095039999
2020-08-06,67040480000
2020-08-07,63666840000
2020-08-10,63504720000
2020-08-11,61080640000
2020-08-12,63080119999
2020-08-13,62755880000
2020-08-14,62068800000
2020-08-17,63296279999
2020-08-18,64176360000
2020-08-19,63288560000
2020-08-20,64844140000
2020-08-21,64238119999
2020-08-24,64153199999
2020-08-25,64554640000
2020-08-26,65218560000
2020-08-27,64770800000
2020-08-28,64238119999
2020-08-31,64477440000
2020-09-01,64330760000
2020-09-02,64423400000
2020-09-03,61999320000
2020-09-04,60995720000
2020-09-08,58810960000
2020-09-09,61443480000
2020-09-10,61057480000
2020-09-11,60192840000
2020-09-14,61080640000
2020-09-15,63111000000
2020-09-16,61752279999
2020-09-17,60810440000
2020-09-18,61829480000
2020-09-21,62848520000
2020-09-22,63805800000
2020-09-23,61860360000
2020-09-24,61520680000
2020-09-25,62516560000
2020-09-28,63265400000
2020-09-29,62362160000
2020-09-30,62574350000
2020-10-01,63911640000
2020-10-02,60525900000
2020-10-05,61832269999
2020-10-06,60525900000
2020-10-07,60657310000
2020-10-08,60139400000
2020-10-09,60456329999
2020-10-12,62659380000
2020-10-13,63370540000
2020-10-14,63308700000
2020-10-15,62110549999
2020-10-16,62319260000
2020-10-19,61901840000
2020-10-20,61948220000
2020-10-21,63339620000
2020-10-22,62435210000
2020-10-23,62643920000
2020-10-26,62218769999
2020-10-27,62582079999
2020-10-28,61074730000
2020-10-29,60116210000
2020-10-30,58539290000
2020-11-02,59057200000
2020-11-03,58948980000
2020-11-04,61353010000
2020-11-05,61948220000
2020-11-06,60920130000
2020-11-09,58291930000
2020-11-10,58067760000
2020-11-11,59173150000
2020-11-12,59296829999
2020-11-13,59946150000
2020-11-16,59861120000
2020-11-17,59606030000
2020-11-18,58361500000
2020-11-19,58693890000
2020-11-20,59374130000
2020-11-23,58686160000
2020-11-24,58152790000
2020-11-25,59142230000
2020-11-27,60402220000
2020-11-30,61438040000
2020-12-01,61785890000
2020-12-02,61182950000
2020-12-03,60904670000
2020-12-04,62520240000
2020-12-07,63594710000
2020-12-08,64645990000
2020-12-09,63834340000
2020-12-10,64244030000
2020-12-11,64684640000
2020-12-14,66431620000
2020-12-15,67189160000
2020-12-16,68194060000
2020-12-17,68379579999
2020-12-18,69856010000
2020-12-21,68650130000
2020-12-22,69121660000
2020-12-23,69732330000
2020-12-24,70312080000
2020-12-28,70675390000
2020-12-29,70629010000
2020-12-30,70791340000
2020-12-31,71958750000
2021-01-04,69672500000
2021-01-05,70284750000
2021-01-06,68200000000
2021-01-07,69494250000
2021-01-08,70757500000
2021-01-11,70455250000
2021-01-12,69168750000
2021-01-13,69571750000
2021-01-14,69742250000
2021-01-15,70284750000
2021-01-19,72191250000
2021-01-20,73718000000
2021-01-21,73315000000
2021-01-22,73183250000
2021-01-25,72385000000
2021-01-26,71594500000
2021-01-27,68719250000
2021-01-28,69959250000
2021-01-29,70525000000
2021-02-01,70850500000
2021-02-02,72834500000
2021-02-03,71896750000
2021-02-04,71827000000
2021-02-05,78747750000
2021-02-08,78422250000
2021-02-09,79615750000
2021-02-10,79639000000
2021-02-11,80011000000
2021-02-12,80452750000
2021-02-16,79794000000
2021-02-17,79321250000
2021-02-18,79243750000
2021-02-19,78120000000
2021-02-22,74849500000
2021-02-23,74725500000
2021-02-24,74159750000
2021-02-25,73702500000
2021-02-26,74097750000
2021-03-01,76508000000
2021-03-02,74981250000
2021-03-03,72625250000
2021-03-04,70943500000
2021-03-05,71749500000
2021-03-08,69137750000
2021-03-09,71687500000
2021-03-10,70765250000
2021-03-11,72028500000
2021-03-12,72102125000
2021-03-15,71745625000
2021-03-16,72292000000
2021-03-17,71641000000
2021-03-18,69424500000
2021-03-19,70129750000
2021-03-22,71199250000
2021-03-23,70819500000
2021-03-24,70145250000
2021-03-25,70408750000
2021-03-26,71610000000
2021-03-29,72865500000
2021-03-30,71811500000
2021-03-31,72261000000
2021-04-01,74234580000
2021-04-05,76044990000
2021-04-06,75617640000
2021-04-07,75244680000
2021-04-08,74949420000
2021-04-09,74421060000
2021-04-12,74700780000
2021-04-13,75788580000
2021-04-14,75128130000
2021-04-15,75975060000
2021-04-16,74964960000
2021-04-19,74592000000
2021-04-20,73403190000
2021-04-21,72400860000
2021-04-22,72804900000
2021-04-23,72276540000
2021-04-26,73224480000
2021-04-27,71173200000
2021-04-28,70901250000
2021-04-29,71553930000
2021-04-30,70854630000
2021-05-03,70823550000
2021-05-04,68912130000
2021-05-05,69992160000
2021-05-06,72284310000
2021-05-07,73659600000
2021-05-10,72393090000
2021-05-11,74079180000
2021-05-12,71996820000
2021-05-13,72587340000
2021-05-14,72532950000
2021-05-17,71717100000
2021-05-18,72773820000
2021-05-19,73240020000
2021-05-20,75034890000
2021-05-21,74102490000
2021-05-24,74980500000
2021-05-25,75034890000
2021-05-26,75602100000
2021-05-27,75563250000
2021-05-28,75563250000
2021-06-01,74941650000
2021-06-02,74118030000
2021-06-03,73799460000
2021-06-04,75244680000
2021-06-07,75462240000
2021-06-08,75213600000
2021-06-09,75003810000
2021-06-10,75905130000
2021-06-11,76262550000
2021-06-14,77062860000
2021-06-15,74568690000
2021-06-16,73084620000
2021-06-17,72408630000
2021-06-18,71087730000
2021-06-21,71344140000
2021-06-22,71390760000
2021-06-23,70543830000
2021-06-24,71880270000
2021-06-25,71686020000
2021-06-28,74125800000
2021-06-29,74288970000
2021-06-30,74252320000
2021-07-01,73054200000
2021-07-02,73342060000
2021-07-06,73443200000
2021-07-07,72595180000
2021-07-08,71716040000
2021-07-09,71871640000
2021-07-12,72283980000
2021-07-13,72548500000
2021-07-14,71824960000
2021-07-15,70549040000
2021-07-16,71420400000
2021-07-19,70253400000
2021-07-20,71194780000
2021-07-21,70930260000
2021-07-22,70385660000
2021-07-23,71187000000
2021-07-26,70128920000
2021-07-27,65390900000
2021-07-28,65989959999
2021-07-29,65017459999
2021-07-30,65056360000
2021-08-02,64387280000
2021-08-03,62107740000
2021-08-04,63422560000
2021-08-05,62488959999
2021-08-06,64130540000
2021-08-09,63336980000
2021-08-10,64566219999
2021-08-11,66130000000
2021-08-12,66262260000
2021-08-13,65235299999
2021-08-16,65235299999
2021-08-17,64861860000
2021-08-18,64441740000
2021-08-19,64706260000
2021-08-20,64286140000
2021-08-23,63967160000
2021-08-24,63632620000
2021-08-25,62870180000
2021-08-26,63212500000
2021-08-27,64130540000
2021-08-30,63111360000
2021-08-31,64083860000
2021-09-01,64029400000
2021-09-02,63259180000
2021-09-03,63158040000
2021-09-07,61049660000
2021-09-08,62465620000
2021-09-09,60722900000
2021-09-10,61959920000
2021-09-13,61096340000
2021-09-14,60559520000
2021-09-15,60878500000
2021-09-16,61679840000
2021-09-17,61897680000
2021-09-20,59268040000
2021-09-21,56817340000
2021-09-22,56646180000
2021-09-23,58093260000
2021-09-24,58552280000
2021-09-27,58412240000
2021-09-28,59384740000
2021-09-29,60201640000
2021-09-30,60286810000
2021-10-01,61174870000
2021-10-04,60123220000
2021-10-05,59827200000
2021-10-06,60208910000
2021-10-07,60263440000
2021-10-08,60458190000
2021-10-11,59453279999
2021-10-12,58362680000
2021-10-13,58619750000
2021-10-14,59289690000
2021-10-15,59515600000
2021-10-18,59515600000
2021-10-19,60123220000
2021-10-20,60824320000
2021-10-21,61307300000
2021-10-22,61751330000
2021-10-25,63247010000
2021-10-26,62912040000
2021-10-27,61268350000
2021-10-28,61447520000
2021-10-29,60910010000
2021-11-01,61813649999
2021-11-02,60504930000
2021-11-03,51998250000
2021-11-04,53151170000
2021-11-05,52839570000
2021-11-08,52052779999
2021-11-09,52270899999
2021-11-10,51928140000
2021-11-11,52582500000
2021-11-12,54288510000
2021-11-15,54864970000
2021-11-16,51523060000
2021-11-17,50011800000
2021-11-18,48819930000
2021-11-19,48594020000
2021-11-22,48453800000
2021-11-23,48118830000
2021-11-24,47448890000
2021-11-26,47222980000
2021-11-29,46981490000
2021-11-30,45649400000
2021-12-01,44621120000
2021-12-02,44628910000
2021-12-03,44683440000
2021-12-06,45252110000
2021-12-07,45781830000
2021-12-08,46171330000
2021-12-09,46015530000
2021-12-10,45649400000
2021-12-13,45727300000
2021-12-14,46366080000
2021-12-15,46942540000
2021-12-16,47900710000
2021-12-17,47799440000
2021-12-20,48142200000
2021-12-21,49536610000
2021-12-22,49933899999
2021-12-23,50759640000
2021-12-27,50985550000
2021-12-28,51935930000
2021-12-29,52317640000
2021-12-30,52574709999
2021-12-31,51893400000
2022-01-03,52587600000
2022-01-04,52416000000
2022-01-05,51706200000
2022-01-06,49779600000
2022-01-07,49951200000
2022-01-10,49225800000
2022-01-11,51362999999
2022-01-12,50551800000
2022-01-13,50052600000
2022-01-14,51004200000
2022-01-18,64201800000
2022-01-19,64077000000
2022-01-20,63772800000
2022-01-21,63452999999
2022-01-24,62376600000
2022-01-25,61713600000
2022-01-26,61448400000
2022-01-27,61542000000
2022-01-28,61729200000
2022-01-31,61627800000
2022-02-01,61666800000
2022-02-02,61815000000
2022-02-03,61581000000
2022-02-04,61815000000
2022-02-07,62010000000
2022-02-08,62579400000
2022-02-09,63570000000
2022-02-10,63531000000
2022-02-11,63570000000
2022-02-14,63570000000
2022-02-15,63585600000
2022-02-16,63538799999
2022-02-17,63156600000
2022-02-18,63219000000
2022-02-22,63359400000
2022-02-23,62953799999
2022-02-24,63187800000
2022-02-25,63523200000
2022-02-28,63570000000
2022-03-01,63086400000
2022-03-02,63554400000
2022-03-03,63570000000
2022-03-04,63515400000
2022-03-07,62829000000
2022-03-08,63203400000
2022-03-09,63047400000
2022-03-10,63024000000
2022-03-11,62641800000
2022-03-14,62049000000
2022-03-15,62017800000
2022-03-16,61713600000
2022-03-17,61534200000
2022-03-18,61432800000
2022-03-21,61495200000
2022-03-22,61854000000
2022-03-23,61674599999
2022-03-24,62103600000
2022-03-25,62087999999
2022-03-28,62407800000
2022-03-29,62985000000
2022-03-30,62680800000
2022-03-31,62646020000
2022-04-01,63201239999
2022-04-04,63130860000
2022-04-05,62857160000
2022-04-06,62646020000
2022-04-07,62646020000
2022-04-08,62630380000
2022-04-11,62153360000
2022-04-12,62200280000
2022-04-13,61856199999
2022-04-14,61723260000
2022-04-18,61824920000
2022-04-19,61801460000
2022-04-20,61707620000
2022-04-21,61699800000
2022-04-22,61473020000
2022-04-25,61035100000
2022-04-26,60260920000
2022-04-27,59510199999
2022-04-28,59979400000
2022-04-29,59119199999
2022-05-02,61042920000
2022-05-03,61605960000
2022-05-04,61965679999
2022-05-05,61590320000
2022-05-06,60870880000
2022-05-09,60346940000
2022-05-10,60151440000
2022-05-11,60581540000
2022-05-12,60511160000
2022-05-13,60792679999
2022-05-16,60996000000
2022-05-17,61418280000
2022-05-18,60933440000
2022-05-19,60792679999
2022-05-20,60526800000
2022-05-23,60370400000
2022-05-24,60237460000
2022-05-25,60769219999
2022-05-26,60988179999
2022-05-27,61152400000
2022-05-31,60902160000
2022-06-01,60534620000
2022-06-02,61175860000
2022-06-03,60909980000
2022-06-06,60831780000
2022-06-07,61019460000
2022-06-08,60706660000
2022-06-09,60041960000
2022-06-10,59807360000
2022-06-13,58462320000
2022-06-14,58368480000
2022-06-15,58923699999
2022-06-16,57813260000
2022-06-17,58423219999
2022-06-21,59471100000
2022-06-22,59197400000
2022-06-23,59815179999
2022-06-24,60949080000
2022-06-27,61003820000
2022-06-28,60339120000
2022-06-29,60964719999
2022-06-30,60886520000
2022-07-01,61441739999
2022-07-05,61676340000
2022-07-06,61285340000
2022-07-07,61473020000
2022-07-08,61097660000
2022-07-11,60831780000
2022-07-12,59854280000
2022-07-13,59400719999
2022-07-14,59619679999
2022-07-15,60518980000
2022-07-18,60206179999
2022-07-19,61488660000
2022-07-20,62012600000
2022-07-21,62161179999
2022-07-22,61957860000
2022-07-25,62286300000
2022-07-26,62137719999
2022-07-27,62395780000
2022-07-28,62176820000
2022-07-29,62520900000
2022-08-01,62622560000
2022-08-02,62028239999
2022-08-03,63021380000
2022-08-04,63076120000
2022-08-05,62943179999
2022-08-08,63342000000
2022-08-09,63021380000
2022-08-10,63271620000
2022-08-11,62958820000
2022-08-12,63177780000
2022-08-15,63130860000
2022-08-16,63279440000
2022-08-17,62974460000
2022-08-18,62904080000
2022-08-19,62771140000
2022-08-22,62372320000
2022-08-23,62043880000
2022-08-24,61996960000
2022-08-25,61832739999
2022-08-26,61488660000
2022-08-29,61582500000
2022-08-30,61480840000
2022-08-31,61379179999
2022-09-01,61426100000
2022-09-02,60628460000
2022-09-06,60088880000
2022-09-07,60777040000
2022-09-08,60518980000
2022-09-09,61394820000
2022-09-12,61097660000
2022-09-13,60026320000
2022-09-14,59901199999
2022-09-15,60081060000
2022-09-16,59447640000
2022-09-19,59385080000
2022-09-20,58681280000
2022-09-21,58900239999
2022-09-22,60237460000
2022-09-23,58610900000
2022-09-26,58126060000
2022-09-27,58540520000
2022-09-28,58954980000
2022-09-29,58548340000
2022-09-30,58208220000
2022-10-03,58223880000
2022-10-04,58725000000
2022-10-05,58028130000
2022-10-06,57808890000
2022-10-07,57433049999
2022-10-10,57746250000
2022-10-11,57589650000
2022-10-12,57550500000
2022-10-13,57252960000
2022-10-14,56477790000
2022-10-17,56188080000
2022-10-18,56579580000
2022-10-19,56540429999
2022-10-20,57401730000
2022-10-21,56931929999
2022-10-24,56775330000
2022-10-25,56767500000
2022-10-26,56751840000
2022-10-27,56767500000
2022-10-28,57041549999
2022-10-31,57002400000
2022-11-01,57401730000
2022-11-02,56892780000
2022-11-03,56297700000
2022-11-04,56344679999
2022-11-07,55671299999
2022-11-08,56376000000
2022-11-09,56109780000
2022-11-10,57644460000
2022-11-11,58051620000
2022-11-14,57910679999
2022-11-15,57848040000
2022-11-16,58216049999
2022-11-17,57793230000
2022-11-18,58020299999
2022-11-21,58568400000
2022-11-22,59414040000
2022-11-23,59969970000
2022-11-25,57527010000
2022-11-28,58505760000
2022-11-29,58208220000
2022-11-30,57902850000
2022-12-01,58873770000
2022-12-02,59320080000
2022-12-05,59766390000
2022-12-06,59594130000
2022-12-07,59453190000
2022-12-08,58537080000
2022-12-09,58850280000
2022-12-12,60572880000
2022-12-13,60079590000
2022-12-14,60322320000
2022-12-15,59797710000
2022-12-16,59570640000
2022-12-19,59500169999
2022-12-20,59414040000
2022-12-21,59421870000
2022-12-22,59273100000
2022-12-23,59468850000
2022-12-27,59343570000
2022-12-28,59547150000
2022-12-29,60103080000
2022-12-30,59938650000
2023-01-03,60350800000
2023-01-04,60319400000
2023-01-05,60413599999
2023-01-06,60908150000
2023-01-09,60617700000
2023-01-10,60986650000
2023-01-11,60445000000
2023-01-12,60366500000
2023-01-13,60178100000
2023-01-17,58529600000
2023-01-18,58466800000
2023-01-19,57901600000
2023-01-20,57964400000
2023-01-23,59047700000
2023-01-24,58961350000
2023-01-25,58592400000
2023-01-26,59345999999
2023-01-27,60138850000
2023-01-30,59628599999
2023-01-31,60107449999
2023-02-01,60209500000
2023-02-02,60531350000
2023-02-03,59063399999
2023-02-06,56190300000
2023-02-07,59345999999
2023-02-08,57218650000
2023-02-09,59079100000
2023-02-10,59228250000
2023-02-13,60123150000
2023-02-14,60272300000
2023-02-15,60994500000
2023-02-16,60845350000
2023-02-17,60892449999
2023-02-21,60445000000
2023-02-22,60539200000
2023-02-23,60499949999
2023-02-24,60303699999
2023-02-27,60240899999
2023-02-28,59856250000
2023-03-01,59440200000
2023-03-02,61002349999
2023-03-03,62321150000
2023-03-06,62509550000
2023-03-07,62219100000
2023-03-08,62391800000
2023-03-09,61520450000
2023-03-10,61206450000
2023-03-13,61339900000
2023-03-14,62085650000
2023-03-15,62219100000
2023-03-16,62697950000
2023-03-17,62007149999
2023-03-20,62281900000
2023-03-21,62603750000
2023-03-22,61732400000
2023-03-23,62548800000
2023-03-24,66246150000
2023-03-27,66199050000
2023-03-28,66214749999
2023-03-29,66363900000
2023-03-30,66638650000
2023-03-31,67188150000
2023-04-03,66984050000
2023-04-04,66811350000
2023-04-05,67023300000
2023-04-06,66897700000
2023-04-10,67101800000
2023-04-11,66795650000
2023-04-12,66685750000
2023-04-13,67180300000
2023-04-14,66936950000
2023-04-17,67117500000
2023-04-18,67156750000
2023-04-19,67117500000
2023-04-20,67172449999
2023-04-21,67141050000
2023-04-24,67580650000
2023-04-25,68090899999
2023-04-26,60295850000
2023-04-27,60923850000
