,PRGO
2018-10-19,9755473000
2018-10-22,9667268000
2018-10-23,9739189000
2018-10-24,9417580000
2018-10-25,9446077000
2018-10-26,9223529000
2018-10-29,9264239000
2018-10-30,9470503000
2018-10-31,9539710000
2018-11-01,9846392000
2018-11-02,9698479000
2018-11-05,9794826000
2018-11-06,10021445000
2018-11-07,10196498000
2018-11-08,8532816000
2018-11-09,8694299000
2018-11-12,8899206000
2018-11-13,8873423000
2018-11-14,8611522000
2018-11-15,8618307000
2018-11-16,8585739000
2018-11-19,8520603000
2018-11-20,8200351000
2018-11-21,8279057000
2018-11-23,8277700000
2018-11-26,8352335000
2018-11-27,8555885000
2018-11-28,8602023000
2018-11-29,8699727000
2018-11-30,8451396000
2018-12-03,8610165000
2018-12-04,8527388000
2018-12-06,8497534000
2018-12-07,8132501000
2018-12-10,7984588000
2018-12-11,7937093000
2018-12-12,7987302000
2018-12-13,7939807000
2018-12-14,7733543000
2018-12-17,7650766000
2018-12-18,7510995000
2018-12-19,7292518000
2018-12-20,7105252000
2018-12-21,5024971000
2018-12-24,4953050000
2018-12-26,5522990000
2018-12-27,5376434000
2018-12-28,5417144000
2018-12-31,5266125000
2019-01-02,5503950000
2019-01-03,5418333000
2019-01-04,5751288000
2019-01-07,5983677000
2019-01-08,6104628000
2019-01-09,6006780000
2019-01-10,5966010000
2019-01-11,6161706000
2019-01-14,6213348000
2019-01-15,6142680000
2019-01-16,6050268000
2019-01-17,6097833000
2019-01-18,6247323000
2019-01-22,6107346000
2019-01-23,6111423000
2019-01-24,6097833000
2019-01-25,6237810000
2019-01-28,6175296000
2019-01-29,6216066000
2019-01-30,6264990000
2019-01-31,6312555000
2019-02-01,6294888000
2019-02-04,6278580000
2019-02-05,6364197000
2019-02-06,6441660000
2019-02-07,6324786000
2019-02-08,6472917000
2019-02-11,6387300000
2019-02-12,6580278000
2019-02-13,6566688000
2019-02-14,6604740000
2019-02-15,6652305000
2019-02-19,6733845000
2019-02-20,6650946000
2019-02-21,6566688000
2019-02-22,6650946000
2019-02-25,6633279000
2019-02-26,6562611000
2019-02-27,6395454000
2019-02-28,6618330000
2019-03-01,6812667000
2019-03-04,6824898000
2019-03-05,6755589000
2019-03-06,6428070000
2019-03-07,6326145000
2019-03-08,6319350000
2019-03-11,6453891000
2019-03-12,6411762000
2019-03-13,6491943000
2019-03-14,6436224000
2019-03-15,6543585000
2019-03-18,6614253000
2019-03-19,6691716000
2019-03-20,6570765000
2019-03-21,6602022000
2019-03-22,6421275000
2019-03-25,6356043000
2019-03-26,6447096000
2019-03-27,6500097000
2019-03-28,6441660000
2019-03-29,6544944000
2019-04-01,6674880000
2019-04-02,6465440000
2019-04-03,6461360000
2019-04-04,6715680000
2019-04-05,6862560000
2019-04-08,7014880000
2019-04-09,6908800000
2019-04-10,6970000000
2019-04-11,6824480000
2019-04-12,6850320000
2019-04-15,6855760000
2019-04-16,6881600000
2019-04-17,6780960000
2019-04-18,6639520000
2019-04-22,6659920000
2019-04-23,6740160000
2019-04-24,6691200000
2019-04-25,6817680000
2019-04-26,6931920000
2019-04-29,6991760000
2019-04-30,6517120000
2019-05-01,6600080000
2019-05-02,6674880000
2019-05-03,6760560000
2019-05-06,6851680000
2019-05-07,6655840000
2019-05-08,6688480000
2019-05-09,7156320000
2019-05-10,7072000000
2019-05-13,6768720000
2019-05-14,6759200000
2019-05-15,6738800000
2019-05-16,6786400000
2019-05-17,6755120000
2019-05-20,6742880000
2019-05-21,6771440000
2019-05-22,6741520000
2019-05-23,6496720000
2019-05-24,6439600000
2019-05-28,6072400000
2019-05-29,6168960000
2019-05-30,5858880000
2019-05-31,5714720000
2019-06-03,5793600000
2019-06-04,6004400000
2019-06-05,6013920000
2019-06-06,5909200000
2019-06-07,5986720000
2019-06-10,5958160000
2019-06-11,5982640000
2019-06-12,5907840000
2019-06-13,5985360000
2019-06-14,5872480000
2019-06-17,5950000000
2019-06-18,5966320000
2019-06-19,6034320000
2019-06-20,5913280000
2019-06-21,6052000000
2019-06-24,6005760000
2019-06-25,6188000000
2019-06-26,6211120000
2019-06-27,6337600000
2019-06-28,6476320000
2019-07-01,6594640000
2019-07-02,6715680000
2019-07-03,6863920000
2019-07-05,6823120000
2019-07-08,6881600000
2019-07-09,6937360000
2019-07-10,6869360000
2019-07-11,6897920000
2019-07-12,7039360000
2019-07-15,7004000000
2019-07-16,6850320000
2019-07-17,6850320000
2019-07-18,6991760000
2019-07-19,7012160000
2019-07-22,7110080000
2019-07-23,7322240000
2019-07-24,7494960000
2019-07-25,7233840000
2019-07-26,7281440000
2019-07-29,7376640000
2019-07-30,7376640000
2019-07-31,7345360000
2019-08-01,7152240000
2019-08-02,7127760000
2019-08-05,6955040000
2019-08-06,6857120000
2019-08-07,6863920000
2019-08-08,6397440000
2019-08-09,6378400000
2019-08-12,6368880000
2019-08-13,6495360000
2019-08-14,6364800000
2019-08-15,6211120000
2019-08-16,6280480000
2019-08-19,6401520000
2019-08-20,6409680000
2019-08-21,6517120000
2019-08-22,6496720000
2019-08-23,6302240000
2019-08-26,6332160000
2019-08-27,6178480000
2019-08-28,6356640000
2019-08-29,6379760000
2019-08-30,6362080000
2019-09-03,6285920000
2019-09-04,6338960000
2019-09-05,6549760000
2019-09-06,6789120000
2019-09-09,6921040000
2019-09-10,7176720000
2019-09-11,7515360000
2019-09-12,7610560000
2019-09-13,7610560000
2019-09-16,7711200000
2019-09-17,7577920000
2019-09-18,7523520000
2019-09-19,7384800000
2019-09-20,7512640000
2019-09-23,7436480000
2019-09-24,7378000000
2019-09-25,7509920000
2019-09-26,7339920000
2019-09-27,7477280000
2019-09-30,7601040000
2019-10-01,7508560000
2019-10-02,7365760000
2019-10-03,7233840000
2019-10-04,7288240000
2019-10-07,7277360000
2019-10-08,7063840000
2019-10-09,7061120000
2019-10-10,7072000000
2019-10-11,7267840000
2019-10-14,7214800000
2019-10-15,7318160000
2019-10-16,7334480000
2019-10-17,7397040000
2019-10-18,7330400000
2019-10-21,7331760000
2019-10-22,7363040000
2019-10-23,7391600000
2019-10-24,7342640000
2019-10-25,7350800000
2019-10-28,7342640000
2019-10-29,7357600000
2019-10-30,7301840000
2019-10-31,7210720000
2019-11-01,7425600000
2019-11-04,7319520000
2019-11-05,7364400000
2019-11-06,6869360000
2019-11-07,6768720000
2019-11-08,6806800000
2019-11-11,6677600000
2019-11-12,6567440000
2019-11-13,6581040000
2019-11-14,6533440000
2019-11-15,6715680000
2019-11-18,6659920000
2019-11-19,6625920000
2019-11-20,6621840000
2019-11-21,6613680000
2019-11-22,6665360000
2019-11-25,6806800000
2019-11-26,6858480000
2019-11-27,6923760000
2019-11-29,6967280000
2019-12-02,6893840000
2019-12-03,6759200000
2019-12-04,6893840000
2019-12-05,7046160000
2019-12-06,7111440000
2019-12-09,7206640000
2019-12-10,7301840000
2019-12-11,7318160000
2019-12-12,7416080000
2019-12-13,7334480000
2019-12-16,7339920000
2019-12-17,7342640000
2019-12-18,7402480000
2019-12-19,7406560000
2019-12-20,7441920000
2019-12-23,7335840000
2019-12-24,7276000000
2019-12-26,7137280000
2019-12-27,7061120000
2019-12-30,7006720000
2019-12-31,7036092000
2020-01-02,6985698000
2020-01-03,6804552000
2020-01-06,6711936000
2020-01-07,6804552000
2020-01-08,6731004000
2020-01-09,6781398000
2020-01-10,6770502000
2020-01-13,6883548000
2020-01-14,7751142000
2020-01-15,7970424000
2020-01-16,8105262000
2020-01-17,8038524000
2020-01-21,8148846000
2020-01-22,8101176000
2020-01-23,8101176000
2020-01-24,8003112000
2020-01-27,7989492000
2020-01-28,8106624000
2020-01-29,7986768000
2020-01-30,7881894000
2020-01-31,7768848000
2020-02-03,7969062000
2020-02-04,8101176000
2020-02-05,8045334000
2020-02-06,8039886000
2020-02-07,8159742000
2020-02-10,8199240000
2020-02-11,8177448000
2020-02-12,8137950000
2020-02-13,7894152000
2020-02-14,7860102000
2020-02-18,8028990000
2020-02-19,8063040000
2020-02-20,8118882000
2020-02-21,8152932000
2020-02-24,8064402000
2020-02-25,8280960000
2020-02-26,8263254000
2020-02-27,7057884000
2020-02-28,6903978000
2020-03-02,7362972000
2020-03-03,7263546000
2020-03-04,7499172000
2020-03-05,7507344000
2020-03-06,7241754000
2020-03-09,6658818000
2020-03-10,6739176000
2020-03-11,6270648000
2020-03-12,5537892000
2020-03-13,6304698000
2020-03-16,6203910000
2020-03-17,6759606000
2020-03-18,6149430000
2020-03-19,5958750000
2020-03-20,5738106000
2020-03-23,5757174000
2020-03-24,6157602000
2020-03-25,6094950000
2020-03-26,6338748000
2020-03-27,6278820000
2020-03-30,6657684000
2020-03-31,6559476000
2020-04-01,6153004000
2020-04-02,5837920000
2020-04-03,6050704000
2020-04-06,6488548000
2020-04-07,6421712000
2020-04-08,6663140000
2020-04-09,6881380000
2020-04-13,6870468000
2020-04-14,7130992000
2020-04-15,7039604000
2020-04-16,6934576000
2020-04-17,7075068000
2020-04-20,6937304000
2020-04-21,6777716000
2020-04-22,6768168000
2020-04-23,6955036000
2020-04-24,7015052000
2020-04-27,7133720000
2020-04-28,7338320000
2020-04-29,7410612000
2020-04-30,7270120000
2020-05-01,7185552000
2020-05-04,6993228000
2020-05-05,7084616000
2020-05-06,7136448000
2020-05-07,7050516000
2020-05-08,7180096000
2020-05-11,7283760000
2020-05-12,7166456000
2020-05-13,7114624000
2020-05-14,7091436000
2020-05-15,7196464000
2020-05-18,7496544000
2020-05-19,7507456000
2020-05-20,7512912000
2020-05-21,7410612000
2020-05-22,7403792000
2020-05-26,7484268000
2020-05-27,7574292000
2020-05-28,7506092000
2020-05-29,7470628000
2020-06-01,7562016000
2020-06-02,7690232000
2020-06-03,7575656000
2020-06-04,7533372000
2020-06-05,7585204000
2020-06-08,7874372000
2020-06-09,7632944000
2020-06-10,7290580000
2020-06-11,6986408000
2020-06-12,7023236000
2020-06-15,7161000000
2020-06-16,7293308000
2020-06-17,7350596000
2020-06-18,7443348000
2020-06-19,7484268000
2020-06-22,7526552000
2020-06-23,7511548000
2020-06-24,7358780000
2020-06-25,7465172000
2020-06-26,7357416000
2020-06-29,7447440000
2020-06-30,7544355000
2020-07-01,7484295000
2020-07-02,7533435000
2020-07-06,7547085000
2020-07-07,7534800000
2020-07-08,7497945000
2020-07-09,7406490000
2020-07-10,7530705000
2020-07-13,7579845000
2020-07-14,7678125000
2020-07-15,7930650000
2020-07-16,7892430000
2020-07-17,7990710000
2020-07-20,7880145000
2020-07-21,7785960000
2020-07-22,7714980000
2020-07-23,7697235000
2020-07-24,7616700000
2020-07-27,7734090000
2020-07-28,7657650000
2020-07-29,7738185000
2020-07-30,7477470000
2020-07-31,7237230000
2020-08-03,7474740000
2020-08-04,7523880000
2020-08-05,7095270000
2020-08-06,6887790000
2020-08-07,6886425000
2020-08-10,7062510000
2020-08-11,7230405000
2020-08-12,7264530000
2020-08-13,7183995000
2020-08-14,7289100000
2020-08-17,7474740000
2020-08-18,7401030000
2020-08-19,7334145000
2020-08-20,7246785000
2020-08-21,7152600000
2020-08-24,7144410000
2020-08-25,7159425000
2020-08-26,7123935000
2020-08-27,7151235000
2020-08-28,7209930000
2020-08-31,7138950000
2020-09-01,7010640000
2020-09-02,7103460000
2020-09-03,7074795000
2020-09-04,6942390000
2020-09-08,6586125000
2020-09-09,6657105000
2020-09-10,6594315000
2020-09-11,6636630000
2020-09-14,6844110000
2020-09-15,6814080000
2020-09-16,6803160000
2020-09-17,6603870000
2020-09-18,6425055000
2020-09-21,6268080000
2020-09-22,6354075000
2020-09-23,6193005000
2020-09-24,6141135000
2020-09-25,6175260000
2020-09-28,6182865000
2020-09-29,6188285000
2020-09-30,6220805000
2020-10-01,6135440000
2020-10-02,6077175000
2020-10-05,6138150000
2020-10-06,6016200000
2020-10-07,6113760000
2020-10-08,6205900000
2020-10-09,6214030000
2020-10-12,6283135000
2020-10-13,6220805000
2020-10-14,6249260000
2020-10-15,6327850000
2020-10-16,6419990000
2020-10-19,6186930000
2020-10-20,6254680000
2020-10-21,6077175000
2020-10-22,6162540000
2020-10-23,6181510000
2020-10-26,6067690000
2020-10-27,5966065000
2020-10-28,5769590000
2020-10-29,5762815000
2020-10-30,5944385000
2020-11-02,6180155000
2020-11-03,6146280000
2020-11-04,5594795000
2020-11-05,6125955000
2020-11-06,6056850000
2020-11-09,6237065000
2020-11-10,6573105000
2020-11-11,6384760000
2020-11-12,6444380000
2020-11-13,6647630000
2020-11-16,6665245000
2020-11-17,6588010000
2020-11-18,6529745000
2020-11-19,6613755000
2020-11-20,6518905000
2020-11-23,6470125000
2020-11-24,6589365000
2020-11-25,6494515000
2020-11-27,6508065000
2020-11-30,6533810000
2020-12-01,6564975000
2020-12-02,6498580000
2020-12-03,6548715000
2020-12-04,6757385000
2020-12-07,6604270000
2020-12-08,6602915000
2020-12-09,6569040000
2020-12-10,6606980000
2020-12-11,6478255000
2020-12-14,6318365000
2020-12-15,6554135000
2020-12-16,6424055000
2020-12-17,6364435000
2020-12-18,6245195000
2020-12-21,6071755000
2020-12-22,5941675000
2020-12-23,5915930000
2020-12-24,5963355000
2020-12-28,6050075000
2020-12-29,6036525000
2020-12-30,6027040000
2020-12-31,5956704000
2021-01-04,5944716000
2021-01-05,5896764000
2021-01-06,5971356000
2021-01-07,6127200000
2021-01-08,5946048000
2021-01-11,5940720000
2021-01-12,6084576000
2021-01-13,6143184000
2021-01-14,5947380000
2021-01-15,5822172000
2021-01-19,5790204000
2021-01-20,5763564000
2021-01-21,5783544000
2021-01-22,5766228000
2021-01-25,5927400000
2021-01-26,5926068000
2021-01-27,5875452000
2021-01-28,5819508000
2021-01-29,5687640000
2021-02-01,5722272000
2021-02-02,5638356000
2021-02-03,5675652000
2021-02-04,5803524000
2021-02-05,5739588000
2021-02-08,5795532000
2021-02-09,5847480000
2021-02-10,5971356000
2021-02-11,6097896000
2021-02-12,5991336000
2021-02-16,5911416000
2021-02-17,5867460000
2021-02-18,5631696000
2021-02-19,5607720000
2021-02-22,5610384000
2021-02-23,5661000000
2021-02-24,5549112000
2021-02-25,5431896000
2021-02-26,5375952000
2021-03-01,5629032000
2021-03-02,5606388000
2021-03-03,5498496000
2021-03-04,5403924000
2021-03-05,5466528000
2021-03-08,5570424000
2021-03-09,5454540000
2021-03-10,5543784000
2021-03-11,5507820000
2021-03-12,5465196000
2021-03-15,5567760000
2021-03-16,5513148000
2021-03-17,5523804000
2021-03-18,5567760000
2021-03-19,5680980000
2021-03-22,5666328000
2021-03-23,5610384000
2021-03-24,5647680000
2021-03-25,5607720000
2021-03-26,5595732000
2021-03-29,5593068000
2021-03-30,5490504000
2021-03-31,5390604000
2021-04-01,5418576000
2021-04-05,5380524971
2021-04-06,5456457113
2021-04-07,5383189256
2021-04-08,5356546399
2021-04-09,5399174971
2021-04-12,5397842828
2021-04-13,5348553542
2021-04-14,5379192828
2021-04-15,5484432113
2021-04-16,5544378541
2021-04-19,5555035684
2021-04-20,5601660684
2021-04-21,5692246398
2021-04-22,5678924969
2021-04-23,5572353541
2021-04-26,5657610683
2021-04-27,5505746399
2021-04-28,5529724970
2021-04-29,5600328541
2021-04-30,5545710684
2021-05-03,5644289255
2021-05-04,5612317827
2021-05-05,5597664255
2021-05-06,5681589255
2021-05-07,5722885683
2021-05-10,5744199969
2021-05-11,5906721396
2021-05-12,6095885681
2021-05-13,5995974967
2021-05-14,6109207110
2021-05-17,6055921396
2021-05-18,6018621396
2021-05-19,5944021396
2021-05-20,6018621396
2021-05-21,6101214253
2021-05-24,6022617824
2021-05-25,6077235681
2021-05-26,6225103538
2021-05-27,6103878538
2021-05-28,6146507109
2021-06-01,6214446395
2021-06-02,6295707109
2021-06-03,6307696394
2021-06-04,6270396394
2021-06-07,6226435680
2021-06-08,6265067823
2021-06-09,6270396394
2021-06-10,6510182107
2021-06-11,6358317823
2021-06-14,6358317823
2021-06-15,6330342823
2021-06-16,6375635680
2021-06-17,6354321394
2021-06-18,6165157109
2021-06-21,6286382109
2021-06-22,6203789252
2021-06-23,6131853538
2021-06-24,6159828538
2021-06-25,6245085680
2021-06-28,6171817824
2021-06-29,6149171395
2021-06-30,6107874967
2021-07-01,6222439252
2021-07-02,6249082109
2021-07-06,6275220000
2021-07-07,6288600000
2021-07-08,6237756000
2021-07-09,6253812000
2021-07-12,6225714000
2021-07-13,6156138000
2021-07-14,6347472000
2021-07-15,6196278000
2021-07-16,6117336000
2021-07-19,6085224000
2021-07-20,6134730000
2021-07-21,6161490000
2021-07-22,6130716000
2021-07-23,6200292000
2021-07-26,6185574000
2021-07-27,6301980000
2021-07-28,6334092000
2021-07-29,6407682000
2021-07-30,6426414000
2021-08-02,6466554000
2021-08-03,6517398000
2021-08-04,6391626000
2021-08-05,6449160000
2021-08-06,6552186000
2021-08-09,6498666000
2021-08-10,6578946000
2021-08-11,5752062000
2021-08-12,5523264000
2021-08-13,5479110000
2021-08-16,5487138000
2021-08-17,5576784000
2021-08-18,5432280000
2021-08-19,5318550000
2021-08-20,5480448000
2021-08-23,5528616000
2021-08-24,5472420000
2021-08-25,5465730000
2021-08-26,5345310000
2021-08-27,5350662000
2021-08-30,5413548000
2021-08-31,5479110000
2021-09-01,5456364000
2021-09-02,5540658000
2021-09-03,5599530000
2021-09-07,5566080000
2021-09-08,6066492000
2021-09-09,5916636000
2021-09-10,5845722000
2021-09-13,6015648000
2021-09-14,6160152000
2021-09-15,6033042000
2021-09-16,5924664000
2021-09-17,5879172000
2021-09-20,5801568000
2021-09-21,5721288000
2021-09-22,5723964000
2021-09-23,5722626000
2021-09-24,5753400000
2021-09-27,5800230000
2021-09-28,5804244000
2021-09-29,5820300000
2021-09-30,6332754000
2021-10-01,6497328000
2021-10-04,6428832000
2021-10-05,6470248000
2021-10-06,6482272000
2021-10-07,6179000000
2021-10-08,6136248000
2021-10-11,6066776000
2021-10-12,6001312000
2021-10-13,5993296000
2021-10-14,6074792000
2021-10-15,5974592000
2021-10-18,5981272000
2021-10-19,6098840000
2021-10-20,6113536000
2021-10-21,6117544000
2021-10-22,6094832000
2021-10-25,6002648000
2021-10-26,5931840000
2021-10-27,5961232000
2021-10-28,5965240000
2021-10-29,6032040000
2021-11-01,6189688000
2021-11-02,6188352000
2021-11-03,6233776000
2021-11-04,6157624000
2021-11-05,6195032000
2021-11-08,6400776000
2021-11-09,6336648000
2021-11-10,5639256000
2021-11-11,5784880000
2021-11-12,5784880000
2021-11-15,5712736000
2021-11-16,5743464000
2021-11-17,5710064000
2021-11-18,5560432000
2021-11-19,5496304000
2021-11-22,5243800000
2021-11-23,5237120000
2021-11-24,5187688000
2021-11-26,5047408000
2021-11-29,5007328000
2021-11-30,4904456000
2021-12-01,4789560000
2021-12-02,4786888000
2021-12-03,4781544000
2021-12-06,4948544000
2021-12-07,4997976000
2021-12-08,5012672000
2021-12-09,4896440000
2021-12-10,4880408000
2021-12-13,4826968000
2021-12-14,4840328000
2021-12-15,4857696000
2021-12-16,4939192000
2021-12-17,5039392000
2021-12-20,5134248000
2021-12-21,5237120000
2021-12-22,5251816000
2021-12-23,5282544000
2021-12-27,5310600000
2021-12-28,5310600000
2021-12-29,5250480000
2021-12-30,5226432000
2021-12-31,5057000000
2022-01-03,5107700000
2022-01-04,5218200000
2022-01-05,5198700000
2022-01-06,5232500000
2022-01-07,5293600000
2022-01-10,5397600000
2022-01-11,5440500000
2022-01-12,5237700000
2022-01-13,5150600000
2022-01-14,5164900000
2022-01-18,5145400000
2022-01-19,5174000000
2022-01-20,5166200000
2022-01-21,5049200000
2022-01-24,4960800000
2022-01-25,5019300000
2022-01-26,4941300000
2022-01-27,4932200000
2022-01-28,4928300000
2022-01-31,4949100000
2022-02-01,4955600000
2022-02-02,4876300000
2022-02-03,4756700000
2022-02-04,4769700000
2022-02-07,4803500000
2022-02-08,4880200000
2022-02-09,5011500000
2022-02-10,4934800000
2022-02-11,4876300000
2022-02-14,4850300000
2022-02-15,4943900000
2022-02-16,5011500000
2022-02-17,4912700000
2022-02-18,4798300000
2022-02-22,4720300000
2022-02-23,4667000000
2022-02-24,4543500000
2022-02-25,4638400000
2022-02-28,4617600000
2022-03-01,4798300000
2022-03-02,4914000000
2022-03-03,4893200000
2022-03-04,4839900000
2022-03-07,4695600000
2022-03-08,4682600000
2022-03-09,4793100000
2022-03-10,4903600000
2022-03-11,4911400000
2022-03-14,4880200000
2022-03-15,4923100000
2022-03-16,4963400000
2022-03-17,5008900000
2022-03-18,4973800000
2022-03-21,4888000000
2022-03-22,4940000000
2022-03-23,4928300000
2022-03-24,4947800000
2022-03-25,4929600000
2022-03-28,4849000000
2022-03-29,4982900000
2022-03-30,4958200000
2022-03-31,4995900000
2022-04-01,4981600000
2022-04-04,5073074000
2022-04-05,4881942000
2022-04-06,4951934000
2022-04-07,4997698000
2022-04-08,4966740000
2022-04-11,4942512000
2022-04-12,4861752000
2022-04-13,4849638000
2022-04-14,4842908000
2022-04-18,4763494000
2022-04-19,4756764000
2022-04-20,4779646000
2022-04-21,4708308000
2022-04-22,4538712000
2022-04-25,4577746000
2022-04-26,4530636000
2022-04-27,4550826000
2022-04-28,4642354000
2022-04-29,4616780000
2022-05-02,4501024000
2022-05-03,4474104000
2022-05-04,4475450000
2022-05-05,4348926000
2022-05-06,4371808000
2022-05-09,4334120000
2022-05-10,4350272000
2022-05-11,4478142000
2022-05-12,4744650000
2022-05-13,4949242000
2022-05-16,5027310000
2022-05-17,5191522000
2022-05-18,5050192000
2022-05-19,5058268000
2022-05-20,5133644000
2022-05-23,5191522000
2022-05-24,5184792000
2022-05-25,5283050000
2022-05-26,5405536000
2022-05-27,5428418000
2022-05-31,5365156000
2022-06-01,5386692000
2022-06-02,5344966000
2022-06-03,5297856000
2022-06-06,5291126000
2022-06-07,5346312000
2022-06-08,5441878000
2022-06-09,5379962000
2022-06-10,5206328000
2022-06-13,5024618000
2022-06-14,4922322000
2022-06-15,5059614000
2022-06-16,5024618000
2022-06-17,5227864000
2022-06-21,5279012000
2022-06-22,5340928000
2022-06-23,5425726000
2022-06-24,5546866000
2022-06-27,5595322000
2022-06-28,5525330000
2022-06-29,5514562000
2022-06-30,5460722000
2022-07-01,5521292000
2022-07-05,5450461514
2022-07-06,5441110232
2022-07-07,5527943565
2022-07-08,5490538437
2022-07-11,5609433308
2022-07-12,5586723052
2022-07-13,5479851257
2022-07-14,5437102540
2022-07-15,5478515360
2022-07-18,5417064078
2022-07-19,5537294847
2022-07-20,5494546129
2022-07-21,5499889719
2022-07-22,5462484591
2022-07-25,5507905103
2022-07-26,5605425616
2022-07-27,5596074334
2022-07-28,5614776898
2022-07-29,5593402539
2022-08-01,5694930744
2022-08-02,5677564077
2022-08-03,5680235872
2022-08-04,5670884590
2022-08-05,5741687154
2022-08-08,5688251256
2022-08-09,5553325616
2022-08-10,5581379462
2022-08-11,5564012795
2022-08-12,5593402539
2022-08-15,5592066641
2022-08-16,5589394847
2022-08-17,5294161515
2022-08-18,5479851257
2022-08-19,5426415360
2022-08-22,5304848694
2022-08-23,5288817925
2022-08-24,5362292284
2022-08-25,5382330745
2022-08-26,5231374335
2022-08-29,5193969207
2022-08-30,5068394849
2022-08-31,4998928183
2022-09-01,4913430747
2022-09-02,4908087157
2022-09-06,5069730746
2022-09-07,5125838438
2022-09-08,5156564079
2022-09-09,5230038438
2022-09-12,5435766642
2022-09-13,5254084592
2022-09-14,5350269207
2022-09-15,5306184591
2022-09-16,5356948694
2022-09-19,5389010232
2022-09-20,5327558950
2022-09-21,5163243566
2022-09-22,5157899977
2022-09-23,5088433310
2022-09-26,5030989721
2022-09-27,4831941004
2022-09-28,4890720491
2022-09-29,4802551260
2022-09-30,4763810235
2022-10-03,4920591000
2022-10-04,5126682000
2022-10-05,5230401000
2022-10-06,5196726000
2022-10-07,5130723000
2022-10-10,5109171000
2022-10-11,5172480000
2022-10-12,5114559000
2022-10-13,5231748000
2022-10-14,5210196000
2022-10-17,5289669000
2022-10-18,5393388000
2022-10-19,5371836000
2022-10-20,5417634000
2022-10-21,5427063000
2022-10-24,5503842000
2022-10-25,5564457000
2022-10-26,5413593000
2022-10-27,5327385000
2022-10-28,5484984000
2022-10-31,5425716000
2022-11-01,5402817000
2022-11-02,5350284000
2022-11-03,5339508000
2022-11-04,5288322000
2022-11-07,5291016000
2022-11-08,4480122000
2022-11-09,4321176000
2022-11-10,4420854000
2022-11-11,4503021000
2022-11-14,4396608000
2022-11-15,4412772000
2022-11-16,4418160000
2022-11-17,4331952000
2022-11-18,4291542000
2022-11-21,4322523000
2022-11-22,4342728000
2022-11-23,4380444000
2022-11-25,4438365000
2022-11-28,4306359000
2022-11-29,4322523000
2022-11-30,4341381000
2022-12-01,4329258000
2022-12-02,4302318000
2022-12-05,4284807000
2022-12-06,4274031000
2022-12-07,4257867000
2022-12-08,4326564000
2022-12-09,4249785000
2022-12-12,4287501000
2022-12-13,4309053000
2022-12-14,4256520000
2022-12-15,4261908000
2022-12-16,4244397000
2022-12-19,4191864000
2022-12-20,4248438000
2022-12-21,4283460000
2022-12-22,4303665000
2022-12-23,4447794000
2022-12-27,4590576000
2022-12-28,4554207000
2022-12-29,4602699000
2022-12-30,4591923000
2023-01-03,4749829000
2023-01-04,4776809000
2023-01-05,4790299000
2023-01-06,4873937000
2023-01-09,4855051000
2023-01-10,4911709000
2023-01-11,4946783000
2023-01-12,4915756000
2023-01-13,4976461000
2023-01-17,4962971000
2023-01-18,4802440000
2023-01-19,4926548000
2023-01-20,4926548000
2023-01-23,5012884000
2023-01-24,4944085000
2023-01-25,4968367000
2023-01-26,4942736000
2023-01-27,5018280000
2023-01-30,5042562000
2023-01-31,5047958000
2023-02-01,5088428000
2023-02-02,4998045000
2023-02-03,5018280000
2023-02-06,4895521000
2023-02-07,4923850000
2023-02-08,4856400000
2023-02-09,4772762000
2023-02-10,4751178000
2023-02-13,4810534000
2023-02-14,4807836000
2023-02-15,4829420000
2023-02-16,4794346000
2023-02-17,4911709000
2023-02-21,4938689000
2023-02-22,4937340000
2023-02-23,4933293000
2023-02-24,4891474000
2023-02-27,4902266000
2023-02-28,5084381000
2023-03-01,5116757000
2023-03-02,5165321000
2023-03-03,5227375000
2023-03-06,4985904000
2023-03-07,5087079000
2023-03-08,4999394000
2023-03-09,4903615000
2023-03-10,4836165000
2023-03-13,4757923000
2023-03-14,4845608000
2023-03-15,4801091000
2023-03-16,4814581000
2023-03-17,4690473000
2023-03-20,4714755000
2023-03-21,4663493000
2023-03-22,4583902000
2023-03-23,4493519000
2023-03-24,4566365000
2023-03-27,4612231000
2023-03-28,4668889000
2023-03-29,4734990000
2023-03-30,4775460000
2023-03-31,4838863000
2023-04-03,4849152000
2023-04-04,4850505000
2023-04-05,4923567000
2023-04-06,4964157000
2023-04-10,4962804000
2023-04-11,4941156000
2023-04-12,4920861000
2023-04-13,4946568000
2023-04-14,4930332000
2023-04-17,4981746000
2023-04-18,4912743000
2023-04-19,4900566000
2023-04-20,4853211000
2023-04-21,4930332000
2023-04-24,4882977000
2023-04-25,4896507000
2023-04-26,4876212000
2023-04-27,4956039000
2023-04-28,5031807000
2023-05-01,5079162000
2023-05-02,5089986000
2023-05-03,5072397000
2023-05-04,4997982000
2023-05-05,4835622000
2023-05-08,4870800000
2023-05-09,4719264000
2023-05-10,4933038000
2023-05-11,4803150000
2023-05-12,4763913000
2023-05-15,4631319000
2023-05-16,4443252000
2023-05-17,4445958000
2023-05-18,4523079000
2023-05-19,4554198000
2023-05-22,4514961000
2023-05-23,4478430000
2023-05-24,4445958000
2023-05-25,4397250000
2023-05-26,4382367000
2023-05-30,4275480000
2023-05-31,4324188000
2023-06-01,4337718000
2023-06-02,4463547000
2023-06-05,4468959000
2023-06-06,4539315000
2023-06-07,4562316000
2023-06-08,4552845000
