,KR
2018-07-18,22427580000
2018-07-19,22411640000
2018-07-20,22427580000
2018-07-23,22547130000
2018-07-24,22284120000
2018-07-25,22539160000
2018-07-26,22826080000
2018-07-27,22873900000
2018-07-30,23686840000
2018-07-31,23113000000
2018-08-01,22865930000
2018-08-02,23702780000
2018-08-03,23854210000
2018-08-06,23838270000
2018-08-07,23910000000
2018-08-08,24396170000
2018-08-09,23766540000
2018-08-10,24021580000
2018-08-13,23822330000
2018-08-14,24268650000
2018-08-15,23957820000
2018-08-16,24332410000
2018-08-17,24985950000
2018-08-20,25025800000
2018-08-21,24993920000
2018-08-22,25296780000
2018-08-23,25751070000
2018-08-24,24866400000
2018-08-27,24858430000
2018-08-28,24794670000
2018-08-29,24451960000
2018-08-30,24738880000
2018-08-31,25105500000
2018-09-04,25424300000
2018-09-05,25472120000
2018-09-06,25950320000
2018-09-07,25798889999
2018-09-10,25304750000
2018-09-11,25017830000
2018-09-12,25288810000
2018-09-13,22778260000
2018-09-14,22156600000
2018-09-17,22985480000
2018-09-18,23344130000
2018-09-19,23017360000
2018-09-20,23256460000
2018-09-21,23870150000
2018-09-24,23599170000
2018-09-25,23320220000
2018-09-26,23423830000
2018-09-27,23113000000
2018-09-28,23200670000
2018-10-01,22913750000
2018-10-02,23176760000
2018-10-03,23415860000
2018-10-04,22937660000
2018-10-05,23168790000
2018-10-08,23391950000
2018-10-09,22252240000
2018-10-10,22100810000
2018-10-11,21311780000
2018-10-12,21455240000
2018-10-15,21917500000
2018-10-16,21678400000
2018-10-17,21750130000
2018-10-18,21805920000
2018-10-19,21965320000
2018-10-22,22300060000
2018-10-23,22658710000
2018-10-24,22276150000
2018-10-25,22316000000
2018-10-26,21981260000
2018-10-29,22499310000
2018-10-30,23981730000
2018-10-31,23718720000
2018-11-01,23376010000
2018-11-02,24045490000
2018-11-05,24396170000
2018-11-06,24571510000
2018-11-07,24962040000
2018-11-08,24985950000
2018-11-09,25017830000
2018-11-12,25033260000
2018-11-13,25041240000
2018-11-14,24171420000
2018-11-15,23963940000
2018-11-16,24131520000
2018-11-19,24386880000
2018-11-20,23612820000
2018-11-21,23564940000
2018-11-23,23692620000
2018-11-26,23596860000
2018-11-27,23971920000
2018-11-28,24139500000
2018-11-29,24227280000
2018-11-30,23668680000
2018-12-03,23748480000
2018-12-04,22854720000
2018-12-06,23588880000
2018-12-07,23277660000
2018-12-10,22974420000
2018-12-11,23333520000
2018-12-12,23740500000
2018-12-13,23748480000
2018-12-14,23580900000
2018-12-17,23078160000
2018-12-18,22782900000
2018-12-19,22527540000
2018-12-20,22088640000
2018-12-21,21865200000
2018-12-24,21226800000
2018-12-26,22128540000
2018-12-27,21849240000
2018-12-28,22008840000
2018-12-31,21945000000
2019-01-02,21785400000
2019-01-03,21825300000
2019-01-04,22072680000
2019-01-07,22280160000
2019-01-08,22711080000
2019-01-09,22383900000
2019-01-10,22727040000
2019-01-11,22687140000
2019-01-14,22583400000
2019-01-15,22838760000
2019-01-16,22902600000
2019-01-17,23086140000
2019-01-18,23485140000
2019-01-22,23397360000
2019-01-23,23333520000
2019-01-24,22910580000
2019-01-25,22439760000
2019-01-28,22519560000
2019-01-29,22407840000
2019-01-30,22551480000
2019-01-31,22607340000
2019-02-01,22399860000
2019-02-04,22439760000
2019-02-05,22583400000
2019-02-06,22575420000
2019-02-07,22487640000
2019-02-08,22208340000
2019-02-11,21984900000
2019-02-12,22806840000
2019-02-13,23110080000
2019-02-14,23110080000
2019-02-15,23541000000
2019-02-19,23580900000
2019-02-20,22942500000
2019-02-21,22806840000
2019-02-22,22758960000
2019-02-25,23022300000
2019-02-26,23078160000
2019-02-27,23780400000
2019-02-28,23405340000
2019-03-01,22359960000
2019-03-04,22854720000
2019-03-05,23078160000
2019-03-06,22695120000
2019-03-07,20436780000
2019-03-08,19527060000
2019-03-11,19686660000
2019-03-12,19535040000
2019-03-13,19734540000
2019-03-14,19750500000
2019-03-15,19439280000
2019-03-18,19590900000
2019-03-19,19415340000
2019-03-20,19144020000
2019-03-21,19407360000
2019-03-22,19423320000
2019-03-25,19271700000
2019-03-26,19527060000
2019-03-27,19367460000
2019-03-28,19503120000
2019-03-29,19630800000
2019-04-01,19535040000
2019-04-02,18960480000
2019-04-03,18992400000
2019-04-04,18896640000
2019-04-05,19072200000
2019-04-08,19040280000
2019-04-09,19104120000
2019-04-10,19934040000
2019-04-11,20540520000
2019-04-12,20484660000
2019-04-15,20325060000
2019-04-16,20404860000
2019-04-17,20380920000
2019-04-18,20572440000
2019-04-22,20349000000
2019-04-23,20125560000
2019-04-24,20404860000
2019-04-25,20564460000
2019-04-26,19950000000
2019-04-29,20404860000
2019-04-30,20572440000
2019-05-01,20412840000
2019-05-02,20572440000
2019-05-03,20540520000
2019-05-06,20516580000
2019-05-07,20564460000
2019-05-08,20173440000
2019-05-09,20237280000
2019-05-10,20612340000
2019-05-13,20261220000
2019-05-14,20149500000
2019-05-15,20117580000
2019-05-16,19678680000
2019-05-17,19327560000
2019-05-20,19207860000
2019-05-21,19391400000
2019-05-22,19152000000
2019-05-23,18776940000
2019-05-24,18928560000
2019-05-28,18896000000
2019-05-29,18424000000
2019-05-30,18224000000
2019-05-31,18248000000
2019-06-03,18368000000
2019-06-04,18904000000
2019-06-05,18696000000
2019-06-06,18960000000
2019-06-07,19144000000
2019-06-10,19512000000
2019-06-11,19728000000
2019-06-12,19704000000
2019-06-13,19696000000
2019-06-14,19408000000
2019-06-17,19488000000
2019-06-18,19152000000
2019-06-19,18912000000
2019-06-20,18504000000
2019-06-21,17792000000
2019-06-24,17664000000
2019-06-25,17480000000
2019-06-26,17144000000
2019-06-27,17112000000
2019-06-28,17368000000
2019-07-01,17280000000
2019-07-02,17152000000
2019-07-03,17240000000
2019-07-05,17400000000
2019-07-08,17440000000
2019-07-09,17368000000
2019-07-10,17320000000
2019-07-11,17408000000
2019-07-12,17512000000
2019-07-15,17664000000
2019-07-16,17568000000
2019-07-17,17312000000
2019-07-18,17328000000
2019-07-19,17352000000
2019-07-22,16688000000
2019-07-23,16656000000
2019-07-24,16991999999
2019-07-25,16912000000
2019-07-26,17184000000
2019-07-29,17144000000
2019-07-30,17144000000
2019-07-31,16928000000
2019-08-01,17216000000
2019-08-02,17792000000
2019-08-05,17536000000
2019-08-06,17824000000
2019-08-07,19120000000
2019-08-08,18680000000
2019-08-09,18656000000
2019-08-12,18456000000
2019-08-13,18440000000
2019-08-14,17688000000
2019-08-15,17784000000
2019-08-16,18128000000
2019-08-19,18437980000
2019-08-20,18373820000
2019-08-21,18718680000
2019-08-22,18983340000
2019-08-23,18678580000
2019-08-26,19183840000
2019-08-27,18542240000
2019-08-28,18855020000
2019-08-29,18983340000
2019-08-30,18991360000
2019-09-03,19256020000
2019-09-04,19777320000
2019-09-05,19913660000
2019-09-06,19809400000
2019-09-09,20202380000
2019-09-10,20707640000
2019-09-11,20507140000
2019-09-12,20523180000
2019-09-13,21036460000
2019-09-16,20835960000
2019-09-17,20571300000
2019-09-18,20226440000
2019-09-19,20707640000
2019-09-20,20595360000
2019-09-23,20627440000
2019-09-24,20699620000
2019-09-25,20667540000
2019-09-26,20675560000
2019-09-27,20643480000
2019-09-30,20675560000
2019-10-01,20523180000
2019-10-02,20090100000
2019-10-03,19721180000
2019-10-04,19881580000
2019-10-07,19921680000
2019-10-08,19616920000
2019-10-09,19673060000
2019-10-10,19119680000
2019-10-11,19448500000
2019-10-14,19328200000
2019-10-15,19496620000
2019-10-16,19657020000
2019-10-17,19592860000
2019-10-18,19199880000
2019-10-21,19336220000
2019-10-22,19929700000
2019-10-23,20033960000
2019-10-24,19993860000
2019-10-25,20274560000
2019-10-28,20314660000
2019-10-29,19753260000
2019-10-30,19841480000
2019-10-31,19761280000
2019-11-01,20041980000
2019-11-04,20041980000
2019-11-05,22319660000
2019-11-06,21654000000
2019-11-07,21541720000
2019-11-08,21670040000
2019-11-11,21208170000
2019-11-12,21519000000
2019-11-13,21566820000
2019-11-14,21447270000
2019-11-15,21319750000
2019-11-18,21526970000
2019-11-19,21415390000
2019-11-20,21192230000
2019-11-21,21279900000
2019-11-22,21558850000
2019-11-25,21519000000
2019-11-26,21550880000
2019-11-27,21702310000
2019-11-29,21789980000
2019-12-02,22108780000
2019-12-03,21829830000
2019-12-04,22029080000
2019-12-05,21359600000
2019-12-06,21909530000
2019-12-09,22188480000
2019-12-10,22212390000
2019-12-11,22331940000
2019-12-12,22475400000
2019-12-13,22387730000
2019-12-16,22563070000
2019-12-17,22873900000
2019-12-18,22579010000
2019-12-19,22921720000
2019-12-20,23113000000
2019-12-23,23025330000
2019-12-24,23192700000
2019-12-26,23025330000
2019-12-27,22921720000
2019-12-30,23160820000
2019-12-31,23105030000
2020-01-02,22842020000
2020-01-03,22873900000
2020-01-06,22953600000
2020-01-07,22786230000
2020-01-08,22650740000
2020-01-09,22666680000
2020-01-10,22602920000
2020-01-13,22650740000
2020-01-14,22985480000
2020-01-15,22547130000
2020-01-16,22379760000
2020-01-17,22435550000
2020-01-21,22642770000
2020-01-22,22610890000
2020-01-23,22666680000
2020-01-24,22467430000
2020-01-27,22579010000
2020-01-28,22579010000
2020-01-29,21877650000
2020-01-30,21957350000
2020-01-31,21407420000
2020-02-03,21044400000
2020-02-04,21364200000
2020-02-05,21902400000
2020-02-06,21879000000
2020-02-07,21808800000
2020-02-10,21949200000
2020-02-11,22183200000
2020-02-12,22378200000
2020-02-13,22331400000
2020-02-14,22019400000
2020-02-18,23173800000
2020-02-19,23041200000
2020-02-20,23228400000
2020-02-21,23641800000
2020-02-24,23610600000
2020-02-25,23142600000
2020-02-26,22425000000
2020-02-27,22120800000
2020-02-28,21941400000
2020-03-02,23150400000
2020-03-03,22885200000
2020-03-04,24148800000
2020-03-05,26106600000
2020-03-06,24991200000
2020-03-09,24375000000
2020-03-10,25428000000
2020-03-11,23860200000
2020-03-12,22713600000
2020-03-13,23953800000
2020-03-16,24258000000
2020-03-17,25740000000
2020-03-18,26449799999
2020-03-19,26660400000
2020-03-20,24780600000
2020-03-23,24242400000
2020-03-24,23517000000
2020-03-25,21793200000
2020-03-26,22620000000
2020-03-27,22721400000
2020-03-30,23127000000
2020-03-31,23493600000
2020-04-01,23790000000
2020-04-02,24648000000
2020-04-03,25186200000
2020-04-06,25451400000
2020-04-07,24850800000
2020-04-08,24195600000
2020-04-09,24226800000
2020-04-13,24437400000
2020-04-14,25030200000
2020-04-15,24983400000
2020-04-16,24921000000
2020-04-17,24905400000
2020-04-20,24905400000
2020-04-21,25092600000
2020-04-22,25201800000
2020-04-23,25646400000
2020-04-24,25708800000
2020-04-27,25958400000
2020-04-28,25240800000
2020-04-29,24585600000
2020-04-30,24655800000
2020-05-01,24928800000
2020-05-04,25373400000
2020-05-05,25591800000
2020-05-06,25568400000
2020-05-07,25490400000
2020-05-08,26005200000
2020-05-11,26309399999
2020-05-12,26168999999
2020-05-13,26598000000
2020-05-14,25568400000
2020-05-15,25357800000
2020-05-18,25162800000
2020-05-19,24772800000
2020-05-20,25193999999
2020-05-21,25053599999
2020-05-22,25248599999
2020-05-26,24374490000
2020-05-27,25858560000
2020-05-28,24910620000
2020-05-29,25345739999
2020-06-01,25244730000
2020-06-02,25641000000
2020-06-03,25392360000
2020-06-04,25726470000
2020-06-05,25236959999
2020-06-08,25648770000
2020-06-09,25578840000
2020-06-10,25306890000
2020-06-11,25407900000
2020-06-12,25066020000
2020-06-15,24926160000
2020-06-16,25275810000
2020-06-17,25493370000
2020-06-18,24716370000
2020-06-19,25050480000
2020-06-22,24918390000
2020-06-23,24941700000
2020-06-24,25501140000
2020-06-25,25470060000
2020-06-26,25392360000
2020-06-29,26519010000
2020-06-30,26301450000
2020-07-01,26083890000
2020-07-02,26029500000
2020-07-06,26208209999
2020-07-07,26169360000
2020-07-08,25190340000
2020-07-09,25454520000
2020-07-10,25982880000
2020-07-13,25858560000
2020-07-14,26604480000
2020-07-15,26239290000
2020-07-16,26208209999
2020-07-17,26301450000
2020-07-20,26534550000
2020-07-21,27031830000
2020-07-22,27319319999
2020-07-23,27296010000
2020-07-24,26969670000
2020-07-27,27008520000
2020-07-28,27373709999
2020-07-29,27280470000
2020-07-30,26736569999
2020-07-31,27031830000
2020-08-03,27272700000
2020-08-04,27498030000
2020-08-05,27264930000
2020-08-06,27218310000
2020-08-07,27381480000
2020-08-10,27218310000
2020-08-11,26620020000
2020-08-12,26891970000
2020-08-13,26876430000
2020-08-14,27498030000
2020-08-17,27792000000
2020-08-18,27977280000
2020-08-19,27961840000
2020-08-20,27730240000
2020-08-21,27722519999
2020-08-24,27838320000
2020-08-25,27853760000
2020-08-26,28077639999
2020-08-27,27915519999
2020-08-28,27251599999
2020-08-31,27544960000
2020-09-01,27328800000
2020-09-02,28255200000
2020-09-03,27876920000
2020-09-04,27382840000
2020-09-08,26726639999
2020-09-09,27158960000
2020-09-10,26819280000
2020-09-11,26533639999
2020-09-14,25352480000
2020-09-15,25259840000
2020-09-16,24719440000
2020-09-17,25097720000
2020-09-18,25638120000
2020-09-21,25831120000
2020-09-22,26047280000
2020-09-23,25692160000
2020-09-24,25807960000
2020-09-25,25885160000
2020-09-28,26016400000
2020-09-29,26070440000
2020-09-30,26178519999
2020-10-01,26263440000
2020-10-02,26302040000
2020-10-05,26657160000
2020-10-06,26209400000
2020-10-07,26271160000
2020-10-08,26471880000
2020-10-09,26595400000
2020-10-12,26734360000
2020-10-13,26865599999
2020-10-14,26124480000
2020-10-15,26232559999
2020-10-16,26302040000
2020-10-19,26155360000
2020-10-20,25730760000
2020-10-21,25730760000
2020-10-22,25198080000
2020-10-23,25290720000
2020-10-26,25599519999
2020-10-27,24966480000
2020-10-28,24827519999
2020-10-29,24904720000
2020-10-30,24866120000
2020-11-02,24750320000
2020-11-03,25275280000
2020-11-04,24773480000
2020-11-05,25259840000
2020-11-06,25607240000
2020-11-09,23325142888
2020-11-10,24009627894
2020-11-11,24137498719
2020-11-12,24092367839
2020-11-13,24175107785
2020-11-16,24295456797
2020-11-17,23994584267
2020-11-18,24099889653
2020-11-19,24641460207
2020-11-20,24400762183
2020-11-23,24844549164
2020-11-24,24588807514
2020-11-25,24310500424
2020-11-27,24393240369
2020-11-30,24821983725
2020-12-01,24829505538
2020-12-02,24287934984
2020-12-03,23227359316
2020-12-04,23001704918
2020-12-07,23280012008
2020-12-08,23543275472
2020-12-09,23475579153
2020-12-10,23475579153
2020-12-11,23573362725
2020-12-14,23543275472
2020-12-15,23460535526
2020-12-16,23295055635
2020-12-17,23317621075
2020-12-18,23219837502
2020-12-21,23167184810
2020-12-22,23234881129
2020-12-23,23610971791
2020-12-24,23716277177
2020-12-28,23610971791
2020-12-29,23663624484
2020-12-30,23731320803
2020-12-31,23889278882
2021-01-04,24167585972
2021-01-05,23994584267
2021-01-06,24227760478
2021-01-07,23934409761
2021-01-08,23791495309
2021-01-11,23889278882
2021-01-12,23708755364
2021-01-13,24062280586
2021-01-14,24927289110
2021-01-15,25348510652
2021-01-19,25288336146
2021-01-20,24874636417
2021-01-21,24979941803
2021-01-22,25243205267
2021-01-25,26002908405
2021-01-26,27883361717
2021-01-27,29147026343
2021-01-28,26612175278
2021-01-29,25950255712
2021-02-01,25342400000
2021-02-02,24891200000
2021-02-03,25537920000
2021-02-04,25154400000
2021-02-05,24928800000
2021-02-08,25026560000
2021-02-09,25259680000
2021-02-10,25274720000
2021-02-11,25116800000
2021-02-12,25530400000
2021-02-16,25312319999
2021-02-17,25846239999
2021-02-18,25447680000
2021-02-19,25583040000
2021-02-22,25259680000
2021-02-23,24838560000
2021-02-24,24628000000
2021-02-25,24372319999
2021-02-26,24221920000
2021-03-01,24733280000
2021-03-02,24485120000
2021-03-03,25004000000
2021-03-04,25635680000
2021-03-05,25898880000
2021-03-08,26124480000
2021-03-09,25913920000
2021-03-10,26500480000
2021-03-11,26274880000
2021-03-12,26665920000
2021-03-15,26974239999
2021-03-16,26936640000
2021-03-17,26530560000
2021-03-18,26086880000
2021-03-19,26620800000
2021-03-22,27214880000
2021-03-23,27553280000
2021-03-24,26853920000
2021-03-25,27440480000
2021-03-26,27996959999
2021-03-29,28538400000
2021-03-30,28636160000
2021-03-31,27064480000
2021-04-01,27034400000
2021-04-05,27620959999
2021-04-06,27741280000
2021-04-07,27936800000
2021-04-08,27996959999
2021-04-09,28410560000
2021-04-12,28553440000
2021-04-13,28260160000
2021-04-14,28004480000
2021-04-15,27966880000
2021-04-16,27906720000
2021-04-19,28147360000
2021-04-20,28395520000
2021-04-21,28508319999
2021-04-22,28147360000
2021-04-23,28087200000
2021-04-26,27478080000
2021-04-27,27651040000
2021-04-28,27560800000
2021-04-29,27869120000
2021-04-30,27478080000
2021-05-03,28109760000
2021-05-04,26989280000
2021-05-05,27425440000
2021-05-06,28342880000
2021-05-07,28372959999
2021-05-10,29222720000
2021-05-11,28891840000
2021-05-12,27545760000
2021-05-13,27681120000
2021-05-14,27974400000
2021-05-17,28117280000
2021-05-18,27974400000
2021-05-19,27372800000
2021-05-20,27342720000
2021-05-21,27515680000
2021-05-24,27303600000
2021-05-25,27199160000
2021-05-26,27146940000
2021-05-27,27072340000
2021-05-28,27587079999
2021-06-01,27810880000
2021-06-02,28310700000
2021-06-03,28713540000
2021-06-04,28803060000
2021-06-07,29071620000
2021-06-08,29011940000
2021-06-09,28556880000
2021-06-10,28937340000
2021-06-11,28877660000
2021-06-14,28646400000
2021-06-15,28251019999
2021-06-16,28012299999
2021-06-17,29228280000
2021-06-18,28907500000
2021-06-21,29526680000
2021-06-22,29713180000
2021-06-23,29235740000
2021-06-24,29205900000
2021-06-25,29250660000
2021-06-28,29362560000
2021-06-29,28982100000
2021-06-30,28579260000
2021-07-01,28444980000
2021-07-02,28624019999
2021-07-06,27907859999
2021-07-07,28079440000
2021-07-08,28258480000
2021-07-09,28549420000
2021-07-12,28579260000
2021-07-13,28400220000
2021-07-14,28586720000
2021-07-15,28974640000
2021-07-16,29362560000
2021-07-19,30638220000
2021-07-20,30265220000
2021-07-21,29922060000
2021-07-22,29638579999
2021-07-23,29757940000
2021-07-26,29683340000
2021-07-27,29862380000
2021-07-28,29862380000
2021-07-29,30377120000
2021-07-30,30362200000
2021-08-02,30593460000
2021-08-03,31794519999
2021-08-04,31272320000
2021-08-05,31235019999
2021-08-06,31145500000
2021-08-09,31540880000
2021-08-10,31913880000
2021-08-11,32078000000
2021-08-12,31809440000
2021-08-13,31936260000
2021-08-16,32239900000
2021-08-17,33716480000
2021-08-18,34324920000
2021-08-19,34080060000
2021-08-20,34829480000
2021-08-23,34681080000
2021-08-24,33946500000
2021-08-25,33983599999
2021-08-26,33516140000
2021-08-27,33753580000
2021-08-30,34280400000
2021-08-31,34154260000
2021-09-01,33939080000
2021-09-02,35104020000
2021-09-03,34614300000
2021-09-07,34124580000
2021-09-08,34347180000
2021-09-09,34228460000
2021-09-10,31661140000
2021-09-13,31816960000
2021-09-14,31008180000
2021-09-15,30496200000
2021-09-16,30325540000
2021-09-17,30377480000
2021-09-20,29984219999
2021-09-21,30013900000
2021-09-22,29754200000
2021-09-23,29813560000
2021-09-24,29665159999
2021-09-27,29820980000
2021-09-28,30058420000
2021-09-29,30674280000
2021-09-30,29999060000
2021-10-01,29041880000
2021-10-04,29405460000
2021-10-05,29590960000
2021-10-06,29346099999
2021-10-07,29309000000
2021-10-08,29286740000
2021-10-11,29368360000
2021-10-12,29553860000
2021-10-13,29286740000
2021-10-14,29027040000
2021-10-15,28633780000
2021-10-18,29093820000
2021-10-19,28989940000
2021-10-20,29175440000
2021-10-21,29160599999
2021-10-22,29850659999
2021-10-25,29924860000
2021-10-26,29650320000
2021-10-27,29294159999
2021-10-28,29449980000
2021-10-29,29694840000
2021-11-01,30013900000
2021-11-02,30199400000
2021-11-03,31868900000
2021-11-04,32217640000
2021-11-05,31401440000
2021-11-08,30566100000
2021-11-09,30734690000
2021-11-10,31130510000
2021-11-11,30983910000
2021-11-12,31101190000
2021-11-15,31269779999
2021-11-16,30558770000
2021-11-17,29796450000
2021-11-18,30346200000
2021-11-19,29972370000
2021-11-22,31416380000
2021-11-23,31562980000
2021-11-24,31181820000
2021-11-26,31621620000
2021-11-29,31042550000
2021-11-30,30441490000
2021-12-01,29473930000
2021-12-02,32728450000
2021-12-03,31834190000
2021-12-06,33065630000
2021-12-07,33036310000
2021-12-08,31379730000
2021-12-09,32017440000
2021-12-10,32691800000
2021-12-13,33446790000
2021-12-14,33410140000
2021-12-15,33879260000
2021-12-16,33652029999
2021-12-17,32831070000
2021-12-20,33358830000
2021-12-21,32156710000
2021-12-22,31900160000
2021-12-23,31672930000
2021-12-27,32061420000
2021-12-28,32559860000
2021-12-29,32772430000
2021-12-30,33087620000
2021-12-31,33175580000
2022-01-03,33124270000
2022-01-04,33842610000
2022-01-05,34311730000
2022-01-06,34538960000
2022-01-07,35271960000
2022-01-10,35990300000
2022-01-11,34971430000
2022-01-12,34553620000
2022-01-13,36268840000
2022-01-14,36004960000
2022-01-18,35616470000
2022-01-19,35609140000
2022-01-20,34648910000
2022-01-21,34392360000
2022-01-24,34978760000
2022-01-25,33043640000
2022-01-26,32530540000
2022-01-27,33278200000
2022-01-28,31863510000
2022-01-31,31471980000
2022-02-01,31861860000
2022-02-02,31840200000
2022-02-03,32569420000
2022-02-04,32323940000
2022-02-07,32251740000
2022-02-08,32851000000
2022-02-09,32598300000
2022-02-10,32612740000
2022-02-11,33406940000
2022-02-14,32988180000
2022-02-15,33508019999
2022-02-16,32179540000
2022-02-17,32656059999
2022-02-18,32915980000
2022-02-22,32518880000
2022-02-23,32150660000
2022-02-24,32085680000
2022-02-25,33544120000
2022-02-28,33789599999
2022-03-01,34908700000
2022-03-02,35645140000
2022-03-03,39782200000
2022-03-04,42554680000
2022-03-07,41746040000
2022-03-08,40222620000
2022-03-09,39955480000
2022-03-10,41218980000
2022-03-11,40352580000
2022-03-14,40013240000
2022-03-15,40569180000
2022-03-16,39702780000
2022-03-17,40186520000
2022-03-18,40302040000
2022-03-21,40200960000
2022-03-22,40843540000
2022-03-23,40756900000
2022-03-24,40973500000
2022-03-25,41154000000
2022-03-28,41154000000
2022-03-29,40713580000
2022-03-30,40699140000
2022-03-31,41421140000
2022-04-01,41500560000
2022-04-04,41471680000
2022-04-05,41623300000
2022-04-06,42403060000
2022-04-07,43233360000
2022-04-08,44525740000
2022-04-11,43789300000
2022-04-12,42417500000
2022-04-13,42121480000
2022-04-14,42107040000
2022-04-18,41746040000
2022-04-19,41724380000
2022-04-20,41659400000
2022-04-21,42005960000
2022-04-22,41154000000
2022-04-25,40930180000
2022-04-26,40229840000
2022-04-27,40128760000
2022-04-28,40063780000
2022-04-29,38959120000
2022-05-02,38785840000
2022-05-03,39558380000
2022-05-04,40265940000
2022-05-05,38879700000
2022-05-06,38879700000
2022-05-09,39594480000
2022-05-10,39847180000
2022-05-11,39226260000
2022-05-12,39146840000
2022-05-13,38547580000
2022-05-16,38410400000
2022-05-17,36988060000
2022-05-18,34583800000
2022-05-19,34656000000
2022-05-20,35132520000
2022-05-23,35957520000
2022-05-24,36881160000
2022-05-25,36630560000
2022-05-26,37332240000
2022-05-27,37919360000
2022-05-31,37926520000
2022-06-01,36766600000
2022-06-02,37862080000
2022-06-03,37618640000
2022-06-06,37339400000
2022-06-07,37253480000
2022-06-08,36673520000
2022-06-09,36107880000
2022-06-10,36580440000
2022-06-13,36036280000
2022-06-14,36079240000
2022-06-15,36430080000
2022-06-16,35671120000
2022-06-17,33079200000
2022-06-21,34654400000
2022-06-22,33895440000
2022-06-23,34174679999
2022-06-24,34690200000
2022-06-27,34869200000
2022-06-28,34675880000
2022-06-29,34446760000
2022-06-30,33888280000
2022-07-01,34468240000
2022-07-05,33816679999
2022-07-06,33938400000
2022-07-07,34897840000
2022-07-08,34382320000
2022-07-11,34296400000
2022-07-12,34081600000
2022-07-13,34332200000
2022-07-14,34010000000
2022-07-15,34189000000
2022-07-18,34031480000
2022-07-19,33866799999
2022-07-20,33795200000
2022-07-21,33136480000
2022-07-22,33107840000
2022-07-25,32728360000
2022-07-26,32950320000
2022-07-27,32893040000
2022-07-28,32964640000
2022-07-29,33251040000
2022-08-01,33465840000
2022-08-02,33494480000
2022-08-03,33630520000
2022-08-04,33437200000
2022-08-05,33831000000
2022-08-08,33716440000
2022-08-09,33558920000
2022-08-10,33501640000
2022-08-11,33788040000
2022-08-12,33802360000
2022-08-15,34024320000
2022-08-16,35141280000
2022-08-17,34761800000
2022-08-18,35527920000
2022-08-19,35442000000
2022-08-22,35885920000
2022-08-23,35513600000
2022-08-24,35556560000
2022-08-25,35313120000
2022-08-26,34640080000
2022-08-29,34582800000
2022-08-30,34017160000
2022-08-31,34325040000
2022-09-01,34804760000
2022-09-02,34675880000
2022-09-06,34740320000
2022-09-07,35671120000
2022-09-08,34625760000
2022-09-09,37189040000
2022-09-12,36186640000
2022-09-13,35348920000
2022-09-14,35041040000
2022-09-15,34282080000
2022-09-16,33852480000
2022-09-19,33974200000
2022-09-20,33594720000
2022-09-21,32413320000
2022-09-22,32578000000
2022-09-23,32119760000
2022-09-26,32220000000
2022-09-27,31711640000
2022-09-28,32542200000
2022-09-29,31990880000
2022-09-30,31325000000
2022-10-03,31325000000
2022-10-04,32005200000
2022-10-05,31933600000
2022-10-06,31303520000
2022-10-07,30788000000
2022-10-10,31690160000
2022-10-11,32706880000
2022-10-12,32964640000
2022-10-13,33344120000
2022-10-14,30902559999
2022-10-17,30150760000
2022-10-18,30902559999
2022-10-19,30745040000
2022-10-20,30193720000
2022-10-21,31239080000
2022-10-24,31496840000
2022-10-25,32055320000
2022-10-26,32535040000
2022-10-27,32706880000
2022-10-28,33487320000
2022-10-31,33859640000
2022-11-01,33773720000
2022-11-02,33336960000
2022-11-03,33809520000
2022-11-04,33222400000
2022-11-07,33544600000
2022-11-08,33737920000
2022-11-09,34410960000
2022-11-10,34446760000
2022-11-11,33723600000
2022-11-14,33336960000
2022-11-15,33558920000
2022-11-16,34246280000
2022-11-17,34496880000
2022-11-18,34554160000
2022-11-21,34453920000
2022-11-22,34425280000
2022-11-23,34253440000
2022-11-25,35112640000
2022-11-28,34962280000
2022-11-29,35334600000
2022-11-30,35220040000
2022-12-01,34661560000
2022-12-02,34060120000
2022-12-05,32986120000
2022-12-06,33172280000
2022-12-07,33609040000
2022-12-08,33981360000
2022-12-09,33272520000
2022-12-12,33444360000
2022-12-13,32542200000
2022-12-14,32048160000
2022-12-15,31138840000
2022-12-16,31733120000
2022-12-19,31790400000
2022-12-20,31919280000
2022-12-21,31833360000
2022-12-22,32399000000
2022-12-23,32857240000
2022-12-27,32900200000
2022-12-28,31919280000
2022-12-29,31947920000
2022-12-30,31919280000
2023-01-03,31840520000
2023-01-04,32198520000
2023-01-05,32334559999
2023-01-06,32749840000
2023-01-09,33072040000
2023-01-10,32921679999
2023-01-11,32656760000
2023-01-12,32699720000
2023-01-13,32377520000
2023-01-17,33064880000
2023-01-18,32406160000
2023-01-19,31504000000
2023-01-20,31826200000
2023-01-23,32005200000
2023-01-24,31690160000
2023-01-25,32148400000
2023-01-26,31833360000
2023-01-27,32255799999
2023-01-30,31698570000
2023-01-31,31999710000
2023-02-01,32394060000
2023-02-02,32243490000
2023-02-03,31849140000
2023-02-06,31935180000
2023-02-07,31884990000
2023-02-08,31741590000
2023-02-09,31612530000
2023-02-10,32121599999
2023-02-13,32186130000
2023-02-14,31282710000
2023-02-15,31741590000
2023-02-16,31440450000
2023-02-17,31548000000
2023-02-21,31992540000
2023-02-22,31992540000
2023-02-23,31483469999
2023-02-24,31368750000
2023-02-27,31124969999
2023-02-28,30931380000
2023-03-01,31103460000
2023-03-02,32788409999
2023-03-03,32967659999
2023-03-06,33326159999
