,TFC
2013-11-26,25110282692
2013-11-27,25031387202
2013-11-29,24916630126
2013-12-02,24887940857
2013-12-03,24593875850
2013-12-04,24959664029
2013-12-05,24737322195
2013-12-06,25067248788
2013-12-09,24988353299
2013-12-10,24787528416
2013-12-11,24873596223
2013-12-12,25361313796
2013-12-13,25346969161
2013-12-16,25727101975
2013-12-17,25454553920
2013-12-18,25999650031
2013-12-19,26243508817
2013-12-20,26308059673
2013-12-23,26709709439
2013-12-24,26709709439
2013-12-26,26652330900
2013-12-27,26609296997
2013-12-30,26652330900
2013-12-31,27030241560
2014-01-02,26631885910
2014-01-03,26747771190
2014-01-06,27109912690
2014-01-07,27544482490
2014-01-08,27624153620
2014-01-09,27812467200
2014-01-10,28000780779
2014-01-13,27913866820
2014-01-14,27841438520
2014-01-15,28087694740
2014-01-16,28051480589
2014-01-17,28087694740
2014-01-21,28471564730
2014-01-22,28435350580
2014-01-23,28073209080
2014-01-24,27711067580
2014-01-27,27370654570
2014-01-28,27435840040
2014-01-29,27073698540
2014-01-30,27428597210
2014-01-31,27095427029
2014-02-03,26371144029
2014-02-04,26631885910
2014-02-05,26544971950
2014-02-06,26863656470
2014-02-07,27008513070
2014-02-10,27196826649
2014-02-11,27247526460
2014-02-12,26972298920
2014-02-13,27109912690
2014-02-14,27233040800
2014-02-18,27204069480
2014-02-19,26660857230
2014-02-20,26928841940
2014-02-21,26957813260
2014-02-24,27305469100
2014-02-25,27196826649
2014-02-26,27385140230
2014-02-27,27167855330
2014-02-28,27377897399
2014-03-03,27080941370
2014-03-04,27479297020
2014-03-05,27805224370
2014-03-06,28080451910
2014-03-07,28377407940
2014-03-10,28413622089
2014-03-11,28239794170
2014-03-12,28261522660
2014-03-13,27950080970
2014-03-14,27863167010
2014-03-17,28145637380
2014-03-18,28290493980
2014-03-19,28384650770
2014-03-20,28811977740
2014-03-21,29108933770
2014-03-24,29101690940
2014-03-25,29529017910
2014-03-26,29355189990
2014-03-27,28746792270
2014-03-28,28848191890
2014-03-31,29261916840
2014-04-01,29458598880
2014-04-02,29655280920
2014-04-03,29567866680
2014-04-04,29167218080
2014-04-07,28839414680
2014-04-08,28839414680
2014-04-09,29021527680
2014-04-10,28329498280
2014-04-11,28154669800
2014-04-14,28293075680
2014-04-15,28518895800
2014-04-16,28657301680
2014-04-17,27630184360
2014-04-21,27535485599
2014-04-22,27761305720
2014-04-23,27717598599
2014-04-24,27542770120
2014-04-25,27193113160
2014-04-28,27069276319
2014-04-29,27120267959
2014-04-30,27193113160
2014-05-01,27127552480
2014-05-02,27236820280
2014-05-05,27316950000
2014-05-06,26916301400
2014-05-07,27163975080
2014-05-08,27193113160
2014-05-09,27397079720
2014-05-12,27819581880
2014-05-13,27608330800
2014-05-14,27098414400
2014-05-15,26814318120
2014-05-16,26828887160
2014-05-19,27127552480
2014-05-20,27018284680
2014-05-21,27222251240
2014-05-22,27273242880
2014-05-23,27484493959
2014-05-27,27659322440
2014-05-28,27775874760
2014-05-29,27601046280
2014-05-30,27622899840
2014-06-02,27739452160
2014-06-03,27797728319
2014-06-04,27790443800
2014-06-05,27957987760
2014-06-06,28183807880
2014-06-09,28482473200
2014-06-10,28475188680
2014-06-11,28358636360
2014-06-12,28001694880
2014-06-13,27965272280
2014-06-16,27826866400
2014-06-17,28059971040
2014-06-18,28314929240
2014-06-19,28285791160
2014-06-20,28548033880
2014-06-23,28599025520
2014-06-24,28460619640
2014-06-25,28497042240
2014-06-26,28424197040
2014-06-27,28620879080
2014-06-30,28783466270
2014-07-01,29009762860
2014-07-02,28944063850
2014-07-03,29184960219
2014-07-07,29184960219
2014-07-08,28900264510
2014-07-09,28958663630
2014-07-10,28907564400
2014-07-11,28973263410
2014-07-14,28885664730
2014-07-15,29257959120
2014-07-16,28922164180
2014-07-17,27951278810
2014-07-18,28396572100
2014-07-21,27250489370
2014-07-22,27367287610
2014-07-23,27403787060
2014-07-24,27608183980
2014-07-25,27673882989
2014-07-28,27447586400
2014-07-29,27316188380
2014-07-30,27476785960
2014-07-31,27024192780
2014-08-01,26790596300
2014-08-04,26892794760
2014-08-05,26608099050
2014-08-06,26484000920
2014-08-07,26250404440
2014-08-08,26367202680
2014-08-11,26425601800
2014-08-12,26352602900
2014-08-13,26520500370
2014-08-14,26527800260
2014-08-15,26403702130
2014-08-18,26761396739
2014-08-19,26819795860
2014-08-20,26856295310
2014-08-21,27097191680
2014-08-22,27038792560
2014-08-25,27301588600
2014-08-26,27374587500
2014-08-27,27140991020
2014-08-28,27140991020
2014-08-29,27250489370
2014-09-02,27396487170
2014-09-03,27396487170
2014-09-04,27498685630
2014-09-05,27432986620
2014-09-08,27374587500
2014-09-09,27206690030
2014-09-10,27615483870
2014-09-11,27703082550
2014-09-12,27856380239
2014-09-15,27776081449
2014-09-16,27797981120
2014-09-17,27922079250
2014-09-18,28199475070
2014-09-19,28192175180
2014-09-22,27958578699
2014-09-23,27622783760
2014-09-24,27586284310
2014-09-25,27148290910
2014-09-26,27396487170
2014-09-29,27235889590
2014-09-30,27187560920
2014-10-01,27129108760
2014-10-02,27282545680
2014-10-03,27479821720
2014-10-06,27538273880
2014-10-07,27304465240
2014-10-08,27684404280
2014-10-09,27224093520
2014-10-10,27099882680
2014-10-13,27070656599
2014-10-14,27238706560
2014-10-15,26274245920
2014-10-16,25930839480
2014-10-17,25718950400
2014-10-20,25843161240
2014-10-21,26354617640
2014-10-22,26405763280
2014-10-23,26478828480
2014-10-24,26785702319
2014-10-27,26858767520
2014-10-28,27216787000
2014-10-29,27457902160
2014-10-30,27384836959
2014-10-31,27677097760
2014-11-03,27684404280
2014-11-04,27706323840
2014-11-05,27699017319
2014-11-06,27954745520
2014-11-07,27896293360
2014-11-10,28086262880
2014-11-11,28005891160
2014-11-12,27523660840
2014-11-13,27457902160
2014-11-14,27348304360
2014-11-17,27282545680
2014-11-18,27355610880
2014-11-19,27457902160
2014-11-20,27567499959
2014-11-21,27406756520
2014-11-24,27815921640
2014-11-25,27779389040
2014-11-26,27691710800
2014-11-28,27465208680
2014-12-01,27070656599
2014-12-02,27333691319
2014-12-03,27735549920
2014-12-04,27706323840
2014-12-05,28334684560
2014-12-08,28320071520
2014-12-09,28444282360
2014-12-10,27837841200
2014-12-11,27896293360
2014-12-12,27362917400
2014-12-15,27092576160
2014-12-16,26814928400
2014-12-17,27414063040
2014-12-18,27998584640
2014-12-19,28005891160
2014-12-22,28290845440
2014-12-23,28670784480
2014-12-24,28575799720
2014-12-26,28648864920
2014-12-29,28765769240
2014-12-30,28743849680
2014-12-31,28325850709
2015-01-02,28151044739
2015-01-05,27262447725
2015-01-06,26730746233
2015-01-07,27087641755
2015-01-08,27539223844
2015-01-09,26825432800
2015-01-12,26577791009
2015-01-13,26534089517
2015-01-14,25973253697
2015-01-15,25856716384
2015-01-16,26235462652
2015-01-20,26046089518
2015-01-21,25958686533
2015-01-22,26883701457
2015-01-23,26818149218
2015-01-26,26941970113
2015-01-27,26432119368
2015-01-28,25754746234
2015-01-29,25980537279
2015-01-30,25703761160
2015-02-02,26191761159
2015-02-03,26570507427
2015-02-04,26490388024
2015-02-05,27014805934
2015-02-06,27699462650
2015-02-09,27422686531
2015-02-10,27539223844
2015-02-11,27247880561
2015-02-12,27910686530
2015-02-13,27881552202
2015-02-17,27998089515
2015-02-18,27546507426
2015-02-19,27531940262
2015-02-20,27815999963
2015-02-23,27655761157
2015-02-24,27837850709
2015-02-25,27925253694
2015-02-26,27976238769
2015-02-27,27714029814
2015-03-02,27968955187
2015-03-03,27801432799
2015-03-04,27539223844
2015-03-05,27655761157
2015-03-06,28012656679
2015-03-09,28092776082
2015-03-10,27364417874
2015-03-11,27655761157
2015-03-12,28398686529
2015-03-13,28340417873
2015-03-16,28573492499
2015-03-17,28733731305
2015-03-18,28923104439
2015-03-19,28813850708
2015-03-20,28995940260
2015-03-23,28777432798
2015-03-24,28493373096
2015-03-25,28027223843
2015-03-26,28158328321
2015-03-27,28034507425
2015-03-30,28442388022
2015-03-31,28550741915
2015-04-01,28235870947
2015-04-02,28528774173
2015-04-06,28704516108
2015-04-07,28645935463
2015-04-08,28550741915
2015-04-09,28631290302
2015-04-10,28587354818
2015-04-13,28865612882
2015-04-14,28558064496
2015-04-15,28770419334
2015-04-16,28697193528
2015-04-17,28206580625
2015-04-20,28404290302
2015-04-21,28309096754
2015-04-22,28462870947
2015-04-23,27723290303
2015-04-24,27664709657
2015-04-27,27532903206
2015-04-28,27796516109
2015-04-29,28052806431
2015-04-30,28038161270
2015-05-01,28162645141
2015-05-04,28623967721
2015-05-05,28536096754
2015-05-06,28309096754
2015-05-07,28243193528
2015-05-08,28601999979
2015-05-11,28565387076
2015-05-12,28645935463
2015-05-13,28623967721
2015-05-14,28682548366
2015-05-15,28353032238
2015-05-18,28726483850
2015-05-19,29129225785
2015-05-20,28990096753
2015-05-21,28968129011
2015-05-22,28858290302
2015-05-26,28990096753
2015-05-27,29224419334
2015-05-28,29209774172
2015-05-29,28902225786
2015-06-01,28682548366
2015-06-02,28887580624
2015-06-03,29290322560
2015-06-04,29077967721
2015-06-05,29436774172
2015-06-08,29488032237
2015-06-09,29729677398
2015-06-10,30139741914
2015-06-11,29949354817
2015-06-12,30073838688
2015-06-15,30205645140
2015-06-16,30359419333
2015-06-17,30139741914
2015-06-18,30227612881
2015-06-19,30037225785
2015-06-22,30161709656
2015-06-23,30432645139
2015-06-24,30139741914
2015-06-25,30037225785
2015-06-26,30234935462
2015-06-29,29473387076
2015-06-30,30988312500
2015-07-01,31549500000
2015-07-02,31042125000
2015-07-06,31026750000
2015-07-07,31011375000
2015-07-08,30603937500
2015-07-09,30888375000
2015-07-10,31288125000
2015-07-13,31587937500
2015-07-14,31687875000
2015-07-15,31972312500
2015-07-16,31941562499
2015-07-17,31403437500
2015-07-20,31657125000
2015-07-21,31726312500
2015-07-22,31980000000
2015-07-23,31872375000
2015-07-24,31357312500
2015-07-27,31103625000
2015-07-28,31057500000
2015-07-29,31218937500
2015-07-30,31218937500
2015-07-31,30957562500
2015-08-03,30996000000
2015-08-04,31242000000
2015-08-05,31418812499
2015-08-06,31280437500
2015-08-07,30965250000
2015-08-10,31495687500
2015-08-11,30911437500
2015-08-12,30219562500
2015-08-13,30511687500
2015-08-14,30988312500
2015-08-17,30896062500
2015-08-18,30819187500
2015-08-19,30427125000
2015-08-20,29666062500
2015-08-21,28905000000
2015-08-24,27344437500
2015-08-25,26737125000
2015-08-26,27921000000
2015-08-27,28620562499
2015-08-28,28520625000
2015-08-31,28382250000
2015-09-01,27159937500
2015-09-02,27582750000
2015-09-03,28043999999
2015-09-04,27575062499
2015-09-08,28236187499
2015-09-09,27882562500
2015-09-10,28197750000
2015-09-11,28013250000
2015-09-14,28105500000
2015-09-15,28505250000
2015-09-16,28505250000
2015-09-17,27797999999
2015-09-18,27136874999
2015-09-21,27475125000
2015-09-22,27098437500
2015-09-23,27083062499
2015-09-24,26944687499
2015-09-25,27429000000
2015-09-28,26790937500
2015-09-29,27036937500
2015-09-30,27911407907
2015-10-01,27934928756
2015-10-02,28029012154
2015-10-05,28671915369
2015-10-06,28554311123
2015-10-07,28860082164
2015-10-08,28938484995
2015-10-09,28648394520
2015-10-12,28781679333
2015-10-13,28397505460
2015-10-14,28029012154
2015-10-15,28899283580
2015-10-16,28609193104
2015-10-19,28421026310
2015-10-20,28813040466
2015-10-21,28444547159
2015-10-22,28946325279
2015-10-23,29526506229
2015-10-26,29236415754
2015-10-27,28938484995
2015-10-28,29808756422
2015-10-29,29604909061
2015-10-30,29126651790
2015-11-02,29636270193
2015-11-03,29620589627
2015-11-04,29651950759
2015-11-05,29910680102
2015-11-06,30608465300
2015-11-09,30302694258
2015-11-10,30051805198
2015-11-11,30036124632
2015-11-12,29628429910
2015-11-13,29283457453
2015-11-16,29730353591
2015-11-17,29636270193
2015-11-18,30067485765
2015-11-19,30216451144
2015-11-20,30302694258
2015-11-23,30396777656
2015-11-24,30177249728
2015-11-25,30169409445
2015-11-27,30310534541
2015-11-30,30279173409
2015-12-01,30553583318
2015-12-02,30177249728
2015-12-03,29698992458
2015-12-04,30537902752
2015-12-07,30341895674
2015-12-08,29714673024
2015-12-09,29197214338
2015-12-10,29448103398
2015-12-11,28860082164
2015-12-14,28938484995
2015-12-15,29542186796
2015-12-16,30051805198
2015-12-17,29659791042
2015-12-18,29189374055
2015-12-21,29228575471
2015-12-22,29510825663
2015-12-23,29981242650
2015-12-24,30004763500
2015-12-28,29863638404
2015-12-29,30216451144
2015-12-30,29926360669
2015-12-31,29740104470
2016-01-04,28827686560
2016-01-05,28835552232
2016-01-06,28434402978
2016-01-07,27624238799
2016-01-08,27026447755
2016-01-11,27278149247
2016-01-12,27451194023
2016-01-13,26523044770
2016-01-14,26759014919
2016-01-15,26066835814
2016-01-19,25893791038
2016-01-20,25846597009
2016-01-21,24997104471
2016-01-22,25130820889
2016-01-25,24470104472
2016-01-26,24753268651
2016-01-27,24894850740
2016-01-28,25099358203
2016-01-29,25689283576
2016-02-01,25398253725
2016-02-02,24839791039
2016-02-03,24997104471
2016-02-04,25295999994
2016-02-05,25217343277
2016-02-08,24643149248
2016-02-09,24855522382
2016-02-10,24595955218
2016-02-11,23817253725
2016-02-12,24839791039
2016-02-16,25626358203
2016-02-17,25893791038
2016-02-18,25374656710
2016-02-19,25469044770
2016-02-22,25933119397
2016-02-23,25248805964
2016-02-24,25170149248
2016-02-25,25555567158
2016-02-26,26192686561
2016-02-29,25295999994
2016-03-01,26310671635
2016-03-02,26593835814
2016-03-03,26955656710
2016-03-04,27128701486
2016-03-07,27018582083
2016-03-08,26475850740
2016-03-09,26318537307
2016-03-10,26475850740
2016-03-11,27097238799
2016-03-14,27042179098
2016-03-15,26939925367
2016-03-16,26711820889
2016-03-17,26861268650
2016-03-18,27270283575
2016-03-21,27238820889
2016-03-22,27057910441
2016-03-23,26853402978
2016-03-24,26499447755
2016-03-28,26397194023
2016-03-29,26208417904
2016-03-30,26373597008
2016-03-31,27271318158
2016-04-01,27468045431
2016-04-04,27615590885
2016-04-05,27099181795
2016-04-06,27156560582
2016-04-07,26590969674
2016-04-08,26631954522
2016-04-11,26738515128
2016-04-12,27090984825
2016-04-13,28041833309
2016-04-14,28279545430
2016-04-15,27894287855
2016-04-18,28074621188
2016-04-19,28451681793
2016-04-20,28861530278
2016-04-21,28804151490
2016-04-22,29369742399
2016-04-25,29066454520
2016-04-26,29640242399
2016-04-27,29632045429
2016-04-28,29181212096
2016-04-29,29000878763
2016-05-02,29025469672
2016-05-03,28550045430
2016-05-04,27959863612
2016-05-05,27869696946
2016-05-06,27886090885
2016-05-09,27648378764
2016-05-10,28181181794
2016-05-11,27812318158
2016-05-12,27648378764
2016-05-13,27148363613
2016-05-16,27484439370
2016-05-17,27558212097
2016-05-18,28541848460
2016-05-19,28697590884
2016-05-20,28754969672
2016-05-23,28672999975
2016-05-24,29132030278
2016-05-25,29812378762
2016-05-26,29615651489
2016-05-27,29795984823
2016-05-31,29812378762
2016-06-01,30058287853
2016-06-02,30271409065
2016-06-03,29812378762
2016-06-06,30148454519
2016-06-07,30017303004
2016-06-08,30009106035
2016-06-09,29656636338
2016-06-10,29443515126
2016-06-13,29320560581
2016-06-14,29000878763
2016-06-15,29156621187
2016-06-16,29148424217
2016-06-17,29304166641
2016-06-20,29312363611
2016-06-21,29500893914
2016-06-22,29492696944
2016-06-23,30287803004
2016-06-24,28295939369
2016-06-27,27090984825
2016-06-28,27968060582
2016-06-29,28427090884
2016-06-30,29219712321
2016-07-01,28940726020
2016-07-05,28079150677
2016-07-06,28276082184
2016-07-07,28530452047
2016-07-08,28899698622
2016-07-11,29030986294
2016-07-12,29556136978
2016-07-13,29457671225
2016-07-14,30089493143
2016-07-15,30171547937
2016-07-18,30097698622
2016-07-19,30048465745
2016-07-20,29900767115
2016-07-21,30023849307
2016-07-22,30261808211
2016-07-25,30187958896
2016-07-26,30352068485
2016-07-27,30319246567
2016-07-28,30450534238
2016-07-29,30253602732
2016-08-01,30089493143
2016-08-02,29851534239
2016-08-03,30475150677
2016-08-04,30335657526
2016-08-05,31230054786
2016-08-08,31180821910
2016-08-09,31180821910
2016-08-10,30466945197
2016-08-11,30516178074
2016-08-12,30368479444
2016-08-15,30795164375
2016-08-16,30770547937
2016-08-17,30910041088
2016-08-18,30975684923
2016-08-19,31016712320
2016-08-22,31008506841
2016-08-23,31065945197
2016-08-24,30992095882
2016-08-25,31106972594
2016-08-26,31172616430
2016-08-29,31254671225
2016-08-30,31451602731
2016-08-31,31591095882
2016-09-01,31443397252
2016-09-02,31582890403
2016-09-06,31057739718
2016-09-07,31065945197
2016-09-08,31369547937
2016-09-09,31344931499
2016-09-12,31763410950
2016-09-13,30992095882
2016-09-14,30713109581
2016-09-15,31271082183
2016-09-16,31049534238
2016-09-19,31246465745
2016-09-20,31139794512
2016-09-21,31402369855
2016-09-22,31295698622
2016-09-23,31074150677
2016-09-26,30384890403
2016-09-27,30688493143
2016-09-28,30893630129
2016-09-29,30590027389
2016-09-30,31004746120
2016-10-03,30914329310
2016-10-04,31465049880
2016-10-05,31925353640
2016-10-06,32023990160
2016-10-07,31966452190
2016-10-10,32213043490
2016-10-11,31851376250
2016-10-12,31818497410
2016-10-13,31128041769
2016-10-14,31144481190
2016-10-17,30766374530
2016-10-18,31144481190
2016-10-19,31867815670
2016-10-20,32023990160
2016-10-21,31892474799
2016-10-24,31991111320
2016-10-25,31958232480
2016-10-26,32106187260
2016-10-27,32328119430
2016-10-28,32180164650
2016-10-31,32221263200
2016-11-01,32081528130
2016-11-02,31744520019
2016-11-03,31654103210
2016-11-04,31440390750
2016-11-07,32336339140
2016-11-08,31958232480
2016-11-09,33380242310
2016-11-10,34046038820
2016-11-11,34399486350
2016-11-14,35221457350
2016-11-15,35328313580
2016-11-16,35196798220
2016-11-17,36174943710
2016-11-18,36569489790
2016-11-21,36676346020
2016-11-22,36577709500
2016-11-23,36668126310
2016-11-25,36701005150
2016-11-28,36199602840
2016-11-29,36290019650
2016-11-30,37194187750
2016-12-01,37679150640
2016-12-02,37161308910
2016-12-05,37424339630
2016-12-06,37810666000
2016-12-07,38213431790
2016-12-08,38616197580
2016-12-09,38838129750
2016-12-12,38525780770
2016-12-13,38681955260
2016-12-14,38451803380
2016-12-15,38599758160
2016-12-16,38295628890
2016-12-19,38517561060
2016-12-20,39166918150
2016-12-21,38961425400
2016-12-22,38887448010
2016-12-23,39076501340
2016-12-27,39216236410
2016-12-28,38797031200
2016-12-29,38402485120
2016-12-30,38649076420
2017-01-03,38605304327
2017-01-04,38901130414
2017-01-05,38399869544
2017-01-06,38654608675
2017-01-09,38399869544
2017-01-10,38342347805
2017-01-11,38432739110
2017-01-12,38079391284
2017-01-13,38227304327
2017-01-17,37438434762
2017-01-18,37964347806
2017-01-19,37216565197
2017-01-20,37323391284
2017-01-23,37306956502
2017-01-24,37767130414
2017-01-25,38605304327
2017-01-26,38802521718
2017-01-27,38597086936
2017-01-30,38194434762
2017-01-31,37956130414
2017-02-01,37758913023
2017-02-02,37643869545
2017-02-03,38301260849
2017-02-06,38153347805
2017-02-07,38120478240
2017-02-08,37627434762
2017-02-09,38136913023
2017-02-10,38317695631
2017-02-13,38605304327
2017-02-14,39336652153
2017-02-15,39657130413
2017-02-16,39443478240
2017-02-17,39410608674
2017-02-21,39435260848
2017-02-22,39566739109
2017-02-23,39878999978
2017-02-24,39533869544
2017-02-27,39591391283
2017-02-28,39624260848
2017-03-01,40840434761
2017-03-02,39903652152
2017-03-03,39969391283
2017-03-06,39632478239
2017-03-07,39385956500
2017-03-08,39443478240
2017-03-09,39509217370
2017-03-10,39205173892
2017-03-13,39180521718
2017-03-14,39057260848
2017-03-15,38638173892
2017-03-16,38876478240
2017-03-17,38482043457
2017-03-20,37988999979
2017-03-21,36156521720
2017-03-22,36230478241
2017-03-23,36419478241
2017-03-24,36493434763
2017-03-27,36296217372
2017-03-28,36896086937
2017-03-29,36542739111
2017-03-30,37167260849
2017-03-31,36626688300
2017-04-03,36643076080
2017-04-04,36495586060
2017-04-05,36036728220
2017-04-06,36307126590
2017-04-07,36110473230
2017-04-10,35881044310
2017-04-11,35741748180
2017-04-12,35422186470
2017-04-13,34922359180
2017-04-17,35356635350
2017-04-18,34881389730
2017-04-19,34930553070
2017-04-20,35782717630
2017-04-21,35176369770
2017-04-24,35831880970
2017-04-25,35766329850
2017-04-26,35913819870
2017-04-27,35708972620
2017-04-28,35381217020
2017-05-01,35708972620
2017-05-02,35618839830
2017-05-03,36176024350
2017-05-04,36102279340
2017-05-05,35831880970
2017-05-08,35840074860
2017-05-09,35618839830
2017-05-10,35536900930
2017-05-11,35258308670
2017-05-12,35241920890
2017-05-15,35536900930
2017-05-16,35831880970
2017-05-17,34422531890
2017-05-18,34520858570
2017-05-19,34619185250
2017-05-22,34742093600
2017-05-23,35258308670
2017-05-24,34865001950
2017-05-25,34930553070
2017-05-26,34873195840
2017-05-30,34471695230
2017-05-31,34127551850
2017-06-01,34758481380
2017-06-02,34545440240
2017-06-05,34619185250
2017-06-06,34365174660
2017-06-07,34627379140
2017-06-08,35545094820
2017-06-09,36143248790
2017-06-12,36126861010
2017-06-13,36290738810
2017-06-14,36487392170
2017-06-15,36389065490
2017-06-16,36323514370
2017-06-19,36356289930
2017-06-20,36012146550
2017-06-21,35766329850
2017-06-22,35512319260
2017-06-23,35373023130
2017-06-26,35602452050
2017-06-27,35905625980
2017-06-28,36692239420
2017-06-29,37372332290
2017-06-30,36606090840
2017-07-03,37178438880
2017-07-05,37194561360
2017-07-06,36702825720
2017-07-07,36654458280
2017-07-10,36557723400
2017-07-11,36581907120
2017-07-12,36622213320
2017-07-13,36727009440
2017-07-14,36122416440
2017-07-17,36203028840
2017-07-18,35961191640
2017-07-19,36082110240
2017-07-20,37291296240
2017-07-21,37307418720
2017-07-24,37557317160
2017-07-25,38057114040
2017-07-26,37686297000
2017-07-27,37791093120
2017-07-28,37791093120
2017-07-31,38145787680
2017-08-01,38573033400
2017-08-02,38637523320
2017-08-03,38564972160
2017-08-04,38984156640
2017-08-07,38822931840
2017-08-08,38895483000
2017-08-09,38444053560
2017-08-10,37629868320
2017-08-11,37331602440
2017-08-14,37774970640
2017-08-15,37879766760
2017-08-16,37742725680
2017-08-17,37210683840
2017-08-18,37178438880
2017-08-21,36984969120
2017-08-22,37186500120
2017-08-23,37202622600
2017-08-24,37202622600
2017-08-25,37202622600
2017-08-28,37194561360
2017-08-29,37138132680
2017-08-30,37323541200
2017-08-31,37154255160
2017-09-01,37315479960
2017-09-05,36581907120
2017-09-06,36332008680
2017-09-07,35195373840
2017-09-08,35445272280
2017-09-11,36017620320
2017-09-12,36106293960
2017-09-13,36041804040
2017-09-14,35525884680
2017-09-15,35582313360
2017-09-18,35662925760
2017-09-19,35993436600
2017-09-20,36162722640
2017-09-21,36469049760
2017-09-22,36452927280
2017-09-25,36541600920
2017-09-26,36428743560
2017-09-27,37146193920
2017-09-28,37323541200
2017-09-29,37839460560
2017-10-02,37500407915
2017-10-03,37277759182
2017-10-04,36872220420
2017-10-05,37866187975
2017-10-06,37921850158
2017-10-09,37754863609
2017-10-10,37937753639
2017-10-11,37651490983
2017-10-12,37253903961
2017-10-13,37134627854
2017-10-16,37397035289
2017-10-17,36991496526
2017-10-18,37007400007
2017-10-19,37166434816
2017-10-20,37770767090
2017-10-23,37699201426
2017-10-24,37834381013
2017-10-25,37993415822
2017-10-26,38661362019
2017-10-27,38756782904
2017-10-30,39050997300
2017-10-31,39154369926
2017-11-01,39400873880
2017-11-02,39432680841
2017-11-03,39392922139
2017-11-06,39345211697
2017-11-07,38351244142
2017-11-08,37969560601
2017-11-09,37174386557
2017-11-10,36681378649
2017-11-13,36967641305
2017-11-14,37245952220
2017-11-15,37230048740
2017-11-16,37190290037
2017-11-17,37230048740
2017-11-20,37357276587
2017-11-21,37031255229
2017-11-22,36967641305
2017-11-24,36848365198
2017-11-27,36967641305
2017-11-28,37794622311
2017-11-29,39058949041
2017-11-30,39297501254
2017-12-01,39440632582
2017-12-04,39949543970
2017-12-05,39607619131
2017-12-06,39265694292
2017-12-07,39424729101
2017-12-08,39607619131
2017-12-11,39559908689
2017-12-12,39981350932
2017-12-13,39297501254
2017-12-14,38939672934
2017-12-15,39384970399
2017-12-18,39766653940
2017-12-19,39782557421
2017-12-20,39631474352
2017-12-21,40068820077
2017-12-22,40116530519
2017-12-26,39790509161
2017-12-27,39742798719
2017-12-28,39854123085
2017-12-29,39536053467
2018-01-02,39486969600
2018-01-03,39914112300
2018-01-04,40396625350
2018-01-05,40523186150
2018-01-08,40736757500
2018-01-09,41203450450
2018-01-10,41693873550
2018-01-11,42049825800
2018-01-12,42034005700
2018-01-16,41986545400
2018-01-17,42144746400
2018-01-18,42825010700
2018-01-19,43347074000
2018-01-22,43410354400
2018-01-23,43402444350
2018-01-24,43505275000
2018-01-25,43260063450
2018-01-26,43861227250
2018-01-29,43813766950
2018-01-30,43529005150
2018-01-31,43655565950
2018-02-01,44058978500
2018-02-02,43592285550
2018-02-05,41836254450
2018-02-06,42484878550
2018-02-07,42571889100
2018-02-08,40396625350
2018-02-09,41464482100
2018-02-12,41923265000
2018-02-13,42184296650
2018-02-14,43299613700
2018-02-15,43370804150
2018-02-16,43473634800
2018-02-20,43188873000
2018-02-21,43576465450
2018-02-22,42967391600
2018-02-23,43790036800
2018-02-26,44130168950
2018-02-27,43465724750
2018-02-28,42991121750
2018-03-01,42627259450
2018-03-02,42943661450
2018-03-05,43441994600
2018-03-06,43703026250
2018-03-07,43521095100
2018-03-08,43521095100
2018-03-09,44320010150
2018-03-12,43979878000
2018-03-13,43805856900
2018-03-14,43204693100
2018-03-15,43196783050
2018-03-16,43536915200
2018-03-19,43473634800
2018-03-20,43228423250
2018-03-21,43283793600
2018-03-22,41377471550
2018-03-23,40088133400
2018-03-26,41306281100
2018-03-27,40800037900
2018-03-28,40760487650
2018-03-29,41163900200
2018-04-02,39869444402
2018-04-03,40660100967
2018-04-04,41231565612
2018-04-05,41403787834
2018-04-06,40018181775
2018-04-09,40425252482
2018-04-10,41153282784
2018-04-11,40863636320
2018-04-12,41529040360
2018-04-13,40667929249
2018-04-16,40707070664
2018-04-17,39994696927
2018-04-18,39634595917
2018-04-19,40988888845
2018-04-20,41262878744
2018-04-23,41904797935
2018-04-24,42288383793
2018-04-25,42108333288
2018-04-26,41740403996
2018-04-27,41810858541
2018-04-30,41333333289
2018-05-01,41544696925
2018-05-02,41380302986
2018-05-03,41059343390
2018-05-04,41576010057
2018-05-07,42061363591
2018-05-08,42444949450
2018-05-09,42992929247
2018-05-10,43086868641
2018-05-11,43102525206
2018-05-14,43055555510
2018-05-15,43439141368
2018-05-16,43298232277
2018-05-17,43392171671
2018-05-18,42985100964
2018-05-21,42922474702
2018-05-22,43470454499
2018-05-23,43266919146
2018-05-24,43024242378
2018-05-25,42906818136
2018-05-29,41074999956
2018-05-30,41560353491
2018-05-31,41098484805
2018-06-01,41646464602
2018-06-04,41975252480
2018-06-05,41740403996
2018-06-06,42578030257
2018-06-07,42601515106
2018-06-08,42742424197
2018-06-11,42429292884
2018-06-12,42272727228
2018-06-13,42108333288
2018-06-14,41051515108
2018-06-15,40957575714
2018-06-18,40926262582
2018-06-19,40887121168
2018-06-20,40691414098
2018-06-21,40754040360
2018-06-22,40401767634
2018-06-25,40480050462
2018-06-26,40260858543
2018-06-27,39681565614
2018-06-28,39650252483
2018-06-29,39485858544
2018-07-02,39965584116
2018-07-03,39434376196
2018-07-05,39684356394
2018-07-06,40004643522
2018-07-09,41074871244
2018-07-10,40871762333
2018-07-11,40520227680
2018-07-12,40270247482
2018-07-13,39785910849
2018-07-16,40340554413
