,CR
2018-07-30,5270913000
2018-07-31,5407029000
2018-08-01,5288226000
2018-08-02,5318076000
2018-08-03,5347329000
2018-08-06,5355687000
2018-08-07,5380164000
2018-08-08,5396283000
2018-08-09,5359269000
2018-08-10,5315091000
2018-08-13,5286435000
2018-08-14,5306733000
2018-08-15,5263152000
2018-08-16,5307927000
2018-08-17,5336583000
2018-08-20,5358075000
2018-08-21,5451804000
2018-08-22,5402253000
2018-08-23,5384940000
2018-08-24,5409417000
2018-08-27,5466132000
2018-08-28,5433894000
2018-08-29,5474490000
2018-08-30,5438670000
2018-08-31,5449416000
2018-09-04,5432103000
2018-09-05,5503743000
2018-09-06,5479863000
2018-09-07,5488221000
2018-09-10,5515683000
2018-09-11,5573592000
2018-09-12,5566428000
2018-09-13,5672097000
2018-09-14,5740155000
2018-09-17,5719260000
2018-09-18,5746125000
2018-09-19,5795079000
2018-09-20,5814183000
2018-09-21,5892987000
2018-09-24,5861346000
2018-09-25,5884032000
2018-09-26,5852391000
2018-09-27,5857167000
2018-09-28,5871495000
2018-10-01,5872055000
2018-10-02,5880980000
2018-10-03,5930960000
2018-10-04,5896450000
2018-10-05,5845875000
2018-10-08,5729850000
2018-10-09,5680465000
2018-10-10,5454365000
2018-10-11,5269915000
2018-10-12,5287765000
2018-10-15,5277650000
2018-10-16,5399625000
2018-10-17,5355595000
2018-10-18,5287765000
2018-10-19,5209820000
2018-10-22,5196135000
2018-10-23,5142585000
2018-10-24,4943260000
2018-10-25,5083680000
2018-10-26,5171145000
2018-10-29,5053335000
2018-10-30,5165195000
2018-10-31,5178880000
2018-11-01,5337150000
2018-11-02,5412120000
2018-11-05,5382965000
2018-11-06,5405575000
2018-11-07,5534095000
2018-11-08,5595380000
2018-11-09,5513270000
2018-11-12,5396650000
2018-11-13,5390105000
2018-11-14,5449010000
2018-11-15,5450200000
2018-11-16,5451985000
2018-11-19,5294310000
2018-11-20,5175310000
2018-11-21,5177095000
2018-11-23,5115215000
2018-11-26,5159840000
2018-11-27,5020015000
2018-11-28,5108075000
2018-11-29,5032510000
2018-11-30,5139015000
2018-12-03,5138420000
2018-12-04,4919460000
2018-12-06,4856985000
2018-12-07,4710615000
2018-12-10,4654090000
2018-12-11,4603515000
2018-12-12,4651115000
2018-12-13,4589830000
2018-12-14,4521405000
2018-12-17,4390505000
2018-12-18,4432750000
2018-12-19,4298875000
2018-12-20,4223904999
2018-12-21,4165000000
2018-12-24,4015060000
2018-12-26,4201295000
2018-12-27,4241160000
2018-12-28,4220930000
2018-12-31,4316364000
2019-01-02,4289454000
2019-01-03,4165668000
2019-01-04,4328324000
2019-01-07,4376762000
2019-01-08,4459884000
2019-01-09,4526262000
2019-01-10,4568122000
2019-01-11,4599218000
2019-01-14,4577092000
2019-01-15,4572906000
2019-01-16,4602208000
2019-01-17,4710446000
2019-01-18,4775030000
2019-01-22,4708054000
2019-01-23,4637490000
2019-01-24,4659616000
2019-01-25,4746326000
2019-01-28,4732572000
2019-01-29,4952636000
2019-01-30,4970576000
2019-01-31,4949048000
2019-02-01,4940676000
2019-02-04,4946656000
2019-02-05,4968184000
2019-02-06,4959214000
2019-02-07,4876092000
2019-02-08,4867122000
2019-02-11,4886856000
2019-02-12,4984330000
2019-02-13,4981340000
2019-02-14,4976556000
2019-02-15,5064462000
2019-02-19,5048316000
2019-02-20,5100940000
2019-02-21,5088382000
2019-02-22,5114694000
2019-02-25,5117684000
2019-02-26,5087186000
2019-02-27,5083000000
2019-02-28,5057286000
2019-03-01,5084196000
2019-03-04,5081206000
2019-03-05,5059678000
2019-03-06,5009446000
2019-03-07,4965792000
2019-03-08,4885660000
2019-03-11,4951440000
2019-03-12,4935294000
2019-03-13,4961606000
2019-03-14,4949646000
2019-03-15,4955028000
2019-03-18,5069844000
2019-03-19,5074628000
2019-03-20,5034562000
2019-03-21,5118282000
2019-03-22,4911972000
2019-03-25,4899414000
2019-03-26,4970576000
2019-03-27,4978350000
2019-03-28,5034562000
2019-03-29,5060276000
2019-04-01,5166375000
2019-04-02,5129836000
2019-04-03,5163380000
2019-04-04,5219087000
2019-04-05,5264012000
2019-04-08,5247839000
2019-04-09,5142415000
2019-04-10,5148405000
2019-04-11,5218488000
2019-04-12,5274794000
2019-04-15,5230468000
2019-04-16,5291566000
2019-04-17,5263413000
2019-04-18,5286774000
2019-04-22,5251433000
2019-04-23,5281982000
2019-04-24,5256225000
2019-04-25,5149603000
2019-04-26,5208305000
2019-04-29,5254428000
2019-04-30,5094495000
2019-05-01,5091500000
2019-05-02,5128039000
2019-05-03,5315526000
2019-05-06,5244844000
2019-05-07,5131034000
2019-05-08,5114861000
2019-05-09,5135227000
2019-05-10,5147806000
2019-05-13,5066941000
2019-05-14,5135227000
2019-05-15,5116059000
2019-05-16,5166375000
2019-05-17,5091500000
2019-05-20,5083114000
2019-05-21,5033996000
2019-05-22,4918988000
2019-05-23,4821950000
2019-05-24,4823148000
2019-05-28,4745278000
2019-05-29,4735694000
2019-05-30,4684180000
2019-05-31,4579954000
2019-06-03,4637458000
2019-06-04,4846509000
2019-06-05,4821950000
2019-06-06,4796792000
2019-06-07,4793797000
2019-06-10,4791401000
2019-06-11,4780020000
2019-06-12,4810569000
2019-06-13,4877657000
2019-06-14,4771035000
2019-06-17,4739288000
2019-06-18,4772233000
2019-06-19,4793797000
2019-06-20,4941151000
2019-06-21,4835727000
2019-06-24,4828539000
2019-06-25,4845311000
2019-06-26,4819554000
2019-06-27,4895028000
2019-06-28,4998056000
2019-07-01,5024400000
2019-07-02,5063400000
2019-07-03,5089200000
2019-07-05,5073000000
2019-07-08,5025000000
2019-07-09,4978200000
2019-07-10,4888800000
2019-07-11,4889400000
2019-07-12,4986000000
2019-07-15,5032200000
2019-07-16,5113800000
2019-07-17,4996200000
2019-07-18,5011800000
2019-07-19,5124600000
2019-07-22,5182200000
2019-07-23,5334600000
2019-07-24,5183400000
2019-07-25,5170200000
2019-07-26,5158200000
2019-07-29,5058000000
2019-07-30,5093400000
2019-07-31,5022000000
2019-08-01,4955400000
2019-08-02,4852200000
2019-08-05,4665000000
2019-08-06,4737600000
2019-08-07,4697400000
2019-08-08,4770600000
2019-08-09,4675800000
2019-08-12,4584000000
2019-08-13,4663200000
2019-08-14,4457400000
2019-08-15,4413000000
2019-08-16,4517400000
2019-08-19,4561200000
2019-08-20,4522800000
2019-08-21,4530000000
2019-08-22,4483200000
2019-08-23,4368600000
2019-08-26,4395000000
2019-08-27,4376400000
2019-08-28,4447800000
2019-08-29,4515600000
2019-08-30,4574400000
2019-09-03,4456200000
2019-09-04,4503600000
2019-09-05,4674600000
2019-09-06,4692000000
2019-09-09,4776000000
2019-09-10,4863600000
2019-09-11,4936200000
2019-09-12,4911000000
2019-09-13,4984800000
2019-09-16,4957800000
2019-09-17,4917600000
2019-09-18,4879800000
2019-09-19,4842600000
2019-09-20,4837800000
2019-09-23,4850400000
2019-09-24,4822200000
2019-09-25,4863000000
2019-09-26,4830600000
2019-09-27,4817400000
2019-09-30,4783889814
2019-10-01,4634968030
2019-10-02,4537071240
2019-10-03,4560210481
2019-10-04,4597589256
2019-10-07,4540631123
2019-10-08,4442141019
2019-10-09,4461720377
2019-10-10,4473586655
2019-10-11,4655734016
2019-10-14,4709725579
2019-10-15,4811182252
2019-10-16,4830761610
2019-10-17,4857460735
2019-10-18,4804062486
2019-10-21,4809995625
2019-10-22,4894839510
2019-10-23,4881786604
2019-10-24,4848561027
2019-10-25,4903145904
2019-10-28,4999856066
2019-10-29,4598182570
2019-10-30,4573263387
2019-10-31,4540037809
2019-11-01,4564363678
2019-11-04,4798129347
2019-11-05,4761937200
2019-11-06,4788043011
2019-11-07,4764903770
2019-11-08,4788043011
2019-11-11,4823641844
2019-11-12,4845594457
2019-11-13,4815335450
2019-11-14,4842034574
2019-11-15,4917385437
2019-11-18,4907892415
2019-11-19,4904925845
2019-11-20,4915012181
2019-11-21,4913232240
2019-11-22,4928065087
2019-11-25,4977903453
2019-11-26,4958324095
2019-11-27,4954764211
2019-11-29,4928658401
2019-12-02,4892466254
2019-12-03,4837881377
2019-12-04,4861020618
2019-12-05,4989176416
2019-12-06,5088853148
2019-12-09,5096566229
2019-12-10,5038421468
2019-12-11,5056814199
2019-12-12,5152337733
2019-12-13,5078173498
2019-12-16,5088259834
2019-12-17,5060374082
2019-12-18,5051474374
2019-12-19,5056220885
2019-12-20,5096566229
2019-12-23,5142844711
2019-12-24,5103092681
2019-12-26,5146404595
2019-12-27,5117332215
2019-12-30,5126231923
2019-12-31,5079144000
2020-01-02,5147352000
2020-01-03,5099136000
2020-01-06,5103840000
2020-01-07,5073852000
2020-01-08,5090316000
2020-01-09,5127360000
2020-01-10,5051508000
2020-01-13,5136180000
2020-01-14,5124420000
2020-01-15,5118540000
2020-01-16,5156172000
2020-01-17,5139120000
2020-01-21,5032692000
2020-01-22,5029164000
2020-01-23,5022108000
2020-01-24,5028576000
2020-01-27,4914504000
2020-01-28,5020932000
2020-01-29,5088552000
2020-01-30,5113836000
2020-01-31,5025048000
2020-02-03,5095608000
2020-02-04,5164992000
2020-02-05,5254956000
2020-02-06,5229084000
2020-02-07,5164992000
2020-02-10,5207328000
2020-02-11,5197332000
2020-02-12,5216148000
2020-02-13,5169696000
2020-02-14,5135004000
2020-02-18,5104428000
2020-02-19,5038572000
2020-02-20,5060328000
2020-02-21,4993884000
2020-02-24,4788084000
2020-02-25,4567584000
2020-02-26,4422936000
2020-02-27,4175388000
2020-02-28,3995460000
2020-03-02,4207728000
2020-03-03,4066020000
2020-03-04,4142460000
2020-03-05,3896088000
2020-03-06,3823176000
2020-03-09,3436272000
2020-03-10,3621492000
2020-03-11,3399816000
2020-03-12,2967636000
2020-03-13,3263400000
2020-03-16,2754192000
2020-03-17,2901780000
2020-03-18,2476068000
2020-03-19,2530164000
2020-03-20,2356116000
2020-03-23,2274384000
2020-03-24,2556036000
2020-03-25,2705388000
2020-03-26,2941764000
2020-03-27,2894136000
2020-03-30,2916480000
2020-03-31,2852440000
2020-04-01,2717300000
2020-04-02,2706280000
2020-04-03,2640740000
2020-04-06,2829820000
2020-04-07,2959160000
2020-04-08,3126780000
2020-04-09,3134320000
2020-04-13,3038040000
2020-04-14,3116920000
2020-04-15,2925520000
2020-04-16,2894200000
2020-04-17,3078060000
2020-04-20,2960320000
2020-04-21,2840260000
2020-04-22,2902900000
2020-04-23,2982940000
2020-04-24,2958000000
2020-04-27,3125040000
2020-04-28,3162740000
2020-04-29,3312960000
2020-04-30,3158100000
2020-05-01,2983520000
2020-05-04,2920300000
2020-05-05,2966700000
2020-05-06,2873320000
2020-05-07,2972500000
2020-05-08,3122140000
2020-05-11,2980040000
2020-05-12,2804300000
2020-05-13,2703380000
2020-05-14,2753840000
2020-05-15,2748040000
2020-05-18,3044420000
2020-05-19,2929580000
2020-05-20,3028180000
2020-05-21,3017160000
2020-05-22,3007300000
2020-05-26,3231180000
2020-05-27,3446360000
2020-05-28,3321080000
2020-05-29,3231760000
2020-06-01,3288020000
2020-06-02,3322820000
2020-06-03,3495080000
2020-06-04,3638920000
2020-06-05,3820460000
2020-06-08,3869760000
2020-06-09,3706200000
2020-06-10,3462020000
2020-06-11,3093140000
2020-06-12,3191160000
2020-06-15,3193480000
2020-06-16,3356460000
2020-06-17,3257860000
2020-06-18,3226540000
2020-06-19,3189420000
2020-06-22,3218420000
2020-06-23,3216680000
2020-06-24,3145920000
2020-06-25,3239880000
2020-06-26,3268300000
2020-06-29,3410980000
2020-06-30,3454626000
2020-07-01,3306471000
2020-07-02,3364571000
2020-07-06,3408727000
2020-07-07,3277421000
2020-07-08,3258248000
2020-07-09,3117065000
2020-07-10,3180394000
2020-07-13,3276259000
2020-07-14,3376191000
2020-07-15,3512145000
2020-07-16,3488324000
2020-07-17,3499944000
2020-07-20,3420928000
2020-07-21,3487743000
2020-07-22,3530737000
2020-07-23,3545262000
2020-07-24,3519698000
2020-07-27,3567921000
2020-07-28,3311700000
2020-07-29,3323901000
2020-07-30,3284974000
2020-07-31,3286717000
2020-08-03,3343074000
2020-08-04,3340750000
2020-08-05,3415118000
2020-08-06,3412213000
2020-08-07,3501687000
2020-08-10,3627183000
2020-08-11,3634736000
2020-08-12,3599295000
2020-08-13,3544681000
2020-08-14,3539452000
2020-08-17,3474380000
2020-08-18,3362828000
2020-08-19,3391878000
2020-08-20,3351208000
2020-08-21,3293689000
2020-08-24,3392459000
2020-08-25,3352951000
2020-08-26,3355275000
2020-08-27,3362828000
2020-08-28,3380839000
2020-08-31,3284974000
2020-09-01,3354113000
2020-09-02,3413375000
2020-09-03,3300080000
2020-09-04,3314024000
2020-09-08,3216416000
2020-09-09,3253019000
2020-09-10,3133914000
2020-09-11,3162964000
2020-09-14,3189109000
2020-09-15,3106026000
2020-09-16,3088015000
2020-09-17,3173422000
2020-09-18,3078138000
2020-09-21,2929402000
2020-09-22,2950318000
2020-09-23,2886989000
2020-09-24,2878274000
2020-09-25,2882922000
2020-09-28,2967748000
2020-09-29,2916620000
2020-09-30,2912553000
2020-10-01,2870721000
2020-10-02,2889894000
2020-10-05,2914296000
2020-10-06,2933469000
2020-10-07,2985759000
2020-10-08,3003770000
2020-10-09,3008999000
2020-10-12,3099635000
2020-10-13,3047926000
2020-10-14,3048507000
2020-10-15,3126361000
2020-10-16,3163545000
2020-10-19,3135076000
2020-10-20,3216416000
2020-10-21,3149601000
2020-10-22,3234427000
2020-10-23,3203634000
2020-10-26,3134495000
2020-10-27,3051993000
2020-10-28,2916039000
2020-10-29,2932307000
2020-10-30,2948575000
2020-11-02,3051993000
2020-11-03,3103121000
2020-11-04,3032239000
2020-11-05,3172841000
2020-11-06,3069423000
2020-11-09,3503430000
2020-11-10,3645775000
2020-11-11,3543519000
2020-11-12,3460436000
2020-11-13,3569083000
2020-11-16,3804388000
2020-11-17,3790443999
2020-11-18,3763718000
2020-11-19,3786377000
2020-11-20,3831114000
2020-11-23,3983336000
2020-11-24,4212250000
2020-11-25,4180295000
2020-11-27,4125100000
2020-11-30,4039693000
2020-12-01,4085591999
2020-12-02,4091402000
2020-12-03,4123938000
2020-12-04,4282550999
2020-12-07,4237814000
2020-12-08,4261634999
2020-12-09,4326707000
2020-12-10,4424315000
2020-12-11,4424896000
2020-12-14,4386550000
2020-12-15,4552135000
2020-12-16,4501588000
2020-12-17,4499845000
2020-12-18,4493454000
2020-12-21,4412114000
2020-12-22,4403399000
2020-12-23,4444069000
2020-12-24,4467309000
2020-12-28,4449298000
2020-12-29,4384226000
2020-12-30,4458013000
2020-12-31,4519812000
2021-01-04,4431930000
2021-01-05,4580340000
2021-01-06,4855044000
2021-01-07,4828272000
2021-01-08,4719438000
2021-01-11,4726422000
2021-01-12,4757850000
2021-01-13,4696158000
2021-01-14,4774146000
2021-01-15,4698486000
2021-01-19,4759014000
2021-01-20,4788696000
2021-01-21,4727004000
2021-01-22,4694412000
2021-01-25,4573938000
2021-01-26,4500024000
2021-01-27,4409232000
2021-01-28,4431930000
2021-01-29,4404576000
2021-02-01,4572192000
2021-02-02,4674042000
2021-02-03,4664148000
2021-02-04,4731660000
2021-02-05,4754358000
2021-02-08,4842822000
2021-02-09,4786950000
2021-02-10,4807320000
2021-02-11,4841658000
2021-02-12,4849806000
2021-02-16,4873086000
2021-02-17,4857372000
2021-02-18,4800336000
2021-02-19,4930704000
2021-02-22,4990650000
2021-02-23,4997634000
2021-02-24,5098320000
2021-02-25,4977846000
2021-02-26,4880652000
2021-03-01,5037210000
2021-03-02,5102394000
2021-03-03,5168742000
2021-03-04,5048850000
2021-03-05,5209482000
2021-03-08,5275830000
2021-03-09,5203080000
2021-03-10,5303184000
2021-03-11,5341596000
2021-03-12,5442282000
2021-03-15,5533074000
2021-03-16,5405034000
2021-03-17,5490006000
2021-03-18,5494662000
2021-03-19,5460906000
2021-03-22,5389902000
2021-03-23,5216466000
2021-03-24,5281650000
2021-03-25,5410272000
2021-03-26,5528418000
2021-03-29,5428314000
2021-03-30,5501064000
2021-03-31,5493735000
2021-04-01,5558670000
2021-04-05,5532345000
2021-04-06,5530590000
2021-04-07,5474430000
2021-04-08,5490225000
2021-04-09,5572710000
2021-04-12,5574465000
2021-04-13,5517135000
2021-04-14,5532930000
2021-04-15,5523570000
2021-04-16,5525325000
2021-04-19,5466240000
2021-04-20,5415345000
2021-04-21,5537025000
2021-04-22,5496660000
2021-04-23,5576805000
2021-04-26,5577975000
2021-04-27,5572710000
2021-04-28,5640570000
2021-04-29,5587920000
2021-04-30,5502510000
2021-05-03,5542290000
2021-05-04,5703750000
2021-05-05,5659875000
2021-05-06,5772780000
2021-05-07,5803200000
2021-05-10,5767515000
2021-05-11,5649345000
2021-05-12,5478525000
2021-05-13,5624775000
2021-05-14,5764590000
2021-05-17,5697315000
2021-05-18,5581485000
2021-05-19,5479695000
2021-05-20,5483790000
2021-05-21,5517135000
2021-05-24,5626530000
2021-05-25,5569200000
2021-05-26,5617170000
2021-05-27,5646420000
2021-05-28,5586165000
2021-06-01,5595525000
2021-06-02,5549310000
2021-06-03,5487300000
2021-06-04,5505435000
2021-06-07,5436405000
2021-06-08,5458050000
2021-06-09,5325255000
2021-06-10,5352165000
2021-06-11,5385510000
2021-06-14,5311800000
2021-06-15,5373225000
2021-06-16,5305365000
2021-06-17,5065515000
2021-06-18,5060250000
2021-06-21,5282550000
2021-06-22,5232825000
2021-06-23,5196555000
2021-06-24,5298930000
2021-06-25,5387850000
2021-06-28,5329350000
2021-06-29,5286060000
2021-06-30,5422119000
2021-07-01,5455578000
2021-07-02,5491972000
2021-07-06,5491972000
2021-07-07,5564173000
2021-07-08,5422119000
2021-07-09,5558890000
2021-07-12,5527779000
2021-07-13,5462035000
2021-07-14,5471427000
2021-07-15,5356962000
2021-07-16,5309415000
2021-07-19,5109248000
2021-07-20,5350505000
2021-07-21,5437381000
2021-07-22,5354614000
2021-07-23,5419771000
2021-07-26,5387486000
2021-07-27,5605263000
2021-07-28,5549498000
2021-07-29,5635787000
2021-07-30,5707401000
2021-08-02,5661028000
2021-08-03,5760231000
2021-08-04,5688617000
2021-08-05,5766101000
2021-08-06,5793690000
2021-08-09,5693900000
2021-08-10,5859434000
2021-08-11,6046687000
2021-08-12,6110083000
2021-08-13,5988574000
2021-08-16,6014402000
2021-08-17,5880566000
2021-08-18,5719728000
2021-08-19,5668659000
2021-08-20,5788407000
2021-08-23,5813061000
2021-08-24,5881740000
2021-08-25,5958637000
2021-08-26,5960398000
2021-08-27,6095995000
2021-08-30,6027903000
2021-08-31,5973899000
2021-09-01,5851803000
2021-09-02,5810713000
2021-09-03,5709749000
2021-09-07,5582370000
2021-09-08,5608198000
2021-09-09,5547737000
2021-09-10,5511343000
2021-09-13,5603502000
2021-09-14,5571804000
2021-09-15,5593523000
2021-09-16,5524844000
2021-09-17,5390421000
2021-09-20,5312937000
2021-09-21,5232518000
2021-09-22,5312937000
2021-09-23,5405683000
2021-09-24,5466144000
2021-09-27,5531888000
2021-09-28,5558303000
2021-09-29,5637548000
2021-09-30,5536904000
2021-10-01,5671224000
2021-10-04,5615160000
2021-10-05,5635016000
2021-10-06,5549752000
2021-10-07,5646696000
2021-10-08,5594720000
2021-10-11,5377472000
2021-10-12,5359952000
2021-10-13,5279360000
2021-10-14,5435288000
2021-10-15,5441712000
2021-10-18,5486096000
2021-10-19,5404920000
2021-10-20,5482592000
2021-10-21,5535152000
2021-10-22,5507704000
2021-10-25,5459816000
2021-10-26,5927600000
2021-10-27,5860440000
2021-10-28,5928184000
2021-10-29,6031552000
2021-11-01,6185144000
2021-11-02,6115064000
2021-11-03,6119152000
2021-11-04,6054912000
2021-11-05,6202080000
2021-11-08,6265736000
2021-11-09,6290848000
2021-11-10,6215512000
2021-11-11,6221352000
2021-11-12,6238872000
2021-11-15,6295520000
2021-11-16,6246464000
2021-11-17,6124408000
2021-11-18,6152440000
2021-11-19,6056664000
2021-11-22,6141928000
2021-11-23,6148936000
2021-11-24,6124992000
2021-11-26,5845256000
2021-11-29,5830072000
2021-11-30,5637936000
2021-12-01,5517048000
2021-12-02,5778096000
2021-12-03,5725536000
2021-12-06,5903072000
2021-12-07,5949792000
2021-12-08,6015200000
2021-12-09,6008776000
2021-12-10,6040896000
2021-12-13,5840584000
2021-12-14,5803792000
2021-12-15,5852264000
2021-12-16,5751816000
2021-12-17,5606984000
2021-12-20,5529312000
2021-12-21,5735464000
2021-12-22,5727872000
2021-12-23,5821312000
2021-12-27,5959136000
2021-12-28,5991256000
2021-12-29,5956800000
2021-12-30,5891976000
2021-12-31,5808783000
2022-01-03,5842472000
2022-01-04,5997213000
2022-01-05,5950391000
2022-01-06,5964095000
2022-01-07,5986364000
2022-01-10,5843614000
2022-01-11,5893862000
2022-01-12,5949249000
2022-01-13,6030902000
2022-01-14,6099422000
2022-01-18,5965237000
2022-01-19,5863599000
2022-01-20,5783659000
2022-01-21,5686589000
2022-01-24,5824771000
2022-01-25,5794508000
2022-01-26,5808783000
2022-01-27,5664891000
2022-01-28,5703719000
2022-01-31,5910421000
2022-02-01,5922412000
2022-02-02,5968663000
2022-02-03,5807070000
2022-02-04,5838475000
2022-02-07,5808212000
2022-02-08,5865312000
2022-02-09,5984080000
2022-02-10,5880729000
2022-02-11,5805928000
2022-02-14,5818490000
2022-02-15,5925267000
2022-02-16,5945823000
2022-02-17,5841901000
2022-02-18,5825342000
2022-02-22,5732269000
2022-02-23,5675740000
2022-02-24,5658610000
2022-02-25,5799076000
2022-02-28,5771668000
2022-03-01,5550691000
2022-03-02,5953246000
2022-03-03,5950962000
2022-03-04,5802502000
2022-03-07,5604365000
2022-03-08,5688873000
2022-03-09,5880729000
2022-03-10,5831623000
2022-03-11,5859031000
2022-03-14,5913276000
2022-03-15,5916131000
2022-03-16,6091999000
2022-03-17,6165658000
2022-03-18,6257589000
2022-03-21,6242172000
2022-03-22,6294133000
2022-03-23,6142247000
2022-03-24,6178220000
2022-03-25,6260444000
2022-03-28,6157664000
2022-03-29,6288423000
2022-03-30,6283855000
2022-03-31,6074508000
2022-04-01,6098070000
2022-04-04,6069459000
2022-04-05,5886012000
2022-04-06,5773812000
2022-04-07,5740152000
2022-04-08,5741835000
2022-04-11,5759226000
2022-04-12,5813643000
2022-04-13,5907330000
2022-04-14,5928648000
2022-04-18,5901159000
2022-04-19,6029628000
2022-04-20,6211953000
2022-04-21,6135096000
2022-04-22,5891622000
2022-04-25,5887134000
2022-04-26,5553339000
2022-04-27,5378868000
2022-04-28,5538192000
2022-04-29,5398503000
2022-05-02,5477043000
2022-05-03,5512386000
2022-05-04,5653758000
2022-05-05,5478165000
2022-05-06,5385600000
2022-05-09,5276205000
2022-05-10,5162883000
2022-05-11,5011974000
2022-05-12,5068635000
2022-05-13,5093880000
2022-05-16,5079294000
2022-05-17,5277327000
2022-05-18,5282937000
2022-05-19,5124735000
2022-05-20,5038341000
2022-05-23,5092197000
2022-05-24,5058537000
2022-05-25,5087148000
2022-05-26,5294157000
2022-05-27,5354745000
2022-05-31,5366526000
2022-06-01,5235813000
2022-06-02,5402991000
2022-06-03,5328939000
2022-06-06,5425992000
2022-06-07,5635245000
2022-06-08,5412528000
2022-06-09,5328378000
2022-06-10,5178030000
2022-06-13,4949142000
2022-06-14,4935678000
2022-06-15,4999071000
2022-06-16,4752231000
2022-06-17,4725864000
2022-06-21,4755036000
2022-06-22,4806087000
2022-06-23,4760085000
2022-06-24,4970460000
2022-06-27,4930068000
2022-06-28,4928385000
2022-06-29,4845918000
2022-06-30,4900927758
2022-07-01,4938429147
2022-07-05,4959138869
2022-07-06,4982087480
2022-07-07,5073322202
2022-07-08,5039179146
2022-07-11,5037499980
2022-07-12,5029663868
2022-07-13,4932272202
2022-07-14,4918838869
2022-07-15,5018469424
2022-07-18,4981527758
2022-07-19,5193662479
2022-07-20,5249634701
2022-07-21,5348145812
2022-07-22,5303368034
2022-07-25,5302248590
2022-07-26,5186945812
2022-07-27,5246276368
2022-07-28,5395162478
2022-07-29,5537331922
2022-08-01,5509345811
2022-08-02,5496472200
2022-08-03,5540130533
2022-08-04,5629686088
2022-08-05,5586587477
2022-08-08,5594423588
2022-08-09,5560840255
2022-08-10,5669426366
2022-08-11,5755623588
2022-08-12,5903949976
2022-08-15,5923540254
2022-08-16,6022611087
2022-08-17,5878202754
2022-08-18,5933055532
2022-08-19,5812155532
2022-08-22,5692934699
2022-08-23,5709726366
2022-08-24,5711965255
2022-08-25,5752824977
2022-08-26,5492554144
2022-08-29,5436581922
2022-08-30,5334152756
2022-08-31,5281538867
2022-09-01,5223887479
2022-09-02,5212133312
2022-09-06,5198699979
2022-09-07,5312883312
2022-09-08,5339190256
2022-09-09,5373893034
2022-09-12,5542369422
2022-09-13,5265866645
2022-09-14,5231723590
2022-09-15,5194781923
2022-09-16,5084516646
2022-09-19,5128174979
2022-09-20,5057090257
2022-09-21,5003916646
2022-09-22,4914920813
2022-09-23,4835999980
2022-09-26,4813611092
2022-09-27,4818088869
2022-09-28,4921077758
2022-09-29,4893091647
2022-09-30,4919748000
2022-10-03,5077108000
2022-10-04,5334504000
2022-10-05,5332256000
2022-10-06,5401944000
2022-10-07,5255824000
2022-10-10,5295726000
2022-10-11,5299098000
2022-10-12,5278304000
2022-10-13,5399134000
2022-10-14,5322140000
2022-10-17,5403630000
2022-10-18,5590776000
2022-10-19,5550874000
2022-10-20,5413184000
2022-10-21,5589090000
2022-10-24,5600330000
2022-10-25,5504790000
2022-10-26,5450838000
2022-10-27,5489054000
2022-10-28,5640794000
2022-10-31,5639108000
2022-11-01,5784104000
2022-11-02,5566048000
2022-11-03,5666084000
2022-11-04,5820072000
2022-11-07,5876834000
2022-11-08,5798716000
2022-11-09,5677886000
2022-11-10,5846486000
2022-11-11,5857726000
2022-11-14,5921794000
2022-11-15,5938092000
2022-11-16,5883016000
2022-11-17,5778484000
2022-11-18,5889198000
2022-11-21,5847610000
2022-11-22,5867842000
2022-11-23,5954390000
2022-11-25,6038690000
2022-11-28,5917860000
2022-11-29,5865594000
2022-11-30,5953828000
2022-12-01,6096576000
2022-12-02,5941464000
2022-12-05,5747012000
2022-12-06,5685192000
2022-12-07,5674514000
2022-12-08,5691936000
2022-12-09,5595272000
2022-12-12,5788038000
2022-12-13,5818948000
2022-12-14,5790286000
2022-12-15,5528394000
2022-12-16,5409812000
2022-12-19,5456458000
2022-12-20,5477814000
2022-12-21,5623372000
2022-12-22,5572230000
2022-12-23,5591338000
2022-12-27,5648100000
2022-12-28,5513782000
2022-12-29,5651472000
2022-12-30,5645290000
2023-01-03,5725710000
2023-01-04,5770910000
2023-01-05,5792945000
2023-01-06,5891255000
2023-01-09,5932500000
2023-01-10,5974310000
2023-01-11,5974310000
2023-01-12,6101435000
2023-01-13,6085615000
2023-01-17,6124600000
2023-01-18,6067535000
2023-01-19,5971485000
2023-01-20,6114430000
2023-01-23,6224040000
2023-01-24,6525750000
2023-01-25,6541570000
2023-01-26,6607110000
2023-01-27,6405970000
2023-01-30,6435350000
2023-01-31,6548915000
2023-02-01,6613890000
2023-02-02,6687340000
2023-02-03,6741015000
2023-02-06,6763615000
2023-02-07,6789605000
2023-02-08,6755140000
2023-02-09,6681125000
2023-02-10,6721240000
2023-02-13,6815595000
2023-02-14,6816725000
2023-02-15,6818985000
2023-02-16,6780000000
2023-02-17,6802035000
2023-02-21,6609935000
2023-02-22,6643270000
2023-02-23,6678865000
2023-02-24,6670955000
2023-02-27,6718415000
2023-02-28,6767570000
2023-03-01,6833110000
2023-03-02,6915035000
2023-03-03,6969840000
2023-03-06,6874920000
2023-03-07,6730845000
2023-03-08,6749490000
2023-03-09,6638750000
2023-03-10,6251160000
2023-03-13,6292405000
2023-03-14,6614455000
2023-03-15,6265850000
2023-03-16,6321785000
