,KEY
2000-11-01,10467750000
2000-11-02,10518750000
2000-11-03,10731250000
2000-11-06,10731250000
2000-11-07,10625000000
2000-11-08,10599500000
2000-11-09,10518750000
2000-11-10,10361500000
2000-11-13,10200000000
2000-11-14,10149000000
2000-11-15,9588000000
2000-11-16,9800500000
2000-11-17,9617750000
2000-11-20,9694250000
2000-11-21,9749500000
2000-11-22,9668750000
2000-11-24,9749500000
2000-11-27,9724000000
2000-11-28,9855750000
2000-11-29,10387000000
2000-11-30,10599500000
2000-12-01,10650500000
2000-12-04,10650500000
2000-12-05,11024500000
2000-12-06,11024500000
2000-12-07,11105250000
2000-12-08,11449500000
2000-12-11,11606750000
2000-12-12,11475000000
2000-12-13,11368750000
2000-12-14,11130750000
2000-12-15,11156250000
2000-12-18,11849000000
2000-12-19,11687500000
2000-12-20,11742750000
2000-12-21,11636500000
2000-12-22,11793750000
2000-12-26,11874500000
2000-12-27,12006250000
2000-12-28,11980750000
2000-12-29,11900000000
2001-01-02,11503771120
2001-01-03,11953236560
2001-01-04,12059242560
2001-01-05,11660660000
2001-01-08,11368083440
2001-01-09,11397765120
2001-01-10,11715783120
2001-01-11,11872672000
2001-01-12,11635218560
2001-01-16,11978678000
2001-01-17,11978678000
2001-01-18,11503771120
2001-01-19,11423206560
2001-01-22,11503771120
2001-01-23,11448648000
2001-01-24,11423206560
2001-01-25,11423206560
2001-01-26,11635218560
2001-01-29,11630978320
2001-01-30,11584335680
2001-01-31,11304479840
2001-02-01,11372323680
2001-02-02,11448648000
2001-02-05,11461368720
2001-02-06,11173032400
2001-02-07,11287518880
2001-02-08,11287518880
2001-02-09,11346882240
2001-02-12,11385044400
2001-02-13,11410485840
2001-02-14,11410485840
2001-02-15,11469849200
2001-02-16,11673380720
2001-02-20,11291759120
2001-02-21,11122149520
2001-02-22,10863494880
2001-02-23,10770209600
2001-02-26,11067026400
2001-02-27,11079747120
2001-02-28,11024624000
2001-03-01,11321440800
2001-03-02,11491050400
2001-03-05,11406245600
2001-03-06,11512251600
2001-03-07,11660660000
2001-03-08,11635218560
2001-03-09,11376563920
2001-03-12,10918618000
2001-03-13,11249356720
2001-03-14,10558197600
2001-03-15,11024624000
2001-03-16,10825332720
2001-03-19,10706606000
2001-03-20,10604840240
2001-03-21,10291062480
2001-03-22,10091771200
2001-03-23,10435230640
2001-03-26,10570918320
2001-03-27,10795651040
2001-03-28,10774449840
2001-03-29,10727807200
2001-03-30,10939819200
2001-04-02,10969355250
2001-04-03,10701810000
2001-04-04,10447005000
2001-04-05,10693316500
2001-04-06,10489472500
2001-04-09,10718797000
2001-04-10,10892913750
2001-04-11,10744277500
2001-04-12,10841952750
2001-04-16,10735784000
2001-04-17,10667836000
2001-04-18,9958628750
2001-04-19,9640122500
2001-04-20,9767525000
2001-04-23,9708070500
2001-04-24,9759031500
2001-04-25,9776018500
2001-04-26,9563681000
2001-04-27,9873693750
2001-04-30,9843966500
2001-05-01,9894927500
2001-05-02,9945888500
2001-05-03,9971369000
2001-05-04,10234667500
2001-05-07,10060550750
2001-05-08,10043563750
2001-05-09,10001096250
2001-05-10,10005343000
2001-05-11,9873693750
2001-05-14,9920408000
2001-05-15,10018083250
2001-05-16,10357823250
2001-05-17,10362070000
2001-05-18,10349329750
2001-05-21,10323849250
2001-05-22,10506459500
2001-05-23,10510706250
2001-05-24,10268641500
2001-05-25,10064797500
2001-05-29,10170966250
2001-05-30,10090278000
2001-05-31,10098771500
2001-06-01,10149732500
2001-06-04,10285628500
2001-06-05,10425771250
2001-06-06,10332342750
2001-06-07,10472485500
2001-06-08,10451251750
2001-06-11,10336589500
2001-06-12,10209187000
2001-06-13,10192200000
2001-06-14,10107265000
2001-06-15,10141239000
2001-06-18,10136992250
2001-06-19,10272888250
2001-06-20,10345083000
2001-06-21,10650849000
2001-06-22,10621121750
2001-06-25,10587147750
2001-06-26,10744277500
2001-06-27,10960861750
2001-06-28,11041550000
2001-06-29,11062783750
2001-07-02,11104324280
2001-07-03,11049100020
2001-07-05,10947147540
2001-07-06,10896171300
2001-07-09,10947147540
2001-07-10,10789970800
2001-07-11,10887675260
2001-07-12,11155300520
2001-07-13,11261501020
2001-07-16,11036355960
2001-07-17,11142556460
2001-07-18,11202028740
2001-07-19,11214772800
2001-07-20,11070340120
2001-07-23,11074588140
2001-07-24,10921659420
2001-07-25,11057596060
2001-07-26,11214772800
2001-07-27,11223268840
2001-07-30,11236012900
2001-07-31,11363453500
2001-08-01,11584350540
2001-08-02,11529126280
2001-08-03,11558862420
2001-08-06,11584350540
2001-08-07,11958176300
2001-08-08,11597094600
2001-08-09,11805247580
2001-08-10,11580102520
2001-08-13,11537622320
2001-08-14,11524878260
2001-08-15,11414429740
2001-08-16,11575854500
2001-08-17,11465405980
2001-08-20,11597094600
2001-08-21,11567358460
2001-08-22,11626830740
2001-08-23,11703295100
2001-08-24,11231764880
2001-08-27,11159548540
2001-08-28,10968387640
2001-08-29,10747490600
2001-08-30,10654034160
2001-08-31,10662530200
2001-09-04,10705010400
2001-09-05,10675274260
2001-09-06,10632794060
2001-09-07,10437385140
2001-09-10,10369416820
2001-09-17,10135775720
2001-09-18,10314192560
2001-09-19,10152767800
2001-09-20,9872398480
2001-09-21,9638757380
2001-09-24,9855406400
2001-09-25,9872398480
2001-09-26,10004087100
2001-09-27,10195248000
2001-09-28,10254720280
2001-10-01,10072993980
2001-10-02,10102645350
2001-10-03,10111117170
2001-10-04,9975568050
2001-10-05,9607043880
2001-10-08,9086026950
2001-10-09,9073319220
2001-10-10,9001308750
2001-10-11,9086026950
2001-10-12,8789513250
2001-10-15,8958949650
2001-10-16,9001308750
2001-10-17,8988601020
2001-10-18,8916590550
2001-10-19,8853051900
2001-10-22,9030960120
2001-10-23,9035196030
2001-10-24,9251227440
2001-10-25,9327473820
2001-10-26,9564684780
2001-10-29,9263935170
2001-10-30,9115678320
2001-10-31,9005544660
2001-11-01,9314766090
2001-11-02,9314766090
2001-11-05,9632459340
2001-11-06,9852726660
2001-11-07,9844254840
2001-11-08,9814603470
2001-11-09,9776480280
2001-11-12,9742593000
2001-11-13,9903557580
2001-11-14,9844254840
2001-11-15,9810367560
2001-11-16,9738357090
2001-11-19,9907793490
2001-11-20,9784952100
2001-11-21,9738357090
2001-11-23,9810367560
2001-11-26,9924737130
2001-11-27,9882378030
2001-11-28,9717177540
2001-11-29,9827311200
2001-11-30,9700233900
2001-12-03,9653638890
2001-12-04,9861198480
2001-12-05,9958624410
2001-12-06,10047578520
2001-12-07,10098409440
2001-12-10,10022163060
2001-12-11,10056050340
2001-12-12,9967096230
2001-12-13,9806131650
2001-12-14,9848490750
2001-12-17,9933208950
2001-12-18,10060286250
2001-12-19,10081465800
2001-12-20,10170419910
2001-12-21,10174655820
2001-12-24,10174655820
2001-12-26,10183127640
2001-12-27,10191599460
2001-12-28,10318676760
2001-12-31,10340970700
2002-01-02,10408947500
2002-01-03,10451433000
2002-01-04,10532155450
2002-01-07,10515161250
2002-01-08,10442935900
2002-01-09,10417444600
2002-01-10,10451433000
2002-01-11,10387704750
2002-01-14,10374959100
2002-01-15,10451433000
2002-01-16,10340970700
2002-01-17,10566143850
2002-01-18,10621375000
2002-01-22,10617126450
2002-01-23,10706346000
2002-01-24,10727588750
2002-01-25,10765825700
2002-01-28,10727588750
2002-01-29,10251751150
2002-01-30,10277242450
2002-01-31,10455681550
2002-02-01,10408947500
2002-02-04,10026578000
2002-02-05,9984092500
2002-02-06,9848138900
2002-02-07,9814150500
2002-02-08,9911867150
2002-02-11,10081809150
2002-02-12,10188022900
2002-02-13,10357964900
2002-02-14,10383456200
2002-02-15,10408947500
2002-02-19,10128543200
2002-02-20,10272993900
2002-02-21,10171028700
2002-02-22,10306982300
2002-02-25,10481172850
2002-02-26,10532155450
2002-02-27,10655363400
2002-02-28,10655363400
2002-03-01,10765825700
2002-03-04,10965507550
2002-03-05,10918773500
2002-03-06,11143946650
2002-03-07,11050478550
2002-03-08,11199177800
2002-03-11,11292645900
2002-03-12,11267154600
2002-03-13,11199177800
2002-03-14,11258657500
2002-03-15,11526316150
2002-03-18,11513570500
2002-03-19,11462587900
2002-03-20,11313888650
2002-03-21,11177935050
2002-03-22,11207674900
2002-03-25,11046230000
2002-03-26,11126952450
2002-03-27,11313888650
2002-03-28,11322385750
2002-04-01,11342569040
2002-04-02,11419265600
2002-04-03,11227524200
2002-04-04,11206219600
2002-04-05,11172132240
2002-04-08,11312742600
2002-04-09,11321264440
2002-04-10,11538571360
2002-04-11,11274394320
2002-04-12,11397961000
2002-04-15,11291438000
2002-04-16,11657877120
2002-04-17,11611007000
2002-04-18,11645094360
2002-04-19,11751617360
2002-04-22,11636572520
2002-04-23,11598224240
2002-04-24,11589702400
2002-04-25,11598224240
2002-04-26,11483179400
2002-04-29,11628050680
2002-04-30,11977446120
2002-05-01,12122317400
2002-05-02,12292754200
2002-05-03,12356668000
2002-05-06,12181970280
2002-05-07,12083969120
2002-05-08,12105273720
2002-05-09,11994489800
2002-05-10,11870923120
2002-05-13,11930576000
2002-05-14,12118056480
2002-05-15,12113795560
2002-05-16,12079708200
2002-05-17,12130839240
2002-05-20,11968924280
2002-05-21,11909271400
2002-05-22,11870923120
2002-05-23,12079708200
2002-05-24,11973185200
2002-05-28,11632311600
2002-05-29,11657877120
2002-05-30,11555615040
2002-05-31,11632311600
2002-06-03,11457613880
2002-06-04,11312742600
2002-06-05,11432048360
2002-06-06,11189175920
2002-06-07,11338308120
2002-06-10,11491701240
2002-06-11,11419265600
2002-06-12,11491701240
2002-06-13,11201958680
2002-06-14,11380917320
2002-06-17,11811270240
2002-06-18,11900749560
2002-06-19,11781443800
2002-06-20,11696225400
2002-06-21,11666398960
2002-06-24,11585441480
2002-06-25,11487440320
2002-06-26,11385178240
2002-06-27,11555615040
2002-06-28,11632311600
2002-07-01,11479558820
2002-07-02,11445456900
2002-07-03,11193955240
2002-07-05,11385778540
2002-07-08,11586127320
2002-07-09,11411354980
2002-07-10,11104437700
2002-07-11,10950979060
2002-07-12,10656850000
2002-07-15,10571595200
2002-07-16,10358458200
2002-07-17,10315830800
2002-07-18,9633792400
2002-07-19,9510172940
2002-07-22,9488859240
2002-07-23,9318349640
2002-07-24,9578376780
2002-07-25,9804302000
2002-07-26,10277466140
2002-07-29,11002131940
2002-07-30,10989343720
2002-07-31,11193955240
2002-08-01,11168378800
2002-08-02,10976555500
2002-08-05,10708002880
2002-08-06,10925402620
2002-08-07,11006394680
2002-08-08,11445456900
2002-08-09,11415617720
2002-08-12,11262159080
2002-08-13,11087386740
2002-08-14,11445456900
2002-08-15,11445456900
2002-08-16,11398566760
2002-08-19,11488084300
2002-08-20,11300523740
2002-08-21,11372990320
2002-08-22,11479558820
2002-08-23,11198217980
2002-08-26,11377253060
2002-08-27,11483821560
2002-08-28,11287735520
2002-08-29,11351676620
2002-08-30,11436931420
2002-09-03,11112963180
2002-09-04,11274947300
2002-09-05,11321837440
2002-09-06,11428405940
2002-09-09,11560550880
2002-09-10,11526448960
2002-09-11,11488084300
2002-09-12,11006394680
2002-09-13,11202480720
2002-09-16,11176904280
2002-09-17,11031971120
2002-09-18,10827359600
2002-09-19,10379771900
2002-09-20,10541756020
2002-09-23,10469289440
2002-09-24,10200736820
2002-09-25,10554544240
2002-09-26,10929665360
2002-09-27,10644061780
2002-09-30,10601413020
2002-10-01,10936820160
2002-10-02,10491025860
2002-10-03,9777754980
2002-10-04,9595191600
2002-10-07,9043255800
2002-10-08,9497541420
2002-10-09,9089958060
2002-10-10,9658876500
2002-10-11,10032494580
2002-10-14,10074951180
2002-10-15,10648115280
2002-10-16,10423095300
2002-10-17,10631132640
2002-10-18,10716045840
2002-10-21,10877380920
2002-10-22,10762748100
2002-10-23,10822187340
2002-10-24,10537728120
2002-10-25,10796713380
2002-10-28,10707554520
2002-10-29,10508008500
2002-10-30,10550465100
2002-10-31,10372147380
2002-11-01,10699063200
2002-11-04,10605658680
2002-11-05,10631132640
2002-11-06,10533482460
2002-11-07,10189584000
2002-11-08,10074951180
2002-11-11,9913616100
2002-11-12,10172601360
2002-11-13,10236286260
2002-11-14,10592921700
2002-11-15,10673589240
2002-11-18,10431586620
2002-11-19,10423095300
2002-11-20,10932574500
2002-11-21,10987768080
2002-11-22,11085418260
2002-11-25,11081172600
2002-11-26,10919837520
2002-11-27,11306192580
2002-11-29,11076926940
2002-12-02,10970785440
2002-12-03,10817941680
2002-12-04,10851906960
2002-12-05,10665097920
2002-12-06,10805204700
2002-12-09,10605658680
2002-12-10,10779730740
2002-12-11,10741519800
2002-12-12,10643869620
2002-12-13,10682080560
2002-12-16,11017487700
2002-12-17,10868889600
2002-12-18,10737274140
2002-12-19,10694817540
2002-12-20,10800959040
2002-12-23,10805204700
2002-12-24,10733028480
2002-12-26,10737274140
2002-12-27,10592921700
2002-12-30,10690571880
2002-12-31,10691413500
2003-01-02,11023128000
2003-01-03,10921062000
2003-01-06,11384611750
2003-01-07,11346337000
2003-01-08,11240018250
2003-01-09,11482425000
2003-01-10,11384611750
2003-01-13,11397370000
2003-01-14,11482425000
2003-01-15,10972095000
2003-01-16,10784974000
2003-01-17,10623369500
2003-01-21,10504292500
2003-01-22,10380962750
2003-01-23,10461765000
2003-01-24,10189589000
2003-01-27,10130050500
2003-01-28,10168325250
2003-01-29,10215105500
2003-01-30,9993962500
2003-01-31,10227863750
2003-02-03,10274644000
2003-02-04,10257633000
2003-02-05,10138556000
2003-02-06,10138556000
2003-02-07,10032237250
2003-02-10,10257633000
2003-02-11,10074764750
2003-02-12,9955687750
2003-02-13,10057753750
2003-02-14,10185336250
2003-02-18,10325677000
2003-02-19,10270391250
2003-02-20,10202347250
2003-02-21,10359699000
2003-02-24,10151314250
2003-02-25,10240622000
2003-02-26,10087523000
2003-02-27,10155567000
2003-02-28,10091775750
2003-03-03,10091775750
2003-03-04,9989709750
2003-03-05,10096028500
2003-03-06,9896149250
2003-03-07,9942929500
2003-03-10,9743050250
2003-03-11,9649489750
2003-03-12,9577193000
2003-03-13,9913160250
2003-03-14,9777072250
2003-03-17,10155567000
2003-03-18,10104534000
2003-03-19,10159819750
2003-03-20,10164072500
2003-03-21,10342688000
2003-03-24,9964193250
2003-03-25,10057753750
2003-03-26,10104534000
2003-03-27,9998215250
2003-03-28,9862127250
2003-03-31,9562777920
2003-04-01,9774718920
2003-04-02,9990898740
2003-04-03,9791674200
2003-04-04,9923077620
2003-04-07,9906122340
2003-04-08,9923077620
2003-04-09,9719614260
2003-04-10,9859495320
2003-04-11,9804390660
2003-04-14,10105346880
2003-04-15,10202839740
2003-04-16,9986659920
2003-04-17,9834062400
2003-04-21,9800151840
2003-04-22,9995137560
2003-04-23,10058719860
2003-04-24,10046003400
2003-04-25,9961227000
2003-04-28,10113824520
2003-04-29,10135018620
2003-04-30,10219795020
2003-05-01,10228272660
2003-05-02,10491079500
2003-05-05,10503795960
2003-05-06,10643677020
2003-05-07,10541945340
2003-05-08,10478363040
2003-05-09,10597050000
2003-05-12,10808991000
2003-05-13,10868334480
2003-05-14,10851379200
2003-05-15,10995499080
2003-05-16,10855618020
2003-05-19,10681826400
2003-05-20,10728453420
2003-05-21,10677587580
2003-05-22,10719975780
2003-05-23,10957349700
2003-05-27,11063320200
2003-05-28,11067559020
2003-05-29,10940394420
2003-05-30,11190484800
2003-06-02,11266783560
2003-06-03,11381231700
2003-06-04,11521112760
2003-06-05,11508396300
2003-06-06,11406664620
2003-06-09,11148096600
2003-06-10,11190484800
2003-06-11,11398186980
2003-06-12,11304932940
2003-06-13,11165051880
2003-06-16,11440575180
2003-06-17,11317649400
2003-06-18,11224395360
2003-06-19,11008215540
2003-06-20,11020932000
2003-06-23,10864095660
2003-06-24,10830185100
2003-06-25,10753886340
2003-06-26,10719975780
2003-06-27,10681826400
2003-06-30,10663207170
2003-07-01,10764480210
2003-07-02,10844654700
2003-07-03,10768699920
2003-07-07,10929048900
2003-07-08,10958586870
2003-07-09,10861533540
2003-07-10,10836215280
2003-07-11,10857313830
2003-07-14,11047200780
2003-07-15,10983905130
2003-07-16,10907950350
2003-07-17,10764480210
2003-07-18,11072519040
2003-07-21,10920609480
2003-07-22,11047200780
2003-07-23,11110496430
2003-07-24,11076738750
2003-07-25,11313042510
2003-07-28,11228648310
2003-07-29,11228648310
2003-07-30,11346800190
2003-07-31,11355239610
2003-08-01,11232868020
2003-08-04,11313042510
2003-08-05,11131594980
2003-08-06,11203330050
2003-08-07,11211769470
2003-08-08,11266625700
2003-08-11,11296163670
2003-08-12,11435414100
2003-08-13,11287724250
2003-08-14,11401656420
2003-08-15,11397436710
2003-08-18,11532467430
2003-08-19,11490270330
2003-08-20,11498709750
2003-08-21,11515588590
2003-08-22,11363679030
2003-08-25,11418535260
2003-08-26,11498709750
2003-08-27,11452292940
2003-08-28,11410095840
2003-08-29,11490270330
2003-09-02,11507149170
2003-09-03,11452292940
2003-09-04,11401656420
2003-09-05,11418535260
2003-09-08,11380557870
2003-09-09,11287724250
2003-09-10,10929048900
2003-09-11,10874192670
2003-09-12,10924829190
2003-09-15,10920609480
2003-09-16,11017662810
2003-09-17,10895291220
2003-09-18,11102057010
2003-09-19,11093617590
2003-09-22,10950147450
2003-09-23,10962806580
2003-09-24,10806677310
2003-09-25,10768699920
2003-09-26,10789798470
2003-09-29,10823556150
2003-09-30,10739732410
2003-10-01,11050542030
2003-10-02,10974939690
2003-10-03,10949738910
2003-10-06,11046341900
2003-10-07,11172345800
2003-10-08,11109343850
2003-10-09,11100943590
2003-10-10,11004340600
2003-10-13,11142944890
2003-10-14,11130344500
2003-10-15,11021141120
2003-10-16,11151345150
2003-10-17,11126144370
2003-10-20,11147145020
2003-10-21,11260548530
2003-10-22,11184946190
2003-10-23,11327750610
2003-10-24,11294149570
2003-10-27,11630159970
2003-10-28,11659560880
2003-10-29,11781364650
2003-10-30,11810765560
2003-10-31,11865367250
2003-11-03,12146775960
2003-11-04,12125775310
2003-11-05,12054373100
2003-11-06,12205577780
2003-11-07,12041772710
2003-11-10,11886367900
2003-11-11,11831766210
2003-11-12,11777164520
2003-11-13,11760364000
2003-11-14,11659560880
2003-11-17,11646960490
2003-11-18,11592358800
2003-11-19,11739363350
2003-11-20,11575558280
2003-11-21,11646960490
2003-11-24,11751963740
2003-11-25,11701562180
2003-11-26,11806565430
2003-11-28,11672161270
2003-12-01,11739363350
2003-12-02,11781364650
2003-12-03,11886367900
2003-12-04,11949369850
2003-12-05,11882167770
2003-12-08,12058573230
2003-12-09,11911568680
2003-12-10,11760364000
2003-12-11,11907368550
2003-12-12,11919968940
2003-12-15,11772964390
2003-12-16,11903168420
2003-12-17,11886367900
2003-12-18,11894768160
2003-12-19,11886367900
2003-12-22,11911568680
2003-12-23,11932569330
2003-12-24,11957770110
2003-12-26,11987171020
2003-12-29,12159376350
2003-12-30,12281180120
2003-12-31,12217057600
2004-01-02,12096220400
2004-01-05,12129554800
2004-01-06,12104554000
2004-01-07,12142055200
2004-01-08,12175389600
2004-01-09,12054552400
2004-01-12,12121221200
2004-01-13,12000384000
2004-01-14,12117054400
2004-01-15,12467065600
2004-01-16,12621237200
2004-01-20,12687906000
2004-01-21,12875412000
2004-01-22,12979582000
2004-01-23,12967081600
2004-01-26,13083752000
2004-01-27,13100419200
2004-01-28,12950414400
2004-01-29,12967081600
2004-01-30,12954581200
2004-02-02,13021250000
2004-02-03,12958748000
2004-02-04,12812910000
2004-02-05,12771242000
2004-02-06,13042084000
2004-02-09,13004582800
2004-02-10,13104586000
2004-02-11,13271258000
2004-02-12,13217089600
2004-02-13,13187922000
2004-02-17,13308759200
2004-02-18,13254590800
2004-02-19,13333760000
2004-02-20,13292092000
2004-02-23,13229590000
2004-02-24,13250424000
2004-02-25,13454597200
2004-02-26,13621269200
2004-02-27,13508765600
2004-03-01,13562933999
2004-03-02,13442096800
2004-03-03,13600435200
2004-03-04,13617102400
2004-03-05,13725439200
2004-03-08,13542100000
2004-03-09,13421262800
2004-03-10,13142087200
2004-03-11,12837910800
2004-03-12,13046250800
2004-03-15,12729574000
2004-03-16,12987915600
2004-03-17,13121253200
2004-03-18,13000416000
2004-03-19,12771242000
2004-03-22,12562902000
2004-03-23,12562902000
2004-03-24,12471232400
2004-03-25,12667072000
2004-03-26,12446231600
2004-03-29,12521234000
2004-03-30,12542068000
2004-03-31,12427744680
2004-04-01,12497494320
2004-04-02,12197981160
2004-04-05,12230804520
2004-04-06,12267730800
2004-04-07,12177466560
2004-04-08,12115922760
2004-04-12,12087202320
2004-04-13,11849232960
2004-04-14,11664601560
2004-04-15,11746659960
2004-04-16,12005143920
2004-04-19,12009246840
2004-04-20,12074893560
2004-04-21,12185672400
2004-04-22,12390818400
2004-04-23,12366200880
2004-04-26,12300554160
2004-04-27,12300554160
2004-04-28,12185672400
2004-04-29,12181569480
2004-04-30,12185672400
2004-05-03,12366200880
2004-05-04,12370303800
2004-05-05,12505700160
2004-05-06,12341583360
2004-05-07,12111819840
2004-05-10,12050276040
2004-05-11,12009246840
2004-05-12,12275936640
2004-05-13,12357995040
2004-05-14,12452362200
2004-05-17,12284142480
2004-05-18,12583655640
2004-05-19,12567243960
2004-05-20,12702640320
2004-05-21,12932403840
2004-05-24,12887271720
2004-05-25,13055491440
2004-05-26,13227814080
2004-05-27,12879065880
2004-05-28,12887271720
2004-06-01,12719052000
2004-06-02,12657508200
2004-06-03,12468773880
2004-06-04,12526214760
2004-06-07,12731360760
2004-06-08,12678022800
2004-06-09,12468773880
2004-06-10,12559038120
2004-06-14,12321068760
2004-06-15,12394921320
2004-06-16,12308760000
2004-06-17,12308760000
2004-06-18,12288245400
2004-06-21,12304657080
2004-06-22,12427744680
2004-06-23,12452362200
2004-06-24,12390818400
2004-06-25,12308760000
2004-06-28,12271833720
2004-06-29,12132334440
2004-06-30,12170819430
2004-07-01,12081238290
2004-07-02,12109741380
2004-07-06,12044591460
2004-07-07,12162675690
2004-07-08,12024232110
2004-07-09,11975369670
2004-07-12,12069022680
2004-07-13,12032375850
2004-07-14,11914291620
2004-07-15,11991657150
2004-07-16,11845069830
2004-07-19,11971297800
2004-07-20,12105669510
2004-07-21,11987585280
2004-07-22,11963154060
2004-07-23,11942794710
2004-07-26,12052735200
2004-07-27,12248184960
2004-07-28,12252256830
2004-07-29,12402916020
2004-07-30,12288903660
2004-08-02,12419203500
2004-08-03,12337766100
2004-08-04,12378484800
2004-08-05,12240041220
2004-08-06,12113813250
2004-08-09,12113813250
2004-08-10,12211538130
2004-08-11,12419203500
2004-08-12,12394772280
2004-08-13,12329622360
2004-08-16,12463994070
2004-08-17,12529143990
2004-08-18,12663515700
2004-08-19,12610581390
2004-08-20,12724593750
2004-08-23,12753096840
