,CRL
2019-01-30,5925444240
2019-01-31,5969541020
2019-02-01,6015091540
2019-02-04,6173549200
2019-02-05,6125091200
2019-02-06,6129452420
2019-02-07,6075664040
2019-02-08,6078086940
2019-02-11,6109100060
2019-02-12,6260773599
2019-02-13,6741476960
2019-02-14,6769582599
2019-02-15,6825793880
2019-02-19,6838877540
2019-02-20,6865044859
2019-02-21,6899934619
2019-02-22,7010418859
2019-02-25,7041431980
2019-02-26,6818525180
2019-02-27,6908657060
2019-02-28,6889273859
2019-03-01,6982313220
2019-03-04,6842269599
2019-03-05,6821917240
2019-03-06,6688657740
2019-03-07,6710463839
2019-03-08,6684781099
2019-03-11,6801080300
2019-03-12,6807864420
2019-03-13,6857291580
2019-03-14,6832093420
2019-03-15,6952753839
2019-03-18,7021564200
2019-03-19,7065660980
2019-03-20,7032224960
2019-03-21,7110242339
2019-03-22,6834031740
2019-03-25,6897996300
2019-03-26,6939185599
2019-03-27,6844207920
2019-03-28,6945969720
2019-03-29,7038524500
2019-04-01,7096326000
2019-04-02,7197771760
2019-04-03,7245080600
2019-04-04,7017803079
2019-04-05,7018290800
2019-04-08,7062673320
2019-04-09,7028532920
2019-04-10,7082669840
2019-04-11,7033410120
2019-04-12,7042189079
2019-04-15,6986101280
2019-04-16,6730536000
2019-04-17,6511062000
2019-04-18,6591048079
2019-04-22,6521791840
2019-04-23,6634942880
2019-04-24,6681764000
2019-04-25,6828080000
2019-04-26,6961227559
2019-04-29,6950985440
2019-04-30,6851002840
2019-05-01,6699321920
2019-05-02,6814911559
2019-05-03,6945620520
2019-05-06,6941231040
2019-05-07,6548128720
2019-05-08,6646648160
2019-05-09,6666156960
2019-05-10,6659328880
2019-05-13,6395960079
2019-05-14,6421809239
2019-05-15,6419858360
2019-05-16,6446682960
2019-05-17,6295489760
2019-05-20,6278419559
2019-05-21,6342310880
2019-05-22,6313047680
2019-05-23,6264275680
2019-05-24,6335482800
2019-05-28,6229159840
2019-05-29,6121861440
2019-05-30,6131128120
2019-05-31,6118447400
2019-06-03,6018464800
2019-06-04,6170633440
2019-06-05,6222819480
2019-06-06,6220868600
2019-06-07,6256472160
2019-06-10,6369135480
2019-06-11,6404739040
2019-06-12,6479847920
2019-06-13,6436440840
2019-06-14,6311584520
2019-06-17,6378402160
2019-06-18,6474970720
2019-06-19,6703223680
2019-06-20,6788574680
2019-06-21,6743216720
2019-06-24,6686641200
2019-06-25,6539349760
2019-06-26,6683714880
2019-06-27,6833932640
2019-06-28,6920746800
2019-07-01,7013682059
2019-07-02,6901888840
2019-07-03,6950218660
2019-07-05,6953635920
2019-07-08,6850629940
2019-07-09,6807181920
2019-07-10,6735419460
2019-07-11,6664145180
2019-07-12,6584083660
2019-07-15,6645106160
2019-07-16,6600193599
2019-07-17,6601658139
2019-07-18,6700270500
2019-07-19,6621673519
2019-07-22,6661704280
2019-07-23,6709057740
2019-07-24,6826709120
2019-07-25,6760316639
2019-07-26,6831102740
2019-07-29,6824268220
2019-07-30,6888707980
2019-07-31,6567973720
2019-08-01,6537218380
2019-08-02,6498652160
2019-08-05,6175965180
2019-08-06,6432259680
2019-08-07,6442999639
2019-08-08,6580666400
2019-08-09,6473266800
2019-08-12,6338040940
2019-08-13,6386370760
2019-08-14,6176941540
2019-08-15,6230641340
2019-08-16,6338529120
2019-08-19,6381977139
2019-08-20,6318513740
2019-08-21,6331206420
2019-08-22,6297522000
2019-08-23,6105667260
2019-08-26,6162296140
2019-08-27,6195492380
2019-08-28,6312655580
2019-08-29,6396622540
2019-08-30,6404921599
2019-09-03,6384906220
2019-09-04,6429818780
2019-09-05,6516226639
2019-09-06,6574320059
2019-09-09,6333647320
2019-09-10,6330718240
2019-09-11,6365379019
2019-09-12,6433724220
2019-09-13,6456180500
2019-09-16,6556257400
2019-09-17,6558698300
2019-09-18,6630460760
2019-09-19,6734931280
2019-09-20,6768127519
2019-09-23,6736884000
2019-09-24,6687577820
2019-09-25,6646570700
2019-09-26,6601658139
2019-09-27,6474243160
2019-09-30,6469583750
2019-10-01,6263820000
2019-10-02,6185131250
2019-10-03,6309273750
2019-10-04,6440747500
2019-10-07,6445635000
2019-10-08,6328334999
2019-10-09,6421686249
2019-10-10,6393338750
2019-10-11,6505751250
2019-10-14,6544362500
2019-10-15,6552671250
2019-10-16,6586395000
2019-10-17,6650421250
2019-10-18,6562935000
2019-10-21,6288257500
2019-10-22,6176822500
2019-10-23,6160693750
2019-10-24,6237427500
2019-10-25,6307807500
2019-10-28,6411422500
2019-10-29,6472027499
2019-10-30,6478870000
2019-10-31,6352772499
2019-11-01,6486690000
2019-11-04,6444657500
2019-11-05,6381608750
2019-11-06,6292167500
2019-11-07,6225208750
2019-11-08,6378676250
2019-11-11,6451988750
2019-11-12,6603990000
2019-11-13,6701740000
2019-11-14,6724711250
2019-11-15,6797046250
2019-11-18,6692942500
2019-11-19,6757457500
2019-11-20,6819528750
2019-11-21,6845921250
2019-11-22,6880133750
2019-11-25,7077100000
2019-11-26,7113267500
2019-11-27,7178760000
2019-11-29,7099093750
2019-12-02,7072701250
2019-12-03,7024803749
2019-12-04,7105936249
2019-12-05,7072212499
2019-12-06,7146991249
2019-12-09,7072701250
2019-12-10,7146991249
2019-12-11,7147480000
2019-12-12,7188046250
2019-12-13,7127441250
2019-12-16,7219326250
2019-12-17,7277487500
2019-12-18,7220792500
2019-12-19,7301436249
2019-12-20,7412871249
2019-12-23,7396742500
2019-12-24,7395276250
2019-12-26,7424112500
2019-12-27,7425578750
2019-12-30,7468857760
2019-12-31,7514111640
2020-01-02,7569695209
2020-01-03,7511160299
2020-01-06,7548052049
2020-01-07,7609046410
2020-01-08,7620851770
2020-01-09,7725132450
2020-01-10,7766451209
2020-01-13,7825969900
2020-01-14,7851056290
2020-01-15,7813180760
2020-01-16,7868272440
2020-01-17,7859418420
2020-01-21,7771862000
2020-01-22,7812688870
2020-01-23,7707916299
2020-01-24,7639051700
2020-01-27,7603143730
2020-01-28,7719229770
2020-01-29,7757597190
2020-01-30,7718245990
2020-01-31,7603635620
2020-02-03,7639051700
2020-02-04,7710375750
2020-02-05,7762516090
2020-02-06,7824494230
2020-02-07,7672992110
2020-02-10,7759072860
2020-02-11,8525437480
2020-02-12,8427551370
2020-02-13,8475264700
2020-02-14,8680874720
2020-02-18,8653328880
2020-02-19,8772366260
2020-02-20,8629226270
2020-02-21,8541177959
2020-02-24,8239649390
2020-02-25,7991244940
2020-02-26,7921888450
2020-02-27,7791045709
2020-02-28,7652332730
2020-03-02,8081752700
2020-03-03,7944515390
2020-03-04,8263752000
2020-03-05,7950418070
2020-03-06,7628722010
2020-03-09,7024681090
2020-03-10,7247015370
2020-03-11,6719217400
2020-03-12,6104354900
2020-03-13,6341937770
2020-03-16,5148120740
2020-03-17,5509168000
2020-03-18,4864792100
2020-03-19,5349795640
2020-03-20,5203212420
2020-03-23,4943494500
2020-03-24,5416692680
2020-03-25,5870707150
2020-03-26,6395061890
2020-03-27,6209127470
2020-03-30,6441394470
2020-03-31,6254084130
2020-04-01,5927034330
2020-04-02,6024653740
2020-04-03,5888878520
2020-04-06,6581133930
2020-04-07,6606901490
2020-04-08,7008280790
2020-04-09,6885884880
2020-04-13,6918094330
2020-04-14,7065762270
2020-04-15,6909174790
2020-04-16,6915616680
2020-04-17,7184193939
2020-04-20,7148515780
2020-04-21,6692628180
2020-04-22,6794707360
2020-04-23,6711953849
2020-04-24,6786283349
2020-04-27,6948817189
2020-04-28,6934942349
2020-04-29,7232755880
2020-04-30,7168832509
2020-05-01,6867550270
2020-05-04,6855657550
2020-05-05,6988955120
2020-05-06,7118783980
2020-05-07,7758017680
2020-05-08,7906676680
2020-05-11,8138584720
2020-05-12,7976050880
2020-05-13,7972582169
2020-05-14,8077139000
2020-05-15,8414594930
2020-05-18,8512214340
2020-05-19,8418063640
2020-05-20,8714390580
2020-05-21,8683172190
2020-05-22,8602896330
2020-05-26,8492393140
2020-05-27,8650962740
2020-05-28,8727769890
2020-05-29,8902691980
2020-06-01,8910620460
2020-06-02,9085542550
2020-06-03,9401195160
2020-06-04,9089506790
2020-06-05,8841741790
2020-06-08,9169287120
2020-06-09,8935892490
2020-06-10,9004275630
2020-06-11,8646007440
2020-06-12,8899718800
2020-06-15,8906656220
2020-06-16,8934901430
2020-06-17,8827866950
2020-06-18,8848183680
2020-06-19,8780296070
2020-06-22,8671279470
2020-06-23,8672270530
2020-06-24,8455723919
2020-06-25,8602400800
2020-06-26,8423018939
2020-06-29,8399807000
2020-06-30,8665718050
2020-07-01,8725858680
2020-07-02,8793454760
2020-07-06,9036005400
2020-07-07,9016621230
2020-07-08,9199528270
2020-07-09,9201516390
2020-07-10,9008668750
2020-07-13,8971888530
2020-07-14,9316827350
2020-07-15,9615045350
2020-07-16,9478362100
2020-07-17,9754710780
2020-07-20,9838211820
2020-07-21,9842188060
2020-07-22,9849146480
2020-07-23,9851134600
2020-07-24,9584229490
2020-07-27,9937120790
2020-07-28,9809881110
2020-07-29,9919724740
2020-07-30,10005710930
2020-07-31,9890399970
2020-08-03,10316851710
2020-08-04,10135435760
2020-08-05,10833762910
2020-08-06,10825313400
2020-08-07,11014184800
2020-08-10,10873028280
2020-08-11,10449558720
2020-08-12,10917263950
2020-08-13,10803444080
2020-08-14,10660796470
2020-08-17,10857620350
2020-08-18,10793006450
2020-08-19,10691115300
2020-08-20,10671731130
2020-08-21,10754238110
2020-08-24,10706523230
2020-08-25,10788533180
2020-08-26,10865075800
2020-08-27,10793006450
2020-08-28,10808414380
2020-08-31,10882471850
2020-09-01,10738333150
2020-09-02,10940127330
2020-09-03,10333750730
2020-09-04,10171221920
2020-09-08,10087223850
2020-09-09,10432162670
2020-09-10,10684156880
2020-09-11,10810899530
2020-09-14,10935157030
2020-09-15,11198085900
2020-09-16,11033071940
2020-09-17,10842709450
2020-09-18,10915275830
2020-09-21,10831774790
2020-09-22,10801952990
2020-09-23,10564372650
2020-09-24,10528586490
2020-09-25,10774119310
2020-09-28,11116038680
2020-09-29,11091659220
2020-09-30,11266793300
2020-10-01,11466306840
2020-10-02,11387197980
2020-10-05,11690697380
2020-10-06,11611588520
2020-10-07,11809111900
2020-10-08,11766323460
2020-10-09,12068827780
2020-10-12,12103655580
2020-10-13,12188734920
2020-10-14,12171818560
2020-10-15,12047931100
2020-10-16,11955388660
2020-10-19,11599150020
2020-10-20,11619051620
2020-10-21,11398143860
2020-10-22,11638953220
2020-10-23,11583228740
2020-10-26,11452375720
2020-10-27,11406602040
2020-10-28,11045388000
2020-10-29,11390680760
2020-10-30,11328985800
2020-11-02,11583726280
2020-11-03,11814087300
2020-11-04,12402179580
2020-11-05,12517111320
2020-11-06,12471337640
2020-11-09,11804634040
2020-11-10,11380729960
2020-11-11,11725027640
2020-11-12,11814584840
2020-11-13,11891703540
2020-11-16,11841452000
2020-11-17,11740948920
2020-11-18,11647908940
2020-11-19,11615568840
2020-11-20,11569795160
2020-11-23,11543425540
2020-11-24,11178728720
2020-11-25,11261817900
2020-11-27,11451380640
2020-11-30,11668308080
2020-12-01,11804634040
2020-12-02,11715076840
2020-12-03,11691692460
2020-12-04,11812594680
2020-12-07,11760352980
2020-12-08,12044945860
2020-12-09,11957876360
2020-12-10,11929516580
2020-12-11,11755377580
2020-12-14,11944442780
2020-12-15,12094202320
2020-12-16,11948920640
2020-12-17,12292223240
2020-12-18,12387253380
2020-12-21,12474322880
2020-12-22,12568855480
2020-12-23,12528057200
2020-12-24,12523579340
2020-12-28,12353556600
2020-12-29,12427027200
2020-12-30,12424528200
2020-12-31,12488002800
2021-01-04,12478506600
2021-01-05,12624448200
2021-01-06,12732904800
2021-01-07,13152736800
2021-01-08,13545079800
2021-01-11,13809973800
2021-01-12,13406635200
2021-01-13,13369150200
2021-01-14,13340161800
2021-01-15,13680525600
2021-01-19,13938922200
2021-01-20,14141341200
2021-01-21,14056375200
2021-01-22,14003396400
2021-01-25,13671529200
2021-01-26,13268690400
2021-01-27,12638442600
2021-01-28,13038782400
2021-01-29,12947319000
2021-02-01,13294680000
2021-02-02,13614551999
2021-02-03,13387143000
2021-02-04,13492600799
2021-02-05,13782484800
2021-02-08,13826966999
2021-02-09,13886943000
2021-02-10,14021889000
2021-02-11,14456715000
2021-02-12,14634144000
2021-02-16,14331265200
2021-02-17,14968010400
2021-02-18,14619649800
2021-02-19,14471709000
2021-02-22,14173828199
2021-02-23,14143340400
2021-02-24,14405235600
2021-02-25,14003396400
2021-02-26,14301277200
2021-03-01,14474707800
2021-03-02,14367250799
2021-03-03,13907934600
2021-03-04,13402636800
2021-03-05,13685523600
2021-03-08,13543080600
2021-03-09,13916431200
2021-03-10,13823968199
2021-03-11,14244300000
2021-03-12,14333764200
2021-03-15,14598658199
2021-03-16,14420729399
2021-03-17,14629146000
2021-03-18,14408234399
2021-03-19,14328266400
2021-03-22,14400737400
2021-03-23,14009893800
2021-03-24,13804975799
2021-03-25,14091861000
2021-03-26,14396239200
2021-03-29,14231536150
2021-03-30,14483524119
2021-03-31,14577579510
2021-04-01,14795868490
2021-04-05,14982973330
2021-04-06,15199250430
2021-04-07,14914569409
2021-04-08,15350644400
2021-04-09,15411000799
2021-04-12,15352153310
2021-04-13,15583016540
2021-04-14,15550323490
2021-04-15,16113649890
2021-04-16,16265043860
2021-04-19,16325903229
2021-04-20,16214243890
2021-04-21,16297233940
2021-04-22,16482326900
2021-04-23,16816298979
2021-04-26,16921922680
2021-04-27,16817807890
2021-04-28,16839435600
2021-04-29,16792659390
2021-04-30,16721237650
2021-05-03,16696089150
2021-05-04,17048671119
2021-05-05,17363027370
2021-05-06,16942041479
2021-05-07,17229237350
2021-05-10,16742865360
2021-05-11,16120188500
2021-05-12,15932077720
2021-05-13,16145839970
2021-05-14,16551233790
2021-05-17,16231344869
2021-05-18,16079950900
2021-05-19,16044743000
2021-05-20,16432029900
2021-05-21,16458687310
2021-05-24,16656857490
2021-05-25,16573867440
2021-05-26,16321879470
2021-05-27,16708663400
2021-05-28,16999883030
2021-06-01,16743871299
2021-06-02,16573867440
2021-06-03,16683514900
2021-06-04,16942041479
2021-06-07,17113051280
2021-06-08,17252876940
2021-06-09,17398235270
2021-06-10,17844369660
2021-06-11,17709070730
2021-06-14,17872033010
2021-06-15,17823244920
2021-06-16,17750817240
2021-06-17,17995260660
2021-06-18,17790048900
2021-06-21,18136595230
2021-06-22,18308108000
2021-06-23,18456484150
2021-06-24,18447933660
2021-06-25,18504266300
2021-06-28,18458575500
2021-06-29,18740451250
2021-06-30,18653216000
2021-07-01,18790372000
2021-07-02,18870043500
2021-07-06,19032916250
2021-07-07,19321851500
2021-07-08,19121160000
2021-07-09,19408078250
2021-07-12,19369755250
2021-07-13,19317313250
2021-07-14,19276973250
2021-07-15,19269913750
2021-07-16,19387908250
2021-07-19,19075777500
2021-07-20,19437829000
2021-07-21,19452452250
2021-07-22,19829631250
2021-07-23,19984436000
2021-07-26,19830639750
2021-07-27,19804418750
2021-07-28,20150838500
2021-07-29,20448346000
2021-07-30,20518941000
2021-08-02,20452380000
2021-08-03,20736777000
2021-08-04,20992431750
2021-08-05,20672737250
2021-08-06,20594074250
2021-08-09,20644499250
2021-08-10,20537598250
2021-08-11,20132685500
2021-08-12,20562306500
2021-08-13,20735768500
2021-08-16,20978312750
2021-08-17,21049916250
2021-08-18,20980834000
2021-08-19,21195140250
2021-08-20,21418018750
2021-08-23,21471469250
2021-08-24,21557191750
2021-08-25,21828478250
2021-08-26,22068501250
2021-08-27,22023118750
2021-08-30,22422989000
2021-08-31,22381640500
2021-09-01,22378110750
2021-09-02,22642842000
2021-09-03,22668558750
2021-09-07,22649397250
2021-09-08,22464337500
2021-09-09,22338275000
2021-09-10,22237425000
2021-09-13,21744268500
2021-09-14,21997402000
2021-09-15,22176410750
2021-09-16,22045305750
2021-09-17,22209691250
2021-09-20,21836546250
2021-09-21,22184478750
2021-09-22,22506694500
2021-09-23,22945392000
2021-09-24,23109777500
2021-09-27,21827193370
2021-09-28,21082241410
2021-09-29,21353775390
2021-09-30,20827867570
2021-10-01,21030760990
2021-10-04,20110674660
2021-10-05,20257040560
2021-10-06,20583083220
2021-10-07,21024704470
2021-10-08,20650714360
2021-10-11,20580054960
2021-10-12,20593682130
2021-10-13,20331232930
2021-10-14,20483150640
2021-10-15,20367067340
2021-10-18,20895498710
2021-10-19,20820296920
2021-10-20,21269993530
2021-10-21,21057005910
2021-10-22,21228607310
2021-10-25,21390619220
2021-10-26,21693949930
2021-10-27,21706062970
2021-10-28,22145665380
2021-10-29,22645328280
2021-11-01,22220867170
2021-11-02,21800948450
2021-11-03,19573158510
2021-11-04,19140622040
2021-11-05,18938233330
2021-11-08,18869088060
2021-11-09,19353104950
2021-11-10,19562559600
2021-11-11,19686718260
2021-11-12,19477263610
2021-11-15,19408118340
2021-11-16,19921408410
2021-11-17,19840150100
2021-11-18,19558017210
2021-11-19,19172923480
2021-11-22,18919054350
2021-11-23,18673260580
2021-11-24,19053307210
2021-11-26,18940756880
2021-11-29,18942271010
2021-11-30,18465824770
2021-12-01,18227601650
2021-12-02,18470367160
2021-12-03,18037325980
2021-12-06,17734499980
2021-12-07,18510239250
2021-12-08,18470367160
2021-12-09,18020670550
2021-12-10,18055495540
2021-12-13,18221545130
2021-12-14,17844526760
2021-12-15,18316935320
2021-12-16,18213974480
2021-12-17,18318449450
2021-12-20,18076693360
2021-12-21,18221545130
2021-12-22,18652062760
2021-12-23,18633893200
2021-12-27,19007217600
2021-12-28,18836054400
2021-12-29,18909988800
2021-12-30,19034563200
2021-12-31,19080139200
2022-01-03,18337250400
2022-01-04,17611072800
2022-01-05,16980604800
2022-01-06,16910721600
2022-01-07,16644355200
2022-01-10,16919330400
2022-01-11,18126588000
2022-01-12,18223310400
2022-01-13,17817684000
2022-01-14,17977706400
2022-01-18,17229247200
2022-01-19,17049475200
2022-01-20,16817544000
2022-01-21,16440782400
2022-01-24,16715757599
2022-01-25,16095924000
2022-01-26,15742963200
2022-01-27,15811833600
2022-01-28,16292407200
2022-01-31,16699046400
2022-02-01,16989213600
2022-02-02,17373571200
2022-02-03,17068212000
2022-02-04,16997315999
2022-02-07,16952752800
2022-02-08,17068212000
2022-02-09,17570054400
2022-02-10,17197344000
2022-02-11,16759814399
2022-02-14,16581561600
2022-02-15,15831583200
2022-02-16,15459379199
2022-02-17,14768143200
2022-02-18,14868410400
2022-02-22,14664331200
2022-02-23,14359984800
2022-02-24,14687119199
2022-02-25,14997542400
2022-02-28,14744342400
2022-03-01,14404041600
2022-03-02,14533173600
2022-03-03,14389355999
2022-03-04,14077920000
2022-03-07,13494040800
2022-03-08,12997262400
2022-03-09,13596333600
2022-03-10,13499104800
2022-03-11,13143105600
2022-03-14,12939026400
2022-03-15,13127407200
2022-03-16,13711792800
2022-03-17,14265288000
2022-03-18,14522032800
2022-03-21,14513930400
2022-03-22,14958043200
2022-03-23,14113874399
2022-03-24,14232372000
2022-03-25,14133624000
2022-03-28,14366645640
2022-03-29,14786951850
2022-03-30,14731554780
2022-03-31,14432207310
2022-04-01,14670567180
2022-04-04,14599923210
2022-04-05,14670567180
2022-04-06,14536394460
2022-04-07,15349562460
2022-04-08,15368875199
2022-04-11,14772721410
2022-04-12,14568412949
2022-04-13,14729521860
2022-04-14,14465750490
2022-04-18,14089660290
2022-04-19,14664976650
2022-04-20,15086807550
2022-04-21,14840316000
2022-04-22,13876203689
2022-04-25,12875498820
2022-04-26,11774164410
2022-04-27,12144155850
2022-04-28,12307805910
2022-04-29,12274262730
2022-05-02,12496359240
2022-05-03,12766229370
2022-05-04,13087430730
2022-05-05,12613760370
2022-05-06,12297133080
2022-05-09,11630843550
2022-05-10,11651172750
2022-05-11,11298461130
2022-05-12,11522082330
2022-05-13,11984571630
2022-05-16,11750277600
2022-05-17,12004900830
2022-05-18,11436191460
2022-05-19,11779246710
2022-05-20,11823462720
2022-05-23,11752310520
2022-05-24,11351317050
2022-05-25,11357924040
2022-05-26,11699962830
2022-05-27,12421649430
2022-05-31,11896647840
2022-06-01,11673534870
2022-06-02,12464340750
2022-06-03,12348972540
2022-06-06,12452651460
2022-06-07,12563953830
2022-06-08,12039968700
2022-06-09,11471259330
2022-06-10,11155648500
2022-06-13,10707389640
2022-06-14,10647418500
2022-06-15,10819708470
2022-06-16,10424305530
2022-06-17,10374498990
2022-06-21,10600661340
2022-06-22,10663681860
2022-06-23,11210537340
2022-06-24,11502261360
2022-06-27,11470676300
2022-06-28,11064225000
2022-06-29,11163930200
2022-06-30,10884653900
2022-07-01,11131882100
2022-07-05,11329766400
2022-07-06,11497128700
2022-07-07,11671104100
2022-07-08,11772335400
2022-07-11,11423367200
2022-07-12,11065242400
2022-07-13,10906019300
2022-07-14,10704574100
2022-07-15,11178682500
2022-07-18,10814962000
2022-07-19,11497128700
2022-07-20,11711291400
2022-07-21,12109094800
2022-07-22,12056698700
2022-07-25,11970728400
2022-07-26,11838975100
2022-07-27,12074503200
2022-07-28,12504354700
2022-07-29,12744969800
2022-08-01,12701221600
2022-08-02,12394984200
2022-08-03,11261600600
2022-08-04,11580046800
2022-08-05,11363340600
2022-08-08,11225991600
2022-08-09,10910597600
2022-08-10,11523072400
2022-08-11,11520528900
2022-08-12,11853218700
2022-08-15,11796244300
2022-08-16,11604464400
2022-08-17,11193943500
2022-08-18,11199030500
2022-08-19,11068803300
2022-08-22,10779353000
2022-08-23,10723904700
2022-08-24,10669473800
2022-08-25,10878549500
2022-08-26,10418684700
2022-08-29,10358149400
2022-08-30,10450732800
2022-08-31,10441067500
2022-09-01,10338818800
2022-09-02,10186208800
2022-09-06,10182139200
2022-09-07,10600799300
2022-09-08,10866849400
2022-09-09,11101868800
2022-09-12,11361814500
2022-09-13,10858710200
2022-09-14,10292018400
2022-09-15,10357640700
2022-09-16,10159247700
2022-09-19,10166369500
2022-09-20,9877936600
2022-09-21,9706504700
2022-09-22,9402302100
2022-09-23,9538633700
2022-09-26,9425754960
2022-09-27,9287290640
2022-09-28,9540802520
2022-09-29,9672649060
2022-09-30,10018300800
2022-10-03,10374133740
2022-10-04,10849595780
2022-10-05,10966679580
2022-10-06,10731493860
2022-10-07,10452528980
2022-10-10,10250432160
2022-10-11,10034081660
2022-10-12,10047317220
2022-10-13,10166946320
2022-10-14,10039681320
2022-10-17,10465764540
2022-10-18,10479509160
2022-10-19,10160837600
2022-10-20,10155237940
2022-10-21,10190363080
2022-10-24,10224470100
2022-10-25,11154522720
2022-10-26,11259389080
2022-10-27,10637826820
2022-10-28,10917809820
2022-10-31,10804798500
2022-11-01,10552304740
2022-11-02,10982969500
2022-11-03,11054746960
2022-11-04,11216628040
2022-11-07,11506283180
2022-11-08,11325566880
2022-11-09,11254807540
2022-11-10,12100356200
2022-11-11,12537129680
2022-11-14,12369648940
2022-11-15,12730063420
2022-11-16,12186387340
2022-11-17,12091702180
2022-11-18,12326887900
2022-11-21,12260201040
2022-11-22,12325869780
2022-11-23,12272418480
2022-11-25,12366085520
2022-11-28,12070321660
2022-11-29,12191987000
2022-11-30,11635584420
2022-12-01,11514937200
2022-12-02,11334729960
2022-12-05,10950389660
2022-12-06,10751856260
2022-12-07,10842468940
2022-12-08,10693823420
2022-12-09,10698914020
2022-12-12,10279957640
2022-12-13,10670406660
2022-12-14,10910682980
2022-12-15,11122961000
2022-12-16,10966170520
2022-12-19,11022676180
2022-12-20,10843487060
2022-12-21,11215100860
2022-12-22,11115834160
2022-12-23,11122961000
2022-12-27,11144341520
2022-12-28,10946826240
2022-12-29,11380036300
2022-12-30,11092417400
2023-01-03,11159584800
2023-01-04,11339957210
2023-01-05,11245427760
2023-01-06,11233164480
2023-01-09,11637341750
2023-01-10,11963340610
2023-01-11,12617893180
2023-01-12,11867278250
2023-01-13,11886184140
2023-01-17,12085973410
2023-01-18,11983779410
2023-01-19,11932682410
2023-01-20,12425257490
2023-01-23,12904547350
2023-01-24,12583147220
2023-01-25,12310289240
2023-01-26,12482486130
2023-01-27,12523363730
2023-01-30,12251527690
2023-01-31,12429345250
2023-02-01,12682786370
2023-02-02,13281132240
2023-02-03,12792133950
2023-02-06,12616360270
2023-02-07,12909146080
2023-02-08,13174850479
2023-02-09,12765052540
2023-02-10,12541247680
2023-02-13,12953089500
2023-02-14,12863158780
2023-02-15,12852428410
2023-02-16,12991412250
2023-02-17,12761986720
2023-02-21,12447229200
2023-02-22,11194841730
2023-02-23,11613326160
2023-02-24,11231631570
2023-02-27,11326161020
2023-02-28,11207615980
2023-03-01,11390543240
2023-03-02,11564784010
2023-03-03,11854504000
2023-03-06,11523395440
2023-03-07,11298568640
2023-03-08,11179512630
2023-03-09,10981767240
2023-03-10,10349186380
2023-03-13,10322615940
2023-03-14,10475906940
2023-03-15,9958805300
2023-03-16,9890335320
2023-03-17,9857633240
2023-03-20,9840771230
2023-03-21,10151440990
2023-03-22,10029830130
2023-03-23,9897999870
2023-03-24,9902087630
2023-03-27,10089613620
2023-03-28,9805003330
2023-03-29,10095745260
2023-03-30,10118738910
2023-03-31,10312396540
2023-04-03,10256516160
2023-04-04,10135134240
2023-04-05,10025019840
2023-04-06,10068553440
2023-04-10,10229883840
2023-04-11,10367142720
2023-04-12,10318487520
2023-04-13,10530009600
2023-04-14,10432187040
2023-04-17,10681096800
2023-04-18,10551520320
2023-04-19,10390189920
2023-04-20,10137695040
2023-04-21,10289294400
2023-04-24,10439357280
2023-04-25,9608121600
2023-04-26,9577904160
2023-04-27,9408891360
2023-04-28,9737185920
2023-05-01,9736161600
2023-05-02,9679824000
2023-05-03,9805815360
2023-05-04,9704407680
2023-05-05,9795060000
2023-05-08,9724894080
2023-05-09,9601975680
2023-05-10,9541540800
2023-05-11,10025532000
2023-05-12,9794547840
2023-05-15,9851909760
2023-05-16,9637826880
2023-05-17,10078284480
2023-05-18,10205300160
2023-05-19,10157669280
2023-05-22,10311829440
2023-05-23,10360996800
2023-05-24,10211446080
2023-05-25,9981486240
2023-05-26,9942049920
2023-05-30,10040896800
2023-05-31,9904150080
2023-06-01,10055749440
2023-06-02,10278026880
2023-06-05,10197617760
2023-06-06,10324121280
2023-06-07,10419895200
2023-06-08,10405554720
2023-06-09,10124378880
2023-06-12,10523863680
2023-06-13,10652928000
2023-06-14,10623222720
2023-06-15,10702607520
2023-06-16,10754847840
2023-06-20,10731288480
2023-06-21,10566372960
2023-06-22,10456770720
2023-06-23,10643196960
2023-06-26,10565860800
2023-06-27,10464965280
2023-06-28,10537179840
2023-06-29,10713362880
2023-06-30,10768164000
2023-07-03,10701223610
2023-07-05,10611478360
2023-07-06,10634042880
2023-07-07,10609939870
2023-07-10,10707890400
2023-07-11,10682761730
2023-07-12,10820713000
2023-07-13,10726352280
2023-07-14,10644299480
2023-07-17,10735583220
2023-07-18,10325319220
2023-07-19,10462757660
2023-07-20,10461219170
2023-07-21,10583785540
2023-07-24,10628401750
2023-07-25,10824302810
2023-07-26,10924817490
2023-07-27,10693018330
2023-07-28,10794558670
2023-07-31,10745839820
2023-08-01,10734044730
2023-08-02,10564810830
2023-08-03,10335575820
2023-08-04,10610452700
2023-08-07,10527374240
2023-08-08,10576605920
2023-08-09,11066871400
2023-08-10,11159693630
2023-08-11,10998152180
2023-08-14,11123282700
2023-08-15,10773019810
2023-08-16,10357627510
2023-08-17,10249933210
2023-08-18,10200188700
2023-08-21,10303267530
2023-08-22,10267882260
2023-08-23,10359166000
2023-08-24,10185829460
2023-08-25,10276600370
2023-08-28,10193009080
2023-08-29,10456090870
2023-08-30,10753019440
2023-08-31,10606350060
2023-09-01,10749942460
2023-09-05,10476604070
2023-09-06,10484296520
2023-09-07,10481732370
2023-09-08,10243266420
2023-09-11,10239163780
2023-09-12,10108392130
2023-09-13,10441731630
2023-09-14,10654556080
2023-09-15,10660710040
