,RSG
2013-11-26,12613340000
2013-11-27,12570020000
2013-11-29,12602509999
2013-12-02,12613340000
2013-12-03,12494210000
2013-12-04,12458110000
2013-12-05,12443670000
2013-12-06,12598900000
2013-12-09,12468940000
2013-12-10,12465330000
2013-12-11,12241509999
2013-12-12,12176529999
2013-12-13,12252340000
2013-12-16,12230680000
2013-12-17,12010470000
2013-12-18,11905779999
2013-12-19,11913000000
2013-12-20,12017690000
2013-12-23,12039350000
2013-12-24,12162090000
2013-12-26,12154870000
2013-12-27,12122380000
2013-12-30,12017690000
2013-12-31,11945360000
2014-01-02,11859008000
2014-01-03,11866203999
2014-01-06,11808636000
2014-01-07,11761862000
2014-01-08,11682706000
2014-01-09,11643128000
2014-01-10,11664716000
2014-01-13,11527992000
2014-01-14,11596353999
2014-01-15,11596353999
2014-01-16,11553178000
2014-01-17,11603550000
2014-01-21,11610746000
2014-01-22,11639530000
2014-01-23,11596353999
2014-01-24,11420052000
2014-01-27,11545982000
2014-01-28,11567570000
2014-01-29,11506404000
2014-01-30,11589158000
2014-01-31,11524394000
2014-02-03,11351690000
2014-02-04,11344494000
2014-02-05,11351690000
2014-02-06,11466826000
2014-02-07,12017320000
2014-02-10,11920174000
2014-02-11,12060496000
2014-02-12,12078486000
2014-02-13,12254788000
2014-02-14,12377120000
2014-02-18,12172034000
2014-02-19,12136053999
2014-02-20,12139652000
2014-02-21,12146848000
2014-02-24,12146848000
2014-02-25,12114466000
2014-02-26,12078486000
2014-02-27,12028114000
2014-02-28,12272778000
2014-03-03,12247592000
2014-03-04,12344738000
2014-03-05,12283572000
2014-03-06,12290767999
2014-03-07,12319552000
2014-03-10,12312356000
2014-03-11,12236798000
2014-03-12,12182828000
2014-03-13,12103672000
2014-03-14,11992134000
2014-03-17,12136053999
2014-03-18,12272778000
2014-03-19,12308758000
2014-03-20,12290767999
2014-03-21,12243994000
2014-03-24,12182828000
2014-03-25,12182828000
2014-03-26,12121662000
2014-03-27,12190024000
2014-03-28,12110867999
2014-03-31,12167791999
2014-04-01,12196288000
2014-04-02,12271090000
2014-04-03,12285338000
2014-04-04,12296024000
2014-04-07,12231908000
2014-04-08,12320958000
2014-04-09,12406446000
2014-04-10,12281775999
2014-04-11,12135734000
2014-04-14,12231908000
2014-04-15,12246156000
2014-04-16,12417132000
2014-04-17,12278214000
2014-04-21,12306709999
2014-04-22,12356578000
2014-04-23,12417132000
2014-04-24,12377950000
2014-04-25,12253280000
2014-04-28,12381512000
2014-04-29,12452752000
2014-04-30,12499058000
2014-05-01,12477686000
2014-05-02,12438504000
2014-05-05,12452752000
2014-05-06,12442066000
2014-05-07,12520430000
2014-05-08,12488372000
2014-05-09,12481248000
2014-05-12,12538240000
2014-05-13,12545364000
2014-05-14,12463438000
2014-05-15,12320958000
2014-05-16,12395759999
2014-05-19,12420694000
2014-05-20,12320958000
2014-05-21,12392198000
2014-05-22,12417132000
2014-05-23,12434941999
2014-05-27,12506182000
2014-05-28,12531116000
2014-05-29,12602356000
2014-05-30,12609480000
2014-06-02,12630852000
2014-06-03,12630852000
2014-06-04,12616604000
2014-06-05,12719902000
2014-06-06,12823200000
2014-06-09,12947870000
2014-06-10,13044044000
2014-06-11,13061854000
2014-06-12,13065416000
2014-06-13,13076102000
2014-06-16,13061854000
2014-06-17,13154466000
2014-06-18,13236391999
2014-06-19,13307632000
2014-06-20,13385996000
2014-06-23,13321880000
2014-06-24,13307632000
2014-06-25,13410930000
2014-06-26,13439425999
2014-06-27,13581906000
2014-06-30,13528711000
2014-07-01,13589282000
2014-07-02,13475266000
2014-07-03,13510896000
2014-07-07,13514459000
2014-07-08,13450325000
2014-07-09,13297116000
2014-07-10,13211604000
2014-07-11,13183100000
2014-07-14,13190226000
2014-07-15,13193789000
2014-07-16,13282864000
2014-07-17,13122529000
2014-07-18,13193789000
2014-07-21,13250797000
2014-07-22,13243671000
2014-07-23,13197352000
2014-07-24,13200914999
2014-07-25,13314931000
2014-07-28,13282864000
2014-07-29,13439636000
2014-07-30,13521585000
2014-07-31,13514459000
2014-08-01,13461014000
2014-08-04,13507332999
2014-08-05,13521585000
2014-08-06,13564341000
2014-08-07,13632038000
2014-08-08,13792373000
2014-08-11,13710423999
2014-08-12,13770995000
2014-08-13,13845818000
2014-08-14,13885011000
2014-08-15,13920641000
2014-08-18,13906389000
2014-08-19,13988338000
2014-08-20,14073850000
2014-08-21,14091664999
2014-08-22,14016842000
2014-08-25,14006153000
2014-08-26,14027531000
2014-08-27,14041782999
2014-08-28,13984775000
2014-08-29,14013279000
2014-09-02,13956271000
2014-09-03,13945582000
2014-09-04,13938456000
2014-09-05,13970523000
2014-09-08,13974086000
2014-09-09,13974086000
2014-09-10,13991901000
2014-09-11,13959834000
2014-09-12,13949145000
2014-09-15,13956271000
2014-09-16,14056035000
2014-09-17,13984775000
2014-09-18,13974086000
2014-09-19,13977648999
2014-09-22,13924204000
2014-09-23,13938456000
2014-09-24,14023968000
2014-09-25,13927767000
2014-09-26,13899263000
2014-09-29,13824439999
2014-09-30,13828688000
2014-10-01,13428216000
2014-10-02,13523903999
2014-10-03,13562888000
2014-10-06,13669208000
2014-10-07,13495552000
2014-10-08,13729456000
2014-10-09,13584152000
2014-10-10,13559344000
2014-10-13,13492008000
2014-10-14,13580608000
2014-10-15,13463656000
2014-10-16,13353792000
2014-10-17,13538080000
2014-10-20,13584152000
2014-10-21,13718824000
2014-10-22,13807424000
2014-10-23,13888936000
2014-10-24,13906656000
2014-10-27,13942096000
2014-10-28,13973992000
2014-10-29,13942096000
2014-10-30,14105119999
2014-10-31,13608960000
2014-11-03,13492008000
2014-11-04,13548711999
2014-11-05,13658576000
2014-11-06,13718824000
2014-11-07,13867672000
2014-11-10,14009432000
2014-11-11,13966903999
2014-11-12,14048416000
2014-11-13,14044872000
2014-11-14,14094488000
2014-11-17,14101576000
2014-11-18,14051960000
2014-11-19,13956272000
2014-11-20,13938552000
2014-11-21,13821600000
2014-11-24,13867672000
2014-11-25,13995256000
2014-11-26,14051960000
2014-11-28,14037784000
2014-12-01,13906656000
2014-12-02,13849952000
2014-12-03,13896024000
2014-12-04,13910200000
2014-12-05,14048416000
2014-12-08,13942096000
2014-12-09,13945640000
2014-12-10,13860584000
2014-12-11,13935008000
2014-12-12,13722368000
2014-12-15,13803880000
2014-12-16,13888936000
2014-12-17,13931464000
2014-12-18,14339024000
2014-12-19,14268144000
2014-12-22,14356744000
2014-12-23,14455976000
2014-12-24,14470152000
2014-12-26,14484328000
2014-12-29,14491416000
2014-12-30,14416992000
2014-12-31,14220325000
2015-01-02,14333381000
2015-01-05,14252122000
2015-01-06,14301583999
2015-01-07,14252122000
2015-01-08,14382843000
2015-01-09,14280386000
2015-01-12,14184995000
2015-01-13,14156731000
2015-01-14,14146132000
2015-01-15,14146132000
2015-01-16,14192061000
2015-01-20,14319249000
2015-01-21,14308650000
2015-01-22,14421706000
2015-01-23,14488833000
2015-01-26,14584224000
2015-01-27,14630152999
2015-01-28,14485300000
2015-01-29,14351046000
2015-01-30,14018944000
2015-02-02,14114335000
2015-02-03,14340447000
2015-02-04,14326314999
2015-02-05,14446437000
2015-02-06,14354579000
2015-02-09,14365177999
2015-02-10,14400508000
2015-02-11,14365177999
2015-02-12,14488833000
2015-02-13,13898822000
2015-02-17,14082538000
2015-02-18,14435838000
2015-02-19,14336914000
2015-02-20,14361645000
2015-02-23,14425239000
2015-02-24,14365177999
2015-02-25,14457036000
2015-02-26,14457036000
2015-02-27,14457036000
2015-03-02,14633686000
2015-03-03,14697280000
2015-03-04,14626620000
2015-03-05,14598356000
2015-03-06,14446437000
2015-03-09,14481767000
2015-03-10,14227391000
2015-03-11,14174396000
2015-03-12,14283919000
2015-03-13,14407574000
2015-03-16,14665483000
2015-03-17,14669016000
2015-03-18,14806802999
2015-03-19,14714945000
2015-03-20,14767939999
2015-03-23,14693747000
2015-03-24,14587757000
2015-03-25,14333381000
2015-03-26,14237989999
2015-03-27,14192061000
2015-03-30,14248589000
2015-03-31,14224392000
2015-04-01,14038521000
2015-04-02,14070084000
2015-04-06,14231406000
2015-04-07,14189322000
2015-04-08,14199843000
2015-04-09,14280504000
2015-04-10,14385714000
2015-04-13,14213871000
2015-04-14,14105154000
2015-04-15,14136717000
2015-04-16,14087619000
2015-04-17,13803552000
2015-04-20,13954353000
2015-04-21,13884213000
2015-04-22,13940325000
2015-04-23,14024493000
2015-04-24,14459360999
2015-04-27,14234913000
2015-04-28,14326095000
2015-04-29,14105154000
2015-04-30,14248941000
2015-05-01,14115675000
2015-05-04,14199843000
2015-05-05,13954353000
2015-05-06,13828101000
2015-05-07,13940325000
2015-05-08,14122689000
2015-05-11,14042028000
2015-05-12,14091126000
2015-05-13,14042028000
2015-05-14,14280504000
2015-05-15,14287518000
2015-05-18,14343630000
2015-05-19,14319081000
2015-05-20,14245434000
2015-05-21,14262969000
2015-05-22,14234913000
2015-05-26,13985916000
2015-05-27,14056056000
2015-05-28,14087619000
2015-05-29,14129703000
2015-06-01,14140224000
2015-06-02,14066577000
2015-06-03,14063070000
2015-06-04,14024493000
2015-06-05,13975395000
2015-06-08,14013972000
2015-06-09,14038521000
2015-06-10,14196335999
2015-06-11,14266476000
2015-06-12,14178801000
2015-06-15,14105154000
2015-06-16,14171786999
2015-06-17,14178801000
2015-06-18,14234913000
2015-06-19,14143731000
2015-06-22,14164773000
2015-06-23,14070084000
2015-06-24,13968381000
2015-06-25,13905255000
2015-06-26,13999944000
2015-06-29,13691328000
2015-06-30,13666413000
2015-07-01,13757127000
2015-07-02,13760616000
2015-07-06,13837373999
2015-07-07,13886219999
2015-07-08,13809462000
2015-07-09,13774571999
2015-07-10,13865286000
2015-07-13,13949021999
2015-07-14,14078115000
2015-07-15,14099048999
2015-07-16,14214186000
2015-07-17,14221164000
2015-07-20,14235119999
2015-07-21,14092071000
2015-07-22,14036246999
2015-07-23,14165340000
2015-07-24,14360723999
2015-07-27,14489817000
2015-07-28,14653800000
2015-07-29,14922453000
2015-07-30,14915475000
2015-07-31,14838717000
2015-08-03,14845694999
2015-08-04,14901519000
2015-08-05,15075969000
2015-08-06,14932919999
2015-08-07,14859651000
2015-08-10,14960832000
2015-08-11,14978277000
2015-08-12,14957343000
2015-08-13,14929431000
2015-08-14,15041079000
2015-08-17,15124815000
2015-08-18,15180639000
2015-08-19,14985255000
2015-08-20,14992233000
2015-08-21,14653800000
2015-08-24,14001357000
2015-08-25,13837373999
2015-08-26,14276988000
2015-08-27,14406081000
2015-08-28,14339790000
2015-08-31,14297921999
2015-09-01,13962978000
2015-09-02,14116494000
2015-09-03,14217675000
2015-09-04,13994379000
2015-09-08,14290944000
2015-09-09,14050203000
2015-09-10,14064159000
2015-09-11,14116494000
2015-09-14,14088582000
2015-09-15,14207208000
2015-09-16,14290944000
2015-09-17,14221164000
2015-09-18,14196741000
2015-09-21,14322344999
2015-09-22,14189763000
2015-09-23,14266521000
2015-09-24,14339790000
2015-09-25,14510751000
2015-09-28,14360723999
2015-09-29,14067648000
2015-09-30,14296400000
2015-10-01,14299870000
2015-10-02,14403970000
2015-10-05,14605230000
2015-10-06,14473370000
2015-10-07,14691980000
2015-10-08,14986930000
2015-10-09,15007750000
2015-10-12,15132670000
2015-10-13,15004280000
2015-10-14,14841190000
2015-10-15,14903650000
2015-10-16,14862010000
2015-10-19,15011220000
2015-10-20,15035510000
2015-10-21,14966110000
2015-10-22,15136140000
2015-10-23,15087559999
2015-10-26,15143080000
2015-10-27,15122260000
2015-10-28,15160430000
2015-10-29,15254120000
2015-10-30,15177780000
2015-11-02,15264530000
2015-11-03,15236769999
2015-11-04,15174309999
2015-11-05,15205540000
2015-11-06,15292290000
2015-11-09,15122260000
2015-11-10,15198599999
2015-11-11,15215950000
2015-11-12,15035510000
2015-11-13,14862010000
2015-11-16,15125730000
2015-11-17,15097970000
2015-11-18,15295760000
2015-11-19,15274940000
2015-11-20,15420680000
2015-11-23,15288820000
2015-11-24,15219420000
2015-11-25,15250650000
2015-11-27,15309640000
2015-11-30,15243710000
2015-12-01,15375570000
2015-12-02,15323519999
2015-12-03,15118790000
2015-12-04,15375570000
2015-12-07,15247180000
2015-12-08,15365160000
2015-12-09,15254120000
2015-12-10,15316580000
2015-12-11,14997340000
2015-12-14,14945290000
2015-12-15,15136140000
2015-12-16,15372099999
2015-12-17,15212480000
2015-12-18,15122260000
2015-12-21,15215950000
2015-12-22,15365160000
2015-12-23,15438030000
2015-12-24,15410269999
2015-12-28,15562950000
2015-12-29,15701750000
2015-12-30,15455380000
2015-12-31,15194146000
2016-01-04,14900556000
2016-01-05,15142336000
2016-01-06,15194146000
2016-01-07,15249410000
2016-01-08,15242502000
2016-01-11,15370300000
2016-01-12,15425563999
2016-01-13,15135428000
2016-01-14,15304674000
2016-01-15,14945458000
2016-01-19,15111250000
2016-01-20,14734763999
2016-01-21,14575880000
2016-01-22,14828022000
2016-01-25,14648413999
2016-01-26,14696769999
2016-01-27,14582788000
2016-01-28,14748580000
2016-01-29,15093980000
2016-02-01,15145790000
2016-02-02,15069802000
2016-02-03,15211416000
2016-02-04,15242502000
2016-02-05,15052532000
2016-02-08,14997268000
2016-02-09,15142336000
2016-02-10,15297766000
2016-02-11,15135428000
2016-02-12,15266680000
2016-02-16,15691522000
2016-02-17,15622441999
2016-02-18,15757148000
2016-02-19,15777872000
2016-02-22,15905669999
2016-02-23,15874584000
2016-02-24,15888400000
2016-02-25,15967841999
2016-02-26,15960934000
2016-02-29,15784780000
2016-03-01,16092186000
2016-03-02,16254524000
2016-03-03,16306334000
2016-03-04,16264886000
2016-03-07,16202713999
2016-03-08,16106002000
2016-03-09,16233800000
2016-03-10,16209622000
2016-03-11,16337419999
2016-03-14,16237254000
2016-03-15,16389230000
2016-03-16,16530844000
2016-03-17,16575746000
2016-03-18,16644826000
2016-03-21,16637918000
2016-03-22,16444494000
2016-03-23,16537752000
2016-03-24,16620648000
2016-03-28,16686274000
2016-03-29,16827888000
2016-03-30,16700090000
2016-03-31,16386835000
2016-04-01,16589736000
2016-04-04,15912253000
2016-04-05,15998228000
2016-04-06,15912253000
2016-04-07,15901936000
2016-04-08,15953521000
2016-04-11,15785010000
2016-04-12,15795327000
2016-04-13,15822839000
2016-04-14,15798766000
2016-04-15,15870985000
2016-04-18,15984471999
2016-04-19,15974155000
2016-04-20,15881302000
2016-04-21,15688718000
2016-04-22,15729986000
2016-04-25,15736864000
2016-04-26,15857229000
2016-04-27,15987911000
2016-04-28,16249275000
2016-04-29,16187373000
2016-05-02,16355884000
2016-05-03,16211446000
2016-05-04,16362762000
2016-05-05,16314616000
2016-05-06,16493444000
2016-05-09,16637882000
2016-05-10,16751369000
2016-05-11,16716979000
2016-05-12,16796076000
2016-05-13,16665394000
2016-05-16,16716979000
2016-05-17,16359323000
2016-05-18,16393713000
2016-05-19,16404030000
2016-05-20,16400591000
2016-05-23,16393713000
2016-05-24,16593175000
2016-05-25,16455615000
2016-05-26,16579419000
2016-05-27,16624126000
2016-05-31,16603492000
2016-06-01,16651638000
2016-06-02,16741052000
2016-06-03,16785759000
2016-06-06,16861417000
2016-06-07,16902685000
2016-06-08,17009294000
2016-06-09,17126219999
2016-06-10,17047123000
2016-06-13,17040244999
2016-06-14,17029928000
2016-06-15,16968026000
2016-06-16,17170927000
2016-06-17,16937075000
2016-06-20,17005855000
2016-06-21,17081513000
2016-06-22,17084952000
2016-06-23,17143415000
2016-06-24,17084952000
2016-06-27,16985221000
2016-06-28,17119342000
2016-06-29,17277536000
2016-06-30,17578806000
2016-07-01,17664456000
2016-07-05,17722698000
2016-07-06,17917980000
2016-07-07,17846034000
2016-07-08,18007056000
2016-07-11,18024186000
2016-07-12,17907702000
2016-07-13,17976222000
2016-07-14,17972796000
2016-07-15,17935110000
2016-07-18,17859738000
2016-07-19,17917980000
2016-07-20,17938536000
2016-07-21,17828904000
2016-07-22,17948814000
2016-07-25,17959092000
2016-07-26,17921406000
2016-07-27,17708994000
2016-07-28,17780940000
2016-07-29,17561676000
2016-08-01,17544546000
2016-08-02,17465748000
2016-08-03,17393802000
2016-08-04,17421210000
2016-08-05,17510286000
2016-08-08,17424636000
2016-08-09,17479452000
2016-08-10,17650752000
2016-08-11,17750106000
2016-08-12,17715846000
2016-08-15,17585658000
2016-08-16,17164260000
2016-08-17,17547972000
2016-08-18,17506860000
2016-08-19,17541120000
2016-08-22,17571954000
2016-08-23,17568528000
2016-08-24,17565102000
2016-08-25,17517138000
2016-08-26,17321856000
2016-08-29,17376672000
2016-08-30,17335560000
2016-08-31,17308152000
2016-09-01,17376672000
2016-09-02,17500008000
2016-09-06,17544546000
2016-09-07,17393802000
2016-09-08,17414358000
2016-09-09,16965552000
2016-09-12,17222502000
2016-09-13,17116296000
2016-09-14,17061479999
2016-09-15,17212224000
2016-09-16,17219076000
2016-09-19,17373246000
2016-09-20,17390376000
2016-09-21,17585658000
2016-09-22,17544546000
2016-09-23,17397228000
2016-09-26,17397228000
2016-09-27,17393802000
2016-09-28,17332134000
2016-09-29,17153982000
2016-09-30,17163090000
2016-10-03,17146080000
2016-10-04,16982784000
2016-10-05,16958970000
2016-10-06,16914744000
2016-10-07,16836498000
2016-10-10,16972578000
2016-10-11,16873920000
2016-10-12,16904538000
2016-10-13,16884126000
2016-10-14,16948764000
2016-10-17,17061030000
2016-10-18,17091648000
2016-10-19,17067834000
2016-10-20,17003195999
2016-10-21,16986186000
2016-10-24,17197110000
2016-10-25,17333190000
2016-10-26,17448858000
2016-10-27,17339994000
2016-10-28,17683596000
2016-10-31,17904726000
2016-11-01,17448858000
2016-11-02,17401230000
2016-11-03,17360406000
2016-11-04,17428446000
2016-11-07,17693802000
2016-11-08,17772048000
2016-11-09,17948952000
2016-11-10,17996580000
2016-11-11,18258534000
2016-11-14,18404820000
2016-11-15,18680382000
2016-11-16,18564714000
2016-11-17,18598734000
2016-11-18,18578322000
2016-11-21,18830070000
2016-11-22,18857286000
2016-11-23,18772236000
2016-11-25,18925326000
2016-11-28,19003572000
2016-11-29,19017180000
2016-11-30,18877698000
2016-12-01,18870894000
2016-12-02,18986562000
2016-12-05,18806256000
2016-12-06,18955944000
2016-12-07,19149858000
2016-12-08,19200888000
2016-12-09,19228104000
2016-12-12,19364184000
2016-12-13,19408410000
2016-12-14,19224702000
2016-12-15,19272330000
2016-12-16,19251918000
2016-12-19,19530882000
2016-12-20,19561500000
2016-12-21,19490058000
2016-12-22,19500264000
2016-12-23,19513872000
2016-12-27,19530882000
2016-12-28,19500264000
2016-12-29,19442430000
2016-12-30,19408410000
2017-01-03,19330113000
2017-01-04,19364103000
2017-01-05,19445679000
2017-01-06,19384497000
2017-01-09,19177158000
2017-01-10,19268931000
2017-01-11,19343709000
2017-01-12,19408290000
2017-01-13,19455876000
2017-01-17,19343709000
2017-01-18,19496664000
2017-01-19,19479669000
2017-01-20,19496664000
2017-01-23,19455876000
2017-01-24,19557846000
2017-01-25,19653018000
2017-01-26,19595235000
2017-01-27,19547649000
2017-01-30,19527255000
2017-01-31,19503462000
2017-02-01,19340310000
2017-02-02,19493265000
2017-02-03,19571442000
2017-02-06,19496664000
2017-02-07,19595235000
2017-02-08,19625826000
2017-02-09,19666614000
2017-02-10,19700604000
2017-02-13,19880751000
2017-02-14,19860357000
2017-02-15,20091489000
2017-02-16,20071095000
2017-02-17,20648925000
2017-02-21,20808678000
2017-02-22,20965032000
2017-02-23,20927643000
2017-02-24,20852865000
2017-02-27,20988825000
2017-02-28,21056805000
2017-03-01,21141780000
2017-03-02,21151977000
2017-03-03,21077199000
2017-03-06,21050007000
2017-03-07,21100992000
2017-03-08,21111189000
2017-03-09,21175770000
2017-03-10,21335523000
2017-03-13,21410301000
2017-03-14,21369513000
2017-03-15,21648231000
2017-03-16,21434094000
2017-03-17,21539463000
2017-03-20,21488478000
2017-03-21,21270942000
2017-03-22,21328725000
2017-03-23,21287937000
2017-03-24,21240351000
2017-03-27,21107790000
2017-03-28,21216558000
2017-03-29,21182568000
2017-03-30,21352518000
2017-03-31,21236061000
2017-04-03,21124488000
2017-04-04,21168441000
2017-04-05,21195489000
2017-04-06,21175203000
2017-04-07,21239442000
2017-04-10,21185346000
2017-04-11,21263109000
2017-04-12,21134631000
2017-04-13,21026439000
2017-04-17,21222537000
2017-04-18,21252966000
2017-04-19,21317205000
2017-04-20,21303681000
2017-04-21,21428778000
2017-04-24,21645162000
2017-04-25,21601209000
2017-04-26,21378063000
2017-04-27,21415254000
2017-04-28,21296919000
2017-05-01,21401730000
2017-05-02,21411873000
2017-05-03,21300300000
2017-05-04,21334110000
2017-05-05,21378063000
2017-05-08,21357777000
2017-05-09,21303681000
2017-05-10,21506541000
2017-05-11,21415254000
2017-05-12,21192108000
2017-05-15,21263109000
2017-05-16,21023058000
2017-05-17,20708625000
2017-05-18,20850627000
2017-05-19,20752578000
2017-05-22,20925009000
2017-05-23,21083916000
2017-05-24,21100821000
2017-05-25,21246204000
2017-05-26,21323967000
2017-05-30,21259728000
2017-05-31,21506541000
2017-06-01,21783783000
2017-06-02,21868308000
2017-06-05,21706020000
2017-06-06,21638400000
2017-06-07,21675591000
2017-06-08,21536970000
2017-06-09,21618114000
2017-06-12,21695877000
2017-06-13,21766878000
2017-06-14,21689115000
2017-06-15,21929166000
2017-06-16,21912261000
2017-06-19,22013691000
2017-06-20,21831116999
2017-06-21,21665448000
2017-06-22,21601209000
2017-06-23,21651924000
2017-06-26,21658686000
2017-06-27,21631638000
2017-06-28,21716163000
2017-06-29,21378063000
2017-06-30,21445145000
2017-07-03,21465335000
2017-07-05,21525905000
2017-07-06,21394670000
2017-07-07,21566285000
2017-07-10,21650410000
2017-07-11,21616760000
2017-07-12,21680695000
2017-07-13,21640315000
2017-07-14,21687425000
2017-07-17,21751360000
2017-07-18,21815295000
2017-07-19,21781645000
2017-07-20,21798470000
2017-07-21,21838850000
2017-07-24,21707615000
2017-07-25,21865770000
2017-07-26,21805200000
2017-07-27,22007100000
2017-07-28,21636950000
2017-07-31,21610030000
2017-08-01,21731170000
2017-08-02,21724440000
2017-08-03,21801835000
2017-08-04,21781645000
2017-08-07,21771550000
2017-08-08,21684060000
2017-08-09,21663870000
2017-08-10,21562920000
2017-08-11,21529270000
2017-08-14,21737899999
2017-08-15,21724440000
2017-08-16,21754725000
2017-08-17,21579745000
2017-08-18,21498985000
2017-08-21,21586475000
2017-08-22,21822024999
2017-08-23,21660505000
2017-08-24,21589840000
2017-08-25,21660505000
2017-08-28,21667235000
2017-08-29,21832120000
2017-08-30,21899420000
2017-08-31,21953260000
2017-09-01,21936435000
2017-09-05,21747995000
2017-09-06,21694155000
2017-09-07,21741265000
2017-09-08,22027289999
2017-09-11,22303220000
2017-09-12,22454645000
2017-09-13,22320045000
2017-09-14,22491660000
2017-09-15,22508485000
2017-09-18,22525310000
2017-09-19,22498390000
2017-09-20,22407535000
2017-09-21,22259475000
2017-09-22,22296490000
2017-09-25,22390710000
2017-09-26,22350330000
2017-09-27,22407535000
2017-09-28,22326774999
2017-09-29,22229190000
2017-10-02,22214408999
2017-10-03,22207735000
2017-10-04,21126547000
2017-10-05,21256690000
2017-10-06,21083166000
2017-10-09,21229994000
2017-10-10,21149906000
2017-10-11,21129884000
2017-10-12,21246679000
2017-10-13,21133221000
2017-10-16,20943012000
2017-10-17,21019763000
2017-10-18,21033111000
2017-10-19,21240005000
2017-10-20,21420203000
2017-10-23,21403518000
2017-10-24,21326767000
2017-10-25,21280049000
2017-10-26,21813969000
2017-10-27,21817306000
2017-10-30,21857350000
2017-10-31,21713858999
2017-11-01,21540335000
2017-11-02,21623760000
2017-11-03,21323430000
2017-11-06,21206635000
2017-11-07,21403518000
2017-11-08,21316756000
2017-11-09,21280049000
2017-11-10,21173265000
2017-11-13,21326767000
2017-11-14,21330104000
2017-11-15,21069818000
2017-11-16,21103188000
2017-11-17,20836228000
2017-11-20,20909642000
2017-11-21,21023100000
2017-11-22,20806195000
2017-11-24,20799521000
2017-11-27,20906305000
2017-11-28,21189950000
2017-11-29,21460247000
2017-11-30,21670478000
2017-12-01,21430214000
2017-12-04,21700511000
2017-12-05,21717196000
2017-12-06,21783936000
2017-12-07,21770588000
2017-12-08,21737218000
2017-12-11,21773925000
2017-12-12,21623760000
2017-12-13,21737218000
2017-12-14,21640445000
2017-12-15,22054233000
2017-12-18,22171028000
2017-12-19,21857350000
2017-12-20,22117636000
2017-12-21,22277812000
2017-12-22,22334541000
2017-12-26,22281149000
2017-12-27,22334541000
2017-12-28,22494717000
2017-12-29,22561457000
2018-01-02,22018006000
2018-01-03,22123830000
2018-01-04,22633108000
2018-01-05,22573582000
2018-01-08,22543819000
2018-01-09,22480986000
2018-01-10,22332171000
2018-01-11,22573582000
2018-01-12,22613266000
2018-01-16,22517363000
2018-01-17,22570275000
2018-01-18,22457837000
2018-01-19,22553740000
2018-01-22,22580196000
2018-01-23,22580196000
2018-01-24,22530591000
2018-01-25,22652950000
2018-01-26,22917510000
2018-01-29,22633108000
2018-01-30,22576889000
2018-01-31,22752160000
2018-02-01,22748853000
2018-02-02,22566968000
2018-02-05,21475658000
2018-02-06,21349992000
2018-02-07,21363220000
2018-02-08,20741504000
2018-02-09,20490172000
2018-02-12,20708434000
2018-02-13,20926696000
2018-02-14,21336764000
2018-02-15,21237554000
2018-02-16,21541798000
2018-02-20,21449202000
2018-02-21,21475658000
2018-02-22,21641008000
2018-02-23,21958480000
2018-02-26,22153593000
2018-02-27,22173435000
2018-02-28,22216426000
2018-03-01,22057690000
2018-03-02,22004778000
2018-03-05,22464451000
2018-03-06,22514056000
2018-03-07,22444609000
2018-03-08,22553740000
2018-03-09,22785230000
2018-03-12,22768695000
2018-03-13,22818300000
2018-03-14,22636415000
2018-03-15,22676098999
2018-03-16,22738932000
2018-03-19,22689327000
2018-03-20,22679406000
2018-03-21,22487600000
2018-03-22,22024620000
2018-03-23,21641008000
2018-03-26,22031234000
2018-03-27,21806358000
2018-03-28,21776595000
2018-03-29,21902261000
2018-04-02,21556016000
2018-04-03,21978362000
2018-04-04,22184624000
2018-04-05,22302488000
2018-04-06,21886690000
2018-04-09,21893238000
2018-04-10,22115870000
2018-04-11,21457796000
2018-04-12,21493810000
2018-04-13,21451248000
2018-04-16,21483988000
2018-04-17,21592030000
2018-04-18,21595303999
2018-04-19,21572386000
2018-04-20,21461070000
2018-04-23,21513453999
2018-04-24,21254808000
2018-04-25,21303917999
2018-04-26,21369398000
2018-04-27,21444700000
2018-04-30,21176232000
2018-05-01,21186053999
2018-05-02,21074738000
2018-05-03,22014376000
2018-05-04,22446544000
2018-05-07,22276296000
2018-05-08,22174802000
2018-05-09,22142062000
2018-05-10,22276296000
2018-05-11,22233734000
2018-05-14,22191172000
2018-05-15,22092952000
2018-05-16,21903060000
2018-05-17,21808114000
2018-05-18,21808114000
2018-05-21,22047116000
2018-05-22,21968540000
2018-05-23,22132240000
2018-05-24,22155158000
2018-05-25,22168253999
2018-05-29,21958717999
2018-05-30,22374516000
2018-05-31,22076582000
2018-06-01,22256652000
2018-06-04,22237008000
2018-06-05,22243556000
2018-06-06,22345050000
2018-06-07,22302488000
2018-06-08,22341776000
2018-06-11,22498928000
2018-06-12,22724834000
2018-06-13,22502202000
2018-06-14,22665902000
2018-06-15,22875438000
2018-06-18,22665902000
2018-06-19,22642984000
2018-06-20,22561134000
2018-06-21,22642984000
2018-06-22,22829602000
2018-06-25,22741203999
2018-06-26,22662628000
2018-06-27,22335228000
2018-06-28,22541490000
2018-06-29,22381064000
2018-07-02,22439970000
2018-07-03,22273965000
2018-07-05,22446479999
2018-07-06,22404165000
2018-07-09,22456245000
2018-07-10,22566915000
2018-07-11,22690604999
2018-07-12,22846845000
2018-07-13,22830570000
2018-07-16,22583190000
