,KLAC
2013-11-26,10725382300
2013-11-27,10655488420
2013-11-29,10628862180
2013-12-02,10592251100
2013-12-03,10593915240
2013-12-04,10306019020
2013-12-05,10286049340
2013-12-06,10425837100
2013-12-09,10447470920
2013-12-10,10379241180
2013-12-11,10312675580
2013-12-12,10137940880
2013-12-13,10181208520
2013-12-16,10142933300
2013-12-17,10307683160
2013-12-18,10434157800
2013-12-19,10434157800
2013-12-20,10504051680
2013-12-23,10625533900
2013-12-24,10657152560
2013-12-26,10670465680
2013-12-27,10660480840
2013-12-30,10683778800
2013-12-31,10716668379
2014-01-02,10537115140
2014-01-03,10552077910
2014-01-06,10367537080
2014-01-07,10362549490
2014-01-08,10357561900
2014-01-09,10389149970
2014-01-10,10577015860
2014-01-13,10359224430
2014-01-14,10616916580
2014-01-15,10620241640
2014-01-16,10483914180
2014-01-17,10430713220
2014-01-21,10380837320
2014-01-22,10583665980
2014-01-23,10562053090
2014-01-24,10319323710
2014-01-27,10257810100
2014-01-28,10242847330
2014-01-29,10227884560
2014-01-30,10254485040
2014-01-31,10219571910
2014-02-03,9930291690
2014-02-04,10023393370
2014-02-05,10129795290
2014-02-06,10279422990
2014-02-07,10347586720
2014-02-10,10362549490
2014-02-11,10575353330
2014-02-12,10605278870
2014-02-13,10713343320
2014-02-14,10852995840
2014-02-18,10721655970
2014-02-19,10706693200
2014-02-20,10748256450
2014-02-21,10801457410
2014-02-24,10864633550
2014-02-25,10851333310
2014-02-26,10846345720
2014-02-27,10801457410
2014-02-28,10831382950
2014-03-03,10693392959
2014-03-04,10843020660
2014-03-05,10882921379
2014-03-06,10994310890
2014-03-07,11114013050
2014-03-10,10995973420
2014-03-11,11034211610
2014-03-12,11243690390
2014-03-13,11097387750
2014-03-14,11119000640
2014-03-17,11268628340
2014-03-18,11396643150
2014-03-19,11404955800
2014-03-20,11627734820
2014-03-21,11641035060
2014-03-24,11567883740
2014-03-25,11606121930
2014-03-26,11469794470
2014-03-27,11388330500
2014-03-28,11429893750
2014-03-31,11443361400
2014-04-01,11589010200
2014-04-02,11733003900
2014-04-03,11787622200
2014-04-04,11486394000
2014-04-07,11388743100
2014-04-08,11259645300
2014-04-09,11398673700
2014-04-10,11036206800
2014-04-11,10840905000
2014-04-14,10908764100
2014-04-15,10948486500
2014-04-16,10887247800
2014-04-17,10941866100
2014-04-21,10989864000
2014-04-22,11049447600
2014-04-23,11042827200
2014-04-24,11211647400
2014-04-25,10412234100
2014-04-28,10501609500
2014-04-29,10637327700
2014-04-30,10590984900
2014-05-01,10413889200
2014-05-02,10460232000
2014-05-05,10379132100
2014-05-06,10311273000
2014-05-07,10410579000
2014-05-08,10359270900
2014-05-09,10445336100
2014-05-12,10612501200
2014-05-13,10443681000
2014-05-14,10425474900
2014-05-15,10324513800
2014-05-16,10451956500
2014-05-19,10538021700
2014-05-20,10463542200
2014-05-21,10519815600
2014-05-22,10533056400
2014-05-23,10622431800
2014-05-27,10797872400
2014-05-28,10827664200
2014-05-29,10865731500
2014-05-30,10844215200
2014-06-02,10854145800
2014-06-03,10898833500
2014-06-04,10965037500
2014-06-05,10998139500
2014-06-06,11084204700
2014-06-09,11257990200
2014-06-10,11272886100
2014-06-11,11274541200
2014-06-12,11229853500
2014-06-13,11349020699
2014-06-16,11370537000
2014-06-17,11443361400
2014-06-18,11426810400
2014-06-19,11406949200
2014-06-20,11585700000
2014-06-23,11637008100
2014-06-24,11493014400
2014-06-25,11552598000
2014-06-26,11579079599
2014-06-27,11746244700
2014-06-30,11974340800
2014-07-01,12045224149
2014-07-02,12073247800
2014-07-03,12300733900
2014-07-07,12203475350
2014-07-08,12213366050
2014-07-09,12340296700
2014-07-10,12317218400
2014-07-11,12299085450
2014-07-14,12346890500
2014-07-15,12236444350
2014-07-16,12218311400
2014-07-17,12200178450
2014-07-18,12280952500
2014-07-21,12300733900
2014-07-22,12284249400
2014-07-23,12076544700
2014-07-24,12036981900
2014-07-25,11802902000
2014-07-28,11840816350
2014-07-29,11769933000
2014-07-30,11850707050
2014-07-31,11784769050
2014-08-01,11807847350
2014-08-04,11896863650
2014-08-05,11802902000
2014-08-06,11849058600
2014-08-07,11807847350
2014-08-08,11924887300
2014-08-11,11967747000
2014-08-12,12004012899
2014-08-13,12022145850
2014-08-14,12040278800
2014-08-15,12210069149
2014-08-18,12259522650
2014-08-19,12356781199
2014-08-20,12313921500
2014-08-21,12386453300
2014-08-22,12360078100
2014-08-25,12447445950
2014-08-26,12523274650
2014-08-27,12599103350
2014-08-28,12582618850
2014-08-29,12597454900
2014-09-02,12717791750
2014-09-03,12811753400
2014-09-04,12791972000
2014-09-05,12909011950
2014-09-08,12965059250
2014-09-09,12951871649
2014-09-10,12968356150
2014-09-11,12963410800
2014-09-12,12904066600
2014-09-15,12747463850
2014-09-16,12904066600
2014-09-17,13116716649
2014-09-18,13329366700
2014-09-19,13314530650
2014-09-22,13202436050
2014-09-23,13187600000
2014-09-24,13273319400
2014-09-25,13110122850
2014-09-26,13197490700
2014-09-29,13162873250
2014-09-30,12922756080
2014-10-01,12555315440
2014-10-02,12573359400
2014-10-03,12507745000
2014-10-06,12466736000
2014-10-07,12386358360
2014-10-08,12440490240
2014-10-09,12081251400
2014-10-10,11165930519
2014-10-13,10762401960
2014-10-14,10895271120
2014-10-15,11065868559
2014-10-16,11192176280
2014-10-17,11226623840
2014-10-20,11410344160
2014-10-21,11708889680
2014-10-22,11531730800
2014-10-23,11646556000
2014-10-24,12450332400
2014-10-27,12312542160
2014-10-28,12483139600
2014-10-29,12515946800
2014-10-30,12525788960
2014-10-31,12983449400
2014-11-03,13114678200
2014-11-04,13127801080
2014-11-05,13332846080
2014-11-06,13259029880
2014-11-07,13122880000
2014-11-10,13206538360
2014-11-11,13154046840
2014-11-12,13078590280
2014-11-13,13031019840
2014-11-14,13177011880
2014-11-17,12962124720
2014-11-18,13239345559
2014-11-19,13288556360
2014-11-20,13236064840
2014-11-21,13372214720
2014-11-24,13731453559
2014-11-25,13808550480
2014-11-26,11044543880
2014-11-28,11390659840
2014-12-01,11295518960
2014-12-02,11292238240
2014-12-03,11649836720
2014-12-04,11536651880
2014-12-05,11590783760
2014-12-08,11410344160
2014-12-09,11462835680
2014-12-10,11339808680
2014-12-11,11343089400
2014-12-12,11257790680
2014-12-15,11049464960
2014-12-16,10944481920
2014-12-17,11113439000
2014-12-18,11413624880
2014-12-19,11436589920
2014-12-22,11836837760
2014-12-23,11913934680
2014-12-24,11813872720
2014-12-26,11785986600
2014-12-29,11751539040
2014-12-30,11677722840
2014-12-31,11360828879
2015-01-02,11355982110
2015-01-05,11102334480
2015-01-06,10774369710
2015-01-07,10953700200
2015-01-08,11136261870
2015-01-09,11175036030
2015-01-12,10838993310
2015-01-13,10661278410
2015-01-14,10590192450
2015-01-15,10803450330
2015-01-16,10958546970
2015-01-20,11133030690
2015-01-21,11213810190
2015-01-22,11462611050
2015-01-23,10540109160
2015-01-26,10572420960
2015-01-27,10233147060
2015-01-28,10139442840
2015-01-29,10241225010
2015-01-30,9931031730
2015-02-02,9995655330
2015-02-03,10254149730
2015-02-04,10204066440
2015-02-05,10221837930
2015-02-06,10115208990
2015-02-09,10050585390
2015-02-10,10309079790
2015-02-11,10333313640
2015-02-12,10318773330
2015-02-13,10281614760
2015-02-17,10328466870
2015-02-18,10386628110
2015-02-19,10446404940
2015-02-20,10496488230
2015-02-23,10415708730
2015-02-24,10708130520
2015-02-25,10643506920
2015-02-26,10583730090
2015-02-27,10494872639
2015-03-02,10614426300
2015-03-03,10323620100
2015-03-04,10202450850
2015-03-05,10053816570
2015-03-06,9864792540
2015-03-09,9914875830
2015-03-10,9717773850
2015-03-11,9738776520
2015-03-12,9759779190
2015-03-13,9808246890
2015-03-16,10003733280
2015-03-17,9916491420
2015-03-18,9982730610
2015-03-19,10053816570
2015-03-20,10265458860
2015-03-23,10221837930
2015-03-24,10173370230
2015-03-25,9591757830
2015-03-26,9439892370
2015-03-27,9531981000
2015-03-30,9598220190
2015-03-31,9246834150
2015-04-01,9161171250
2015-04-02,9215107150
2015-04-06,9223038900
2015-04-07,9162757600
2015-04-08,9208761750
2015-04-09,9349946900
2015-04-10,9378501200
2015-04-13,9359465000
2015-04-14,9416573600
2015-04-15,9524445400
2015-04-16,9411814550
2015-04-17,9200830000
2015-04-20,9289665600
2015-04-21,9413400900
2015-04-22,9565690500
2015-04-23,9494304750
2015-04-24,9342015150
2015-04-27,9435609800
2015-04-28,9481613950
2015-04-29,9400710100
2015-04-30,9327738000
2015-05-01,9532377150
2015-05-04,9564104150
2015-05-05,9278561150
2015-05-06,9242075100
2015-05-07,9337256100
2015-05-08,9486373000
2015-05-11,9456232350
2015-05-12,9316633550
2015-05-13,9340428800
2015-05-14,9414987250
2015-05-15,9503822850
2015-05-18,9475268550
2015-05-19,9372155800
2015-05-20,9372155800
2015-05-21,9384846600
2015-05-22,9378501200
2015-05-26,9240488750
2015-05-27,9514927300
2015-05-28,9560931450
2015-05-29,9464164100
2015-06-01,9484786650
2015-06-02,9414987250
2015-06-03,9302356400
2015-06-04,9081853750
2015-06-05,9037435950
2015-06-08,8878800950
2015-06-09,8828037750
2015-06-10,8908941600
2015-06-11,8959704800
2015-06-12,8866110150
2015-06-15,8951773050
2015-06-16,9073922000
2015-06-17,9062817550
2015-06-18,9234143350
2015-06-19,9199243650
2015-06-22,9234143350
2015-06-23,9086612800
2015-06-24,9075508350
2015-06-25,9096130900
2015-06-26,9065990250
2015-06-29,8845487600
2015-06-30,8814852200
2015-07-01,8905807800
2015-07-02,8979513200
2015-07-06,8810147600
2015-07-07,8797602000
2015-07-08,8593736000
2015-07-09,8582758599
2015-07-10,8642350200
2015-07-13,8832102400
2015-07-14,8723896600
2015-07-15,8587463200
2015-07-16,8245595600
2015-07-17,8143662600
2015-07-20,8170322000
2015-07-21,8126412400
2015-07-22,8102889400
2015-07-23,8286368800
2015-07-24,8037025000
2015-07-27,8004092800
2015-07-28,8142094400
2015-07-29,8113866800
2015-07-30,8164049200
2015-07-31,8319301000
2015-08-03,8239322800
2015-08-04,8131117000
2015-08-05,8255004800
2015-08-06,8146799000
2015-08-07,8209527000
2015-08-10,8491803000
2015-08-11,8313028200
2015-08-12,8355369600
2015-08-13,8079366400
2015-08-14,8029184000
2015-08-17,8127980600
2015-08-18,7870795800
2015-08-19,7842568200
2015-08-20,7596360800
2015-08-21,7480314000
2015-08-24,7365835400
2015-08-25,7263902400
2015-08-26,7544610200
2015-08-27,7776703800
2015-08-28,7823749800
2015-08-31,7858250200
2015-09-01,7532064600
2015-09-02,7630861199
2015-09-03,7657520600
2015-09-04,7455222800
2015-09-08,7809636000
2015-09-09,7739067000
2015-09-10,8073093599
2015-09-11,8030752200
2015-09-14,8182867600
2015-09-15,8245595600
2015-09-16,8341255800
2015-09-17,8046434200
2015-09-18,7906864400
2015-09-21,7715544000
2015-09-22,7746908000
2015-09-23,7508541600
2015-09-24,7558724000
2015-09-25,7623020200
2015-09-28,7604201800
2015-09-29,7555587600
2015-09-30,7762600000
2015-10-01,7700499200
2015-10-02,7829358360
2015-10-05,8031185959
2015-10-06,8146072440
2015-10-07,8177122840
2015-10-08,8273379080
2015-10-09,8257853880
2015-10-12,8200410640
2015-10-13,8009450680
2015-10-14,8164702680
2015-10-15,8174017800
2015-10-16,8223698440
2015-10-19,8246986240
2015-10-20,8361872720
2015-10-21,9933022960
2015-10-22,10075854800
2015-10-23,10145718200
2015-10-26,10136403080
2015-10-27,10144165680
2015-10-28,10217134120
2015-10-29,10296312639
2015-10-30,10420514240
2015-11-02,10332020600
2015-11-03,10324258000
2015-11-04,10375491160
2015-11-05,10401884000
2015-11-06,10378596200
2015-11-09,10389463840
2015-11-10,10364623520
2015-11-11,10386358800
2015-11-12,10224896720
2015-11-13,10196951360
2015-11-16,10300970200
2015-11-17,10353755880
2015-11-18,10417409200
2015-11-19,10386358800
2015-11-20,10404989040
2015-11-23,10349098320
2015-11-24,10318047919
2015-11-25,10304075240
2015-11-27,10330468080
2015-11-30,10319600440
2015-12-01,10541610800
2015-12-02,10513665440
2015-12-03,10341335720
2015-12-04,10490377639
2015-12-07,10476404960
2015-12-08,10670469960
2015-12-09,10491930160
2015-12-10,10633209480
2015-12-11,10536953240
2015-12-14,10499692760
2015-12-15,10693757760
2015-12-16,10724808160
2015-12-17,10564898600
2015-12-18,10380148720
2015-12-21,10614579240
2015-12-22,10724808160
2015-12-23,10751201000
2015-12-24,10791566520
2015-12-28,10774488800
2015-12-29,10852114800
2015-12-30,10819511880
2015-12-31,10797101500
2016-01-04,10694346100
2016-01-05,10702130600
2016-01-06,10365840200
2016-01-07,10266198600
2016-01-08,10157215600
2016-01-11,10199251900
2016-01-12,10236617500
2016-01-13,10085598200
2016-01-14,10378295400
2016-01-15,10049789500
2016-01-19,10013980799
2016-01-20,10129191400
2016-01-21,10062244700
2016-01-22,10133862100
2016-01-25,10065358500
2016-01-26,10141646600
2016-01-27,10031106700
2016-01-28,10189910500
2016-01-29,10429673100
2016-02-01,10449912800
2016-02-02,10300450400
2016-02-03,10400092000
2016-02-04,10412547200
2016-02-05,10199251900
2016-02-08,9985956600
2016-02-09,9957932400
2016-02-10,9984399700
2016-02-11,9789787200
2016-02-12,9931465100
2016-02-16,10079370600
2016-02-17,10208593299
2016-02-18,10096496500
2016-02-19,10227276100
2016-02-22,10297336600
2016-02-23,10225719200
2016-02-24,10328474600
2016-02-25,10501290500
2016-02-26,10582249300
2016-02-29,10546440600
2016-03-01,10739496200
2016-03-02,10652309800
2016-03-03,10695903000
2016-03-04,10635183900
2016-03-07,10717699600
2016-03-08,10544883700
2016-03-09,10596261400
2016-03-10,10695903000
2016-03-11,10776861800
2016-03-14,10829796400
2016-03-15,10848479200
2016-03-16,10921653500
2016-03-17,11032193400
2016-03-18,11082014200
2016-03-21,11094469400
2016-03-22,11122493600
2016-03-23,11053990000
2016-03-24,11022852000
2016-03-28,11032193400
2016-03-29,11265728400
2016-03-30,11296866400
2016-03-31,11337390720
2016-04-01,11374761600
2016-04-04,11340504960
2016-04-05,11268877440
2016-04-06,11326490880
2016-04-07,11228392320
2016-04-08,11222163839
2016-04-11,11237735040
2016-04-12,11234620800
2016-04-13,11351404800
2016-04-14,11287562880
2016-04-15,11293791360
2016-04-18,11328048000
2016-04-19,11385661440
2016-04-20,11362304640
2016-04-21,11209706880
2016-04-22,11195692800
2016-04-25,11147422080
2016-04-26,11186350080
2016-04-27,11247077760
2016-04-28,11027523839
2016-04-29,10890497280
2016-05-02,10910739839
2016-05-03,10842226560
2016-05-04,10759699200
2016-05-05,10804855680
2016-05-06,10800184320
2016-05-09,10765927680
2016-05-10,10876483200
2016-05-11,10853126400
2016-05-12,10716099839
2016-05-13,10681843200
2016-05-16,10572844800
2016-05-17,10552602240
2016-05-18,10621115519
2016-05-19,10569730560
2016-05-20,10835998080
2016-05-23,10860912000
2016-05-24,11053994880
2016-05-25,11169221760
2016-05-26,11198807040
2016-05-27,11365418880
2016-05-31,11356076160
2016-06-01,11387218560
2016-06-02,11409018240
2016-06-03,11382547200
2016-06-06,11326490880
2016-06-07,11360747519
2016-06-08,11395004160
2016-06-09,11430817920
2016-06-10,11315591040
2016-06-13,11290677120
2016-06-14,11309362560
2016-06-15,11352961920
2016-06-16,11334276480
2016-06-17,11371647360
2016-06-20,11468188800
2016-06-21,11500888320
2016-06-22,11569401600
2016-06-23,11655043200
2016-06-24,11296905600
2016-06-27,11097594240
2016-06-28,11209706880
2016-06-29,11223720960
2016-06-30,11436449250
2016-07-01,11319352500
2016-07-05,11258462190
2016-07-06,11281881540
2016-07-07,11278758960
2016-07-08,11514513750
2016-07-11,11612875020
2016-07-12,11762758860
2016-07-13,11795545950
2016-07-14,11744023380
2016-07-15,11729971770
2016-07-18,11854874970
2016-07-19,11857997550
2016-07-20,11970410430
2016-07-21,11825210460
2016-07-22,11875171740
2016-07-25,11942307210
2016-07-26,12020371710
2016-07-27,12021933000
2016-07-28,12092191050
2016-07-29,11820526589
2016-08-01,11956358820
2016-08-02,11822087880
2016-08-03,11879855610
2016-08-04,11990707200
2016-08-05,12120294270
2016-08-08,12025055580
2016-08-09,12085945890
2016-08-10,10846281630
2016-08-11,10540268790
2016-08-12,10660488120
2016-08-15,10841597760
2016-08-16,10802565510
2016-08-17,10872823560
2016-08-18,10886875170
2016-08-19,11077352550
2016-08-22,11010217080
2016-08-23,10624578450
2016-08-24,10487184930
2016-08-25,10507481700
2016-08-26,10541830080
2016-08-29,10730746170
2016-08-30,10672978440
2016-08-31,10813494540
2016-09-01,11044565460
2016-09-02,10960255800
2016-09-06,11013339660
2016-09-07,11053933200
2016-09-08,11000849339
2016-09-09,10840036470
2016-09-12,11025829980
2016-09-13,10777584870
2016-09-14,10757288100
2016-09-15,10969623540
2016-09-16,10964939670
2016-09-19,10880630010
2016-09-20,10801004220
2016-09-21,10896242910
2016-09-22,10852526790
2016-09-23,10822862279
2016-09-26,10772901000
2016-09-27,10929030000
2016-09-28,10905610650
2016-09-29,10736991330
2016-09-30,10898112849
2016-10-03,11007547350
2016-10-04,10990350500
2016-10-05,11132615349
2016-10-06,11223289650
2016-10-07,11360864450
2016-10-10,11496875900
2016-10-11,11317090650
2016-10-12,11271753500
2016-10-13,11152938900
2016-10-14,11251429950
2016-10-17,11254556650
2016-10-18,11270190150
2016-10-19,11246739900
2016-10-20,11254556650
2016-10-21,11512509400
2016-10-24,11656337600
2016-10-25,11709491500
2016-10-26,11770462150
2016-10-27,11681351200
2016-10-28,11671971100
2016-10-31,11742321850
2016-11-01,11553156500
2016-11-02,11682914550
2016-11-03,11675097800
2016-11-04,11650084200
2016-11-07,11809545900
2016-11-08,11807982550
2016-11-09,11801729150
2016-11-10,11648520850
2016-11-11,11797039099
2016-11-14,11800165800
2016-11-15,12155046250
2016-11-16,12147229500
2016-11-17,12358281750
2016-11-18,12513053400
2016-11-21,12656881599
2016-11-22,12982058400
2016-11-23,12792893050
2016-11-25,12861680450
2016-11-28,12899200850
2016-11-29,12769442800
2016-11-30,12481786400
2016-12-01,11870516550
2016-12-02,11922107100
2016-12-05,12042485050
2016-12-06,12212890200
2016-12-07,12391112100
2016-12-08,12327014750
2016-12-09,12070625349
2016-12-12,12087822199
2016-12-13,12189439950
2016-12-14,12164426350
2016-12-15,12406745600
2016-12-16,12223833650
2016-12-19,12408308950
2016-12-20,12331704800
2016-12-21,12347338300
2016-12-22,12373915250
2016-12-23,12369225200
2016-12-27,12509926700
2016-12-28,12469279600
2016-12-29,12395802150
2016-12-30,12300437800
2017-01-03,12447438090
2017-01-04,12403548370
2017-01-05,12292256580
2017-01-06,12403548370
2017-01-09,12475652910
2017-01-10,12434898170
2017-01-11,12582242230
2017-01-12,12555594900
2017-01-13,12765638560
2017-01-17,12539920000
2017-01-18,12795420870
2017-01-19,12720181350
2017-01-20,12784448440
2017-01-23,12869092900
2017-01-24,12978817200
2017-01-25,13271937830
2017-01-26,13049354250
2017-01-27,13505493840
2017-01-30,13519601250
2017-01-31,13340907390
2017-02-01,13486683960
2017-02-02,13693592640
2017-02-03,13729644910
2017-02-06,13637163000
2017-02-07,13740617340
2017-02-08,13616785630
2017-02-09,13596408260
2017-02-10,13580733360
2017-02-13,13671647780
2017-02-14,13635595510
2017-02-15,13743752320
2017-02-16,13876988970
2017-02-17,13866016539
2017-02-21,14177947050
2017-02-22,14149732230
2017-02-23,14091735100
2017-02-24,14152867210
2017-02-27,14141894780
2017-02-28,14126219880
2017-03-01,14333128560
2017-03-02,14221836770
2017-03-03,14173244580
2017-03-06,14235944179
2017-03-07,14270428960
2017-03-08,14350370950
2017-03-09,14387990710
2017-03-10,14609006800
2017-03-13,14555712140
2017-03-14,14557279630
2017-03-15,14673273890
2017-03-16,14765755800
2017-03-17,14842562810
2017-03-20,14909964880
2017-03-21,14764188310
2017-03-22,14980501929
2017-03-23,14927207270
2017-03-24,15004014280
2017-03-27,15016554200
2017-03-28,14993041850
2017-03-29,14961692050
2017-03-30,14991474360
2017-03-31,14894426759
2017-04-03,15035427960
2017-04-04,15112195279
2017-04-05,14997827640
2017-04-06,15066761560
2017-04-07,15124728720
2017-04-10,15091828440
2017-04-11,14961794000
2017-04-12,14916360279
2017-04-13,14935160440
2017-04-17,14961794000
2017-04-18,14820792800
2017-04-19,15289230120
2017-04-20,15433364680
2017-04-21,15411431160
2017-04-24,15796834440
2017-04-25,15934702279
2017-04-26,15792134400
2017-04-27,16229238120
2017-04-28,15387930960
2017-05-01,15536765560
2017-05-02,15622932960
2017-05-03,15580632600
2017-05-04,15793701080
2017-05-05,15814067920
2017-05-08,15745134000
2017-05-09,15793701080
2017-05-10,15785867680
2017-05-11,15707533680
2017-05-12,15673066720
2017-05-15,15862635000
2017-05-16,16031836440
2017-05-17,15647999840
2017-05-18,15799967800
2017-05-19,15945669040
2017-05-22,16091370279
2017-05-23,16056903320
2017-05-24,16180671040
2017-05-25,16426639800
2017-05-26,16409406320
2017-05-30,16378072720
2017-05-31,16293472000
2017-06-01,16410973000
2017-06-02,16588007840
2017-06-05,16669475200
2017-06-06,16888810400
2017-06-07,17025111560
2017-06-08,17065845240
2017-06-09,15977002640
2017-06-12,15845401520
2017-06-13,15889268560
2017-06-14,15439631400
2017-06-15,15207762759
2017-06-16,15306463600
2017-06-19,15826601360
2017-06-20,15287663440
2017-06-21,15355030680
2017-06-22,15145095560
2017-06-23,15345630600
2017-06-26,15043261360
2017-06-27,14706425160
2017-06-28,14999394320
2017-06-29,14493356680
2017-06-30,14351147260
2017-07-03,14357420300
2017-07-05,14473471540
2017-07-06,14503268480
2017-07-07,14831034819
2017-07-10,14997270380
2017-07-11,15201144180
2017-07-12,15321900200
2017-07-13,15306217600
2017-07-14,15626142640
2017-07-17,15546161380
2017-07-18,15655939580
2017-07-19,15900588140
2017-07-20,15949204200
2017-07-21,15665349140
2017-07-24,15715533459
2017-07-25,15544593120
2017-07-26,15817470360
2017-07-27,15671622180
2017-07-28,14804374400
2017-07-31,14526792380
2017-08-01,14526792380
2017-08-02,14115908260
2017-08-03,13951240959
2017-08-04,13930853580
2017-08-07,14429560260
2017-08-08,14220981680
2017-08-09,14346442480
2017-08-10,13822643640
2017-08-11,14167660840
2017-08-14,14349579000
2017-08-15,14274302520
2017-08-16,14409172880
2017-08-17,14078270020
2017-08-18,14155114760
2017-08-21,13959082260
2017-08-22,14380944200
2017-08-23,14341737700
2017-08-24,14161387800
2017-08-25,14189616480
2017-08-28,14355852040
2017-08-29,14489154140
2017-08-30,14667935780
2017-08-31,14693027940
2017-09-01,14754190080
2017-09-05,14688323160
2017-09-06,14820057000
2017-09-07,14948654319
2017-09-08,14796533100
2017-09-11,15238782420
2017-09-12,15361106700
2017-09-13,15171347240
2017-09-14,15284261959
2017-09-15,15469316640
2017-09-18,15825311660
2017-09-19,15997820260
2017-09-20,15629279160
2017-09-21,15607323520
2017-09-22,15775127340
2017-09-25,15527342260
2017-09-26,15552434420
2017-09-27,16336564420
2017-09-28,16454183920
2017-09-29,16623556000
2017-10-02,16391603470
2017-10-03,16062053367
2017-10-04,16087042949
2017-10-05,15879317054
2017-10-06,16004264961
2017-10-09,16235418587
2017-10-10,16313511029
2017-10-11,16335376912
2017-10-12,16371299436
2017-10-13,16446268179
2017-10-16,16763323492
2017-10-17,16869529212
2017-10-18,16882024003
2017-10-19,16875776608
2017-10-20,16921070224
2017-10-23,16836730387
2017-10-24,16819550050
2017-10-25,16666488864
2017-10-26,17000724514
2017-10-27,16878900305
2017-10-30,16766447190
2017-10-31,17006971909
2017-11-01,16422840447
2017-11-02,16614947853
2017-11-03,16602453062
2017-11-06,16479067005
2017-11-07,16789874922
2017-11-08,16724277271
2017-11-09,15993332019
2017-11-10,15999579414
2017-11-13,15919925124
2017-11-14,15954285798
2017-11-15,16079233704
2017-11-16,16363490191
2017-11-17,15876193356
2017-11-20,16010512356
2017-11-21,16357242796
2017-11-22,16316634727
2017-11-24,16405660110
2017-11-27,16304139936
2017-11-28,16736772062
2017-11-29,15673153009
2017-11-30,15968342437
2017-12-01,16222923797
2017-12-04,15755930997
2017-12-05,16030816391
2017-12-06,16046434879
2017-12-07,16333815064
2017-12-08,16240104134
2017-12-11,16219800099
2017-12-12,16096414041
2017-12-13,16222923797
2017-12-14,16308825482
2017-12-15,16497809191
2017-12-18,17370882687
2017-12-19,17433356640
2017-12-20,17562990093
2017-12-21,16964801991
2017-12-22,17074131409
2017-12-26,16813302654
2017-12-27,16755514248
2017-12-28,16844539631
2017-12-29,16410345656
2018-01-02,16579734730
2018-01-03,16773448770
2018-01-04,16803130760
2018-01-05,17162439060
2018-01-08,17209305360
2018-01-09,17059333200
2018-01-10,16603167880
2018-01-11,16596919040
2018-01-12,16760951090
2018-01-16,16818752860
2018-01-17,17729521290
2018-01-18,17910737650
2018-01-19,17968539420
2018-01-22,17901364390
2018-01-23,18123198210
2018-01-24,17954479530
2018-01-25,17667032890
2018-01-26,17721710240
2018-01-29,17517060730
2018-01-30,17092139610
2018-01-31,17153065800
2018-02-01,17363964150
2018-02-02,16640660920
2018-02-05,15809565200
2018-02-06,16439135830
2018-02-07,16037647860
2018-02-08,15394017340
2018-02-09,15762698900
2018-02-12,16232924110
2018-02-13,16279790409
2018-02-14,16789070870
2018-02-15,17007780270
2018-02-16,16796881920
2018-02-20,17270231550
2018-02-21,17132757070
2018-02-22,17014029110
2018-02-23,17257733870
2018-02-26,17913862070
2018-02-27,17724834660
2018-02-28,17701401510
2018-03-01,17373337410
2018-03-02,17654535210
2018-03-05,17782636430
2018-03-06,18132571470
2018-03-07,18348156450
2018-03-08,18277857000
2018-03-09,18926174150
2018-03-12,19119888190
2018-03-13,18821506080
2018-03-14,18815257240
2018-03-15,18873059010
2018-03-16,18843377020
2018-03-19,18118511580
2018-03-20,18307538990
2018-03-21,18443451260
2018-03-22,17640475320
2018-03-23,16899987780
2018-03-26,17709212560
2018-03-27,16842186010
2018-03-28,16648471969
2018-03-29,17029651210
2018-04-02,16404094200
2018-04-03,16752951799
2018-04-04,17014595000
2018-04-05,16930495399
2018-04-06,16207861799
2018-04-09,16164254600
2018-04-10,16908691799
2018-04-11,16608113600
2018-04-12,16994348800
2018-04-13,16756066600
2018-04-16,16952299000
2018-04-17,17227958800
2018-04-18,16857297600
2018-04-19,15930644600
2018-04-20,15804495200
2018-04-23,15729740000
2018-04-24,15505474400
2018-04-25,15363751000
2018-04-26,15703264200
2018-04-27,15913513200
2018-04-30,15844987600
2018-05-01,15936874200
2018-05-02,15911955800
2018-05-03,16039662600
2018-05-04,16611228400
2018-05-07,16619015399
2018-05-08,16648606000
2018-05-09,17002135800
2018-05-10,17296484400
2018-05-11,17298041800
2018-05-14,17556570200
2018-05-15,17338534200
2018-05-16,17702965800
2018-05-17,17635997600
2018-05-18,17036398600
2018-05-21,17355665600
2018-05-22,17695178800
2018-05-23,17645342000
2018-05-24,17681162200
2018-05-25,17804196800
2018-05-29,17699851000
2018-05-30,17755917400
2018-05-31,17634440200
2018-06-01,18040921600
2018-06-04,18103217600
2018-06-05,18397566200
2018-06-06,18288548200
2018-06-07,18054938200
2018-06-08,17785508000
2018-06-11,17516077800
2018-06-12,17690506600
2018-06-13,17592390400
2018-06-14,17618866200
2018-06-15,17573701600
2018-06-18,17450667000
2018-06-19,17221729200
2018-06-20,17095579800
2018-06-21,17179679400
2018-06-22,16595654400
2018-06-25,16218763600
2018-06-26,16288846600
2018-06-27,15673673600
2018-06-28,15855889400
2018-06-29,15968022200
2018-07-02,16111939800
2018-07-03,15770453600
2018-07-05,16054508030
2018-07-06,16278026270
2018-07-09,16447217159
2018-07-10,16462739260
2018-07-11,16028120460
2018-07-12,16228355550
2018-07-13,16276474060
2018-07-16,16167819360
