,FICO
2014-03-07,1850925000
2014-03-10,1832640000
2014-03-11,1858860000
2014-03-12,1853340000
2014-03-13,1816770000
2014-03-14,1818840000
2014-03-17,1838505000
2014-03-18,1897500000
2014-03-19,1881630000
2014-03-20,1890255000
2014-03-21,1888875000
2014-03-24,1889565000
2014-03-25,1890600000
2014-03-26,1873695000
2014-03-27,1873695000
2014-03-28,1873695000
2014-03-31,1892497200
2014-04-01,1925338800
2014-04-02,1915417900
2014-04-03,1883944700
2014-04-04,1840498000
2014-04-07,1829550800
2014-04-08,1833656000
2014-04-09,1847682100
2014-04-10,1831261300
2014-04-11,1759078200
2014-04-14,1766946500
2014-04-15,1763867600
2014-04-16,1786446200
2014-04-17,1826471900
2014-04-21,1828524500
2014-04-22,1853497800
2014-04-23,1859313500
2014-04-24,1855892500
2014-04-25,1963996100
2014-04-28,1993074600
2014-04-29,1961601400
2014-04-30,1956812000
2014-05-01,1934917600
2014-05-02,1946549000
2014-05-05,1930470300
2014-05-06,1901733900
2014-05-07,1928075600
2014-05-08,1915075800
2014-05-09,1943128000
2014-05-12,1993416700
2014-05-13,1930812400
2014-05-14,1879839500
2014-05-15,1856576700
2014-05-16,1901733900
2014-05-19,1954417300
2014-05-20,1920891500
2014-05-21,1935601800
2014-05-22,1935601800
2014-05-23,1955443600
2014-05-27,1978022200
2014-05-28,2018732100
2014-05-29,2035495000
2014-05-30,2014969000
2014-06-02,2000600800
2014-06-03,1985206300
2014-06-04,1968443400
2014-06-05,1988285200
2014-06-06,2004706000
2014-06-09,2035152900
2014-06-10,2038916000
2014-06-11,2040284400
2014-06-12,2028653000
2014-06-13,2036863400
2014-06-16,2045758000
2014-06-17,2048152700
2014-06-18,2062863000
2014-06-19,2071073400
2014-06-20,2101520300
2014-06-23,2092625700
2014-06-24,2108704400
2014-06-25,2122730500
2014-06-26,2124783100
2014-06-27,2152493200
2014-06-30,2048162480
2014-07-01,2084140239
2014-07-02,2083497780
2014-07-03,2083819010
2014-07-07,2053623390
2014-07-08,2023427770
2014-07-09,2037240660
2014-07-10,2031137290
2014-07-11,2033064670
2014-07-14,2036919430
2014-07-15,2029531140
2014-07-16,2021821620
2014-07-17,1992268460
2014-07-18,2007366270
2014-07-21,2001905360
2014-07-22,2024712690
2014-07-23,2025033920
2014-07-24,2017324400
2014-07-25,1879516730
2014-07-28,1867952450
2014-07-29,1881122880
2014-07-30,1890438550
2014-07-31,1835829450
2014-08-01,1791820940
2014-08-04,1803063990
2014-08-05,1764516390
2014-08-06,1784432650
2014-08-07,1763231470
2014-08-08,1763552700
2014-08-11,1800494150
2014-08-12,1781541580
2014-08-13,1796318160
2014-08-14,1787966180
2014-08-15,1780577890
2014-08-18,1805955060
2014-08-19,1800815380
2014-08-20,1787966180
2014-08-21,1877589350
2014-08-22,1834223300
2014-08-25,1836793140
2014-08-26,1841932820
2014-08-27,1830047310
2014-08-28,1848678650
2014-08-29,1868594910
2014-09-02,1908427430
2014-09-03,1910033580
2014-09-04,1903608980
2014-09-05,1928664920
2014-09-08,1925452620
2014-09-09,1911960960
2014-09-10,1968176210
2014-09-11,1954042090
2014-09-12,1934125830
2014-09-15,1915815720
2014-09-16,1910997270
2014-09-17,1902002830
2014-09-18,1894614540
2014-09-19,1862170310
2014-09-22,1838399290
2014-09-23,1801136610
2014-09-24,1809167360
2014-09-25,1770298530
2014-09-26,1787644950
2014-09-29,1781541580
2014-09-30,1759673600
2014-10-01,1760951040
2014-10-02,1764783360
2014-10-03,1774044800
2014-10-06,1756480000
2014-10-07,1724224640
2014-10-08,1767976960
2014-10-09,1732528000
2014-10-10,1721350400
2014-10-13,1721031040
2014-10-14,1734763520
2014-10-15,1752008960
2014-10-16,1743066880
2014-10-17,1744024960
2014-10-20,1792567680
2014-10-21,1827697280
2014-10-22,1797996800
2014-10-23,1820990720
2014-10-24,1817797120
2014-10-27,1851968640
2014-10-28,1896679040
2014-10-29,1920950400
2014-10-30,1960231680
2014-10-31,1989612800
2014-11-03,1994722560
2014-11-04,1987696640
2014-11-05,1952567040
2014-11-06,1972048000
2014-11-07,2246378240
2014-11-10,2258833280
2014-11-11,2294282240
2014-11-12,2291408000
2014-11-13,2293324160
2014-11-14,2281507840
2014-11-17,2283743360
2014-11-18,2292366080
2014-11-19,2289172480
2014-11-20,2299392000
2014-11-21,2298753280
2014-11-24,2299711360
2014-11-25,2291088640
2014-11-26,2297156480
2014-11-28,2292366080
2014-12-01,2311208320
2014-12-02,2328453760
2014-12-03,2342186240
2014-12-04,2330050560
2014-12-05,2337715200
2014-12-08,2301308160
2014-12-09,2338992640
2014-12-10,2297795200
2014-12-11,2315998720
2014-12-12,2272565760
2014-12-15,2234881280
2014-12-16,2163344640
2014-12-17,2184422400
2014-12-18,2262346240
2014-12-19,2293643520
2014-12-22,2296198400
2014-12-23,2313763200
2014-12-24,2326537600
2014-12-26,2332286080
2014-12-29,2346018560
2014-12-30,2338992640
2014-12-31,2265520500
2015-01-02,2261446950
2015-01-05,2236065600
2015-01-06,2195016750
2015-01-07,2208804150
2015-01-08,2278681200
2015-01-09,2250793050
2015-01-12,2223531600
2015-01-13,2261133600
2015-01-14,2274921000
2015-01-15,2250166350
2015-01-16,2315343150
2015-01-20,2305629300
2015-01-21,2444756700
2015-01-22,2489879100
2015-01-23,2469824700
2015-01-26,2465124450
2015-01-27,2484238800
2015-01-28,2466377850
2015-01-29,2451023700
2015-01-30,2235752250
2015-02-02,2394307350
2015-02-03,2419062000
2015-02-04,2444443350
2015-02-05,2456350650
2015-02-06,2445696750
2015-02-09,2428775850
2015-02-10,2444756700
2015-02-11,2460737550
2015-02-12,2522467500
2015-02-13,2569470000
2015-02-17,2554429200
2015-02-18,2568216600
2015-02-19,2564143050
2015-02-20,2587957650
2015-02-23,2584510800
2015-02-24,2610518850
2015-02-25,2639660400
2015-02-26,2666921850
2015-02-27,2667235200
2015-03-02,2729905200
2015-03-03,2694810000
2015-03-04,2663475000
2015-03-05,2663475000
2015-03-06,2652194400
2015-03-09,2653447800
2015-03-10,2601431700
2015-03-11,2623366200
2015-03-12,2691049800
2015-03-13,2633080050
2015-03-16,2654074500
2015-03-17,2637466950
2015-03-18,2681962650
2015-03-19,2710164150
2015-03-20,2759046750
2015-03-23,2739305700
2015-03-24,2732098650
2015-03-25,2666921850
2015-03-26,2690109750
2015-03-27,2718311250
2015-03-30,2783801400
2015-03-31,2760788960
2015-04-01,2814934280
2015-04-02,2839206320
2015-04-06,2863789540
2015-04-07,2851031160
2015-04-08,2887750400
2015-04-09,2902375860
2015-04-10,2899886420
2015-04-13,2876859100
2015-04-14,2862856000
2015-04-15,2875303200
2015-04-16,2883393880
2015-04-17,2870013140
2015-04-20,2873436120
2015-04-21,2867523700
2015-04-22,2862856000
2015-04-23,2903309400
2015-04-24,2920424300
2015-04-27,2829870920
2015-04-28,2825825580
2015-04-29,2832982720
2015-04-30,2752698280
2015-05-01,2757365980
2015-05-04,2773858520
2015-05-05,2725625620
2015-05-06,2707888360
2015-05-07,2731538040
2015-05-08,2716601400
2015-05-11,2710066620
2015-05-12,2695752340
2015-05-13,2702598300
2015-05-14,2749897660
2015-05-15,2734338660
2015-05-18,2762967220
2015-05-19,2734338660
2015-05-20,2740562260
2015-05-21,2747408220
2015-05-22,2753320640
2015-05-26,2697930600
2015-05-27,2729982140
2015-05-28,2715979040
2015-05-29,2729670960
2015-06-01,2743674060
2015-06-02,2761100140
2015-06-03,2761411320
2015-06-04,2721580280
2015-06-05,2730604500
2015-06-08,2727803880
2015-06-09,2694818800
2015-06-10,2708199540
2015-06-11,2719090840
2015-06-12,2757365980
2015-06-15,2706643640
2015-06-16,2730915680
2015-06-17,2709444260
2015-06-18,2766390200
2015-06-19,2810888940
2015-06-22,2870013140
2015-06-23,2879037360
2015-06-24,2878726180
2015-06-25,2904242940
2015-06-26,2921669020
2015-06-29,2836716880
2015-06-30,2833606920
2015-07-01,2857953840
2015-07-02,2841410420
2015-07-06,2830797660
2015-07-07,2862323800
2015-07-08,2855456720
2015-07-09,2885422160
2015-07-10,2928809620
2015-07-13,2973757780
2015-07-14,2987179800
2015-07-15,2992486180
2015-07-16,3035561500
2015-07-17,2964705720
2015-07-20,2963145020
2015-07-21,2923815380
2015-07-22,2921318260
2015-07-23,2886046440
2015-07-24,2869503020
2015-07-27,2843283260
2015-07-28,2871688000
2015-07-29,2933179580
2015-07-30,2870751580
2015-07-31,2830797660
2015-08-03,2810820700
2015-08-04,2837664740
2015-08-05,2858578120
2015-08-06,2830485520
2015-08-07,2828924820
2015-08-10,2876370100
2015-08-11,2835791900
2015-08-12,2797398680
2015-08-13,2778670280
2015-08-14,2796150120
2015-08-17,2836104040
2015-08-18,2794901560
2015-08-19,2742774180
2015-08-20,2661617780
2015-08-21,2596692660
2015-08-24,2518657660
2015-08-25,2534264660
2015-08-26,2629467360
2015-08-27,2684404000
2015-08-28,2685652560
2015-08-31,2670981980
2015-09-01,2569536480
2015-09-02,2600126200
2015-09-03,2627906660
2015-09-04,2576091420
2015-09-08,2651317160
2015-09-09,2613548220
2015-09-10,2610426820
2015-09-11,2625097400
2015-09-14,2617293900
2015-09-15,2629467360
2015-09-16,2572970020
2015-09-17,2601062620
2015-09-18,2565790800
2015-09-21,2607305420
2015-09-22,2588577020
2015-09-23,2577652120
2015-09-24,2590137720
2015-09-25,2572033600
2015-09-28,2550808080
2015-09-29,2585143480
2015-09-30,2635132500
2015-10-01,2649165750
2015-10-02,2620163700
2015-10-05,2676296700
2015-10-06,2681910000
2015-10-07,2722138650
2015-10-08,2764238400
2015-10-09,2811015900
2015-10-12,2821618800
2015-10-13,2761119900
2015-10-14,2732429700
2015-10-15,2806026300
2015-10-16,2791369350
2015-10-19,2801036700
2015-10-20,2792928600
2015-10-21,2745215550
2015-10-22,2782013850
2015-10-23,2827855800
2015-10-26,2836899450
2015-10-27,2764550250
2015-10-28,2911119750
2015-10-29,2875880700
2015-10-30,2880558450
2015-11-02,2893032450
2015-11-03,2920475250
2015-11-04,2913302700
2015-11-05,2875568850
2015-11-06,2724633450
2015-11-09,2713406850
2015-11-10,2719020150
2015-11-11,2709664650
2015-11-12,2693760300
2015-11-13,2713095000
2015-11-16,2730558600
2015-11-17,2736795600
2015-11-18,2797294500
2015-11-19,2807897400
2015-11-20,2855922300
2015-11-23,2873074050
2015-11-24,2895215400
2015-11-25,2949789150
2015-11-27,2957897250
2015-11-30,2970371250
2015-12-01,2990329650
2015-12-02,2957897250
2015-12-03,2872138500
2015-12-04,2920163400
2015-12-07,2868708150
2015-12-08,2866213350
2015-12-09,2778895350
2015-12-10,2829103200
2015-12-11,2794487850
2015-12-14,2804155200
2015-12-15,2854363050
2015-12-16,2895527250
2015-12-17,2897086500
2015-12-18,2861223750
2015-12-21,2895215400
2015-12-22,2931390000
2015-12-23,2954778750
2015-12-24,2965693500
2015-12-28,2988458550
2015-12-29,3007169550
2015-12-30,2976608250
2015-12-31,2944820240
2016-01-04,2909800080
2016-01-05,2939192000
2016-01-06,2939192000
2016-01-07,2859771280
2016-01-08,2781601280
2016-01-11,2793483120
2016-01-12,2763465840
2016-01-13,2638393840
2016-01-14,2672788640
2016-01-15,2673101320
2016-01-19,2667473080
2016-01-20,2665597000
2016-01-21,2533020680
2016-01-22,2625573960
2016-01-25,2535209440
2016-01-26,2628388080
2016-01-27,2565539400
2016-01-28,2574607120
2016-01-29,2988282760
2016-02-01,2987970080
2016-02-02,3004542120
2016-02-03,3022052200
2016-02-04,2998913880
2016-02-05,2949510440
2016-02-08,2888225160
2016-02-09,2857269840
2016-02-10,2891351960
2016-02-11,2858520560
2016-02-12,2908236680
2016-02-16,2938566640
2016-02-17,2950135800
2016-02-18,2905109880
2016-02-19,2907924000
2016-02-22,2967958560
2016-02-23,2956389400
2016-02-24,2988908120
2016-02-25,3082399440
2016-02-26,3022364880
2016-02-29,3111791360
2016-03-01,3209034840
2016-03-02,3217477200
2016-03-03,3194964240
2016-03-04,3166197680
2016-03-07,3131802880
2016-03-08,3060824520
2016-03-09,3056447000
2016-03-10,3104599720
2016-03-11,3124298560
2016-03-14,3135555040
2016-03-15,3109602600
2016-03-16,3199654440
2016-03-17,3252497360
2016-03-18,3262503120
2016-03-21,3255936840
2016-03-22,3270945480
2016-03-23,3145248120
2016-03-24,3158068000
2016-03-28,3147124200
2016-03-29,3295334520
2016-03-30,3285016080
2016-03-31,3304597410
2016-04-01,3389011200
2016-04-04,3266284140
2016-04-05,3283416090
2016-04-06,3299925060
2016-04-07,3252578580
2016-04-08,3266284140
2016-04-11,3218626170
2016-04-12,3244479840
2016-04-13,3310515720
2016-04-14,3305220390
2016-04-15,3308958270
2016-04-18,3326401710
2016-04-19,3346648560
2016-04-20,3363780510
2016-04-21,3338549820
2016-04-22,3284350560
2016-04-25,3275628840
2016-04-26,3283104600
2016-04-27,3284039070
2016-04-28,3318925950
2016-04-29,3323909790
2016-05-02,3393995040
2016-05-03,3269399040
2016-05-04,3250086660
2016-05-05,3305843370
2016-05-06,3302416980
2016-05-09,3354435810
2016-05-10,3407700600
2016-05-11,3364092000
2016-05-12,3388699710
2016-05-13,3399601860
2016-05-16,3427012980
2016-05-17,3306777840
2016-05-18,3293695260
2016-05-19,3257562420
2016-05-20,3337926840
2016-05-23,3310515720
2016-05-24,3426078510
2016-05-25,3408635070
2016-05-26,3398667390
2016-05-27,3475293930
2016-05-31,3470933070
2016-06-01,3506754420
2016-06-02,3553166430
2016-06-03,3516410610
2016-06-06,3539149380
2016-06-07,3543198750
2016-06-08,3576839670
2016-06-09,3604873770
2016-06-10,3536968950
2016-06-13,3454735590
2016-06-14,3469687110
2016-06-15,3453178140
2016-06-16,3470933070
2016-06-17,3406766130
2016-06-20,3462211350
2016-06-21,3467195190
2016-06-22,3479654790
2016-06-23,3522328920
2016-06-24,3395241000
2016-06-27,3301171020
2016-06-28,3329205120
2016-06-29,3406766130
2016-06-30,3493817160
2016-07-01,3521950720
2016-07-05,3517004160
2016-07-06,3507420200
2016-07-07,3550702600
2016-07-08,3551011760
2016-07-11,3559977400
2016-07-12,3643141440
2016-07-13,3654271200
2016-07-14,3646233040
2016-07-15,3609443000
2016-07-18,3598622400
2016-07-19,3631393360
2016-07-20,3671584160
2016-07-21,3608824680
2016-07-22,3677458200
2016-07-25,3640977320
2016-07-26,3635721600
2016-07-27,3632939160
2016-07-28,3573889600
2016-07-29,3915202240
2016-08-01,4025881520
2016-08-02,3974560960
2016-08-03,3976725080
2016-08-04,3956011360
2016-08-05,3991255600
2016-08-08,3951064800
2016-08-09,3942408320
2016-08-10,3942099160
2016-08-11,3943335800
2016-08-12,3921076280
2016-08-15,3940244200
2016-08-16,3883358760
2016-08-17,3873156480
2016-08-18,3905618280
2016-08-19,3928186960
2016-08-22,3923240400
2016-08-23,3935297640
2016-08-24,3892942720
2016-08-25,3951373960
2016-08-26,3918603000
2016-08-29,3930660240
2016-08-30,3965286159
2016-08-31,3955393040
2016-09-01,4017534199
2016-09-02,4092041760
2016-09-06,4102862360
2016-09-07,4096679159
2016-09-08,4107808920
2016-09-09,3973015159
2016-09-12,4072564679
2016-09-13,3940244200
2016-09-14,3962812880
2016-09-15,4061434920
2016-09-16,4001457880
2016-09-19,4002076199
2016-09-20,3984144920
2016-09-21,3968377760
2016-09-22,4005786120
2016-09-23,3971778520
2016-09-26,3955393040
2016-09-27,3941480840
2016-09-28,3938389240
2016-09-29,3869755720
2016-09-30,3860919510
2016-10-03,3850073360
2016-10-04,3806068980
2016-10-05,3785616240
2016-10-06,3824042600
2016-10-07,3782827230
2016-10-10,3777249210
2016-10-11,3708143740
2016-10-12,3741921750
2016-10-13,3727356920
2016-10-14,3745020650
2016-10-17,3763923940
2016-10-18,3784686570
2016-10-19,3805139310
2016-10-20,3820014030
2016-10-21,3826831610
2016-10-24,3831479960
2016-10-25,3795222830
2016-10-26,3790574480
2016-10-27,3712792090
2016-10-28,3692959130
2016-10-31,3739752520
2016-11-01,3622923990
2016-11-02,3586047080
2016-11-03,3566524010
2016-11-04,3520970180
2016-11-07,3642137170
2016-11-08,3558156980
2016-11-09,3551959180
2016-11-10,3507644910
2016-11-11,3533055890
2016-11-14,3480684480
2016-11-15,3452794380
2016-11-16,3501757000
2016-11-17,3541732810
2016-11-18,3540803140
2016-11-21,3551029510
2016-11-22,3597203120
2016-11-23,3607119600
2016-11-25,3634699810
2016-11-28,3618275640
2016-11-29,3648334970
2016-11-30,3523139410
2016-12-01,3501137220
2016-12-02,3486262500
2016-12-05,3570242690
2016-12-06,3602781140
2016-12-07,3718680000
2016-12-08,3764543720
2016-12-09,3785306350
2016-12-12,3782207450
2016-12-13,3770431630
2016-12-14,3733864610
2016-12-15,3743471200
2016-12-16,3746879990
2016-12-19,3758965700
2016-12-20,3758655810
2016-12-21,3757106360
2016-12-22,3741611860
2016-12-23,3748739330
2016-12-27,3762064600
2016-12-28,3698227260
2016-12-29,3734794280
2016-12-30,3694508580
2017-01-03,3727312890
2017-01-04,3829668990
2017-01-05,3815091000
2017-01-06,3799892670
2017-01-09,3769806180
2017-01-10,3785314680
2017-01-11,3805475730
2017-01-12,3812299470
2017-01-13,3868130070
2017-01-17,3807336750
2017-01-18,3816021510
2017-01-19,3795860460
2017-01-20,3818813040
2017-01-23,3824396100
2017-01-24,3876504660
2017-01-25,3896045370
2017-01-26,3903489450
2017-01-27,3892943670
2017-01-30,3829358820
2017-01-31,3824396100
2017-02-01,3751195980
2017-02-02,3843936810
2017-02-03,3862857180
2017-02-06,3836492730
2017-02-07,3824706270
2017-02-08,3814160490
2017-02-09,3890462310
2017-02-10,3933265770
2017-02-13,3932025090
2017-02-14,3984443820
2017-02-15,3994989600
2017-02-16,3994679429
2017-02-17,4028177790
2017-02-21,4070050740
2017-02-22,4054542240
2017-02-23,4061676149
2017-02-24,4105720290
2017-02-27,4092693149
2017-02-28,4034381190
2017-03-01,4096725360
2017-03-02,4084318560
2017-03-03,4087730429
2017-03-06,4053611730
2017-03-07,4021974389
2017-03-08,4026006600
2017-03-09,4020733710
2017-03-10,3998091300
2017-03-13,4042755780
2017-03-14,4029728639
2017-03-15,4077184649
2017-03-16,4088660940
2017-03-17,4084628730
2017-03-20,4054232070
2017-03-21,3979791270
2017-03-22,3944121720
2017-03-23,3938538660
2017-03-24,3934506450
2017-03-27,3936367470
2017-03-28,3946292910
2017-03-29,3976999740
2017-03-30,3982582800
2017-03-31,3986360299
2017-04-03,3955137160
2017-04-04,3947717800
2017-04-05,3893000020
2017-04-06,3948645220
2017-04-07,3972449000
2017-04-10,3960392540
2017-04-11,4011091500
2017-04-12,3961938240
2017-04-13,3896091420
2017-04-17,3959465120
2017-04-18,3972449000
2017-04-19,3981723200
2017-04-20,4030567320
2017-04-21,4024693660
2017-04-24,4103215219
2017-04-25,4129801260
2017-04-26,4129182980
2017-04-27,4126091580
2017-04-28,4188228719
2017-05-01,4246656180
2017-05-02,4265513719
2017-05-03,4253766400
2017-05-04,4250365860
2017-05-05,4263349740
2017-05-08,4237691120
2017-05-09,4235836280
2017-05-10,4241709940
2017-05-11,4195648080
2017-05-12,4170298600
2017-05-15,4191320120
2017-05-16,4198121200
2017-05-17,4085903379
2017-05-18,4066427559
2017-05-19,4117744799
2017-05-22,4080338860
2017-05-23,4085903379
2017-05-24,4108470600
2017-05-25,4110325440
2017-05-26,4127946420
2017-05-30,4102596940
2017-05-31,4101051240
2017-06-01,4140621160
2017-06-02,4273551360
2017-06-05,4221924980
2017-06-06,4195648080
2017-06-07,4161642680
2017-06-08,4149586219
2017-06-09,4114653400
2017-06-12,4147113100
2017-06-13,4182045920
2017-06-14,4158860420
2017-06-15,4165352360
2017-06-16,4185755600
2017-06-19,4216978740
2017-06-20,4142785139
2017-06-21,4135674920
2017-06-22,4178954520
2017-06-23,4217287879
2017-06-26,4225943799
2017-06-27,4256548660
2017-06-28,4336925060
2017-06-29,4272623940
2017-06-30,4256744940
2017-07-03,4227737640
2017-07-05,4241783279
2017-07-06,4219188120
2017-07-07,4292469720
2017-07-10,4263157080
2017-07-11,4270790580
2017-07-12,4352316360
2017-07-13,4321782360
2017-07-14,4330942560
2017-07-17,4324835760
2017-07-18,4322087700
2017-07-19,4369720740
2017-07-20,4358728500
2017-07-21,4348346940
2017-07-24,4398422700
2017-07-25,4443918360
2017-07-26,4438116900
2017-07-27,4396590660
2017-07-28,4357812480
2017-07-31,4352621700
2017-08-01,4370026080
2017-08-02,4313232840
2017-08-03,4284836220
2017-08-04,4289721660
2017-08-07,4262851740
2017-08-08,4258271640
2017-08-09,4247584740
2017-08-10,4181020620
2017-08-11,4184074020
2017-08-14,4283004180
2017-08-15,4251859500
2017-08-16,4303461960
2017-08-17,4230791040
2017-08-18,4211859960
2017-08-21,4251859500
2017-08-22,4322393040
2017-08-23,4259493000
2017-08-24,4227432299
2017-08-25,4225294920
2017-08-28,4245752700
2017-08-29,4230485700
2017-08-30,4250943480
2017-08-31,4297965840
2017-09-01,4320866340
2017-09-05,4289110980
2017-09-06,4264073100
2017-09-07,4254302220
2017-09-08,4222546859
2017-09-11,4279340100
2017-09-12,4338270720
2017-09-13,4266515819
2017-09-14,4102853580
2017-09-15,4022854500
2017-09-18,4123311359
2017-09-19,4160868180
2017-09-20,4204837140
2017-09-21,4203921120
2017-09-22,4278729420
2017-09-25,4271095920
2017-09-26,4275065339
2017-09-27,4341934800
2017-09-28,4321782360
2017-09-29,4290027000
2017-10-02,4278595500
2017-10-03,4299650100
2017-10-04,4283407980
2017-10-05,4299349320
2017-10-06,4330028880
2017-10-09,4358001420
2017-10-10,4375446660
2017-10-11,4399809840
2017-10-12,4405825440
2017-10-13,4416653520
2017-10-16,4436204220
2017-10-17,4411540260
2017-10-18,4425977700
2017-10-19,4368528720
2017-10-20,4409134020
2017-10-23,4424173020
2017-10-24,4438008900
2017-10-25,4434700320
2017-10-26,4428383940
2017-10-27,4422368340
2017-10-30,4325517180
2017-10-31,4366122480
2017-11-01,4329427320
2017-11-02,4448536200
2017-11-03,4588398900
2017-11-06,4546590480
2017-11-07,4585391100
2017-11-08,4650359580
2017-11-09,4624793280
2017-11-10,4652465040
2017-11-13,4630207320
2017-11-14,4584187980
2017-11-15,4568848200
2017-11-16,4598625420
2017-11-17,4592910600
2017-11-20,4632312780
2017-11-21,4650660360
2017-11-22,4632012000
2017-11-24,4675023540
2017-11-27,4675324320
2017-11-28,4700589840
2017-11-29,4673218860
2017-11-30,4724050680
2017-12-01,4737285000
2017-12-04,4700890620
2017-12-05,4679836020
2017-12-06,4679234460
2017-12-07,4712621040
2017-12-08,4731570180
2017-12-11,4678933680
2017-12-12,4660586100
2017-12-13,4681339920
2017-12-14,4645246320
2017-12-15,4743300600
2017-12-18,4756234140
2017-12-19,4722546780
2017-12-20,4714726500
2017-12-21,4708710900
2017-12-22,4623890940
2017-12-26,4609152720
2017-12-27,4645246320
2017-12-28,4639832280
2017-12-29,4607949600
2018-01-02,4599399150
2018-01-03,4600598550
2018-01-04,4653072300
2018-01-05,4705246200
2018-01-08,4763417100
2018-01-09,4748424600
2018-01-10,4744226700
2018-01-11,4805096250
2018-01-12,4784406600
2018-01-16,4790103750
2018-01-17,4867165200
2018-01-18,4833582000
2018-01-19,4901048250
2018-01-22,4903147200
2018-01-23,4918139700
2018-01-24,4883956800
2018-01-25,4884256650
2018-01-26,5100148650
2018-01-29,5281258050
2018-01-30,5202997200
2018-01-31,5177210100
2018-02-01,5182607400
2018-02-02,5078859300
2018-02-05,4917839850
2018-02-06,4931632950
2018-02-07,4893252150
2018-02-08,4685156250
2018-02-09,4732232700
2018-02-12,4792502550
2018-02-13,4789204200
2018-02-14,4909144200
2018-02-15,4969713900
2018-02-16,4991902800
2018-02-20,5158019700
2018-02-21,5167614900
2018-02-22,5179908750
2018-02-23,5286355500
2018-02-26,5254871250
2018-02-27,5178109650
2018-02-28,5095650900
2018-03-01,5085456000
2018-03-02,5164016700
2018-03-05,5202097650
2018-03-06,5274361500
2018-03-07,5332832250
2018-03-08,5326535400
2018-03-09,5340028650
2018-03-12,5311542900
2018-03-13,5280358500
2018-03-14,5209893750
2018-03-15,5136430500
2018-03-16,5116940250
2018-03-19,5025486000
2018-03-20,5096250600
2018-03-21,5123836800
2018-03-22,5030283600
2018-03-23,4890553500
2018-03-26,5095351050
2018-03-27,4970013750
2018-03-28,5022787350
2018-03-29,5078559450
2018-04-02,4847454360
2018-04-03,4968960080
2018-04-04,4962424320
2018-04-05,5018275360
2018-04-06,4878944840
2018-04-09,4852207640
2018-04-10,4979654960
2018-04-11,5019760760
2018-04-12,5080959240
2018-04-13,5015007480
2018-04-16,5080068000
2018-04-17,5165032880
2018-04-18,5173054040
2018-04-19,5146316840
2018-04-20,5130274520
2018-04-23,5101160680
2018-04-24,5026296520
2018-04-25,4956482720
2018-04-26,5062243200
2018-04-27,5244650320
2018-04-30,5144831440
2018-05-01,5180481040
2018-05-02,5087495000
2018-05-03,5157011720
2018-05-04,5232767120
2018-05-07,5239005800
2018-05-08,5231281720
2018-05-09,5241679520
2018-05-10,5321296960
2018-05-11,5288915240
2018-05-14,5241085360
2018-05-15,5296342240
2018-05-16,5350113720
2018-05-17,5356352400
2018-05-18,5348628320
2018-05-21,5399726080
2018-05-22,5359620280
2018-05-23,5402993960
2018-05-24,5379524640
2018-05-25,5385763320
2018-05-29,5400617320
2018-05-30,5475778560
2018-05-31,5467163240
2018-06-01,5566685040
2018-06-04,5638281320
2018-06-05,5697103160
2018-06-06,5729484880
2018-06-07,5728593640
2018-06-08,5910406600
2018-06-11,5840295720
2018-06-12,5763946160
2018-06-13,5866438760
2018-06-14,5962989760
2018-06-15,5940708760
2018-06-18,5958236480
2018-06-19,5946353280
2018-06-20,6004580960
2018-06-21,5894661360
2018-06-22,5811181880
2018-06-25,5655809040
2018-06-26,5691161560
2018-06-27,5588371880
2018-06-28,5703044760
2018-06-29,5743150560
2018-07-02,5647334940
2018-07-03,5693567370
2018-07-05,5695021220
2018-07-06,5747069050
2018-07-09,5793883020
2018-07-10,5799698420
2018-07-11,5770912190
2018-07-12,5882567870
2018-07-13,5899432530
2018-07-16,5888383270
2018-07-17,6003528190
2018-07-18,5996840480
2018-07-19,6010215900
2018-07-20,5997712790
2018-07-23,6008180510
2018-07-24,5912807950
2018-07-25,5984337370
2018-07-26,5965728090
2018-07-27,5903212540
2018-07-30,5819470780
2018-07-31,5857852420
2018-08-01,5976777350
2018-08-02,6080873010
2018-08-03,6052377550
2018-08-06,6165196310
2018-08-07,6166940930
2018-08-08,6167522470
2018-08-09,6199507170
2018-08-10,6221314920
2018-08-13,6207939500
2018-08-14,6284702780
2018-08-15,6262604260
2018-08-16,6284121240
2018-08-17,6318141330
2018-08-20,6326282890
2018-08-21,6356232200
2018-08-22,6455675540
2018-08-23,6479227910
2018-08-24,6546395780
2018-08-27,6473412510
2018-08-28,6519644940
2018-08-29,6623159060
2018-08-30,6614726730
2018-08-31,6716205460
2018-09-04,6796167210
2018-09-05,6710390060
2018-09-06,6838619630
2018-09-07,6833095000
2018-09-10,6865079700
2018-09-11,6890958230
2018-09-12,6886305910
2018-09-13,6906078270
2018-09-14,6979352310
2018-09-17,6811287250
2018-09-18,6837165780
2018-09-19,6628392920
2018-09-20,6679568440
2018-09-21,6636243710
2018-09-24,6661831470
2018-09-25,6688582310
2018-09-26,6607748250
2018-09-27,6609783640
2018-09-28,6645548350
2018-10-01,6587758670
2018-10-02,6495083470
2018-10-03,6536208090
2018-10-04,6406462810
2018-10-05,6387927770
2018-10-08,6274690260
2018-10-09,6249204580
2018-10-10,6030259420
2018-10-11,5884295980
2018-10-12,5987686750
2018-10-15,5981025720
2018-10-16,6195916340
2018-10-17,6161742360
2018-10-18,6110481390
2018-10-19,6016358140
