,CNP
2013-11-26,10092240000
2013-11-27,10036600000
2013-11-29,10028040000
2013-12-02,9899640000
2013-12-03,9865400000
2013-12-04,9882520000
2013-12-05,9925320000
2013-12-06,9998080000
2013-12-09,9968120000
2013-12-10,9946720000
2013-12-11,9779800000
2013-12-12,9779800000
2013-12-13,9707040000
2013-12-16,9754120000
2013-12-17,9796920000
2013-12-18,9839720000
2013-12-19,9741280000
2013-12-20,9951000000
2013-12-23,9869680000
2013-12-24,9908200000
2013-12-26,9873960000
2013-12-27,9895360000
2013-12-30,9891080000
2013-12-31,9944220000
2014-01-02,9789780000
2014-01-03,9785490000
2014-01-06,9798360000
2014-01-07,9901320000
2014-01-08,9798360000
2014-01-09,9909900000
2014-01-10,10030020000
2014-01-13,9884160000
2014-01-14,9965670000
2014-01-15,10064340000
2014-01-16,10107240000
2014-01-17,10047180000
2014-01-21,10171590000
2014-01-22,10205910000
2014-01-23,10111530000
2014-01-24,9931350000
2014-01-27,9944220000
2014-01-28,10012860000
2014-01-29,9931350000
2014-01-30,10102950000
2014-01-31,10038600000
2014-02-03,9888450000
2014-02-04,9892740000
2014-02-05,9884160000
2014-02-06,9944220000
2014-02-07,10008570000
2014-02-10,10038600000
2014-02-11,10107240000
2014-02-12,9995700000
2014-02-13,10081500000
2014-02-14,10317450000
2014-02-18,10334610000
2014-02-19,10356060000
2014-02-20,10416120000
2014-02-21,10501920000
2014-02-24,10459020000
2014-02-25,10377510000
2014-02-26,10102950000
2014-02-27,10107240000
2014-02-28,10145850000
2014-03-03,10072920000
2014-03-04,10128690000
2014-03-05,10008570000
2014-03-06,9974250000
2014-03-07,9948510000
2014-03-10,9905610000
2014-03-11,9999990000
2014-03-12,10047180000
2014-03-13,10270260000
2014-03-14,10253100000
2014-03-17,10403250000
2014-03-18,10317450000
2014-03-19,10240230000
2014-03-20,10167300000
2014-03-21,10175880000
2014-03-24,10098660000
2014-03-25,10034310000
2014-03-26,9987120000
2014-03-27,10034310000
2014-03-28,10098660000
2014-03-31,10181322370
2014-04-01,10237192860
2014-04-02,10301658810
2014-04-03,10258681510
2014-04-04,10228597400
2014-04-07,10052390470
2014-04-08,10181322370
2014-04-09,10254383780
2014-04-10,10297361080
2014-04-11,10314552000
2014-04-14,10336040650
2014-04-15,10512247580
2014-04-16,10615393100
2014-04-17,10576713530
2014-04-21,10486461200
2014-04-22,10550927150
2014-04-23,10581011260
2014-04-24,10555224880
2014-04-25,10684156780
2014-04-28,10666965860
2014-04-29,10568118070
2014-04-30,10641179480
2014-05-01,10632584020
2014-05-02,10439186170
2014-05-05,10516545310
2014-05-06,10421995250
2014-05-07,10533736230
2014-05-08,10469270280
2014-05-09,10293063350
2014-05-12,10198513290
2014-05-13,10172726910
2014-05-14,10185620100
2014-05-15,10121154150
2014-05-16,10262979240
2014-05-19,10103963230
2014-05-20,10159833720
2014-05-21,10177024640
2014-05-22,10327445190
2014-05-23,10258681510
2014-05-27,10297361080
2014-05-28,10318849730
2014-05-29,10340338380
2014-05-30,10366124760
2014-06-02,10348933840
2014-06-03,10323147460
2014-06-04,10288765620
2014-06-05,10357529300
2014-06-06,10336040650
2014-06-09,10284467890
2014-06-10,10267276970
2014-06-11,10232895130
2014-06-12,10293063350
2014-06-13,10318849730
2014-06-16,10585308990
2014-06-17,10520843040
2014-06-18,10645477210
2014-06-19,10731431810
2014-06-20,10563820340
2014-06-23,10576713530
2014-06-24,10641179480
2014-06-25,10770111380
2014-06-26,10813088680
2014-06-27,10899043280
2014-06-30,10982200000
2014-07-01,10913400000
2014-07-02,10711300000
2014-07-03,10651100000
2014-07-07,10655400000
2014-07-08,10676900000
2014-07-09,10707000000
2014-07-10,10775800000
2014-07-11,10737100000
2014-07-14,10629600000
2014-07-15,10707000000
2014-07-16,10715600000
2014-07-17,10668300000
2014-07-18,10780100000
2014-07-21,10805900000
2014-07-22,10801600000
2014-07-23,10750000000
2014-07-24,10818800000
2014-07-25,10694100000
2014-07-28,10814500000
2014-07-29,10741400000
2014-07-30,10560800000
2014-07-31,10457600000
2014-08-01,10530700000
2014-08-04,10513500000
2014-08-05,10294200000
2014-08-06,10130800000
2014-08-07,10268400000
2014-08-08,10461900000
2014-08-11,10474800000
2014-08-12,10487700000
2014-08-13,10418900000
2014-08-14,10535000000
2014-08-15,10539300000
2014-08-18,10487700000
2014-08-19,10599500000
2014-08-20,10633900000
2014-08-21,10616700000
2014-08-22,10543600000
2014-08-25,10659700000
2014-08-26,10560800000
2014-08-27,10590900000
2014-08-28,10681200000
2014-08-29,10681200000
2014-09-02,10638200000
2014-09-03,10698400000
2014-09-04,10642500000
2014-09-05,10758600000
2014-09-08,10685500000
2014-09-09,10616700000
2014-09-10,10582300000
2014-09-11,10642500000
2014-09-12,10427500000
2014-09-15,10436100000
2014-09-16,10504900000
2014-09-17,10474800000
2014-09-18,10414600000
2014-09-19,10345800000
2014-09-22,10255500000
2014-09-23,10259800000
2014-09-24,10264100000
2014-09-25,10294200000
2014-09-26,10487700000
2014-09-29,10517800000
2014-09-30,10517108120
2014-10-01,10547193840
2014-10-02,10542895880
2014-10-03,10628855080
2014-10-06,10581577520
2014-10-07,10521406080
2014-10-08,10637451000
2014-10-09,10396765240
2014-10-10,10349487680
2014-10-13,9954075360
2014-10-14,9803646760
2014-10-15,9515683440
2014-10-16,9691899800
2014-10-17,9958373320
2014-10-20,10117397840
2014-10-21,10259230520
2014-10-22,10108801920
2014-10-23,10237740720
2014-10-24,10315104000
2014-10-27,10319401960
2014-10-28,10439744840
2014-10-29,10401063200
2014-10-30,10491320360
2014-10-31,10551491800
2014-11-03,10693324480
2014-11-04,10590173440
2014-11-05,10800773480
2014-11-06,10719112240
2014-11-07,10843753080
2014-11-10,10908222480
2014-11-11,10873838800
2014-11-12,10560087720
2014-11-13,10396765240
2014-11-14,10332295840
2014-11-17,10478426480
2014-11-18,10568683640
2014-11-19,10478426480
2014-11-20,10456936680
2014-11-21,10461234640
2014-11-24,10465532600
2014-11-25,10448340760
2014-11-26,10431148920
2014-11-28,10289316240
2014-12-01,10100206000
2014-12-02,10216250920
2014-12-03,10353785640
2014-12-04,10280720320
2014-12-05,10121695800
2014-12-08,10014246800
2014-12-09,10078716200
2014-12-10,9734879400
2014-12-11,9704793680
2014-12-12,9455512000
2014-12-15,9257805840
2014-12-16,9330871160
2014-12-17,9666112040
2014-12-18,9885308000
2014-12-19,9928287600
2014-12-22,10001352920
2014-12-23,10078716200
2014-12-24,10211952960
2014-12-26,10285018280
2014-12-29,10439744840
2014-12-30,10237740720
2014-12-31,10074900000
2015-01-02,10160900000
2015-01-05,9838400000
2015-01-06,9619100000
2015-01-07,9743800000
2015-01-08,9976000000
2015-01-09,9765300000
2015-01-12,9786800000
2015-01-13,9735200000
2015-01-14,9726600000
2015-01-15,9743800000
2015-01-16,9890000000
2015-01-20,9842700000
2015-01-21,9954500000
2015-01-22,9842700000
2015-01-23,9877100000
2015-01-26,9890000000
2015-01-27,9950200000
2015-01-28,9786800000
2015-01-29,10049100000
2015-01-30,9928700000
2015-02-02,9847000000
2015-02-03,9821200000
2015-02-04,9804000000
2015-02-05,9971700000
2015-02-06,9554600000
2015-02-09,9541700000
2015-02-10,9748100000
2015-02-11,9309500000
2015-02-12,9507300000
2015-02-13,9356800000
2015-02-17,9288000000
2015-02-18,9434200000
2015-02-19,9292300000
2015-02-20,9343900000
2015-02-23,9322400000
2015-02-24,9477200000
2015-02-25,9275100000
2015-02-26,9038600000
2015-02-27,8939700000
2015-03-02,8896700000
2015-03-03,8935400000
2015-03-04,8918200000
2015-03-05,9012800000
2015-03-06,8879500000
2015-03-09,8913900000
2015-03-10,8875200000
2015-03-11,8797800000
2015-03-12,8918200000
2015-03-13,8832200000
2015-03-16,8901000000
2015-03-17,8901000000
2015-03-18,9180500000
2015-03-19,8961200000
2015-03-20,9103100000
2015-03-23,8991300000
2015-03-24,8939700000
2015-03-25,8849400000
2015-03-26,8780600000
2015-03-27,8866600000
2015-03-30,8870900000
2015-03-31,8781096350
2015-04-01,8940283300
2015-04-02,8914469200
2015-04-06,9060749100
2015-04-07,8979004450
2015-04-08,8901562150
2015-04-09,8828422200
2015-04-10,8931678600
2015-04-13,8845631600
2015-04-14,8914469200
2015-04-15,9168307850
2015-04-16,8974702100
2015-04-17,8991911500
2015-04-20,9086563200
2015-04-21,8888655100
2015-04-22,8961795050
2015-04-23,9022027950
2015-04-24,9056446750
2015-04-27,8953190350
2015-04-28,9039237350
2015-04-29,9090865550
2015-04-30,9022027950
2015-05-01,9060749100
2015-05-04,9082260850
2015-05-05,8905864500
2015-05-06,8759584600
2015-05-07,8733770500
2015-05-08,8914469200
2015-05-11,8819817500
2015-05-12,8621909400
2015-05-13,8535862400
2015-05-14,8690747000
2015-05-15,8772491650
2015-05-18,8785398700
2015-05-19,8772491650
2015-05-20,8832724550
2015-05-21,8824119850
2015-05-22,8794003400
2015-05-26,8720863450
2015-05-27,8707956400
2015-05-28,8768189300
2015-05-29,8763886950
2015-06-01,8699351700
2015-06-02,8488536550
2015-06-03,8441210700
2015-06-04,8303535500
2015-06-05,8312140200
2015-06-08,8251907300
2015-06-09,8299233150
2015-06-10,8342256650
2015-06-11,8385280149
2015-06-12,8286326100
2015-06-15,8230395550
2015-06-16,8208883799
2015-06-17,8342256650
2015-06-18,8462722450
2015-06-19,8398187200
2015-06-22,8479931850
2015-06-23,8320744900
2015-06-24,8247604950
2015-06-25,8243302600
2015-06-26,8325047250
2015-06-29,8286326100
2015-06-30,8176626360
2015-07-01,8198109877
2015-07-02,8314120866
2015-07-06,8258263723
2015-07-07,8421538448
2015-07-08,8258263723
2015-07-09,8142252734
2015-07-10,8215296690
2015-07-13,8236780206
2015-07-14,8275450536
2015-07-15,8279747239
2015-07-16,8266857129
2015-07-17,8163736251
2015-07-20,8056318668
2015-07-21,7987571416
2015-07-22,8000461525
2015-07-23,7880153833
2015-07-24,7858670317
2015-07-27,8026241745
2015-07-28,8116472514
2015-07-29,8198109877
2015-07-30,8223890097
2015-07-31,8309824162
2015-08-03,8258263723
2015-08-04,8103582404
2015-08-05,8180923064
2015-08-06,8198109877
2015-08-07,8223890097
2015-08-10,8391461525
2015-08-11,8318417569
2015-08-12,8417241745
2015-08-13,8438725261
2015-08-14,8559032953
2015-08-17,8559032953
2015-08-18,8554736250
2015-08-19,8550439547
2015-08-20,8516065920
2015-08-21,8296934052
2015-08-24,7944604383
2015-08-25,7699692295
2015-08-26,7832890097
2015-08-27,8056318668
2015-08-28,8086395591
2015-08-31,8000461525
2015-09-01,7665318669
2015-09-02,7613758229
2015-09-03,7708285702
2015-09-04,7566494493
2015-09-08,7725472515
2015-09-09,7626648339
2015-09-10,7618054933
2015-09-11,7600868120
2015-09-14,7652428559
2015-09-15,7678208779
2015-09-16,7794219768
2015-09-17,7854373614
2015-09-18,7755549438
2015-09-21,7815703284
2015-09-22,7656725262
2015-09-23,7626648339
2015-09-24,7656725262
2015-09-25,7686802185
2015-09-28,7536417570
2015-09-29,7532120867
2015-09-30,7761926480
2015-10-01,7645755740
2015-10-02,7757623860
2015-10-05,7981360100
2015-10-06,7955544379
2015-10-07,7989965340
2015-10-08,8063109879
2015-10-09,8032991540
2015-10-12,7977057480
2015-10-13,7912518180
2015-10-14,7856584120
2015-10-15,8028688920
2015-10-16,8045899400
2015-10-19,7951241760
2015-10-20,7998570580
2015-10-21,8076017740
2015-10-22,8230912060
2015-10-23,8011478440
2015-10-26,8076017740
2015-10-27,7998570580
2015-10-28,7972754860
2015-10-29,7972754860
2015-10-30,7981360100
2015-11-02,7959847000
2015-11-03,8058807260
2015-11-04,8037294160
2015-11-05,7964149620
2015-11-06,7512374520
2015-11-09,7529585000
2015-11-10,7370388060
2015-11-11,7456440459
2015-11-12,7275730420
2015-11-13,7297243520
2015-11-16,7413414260
2015-11-17,7344572340
2015-11-18,7383295920
2015-11-19,7357480200
2015-11-20,7353177580
2015-11-23,7314454000
2015-11-24,7340269719
2015-11-25,7348874959
2015-11-27,7314454000
2015-11-30,7292940900
2015-12-01,7310151379
2015-12-02,7142349200
2015-12-03,7077809900
2015-12-04,7103625620
2015-12-07,7060599420
2015-12-08,7030481080
2015-12-09,7060599420
2015-12-10,6944428680
2015-12-11,7181072780
2015-12-14,7116533480
2015-12-15,7267125180
2015-12-16,7572611200
2015-12-17,7675874080
2015-12-18,7499466660
2015-12-21,7542492860
2015-12-22,7568308580
2015-12-23,7766229100
2015-12-24,7792044820
2015-12-28,7822163160
2015-12-29,7942636520
2015-12-30,7873794600
2015-12-31,7894800000
2016-01-04,7856100000
2016-01-05,7929200000
2016-01-06,7830300000
2016-01-07,7675500000
2016-01-08,7658299999
2016-01-11,7568000000
2016-01-12,7439000000
2016-01-13,7340100000
2016-01-14,7580900000
2016-01-15,7439000000
2016-01-19,7525000000
2016-01-20,7266999999
2016-01-21,7494900000
2016-01-22,7645400000
2016-01-25,7353000000
2016-01-26,7469100000
2016-01-27,7443299999
2016-01-28,7542200000
2016-01-29,7684100000
2016-02-01,8006600000
2016-02-02,7920600000
2016-02-03,8191500000
2016-02-04,8148500000
2016-02-05,8105500000
2016-02-08,7924900000
2016-02-09,7976500000
2016-02-10,7959300000
2016-02-11,7589499999
2016-02-12,7727099999
2016-02-16,7783000000
2016-02-17,7886200000
2016-02-18,7980799999
2016-02-19,7929200000
2016-02-22,8015200000
2016-02-23,7989399999
2016-02-24,8109800000
2016-02-25,8230200000
2016-02-26,7967900000
2016-02-29,8010900000
2016-03-01,8028100000
2016-03-02,8092600000
2016-03-03,8075400000
2016-03-04,8380699999
2016-03-07,8466700000
2016-03-08,8539800000
2016-03-09,8578500000
2016-03-10,8681700000
2016-03-11,8720400000
2016-03-14,8784900000
2016-03-15,8819300000
2016-03-16,8870900000
2016-03-17,9060100000
2016-03-18,8913900000
2016-03-21,9008500000
2016-03-22,9017100000
2016-03-23,9004200000
2016-03-24,9030000000
2016-03-28,8939700000
2016-03-29,9137500000
2016-03-30,8965500000
2016-03-31,9016520000
2016-04-01,9137200000
2016-04-04,9033760000
2016-04-05,8839810000
2016-04-06,8930320000
2016-04-07,8934630000
2016-04-08,9012210000
2016-04-11,8990660000
2016-04-12,9163060000
2016-04-13,9137200000
2016-04-14,9033760000
2016-04-15,9046690000
2016-04-18,9059620000
2016-04-19,9051000000
2016-04-20,8869980000
2016-04-21,8857050000
2016-04-22,8969110000
2016-04-25,9076860000
2016-04-26,9094100000
2016-04-27,9236330000
2016-04-28,9206160000
2016-04-29,9244950000
2016-05-02,9352700000
2016-05-03,9240640000
2016-05-04,9344080000
2016-05-05,9331150000
2016-05-06,9322530000
2016-05-09,9344080000
2016-05-10,9525100000
2016-05-11,9486310000
2016-05-12,9529410000
2016-05-13,9482000000
2016-05-16,9585440000
2016-05-17,9482000000
2016-05-18,9279430000
2016-05-19,9434590000
2016-05-20,9512170000
2016-05-23,9473380000
2016-05-24,9494930000
2016-05-25,9533720000
2016-05-26,9632850000
2016-05-27,9701810000
2016-05-31,9710430000
2016-06-01,9736290000
2016-06-02,9740600000
2016-06-03,9874210000
2016-06-06,9943170000
2016-06-07,9960410000
2016-06-08,10025060000
2016-06-09,10081090000
2016-06-10,9973340000
2016-06-13,9900070000
2016-06-14,9943170000
2016-06-15,9891450000
2016-06-16,9930240000
2016-06-17,9956100000
2016-06-20,10007820000
2016-06-21,10128500000
2016-06-22,10016440000
2016-06-23,10124190000
2016-06-24,10059540000
2016-06-27,9986270000
2016-06-28,10180220000
2016-06-29,10344000000
2016-06-30,10344000000
2016-07-01,10365550000
2016-07-05,10365550000
2016-07-06,10365550000
2016-07-07,10137120000
2016-07-08,10300900000
2016-07-11,10262110000
2016-07-12,10214700000
2016-07-13,10318140000
2016-07-14,10197460000
2016-07-15,10369860000
2016-07-18,10322450000
2016-07-19,10309520000
2016-07-20,10395720000
2016-07-21,10447440000
2016-07-22,10641390000
2016-07-25,10563810000
2016-07-26,10481920000
2016-07-27,10300900000
2016-07-28,10244870000
2016-07-29,10309520000
2016-08-01,10201770000
2016-08-02,10115570000
2016-08-03,10128500000
2016-08-04,10171600000
2016-08-05,9770770000
2016-08-08,9788010000
2016-08-09,9783700000
2016-08-10,9766460000
2016-08-11,9783700000
2016-08-12,9727670000
2016-08-15,9675950000
2016-08-16,9538030000
2016-08-17,9736290000
2016-08-18,9835420000
2016-08-19,9839730000
2016-08-22,9887140000
2016-08-23,9848350000
2016-08-24,9809560000
2016-08-25,9788010000
2016-08-26,9619920000
2016-08-29,9770770000
2016-08-30,9684570000
2016-08-31,9684570000
2016-09-01,9671640000
2016-09-02,9753530000
2016-09-06,9826800000
2016-09-07,10037990000
2016-09-08,10188840000
2016-09-09,9744910000
2016-09-12,9891450000
2016-09-13,9671640000
2016-09-14,9667330000
2016-09-15,9762150000
2016-09-16,9934550000
2016-09-19,10042300000
2016-09-20,10115570000
2016-09-21,10352620000
2016-09-22,10391410000
2016-09-23,10425890000
2016-09-26,10456060000
2016-09-27,10292280000
2016-09-28,10395720000
2016-09-29,10162980000
2016-09-30,10004742860
2016-10-03,9862617800
2016-10-04,9630049520
2016-10-05,9625742700
2016-10-06,9604208600
2016-10-07,9431935800
2016-10-10,9552526760
2016-10-11,9406094880
2016-10-12,9509458560
2016-10-13,9621435880
2016-10-14,9634356340
2016-10-17,9660197260
2016-10-18,9694651820
2016-10-19,9746333660
2016-10-20,9759254120
2016-10-21,9785095040
2016-10-24,9711879100
2016-10-25,9763560940
2016-10-26,9759254120
2016-10-27,9720492740
2016-10-28,9703265460
2016-10-31,9819549600
2016-11-01,9690345000
2016-11-02,9522379020
2016-11-03,9707572280
2016-11-04,9875538260
2016-11-07,10172708840
2016-11-08,10207163400
2016-11-09,9996129220
2016-11-10,9957367840
2016-11-11,9871231440
2016-11-14,9888458720
2016-11-15,10021970140
2016-11-16,10000436040
2016-11-17,10000436040
2016-11-18,10052117880
2016-11-21,10129640640
2016-11-22,10172708840
2016-11-23,10168402020
2016-11-25,10314833900
2016-11-28,10409583940
2016-11-29,10375129380
2016-11-30,10276072520
2016-12-01,10250231600
2016-12-02,10379436200
2016-12-05,10327754360
2016-12-06,10241617960
2016-12-07,10375129380
2016-12-08,10357902100
2016-12-09,10521561260
2016-12-12,10556015820
2016-12-13,10586163560
2016-12-14,10413890760
2016-12-15,10469879420
2016-12-16,10461265780
2016-12-19,10534481720
2016-12-20,10620618120
2016-12-21,10616311300
2016-12-22,10698140880
2016-12-23,10693834060
2016-12-27,10663686320
2016-12-28,10525868080
2016-12-29,10650765860
2016-12-30,10612004480
2017-01-03,10598290000
2017-01-04,10693110000
2017-01-05,10693110000
2017-01-06,10930160000
2017-01-09,10723280000
2017-01-10,10753450000
2017-01-11,10956020000
2017-01-12,10917230000
2017-01-13,10956020000
2017-01-17,10986190000
2017-01-18,11068080000
2017-01-19,10964640000
2017-01-20,11033600000
2017-01-23,10964640000
2017-01-24,11042220000
2017-01-25,11184450000
2017-01-26,11201690000
2017-01-27,11231860000
2017-01-30,11132730000
2017-01-31,11296510000
2017-02-01,11175830000
2017-02-02,11287890000
2017-02-03,11335300000
2017-02-06,11244790000
2017-02-07,11279270000
2017-02-08,11387020000
2017-02-09,11408570000
2017-02-10,11417190000
2017-02-13,11494770000
2017-02-14,11227550000
2017-02-15,11236170000
2017-02-16,11365470000
2017-02-17,11425810000
2017-02-21,11468910000
2017-02-22,11451670000
2017-02-23,11568040000
2017-02-24,11645620000
2017-02-27,11546490000
2017-02-28,11774920000
2017-03-01,11938700000
2017-03-02,11968870000
2017-03-03,12024900000
2017-03-06,12050760000
2017-03-07,12068000000
2017-03-08,11826640000
2017-03-09,11796470000
2017-03-10,11943010000
2017-03-13,11899910000
2017-03-14,11852500000
2017-03-15,12106790000
2017-03-16,11891290000
2017-03-17,11930080000
2017-03-20,11830950000
2017-03-21,11886980000
2017-03-22,12016280000
2017-03-23,11960250000
2017-03-24,12011970000
2017-03-27,11934390000
2017-03-28,11934390000
2017-03-29,12003350000
2017-03-30,11856810000
2017-03-31,11882670000
2017-04-03,11874050000
2017-04-04,11968870000
2017-04-05,11999040000
2017-04-06,12024900000
2017-04-07,12024900000
2017-04-10,12068000000
2017-04-11,12029210000
2017-04-12,12085240000
2017-04-13,12042140000
2017-04-17,12171440000
2017-04-18,12197300000
2017-04-19,12055070000
2017-04-20,12024900000
2017-04-21,12119720000
2017-04-24,12205920000
2017-04-25,12236090000
2017-04-26,12210230000
2017-04-27,12343840000
2017-04-28,12296430000
2017-05-01,12201610000
2017-05-02,12149890000
2017-05-03,12111100000
2017-05-04,12059380000
2017-05-05,12089550000
2017-05-08,12011970000
2017-05-09,11830950000
2017-05-10,11869740000
2017-05-11,11818020000
2017-05-12,11761990000
2017-05-15,11818020000
2017-05-16,11718890000
2017-05-17,11710270000
2017-05-18,11727510000
2017-05-19,11843880000
2017-05-22,11938700000
2017-05-23,11960250000
2017-05-24,12055070000
2017-05-25,12145580000
2017-05-26,12210230000
2017-05-30,12236090000
2017-05-31,12330910000
2017-06-01,12468830000
2017-06-02,12447280000
2017-06-05,12305050000
2017-06-06,12283500000
2017-06-07,12205920000
2017-06-08,12158510000
2017-06-09,12171440000
2017-06-12,12115410000
2017-06-13,12124030000
2017-06-14,12227470000
2017-06-15,12330910000
2017-06-16,12447280000
2017-06-19,12374010000
2017-06-20,12244710000
2017-06-21,12059380000
2017-06-22,12106790000
2017-06-23,12089550000
2017-06-26,12231780000
2017-06-27,12145580000
2017-06-28,11994730000
2017-06-29,11835260000
2017-06-30,11800780000
2017-07-03,11886980000
2017-07-05,11830950000
2017-07-06,11757680000
2017-07-07,11774920000
2017-07-10,11753370000
2017-07-11,11705960000
2017-07-12,11843880000
2017-07-13,11792160000
2017-07-14,11904220000
2017-07-17,11968870000
2017-07-18,11973180000
2017-07-19,11908530000
2017-07-20,12089550000
2017-07-21,12132650000
2017-07-24,12141270000
2017-07-25,12033520000
2017-07-26,12102480000
2017-07-27,12124030000
2017-07-28,12128340000
2017-07-31,12149890000
2017-08-01,12175750000
2017-08-02,12141270000
2017-08-03,12270570000
2017-08-04,12300740000
2017-08-07,12386940000
2017-08-08,12520550000
2017-08-09,12524860000
2017-08-10,12555030000
2017-08-11,12421420000
2017-08-14,12412800000
2017-08-15,12430040000
2017-08-16,12477450000
2017-08-17,12399870000
2017-08-18,12503310000
2017-08-21,12619680000
2017-08-22,12718810000
2017-08-23,12813630000
2017-08-24,12774840000
2017-08-25,12813630000
2017-08-28,12899830000
2017-08-29,12882590000
2017-08-30,12783460000
2017-08-31,12766220000
2017-09-01,12770530000
2017-09-05,12766220000
2017-09-06,12688640000
2017-09-07,12912760000
2017-09-08,12934310000
2017-09-11,13123950000
2017-09-12,12921380000
2017-09-13,12904140000
2017-09-14,12990340000
2017-09-15,13046370000
2017-09-18,12921380000
2017-09-19,12917070000
2017-09-20,12800700000
2017-09-21,12710190000
2017-09-22,12585200000
2017-09-25,12783460000
2017-09-26,12774840000
2017-09-27,12533480000
2017-09-28,12563650000
2017-09-29,12589510000
2017-10-02,12482860480
2017-10-03,12405273640
2017-10-04,12495791620
2017-10-05,12525964280
2017-10-06,12448377440
2017-10-09,12383721740
2017-10-10,12551826560
2017-10-11,12633723780
2017-10-12,12810449360
2017-10-13,12655275680
2017-10-16,12698379480
2017-10-17,12728552140
2017-10-18,12750104040
2017-10-19,12823380500
2017-10-20,12801828600
2017-10-23,12788897460
2017-10-24,12754414420
2017-10-25,12663896440
2017-10-26,12711310620
2017-10-27,12823380500
2017-10-30,12702689860
2017-10-31,12750104040
2017-11-01,12806138980
2017-11-02,12819070120
2017-11-03,12754414420
2017-11-06,12810449360
2017-11-07,12909588100
2017-11-08,12909588100
2017-11-09,12849242780
2017-11-10,12676827580
2017-11-13,12771655940
2017-11-14,12909588100
2017-11-15,12650965300
2017-11-16,12513033140
2017-11-17,12500102000
2017-11-20,12551826560
2017-11-21,12538895420
2017-11-22,12564757700
2017-11-24,12513033140
2017-11-27,12732862520
2017-11-28,12750104040
2017-11-29,12788897460
2017-11-30,12935450380
2017-12-01,12728552140
2017-12-04,12655275680
2017-12-05,12461308580
2017-12-06,12504412380
2017-12-07,12439756680
2017-12-08,12461308580
2017-12-11,12435446300
2017-12-12,12232858440
2017-12-13,12241479200
2017-12-14,12336307560
2017-12-15,12413894400
2017-12-18,12267341480
2017-12-19,12073374380
2017-12-20,12077684760
2017-12-21,11969925260
2017-12-22,12099236660
2017-12-26,12081995140
2017-12-27,12133719700
2017-12-28,12224237680
2017-12-29,12224237680
2018-01-02,12076620000
2018-01-03,12050760000
2018-01-04,12063690000
2018-01-05,12011970000
2018-01-08,12085240000
2018-01-09,11964560000
2018-01-10,11749060000
2018-01-11,11822330000
2018-01-12,11796470000
2018-01-16,11861120000
2018-01-17,12016280000
2018-01-18,11994730000
2018-01-19,11981800000
2018-01-22,11977490000
2018-01-23,12102480000
2018-01-24,12128340000
2018-01-25,12231780000
2018-01-26,12266260000
2018-01-29,11951630000
2018-01-30,11990420000
2018-01-31,12145580000
2018-02-01,11947320000
2018-02-02,11874050000
2018-02-05,11598210000
2018-02-06,11343920000
2018-02-07,11361160000
2018-02-08,11141350000
2018-02-09,11421500000
2018-02-12,11520630000
2018-02-13,11537870000
2018-02-14,11287890000
2018-02-15,11533560000
2018-02-16,11598210000
2018-02-20,11520630000
2018-02-21,11305130000
2018-02-22,11637000000
2018-02-23,11951630000
2018-02-26,11977490000
2018-02-27,11744750000
2018-02-28,11658550000
2018-03-01,11516320000
2018-03-02,11503390000
2018-03-05,11701650000
2018-03-06,11537870000
2018-03-07,11512010000
2018-03-08,11675790000
2018-03-09,11693030000
2018-03-12,11822330000
2018-03-13,11770610000
2018-03-14,11658550000
2018-03-15,11602520000
2018-03-16,11701650000
2018-03-19,11615450000
2018-03-20,11555110000
2018-03-21,11568040000
2018-03-22,11520630000
2018-03-23,11421500000
2018-03-26,11568040000
2018-03-27,11675790000
2018-03-28,11615450000
2018-03-29,11809400000
2018-04-02,11642491781
2018-04-03,11685644085
2018-04-04,11737426851
2018-04-05,11776263925
2018-04-06,11603654706
2018-04-09,11707220237
2018-04-10,11694274546
2018-04-11,11577763324
2018-04-12,11448306410
2018-04-13,11508719636
2018-04-16,11681328855
2018-04-17,11724481159
2018-04-18,11711535468
2018-04-19,11642491781
2018-04-20,11513034867
2018-04-23,11193707813
2018-04-24,10943424446
2018-04-25,10753554306
2018-04-26,10835543685
2018-04-27,10990891981
2018-04-30,10930478755
2018-05-01,10977946290
2018-05-02,10986576751
2018-05-03,10952054907
2018-05-04,11387893183
2018-05-07,11491458714
2018-05-08,11456936871
2018-05-09,11336110418
2018-05-10,11495773945
2018-05-11,11513034867
2018-05-14,11431045488
2018-05-15,11245490578
2018-05-16,11003837673
2018-05-17,10913217833
2018-05-18,10930478755
2018-05-21,10883011220
2018-05-22,10965000598
2018-05-23,11159185969
2018-05-24,11292958113
2018-05-25,11210968735
2018-05-29,11150555508
2018-05-30,11271381961
2018-05-31,11275697191
2018-06-01,11072881360
2018-06-04,11059935668
2018-06-05,11072881360
2018-06-06,10878695989
2018-06-07,10965000598
2018-06-08,10939109216
2018-06-11,10883011220
2018-06-12,11180762121
2018-06-13,11064250899
2018-06-14,11297273344
2018-06-15,11172131660
2018-06-18,11254121039
2018-06-19,11383577953
2018-06-20,11353371340
2018-06-21,11443991179
2018-06-22,11487143484
2018-06-25,11733111620
2018-06-26,11793524847
2018-06-27,11892775147
2018-06-28,11892775147
2018-06-29,11957503604
2018-07-02,11910240000
2018-07-03,11927520000
2018-07-05,11988000000
2018-07-06,12070080000
2018-07-09,11629440000
2018-07-10,11711520000
2018-07-11,11884320000
2018-07-12,12022560000
2018-07-13,11992320000
2018-07-16,11979360000
