,LUMN
2013-11-26,17955746120
2013-11-27,17979155894
2013-11-29,17967451885
2013-12-02,17733347114
2013-12-03,17774316415
2013-12-04,18049387560
2013-12-05,17938188350
2013-12-06,18183997130
2013-12-09,18447363680
2013-12-10,18441511090
2013-12-11,17973303304
2013-12-12,18002566840
2013-12-13,17985009070
2013-12-16,18113766635
2013-12-17,18400543545
2013-12-18,18634646560
2013-12-19,18353722825
2013-12-20,18166439945
2013-12-23,18353722825
2013-12-24,18546858295
2013-12-26,18640499150
2013-12-27,18734139419
2013-12-30,18704877054
2013-12-31,18298939750
2014-01-02,18184032750
2014-01-03,18155306000
2014-01-06,18195523450
2014-01-07,18046144350
2014-01-08,17948473400
2014-01-09,17689933224
2014-01-10,17822075700
2014-01-13,17735896024
2014-01-14,17632479724
2014-01-15,17540554124
2014-01-16,17425646550
2014-01-17,17236050000
2014-01-21,17149869750
2014-01-22,16948782500
2014-01-23,16920056324
2014-01-24,16747695250
2014-01-27,16707477799
2014-01-28,16632788824
2014-01-29,16425955650
2014-01-30,16753440600
2014-01-31,16581080674
2014-02-03,16161668975
2014-02-04,16138688150
2014-02-05,16242104450
2014-02-06,16259339925
2014-02-07,16540863224
2014-02-10,16621297550
2014-02-11,17080925550
2014-02-12,17345212224
2014-02-13,17678441950
2014-02-14,17609497750
2014-02-18,17781858824
2014-02-19,17753131500
2014-02-20,17879529774
2014-02-21,17862293150
2014-02-24,17919747224
2014-02-25,17891019325
2014-02-26,17695677425
2014-02-27,17856547800
2014-02-28,17959964100
2014-03-03,17873784424
2014-03-04,18115089124
2014-03-05,18304685674
2014-03-06,17919747224
2014-03-07,17994436200
2014-03-10,17712914050
2014-03-11,17632479724
2014-03-12,17626733800
2014-03-13,17517572150
2014-03-14,17592262274
2014-03-17,17718659400
2014-03-18,18040399000
2014-03-19,17954218750
2014-03-20,18023163524
2014-03-21,18005926900
2014-03-24,18120834474
2014-03-25,18333411850
2014-03-26,18551735724
2014-03-27,18724095650
2014-03-28,18775803800
2014-03-31,18650328600
2014-04-01,18786629335
2014-04-02,18843419700
2014-04-03,19019474485
2014-04-04,19133055782
2014-04-07,19047869667
2014-04-08,19275034532
2014-04-09,19195526432
2014-04-10,18985398450
2014-04-11,18939964114
2014-04-14,19240960767
2014-04-15,19337505182
2014-04-16,19729368235
2014-04-17,19553313450
2014-04-21,19587389485
2014-04-22,19564672317
2014-04-23,19655538717
2014-04-24,19666897017
2014-04-25,19740724264
2014-04-28,19672575032
2014-04-29,19763441432
2014-04-30,19825912649
2014-05-01,19854307832
2014-05-02,19780480585
2014-05-05,19786158600
2014-05-06,19570350332
2014-05-07,19678255885
2014-05-08,20933347467
2014-05-09,20762972967
2014-05-12,20865198235
2014-05-13,20995818117
2014-05-14,21387678899
2014-05-15,21484225585
2014-05-16,21682994700
2014-05-19,21563733117
2014-05-20,21342246835
2014-05-21,21109399414
2014-05-22,21098043385
2014-05-23,21171870632
2014-05-27,21194587800
2014-05-28,21467186432
2014-05-29,21399037200
2014-05-30,21393356914
2014-06-02,21364961732
2014-06-03,21597806882
2014-06-04,21597806882
2014-06-05,21115079700
2014-06-06,20961742649
2014-06-09,20939025482
2014-06-10,20973100950
2014-06-11,20689143450
2014-06-12,20666426282
2014-06-13,20984459817
2014-06-16,21046930467
2014-06-17,20797046732
2014-06-18,20973100950
2014-06-19,21177550917
2014-06-20,20842481067
2014-06-23,20859517950
2014-06-24,20649389967
2014-06-25,20530128385
2014-06-26,20535806399
2014-06-27,20319998132
2014-06-30,20487933565
2014-07-01,20555848800
2014-07-02,20340781534
2014-07-03,20420018331
2014-07-07,20442655234
2014-07-08,20657722500
2014-07-09,20708659350
2014-07-10,20816192134
2014-07-11,20810533050
2014-07-14,20878448284
2014-07-15,20935046481
2014-07-16,21008620234
2014-07-17,20782235365
2014-07-18,20912407315
2014-07-21,20952024300
2014-07-22,21116154715
2014-07-23,21263305050
2014-07-24,21325561200
2014-07-25,21268965831
2014-07-28,21342539584
2014-07-29,22582004631
2014-07-30,22508428050
2014-07-31,22208467731
2014-08-01,22106593465
2014-08-04,22332978334
2014-08-05,22236765415
2014-08-06,21942463050
2014-08-07,22044337315
2014-08-08,22559365465
2014-08-11,22791410550
2014-08-12,23074393050
2014-08-13,22904604115
2014-08-14,22927241018
2014-08-15,22864987131
2014-08-18,22876304168
2014-08-19,23012136899
2014-08-20,23085712915
2014-08-21,23153628149
2014-08-22,23091371434
2014-08-25,23357375550
2014-08-26,23283799534
2014-08-27,23068732268
2014-08-28,23125330465
2014-08-29,23198906481
2014-09-02,23125330465
2014-09-03,23215884300
2014-09-04,23238523465
2014-09-05,23470569115
2014-09-08,22966860831
2014-09-09,22632941481
2014-09-10,22463150284
2014-09-11,22853667265
2014-09-12,22378256665
2014-09-15,22434852034
2014-09-16,22412212868
2014-09-17,22836686618
2014-09-18,22932901800
2014-09-19,23063073750
2014-09-22,23085712915
2014-09-23,22898943334
2014-09-24,22887624034
2014-09-25,22587663149
2014-09-26,22814049715
2014-09-29,22864987131
2014-09-30,23116220464
2014-10-01,22850516209
2014-10-02,23042727389
2014-10-03,23178407000
2014-10-06,22997502360
2014-10-07,22658307290
2014-10-08,23076648140
2014-10-09,22460441710
2014-10-10,22121246075
2014-10-13,21714210069
2014-10-14,21951648540
2014-10-15,21827276035
2014-10-16,21652023534
2014-10-17,21968607785
2014-10-20,22206043994
2014-10-21,22443482465
2014-10-22,22663959430
2014-10-23,22579159814
2014-10-24,22573507110
2014-10-27,22839211930
2014-10-28,23195366244
2014-10-29,23172754860
2014-10-30,23455418360
2014-10-31,23449763960
2014-11-03,23636322435
2014-11-04,23534563575
2014-11-05,23545870680
2014-11-06,22047753000
2014-11-07,22290843610
2014-11-10,22522627680
2014-11-11,22596120755
2014-11-12,22895743500
2014-11-13,23133179709
2014-11-14,23059688895
2014-11-17,23150141215
2014-11-18,23229286430
2014-11-19,23246245674
2014-11-20,22895743500
2014-11-21,22878784255
2014-11-24,22771370994
2014-11-25,22437828064
2014-11-26,22935316390
2014-11-28,23048381790
2014-12-01,23234938569
2014-12-02,23020116005
2014-12-03,22647000185
2014-12-04,22641345784
2014-12-05,22432175360
2014-12-08,22483054790
2014-12-09,22104284569
2014-12-10,21708557930
2014-12-11,21934687034
2014-12-12,21244989790
2014-12-15,21358053494
2014-12-16,21420239464
2014-12-17,21872501064
2014-12-18,22319109960
2014-12-19,22443482465
2014-12-22,22720491564
2014-12-23,22743105210
2014-12-24,22714838860
2014-12-26,22884436960
2014-12-29,22912702744
2014-12-30,22663959430
2014-12-31,22242734143
2015-01-02,22248352710
2015-01-05,21776298750
2015-01-06,21506553630
2015-01-07,21618947991
2015-01-08,21838115901
2015-01-09,21579610723
2015-01-12,21720102973
2015-01-13,21692002276
2015-01-14,21529032951
2015-01-15,21523412138
2015-01-16,21579610723
2015-01-20,21770680183
2015-01-21,21708863031
2015-01-22,22124718968
2015-01-23,22051664683
2015-01-26,21916791000
2015-01-27,21798778071
2015-01-28,21551510026
2015-01-29,21073837500
2015-01-30,20888386606
2015-02-02,21478455741
2015-02-03,22248352710
2015-02-04,22147198289
2015-02-05,21596468670
2015-02-06,21669525201
2015-02-09,22293309106
2015-02-10,22579914420
2015-02-11,22770983880
2015-02-12,22079762571
2015-02-13,22175296178
2015-02-17,22046043870
2015-02-18,21079456066
2015-02-19,21124414710
2015-02-20,20804092380
2015-02-23,20584925031
2015-02-24,20826571701
2015-02-25,20961443138
2015-02-26,21017641723
2015-02-27,21276146901
2015-03-02,21146894031
2015-03-03,21174991920
2015-03-04,20371376250
2015-03-05,20303940531
2015-03-06,19904940856
2015-03-09,19798167870
2015-03-10,19741971531
2015-03-11,19831886571
2015-03-12,19786927928
2015-03-13,19342971856
2015-03-16,19387930500
2015-03-17,19741971531
2015-03-18,19736350718
2015-03-19,19590239901
2015-03-20,19837505138
2015-03-23,19848745080
2015-03-24,19775688548
2015-03-25,19466605598
2015-03-26,19421649201
2015-03-27,19163141776
2015-03-30,19140664701
2015-03-31,19301011441
2015-04-01,19831720000
2015-04-02,19792615200
2015-04-06,19764683758
2015-04-07,19781442400
2015-04-08,19831720000
2015-04-09,20038416241
2015-04-10,20010484800
2015-04-13,19876412317
2015-04-14,19932275200
2015-04-15,20217181041
2015-04-16,19708818641
2015-04-17,19373635200
2015-04-20,19675301358
2015-04-21,20278631441
2015-04-22,20261872800
2015-04-23,20479742400
2015-04-24,20340082400
2015-04-27,20273046158
2015-04-28,20546778641
2015-04-29,20284218958
2015-04-30,20088693841
2015-05-01,20189249041
2015-05-04,20122212800
2015-05-05,19837305282
2015-05-06,19289838641
2015-05-07,19356877117
2015-05-08,19524468558
2015-05-11,19217217117
2015-05-12,19552400000
2015-05-13,19189282882
2015-05-14,19183697600
2015-05-15,19273080000
2015-05-18,19217217117
2015-05-19,18971413841
2015-05-20,19194870958
2015-05-21,19133420000
2015-05-22,18965828558
2015-05-26,18770302882
2015-05-27,18960241041
2015-05-28,19027278958
2015-05-29,18569194717
2015-06-01,18362496241
2015-06-02,18412773841
2015-06-03,18429534717
2015-06-04,18340152317
2015-06-05,17977035200
2015-06-08,17999381358
2015-06-09,17915584800
2015-06-10,18021725282
2015-06-11,18284287200
2015-06-12,18189318958
2015-06-15,18083176241
2015-06-16,17999381358
2015-06-17,17993793841
2015-06-18,18077590958
2015-06-19,18133453841
2015-06-22,18239597117
2015-06-23,18183731441
2015-06-24,17809442641
2015-06-25,16714508800
2015-06-26,16753613600
2015-06-29,16496639758
2015-06-30,16302873305
2015-07-01,16408304290
2015-07-02,16430500724
2015-07-06,16341717204
2015-07-07,16580321805
2015-07-08,16363912530
2015-07-09,16363912530
2015-07-10,16513734720
2015-07-13,16646910000
2015-07-14,16635812060
2015-07-15,16463793990
2015-07-16,16918809530
2015-07-17,17168513734
2015-07-20,16924358500
2015-07-21,16491538285
2015-07-22,16197443984
2015-07-23,16069816565
2015-07-24,15553763464
2015-07-27,15603704194
2015-07-28,15659192785
2015-07-29,15625899520
2015-07-30,15625899520
2015-07-31,15870054200
2015-08-03,16036523300
2015-08-04,15775721710
2015-08-05,15847857765
2015-08-06,15498273210
2015-08-07,15342902050
2015-08-10,15958837720
2015-08-11,15670291280
2015-08-12,15831211964
2015-08-13,15520468535
2015-08-14,15686938190
2015-08-17,15770172740
2015-08-18,15603704194
2015-08-19,15742428444
2015-08-20,15376195315
2015-08-21,15043258224
2015-08-24,14349636974
2015-08-25,13966757490
2015-08-26,14632634444
2015-08-27,14837945780
2015-08-28,15004415434
2015-08-31,15004415434
2015-09-01,14371832300
2015-09-02,14982219000
2015-09-03,14854592690
2015-09-04,14527203460
2015-09-08,14960022565
2015-09-09,14965571535
2015-09-10,14860142214
2015-09-11,14582693714
2015-09-14,14466164790
2015-09-15,14688123035
2015-09-16,14499458055
2015-09-17,14449518434
2015-09-18,14222009555
2015-09-21,14360733805
2015-09-22,14083285305
2015-09-23,13955659550
2015-09-24,13883522940
2015-09-25,14072188474
2015-09-28,13656015724
2015-09-29,13700407484
2015-09-30,13605118141
2015-10-01,13323483000
2015-10-02,13350563250
2015-10-05,13886751658
2015-10-06,13875920641
2015-10-07,14114225758
2015-10-08,14357948550
2015-10-09,13930080058
2015-10-12,14005905841
2015-10-13,13962577441
2015-10-14,14179218900
2015-10-15,14612502900
2015-10-16,14520429508
2015-10-19,14580006600
2015-10-20,14758736250
2015-10-21,14731656541
2015-10-22,15116195550
2015-10-23,15175772100
2015-10-26,15338253600
2015-10-27,14969961658
2015-10-28,15229933141
2015-10-29,15208268400
2015-10-30,15278676508
2015-11-02,15386998050
2015-11-03,15430326450
2015-11-04,15175772100
2015-11-05,15549479008
2015-11-06,15473654850
2015-11-09,15603639508
2015-11-10,15489903000
2015-11-11,15397830150
2015-11-12,15164940000
2015-11-13,15002459041
2015-11-16,15424910400
2015-11-17,15235348108
2015-11-18,15430326450
2015-11-19,15419493808
2015-11-20,14747904150
2015-11-23,14791232008
2015-11-24,14747904150
2015-11-25,14612502900
2015-11-27,14655830758
2015-11-30,14585422650
2015-12-01,14639583691
2015-12-02,14336283808
2015-12-03,14330867758
2015-12-04,14466269008
2015-12-07,14693743108
2015-12-08,14374197241
2015-12-09,14287539358
2015-12-10,14076313950
2015-12-11,13491380550
2015-12-14,13204329358
2015-12-15,13724270700
2015-12-16,14146723141
2015-12-17,13756767000
2015-12-18,13599702091
2015-12-21,13626781800
2015-12-22,13637613900
2015-12-23,14092562100
2015-12-24,14011321891
2015-12-28,13995073200
2015-12-29,14016736858
2015-12-30,13745934358
2015-12-31,13556182840
2016-01-04,13529243428
2016-01-05,13464587010
2016-01-06,13319110741
2016-01-07,13049711241
2016-01-08,12915011491
2016-01-11,12995832418
2016-01-12,12607896600
2016-01-13,12403152980
2016-01-14,12871907571
2016-01-15,12548629248
2016-01-19,12510912241
2016-01-20,11982889760
2016-01-21,12187633918
2016-01-22,12823415661
2016-01-25,12801864240
2016-01-26,13232902901
2016-01-27,13270618831
2016-01-28,13372991180
2016-01-29,13696270580
2016-02-01,13954894100
2016-02-02,13583122251
2016-02-03,14051877920
2016-02-04,14299725998
2016-02-05,14337441928
2016-02-08,13809417831
2016-02-09,13367602651
2016-02-10,13249067410
2016-02-11,14703825248
2016-02-12,15415039928
2016-02-16,15582067080
2016-02-17,16018494270
2016-02-18,16336385680
2016-02-19,16018494270
2016-02-22,16158582010
2016-02-23,15759870750
2016-02-24,16169357990
2016-02-25,16384877590
2016-02-26,16255565830
2016-02-29,16481861410
2016-03-01,16767425418
2016-03-02,16783588850
2016-03-03,16902125168
2016-03-04,17020660410
2016-03-07,17117644230
2016-03-08,16977556490
2016-03-09,16988333008
2016-03-10,17085315751
2016-03-11,17171524668
2016-03-14,17214628588
2016-03-15,16875184680
2016-03-16,17333162752
2016-03-17,16864408161
2016-03-18,17079928838
2016-03-21,17079928838
2016-03-22,17036824918
2016-03-23,16713544980
2016-03-24,16788976840
2016-03-28,16745872920
2016-03-29,17020660410
2016-03-30,17171524668
2016-03-31,17246478380
2016-04-01,17365196860
2016-04-04,17392178210
2016-04-05,17322025620
2016-04-06,17532482309
2016-04-07,17197913029
2016-04-08,17203308220
2016-04-11,17311235239
2016-04-12,17268064000
2016-04-13,17370592590
2016-04-14,17316630430
2016-04-15,17408365940
2016-04-18,17386782479
2016-04-19,17651198630
2016-04-20,17699765060
2016-04-21,16938890990
2016-04-22,16938890990
2016-04-25,16825569860
2016-04-26,16955080340
2016-04-27,17041420660
2016-04-28,16922703259
2016-04-29,16701456189
2016-05-02,16987457960
2016-05-03,16501793660
2016-05-04,16706851380
2016-05-05,15217481939
2016-05-06,15400955119
2016-05-09,15222877130
2016-05-10,15503483710
2016-05-11,15276839830
2016-05-12,15357783880
2016-05-13,15044800220
2016-05-16,15012423140
2016-05-17,14812761689
2016-05-18,14505173220
2016-05-19,14526758840
2016-05-20,14602306080
2016-05-23,14521362570
2016-05-24,14677854939
2016-05-25,14667061860
2016-05-26,14370266470
2016-05-27,14467399330
2016-05-31,14634684779
2016-06-01,14515966300
2016-06-02,14634684779
2016-06-03,14758798450
2016-06-06,14650873050
2016-06-07,14726421369
2016-06-08,14591514619
2016-06-09,14569929000
2016-06-10,14548343380
2016-06-13,14510569490
2016-06-14,14397248360
2016-06-15,14694043210
2016-06-16,14699439480
2016-06-17,14818156880
2016-06-20,14877516390
2016-06-21,15152726160
2016-06-22,15066385840
2016-06-23,15390162040
2016-06-24,15071782110
2016-06-27,14472796140
2016-06-28,15023215680
2016-06-29,15352388689
2016-06-30,15659772060
2016-07-01,15854102759
2016-07-05,15616587580
2016-07-06,15924277000
2016-07-07,15859499740
2016-07-08,16312936780
2016-07-11,16372315980
2016-07-12,16593636440
2016-07-13,16669208740
2016-07-14,16895927260
2016-07-15,16906723920
2016-07-18,16690801520
2016-07-19,16458684940
2016-07-20,16491072760
2016-07-21,16539655300
2016-07-22,16680005400
2016-07-25,16669208740
2016-07-26,16534257240
2016-07-27,16577441720
2016-07-28,16642218980
2016-07-29,16971501179
2016-08-01,16744782120
2016-08-02,16512665540
2016-08-03,16469481060
2016-08-04,16329131500
2016-08-05,16129402740
2016-08-08,16345326219
2016-08-09,16275150900
2016-08-10,16377714040
2016-08-11,16420898520
2016-08-12,16172587220
2016-08-15,16204976120
2016-08-16,15881092520
2016-08-17,15789325500
2016-08-18,15724548240
2016-08-19,15568005040
2016-08-22,15616587580
2016-08-23,15708354600
2016-08-24,15681363760
2016-08-25,15735344900
2016-08-26,15524820560
2016-08-29,15519422500
2016-08-30,15422257420
2016-08-31,15006606260
2016-09-01,14974218440
2016-09-02,15082180179
2016-09-06,15206335020
2016-09-07,15330490400
2016-09-08,15303500100
2016-09-09,15038995699
2016-09-12,15136160779
2016-09-13,14812277179
2016-09-14,14806878580
2016-09-15,14563965880
2016-09-16,14515382800
2016-09-19,14596354779
2016-09-20,14439810500
2016-09-21,14531577520
2016-09-22,14904044199
2016-09-23,14801480520
2016-09-26,14742101320
2016-09-27,14763694100
2016-09-28,14871654760
2016-09-29,14855461120
2016-09-30,14811239950
2016-10-03,14859836800
2016-10-04,14622252200
2016-10-05,14595254489
2016-10-06,14562855510
2016-10-07,14989428400
2016-10-10,15032625600
2016-10-11,14924632060
2016-10-12,14886835050
2016-10-13,14789640810
2016-10-14,14762643100
2016-10-17,14778842589
2016-10-18,15065023500
2016-10-19,15216213700
2016-10-20,15102820510
2016-10-21,15232412110
2016-10-24,15291808800
2016-10-25,15362004789
2016-10-26,15254011250
2016-10-27,16738915000
2016-10-28,16409535810
2016-10-31,14352269700
2016-11-01,13482925510
2016-11-02,13056353700
2016-11-03,12419195000
2016-11-04,12446192710
2016-11-07,12591983800
2016-11-08,13045554400
2016-11-09,13115750389
2016-11-10,12856566110
2016-11-11,12851166460
2016-11-14,13126548610
2016-11-15,13347934260
2016-11-16,13239941800
2016-11-17,13099550900
2016-11-18,13385732889
2016-11-21,13790706639
2016-11-22,13628716600
2016-11-23,13175146000
2016-11-25,13315536900
2016-11-28,13304737060
2016-11-29,13072552110
2016-11-30,12699976800
2016-12-01,12818769100
2016-12-02,12915962800
2016-12-05,13061753889
2016-12-06,12964559650
2016-12-07,13110350739
2016-12-08,13029354910
2016-12-09,13023956339
2016-12-12,12921362450
2016-12-13,13191344950
2016-12-14,12888965089
2016-12-15,12942960510
2016-12-16,13050954050
2016-12-19,13061753889
2016-12-20,13029354910
2016-12-21,12834968050
2016-12-22,12888965089
2016-12-23,12991557360
2016-12-27,13034754560
2016-12-28,12975359489
2016-12-29,12975359489
2016-12-30,12840368239
2017-01-03,13700610300
2017-01-04,13770869840
2017-01-05,13781679000
2017-01-06,13716823499
2017-01-09,13635755340
2017-01-10,13619542140
2017-01-11,13641159920
2017-01-12,13608732440
2017-01-13,13651969080
2017-01-17,13765464719
2017-01-18,13765464719
2017-01-19,13781679000
2017-01-20,13814105939
2017-01-23,13949220439
2017-01-24,13819511060
2017-01-25,13884366560
2017-01-26,14084334939
2017-01-27,14030289139
2017-01-30,13949220439
2017-01-31,13976244420
2017-02-01,13787083580
2017-02-02,13651969080
2017-02-03,13738442360
2017-02-06,13538472359
2017-02-07,13446594499
2017-02-08,13203388940
2017-02-09,13197984360
2017-02-10,13235816420
2017-02-13,13306076500
2017-02-14,13262839860
2017-02-15,13187175200
2017-02-16,13122320780
2017-02-17,13122320780
2017-02-21,13333098860
2017-02-22,13419572140
2017-02-23,13354716639
2017-02-24,13284457640
2017-02-27,13300671920
2017-02-28,13111511080
2017-03-01,12992610860
2017-03-02,12716977280
2017-03-03,12689953840
2017-03-06,12484579800
2017-03-07,12160305000
2017-03-08,12133282640
2017-03-09,12284610340
2017-03-10,12506197579
2017-03-13,12679144139
2017-03-14,12614289720
2017-03-15,12846686660
2017-03-16,12630504000
2017-03-17,12781831700
2017-03-20,12776426579
2017-03-21,12625099420
2017-03-22,12327846439
2017-03-23,12235968579
2017-03-24,12300824080
2017-03-27,12219755920
2017-03-28,12171114160
2017-03-29,12479175220
2017-03-30,12652121780
2017-03-31,12759878770
2017-04-03,12776119600
2017-04-04,12971009018
2017-04-05,13106349268
2017-04-06,13241689518
2017-04-07,13284999481
2017-04-10,13463648611
2017-04-11,13479888900
2017-04-12,13609814998
2017-04-13,13598988861
2017-04-17,13696432758
2017-04-18,13566506118
2017-04-19,13691020231
2017-04-20,13799291890
2017-04-21,13707260520
2017-04-24,13777637991
2017-04-25,14037490730
2017-04-26,14005009611
2017-04-27,13961700731
2017-04-28,13896736870
2017-05-01,13739741638
2017-05-02,14048318491
2017-05-03,13761396620
2017-05-04,12851910140
2017-05-05,12776119600
2017-05-08,13425752258
2017-05-09,13550266371
2017-05-10,13593575251
2017-05-11,13230863381
2017-05-12,13333720888
2017-05-15,13431165868
2017-05-16,13409511970
2017-05-17,13290412008
2017-05-18,13312066990
2017-05-19,13463648611
2017-05-22,13506957491
2017-05-23,13636884131
2017-05-24,13512370018
2017-05-25,13496129730
2017-05-26,13425752258
2017-05-30,13523197780
2017-05-31,13506957491
2017-06-01,14005009611
2017-06-02,14005009611
2017-06-05,13994181850
2017-06-06,13988768240
2017-06-07,13961700731
2017-06-08,14064558780
2017-06-09,14134936251
2017-06-12,14400202600
2017-06-13,14746673640
2017-06-14,14784568368
2017-06-15,14589679491
2017-06-16,13923804378
2017-06-19,13728915501
2017-06-20,13371617241
2017-06-21,13230863381
2017-06-22,13182140350
2017-06-23,13214622010
2017-06-26,13290412008
2017-06-27,13295825618
2017-06-28,13458235001
2017-06-29,13090108980
2017-06-30,12931520938
2017-07-03,12980257828
2017-07-05,12855708540
2017-07-06,12942351900
2017-07-07,12779895600
2017-07-10,12709497328
2017-07-11,12590363250
2017-07-12,12184222500
2017-07-13,12335848921
2017-07-14,12449567790
2017-07-17,12389999938
2017-07-18,12092163930
2017-07-19,12281696280
2017-07-20,12574117078
2017-07-21,12655346311
2017-07-24,12325017960
2017-07-25,12433321618
2017-07-26,12379170601
2017-07-27,12779895600
2017-07-28,12606609421
2017-07-31,12601193670
2017-08-01,12649931101
2017-08-02,12855708540
2017-08-03,12151731781
2017-08-04,12167976328
2017-08-07,12097579140
2017-08-08,11843064811
2017-08-09,11815988220
2017-08-10,11740175280
2017-08-11,11729344860
2017-08-14,11891800618
2017-08-15,11122841881
2017-08-16,11312373148
2017-08-17,10494676438
2017-08-18,10375542360
2017-08-21,10397203741
2017-08-22,10776267900
2017-08-23,11036197438
2017-08-24,10862910718
2017-08-25,10954969830
2017-08-28,11231145540
2017-08-29,11171577688
2017-08-30,11052443610
2017-08-31,10678793578
2017-09-01,10852081381
2017-09-05,10570489920
2017-09-06,10288899000
2017-09-07,10104781860
2017-09-08,10039799881
2017-09-11,9931495140
2017-09-12,10348466851
2017-09-13,10153518750
2017-09-14,10126443241
2017-09-15,10278068580
2017-09-18,9920664720
2017-09-19,10034384671
2017-09-20,10110197070
2017-09-21,10012723290
2017-09-22,10039799881
2017-09-25,10473016140
2017-09-26,10483847101
2017-09-27,10456769968
2017-09-28,10402617868
2017-09-29,10234746900
2017-10-02,17154034800
2017-10-03,17917620200
2017-10-04,17837710100
2017-10-05,17775557800
2017-10-06,17757800000
2017-10-09,17846589000
2017-10-10,18041924800
2017-10-11,17997530300
2017-10-12,18068561500
2017-10-13,17979772500
2017-10-16,17544706400
2017-10-17,16887667800
2017-10-18,16559148499
2017-10-19,16417086099
2017-10-20,16905426487
2017-10-23,16692331112
2017-10-24,16639058599
2017-10-25,16452602587
2017-10-26,16434843900
2017-10-27,15520317200
2017-10-30,16337175999
2017-10-31,16861031099
2017-11-01,15848836500
2017-11-02,15502558512
2017-11-03,14534760187
2017-11-06,14801126300
2017-11-07,14401574912
2017-11-08,14437091400
2017-11-09,13744537200
2017-11-10,13744537200
2017-11-13,13611353700
2017-11-14,12785616000
2017-11-15,13123014200
2017-11-16,13096377500
2017-11-17,13140772000
2017-11-20,13140772000
2017-11-21,12901041700
2017-11-22,12732342600
2017-11-24,12288397600
2017-11-27,12093061800
2017-11-28,12155214100
2017-11-29,12909920600
2017-11-30,12954315100
2017-12-01,12696827000
2017-12-04,13149650900
2017-12-05,12776737100
2017-12-06,12288397600
2017-12-07,12519249000
2017-12-08,13025346300
2017-12-11,14090814300
2017-12-12,13939873000
2017-12-13,14872157500
2017-12-14,14623547412
2017-12-15,15085251099
2017-12-18,15760047500
2017-12-19,15449285999
2017-12-20,15227313499
2017-12-21,15511437412
2017-12-22,15307223599
2017-12-26,15413771287
2017-12-27,15156282300
2017-12-28,15200677687
2017-12-29,14810005200
2018-01-02,18555508360
2018-01-03,18203795680
2018-01-04,18086557054
2018-01-05,18118532000
2018-01-08,18363665080
2018-01-09,17628266905
2018-01-10,18630114080
2018-01-11,18619455054
2018-01-12,18502219625
2018-01-16,18480902640
2018-01-17,18576824280
2018-01-18,18480902640
2018-01-19,18448927694
2018-01-22,18832615320
2018-01-23,18470244680
2018-01-24,18534191374
2018-01-25,18949853945
2018-01-26,19418802054
2018-01-29,19216302945
2018-01-30,18981825694
2018-01-31,18981825694
2018-02-01,19131039265
2018-02-02,18896563080
2018-02-05,17905371734
2018-02-06,18193137720
2018-02-07,18182478694
2018-02-08,17265896265
2018-02-09,17031420080
2018-02-12,17862740960
2018-02-13,18342348094
2018-02-14,18736693680
2018-02-15,20388676414
2018-02-16,20175518280
2018-02-20,19685251054
2018-02-21,19077748400
2018-02-22,19163012080
2018-02-23,19408144094
2018-02-26,19621304360
2018-02-27,19269591680
2018-02-28,18832615320
2018-03-01,18544850400
2018-03-02,18491560600
2018-03-05,19013800640
2018-03-06,19248274694
2018-03-07,19056431414
2018-03-08,18992484720
2018-03-09,19120381305
2018-03-12,19205643920
2018-03-13,18864590265
2018-03-14,18470244680
2018-03-15,18086557054
2018-03-16,18257084414
2018-03-19,17777477280
2018-03-20,17319185000
2018-03-21,17425764600
2018-03-22,16828918840
2018-03-23,16541153920
2018-03-26,17276552094
2018-03-27,17191288414
2018-03-28,17276552094
2018-03-29,17511028280
2018-04-02,17344143254
2018-04-03,17578378610
2018-04-04,18270440760
2018-04-05,18483384024
2018-04-06,18323675245
2018-04-09,18430146345
2018-04-10,18834738654
2018-04-11,18600500105
2018-04-12,18366264750
2018-04-13,18153321485
2018-04-16,18483384024
2018-04-17,18760208884
2018-04-18,18685676985
2018-04-19,18440794520
2018-04-20,18749561774
2018-04-23,18877326030
2018-04-24,19090268230
2018-04-25,19697153500
2018-04-26,19718447720
2018-04-27,20123037900
2018-04-30,19782330380
2018-05-01,19686506390
2018-05-02,19686506390
2018-05-03,19239327770
2018-05-04,19686506390
2018-05-07,19675859280
2018-05-08,19303209365
2018-05-09,19207387504
2018-05-10,20655393400
2018-05-11,20868335600
2018-05-14,20485039640
2018-05-15,20623453134
2018-05-16,20506333860
2018-05-17,20495686750
2018-05-18,20538276254
2018-05-21,20527629144
2018-05-22,20538276254
2018-05-23,20240156110
2018-05-24,19718447720
2018-05-25,19356445980
2018-05-29,19399033355
2018-05-30,19494857345
2018-05-31,19399033355
2018-06-01,18887973140
2018-06-04,18781500975
2018-06-05,18557912730
2018-06-06,18728266490
2018-06-07,18760208884
2018-06-08,18792149150
2018-06-11,19005091350
2018-06-12,19111563514
2018-06-13,18675032004
2018-06-14,19175445110
2018-06-15,19186092220
2018-06-18,19303209365
2018-06-19,19633271904
2018-06-20,19771683270
2018-06-21,19643919014
2018-06-22,19824919884
2018-06-25,19995273644
2018-06-26,19963331250
2018-06-27,19856860150
2018-06-28,19910096764
2018-06-29,19846211975
2018-07-02,19769732186
2018-07-03,20377866400
2018-07-05,20676598453
2018-07-06,20975332640
2018-07-09,21220719493
2018-07-10,21455440506
2018-07-11,21124698133
2018-07-12,21338080000
2018-07-13,21210050453
2018-07-16,20921988506
