,GL
2013-11-27,6779351952
2013-11-29,6747392720
2013-12-02,6762040701
2013-12-03,6679479354
2013-12-04,6726086566
2013-12-05,6707443681
2013-12-06,6816637722
2013-12-09,6829954068
2013-12-10,6793999933
2013-12-11,6760709067
2013-12-12,6756714163
2013-12-13,6732744739
2013-12-16,6759377432
2013-12-17,6754050894
2013-12-18,6824627530
2013-12-19,6835280607
2013-12-20,6911183781
2013-12-23,6928495031
2013-12-24,6948469551
2013-12-26,6971107340
2013-12-27,6945806282
2013-12-30,6949801186
2013-12-31,6937816474
2014-01-02,6873898011
2014-01-03,6887214358
2014-01-06,6861913299
2014-01-07,6919173589
2014-01-08,6971107340
2014-01-09,6985755321
2014-01-10,6948469551
2014-01-13,6851260222
2014-01-14,6952464455
2014-01-15,6960454263
2014-01-16,6921836858
2014-01-17,6899199069
2014-01-21,6865908203
2014-01-22,6875229646
2014-01-23,6787341760
2014-01-24,6619555795
2014-01-27,6584933294
2014-01-28,6626213968
2014-01-29,6575611852
2014-01-30,6720760028
2014-01-31,6671489546
2014-02-03,6441116753
2014-02-04,6477070888
2014-02-05,6490387235
2014-02-06,6568953679
2014-02-07,6664831373
2014-02-10,6676816084
2014-02-11,6704780412
2014-02-12,6683474258
2014-02-13,6734076374
2014-02-14,6734076374
2014-02-18,6808647914
2014-02-19,6722091662
2014-02-20,6755382528
2014-02-21,6754050894
2014-02-24,6750055990
2014-02-25,6750055990
2014-02-26,6754050894
2014-02-27,6800658106
2014-02-28,6880556184
2014-03-03,6837943876
2014-03-04,6977765513
2014-03-05,6984423686
2014-03-06,7048342149
2014-03-07,7125576958
2014-03-10,7086959554
2014-03-11,7009724744
2014-03-12,7007061475
2014-03-13,6936484839
2014-03-14,6923168493
2014-03-17,6957790994
2014-03-18,7003066571
2014-03-19,6979097148
2014-03-20,6996408398
2014-03-21,7032362533
2014-03-24,6997740033
2014-03-25,6992413494
2014-03-26,6909852146
2014-03-27,6833948972
2014-03-28,6867239838
2014-03-31,6899342319
2014-04-01,6933530026
2014-04-02,6936159850
2014-04-03,6941419497
2014-04-04,6874358994
2014-04-07,6778370432
2014-04-08,6817817786
2014-04-09,6895397584
2014-04-10,6775740608
2014-04-11,6702105546
2014-04-14,6712624841
2014-04-15,6761276578
2014-04-16,6841486199
2014-04-17,6879618642
2014-04-21,6844116023
2014-04-22,6882248465
2014-04-23,6925640555
2014-04-24,6915121261
2014-04-25,6871729171
2014-04-28,6841486199
2014-04-29,6907231790
2014-04-30,6986126499
2014-05-01,6994015970
2014-05-02,7017684383
2014-05-05,7016369471
2014-05-06,6938789674
2014-05-07,7036093148
2014-05-08,7072910679
2014-05-09,7078170327
2014-05-12,7153120300
2014-05-13,7149175565
2014-05-14,7065021208
2014-05-15,6995330882
2014-05-16,7011109824
2014-05-19,7051872090
2014-05-20,7015054559
2014-05-21,7078170327
2014-05-22,7093949268
2014-05-23,7108413298
2014-05-27,7126822064
2014-05-28,7091319445
2014-05-29,7087374709
2014-05-30,7093949268
2014-06-02,7149175565
2014-06-03,7163639595
2014-06-04,7187308008
2014-06-05,7193882567
2014-06-06,7225440450
2014-06-09,7228070274
2014-06-10,7241219392
2014-06-11,7188622919
2014-06-12,7124192240
2014-06-13,7141286094
2014-06-16,7133396623
2014-06-17,7225440450
2014-06-18,7235959745
2014-06-19,7212291332
2014-06-20,7212291332
2014-06-23,7207031685
2014-06-24,7178103625
2014-06-25,7210976420
2014-06-26,7205716773
2014-06-27,7185993096
2014-06-30,7097656348
2014-07-01,7139246716
2014-07-02,7126249726
2014-07-03,7176937988
2014-07-07,7171739192
2014-07-08,7145745211
2014-07-09,7162641299
2014-07-10,7119751231
2014-07-11,7163940998
2014-07-14,7180837085
2014-07-15,7236724143
2014-07-16,7199032871
2014-07-17,7082059959
2014-07-18,7174338590
2014-07-21,7113252736
2014-07-22,7131448522
2014-07-23,7088558455
2014-07-24,7023573504
2014-07-25,6957288854
2014-07-28,7050867183
2014-07-29,6979383737
2014-07-30,6963787349
2014-07-31,6854612631
2014-08-01,6848114136
2014-08-04,6927395776
2014-08-05,6904001194
2014-08-06,6948190960
2014-08-07,6884505708
2014-08-08,6931294873
2014-08-11,6885805407
2014-08-12,6888404806
2014-08-13,6913099087
2014-08-14,6959888252
2014-08-15,6922196980
2014-08-18,7000178921
2014-08-19,6992380727
2014-08-20,7022273805
2014-08-21,7079460561
2014-08-22,7028772300
2014-08-25,7087258756
2014-08-26,7127549425
2014-08-27,7130148823
2014-08-28,7139246716
2014-08-29,7089858154
2014-09-02,7079460561
2014-09-03,7071662367
2014-09-04,7039169892
2014-09-05,7049567484
2014-09-08,7033971096
2014-09-09,6953389757
2014-09-10,6966386747
2014-09-11,6965087048
2014-09-12,6972885242
2014-09-15,6939093067
2014-09-16,6957288854
2014-09-17,6965087048
2014-09-18,6996279824
2014-09-19,6961187951
2014-09-22,6920897281
2014-09-23,6839016243
2014-09-24,6922196980
2014-09-25,6832517748
2014-09-26,6883206009
2014-09-29,6841615641
2014-09-30,6657332059
2014-10-01,6600127563
2014-10-02,6619195729
2014-10-03,6687841123
2014-10-06,6666230536
2014-10-07,6546736701
2014-10-08,6676400224
2014-10-09,6592500297
2014-10-10,6546736701
2014-10-13,6497159472
2014-10-14,6542923068
2014-10-15,6436141343
2014-10-16,6396733802
2014-10-17,6522583692
2014-10-20,6568347288
2014-10-21,6722163820
2014-10-22,6687841123
2014-10-23,6428514077
2014-10-24,6514956426
2014-10-27,6527668536
2014-10-28,6565804866
2014-10-29,6579788187
2014-10-30,6635721472
2014-10-31,6732333508
2014-11-03,6741231986
2014-11-04,6783181949
2014-11-05,6832759178
2014-11-06,6788266793
2014-11-07,6795894059
2014-11-10,6748859252
2014-11-11,6760300151
2014-11-12,6770469839
2014-11-13,6773012261
2014-11-14,6770469839
2014-11-17,6776825894
2014-11-18,6800978903
2014-11-19,6767927417
2014-11-20,6797165270
2014-11-21,6839115233
2014-11-24,6881065197
2014-11-25,6855640976
2014-11-26,6842928866
2014-11-28,6832759178
2014-12-01,6775554683
2014-12-02,6794622848
2014-12-03,6821318279
2014-12-04,6795894059
2014-12-05,6875980353
2014-12-08,6916659105
2014-12-09,6891234885
2014-12-10,6814962224
2014-12-11,6830216756
2014-12-12,6628094206
2014-12-15,6574703343
2014-12-16,6561991233
2014-12-17,6739960775
2014-12-18,6920472738
2014-12-19,6923015160
2014-12-22,6992931766
2014-12-23,7045051417
2014-12-24,7014542353
2014-12-26,7024712041
2014-12-29,7034881729
2014-12-30,6996745399
2014-12-31,6886150041
2015-01-02,6884878830
2015-01-05,6761571362
2015-01-06,6670044169
2015-01-07,6677671435
2015-01-08,6780639527
2015-01-09,6682756279
2015-01-12,6623009362
2015-01-13,6586144242
2015-01-14,6522583692
2015-01-15,6483176151
2015-01-16,6591229086
2015-01-20,6528939747
2015-01-21,6537838224
2015-01-22,6644619949
2015-01-23,6579788187
2015-01-26,6588686664
2015-01-27,6523854903
2015-01-28,6396733802
2015-01-29,6464107985
2015-01-30,6364953527
2015-02-02,6490803417
2015-02-03,6481904939
2015-02-04,6601398774
2015-02-05,6676400224
2015-02-06,6738689564
2015-02-09,6728519875
2015-02-10,6738689564
2015-02-11,6793351637
2015-02-12,6826403123
2015-02-13,6870895509
2015-02-17,6861997031
2015-02-18,6830216756
2015-02-19,6842928866
2015-02-20,6887421252
2015-02-23,6830216756
2015-02-24,6846742499
2015-02-25,6814962224
2015-02-26,6797165270
2015-02-27,6769198628
2015-03-02,6863268242
2015-03-03,6859454609
2015-03-04,6788266793
2015-03-05,6821318279
2015-03-06,6837844022
2015-03-09,6874709142
2015-03-10,6778097105
2015-03-11,6789538004
2015-03-12,6887421252
2015-03-13,6809877380
2015-03-16,6905218206
2015-03-17,6920472738
2015-03-18,7022169619
2015-03-19,6978948444
2015-03-20,7075560481
2015-03-23,7057763527
2015-03-24,7038695362
2015-03-25,6949710591
2015-03-26,6961151490
2015-03-27,6949710591
2015-03-30,7019627197
2015-03-31,6909866509
2015-04-01,6917415526
2015-04-02,6933771728
2015-04-06,6941320745
2015-04-07,6927480881
2015-04-08,6992905691
2015-04-09,7036941621
2015-04-10,7028134435
2015-04-13,7024359927
2015-04-14,7045748808
2015-04-15,7097333754
2015-04-16,7131304329
2015-04-17,7107399110
2015-04-20,7128787990
2015-04-21,7058330502
2015-04-22,7093559246
2015-04-23,7070912196
2015-04-24,7057072332
2015-04-27,7029392605
2015-04-28,7079719382
2015-04-29,7109915448
2015-04-30,7059588671
2015-05-01,7093559246
2015-05-04,7146402362
2015-05-05,7118722634
2015-05-06,7151435040
2015-05-07,7169049412
2015-05-08,7196729139
2015-05-11,7194212800
2015-05-12,7130046159
2015-05-13,7121238973
2015-05-14,7140111515
2015-05-15,7102366432
2015-05-18,7165274903
2015-05-19,7254604933
2015-05-20,7289833677
2015-05-21,7281026491
2015-05-22,7257121272
2015-05-26,7170307581
2015-05-27,7218118019
2015-05-28,7226925205
2015-05-29,7180372937
2015-06-01,7164016734
2015-06-02,7199245478
2015-06-03,7245797747
2015-06-04,7205536325
2015-06-05,7236990561
2015-06-08,7205536325
2015-06-09,7239506900
2015-06-10,7297382694
2015-06-11,7340160454
2015-06-12,7321287913
2015-06-15,7286059169
2015-06-16,7331353268
2015-06-17,7351483979
2015-06-18,7415650620
2015-06-19,7386712723
2015-06-22,7426974145
2015-06-23,7430748653
2015-06-24,7386712723
2015-06-25,7384196384
2015-06-26,7442072178
2015-06-29,7275993813
2015-06-30,7245944527
2015-07-01,7331820544
2015-07-02,7320619324
2015-07-06,7289504825
2015-07-07,7311907265
2015-07-08,7160068509
2015-07-09,7189938428
2015-07-10,7311907265
2015-07-13,7359201303
2015-07-14,7397783282
2015-07-15,7492371359
2015-07-16,7583225696
2015-07-17,7507306318
2015-07-20,7514773798
2015-07-21,7508550898
2015-07-22,7532197917
2015-07-23,7472458079
2015-07-24,7736309031
2015-07-27,7618073935
2015-07-28,7451300220
2015-07-29,7650433014
2015-07-30,7690259572
2015-07-31,7667857133
2015-08-03,7756222310
2015-08-04,7758711470
2015-08-05,7802271769
2015-08-06,7738798191
2015-08-07,7712662012
2015-08-10,7855788707
2015-08-11,7823429628
2015-08-12,7774891010
2015-08-13,7741287351
2015-08-14,7778624750
2015-08-17,7804760929
2015-08-18,7794804289
2015-08-19,7781113909
2015-08-20,7608117295
2015-08-21,7386582062
2015-08-24,7023164714
2015-08-25,6922353737
2015-08-26,7162557669
2015-08-27,7320619324
2015-08-28,7333065124
2015-08-31,7275814446
2015-09-01,7053034633
2015-09-02,7147622710
2015-09-03,7178737209
2015-09-04,7081659972
2015-09-08,7192427588
2015-09-09,7110285311
2015-09-10,7118997371
2015-09-11,7171269729
2015-09-14,7137666070
2015-09-15,7249678267
2015-09-16,7288260245
2015-09-17,7187449269
2015-09-18,7051790053
2015-09-21,7157579349
2015-09-22,7061746693
2015-09-23,7080415392
2015-09-24,7075437072
2015-09-25,7142644390
2015-09-28,6999517695
2015-09-29,7053034633
2015-09-30,6851517402
2015-10-01,6851517402
2015-10-02,6864880290
2015-10-05,6958420510
2015-10-06,6930479925
2015-10-07,7002153600
2015-10-08,7033738609
2015-10-09,7033738609
2015-10-12,7051960730
2015-10-13,6974213015
2015-10-14,6886746835
2015-10-15,6990005519
2015-10-16,7055605154
2015-10-19,7041027457
2015-10-20,7054390346
2015-10-21,6999723984
2015-10-22,7093264203
2015-10-23,7171011919
2015-10-26,7100553052
2015-10-27,6895250491
2015-10-28,7098123436
2015-10-29,7133352869
2015-10-30,7047101498
2015-11-02,7168582303
2015-11-03,7136997293
2015-11-04,7095693820
2015-11-05,7113915940
2015-11-06,7259692906
2015-11-09,7209885776
2015-11-10,7294922340
2015-11-11,7262122522
2015-11-12,7135782485
2015-11-13,7112701132
2015-11-16,7230537513
2015-11-17,7246330018
2015-11-18,7286418683
2015-11-19,7315574077
2015-11-20,7353233126
2015-11-23,7344729470
2015-11-24,7393321792
2015-11-25,7373884863
2015-11-27,7404255064
2015-11-30,7364166399
2015-12-01,7433410457
2015-12-02,7386032944
2015-12-03,7285203875
2015-12-04,7407899488
2015-12-07,7376314479
2015-12-08,7310714844
2015-12-09,7231752321
2015-12-10,7237826361
2015-12-11,7104197476
2015-12-14,6958420510
2015-12-15,7028879377
2015-12-16,7078686507
2015-12-17,6923191076
2015-12-18,6725177364
2015-12-21,6773769686
2015-12-22,6879457987
2015-12-23,6953561278
2015-12-24,6957205702
2015-12-28,6959635318
2015-12-29,7026449761
2015-12-30,6996079559
2015-12-31,6943842813
2016-01-04,6841798937
2016-01-05,6925620693
2016-01-06,6791991807
2016-01-07,6677799850
2016-01-08,6610985408
2016-01-11,6613415024
2016-01-12,6636496377
2016-01-13,6501652683
2016-01-14,6549030197
2016-01-15,6432408624
2016-01-19,6422690160
2016-01-20,6275698386
2016-01-21,6292705699
2016-01-22,6450630745
2016-01-25,6343727637
2016-01-26,6426334584
2016-01-27,6378957070
2016-01-28,6439697473
2016-01-29,6601266943
2016-02-01,6600052135
2016-02-02,6409327271
2016-02-03,6346157253
2016-02-04,6363164565
2016-02-05,6416616120
2016-02-08,6224676448
2016-02-09,6208883943
2016-02-10,6201595095
2016-02-11,5901537506
2016-02-12,6088617946
2016-02-16,6206454327
2016-02-17,6351016485
2016-02-18,6325505516
2016-02-19,6302424163
2016-02-22,6376527454
2016-02-23,6295135315
2016-02-24,6151787965
2016-02-25,6245328185
2016-02-26,6337653596
2016-02-29,6222246832
2016-03-01,6434838240
2016-03-02,6491934219
2016-03-03,6473712098
2016-03-04,6491934219
2016-03-07,6522304420
2016-03-08,6391105151
2016-03-09,6422690160
2016-03-10,6428764200
2016-03-11,6659577730
2016-03-14,6645000033
2016-03-15,6630422336
2016-03-16,6681444275
2016-03-17,6772554878
2016-03-18,6767695646
2016-03-21,6734895829
2016-03-22,6694807163
2016-03-23,6645000033
2016-03-24,6575755974
2016-03-28,6610985408
2016-03-29,6590333671
2016-03-30,6657148114
2016-03-31,6499200000
2016-04-01,6562800000
2016-04-04,6487200000
2016-04-05,6432000000
2016-04-06,6476400000
2016-04-07,6339600000
2016-04-08,6406800000
2016-04-11,6430800000
2016-04-12,6571200000
2016-04-13,6648000000
2016-04-14,6654000000
2016-04-15,6667200000
2016-04-18,6696000000
2016-04-19,6758400000
2016-04-20,6840000000
2016-04-21,6753600000
2016-04-22,6855600000
2016-04-25,6844800000
2016-04-26,6860400000
2016-04-27,7002000000
2016-04-28,6962400000
2016-04-29,6946800000
2016-05-02,6958800000
2016-05-03,6908400000
2016-05-04,6937200000
2016-05-05,6954000000
2016-05-06,6976800000
2016-05-09,6984000000
2016-05-10,7054800000
2016-05-11,7027200000
2016-05-12,7026000000
2016-05-13,6996000000
2016-05-16,7021200000
2016-05-17,7012800000
2016-05-18,7160400000
2016-05-19,7089600000
2016-05-20,7154400000
2016-05-23,7132800000
2016-05-24,7263600000
2016-05-25,7256400000
2016-05-26,7249200000
2016-05-27,7312800000
2016-05-31,7395600000
2016-06-01,7371600000
2016-06-02,7381200000
2016-06-03,7254000000
2016-06-06,7305600000
2016-06-07,7312800000
2016-06-08,7338000000
2016-06-09,7276800000
2016-06-10,7221600000
2016-06-13,7186800000
2016-06-14,7179600000
2016-06-15,7119600000
2016-06-16,7194000000
2016-06-17,7210800000
2016-06-20,7286400000
2016-06-21,7311600000
2016-06-22,7330800000
2016-06-23,7486800000
2016-06-24,7153200000
2016-06-27,6921600000
2016-06-28,7036800000
2016-06-29,7227600000
2016-06-30,7398929110
2016-07-01,7385763756
2016-07-05,7226582654
2016-07-06,7248125961
2016-07-07,7245732261
2016-07-08,7339086591
2016-07-11,7355842496
2016-07-12,7427653520
2016-07-13,7390551158
2016-07-14,7449196827
2016-07-15,7486299189
2016-07-18,7474330685
2016-07-19,7468346433
2016-07-20,7461165331
2016-07-21,7418078717
2016-07-22,7450393677
2016-07-25,7401322811
2016-07-26,7377385803
2016-07-27,7348661394
2016-07-28,7419275567
2016-07-29,7404913362
2016-08-01,7335496040
2016-08-02,7294803127
2016-08-03,7366614150
2016-08-04,7329511788
2016-08-05,7433637772
2016-08-08,7413291315
2016-08-09,7433637772
2016-08-10,7424062969
2016-08-11,7414488166
2016-08-12,7312755882
2016-08-15,7445606276
2016-08-16,7424062969
2016-08-17,7468346433
2016-08-18,7483905488
2016-08-19,7528188953
2016-08-22,7506645646
2016-08-23,7536566905
2016-08-24,7588031472
2016-08-25,7635905488
2016-08-26,7592818874
2016-08-29,7661039346
2016-08-30,7725669267
2016-08-31,7741228322
2016-09-01,7736440920
2016-09-02,7789102338
2016-09-06,7785511786
2016-09-07,7760377928
2016-09-08,7761574779
2016-09-09,7704125960
2016-09-12,7744818873
2016-09-13,7710110212
2016-09-14,7712503913
2016-09-15,7749606275
2016-09-16,7640692889
2016-09-19,7668220448
2016-09-20,7704125960
2016-09-21,7804661393
2016-09-22,7762771629
2016-09-23,7641889740
2016-09-26,7564094464
2016-09-27,7597606275
2016-09-28,7651464543
2016-09-29,7567685015
2016-09-30,7565921076
2016-10-03,7551710549
2016-10-04,7567105286
2016-10-05,7664210550
2016-10-06,7623947392
2016-10-07,7623947392
2016-10-10,7676052655
2016-10-11,7603815813
2016-10-12,7625131602
2016-10-13,7533947391
2016-10-14,7548157918
2016-10-17,7546973707
2016-10-18,7615657918
2016-10-19,7628684234
2016-10-20,7565921076
2016-10-21,7517368444
2016-10-24,7538684233
2016-10-25,7483026339
2016-10-26,7480657918
2016-10-27,7500789497
2016-10-28,7504342128
2016-10-31,7509078970
2016-11-01,7499605286
2016-11-02,7497236865
2016-11-03,7556447391
2016-11-04,7537500023
2016-11-07,7685526339
2016-11-08,7748289497
2016-11-09,7998157919
2016-11-10,8240921078
2016-11-11,8291842131
2016-11-14,8385394762
2016-11-15,8288289499
2016-11-16,8194736867
2016-11-17,8308421078
2016-11-18,8296578973
2016-11-21,8334473710
2016-11-22,8368815815
2016-11-23,8398421078
2016-11-25,8419736868
2016-11-28,8240921078
2016-11-29,8250394762
2016-11-30,8300131604
2016-12-01,8450526342
2016-12-02,8405526341
2016-12-05,8470657921
2016-12-06,8560657921
2016-12-07,8679078974
2016-12-08,8763157922
2016-12-09,8726447395
2016-12-12,8648289500
2016-12-13,8701578974
2016-12-14,8698026342
2016-12-15,8732368448
2016-12-16,8686184237
2016-12-19,8803421080
2016-12-20,8857894764
2016-12-21,8861447395
2016-12-22,8836578974
2016-12-23,8795131606
2016-12-27,8821184237
2016-12-28,8748947395
2016-12-29,8719342132
2016-12-30,8734736869
2017-01-03,8765734528
2017-01-04,8852300900
2017-01-05,8797752227
2017-01-06,8845185855
2017-01-09,8764548687
2017-01-10,8776407094
2017-01-11,8745575236
2017-01-12,8704070811
2017-01-13,8760991165
2017-01-17,8656637183
2017-01-18,8752690280
2017-01-19,8730159307
2017-01-20,8774035413
2017-01-23,8726601784
2017-01-24,8806053112
2017-01-25,8857044262
2017-01-26,8877203555
2017-01-27,8840442493
2017-01-30,8781150457
2017-01-31,8720672581
2017-02-01,8720672581
2017-02-02,8734902669
2017-02-03,8804867271
2017-02-06,8821469041
2017-02-07,8796566386
2017-02-08,8755061961
2017-02-09,8828584085
2017-02-10,8884318599
2017-02-13,8995787626
2017-02-14,9032548688
2017-02-15,9129787626
2017-02-16,9180778776
2017-02-17,9145203555
2017-02-21,9161805325
2017-02-22,9191451343
2017-02-23,9197380546
2017-02-24,9196194706
2017-02-27,9186707980
2017-02-28,9193823024
2017-03-01,9332566387
2017-03-02,9235327449
2017-03-03,9272088511
2017-03-06,9240070812
2017-03-07,9253115060
2017-03-08,9200938068
2017-03-09,9274460192
2017-03-10,9289876122
2017-03-13,9294619484
2017-03-14,9298177007
2017-03-15,9324265502
2017-03-16,9333752228
2017-03-17,9324265502
2017-03-20,9299362847
2017-03-21,9079982316
2017-03-22,9069309750
2017-03-23,9078796475
2017-03-24,9082353997
2017-03-27,9052707980
2017-03-28,9121486741
2017-03-29,9040849573
2017-03-30,9151132759
2017-03-31,8988000025
2017-04-03,8943666692
2017-04-04,8962333358
2017-04-05,8870166692
2017-04-06,8897000025
2017-04-07,8885333358
2017-04-10,8877166692
2017-04-11,8893500025
2017-04-12,8795500025
2017-04-13,8689333358
2017-04-17,8814166691
2017-04-18,8750000025
2017-04-19,8722000024
2017-04-20,8866666692
2017-04-21,8905166692
2017-04-24,9016000025
2017-04-25,9014833359
2017-04-26,8991500025
2017-04-27,9033500025
2017-04-28,8949500025
2017-05-01,8971666692
2017-05-02,8955333358
2017-05-03,8969333358
2017-05-04,8949500025
2017-05-05,8963500025
2017-05-08,8939000025
2017-05-09,8871333358
2017-05-10,8880666692
2017-05-11,8817666691
2017-05-12,8778000025
2017-05-15,8869000025
2017-05-16,8824666691
2017-05-17,8646166691
2017-05-18,8699833358
2017-05-19,8676500024
2017-05-22,8720833358
2017-05-23,8757000025
2017-05-24,8722000024
2017-05-25,8825833358
2017-05-26,8776833358
2017-05-30,8781500025
2017-05-31,8808333358
2017-06-01,8935500025
2017-06-02,8921500025
2017-06-05,8850333358
2017-06-06,8726666691
2017-06-07,8716166691
2017-06-08,8783833358
2017-06-09,8955333358
2017-06-12,8940166692
2017-06-13,8978666692
2017-06-14,8976333358
2017-06-15,8982166692
2017-06-16,9011333359
2017-06-19,9073166692
2017-06-20,9007833359
2017-06-21,8883000025
2017-06-22,8824666691
2017-06-23,8829333358
2017-06-26,8862000025
2017-06-27,8828166691
2017-06-28,8961166692
2017-06-29,8904000025
2017-06-30,8867045461
2017-07-03,8953977279
2017-07-05,8901818188
2017-07-06,8893704552
2017-07-07,8999181825
2017-07-10,9024681825
2017-07-11,8977159097
2017-07-12,9017727279
2017-07-13,9067568188
2017-07-14,9058295461
2017-07-17,9083795461
2017-07-18,9051340916
2017-07-19,9065250007
2017-07-20,9068727279
2017-07-21,9078000007
2017-07-24,9097704552
2017-07-25,9132477279
2017-07-26,9036272734
2017-07-27,9133636370
2017-07-28,9144068188
2017-07-31,9153340916
2017-08-01,9170727279
2017-08-02,9148704552
2017-08-03,9138272734
2017-08-04,9164931825
2017-08-07,9154500007
2017-08-08,9188113643
2017-08-09,9183477279
2017-08-10,9093068188
2017-08-11,9059454552
2017-08-14,9130159098
2017-08-15,9140590916
2017-08-16,9127840916
2017-08-17,8907613643
2017-08-18,8879795461
2017-08-21,8869363643
2017-08-22,8974840916
2017-08-23,8959772734
2017-08-24,8936590916
2017-08-25,9006136370
2017-08-28,8949340916
2017-08-29,8902977279
2017-08-30,8918045461
2017-08-31,8921522734
2017-09-01,8985272734
2017-09-05,8794022734
2017-09-06,8814886370
2017-09-07,8656090915
2017-09-08,8817204552
2017-09-11,8906454552
2017-09-12,9015409097
2017-09-13,8943545461
2017-09-14,8916886370
2017-09-15,8950500007
2017-09-18,8986431825
2017-09-19,9028159097
2017-09-20,9112772734
2017-09-21,9116250007
2017-09-22,9115090916
2017-09-25,9147545461
2017-09-26,9141750007
2017-09-27,9254181825
2017-09-28,9242590916
2017-09-29,9283159098
2017-10-02,9238399767
2017-10-03,9247600215
2017-10-04,9237249711
2017-10-05,9293602455
2017-10-06,9293602455
2017-10-09,9261400887
2017-10-10,9307403127
2017-10-11,9326954078
2017-10-12,9376406486
2017-10-13,9385606934
2017-10-16,9436209397
2017-10-17,9417808502
2017-10-18,9448860013
2017-10-19,9491412085
2017-10-20,9559265388
2017-10-23,9625968636
2017-10-24,9646669644
2017-10-25,9727173563
2017-10-26,9784676362
2017-10-27,9770875691
2017-10-30,9720273227
2017-10-31,9675421043
2017-11-01,9747874571
2017-11-02,9837578938
2017-11-03,9823778266
2017-11-06,9853679722
2017-11-07,9796176922
2017-11-08,9803077258
2017-11-09,9717973115
2017-11-10,9690371771
2017-11-13,9739824179
2017-11-14,9796176922
2017-11-15,9818027986
2017-11-16,9776625970
2017-11-17,9826078378
2017-11-20,9784676362
2017-11-21,9806527426
2017-11-22,9795026866
2017-11-24,9793876810
2017-11-27,9860580058
2017-11-28,10066440080
2017-11-29,10245848814
2017-11-30,10218247471
2017-12-01,10181445679
2017-12-04,10281500550
2017-12-05,10235498311
2017-12-06,10238948478
2017-12-07,10255049262
2017-12-08,10344753630
2017-12-11,10307951838
2017-12-12,10324052622
2017-12-13,10271150046
2017-12-14,10219397527
2017-12-15,10305651726
2017-12-18,10335553182
2017-12-19,10366604693
2017-12-20,10398806261
2017-12-21,10409156765
2017-12-22,10429857773
2017-12-26,10422957437
2017-12-27,10429857773
2017-12-28,10483910404
2017-12-29,10432157885
2018-01-02,10326671033
2018-01-03,10356434191
2018-01-04,10382763138
2018-01-05,10423973665
2018-01-08,10454881559
2018-01-09,10539592085
2018-01-10,10618578927
2018-01-11,10630026296
2018-01-12,10560197349
2018-01-16,10465184191
2018-01-17,10535013138
2018-01-18,10492657875
2018-01-19,10548749980
2018-01-22,10620868401
2018-01-23,10619723664
2018-01-24,10654065769
2018-01-25,10612855243
2018-01-26,10682684190
2018-01-29,10570499980
2018-01-30,10454881559
2018-01-31,10399934191
2018-02-01,10387342086
2018-02-02,10097723665
2018-02-05,9611210508
2018-02-06,9549394719
2018-02-07,9533368403
2018-02-08,9217421035
2018-02-09,9460105245
2018-02-12,9561986824
2018-02-13,9620368403
2018-02-14,9879078929
2018-02-15,9858473666
2018-02-16,9919144718
2018-02-20,9888236823
2018-02-21,9864197350
2018-02-22,9803526297
2018-02-23,9903118402
2018-02-26,10027894718
2018-02-27,9958065771
2018-02-28,9772618403
2018-03-01,9520776298
2018-03-02,9496736824
2018-03-05,9628381561
2018-03-06,9698210508
2018-03-07,9711947350
2018-03-08,9801236824
2018-03-09,9998131560
2018-03-12,9961499981
2018-03-13,9888236823
2018-03-14,9757736824
2018-03-15,9792078929
2018-03-16,9797802613
2018-03-19,9780631560
2018-03-20,9848171034
2018-03-21,9851605245
2018-03-22,9596328929
2018-03-23,9262065772
2018-03-26,9629526298
2018-03-27,9520776298
2018-03-28,9581447350
2018-03-29,9635249982
2018-04-02,9279018439
2018-04-03,9434797580
2018-04-04,9548809851
2018-04-05,9590576722
2018-04-06,9367067519
2018-04-09,9386257703
2018-04-10,9501398808
2018-04-11,9416736231
2018-04-12,9508171814
2018-04-13,9520588992
2018-04-16,9605251569
2018-04-17,9635730096
2018-04-18,9675239299
2018-04-19,9845693287
2018-04-20,9841177950
2018-04-23,9808441754
2018-04-24,9721521508
2018-04-25,9761030710
2018-04-26,9794895741
2018-04-27,9879558318
2018-04-30,9791509238
2018-05-01,9784736232
2018-05-02,9580417213
2018-05-03,9492368133
2018-05-04,9647018440
2018-05-07,9644760771
2018-05-08,9599607397
2018-05-09,9597349728
2018-05-10,9637987765
2018-05-11,9653791446
2018-05-14,9566871201
2018-05-15,9582674882
2018-05-16,9628957090
2018-05-17,9670723962
2018-05-18,9667337459
2018-05-21,9773447888
2018-05-22,9819730097
2018-05-23,9773447888
2018-05-24,9731681017
2018-05-25,9675239299
2018-05-29,9384000034
2018-05-30,9606380403
2018-05-31,9575901875
2018-06-01,9683141140
2018-06-04,9615411078
2018-06-05,9587190219
2018-06-06,9653791446
2018-06-07,9669595127
2018-06-08,9735067520
2018-06-11,9671852796
2018-06-12,9552196354
2018-06-13,9520588992
2018-06-14,9504785311
2018-06-15,9536392673
2018-06-18,9495754636
2018-06-19,9512687151
2018-06-20,9487852795
2018-06-21,9448343593
2018-06-22,9446085924
2018-06-25,9439312918
2018-06-26,9371582856
2018-06-27,9184196352
2018-06-28,9160490831
2018-06-29,9189840524
2018-07-02,9221314436
2018-07-03,9240452801
2018-07-05,9264094310
2018-07-06,9320383618
2018-07-09,9553421353
2018-07-10,9543289278
2018-07-11,9432962234
2018-07-12,9387930788
2018-07-13,9392433932
2018-07-16,9508389907
2018-07-17,9519647768
