,LKQ
2017-11-01,11565399400
2017-11-02,11664301800
2017-11-03,11655029700
2017-11-06,11630304100
2017-11-07,11426317900
2017-11-08,11407773699
2017-11-09,11413955100
2017-11-10,11485041199
2017-11-13,11503585400
2017-11-14,11577762200
2017-11-15,11481950500
2017-11-16,11642666900
2017-11-17,11667392500
2017-11-20,11679755300
2017-11-21,11667392500
2017-11-22,11787929800
2017-11-24,11760113500
2017-11-27,11862106600
2017-11-28,12029004400
2017-11-29,12208265000
2017-11-30,12183539400
2017-12-01,12152632400
2017-12-04,12140269600
2017-12-05,12127906800
2017-12-06,12152632400
2017-12-07,12285532500
2017-12-08,12430795400
2017-12-11,12467883800
2017-12-12,12545151300
2017-12-13,12384434900
2017-12-14,12149541700
2017-12-15,12211355700
2017-12-18,12483337300
2017-12-19,12610056000
2017-12-20,12591511800
2017-12-21,12640963000
2017-12-22,12616237400
2017-12-26,12603874600
2017-12-27,12631690900
2017-12-28,12730593300
2017-12-29,12569876900
2018-01-02,12798527950
2018-01-03,12863526520
2018-01-04,13018285020
2018-01-05,13005904340
2018-01-08,12956381620
2018-01-09,12996618830
2018-01-10,13073998080
2018-01-11,13306135830
2018-01-12,13454703990
2018-01-16,13368039230
2018-01-17,13368039230
2018-01-18,13216375900
2018-01-19,13296850320
2018-01-22,13262803450
2018-01-23,13349468210
2018-01-24,13268993790
2018-01-25,13169948350
2018-01-26,13256613110
2018-01-29,13219471070
2018-01-30,13058522230
2018-01-31,13008999510
2018-02-01,12934715430
2018-02-02,12668530810
2018-02-05,12213540820
2018-02-06,12544724010
2018-02-07,12489010950
2018-02-08,12027830620
2018-02-09,12046401640
2018-02-12,12430202719
2018-02-13,12544724010
2018-02-14,12826384480
2018-02-15,12928525090
2018-02-16,12928525090
2018-02-20,12832574820
2018-02-21,12869716860
2018-02-22,12396155850
2018-02-23,12411631700
2018-02-26,12516867480
2018-02-27,12173303610
2018-02-28,12219731159
2018-03-01,12188779460
2018-03-02,12068067830
2018-03-05,12046401640
2018-03-06,12241397350
2018-03-07,12071163000
2018-03-08,12006164430
2018-03-09,12269253880
2018-03-12,12173303610
2018-03-13,12201160140
2018-03-14,12080448510
2018-03-15,12086638850
2018-03-16,12241397350
2018-03-19,12148542250
2018-03-20,12194969800
2018-03-21,12225921500
2018-03-22,11733789469
2018-03-23,11504746890
2018-03-26,11718313620
2018-03-27,11634744030
2018-03-28,11606887500
2018-03-29,11746170150
2018-04-02,11611455400
2018-04-03,11811491240
2018-04-04,11949015879
2018-04-05,12105293879
2018-04-06,11933388080
2018-04-09,11911509160
2018-04-10,11917760280
2018-04-11,11892755800
2018-04-12,11967769240
2018-04-13,11936513640
2018-04-16,12070912720
2018-04-17,12202186240
2018-04-18,12261571879
2018-04-19,12074038280
2018-04-20,11955267000
2018-04-23,11983397040
2018-04-24,11720850000
2018-04-25,11748980040
2018-04-26,9507953520
2018-04-27,9892397400
2018-04-30,9695487120
2018-05-01,9461070120
2018-05-02,9461070120
2018-05-03,9451693440
2018-05-04,9417312280
2018-05-07,9576715840
2018-05-08,9542334680
2018-05-09,9439191200
2018-05-10,9464195680
2018-05-11,9464195680
2018-05-14,9564213600
2018-05-15,9476697920
2018-05-16,9570464720
2018-05-17,9542334680
2018-05-18,9526706880
2018-05-21,9617348120
2018-05-22,9423563400
2018-05-23,9304792120
2018-05-24,9398558920
2018-05-25,9614222560
2018-05-29,9557962480
2018-05-30,9754872760
2018-05-31,9929904120
2018-06-01,9979913080
2018-06-04,10154944440
2018-06-05,10154944440
2018-06-06,10208078959
2018-06-07,10179948920
2018-06-08,10186200040
2018-06-11,10223706760
2018-06-12,10233083440
2018-06-13,10254962360
2018-06-14,10361231400
2018-06-15,10454998200
2018-06-18,10329975800
2018-06-19,10261213480
2018-06-20,10239334560
2018-06-21,10067428760
2018-06-22,10273715720
2018-06-25,10117437720
2018-06-26,10033047600
2018-06-27,9904899640
2018-06-28,9936155240
2018-06-29,9970536400
2018-07-02,10099103500
2018-07-03,10102284320
2018-07-05,10219974660
2018-07-06,10347207460
2018-07-09,10525333380
2018-07-10,10557141580
2018-07-11,10363111560
2018-07-12,10439451240
2018-07-13,10643023720
2018-07-16,10604853880
2018-07-17,10706640119
2018-07-18,10719363400
2018-07-19,10875223580
2018-07-20,10744809960
2018-07-23,10884766040
2018-07-24,10706640119
2018-07-25,10719363400
2018-07-26,11081976880
2018-07-27,10798883900
2018-07-30,10665289460
2018-07-31,10662108640
2018-08-01,10566684040
2018-08-02,10566684040
2018-08-03,10636662080
2018-08-06,10528514200
2018-08-07,10932478340
2018-08-08,10798883900
2018-08-09,10805245540
2018-08-10,10735267500
2018-08-13,10553960760
2018-08-14,10636662080
2018-08-15,10550779940
2018-08-16,10560322400
2018-08-17,10547599119
2018-08-20,10569864859
2018-08-21,10630300440
2018-08-22,10477621080
2018-08-23,10560322400
2018-08-24,10690736020
2018-08-27,10830692100
2018-08-28,10852957840
2018-08-29,11034264580
2018-08-30,10919755060
2018-08-31,10980190640
2018-09-04,10900670140
2018-09-05,10817968820
2018-09-06,10722544220
2018-09-07,10585768960
2018-09-10,10563503220
2018-09-11,10576226500
2018-09-12,10468078619
2018-09-13,10496706000
2018-09-14,10426727960
2018-09-17,10191347280
2018-09-18,10270867780
2018-09-19,10312218440
2018-09-20,10503067640
2018-09-21,10302675980
2018-09-24,10089561040
2018-09-25,10143634980
2018-09-26,10121369240
2018-09-27,10089561040
2018-09-28,10073656940
2018-10-01,9961754520
2018-10-02,9854638880
2018-10-03,9769576460
2018-10-04,9558495640
2018-10-05,9463981840
2018-10-08,9511238740
2018-10-09,9366317580
2018-10-10,9007165140
2018-10-11,8922102720
2018-10-12,8988262380
2018-10-15,8988262380
2018-10-16,9268653320
2018-10-17,9013466060
2018-10-18,8814987080
2018-10-19,8745676960
2018-10-22,8616508100
2018-10-23,8503091539
2018-10-24,8090381280
2018-10-25,8380223600
2018-10-26,8310913480
2018-10-29,8386524520
2018-10-30,8405427280
2018-10-31,8591304420
2018-11-01,8717322820
2018-11-02,8748827420
2018-11-05,8745676960
2018-11-06,8780332020
2018-11-07,8944155940
2018-11-08,9029218360
2018-11-09,8736225580
2018-11-12,8578702580
2018-11-13,8525144760
2018-11-14,8729924660
2018-11-15,8758278800
2018-11-16,8947306400
2018-11-19,8660614540
2018-11-20,8490489700
2018-11-21,8597605340
2018-11-23,8613357640
2018-11-26,8755128340
2018-11-27,8701570520
2018-11-28,8830739380
2018-11-29,8751977880
2018-11-30,8770880640
2018-12-03,8906350420
2018-12-04,8399126360
2018-12-06,8304612560
2018-12-07,8074628980
2018-12-10,8074628980
2018-12-11,7973814260
2018-12-12,8137638179
2018-12-13,7948610580
2018-12-14,7750131600
2018-12-17,7734379300
2018-12-18,7734379300
2018-12-19,7665069179
2018-12-20,7510696640
2018-12-21,7425634220
2018-12-24,7529599400
2018-12-26,7797388500
2018-12-27,7589458140
2018-12-28,7548502160
2018-12-31,7476041580
2019-01-02,7466590200
2019-01-03,7217703860
2019-01-04,7507546179
2019-01-07,7614661820
2019-01-08,7819441720
2019-01-09,8121885880
2019-01-10,8251054740
2019-01-11,8292010720
2019-01-14,8395975900
2019-01-15,8399126360
2019-01-16,8449533720
2019-01-17,8474737400
2019-01-18,8269957500
2019-01-22,8159691400
2019-01-23,8131337260
2019-01-24,8266807039
2019-01-25,8216399679
2019-01-28,8285709800
2019-01-29,8276258420
2019-01-30,8370772220
2019-01-31,8260506120
2019-02-01,8326665780
2019-02-04,8559799820
2019-02-05,8559799820
2019-02-06,8515693380
2019-02-07,8269957500
2019-02-08,8263656580
2019-02-11,8323515320
2019-02-12,8411728200
2019-02-13,8427480500
2019-02-14,8336117160
2019-02-15,8553498900
2019-02-19,8506242000
2019-02-20,8496790620
2019-02-21,8613357640
2019-02-22,8610207180
2019-02-25,8670065920
2019-02-26,8588153960
2019-02-27,8588153960
2019-02-28,8726774200
2019-03-01,8764579720
2019-03-04,8852792600
2019-03-05,8751977880
2019-03-06,8969359620
2019-03-07,8758278800
2019-03-08,8616508100
2019-03-11,8607056720
2019-03-12,8465286020
2019-03-13,8613357640
2019-03-14,8783482480
2019-03-15,8777181560
2019-03-18,8922102720
2019-03-19,9022917440
2019-03-20,9041820200
2019-03-21,9139484460
2019-03-22,8934704560
2019-03-25,8928403640
2019-03-26,8922102720
2019-03-27,8887447660
2019-03-28,8887447660
2019-03-29,8941005480
2019-04-01,9110336110
2019-04-02,9097860470
2019-04-03,9244449240
2019-04-04,9281876160
2019-04-05,9372324550
2019-04-08,9412870380
2019-04-09,9375443460
2019-04-10,9459654030
2019-04-11,9478367490
2019-04-12,9612480620
2019-04-15,9677977730
2019-04-16,9702929010
2019-04-17,9706047920
2019-04-18,9600004980
2019-04-22,9546983510
2019-04-23,9774663940
2019-04-24,9805853040
2019-04-25,9250687060
2019-04-26,9369205640
2019-04-29,9381681280
2019-04-30,9387919100
2019-05-01,9244449240
2019-05-02,9060433550
2019-05-03,8979341890
2019-05-06,8888893500
2019-05-07,8726710180
2019-05-08,8679926530
2019-05-09,8552051220
2019-05-10,8520862120
2019-05-13,8352440980
2019-05-14,8427294820
2019-05-15,8446008279
2019-05-16,8558289040
2019-05-17,8452246100
2019-05-20,8380511170
2019-05-21,8470959560
2019-05-22,8421057000
2019-05-23,8258873680
2019-05-24,8277587140
2019-05-28,8208971120
2019-05-29,8124760550
2019-05-30,8059263440
2019-05-31,8000004150
2019-06-03,7993766330
2019-06-04,8230803490
2019-06-05,8227684580
2019-06-06,8090452540
2019-06-07,8283824960
2019-06-10,8343084250
2019-06-11,8336846430
2019-06-12,8168425290
2019-06-13,8224565670
2019-06-14,8184019839
2019-06-17,8162187470
2019-06-18,8212090029
2019-06-19,8271349320
2019-06-20,8318132970
2019-06-21,8308776240
2019-06-24,8177782020
2019-06-25,8193376570
2019-06-26,8165306380
2019-06-27,8190257660
2019-06-28,8299419510
2019-07-01,8310571500
2019-07-02,8156956500
2019-07-03,8199968700
2019-07-05,8184607200
2019-07-08,8027919900
2019-07-09,7997196900
2019-07-10,8037136800
2019-07-11,8061715199
2019-07-12,8239908600
2019-07-15,8264487000
2019-07-16,8292137699
2019-07-17,7994124600
2019-07-18,7889666400
2019-07-19,7662316200
2019-07-22,7689966900
2019-07-23,7941895500
2019-07-24,8061715199
2019-07-25,8473403399
2019-07-26,8519487900
2019-07-29,8402740500
2019-07-30,8264487000
2019-07-31,8273703900
2019-08-01,8034064500
2019-08-02,7849726500
2019-08-05,7708400700
2019-08-06,7849726500
2019-08-07,7855871100
2019-08-08,7969546200
2019-08-09,7815931200
2019-08-12,7693039200
2019-08-13,7788280500
2019-08-14,7603942500
2019-08-15,7554785700
2019-08-16,7855871100
2019-08-19,8083221300
2019-08-20,8009486100
2019-08-21,7987980000
2019-08-22,7966473900
2019-08-23,7822075800
2019-08-26,7803642000
2019-08-27,7689966900
2019-08-28,7880449500
2019-08-29,8046353700
2019-08-30,8070932100
2019-09-03,7987980000
2019-09-04,8113944300
2019-09-05,8267559300
2019-09-06,8264487000
2019-09-09,8418102000
2019-09-10,8805211800
2019-09-11,8934248400
2019-09-12,10000336500
2019-09-13,10058710200
2019-09-16,9849793800
2019-09-17,9902022899
2019-09-18,9812926200
2019-09-19,9797564700
2019-09-20,9766841700
2019-09-23,9797564700
2019-09-24,9714612600
2019-09-25,9711540300
2019-09-26,9656238900
2019-09-27,9625515900
2019-09-30,9641846650
2019-10-01,9448703140
2019-10-02,9237165010
2019-10-03,9301546180
2019-10-04,9353664270
2019-10-07,9286217330
2019-10-08,9163586530
2019-10-09,9077744970
2019-10-10,9261691170
2019-10-11,9448703140
2019-10-14,9427242750
2019-10-15,9513084310
2019-10-16,9559070860
2019-10-17,9574399710
2019-10-18,9580531250
2019-10-21,9703162050
2019-10-22,9776740530
2019-10-23,9785937840
2019-10-24,9746082830
2019-10-25,9697030510
2019-10-28,9709293590
2019-10-29,9690898970
2019-10-30,9651043960
2019-10-31,10420552230
2019-11-01,10773115780
2019-11-04,10987719680
2019-11-05,10941733130
2019-11-06,10855891569
2019-11-07,10760852700
2019-11-08,10791510400
2019-11-11,10806839250
2019-11-12,11091955860
2019-11-13,10794576170
2019-11-14,10782313090
2019-11-15,10898812350
2019-11-18,10996916990
2019-11-19,10794576170
2019-11-20,10776181550
2019-11-21,10696471530
2019-11-22,10730195000
2019-11-25,10849760030
2019-11-26,10914141200
2019-11-27,10932535819
2019-11-29,10816036560
2019-12-02,10828299640
2019-12-03,10552380340
2019-12-04,10733260770
2019-12-05,10895746580
2019-12-06,10960127750
2019-12-09,10920272740
2019-12-10,10877351959
2019-12-11,10966259290
2019-12-12,11039837770
2019-12-13,11070495470
2019-12-16,11018377380
2019-12-17,11055166620
2019-12-18,11137942410
2019-12-19,10960127750
2019-12-20,11015311610
2019-12-23,10972390830
2019-12-24,11003048530
2019-12-26,11003048530
2019-12-27,10996916990
2019-12-30,10944798900
2019-12-31,10932696600
2020-01-02,10963320400
2020-01-03,10837762820
2020-01-06,10675456680
2020-01-07,10617271460
2020-01-08,10592772420
2020-01-09,10611146700
2020-01-10,10439653420
2020-01-13,10451902940
2020-01-14,10516212920
2020-01-15,10387592960
2020-01-16,10638708120
2020-01-17,10598897180
2020-01-21,10482526739
2020-01-22,10387592960
2020-01-23,10519275300
2020-01-24,10292659180
2020-01-27,10124228280
2020-01-28,10240598720
2020-01-29,10255910620
2020-01-30,10292659180
2020-01-31,10010920220
2020-02-03,9977234040
2020-02-04,10185475880
2020-02-05,10433528660
2020-02-06,10173226360
2020-02-07,10084417340
2020-02-10,10164039220
2020-02-11,10283472040
2020-02-12,10332470120
2020-02-13,10366156300
2020-02-14,10167101600
2020-02-18,10182413500
2020-02-19,10412092000
2020-02-20,10418216760
2020-02-21,10118103520
2020-02-24,9900674540
2020-02-25,9591374160
2020-02-26,9352508520
2020-02-27,9101393360
2020-02-28,9058520040
2020-03-02,9156516200
2020-03-03,8798217740
2020-03-04,9079956700
2020-03-05,8645098740
2020-03-06,8427669760
2020-03-09,7931564200
2020-03-10,8446044039
2020-03-11,8210240780
2020-03-12,7297651539
2020-03-13,7625326200
2020-03-16,6235005680
2020-03-17,6029826220
2020-03-18,4869184200
2020-03-19,5322416440
2020-03-20,4991679400
2020-03-23,4256708200
2020-03-24,5193796480
2020-03-25,6124760000
2020-03-26,6813795500
2020-03-27,6541243680
2020-03-30,6430998000
2020-03-31,6235060510
2020-04-01,5815539130
2020-04-02,5627058510
2020-04-03,5274417350
2020-04-06,6098260060
2020-04-07,6365780940
2020-04-08,6688022000
2020-04-09,6849142530
2020-04-13,6487381340
2020-04-14,6517781440
2020-04-15,6198580390
2020-04-16,6031379840
2020-04-17,6365780940
2020-04-20,6183380340
2020-04-21,6058739930
2020-04-22,6125620150
2020-04-23,6222900470
2020-04-24,6484341329
2020-04-27,6922102770
2020-04-28,7292983990
2020-04-29,7691225300
2020-04-30,7949626150
2020-05-01,7542264810
2020-05-04,7484504620
2020-05-05,7593944980
2020-05-06,7296024000
2020-05-07,7660825200
2020-05-08,7989146280
2020-05-11,7718585390
2020-05-12,7372024250
2020-05-13,6894742680
2020-05-14,7156183540
2020-05-15,7174423600
2020-05-18,7837145780
2020-05-19,7575704920
2020-05-20,7758105520
2020-05-21,7758105520
2020-05-22,7703385340
2020-05-26,8220187040
2020-05-27,8624508370
2020-05-28,8423867710
2020-05-29,8347867460
2020-06-01,8527228050
2020-06-02,8575868210
2020-06-03,9171710170
2020-06-04,9256830450
2020-06-05,9205150280
2020-06-08,9013629650
2020-06-09,8664028500
2020-06-10,8347867460
2020-06-11,7995226300
2020-06-12,7870585890
2020-06-15,8253627150
2020-06-16,8487707920
2020-06-17,8177626900
2020-06-18,7897945980
2020-06-19,7882745930
2020-06-22,7952666160
2020-06-23,8046906470
2020-06-24,7533144780
2020-06-25,7657785190
2020-06-26,7530104770
2020-06-29,7852345829
2020-06-30,7971900200
2020-07-01,7631116679
2020-07-02,7880618900
2020-07-06,7892789740
2020-07-07,7783252179
2020-07-08,7816721990
2020-07-09,7743696950
2020-07-10,7807593860
2020-07-13,7819764700
2020-07-14,7911046000
2020-07-15,8662595370
2020-07-16,8656509950
2020-07-17,8668680790
2020-07-20,8410050440
2020-07-21,8504374450
2020-07-22,8674766210
2020-07-23,8568271360
2020-07-24,8507417160
2020-07-27,8437434830
2020-07-28,8340068110
2020-07-29,8635210980
2020-07-30,8887755910
2020-07-31,8577399490
2020-08-03,8720406860
2020-08-04,8763004800
2020-08-05,9131172710
2020-08-06,9143343550
2020-08-07,9170727940
2020-08-10,9359375960
2020-08-11,9572365660
2020-08-12,9830996010
2020-08-13,9532810430
2020-08-14,9581493790
2020-08-17,9532810430
2020-08-18,9447614550
2020-08-19,9535853140
2020-08-20,9417187450
2020-08-21,9408059320
2020-08-24,9630177150
2020-08-25,9657561540
2020-08-26,9694074060
2020-08-27,9663646960
2020-08-28,9925320020
2020-08-31,9657561540
2020-09-01,9681903220
2020-09-02,10098754490
2020-09-03,9618006310
2020-09-04,9675817800
2020-09-08,9773184520
2020-09-09,9657561540
2020-09-10,9526725010
2020-09-11,9785355359
2020-09-14,9840124140
2020-09-15,9691031350
2020-09-16,9630177150
2020-09-17,9618006310
2020-09-18,9441529130
2020-09-21,8799517320
2020-09-22,8665638080
2020-09-23,8486118190
2020-09-24,8276171200
2020-09-25,8239658679
2020-09-28,8598698460
2020-09-29,8413093150
2020-09-30,8431472880
2020-10-01,8516608560
2020-10-02,8668636560
2020-10-05,8978773680
2020-10-06,8957489760
2020-10-07,9218977920
2020-10-08,9340600320
2020-10-09,9279789120
2020-10-12,9380127600
2020-10-13,9407492640
2020-10-14,9413573760
2020-10-15,9668980800
2020-10-16,9696345840
2020-10-19,9568642320
2020-10-20,9748035360
2020-10-21,9760197600
2020-10-22,9799724880
2020-10-23,9997361280
2020-10-26,9644656320
2020-10-27,9395330400
2020-10-28,9051747120
2020-10-29,9632494080
2020-10-30,9726751440
2020-11-02,10018645200
2020-11-03,10456485840
2020-11-04,10143308160
2020-11-05,10593311040
2020-11-06,10325741760
2020-11-09,10775744640
2020-11-10,11253112560
2020-11-11,10885204800
2020-11-12,10599392160
2020-11-13,10958178240
2020-11-16,11189260800
2020-11-17,11095003440
2020-11-18,10842636959
2020-11-19,10742298480
2020-11-20,10666284480
2020-11-23,10900407600
2020-11-24,11189260800
2020-11-25,11012908320
2020-11-27,10939934880
2020-11-30,10708852320
2020-12-01,10988583840
2020-12-02,10897367040
2020-12-03,11000746080
2020-12-04,11277437040
2020-12-07,11277437040
2020-12-08,11237909760
2020-12-09,11313923760
2020-12-10,11119327920
2020-12-11,11146692959
2020-12-14,11131490160
2020-12-15,11326086000
2020-12-16,11286558720
2020-12-17,11286558720
2020-12-18,10991624400
2020-12-21,10921691520
2020-12-22,10939934880
2020-12-23,11022030000
2020-12-24,11025070560
2020-12-28,11022030000
2020-12-29,10745339040
2020-12-30,10754460720
2020-12-31,10679235320
2021-01-04,10521652960
2021-01-05,10664083170
2021-01-06,11242895300
2021-01-07,11561090450
2021-01-08,11633820770
2021-01-11,11503512280
2021-01-12,12067172260
2021-01-13,11927772480
2021-01-14,11839890010
2021-01-15,11470177550
2021-01-19,11258047450
2021-01-20,11394416800
2021-01-21,11397447230
2021-01-22,11258047450
2021-01-25,11233804010
2021-01-26,11136830250
2021-01-27,10815604670
2021-01-28,11021673910
2021-01-29,10633778870
2021-02-01,10897426280
2021-02-02,11033795629
2021-02-03,11164104120
2021-02-04,11427751530
2021-02-05,11488360129
2021-02-08,11588364320
2021-02-09,11333808200
2021-02-10,11400477660
2021-02-11,11318656050
2021-02-12,11188347560
2021-02-16,11351990780
2021-02-17,11145921540
2021-02-18,11700490230
2021-02-19,11755037970
2021-02-22,11815646570
2021-02-23,11679277220
2021-02-24,12115659140
2021-02-25,11991411510
2021-02-26,11936863770
2021-03-01,12221724190
2021-03-02,12082324410
2021-03-03,12200511180
2021-03-04,12136872150
2021-03-05,12715684280
2021-03-08,13036909860
2021-03-09,12961149110
2021-03-10,12930844810
2021-03-11,12903570940
2021-03-12,13027818570
2021-03-15,13121761900
2021-03-16,13106609750
2021-03-17,13261161680
2021-03-18,13212674800
2021-03-19,13152066200
2021-03-22,13024788140
2021-03-23,12485371600
2021-03-24,12433854290
2021-03-25,12685379980
2021-03-26,12955088250
2021-03-29,12745988580
2021-03-30,12988422980
2021-03-31,12723593730
2021-04-01,12909953950
2021-04-05,13180476850
2021-04-06,12973075959
2021-04-07,13174465230
2021-04-08,13144407130
2021-04-09,13249610480
2021-04-12,13282674390
2021-04-13,13036197970
2021-04-14,13195505900
2021-04-15,13318744110
2021-04-16,13429959080
2021-04-19,13469034610
2021-04-20,13186488470
2021-04-21,13360825450
2021-04-22,13309726680
2021-04-23,13523139190
2021-04-26,13538168240
2021-04-27,13709499410
2021-04-28,13682447120
2021-04-29,14064184990
2021-04-30,14040138510
2021-05-03,14427888000
2021-05-04,14481992580
2021-05-05,14620259840
2021-05-06,14749509670
2021-05-07,14962922180
2021-05-10,15017026760
2021-05-11,14788585200
2021-05-12,14427888000
2021-05-13,14803614250
2021-05-14,15233445080
2021-05-17,15347665860
2021-05-18,14989974470
2021-05-19,14953904750
2021-05-20,15116218490
2021-05-21,15179340500
2021-05-24,15104195250
2021-05-25,15035061620
2021-05-26,15200381170
2021-05-27,15356683290
2021-05-28,15317607760
2021-06-01,15374718150
2021-06-02,15113212680
2021-06-03,15083154580
2021-06-04,15164311450
2021-06-07,14887776930
2021-06-08,15116218490
2021-06-09,14875753690
2021-06-10,14728469000
2021-06-11,14887776930
2021-06-14,14635288890
2021-06-15,14713439950
2021-06-16,14632283080
2021-06-17,14211469680
2021-06-18,14073202420
2021-06-21,14463957720
2021-06-22,14430893810
2021-06-23,14551126209
2021-06-24,14827660730
2021-06-25,14983962850
2021-06-28,14605230790
2021-06-29,14740492240
2021-06-30,14471959720
2021-07-01,14733642860
2021-07-02,14815970140
2021-07-06,14542525960
2021-07-07,14824790920
2021-07-08,14624853240
2021-07-09,14986505220
2021-07-12,15109996140
2021-07-13,14845372740
2021-07-14,14924759760
2021-07-15,14692479220
2021-07-16,14545466220
2021-07-19,14280842820
2021-07-20,14716001300
2021-07-21,14971803920
2021-07-22,14736583120
2021-07-23,14924759760
2021-07-26,14989445480
2021-07-27,14718941560
2021-07-28,14677777920
2021-07-29,15133518220
2021-07-30,14921819500
2021-08-02,14998266260
2021-08-03,15321694860
2021-08-04,14968863659
2021-08-05,14857133780
2021-08-06,14945341580
2021-08-09,14845372740
2021-08-10,14965923400
2021-08-11,15048250680
2021-08-12,14960042880
2021-08-13,14842432480
2021-08-16,14857133780
2021-08-17,14718941560
2021-08-18,14874775340
2021-08-19,14945341580
2021-08-20,14983564960
2021-08-23,14907118200
2021-08-24,15101175360
2021-08-25,15398141620
2021-08-26,15159980560
2021-08-27,15304053300
2021-08-30,15312874080
2021-08-31,15492229940
2021-09-01,15262889659
2021-09-02,15071772760
2021-09-03,14948281840
2021-09-07,14945341580
2021-09-08,14948281840
2021-09-09,14933580540
2021-09-10,14904177940
2021-09-13,14980624700
2021-09-14,15027668860
2021-09-15,15483409159
2021-09-16,15359918240
2021-09-17,14968863659
2021-09-20,14660136360
2021-09-21,14566048040
2021-09-22,14865954560
2021-09-23,15242307840
2021-09-24,15380500060
2021-09-27,15436365000
2021-09-28,15183502640
2021-09-29,15112936400
2021-09-30,14586459680
2021-10-01,14856042500
2021-10-04,14786472740
2021-10-05,14815460140
2021-10-06,14444421420
2021-10-07,15061853040
2021-10-08,15224182480
2021-10-11,15160410200
2021-10-12,15302448460
2021-10-13,15540145140
2021-10-14,15824221660
2021-10-15,16015538500
2021-10-18,16105399440
2021-10-19,15974956140
2021-10-20,16085108260
2021-10-21,16354691080
2021-10-22,16334399900
2021-10-25,16403969660
2021-10-26,15940171260
2021-10-27,15711170800
2021-10-28,16334399900
2021-10-29,15966259920
2021-11-01,16140184320
2021-11-02,16383678480
2021-11-03,16435855800
2021-11-04,16644565080
2021-11-05,16603982720
2021-11-08,16676451220
2021-11-09,16621375160
2021-11-10,16473539420
2021-11-11,16734426020
2021-11-12,16969223960
2021-11-15,17064882380
2021-11-16,17117059700
2021-11-17,17285186620
2021-11-18,17131553400
2021-11-19,16879363020
2021-11-22,17053287420
2021-11-23,17282287880
2021-11-24,17227211820
2021-11-26,16685147440
2021-11-29,16696742400
2021-11-30,16203956600
2021-12-01,16256133920
2021-12-02,16644565080
2021-12-03,16392374700
2021-12-06,16534412960
2021-12-07,17009806320
2021-12-08,16734426020
2021-12-09,16598185240
2021-12-10,16803995780
2021-12-13,16360488560
2021-12-14,16334399900
2021-12-15,16479336900
2021-12-16,16432957060
2021-12-17,16154678020
2021-12-20,16018437240
2021-12-21,16479336900
2021-12-22,16603982720
2021-12-23,16734426020
2021-12-27,16995312620
2021-12-28,17047489940
2021-12-29,17192426940
2021-12-30,17201123160
2021-12-31,17150571000
2022-01-03,16744877000
2022-01-04,16996293000
2022-01-05,16776304000
2022-01-06,16959152000
2022-01-07,16647739000
2022-01-10,16479176000
2022-01-11,16462034000
2022-01-12,16484890000
2022-01-13,16427750000
2022-01-14,16193476000
2022-01-18,15827780000
2022-01-19,15639218000
2022-01-20,15287807000
2022-01-21,15356375000
2022-01-24,15796353000
2022-01-25,15607791000
2022-01-26,15496368000
2022-01-27,15316377000
2022-01-28,15476369000
2022-01-31,15682073000
2022-02-01,15916347000
2022-02-02,16319184000
2022-02-03,15907776000
2022-02-04,15719214000
2022-02-07,15724928000
2022-02-08,15944917000
2022-02-09,16276329000
2022-02-10,15679216000
2022-02-11,15342090000
2022-02-14,15362089000
2022-02-15,15679216000
2022-02-16,15884920000
2022-02-17,13610748000
2022-02-18,14047869000
2022-02-22,13742170000
2022-02-23,12996493000
2022-02-24,13122201000
2022-02-25,13722171000
2022-02-28,13413615000
2022-03-01,13102202000
2022-03-02,13542180000
2022-03-03,13425043000
2022-03-04,12842215000
2022-03-07,12245102000
2022-03-08,12156535000
2022-03-09,12882213000
2022-03-10,12699365000
2022-03-11,12585085000
2022-03-14,12902211999
2022-03-15,12985065000
2022-03-16,13445042000
2022-03-17,13327905000
2022-03-18,13356475000
2022-03-21,13222196000
2022-03-22,13333619000
2022-03-23,12965066000
2022-03-24,12970780000
2022-03-25,13085060000
2022-03-28,13007921000
2022-03-29,13516467000
2022-03-30,13362189000
2022-03-31,12778373999
2022-04-01,12719280000
2022-04-04,12769932000
2022-04-05,12454764000
2022-04-06,12553254000
2022-04-07,12640488000
2022-04-08,12823398000
2022-04-11,12798072000
2022-04-12,12933144000
2022-04-13,13124496000
2022-04-14,13225800000
2022-04-18,13448106000
2022-04-19,14002464000
2022-04-20,14278236000
2022-04-21,14064372000
2022-04-22,13892718000
2022-04-25,14033418000
2022-04-26,13788600000
2022-04-27,13923672000
2022-04-28,14385168000
2022-04-29,13965882000
2022-05-02,14151606000
2022-05-03,14295120000
2022-05-04,14835408000
2022-05-05,14295120000
2022-05-06,14314818000
2022-05-09,14086884000
2022-05-10,14002464000
2022-05-11,13729506000
2022-05-12,14103768000
2022-05-13,14376726000
2022-05-16,14331702000
2022-05-17,14765058000
2022-05-18,14100954000
2022-05-19,13994022000
2022-05-20,13608504000
2022-05-23,13870206000
2022-05-24,13768902000
2022-05-25,13957440000
2022-05-26,14328888000
2022-05-27,14728476000
2022-05-31,14461146000
2022-06-01,14224770000
2022-06-02,14494914000
2022-06-03,14261352000
2022-06-06,14714406000
2022-06-07,14891688000
2022-06-08,14644056000
2022-06-09,14433006000
2022-06-10,13943370000
2022-06-13,13487502000
2022-06-14,13653528000
2022-06-15,13718250000
2022-06-16,13065402000
2022-06-17,13208916000
2022-06-21,13442478000
