,LMT
2013-11-26,45764894000
2013-11-27,46046406000
2013-11-29,45320232999
2013-12-02,44690030000
2013-12-03,44392523000
2013-12-04,43579977000
2013-12-05,43717534000
2013-12-06,44206981000
2013-12-09,44443707000
2013-12-10,44565269000
2013-12-11,43973454000
2013-12-12,44139802000
2013-12-13,44475697000
2013-12-16,44801995000
2013-12-17,45057915000
2013-12-18,45979227000
2013-12-19,45742501000
2013-12-20,46132779000
2013-12-23,46404694000
2013-12-24,46750185999
2013-12-26,47613916000
2013-12-27,47386787000
2013-12-30,47018902000
2013-12-31,47437406000
2014-01-02,46610937000
2014-01-03,46926846000
2014-01-06,46677948000
2014-01-07,47421451000
2014-01-08,47386350000
2014-01-09,47459743000
2014-01-10,47689495000
2014-01-13,48158571999
2014-01-14,48318121999
2014-01-15,48981850000
2014-01-16,48978659000
2014-01-17,49083962000
2014-01-21,49173310000
2014-01-22,49987015000
2014-01-23,48021359000
2014-01-24,47150216000
2014-01-27,46914082000
2014-01-28,47316148000
2014-01-29,47019385000
2014-01-30,47437406000
2014-01-31,48155381000
2014-02-03,47143834000
2014-02-04,47284238000
2014-02-05,47989448999
2014-02-06,48420234000
2014-02-07,49501983000
2014-02-10,49135018000
2014-02-11,50277396000
2014-02-12,50711371999
2014-02-13,50992180000
2014-02-14,51978198999
2014-02-18,51917570000
2014-02-19,51901615000
2014-02-20,52418557000
2014-02-21,52437703000
2014-02-24,53015273999
2014-02-25,52207951000
2014-02-26,51320853000
2014-02-27,51515504000
2014-02-28,51789930000
2014-03-03,52188805000
2014-03-04,52855723999
2014-03-05,53232262000
2014-03-06,53238644000
2014-03-07,53152487000
2014-03-10,52804668000
2014-03-11,52268580000
2014-03-12,52287726000
2014-03-13,51959053000
2014-03-14,51828221999
2014-03-17,52354737000
2014-03-18,52326018000
2014-03-19,51343190000
2014-03-20,51033663000
2014-03-21,50226340000
2014-03-24,50478429000
2014-03-25,51237887000
2014-03-26,50941123999
2014-03-27,50698608000
2014-03-28,51228314000
2014-03-31,51714432000
2014-04-01,51863328000
2014-04-02,52176960000
2014-04-03,51876000000
2014-04-04,50564448000
2014-04-07,49972032000
2014-04-08,49626720000
2014-04-09,50317344000
2014-04-10,49240224000
2014-04-11,48730176000
2014-04-14,49363776000
2014-04-15,49861151999
2014-04-16,50510592000
2014-04-17,50767200000
2014-04-21,51160032000
2014-04-22,49639392000
2014-04-23,51315264000
2014-04-24,50884416000
2014-04-25,51033312000
2014-04-28,51122016000
2014-04-29,51318432000
2014-04-30,51999551999
2014-05-01,51590880000
2014-05-02,51923520000
2014-05-05,52310016000
2014-05-06,51793632000
2014-05-07,52018560000
2014-05-08,52078751999
2014-05-09,52329024000
2014-05-12,52880255999
2014-05-13,53108351999
2014-05-14,52354368000
2014-05-15,51809472000
2014-05-16,51353280000
2014-05-19,51416640000
2014-05-20,50868576000
2014-05-21,51286751999
2014-05-22,51264576000
2014-05-23,51524351999
2014-05-27,51622560000
2014-05-28,51353280000
2014-05-29,51685920000
2014-05-30,51844320000
2014-06-02,51990048000
2014-06-03,51920351999
2014-06-04,52119936000
2014-06-05,52693344000
2014-06-06,52959455999
2014-06-09,53247744000
2014-06-10,53013312000
2014-06-11,52123104000
2014-06-12,51524351999
2014-06-13,51967872000
2014-06-16,52316351999
2014-06-17,52031232000
2014-06-18,51888672000
2014-06-19,52018560000
2014-06-20,52398720000
2014-06-23,51939360000
2014-06-24,51483168000
2014-06-25,51464160000
2014-06-26,51337440000
2014-06-27,51543360000
2014-06-30,50838899000
2014-07-01,50810431999
2014-07-02,50285374000
2014-07-03,50576370000
2014-07-07,50070290000
2014-07-08,49725523000
2014-07-09,49953259000
2014-07-10,50032334000
2014-07-11,50706053000
2014-07-14,51180503000
2014-07-15,51436706000
2014-07-16,51098265000
2014-07-17,51028679000
2014-07-18,51395587000
2014-07-21,51550574000
2014-07-22,53097281000
2014-07-23,53170030000
2014-07-24,53761511000
2014-07-25,53783652000
2014-07-28,53771000000
2014-07-29,53559079000
2014-07-30,53827934000
2014-07-31,52812611000
2014-08-01,52860056000
2014-08-04,53230127000
2014-08-05,52799959000
2014-08-06,51572715000
2014-08-07,51541085000
2014-08-08,52442540000
2014-08-11,52553245000
2014-08-12,52436214000
2014-08-13,53483167000
2014-08-14,53612850000
2014-08-15,53505308000
2014-08-18,54251776000
2014-08-19,54444719000
2014-08-20,55450553000
2014-08-21,55384130000
2014-08-22,55399945000
2014-08-25,55836439000
2014-08-26,55861743000
2014-08-27,55833276000
2014-08-28,55067830000
2014-08-29,55036200000
2014-09-02,54972940000
2014-09-03,54878050000
2014-09-04,54732552000
2014-09-05,55219654000
2014-09-08,55279751000
2014-09-09,55333522000
2014-09-10,55222817000
2014-09-11,55099460000
2014-09-12,55172209000
2014-09-15,55542280000
2014-09-16,56045197000
2014-09-17,56554440000
2014-09-18,56797991000
2014-09-19,57168062000
2014-09-22,56614537000
2014-09-23,55776342000
2014-09-24,56424756999
2014-09-25,56124272000
2014-09-26,57433754000
2014-09-29,57146536000
2014-09-30,57593978000
2014-10-01,56053138999
2014-10-02,55567885000
2014-10-03,56194934000
2014-10-06,55747491999
2014-10-07,54518602000
2014-10-08,55567885000
2014-10-09,55000705000
2014-10-10,54975497000
2014-10-13,54474488000
2014-10-14,55492261000
2014-10-15,55202369000
2014-10-16,55054272000
2014-10-17,55533224000
2014-10-20,55309503000
2014-10-21,54389411000
2014-10-22,55460751000
2014-10-23,56929116999
2014-10-24,57137083000
2014-10-27,57663300000
2014-10-28,58466805000
2014-10-29,58744093000
2014-10-30,59645279000
2014-10-31,60048607000
2014-11-03,60105325000
2014-11-04,60117929000
2014-11-05,59783923000
2014-11-06,59831188000
2014-11-07,58655865000
2014-11-10,58920549000
2014-11-11,58961512000
2014-11-12,58882737000
2014-11-13,59229347000
2014-11-14,58797660000
2014-11-17,58454201000
2014-11-18,58785056000
2014-11-19,58608600000
2014-11-20,58469956000
2014-11-21,59216743000
2014-11-24,59497182000
2014-11-25,59449916999
2014-11-26,59601165000
2014-11-28,60360556000
2014-12-01,60215610000
2014-12-02,59903661000
2014-12-03,59768168000
2014-12-04,59783923000
2014-12-05,59828037000
2014-12-08,59821735000
2014-12-09,60064362000
2014-12-10,59210441000
2014-12-11,59632675000
2014-12-12,58350218000
2014-12-15,58044571000
2014-12-16,58416388999
2014-12-17,58340765000
2014-12-18,60385763999
2014-12-19,60767035000
2014-12-22,61901395000
2014-12-23,61687127000
2014-12-24,61895093000
2014-12-26,62024284000
2014-12-29,61646163999
2014-12-30,61579993000
2014-12-31,60736578000
2015-01-02,60969974000
2015-01-05,59702066000
2015-01-06,59421360000
2015-01-07,60187782000
2015-01-08,61544002000
2015-01-09,61509308000
2015-01-12,61335838000
2015-01-13,61297990000
2015-01-14,60944742000
2015-01-15,60673498000
2015-01-16,61411534000
2015-01-20,61739550000
2015-01-21,61660700000
2015-01-22,62477586000
2015-01-23,62272576000
2015-01-26,61717472000
2015-01-27,60099470000
2015-01-28,59689450000
2015-01-29,60714500000
2015-01-30,59411898000
2015-02-02,59714682000
2015-02-03,60556800000
2015-02-04,60645112000
2015-02-05,61206524000
2015-02-06,61578696000
2015-02-09,60878508000
2015-02-10,61714317999
2015-02-11,61916174000
2015-02-12,62285192000
2015-02-13,62118030000
2015-02-17,62313578000
2015-02-18,62628978000
2015-02-19,63619334000
2015-02-20,64338446000
2015-02-23,64843086000
2015-02-24,65167948000
2015-02-25,64612844000
2015-02-26,63499482000
2015-02-27,63095770000
2015-03-02,64032508000
2015-03-03,63057922000
2015-03-04,62755138000
2015-03-05,62796140000
2015-03-06,62341964000
2015-03-09,62997996000
2015-03-10,62316732000
2015-03-11,62200034000
2015-03-12,62695212000
2015-03-13,62168494000
2015-03-16,63745494000
2015-03-17,63291317999
2015-03-18,63900040000
2015-03-19,63770726000
2015-03-20,64269058000
2015-03-23,64000967999
2015-03-24,64120820000
2015-03-25,62770908000
2015-03-26,63256624000
2015-03-27,63783342000
2015-03-30,63925679999
2015-03-31,63323520000
2015-04-01,62013120000
2015-04-02,62000640000
2015-04-06,62565360000
2015-04-07,62446800000
2015-04-08,62652720000
2015-04-09,62849280000
2015-04-10,62524800000
2015-04-13,61479600000
2015-04-14,61570080000
2015-04-15,61529520000
2015-04-16,61501440000
2015-04-17,60783840000
2015-04-20,61401600000
2015-04-21,61242480000
2015-04-22,61660560000
2015-04-23,61526400000
2015-04-24,60955440000
2015-04-27,60478080000
2015-04-28,60534240000
2015-04-29,59682480000
2015-04-30,58219200000
2015-05-01,58968000000
2015-05-04,59183280000
2015-05-05,58453200000
2015-05-06,58290960000
2015-05-07,58721520000
2015-05-08,59429760000
2015-05-11,59426640000
2015-05-12,59470320000
2015-05-13,59592000000
2015-05-14,60231600000
2015-05-15,60016320000
2015-05-18,60240960000
2015-05-19,60334560000
2015-05-20,60294000000
2015-05-21,60250320000
2015-05-22,60172320000
2015-05-26,59439120000
2015-05-27,59701200000
2015-05-28,59317440000
2015-05-29,58718400000
2015-06-01,59613840000
2015-06-02,59520240000
2015-06-03,59869679999
2015-06-04,59333039999
2015-06-05,59070960000
2015-06-08,59083440000
2015-06-09,59077200000
2015-06-10,59055360000
2015-06-11,59741760000
2015-06-12,59585760000
2015-06-15,59255039999
2015-06-16,59535840000
2015-06-17,59598240000
2015-06-18,60138000000
2015-06-19,59635679999
2015-06-22,59928960000
2015-06-23,59791679999
2015-06-24,59333039999
2015-06-25,59276880000
2015-06-26,58855679999
2015-06-29,57214368000
2015-06-30,57331560000
2015-07-01,58031627999
2015-07-02,57763320000
2015-07-06,57976116000
2015-07-07,58645344000
2015-07-08,58611420000
2015-07-09,59252892000
2015-07-10,59888196000
2015-07-13,61026192000
2015-07-14,61387020000
2015-07-15,61498044000
2015-07-16,62179608000
2015-07-17,62043912000
2015-07-20,63262092000
2015-07-21,62651460000
2015-07-22,62540436000
2015-07-23,62552772000
2015-07-24,62000736000
2015-07-27,62040827999
2015-07-28,62799492000
2015-07-29,64193460000
2015-07-30,63675348000
2015-07-31,63869640000
2015-08-03,64082436000
2015-08-04,64619052000
2015-08-05,64588212000
2015-08-06,64535784000
2015-08-07,64483356000
2015-08-10,65004552000
2015-08-11,64412424000
2015-08-12,64387752000
2015-08-13,64699236000
2015-08-14,65368464000
2015-08-17,65695368000
2015-08-18,65587427999
2015-08-19,65158752000
2015-08-20,64495692000
2015-08-21,63123312000
2015-08-24,60896664000
2015-08-25,61365432000
2015-08-26,62333808000
2015-08-27,63354612000
2015-08-28,62882760000
2015-08-31,62043912000
2015-09-01,60946008000
2015-09-02,62925936000
2015-09-03,63283680000
2015-09-04,62488008000
2015-09-08,63841884000
2015-09-09,63117144000
2015-09-10,63576660000
2015-09-11,63780204000
2015-09-14,63530400000
2015-09-15,64097856000
2015-09-16,64011504000
2015-09-17,64023840000
2015-09-18,62700804000
2015-09-21,63021540000
2015-09-22,62808744000
2015-09-23,62534268000
2015-09-24,63147984000
2015-09-25,62879675999
2015-09-28,61247298000
2015-09-29,61935573000
2015-09-30,63416129000
2015-10-01,62633025000
2015-10-02,63201999000
2015-10-05,64768207000
2015-10-06,64361360000
2015-10-07,65141405000
2015-10-08,65575783000
2015-10-09,65236234000
2015-10-12,65563547000
2015-10-13,64844682000
2015-10-14,63673085000
2015-10-15,63988162000
2015-10-16,64171702000
2015-10-19,64434775999
2015-10-20,63850507000
2015-10-21,64716204000
2015-10-22,66230409000
2015-10-23,67089988000
2015-10-26,67585546000
2015-10-27,68227936000
2015-10-28,67616136000
2015-10-29,66762675000
2015-10-30,67245997000
2015-11-02,67478481000
2015-11-03,66961510000
2015-11-04,66940097000
2015-11-05,66869740000
2015-11-06,66267117000
2015-11-09,65676730000
2015-11-10,65484013000
2015-11-11,65802149000
2015-11-12,65334122000
2015-11-13,65205644000
2015-11-16,67502952999
2015-11-17,68029100999
2015-11-18,68282998000
2015-11-19,68521600000
2015-11-20,69151754000
2015-11-23,69142577000
2015-11-24,69264937000
2015-11-25,69072220000
2015-11-27,69105869000
2015-11-30,67041044000
2015-12-01,67359180000
2015-12-02,66973746000
2015-12-03,65909214000
2015-12-04,66805500999
2015-12-07,67031867000
2015-12-08,66933979000
2015-12-09,66545486000
2015-12-10,66955392000
2015-12-11,66441480000
2015-12-14,66251822000
2015-12-15,65719556000
2015-12-16,66533250000
2015-12-17,65835798000
2015-12-18,64905862000
2015-12-21,65912273000
2015-12-22,66557722000
2015-12-23,66664787000
2015-12-24,66857504000
2015-12-28,66811619000
2015-12-29,67441773000
2015-12-30,67236820000
2015-12-31,66122175000
2016-01-04,64922445000
2016-01-05,66460170000
2016-01-06,66268335000
2016-01-07,64946805000
2016-01-08,64831095000
2016-01-11,65574075000
2016-01-12,66368820000
2016-01-13,65284800000
2016-01-14,65899890000
2016-01-15,65768955000
2016-01-19,65555805000
2016-01-20,64066800000
2016-01-21,64185555000
2016-01-22,64566180000
2016-01-25,64252545000
2016-01-26,63923685000
2016-01-27,63293370000
2016-01-28,62927970000
2016-01-29,64249500000
2016-02-01,63884100000
2016-02-02,64082025000
2016-02-03,64834140000
2016-02-04,64008945000
2016-02-05,64535730000
2016-02-08,65324385000
2016-02-09,65765910000
2016-02-10,65147775000
2016-02-11,63086310000
2016-02-12,62751360000
2016-02-16,63640500000
2016-02-17,64779330000
2016-02-18,65223900000
2016-02-19,65047290000
2016-02-22,65470545000
2016-02-23,65513175000
2016-02-24,65963835000
2016-02-25,66999135000
2016-02-26,66149580000
2016-02-29,65708055000
2016-03-01,66420585000
2016-03-02,66137400000
2016-03-03,66539340000
2016-03-04,66600240000
2016-03-07,65723280000
2016-03-08,65571030000
2016-03-09,65896845000
2016-03-10,65942520000
2016-03-11,66091725000
2016-03-14,65954700000
2016-03-15,66091725000
2016-03-16,66438855000
2016-03-17,66761625000
2016-03-18,67267095000
2016-03-21,67373670000
2016-03-22,67212285000
2016-03-23,67373670000
2016-03-24,66381000000
2016-03-28,66397086000
2016-03-29,66912356000
2016-03-30,67579176000
2016-03-31,67136650000
2016-04-01,67624641000
2016-04-04,67933803000
2016-04-05,68385422000
2016-04-06,68691553000
2016-04-07,68646088000
2016-04-08,68591530000
2016-04-11,68091415000
2016-04-12,68494538000
2016-04-13,68615778000
2016-04-14,68330864000
2016-04-15,68443011000
2016-04-18,68846134000
2016-04-19,68655181000
2016-04-20,68676398000
2016-04-21,68521817000
2016-04-22,68752173000
2016-04-25,68591530000
2016-04-26,70367696000
2016-04-27,70819315000
2016-04-28,70537432000
2016-04-29,70434378000
2016-05-02,70695044000
2016-05-03,71137570000
2016-05-04,71534631000
2016-05-05,72180234000
2016-05-06,72822806000
2016-05-09,72840992000
2016-05-10,74065516000
2016-05-11,73298673000
2016-05-12,74241314000
2016-05-13,73386572000
2016-05-16,73644207000
2016-05-17,73207743000
2016-05-18,73222898000
2016-05-19,72407559000
2016-05-20,72765217000
2016-05-23,72598512000
2016-05-24,73038007000
2016-05-25,72998604000
2016-05-26,73210774000
2016-05-27,72771279000
2016-05-31,71601313000
2016-06-01,72162048000
2016-06-02,72086273000
2016-06-03,72416652000
2016-06-06,72562140000
2016-06-07,72592450000
2016-06-08,72859178000
2016-06-09,72947077000
2016-06-10,72919798000
2016-06-13,72122645000
2016-06-14,72653070000
2016-06-15,72577295000
2016-06-16,72704597000
2016-06-17,72004436000
2016-06-20,72331784000
2016-06-21,72304505000
2016-06-22,72189327000
2016-06-23,72744000000
2016-06-24,72653070000
2016-06-27,71428065000
2016-06-28,71911635000
2016-06-29,72857880000
2016-06-30,74078745000
2016-07-01,74430975000
2016-07-05,74478735000
2016-07-06,74648880000
2016-07-07,74556345000
2016-07-08,75192150000
2016-07-11,75935415000
2016-07-12,76027950000
2016-07-13,76386150000
2016-07-14,76416000000
2016-07-15,76708530000
2016-07-18,76502565000
2016-07-19,77299560000
2016-07-20,76615995000
2016-07-21,75860790000
2016-07-22,76807035000
2016-07-25,76302570000
2016-07-26,76045860000
2016-07-27,75866760000
2016-07-28,75983175000
2016-07-29,75439905000
2016-08-01,76069740000
2016-08-02,76714500000
2016-08-03,76669725000
2016-08-04,76938375000
2016-08-05,77696565000
2016-08-08,77666715000
2016-08-09,77807010000
2016-08-10,77998050000
2016-08-11,78368190000
2016-08-12,78848775000
2016-08-15,79550250000
2016-08-16,76645845000
2016-08-17,76308540000
2016-08-18,76242870000
2016-08-19,75854820000
2016-08-22,75878700000
2016-08-23,74550375000
2016-08-24,74063820000
2016-08-25,74186205000
2016-08-26,72965340000
2016-08-29,72923550000
2016-08-30,71475825000
2016-08-31,72526545000
2016-09-01,72717585000
2016-09-02,72631020000
2016-09-06,72535500000
2016-09-07,72048945000
2016-09-08,72126555000
2016-09-09,71025090000
2016-09-12,71281800000
2016-09-13,70866885000
2016-09-14,70866885000
2016-09-15,71368365000
2016-09-16,70878825000
2016-09-19,71902680000
2016-09-20,71783280000
2016-09-21,72780270000
2016-09-22,73616070000
2016-09-23,73383240000
2016-09-26,71645654000
2016-09-27,71721522000
2016-09-28,71709850000
2016-09-29,70714812000
2016-09-30,69950296000
2016-10-03,70201244000
2016-10-04,69185780000
2016-10-05,69039880000
2016-10-06,68491296000
2016-10-07,68144054000
2016-10-10,68074022000
2016-10-11,67653830000
2016-10-12,67726780000
2016-10-13,67986482000
2016-10-14,67863926000
2016-10-17,67922286000
2016-10-18,67928122000
2016-10-19,67793894000
2016-10-20,67647994000
2016-10-21,67265736000
2016-10-24,67744288000
2016-10-25,72734068000
2016-10-26,72976262000
2016-10-27,72521054000
2016-10-28,72366400000
2016-10-31,71893684000
2016-11-01,71485164000
2016-11-02,71523098000
2016-11-03,69652660000
2016-11-04,68946504000
2016-11-07,69818986000
2016-11-08,69795642000
2016-11-09,73959628000
2016-11-10,75071386000
2016-11-11,75625806000
2016-11-14,77980632000
2016-11-15,77598374000
2016-11-16,76845530000
2016-11-17,76825103999
2016-11-18,76769662000
2016-11-21,76865956000
2016-11-22,77227788000
2016-11-23,77151920000
2016-11-25,77595456000
2016-11-28,77598374000
2016-11-29,77788044000
2016-11-30,77399950000
2016-12-01,77735520000
2016-12-02,78091516000
2016-12-05,77890174000
2016-12-06,77618800000
2016-12-07,77729684000
2016-12-08,75649150000
2016-12-09,75730853999
2016-12-12,73857498000
2016-12-13,73443142000
2016-12-14,73621140000
2016-12-15,73139670000
2016-12-16,72973344000
2016-12-19,73586124000
2016-12-20,74038414000
2016-12-21,73685336000
2016-12-22,73767040000
2016-12-23,72830362000
2016-12-27,73200948000
2016-12-28,72827444000
2016-12-29,73122162000
2016-12-30,72932492000
2017-01-03,73459900000
2017-01-04,73657100000
2017-01-05,74234200000
2017-01-06,74776500000
2017-01-09,74764900000
2017-01-10,74289300000
2017-01-11,73987700000
2017-01-12,73259800000
2017-01-13,73813700000
2017-01-17,73694800000
2017-01-18,73680300000
2017-01-19,74538699999
2017-01-20,74741700000
2017-01-23,74669200000
2017-01-24,73343900000
2017-01-25,72790000000
2017-01-26,73941300000
2017-01-27,73515000000
2017-01-30,73320700000
2017-01-31,72885700000
2017-02-01,72761000000
2017-02-02,73071300000
2017-02-03,73793400000
2017-02-06,74039900000
2017-02-07,74347300000
2017-02-08,74454600000
2017-02-09,74878000000
2017-02-10,75559500000
2017-02-13,76081500000
2017-02-14,76142400000
2017-02-15,76403400000
2017-02-16,76945700000
2017-02-17,76951500000
2017-02-21,77041400000
2017-02-22,77116800000
2017-02-23,76806500000
2017-02-24,77140000000
2017-02-27,78114400000
2017-02-28,77308200000
2017-03-01,77830200000
2017-03-02,77427100000
2017-03-03,77650400000
2017-03-06,77638800000
2017-03-07,78021600000
2017-03-08,77638800000
2017-03-09,77917200000
2017-03-10,77911400000
2017-03-13,78065100000
2017-03-14,77720000000
2017-03-15,78137600000
2017-03-16,77702600000
2017-03-17,78874200000
2017-03-20,78888699999
2017-03-21,78010000000
2017-03-22,78131800000
2017-03-23,78155000000
2017-03-24,77551800000
2017-03-27,77075660000
2017-03-28,77641120000
2017-03-29,77387240000
2017-03-30,78050790000
2017-03-31,77202600000
2017-04-03,77514180000
2017-04-04,77768060000
2017-04-05,77023730000
2017-04-06,77061235000
2017-04-07,77961355000
2017-04-10,77615154999
2017-04-11,77972895000
2017-04-12,77465135000
2017-04-13,77318000000
2017-04-17,77860380000
2017-04-18,77543029999
2017-04-19,77788255000
2017-04-20,78428725000
2017-04-21,78786465000
2017-04-24,79686585000
2017-04-25,77900770000
2017-04-26,77995975000
2017-04-27,78223890000
2017-04-28,77736325000
2017-05-01,77442055000
2017-05-02,77747865000
2017-05-03,77779600000
2017-05-04,78042135000
2017-05-05,78769154999
2017-05-08,78616250000
2017-05-09,79011495000
2017-05-10,78396990000
2017-05-11,78497965000
2017-05-12,78258510000
2017-05-15,78572975000
2017-05-16,78371025000
2017-05-17,77675740000
2017-05-18,77121820000
2017-05-19,78699915000
2017-05-22,79923154999
2017-05-23,80306860000
2017-05-24,80794425000
2017-05-25,81374310000
2017-05-26,81833025000
2017-05-30,80805965000
2017-05-31,81106005000
2017-06-01,81056960000
2017-06-02,81287760000
2017-06-05,80817505000
2017-06-06,79879880000
2017-06-07,80024130000
2017-06-08,80093370000
2017-06-09,79914500000
2017-06-12,79882765000
2017-06-13,80306860000
2017-06-14,80866550000
2017-06-15,81048305000
2017-06-16,81100235000
2017-06-19,81443550000
2017-06-20,81613765000
2017-06-21,81642615000
2017-06-22,80904055000
2017-06-23,80964640000
2017-06-26,80301870000
2017-06-27,79764993000
2017-06-28,80393742000
2017-06-29,79449183000
2017-06-30,79701831000
2017-07-03,80077932000
2017-07-05,81077040000
2017-07-06,80663616000
2017-07-07,81880920000
2017-07-10,81987147000
2017-07-11,82231182000
2017-07-12,82213956000
2017-07-13,82328796000
2017-07-14,82722123000
2017-07-17,82825479000
2017-07-18,82337409000
2017-07-19,83451357000
2017-07-20,83164257000
2017-07-21,83006352000
2017-07-24,83339387999
2017-07-25,83210193000
2017-07-26,83215935000
2017-07-27,82722123000
2017-07-28,83376711000
2017-07-31,83870523000
2017-08-01,84019815000
2017-08-02,84608370000
2017-08-03,84929922000
2017-08-04,85268700000
2017-08-07,85311765000
2017-08-08,86158710000
2017-08-09,87628662000
2017-08-10,87063075000
2017-08-11,87206625000
2017-08-14,88306218000
2017-08-15,87910020000
2017-08-16,87795180000
2017-08-17,86537682000
2017-08-18,85900320000
2017-08-21,86669748000
2017-08-22,87508080000
2017-08-23,86945364000
2017-08-24,86876460000
2017-08-25,86933880000
2017-08-28,87166431000
2017-08-29,88466994000
2017-08-30,87938730000
2017-08-31,87677469000
2017-09-01,86758749000
2017-09-05,86761620000
2017-09-06,86546295000
2017-09-07,86804685000
2017-09-08,86962590000
2017-09-11,87416208000
2017-09-12,87200883000
2017-09-13,86187420000
2017-09-14,86514714000
2017-09-15,86790330000
2017-09-18,87220980000
2017-09-19,87752115000
2017-09-20,88398090000
2017-09-21,88429671000
2017-09-22,88581834000
2017-09-25,87728415000
2017-09-26,88508922000
2017-09-27,88666167000
2017-09-28,88380267000
2017-09-29,88711911000
2017-10-02,89009247000
2017-10-03,89446674000
2017-10-04,89492418000
2017-10-05,89938422000
2017-10-06,90475914000
2017-10-09,90716070000
2017-10-10,90833289000
2017-10-11,91084881000
2017-10-12,91816785000
2017-10-13,91313601000
2017-10-16,91184946000
2017-10-17,90993393000
2017-10-18,90221463000
2017-10-19,90584556000
2017-10-20,91488000000
2017-10-23,91696707000
2017-10-24,89529585000
2017-10-25,89323737000
2017-10-26,88025751000
2017-10-27,88057200000
2017-10-30,88237317000
2017-10-31,88102944000
2017-11-01,87656940000
2017-11-02,88874874000
2017-11-03,88626141000
2017-11-06,88651872000
2017-11-07,89569611000
2017-11-08,90241476000
2017-11-09,88937772000
2017-11-10,88963503000
2017-11-13,89472405000
2017-11-14,89698266000
2017-11-15,88811976000
2017-11-16,89386635000
2017-11-17,88543230000
2017-11-20,89958435000
2017-11-21,90613146000
2017-11-22,90021333000
2017-11-24,90292938000
2017-11-27,90544530000
2017-11-28,91204959000
2017-11-29,91705284000
2017-11-30,91236408000
2017-12-01,89649663000
2017-12-04,89137901999
2017-12-05,88669026000
2017-12-06,89192223000
2017-12-07,89892678000
2017-12-08,90301515000
2017-12-11,90393003000
2017-12-12,90312951000
2017-12-13,90856161000
2017-12-14,90633159000
2017-12-15,92294238000
2017-12-18,92277084000
2017-12-19,91479423000
2017-12-20,90836148000
2017-12-21,90684621000
2017-12-22,90924776999
2017-12-26,91062009000
2017-12-27,91327896000
2017-12-28,92088390000
2017-12-29,91788195000
2018-01-02,90943170000
2018-01-03,91705455000
2018-01-04,93278560000
2018-01-05,94123640000
2018-01-08,93689680000
2018-01-09,94360605000
2018-01-10,94514775000
2018-01-11,94537615000
2018-01-12,95999375000
2018-01-16,94246405000
2018-01-17,95602530000
2018-01-18,95071500000
2018-01-19,94786000000
2018-01-22,93929500000
2018-01-23,93843850000
2018-01-24,94354895000
2018-01-25,95562560000
2018-01-26,98468950000
2018-01-29,100330410000
2018-01-30,100036345000
2018-01-31,101309675000
2018-02-01,102031990000
2018-02-02,100684430000
2018-02-05,96059330000
2018-02-06,96381945000
2018-02-07,98620265000
2018-02-08,95442650000
2018-02-09,97475410000
2018-02-12,98728755000
2018-02-13,99990665000
2018-02-14,101255430000
2018-02-15,103065500000
2018-02-16,102931314999
2018-02-20,102405995000
2018-02-21,101940630000
2018-02-22,101469555000
2018-02-23,102405995000
2018-02-26,102408850000
2018-02-27,102257535000
2018-02-28,100621620000
2018-03-01,96981495000
2018-03-02,97561060000
2018-03-05,97743780000
2018-03-06,96927250000
2018-03-07,97698100000
2018-03-08,97578189999
2018-03-09,97209895000
2018-03-12,95100050000
2018-03-13,95202830000
2018-03-14,94694640000
2018-03-15,95137165000
2018-03-16,94614700000
2018-03-19,95713875000
2018-03-20,95813800000
2018-03-21,95776685000
2018-03-22,93401325000
2018-03-23,96016505000
2018-03-26,98020050000
2018-03-27,96572250000
2018-03-28,95569050000
2018-03-29,96310050000
2018-04-02,94905000000
2018-04-03,95392350000
2018-04-04,97410150000
2018-04-05,98795250000
2018-04-06,95378100000
2018-04-09,95734350000
2018-04-10,96717600000
2018-04-11,96740400000
2018-04-12,97720800000
2018-04-13,97641000000
2018-04-16,98524500000
2018-04-17,99504900000
2018-04-18,100077750000
2018-04-19,100713300000
2018-04-20,100317150000
2018-04-23,102201000000
2018-04-24,95899650000
2018-04-25,93907500000
2018-04-26,94164000000
2018-04-27,91778549999
2018-04-30,91439400000
2018-05-01,87911100000
2018-05-02,87124500000
2018-05-03,88330050000
2018-05-04,88760400000
2018-05-07,90547350000
2018-05-08,92394150000
2018-05-09,92944200000
2018-05-10,92479650000
2018-05-11,92351400000
2018-05-14,90937800000
2018-05-15,91134450000
2018-05-16,91009050000
2018-05-17,91319700000
2018-05-18,91328250000
2018-05-21,92419799999
2018-05-22,90382050000
2018-05-23,92716200000
2018-05-24,93009750000
2018-05-25,91428000000
2018-05-29,90402000000
2018-05-30,91496400000
2018-05-31,89643900000
2018-06-01,90239550000
2018-06-04,90678450000
2018-06-05,91205700000
2018-06-06,91174350000
2018-06-07,91755750000
2018-06-08,91858350000
2018-06-11,91000500000
2018-06-12,89820600000
2018-06-13,89589750000
2018-06-14,88518150000
2018-06-15,88389900000
2018-06-18,88213200000
2018-06-19,86218200000
2018-06-20,86315100000
2018-06-21,85608300000
2018-06-22,85323300000
2018-06-25,84940311000
2018-06-26,85028444000
2018-06-27,83805953999
2018-06-28,83936732000
2018-06-29,83990749000
2018-07-02,85039816000
2018-07-03,85136478000
2018-07-05,85059717000
2018-07-06,85059717000
2018-07-09,87132264000
2018-07-10,87800369000
2018-07-11,87160694000
2018-07-12,89074033000
2018-07-13,90512591000
2018-07-16,90705915000
