,HP
2013-11-27,8287975149
2013-11-29,8250473000
2013-12-02,8362979450
2013-12-03,8536560830
2013-12-04,8675854530
2013-12-05,8596564270
2013-12-06,8553704670
2013-12-09,8517274009
2013-12-10,8501201660
2013-12-11,8402624580
2013-12-12,8551561690
2013-12-13,8520488480
2013-12-16,8706927740
2013-12-17,8661925160
2013-12-18,8734786480
2013-12-19,8750858830
2013-12-20,8789432470
2013-12-23,8735857970
2013-12-24,8896581470
2013-12-26,8908367860
2013-12-27,8996230040
2013-12-30,9003730470
2013-12-31,9054743360
2014-01-02,8857667000
2014-01-03,8943820600
2014-01-06,8825359400
2014-01-07,9000897360
2014-01-08,9094589400
2014-01-09,9145204640
2014-01-10,9213050600
2014-01-13,9013820400
2014-01-14,9176435320
2014-01-15,9151666160
2014-01-16,9141973880
2014-01-17,9223819800
2014-01-21,9396127000
2014-01-22,9486588280
2014-01-23,9393973160
2014-01-24,9262588920
2014-01-27,9241050520
2014-01-28,9300281120
2014-01-29,9166743040
2014-01-30,9444588400
2014-01-31,9481203680
2014-02-03,9290588840
2014-02-04,9158127680
2014-02-05,9144127720
2014-02-06,9355204040
2014-02-07,9387511640
2014-02-10,9232435160
2014-02-11,9486588280
2014-02-12,9434896120
2014-02-13,9655664720
2014-02-14,9755818280
2014-02-18,10018586760
2014-02-19,10115509560
2014-02-20,10194124720
2014-02-21,10159663280
2014-02-24,10381508800
2014-02-25,10466585480
2014-02-26,10367508840
2014-02-27,10436431720
2014-02-28,10634585000
2014-03-03,10599046640
2014-03-04,10665815680
2014-03-05,10681969480
2014-03-06,10857507440
2014-03-07,10823046000
2014-03-10,10805815280
2014-03-11,10602277400
2014-03-12,10596892800
2014-03-13,10393354920
2014-03-14,10548431400
2014-03-17,10887661200
2014-03-18,11038430000
2014-03-19,11075045280
2014-03-20,11220429480
2014-03-21,11484274880
2014-03-24,11373352120
2014-03-25,11523044000
2014-03-26,11434736560
2014-03-27,11402428960
2014-03-28,11598428400
2014-03-31,11631215720
2014-04-01,11697179290
2014-04-02,11655005860
2014-04-03,11665819560
2014-04-04,11602018730
2014-04-07,11289502800
2014-04-08,11574984480
2014-04-09,11616076540
2014-04-10,11382500620
2014-04-11,11452789670
2014-04-14,11609588320
2014-04-15,11773956560
2014-04-16,11846408350
2014-04-17,11985905080
2014-04-21,12233538810
2014-04-22,12247596620
2014-04-23,12307071970
2014-04-24,11572821740
2014-04-25,11570659000
2014-04-28,11573903110
2014-04-29,11657168600
2014-04-30,11749085050
2014-05-01,11411697610
2014-05-02,11643110790
2014-05-05,11520915980
2014-05-06,11647436270
2014-05-07,11860466160
2014-05-08,11675551890
2014-05-09,11502532690
2014-05-12,11672307780
2014-05-13,11671226410
2014-05-14,11743678200
2014-05-15,11416023090
2014-05-16,11307886090
2014-05-19,11407372130
2014-05-20,11338164450
2014-05-21,11419267200
2014-05-22,11503614060
2014-05-23,11457115150
2014-05-27,11581472700
2014-05-28,11769631080
2014-05-29,11882093560
2014-05-30,11889663150
2014-06-02,11807479030
2014-06-03,11794502590
2014-06-04,11921022880
2014-06-05,12023753030
2014-06-06,12070251940
2014-06-09,12210830040
2014-06-10,12069170570
2014-06-11,12035648100
2014-06-12,12118913590
2014-06-13,12228131960
2014-06-16,12288688680
2014-06-17,12270305390
2014-06-18,12364384580
2014-06-19,12566600770
2014-06-20,12621750640
2014-06-23,12511450900
2014-06-24,12083228380
2014-06-25,12336268960
2014-06-26,12473602950
2014-06-27,12487660760
2014-06-30,12566120860
2014-07-01,12609411260
2014-07-02,12743611500
2014-07-03,12802053540
2014-07-07,12494691700
2014-07-08,12500103000
2014-07-09,12527159500
2014-07-10,12403781860
2014-07-11,12281486480
2014-07-14,12351833380
2014-07-15,12221962180
2014-07-16,12579107980
2014-07-17,12285815520
2014-07-18,12362655980
2014-07-21,12391877000
2014-07-22,12558545040
2014-07-23,12581272500
2014-07-24,12658112960
2014-07-25,12640796800
2014-07-28,12578025720
2014-07-29,12464388420
2014-07-30,12391877000
2014-07-31,11500094760
2014-08-01,11415678480
2014-08-04,11608320760
2014-08-05,11267408860
2014-08-06,11254421740
2014-08-07,11031476180
2014-08-08,11172169980
2014-08-11,11108316640
2014-08-12,10954635720
2014-08-13,11067190760
2014-08-14,10674330380
2014-08-15,10755499880
2014-08-18,10750088580
2014-08-19,10744677280
2014-08-20,10936237300
2014-08-21,10826929040
2014-08-22,10809612880
2014-08-25,10945977640
2014-08-26,11033640700
2014-08-27,11132126360
2014-08-28,11154853820
2014-08-29,11369141300
2014-09-02,11236023320
2014-09-03,11376717120
2014-09-04,11110481160
2014-09-05,11244681400
2014-09-08,11021735840
2014-09-09,10891864640
2014-09-10,10930826000
2014-09-11,11133208620
2014-09-12,10911345320
2014-09-15,10997926120
2014-09-16,11259833040
2014-09-17,11176499020
2014-09-18,11133208620
2014-09-19,10943813120
2014-09-22,10629957720
2014-09-23,10666754560
2014-09-24,10809612880
2014-09-25,10570433420
2014-09-26,10714374000
2014-09-29,10692728800
2014-09-30,10567317510
2014-10-01,10212086340
2014-10-02,9826622730
2014-10-03,9765078120
2014-10-06,9779114610
2014-10-07,9577205100
2014-10-08,9653865930
2014-10-09,9216575280
2014-10-10,9055695510
2014-10-13,8522308890
2014-10-14,8461844010
2014-10-15,8896975200
2014-10-16,9349382070
2014-10-17,9143153640
2014-10-20,9444398310
2014-10-21,9762918660
2014-10-22,9280279350
2014-10-23,9567487530
2014-10-24,9391491540
2014-10-27,8884018440
2014-10-28,9260844210
2014-10-29,9252206370
2014-10-30,9157190130
2014-10-31,9374215860
2014-11-03,9101044170
2014-11-04,8712341370
2014-11-05,9097804980
2014-11-06,9255445560
2014-11-07,9361259100
2014-11-10,9328867200
2014-11-11,9286757730
2014-11-12,9238169880
2014-11-13,8615165670
2014-11-14,8530946730
2014-11-17,8448887250
2014-11-18,8411096700
2014-11-19,8418654810
2014-11-20,8676710280
2014-11-21,8833271130
2014-11-24,8697225150
2014-11-25,8582773769
2014-11-26,8392741290
2014-11-28,7509522150
2014-12-01,7457695109
2014-12-02,7431781590
2014-12-03,7557030269
2014-12-04,7440419430
2014-12-05,7281699120
2014-12-08,6739674660
2014-12-09,6967497690
2014-12-10,6692166540
2014-12-11,6658694910
2014-12-12,6515090820
2014-12-15,6522648930
2014-12-16,6531286770
2014-12-17,7020404460
2014-12-18,7172646390
2014-12-19,7757860049
2014-12-22,7550551890
2014-12-23,7332446430
2014-12-24,7261184250
2014-12-26,7254705870
2014-12-29,7368077519
2014-12-30,7229872079
2014-12-31,7257493320
2015-01-02,7248881640
2015-01-05,7048660080
2015-01-06,6852744360
2015-01-07,6400631160
2015-01-08,6544876800
2015-01-09,6544876800
2015-01-12,6390943020
2015-01-13,6566406000
2015-01-14,6591164580
2015-01-15,6478136280
2015-01-16,6832291620
2015-01-20,6655752180
2015-01-21,6880732320
2015-01-22,6918408420
2015-01-23,6777392160
2015-01-26,6915179039
2015-01-27,6868891260
2015-01-28,6423236820
2015-01-29,6185339160
2015-01-30,6411395760
2015-02-02,6857050200
2015-02-03,7303781099
2015-02-04,7074495120
2015-02-05,7220893680
2015-02-06,7322080920
2015-02-09,7490008680
2015-02-10,7142312099
2015-02-11,7030360260
2015-02-12,7100330159
2015-02-13,7490008680
2015-02-17,7657936440
2015-02-18,7612725120
2015-02-19,7561055039
2015-02-20,7506155580
2015-02-23,7276869599
2015-02-24,7244575800
2015-02-25,7282251900
2015-02-26,7126165200
2015-02-27,7218740760
2015-03-02,7073418659
2015-03-03,7247805180
2015-03-04,7172452979
2015-03-05,7332845520
2015-03-06,7231658280
2015-03-09,7078800960
2015-03-10,6924867180
2015-03-11,6943167000
2015-03-12,6810762420
2015-03-13,6726798540
2015-03-16,6901185060
2015-03-17,6892573380
2015-03-18,7205823240
2015-03-19,7110018300
2015-03-20,7337151360
2015-03-23,7374827460
2015-03-24,7333921979
2015-03-25,7435109219
2015-03-26,7439415060
2015-03-27,7319928000
2015-03-30,7398509580
2015-03-31,7327871639
2015-04-01,7342942919
2015-04-02,7451671440
2015-04-06,7842448199
2015-04-07,7860749040
2015-04-08,7673434560
2015-04-09,7958712360
2015-04-10,7867208160
2015-04-13,7752020520
2015-04-14,8148179880
2015-04-15,8359177800
2015-04-16,8157868560
2015-04-17,7927493280
2015-04-20,7969477560
2015-04-21,7756326600
2015-04-22,7915651560
2015-04-23,8109425160
2015-04-24,8011461840
2015-04-27,8168633759
2015-04-28,8219230199
2015-04-29,8440993320
2015-04-30,8393626440
2015-05-01,8447452440
2015-05-04,8344106520
2015-05-05,8354871720
2015-05-06,8413003800
2015-05-07,8180475479
2015-05-08,8360254320
2015-05-11,8126649479
2015-05-12,8189087639
2015-05-13,8161098120
2015-05-14,7996390560
2015-05-15,7949023680
2015-05-18,8027609639
2015-05-19,7801540440
2015-05-20,7931799360
2015-05-21,8129879040
2015-05-22,8102966040
2015-05-26,7821994320
2015-05-27,7910268960
2015-05-28,7868284680
2015-05-29,7857519479
2015-06-01,7752020520
2015-06-02,7945794120
2015-06-03,7905962880
2015-06-04,7770321360
2015-06-05,7928569800
2015-06-08,7871514240
2015-06-09,7825223880
2015-06-10,8086818240
2015-06-11,7936105440
2015-06-12,7912422000
2015-06-15,7816611720
2015-06-16,7940411520
2015-06-17,7957635840
2015-06-18,7835989080
2015-06-19,7761709199
2015-06-22,7812305639
2015-06-23,7852136880
2015-06-24,7637909400
2015-06-25,7621761600
2015-06-26,7637909400
2015-06-29,7517339160
2015-06-30,7585952600
2015-07-01,7326336784
2015-07-02,7299405682
2015-07-06,7055948527
2015-07-07,7068875456
2015-07-08,6859890110
2015-07-09,6953610342
2015-07-10,6906211604
2015-07-13,6981618688
2015-07-14,7103347265
2015-07-15,6755397437
2015-07-16,6672449645
2015-07-17,6520558234
2015-07-20,6439764930
2015-07-21,6384825484
2015-07-22,6336349502
2015-07-23,6421451782
2015-07-24,6023948727
2015-07-27,5993785894
2015-07-28,6223238876
2015-07-29,6441919419
2015-07-30,6326654305
2015-07-31,6220007144
2015-08-03,6222161632
2015-08-04,6300800448
2015-08-05,6189844311
2015-08-06,6642286812
2015-08-07,6405293121
2015-08-10,6751088461
2015-08-11,6650904764
2015-08-12,6710153187
2015-08-13,6509785794
2015-08-14,6276023835
2015-08-17,6251247222
2015-08-18,6315881865
2015-08-19,6162913210
2015-08-20,6082119906
2015-08-21,5897911173
2015-08-24,5533802684
2015-08-25,5484249458
2015-08-26,5546729613
2015-08-27,5934537471
2015-08-28,6210311948
2015-08-31,6356817139
2015-09-01,6023948727
2015-09-02,5882829757
2015-09-03,5892524953
2015-09-04,5628600161
2015-09-08,5704007244
2015-09-09,5457318357
2015-09-10,5525184732
2015-09-11,5316199386
2015-09-14,5279573089
2015-09-15,5374370565
2015-09-16,5693234804
2015-09-17,5665226458
2015-09-18,5307581434
2015-09-21,5178312148
2015-09-22,5110445773
2015-09-23,5077051207
2015-09-24,5103982308
2015-09-25,5072742231
2015-09-28,5009184832
2015-09-29,5153535535
2015-09-30,5097085520
2015-10-01,5053944720
2015-10-02,5314946560
2015-10-05,5587812120
2015-10-06,6058046840
2015-10-07,6148642520
2015-10-08,6425822160
2015-10-09,6499161520
2015-10-12,6309342000
2015-10-13,6191783320
2015-10-14,6212275200
2015-10-15,6315813120
2015-10-16,6063439440
2015-10-19,6019220120
2015-10-20,6105501720
2015-10-21,5983628960
2015-10-22,6116286920
2015-10-23,6141092880
2015-10-26,5916760720
2015-10-27,5880091040
2015-10-28,6035397920
2015-10-29,5959901520
2015-10-30,6068832040
2015-11-02,6293164200
2015-11-03,6578972000
2015-11-04,6500240040
2015-11-05,6360032440
2015-11-06,6357875400
2015-11-09,6308263480
2015-11-10,6312577560
2015-11-11,5977157840
2015-11-12,5763610880
2015-11-13,5844499880
2015-11-16,5944802240
2015-11-17,5875776960
2015-11-18,6069910560
2015-11-19,5903818480
2015-11-20,5902739960
2015-11-23,5997649720
2015-11-24,6309342000
2015-11-25,6308263480
2015-11-27,6186390720
2015-11-30,6282379000
2015-12-01,6310420520
2015-12-02,5942645200
2015-12-03,5997649720
2015-12-04,5757139760
2015-12-07,5477803080
2015-12-08,5410934840
2015-12-09,5579183960
2015-12-10,5675172240
2015-12-11,5540357240
2015-12-14,5603989920
2015-12-15,5907054040
2015-12-16,5862834720
2015-12-17,5586733600
2015-12-18,5379657760
2015-12-21,5392600000
2015-12-22,5707527840
2015-12-23,6033240880
2015-12-24,6044026080
2015-12-28,5757139760
2015-12-29,5838028760
2015-12-30,5690271520
2015-12-31,5784149700
2016-01-04,5852198520
2016-01-05,5785229840
2016-01-06,5452546720
2016-01-07,5239759140
2016-01-08,5163069200
2016-01-11,4940560360
2016-01-12,4971884420
2016-01-13,4854149160
2016-01-14,5036692820
2016-01-15,4876832100
2016-01-19,4660804100
2016-01-20,4628399900
2016-01-21,4890873920
2016-01-22,5079898420
2016-01-25,4745055020
2016-01-26,4951361760
2016-01-27,4976204980
2016-01-28,5344532720
2016-01-29,5487111200
2016-02-01,5393139020
2016-02-02,5036692820
2016-02-03,5332651180
2016-02-04,5543278480
2016-02-05,5430943920
2016-02-08,5361814960
2016-02-09,5186832280
2016-02-10,4996727640
2016-02-11,4941640500
2016-02-12,5120943740
2016-02-16,5253800960
2016-02-17,5716100880
2016-02-18,5605926600
2016-02-19,5571362120
2016-02-22,5820874460
2016-02-23,5517355120
2016-02-24,5543278480
2016-02-25,5562721000
2016-02-26,5739863960
2016-02-29,5721501580
2016-03-01,5914846640
2016-03-02,6193522760
2016-03-03,6370665720
2016-03-04,6692547440
2016-03-07,6799481300
2016-03-08,6556449800
2016-03-09,6720631080
2016-03-10,6692547440
2016-03-11,6847007460
2016-03-14,6602895820
2016-03-15,6645021280
2016-03-16,6744394160
2016-03-17,6818923820
2016-03-18,6570491620
2016-03-21,6586693720
2016-03-22,6465718040
2016-03-23,6247529760
2016-03-24,6275613400
2016-03-28,6308017600
2016-03-29,6276693540
2016-03-30,6298296340
2016-03-31,6344519840
2016-04-01,6118701610
2016-04-04,6135989130
2016-04-05,6134908660
2016-04-06,6177046990
2016-04-07,6068999990
2016-04-08,6183529810
2016-04-11,6255921300
2016-04-12,6493624700
2016-04-13,6497946580
2016-04-14,6449325430
2016-04-15,6284013520
2016-04-18,6468773890
2016-04-19,6813443820
2016-04-20,6868547790
2016-04-21,6883674370
2016-04-22,6923651760
2016-04-25,6801558650
2016-04-26,6812363350
2016-04-27,7017652650
2016-04-28,7014411240
2016-04-29,7144067640
2016-05-02,6812363350
2016-05-03,6664338960
2016-05-04,6486061410
2016-05-05,6492544230
2016-05-06,6557372430
2016-05-09,6295898690
2016-05-10,6450405900
2016-05-11,6427716030
2016-05-12,6336956550
2016-05-13,6275369760
2016-05-16,6410428510
2016-05-17,6476337180
2016-05-18,6253760360
2016-05-19,6207300150
2016-05-20,6354244070
2016-05-23,6294818220
2016-05-24,6323990910
2016-05-25,6523877860
2016-05-26,6549809140
2016-05-27,6546567730
2016-05-31,6607074050
2016-06-01,6462291070
2016-06-02,6360726890
2016-06-03,6352083130
2016-06-06,6994962779
2016-06-07,7276965449
2016-06-08,7278045920
2016-06-09,7265080279
2016-06-10,6998204190
2016-06-13,6940939279
2016-06-14,7004687010
2016-06-15,7061951920
2016-06-16,6973353380
2016-06-17,7154872340
2016-06-20,7091124609
2016-06-21,7236988060
2016-06-22,7231585710
2016-06-23,7473610990
2016-06-24,7140826230
2016-06-27,6770225020
2016-06-28,6915008000
2016-06-29,7154872340
2016-06-30,7254739099
2016-07-01,7408198500
2016-07-05,7051567500
2016-07-06,7026711400
2016-07-07,7044002600
2016-07-08,7181251500
2016-07-11,7150991900
2016-07-12,7540043900
2016-07-13,7426570400
2016-07-14,7388745900
2016-07-15,7426570400
2016-07-18,7369293300
2016-07-19,7195300600
2016-07-20,7103441100
2016-07-21,6927286999
2016-07-22,7010500900
2016-07-25,6799764400
2016-07-26,6941336100
2016-07-27,6805167900
2016-07-28,6608480500
2016-07-29,6697097900
2016-08-01,6565252500
2016-08-02,6671161100
2016-08-03,6811652100
2016-08-04,6740325900
2016-08-05,6832185400
2016-08-08,6994290400
2016-08-09,6894866000
2016-08-10,6817055600
2016-08-11,6750052200
2016-08-12,6686290900
2016-08-15,6765182000
2016-08-16,6803006500
2016-08-17,6740325900
2016-08-18,6988886900
2016-08-19,6942416799
2016-08-22,6763020600
2016-08-23,6836508200
2016-08-24,6826781900
2016-08-25,6766262700
2016-08-26,6746810100
2016-08-29,6761939900
2016-08-30,6631175200
2016-08-31,6533912200
2016-09-01,6516621000
2016-09-02,6504733300
2016-09-06,6773827600
2016-09-07,6788957400
2016-09-08,6795441600
2016-09-09,6465828100
2016-09-12,6458263200
2016-09-13,6179442600
2016-09-14,6190249600
2016-09-15,6243203900
2016-09-16,6225912700
2016-09-19,6194572400
2016-09-20,6101632200
2016-09-21,6378291400
2016-09-22,6443133400
2016-09-23,6223751300
2016-09-26,6217267100
2016-09-27,6297238900
2016-09-28,6784634600
2016-09-29,7052648200
2016-09-30,7137878783
2016-10-03,7155909086
2016-10-04,7110303026
2016-10-05,7284242420
2016-10-06,7333030298
2016-10-07,7273636359
2016-10-10,7394545450
2016-10-11,7345757571
2016-10-12,7324545450
2016-10-13,7365909086
2016-10-14,7283181814
2016-10-17,7083787874
2016-10-18,7124090905
2016-10-19,7237575753
2016-10-20,7103939389
2016-10-21,7050909086
2016-10-24,7044545450
2016-10-25,6948030299
2016-10-26,6881212117
2016-10-27,6804848480
2016-10-28,6728484844
2016-10-31,6693484844
2016-11-01,6753939390
2016-11-02,6616060602
2016-11-03,6627727268
2016-11-04,6620303026
2016-11-07,6624545450
2016-11-08,6626666662
2016-11-09,6741212117
2016-11-10,6754999996
2016-11-11,6593787875
2016-11-14,6764545450
2016-11-15,7067878783
2016-11-16,6993636359
2016-11-17,7125151511
2016-11-18,7238636359
2016-11-21,7330909086
2016-11-22,7368030298
2016-11-23,7448636359
2016-11-25,7381818177
2016-11-28,7257727268
2016-11-29,7166515147
2016-11-30,8023484843
2016-12-01,8256818177
2016-12-02,8426515146
2016-12-05,8623787873
2016-12-06,8476363631
2016-12-07,8576060601
2016-12-08,8631212116
2016-12-09,8670454540
2016-12-12,8822121207
2016-12-13,8851818176
2016-12-14,8619545449
2016-12-15,8532575752
2016-12-16,8346969692
2016-12-19,8320454540
2016-12-20,8361818177
2016-12-21,8431818177
2016-12-22,8341666661
2016-12-23,8308787874
2016-12-27,8480606055
2016-12-28,8314090904
2016-12-29,8290757571
2016-12-30,8209090904
2017-01-03,8550579400
2017-01-04,8526695100
2017-01-05,8554922000
2017-01-06,8801364550
2017-01-09,8609204500
2017-01-10,8559264600
2017-01-11,8645030950
2017-01-12,8577720650
2017-01-13,8501725150
2017-01-17,8663487000
2017-01-18,8521266849
2017-01-19,8437671800
2017-01-20,8466984349
2017-01-23,8337792000
2017-01-24,8675429150
2017-01-25,8805707150
2017-01-26,8154317150
2017-01-27,7890504200
2017-01-30,7648404250
2017-01-31,7725485400
2017-02-01,7718971499
2017-02-02,7607149549
2017-02-03,7665774650
2017-02-06,7493156300
2017-02-07,7417160799
2017-02-08,7542010550
2017-02-09,7436702500
2017-02-10,7515954950
2017-02-13,7510526700
2017-02-14,7670117250
2017-02-15,7461672450
2017-02-16,7435616849
2017-02-17,7410646900
2017-02-21,7494241950
2017-02-22,7318366650
2017-02-23,7466015050
2017-02-24,7331394450
2017-02-27,7445387700
2017-02-28,7422589050
2017-03-01,7589779150
2017-03-02,7433445550
2017-03-03,7517040599
2017-03-06,7571323099
2017-03-07,7422589050
2017-03-08,7217401200
2017-03-09,7269512399
2017-03-10,7306424500
2017-03-13,7433445550
2017-03-14,7371563500
2017-03-15,7542010550
2017-03-16,7407389950
2017-03-17,7380248700
2017-03-20,7370477850
2017-03-21,7268426750
2017-03-22,7200030799
2017-03-23,7155519150
2017-03-24,7059981950
2017-03-27,6964444750
2017-03-28,7032840700
2017-03-29,7177232150
2017-03-30,7222829450
2017-03-31,7136001372
2017-04-03,7148864827
2017-04-04,7178879554
2017-04-05,7194958872
2017-04-06,7290362826
2017-04-07,7216397963
2017-04-10,7372903326
2017-04-11,7405061962
2017-04-12,7365399644
2017-04-13,7219613826
2017-04-17,7211038190
2017-04-18,7130641600
2017-04-19,6955913010
2017-04-20,6949481282
2017-04-21,6977352100
2017-04-24,6983783828
2017-04-25,7009510737
2017-04-26,6990215555
2017-04-27,6597880193
2017-04-28,6500332330
2017-05-01,6302020740
2017-05-02,6294517058
2017-05-03,6336323285
2017-05-04,6222696104
2017-05-05,6392064922
2017-05-08,6407072285
2017-05-09,6236631513
2017-05-10,6354546513
2017-05-11,6258070604
2017-05-12,6155162968
2017-05-15,6276293831
2017-05-16,6243063240
2017-05-17,6079054196
2017-05-18,6115500650
2017-05-19,6436015058
2017-05-22,6418863785
2017-05-23,6162666650
2017-05-24,6004017378
2017-05-25,5766043470
2017-05-26,5753180016
2017-05-30,5662063880
2017-05-31,5644912607
2017-06-01,5760683697
2017-06-02,5693150561
2017-06-05,5755323925
2017-06-06,5713517698
2017-06-07,5368348336
2017-06-08,5402650881
2017-06-09,5710301834
2017-06-12,5883958470
2017-06-13,5986866105
2017-06-14,5770331288
2017-06-15,5751036107
2017-06-16,5895749970
2017-06-19,5796058197
2017-06-20,5731740925
2017-06-21,5565587971
2017-06-22,5587027062
2017-06-23,5653488243
2017-06-26,5698510334
2017-06-27,5660991925
2017-06-28,5736028743
2017-06-29,5828216833
2017-06-30,5734714951
2017-07-03,5882462484
2017-07-05,5734714951
2017-07-06,5642900413
2017-07-07,5580635381
2017-07-10,5623904302
2017-07-11,5689335352
2017-07-12,5646066432
2017-07-13,5749489704
2017-07-14,5841304243
2017-07-17,5838138224
2017-07-18,5842359582
2017-07-19,6133633290
2017-07-20,6042874091
2017-07-21,5712552821
2017-07-24,5737880970
2017-07-25,5926786744
2017-07-26,5811754736
2017-07-27,5598576153
2017-07-28,5468769392
2017-07-31,5342128650
2017-08-01,5192270438
2017-08-02,5177495685
2017-08-03,5228151982
2017-08-04,5207045191
2017-08-07,5005475343
2017-08-08,4896775372
2017-08-09,4905218088
2017-08-10,4897830712
2017-08-11,4873557903
2017-08-14,4864059847
2017-08-15,4810237532
2017-08-16,4619221079
2017-08-17,4553790028
2017-08-18,4611833702
2017-08-21,4564343424
2017-08-22,4627663795
2017-08-23,4698371543
2017-08-24,4663545338
2017-08-25,4725810370
2017-08-28,4589671572
2017-08-29,4551679349
2017-08-30,4501023052
2017-08-31,4468307527
2017-09-01,4540070615
2017-09-05,4619221079
2017-09-06,4891498675
2017-09-07,4858783150
2017-09-08,4799684136
2017-09-11,4966427781
2017-09-12,5070906393
2017-09-13,5201768494
2017-09-14,5253480130
2017-09-15,5296749050
2017-09-18,5294638371
2017-09-19,5177495685
2017-09-20,5334741273
2017-09-21,5322077199
2017-09-22,5383286891
2017-09-25,5586967418
2017-09-26,5585912079
2017-09-27,5614406246
2017-09-28,5531034424
2017-09-29,5499374238
2017-10-02,5571090580
2017-10-03,5436323660
2017-10-04,5558048620
2017-10-05,5669992110
2017-10-06,5600434990
2017-10-09,5643908190
2017-10-10,5734115080
2017-10-11,5681947240
2017-10-12,5546093490
2017-10-13,5673252600
2017-10-16,5709117990
2017-10-17,5678686750
2017-10-18,5564569600
2017-10-19,5536312020
2017-10-20,5651516000
2017-10-23,5655863320
2017-10-24,5700423350
2017-10-25,5576524730
2017-10-26,5643908190
2017-10-27,5717812630
2017-10-30,5849319060
2017-10-31,5902573730
2017-11-01,5933004970
2017-11-02,5964523040
2017-11-03,5967783530
2017-11-06,6336218900
2017-11-07,6353608180
2017-11-08,6423165300
2017-11-09,6469898990
2017-11-10,6319916450
2017-11-13,6127547540
2017-11-14,5910181540
2017-11-15,5839537590
2017-11-16,5909094710
2017-11-17,6051469440
2017-11-20,6037340650
2017-11-21,6068858720
2017-11-22,6152544630
2017-11-24,6088421660
2017-11-27,6038427480
2017-11-28,6137329010
2017-11-29,6199278320
2017-11-30,6366650140
2017-12-01,6473159480
2017-12-04,6350347690
2017-12-05,6286224720
2017-12-06,6137329010
2017-12-07,6217754430
2017-12-08,6304700830
2017-12-11,6351434520
2017-12-12,6391647230
2017-12-13,6294919360
2017-12-14,6171020740
2017-12-15,6279703740
2017-12-18,6302527170
2017-12-19,6477506800
2017-12-20,6648139110
2017-12-21,6915499290
2017-12-22,6990490559
2017-12-26,7130691630
2017-12-27,7061134510
2017-12-28,7044832059
2017-12-29,7025269120
2018-01-02,7114523799
2018-01-03,7147184200
2018-01-04,7228835200
2018-01-05,7261495600
2018-01-08,7465078759
2018-01-09,7425886279
2018-01-10,7432418360
2018-01-11,7625114720
2018-01-12,7649065680
2018-01-16,7591365640
2018-01-17,7689346839
2018-01-18,7624026040
2018-01-19,7743780839
2018-01-22,7742692160
2018-01-23,7791682759
2018-01-24,7770997839
2018-01-25,8022482920
2018-01-26,8066030120
2018-01-29,8092158440
2018-01-30,7915792279
2018-01-31,7841762040
2018-02-01,7941920600
2018-02-02,7632735480
2018-02-05,7434595720
2018-02-06,7478142920
2018-02-07,7345323960
2018-02-08,7062267160
2018-02-09,6926182160
2018-02-12,7037227520
2018-02-13,6938157640
2018-02-14,7198352160
2018-02-15,7155893640
2018-02-16,7126499279
2018-02-20,7023074680
2018-02-21,7017631279
2018-02-22,7118878520
2018-02-23,7278914480
2018-02-26,7340969240
2018-02-27,7242988040
2018-02-28,7027429400
2018-03-01,7096016240
2018-03-02,7271293720
2018-03-05,7251697480
2018-03-06,7246254080
2018-03-07,7089484160
2018-03-08,7078597360
2018-03-09,7282180520
2018-03-12,7164603080
2018-03-13,7036138839
2018-03-14,7033961480
2018-03-15,6819491520
2018-03-16,7028518080
2018-03-19,7041582240
2018-03-20,7110169080
2018-03-21,7498827839
2018-03-22,7223391799
2018-03-23,7235367279
2018-03-26,7372540960
2018-03-27,7237544640
2018-03-28,7030695440
2018-03-29,7246254080
2018-04-02,7034173950
2018-04-03,7233470100
2018-04-04,7219312450
2018-04-05,7343464150
2018-04-06,7127832250
2018-04-09,7176839500
2018-04-10,7580877050
2018-04-11,7787796550
2018-04-12,7896701550
2018-04-13,7955510250
2018-04-16,7861851950
2018-04-17,7882543899
2018-04-18,8015407999
2018-04-19,7950065000
2018-04-20,7877098650
2018-04-23,7885811050
2018-04-24,7795419900
2018-04-25,7855317649
2018-04-26,7805221350
2018-04-27,7663644850
2018-04-30,7574342750
2018-05-01,7503554500
2018-05-02,7506821650
2018-05-03,7529691700
2018-05-04,7612459500
2018-05-07,7478506350
2018-05-08,7457814400
2018-05-09,7418608600
2018-05-10,7516623100
2018-05-11,7498109249
2018-05-14,7588500400
2018-05-15,7782351299
2018-05-16,7921749699
2018-05-17,7983825550
2018-05-18,7840070949
2018-05-21,7907592050
2018-05-22,7701761600
2018-05-23,7731165949
2018-05-24,7604836150
2018-05-25,7248716800
2018-05-29,7222579599
2018-05-30,7324950300
2018-05-31,7229113899
2018-06-01,7075557850
2018-06-04,6882796000
2018-06-05,6932892300
2018-06-06,6996057199
2018-06-07,7254162050
2018-06-08,7120208899
2018-06-11,7145257050
2018-06-12,7145257050
2018-06-13,7125654150
2018-06-14,7075557850
2018-06-15,6883885050
2018-06-18,6955762350
2018-06-19,6974276200
2018-06-20,7035262999
2018-06-21,6876261700
2018-06-22,6937248500
2018-06-25,6735774250
2018-06-26,6862104050
2018-06-27,7031995849
2018-06-28,7084270250
2018-06-29,6943782800
2018-07-02,6832129080
2018-07-03,6965045640
2018-07-05,6943256040
2018-07-06,7131736079
2018-07-09,7276636920
2018-07-10,7323484560
2018-07-11,7153525680
2018-07-12,6986835239
2018-07-13,7027146000
2018-07-16,6814697400
2018-07-17,6768939240
