,HFC
2014-05-13,10011963670
2014-05-14,10023852010
2014-05-15,9817787450
2014-05-16,9835619960
2014-05-19,9801936330
2014-05-20,9768252700
2014-05-21,9633518180
2014-05-22,9720699340
2014-05-23,9669183200
2014-05-27,9591908990
2014-05-28,9690978490
2014-05-29,9799954940
2014-05-30,9758345750
2014-06-02,9782122430
2014-06-03,9605778720
2014-06-04,9492839490
2014-06-05,9524541730
2014-06-06,9453211690
2014-06-09,9411602500
2014-06-10,9223370450
2014-06-11,9312533000
2014-06-12,9435379180
2014-06-13,9356123580
2014-06-16,9506709220
2014-06-17,9599834550
2014-06-18,9698904050
2014-06-19,9843545520
2014-06-20,9833638570
2014-06-23,9908931390
2014-06-24,9702866830
2014-06-25,9052970910
2014-06-26,9011361720
2014-06-27,8793408820
2014-06-30,8656692910
2014-07-01,8653840070
2014-07-02,8809676260
2014-07-03,8718936200
2014-07-07,8634113970
2014-07-08,8511812150
2014-07-09,8567045230
2014-07-10,8501949100
2014-07-11,8663703120
2014-07-14,8614387870
2014-07-15,8864909340
2014-07-16,8714990980
2014-07-17,8592689160
2014-07-18,8709073150
2014-07-21,8640031800
2014-07-22,8738662300
2014-07-23,8864909340
2014-07-24,9040471630
2014-07-25,9077951220
2014-07-28,9014827700
2014-07-29,9091759490
2014-07-30,9064142950
2014-07-31,9273239610
2014-08-01,9085841660
2014-08-04,9117403420
2014-08-05,9036526410
2014-08-06,9210116090
2014-08-07,9344253570
2014-08-08,9492199320
2014-08-11,9436966240
2014-08-12,9444856680
2014-08-13,9502062370
2014-08-14,9602665480
2014-08-15,9610555920
2014-08-18,9697350760
2014-08-19,9788090820
2014-08-20,9955762670
2014-08-21,9882776100
2014-08-22,10111598860
2014-08-25,9997187480
2014-08-26,9951817450
2014-08-27,9971543550
2014-08-28,9918283080
2014-08-29,9868967830
2014-09-02,9805844310
2014-09-03,9754556450
2014-09-04,9721022080
2014-09-05,9857132170
2014-09-08,9829515630
2014-09-09,9573076330
2014-09-10,9358061840
2014-09-11,9218006530
2014-09-12,9044416850
2014-09-15,9172636500
2014-09-16,9178554330
2014-09-17,9079923830
2014-09-18,9089786880
2014-09-19,9123321250
2014-09-22,9018772920
2014-09-23,8908306760
2014-09-24,8803758430
2014-09-25,8772196670
2014-09-26,8782059720
2014-09-29,8711045760
2014-09-30,8616360480
2014-10-01,8439345100
2014-10-02,8382705200
2014-10-03,8152239400
2014-10-06,8171770400
2014-10-07,8206926200
2014-10-08,8466688500
2014-10-09,8187395200
2014-10-10,8162004900
2014-10-13,8206926200
2014-10-14,8212785499
2014-10-15,8017475499
2014-10-16,8160051800
2014-10-17,8347549400
2014-10-20,8423720300
2014-10-21,8759653500
2014-10-22,8564343500
2014-10-23,8687388800
2014-10-24,8726450800
2014-10-27,8724497700
2014-10-28,8960822800
2014-10-29,8738169400
2014-10-30,8747934900
2014-10-31,8863167800
2014-11-03,8816293400
2014-11-04,8829965100
2014-11-05,8515516000
2014-11-06,8554577999
2014-11-07,8716685300
2014-11-10,8626842700
2014-11-11,8548718700
2014-11-12,8564343500
2014-11-13,8357314900
2014-11-14,8365127300
2014-11-17,8421767199
2014-11-18,8447157500
2014-11-19,8499891200
2014-11-20,8548718700
2014-11-21,8693248100
2014-11-24,8675670200
2014-11-25,8466688500
2014-11-26,8466688500
2014-11-28,7972554200
2014-12-01,7941304599
2014-12-02,8173723500
2014-12-03,8212785499
2014-12-04,8056537500
2014-12-05,7792869000
2014-12-08,7497950900
2014-12-09,7458888900
2014-12-10,7322171900
2014-12-11,7380764900
2014-12-12,7290922300
2014-12-15,7052644100
2014-12-16,7134674300
2014-12-17,7206939000
2014-12-18,7167877000
2014-12-19,7292875400
2014-12-22,7195220400
2014-12-23,7349515300
2014-12-24,7402249000
2014-12-26,7492091600
2014-12-29,7402249000
2014-12-30,7435451700
2014-12-31,7320218799
2015-01-02,7498452360
2015-01-05,7174637820
2015-01-06,7090758150
2015-01-07,6940555020
2015-01-08,7157081610
2015-01-09,6965913990
2015-01-12,6673310490
2015-01-13,6345594570
2015-01-14,6129067980
2015-01-15,5889133110
2015-01-16,6015927960
2015-01-20,6246109380
2015-01-21,6242208000
2015-01-22,6425572860
2015-01-23,6616740480
2015-01-26,6692817390
2015-01-27,6716225670
2015-01-28,6753288779
2015-01-29,6833267070
2015-01-30,7006878480
2015-02-02,7231207830
2015-02-03,7361904060
2015-02-04,7414572690
2015-02-05,7506255119
2015-02-06,7516008570
2015-02-09,7531614090
2015-02-10,7707176190
2015-02-11,7625247210
2015-02-12,7896393119
2015-02-13,8151933510
2015-02-17,8128525230
2015-02-18,8165588340
2015-02-19,8030990730
2015-02-20,8019286590
2015-02-23,8169489720
2015-02-24,7962716580
2015-02-25,8241665250
2015-02-26,8663014290
2015-02-27,8581085310
2015-03-02,8025138660
2015-03-03,8163637650
2015-03-04,7888590360
2015-03-05,8050497630
2015-03-06,7753992750
2015-03-09,7627197900
2015-03-10,7424326140
2015-03-11,7582332029
2015-03-12,7480896150
2015-03-13,7631099279
2015-03-16,7810562760
2015-03-17,7794957240
2015-03-18,8120722470
2015-03-19,7984174170
2015-03-20,7956864510
2015-03-23,8029040039
2015-03-24,8032941420
2015-03-25,8066103150
2015-03-26,7906146570
2015-03-27,7713028260
2015-03-30,7952963130
2015-03-31,7855428630
2015-04-01,7725001349
2015-04-02,7242786750
2015-04-06,7256181600
2015-04-07,7181553150
2015-04-08,7085875650
2015-04-09,7055258849
2015-04-10,7164331200
2015-04-13,6900261300
2015-04-14,7091616300
2015-04-15,7206429299
2015-04-16,7256181600
2015-04-17,7256181600
2015-04-20,7277230650
2015-04-21,7307847450
2015-04-22,7403524950
2015-04-23,7367167500
2015-04-24,7608274800
2015-04-27,7636978049
2015-04-28,7625496750
2015-04-29,7598707050
2015-04-30,7420746900
2015-05-01,7598707050
2015-05-04,7453277250
2015-05-05,7481980500
2015-05-06,7560436050
2015-05-07,7969935750
2015-05-08,8084748750
2015-05-11,7912529250
2015-05-12,7805370450
2015-05-13,7968022200
2015-05-14,8256968250
2015-05-15,8237832749
2015-05-18,8299066349
2015-05-19,8216783700
2015-05-20,8184253350
2015-05-21,8205302400
2015-05-22,8205302400
2015-05-26,7981417050
2015-05-27,7954627350
2015-05-28,8048391300
2015-05-29,7969935750
2015-06-01,7920183450
2015-06-02,7835987250
2015-06-03,7730742000
2015-06-04,7703952300
2015-06-05,7893393750
2015-06-08,7826419500
2015-06-09,7791975600
2015-06-10,7881912450
2015-06-11,7941232500
2015-06-12,7814938200
2015-06-15,7793889149
2015-06-16,7860863400
2015-06-17,7904875050
2015-06-18,8040737100
2015-06-19,8017774500
2015-06-22,7935491850
2015-06-23,8069440350
2015-06-24,8008206750
2015-06-25,7945059600
2015-06-26,8006293200
2015-06-29,7920183450
2015-06-30,8168944950
2015-07-01,8231535760
2015-07-02,8390662560
2015-07-06,8456185360
2015-07-07,8491754880
2015-07-08,8347604720
2015-07-09,8291442320
2015-07-10,8473034080
2015-07-13,8553533520
2015-07-14,8634032960
2015-07-15,8448697040
2015-07-16,8678962880
2015-07-17,8692067440
2015-07-20,8611568000
2015-07-21,8652753760
2015-07-22,8839961760
2015-07-23,8748229840
2015-07-24,8707044080
2015-07-27,8555405600
2015-07-28,8613440080
2015-07-29,8617184240
2015-07-30,9014065200
2015-07-31,9034658080
2015-08-03,8832473440
2015-08-04,8774438960
2015-08-05,9263051840
2015-08-06,9497061840
2015-08-07,9412818240
2015-08-10,9819059600
2015-08-11,10071790400
2015-08-12,10068046240
2015-08-13,9970698080
2015-08-14,9890198640
2015-08-17,9995035120
2015-08-18,9970698080
2015-08-19,9824675840
2015-08-20,9652444480
2015-08-21,8963519040
2015-08-24,8641521280
2015-08-25,8441208720
2015-08-26,8650881680
2015-08-27,8677090800
2015-08-28,8768822720
2015-08-31,8772566880
2015-09-01,8476778240
2015-09-02,8751974000
2015-09-03,8793159760
2015-09-04,8690195360
2015-09-08,8967263200
2015-09-09,8806264320
2015-09-10,9014065200
2015-09-11,9004704800
2015-09-14,8568510160
2015-09-15,8727636960
2015-09-16,8488010720
2015-09-17,8722020720
2015-09-18,8746357760
2015-09-21,8718276560
2015-09-22,8755718160
2015-09-23,8832473440
2015-09-24,9042146400
2015-09-25,9315470080
2015-09-28,8839961760
2015-09-29,8755718160
2015-09-30,9143238720
2015-10-01,8711496247
2015-10-02,8871195312
2015-10-05,9001060486
2015-10-06,8811527530
2015-10-07,8869440378
2015-10-08,8992285812
2015-10-09,8830831812
2015-10-12,8820302204
2015-10-13,8641298856
2015-10-14,8611464965
2015-10-15,8813282465
2015-10-16,8860665704
2015-10-19,8362264226
2015-10-20,8142897379
2015-10-21,8070945053
2015-10-22,8142897379
2015-10-23,8235908922
2015-10-26,8237663857
2015-10-27,8234153987
2015-10-28,8499149139
2015-10-29,8650073530
2015-10-30,8593915617
2015-11-02,8822057139
2015-11-03,8948412443
2015-11-04,8918578551
2015-11-05,8834341682
2015-11-06,8869440378
2015-11-09,8629014313
2015-11-10,8858910769
2015-11-11,8679907421
2015-11-12,8400872791
2015-11-13,8414912270
2015-11-16,8527228096
2015-11-17,8595670552
2015-11-18,8771164030
2015-11-19,8820302204
2015-11-20,8820302204
2015-11-23,8885234791
2015-11-24,8855400899
2015-11-25,8727290660
2015-11-27,8727290660
2015-11-30,8437726422
2015-12-01,8818547269
2015-12-02,8511433683
2015-12-03,8371038900
2015-12-04,8406137596
2015-12-07,8086739466
2015-12-08,8023561814
2015-12-09,7983198314
2015-12-10,7986708183
2015-12-11,7640986032
2015-12-14,7340892184
2015-12-15,7207517141
2015-12-16,7400559967
2015-12-17,7416354380
2015-12-18,7375990880
2015-12-21,7437413597
2015-12-22,7230331293
2015-12-23,7363706336
2015-12-24,7316323097
2015-12-28,7126790141
2015-12-29,7118015467
2015-12-30,6986395359
2015-12-31,7000434837
2016-01-04,7111896880
2016-01-05,7265658070
2016-01-06,6860930340
2016-01-07,6848558750
2016-01-08,6634706980
2016-01-11,6728377590
2016-01-12,6797305020
2016-01-13,6229979250
2016-01-14,6413785730
2016-01-15,6005523259
2016-01-19,5984314820
2016-01-20,5897713690
2016-01-21,5839390480
2016-01-22,6389042550
2016-01-25,5980780080
2016-01-26,6100961240
2016-01-27,5812879930
2016-01-28,5927758980
2016-01-29,6180492890
2016-02-01,6316580380
2016-02-02,5895946320
2016-02-03,5625538710
2016-02-04,5719209320
2016-02-05,5480614370
2016-02-08,5447034340
2016-02-09,5485916480
2016-02-10,5374572170
2016-02-11,5291505780
2016-02-12,5427593270
2016-02-16,5455871190
2016-02-17,5491218590
2016-02-18,5307412110
2016-02-19,5436430120
2016-02-22,5590191310
2016-02-23,5371037430
2016-02-24,5977245340
2016-02-25,5984314820
2016-02-26,5812879930
2016-02-29,5977245340
2016-03-01,6108030720
2016-03-02,5858831550
2016-03-03,6288302460
2016-03-04,6166353930
2016-03-07,6332486710
2016-03-08,6203468700
2016-03-09,6470341570
2016-03-10,6254722430
2016-03-11,6406716250
2016-03-14,6252955060
2016-03-15,6226444509
2016-03-16,6295371940
2016-03-17,6311278270
2016-03-18,6381973070
2016-03-21,6348393040
2016-03-22,6779631320
2016-03-23,6198166590
2016-03-24,6244118210
2016-03-28,6311278270
2016-03-29,6277698240
2016-03-30,6077985430
2016-03-31,6242350840
2016-04-01,6011919640
2016-04-04,6073445134
2016-04-05,5969730731
2016-04-06,5989067314
2016-04-07,6025982610
2016-04-08,6207043348
2016-04-11,6085750232
2016-04-12,6208801219
2016-04-13,6316031365
2016-04-14,6229895674
2016-04-15,5992583057
2016-04-18,6110360430
2016-04-19,6122665528
2016-04-20,6203527605
2016-04-21,6337125820
2016-04-22,6367009631
2016-04-25,6446113837
2016-04-26,6525218042
2016-04-27,6570922695
2016-04-28,6395135571
2016-04-29,6258021614
2016-05-02,6238685030
2016-05-03,6050592808
2016-05-04,5477526783
2016-05-05,5280645204
2016-05-06,5252519265
2016-05-09,4930828828
2016-05-10,5101342338
2016-05-11,5141773377
2016-05-12,4922039472
2016-05-13,4943133926
2016-05-16,4876334819
2016-05-17,4909734373
2016-05-18,5011690905
2016-05-19,4837661652
2016-05-20,4893913532
2016-05-23,4809535712
2016-05-24,4897429274
2016-05-25,4795472742
2016-05-26,4677695369
2016-05-27,4739220863
2016-05-31,4704063438
2016-06-01,4948407540
2016-06-02,4913250115
2016-06-03,4767346802
2016-06-06,4765588931
2016-06-07,4839419523
2016-06-08,4707579180
2016-06-09,4718126408
2016-06-10,4751525961
2016-06-13,4391162357
2016-06-14,4336668349
2016-06-15,4410498941
2016-06-16,4352489190
2016-06-17,4236469688
2016-06-20,4257564143
2016-06-21,4289205825
2016-06-22,4264595628
2016-06-23,4359520675
2016-06-24,4247016915
2016-06-27,4029040882
2016-06-28,4201312263
2016-06-29,4211859491
2016-06-30,4178459937
2016-07-01,4261354330
2016-07-05,4071413649
2016-07-06,4036239450
2016-07-07,3923682010
2016-07-08,3995789120
2016-07-11,4067896230
2016-07-12,4101311720
2016-07-13,4293011110
2016-07-14,4393257580
2016-07-15,4224421420
2016-07-18,4277182720
2016-07-19,4284217560
2016-07-20,4219145289
2016-07-21,4219145289
2016-07-22,4242008520
2016-07-25,4249043360
2016-07-26,4444260170
2016-07-27,4317633050
2016-07-28,4329944020
2016-07-29,4470640820
2016-08-01,4344013700
2016-08-02,4498780180
2016-08-03,4688720860
2016-08-04,4504056310
2016-08-05,4651787950
2016-08-08,4822382820
2016-08-09,4639476980
2016-08-10,4644753110
2016-08-11,4746758290
2016-08-12,4771380230
2016-08-15,4811830560
2016-08-16,4767862810
2016-08-17,4832935080
2016-08-18,4799519590
2016-08-19,4766104100
2016-08-22,4569128580
2016-08-23,4683444730
2016-08-24,4627166010
2016-08-25,4516367280
2016-08-26,4518125990
2016-08-29,4532195670
2016-08-30,4549782770
2016-08-31,4551541480
2016-09-01,4335220150
2016-09-02,4340496280
2016-09-06,4366876930
2016-09-07,4419638230
2016-09-08,4540989220
2016-09-09,4504056310
2016-09-12,4602544070
2016-09-13,4509332440
2016-09-14,4242008520
2016-09-15,4446018880
2016-09-16,4446018880
2016-09-19,4540989220
2016-09-20,4359842090
2016-09-21,4319391760
2016-09-22,4335220150
2016-09-23,4359842090
2016-09-26,4194523350
2016-09-27,4187488510
2016-09-28,4229697550
2016-09-29,4152314310
2016-09-30,4308839500
2016-10-03,4329711130
2016-10-04,4459901550
2016-10-05,4634075220
2016-10-06,4583054650
2016-10-07,4361379070
2016-10-10,4445826910
2016-10-11,4349063760
2016-10-12,4229429320
2016-10-13,4160815449
2016-10-14,4146740810
2016-10-17,4157296790
2016-10-18,4187205400
2016-10-19,4062292970
2016-10-20,4108035550
2016-10-21,4299802520
2016-10-24,4315636490
2016-10-25,4366657060
2016-10-26,4431752270
2016-10-27,4261097260
2016-10-28,4194242720
2016-10-31,4389528350
2016-11-01,4477494850
2016-11-02,4331470460
2016-11-03,4203039370
2016-11-04,4164334110
2016-11-07,4113313540
2016-11-08,3993679100
2016-11-09,4612963260
2016-11-10,4584813980
2016-11-11,4572498670
2016-11-14,4736116360
2016-11-15,4766024970
2016-11-16,4885659410
2016-11-17,4910290030
2016-11-18,4811767550
2016-11-21,5102057000
2016-11-22,5158355560
2016-11-23,5005293850
2016-11-25,4941957970
2016-11-28,4880381420
2016-11-29,4845194820
2016-11-30,5061592410
2016-12-01,5119650300
2016-12-02,5142521590
2016-12-05,5469756970
2016-12-06,5476794290
2016-12-07,5809307660
2016-12-08,5999315300
2016-12-09,5818104310
2016-12-12,5696710540
2016-12-13,5745971779
2016-12-14,5561242130
2016-12-15,5587632080
2016-12-16,5591150740
2016-12-19,5487350270
2016-12-20,5534852180
2016-12-21,5606984710
2016-12-22,5740693790
2016-12-23,5828660290
2016-12-27,5897274160
2016-12-28,5848012920
2016-12-29,5833938279
2016-12-30,5763565080
2017-01-03,5915369700
2017-01-04,6044002999
2017-01-05,5947087500
2017-01-06,5640482100
2017-01-09,5453699500
2017-01-10,5411409100
2017-01-11,5471320500
2017-01-12,5383215500
2017-01-13,5291586300
2017-01-17,5295110500
2017-01-18,5323304100
2017-01-19,5259868500
2017-01-20,5282775800
2017-01-23,5162953000
2017-01-24,5390263900
2017-01-25,5437840600
2017-01-26,5233437000
2017-01-27,5125948900
2017-01-30,5178811900
2017-01-31,5104803700
2017-02-01,4955025200
2017-02-02,4963835700
2017-02-03,5050178600
2017-02-06,5037843900
2017-02-07,5009650300
2017-02-08,5207005500
2017-02-09,5318017800
2017-02-10,5312731500
2017-02-13,5226388600
2017-02-14,5272203200
2017-02-15,5312731500
2017-02-16,5286300000
2017-02-17,5272203200
2017-02-21,5284537900
2017-02-22,5092469000
2017-02-23,5180574000
2017-02-24,5099517400
2017-02-27,5023747100
2017-02-28,5159428800
2017-03-01,5177049800
2017-03-02,4956787300
2017-03-03,4949738900
2017-03-06,4970884100
2017-03-07,4829916100
2017-03-08,4805246700
2017-03-09,4759432100
2017-03-10,4836964500
2017-03-13,4912734800
2017-03-14,4861633900
2017-03-15,4988505100
2017-03-16,5021985000
2017-03-17,4983218800
2017-03-20,5029033400
2017-03-21,4849299200
2017-03-22,4851061300
2017-03-23,4764718400
2017-03-24,4695996500
2017-03-27,4688948100
2017-03-28,4722428000
2017-03-29,5016698700
2017-03-30,4951501000
2017-03-31,4993791400
2017-04-03,4881033370
2017-04-04,4891602190
2017-04-05,4736592830
2017-04-06,4646757860
2017-04-07,4685510200
2017-04-10,4805290160
2017-04-11,4905693950
2017-04-12,4900409540
2017-04-13,4817620450
2017-04-17,4805290160
2017-04-18,4745400180
2017-04-19,4655565210
2017-04-20,4729546950
2017-04-21,4910978360
2017-04-24,5076556540
2017-04-25,5065987720
2017-04-26,4977914220
2017-04-27,4974391280
2017-04-28,4956776580
2017-05-01,4951492170
2017-05-02,4992005980
2017-05-03,4787675460
2017-05-04,4586867880
2017-05-05,4745400180
2017-05-08,4859895730
2017-05-09,4895125130
2017-05-10,4972629810
2017-05-11,4886317780
2017-05-12,4868703080
2017-05-15,4831712210
2017-05-16,4768299290
2017-05-17,4662611090
2017-05-18,4634427570
2017-05-19,4648519330
2017-05-22,4694317550
2017-05-23,4637950510
2017-05-24,4606244050
2017-05-25,4493509970
2017-05-26,4363161190
2017-05-30,4306794150
2017-05-31,4209913299
2017-06-01,4342023550
2017-06-02,4234573880
2017-06-05,4271564750
2017-06-06,4241619759
2017-06-07,4238096820
2017-06-08,4326170320
2017-06-09,4519932020
2017-06-12,4551638480
2017-06-13,4662611090
2017-06-14,4444188810
2017-06-15,4481179680
2017-06-16,4625620220
2017-06-19,4710170780
2017-06-20,4553399950
2017-06-21,4556922890
2017-06-22,4690794610
2017-06-23,4782391050
2017-06-26,4812336040
2017-06-27,4870464550
2017-06-28,4916262770
2017-06-29,4932116000
2017-06-30,4838758090
2017-07-03,4937456470
2017-07-05,4734885120
2017-07-06,4613342310
2017-07-07,4771876410
2017-07-10,4812390680
2017-07-11,4793014290
2017-07-12,4775399390
2017-07-13,4736646610
2017-07-14,4748977040
2017-07-17,4794775780
2017-07-18,4793014290
2017-07-19,4886373260
2017-07-20,4861712400
2017-07-21,4812390680
2017-07-24,4856427930
2017-07-25,5037861400
2017-07-26,5023769480
2017-07-27,5067806730
2017-07-28,4976209250
2017-07-31,5080137160
2017-08-01,5166450170
2017-08-02,5370783010
2017-08-03,5383113440
2017-08-04,5377828970
2017-08-07,5370783010
2017-08-08,5219294870
2017-08-09,5127697390
2017-08-10,5007916070
2017-08-11,5030815440
2017-08-14,5066045240
2017-08-15,5101275040
2017-08-16,4900465180
2017-08-17,4830005580
2017-08-18,4872281340
2017-08-21,4849381970
2017-08-22,4893419220
2017-08-23,4949786900
2017-08-24,5090706100
2017-08-25,5206964440
2017-08-28,5543409030
2017-08-29,5673759290
2017-08-30,5636768000
2017-08-31,5515225190
2017-09-01,5724842500
2017-09-05,5395443870
2017-09-06,5506417740
2017-09-07,5617391610
2017-09-08,5707227600
2017-09-11,5761833790
2017-09-12,5809394019
2017-09-13,5765356769
2017-09-14,5663190350
2017-09-15,5705466110
2017-09-18,5793540610
2017-09-19,5930936830
2017-09-20,5973212589
2017-09-21,5967928120
2017-09-22,6031341760
2017-09-25,6191637350
2017-09-26,6096516890
2017-09-27,6108847320
2017-09-28,6339602510
2017-09-29,6336079530
2017-10-02,6363166500
2017-10-03,6428384550
2017-10-04,6484789350
2017-10-05,6319100250
2017-10-06,6243306300
2017-10-09,6377267700
2017-10-10,6379030350
2017-10-11,6437197800
2017-10-12,6401944800
2017-10-13,6412520700
2017-10-16,6361403850
2017-10-17,6401944800
2017-10-18,6361403850
2017-10-19,6368454450
2017-10-20,6470688150
2017-10-23,6393131550
2017-10-24,6416046000
2017-10-25,6398419499
2017-10-26,6363166500
2017-10-27,6393131550
2017-10-30,6505941149
2017-10-31,6512991750
2017-11-01,6988907250
2017-11-02,7094666250
2017-11-03,7075277100
2017-11-06,7415468550
2017-11-07,7461297450
2017-11-08,7459534800
2017-11-09,7438383000
2017-11-10,7411943249
2017-11-13,7376690250
2017-11-14,7551192600
2017-11-15,7560005850
2017-11-16,7720406999
2017-11-17,7827928649
2017-11-20,7808539499
2017-11-21,7894909350
2017-11-22,7824403350
2017-11-24,7764473249
2017-11-27,7889621400
2017-11-28,7977753900
2017-11-29,7813827450
2017-11-30,7840267199
2017-12-01,7799726250
2017-12-04,7810302150
2017-12-05,8090563500
2017-12-06,7949551500
2017-12-07,7988329800
2017-12-08,8053547850
2017-12-11,8215711650
2017-12-12,8328521250
2017-12-13,8471295900
2017-12-14,8425466999
2017-12-15,8436042900
2017-12-18,8538276600
2017-12-19,8388451350
2017-12-20,8718066900
2017-12-21,8839689750
2017-12-22,8922534300
2017-12-26,9042394500
2017-12-27,9100561950
2017-12-28,9077647500
2017-12-29,9028293300
2018-01-02,9060452100
2018-01-03,9074581460
2018-01-04,9002168490
2018-01-05,9051621250
2018-01-08,9134631240
2018-01-09,9053387420
2018-01-10,9056919760
2018-01-11,9095775500
2018-01-12,9274158670
2018-01-16,9228238250
2018-01-17,9254730800
2018-01-18,8991571470
2018-01-19,8996869980
2018-01-22,9138163580
2018-01-23,9134631240
2018-01-24,8700153420
2018-01-25,8565924500
2018-01-26,8620675770
2018-01-29,8269207940
2018-01-30,8221521349
2018-01-31,8470551320
2018-02-01,8410501540
2018-02-02,8195028800
2018-02-05,7945998830
2018-02-06,8207391990
2018-02-07,8087292430
2018-02-08,7834730120
2018-02-09,7859456500
2018-02-12,7900078409
2018-02-13,7993685420
2018-02-14,8262143260
2018-02-15,8267441770
2018-02-16,8195028800
2018-02-20,8120849659
2018-02-21,7843560969
2018-02-22,7787043530
2018-02-23,7947765000
2018-02-26,7958362020
2018-02-27,7841794800
2018-02-28,7564506110
2018-03-01,7674008650
2018-03-02,7785277360
2018-03-05,7845327140
2018-03-06,7988386909
2018-03-07,7938934150
2018-03-08,7998983930
2018-03-09,8216222840
2018-03-12,8122615830
2018-03-13,8149108380
2018-03-14,8172068590
2018-03-15,8051969030
2018-03-16,8214456670
2018-03-19,8170302420
2018-03-20,8479382170
2018-03-21,8659531510
2018-03-22,8509407060
2018-03-23,8444058770
2018-03-26,8717815120
2018-03-27,8650700660
2018-03-28,8399904520
2018-03-29,8629506620
2018-04-02,8495921699
2018-04-03,8740421310
2018-04-04,8953259100
2018-04-05,9232938510
2018-04-06,9192481740
2018-04-09,9306816090
2018-04-10,9491510040
2018-04-11,9598808430
2018-04-12,9531966810
2018-04-13,9799333290
2018-04-16,10056145830
2018-04-17,10159926240
2018-04-18,10207418970
2018-04-19,10244357760
2018-04-20,10247875740
2018-04-23,10392112920
2018-04-24,10622540610
2018-04-25,10488857370
2018-04-26,10925086890
2018-04-27,10631335560
2018-04-30,10675310310
2018-05-01,10634853540
2018-05-02,11341967520
2018-05-03,11544251370
2018-05-04,11618128950
2018-05-07,11538974399
2018-05-08,11802822899
2018-05-09,11955855030
2018-05-10,11864387550
2018-05-11,11894290380
2018-05-14,12144066960
2018-05-15,12119441100
2018-05-16,12129995039
2018-05-17,12740364570
2018-05-18,12833591039
2018-05-21,13217050860
2018-05-22,12830073060
2018-05-23,12958479330
2018-05-24,13289169450
2018-05-25,12786098310
2018-05-29,13166040149
2018-05-30,13648003410
2018-05-31,13575884820
2018-06-01,14362153350
2018-06-04,14247819000
2018-06-05,13901297970
2018-06-06,13341939149
2018-06-07,13500248250
2018-06-08,13577643810
2018-06-11,13417575720
2018-06-12,12819519120
2018-06-13,12849421950
2018-06-14,12833591039
2018-06-15,12717497700
2018-06-18,13051705800
2018-06-19,13139655300
2018-06-20,13120306410
2018-06-21,12664728000
2018-06-22,12522249810
2018-06-25,11836243710
2018-06-26,11883736440
2018-06-27,11695524510
2018-06-28,11781715020
2018-06-29,12036768570
2018-07-02,11969630920
2018-07-03,12088696880
2018-07-05,11780526160
2018-07-06,12011654199
2018-07-09,12256790000
2018-07-10,12072938150
2018-07-11,11777024220
2018-07-12,11892588240
2018-07-13,12025661960
2018-07-16,12064183300
2018-07-17,12356595289
2018-07-18,12536945199
2018-07-19,12573715570
2018-07-20,12435388940
2018-07-23,12424883119
2018-07-24,12414377300
2018-07-25,12615738850
2018-07-26,13028967770
2018-07-27,12969434789
2018-07-30,13116516270
2018-07-31,13058734260
2018-08-01,12923909570
2018-08-02,12065934270
2018-08-03,11845312050
2018-08-06,11941615400
2018-08-07,12100953670
2018-08-08,12155233740
2018-08-09,11969630920
2018-08-10,12085194940
2018-08-13,12002899350
2018-08-14,12086945910
2018-08-15,11796284890
2018-08-16,11862821750
2018-08-17,12018658080
2018-08-20,12375855960
2018-08-21,12477412220
2018-08-22,12503676770
2018-08-23,12759318390
2018-08-24,12883637260
2018-08-27,12937917330
2018-08-28,12953676060
2018-08-29,13067489110
2018-08-30,13074492990
2018-08-31,13048228440
2018-09-04,13340640430
2018-09-05,12929162480
2018-09-06,12608734970
2018-09-07,12398618570
2018-09-10,12465155430
2018-09-11,12563209750
2018-09-12,12370603050
2018-09-13,12612236910
2018-09-14,12325077830
2018-09-17,12067685240
2018-09-18,12172743440
2018-09-19,11468853500
2018-09-20,11545896180
2018-09-21,11710487360
2018-09-24,12185000230
2018-09-25,12389863720
2018-09-26,12452898640
2018-09-27,12216517690
2018-09-28,12239280300
2018-10-01,11998056600
2018-10-02,11825571600
2018-10-03,12306804749
2018-10-04,12110171849
2018-10-05,11937686849
2018-10-08,11661710850
2018-10-09,11839370400
2018-10-10,11363311800
2018-10-11,11390909400
2018-10-12,11465077950
2018-10-15,11152880100
2018-10-16,11603065950
2018-10-17,11518548300
2018-10-18,11720355750
2018-10-19,10895877450
2018-10-22,11177028000
2018-10-23,11109758850
2018-10-24,10523309850
2018-10-25,10892427750
2018-10-26,10692345150
2018-10-29,10719942750
2018-10-30,10911401100
2018-10-31,11632388400
2018-11-01,11601341100
2018-11-02,11468527650
2018-11-05,11244297150
2018-11-06,11297767500
2018-11-07,11751403050
2018-11-08,11339163900
2018-11-09,11159779500
2018-11-12,10942448400
2018-11-13,10488812850
2018-11-14,10668197250
2018-11-15,10882078650
2018-11-16,11009717550
2018-11-19,10750990050
2018-11-20,10219736250
2018-11-21,10324952100
2018-11-23,9860967450
2018-11-26,10424993400
2018-11-27,10378422450
2018-11-28,10652673600
2018-11-29,10638874800
2018-11-30,10775137950
2018-12-03,10150742250
2018-12-04,10028277900
2018-12-06,9969633000
2018-12-07,9805772250
2018-12-10,9478050750
2018-12-11,9505648350
2018-12-12,9841994100
2018-12-13,9626387850
2018-12-14,9327988800
2018-12-17,9086509800
2018-12-18,9036489150
2018-12-19,8886427200
2018-12-20,8743264650
2018-12-21,8513859600
2018-12-24,8067123450
2018-12-26,8765687700
2018-12-27,8901950850
