,ALLE
2023-02-23,10012640000
2023-02-24,9944880000
2023-02-27,9944000000
2023-02-28,9918480000
2023-03-01,9892080000
2023-03-02,9900880000
2023-03-03,10098880000
2023-03-06,10069840000
2023-03-07,9977440000
2023-03-08,10062800000
2023-03-09,9812000000
2023-03-10,9459120000
2023-03-13,9326240000
2023-03-14,9470560000
2023-03-15,9137920000
2023-03-16,9343840000
2023-03-17,9092160000
2023-03-20,9311280000
2023-03-21,9408960000
2023-03-22,9139680000
2023-03-23,8999760000
2023-03-24,8852800000
2023-03-27,9011200000
2023-03-28,9171360000
2023-03-29,9275200000
2023-03-30,9243520000
2023-03-31,9381567000
2023-04-03,9322674000
2023-04-04,8787363000
2023-04-05,8718801000
2023-04-06,8758356000
2023-04-10,8823402000
2023-04-11,8906907000
2023-04-12,8926245000
2023-04-13,8978106000
2023-04-14,9030846000
2023-04-17,9179397000
2023-04-18,9168849000
2023-04-19,9157422000
2023-04-20,9158301000
2023-04-21,9052821000
2023-04-24,9066006000
2023-04-25,8961405000
2023-04-26,9448371000
2023-04-27,9795576000
2023-04-28,9711192000
2023-05-01,9728772000
2023-05-02,9634719000
2023-05-03,9577584000
2023-05-04,9407937000
2023-05-05,9501111000
2023-05-08,9459798000
2023-05-09,9480015000
2023-05-10,9520449000
2023-05-11,9569673000
2023-05-12,9556488000
2023-05-15,9614502000
2023-05-16,9361350000
2023-05-17,9585495000
2023-05-18,9712071000
2023-05-19,9607470000
2023-05-22,9647904000
2023-05-23,9480894000
2023-05-24,9342012000
2023-05-25,9251475000
2023-05-26,9414090000
2023-05-30,9412332000
2023-05-31,9206646000
2023-06-01,9208404000
2023-06-02,9604833000
2023-06-05,9534513000
2023-06-06,9683943000
2023-06-07,9939732000
2023-06-08,9941490000
2023-06-09,9901935000
2023-06-12,10072461000
2023-06-13,10351983000
2023-06-14,10264083000
2023-06-15,10454826000
2023-06-16,10409997000
2023-06-20,10391538000
2023-06-21,10497018000
2023-06-22,10230681000
2023-06-23,10152450000
2023-06-26,10299243000
2023-06-27,10459221000
2023-06-28,10386264000
2023-06-29,10511082000
2023-06-30,10549758000
2023-07-03,10438125000
2023-07-05,10246503000
2023-07-06,10145418000
2023-07-07,10265841000
2023-07-10,10421424000
2023-07-11,10671060000
2023-07-12,10754565000
2023-07-13,10792362000
2023-07-14,10788846000
2023-07-17,10916301000
2023-07-18,11040240000
2023-07-19,11057820000
2023-07-20,10954098000
2023-07-21,11004201000
2023-07-24,11106165000
2023-07-25,11169453000
2023-07-26,10310670000
2023-07-27,10153329000
2023-07-28,10107621000
2023-07-31,10271994000
2023-08-01,10207827000
2023-08-02,10062792000
2023-08-03,9808761000
2023-08-04,9836889000
2023-08-07,9952038000
2023-08-08,9828099000
2023-08-09,9748989000
2023-08-10,9781512000
2023-08-11,9792939000
2023-08-14,9872928000
2023-08-15,9603075000
2023-08-16,9472983000
2023-08-17,9305973000
2023-08-18,9460677000
2023-08-21,9443976000
2023-08-22,9474741000
2023-08-23,9706797000
2023-08-24,9526602000
2023-08-25,9654936000
2023-08-28,9740199000
2023-08-29,9911604000
2023-08-30,9982803000
2023-08-31,10003899000
2023-09-01,10086525000
2023-09-05,9769206000
2023-09-06,9534513000
2023-09-07,9495837000
2023-09-08,9501990000
2023-09-11,9516933000
2023-09-12,9384204000
2023-09-13,9278724000
2023-09-14,9344649000
2023-09-15,9289272000
2023-09-18,9245322000
2023-09-19,9303336000
2023-09-20,9163575000
2023-09-21,9128415000
2023-09-22,9125778000
2023-09-25,9140721000
2023-09-26,8973711000
2023-09-27,9079191000
2023-09-28,9164454000
2023-09-29,9159180000
2023-10-02,9054814000
2023-10-03,9024084000
2023-10-04,9141736000
2023-10-05,9021450000
2023-10-06,9103982000
2023-10-09,9170710000
2023-10-10,9260266000
2023-10-11,9304166000
2023-10-12,9125932000
2023-10-13,9085544000
2023-10-16,9241828000
2023-10-17,9270802000
2023-10-18,8786146000
2023-10-19,8653568000
2023-10-20,8516600000
2023-10-23,8505186000
2023-10-24,8526258000
2023-10-25,8474456000
2023-10-26,8538550000
2023-10-27,8554354000
2023-10-30,8578937999
2023-10-31,8636008000
2023-11-01,8685176000
2023-11-02,8703614000
2023-11-03,8945942000
2023-11-06,8931894000
2023-11-07,8903798000
2023-11-08,8961746000
2023-11-09,8879214000
2023-11-10,9086422000
2023-11-13,9063594000
2023-11-14,9300654000
2023-11-15,9365626000
2023-11-16,9302410000
2023-11-17,9337530000
2023-11-20,9283972000
2023-11-21,9145248000
2023-11-22,9190026000
2023-11-24,9222512000
2023-11-27,9144370000
2023-11-28,9141736000
2023-11-29,9183002000
2023-11-30,9314702000
2023-12-01,9542982000
2023-12-04,9398990000
2023-12-05,9264656000
2023-12-06,9230414000
2023-12-07,9226902000
2023-12-08,9687852000
2023-12-11,9638684000
2023-12-12,9636050000
2023-12-13,9767750000
2023-12-14,10411324000
2023-12-15,10318256000
2023-12-18,10356010000
2023-12-19,10493856000
2023-12-20,10583412000
2023-12-21,10800278000
2023-12-22,11073336000
2023-12-26,11192744000
2023-12-27,11202402000
2023-12-28,11138308000
2023-12-29,11123382000
2024-01-02,10884300000
2024-01-03,10644276000
2024-01-04,10710852000
2024-01-05,10755528000
2024-01-08,10838748000
2024-01-09,10866780000
2024-01-10,10695960000
2024-01-11,10570692000
2024-01-12,10492728000
2024-01-16,10460316000
2024-01-17,10399872000
2024-01-18,10614492000
2024-01-19,10703844000
2024-01-22,10984164000
2024-01-23,10891308000
2024-01-24,10768668000
2024-01-25,11016576000
2024-01-26,10938612000
2024-01-29,11112936000
2024-01-30,11054244000
2024-01-31,10852764000
2024-02-01,11145348000
2024-02-02,11180388000
2024-02-05,11016576000
2024-02-06,11040228000
2024-02-07,11119944000
2024-02-08,11433552000
2024-02-09,11555316000
2024-02-12,11700732000
2024-02-13,11352084000
2024-02-14,11491368000
2024-02-15,11677956000
2024-02-16,11599991999
2024-02-20,11568456000
2024-02-21,11485236000
2024-02-22,11358216000
2024-02-23,11308284000
2024-02-26,11255724000
2024-02-27,11325804000
2024-02-28,11226816000
2024-02-29,11201412000
2024-03-01,11107680000
2024-03-04,11282004000
2024-03-05,11171628000
2024-03-06,11248716000
2024-03-07,11554440000
2024-03-08,11462460000
2024-03-11,11479104000
2024-03-12,11657808000
2024-03-13,11629776000
2024-03-14,11393256000
2024-03-15,11422163999
2024-03-18,11505384000
2024-03-19,11651676000
2024-03-20,11850528000
2024-03-21,11851404000
2024-03-22,11748912000
2024-03-25,11642916000
2024-03-26,11680584000
2024-03-27,11759424000
2024-03-28,11800596000
2024-04-01,11591232000
2024-04-02,11526408000
2024-04-03,11517648000
2024-04-04,11477352000
2024-04-05,11590356000
2024-04-08,11638536000
2024-04-09,11727888000
2024-04-10,11311788000
2024-04-11,11366100000
2024-04-12,11161992000
2024-04-15,11119944000
2024-04-16,11070888000
2024-04-17,11018328000
2024-04-18,10935984000
2024-04-19,10968396000
2024-04-22,10986792000
2024-04-23,11122572000
2024-04-24,11084904000
2024-04-25,10938612000
2024-04-26,10849260000
2024-04-29,10933356000
2024-04-30,10648656000
2024-05-01,10604856000
2024-05-02,10709976000
2024-05-03,10764288000
2024-05-06,10939488000
2024-05-07,10894812000
2024-05-08,10873788000
2024-05-09,11008692000
2024-05-10,11036724000
2024-05-13,11012196000
2024-05-14,11154984000
2024-05-15,11207544000
2024-05-16,10984164000
2024-05-17,10900068000
2024-05-20,10795824000
2024-05-21,10822980000
2024-05-22,10780932000
2024-05-23,10648656000
2024-05-24,10739760000
2024-05-28,10548792000
2024-05-29,10458564000
2024-05-30,10551420000
2024-05-31,10671432000
2024-06-03,10555800000
2024-06-04,10305264000
2024-06-05,10359576000
2024-06-06,10294752000
2024-06-07,10243068000
2024-06-10,10292124000
2024-06-11,10276356000
2024-06-12,10511124000
2024-06-13,10438416000
2024-06-14,10193136000
2024-06-17,10181748000
2024-06-18,10215036000
2024-06-20,10139700000
2024-06-21,10181748000
2024-06-24,10370964000
2024-06-25,10172988000
2024-06-26,10043340000
2024-06-27,10189632000
2024-06-28,10349940000
2024-07-01,10138824000
2024-07-02,10171236000
2024-07-03,10134444000
2024-07-05,10069620000
2024-07-08,10077504000
2024-07-09,10045092000
2024-07-10,10249200000
2024-07-11,10497108000
2024-07-12,10768668000
2024-07-15,10750272000
2024-07-16,11214552000
2024-07-17,11118192000
2024-07-18,11161116000
2024-07-19,10871160000
2024-07-22,11058291000
2024-07-23,11102814000
2024-07-24,11162178000
2024-07-25,11600424000
2024-07-26,11940021000
2024-07-29,12017718000
2024-07-30,12164382000
2024-07-31,11943513000
2024-08-01,11548917000
2024-08-02,11308842000
2024-08-05,11152575000
2024-08-06,11138607000
2024-08-07,11045196000
2024-08-08,11301858000
2024-08-09,11252096999
