,AWK
2022-03-14,27776840000
2022-03-15,28382899999
2022-03-16,28419300000
2022-03-17,28652260000
2022-03-18,28887040000
2022-03-21,28575820000
2022-03-22,28497560000
2022-03-23,28319200000
2022-03-24,28783300000
2022-03-25,29038100000
2022-03-28,29378439999
2022-03-29,29928080000
2022-03-30,30184700000
2022-03-31,30126460000
2022-04-01,30728880000
2022-04-04,30257500000
2022-04-05,30510479999
2022-04-06,30756180000
2022-04-07,31147479999
2022-04-08,30916340000
2022-04-11,30798040000
2022-04-12,30676100000
2022-04-13,30421300000
2022-04-14,30241120000
2022-04-18,29564080000
2022-04-19,29917160000
2022-04-20,30495920000
2022-04-21,30086420000
2022-04-22,29884399999
2022-04-25,29267420000
2022-04-26,28803320000
2022-04-27,28435680000
2022-04-28,29243760000
2022-04-29,28042560000
2022-05-02,27087060000
2022-05-03,27230840000
2022-05-04,27755000000
2022-05-05,27001520000
2022-05-06,27119820000
2022-05-09,26533780000
2022-05-10,26126100000
2022-05-11,26215280000
2022-05-12,26539240000
2022-05-13,26659360000
2022-05-16,26566540000
2022-05-17,26646620000
2022-05-18,26258960000
2022-05-19,26399100000
2022-05-20,26493740000
2022-05-23,27001520000
2022-05-24,27021540000
2022-05-25,26733979999
2022-05-26,27085240000
2022-05-27,27620320000
2022-05-31,27527500000
2022-06-01,27649439999
2022-06-02,28220920000
2022-06-03,28237300000
2022-06-06,28228200000
2022-06-07,28546700000
2022-06-08,27955200000
2022-06-09,27401920000
2022-06-10,26985140000
2022-06-13,25600120000
2022-06-14,24291540000
2022-06-15,24573640000
2022-06-16,23820160000
2022-06-17,23994880000
2022-06-21,24468080000
2022-06-22,24935820000
2022-06-23,26313560000
2022-06-24,26997880000
2022-06-27,27108899999
2022-06-28,26408200000
2022-06-29,26539240000
2022-06-30,27076140000
2022-07-01,27924260000
2022-07-05,27236300000
2022-07-06,27707680000
2022-07-07,27887860000
2022-07-08,27456520000
2022-07-11,27330939999
2022-07-12,26941460000
2022-07-13,26939640000
2022-07-14,26670280000
2022-07-15,27039740000
2022-07-18,26402740000
2022-07-19,26712140000
2022-07-20,26337220000
2022-07-21,26562899999
2022-07-22,26976040000
2022-07-25,27269060000
2022-07-26,27401920000
2022-07-27,27531140000
2022-07-28,28302820000
2022-07-29,28290080000
2022-08-01,28506660000
2022-08-02,28297360000
2022-08-03,28692300000
2022-08-04,28872479999
2022-08-05,28326479999
2022-08-08,28237300000
2022-08-09,28277340000
2022-08-10,28532140000
2022-08-11,28246399999
2022-08-12,28816060000
2022-08-15,28981680000
2022-08-16,29029000000
2022-08-17,28927080000
2022-08-18,28892500000
2022-08-19,28721420000
2022-08-22,28242760000
2022-08-23,27809600000
2022-08-24,28124460000
2022-08-25,28268240000
2022-08-26,27498380000
2022-08-29,27598479999
2022-08-30,27389180000
2022-08-31,27017899999
2022-09-01,27569360000
2022-09-02,26957840000
2022-09-06,27012439999
2022-09-07,27907880000
2022-09-08,28122640000
2022-09-09,28191800000
2022-09-12,28550340000
2022-09-13,27689479999
2022-09-14,27933360000
2022-09-15,26910520000
2022-09-16,27008800000
2022-09-19,27036100000
2022-09-20,26470080000
2022-09-21,26266240000
2022-09-22,25987780000
2022-09-23,25645620000
2022-09-26,24994060000
2022-09-27,24517220000
2022-09-28,25010439999
2022-09-29,24242399999
2022-09-30,23689120000
2022-10-03,24451700000
2022-10-04,24846640000
2022-10-05,24278800000
2022-10-06,23885680000
2022-10-07,23195900000
2022-10-10,23194080000
2022-10-11,23245040000
2022-10-12,22933820000
2022-10-13,23474360000
2022-10-14,23376080000
2022-10-17,23918439999
2022-10-18,24528140000
2022-10-19,24388000000
2022-10-20,23647260000
2022-10-21,24162320000
2022-10-24,24744720000
2022-10-25,25398100000
2022-10-26,25338040000
2022-10-27,25847640000
2022-10-28,26561080000
2022-10-31,26451880000
2022-11-01,25814880000
2022-11-02,25145120000
2022-11-03,25086880000
2022-11-04,25305280000
2022-11-07,25123280000
2022-11-08,25441780000
2022-11-09,25381720000
2022-11-10,26846820000
2022-11-11,26561080000
2022-11-14,26344500000
2022-11-15,26575640000
2022-11-16,26763100000
2022-11-17,25998700000
2022-11-18,26701220000
2022-11-21,26885040000
2022-11-22,26976040000
2022-11-23,27529320000
2022-11-25,27827800000
2022-11-28,27254500000
2022-11-29,26779479999
2022-11-30,27620320000
2022-12-01,28029820000
2022-12-02,27980680000
2022-12-05,27878760000
2022-12-06,28151760000
2022-12-07,27989780000
2022-12-08,28284620000
2022-12-09,28417479999
2022-12-12,28572180000
2022-12-13,28972580000
2022-12-14,28819700000
2022-12-15,28468439999
2022-12-16,27736800000
2022-12-19,27569360000
2022-12-20,27347320000
2022-12-21,27760460000
2022-12-22,27651260000
2022-12-23,27849640000
2022-12-27,28078960000
2022-12-28,27867840000
2022-12-29,28169960000
2022-12-30,27740439999
2023-01-03,28662600000
2023-01-04,29233619999
2023-01-05,28768619999
2023-01-06,29436360000
2023-01-09,29469840000
2023-01-10,29903220000
2023-01-11,30024119999
2023-01-12,29652119999
2023-01-13,29549820000
2023-01-17,29246640000
2023-01-18,28400340000
2023-01-19,27935340000
2023-01-20,28186440000
2023-01-23,28080420000
2023-01-24,28744440000
2023-01-25,28924860000
2023-01-26,29053199999
2023-01-27,29205720000
2023-01-30,28830000000
2023-01-31,29107140000
2023-02-01,29503320000
2023-02-02,29871600000
2023-02-03,29129460000
2023-02-06,29092260000
2023-02-07,28917420000
2023-02-08,28028340000
2023-02-09,27725160000
2023-02-10,27983699999
2023-02-13,28218060000
2023-02-14,27771660000
2023-02-15,27760500000
2023-02-16,27427560000
2023-02-17,27827460000
2023-02-21,27464760000
2023-02-22,27282480000
2023-02-23,26757960000
2023-02-24,26330160000
2023-02-27,25999080000
2023-02-28,26110680000
2023-03-01,25694039999
2023-03-02,25772160000
2023-03-03,25984199999
2023-03-06,26025119999
2023-03-07,25506180000
2023-03-08,25712640000
2023-03-09,25271820000
2023-03-10,24858900000
2023-03-13,25364820000
2023-03-14,25606619999
2023-03-15,26157180000
2023-03-16,26532900000
2023-03-17,26376660000
2023-03-20,26516160000
2023-03-21,25827960000
2023-03-22,25366680000
2023-03-23,25429920000
2023-03-24,26382240000
2023-03-27,26352480000
2023-03-28,26266920000
2023-03-29,26810039999
2023-03-30,27135539999
2023-03-31,28565550000
2023-04-03,28360800000
2023-04-04,28690350000
2023-04-05,29290950000
2023-04-06,29616600000
2023-04-10,29618549999
2023-04-11,29651700000
2023-04-12,29409900000
2023-04-13,29640000000
2023-04-14,29191499999
2023-04-17,29218800000
2023-04-18,28879500000
2023-04-19,29056950000
2023-04-20,29175900000
2023-04-21,29431350000
2023-04-24,29544450000
2023-04-25,29721899999
2023-04-26,29064750000
2023-04-27,28949700000
2023-04-28,28908750000
2023-05-01,28585050000
2023-05-02,28614300000
2023-05-03,28565550000
2023-05-04,28824900000
2023-05-05,28943850000
2023-05-08,28756650000
2023-05-09,28836600000
2023-05-10,29199300000
2023-05-11,29136899999
2023-05-12,29205150000
2023-05-15,28774200000
2023-05-16,28216499999
2023-05-17,28003950000
2023-05-18,27637349999
2023-05-19,27582749999
2023-05-22,27996150000
2023-05-23,27982500000
2023-05-24,27918149999
2023-05-25,27777749999
2023-05-26,27974700000
2023-05-30,27923999999
2023-05-31,28167749999
2023-06-01,27996150000
2023-06-02,28429050000
2023-06-05,28452450000
2023-06-06,28234050000
2023-06-07,28680600000
2023-06-08,28688400000
2023-06-09,28598700000
2023-06-12,28475850000
2023-06-13,28540200000
2023-06-14,28491450000
2023-06-15,28877550000
2023-06-16,29051099999
2023-06-20,28881450000
2023-06-21,28984799999
2023-06-22,28957500000
2023-06-23,28423200000
2023-06-26,27344849999
2023-06-27,27861600000
2023-06-28,27491099999
2023-06-29,27391650000
2023-06-30,27836250000
2023-07-03,28074150000
2023-07-05,28236000000
2023-07-06,27771899999
2023-07-07,27506700000
2023-07-10,27417000000
2023-07-11,27793350000
2023-07-12,28360800000
2023-07-13,28362749999
2023-07-14,28510950000
2023-07-17,28093650000
2023-07-18,27816750000
2023-07-19,28076099999
2023-07-20,28653300000
2023-07-21,29019900000
2023-07-24,28805400000
2023-07-25,28912650000
2023-07-26,28817100000
2023-07-27,28955550000
2023-07-28,28653300000
2023-07-31,28748850000
2023-08-01,28169700000
2023-08-02,28405649999
2023-08-03,27715350000
2023-08-04,27684150000
2023-08-07,27711450000
2023-08-08,27703650000
2023-08-09,27387749999
2023-08-10,27198599999
2023-08-11,27338999999
2023-08-14,27717299999
2023-08-15,27434550000
2023-08-16,27303900000
2023-08-17,26948999999
2023-08-18,27097200000
2023-08-21,26810550000
2023-08-22,26988000000
2023-08-23,27212250000
2023-08-24,26958750000
2023-08-25,27381899999
2023-08-28,27325350000
2023-08-29,27313650000
2023-08-30,27208350000
2023-08-31,27054300000
2023-09-01,26871000000
2023-09-05,26594100000
2023-09-06,26467349999
2023-09-07,26853450000
2023-09-08,26857349999
2023-09-11,26952900000
2023-09-12,26824200000
2023-09-13,27165450000
2023-09-14,27491099999
2023-09-15,27085500000
2023-09-18,26991899999
2023-09-19,26826150000
2023-09-20,26753999999
2023-09-21,26042250000
2023-09-22,25788750000
2023-09-25,25876499999
2023-09-26,25279799999
2023-09-27,24636300000
2023-09-28,24098100000
2023-09-29,24146850000
2023-10-02,23351250000
2023-10-03,22815000000
2023-10-04,23273250000
2023-10-05,23152350000
2023-10-06,23175750000
2023-10-09,23556000000
2023-10-10,23762700000
2023-10-11,23832900000
2023-10-12,23074350000
2023-10-13,23017800000
2023-10-16,23396100000
2023-10-17,23458500000
2023-10-18,23037300000
2023-10-19,22818900000
2023-10-20,22581000000
2023-10-23,22522500000
2023-10-24,22965150000
2023-10-25,22717500000
2023-10-26,23013900000
2023-10-27,22696050000
2023-10-30,22758450000
2023-10-31,22941750000
2023-11-01,23166000000
2023-11-02,24275550000
2023-11-03,25357800000
2023-11-06,24878100000
2023-11-07,24737700000
2023-11-08,24597300000
2023-11-09,24232650000
2023-11-10,24082500000
2023-11-13,23749050000
2023-11-14,25299300000
2023-11-15,25437749999
2023-11-16,25543050000
2023-11-17,25759500000
2023-11-20,25480649999
2023-11-21,25511850000
2023-11-22,25441650000
2023-11-24,25751700000
2023-11-27,25496250000
2023-11-28,25478700000
2023-11-29,25587900000
2023-11-30,25708800000
2023-12-01,25981800000
2023-12-04,25962299999
2023-12-05,25619100000
2023-12-06,25876499999
2023-12-07,25847250000
2023-12-08,25613250000
2023-12-11,25488450000
2023-12-12,25550850000
2023-12-13,26340600000
2023-12-14,26225550000
2023-12-15,25691250000
2023-12-18,25519650000
2023-12-19,25860900000
2023-12-20,25506000000
2023-12-21,25642500000
2023-12-22,25654200000
2023-12-26,25792650000
2023-12-27,25784849999
2023-12-28,25931099999
2023-12-29,25738050000
2024-01-02,26034450000
2024-01-03,26034450000
2024-01-04,25693200000
2024-01-05,25718549999
2024-01-08,25942800000
2024-01-09,25884300000
2024-01-10,26055900000
2024-01-11,25648350000
2024-01-12,25780950000
2024-01-16,25429950000
2024-01-17,25041899999
2024-01-18,24536850000
2024-01-19,24433500000
2024-01-22,24737700000
2024-01-23,24620700000
2024-01-24,23778300000
2024-01-25,24176100000
2024-01-26,24016200000
2024-01-29,24521250000
2024-01-30,24258000000
2024-01-31,24183900000
2024-02-01,24421800000
2024-02-02,24055200000
2024-02-05,23696400000
2024-02-06,23891400000
2024-02-07,23780250000
2024-02-08,23756850000
2024-02-09,23829000000
2024-02-12,24109800000
2024-02-13,23357100000
2024-02-14,23493600000
2024-02-15,24230700000
2024-02-16,23949900000
2024-02-20,23626200000
2024-02-21,23737350000
2024-02-22,23337600000
2024-02-23,23197200000
2024-02-26,22898850000
2024-02-27,23015850000
2024-02-28,22992450000
2024-02-29,23115300000
2024-03-01,23337600000
2024-03-04,23731500000
2024-03-05,23255700000
2024-03-06,23460450000
2024-03-07,23128950000
2024-03-08,23095800000
2024-03-11,23464350000
2024-03-12,23240100000
2024-03-13,23505300000
2024-03-14,23103600000
2024-03-15,22842300000
2024-03-18,22859850000
2024-03-19,23010000000
2024-03-20,23027550000
2024-03-21,23050950000
2024-03-22,22961250000
2024-03-25,22842300000
2024-03-26,22978800000
2024-03-27,23692500000
2024-03-28,23830950000
2024-04-01,23458500000
2024-04-02,23314200000
2024-04-03,23191350000
2024-04-04,23474100000
2024-04-05,23111400000
2024-04-08,23403900000
2024-04-09,23760750000
2024-04-10,23070450000
2024-04-11,22974900000
2024-04-12,22731150000
2024-04-15,22616100000
2024-04-16,22194900000
2024-04-17,22503000000
2024-04-18,22883250000
2024-04-19,23111400000
2024-04-22,23255700000
2024-04-23,23374650000
2024-04-24,23665200000
2024-04-25,23702250000
2024-04-26,23552100000
2024-04-29,23844600000
2024-04-30,23852400000
2024-05-01,24398400000
2024-05-02,24560250000
2024-05-03,25106250000
2024-05-06,25398750000
2024-05-07,25704900000
2024-05-08,25909650000
2024-05-09,26204100000
2024-05-10,26422500000
2024-05-13,26087100000
2024-05-14,25960350000
2024-05-15,26081250000
2024-05-16,26182650000
2024-05-17,26083200000
2024-05-20,26046150000
2024-05-21,26200200000
2024-05-22,26081250000
2024-05-23,25077000000
2024-05-24,25004849999
2024-05-28,24616800000
2024-05-29,24201450000
2024-05-30,24624600000
2024-05-31,25500150000
2024-06-03,25500150000
2024-06-04,25899900000
2024-06-05,25677600000
2024-06-06,25470900000
2024-06-07,25008750000
2024-06-10,25069200000
2024-06-11,24944400000
2024-06-12,24985350000
2024-06-13,25197900000
2024-06-14,25213500000
2024-06-17,25100400000
2024-06-18,25441650000
2024-06-20,25400700000
2024-06-21,25455300000
2024-06-24,25775100000
2024-06-25,25227150000
2024-06-26,25268100000
2024-06-27,25207650000
2024-06-28,25186200000
2024-07-01,24913200000
2024-07-02,25049700000
2024-07-03,24952200000
2024-07-05,25351950000
2024-07-08,25334399999
2024-07-09,25490400000
2024-07-10,25784849999
2024-07-11,26562900000
2024-07-12,27120600000
2024-07-15,26584350000
2024-07-16,27120600000
2024-07-17,27793350000
2024-07-18,27563250000
2024-07-19,27526200000
2024-07-22,27651000000
2024-07-23,27395550000
2024-07-24,27768000000
2024-07-25,27319500000
2024-07-26,27633450000
2024-07-29,27565200000
2024-07-30,28015649999
2024-07-31,27760200000
2024-08-01,28177500000
2024-08-02,28733250000
2024-08-05,27830400000
2024-08-06,28002000000
2024-08-07,28039050000
2024-08-08,28218450000
2024-08-09,27744600000
