,FL
2018-07-24,5785692000
2018-07-25,5737886000
2018-07-26,5666760000
2018-07-27,5521010000
2018-07-30,5630614000
2018-07-31,5691246000
2018-08-01,5579310000
2018-08-02,5557156000
2018-08-03,5498856000
2018-08-06,5380355000
2018-08-07,5445620000
2018-08-08,5381500000
2018-08-09,5451345000
2018-08-10,5492565000
2018-08-13,5506305000
2018-08-14,5597905000
2018-08-15,5536075000
2018-08-16,5696375000
2018-08-17,5805150000
2018-08-20,5926520000
2018-08-21,5991785000
2018-08-22,5968885000
2018-08-23,6091400000
2018-08-24,5532640000
2018-08-27,5603630000
2018-08-28,5522335000
2018-08-29,5703245000
2018-08-30,5586455000
2018-08-31,5644850000
2018-09-04,5534930000
2018-09-05,5628820000
2018-09-06,5509740000
2018-09-07,5351730000
2018-09-10,5620805000
2018-09-11,5576150000
2018-09-12,5536075000
2018-09-13,5386080000
2018-09-14,5334555000
2018-09-17,5351730000
2018-09-18,5367760000
2018-09-19,5366615000
2018-09-20,5414705000
2018-09-21,5529205000
2018-09-24,5436460000
2018-09-25,5491420000
2018-09-26,5738740000
2018-09-27,5797135000
2018-09-28,5837210000
2018-10-01,5747900000
2018-10-02,5428445000
2018-10-03,5534930000
2018-10-04,5420430000
2018-10-05,5450200000
2018-10-08,5608210000
2018-10-09,5619660000
2018-10-10,5492565000
2018-10-11,5513175000
2018-10-12,5690650000
2018-10-15,5763930000
2018-10-16,5810875000
2018-10-17,5648285000
2018-10-18,5587600000
2018-10-19,5426155000
2018-10-22,5423865000
2018-10-23,5383790000
2018-10-24,5321960000
2018-10-25,5241810000
2018-10-26,5222345000
2018-10-29,5315090000
2018-10-30,5570425000
2018-10-31,5397530000
2018-11-01,5489130000
2018-11-02,5587600000
2018-11-05,5633544400
2018-11-06,5689655400
2018-11-07,5657111020
2018-11-08,5700877600
2018-11-09,5638033280
2018-11-12,5710977580
2018-11-13,5732299760
2018-11-14,5741277520
2018-11-15,5768210800
2018-11-16,5709855360
2018-11-19,5477555820
2018-11-20,5172311980
2018-11-21,5943277120
2018-11-23,5943277120
2018-11-26,6203632160
2018-11-27,6145276720
2018-11-28,6306876400
2018-11-29,6213732140
2018-11-30,6329320800
2018-12-03,6316976380
2018-12-04,6164354460
2018-12-06,6112732340
2018-12-07,5953377100
2018-12-10,5892777220
2018-12-11,5855743960
2018-12-12,5826566240
2018-12-13,5604366680
2018-12-14,5528055720
2018-12-17,5344011640
2018-12-18,5493266900
2018-12-19,5317078360
2018-12-20,5377678240
2018-12-21,5471944720
2018-12-24,5491022460
2018-12-26,5788410760
2018-12-27,5825444020
2018-12-28,5866966160
2018-12-31,5970210400
2019-01-02,5920832720
2019-01-03,5994899240
2019-01-04,6158743360
2019-01-07,6329320800
2019-01-08,6371965160
2019-01-09,6320343040
2019-01-10,6253009840
2019-01-11,6340543000
2019-01-14,6375331820
2019-01-15,6398898440
2019-01-16,6330443020
2019-01-17,6462864980
2019-01-18,6550398140
2019-01-22,6402265100
2019-01-23,6361865180
2019-01-24,6352887420
2019-01-25,6368598500
2019-01-28,6365231840
2019-01-29,6346154100
2019-01-30,6360742960
2019-01-31,6272087580
2019-02-01,6178943320
2019-02-04,6277540000
2019-02-05,6369708000
2019-02-06,6369708000
2019-02-07,6358468000
2019-02-08,6349476000
2019-02-11,6400056000
2019-02-12,6511332000
2019-02-13,6536060000
2019-02-14,6624856000
2019-02-15,6664196000
2019-02-19,6724892000
2019-02-20,6749620000
2019-02-21,6745124000
2019-02-22,6703536000
2019-02-25,6721520000
2019-02-26,6619236000
2019-02-27,6673188000
2019-02-28,6690048000
2019-03-01,7089068000
2019-03-04,7120540000
2019-03-05,7056472000
2019-03-06,7098060000
2019-03-07,6982288000
2019-03-08,6752992000
2019-03-11,6727140000
2019-03-12,6755240000
2019-03-13,6710280000
2019-03-14,6670940000
2019-03-15,6629352000
2019-03-18,6727140000
2019-03-19,6805820000
2019-03-20,6686676000
2019-03-21,6723768000
2019-03-22,6396684000
2019-03-25,6549548000
2019-03-26,6545052000
2019-03-27,6624856000
2019-03-28,6786712000
2019-03-29,6811440000
2019-04-01,6878880000
2019-04-02,6817060000
2019-04-03,6946320000
2019-04-04,7244180000
2019-04-05,7159880000
2019-04-08,7118292000
2019-04-09,6868764000
2019-04-10,6883376000
2019-04-11,6824928000
2019-04-12,6957560000
2019-04-15,7083448000
2019-04-16,7145268000
2019-04-17,7054224000
2019-04-18,6948568000
2019-04-22,6706908000
2019-04-23,6770976000
2019-04-24,6946320000
2019-04-25,6790084000
2019-04-26,6669816000
2019-04-29,6607996000
2019-04-30,6430404000
2019-05-01,6304516000
2019-05-02,6274168000
2019-05-03,6212348000
2019-05-06,6023088000
2019-05-07,6009792000
2019-05-08,6198152000
2019-05-09,6301196000
2019-05-10,6385404000
2019-05-13,6209232000
2019-05-14,6280144000
2019-05-15,6187072000
2019-05-16,6146076000
2019-05-17,6116160000
2019-05-20,6132780000
2019-05-21,6222528000
2019-05-22,6005360000
2019-05-23,5853564000
2019-05-24,4919520000
2019-05-28,4725620000
2019-05-29,4600416000
2019-05-30,4516208000
2019-05-31,4359980000
2019-06-03,4458592000
2019-06-04,4545016000
2019-06-05,4536152000
2019-06-06,4525072000
2019-06-07,4675760000
2019-06-10,4574932000
2019-06-11,4632548000
2019-06-12,4672436000
2019-06-13,4769940000
2019-06-14,4777696000
2019-06-17,4710108000
2019-06-18,4646952000
2019-06-19,4612604000
2019-06-20,4628116000
2019-06-21,4683516000
2019-06-24,4703460000
2019-06-25,4638088000
2019-06-26,4549448000
2019-06-27,4556096000
2019-06-28,4644736000
2019-07-01,4679084000
2019-07-02,4499588000
2019-07-03,4564960000
2019-07-05,4660248000
2019-07-08,4653600000
2019-07-09,4569392000
2019-07-10,4521748000
2019-07-11,4572716000
2019-07-12,4639196000
2019-07-15,4665788000
2019-07-16,4564960000
2019-07-17,4636980000
2019-07-18,4692380000
2019-07-19,4658032000
2019-07-22,4685732000
2019-07-23,4757752000
2019-07-24,4783236000
2019-07-25,4734484000
2019-07-26,4790992000
2019-07-29,4713432000
2019-07-30,4655816000
2019-07-31,4549448000
2019-08-01,4358872000
2019-08-02,4361088000
2019-08-05,4122064000
2019-08-06,4264241000
2019-08-07,4314484000
2019-08-08,4332657000
2019-08-09,4374348000
2019-08-12,4194756000
2019-08-13,4286690000
2019-08-14,4057924000
2019-08-15,3957438000
2019-08-16,4147719999
2019-08-19,4230033000
2019-08-20,4191549000
2019-08-21,4250344000
2019-08-22,4482317000
2019-08-23,3634600000
2019-08-26,3815260999
2019-08-27,3775708000
2019-08-28,3819536999
2019-08-29,3831296000
2019-08-30,3868710999
2019-09-03,3902919000
2019-09-04,4104960000
2019-09-05,4296311000
2019-09-06,4211860000
2019-09-09,4378624000
2019-09-10,4514387000
2019-09-11,4421384000
2019-09-12,4331588000
2019-09-13,4309139000
2019-09-16,4277069000
2019-09-17,4301656000
2019-09-18,4326243000
2019-09-19,4351899000
2019-09-20,4252482000
2019-09-23,4305932000
2019-09-24,4253551000
2019-09-25,4373279000
2019-09-26,4409625000
2019-09-27,4490869000
2019-09-30,4613804000
2019-10-01,4480179000
2019-10-02,4423522000
2019-10-03,4431005000
2019-10-04,4449178000
2019-10-07,4428867000
2019-10-08,4366865000
2019-10-09,4433143000
2019-10-10,4488731000
2019-10-11,4592424000
2019-10-14,4584941000
2019-10-15,4699324000
2019-10-16,4705738000
2019-10-17,4722842000
2019-10-18,4746360000
2019-10-21,4828673000
2019-10-22,4806224000
2019-10-23,4812638000
2019-10-24,4716428000
2019-10-25,4739946000
2019-10-28,4739946000
2019-10-29,4729256000
2019-10-30,4698255000
2019-10-31,4651219000
2019-11-01,4733532000
2019-11-04,4639460914
2019-11-05,4779071909
2019-11-06,4813453722
2019-11-07,4842626168
2019-11-08,4858254265
2019-11-11,4813453722
2019-11-12,4726978254
2019-11-13,4769695051
2019-11-14,4743648224
2019-11-15,4761360067
2019-11-18,4678010219
2019-11-19,4554027320
2019-11-20,4414416324
2019-11-21,4319605872
2019-11-22,4193539227
2019-11-25,4185204242
2019-11-26,4211251070
2019-11-27,4272721583
2019-11-29,4172701765
2019-12-02,4126859349
2019-12-03,4008085815
2019-12-04,4087268171
2019-12-05,4150822430
2019-12-06,4151864303
2019-12-09,4139361826
2019-12-10,4084142552
2019-12-11,3975787749
2019-12-12,4032048897
2019-12-13,3868474820
2019-12-16,3889312282
2019-12-17,3985164607
2019-12-18,4187287988
2019-12-19,4160199288
2019-12-20,4160199288
2019-12-23,4188329862
2019-12-24,4189371735
2019-12-26,4260219105
2019-12-27,4114356871
2019-12-30,4066430709
2019-12-31,4062263216
2020-01-02,3968494637
2020-01-03,3969536511
2020-01-06,4041425754
2020-01-07,4099770648
2020-01-08,4096645029
2020-01-09,4015378927
2020-01-10,4073723821
2020-01-13,4053928232
2020-01-14,4073723821
2020-01-15,4072681947
2020-01-16,4102896267
2020-01-17,4125817476
2020-01-21,4126859349
2020-01-22,4144571191
2020-01-23,4099770648
2020-01-24,4021630166
2020-01-27,3994541465
2020-01-28,4047676993
2020-01-29,4093519409
2020-01-30,4064346963
2020-01-31,3955992160
2020-02-03,4104245247
2020-02-04,4166509397
2020-02-05,4277547132
2020-02-06,4302452792
2020-02-07,4200754680
2020-02-10,4049245247
2020-02-11,4104245247
2020-02-12,4266132038
2020-02-13,4250566000
2020-02-14,4190377321
2020-02-18,4138490529
2020-02-19,4092830152
2020-02-20,4204905623
2020-02-21,4030566002
2020-02-24,3858301853
2020-02-25,3664245251
2020-02-26,3558396195
2020-02-27,3482641479
2020-02-28,3761792420
2020-03-02,3494056573
2020-03-03,3292735820
2020-03-04,3489905629
2020-03-05,3177547142
2020-03-06,3147452802
2020-03-09,3019811294
2020-03-10,3006320728
2020-03-11,2598490543
2020-03-12,2230094320
2020-03-13,2400282997
2020-03-16,2455282997
2020-03-17,2491603751
2020-03-18,2279905640
2020-03-19,2279905640
2020-03-20,2098301868
2020-03-23,1890754700
2020-03-24,2119056585
2020-03-25,2241509414
2020-03-26,2429339601
2020-03-27,2314150923
2020-03-30,2329716960
2020-03-31,2288207527
2020-04-01,2091037717
2020-04-02,2071320736
2020-04-03,1901132058
2020-04-06,2293396206
2020-04-07,2343207526
2020-04-08,2401320733
2020-04-09,2594339600
2020-04-13,2396132054
2020-04-14,2428301865
2020-04-15,2320377338
2020-04-16,2256037716
2020-04-17,2375377337
2020-04-20,2321415074
2020-04-21,2361886771
2020-04-22,2238396206
2020-04-23,2286132055
2020-04-24,2390943375
2020-04-27,2570471675
2020-04-28,2632735826
2020-04-29,2847547144
2020-04-30,2659716957
2020-05-01,2472924506
2020-05-04,2440075000
2020-05-05,2399320000
2020-05-06,2398275000
2020-05-07,2440075000
2020-05-08,2691920000
2020-05-11,2686695000
2020-05-12,2580105000
2020-05-13,2449480000
2020-05-14,2565475000
2020-05-15,2656390000
2020-05-18,2821500000
2020-05-19,2887335000
2020-05-20,2959440000
2020-05-21,3063940000
2020-05-22,2803735000
2020-05-26,2948990000
2020-05-27,3076480000
2020-05-28,2986610000
2020-05-29,2894650000
2020-06-01,3051400000
2020-06-02,3045130000
2020-06-03,3249950000
2020-06-04,3397295000
2020-06-05,3490300000
2020-06-08,3670039999
2020-06-09,3565539999
2020-06-10,3389980000
2020-06-11,3062895000
2020-06-12,3089020000
2020-06-15,3053490000
2020-06-16,3138135000
2020-06-17,3034680000
2020-06-18,3056625000
2020-06-19,2935405000
2020-06-22,3084840000
2020-06-23,3149630000
2020-06-24,3008555000
2020-06-25,3067075000
2020-06-26,2831950000
2020-06-29,3075435000
2020-06-30,3047220000
2020-07-01,3015870000
2020-07-02,3072300000
2020-07-06,3095290000
2020-07-07,2980340000
2020-07-08,3015870000
2020-07-09,2924955000
2020-07-10,3013780000
2020-07-13,2924955000
2020-07-14,2875840000
2020-07-15,3046175000
2020-07-16,3019005000
2020-07-17,2896740000
2020-07-20,2878975000
2020-07-21,3157990000
2020-07-22,3102605000
2020-07-23,3233230000
2020-07-24,3116190000
2020-07-27,3121415000
2020-07-28,3146495000
2020-07-29,3236365000
2020-07-30,3198745000
2020-07-31,3071255000
2020-08-03,2843856000
2020-08-04,2877264000
2020-08-05,2887704000
2020-08-06,2814624000
2020-08-07,2868912000
2020-08-10,3093372000
2020-08-11,3163320000
2020-08-12,3147660000
2020-08-13,3052656000
2020-08-14,2999412000
2020-08-17,2964960000
2020-08-18,2839680000
2020-08-19,2871000000
2020-08-20,2838636000
2020-08-21,2878308000
2020-08-24,3045348000
2020-08-25,3096504000
2020-08-26,3042216000
2020-08-27,3107988000
2020-08-28,3172716000
2020-08-31,3166452000
2020-09-01,3209256000
2020-09-02,3383603999
2020-09-03,3325140000
2020-09-04,3368988000
2020-09-08,3417011999
2020-09-09,3514103999
2020-09-10,3458772000
2020-09-11,3570480000
2020-09-14,3744827999
2020-09-15,3741696000
2020-09-16,3814776000
2020-09-17,3753180000
2020-09-18,3736476000
2020-09-21,3595536000
2020-09-22,3610152000
2020-09-23,3456684000
2020-09-24,3431627999
2020-09-25,3424319999
2020-09-28,3381516000
2020-09-29,3352284000
2020-09-30,3448332000
2020-10-01,3561084000
2020-10-02,3719772000
2020-10-05,3883680000
2020-10-06,3815819999
2020-10-07,3919176000
2020-10-08,4002696000
2020-10-09,3970332000
2020-10-12,3924396000
2020-10-13,3988080000
2020-10-14,3981816000
2020-10-15,4003740000
2020-10-16,3976596000
2020-10-19,3952584000
2020-10-20,4005827999
2020-10-21,4043411999
2020-10-22,4060116000
2020-10-23,4151988000
2020-10-26,3973464000
2020-10-27,3997476000
2020-10-28,3794940000
2020-10-29,3861756000
2020-10-30,3850272000
2020-11-02,3869138052
2020-11-03,4016277207
2020-11-04,3823545638
2020-11-05,3935454291
2020-11-06,3840124698
2020-11-09,4114715374
2020-11-10,4057724856
2020-11-11,3867065670
2020-11-12,3782097989
2020-11-13,3858776140
2020-11-16,4115751565
2020-11-17,4146837302
2020-11-18,4138547772
2020-11-19,4282578353
2020-11-20,4070159151
2020-11-23,3964467645
2020-11-24,4033892458
2020-11-25,3973793367
2020-11-27,3950997159
2020-11-30,3875355200
2020-12-01,4041145797
2020-12-02,4086738211
2020-12-03,4231804983
2020-12-04,4317808855
2020-12-07,4289831692
2020-12-08,4429717508
2020-12-09,4454586097
2020-12-10,4379980329
2020-12-11,4355111739
2020-12-14,4247347851
2020-12-15,4370654608
2020-12-16,4226624027
2020-12-17,4258745955
2020-12-18,4045290561
2020-12-21,4140620155
2020-12-22,4066014386
2020-12-23,4156163023
2020-12-24,4091919167
2020-12-28,4182067804
2020-12-29,4178959230
2020-12-30,4194502099
2020-12-31,4190357334
2021-01-04,4051507709
2021-01-05,4178959230
2021-01-06,4517793762
2021-01-07,4553024264
2021-01-08,4547843308
2021-01-11,4812072072
2021-01-12,4898075944
2021-01-13,4795493012
2021-01-14,4903256900
2021-01-15,4958175035
2021-01-19,4880460693
2021-01-20,4944704549
2021-01-21,4956102653
2021-01-22,4927089298
2021-01-25,4892894988
2021-01-26,4812072072
2021-01-27,4474273731
2021-01-28,4542662352
2021-01-29,4540589969
2021-02-01,4628848000
2021-02-02,4703440000
2021-02-03,4735556000
2021-02-04,4969692000
2021-02-05,5074328000
2021-02-08,5221440000
2021-02-09,5296032000
2021-02-10,5296032000
2021-02-11,5391344000
2021-02-12,5400668000
2021-02-16,5376840000
2021-02-17,5236980000
2021-02-18,5365444000
2021-02-19,5372696000
2021-02-22,5592328000
2021-02-23,5483548000
2021-02-24,5672100000
2021-02-25,5462828000
2021-02-26,4982124000
2021-03-01,5350940000
2021-03-02,5200720000
2021-03-03,5318824000
2021-03-04,5251484000
2021-03-05,5398596000
2021-03-08,5892768000
2021-03-09,5779844000
2021-03-10,5871012000
2021-03-11,5846148000
2021-03-12,5952856000
2021-03-15,6118616000
2021-03-16,5984972000
2021-03-17,6009836000
2021-03-18,5866868000
2021-03-19,6064744000
2021-03-22,6013980000
2021-03-23,5759124000
2021-03-24,5553996000
2021-03-25,5817140000
2021-03-26,5964252000
2021-03-29,5796420000
2021-03-30,5937316000
2021-03-31,5827500000
2021-04-01,5879300000
2021-04-05,5747728000
2021-04-06,5823356000
2021-04-07,5812996000
2021-04-08,5890696000
2021-04-09,6045060000
2021-04-12,6188028000
2021-04-13,6034700000
2021-04-14,6073032000
2021-04-15,6086500000
2021-04-16,6086500000
2021-04-19,6013980000
2021-04-20,5875156000
2021-04-21,5986008000
2021-04-22,5975648000
2021-04-23,6118616000
2021-04-26,5915560000
2021-04-27,6083392000
2021-04-28,6097896000
2021-04-29,6121724000
2021-04-30,6110328000
2021-05-03,6374358000
2021-05-04,6363978000
2021-05-05,6341142000
2021-05-06,6504108000
2021-05-07,6559122000
2021-05-10,6499956000
2021-05-11,6464664000
2021-05-12,6180252000
2021-05-13,6406536000
2021-05-14,6705479999
2021-05-17,6832115999
2021-05-18,6642162000
2021-05-19,6401346000
2021-05-20,6196860000
2021-05-21,6318306000
2021-05-24,6388890000
2021-05-25,6375396000
2021-05-26,6641124000
2021-05-27,6677454000
2021-05-28,6569502000
2021-06-01,6608946000
2021-06-02,6533172000
2021-06-03,6474006000
2021-06-04,6442866000
2021-06-07,6356712000
2021-06-08,6487500000
2021-06-09,6437676000
2021-06-10,6349446000
2021-06-11,6500994000
2021-06-14,6397194000
2021-06-15,6320382000
2021-06-16,6281976000
2021-06-17,6048426000
2021-06-18,5942550000
2021-06-21,6092022000
2021-06-22,6160530000
2021-06-23,6237342000
2021-06-24,6349446000
2021-06-25,6579882000
2021-06-28,6301698000
2021-06-29,6283014000
2021-06-30,6397194000
2021-07-01,6485424000
2021-07-02,6461550000
2021-07-06,6281976000
2021-07-07,6302736000
2021-07-08,6303774000
2021-07-09,6546666000
2021-07-12,6573654000
2021-07-13,6359826000
2021-07-14,6263292000
2021-07-15,5973690000
2021-07-16,5813838000
2021-07-19,5653986000
2021-07-20,5921790000
2021-07-21,6090984000
2021-07-22,6034932000
2021-07-23,6058806000
2021-07-26,6078528000
2021-07-27,5919714000
2021-07-28,5894802000
2021-07-29,5895840000
2021-07-30,5922828000
2021-08-02,5764752000
2021-08-03,5733792000
2021-08-04,5516040000
2021-08-05,5618208000
2021-08-06,5648136000
2021-08-09,5649168000
2021-08-10,5843184000
2021-08-11,5958768000
2021-08-12,5876208000
2021-08-13,5779200000
2021-08-16,5758560000
2021-08-17,5578992000
2021-08-18,5542872000
2021-08-19,5613048000
2021-08-20,6020688000
2021-08-23,6055776000
2021-08-24,6149688000
2021-08-25,6012432000
2021-08-26,5968056000
2021-08-27,5911296000
2021-08-30,5769912000
2021-08-31,5850408000
2021-09-01,5895816000
2021-09-02,5951544000
2021-09-03,5900976000
2021-09-07,5519136000
2021-09-08,5466504000
2021-09-09,5539776000
2021-09-10,5387040000
2021-09-13,5207472000
2021-09-14,5134200000
2021-09-15,5135232000
2021-09-16,5092920000
2021-09-17,5121816000
2021-09-20,5155872000
2021-09-21,5139360000
2021-09-22,5219856000
2021-09-23,5361240000
2021-09-24,4977336000
2021-09-27,5092920000
2021-09-28,5088792000
2021-09-29,5097048000
2021-09-30,4712112000
2021-10-01,4814280000
2021-10-04,4808088000
2021-10-05,4681152000
2021-10-06,4751328000
2021-10-07,4905096000
2021-10-08,4881360000
2021-10-11,4806024000
2021-10-12,4848336000
2021-10-13,4895808000
2021-10-14,4896840000
2021-10-15,4913352000
2021-10-18,4906128000
2021-10-19,4917480000
2021-10-20,4913352000
2021-10-21,5044416000
2021-10-22,5006232000
2021-10-25,5097048000
2021-10-26,4981464000
2021-10-27,4840080000
2021-10-28,4891680000
2021-10-29,4919544000
2021-11-01,4708419229
2021-11-02,4759840251
2021-11-03,5042170768
2021-11-04,5060604719
2021-11-05,5136280940
2021-11-08,5159565931
2021-11-09,5308007749
2021-11-10,5239122984
2021-11-11,5225540072
2021-11-12,5330322532
2021-11-15,5387564801
2021-11-16,5460330398
2021-11-17,5393386049
2021-11-18,5584517017
2021-11-19,4917013941
2021-11-22,5051872847
2021-11-23,5015975153
2021-11-24,4835516472
2021-11-26,4724912765
2021-11-29,4653117376
2021-11-30,4428029129
2021-12-01,4326157293
2021-12-02,4331008333
2021-12-03,4265034192
2021-12-06,4275706479
2021-12-07,4308693550
2021-12-08,4302872302
2021-12-09,4344591244
2021-12-10,4308693550
2021-12-13,4089426551
2021-12-14,4147639029
2021-12-15,4149579444
2021-12-16,4089426551
2021-12-17,4077784055
2021-12-20,3876951008
2021-12-21,4035094905
2021-12-22,4048677817
2021-12-23,4067111768
2021-12-27,4093307383
2021-12-28,4120473206
2021-12-29,4231076913
2021-12-30,4265034192
2021-12-31,4233017329
2022-01-03,4342650828
2022-01-04,4188387763
2022-01-05,4104949878
2022-01-06,4095247799
2022-01-07,4079724471
2022-01-10,4072933016
2022-01-11,4109800918
2022-01-12,4193238803
2022-01-13,4195179219
2022-01-14,4208762130
2022-01-18,4192268595
2022-01-19,4289289391
2022-01-20,4185477139
2022-01-21,4188387763
2022-01-24,4508556390
2022-01-25,4430939753
2022-01-26,4323246669
2022-01-27,4316455214
2022-01-28,4310633966
2022-01-31,4293748000
2022-02-01,4271645000
2022-02-02,4154402999
2022-02-03,4050615000
2022-02-04,4059264000
2022-02-07,4162091000
2022-02-08,4254347000
2022-02-09,4313929000
2022-02-10,4266840000
2022-02-11,4213985000
2022-02-14,4140949000
2022-02-15,4327383000
2022-02-16,4232244000
2022-02-17,4115002000
2022-02-18,4054459000
2022-02-22,3986227999
2022-02-23,3831506999
2022-02-24,3979500999
2022-02-25,2793627000
2022-02-28,3038682000
2022-03-01,2809003000
2022-03-02,2977178000
2022-03-03,2979100000
2022-03-04,2843599000
2022-03-07,2693683000
2022-03-08,2878195000
2022-03-09,2882039000
2022-03-10,2969490000
2022-03-11,2867624000
2022-03-14,2877234000
2022-03-15,3005047000
2022-03-16,3079044000
2022-03-17,3117484000
2022-03-18,3107874000
2022-03-21,2980061000
2022-03-22,3027150000
2022-03-23,2977178000
2022-03-24,2943543000
2022-03-25,2931050000
2022-03-28,2900298000
2022-03-29,3028111000
2022-03-30,2919518000
2022-03-31,2850326000
2022-04-01,2827262000
2022-04-04,2870507000
2022-04-05,2845521000
2022-04-06,2737889000
2022-04-07,2755187000
2022-04-08,2766719000
2022-04-11,2809003000
2022-04-12,2833028000
2022-04-13,2865702000
2022-04-14,2921440000
2022-04-18,2913752000
2022-04-19,2938738000
2022-04-20,2929128000
2022-04-21,2899337000
2022-04-22,2785939000
2022-04-25,2846482000
2022-04-26,2799393000
2022-04-27,2836872000
2022-04-28,2878195000
2022-04-29,2816691000
2022-05-02,2801357000
2022-05-03,2791947000
2022-05-04,2893575000
2022-05-05,2789124000
2022-05-06,2775009000
2022-05-09,2666794000
2022-05-10,2599983000
2022-05-11,2523762000
2022-05-12,2681850000
2022-05-13,2801357000
2022-05-16,2857817000
2022-05-17,3007436000
2022-05-18,2909572000
2022-05-19,2851230000
2022-05-20,2967914000
2022-05-23,2885106000
2022-05-24,2831469000
2022-05-25,3019669000
2022-05-26,3077070000
2022-05-27,3132589000
2022-05-31,3103417999
2022-06-01,3066719000
2022-06-02,3094949000
2022-06-03,3064837000
2022-06-06,3070483000
2022-06-07,3054486000
2022-06-08,3021551000
2022-06-09,2939684000
2022-06-10,2801357000
2022-06-13,2634800000
2022-06-14,2624449000
2022-06-15,2760894000
2022-06-16,2574576000
2022-06-17,2700670000
2022-06-21,2754307000
2022-06-22,2739251000
2022-06-23,2730782000
2022-06-24,2780655000
2022-06-27,2739251000
2022-06-28,2642328000
2022-06-29,2532231000
2022-06-30,2376025000
2022-07-01,2364733000
2022-07-05,2432485000
2022-07-06,2308273000
2022-07-07,2376966000
2022-07-08,2405196000
2022-07-11,2337444000
2022-07-12,2361910000
2022-07-13,2354382000
2022-07-14,2277220000
2022-07-15,2404255000
2022-07-18,2420252000
2022-07-19,2535054000
2022-07-20,2598101000
2022-07-21,2597160000
2022-07-22,2601865000
2022-07-25,2562343000
2022-07-26,2479535000
2022-07-27,2559520000
2022-07-28,2623508000
2022-07-29,2669617000
2022-08-01,2675910000
2022-08-02,2608662000
2022-08-03,2671240000
2022-08-04,2654428000
2022-08-05,2644154000
2022-08-08,2788924000
2022-08-09,2715138000
2022-08-10,2795462000
2022-08-11,2880456000
2022-08-12,2943968000
2022-08-15,2935562000
2022-08-16,3028962000
2022-08-17,3030830000
2022-08-18,2986932000
2022-08-19,3585626000
2022-08-22,3442724000
2022-08-23,3432450000
2022-08-24,3408166000
2022-08-25,3545464000
2022-08-26,3432450000
2022-08-29,3446460000
2022-08-30,3396024000
2022-08-31,3440856000
2022-09-01,3422176000
2022-09-02,3338116000
2022-09-06,3343719999
2022-09-07,3421242000
2022-09-08,3465140000
2022-09-09,3584692000
2022-09-12,3693036000
2022-09-13,3509038000
2022-09-14,3507169999
2022-09-15,3645402000
2022-09-16,3655676000
2022-09-19,3679960000
2022-09-20,3524916000
2022-09-21,3509972000
2022-09-22,3361466000
2022-09-23,3254056000
2022-09-26,3169996000
2022-09-27,3171864000
2022-09-28,3261528000
2022-09-29,3054180000
2022-09-30,2907542000
2022-10-03,2973856000
2022-10-04,3014018000
2022-10-05,3019622000
2022-10-06,2978526000
2022-10-07,2948638000
2022-10-10,3008414000
2022-10-11,3028962000
2022-10-12,3003743999
2022-10-13,3001876000
2022-10-14,2962648000
2022-10-17,2968252000
2022-10-18,3000007999
2022-10-19,2987866000
2022-10-20,2943034000
2022-10-21,2966384000
2022-10-24,2877654000
2022-10-25,3037368000
2022-10-26,2877654000
2022-10-27,2898202000
2022-10-28,2933694000
2022-10-31,2913480461
2022-11-01,2959434412
2022-11-02,2893260723
2022-11-03,2876717301
2022-11-04,2919914014
2022-11-07,2874879143
2022-11-08,2839954140
2022-11-09,2749884397
2022-11-10,2970463360
2022-11-11,3059614024
2022-11-14,2987925861
2022-11-15,3107406132
2022-11-16,2888665328
2022-11-17,3032960733
2022-11-18,3297655487
2022-11-21,3413459443
2022-11-22,3317875226
2022-11-23,3449303524
2022-11-25,3577055506
2022-11-28,3552240373
2022-11-29,3646905511
2022-11-30,3657934459
2022-12-01,3600032482
2022-12-02,3679992356
2022-12-05,3601870640
2022-12-06,3535696951
2022-12-07,3573379190
2022-12-08,3588084455
2022-12-09,3486066684
2022-12-12,3451141682
2022-12-13,3384048914
2022-12-14,3346366675
2022-12-15,3217695614
2022-12-16,3142331135
2022-12-19,3108325211
2022-12-20,3017336389
2022-12-21,3308684436
2022-12-22,3196556796
2022-12-23,3253539695
2022-12-27,3400592337
2022-12-28,3340852201
2022-12-29,3423569312
2022-12-30,3473199578
2023-01-03,3405187732
2023-01-04,3532020635
2023-01-05,3511800897
2023-01-06,3640471958
2023-01-09,3577055506
2023-01-10,3658853538
2023-01-11,3668963407
2023-01-12,3622090378
2023-01-13,3601870640
2023-01-17,3534777872
2023-01-18,3530182477
2023-01-19,3422650233
2023-01-20,3459413393
2023-01-23,3577055506
2023-01-24,3617494983
2023-01-25,3741570649
2023-01-26,3979612113
2023-01-27,4042109485
2023-01-30,3976628000
2023-01-31,4076887000
2023-02-01,4238988000
2023-02-02,4360798000
2023-02-03,4346743000
2023-02-06,4273657000
2023-02-07,4316759000
2023-02-08,4244609999
2023-02-09,4179020000
2023-02-10,4199634000
2023-02-13,4222122000
2023-02-14,4164965000
2023-02-15,4180893999
2023-02-16,4162154000
2023-02-17,4140603000
2023-02-21,4014108000
2023-02-22,4014108000
2023-02-23,4009423000
2023-02-24,4019730000
2023-02-27,4055336000
2023-02-28,4096564000
2023-03-01,4044091999
2023-03-02,4122800000
2023-03-03,4184641999
2023-03-06,4082509000
2023-03-07,4051588000
2023-03-08,4152784000
2023-03-09,4128422000
2023-03-10,4017856000
