,OI
2018-08-03,2977079040
2018-08-06,2951633920
2018-08-07,2899153360
2018-08-08,2907104960
2018-08-09,2930959760
2018-08-10,2814866400
2018-08-13,2754434240
2018-08-14,2773518080
2018-08-15,2759205200
2018-08-16,2765566480
2018-08-17,2778289040
2018-08-20,2808505120
2018-08-21,2857805040
2018-08-22,2853034080
2018-08-23,2832359920
2018-08-24,2880069520
2018-08-27,2935730720
2018-08-28,2923008160
2018-08-29,2905514640
2018-08-30,2806914800
2018-08-31,2810095440
2018-09-04,2768747120
2018-09-05,2854624400
2018-09-06,2859395360
2018-09-07,2830769600
2018-09-10,2846672800
2018-09-11,2789421280
2018-09-12,2762385840
2018-09-13,2821227679
2018-09-14,3101124000
2018-09-17,3078859520
2018-09-18,3126569120
2018-09-19,3152014240
2018-09-20,3142472320
2018-09-21,3121798160
2018-09-24,3129749760
2018-09-25,3077269200
2018-09-26,3037511200
2018-09-27,3023198320
2018-09-28,2988211280
2018-10-01,2947961878
2018-10-02,3016993450
2018-10-03,3002873355
2018-10-04,2980908765
2018-10-05,3002873355
2018-10-08,3021700148
2018-10-09,2960513073
2018-10-10,2827156628
2018-10-11,2715764774
2018-10-12,2767538453
2018-10-15,2806760937
2018-10-16,2916583891
2018-10-17,2927566187
2018-10-18,2824018830
2018-10-19,2816174333
2018-10-22,2744004963
2018-10-23,2723609271
2018-10-24,2566719336
2018-10-25,2579270531
2018-10-26,2609079619
2018-10-29,2555737041
2018-10-30,2631044209
2018-10-31,2458465281
2018-11-01,2627906411
2018-11-02,2764400654
2018-11-05,2733022667
2018-11-06,2671835593
2018-11-07,2736160466
2018-11-08,2662422196
2018-11-09,2604372921
2018-11-12,2543185846
2018-11-13,2629475310
2018-11-14,2745573862
2018-11-15,2835001125
2018-11-16,2850690118
2018-11-19,2756556157
2018-11-20,2707920278
2018-11-21,2778520748
2018-11-23,2767538453
2018-11-26,2814605433
2018-11-27,2802054239
2018-11-28,2880499206
2018-11-29,2888343703
2018-11-30,2885205904
2018-12-03,2913446092
2018-12-04,2717333674
2018-12-06,2736160466
2018-12-07,2765969554
2018-12-10,2714195875
2018-12-11,2651439901
2018-12-12,2685955687
2018-12-13,2662422196
2018-12-14,2662422196
2018-12-17,2605941820
2018-12-18,2604372921
2018-12-19,2587115028
2018-12-20,2558874839
2018-12-21,2516514557
2018-12-24,2497687765
2018-12-26,2607510719
2018-12-27,2698506882
2018-12-28,2684386787
2018-12-31,2661183639
2019-01-02,2724471650
2019-01-03,2630311440
2019-01-04,2747625800
2019-01-07,2738364139
2019-01-08,2783128830
2019-01-09,2781585220
2019-01-10,2801652150
2019-01-11,2866483770
2019-01-14,2874201820
2019-01-15,2897355970
2019-01-16,2900443190
2019-01-17,2931315389
2019-01-18,3008495889
2019-01-22,2985341740
2019-01-23,2986885350
2019-01-24,2986885350
2019-01-25,3028562820
2019-01-28,3010039500
2019-01-29,3013126720
2019-01-30,3040911700
2019-01-31,3098025270
2019-02-01,3107286930
2019-02-04,3094938050
2019-02-05,3070240290
2019-02-06,3042455310
2019-02-07,2935946220
2019-02-08,2889637920
2019-02-11,2960643980
2019-02-12,3033193650
2019-02-13,3056347800
2019-02-14,3034737260
2019-02-15,3071783900
2019-02-19,3094938050
2019-02-20,3135071910
2019-02-21,3102656100
2019-02-22,3110374150
2019-02-25,3113461370
2019-02-26,3079501950
2019-02-27,3105743320
2019-02-28,3074871120
2019-03-01,3077958340
2019-03-04,3068696680
2019-03-05,3148964400
2019-03-06,3139702740
2019-03-07,3020844770
2019-03-08,3022388379
2019-03-11,3056347800
2019-03-12,3056347800
2019-03-13,3025475600
2019-03-14,3034737260
2019-03-15,3040911700
2019-03-18,3079501950
2019-03-19,3068696680
2019-03-20,3019301160
2019-03-21,3054804190
2019-03-22,2962187590
2019-03-25,2935946220
2019-03-26,2963731200
2019-03-27,2963731200
2019-03-28,2945207879
2019-03-29,2929771780
2019-04-01,3005790300
2019-04-02,2959188900
2019-04-03,2931228060
2019-04-04,2993363260
2019-04-05,2987149740
2019-04-08,2999576780
2019-04-09,2952975380
2019-04-10,2980936220
2019-04-11,3001130160
2019-04-12,3032197760
2019-04-15,3055498460
2019-04-16,2977829460
2019-04-17,2963849039
2019-04-18,2942101720
2019-04-22,2988703119
2019-04-23,3039964660
2019-04-24,2984042980
2019-04-25,2951422000
2019-04-26,3015110580
2019-04-29,3021324100
2019-04-30,3069478880
2019-05-01,3039964660
2019-05-02,2782103580
2019-05-03,2831811740
2019-05-06,2805404280
2019-05-07,2760356260
2019-05-08,2701327820
2019-05-09,2679580500
2019-05-10,2696667680
2019-05-13,2643852760
2019-05-14,2673366980
2019-05-15,2730842039
2019-05-16,2719968380
2019-05-17,2696667680
2019-05-20,2643852760
2019-05-21,2674920360
2019-05-22,2622105440
2019-05-23,2601911500
2019-05-24,2615891920
2019-05-28,2577057420
2019-05-29,2569290520
2019-05-30,2538222920
2019-05-31,2485408000
2019-06-03,2518028980
2019-06-04,2640746000
2019-06-05,2597251360
2019-06-06,2634532480
2019-06-07,2629872340
2019-06-10,2656279800
2019-06-11,2656279800
2019-06-12,2634532480
2019-06-13,2654726420
2019-06-14,2646959520
2019-06-17,2631425720
2019-06-18,2656279800
2019-06-19,2684240640
2019-06-20,2679580500
2019-06-21,2634532480
2019-06-24,2609678400
2019-06-25,2605018260
2019-06-26,2527349260
2019-06-27,2592591220
2019-06-28,2682687260
2019-07-01,2752987200
2019-07-02,2709437120
2019-07-03,2728101440
2019-07-05,2717213920
2019-07-08,2676774560
2019-07-09,2637890560
2019-07-10,2589674400
2019-07-11,2631669120
2019-07-12,2628558400
2019-07-15,2628558400
2019-07-16,2637890560
2019-07-17,2628558400
2019-07-18,2631669120
2019-07-19,2656554879
2019-07-22,2672108480
2019-07-23,2740544320
2019-07-24,2756097920
2019-07-25,2724990720
2019-07-26,2752987200
2019-07-29,2724990720
2019-07-30,2693883520
2019-07-31,2639445920
2019-08-01,2000192960
2019-08-02,1925535680
2019-08-05,1858655200
2019-08-06,1827548000
2019-08-07,1872653439
2019-08-08,1909982080
2019-08-09,1807328319
2019-08-12,1762222880
2019-08-13,1794885439
2019-08-14,1689120960
2019-08-15,1630017280
2019-08-16,1654903040
2019-08-19,1668901280
2019-08-20,1639349439
2019-08-21,1606686880
2019-08-22,1611352960
2019-08-23,1518031360
2019-08-26,1550693920
2019-08-27,1522697439
2019-08-28,1549138560
2019-08-29,1547583200
2019-08-30,1581801120
2019-09-03,1494700960
2019-09-04,1542917120
2019-09-05,1583356480
2019-09-06,1580245760
2019-09-09,1693787040
2019-09-10,1703119200
2019-09-11,1704674560
2019-09-12,1623795840
2019-09-13,1676678080
2019-09-16,1695342400
2019-09-17,1622240480
2019-09-18,1588022560
2019-09-19,1538251040
2019-09-20,1542917120
2019-09-23,1569358240
2019-09-24,1521142080
2019-09-25,1547583200
2019-09-26,1521142080
2019-09-27,1560026080
2019-09-30,1599521690
2019-10-01,1510745900
2019-10-02,1450004570
2019-10-03,1456234450
2019-10-04,1457791920
2019-10-07,1440659750
2019-10-08,1389263240
2019-10-09,1431314930
2019-10-10,1434429870
2019-10-11,1495171200
2019-10-14,1485826379
2019-10-15,1478039030
2019-10-16,1488941320
2019-10-17,1510745900
2019-10-18,1532550480
2019-10-21,1555912530
2019-10-22,1587061930
2019-10-23,1621326270
2019-10-24,1629113620
2019-10-25,1666492900
2019-10-28,1692969889
2019-10-29,1351883960
2019-10-30,1347211550
2019-10-31,1323849500
2019-11-01,1361228780
2019-11-04,1398608060
2019-11-05,1446889629
2019-11-06,1409510350
2019-11-07,1397050590
2019-11-08,1429757460
2019-11-11,1446889629
2019-11-12,1451562040
2019-11-13,1459349389
2019-11-14,1445332160
2019-11-15,1432872400
2019-11-18,1392378180
2019-11-19,1415740230
2019-11-20,1439102280
2019-11-21,1459349389
2019-11-22,1479596500
2019-11-25,1487383850
2019-11-26,1479596500
2019-11-27,1504516020
2019-11-29,1538780360
2019-12-02,1535665420
2019-12-03,1499843610
2019-12-04,1571487230
2019-12-05,1580832050
2019-12-06,1613538920
2019-12-09,1601079160
2019-12-10,1666492900
2019-12-11,1661820490
2019-12-12,1755268690
2019-12-13,1728791700
2019-12-16,1735021580
2019-12-17,1772400860
2019-12-18,1792647970
2019-12-19,1805107730
2019-12-20,1826912310
2019-12-23,1854946770
2019-12-24,1834699660
2019-12-26,1853389300
2019-12-27,1851831830
2019-12-30,1842487010
2019-12-31,1862046330
2020-01-02,1829269320
2020-01-03,1843316610
2020-01-06,1975985460
2020-01-07,2085242160
2020-01-08,2130505650
2020-01-09,2077438110
2020-01-10,2125823219
2020-01-13,2160161040
2020-01-14,2189816430
2020-01-15,2188255620
2020-01-16,2072755680
2020-01-17,2021248950
2020-01-21,1977546270
2020-01-22,1974424650
2020-01-23,1969742219
2020-01-24,1954134120
2020-01-27,1922917920
2020-01-28,1960377360
2020-01-29,1952573310
2020-01-30,1954134120
2020-01-31,1969742219
2020-02-03,2024370570
2020-02-04,2091485400
2020-02-05,2319363660
2020-02-06,2221032630
2020-02-07,2105532690
2020-02-10,2072755680
2020-02-11,2097728640
2020-02-12,2113336739
2020-02-13,2096167830
2020-02-14,2107093500
2020-02-18,2088363780
2020-02-19,2074316489
2020-02-20,2027492190
2020-02-21,2142992130
2020-02-24,2080559730
2020-02-25,1933843590
2020-02-26,1888580100
2020-02-27,1780884210
2020-02-28,1685674800
2020-03-02,1673188320
2020-03-03,1659141030
2020-03-04,1710647760
2020-03-05,1573296480
2020-03-06,1454674920
2020-03-09,1069154850
2020-03-10,1012965690
2020-03-11,905269800
2020-03-12,995796780
2020-03-13,1169046690
2020-03-16,947411670
2020-03-17,864688740
2020-03-18,724215840
2020-03-19,810060390
2020-03-20,884979270
2020-03-23,858445500
2020-03-24,1031695410
2020-03-25,1058229180
2020-03-26,1059789990
2020-03-27,1033256220
2020-03-30,1041060270
2020-03-31,1114776900
2020-04-01,1012863400
2020-04-02,1072443600
2020-04-03,881159800
2020-04-06,1011295500
2020-04-07,1050493000
2020-04-08,1153974400
2020-04-09,1183764500
2020-04-13,1066172000
2020-04-14,1099097900
2020-04-15,1056764600
2020-04-16,1012863400
2020-04-17,1058332500
2020-04-20,976801700
2020-04-21,934468400
2020-04-22,970530100
2020-04-23,964258500
2020-04-24,1003456000
2020-04-27,1117912700
2020-04-28,1215122500
2020-04-29,1332715000
2020-04-30,1291949600
2020-05-01,1277838500
2020-05-04,1213554600
2020-05-05,1158678100
2020-05-06,1086554700
2020-05-07,1146134900
2020-05-08,1232369400
2020-05-11,1174357100
2020-05-12,1069307800
2020-05-13,967394300
2020-05-14,1006591800
2020-05-15,990912800
2020-05-18,1124184300
2020-05-19,1138295400
2020-05-20,1130455900
2020-05-21,1144567000
2020-05-22,1125752200
2020-05-26,1199443500
2020-05-27,1266863200
2020-05-28,1268431100
2020-05-29,1201011400
2020-06-01,1384455700
2020-06-02,1332715000
2020-06-03,1484801300
2020-06-04,1586714799
2020-06-05,1734097400
2020-06-08,1738801100
2020-06-09,1489505000
2020-06-10,1423653200
2020-06-11,1285678000
2020-06-12,1354665600
2020-06-15,1382887800
2020-06-16,1433060600
2020-06-17,1349961900
2020-06-18,1360937200
2020-06-19,1362505100
2020-06-22,1360937200
2020-06-23,1345258200
2020-06-24,1273134799
2020-06-25,1332715000
2020-06-26,1213554600
2020-06-29,1362505100
2020-06-30,1410515540
2020-07-01,1397949700
2020-07-02,1460778900
2020-07-06,1467061820
2020-07-07,1520466640
2020-07-08,1481198390
2020-07-09,1369676560
2020-07-10,1355539990
2020-07-13,1374388750
2020-07-14,1449783790
2020-07-15,1445071600
2020-07-16,1581725110
2020-07-17,1551881240
2020-07-20,1572300730
2020-07-21,1642983580
2020-07-22,1633559200
2020-07-23,1646125040
2020-07-24,1588008030
2020-07-27,1633559200
2020-07-28,1694817669
2020-07-29,1734085919
2020-07-30,1704242050
2020-07-31,1639842120
2020-08-03,1679110370
2020-08-04,1675968910
2020-08-05,1844037020
2020-08-06,1740368840
2020-08-07,1741939570
2020-08-10,1787490740
2020-08-11,1785920009
2020-08-12,1807910230
2020-08-13,1869168700
2020-08-14,1845607750
2020-08-17,1822046800
2020-08-18,1807910230
2020-08-19,1833041910
2020-08-20,1789061470
2020-08-21,1745081030
2020-08-24,1785920009
2020-08-25,1773354169
2020-08-26,1773354169
2020-08-27,1820476070
2020-08-28,1774924900
2020-08-31,1708954240
2020-09-01,1762359060
2020-09-02,1864456509
2020-09-03,1803198040
2020-09-04,1825188259
2020-09-08,1779637090
2020-09-09,1806339500
2020-09-10,1778066360
2020-09-11,1748222490
2020-09-14,1848749210
2020-09-15,1888017460
2020-09-16,1875451620
2020-09-17,1847178480
2020-09-18,1716807890
2020-09-21,1514183720
2020-09-22,1504759340
2020-09-23,1465491090
2020-09-24,1507900800
2020-09-25,1583295840
2020-09-28,1660261610
2020-09-29,1661832340
2020-09-30,1634067954
2020-10-01,1669557626
2020-10-02,1748252117
2020-10-05,1826946608
2020-10-06,1748252117
2020-10-07,1763682409
2020-10-08,1850092046
2020-10-09,1765225439
2020-10-12,1743623029
2020-10-13,1726649708
2020-10-14,1723563649
2020-10-15,1735907883
2020-10-16,1740536971
2020-10-19,1703504269
2020-10-20,1738993942
2020-10-21,1776026643
2020-10-22,1680358831
2020-10-23,1715848503
2020-10-26,1620180691
2020-10-27,1535314083
2020-10-28,1502910470
2020-10-29,1502910470
2020-10-30,1455076563
2020-11-02,1509082586
2020-11-03,1597035253
2020-11-04,1555373463
2020-11-05,1635610983
2020-11-06,1640240071
2020-11-09,1799172082
2020-11-10,1826946608
2020-11-11,1785284819
2020-11-12,1712762445
2020-11-13,1701961240
2020-11-16,1783741789
2020-11-17,1762139380
2020-11-18,1863979309
2020-11-19,1885581719
2020-11-20,1800715111
2020-11-23,1828489637
2020-11-24,1999765882
2020-11-25,1921071391
2020-11-27,1833118725
2020-11-30,1746709088
2020-12-01,1843919929
2020-12-02,1839290842
2020-12-03,1882495660
2020-12-04,1971991355
2020-12-07,1956561063
2020-12-08,1891753835
2020-12-09,1902555040
2020-12-10,1879409602
2020-12-11,1789913906
2020-12-14,1725106679
2020-12-15,1880952631
2020-12-16,1840833871
2020-12-17,1809973286
2020-12-18,1782198760
2020-12-21,1729735766
2020-12-22,1700418211
2020-12-23,1748252117
2020-12-24,1774483614
2020-12-28,1760596351
2020-12-29,1796086023
2020-12-30,1842376900
2020-12-31,1861774182
2021-01-04,1796064505
2021-01-05,1897758053
2021-01-06,2074548375
2021-01-07,2008838698
2021-01-08,1974419343
2021-01-11,2051080633
2021-01-12,2076112891
2021-01-13,2015096762
2021-01-14,2027612891
2021-01-15,1985370956
2021-01-19,2027612891
2021-01-20,2058903213
2021-01-21,2066725794
2021-01-22,2079241923
2021-01-25,2051080633
2021-01-26,2046387084
2021-01-27,1972854827
2021-01-28,2005709665
2021-01-29,1977548375
2021-02-01,2040129020
2021-02-02,2115225794
2021-02-03,2076112891
2021-02-04,2088629020
2021-02-05,2127741923
2021-02-08,2155903213
2021-02-09,2179370955
2021-02-10,2132435471
2021-02-11,2065161278
2021-02-12,2071419342
2021-02-16,2079241923
2021-02-17,2018225794
2021-02-18,1922790311
2021-02-19,1955645150
2021-02-22,1919661279
2021-02-23,1944693537
2021-02-24,1949387085
2021-02-25,1841435473
2021-02-26,1827354828
2021-03-01,1886806440
2021-03-02,1842999989
2021-03-03,1885241924
2021-03-04,1849258053
2021-03-05,1977548375
2021-03-08,2002580633
2021-03-09,2001016117
2021-03-10,1991629020
2021-03-11,2004145149
2021-03-12,2013532246
2021-03-15,1994758053
2021-03-16,1946258053
2021-03-17,1991629020
2021-03-18,1955645150
2021-03-19,1889935472
2021-03-22,1935306440
2021-03-23,1852387086
2021-03-24,1868032247
2021-03-25,2191887084
2021-03-26,2266983857
2021-03-29,2323306438
2021-03-30,2276370954
2021-03-31,2327475480
2021-04-01,2284841940
2021-04-05,2395373340
2021-04-06,2325896460
2021-04-07,2289579000
2021-04-08,2245366440
2021-04-09,2318001360
2021-04-12,2396952360
2021-04-13,2311685280
2021-04-14,2306948220
2021-04-15,2318001360
2021-04-16,2314843320
2021-04-19,2294316060
2021-04-20,2322738420
2021-04-21,2355897840
2021-04-22,2295895080
2021-04-23,2373267060
2021-04-26,2479061400
2021-04-27,2575381620
2021-04-28,2491693560
2021-04-29,2597487900
2021-04-30,2603803979
2021-05-03,2663806740
2021-05-04,2738020680
2021-05-05,2771180100
2021-05-06,2862763260
2021-05-07,2899080720
2021-05-10,2880132479
2021-05-11,2826445800
2021-05-12,2798023440
2021-05-13,2876974440
2021-05-14,2914870920
2021-05-17,2903817780
2021-05-18,2840656979
2021-05-19,2813813640
2021-05-20,2796444420
2021-05-21,2813813640
2021-05-24,2848552080
2021-05-25,2831182860
2021-05-26,2818550700
2021-05-27,2881711500
2021-05-28,2910133860
2021-06-01,3034876440
2021-06-02,3049087620
2021-06-03,3025402320
2021-06-04,3038034479
2021-06-07,2970136620
2021-06-08,3039613500
2021-06-09,3023823300
2021-06-10,2963820540
2021-06-11,2989084860
2021-06-14,2973294659
2021-06-15,3047508600
2021-06-16,2886448560
2021-06-17,2689071060
2021-06-18,2548538280
2021-06-21,2569065540
2021-06-22,2614857120
2021-06-23,2584855740
2021-06-24,2595908880
2021-06-25,2580118680
2021-06-28,2588013780
2021-06-29,2562749460
2021-06-30,2560952249
2021-07-01,2598590250
2021-07-02,2581339500
2021-07-06,2509200000
2021-07-07,2548406250
2021-07-08,2501358750
2021-07-09,2565657000
2021-07-12,2538996750
2021-07-13,2499790500
2021-07-14,2459016000
2021-07-15,2437060500
2021-07-16,2360216250
2021-07-19,2272394250
2021-07-20,2291213250
2021-07-21,2299054500
2021-07-22,2236324500
2021-07-23,2253575250
2021-07-26,2259848250
2021-07-27,2250438750
2021-07-28,2278667250
2021-07-29,2297486250
2021-07-30,2319441750
2021-08-02,2383740000
2021-08-03,2408832000
2021-08-04,2310032250
2021-08-05,2325714750
2021-08-06,2352375000
2021-08-09,2338260750
2021-08-10,2375898750
2021-08-11,2411968500
2021-08-12,2360216250
2021-08-13,2319441750
2021-08-16,2327283000
2021-08-17,2331987750
2021-08-18,2342965500
2021-08-19,2236324500
2021-08-20,2275530750
2021-08-23,2286508500
2021-08-24,2338260750
2021-08-25,2371194000
2021-08-26,2321010000
2021-08-27,2408832000
2021-08-30,2418241500
2021-08-31,2372762250
2021-09-01,2408832000
2021-09-02,2419809750
2021-09-03,2438628750
2021-09-07,2369625750
2021-09-08,2317873500
2021-09-09,2262984750
2021-09-10,2228483250
2021-09-13,2248870500
2021-09-14,2314737000
2021-09-15,2448038250
2021-09-16,2368057500
2021-09-17,2278667250
2021-09-20,2244165750
2021-09-21,2176731000
2021-09-22,2189277000
2021-09-23,2231619750
2021-09-24,2151639000
2021-09-27,2266121250
2021-09-28,2411968500
2021-09-29,2322578250
2021-09-30,2230657860
2021-10-01,2322885480
2021-10-04,2238473760
2021-10-05,2283805980
2021-10-06,2227531500
2021-10-07,2282242800
2021-10-08,2268174180
2021-10-11,2275990080
2021-10-12,2271300540
2021-10-13,2268174180
2021-10-14,2321322300
2021-10-15,2310380040
2021-10-18,2319759120
2021-10-19,2338517280
2021-10-20,2321322300
2021-10-21,2297874600
2021-10-22,2235347400
2021-10-25,2180636100
2021-10-26,2085282120
2021-10-27,2000870400
2021-10-28,2027444460
2021-10-29,2039949900
2021-11-01,1997744040
2021-11-02,1964917260
2021-11-03,2027444460
2021-11-04,1964917260
2021-11-05,2043076260
2021-11-08,2033697180
2021-11-09,2003996760
2021-11-10,1932090480
2021-11-11,1941469560
2021-11-12,1955538180
2021-11-15,1953975000
2021-11-16,1907079600
2021-11-17,1886758260
2021-11-18,1836736500
2021-11-19,1764830219
2021-11-22,1830483780
2021-11-23,1910205960
2021-11-24,1869563280
2021-11-26,1814851980
2021-11-29,1813288800
2021-11-30,1730440260
2021-12-01,1703866200
2021-12-02,1805472900
2021-12-03,1782025200
2021-12-06,1821104700
2021-12-07,1814851980
2021-12-08,1783588380
2021-12-09,1760140680
2021-12-10,1767956580
2021-12-13,1763267040
2021-12-14,1785151560
2021-12-15,1814851980
2021-12-16,1813288800
2021-12-17,1833610140
2021-12-20,1717934820
2021-12-21,1792967460
2021-12-22,1811725620
2021-12-23,1803909719
2021-12-27,1861747380
2021-12-28,1844552400
2021-12-29,1871126460
2021-12-30,1855494659
2021-12-31,1874863470
2022-01-03,1896682330
2022-01-04,1962138910
2022-01-05,1973048340
2022-01-06,1996425690
2022-01-07,2029153980
2022-01-10,2019803040
2022-01-11,2032270959
2022-01-12,2061882270
2022-01-13,2167859590
2022-01-14,2225523720
2022-01-18,2199029390
2022-01-19,2255135030
2022-01-20,2138248280
2022-01-21,2066557740
2022-01-24,2058765290
2022-01-25,2027595490
2022-01-26,2007335120
2022-01-27,2049414350
2022-01-28,2035387940
2022-01-31,2074350190
2022-02-01,2121104890
2022-02-02,2185002980
2022-02-03,2163184120
2022-02-04,2152274690
2022-02-07,2113312440
2022-02-08,2163184120
2022-02-09,2166301100
2022-02-10,2135131300
2022-02-11,2128897340
2022-02-14,2102403010
2022-02-15,2174093550
2022-02-16,2172535060
2022-02-17,2174093550
2022-02-18,2080584150
2022-02-22,2013569080
2022-02-23,1973048340
2022-02-24,1935644580
2022-02-25,2046297370
2022-02-28,1991750220
2022-03-01,1840576690
2022-03-02,1940320050
2022-03-03,1937203070
2022-03-04,1913825720
2022-03-07,1807848400
2022-03-08,1831225750
2022-03-09,1885772900
2022-03-10,1871746490
2022-03-11,1839018200
2022-03-14,1845252160
2022-03-15,1856161590
2022-03-16,2049414350
2022-03-17,1991750220
2022-03-18,1977723810
2022-03-21,1982399280
2022-03-22,1994867200
2022-03-23,1890448370
2022-03-24,1977723810
2022-03-25,2066557740
2022-03-28,2064999250
2022-03-29,2111753950
2022-03-30,2064999250
2022-03-31,2051901940
2022-04-01,2059686090
2022-04-04,2051901940
2022-04-05,1966276290
2022-04-06,1988071910
2022-04-07,1966276290
2022-04-08,2039447300
2022-04-11,1977174100
2022-04-12,2008310700
2022-04-13,2072140730
2022-04-14,2039447300
2022-04-18,2017651680
2022-04-19,2059686090
2022-04-20,2137527590
2022-04-21,2135970760
2022-04-22,2083038540
2022-04-25,2062799750
2022-04-26,1969389950
2022-04-27,2090822690
2022-04-28,2165550530
2022-04-29,2098606840
2022-05-02,2106390990
2022-05-03,2165550530
2022-05-04,2232494220
2022-05-05,2179562000
2022-05-06,2121959290
2022-05-09,2070583900
2022-05-10,2016094850
2022-05-11,2017651680
2022-05-12,2033219980
2022-05-13,2064356580
2022-05-16,2156209550
2022-05-17,2266744480
2022-05-18,2174891510
2022-05-19,2257403500
2022-05-20,2198243960
2022-05-23,2262073990
2022-05-24,2207584940
2022-05-25,2271414970
2022-05-26,2437995780
2022-05-27,2643497340
2022-05-31,2560985350
2022-06-01,2631042700
2022-06-02,2596792440
2022-06-03,2646611000
2022-06-06,2596792440
2022-06-07,2641940510
2022-06-08,2747804950
2022-06-09,2711997860
2022-06-10,2643497340
2022-06-13,2453564080
2022-06-14,2476916530
2022-06-15,2503382639
2022-06-16,2304108400
2022-06-17,2262073990
2022-06-21,2296324250
2022-06-22,2260517160
2022-06-23,2188902980
2022-06-24,2332131340
2022-06-27,2324347190
2022-06-28,2285426440
2022-06-29,2238721540
2022-06-30,2171610000
2022-07-01,2210388750
2022-07-05,2131280100
2022-07-06,2098705950
2022-07-07,2157649650
2022-07-08,2092501350
2022-07-11,1915670250
2022-07-12,1943590950
2022-07-13,1869135750
2022-07-14,1917221400
2022-07-15,1948244400
2022-07-18,1954449000
2022-07-19,2076989850
2022-07-20,2055273750
2022-07-21,2063029500
2022-07-22,2092501350
2022-07-25,2094052500
2022-07-26,2092501350
2022-07-27,2177814600
2022-07-28,2201081850
2022-07-29,2281741650
2022-08-01,2298804300
2022-08-02,2253820950
2022-08-03,2104910550
2022-08-04,2052171450
2022-08-05,2075438700
2022-08-08,2125075500
2022-08-09,2098705950
2022-08-10,2142138150
2022-08-11,2190223800
2022-08-12,2258474400
2022-08-15,2218144500
2022-08-16,2272434750
2022-08-17,2253820950
2022-08-18,2247616350
2022-08-19,2215042200
2022-08-22,2152996200
2022-08-23,2204184150
2022-08-24,2193326100
2022-08-25,2224349100
2022-08-26,2106461700
2022-08-29,2089399050
2022-08-30,2090950200
2022-08-31,2018046150
2022-09-01,2010290400
2022-09-02,2028904200
2022-09-06,2016495000
2022-09-07,2098705950
2022-09-08,2134382400
2022-09-09,2229002550
2022-09-12,2235207150
2022-09-13,2151445050
2022-09-14,2143689300
2022-09-15,2151445050
2022-09-16,2036659950
2022-09-19,2132831250
2022-09-20,2047518000
2022-09-21,2007188100
2022-09-22,1959102450
2022-09-23,1923426000
2022-09-26,1900158750
2022-09-27,1929630600
2022-09-28,2021148450
2022-09-29,2008739250
2022-09-30,2002121800
2022-10-03,2054687159
2022-10-04,2213929280
2022-10-05,2320606040
2022-10-06,2298961480
2022-10-07,2224751560
2022-10-10,2249488200
2022-10-11,2232481760
2022-10-12,2275770880
2022-10-13,2326790200
2022-10-14,2275770880
2022-10-17,2399454080
2022-10-18,2461295680
2022-10-19,2453565480
2022-10-20,2448927360
2022-10-21,2560242240
2022-10-24,2595801160
2022-10-25,2611261560
2022-10-26,2588070959
2022-10-27,2589617000
2022-10-28,2581886800
2022-10-31,2521591240
2022-11-01,2541689760
2022-11-02,2294323360
2022-11-03,2401000120
2022-11-04,2535505600
2022-11-07,2527775400
2022-11-08,2574156600
2022-11-09,2538597680
2022-11-10,2586524920
2022-11-11,2521591240
2022-11-14,2566426400
2022-11-15,2611261560
2022-11-16,2550966000
2022-11-17,2533959560
2022-11-18,2504584800
2022-11-21,2569518480
2022-11-22,2569518480
2022-11-23,2586524920
2022-11-25,2575702640
2022-11-28,2506130840
2022-11-29,2520045200
2022-11-30,2537051640
2022-12-01,2521591240
2022-12-02,2601985319
2022-12-05,2504584800
2022-12-06,2518499160
2022-12-07,2504584800
2022-12-08,2524683319
2022-12-09,2487578360
2022-12-12,2549419959
2022-12-13,2516953120
2022-12-14,2558696200
2022-12-15,2504584800
2022-12-16,2486032319
2022-12-19,2524683319
2022-12-20,2589617000
2022-12-21,2592709080
2022-12-22,2537051640
2022-12-23,2608169480
2022-12-27,2618991760
2022-12-28,2552512040
2022-12-29,2584978880
2022-12-30,2561788280
2023-01-03,2561765760
2023-01-04,2756682720
2023-01-05,3001102400
2023-01-06,2928395280
2023-01-09,2979444960
2023-01-10,3053699039
2023-01-11,2939224000
2023-01-12,3021212880
2023-01-13,3016572000
2023-01-17,2931489200
2023-01-18,2857235120
2023-01-19,2880439520
2023-01-20,2926848320
2023-01-23,2929942240
2023-01-24,2902096960
2023-01-25,2912925679
2023-01-26,2945411840
2023-01-27,2919113520
2023-01-30,2902096960
2023-01-31,2977898000
2023-02-01,3346074480
2023-02-02,3496129600
2023-02-03,3565742800
2023-02-06,3500770480
2023-02-07,3449720800
2023-02-08,3435798160
2023-02-09,3409499840
2023-02-10,3364638000
2023-02-13,3383201520
2023-02-14,3389389360
2023-02-15,3449720800
2023-02-16,3424969440
2023-02-17,3404858960
2023-02-21,3324417039
2023-02-22,3335245760
2023-02-23,3353809280
2023-02-24,3387842400
2023-02-27,3417234640
2023-02-28,3437345120
2023-03-01,3449720800
2023-03-02,3596682000
2023-03-03,3626074240
2023-03-06,3503864400
2023-03-07,3510052240
2023-03-08,3513146160
2023-03-09,3397124160
2023-03-10,3274914320
2023-03-13,3226958560
2023-03-14,3312041360
2023-03-15,3264085600
2023-03-16,3364638000
2023-03-17,3247069039
2023-03-20,3359997120
2023-03-21,3397124160
2023-03-22,3347621440
2023-03-23,3295024800
