,WMT
2013-11-26,261370800000
2013-11-27,262245600000
2013-11-29,262440000000
2013-12-02,262828800000
2013-12-03,263120400000
2013-12-04,259912800000
2013-12-05,257385600000
2013-12-06,259038000000
2013-12-09,259038000000
2013-12-10,256219200000
2013-12-11,256219200000
2013-12-12,254372400000
2013-12-13,253011600000
2013-12-16,251845200000
2013-12-17,250290000000
2013-12-18,252525600000
2013-12-19,250290000000
2013-12-20,250873200000
2013-12-23,252331200000
2013-12-24,252720000000
2013-12-26,253983600000
2013-12-27,254275200000
2013-12-30,254761200000
2013-12-31,254955600000
2014-01-02,255636000000
2014-01-03,254858400000
2014-01-06,253400400000
2014-01-07,254178000000
2014-01-08,252136800000
2014-01-09,253011600000
2014-01-10,252817200000
2014-01-13,251067599999
2014-01-14,252622800000
2014-01-15,251650800000
2014-01-16,248734800000
2014-01-17,246888000000
2014-01-21,245721600000
2014-01-22,244166400000
2014-01-23,242902800000
2014-01-24,241153200000
2014-01-27,240278400000
2014-01-28,241930800000
2014-01-29,240084000000
2014-01-30,242222400000
2014-01-31,241408110000
2014-02-03,234909780000
2014-02-04,235103760000
2014-02-05,235588710000
2014-02-06,235394730000
2014-02-07,238401419999
2014-02-10,238498410000
2014-02-11,241796070000
2014-02-12,242378010000
2014-02-13,243638880000
2014-02-14,244996740000
2014-02-18,243541890000
2014-02-19,241990050000
2014-02-20,237722490000
2014-02-21,236364630000
2014-02-24,237140550000
2014-02-25,237140550000
2014-02-26,241796070000
2014-02-27,241020150000
2014-02-28,241505100000
2014-03-03,239662290000
2014-03-04,242862960000
2014-03-05,241796070000
2014-03-06,242087040000
2014-03-07,241117140000
2014-03-10,240632190000
2014-03-11,242184030000
2014-03-12,244220820000
2014-03-13,242281020000
2014-03-14,240147240000
2014-03-17,241408110000
2014-03-18,241699080000
2014-03-19,240438210000
2014-03-20,243735870000
2014-03-21,246063630000
2014-03-24,248197410000
2014-03-25,248488380000
2014-03-26,246451590000
2014-03-27,246160620000
2014-03-28,245772660000
2014-03-31,247130520000
2014-04-01,248197410000
2014-04-02,249555270000
2014-04-03,250428180000
2014-04-04,249943230000
2014-04-07,249943230000
2014-04-08,252755940000
2014-04-09,252077010000
2014-04-10,248585370000
2014-04-11,247324500000
2014-04-14,250137210000
2014-04-15,248585370000
2014-04-16,249652260000
2014-04-17,251107110000
2014-04-21,250913130000
2014-04-22,250719150000
2014-04-23,252270990000
2014-04-24,253143900000
2014-04-25,254210790000
2014-04-28,257896410000
2014-04-29,257605440000
2014-04-30,257463300000
2014-05-01,257463300000
2014-05-02,255525300000
2014-05-05,253974900000
2014-05-06,251940000000
2014-05-07,251843100000
2014-05-08,254168700000
2014-05-09,255816000000
2014-05-12,255622200000
2014-05-13,255622200000
2014-05-14,254362500000
2014-05-15,248160900000
2014-05-16,248742300000
2014-05-19,247482600000
2014-05-20,244478700000
2014-05-21,244381800000
2014-05-22,243509700000
2014-05-23,244188000000
2014-05-27,244188000000
2014-05-28,243994200000
2014-05-29,245447699999
2014-05-30,247967100000
2014-06-02,247967100000
2014-06-03,247773300000
2014-06-04,249129900000
2014-06-05,249711300000
2014-06-06,249420600000
2014-06-09,248742300000
2014-06-10,247482600000
2014-06-11,246029100000
2014-06-12,244575600000
2014-06-13,243122100000
2014-06-16,243315900000
2014-06-17,242250000000
2014-06-18,244478700000
2014-06-19,245060100000
2014-06-20,244478700000
2014-06-23,244769400000
2014-06-24,245350800000
2014-06-25,244284900000
2014-06-26,241959300000
2014-06-27,243315900000
2014-06-30,242443800000
2014-07-01,243122100000
2014-07-02,244284900000
2014-07-03,244672500000
2014-07-07,245738400000
2014-07-08,247579500000
2014-07-09,249420600000
2014-07-10,248936100000
2014-07-11,248160900000
2014-07-14,247288800000
2014-07-15,248160900000
2014-07-16,248257800000
2014-07-17,247482600000
2014-07-18,249033000000
2014-07-21,247967100000
2014-07-22,247579500000
2014-07-23,248645400000
2014-07-24,246610500000
2014-07-25,245350800000
2014-07-28,244575600000
2014-07-29,243703500000
2014-07-30,241571700000
2014-07-31,237622110000
2014-08-01,237428370000
2014-08-04,237428370000
2014-08-05,236847150000
2014-08-06,239559510000
2014-08-07,238784550000
2014-08-08,241109430000
2014-08-11,240140730000
2014-08-12,239656380000
2014-08-13,239075160000
2014-08-14,240237600000
2014-08-15,238590810000
2014-08-18,240528209999
2014-08-19,241787520000
2014-08-20,242078130000
2014-08-21,243918660000
2014-08-22,244499880000
2014-08-25,244403010000
2014-08-26,243821790000
2014-08-27,244887360000
2014-08-28,245081100000
2014-08-29,243821790000
2014-09-02,244596750000
2014-09-03,245468580000
2014-09-04,247212240000
2014-09-05,250312080000
2014-09-08,247115370000
2014-09-09,247793459999
2014-09-10,247018500000
2014-09-11,245759190000
2014-09-12,244693620000
2014-09-15,244790490000
2014-09-16,246437280000
2014-09-17,246146670000
2014-09-18,246146670000
2014-09-19,248084070000
2014-09-22,246437280000
2014-09-23,244112400000
2014-09-24,248859030000
2014-09-25,245759190000
2014-09-26,247018500000
2014-09-29,245662320000
2014-09-30,246921630000
2014-10-01,245759190000
2014-10-02,246146670000
2014-10-03,249633990000
2014-10-06,249730860000
2014-10-07,249633990000
2014-10-08,252636959999
2014-10-09,251377650000
2014-10-10,252830700000
2014-10-13,250408950000
2014-10-14,251765130000
2014-10-15,242853090000
2014-10-16,238397070000
2014-10-17,239268900000
2014-10-20,242659350000
2014-10-21,245468580000
2014-10-22,245468580000
2014-10-23,246243540000
2014-10-24,246631020000
2014-10-27,247309110000
2014-10-28,246534150000
2014-10-29,246631020000
2014-10-30,246824760000
2014-10-31,246319800000
2014-11-03,246416700000
2014-11-04,249517500000
2014-11-05,250971000000
2014-11-06,251358600000
2014-11-07,254459400000
2014-11-10,256591200000
2014-11-11,255234600000
2014-11-12,255816000000
2014-11-13,267928500000
2014-11-14,267928500000
2014-11-17,269963400000
2014-11-18,270641700000
2014-11-19,274517699999
2014-11-20,273161100000
2014-11-21,273451800000
2014-11-24,275874300000
2014-11-25,274420800000
2014-11-26,274517699999
2014-11-28,282754200000
2014-12-01,278490600000
2014-12-02,279072000000
2014-12-03,274323900000
2014-12-04,273742500000
2014-12-05,271707600000
2014-12-08,272095199999
2014-12-09,269866500000
2014-12-10,268025400000
2014-12-11,270738600000
2014-12-12,270738600000
2014-12-15,271126200000
2014-12-16,267928500000
2014-12-17,272095199999
2014-12-18,277618500000
2014-12-19,275099100000
2014-12-22,278975100000
2014-12-23,279944100000
2014-12-24,279168900000
2014-12-26,280719300000
2014-12-29,279847200000
2014-12-30,280331700000
2014-12-31,277424700000
2015-01-02,277424700000
2015-01-05,276649500000
2015-01-06,278781300000
2015-01-07,286145700000
2015-01-08,292250400000
2015-01-09,288568200000
2015-01-12,290796900000
2015-01-13,288471300000
2015-01-14,279750300000
2015-01-15,282269700000
2015-01-16,280234800000
2015-01-20,280041000000
2015-01-21,279847200000
2015-01-22,285176700000
2015-01-23,285855000000
2015-01-26,286242600000
2015-01-27,282754200000
2015-01-28,280428600000
2015-01-29,283335600000
2015-01-30,274517699999
2015-02-02,276929010000
2015-02-03,278479890000
2015-02-04,279933840000
2015-02-05,281969370000
2015-02-06,282163230000
2015-02-09,277607520000
2015-02-10,282066300000
2015-02-11,278964540000
2015-02-12,277510590000
2015-02-13,277219800000
2015-02-17,277704450000
2015-02-18,278770680000
2015-02-19,269853120000
2015-02-20,272373300000
2015-02-23,273342600000
2015-02-24,273245670000
2015-02-25,270046980000
2015-02-26,270725490000
2015-02-27,271210140000
2015-03-02,271307070000
2015-03-03,269368470000
2015-03-04,266848290000
2015-03-05,270046980000
2015-03-06,266848290000
2015-03-09,267817590000
2015-03-10,265200480000
2015-03-11,260741700000
2015-03-12,264618900000
2015-03-13,264618900000
2015-03-16,269077680000
2015-03-17,266945220000
2015-03-18,266654430000
2015-03-19,263358810000
2015-03-20,268980750000
2015-03-23,269174610000
2015-03-24,268302240000
2015-03-25,262777230000
2015-03-26,264618900000
2015-03-27,262874160000
2015-03-30,266654430000
2015-03-31,265782060000
2015-04-01,260741700000
2015-04-02,260838630000
2015-04-06,261711000000
2015-04-07,260063189999
2015-04-08,261807930000
2015-04-09,261226350000
2015-04-10,260547840000
2015-04-13,259384680000
2015-04-14,258996960000
2015-04-15,257639939999
2015-04-16,255992130000
2015-04-17,251630280000
2015-04-20,252502650000
2015-04-21,252114930000
2015-04-22,253375020000
2015-04-23,255798270000
2015-04-24,257930730000
2015-04-27,256476780000
2015-04-28,255604410000
2015-04-29,251630280000
2015-04-30,251431260000
2015-05-01,253170600000
2015-05-04,255006570000
2015-05-05,251624520000
2015-05-06,250078440000
2015-05-07,251334630000
2015-05-08,252977340000
2015-05-11,251527890000
2015-05-12,254330160000
2015-05-13,251721150000
2015-05-14,253557120000
2015-05-15,255199830000
2015-05-18,257422320000
2015-05-19,246213240000
2015-05-20,244473900000
2015-05-21,245150310000
2015-05-22,244377270000
2015-05-26,241285110000
2015-05-27,242154780000
2015-05-28,241091850000
2015-05-29,239255880000
2015-06-01,240705330000
2015-06-02,240028920000
2015-06-03,241188480000
2015-06-04,238869360000
2015-06-05,235294050000
2015-06-08,233844600000
2015-06-09,233458080000
2015-06-10,234907530000
2015-06-11,234907530000
2015-06-12,233264820000
2015-06-15,231718740000
2015-06-16,233071560000
2015-06-17,234231120000
2015-06-18,235100789999
2015-06-19,234327750000
2015-06-22,234424380000
2015-06-23,233747970000
2015-06-24,233168190000
2015-06-25,231428850000
2015-06-26,232298520000
2015-06-29,230076030000
2015-06-30,228433320000
2015-07-01,231525480000
2015-07-02,231428850000
2015-07-06,233651340000
2015-07-07,237709800000
2015-07-08,235294050000
2015-07-09,234424380000
2015-07-10,235487310000
2015-07-13,237999690000
2015-07-14,237709800000
2015-07-15,237226650000
2015-07-16,237806430000
2015-07-17,236356980000
2015-07-20,235487310000
2015-07-21,234327750000
2015-07-22,235680570000
2015-07-23,233554710000
2015-07-24,230559180000
2015-07-27,229882770000
2015-07-28,232201890000
2015-07-29,232685039999
2015-07-30,232395150000
2015-07-31,231023700000
2015-08-03,231697800000
2015-08-04,231890399999
2015-08-05,235935000000
2015-08-06,233623800000
2015-08-07,228712500000
2015-08-10,229482899999
2015-08-11,230927400000
2015-08-12,232949700000
2015-08-13,231505200000
2015-08-14,232371900000
2015-08-17,230831100000
2015-08-18,223030800000
2015-08-19,220141800000
2015-08-20,219660300000
2015-08-21,213593400000
2015-08-24,205311600000
2015-08-25,202518900000
2015-08-26,208104300000
2015-08-27,212148900000
2015-08-28,208489500000
2015-08-31,207815399999
2015-09-01,204830100000
2015-09-02,206852400000
2015-09-03,208200600000
2015-09-04,205119000000
2015-09-08,213111900000
2015-09-09,209067300000
2015-09-10,205793100000
2015-09-11,207526500000
2015-09-14,206370900000
2015-09-15,206467200000
2015-09-16,207622800000
2015-09-17,206948700000
2015-09-18,203289300000
2015-09-21,204541200000
2015-09-22,204156000000
2015-09-23,204541200000
2015-09-24,204926400000
2015-09-25,204733800000
2015-09-28,204348600000
2015-09-29,204733800000
2015-09-30,208104300000
2015-10-01,206274600000
2015-10-02,208585800000
2015-10-05,211474800000
2015-10-06,210800700000
2015-10-07,213015600000
2015-10-08,214652700000
2015-10-09,214074900000
2015-10-12,214845300000
2015-10-13,214171200000
2015-10-14,192696300000
2015-10-15,190481400000
2015-10-16,189036900000
2015-10-19,188940600000
2015-10-20,188555399999
2015-10-21,188266500000
2015-10-22,189036900000
2015-10-23,187110900000
2015-10-26,186244200000
2015-10-27,184510800000
2015-10-28,184992300000
2015-10-29,186051600000
2015-10-30,183740399999
2015-11-02,183513600000
2015-11-03,185138460000
2015-11-04,185998680000
2015-11-05,186763320000
2015-11-06,187241220000
2015-11-09,186381000000
2015-11-10,186954480000
2015-11-11,183418020000
2015-11-12,181410840000
2015-11-13,179785980000
2015-11-16,184373820000
2015-11-17,190873260000
2015-11-18,194122980000
2015-11-19,193358340000
2015-11-20,191351160000
2015-11-23,192020220000
2015-11-24,190873260000
2015-11-25,191924639999
2015-11-27,190777680000
2015-11-30,187432380000
2015-12-01,187910280000
2015-12-02,185903100000
2015-12-03,188101440000
2015-12-04,190108620000
2015-12-07,192784860000
2015-12-08,189917460000
2015-12-09,188388180000
2015-12-10,189726300000
2015-12-11,189152820000
2015-12-14,192402540000
2015-12-15,190013040000
2015-12-16,192115800000
2015-12-17,187910280000
2015-12-18,187527960000
2015-12-21,189726300000
2015-12-22,192880440000
2015-12-23,194600880000
2015-12-24,193836240000
2015-12-28,193549500000
2015-12-29,196321320000
2015-12-30,196512480000
2015-12-31,195269940000
2016-01-04,195843420000
2016-01-05,200431260000
2016-01-06,202438440000
2016-01-07,207217440000
2016-01-08,202438440000
2016-01-11,204636780000
2016-01-12,202725180000
2016-01-13,197277120000
2016-01-14,200909160000
2016-01-15,197277120000
2016-01-19,199284300000
2016-01-20,193836240000
2016-01-21,197181540000
2016-01-22,199762200000
2016-01-25,202151700000
2016-01-26,203872139999
2016-01-27,203776560000
2016-01-28,204636780000
2016-01-29,211422960000
2016-02-01,212220000000
2016-02-02,210239280000
2016-02-03,208352880000
2016-02-04,208824480000
2016-02-05,210616559999
2016-02-08,210333600000
2016-02-09,206938080000
2016-02-10,206843760000
2016-02-11,205334640000
2016-02-12,208069920000
2016-02-16,207221040000
2016-02-17,207881280000
2016-02-18,201561840000
2016-02-19,203259600000
2016-02-22,206372160000
2016-02-23,209013120000
2016-02-24,210993840000
2016-02-25,213917760000
2016-02-26,209107440000
2016-02-29,208541520000
2016-03-01,208918800000
2016-03-02,208164240000
2016-03-03,207975600000
2016-03-04,209956320000
2016-03-07,213446160000
2016-03-08,213917760000
2016-03-09,212314320000
2016-03-10,211937040000
2016-03-11,211182480000
2016-03-14,211748400000
2016-03-15,214106400000
2016-03-16,213729120000
2016-03-17,212031360000
2016-03-18,210522240000
2016-03-21,213729120000
2016-03-22,213351840000
2016-03-23,212125680000
2016-03-24,213823440000
2016-03-28,214200720000
2016-03-29,213917760000
2016-03-30,216275760000
2016-03-31,215332559999
2016-04-01,217124640000
2016-04-04,217218960000
2016-04-05,215804160000
2016-04-06,217030320000
2016-04-07,214483680000
2016-04-08,214012080000
2016-04-11,211937040000
2016-04-12,216275760000
2016-04-13,217407600000
2016-04-14,216275760000
2016-04-15,217124640000
2016-04-18,219671280000
2016-04-19,219388320000
2016-04-20,217596240000
2016-04-21,215238240000
2016-04-22,216087120000
2016-04-25,218445120000
2016-04-26,217879200000
2016-04-27,218256480000
2016-04-28,216653040000
2016-04-29,210239280000
2016-05-02,210137310000
2016-05-03,208271909999
2016-05-04,208924800000
2016-05-05,208924800000
2016-05-06,212189250000
2016-05-09,214334460000
2016-05-10,213868110000
2016-05-11,206499780000
2016-05-12,207805560000
2016-05-13,201929550000
2016-05-16,205287270000
2016-05-17,202395900000
2016-05-18,196333350000
2016-05-19,215173890000
2016-05-20,217225830000
2016-05-23,216106590000
2016-05-24,218345070000
2016-05-25,219091230000
2016-05-26,220303740000
2016-05-27,219930659999
2016-05-31,220023930000
2016-06-01,219184500000
2016-06-02,220583550000
2016-06-03,220303740000
2016-06-06,220863360000
2016-06-07,220863360000
2016-06-08,221609520000
2016-06-09,221049900000
2016-06-10,221143170000
2016-06-13,219277770000
2016-06-14,220583550000
2016-06-15,221143170000
2016-06-16,221702790000
2016-06-17,220583550000
2016-06-20,221049900000
2016-06-21,222169140000
2016-06-22,223101840000
2016-06-23,224127810000
2016-06-24,223754730000
2016-06-27,222262409999
2016-06-28,222355680000
2016-06-29,225247050000
2016-06-30,227019180000
2016-07-01,226366290000
2016-07-05,227392260000
2016-07-06,229537470000
2016-07-07,228604770000
2016-07-08,229537470000
2016-07-11,230283630000
2016-07-12,227765340000
2016-07-13,228884580000
2016-07-14,229164390000
2016-07-15,229071120000
2016-07-18,229537470000
2016-07-19,228977850000
2016-07-20,229444200000
2016-07-21,228604770000
2016-07-22,228698040000
2016-07-25,229257659999
2016-07-26,229257659999
2016-07-27,227951880000
2016-07-28,227672070000
2016-07-29,226832640000
2016-08-01,227875530000
2016-08-02,225929460000
2016-08-03,225280770000
2016-08-04,226392810000
2016-08-05,227875530000
2016-08-08,226578150000
2016-08-09,227134170000
2016-08-10,228431550000
2016-08-11,227968200000
2016-08-12,228246210000
2016-08-15,226485480000
2016-08-16,225188100000
2016-08-17,225280770000
2016-08-18,229543590000
2016-08-19,224910090000
2016-08-22,224539410000
2016-08-23,222315330000
2016-08-24,223149359999
2016-08-25,219998580000
2016-08-26,219720570000
2016-08-29,220554600000
2016-08-30,220276590000
2016-08-31,220647270000
2016-09-01,225002760000
2016-09-02,223983390000
2016-09-06,225466109999
2016-09-07,222593340000
2016-09-08,221851980000
2016-09-09,217125810000
2016-09-12,222222660000
2016-09-13,220739940000
2016-09-14,220925280000
2016-09-15,223612710000
2016-09-16,225095430000
2016-09-19,222686010000
2016-09-20,222315330000
2016-09-21,222964020000
2016-09-22,223242030000
2016-09-23,223520040000
2016-09-26,221203290000
2016-09-27,223427370000
2016-09-28,221759310000
2016-09-29,218515859999
2016-09-30,222778680000
2016-10-03,222408000000
2016-10-04,221666640000
2016-10-05,221388630000
2016-10-06,214253040000
2016-10-07,212214300000
2016-10-10,209990220000
2016-10-11,208136820000
2016-10-12,208414830000
2016-10-13,210731580000
2016-10-14,211472940000
2016-10-17,210731580000
2016-10-18,212770320000
2016-10-19,212770320000
2016-10-20,212306970000
2016-10-21,211102260000
2016-10-24,213697020000
2016-10-25,214253040000
2016-10-26,214994400000
2016-10-27,215735760000
2016-10-28,216199109999
2016-10-31,214611300000
2016-11-01,212404500000
2016-11-02,212864250000
2016-11-03,213415950000
2016-11-04,211944750000
2016-11-07,213875700000
2016-11-08,213875700000
2016-11-09,217921500000
2016-11-10,218841000000
2016-11-11,218289300000
2016-11-14,216082500000
2016-11-15,218932950000
2016-11-16,218841000000
2016-11-17,212036700000
2016-11-18,210105750000
2016-11-21,212588400000
2016-11-22,214887150000
2016-11-23,217093950000
2016-11-25,218289300000
2016-11-28,218197350000
2016-11-29,218749050000
2016-11-30,215898600000
2016-12-01,216634200000
2016-12-02,217277850000
2016-12-05,214335450000
2016-12-06,215622750000
2016-12-07,216358350000
2016-12-08,215622750000
2016-12-09,214795200000
2016-12-12,219668550000
2016-12-13,220036350000
2016-12-14,218657100000
2016-12-15,217829550000
2016-12-16,217553700000
2016-12-19,219392700000
2016-12-20,220128300000
2016-12-21,218381250000
2016-12-22,213324000000
2016-12-23,213140100000
2016-12-27,213599850000
2016-12-28,212404500000
2016-12-29,212312550000
2016-12-30,211852800000
2017-01-03,210473550000
2017-01-04,211668900000
2017-01-05,212128650000
2017-01-06,209186250000
2017-01-09,210565500000
2017-01-10,209094300000
2017-01-11,210013800000
2017-01-12,208358700000
2017-01-13,205784100000
2017-01-17,209737950000
2017-01-18,208726500000
2017-01-19,207255300000
2017-01-20,205876050000
2017-01-23,204312900000
2017-01-24,206611650000
2017-01-25,205048500000
2017-01-26,204496800000
2017-01-27,201278550000
2017-01-30,203577300000
2017-01-31,202586250000
2017-02-01,201038399999
2017-02-02,202404150000
2017-02-03,201857850000
2017-02-06,201493650000
2017-02-07,203041500000
2017-02-08,205773000000
2017-02-09,209688150000
2017-02-10,206410350000
2017-02-13,205681950000
2017-02-14,208413450000
2017-02-15,208504500000
2017-02-16,209050800000
2017-02-17,210507600000
2017-02-21,216881100000
2017-02-22,217609500000
2017-02-23,216425850000
2017-02-24,219703650000
2017-02-27,217700550000
2017-02-28,215242200000
2017-03-01,213785400000
2017-03-02,214786950000
2017-03-03,212510700000
2017-03-06,212055450000
2017-03-07,212055450000
2017-03-08,211873350000
2017-03-09,212055450000
2017-03-10,212783850000
2017-03-13,212328600000
2017-03-14,214604850000
2017-03-15,214240650000
2017-03-16,213785400000
2017-03-17,212146500000
2017-03-20,212419649999
2017-03-21,212146500000
2017-03-22,213239100000
2017-03-23,212055450000
2017-03-24,211236000000
2017-03-27,211418100000
2017-03-28,213421200000
2017-03-29,214695899999
2017-03-30,217245300000
2017-03-31,218793150000
2017-04-03,217973700000
2017-04-04,218520000000
2017-04-05,217427400000
2017-04-06,216790050000
2017-04-07,221251500000
2017-04-10,221706750000
2017-04-11,222890400000
2017-04-12,222890400000
2017-04-13,221979900000
2017-04-17,223072500000
2017-04-18,224256150000
2017-04-19,224802450000
2017-04-20,226987650000
2017-04-21,227442900000
2017-04-24,226987650000
2017-04-25,227807100000
2017-04-26,228899700000
2017-04-27,228990750000
2017-04-28,228171300000
2017-05-01,226321919999
2017-05-02,227134080000
2017-05-03,227856000000
2017-05-04,229660800000
2017-05-05,230112000000
2017-05-08,228938880000
2017-05-09,230743680000
2017-05-10,230743680000
2017-05-11,229029120000
2017-05-12,227765760000
2017-05-15,229480320000
2017-05-16,225960960000
2017-05-17,225960960000
2017-05-18,233270400000
2017-05-19,236970240000
2017-05-22,236248320000
2017-05-23,236067840000
2017-05-24,235075200000
2017-05-25,235526400000
2017-05-26,234984960000
2017-05-30,235075200000
2017-05-31,236428800000
2017-06-01,240038400000
2017-06-02,239496960000
2017-06-05,241392000000
2017-06-06,237421440000
2017-06-07,238053120000
2017-06-08,237421440000
2017-06-09,238865280000
2017-06-12,238323840000
2017-06-13,239226240000
2017-06-14,240309120000
2017-06-15,237331200000
2017-06-16,226321919999
2017-06-19,227134080000
2017-06-20,227224320000
2017-06-21,229299840000
2017-06-22,227134080000
2017-06-23,225148800000
2017-06-26,227134080000
2017-06-27,228668160000
2017-06-28,230112000000
2017-06-29,228397440000
2017-06-30,227675520000
2017-07-03,226682880000
2017-07-05,226592640000
2017-07-06,227043840000
2017-07-07,226592640000
2017-07-10,220275840000
2017-07-11,220997760000
2017-07-12,222441600000
2017-07-13,225780480000
2017-07-14,229660800000
2017-07-17,229751040000
2017-07-18,229209600000
2017-07-19,228216960000
2017-07-20,228668160000
2017-07-21,229029120000
2017-07-24,231285120000
2017-07-25,236158080000
2017-07-26,237331200000
2017-07-27,239948160000
2017-07-28,240038400000
2017-07-31,238420380000
2017-08-01,239940690000
2017-08-02,240030120000
2017-08-03,241103280000
2017-08-04,239940690000
2017-08-07,242265870000
2017-08-08,243249600000
2017-08-09,243249600000
2017-08-10,240477270000
2017-08-11,239672400000
2017-08-14,240566700000
2017-08-15,240745560000
2017-08-16,241371570000
2017-08-17,237615510000
2017-08-18,236452920000
2017-08-21,237615510000
2017-08-22,238509810000
2017-08-23,238330950000
2017-08-24,233501730000
2017-08-25,234396030000
2017-08-28,232607430000
2017-08-29,234843180000
2017-08-30,234127740000
2017-08-31,232696860000
2017-09-01,233591160000
2017-09-05,237883800000
2017-09-06,238688670000
2017-09-07,238867530000
2017-09-08,235111470000
2017-09-11,235737480000
2017-09-12,237347220000
2017-09-13,238062660000
2017-09-14,237526080000
2017-09-15,239582970000
2017-09-18,238509810000
2017-09-19,238599240000
2017-09-20,239940690000
2017-09-21,238509810000
2017-09-22,237078930000
2017-09-25,235916340000
2017-09-26,236631780000
2017-09-27,236363490000
2017-09-28,235379760000
2017-09-29,232965150000
2017-10-02,233859450000
2017-10-03,236184630000
2017-10-04,235737480000
2017-10-05,236721210000
2017-10-06,235469190000
2017-10-09,240030120000
2017-10-10,250761720000
2017-10-11,255590940000
2017-10-12,256664100000
2017-10-13,258184410000
2017-10-16,255590940000
2017-10-17,256306380000
2017-10-18,257021820000
2017-10-19,257558400000
2017-10-20,260688450000
2017-10-23,264265650000
2017-10-24,262298190000
2017-10-25,263729070000
2017-10-26,264176220000
2017-10-27,262834770000
2017-10-30,259168140000
2017-10-31,258320700000
2017-11-01,260184870000
2017-11-02,262759200000
2017-11-03,265333530000
2017-11-06,262492890000
2017-11-07,263203050000
2017-11-08,267108930000
2017-11-09,267197700000
2017-11-10,269061870000
2017-11-13,269239410000
2017-11-14,269505720000
2017-11-15,265777380000
2017-11-16,294805170000
2017-11-17,288413730000
2017-11-20,288413730000
2017-11-21,285573090000
2017-11-22,285306780000
2017-11-24,285928170000
2017-11-27,285928170000
2017-11-28,286372020000
2017-11-29,288680040000
2017-11-30,287703570000
2017-12-01,288058650000
2017-12-04,287082180000
2017-12-05,289478970000
2017-12-06,287881110000
2017-12-07,286372020000
2017-12-08,285661860000
2017-12-11,286815870000
2017-12-12,286105710000
2017-12-13,289301430000
2017-12-14,287437260000
2017-12-15,287348490000
2017-12-18,289656510000
2017-12-19,292319610000
2017-12-20,292230840000
2017-12-21,290189130000
2017-12-22,290632980000
2017-12-26,293384850000
2017-12-27,293739930000
2017-12-28,294095010000
2017-12-29,292230840000
2018-01-02,291698220000
2018-01-03,294272550000
2018-01-04,294538860000
2018-01-05,296314260000
2018-01-08,300663990000
2018-01-09,297024420000
2018-01-10,294893940000
2018-01-11,295959180000
2018-01-12,298444740000
2018-01-16,297912120000
2018-01-17,303859710000
2018-01-18,308653290000
2018-01-19,309452220000
2018-01-22,312026550000
2018-01-23,313358100000
2018-01-24,313003020000
2018-01-25,315399810000
2018-01-26,320726010000
2018-01-29,324188040000
2018-01-30,318773070000
2018-01-31,314440500000
2018-02-01,311254500000
2018-02-02,308245500000
2018-02-05,295236000000
2018-02-06,297625500000
2018-02-07,303378000000
2018-02-08,295059000000
2018-02-09,293112000000
2018-02-12,293643000000
2018-02-13,297891000000
2018-02-14,300015000000
2018-02-15,304528500000
2018-02-16,309130500000
2018-02-20,277624500000
2018-02-21,270013500000
2018-02-22,273642000000
2018-02-23,273996000000
2018-02-26,274704000000
2018-02-27,270013500000
2018-02-28,265500000000
2018-03-01,262756500000
2018-03-02,261871500000
2018-03-05,265411500000
2018-03-06,262756500000
2018-03-07,258862500000
2018-03-08,259393500000
2018-03-09,261694500000
2018-03-12,259836000000
2018-03-13,260455500000
2018-03-14,258597000000
2018-03-15,258154500000
2018-03-16,263022000000
2018-03-19,257977500000
2018-03-20,259482000000
2018-03-21,260101500000
2018-03-22,257092500000
2018-03-23,251959500000
2018-03-26,258154500000
2018-03-27,253818000000
2018-03-28,258951000000
2018-03-29,262491000000
2018-04-02,252402000000
2018-04-03,256030500000
2018-04-04,257269500000
2018-04-05,259039500000
2018-04-06,255765000000
2018-04-09,254526000000
2018-04-10,255057000000
2018-04-11,253464000000
2018-04-12,252048000000
2018-04-13,253729500000
2018-04-16,256207500000
2018-04-17,259305000000
2018-04-18,258331500000
2018-04-19,259305000000
2018-04-20,256561500000
2018-04-23,253995000000
2018-04-24,255234000000
2018-04-25,257181000000
2018-04-26,259393500000
2018-04-27,257535000000
2018-04-30,260632620000
2018-05-01,257539320000
2018-05-02,254357640000
2018-05-03,254004120000
2018-05-04,257892840000
2018-05-07,251794620000
2018-05-08,252590040000
2018-05-09,244724220000
2018-05-10,243575280000
2018-05-11,245608020000
2018-05-14,248612940000
2018-05-15,248966460000
2018-05-16,253738980000
2018-05-17,248878080000
2018-05-18,246403440000
2018-05-21,248966460000
2018-05-22,245608020000
2018-05-23,244547460000
2018-05-24,244105560000
2018-05-25,242956620000
2018-05-29,242779860000
2018-05-30,247817520000
2018-05-31,243133380000
2018-06-01,244459080000
2018-06-04,251617860000
2018-06-05,249319980000
2018-06-06,249143220000
2018-06-07,250292160000
2018-06-08,248524560000
2018-06-11,248347800000
2018-06-12,247729140000
2018-06-13,247729140000
2018-06-14,246845340000
2018-06-15,246580200000
2018-06-18,244547460000
2018-06-19,246315060000
2018-06-20,246315060000
2018-06-21,248082660000
2018-06-22,249850260000
2018-06-25,254711160000
2018-06-26,253297080000
2018-06-27,255948480000
2018-06-28,252943560000
2018-06-29,252324900000
2018-07-02,247464000000
2018-07-03,248789700000
2018-07-05,249143220000
2018-07-06,248966460000
2018-07-09,253120320000
2018-07-10,256920660000
2018-07-11,254887920000
2018-07-12,254887920000
2018-07-13,258334740000
2018-07-16,258157980000
