,PPG
2023-03-03,32413068000
2023-03-06,31512311999
2023-03-07,30868578000
2023-03-08,30939318000
2023-03-09,30040920000
2023-03-10,29710800000
2023-03-13,29406618000
2023-03-14,30455928000
2023-03-15,29576394000
2023-03-16,29840490000
2023-03-17,28883142000
2023-03-20,29548098000
2023-03-21,29852280000
2023-03-22,29147238000
2023-03-23,29123658000
2023-03-24,29578752000
2023-03-27,29710800000
2023-03-28,29762676000
2023-03-29,30238992000
2023-03-30,30613914000
2023-03-31,31524880000
2023-04-03,33049440000
2023-04-04,32643520000
2023-04-05,32792199999
2023-04-06,32584520000
2023-04-10,32648240000
2023-04-11,32874800000
2023-04-12,32570359999
2023-04-13,32872440000
2023-04-14,32667119999
2023-04-17,33259480000
2023-04-18,33419960000
2023-04-19,33169800000
2023-04-20,33382199999
2023-04-21,33507279999
2023-04-24,33738560000
2023-04-25,33141480000
2023-04-26,32483039999
2023-04-27,32787480000
2023-04-28,33101359999
2023-05-01,32983359999
2023-05-02,32945600000
2023-05-03,32648240000
2023-05-04,31978000000
2023-05-05,32575080000
2023-05-08,32728480000
2023-05-09,32365039999
2023-05-10,32298960000
2023-05-11,32388640000
2023-05-12,32591600000
2023-05-15,33188680000
2023-05-16,32881880000
2023-05-17,33608760000
2023-05-18,33646520000
2023-05-19,33606400000
2023-05-22,33200480000
2023-05-23,32303680000
2023-05-24,31484760000
2023-05-25,31397440000
2023-05-26,31560279999
2023-05-30,31706600000
2023-05-31,30984440000
2023-06-01,31855279999
2023-06-02,32940880000
2023-06-05,32549119999
2023-06-06,32855920000
2023-06-07,33476600000
2023-06-08,33316119999
2023-06-09,32962119999
2023-06-12,33037640000
2023-06-13,33351520000
2023-06-14,33205199999
2023-06-15,33339720000
2023-06-16,33766880000
2023-06-20,33521440000
2023-06-21,33592240000
2023-06-22,33221720000
2023-06-23,32778039999
2023-06-26,33294880000
2023-06-27,34085480000
2023-06-28,33818800000
2023-06-29,34307320000
2023-06-30,35028460000
2023-07-03,35210334000
2023-07-05,34527716000
2023-07-06,34303325999
2023-07-07,34667074000
2023-07-10,34933980000
2023-07-11,35569358000
2023-07-12,35824454000
2023-07-13,35786662000
2023-07-14,35368588000
2023-07-17,35713440000
2023-07-18,35753594000
2023-07-19,35491412000
2023-07-20,35363864000
2023-07-21,35276470000
2023-07-24,34454494000
2023-07-25,34723762000
2023-07-26,34527716000
2023-07-27,34201760000
2023-07-28,34345842000
2023-07-31,33989180000
2023-08-01,34378910000
2023-08-02,33486074000
2023-08-03,33134136000
2023-08-04,33202634000
2023-08-07,33838011999
2023-08-08,33854546000
2023-08-09,32935728000
2023-08-10,32938089999
2023-08-11,32274367999
2023-08-14,32980606000
2023-08-15,32801094000
2023-08-16,32510567999
2023-08-17,32612134000
2023-08-18,32956986000
2023-08-21,32737320000
2023-08-22,32680632000
2023-08-23,32560170000
2023-08-24,32418450000
2023-08-25,32682994000
2023-08-28,32791646000
2023-08-29,33294752000
2023-08-30,33549848000
2023-08-31,33483711999
2023-09-01,33542761999
2023-09-05,32234214000
2023-09-06,32371210000
2023-09-07,32165716000
2023-09-08,32052339999
2023-09-11,32205870000
2023-09-12,31613008000
2023-09-13,31414600000
2023-09-14,31742917999
2023-09-15,31603560000
2023-09-18,31294138000
2023-09-19,31228002000
2023-09-20,30894960000
2023-09-21,30302098000
2023-09-22,30736706000
2023-09-25,31190210000
2023-09-26,30377682000
2023-09-27,30240686000
2023-09-28,30838272000
2023-09-29,30658760000
2023-10-02,30557194000
2023-10-03,30387130000
2023-10-04,31466564000
2023-10-05,31020146000
2023-10-06,31445306000
2023-10-09,30413111999
2023-10-10,30772136000
2023-10-11,31301224000
2023-10-12,30720172000
2023-10-13,30342252000
2023-10-16,30788670000
2023-10-17,31048489999
2023-10-18,30181636000
2023-10-19,29369108000
2023-10-20,29458864000
2023-10-23,29215578000
2023-10-24,29017170000
2023-10-25,28693576000
2023-10-26,28818762000
2023-10-27,28514064000
2023-10-30,28773884000
2023-10-31,28998274000
2023-11-01,29045514000
2023-11-02,29506104000
2023-11-03,30306822000
2023-11-06,30174550000
2023-11-07,30188722000
2023-11-08,30599710000
2023-11-09,30084794000
2023-11-10,30424922000
2023-11-13,30535936000
2023-11-14,31535061999
2023-11-15,31561044000
2023-11-16,31924792000
2023-11-17,32092494000
2023-11-20,32019272000
2023-11-21,32260196000
2023-11-22,32274367999
2023-11-24,32229489999
2023-11-27,32427898000
2023-11-28,32614496000
2023-11-29,32961710000
2023-11-30,33538038000
2023-12-01,33925406000
2023-12-04,33812030000
2023-12-05,33693930000
2023-12-06,33705739999
2023-12-07,34244275999
2023-12-08,34008075999
2023-12-11,34447408000
2023-12-12,34336394000
2023-12-13,34832414000
2023-12-14,35229230000
2023-12-15,35118216000
2023-12-18,35134750000
2023-12-19,35314262000
2023-12-20,34560784000
2023-12-21,34898550000
2023-12-22,35134750000
2023-12-26,35356778000
2023-12-27,35467792000
2023-12-28,35519756000
2023-12-29,35323710000
2024-01-02,34699168000
2024-01-03,34308072000
2024-01-04,34140796000
2024-01-05,34383464000
2024-01-08,34725084000
2024-01-09,34451788000
2024-01-10,34701524000
2024-01-11,34489484000
2024-01-12,34291580000
2024-01-16,33869855999
2024-01-17,33709648000
2024-01-18,34150219999
2024-01-19,33311483999
2024-01-22,33488183999
2024-01-23,33558864000
2024-01-24,33226668000
2024-01-25,33641324000
2024-01-26,33700224000
2024-01-29,33657816000
2024-01-30,33707292000
2024-01-31,33229024000
2024-02-01,33337400000
2024-02-02,33005204000
2024-02-05,32411492000
2024-02-06,32958083999
2024-02-07,32835572000
2024-02-08,32661228000
2024-02-09,32885048000
2024-02-12,33196040000
2024-02-13,32687144000
2024-02-14,33007560000
2024-02-15,33554151999
2024-02-16,33433996000
2024-02-20,33257296000
2024-02-21,33608340000
2024-02-22,33780328000
2024-02-23,34013572000
2024-02-26,33535304000
2024-02-27,33198396000
2024-02-28,33097087999
2024-02-29,33360960000
2024-03-01,32870912000
2024-03-04,32800232000
2024-03-05,32698924000
2024-03-06,33012272000
2024-03-07,33196040000
2024-03-08,33155987999
2024-03-11,33573000000
2024-03-12,33292636000
2024-03-13,33426928000
2024-03-14,32738976000
2024-03-15,32479816000
2024-03-18,32764892000
2024-03-19,33360960000
2024-03-20,33516455999
2024-03-21,33834516000
2024-03-22,33587136000
2024-03-25,33254940000
2024-03-26,33412792000
2024-03-27,34053624000
2024-03-28,34138440000
2024-04-01,33780328000
2024-04-02,33375096000
2024-04-03,33391587999
2024-04-04,32929812000
2024-04-05,32757824000
2024-04-08,32962796000
2024-04-09,33502319999
2024-04-10,32449187999
2024-04-11,32418560000
2024-04-12,31671708000
2024-04-15,31810712000
2024-04-16,31454955999
2024-04-17,31796576000
2024-04-18,31831916000
2024-04-19,30840040000
2024-04-22,30901296000
2024-04-23,30729308000
2024-04-24,30750512000
2024-04-25,30446587999
2024-04-26,30665696000
2024-04-29,30802344000
2024-04-30,30392400000
2024-05-01,30851819999
2024-05-02,31158100000
2024-05-03,31315951999
2024-05-06,31344224000
2024-05-07,31619876000
2024-05-08,31436108000
2024-05-09,31652860000
2024-05-10,31883748000
2024-05-13,31980344000
2024-05-14,31895528000
2024-05-15,31815424000
2024-05-16,31754168000
2024-05-17,31674064000
2024-05-20,31516212000
2024-05-21,31506787999
2024-05-22,31735319999
2024-05-23,30868312000
2024-05-24,30962551999
2024-05-28,30533760000
2024-05-29,29956540000
2024-05-30,30420672000
2024-05-31,30960196000
2024-06-03,31019096000
2024-06-04,31023808000
2024-06-05,31384276000
2024-06-06,30774072000
2024-06-07,30253396000
2024-06-10,30265176000
2024-06-11,30526692000
2024-06-12,30724596000
2024-06-13,30578524000
2024-06-14,29996592000
2024-06-17,30220412000
2024-06-18,30123816000
2024-06-20,30265176000
2024-06-21,30295804000
2024-06-24,30192140000
2024-06-25,29501832000
2024-06-26,29508900000
2024-06-27,29426440000
2024-06-28,29659684000
2024-07-01,29209688000
2024-07-02,29421728000
2024-07-03,29419372000
2024-07-05,29504188000
2024-07-08,29921200000
2024-07-09,29511256000
2024-07-10,29836384000
2024-07-11,30559676000
2024-07-12,30774072000
2024-07-15,30835328000
2024-07-16,31242434999
2024-07-17,31366719999
2024-07-18,30885995000
2024-07-19,30025380000
2024-07-22,30102765000
2024-07-23,29715840000
2024-07-24,29368780000
2024-07-25,29532930000
2024-07-26,29910475000
2024-07-29,29955030000
2024-07-30,29830745000
2024-07-31,29776810000
2024-08-01,29518860000
2024-08-02,28951370000
2024-08-05,27996955000
2024-08-06,27919570000
2024-08-07,27746040000
2024-08-08,27959435000
2024-08-09,27961780000
