,PPG
2004-08-23,10112035402
2004-08-24,10239079650
2004-08-25,10328353986
2004-08-26,10352389384
2004-08-27,10283716818
2004-08-30,10235646021
2004-08-31,10263115048
2004-09-01,10208176995
2004-09-02,10441663721
2004-09-03,10417628322
2004-09-07,10441663721
2004-09-08,10331787614
2004-09-09,10304318588
2004-09-10,10294017703
2004-09-13,10331787614
2004-09-14,10235646021
2004-09-15,10208176995
2004-09-16,10266548676
2004-09-17,10208176995
2004-09-20,10191008853
2004-09-21,10218477880
2004-09-22,10129203544
2004-09-23,10070831862
2004-09-24,10242513278
2004-09-27,10211610623
2004-09-28,10372991154
2004-09-29,10520637172
2004-09-30,10476933961
2004-10-01,10610289191
2004-10-04,10637644110
2004-10-05,10565837448
2004-10-06,10637644110
2004-10-07,10497450150
2004-10-08,10422224123
2004-10-11,10439320948
2004-10-12,10370933650
2004-10-13,10073448907
2004-10-14,10244417150
2004-10-15,10350417461
2004-10-18,10350417461
2004-10-19,10172610488
2004-10-20,10261513974
2004-10-21,10285449528
2004-10-22,10282030164
2004-10-25,10418804758
2004-10-26,10586353637
2004-10-27,10750483151
2004-10-28,10675257124
2004-10-29,10900935205
2004-11-01,10883838381
2004-11-02,10883838381
2004-11-03,11047967894
2004-11-04,11297581530
2004-11-05,11253129787
2004-11-08,11218936138
2004-11-09,11335194544
2004-11-10,11283904071
2004-11-11,11413839936
2004-11-12,11451452949
2004-11-15,11434356125
2004-11-16,11362549463
2004-11-17,11430936760
2004-11-18,11509582152
2004-11-19,11454872314
2004-11-22,11523259611
2004-11-23,11468549773
2004-11-24,11523259611
2004-11-26,11615582463
2004-11-29,11625840558
2004-11-30,11536937071
2004-12-01,11721582774
2004-12-02,11625840558
2004-12-03,11560872625
2004-12-06,11588227544
2004-12-07,11270226611
2004-12-08,11287323435
2004-12-09,11249710422
2004-12-10,11126613286
2004-12-13,11342033273
2004-12-14,11482227233
2004-12-15,11543775801
2004-12-16,11482227233
2004-12-17,11352291368
2004-12-20,11437775490
2004-12-21,11625840558
2004-12-22,11622421193
2004-12-23,11622421193
2004-12-27,11577969449
2004-12-28,11653195476
2004-12-29,11629259922
2004-12-30,11646356747
2004-12-31,11773090893
2005-01-03,11617636348
2005-01-04,11355090894
2005-01-05,11192727258
2005-01-06,11351636348
2005-01-07,11406909075
2005-01-10,11375818166
2005-01-11,11279090894
2005-01-12,11413818166
2005-01-13,11382727257
2005-01-14,11420727257
2005-01-18,11434545439
2005-01-19,11489818166
2005-01-20,11475999984
2005-01-21,11551999984
2005-01-24,11496727257
2005-01-25,11655636348
2005-01-26,11717818166
2005-01-27,11731636348
2005-01-28,11724727257
2005-01-31,11880181802
2005-02-01,11945818166
2005-02-02,12025272711
2005-02-03,11994181802
2005-02-04,12149636347
2005-02-07,12229090893
2005-02-08,12277454529
2005-02-09,12159999984
2005-02-10,12253272711
2005-02-11,12322363620
2005-02-14,12325818165
2005-02-15,12450181801
2005-02-16,12415636347
2005-02-17,12318909074
2005-02-18,12346545438
2005-02-22,12128909074
2005-02-23,12370727256
2005-02-24,12422545438
2005-02-25,12598727256
2005-02-28,12425999983
2005-03-01,12512363619
2005-03-02,12432909074
2005-03-03,12495090892
2005-03-04,12685090892
2005-03-07,12691999983
2005-03-08,12747272710
2005-03-09,12723090892
2005-03-10,12643636347
2005-03-11,12598727256
2005-03-14,12664363619
2005-03-15,12612545437
2005-03-16,12408727256
2005-03-17,12470909074
2005-03-18,12387999983
2005-03-21,12339636347
2005-03-22,12339636347
2005-03-23,12180727256
2005-03-24,12229090893
2005-03-28,12197999983
2005-03-29,11997636347
2005-03-30,12263636347
2005-03-31,12237866658
2005-04-01,12049644436
2005-04-04,12131777769
2005-04-05,12145466658
2005-04-06,12231022214
2005-04-07,12261822214
2005-04-08,11991466658
2005-04-11,11834044436
2005-04-12,11960666658
2005-04-13,11686888881
2005-04-14,11392577770
2005-04-15,11118799992
2005-04-18,11194088881
2005-04-19,11406266659
2005-04-20,11252266659
2005-04-21,11539733325
2005-04-22,11567111103
2005-04-25,11710844436
2005-04-26,11372044437
2005-04-27,11337822214
2005-04-28,11313866659
2005-04-29,11560266659
2005-05-02,11635555548
2005-05-03,11659511103
2005-05-04,11803244436
2005-05-05,11792977770
2005-05-06,11789555547
2005-05-09,11734799992
2005-05-10,11526044436
2005-05-11,11478133325
2005-05-12,11166711103
2005-05-13,11036666659
2005-05-16,11094844437
2005-05-17,11283066659
2005-05-18,11508933325
2005-05-19,11389155548
2005-05-20,11310444437
2005-05-23,11474711103
2005-05-24,11430222214
2005-05-25,11289911103
2005-05-26,11310444437
2005-05-27,11283066659
2005-05-31,11190666659
2005-06-01,11382311103
2005-06-02,11324133325
2005-06-03,11194088881
2005-06-06,11187244437
2005-06-07,11176977770
2005-06-08,11156444437
2005-06-09,11094844437
2005-06-10,11146177770
2005-06-13,11173555548
2005-06-14,11187244437
2005-06-15,11248844437
2005-06-16,11461022214
2005-06-17,11395999992
2005-06-20,11259111103
2005-06-21,11190666659
2005-06-22,11166711103
2005-06-23,10961377770
2005-06-24,10776577770
2005-06-27,10807377770
2005-06-28,10971644437
2005-06-29,10920311104
2005-06-30,10594967754
2005-07-01,10635483883
2005-07-05,10625354851
2005-07-06,10513935496
2005-07-07,10466666679
2005-07-08,10648989259
2005-07-11,10885333346
2005-07-12,10844817217
2005-07-13,10753655926
2005-07-14,10834688184
2005-07-15,10831311840
2005-07-18,10777290335
2005-07-19,10919096787
2005-07-20,11101419367
2005-07-21,10875204313
2005-07-22,11071032271
2005-07-25,10946107539
2005-07-26,10854946249
2005-07-27,11047397862
2005-07-28,11175698937
2005-07-29,10976494636
2005-08-01,10986623668
2005-08-02,11125053776
2005-08-03,11209462378
2005-08-04,10986623668
2005-08-05,10915720442
2005-08-08,10875204313
2005-08-09,10922473131
2005-08-10,10898838722
2005-08-11,11077784959
2005-08-12,10902215066
2005-08-15,10939354851
2005-08-16,10719892485
2005-08-17,10719892485
2005-08-18,10659118292
2005-08-19,10824559152
2005-08-22,10807677432
2005-08-23,10746903238
2005-08-24,10665870980
2005-08-25,10594967754
2005-08-26,10540946248
2005-08-29,10625354851
2005-08-30,10564580657
2005-08-31,10632107539
2005-09-01,10618602163
2005-09-02,10621978507
2005-09-06,10611849474
2005-09-07,10645612915
2005-09-08,10618602163
2005-09-09,10594967754
2005-09-12,10635483883
2005-09-13,10486924743
2005-09-14,10449784958
2005-09-15,10382258076
2005-09-16,10493677431
2005-09-19,10432903238
2005-09-20,10189806463
2005-09-21,9983849474
2005-09-22,9993978506
2005-09-23,10054752700
2005-09-26,9953462377
2005-09-27,9875806463
2005-09-28,9781268828
2005-09-29,9875806463
2005-09-30,9810018031
2005-10-03,9640936950
2005-10-04,9514954968
2005-10-05,9369081094
2005-10-06,9306090103
2005-10-07,9498378391
2005-10-10,9359135148
2005-10-11,9276252265
2005-10-12,9276252265
2005-10-13,9316036049
2005-10-14,9425441454
2005-10-17,9448648662
2005-10-18,9382342355
2005-10-19,9458594607
2005-10-20,9574630644
2005-10-21,9660828842
2005-10-24,9803387401
2005-10-25,9614414428
2005-10-26,9664144157
2005-10-27,9601153166
2005-10-28,9846486500
2005-10-31,9942630644
2005-11-01,9932684698
2005-11-02,10038774788
2005-11-03,9939315329
2005-11-04,9912792806
2005-11-07,9949261275
2005-11-08,9803387401
2005-11-09,9796756770
2005-11-10,9985729743
2005-11-11,9979099113
2005-11-14,10022198212
2005-11-15,10045405419
2005-11-16,9945945960
2005-11-17,10015567581
2005-11-18,10098450464
2005-11-21,10231063077
2005-11-22,10294054068
2005-11-23,10237693708
2005-11-25,10144864879
2005-11-28,10068612626
2005-11-29,10178018032
2005-11-30,10068612626
2005-12-01,10178018032
2005-12-02,10085189203
2005-12-05,9972468482
2005-12-06,9992360374
2005-12-07,9906162176
2005-12-08,9839855869
2005-12-09,9670774788
2005-12-12,9587891905
2005-12-13,9581261274
2005-12-14,9425441454
2005-12-15,9385657670
2005-12-16,9392288301
2005-12-19,9475171184
2005-12-20,9422126139
2005-12-21,9461909923
2005-12-22,9571315328
2005-12-23,9611099112
2005-12-27,9574630644
2005-12-28,9577945959
2005-12-29,9594522536
2005-12-30,9597837851
2006-01-03,9614414428
2006-01-04,9750342356
2006-01-05,9780180194
2006-01-06,9896216230
2006-01-09,9989045059
2006-01-10,9892900914
2006-01-11,9849801815
2006-01-12,9693981995
2006-01-13,9693981995
2006-01-17,9630991004
2006-01-18,9551423436
2006-01-19,9627675689
2006-01-20,9451963977
2006-01-23,9650882896
2006-01-24,9737081094
2006-01-25,9783495509
2006-01-26,9839855869
2006-01-27,9859747761
2006-01-30,9823279293
2006-01-31,9863063077
2006-02-01,9790126139
2006-02-02,9614414428
2006-02-03,9528216229
2006-02-06,9508324337
2006-02-07,9435387400
2006-02-08,9498378391
2006-02-09,9574630644
2006-02-10,9597837851
2006-02-13,9654198211
2006-02-14,9972468482
2006-02-15,9886270284
2006-02-16,9975783797
2006-02-17,9959207221
2006-02-21,9892900914
2006-02-22,9896216230
2006-02-23,9849801815
2006-02-24,9853117131
2006-02-27,9989045059
2006-02-28,10052036050
2006-03-01,10280792807
2006-03-02,10310630645
2006-03-03,10320576591
2006-03-06,10317261275
2006-03-07,10241009023
2006-03-08,10174702717
2006-03-09,10095135149
2006-03-10,10164756771
2006-03-13,10194594609
2006-03-14,10317261275
2006-03-15,10509549564
2006-03-16,10602378393
2006-03-17,10496288303
2006-03-20,10489657672
2006-03-21,10469765780
2006-03-22,10466450465
2006-03-23,10433297312
2006-03-24,10466450465
2006-03-27,10357045059
2006-03-28,10390198212
2006-03-29,10492972987
2006-03-30,10469765780
2006-03-31,10494201191
2006-04-03,10573727818
2006-04-04,10683076931
2006-04-05,10706272197
2006-04-06,10663195274
2006-04-07,10467692315
2006-04-10,10437869830
2006-04-11,10374911250
2006-04-12,10487573972
2006-04-13,10500828410
2006-04-17,10517396457
2006-04-18,10454437877
2006-04-19,10464378706
2006-04-20,10911715984
2006-04-21,11034319535
2006-04-24,11050887582
2006-04-25,11113846162
2006-04-26,11163550304
2006-04-27,11150295866
2006-04-28,11120473381
2006-05-01,11133727819
2006-05-02,11249704150
2006-05-03,11322603558
2006-05-04,11276213026
2006-05-05,11312662730
2006-05-08,11299408292
2006-05-09,11315976340
2006-05-10,11345798825
2006-05-11,11325917168
2006-05-12,11150295866
2006-05-15,11044260363
2006-05-16,11110532552
2006-05-17,10901775156
2006-05-18,10805680481
2006-05-19,10842130185
2006-05-22,10656568055
2006-05-23,10666508883
2006-05-24,10669822493
2006-05-25,10702958588
2006-05-26,10759289949
2006-05-30,10596923085
2006-05-31,10659881664
2006-06-01,10762603558
2006-06-02,10802366872
2006-06-05,10630059179
2006-06-06,10689704150
2006-06-07,10606863913
2006-06-08,10630059179
2006-06-09,10573727818
2006-06-12,10507455629
2006-06-13,10394792907
2006-06-14,10504142019
2006-06-15,10795739653
2006-06-16,10726153854
2006-06-19,10454437877
2006-06-20,10441183439
2006-06-21,10517396457
2006-06-22,10600236694
2006-06-23,10640000008
2006-06-26,10795739653
2006-06-27,10537278114
2006-06-28,10547218943
2006-06-29,10818934919
2006-06-30,10999999989
2006-07-03,11053333322
2006-07-05,10973333322
2006-07-06,10896666655
2006-07-07,10843333322
2006-07-10,11079999988
2006-07-11,11096666655
2006-07-12,10936666655
2006-07-13,10563333322
2006-07-14,10513333322
2006-07-17,10549999989
2006-07-18,10579999989
2006-07-19,10883333322
2006-07-20,10699999989
2006-07-21,10333333323
2006-07-24,10503333322
2006-07-25,10559999989
2006-07-26,10433333322
2006-07-27,10216666656
2006-07-28,10336666656
2006-07-31,10256666656
2006-08-01,10189999989
2006-08-02,10333333323
2006-08-03,10433333322
2006-08-04,10433333322
2006-08-07,10469999989
2006-08-08,10333333323
2006-08-09,10293333323
2006-08-10,10329999989
2006-08-11,10219999989
2006-08-14,10323333323
2006-08-15,10539999989
2006-08-16,10766666655
2006-08-17,10626666656
2006-08-18,10613333322
2006-08-21,10623333322
2006-08-22,10556666656
2006-08-23,10509999989
2006-08-24,10459999989
2006-08-25,10426666656
2006-08-28,10489999989
2006-08-29,10503333322
2006-08-30,10499999989
2006-08-31,10559999989
2006-09-01,10726666655
2006-09-05,10686666655
2006-09-06,10636666656
2006-09-07,10659999989
2006-09-08,10823333322
2006-09-11,10793333322
2006-09-12,10973333322
2006-09-13,11056666655
2006-09-14,11019999988
2006-09-15,10999999989
2006-09-18,11033333322
2006-09-19,11043333322
2006-09-20,11239999988
2006-09-21,11099999988
2006-09-22,11019999988
2006-09-25,11133333322
2006-09-26,11296666655
2006-09-27,11219999988
2006-09-28,11346666655
2006-09-29,11179999988
2006-10-02,11005389819
2006-10-03,10965932192
2006-10-04,11034983040
2006-10-05,11084305073
2006-10-06,11130338972
2006-10-09,11150067785
2006-10-10,11123762700
2006-10-11,11228983039
2006-10-12,11311186429
2006-10-13,11275016938
2006-10-16,11386813548
2006-10-17,11344067785
2006-10-18,11255288124
2006-10-19,11130338972
2006-10-20,11222406768
2006-10-23,11390101683
2006-10-24,11314474565
2006-10-25,11288169480
2006-10-26,11294745751
2006-10-27,11205966090
2006-10-30,11337491514
2006-10-31,11245423717
2006-11-01,11146779650
2006-11-02,11176372870
2006-11-03,11071152531
2006-11-06,11163220328
2006-11-07,11202677955
2006-11-08,11057999989
2006-11-09,10985661006
2006-11-10,11064576260
2006-11-13,11209254226
2006-11-14,11212542361
2006-11-15,11281593209
2006-11-16,11370372870
2006-11-17,10788372870
2006-11-20,10653559311
2006-11-21,10696305074
2006-11-22,10693016938
2006-11-24,10676576260
2006-11-27,10564779650
2006-11-28,10548338972
2006-11-29,10587796599
2006-11-30,10571355921
2006-12-01,10587796599
2006-12-04,10752203379
2006-12-05,10910033887
2006-12-06,10821254226
2006-12-07,10801525413
2006-12-08,10811389819
2006-12-11,10748915243
2006-12-12,10689728803
2006-12-13,10650271176
2006-12-14,10771932192
2006-12-15,10863999989
2006-12-18,10808101684
2006-12-19,10880440667
2006-12-20,10765355921
2006-12-21,10689728803
2006-12-22,10564779650
2006-12-26,10676576260
2006-12-27,10689728803
2006-12-28,10643694904
2006-12-29,10554915243
2007-01-03,10610813548
2007-01-04,10607525413
2007-01-05,10643694904
2007-01-08,10571355921
2007-01-09,10719322023
2007-01-10,10735762701
2007-01-11,10923186429
2007-01-12,11025118633
2007-01-16,11064576260
2007-01-17,11153355921
2007-01-18,10854135582
2007-01-19,10877152531
2007-01-22,10765355921
2007-01-23,10857423718
2007-01-24,10890305074
2007-01-25,10801525413
2007-01-26,10706169481
2007-01-29,10748915243
2007-01-30,10794949141
2007-01-31,10900169480
2007-02-01,11150067785
2007-02-02,11130338972
2007-02-05,11025118633
2007-02-06,11166508463
2007-02-07,11235559311
2007-02-08,11113898294
2007-02-09,11163220328
2007-02-12,11169796599
2007-02-13,11311186429
2007-02-14,11281593209
2007-02-15,11291457616
2007-02-16,11212542361
2007-02-20,11212542361
2007-02-21,11222406768
2007-02-22,11087593209
2007-02-23,11136915243
2007-02-26,11179661006
2007-02-27,10863999989
2007-02-28,10893593209
2007-03-01,10847559311
2007-03-02,10765355921
2007-03-05,10699593209
2007-03-06,10834406769
2007-03-07,10771932192
2007-03-08,10933050836
2007-03-09,11176372870
2007-03-12,11294745751
2007-03-13,11146779650
2007-03-14,11222406768
2007-03-15,11340779649
2007-03-16,11350644056
2007-03-19,11557796598
2007-03-20,11709050835
2007-03-21,11860305073
2007-03-22,11817559310
2007-03-23,11883322022
2007-03-26,11886610157
2007-03-27,11768237276
2007-03-28,11623559310
2007-03-29,11610406768
2007-03-30,11557796598
2007-04-02,11631584000
2007-04-03,11733760000
2007-04-04,11753535999
2007-04-05,11710688000
2007-04-09,11832640000
2007-04-10,11684320000
2007-04-11,11628288000
2007-04-12,11760128000
2007-04-13,11700800000
2007-04-16,11885376000
2007-04-17,11664544000
2007-04-18,11687616000
2007-04-19,12442400000
2007-04-20,12402848000
2007-04-23,12363296000
2007-04-24,12234752000
2007-04-25,12356704000
2007-04-26,12261120000
2007-04-27,12313856000
2007-04-30,12125984000
2007-05-01,12073248000
2007-05-02,12198496000
2007-05-03,12363296000
2007-05-04,12327040000
2007-05-07,12491840000
2007-05-08,12333632000
2007-05-09,12462176000
2007-05-10,12251232000
2007-05-11,12300672000
2007-05-14,12274304000
2007-05-15,12307264000
2007-05-16,12363296000
2007-05-17,12442400000
2007-05-18,12821440000
2007-05-21,12851104000
2007-05-22,12834624000
2007-05-23,12748928000
2007-05-24,12617088000
2007-05-25,12709376000
2007-05-29,12590720000
2007-05-30,12692896000
2007-05-31,12557760000
2007-06-01,12587424000
2007-06-04,12557760000
2007-06-05,12580832000
2007-06-06,12485248000
2007-06-07,12162240000
2007-06-08,12231456000
2007-06-11,12228160000
2007-06-12,12020512000
2007-06-13,12234752000
2007-06-14,12280896000
2007-06-15,12356704000
2007-06-18,12327040000
2007-06-19,12327040000
2007-06-20,12228160000
2007-06-21,12297376000
2007-06-22,12125984000
2007-06-25,12165535999
2007-06-26,12178720000
2007-06-27,12409440000
2007-06-28,12284192000
2007-06-29,12544576000
2007-07-02,12648936000
2007-07-03,12579888000
2007-07-05,12731136000
2007-07-06,12668664000
2007-07-09,12803472000
2007-07-10,12609480000
2007-07-11,12648936000
2007-07-12,12879096000
2007-07-13,12954720000
2007-07-16,12938280000
2007-07-17,13247352000
2007-07-18,13221048000
2007-07-19,13234200000
2007-07-20,13253928000
2007-07-23,13513680000
2007-07-24,13349280000
2007-07-25,13207896000
2007-07-26,12773880000
2007-07-27,12504264000
2007-07-30,12714696000
2007-07-31,12537144000
2007-08-01,12977736000
2007-08-02,12915264000
2007-08-03,12540432000
2007-08-06,12833064000
2007-08-07,12767304000
2007-08-08,12576600000
2007-08-09,11869680000
2007-08-10,12237936000
2007-08-13,12372744000
2007-08-14,11882832000
2007-08-15,11600064000
2007-08-16,11728296000
2007-08-17,11899272000
2007-08-20,12063672000
2007-08-21,11981472000
2007-08-22,12027504000
2007-08-23,11965032000
2007-08-24,12165600000
2007-08-27,12043944000
2007-08-28,11718432000
2007-08-29,12066960000
2007-08-30,12083400000
2007-08-31,12057096000
2007-09-04,12103128000
2007-09-05,11997912000
2007-09-06,12132720000
2007-09-07,11688840000
2007-09-10,11734872000
2007-09-11,11928864000
2007-09-12,12247800000
2007-09-13,12333288000
2007-09-14,12139296000
2007-09-17,12109704000
2007-09-18,12445080000
2007-09-19,12721272000
2007-09-20,12356304000
2007-09-21,12330000000
2007-09-24,12260952000
2007-09-25,12356304000
2007-09-26,12428640000
2007-09-27,12520704000
2007-09-28,12422064000
2007-10-01,12609836047
2007-10-02,12501639326
2007-10-03,12504918015
2007-10-04,12603278670
2007-10-05,12872131129
2007-10-08,12695081949
2007-10-09,12816393424
2007-10-10,12829508178
2007-10-11,12809836047
2007-10-12,12960655719
2007-10-15,12783606539
2007-10-16,12878688506
2007-10-17,12737704900
2007-10-18,12357377031
2007-10-19,12157377032
2007-10-22,12209836048
2007-10-23,12259016376
2007-10-24,12216393425
2007-10-25,12039344245
2007-10-26,12055737688
2007-10-29,12144262278
2007-10-30,11940983589
2007-10-31,12252458999
2007-11-01,11960655720
2007-11-02,12013114737
2007-11-05,11881967196
2007-11-06,12088524573
2007-11-07,11554098344
2007-11-08,11740983590
2007-11-09,11354098344
2007-11-12,11226229492
2007-11-13,11245901623
2007-11-14,11160655722
2007-11-15,11042622935
2007-11-16,10950819656
2007-11-19,10727868837
2007-11-20,10862295066
2007-11-21,10724590148
2007-11-23,10901639329
2007-11-26,10819672116
2007-11-27,10819672116
2007-11-28,11252459000
2007-11-29,11216393426
2007-11-30,11252459000
2007-12-03,11219672115
2007-12-04,11157377033
2007-12-05,11272131131
2007-12-06,11311475394
2007-12-07,11521311459
2007-12-10,11613114737
2007-12-11,11236065558
2007-12-12,11413114738
2007-12-13,11557377033
2007-12-14,11377049164
2007-12-17,11147540968
2007-12-18,11383606541
2007-12-19,11262295066
2007-12-20,11442622934
2007-12-21,11757377032
2007-12-24,11770491786
2007-12-26,11780327852
2007-12-27,11573770475
2007-12-28,11547540967
2007-12-31,11554480000
2008-01-02,11284700000
2008-01-03,11159680000
2008-01-04,10965570000
2008-01-07,11021500000
2008-01-08,10728690000
2008-01-09,10695790000
2008-01-10,10712240000
2008-01-11,10396400000
2008-01-14,10623410000
2008-01-15,10241770000
2008-01-16,10129910000
2008-01-17,10304280000
2008-01-18,10208870000
2008-01-22,10116750000
2008-01-23,10518130000
2008-01-24,10491810000
2008-01-25,10363500000
2008-01-28,10610250000
2008-01-29,10616830000
2008-01-30,10511550000
2008-01-31,10755010000
2008-02-01,11054400000
2008-02-04,10926090000
2008-02-05,10583930000
2008-02-06,10636570000
2008-02-07,10583930000
2008-02-08,10590510000
2008-02-11,10659600000
2008-02-12,10702370000
2008-02-13,10784620000
2008-02-14,10560900000
2008-02-15,10501680000
2008-02-19,10731980000
2008-02-20,10475360000
2008-02-21,10528000000
2008-02-22,10590510000
2008-02-25,10857000000
2008-02-26,10817520000
2008-02-27,10722110000
2008-02-28,10508260000
2008-02-29,10195710000
2008-03-03,10307570000
2008-03-04,10080560000
2008-03-05,10156230000
2008-03-06,9978570000
2008-03-07,9636410000
2008-03-10,9458750000
2008-03-11,9827230000
2008-03-12,9840390000
2008-03-13,9965410000
2008-03-14,9705500000
2008-03-17,9541000000
2008-03-18,9860130000
2008-03-19,9606800000
2008-03-20,9712080000
2008-03-24,9962120000
2008-03-25,10044370000
2008-03-26,9833810000
2008-03-27,9800910000
2008-03-28,9751560000
2008-03-31,9958300000
2008-04-01,10294084000
2008-04-02,10392844000
2008-04-03,10445516000
2008-04-04,10666080000
2008-04-07,10501480000
2008-04-08,10511356000
2008-04-09,10415888000
2008-04-10,10485020000
2008-04-11,10399428000
2008-04-14,10323712000
2008-04-15,10373092000
2008-04-16,10850432000
2008-04-17,10659496000
2008-04-18,10932732000
2008-04-21,10758256000
2008-04-22,10659496000
2008-04-23,10415888000
2008-04-24,10478436000
2008-04-25,10672664000
2008-04-28,10438932000
2008-04-29,10261164000
2008-04-30,10099856000
2008-05-01,10274332000
2008-05-02,10343464000
2008-05-05,10409304000
2008-05-06,10425764000
2008-05-07,10330296000
2008-05-08,10389552000
2008-05-09,10218368000
2008-05-12,10369800000
2008-05-13,10471852000
2008-05-14,10689124000
2008-05-15,10801052000
2008-05-16,10903104000
2008-05-19,10646328000
2008-05-20,10629868000
2008-05-21,10438932000
2008-05-22,10478436000
2008-05-23,10284208000
2008-05-27,10241412000
2008-05-28,10429056000
2008-05-29,10438932000
2008-05-30,10373092000
2008-06-02,10284208000
2008-06-03,10106440000
2008-06-04,10182156000
2008-06-05,10389552000
2008-06-06,10080104000
2008-06-09,10020848000
2008-06-10,9931964000
2008-06-11,9876000000
2008-06-12,9836496000
2008-06-13,10201908000
2008-06-16,10182156000
2008-06-17,10139360000
2008-06-18,9987928000
2008-06-19,10037308000
2008-06-20,9872708000
2008-06-23,9974760000
2008-06-24,9727860000
2008-06-25,9724568000
2008-06-26,9415120000
2008-06-27,9408536000
2008-06-30,9447192000
2008-07-01,9470250000
2008-07-02,9167202000
2008-07-03,9163908000
2008-07-07,9167202000
2008-07-08,9272610000
2008-07-09,9002502000
2008-07-10,9130968000
2008-07-11,9127674000
2008-07-14,9081558000
2008-07-15,9190260000
2008-07-16,9401076000
2008-07-17,10053288000
2008-07-18,10010466000
2008-07-21,10043406000
2008-07-22,10148814000
2008-07-23,10241046000
2008-07-24,10046700000
2008-07-25,9961056000
2008-07-28,9816120000
2008-07-29,9924822000
2008-07-30,10155402000
2008-07-31,9987408000
2008-08-01,9740358000
2008-08-04,9605304000
2008-08-05,9964350000
2008-08-06,10204812000
2008-08-07,10096110000
2008-08-08,10432098000
2008-08-11,10603386000
2008-08-12,10583622000
2008-08-13,10448568000
2008-08-14,10405746000
2008-08-15,10633032000
2008-08-18,10583622000
2008-08-19,10392570000
2008-08-20,10448568000
2008-08-21,10293750000
2008-08-22,10287162000
2008-08-25,10102698000
2008-08-26,10168578000
2008-08-27,10198224000
2008-08-28,10458450000
2008-08-29,10353042000
2008-09-02,10754910000
2008-09-03,10992078000
2008-09-04,10794438000
2008-09-05,10718676000
2008-09-08,10843848000
2008-09-09,10642914000
2008-09-10,10685736000
2008-09-11,10978902000
2008-09-12,11160072000
2008-09-15,10972314000
2008-09-16,11090898000
2008-09-17,10952550000
2008-09-18,11084310000
2008-09-19,11031606000
2008-09-22,10672560000
2008-09-23,10247634000
2008-09-24,9839178000
2008-09-25,10073052000
2008-09-26,10119168000
2008-09-29,9496602000
2008-09-30,9564480000
2008-10-01,9498880000
2008-10-02,9131520000
2008-10-03,9039680000
2008-10-06,8964240000
2008-10-07,8308239999
2008-10-08,8360719999
2008-10-09,7753920000
2008-10-10,7593200000
2008-10-13,8364000000
2008-10-14,8245920000
2008-10-15,7298000000
2008-10-16,8380400000
2008-10-17,7898239999
2008-10-20,8282000000
2008-10-21,8144239999
2008-10-22,7658800000
2008-10-23,7599760000
2008-10-24,7399680000
2008-10-27,7196320000
2008-10-28,7845760000
2008-10-29,7849040000
2008-10-30,8068800000
2008-10-31,8131120000
2008-11-03,8203280000
2008-11-04,8449280000
2008-11-05,7908080000
2008-11-06,7324239999
2008-11-07,7678480000
2008-11-10,7553840000
2008-11-11,7521040000
2008-11-12,7245520000
2008-11-13,7934320000
2008-11-14,7442320000
2008-11-17,7235680000
2008-11-18,7271760000
2008-11-19,6753520000
2008-11-20,6064719999
2008-11-21,6317280000
2008-11-24,6835520000
2008-11-25,6973280000
2008-11-26,7199600000
2008-11-28,7202880000
2008-12-01,6494400000
2008-12-02,6855200000
2008-12-03,7068400000
2008-12-04,6901120000
2008-12-05,7134000000
2008-12-08,7514480000
2008-12-09,7298000000
2008-12-10,7340640000
2008-12-11,6989680000
2008-12-12,7199600000
2008-12-15,7143840000
2008-12-16,7537440000
2008-12-17,7298000000
2008-12-18,7002800000
2008-12-19,6799440000
2008-12-22,6514080000
2008-12-23,6386160000
2008-12-24,6369760000
2008-12-26,6461600000
2008-12-29,6369760000
2008-12-30,6638719999
2008-12-31,6960160000
2009-01-02,7143840000
2009-01-05,7097920000
2009-01-06,7383280000
2009-01-07,7074960000
2009-01-08,7245520000
2009-01-09,7104480000
2009-01-12,6983120000
2009-01-13,6838800000
2009-01-14,6605920000
2009-01-15,6792880000
2009-01-16,6796160000
2009-01-20,6494400000
2009-01-21,6635440000
2009-01-22,6445200000
2009-01-23,6432080000
2009-01-26,6369760000
2009-01-27,6418960000
2009-01-28,6707600000
2009-01-29,6458320000
2009-01-30,6163120000
2009-02-02,6150000000
2009-02-03,6068000000
2009-02-04,5982719999
2009-02-05,6176239999
2009-02-06,6415680000
2009-02-09,6438640000
2009-02-10,6133600000
2009-02-11,6127040000
2009-02-12,6054880000
2009-02-13,5940080000
2009-02-17,5638320000
2009-02-18,5592400000
2009-02-19,5484160000
2009-02-20,5356239999
2009-02-23,5097120000
2009-02-24,5326719999
2009-02-25,5244720000
2009-02-26,5156160000
2009-02-27,5093840000
2009-03-02,4926560000
2009-03-03,4887200000
2009-03-04,5070880000
2009-03-05,4670720000
2009-03-06,4824880000
2009-03-09,4838000000
2009-03-10,5359520000
2009-03-11,5395600000
2009-03-12,5631760000
2009-03-13,5412000000
2009-03-16,5402160000
2009-03-17,5572719999
2009-03-18,5740000000
2009-03-19,5756400000
2009-03-20,5694080000
2009-03-23,6068000000
2009-03-24,6002400000
2009-03-25,6048320000
2009-03-26,6350080000
2009-03-27,6035200000
2009-03-30,6045040000
2009-03-31,6044220000
2009-04-01,6466823999
2009-04-02,6889428000
2009-04-03,7298928000
2009-04-06,7253064000
2009-04-07,7010640000
2009-04-08,7020468000
