,EHC
2013-12-31,2312577000
2014-01-02,2309958000
2014-01-03,2303847000
2014-01-06,2244483000
2014-01-07,2315196000
2014-01-08,2314323000
2014-01-09,2325672000
2014-01-10,2319561000
2014-01-13,2317815000
2014-01-14,2345751000
2014-01-15,2383290000
2014-01-16,2408607000
2014-01-17,2369322000
2014-01-21,2320434000
2014-01-22,2254959000
2014-01-23,2258451000
2014-01-24,2186865000
2014-01-27,2168532000
2014-01-28,2164167000
2014-01-29,2151945000
2014-01-30,2172897000
2014-01-31,2159802000
2014-02-03,2110041000
2014-02-04,2085597000
2014-02-05,2099565000
2014-02-06,2123136000
2014-02-07,2152818000
2014-02-10,2222658000
2014-02-11,2281149000
2014-02-12,2261943000
2014-02-13,2305593000
2014-02-14,2291625000
2014-02-18,2312577000
2014-02-19,2275038000
2014-02-20,2247975000
2014-02-21,2215674000
2014-02-24,2219166000
2014-02-25,2203452000
2014-02-26,2236626000
2014-02-27,2263689000
2014-02-28,2268054000
2014-03-03,2270673000
2014-03-04,2323053000
2014-03-05,2290752000
2014-03-06,2255832000
2014-03-07,2262816000
2014-03-10,2273292000
2014-03-11,2256705000
2014-03-12,2269800000
2014-03-13,2204325000
2014-03-14,2206944000
2014-03-17,2204325000
2014-03-18,2261070000
2014-03-19,2306466000
2014-03-20,2337021000
2014-03-21,2302974000
2014-03-24,2312577000
2014-03-25,2376306000
2014-03-26,2457495000
2014-03-27,2458368000
2014-03-28,2433924000
2014-03-31,2477019000
2014-04-01,2457945000
2014-04-02,2474418000
2014-04-03,2460546000
2014-04-04,2418930000
2014-04-07,2395521000
2014-04-08,2421531000
2014-04-09,2435403000
2014-04-10,2385984000
2014-04-11,2349570000
2014-04-14,2364309000
2014-04-15,2379915000
2014-04-16,2374713000
2014-04-17,2383383000
2014-04-21,2416329000
2014-04-22,2441472000
2014-04-23,2415462000
2014-04-24,2356506000
2014-04-25,2353038000
2014-04-28,2364309000
2014-04-29,2342634000
2014-04-30,2387718000
2014-05-01,2395521000
2014-05-02,2397255000
2014-05-05,2374713000
2014-05-06,2350437000
2014-05-07,2314890000
2014-05-08,2294949000
2014-05-09,2325294000
2014-05-12,2375580000
2014-05-13,2352171000
2014-05-14,2321826000
2014-05-15,2312289000
2014-05-16,2297550000
2014-05-19,2319225000
2014-05-20,2320959000
2014-05-21,2333097000
2014-05-22,2346102000
2014-05-23,2349570000
2014-05-27,2420664000
2014-05-28,2406792000
2014-05-29,2415462000
2014-05-30,2420664000
2014-06-02,2401590000
2014-06-03,2473551000
2014-06-04,2483088000
2014-06-05,2547246000
2014-06-06,2562852000
2014-06-09,2554182000
2014-06-10,2543778000
2014-06-11,2505630000
2014-06-12,2463147000
2014-06-13,2470950000
2014-06-16,2466615000
2014-06-17,2477886000
2014-06-18,2472684000
2014-06-19,2506497000
2014-06-20,2550714000
2014-06-23,2531640000
2014-06-24,2476152000
2014-06-25,2467482000
2014-06-26,2439738000
2014-06-27,2490891000
2014-06-30,2466980000
2014-07-01,2521475000
2014-07-02,2562995000
2014-07-03,2549155000
2014-07-07,2497255000
2014-07-08,2487740000
2014-07-09,2492930000
2014-07-10,2492930000
2014-07-11,2477360000
2014-07-14,2492065000
2014-07-15,2462655000
2014-07-16,2525800000
2014-07-17,2479090000
2014-07-18,2468710000
2014-07-21,2476495000
2014-07-22,2533585000
2014-07-23,2521475000
2014-07-24,2518880000
2014-07-25,2557805000
2014-07-28,2588945000
2014-07-29,2747240000
2014-07-30,2727345000
2014-07-31,2636520000
2014-08-01,2646900000
2014-08-04,2662470000
2014-08-05,2698800000
2014-08-06,2715235000
2014-08-07,2703990000
2014-08-08,2705720000
2014-08-11,2716965000
2014-08-12,2696205000
2014-08-13,2735130000
2014-08-14,2750700000
2014-08-15,2717830000
2014-08-18,2755890000
2014-08-19,2760215000
2014-08-20,2732535000
2014-08-21,2737725000
2014-08-22,2727345000
2014-08-25,2729075000
2014-08-26,2740320000
2014-08-27,2729940000
2014-08-28,2703990000
2014-08-29,2709180000
2014-09-02,2709180000
2014-09-03,2700530000
2014-09-04,2650360000
2014-09-05,2685825000
2014-09-08,2754160000
2014-09-09,2750700000
2014-09-10,2733400000
2014-09-11,2777515000
2014-09-12,2727345000
2014-09-15,2665930000
2014-09-16,2690150000
2014-09-17,2665065000
2014-09-18,2679770000
2014-09-19,2643440000
2014-09-22,2633060000
2014-09-23,2598460000
2014-09-24,2601920000
2014-09-25,2535315000
2014-09-26,2491200000
2014-09-29,2524935000
2014-09-30,2540844000
2014-10-01,2532184000
2014-10-02,2589340000
2014-10-03,2629176000
2014-10-06,2600598000
2014-10-07,2575484000
2014-10-08,2643032000
2014-10-09,2598866000
2014-10-10,2580680000
2014-10-13,2592804000
2014-10-14,2584144000
2014-10-15,2604062000
2014-10-16,2648228000
2014-10-17,2631774000
2014-10-20,2654290000
2014-10-21,2746086000
2014-10-22,2686332000
2014-10-23,2743488000
2014-10-24,2784190000
2014-10-27,2791984000
2014-10-28,2699322000
2014-10-29,2706250000
2014-10-30,2727034000
2014-10-31,2777262000
2014-11-03,2750416000
2014-11-04,2725302000
2014-11-05,2736560000
2014-11-06,2769468000
2014-11-07,2694126000
2014-11-10,2693260000
2014-11-11,2688930000
2014-11-12,2674208000
2014-11-13,2675074000
2014-11-14,2651692000
2014-11-17,2646496000
2014-11-18,2669012000
2014-11-19,2629176000
2014-11-20,2650826000
2014-11-21,2633506000
2014-11-24,2770334000
2014-11-25,2768602000
2014-11-26,2794582000
2014-11-28,2831820000
2014-12-01,2830954000
2014-12-02,2836150000
2014-12-03,2874254000
2014-12-04,2866460000
2014-12-05,2857800000
2014-12-08,2817098000
2014-12-09,2766870000
2014-12-10,2637836000
2014-12-11,2657754000
2014-12-12,2578948000
2014-12-15,2572886000
2014-12-16,2545174000
2014-12-17,2615320000
2014-12-18,2722704000
2014-12-19,2763406000
2014-12-22,2825758000
2014-12-23,2777262000
2014-12-24,2785055999
2014-12-26,2753880000
2014-12-29,2716642000
2014-12-30,2678538000
2014-12-31,2663518000
2015-01-02,2580773000
2015-01-05,2572063000
2015-01-06,2552030000
2015-01-07,2630420000
2015-01-08,2692261000
2015-01-09,2735811000
2015-01-12,2728843000
2015-01-13,2673099000
2015-01-14,2702713000
2015-01-15,2758457000
2015-01-16,2839460000
2015-01-20,2830750000
2015-01-21,2849912000
2015-01-22,3024982999
2015-01-23,2989272000
2015-01-26,3017144000
2015-01-27,3029338000
2015-01-28,3042403000
2015-01-29,3099018000
2015-01-30,3053726000
2015-02-02,3068532999
2015-02-03,3111212000
2015-02-04,3061565000
2015-02-05,3141697000
2015-02-06,3107728000
2015-02-09,3075501000
2015-02-10,3105985999
2015-02-11,3097276000
2015-02-12,3096404999
2015-02-13,3117309000
2015-02-17,3116438000
2015-02-18,3089437000
2015-02-19,3110341000
2015-02-20,3098147000
2015-02-23,3136471000
2015-02-24,3141697000
2015-02-25,2988401000
2015-02-26,3052854999
2015-02-27,3009304999
2015-03-02,3054597000
2015-03-03,2987529999
2015-03-04,2958787000
2015-03-05,2928302000
2015-03-06,2903914000
2015-03-09,2842073000
2015-03-10,2893462000
2015-03-11,2942238000
2015-03-12,2977949000
2015-03-13,2974465000
2015-03-16,2983175000
2015-03-17,2995369000
2015-03-18,3050242000
2015-03-19,3112954000
2015-03-20,3137342000
2015-03-23,3226184000
2015-03-24,3187860000
2015-03-25,3071146000
2015-03-26,3065920000
2015-03-27,3129503000
2015-03-30,3102502000
2015-03-31,3167246000
2015-04-01,3155572000
2015-04-02,3151980000
2015-04-06,3192389999
2015-04-07,3177124000
2015-04-08,3207656000
2015-04-09,3193288000
2015-04-10,3189696000
2015-04-13,3191492000
2015-04-14,3171736000
2015-04-15,3287578000
2015-04-16,3306436000
2015-04-17,3266026000
2015-04-20,3263332000
2015-04-21,3275006000
2015-04-22,3309130000
2015-04-23,3335172000
2015-04-24,3338764000
2015-04-27,3311824000
2015-04-28,3422278000
2015-04-29,3412400000
2015-04-30,3228310000
2015-05-01,3106182000
2015-05-04,3094508000
2015-05-05,2994830000
2015-05-06,2984952000
2015-05-07,2997524000
2015-05-08,3023566000
2015-05-11,3035239999
2015-05-12,3019974000
2015-05-13,2999320000
2015-05-14,3092712000
2015-05-15,3097202000
2015-05-18,3154674000
2015-05-19,3152878000
2015-05-20,3184308000
2015-05-21,3130428000
2015-05-22,3130428000
2015-05-26,3078344000
2015-05-27,3098998000
2015-05-28,3096303999
2015-05-29,3081936000
2015-06-01,3064874000
2015-06-02,3102589999
2015-06-03,3108876000
2015-06-04,3106182000
2015-06-05,3090916000
2015-06-08,3124142000
2015-06-09,3116060000
2015-06-10,3090916000
2015-06-11,3385460000
2015-06-12,3341458000
2015-06-15,3333376000
2015-06-16,3358520000
2015-06-17,3355826000
2015-06-18,3361214000
2015-06-19,3391746000
2015-06-22,3399828000
2015-06-23,3357622000
2015-06-24,3306436000
2015-06-25,3355826000
2015-06-26,3347744000
2015-06-29,3283986000
2015-06-30,3317772000
2015-07-01,3346764000
2015-07-02,3433740000
2015-07-06,3393876000
2015-07-07,3387534000
2015-07-08,3299652000
2015-07-09,3306900000
2015-07-10,3327737999
2015-07-13,3314148000
2015-07-14,3325020000
2015-07-15,3277908000
2015-07-16,3267942000
2015-07-17,3258882000
2015-07-20,3294216000
2015-07-21,3296934000
2015-07-22,3331362000
2015-07-23,3374850000
2015-07-24,3351294000
2015-07-27,3311429999
2015-07-28,3345858000
2015-07-29,3341328000
2015-07-30,3248916000
2015-07-31,3292404000
2015-08-03,3335892000
2015-08-04,3390252000
2015-08-05,3344952000
2015-08-06,3283344000
2015-08-07,3232608000
2015-08-10,3245292000
2015-08-11,3239856000
2015-08-12,3251634000
2015-08-13,3230795999
2015-08-14,3257070000
2015-08-17,3279720000
2015-08-18,3245292000
2015-08-19,3234420000
2015-08-20,3137478000
2015-08-21,3078587999
2015-08-24,2933628000
2015-08-25,2974398000
2015-08-26,3052314000
2015-08-27,3109392000
2015-08-28,3122982000
2015-08-31,3075870000
2015-09-01,2928192000
2015-09-02,2938158000
2015-09-03,2906448000
2015-09-04,2913695999
2015-09-08,3006108000
2015-09-09,2997954000
2015-09-10,3036912000
2015-09-11,3015168000
2015-09-14,3007920000
2015-09-15,3032382000
2015-09-16,3020604000
2015-09-17,3074058000
2015-09-18,3011544000
2015-09-21,2978928000
2015-09-22,2930004000
2015-09-23,2933628000
2015-09-24,2883798000
2015-09-25,2785044000
2015-09-28,2687196000
2015-09-29,2719812000
2015-09-30,2748951000
2015-10-01,2643534000
2015-10-02,2711109000
2015-10-05,2754357000
2015-10-06,2770575000
2015-10-07,2853467000
2015-10-08,2766070000
2015-10-09,2781387000
2015-10-12,2798506000
2015-10-13,2755258000
2015-10-14,2759763000
2015-10-15,2767872000
2015-10-16,2786793000
2015-10-19,2766971000
2015-10-20,2769674000
2015-10-21,2711109000
2015-10-22,2475047000
2015-10-23,2557038000
2015-10-26,2620108000
2015-10-27,2566048000
2015-10-28,2601187000
2015-10-29,2557939000
2015-10-30,2494869000
2015-11-02,2521899000
2015-11-03,2529107000
2015-11-04,2562444000
2015-11-05,2520097000
2015-11-06,2546226000
2015-11-09,2529107000
2015-11-10,2511988000
2015-11-11,2430898000
2015-11-12,2366927000
2015-11-13,2401165000
2015-11-16,2422789000
2015-11-17,2454324000
2015-11-18,2491265000
2015-11-19,2428195000
2015-11-20,2519196000
2015-11-23,2531810000
2015-11-24,2534513000
2015-11-25,2526404000
2015-11-27,2557939000
2015-11-30,2520998000
2015-12-01,2572355000
2015-12-02,2527305000
2015-12-03,2446215000
2015-12-04,2500275000
2015-12-07,2464235000
2015-12-08,2497572000
2015-12-09,2481354000
2015-12-10,2513790000
2015-12-11,2466037000
2015-12-14,2403868000
2015-12-15,2498473000
2015-12-16,2476849000
2015-12-17,2466938000
2015-12-18,2442611000
2015-12-21,2486760000
2015-12-22,2482255000
2015-12-23,2529107000
2015-12-24,2514691000
2015-12-28,2471443000
2015-12-29,2531810000
2015-12-30,2512889000
2015-12-31,2477360000
2016-01-04,2467515000
2016-01-05,2472885000
2016-01-06,2488100000
2016-01-07,2416500000
2016-01-08,2480940000
2016-01-11,2481835000
2016-01-12,2404865000
2016-01-13,2337740000
2016-01-14,2358325000
2016-01-15,2408445000
2016-01-19,2413815000
2016-01-20,2490785000
2016-01-21,2431715000
2016-01-22,2451405000
2016-01-25,2422765000
2016-01-26,2482730000
2016-01-27,2488100000
2016-01-28,2443350000
2016-01-29,2547170000
2016-02-01,2579390000
2016-02-02,2553435000
2016-02-03,2545380000
2016-02-04,2586550000
2016-02-05,2527480000
2016-02-08,2415605000
2016-02-09,2344900000
2016-02-10,2358325000
2016-02-11,2241975000
2016-02-12,2209755000
2016-02-16,2199910000
2016-02-17,2229445000
2016-02-18,2235710000
2016-02-19,2228550000
2016-02-22,2308205000
2016-02-23,2335055000
2016-02-24,2520320000
2016-02-25,2488995000
2016-02-26,2489890000
2016-02-29,2506895000
2016-03-01,2540010000
2016-03-02,2554330000
2016-03-03,2538220000
2016-03-04,2506895000
2016-03-07,2555225000
2016-03-08,2524795000
2016-03-09,2566860000
2016-03-10,2517635000
2016-03-11,2602660000
2016-03-14,2582970000
2016-03-15,2506895000
2016-03-16,2512265000
2016-03-17,2498840000
2016-03-18,2571335000
2016-03-21,2542695000
2016-03-22,2555225000
2016-03-23,2554330000
2016-03-24,2519425000
2016-03-28,2530165000
2016-03-29,2644725000
2016-03-30,2655465000
2016-03-31,2671856000
2016-04-01,2660247000
2016-04-04,2614704000
2016-04-05,2531655000
2016-04-06,2548622000
2016-04-07,2545050000
2016-04-08,2525404000
2016-04-11,2487898000
2016-04-12,2525404000
2016-04-13,2557552000
2016-04-14,2590593000
2016-04-15,2584342000
2016-04-18,2615597000
2016-04-19,2618276000
2016-04-20,2677214000
2016-04-21,2665605000
2016-04-22,2715613000
2016-04-25,2657568000
2016-04-26,2696860000
2016-04-27,2946900000
2016-04-28,2968332000
2016-04-29,2943328000
2016-05-02,2962081000
2016-05-03,2900463999
2016-05-04,2891534000
2016-05-05,2893320000
2016-05-06,2911180000
2016-05-09,2914752000
2016-05-10,2921896000
2016-05-11,2895106000
2016-05-12,2850456000
2016-05-13,2819201000
2016-05-16,2842419000
2016-05-17,2838847000
2016-05-18,2867423000
2016-05-19,2837954000
2016-05-20,2874567000
2016-05-23,2817415000
2016-05-24,2860279000
2016-05-25,2868316000
2016-05-26,2830810000
2016-05-27,2863851000
2016-05-31,2862958000
2016-06-01,2901357000
2016-06-02,2905822000
2016-06-03,2891534000
2016-06-06,2921896000
2016-06-07,2920110000
2016-06-08,2954937000
2016-06-09,2950472000
2016-06-10,2878138999
2016-06-13,2860279000
2016-06-14,2863851000
2016-06-15,2845098000
2016-06-16,2855814000
2016-06-17,2815629000
2016-06-20,2838847000
2016-06-21,2836168000
2016-06-22,2849563000
2016-06-23,2898678000
2016-06-24,2808485000
2016-06-27,2675428000
2016-06-28,2701325000
2016-06-29,2750440000
2016-06-30,2750517000
2016-07-01,2744280000
2016-07-05,2709531000
2016-07-06,2719332000
2016-07-07,2786157000
2016-07-08,2814669000
2016-07-11,2846745000
2016-07-12,2850309000
2016-07-13,2846745000
2016-07-14,2826252000
2016-07-15,2830707000
2016-07-18,2853873000
2016-07-19,2861001000
2016-07-20,2879712000
2016-07-21,2868129000
2016-07-22,2889513000
2016-07-25,2901987000
2016-07-26,2900204999
2016-07-27,2859219000
2016-07-28,2836944000
2016-07-29,3049892999
2016-08-01,2978613000
2016-08-02,2947428000
2016-08-03,3011579999
2016-08-04,2989304999
2016-08-05,2999105999
2016-08-08,2982177000
2016-08-09,2966139000
2016-08-10,2962575000
2016-08-11,2950101000
2016-08-12,2943864000
2016-08-15,2955447000
2016-08-16,2905551000
2016-08-17,2865455999
2016-08-18,2866347000
2016-08-19,2850309000
2016-08-22,2850309000
2016-08-23,2907333000
2016-08-24,2874366000
2016-08-25,2866347000
2016-08-26,2851200000
2016-08-29,2861001000
2016-08-30,2886840000
2016-08-31,2884167000
2016-09-01,2847636000
2016-09-02,2891295000
2016-09-06,2891295000
2016-09-07,2919807000
2016-09-08,2926935000
2016-09-09,2877929999
2016-09-12,2898423000
2016-09-13,2881494000
2016-09-14,2852982000
2016-09-15,2862783000
2016-09-16,2871692999
2016-09-19,2899314000
2016-09-20,2871692999
2016-09-21,2881494000
2016-09-22,2923371000
2016-09-23,2896641000
2016-09-26,2870802000
2016-09-27,2901987000
2016-09-28,2911788000
2016-09-29,2870802000
2016-09-30,2858236000
2016-10-03,2838744000
2016-10-04,2840516000
2016-10-05,2834314000
2016-10-06,2858236000
2016-10-07,2857350000
2016-10-10,2883929999
2016-10-11,2852920000
2016-10-12,2853806000
2016-10-13,2864438000
2016-10-14,2834314000
2016-10-17,2807734000
2016-10-18,2836086000
2016-10-19,2835200000
2016-10-20,2810392000
2016-10-21,2817480000
2016-10-24,2817480000
2016-10-25,2787356000
2016-10-26,2745714000
2016-10-27,2700528000
2016-10-28,2794444000
2016-10-31,2828112000
2016-11-01,2766092000
2016-11-02,2894562000
2016-11-03,2849375999
2016-11-04,2837858000
2016-11-07,2889246000
2016-11-08,2891904000
2016-11-09,2731538000
2016-11-10,2748372000
2016-11-11,2788242000
2016-11-14,2839629999
2016-11-15,2868868000
2016-11-16,2850262000
2016-11-17,2878614000
2016-11-18,2886588000
2016-11-21,2875956000
2016-11-22,2837858000
2016-11-23,2872412000
2016-11-25,2898992000
2016-11-28,2871525999
2016-11-29,2959240000
2016-11-30,2935318000
2016-12-01,2912282000
2016-12-02,2879500000
2016-12-05,2900764000
2016-12-06,2902536000
2016-12-07,2923800000
2016-12-08,2958354000
2016-12-09,2908738000
2016-12-12,2914054000
2016-12-13,2933546000
2016-12-14,2901650000
2016-12-15,2965442000
2016-12-16,2968986000
2016-12-19,2971644000
2016-12-20,2978732000
2016-12-21,2982275999
2016-12-22,2982275999
2016-12-23,2983162000
2016-12-27,2969872000
2016-12-28,2933546000
2016-12-29,2927344000
2016-12-30,2905194000
2017-01-03,2937504000
2017-01-04,2957928000
2017-01-05,2930400000
2017-01-06,2913528000
2017-01-09,2912639999
2017-01-10,2926848000
2017-01-11,2902872000
2017-01-12,2930400000
2017-01-13,2950823999
2017-01-17,2947272000
2017-01-18,2892216000
2017-01-19,2820288000
2017-01-20,2820288000
2017-01-23,2770560000
2017-01-24,2769672000
2017-01-25,2798088000
2017-01-26,2793648000
2017-01-27,2790984000
2017-01-30,2726160000
2017-01-31,2741256000
2017-02-01,2772336000
2017-02-02,2785656000
2017-02-03,2814960000
2017-02-06,2791872000
2017-02-07,2778552000
2017-02-08,2799864000
2017-02-09,2848704000
2017-02-10,2850480000
2017-02-13,2861136000
2017-02-14,2928623999
2017-02-15,2979239999
2017-02-16,2941944000
2017-02-17,2965032000
2017-02-21,3030744000
2017-02-22,2968584000
2017-02-23,2956152000
2017-02-24,2981016000
2017-02-27,2999664000
2017-02-28,2988120000
2017-03-01,2999664000
2017-03-02,3003216000
2017-03-03,3016536000
2017-03-06,2976576000
2017-03-07,2950823999
2017-03-08,2947272000
2017-03-09,2958816000
2017-03-10,2954376000
2017-03-13,2946384000
2017-03-14,2933064000
2017-03-15,3023639999
2017-03-16,2996112000
2017-03-17,2997000000
2017-03-20,2974800000
2017-03-21,2906423999
2017-03-22,2919744000
2017-03-23,2909976000
2017-03-24,2965032000
2017-03-27,3007656000
2017-03-28,3005880000
2017-03-29,2998776000
2017-03-30,3004104000
2017-03-31,3073812000
2017-04-03,3071103000
2017-04-04,3042207000
2017-04-05,3046722000
2017-04-06,3060267000
2017-04-07,3060267000
2017-04-10,3108126000
2017-04-11,3149664000
2017-04-12,3143343000
2017-04-13,3127089000
2017-04-17,3142439999
2017-04-18,3151470000
2017-04-19,3147858000
2017-04-20,3147858000
2017-04-21,3108126000
2017-04-24,3135216000
2017-04-25,3145149000
2017-04-26,3120768000
2017-04-27,3123477000
2017-04-28,3367287000
2017-05-01,3396183000
2017-05-02,3432303000
2017-05-03,3410631000
2017-05-04,3396183000
2017-05-05,3408825000
2017-05-08,3410631000
2017-05-09,3388056000
2017-05-10,3412437000
2017-05-11,3421467000
2017-05-12,3417855000
2017-05-15,3392571000
2017-05-16,3323039999
2017-05-17,3269763000
2017-05-18,3295047000
2017-05-19,3301368000
2017-05-22,3333876000
2017-05-23,3350130000
2017-05-24,3327555000
2017-05-25,3356451000
2017-05-26,3316718999
2017-05-30,3277889999
2017-05-31,3254412000
2017-06-01,3319428000
2017-06-02,3314010000
2017-06-05,3286017000
2017-06-06,3292338000
2017-06-07,3316718999
2017-06-08,3326652000
2017-06-09,3348324000
2017-06-12,3369093000
2017-06-13,3400697999
2017-06-14,3434109000
2017-06-15,3399795000
2017-06-16,3398892000
2017-06-19,3393474000
2017-06-20,3412437000
2017-06-21,3400697999
2017-06-22,3505446000
2017-06-23,3494610000
2017-06-26,3507252000
2017-06-27,3497318999
2017-06-28,3522603000
2017-06-29,3484677000
2017-06-30,3763343999
2017-07-03,3746718000
2017-07-05,3743784000
2017-07-06,3648918000
2017-07-07,3682170000
2017-07-10,3648918000
2017-07-11,3576546000
2017-07-12,3573612000
2017-07-13,3556985999
2017-07-14,3565788000
2017-07-17,3574589999
2017-07-18,3554052000
2017-07-19,3560897999
2017-07-20,3576546000
2017-07-21,3573612000
2017-07-24,3556985999
2017-07-25,3555030000
2017-07-26,3364320000
2017-07-27,3307596000
2017-07-28,3322266000
2017-07-31,3309552000
2017-08-01,3383880000
2017-08-02,3303684000
2017-08-03,3310530000
2017-08-04,3316397999
2017-08-07,3392682000
2017-08-08,3396593999
2017-08-09,3398550000
2017-08-10,3389747999
2017-08-11,3407352000
2017-08-14,3427889999
2017-08-15,3424956000
2017-08-16,3446472000
2017-08-17,3394638000
2017-08-18,3408330000
2017-08-21,3418110000
2017-08-22,3427889999
2017-08-23,3400506000
2017-08-24,3428868000
2017-08-25,3451362000
2017-08-28,3448428000
2017-08-29,3425934000
2017-08-30,3442560000
2017-08-31,3557964000
2017-09-01,3557964000
2017-09-05,3557964000
2017-09-06,3544272000
2017-09-07,3496350000
2017-09-08,3477768000
2017-09-11,3531558000
2017-09-12,3521778000
2017-09-13,3511997999
2017-09-14,3526668000
2017-09-15,3494393999
2017-09-18,3424956000
2017-09-19,3394638000
2017-09-20,3397572000
2017-09-21,3378012000
2017-09-22,3414197999
2017-09-25,3485592000
2017-09-26,3503196000
2017-09-27,3588282000
2017-09-28,3601974000
2017-09-29,3603930000
2017-10-02,3565328000
2017-10-03,3569232000
2017-10-04,3542879999
2017-10-05,3577040000
2017-10-06,3608272000
2017-10-09,3558496000
2017-10-10,3514576000
2017-10-11,3546784000
2017-10-12,3524336000
2017-10-13,3509696000
2017-10-16,3500911999
2017-10-17,3518479999
2017-10-18,3569232000
2017-10-19,3600464000
2017-10-20,3615104000
2017-10-23,3555568000
2017-10-24,3583872000
2017-10-25,3508720000
2017-10-26,3436496000
2017-10-27,3572160000
2017-10-30,3558496000
2017-10-31,3580944000
2017-11-01,3518479999
2017-11-02,3750768000
2017-11-03,3720511999
2017-11-06,3766384000
2017-11-07,3799568000
2017-11-08,3830800000
2017-11-09,3820064000
2017-11-10,3763456000
2017-11-13,3779072000
2017-11-14,3774192000
2017-11-15,3728320000
2017-11-16,3749792000
2017-11-17,3715632000
2017-11-20,3694160000
2017-11-21,3760528000
2017-11-22,3833728000
2017-11-24,3815184000
2017-11-27,3739056000
2017-11-28,3758576000
2017-11-29,3826896000
2017-11-30,3875696000
2017-12-01,3816160000
2017-12-04,3852272000
2017-12-05,3785904000
2017-12-06,3808352000
2017-12-07,3830800000
2017-12-08,3819088000
2017-12-11,3788832000
2017-12-12,3830800000
2017-12-13,3862032000
2017-12-14,3833728000
2017-12-15,3887408000
2017-12-18,3832752000
2017-12-19,3850320000
2017-12-20,3786879999
2017-12-21,3821040000
2017-12-22,3826896000
2017-12-26,3845440000
2017-12-27,3842511999
2017-12-28,3845440000
2017-12-29,3834704000
2018-01-02,3995130000
2018-01-03,3956010000
2018-01-04,4078260000
2018-01-05,4080216000
2018-01-08,3892439999
2018-01-09,3892439999
2018-01-10,3862122000
2018-01-11,3927647999
2018-01-12,4001976000
2018-01-16,3990239999
2018-01-17,4062612000
2018-01-18,4037184000
2018-01-19,4077282000
2018-01-22,4117380000
2018-01-23,4126182000
2018-01-24,4111512000
2018-01-25,4176060000
2018-01-26,4199532000
2018-01-29,4179972000
2018-01-30,4144764000
2018-01-31,4115424000
2018-02-01,4119335999
2018-02-02,4022514000
2018-02-05,3913956000
2018-02-06,4035228000
2018-02-07,4093908000
2018-02-08,4001976000
2018-02-09,3993174000
2018-02-12,4033272000
2018-02-13,3985350000
2018-02-14,4044030000
2018-02-15,4107600000
2018-02-16,4050876000
2018-02-20,4046964000
2018-02-21,4104666000
2018-02-22,4124226000
2018-02-23,4123247999
2018-02-26,4169214000
2018-02-27,4248432000
2018-02-28,4141830000
2018-03-01,4182906000
2018-03-02,4282662000
2018-03-05,4335474000
2018-03-06,4433274000
2018-03-07,4525206000
2018-03-08,4445988000
2018-03-09,4538898000
2018-03-12,4554546000
2018-03-13,4518360000
2018-03-14,4518360000
2018-03-15,4513470000
2018-03-16,4481196000
2018-03-19,4470438000
2018-03-20,4455768000
2018-03-21,4489020000
2018-03-22,4425450000
2018-03-23,4364814000
2018-03-26,4398066000
2018-03-27,4398066000
2018-03-28,4438164000
2018-03-29,4445988000
2018-04-02,4334033000
2018-04-03,4476967000
2018-04-04,4567035000
2018-04-05,4592489000
2018-04-06,4481862000
2018-04-09,4488715000
2018-04-10,4450534000
2018-04-11,4446618000
2018-04-12,4455429000
2018-04-13,4425080000
2018-04-16,4454450000
2018-04-17,4538644000
2018-04-18,4576825000
2018-04-19,4525917000
2018-04-20,4508295000
2018-04-23,4500463000
2018-04-24,4467177000
2018-04-25,4467177000
2018-04-26,4474030000
2018-04-27,4790247000
2018-04-30,4734444000
2018-05-01,4794163000
2018-05-02,4853882000
2018-05-03,4889126000
2018-05-04,4895000000
2018-05-07,4915559000
2018-05-08,4930244000
2018-05-09,4943950000
2018-05-10,4956677000
2018-05-11,4916538000
2018-05-14,4884231000
2018-05-15,4875420000
2018-05-16,4925349000
2018-05-17,4913601000
2018-05-18,4895979000
2018-05-21,4918496000
2018-05-22,4965488000
2018-05-23,4961572000
2018-05-24,4965488000
2018-05-25,4927307000
2018-05-29,4986047000
2018-05-30,5095695000
2018-05-31,5039892000
2018-06-01,5054577000
2018-06-04,5117233000
2018-06-05,5179889000
2018-06-06,5179889000
2018-06-07,5114296000
2018-06-08,5161288000
2018-06-11,5210238000
2018-06-12,5186742000
2018-06-13,5193595000
2018-06-14,5251356000
2018-06-15,5271915000
2018-06-18,5270936000
2018-06-19,5282684000
2018-06-20,5389395000
2018-06-21,5379605000
2018-06-22,5209259000
2018-06-25,5202406000
2018-06-26,5297369000
2018-06-27,5221007000
2018-06-28,5298348000
2018-06-29,5270936000
2018-07-02,5306700000
2018-07-03,5352760000
2018-07-05,5350800000
2018-07-06,5403720000
2018-07-09,5399800000
2018-07-10,5394900000
2018-07-11,5349820000
2018-07-12,5411560000
2018-07-13,5399800000
2018-07-16,5384120000
2018-07-17,5406660000
2018-07-18,5402740000
2018-07-19,5474280000
2018-07-20,5443900000
2018-07-23,5442920000
2018-07-24,5401760000
2018-07-25,5487020000
2018-07-26,5877060000
2018-07-27,5825120000
2018-07-30,5723200000
2018-07-31,5892740000
2018-08-01,5889800000
2018-08-02,6052480000
2018-08-03,6094620000
2018-08-06,6094620000
2018-08-07,6151460000
2018-08-08,6111280000
2018-08-09,6117160000
2018-08-10,6154400000
2018-08-13,6196540000
2018-08-14,6215160000
2018-08-15,6200460000
2018-08-16,6196540000
