,GPC
2013-11-26,12531723450
2013-11-27,12607206480
2013-11-29,12761253480
2013-12-02,12681149039
2013-12-03,12779739119
2013-12-04,12548668619
2013-12-05,12374595510
2013-12-06,12588720840
2013-12-09,12696553740
2013-12-10,12752010660
2013-12-11,12573316140
2013-12-12,12491671230
2013-12-13,12496292640
2013-12-16,12468564180
2013-12-17,12410026320
2013-12-18,12591801780
2013-12-19,12570235200
2013-12-20,12596423190
2013-12-23,12678068100
2013-12-24,12745848780
2013-12-26,12790522410
2013-12-27,12819791340
2013-12-30,12809008050
2013-12-31,12788715510
2014-01-02,12593479680
2014-01-03,12654971279
2014-01-06,12611927160
2014-01-07,12779491770
2014-01-08,12745671390
2014-01-09,12733373070
2014-01-10,12828685050
2014-01-13,12548898270
2014-01-14,12719537460
2014-01-15,12847132529
2014-01-16,13005473400
2014-01-17,12934758060
2014-01-21,12950130960
2014-01-22,13028532750
2014-01-23,12920922450
2014-01-24,12658045860
2014-01-27,12745671390
2014-01-28,12791790089
2014-01-29,12501242279
2014-01-30,12618076320
2014-01-31,12644210250
2014-02-03,11952429750
2014-02-04,11990862000
2014-02-05,12001623029
2014-02-06,12390557400
2014-02-07,12542749110
2014-02-10,12587330520
2014-02-11,12736447650
2014-02-12,12885564779
2014-02-13,13011622560
2014-02-14,13213007550
2014-02-18,13437451890
2014-02-19,13291409339
2014-02-20,13382109450
2014-02-21,13412855250
2014-02-24,13392870480
2014-02-25,13329841589
2014-02-26,13397482350
2014-02-27,13342139910
2014-02-28,13541987610
2014-03-03,13371348420
2014-03-04,13517390970
2014-03-05,13466660400
2014-03-06,13388258610
2014-03-07,13448212920
2014-03-10,13305244950
2014-03-11,13288334760
2014-03-12,13340602620
2014-03-13,13149978660
2014-03-14,13133068470
2014-03-17,13185336330
2014-03-18,13197634650
2014-03-19,13051592100
2014-03-20,13079263320
2014-03-21,13019309010
2014-03-24,12943981800
2014-03-25,12983951339
2014-03-26,12950130960
2014-03-27,12907086839
2014-03-28,13102322670
2014-03-31,13328261550
2014-04-01,13320588400
2014-04-02,13351281000
2014-04-03,13444893430
2014-04-04,13243856900
2014-04-07,12995246840
2014-04-08,13225441340
2014-04-09,13360488780
2014-04-10,13114947979
2014-04-11,12975296650
2014-04-14,13025939440
2014-04-15,13075047600
2014-04-16,13414200830
2014-04-17,13400389159
2014-04-21,13497070850
2014-04-22,13226975970
2014-04-23,13296034320
2014-04-24,13233114490
2014-04-25,13141036690
2014-04-28,13280688020
2014-04-29,13219302820
2014-04-30,13369696560
2014-05-01,13173263920
2014-05-02,13131828909
2014-05-05,13002919990
2014-05-06,12932327010
2014-05-07,13007523880
2014-05-08,13044355000
2014-05-09,13065839820
2014-05-12,13220837450
2014-05-13,13173263920
2014-05-14,13090393900
2014-05-15,12973762020
2014-05-16,13091928530
2014-05-19,13029008700
2014-05-20,12849456990
2014-05-21,13010593140
2014-05-22,13050493520
2014-05-23,13104205570
2014-05-27,13168660030
2014-05-28,13222372080
2014-05-29,13160986880
2014-05-30,13248460790
2014-06-02,13317519140
2014-06-03,13137967430
2014-06-04,13121086500
2014-06-05,13193214110
2014-06-06,13312915250
2014-06-09,13322123030
2014-06-10,13223906710
2014-06-11,13130294280
2014-06-12,13058166670
2014-06-13,13059701300
2014-06-16,13114947979
2014-06-17,13199352630
2014-06-18,13329796180
2014-06-19,13299103580
2014-06-20,13423408610
2014-06-23,13342073220
2014-06-24,13256133940
2014-06-25,13279153390
2014-06-26,13268410979
2014-06-27,13409596940
2014-06-30,13434980400
2014-07-01,13451812380
2014-07-02,13404376800
2014-07-03,13626252900
2014-07-07,13549743900
2014-07-08,13447221840
2014-07-09,13555864620
2014-07-10,13294203840
2014-07-11,13330928160
2014-07-14,13353880860
2014-07-15,13248298440
2014-07-16,13275841680
2014-07-17,13164138540
2014-07-18,13341639420
2014-07-21,13370712840
2014-07-22,13144246200
2014-07-23,13053965580
2014-07-24,13076918279
2014-07-25,13053965580
2014-07-28,12980516940
2014-07-29,12890236320
2014-07-30,12994288560
2014-07-31,12672950759
2014-08-01,12640816980
2014-08-04,12715795800
2014-08-05,12680601660
2014-08-06,12697433640
2014-08-07,12601032300
2014-08-08,12890236320
2014-08-11,12867283620
2014-08-12,12835149840
2014-08-13,12877994880
2014-08-14,13090689900
2014-08-15,13024892160
2014-08-18,13180970520
2014-08-19,13245238080
2014-08-20,13330928160
2014-08-21,13419678600
2014-08-22,13442631300
2014-08-25,13508429040
2014-08-26,13438040759
2014-08-27,13434980400
2014-08-28,13381424100
2014-08-29,13425799320
2014-09-02,13464053820
2014-09-03,13386014640
2014-09-04,13444161480
2014-09-05,13502308320
2014-09-08,13428859680
2014-09-09,13311035820
2014-09-10,13395195720
2014-09-11,13353880860
2014-09-12,13560455160
2014-09-15,13526791200
2014-09-16,13630843440
2014-09-17,13615541640
2014-09-18,13685929920
2014-09-19,13653796140
2014-09-22,13571166420
2014-09-23,13422738960
2014-09-24,13575756960
2014-09-25,13375303380
2014-09-26,13491597060
2014-09-29,13476295259
2014-09-30,13419279159
2014-10-01,13246393680
2014-10-02,13324421640
2014-10-03,13497307120
2014-10-06,13437638680
2014-10-07,13234154000
2014-10-08,13508016840
2014-10-09,13237213920
2014-10-10,13327481560
2014-10-13,13154596080
2014-10-14,13293822440
2014-10-15,13348901000
2014-10-16,13471297800
2014-10-17,13547795800
2014-10-20,13683962240
2014-10-21,14185789120
2014-10-22,14187319080
2014-10-23,14198028800
2014-10-24,14257697240
2014-10-27,14262287120
2014-10-28,14436702560
2014-10-29,14390803760
2014-10-30,14589698560
2014-10-31,14852851680
2014-11-03,14862031440
2014-11-04,14967598680
2014-11-05,15114474840
2014-11-06,15083875640
2014-11-07,15166493480
2014-11-10,15236871640
2014-11-11,15247581360
2014-11-12,15389867640
2014-11-13,15382217840
2014-11-14,15250641280
2014-11-17,15287360320
2014-11-18,15317959520
2014-11-19,15330199200
2014-11-20,15400577360
2014-11-21,15516854320
2014-11-24,15628541400
2014-11-25,15532153920
2014-11-26,15581112640
2014-11-28,15724928880
2014-12-01,15568872960
2014-12-02,15680560040
2014-12-03,15827436200
2014-12-04,15858035400
2014-12-05,15796837000
2014-12-08,15724928880
2014-12-09,15726458840
2014-12-10,15594882280
2014-12-11,15799896920
2014-12-12,15675970159
2014-12-15,15552043400
2014-12-16,15653020760
2014-12-17,15896284400
2014-12-18,16136488120
2014-12-19,16199216480
2014-12-22,16287954159
2014-12-23,16497558680
2014-12-24,16465429520
2014-12-26,16502148560
2014-12-29,16570996760
2014-12-30,16485319000
2014-12-31,16268549919
2015-01-02,16260917120
2015-01-05,16157111040
2015-01-06,15494584000
2015-01-07,15731200800
2015-01-08,15764785120
2015-01-09,15474738720
2015-01-12,14887013120
2015-01-13,14819844480
2015-01-14,14545063680
2015-01-15,14514532480
2015-01-16,14822897600
2015-01-20,14879380320
2015-01-21,14923650560
2015-01-22,15048828480
2015-01-23,15021350400
2015-01-26,15059514400
2015-01-27,14887013120
2015-01-28,14566435520
2015-01-29,14566435520
2015-01-30,14187848640
2015-02-02,14264176640
2015-02-03,14948075520
2015-02-04,14578648000
2015-02-05,14647343200
2015-02-06,14745043040
2015-02-09,14667188480
2015-02-10,14734357120
2015-02-11,14719091520
2015-02-12,14775574240
2015-02-13,14809158560
2015-02-17,14748096160
2015-02-18,14586280800
2015-02-19,14610705759
2015-02-20,14697719680
2015-02-23,14719091520
2015-02-24,14712985280
2015-02-25,14774047680
2015-02-26,14735883680
2015-02-27,14667188480
2015-03-02,14798472640
2015-03-03,14580174560
2015-03-04,14355770240
2015-03-05,14384774880
2015-03-06,14183268960
2015-03-09,14332871840
2015-03-10,14099308160
2015-03-11,14094728480
2015-03-12,14459576320
2015-03-13,14421412320
2015-03-16,14654976000
2015-03-17,14448890400
2015-03-18,14538957440
2015-03-19,14583227680
2015-03-20,14644290080
2015-03-23,14592387040
2015-03-24,14436677919
2015-03-25,14174109600
2015-03-26,14094728480
2015-03-27,14186322080
2015-03-30,14328292160
2015-03-31,14177367460
2015-04-01,13958294500
2015-04-02,14107385820
2015-04-06,14189538180
2015-04-07,14197144879
2015-04-08,14125641900
2015-04-09,14134769940
2015-04-10,14189538180
2015-04-13,14122599220
2015-04-14,14098257780
2015-04-15,14078480360
2015-04-16,14013062740
2015-04-17,13946123780
2015-04-20,14083044379
2015-04-21,14064788300
2015-04-22,14151504680
2015-04-23,14168239420
2015-04-24,13994806660
2015-04-27,13914175640
2015-04-28,13895919560
2015-04-29,13835065960
2015-04-30,13669239900
2015-05-01,13915696980
2015-05-04,14122599220
2015-05-05,13967422540
2015-05-06,13941559760
2015-05-07,14086087060
2015-05-08,14312766720
2015-05-11,14332544140
2015-05-12,14302117340
2015-05-13,14101300460
2015-05-14,14306681360
2015-05-15,14276254560
2015-05-18,14264083840
2015-05-19,14254955800
2015-05-20,14261041160
2015-05-21,14235178379
2015-05-22,14230614360
2015-05-26,14084565720
2015-05-27,14128684580
2015-05-28,14058702940
2015-05-29,13763562980
2015-06-01,13727050820
2015-06-02,13743785560
2015-06-03,13806160500
2015-06-04,13844194000
2015-06-05,13924825020
2015-06-08,13819852560
2015-06-09,13727050820
2015-06-10,13909611620
2015-06-11,13821373900
2015-06-12,13819852560
2015-06-15,13766605660
2015-06-16,13815288540
2015-06-17,13873099460
2015-06-18,14092172420
2015-06-19,14028276140
2015-06-22,14038925520
2015-06-23,14037404180
2015-06-24,13958294500
2015-06-25,13935474400
2015-06-26,14006977379
2015-06-29,13582523520
2015-06-30,13550723620
2015-07-01,13721753640
2015-07-02,13626400620
2015-07-06,13544669460
2015-07-07,13537101760
2015-07-08,13296448900
2015-07-09,13360017580
2015-07-10,13467478920
2015-07-13,13694509920
2015-07-14,13653644340
2015-07-15,13696023460
2015-07-16,13753537980
2015-07-17,13718726560
2015-07-20,13441748740
2015-07-21,13299475980
2015-07-22,13294935360
2015-07-23,13314611380
2015-07-24,13149635520
2015-07-27,13043687720
2015-07-28,13181419860
2015-07-29,13381207140
2015-07-30,13411477940
2015-07-31,13462938300
2015-08-03,13396342540
2015-08-04,13387261300
2015-08-05,13475046620
2015-08-06,13426613340
2015-08-07,13316124920
2015-08-10,13490182020
2015-08-11,13317638460
2015-08-12,13264664560
2015-08-13,13328233240
2015-08-14,13390288380
2015-08-17,13366071740
2015-08-18,13304016600
2015-08-19,13228339600
2015-08-20,12968010720
2015-08-21,12627464220
2015-08-24,12288431260
2015-08-25,12037183620
2015-08-26,12268755240
2015-08-27,12642599620
2015-08-28,12669843340
2015-08-31,12636545460
2015-09-01,12289944800
2015-09-02,12358054100
2015-09-03,12391351980
2015-09-04,12247565680
2015-09-08,12659248560
2015-09-09,12560868460
2015-09-10,12588112180
2015-09-11,12627464220
2015-09-14,12568436160
2015-09-15,12849954600
2015-09-16,13025525240
2015-09-17,12874171240
2015-09-18,12600220500
2015-09-21,12668329800
2015-09-22,12510921640
2015-09-23,12515462260
2015-09-24,12622923600
2015-09-25,12707681840
2015-09-28,12510921640
2015-09-29,12492759160
2015-09-30,12479255280
2015-10-01,12266976960
2015-10-02,12357308160
2015-10-05,12620774160
2015-10-06,12476244240
2015-10-07,12720138480
2015-10-08,12941449920
2015-10-09,12882734639
2015-10-12,12828535920
2015-10-13,12702072240
2015-10-14,12545498160
2015-10-15,12604213440
2015-10-16,12537970560
2015-10-19,12745732320
2015-10-20,12899295360
2015-10-21,12959516160
2015-10-22,13299763680
2015-10-23,13427732880
2015-10-26,13536130320
2015-10-27,13338907200
2015-10-28,13564735200
2015-10-29,13581295920
2015-10-30,13664099520
2015-11-02,13828201200
2015-11-03,13787552160
2015-11-04,13748408639
2015-11-05,13843256400
2015-11-06,13477415040
2015-11-09,13385578320
2015-11-10,13516558560
2015-11-11,13456337760
2015-11-12,13137167520
2015-11-13,12921878160
2015-11-16,13218465600
2015-11-17,13256103600
2015-11-18,13310302320
2015-11-19,13400633520
2015-11-20,13585812480
2015-11-23,13615922880
2015-11-24,13498492320
2015-11-25,13637000160
2015-11-27,13682165760
2015-11-30,13644527760
2015-12-01,13641516720
2015-12-02,13347940320
2015-12-03,13266642240
2015-12-04,13408161120
2015-12-07,13414183200
2015-12-08,13349445840
2015-12-09,13138673040
2015-12-10,13183838639
2015-12-11,12834558000
2015-12-14,12970054800
2015-12-15,12962527200
2015-12-16,13119101280
2015-12-17,12927900240
2015-12-18,12583136160
2015-12-21,12643356960
2015-12-22,12771326160
2015-12-23,12982098960
2015-12-24,12962527200
2015-12-28,13060386000
2015-12-29,13171794480
2015-12-30,13078452240
2015-12-31,12848542770
2016-01-04,12570299790
2016-01-05,12615177690
2016-01-06,12365357380
2016-01-07,12099081840
2016-01-08,11752026080
2016-01-11,11828318509
2016-01-12,11913586520
2016-01-13,11578498200
2016-01-14,11743050500
2016-01-15,11738562710
2016-01-19,11714627830
2016-01-20,11823830720
2016-01-21,11850757460
2016-01-22,11927049890
2016-01-25,11862724900
2016-01-26,12274105650
2016-01-27,12269617860
2016-01-28,12468576550
2016-01-29,12890428810
2016-02-01,12552348630
2016-02-02,12366853310
2016-02-03,12541877120
2016-02-04,12869485790
2016-02-05,12686982330
2016-02-08,12755795110
2016-02-09,12923339270
2016-02-10,12897908460
2016-02-11,12930818920
2016-02-12,13143240980
2016-02-16,13405028730
2016-02-17,13466361860
2016-02-18,13581548470
2016-02-19,13773027509
2016-02-22,13820897270
2016-02-23,13725157750
2016-02-24,13618946720
2016-02-25,13743108910
2016-02-26,13651857180
2016-02-29,13485808950
2016-03-01,13916636790
2016-03-02,13992929220
2016-03-03,14051270490
2016-03-04,14009384450
2016-03-07,14136538500
2016-03-08,14042294910
2016-03-09,14052766420
2016-03-10,14049774560
2016-03-11,14266684410
2016-03-14,14211335000
2016-03-15,14193383840
2016-03-16,14296603009
2016-03-17,14721447130
2016-03-18,14667593650
2016-03-21,14588309360
2016-03-22,14503041350
2016-03-23,14603268660
2016-03-24,14618227960
2016-03-28,14636179120
2016-03-29,14751365730
2016-03-30,14827658160
2016-03-31,14828585760
2016-04-01,14882312520
2016-04-04,14671882710
2016-04-05,14583830520
2016-04-06,14631587640
2016-04-07,14462945310
2016-04-08,14504732790
2016-04-11,14445036390
2016-04-12,14564429190
2016-04-13,14824108530
2016-04-14,14688299220
2016-04-15,14834555400
2016-04-18,14898729030
2016-04-19,14458468080
2016-04-20,14400264090
2016-04-21,14355491790
2016-04-22,14443543980
2016-04-25,14461452900
2016-04-26,14658451020
2016-04-27,14659943430
2016-04-28,14527118940
2016-04-29,14322658770
2016-05-02,14440559160
2016-05-03,14385339990
2016-05-04,14337582869
2016-05-05,14321166360
2016-05-06,14476377000
2016-05-09,14477869410
2016-05-10,14618155950
2016-05-11,14345044920
2016-05-12,14492793510
2016-05-13,14337582869
2016-05-16,14467422540
2016-05-17,14077903530
2016-05-18,14055517380
2016-05-19,13951048680
2016-05-20,14049547740
2016-05-23,13986866520
2016-05-24,14224159710
2016-05-25,14370415890
2016-05-26,14374893119
2016-05-27,14485331460
2016-05-31,14464437720
2016-06-01,14373400710
2016-06-02,14465930130
2016-06-03,14351014560
2016-06-06,14471899770
2016-06-07,14546520270
2016-06-08,14579353290
2016-06-09,14510702430
2016-06-10,14401756500
2016-06-13,14195803920
2016-06-14,14264454780
2016-06-15,14321166360
2016-06-16,14415188190
2016-06-17,14462945310
2016-06-20,14567414010
2016-06-21,14558459550
2016-06-22,14618155950
2016-06-23,14836047810
2016-06-24,14453990850
2016-06-27,14224159710
2016-06-28,14537565810
2016-06-29,14801722380
2016-06-30,15076023750
2016-07-01,15208543860
2016-07-05,15068578800
2016-07-06,15375310740
2016-07-07,15327663060
2016-07-08,15629928030
2016-07-11,15670130760
2016-07-12,15661196820
2016-07-13,15539099640
2016-07-14,15460183170
2016-07-15,15330641040
2016-07-18,15184720020
2016-07-19,14851186260
2016-07-20,14891388990
2016-07-21,14708243220
2016-07-22,14875010100
2016-07-25,14959882530
2016-07-26,15040287990
2016-07-27,15147495270
2016-07-28,15282993360
2016-07-29,15223433760
2016-08-01,15184720020
2016-08-02,14974772429
2016-08-03,14998596270
2016-08-04,15009019200
2016-08-05,15143028300
2016-08-08,15107292540
2016-08-09,15001574250
2016-08-10,15070067790
2016-08-11,15187698000
2016-08-12,15113248500
2016-08-15,15265125480
2016-08-16,15195142950
2016-08-17,15260658510
2016-08-18,15390200640
2016-08-19,15455716200
2016-08-22,15332130030
2016-08-23,15489962970
2016-08-24,15551011560
2016-08-25,15510808830
2016-08-26,15384244679
2016-08-29,15647795910
2016-08-30,15440826300
2016-08-31,15309795179
2016-09-01,15338085990
2016-09-02,15397645590
2016-09-06,15137072340
2016-09-07,14934569700
2016-09-08,14848208280
2016-09-09,14441714010
2016-09-12,14675485440
2016-09-13,14458092900
2016-09-14,14404489260
2016-09-15,14426824110
2016-09-16,14465537850
2016-09-19,14684419380
2016-09-20,14703776250
2016-09-21,14879477070
2016-09-22,15108781530
2016-09-23,14684419380
2016-09-26,14668040490
2016-09-27,14950948590
2016-09-28,15000085260
2016-09-29,14827362420
2016-09-30,14914615100
2016-10-03,14822558740
2016-10-04,14608750420
2016-10-05,14685958980
2016-10-06,14731987160
2016-10-07,14590933060
2016-10-10,14613204760
2016-10-11,14445424620
2016-10-12,14564207020
2016-10-13,14506300600
2016-10-14,14552328780
2016-10-17,14525602740
2016-10-18,14305855300
2016-10-19,13677793360
2016-10-20,13290265780
2016-10-21,13450622020
2016-10-24,13514467560
2016-10-25,13435774220
2016-10-26,13520406680
2016-10-27,13236813700
2016-10-28,13339263520
2016-10-31,13450622020
2016-11-01,13214542000
2016-11-02,13131394320
2016-11-03,13052700980
2016-11-04,13017066260
2016-11-07,13159605140
2016-11-08,13171483380
2016-11-09,13389746040
2016-11-10,13882693000
2016-11-11,14048988360
2016-11-14,14276159700
2016-11-15,14265766240
2016-11-16,14157377300
2016-11-17,14046018800
2016-11-18,14038594900
2016-11-21,14247948880
2016-11-22,14427607260
2016-11-23,14448394180
2016-11-25,14535996200
2016-11-28,14409789900
2016-11-29,14335550900
2016-11-30,14288037940
2016-12-01,14286553160
2016-12-02,14216768500
2016-12-05,14454333300
2016-12-06,14475120220
2016-12-07,14819589180
2016-12-08,14677050300
2016-12-09,14644385140
2016-12-12,14582024380
2016-12-13,14821073959
2016-12-14,14538965760
2016-12-15,14573115700
2016-12-16,14547874440
2016-12-19,14633991680
2016-12-20,14657748160
2016-12-21,14525602740
2016-12-22,14338520459
2016-12-23,14387518200
2016-12-27,14488483240
2016-12-28,14308824860
2016-12-29,14320703100
2016-12-30,14185588120
2017-01-03,14167967020
2017-01-04,14388716480
2017-01-05,14322047180
2017-01-06,14246488640
2017-01-09,14230191700
2017-01-10,14412421120
2017-01-11,14442051920
2017-01-12,14532425860
2017-01-13,14603539779
2017-01-17,14453904240
2017-01-18,14710210660
2017-01-19,14683542940
2017-01-20,14776879960
2017-01-23,14259822500
2017-01-24,14359085680
2017-01-25,14490942740
2017-01-26,14391679560
2017-01-27,14322047180
2017-01-30,14382790320
2017-01-31,14342788740
2017-02-01,14273156360
2017-02-02,14314639480
2017-02-03,14391679560
2017-02-06,14402050340
2017-02-07,14366493380
2017-02-08,14673172160
2017-02-09,14766509180
2017-02-10,14782806120
2017-02-13,14799103060
2017-02-14,14765027640
2017-02-15,14833178480
2017-02-16,14701321420
2017-02-17,14914663180
2017-02-21,14470201180
2017-02-22,14221302460
2017-02-23,14074630000
2017-02-24,14259822500
2017-02-27,14249451720
2017-02-28,14179819340
2017-03-01,14307231779
2017-03-02,14203523980
2017-03-03,14030183800
2017-03-06,13953143720
2017-03-07,13855362080
2017-03-08,13800545100
2017-03-09,13770914300
2017-03-10,13809434340
2017-03-13,13947217560
2017-03-14,13935365240
2017-03-15,13920549840
2017-03-16,13966477580
2017-03-17,14059814600
2017-03-20,13975366820
2017-03-21,13822768200
2017-03-22,13847954380
2017-03-23,13844991300
2017-03-24,13754617360
2017-03-27,13742765040
2017-03-28,13793137400
2017-03-29,13729431180
2017-03-30,13680540360
2017-03-31,13591570390
2017-04-03,13287116860
2017-04-04,13241522370
2017-04-05,13270938170
2017-04-06,13284175279
2017-04-07,13216518940
2017-04-10,13206223410
2017-04-11,13326828190
2017-04-12,13151804180
2017-04-13,13081206260
2017-04-17,13251817900
2017-04-18,13257701060
2017-04-19,13518030890
2017-04-20,13663639100
2017-04-21,13694525690
2017-04-24,13766594400
2017-04-25,13720999910
2017-04-26,13697467270
2017-04-27,13726883070
2017-04-28,13534209580
2017-05-01,13434195860
2017-05-02,13541563529
2017-05-03,13540092740
2017-05-04,13568037750
2017-05-05,13638635670
2017-05-08,13610690660
2017-05-09,13653343570
2017-05-10,13647460410
2017-05-11,13509206150
2017-05-12,13448903760
2017-05-15,13510676940
2017-05-16,13463611660
2017-05-17,13403309270
2017-05-18,13479790350
2017-05-19,13548917480
2017-05-22,13598924340
2017-05-23,13332711350
2017-05-24,13262113430
2017-05-25,13437137440
2017-05-26,13719529120
2017-05-30,13610690660
2017-05-31,13622456980
2017-06-01,13841604690
2017-06-02,13866608120
2017-06-05,13793068620
2017-06-06,13548917480
2017-06-07,13507735360
2017-06-08,13368010310
2017-06-09,13473907190
2017-06-12,13673934630
2017-06-13,13804834940
2017-06-14,13863666540
2017-06-15,13948972360
2017-06-16,14062223190
2017-06-19,13750415710
2017-06-20,13423900330
2017-06-21,13220931310
2017-06-22,13188573930
2017-06-23,13345948460
2017-06-26,13407721640
2017-06-27,13362127150
2017-06-28,13522443260
2017-06-29,13401838480
2017-06-30,13609747200
2017-07-03,13741795200
2017-07-05,13081555200
2017-07-06,12726492800
2017-07-07,12744099200
2017-07-10,12485872000
2017-07-11,12364094400
2017-07-12,12324480000
2017-07-13,12280464000
2017-07-14,12229112000
2017-07-17,12334750399
2017-07-18,12179227200
2017-07-19,12171891200
2017-07-20,11985556800
2017-07-21,12135211200
2017-07-24,12003163200
2017-07-25,12224710399
2017-07-26,12149883200
2017-07-27,12440388800
2017-07-28,12314209600
2017-07-31,12460929600
2017-08-01,12465331200
2017-08-02,12387569600
2017-08-03,12340619200
2017-08-04,12306873600
2017-08-07,12346488000
2017-08-08,12243784000
2017-08-09,12248185600
2017-08-10,12073588800
2017-08-11,12149883200
2017-08-14,12290734400
2017-08-15,11808025600
2017-08-16,12067720000
2017-08-17,11956212800
2017-08-18,11972352000
2017-08-21,12129342400
2017-08-22,12124940800
2017-08-23,12114670399
2017-08-24,12101465600
2017-08-25,12221776000
2017-08-28,12170424000
2017-08-29,12006097600
2017-08-30,12163088000
2017-08-31,12152817600
2017-09-01,12301004800
2017-09-05,12369963200
2017-09-06,12516683200
2017-09-07,12389036800
2017-09-08,12522552000
2017-09-11,12591510399
2017-09-12,12682476800
2017-09-13,12755836800
2017-09-14,12675140800
2017-09-15,12713288000
2017-09-18,12747033600
2017-09-19,12597379200
2017-09-20,12723558400
2017-09-21,12669272000
2017-09-22,12908425600
2017-09-25,13677238400
2017-09-26,13815155200
2017-09-27,13859171200
2017-09-28,13966276800
2017-09-29,14033768000
2017-10-02,14130636730
2017-10-03,14069052550
2017-10-04,14001603210
2017-10-05,14045591910
2017-10-06,14010400950
2017-10-09,13956148220
2017-10-10,14006002080
2017-10-11,14003069500
2017-10-12,14055855940
2017-10-13,14055855940
2017-10-16,14077850290
2017-10-17,14202484940
2017-10-18,14375507160
2017-10-19,13154087590
2017-10-20,12995728270
2017-10-23,13089570830
2017-10-24,13036784390
2017-10-25,12970801340
2017-10-26,13108632600
2017-10-27,12954672150
2017-10-30,12909217160
2017-10-31,12937076670
2017-11-01,12819773470
2017-11-02,12981065370
2017-11-03,12874026200
2017-11-06,12794846540
2017-11-07,12673144470
2017-11-08,12613026580
2017-11-09,12545577240
2017-11-10,12529448050
2017-11-13,12505987410
2017-11-14,12611560290
2017-11-15,12463465000
2017-11-16,12608627710
2017-11-17,12629155770
2017-11-20,12648217540
2017-11-21,12602762550
2017-11-22,12743526390
2017-11-24,12733262360
2017-11-27,12847632980
2017-11-28,13099834860
2017-11-29,13416553500
2017-11-30,13632098130
2017-12-01,13615968940
2017-12-04,13777260840
2017-12-05,13806586640
2017-12-06,13742069880
2017-12-07,13753800200
2017-12-08,13907760650
2017-12-11,13708345210
2017-12-12,13596907170
2017-12-13,13674620540
2017-12-14,13413620920
2017-12-15,13486935420
2017-12-18,13701013760
2017-12-19,13637963290
2017-12-20,13668755380
2017-12-21,13860839370
2017-12-22,13945884190
2017-12-26,13986940310
2017-12-27,14027996430
2017-12-28,14000136920
2017-12-29,13931221290
2018-01-02,14170893660
2018-01-03,14276537100
2018-01-04,14292677070
2018-01-05,14305882500
2018-01-08,14376311460
2018-01-09,14518636650
2018-01-10,14584663800
2018-01-11,14951481300
2018-01-12,15153964560
2018-01-16,15083535600
2018-01-17,15183309960
2018-01-18,15102610110
2018-01-19,15280149780
2018-01-22,15278682510
2018-01-23,15366718710
2018-01-24,15645500010
2018-01-25,15598547370
2018-01-26,15784890660
2018-01-29,15701256270
2018-01-30,15434213130
2018-01-31,15269878889
2018-02-01,15143693670
2018-02-02,14994032130
2018-02-05,14624280090
2018-02-06,14681503620
2018-02-07,14565589290
2018-02-08,14131277370
2018-02-09,14239855350
2018-02-12,14338162440
2018-02-13,14192902710
2018-02-14,14518636650
2018-02-15,14806221570
2018-02-16,14647756410
2018-02-20,13890645090
2018-02-21,13695498180
2018-02-22,13635340110
2018-02-23,13870103310
2018-02-26,13919990490
2018-02-27,13581051120
2018-02-28,13475407680
2018-03-01,13412315070
2018-03-02,13331615220
2018-03-05,13466604060
2018-03-06,13576649310
2018-03-07,13448996820
2018-03-08,13281728040
2018-03-09,13589854740
2018-03-12,13553172990
2018-03-13,13459267710
2018-03-14,13261186260
2018-03-15,13242111750
2018-03-16,13319877060
2018-03-19,13277326230
2018-03-20,13319877060
2018-03-21,13275858960
2018-03-22,12909041460
2018-03-23,12694820040
2018-03-26,13001479470
2018-03-27,13000012200
2018-03-28,13011750360
2018-03-29,13181953680
2018-04-02,12731856480
2018-04-03,12932901240
2018-04-04,13167698040
2018-04-05,13304173680
2018-04-06,13098726480
2018-04-09,13032689880
2018-04-10,13261616760
2018-04-11,13157425680
2018-04-12,13226397240
2018-04-13,13136880960
2018-04-16,13304173680
2018-04-17,13315913520
2018-04-18,13406897280
2018-04-19,12934368720
2018-04-20,12877137000
2018-04-23,13029754920
2018-04-24,12972523200
2018-04-25,13034157359
2018-04-26,13059104520
2018-04-27,13343795640
2018-04-30,12960783359
2018-05-01,13013612640
2018-05-02,12905019120
2018-05-03,13004807760
2018-05-04,13195580160
2018-05-07,13177970400
2018-05-08,13175035440
2018-05-09,13235202120
2018-05-10,13290966359
2018-05-11,13409832240
2018-05-14,13464129000
2018-05-15,13453856640
2018-05-16,13566852600
2018-05-17,13599137160
2018-05-18,13555112760
2018-05-21,13723872960
2018-05-22,13468531440
2018-05-23,13374612720
2018-05-24,13464129000
2018-05-25,13424507040
2018-05-29,13260149280
2018-05-30,13455324120
2018-05-31,13323250920
2018-06-01,13423039560
2018-06-04,13641694080
2018-06-05,13691588400
2018-06-06,13813389240
2018-06-07,13855946160
2018-06-08,13885295760
2018-06-11,13988019359
2018-06-12,13951332359
2018-06-13,13847141280
2018-06-14,13804584359
2018-06-15,13951332359
2018-06-18,13839803880
2018-06-19,13779637200
2018-06-20,13804584359
2018-06-21,13587397320
2018-06-22,13653433920
2018-06-25,13537503000
2018-06-26,13582994880
2018-06-27,13487608680
2018-06-28,13461194040
2018-06-29,13469998920
2018-07-02,13356900630
2018-07-03,13314339360
2018-07-05,13411202940
2018-07-06,13317274620
2018-07-09,13610800620
2018-07-10,13710599460
2018-07-11,13511001780
2018-07-12,13563836460
2018-07-13,13685649750
2018-07-16,13684182120
