,MTW
2019-03-14,593808000
2019-03-15,603776000
2019-03-18,620508000
2019-03-19,618016000
2019-03-20,605556000
2019-03-21,609116000
2019-03-22,580280000
2019-03-25,582772000
2019-03-26,578500000
2019-03-27,576008000
2019-03-28,580280000
2019-03-29,584196000
2019-04-01,605483163
2019-04-02,598719976
2019-04-03,605483163
2019-04-04,616873792
2019-04-05,619365493
2019-04-08,619721450
2019-04-09,605483163
2019-04-10,616873792
2019-04-11,614738049
2019-04-12,627908465
2019-04-15,613670178
2019-04-16,632535908
2019-04-17,630044208
2019-04-18,654605254
2019-04-22,662436311
2019-04-23,677386513
2019-04-24,682369914
2019-04-25,638587180
2019-04-26,638587180
2019-04-29,640366966
2019-04-30,635739523
2019-05-01,625416765
2019-05-02,626128679
2019-05-03,653181425
2019-05-06,651045682
2019-05-07,633959737
2019-05-08,635739523
2019-05-09,621501236
2019-05-10,596940190
2019-05-13,568463616
2019-05-14,582345946
2019-05-15,578430417
2019-05-16,575938717
2019-05-17,551021714
2019-05-20,544258528
2019-05-21,563836173
2019-05-22,561700430
2019-05-23,536071513
2019-05-24,536427470
2019-05-28,523257054
2019-05-29,510442596
2019-05-30,502611538
2019-05-31,485881550
2019-06-03,496204308
2019-06-04,522189183
2019-06-05,521121311
2019-06-06,529664283
2019-06-07,539987042
2019-06-10,543190656
2019-06-11,547106185
2019-06-12,538919170
2019-06-13,559920644
2019-06-14,545326399
2019-06-17,550309800
2019-06-18,566683830
2019-06-19,567395744
2019-06-20,592668704
2019-06-21,600143805
2019-06-24,595516362
2019-06-25,612602306
2019-06-26,618653578
2019-06-27,628976337
2019-06-28,633603780
2019-07-01,634507316
2019-07-02,614358615
2019-07-03,604814494
2019-07-05,592442485
2019-07-08,592795971
2019-07-09,595270373
2019-07-10,603754036
2019-07-11,596330831
2019-07-12,621074849
2019-07-15,614358615
2019-07-16,617539989
2019-07-17,603400550
2019-07-18,599512205
2019-07-19,616126045
2019-07-22,615065587
2019-07-23,641930521
2019-07-24,655362988
2019-07-25,627791082
2019-07-26,629558512
2019-07-29,632032914
2019-07-30,641223549
2019-07-31,634507316
2019-08-01,597391289
2019-08-02,588200654
2019-08-05,560628748
2019-08-06,558861318
2019-08-07,552852057
2019-08-08,575121673
2019-08-09,601279634
2019-08-12,557800860
2019-08-13,566638009
2019-08-14,528108039
2019-08-15,507605852
2019-08-16,521745291
2019-08-19,515029058
2019-08-20,497354759
2019-08-21,503717507
2019-08-22,504777965
2019-08-23,463773592
2019-08-26,455996901
2019-08-27,419941332
2019-08-28,411811155
2019-08-29,434080771
2019-08-30,441857462
2019-09-03,412871612
2019-09-04,416759958
2019-09-05,439383060
2019-09-06,445038836
2019-09-09,464127078
2019-09-10,476145601
2019-09-11,492052470
2019-09-12,484275778
2019-09-13,502657049
2019-09-16,502303563
2019-09-17,495233843
2019-09-18,485689722
2019-09-19,477206059
2019-09-20,468015424
2019-09-23,461299190
2019-09-24,439383060
2019-09-25,444331864
2019-09-26,431252883
2019-09-27,428424995
2019-09-30,442085537
2019-10-01,416975078
2019-10-02,403889347
2019-10-03,397876983
2019-10-04,407779699
2019-10-07,397169646
2019-10-08,377364214
2019-10-09,378425220
2019-10-10,378425220
2019-10-11,399998994
2019-10-14,402474673
2019-10-15,397876983
2019-10-16,399998994
2019-10-17,414499399
2019-10-18,422280105
2019-10-21,427585131
2019-10-22,432890158
2019-10-23,442439205
2019-10-24,441378200
2019-10-25,463659311
2019-10-28,477098712
2019-10-29,471086348
2019-10-30,469318006
2019-10-31,451280916
2019-11-01,473562027
2019-11-04,493367459
2019-11-05,501855502
2019-11-06,477806048
2019-11-07,492306454
2019-11-08,573296525
2019-11-11,576479540
2019-11-12,562332803
2019-11-13,552783756
2019-11-14,550661745
2019-11-15,550308077
2019-11-18,540405361
2019-11-19,535454003
2019-11-20,526612292
2019-11-21,542881040
2019-11-22,570467177
2019-11-25,592748288
2019-11-26,573650193
2019-11-27,568345167
2019-11-29,565869488
2019-12-02,565515819
2019-12-03,550661745
2019-12-04,549600740
2019-12-05,552783756
2019-12-06,572942856
2019-12-09,566576824
2019-12-10,570113509
2019-12-11,589565272
2019-12-12,610785378
2019-12-13,603004673
2019-12-16,611846383
2019-12-17,613261057
2019-12-18,616797741
2019-12-19,608309699
2019-12-20,611846383
2019-12-23,625993121
2019-12-24,620688094
2019-12-26,616797741
2019-12-27,618919752
2019-12-30,615029399
2019-12-31,614871687
2020-01-02,612763556
2020-01-03,606439161
2020-01-06,606790516
2020-01-07,598709346
2020-01-08,592033596
2020-01-09,579736162
2020-01-10,558303492
2020-01-13,569195505
2020-01-14,564979241
2020-01-15,571303636
2020-01-16,586763267
2020-01-17,574817189
2020-01-21,548114190
2020-01-22,541789795
2020-01-23,537924887
2020-01-24,524222033
2020-01-27,507005625
2020-01-28,517897638
2020-01-29,515789507
2020-01-30,517897638
2020-01-31,507708336
2020-02-03,516843572
2020-02-04,535816756
2020-02-05,563925176
2020-02-06,580438873
2020-02-07,494005481
2020-02-10,443761680
2020-02-11,447977943
2020-02-12,455707759
2020-02-13,455005048
2020-02-14,449734720
2020-02-18,444464391
2020-02-19,441302194
2020-02-20,450788785
2020-02-21,460275377
2020-02-24,444464391
2020-02-25,442707615
2020-02-26,434626444
2020-02-27,445518457
2020-02-28,438139996
2020-03-02,452545562
2020-03-03,428653405
2020-03-04,444113036
2020-03-05,412139708
2020-03-06,390707038
2020-03-09,310598041
2020-03-10,375950117
2020-03-11,368220302
2020-03-12,341517303
2020-03-13,372085209
2020-03-16,343625434
2020-03-17,364004039
2020-03-18,346436276
2020-03-19,347138987
2020-03-20,344328145
2020-03-23,305327712
2020-03-24,304273646
2020-03-25,307084488
2020-03-26,318327856
2020-03-27,276867937
2020-03-30,286354528
2020-03-31,291756754
2020-04-01,284891889
2020-04-02,307545943
2020-04-03,283862159
2020-04-06,304456753
2020-04-07,299308105
2020-04-08,313381078
2020-04-09,324021618
2020-04-13,308918916
2020-04-14,316813510
2020-04-15,282145943
2020-04-16,279743240
2020-04-17,287637835
2020-04-20,271505402
2020-04-21,253313511
2020-04-22,260864862
2020-04-23,266356754
2020-04-24,262581078
2020-04-27,283175673
2020-04-28,310635132
2020-04-29,326081078
2020-04-30,316470267
2020-05-01,295189186
2020-05-04,279056754
2020-05-05,294502699
2020-05-06,285578375
2020-05-07,300681078
2020-05-08,306859456
2020-05-11,294159456
2020-05-12,290727024
2020-05-13,267386483
2020-05-14,272535132
2020-05-15,280086483
2020-05-18,314067564
2020-05-19,293129726
2020-05-20,309262159
2020-05-21,304113510
2020-05-22,296905402
2020-05-26,328483780
2020-05-27,356972969
2020-05-28,334662159
2020-05-29,320932429
2020-06-01,334318915
2020-06-02,341183780
2020-06-03,351481077
2020-06-04,386148645
2020-06-05,417040536
2020-06-08,424591887
2020-06-09,415324320
2020-06-10,398505401
2020-06-11,365897293
2020-06-12,364867564
2020-06-15,371389185
2020-06-16,396445942
2020-06-17,383059455
2020-06-18,384089185
2020-06-19,384089185
2020-06-22,368299996
2020-06-23,374478374
2020-06-24,354570266
2020-06-25,366240537
2020-06-26,359375672
2020-06-29,377567564
2020-06-30,375782296
2020-07-01,357476724
2020-07-02,366111428
2020-07-06,370256086
2020-07-07,352986679
2020-07-08,352986679
2020-07-09,343315811
2020-07-10,351259738
2020-07-13,359549053
2020-07-14,376473072
2020-07-15,386489328
2020-07-16,393051703
2020-07-17,399268689
2020-07-20,381308506
2020-07-21,398923301
2020-07-22,398232525
2020-07-23,400995630
2020-07-24,394087867
2020-07-27,402722571
2020-07-28,385453164
2020-07-29,394433255
2020-07-30,382344670
2020-07-31,368183757
2020-08-03,375436908
2020-08-04,374055355
2020-08-05,386834716
2020-08-06,346424304
2020-08-07,345042751
2020-08-10,355059007
2020-08-11,368529145
2020-08-12,361275994
2020-08-13,361275994
2020-08-14,366111428
2020-08-17,353332067
2020-08-18,340898094
2020-08-19,339861929
2020-08-20,341934258
2020-08-21,339171153
2020-08-24,341588870
2020-08-25,333644943
2020-08-26,333644943
2020-08-27,338480377
2020-08-28,338825765
2020-08-31,325355627
2020-09-01,333299555
2020-09-02,331918002
2020-09-03,326391792
2020-09-04,329154897
2020-09-08,319484029
2020-09-09,304632339
2020-09-10,291162202
2020-09-11,286672156
2020-09-14,288053708
2020-09-15,288399096
2020-09-16,302905398
2020-09-17,314993983
2020-09-18,316720924
2020-09-21,290471425
2020-09-22,282872886
2020-09-23,275619735
2020-09-24,277692064
2020-09-25,279419005
2020-09-28,290126037
2020-09-29,287708320
2020-09-30,290760973
2020-10-01,293181100
2020-10-02,300441481
2020-10-05,317728103
2020-10-06,307356130
2020-10-07,310813454
2020-10-08,317036638
2020-10-09,312887849
2020-10-12,313579314
2020-10-13,301132946
2020-10-14,297329889
2020-10-15,299404284
2020-10-16,300095749
2020-10-19,295255495
2020-10-20,297329889
2020-10-21,301132946
2020-10-22,309084792
2020-10-23,307701862
2020-10-26,300095749
2020-10-27,283500592
2020-10-28,268634098
2020-10-29,260336519
2020-10-30,260336519
2020-11-02,271745689
2020-11-03,287649381
2020-11-04,268634098
2020-11-05,313925046
2020-11-06,318073835
2020-11-09,346423894
2020-11-10,371316629
2020-11-11,374082489
2020-11-12,365093446
2020-11-13,376502616
2020-11-16,403124013
2020-11-17,390331913
2020-11-18,399320956
2020-11-19,397592294
2020-11-20,386528856
2020-11-23,404506943
2020-11-24,413841718
2020-11-25,396209364
2020-11-27,398629491
2020-11-30,384108729
2020-12-01,388603251
2020-12-02,391369110
2020-12-03,393789237
2020-12-04,428016748
2020-12-07,429399678
2020-12-08,439771650
2020-12-09,446686299
2020-12-10,435968594
2020-12-11,441154580
2020-12-14,439771650
2020-12-15,465701583
2020-12-16,463627188
2020-12-17,470887569
2020-12-18,469504639
2020-12-21,460515596
2020-12-22,446340567
2020-12-23,465701583
2020-12-24,460169864
2020-12-28,458441202
2020-12-29,447723496
2020-12-30,457404004
2020-12-31,458460647
2021-01-04,440549337
2021-01-05,450538337
2021-01-06,508061198
2021-01-07,511161232
2021-01-08,493938819
2021-01-11,494283267
2021-01-12,513227922
2021-01-13,498072198
2021-01-14,514950163
2021-01-15,512194577
2021-01-19,549050542
2021-01-20,525628060
2021-01-21,506683405
2021-01-22,502550025
2021-01-25,481194233
2021-01-26,470516336
2021-01-27,442271578
2021-01-28,465005164
2021-01-29,452605026
2021-02-01,461905130
2021-02-02,462249578
2021-02-03,466382957
2021-02-04,474305267
2021-02-05,482916474
2021-02-08,513227922
2021-02-09,531139232
2021-02-10,515639060
2021-02-11,508750094
2021-02-12,515639060
2021-02-16,523905818
2021-02-17,521839129
2021-02-18,497383301
2021-02-19,527350301
2021-02-22,550772783
2021-02-23,559039542
2021-02-24,583495369
2021-02-25,574195266
2021-02-26,561106231
2021-03-01,581428679
2021-03-02,563861817
2021-03-03,573161921
2021-03-04,558350645
2021-03-05,585217610
2021-03-08,616217955
2021-03-09,616217955
2021-03-10,604506713
2021-03-11,677529747
2021-03-12,722652470
2021-03-15,760541780
2021-03-16,755719504
2021-03-17,806697848
2021-03-18,779830883
2021-03-19,765364055
2021-03-22,728852539
2021-03-23,674774160
2021-03-24,676151954
2021-03-25,701641125
2021-03-26,698196643
2021-03-29,688896540
2021-03-30,727474746
2021-03-31,719713407
2021-04-01,719364370
2021-04-05,728439321
2021-04-06,740306564
2021-04-07,726345102
2021-04-08,721109553
2021-04-09,720411480
2021-04-12,765437198
2021-04-13,739608491
2021-04-14,745193076
2021-04-15,744844040
2021-04-16,739957528
2021-04-19,735769089
2021-04-20,705402907
2021-04-21,749381515
2021-04-22,778351551
2021-04-23,807321586
2021-04-26,814302317
2021-04-27,809066769
2021-04-28,826867634
2021-04-29,816745573
2021-04-30,798595672
2021-05-03,832103182
2021-05-04,854441523
2021-05-05,870148169
2021-05-06,846762718
2021-05-07,951473689
2021-05-10,921456544
2021-05-11,899118204
2021-05-12,867355876
2021-05-13,883760595
2021-05-14,891439399
2021-05-17,884458668
2021-05-18,867355876
2021-05-19,837687768
2021-05-20,808019659
2021-05-21,836989694
2021-05-24,839781987
2021-05-25,805576403
2021-05-26,843621389
2021-05-27,896674948
2021-05-28,901212423
2021-06-01,947634287
2021-06-02,930531495
2021-06-03,928088239
2021-06-04,950077543
2021-06-07,927041129
2021-06-08,927041129
2021-06-09,911683520
2021-06-10,864214547
2021-06-11,862818401
2021-06-14,855139596
2021-06-15,858629962
2021-06-16,847809828
2021-06-17,791265904
2021-06-18,786379392
2021-06-21,806274476
2021-06-22,808368696
2021-06-23,819188829
2021-06-24,861422254
2021-06-25,895976875
2021-06-28,838036804
2021-06-29,825122451
2021-06-30,858214787
2021-07-01,855062161
2021-07-02,824937071
2021-07-06,787806145
2021-07-07,802868691
2021-07-08,777997976
2021-07-09,817580944
2021-07-12,825987946
2021-07-13,789907896
2021-07-14,778348268
2021-07-15,769240683
2021-07-16,740516759
2021-07-19,719499254
2021-07-20,786404978
2021-07-21,801817815
2021-07-22,774845351
2021-07-23,793410813
2021-07-26,804269858
2021-07-27,789207312
2021-07-28,798665190
2021-07-29,804269858
2021-07-30,810925401
2021-08-02,800066357
2021-08-03,830892031
2021-08-04,798665190
2021-08-05,814778610
2021-08-06,889390753
2021-08-09,865220622
2021-08-10,907956216
2021-08-11,942985391
2021-08-12,932476638
2021-08-13,930024596
2021-08-16,894995421
2021-08-17,865570914
2021-08-18,836846990
2021-08-19,810925401
2021-08-20,819332403
2021-08-23,854011286
2021-08-24,883435793
2021-08-25,876079666
2021-08-26,860666829
2021-08-27,888690169
2021-08-30,863819455
2021-08-31,849457493
2021-09-01,821434153
2021-09-02,832993781
2021-09-03,808473358
2021-09-07,791659355
2021-09-08,780450019
2021-09-09,771342433
2021-09-10,767839516
2021-09-13,774845351
2021-09-14,756980471
2021-09-15,787105562
2021-09-16,773444183
2021-09-17,755929596
2021-09-20,734912091
2021-09-21,718798671
2021-09-22,729307423
2021-09-23,748573469
2021-09-24,750324928
2021-09-27,789907896
2021-09-28,782551769
2021-09-29,773444183
2021-09-30,746868040
2021-10-01,785222608
2021-10-04,785222608
2021-10-05,766045324
2021-10-06,734664314
2021-10-07,756282343
2021-10-08,730828857
2021-10-11,724203977
2021-10-12,687941476
2021-10-13,654119721
2021-10-14,670158904
2021-10-15,682362630
2021-10-18,668415515
2021-10-19,686546765
2021-10-20,714440996
2021-10-21,722111910
2021-10-22,727342078
2021-10-25,744078617
2021-10-26,726644722
2021-10-27,716533063
2021-10-28,763604579
2021-10-29,747216718
2021-11-01,782433185
2021-11-02,779643762
2021-11-03,802307824
2021-11-04,715138352
2021-11-05,773367560
2021-11-08,789058065
2021-11-09,785919964
2021-11-10,768486069
2021-11-11,770229459
2021-11-12,762209867
2021-11-15,755236309
2021-11-16,741637872
2021-11-17,724203977
2021-11-18,714789674
2021-11-19,699099169
2021-11-22,719671164
2021-11-23,718276453
2021-11-24,721414554
2021-11-26,694217678
2021-11-29,682711308
2021-11-30,664580058
2021-12-01,645402774
2021-12-02,677829818
2021-12-03,677481140
2021-12-06,682711308
2021-12-07,696658424
2021-12-08,710256861
2021-12-09,695961068
2021-12-10,682362630
2021-12-13,665626092
2021-12-14,640521283
2021-12-15,640172606
2021-12-16,629363591
2021-12-17,616462509
2021-12-20,589265634
2021-12-21,624482100
2021-12-22,632850370
2021-12-23,647494841
2021-12-27,662139313
2021-12-28,664231380
2021-12-29,667020803
2021-12-30,655514433
2021-12-31,653101816
2022-01-03,669262485
2022-01-04,695260083
2022-01-05,670667761
2022-01-06,685071835
2022-01-07,676288863
2022-01-10,666803253
2022-01-11,671721717
2022-01-12,667154572
2022-01-13,681558646
2022-01-14,683315241
2022-01-18,674883587
2022-01-19,650291265
2022-01-20,622185754
2022-01-21,610592230
2022-01-24,609186955
2022-01-25,599701345
2022-01-26,632022683
2022-01-27,619023884
2022-01-28,604268490
2022-01-31,641156974
2022-02-01,648885989
2022-02-02,635184553
2022-02-03,625347624
2022-02-04,608132998
2022-02-07,609889593
2022-02-08,617267289
2022-02-09,624996305
2022-02-10,626050261
2022-02-11,605322447
2022-02-14,598998707
2022-02-15,628509494
2022-02-16,638346423
2022-02-17,618672565
2022-02-18,614808057
2022-02-22,583540676
2022-02-23,563866818
2022-02-24,574055066
2022-02-25,587405184
2022-02-28,580730125
2022-03-01,552273295
2022-03-02,586702546
2022-03-03,598296069
2022-03-04,561056267
2022-03-07,518546681
2022-03-08,546300873
2022-03-09,574757704
2022-03-10,570893196
2022-03-11,546300873
2022-03-14,544192960
2022-03-15,556489121
2022-03-16,580027487
2022-03-17,582838038
2022-03-18,580378806
2022-03-21,573703747
2022-03-22,568433964
2022-03-23,555083846
2022-03-24,560704948
2022-03-25,550516700
2022-03-28,549814062
2022-03-29,560353629
2022-03-30,541382409
2022-03-31,532082252
2022-04-01,516910145
2022-04-04,525025458
2022-04-05,495386924
2022-04-06,488682970
2022-04-07,484448894
2022-04-08,459044436
2022-04-11,457985917
2022-04-12,462925673
2022-04-13,470335306
2022-04-14,471393825
2022-04-18,475275062
2022-04-19,490800008
2022-04-20,492917046
2022-04-21,502090878
2022-04-22,476686421
2022-04-25,473158024
2022-04-26,461514314
2022-04-27,466454070
2022-04-28,482684695
2022-04-29,467159749
2022-05-02,484801734
2022-05-03,487271611
2022-05-04,490094329
2022-05-05,445989368
2022-05-06,432934299
2022-05-09,407882681
2022-05-10,396944651
2022-05-11,393416254
2022-05-12,406471322
2022-05-13,405765643
2022-05-16,411058238
2022-05-17,435404177
2022-05-18,414939475
2022-05-19,413880956
2022-05-20,411058238
2022-05-23,421643429
2022-05-24,418467872
2022-05-25,431875780
2022-05-26,444930849
2022-05-27,456927398
2022-05-31,459397276
2022-06-01,455868879
2022-06-02,478097779
2022-06-03,472452344
2022-06-06,481626176
2022-06-07,480920497
2022-06-08,469982467
2022-06-09,460808635
2022-06-10,437521215
2022-06-13,410705399
2022-06-14,429758742
2022-06-15,420232070
2022-06-16,371540193
2022-06-17,375421430
2022-06-21,370481674
2022-06-22,366247598
2022-06-23,363072041
2022-06-24,375421430
2022-06-27,383889582
2022-06-28,379655506
2022-06-29,371893033
2022-06-30,370458688
2022-07-01,372569564
2022-07-05,372569564
2022-07-06,362015185
2022-07-07,375384065
2022-07-08,370810501
2022-07-11,362015185
2022-07-12,362718811
2022-07-13,360959748
2022-07-14,356737996
2022-07-15,363422436
2022-07-18,363774249
2022-07-19,384179381
2022-07-20,386290256
2022-07-21,381013067
2022-07-22,376439503
2022-07-25,386993882
2022-07-26,382420317
2022-07-27,396141010
2022-07-28,390512008
2022-07-29,402121824
2022-08-01,397548260
2022-08-02,396492822
2022-08-03,402121824
2022-08-04,414435266
2022-08-05,395789197
2022-08-08,383475755
2022-08-09,384883006
2022-08-10,392622883
2022-08-11,393678321
2022-08-12,394733759
2022-08-15,389104757
2022-08-16,397900073
2022-08-17,377143128
2022-08-18,374680440
2022-08-19,365885124
2022-08-22,344776367
2022-08-23,361311560
2022-08-24,366236937
2022-08-25,374680440
2022-08-26,365181499
2022-08-29,354978933
2022-08-30,345831805
2022-08-31,335981052
2022-09-01,330000237
2022-09-02,331759300
2022-09-06,328592987
2022-09-07,334221989
2022-09-08,335629239
2022-09-09,345128180
2022-09-12,349701744
2022-09-13,324019423
2022-09-14,319094046
2022-09-15,317334983
2022-09-16,314168669
2022-09-19,322260359
2022-09-20,313113231
2022-09-21,305725166
2022-09-22,298688914
2022-09-23,293059912
2022-09-26,285671847
2022-09-27,280746470
2022-09-28,289893598
2022-09-29,281098283
2022-09-30,272336286
2022-10-03,284283942
2022-10-04,309233460
2022-10-05,302556829
2022-10-06,296934402
2022-10-07,287797959
2022-10-10,284283942
2022-10-11,277607311
2022-10-12,275498901
2022-10-13,287797959
2022-10-14,280418524
2022-10-17,290960574
2022-10-18,299394214
2022-10-19,289906369
2022-10-20,286040951
2022-10-21,295880197
2022-10-24,286743754
2022-10-25,295177394
2022-10-26,299394214
2022-10-27,303611034
2022-10-28,318369903
2022-10-31,320478313
2022-11-01,331371765
2022-11-02,316261494
2022-11-03,326100740
2022-11-04,340156806
2022-11-07,342968020
2022-11-08,318721305
2022-11-09,316964297
2022-11-10,345427831
2022-11-11,362646513
2022-11-14,340156806
2022-11-15,345779233
2022-11-16,336291388
2022-11-17,340859610
2022-11-18,346833438
2022-11-21,347887643
2022-11-22,342265216
2022-11-23,336642790
2022-11-25,339454003
2022-11-28,325046535
2022-11-29,334182978
2022-11-30,345076430
2022-12-01,340859610
2022-12-02,338048396
2022-12-05,335939986
2022-12-06,333128773
2022-12-07,329966158
2022-12-08,332777372
2022-12-09,323289527
2022-12-12,325749338
2022-12-13,342968020
2022-12-14,329614757
2022-12-15,322586723
2022-12-16,321532518
2022-12-19,335237183
2022-12-20,329263355
2022-12-21,336642790
2022-12-22,330317560
2022-12-23,332777372
2022-12-27,335939986
2022-12-28,320478313
2022-12-29,327154945
2022-12-30,321883920
2023-01-03,337517355
2023-01-04,342434361
2023-01-05,336814926
2023-01-06,354375662
2023-01-09,360346312
2023-01-10,386687417
2023-01-11,402843295
2023-01-12,421808890
2023-01-13,410921234
2023-01-17,399682362
2023-01-18,432345332
2023-01-19,404950583
2023-01-20,417945528
2023-01-23,440774486
2023-01-24,445691492
2023-01-25,449203639
2023-01-26,453067001
2023-01-27,464305873
2023-01-30,462549799
2023-01-31,481164180
2023-02-01,499778560
2023-02-02,496617628
2023-02-03,495212769
2023-02-06,491349407
2023-02-07,491700622
2023-02-08,493456695
2023-02-09,483271468
2023-02-10,479056891
2023-02-13,491349407
2023-02-14,488188474
2023-02-15,502939493
2023-02-16,504344352
2023-02-17,504344352
2023-02-21,569670292
2023-02-22,573533654
2023-02-23,623054931
2023-02-24,635698661
2023-02-27,639913238
2023-02-28,664147054
2023-03-01,676439569
2023-03-02,681356576
2023-03-03,686976011
2023-03-06,686273582
2023-03-07,684517508
2023-03-08,695405165
2023-03-09,660283692
2023-03-10,623406145
2023-03-13,593201678
2023-03-14,630781655
2023-03-15,595308967
2023-03-16,606547838
2023-03-17,567211788
2023-03-20,588987102
2023-03-21,623757360
2023-03-22,588987102
2023-03-23,592499249
2023-03-24,584421310
2023-03-27,577045801
2023-03-28,570372721
2023-03-29,579153089
2023-03-30,585826169
2023-03-31,599595472
2023-04-03,587315869
2023-04-04,518199246
2023-04-05,511884022
2023-04-06,510129793
2023-04-10,517146709
2023-04-11,522058550
2023-04-12,532233078
2023-04-13,529777158
2023-04-14,528373774
2023-04-17,549424522
2023-04-18,560300742
2023-04-19,558897359
2023-04-20,552582135
2023-04-21,546617756
2023-04-24,564510892
2023-04-25,535390690
2023-04-26,531180541
2023-04-27,522760242
2023-04-28,536443228
2023-05-01,568721041
2023-05-02,593280247
2023-05-03,604156467
2023-05-04,535390690
2023-05-05,543810990
2023-05-08,541004223
2023-05-09,543810990
2023-05-10,556090593
2023-05-11,536092382
2023-05-12,534688999
2023-05-15,542758452
2023-05-16,524865316
2023-05-17,536092382
2023-05-18,556090593
2023-05-19,548371985
2023-05-22,541004223
2023-05-23,534688999
2023-05-24,518900938
2023-05-25,522409396
2023-05-26,524514471
2023-05-30,516445017
2023-05-31,503463723
2023-06-01,519953475
2023-06-02,567668504
2023-06-05,556441438
2023-06-06,606612388
2023-06-07,631873285
2023-06-08,619593682
2023-06-09,609419154
2023-06-12,618541145
2023-06-13,630820748
2023-06-14,630820748
2023-06-15,633627514
2023-06-16,622751295
2023-06-20,626610598
2023-06-21,624505524
2023-06-22,622751295
2023-06-23,615032687
2023-06-26,619944528
2023-06-27,639591893
2023-06-28,645907117
2023-06-29,656432491
2023-06-30,660557096
2023-07-03,661960298
2023-07-05,628985063
2023-07-06,611094244
2023-07-07,629335863
2023-07-10,626529460
2023-07-11,630739065
2023-07-12,677746314
2023-07-13,691427529
2023-07-14,678097115
2023-07-17,668274704
2023-07-18,687568725
2023-07-19,680552717
2023-07-20,666871503
2023-07-21,651085486
2023-07-24,652137887
2023-07-25,629335863
2023-07-26,623372257
2023-07-27,623021457
2023-07-28,625827860
2023-07-31,635650270
2023-08-01,661258697
2023-08-02,639859874
2023-08-03,621618255
2023-08-04,615303848
2023-08-07,638807473
2023-08-08,612146645
2023-08-09,577417409
2023-08-10,589695421
2023-08-11,598816231
2023-08-14,587941420
2023-08-15,584082616
2023-08-16,566542597
2023-08-17,549704179
2023-08-18,551808982
2023-08-21,547599377
2023-08-22,547248577
2023-08-23,550054980
2023-08-24,540934170
2023-08-25,542688172
2023-08-28,559175789
2023-08-29,588292220
2023-08-30,592151024
2023-08-31,593554226
2023-09-01,590397022
2023-09-05,576014207
2023-09-06,568998200
2023-09-07,534268963
2023-09-08,533918163
2023-09-11,513220941
2023-09-12,504100131
2023-09-13,497434924
2023-09-14,517781346
2023-09-15,523043351
2023-09-18,531462560
2023-09-19,533918163
2023-09-20,525498954
2023-09-21,522692551
2023-09-22,513571741
2023-09-25,515676543
2023-09-26,507608135
2023-09-27,521990950
2023-09-28,529357758
2023-09-29,527954556
2023-10-02,516177709
2023-10-03,511615976
2023-10-04,502492508
2023-10-05,500387093
2023-10-06,509861463
2023-10-09,508808755
2023-10-10,514072294
2023-10-11,516879515
2023-10-12,508106950
2023-10-13,488456405
2023-10-16,492316333
2023-10-17,499685288
2023-10-18,463542321
2023-10-19,455120659
2023-10-20,460384198
2023-10-23,450208022
2023-10-24,450558925
2023-10-25,434066503
2023-10-26,442137263
2023-10-27,432311990
2023-10-30,445997191
2023-10-31,449155315
2023-11-01,447400802
2023-11-02,475823912
2023-11-03,475823912
2023-11-06,474771204
2023-11-07,489860015
2023-11-08,486701892
2023-11-09,475473009
2023-11-10,494772651
2023-11-13,486350989
2023-11-14,507054242
2023-11-15,509159658
2023-11-16,491965431
2023-11-17,507756047
2023-11-20,512668683
2023-11-21,501439801
2023-11-22,507054242
2023-11-24,514774099
2023-11-27,511966878
2023-11-28,488105502
2023-11-29,500737995
2023-11-30,502843411
2023-12-01,533371936
2023-12-04,555829702
2023-12-05,534424644
2023-12-06,540740891
2023-12-07,546706235
2023-12-08,544600819
2023-12-11,524599372
2023-12-12,524599372
2023-12-13,545653527
2023-12-14,571620319
2023-12-15,566356780
2023-12-18,556531507
2023-12-19,583901909
2023-12-20,569164000
2023-12-21,581445591
2023-12-22,583200104
2023-12-26,598288915
2023-12-27,600394331
2023-12-28,600394331
2023-12-29,585656422
2024-01-02,572358237
2024-01-03,552962240
2024-01-04,555783476
2024-01-05,553667549
2024-01-08,561778602
2024-01-09,551904276
2024-01-10,560015330
2024-01-11,562131257
2024-01-12,560367984
2024-01-16,549435695
2024-01-17,545556496
2024-01-18,547672422
2024-01-19,549788349
2024-01-22,561778602
2024-01-23,556136130
2024-01-24,547672422
2024-01-25,573416200
2024-01-26,575532127
2024-01-29,587169725
2024-01-30,593164852
2024-01-31,567773728
2024-02-01,588932998
2024-02-02,584701144
2024-02-05,590696270
2024-02-06,590343616
2024-02-07,588932998
2024-02-08,600923250
2024-02-09,594575470
2024-02-12,615029430
2024-02-13,556488785
2024-02-14,579763981
2024-02-15,514875555
2024-02-16,466561890
2024-02-20,472204362
2024-02-21,478904797
2024-02-22,462330036
2024-02-23,469030471
2024-02-26,470088435
2024-02-27,473614980
2024-02-28,476788870
2024-02-29,491600359
2024-03-01,478199488
2024-03-04,479257451
2024-03-05,466561890
2024-03-06,473967634
2024-03-07,475378252
2024-03-08,474672943
2024-03-11,473967634
2024-03-12,465151272
2024-03-13,472909671
2024-03-14,457040219
2024-03-15,459156145
2024-03-18,455982255
2024-03-19,466561890
2024-03-20,466209235
2024-03-21,474320289
2024-03-22,476083561
2024-03-25,473967634
2024-03-26,476788870
2024-03-27,494421594
2024-03-28,498653448
2024-04-01,492658322
2024-04-02,490542395
