,KIM
2013-11-25,8505616760
2013-11-26,8517860930
2013-11-27,8521942320
2013-11-29,8415826180
2013-12-02,8432151740
2013-12-03,8432151740
2013-12-04,8448477300
2013-12-05,8460721470
2013-12-06,8562756220
2013-12-09,8615814290
2013-12-10,8513779540
2013-12-11,8240326410
2013-12-12,8244407800
2013-12-13,8170942780
2013-12-16,8126047490
2013-12-17,8203593900
2013-12-18,8354605330
2013-12-19,8252570580
2013-12-20,8248489190
2013-12-23,8211756680
2013-12-24,8207675290
2013-12-26,8268896140
2013-12-27,8215838070
2013-12-30,8134210270
2013-12-31,8065248250
2014-01-02,8073415590
2014-01-03,8142837980
2014-01-06,8146921650
2014-01-07,8171423670
2014-01-08,8228595049
2014-01-09,8277599090
2014-01-10,8396025519
2014-01-13,8265348079
2014-01-14,8408276530
2014-01-15,8477698920
2014-01-16,8530786630
2014-01-17,8477698920
2014-01-21,8559372320
2014-01-22,8608376360
2014-01-23,8526702960
2014-01-24,8449113230
2014-01-27,8355188820
2014-01-28,8453196900
2014-01-29,8396025519
2014-01-30,8510368280
2014-01-31,8538953970
2014-02-03,8355188820
2014-02-04,8355188820
2014-02-05,8379690840
2014-02-06,8477698920
2014-02-07,8547121310
2014-02-10,8628794710
2014-02-11,8690049760
2014-02-12,8698217100
2014-02-13,8775806830
2014-02-14,8853396560
2014-02-18,8877898580
2014-02-19,8902400600
2014-02-20,8861563900
2014-02-21,8898316930
2014-02-24,8873814910
2014-02-25,8951404640
2014-02-26,8979990330
2014-02-27,8984074000
2014-02-28,9090249420
2014-03-03,9086165750
2014-03-04,9237261540
2014-03-05,9241345210
2014-03-06,9139253460
2014-03-07,9004492350
2014-03-10,8939153630
2014-03-11,8947320970
2014-03-12,8984074000
2014-03-13,8967739320
2014-03-14,8935069960
2014-03-17,8930986290
2014-03-18,8967739320
2014-03-19,8779890500
2014-03-20,8820727200
2014-03-21,8922818950
2014-03-24,8873814910
2014-03-25,8930986290
2014-03-26,8849312890
2014-03-27,8886065920
2014-03-28,8918735280
2014-03-31,8946775760
2014-04-01,8905885560
2014-04-02,8922241640
2014-04-03,8934508700
2014-04-04,8946775760
2014-04-07,8979487920
2014-04-08,9036734200
2014-04-09,9065357340
2014-04-10,8967220860
2014-04-11,8893618500
2014-04-14,8934508700
2014-04-15,9057179300
2014-04-16,9237096180
2014-04-17,9179849900
2014-04-21,9212562060
2014-04-22,9261630300
2014-04-23,9192116960
2014-04-24,9277986380
2014-04-25,9216651080
2014-04-28,9327054620
2014-04-29,9343410700
2014-04-30,9372033840
2014-05-01,9408835020
2014-05-02,9392478940
2014-05-05,9376122860
2014-05-06,9347499720
2014-05-07,9486526400
2014-05-08,9367944820
2014-05-09,9294342460
2014-05-12,9298431480
2014-05-13,9294342460
2014-05-14,9314787560
2014-05-15,9298431480
2014-05-16,9376122860
2014-05-19,9331143640
2014-05-20,9224829120
2014-05-21,9233007160
2014-05-22,9212562060
2014-05-23,9286164420
2014-05-27,9367944820
2014-05-28,9302520500
2014-05-29,9318876580
2014-05-30,9372033840
2014-06-02,9417013060
2014-06-03,9417013060
2014-06-04,9449725220
2014-06-05,9625553080
2014-06-06,9568306800
2014-06-09,9396567960
2014-06-10,9310698540
2014-06-11,9249363240
2014-06-12,9196205980
2014-06-13,9277986380
2014-06-16,9233007160
2014-06-17,9302520500
2014-06-18,9412924040
2014-06-19,9515149540
2014-06-20,9613286020
2014-06-23,9596929940
2014-06-24,9531505620
2014-06-25,9433369140
2014-06-26,9355677760
2014-06-27,9400656980
2014-06-30,9406311480
2014-07-01,9398124960
2014-07-02,9459523860
2014-07-03,9361285620
2014-07-07,9426777780
2014-07-08,9475896900
2014-07-09,9471803640
2014-07-10,9484083420
2014-07-11,9496363200
2014-07-14,9537295800
2014-07-15,9508642980
2014-07-16,9557762100
2014-07-17,9529109280
2014-07-18,9623254260
2014-07-21,9570041880
2014-07-22,9627347520
2014-07-23,9651907080
2014-07-24,9623254260
2014-07-25,9549575580
2014-07-28,9602787960
2014-07-29,9545482320
2014-07-30,9369472140
2014-07-31,9160715880
2014-08-01,9148436100
2014-08-04,9156622620
2014-08-05,9070664160
2014-08-06,9099316980
2014-08-07,9058384380
2014-08-08,9123876540
2014-08-11,9283513680
2014-08-12,9271233900
2014-08-13,9389938440
2014-08-14,9406311480
2014-08-15,9414498000
2014-08-18,9455430600
2014-08-19,9578228400
2014-08-20,9660093600
2014-08-21,9647813820
2014-08-22,9533202540
2014-08-25,9504549720
2014-08-26,9529109280
2014-08-27,9529109280
2014-08-28,9512736240
2014-08-29,9615067740
2014-09-02,9631440780
2014-09-03,9602787960
2014-09-04,9574135140
2014-09-05,9660093600
2014-09-08,9586414920
2014-09-09,9525016020
2014-09-10,9385845180
2014-09-11,9410404740
2014-09-12,9144342840
2014-09-15,9156622620
2014-09-16,9254860860
2014-09-17,9193461960
2014-09-18,9148436100
2014-09-19,9177088920
2014-09-22,9066570900
2014-09-23,8988798960
2014-09-24,8976519180
2014-09-25,8874187680
2014-09-26,9001078740
2014-09-29,8988798960
2014-09-30,8977403400
2014-10-01,8903650200
2014-10-02,8907747600
2014-10-03,8997890400
2014-10-06,9075741000
2014-10-07,9010182600
2014-10-08,9251929200
2014-10-09,9272416200
2014-10-10,9292903200
2014-10-13,9288805800
2014-10-14,9436312200
2014-10-15,9391240800
2014-10-16,9403533000
2014-10-17,9346169400
2014-10-20,9473188800
2014-10-21,9612500400
2014-10-22,9673961400
2014-10-23,9788688600
2014-10-24,9862441800
2014-10-27,9891123600
2014-10-28,9903415800
2014-10-29,9977169000
2014-10-30,10055019600
2014-10-31,10223013000
2014-11-03,10358227200
2014-11-04,10329545400
2014-11-05,10272181800
2014-11-06,10132870200
2014-11-07,10157454600
2014-11-10,10218915600
2014-11-11,10153357200
2014-11-12,10079604000
2014-11-13,10136967600
2014-11-14,10022240400
2014-11-17,10141065000
2014-11-18,10182039000
2014-11-19,10100091000
2014-11-20,10091896200
2014-11-21,10182039000
2014-11-24,10235305200
2014-11-25,10280376600
2014-11-26,10403298600
2014-11-28,10427883000
2014-12-01,10505733600
2014-12-02,10468857000
2014-12-03,10427883000
2014-12-04,10431980400
2014-12-05,10382811600
2014-12-08,10431980400
2014-12-09,10419688200
2014-12-10,10407396000
2014-12-11,10403298600
2014-12-12,10366422000
2014-12-15,10268084400
2014-12-16,10214818200
2014-12-17,10378714200
2014-12-18,10448370000
2014-12-19,10481149200
2014-12-22,10616363400
2014-12-23,10587681600
2014-12-24,10563097200
2014-12-26,10558999800
2014-12-29,10612266000
2014-12-30,10509831000
2014-12-31,10318285620
2015-01-02,10449624180
2015-01-05,10544023770
2015-01-06,10605588720
2015-01-07,10880578830
2015-01-08,10917517800
2015-01-09,10892891820
2015-01-12,10958561100
2015-01-13,11007813060
2015-01-14,11192507910
2015-01-15,11196612240
2015-01-16,11373098430
2015-01-20,11204820900
2015-01-21,11204820900
2015-01-22,11500332660
2015-01-23,11483915340
2015-01-26,11615253900
2015-01-27,11627566890
2015-01-28,11541375960
2015-01-29,11611149570
2015-01-30,11348472450
2015-02-02,11397724410
2015-02-03,11516749980
2015-02-04,11364889770
2015-02-05,11500332660
2015-02-06,10970874090
2015-02-09,10884683160
2015-02-10,11032439040
2015-02-11,10991395740
2015-02-12,11114525640
2015-02-13,11011917390
2015-02-17,10983187080
2015-02-18,11057065020
2015-02-19,10810805220
2015-02-20,11040647700
2015-02-23,11188403580
2015-02-24,10855952850
2015-02-25,10855952850
2015-02-26,10741031610
2015-02-27,10786179240
2015-03-02,10798492230
2015-03-03,10814909550
2015-03-04,10626110370
2015-03-05,10745135940
2015-03-06,10379850570
2015-03-09,10474250160
2015-03-10,10507084800
2015-03-11,10511189130
2015-03-12,10704092640
2015-03-13,10687675320
2015-03-16,10843639860
2015-03-17,10802596560
2015-03-18,11106316980
2015-03-19,11077586670
2015-03-20,11385411420
2015-03-23,11348472450
2015-03-24,11225342550
2015-03-25,10979082750
2015-03-26,10855952850
2015-03-27,10884683160
2015-03-30,11094003990
2015-03-31,11043861450
2015-04-01,10850542460
2015-04-02,10945145370
2015-04-06,11089106320
2015-04-07,10879334650
2015-04-08,10875221480
2015-04-09,10595525920
2015-04-10,10657223470
2015-04-13,10587299580
2015-04-14,10616091770
2015-04-15,10488583500
2015-04-16,10496809840
2015-04-17,10406320100
2015-04-20,10418659610
2015-04-21,10406320100
2015-04-22,10352848890
2015-04-23,10365188400
2015-04-24,10459791310
2015-04-27,10406320100
2015-04-28,10447451800
2015-04-29,10130737710
2015-04-30,9912739700
2015-05-01,9974437250
2015-05-04,10040247970
2015-05-05,9805797280
2015-05-06,9826363130
2015-05-07,9962097740
2015-05-08,10097832350
2015-05-11,9925079210
2015-05-12,9925079210
2015-05-13,9855155320
2015-05-14,10064926990
2015-05-15,10130737710
2015-05-18,10093719180
2015-05-19,10073153330
2015-05-20,10060813820
2015-05-21,9999116270
2015-05-22,10011455780
2015-05-26,9883947510
2015-05-27,9999116270
2015-05-28,10003229440
2015-05-29,9855155320
2015-06-01,9982663590
2015-06-02,9883947510
2015-06-03,9772891920
2015-06-04,9727647050
2015-06-05,9600138780
2015-06-08,9587799270
2015-06-09,9484970020
2015-06-10,9571346590
2015-06-11,9624817800
2015-06-12,9571346590
2015-06-15,9567233420
2015-06-16,9641270480
2015-06-17,9715307540
2015-06-18,9879834340
2015-06-19,9772891920
2015-06-22,9665949500
2015-06-23,9600138780
2015-06-24,9563120250
2015-06-25,9509649040
2015-06-26,9513762210
2015-06-29,9324556390
2015-06-30,9274916980
2015-07-01,9353099510
2015-07-02,9423052300
2015-07-06,9538268660
2015-07-07,9744012160
2015-07-08,9809850080
2015-07-09,9723437810
2015-07-10,9826309560
2015-07-13,9892147480
2015-07-14,9920951570
2015-07-15,9982674620
2015-07-16,10097890980
2015-07-17,10060857150
2015-07-20,10060857150
2015-07-21,10011478710
2015-07-22,10102005850
2015-07-23,9937411050
2015-07-24,9995019230
2015-07-27,10011478710
2015-07-28,10044397670
2015-07-29,10085546370
2015-07-30,10060857150
2015-07-31,10167843770
2015-08-03,10311864220
2015-08-04,10237796560
2015-08-05,10143154550
2015-08-06,10213107340
2015-08-07,10250141170
2015-08-10,10151384290
2015-08-11,10246026300
2015-08-12,10353012920
2015-08-13,10418850840
2015-08-14,10451769800
2015-08-17,10513492850
2015-08-18,10558756420
2015-08-19,10451769800
2015-08-20,10361242660
2015-08-21,10102005850
2015-08-24,9587647100
2015-08-25,9299606200
2015-08-26,9690518850
2015-08-27,9797505470
2015-08-28,9702863460
2015-08-31,9484775350
2015-09-01,9274916980
2015-09-02,9365444120
2015-09-03,9394248210
2015-09-04,9167930360
2015-09-08,9316065680
2015-09-09,9159700620
2015-09-10,9241998020
2015-09-11,9464201000
2015-09-14,9447741520
2015-09-15,9575302490
2015-09-16,9706978330
2015-09-17,9809850080
2015-09-18,9929181310
2015-09-21,9995019230
2015-09-22,9900377220
2015-09-23,9970330010
2015-09-24,9846883910
2015-09-25,9925066440
2015-09-28,9744012160
2015-09-29,9908606960
2015-09-30,10057024810
2015-10-01,10081724830
2015-10-02,10246391630
2015-10-05,10398708420
2015-10-06,10295791670
2015-10-07,10443991790
2015-10-08,10583958570
2015-10-09,10476925150
2015-10-12,10645708620
2015-10-13,10674525310
2015-10-14,10398708420
2015-10-15,10464575140
2015-10-16,10637475280
2015-10-19,10777442060
2015-10-20,10736275360
2015-10-21,10666291970
2015-10-22,10863892130
2015-10-23,10835075440
2015-10-26,10917408840
2015-10-27,11053258950
2015-10-28,11156175700
2015-10-29,11160292370
2015-10-30,11020325590
2015-11-02,11242625770
2015-11-03,11184992390
2015-11-04,11073842300
2015-11-05,11090308980
2015-11-06,10765092050
2015-11-09,10505741840
2015-11-10,10633358610
2015-11-11,10752742040
2015-11-12,10662175300
2015-11-13,10493391830
2015-11-16,10616891930
2015-11-17,10658058630
2015-11-18,10806258750
2015-11-19,10839192110
2015-11-20,10913292170
2015-11-23,10781558730
2015-11-24,10736275360
2015-11-25,10744508700
2015-11-27,10859775460
2015-11-30,10740392030
2015-12-01,10970925550
2015-12-02,10695108660
2015-12-03,10402825090
2015-12-04,10538675200
2015-12-07,10534558530
2015-12-08,10481041820
2015-12-09,10489275160
2015-12-10,10382241740
2015-12-11,10345191710
2015-12-14,10406941760
2015-12-15,10645708620
2015-12-16,10876242140
2015-12-17,10789792070
2015-12-18,10612775260
2015-12-21,10740392030
2015-12-22,10752742040
2015-12-23,10905058830
2015-12-24,10900942160
2015-12-28,10975042220
2015-12-29,11102658990
2015-12-30,10987392230
2015-12-31,10918189800
2016-01-04,10625222500
2016-01-05,10959452800
2016-01-06,10860421600
2016-01-07,10588085800
2016-01-08,10406528600
2016-01-11,10571580600
2016-01-12,10526191300
2016-01-13,10402402300
2016-01-14,10431286400
2016-01-15,10480802000
2016-01-19,10608717300
2016-01-20,10460170500
2016-01-21,10728380000
2016-01-22,10967705400
2016-01-25,10806779700
2016-01-26,11033726200
2016-01-27,10909937200
2016-01-28,10909937200
2016-01-29,11219409700
2016-02-01,11260672700
2016-02-02,11215283400
2016-02-03,11446356200
2016-02-04,11475240300
2016-02-05,11376209100
2016-02-08,11083241800
2016-02-09,11149262600
2016-02-10,11033726200
2016-02-11,10843916400
2016-02-12,10848042700
2016-02-16,10942947600
2016-02-17,11046105100
2016-02-18,11050231400
2016-02-19,11099747000
2016-02-22,11169894100
2016-02-23,11095620700
2016-02-24,10959452800
2016-02-25,11190525600
2016-02-26,11013094700
2016-02-29,11037852500
2016-03-01,11301935700
2016-03-02,11347325000
2016-03-03,11400966900
2016-03-04,11392714300
2016-03-07,11326693500
2016-03-08,11277177900
2016-03-09,11293683100
2016-03-10,11277177900
2016-03-11,11462861400
2016-03-14,11471114000
2016-03-15,11590776700
2016-03-16,11702186800
2016-03-17,11986901500
2016-03-18,11755828700
2016-03-21,11504124400
2016-03-22,11553640000
2016-03-23,11466987700
2016-03-24,11471114000
2016-03-28,11557766300
2016-03-29,11887870300
2016-03-30,11825975800
2016-03-31,12022787440
2016-04-01,11960125240
2016-04-04,11864043200
2016-04-05,11759606200
2016-04-06,11864043200
2016-04-07,11734541320
2016-04-08,11772138640
2016-04-11,11843155800
2016-04-12,11960125240
2016-04-13,11985190120
2016-04-14,11914172960
2016-04-15,11968480200
2016-04-18,11964302720
2016-04-19,11972657680
2016-04-20,11813913440
2016-04-21,11650991720
2016-04-22,11788848560
2016-04-25,11880753120
2016-04-26,11935060360
2016-04-27,11997722560
2016-04-28,11872398160
2016-04-29,11747073760
2016-05-02,11922527920
2016-05-03,11909995480
2016-05-04,12110514520
2016-05-05,12202419080
2016-05-06,12361163320
2016-05-09,12390405680
2016-05-10,12419648040
2016-05-11,12235838920
2016-05-12,12164821760
2016-05-13,11981012640
2016-05-16,12164821760
2016-05-17,11667701640
2016-05-18,11412875360
2016-05-19,11350213160
2016-05-20,11408697880
2016-05-23,11400342920
2016-05-24,11605039440
2016-05-25,11592507000
2016-05-26,11701121480
2016-05-27,11742896280
2016-05-31,11772138640
2016-06-01,11880753120
2016-06-02,12014432480
2016-06-03,12064562240
2016-06-06,11993545080
2016-06-07,12056207280
2016-06-08,12206596560
2016-06-09,12231661440
2016-06-10,12227483960
2016-06-13,12198241600
2016-06-14,12173176720
2016-06-15,12265081280
2016-06-16,12298501120
2016-06-17,12252548840
2016-06-20,12311033560
2016-06-21,12390405680
2016-06-22,12398760640
2016-06-23,12419648040
2016-06-24,12348630880
2016-06-27,12528262520
2016-06-28,12770556360
2016-06-29,12916768160
2016-06-30,13181890740
2016-07-01,13118879790
2016-07-05,13320514830
2016-07-06,13236500230
2016-07-07,13114679060
2016-07-08,13249102420
2016-07-11,13324715560
2016-07-12,13190292200
2016-07-13,13261704610
2016-07-14,13152485630
2016-07-15,13144084170
2016-07-18,13118879790
2016-07-19,13190292200
2016-07-20,13177690010
2016-07-21,13207095120
2016-07-22,13219697310
2016-07-25,13165087820
2016-07-26,13127281250
2016-07-27,13072671760
2016-07-28,13370923590
2016-07-29,13484343300
2016-08-01,13513748410
2016-08-02,13295310450
2016-08-03,13211295850
2016-08-04,13114679060
2016-08-05,13085273950
2016-08-08,13089474680
2016-08-09,13089474680
2016-08-10,13051668110
2016-08-11,12778620660
2016-08-12,12812226500
2016-08-15,12795423580
2016-08-16,12417357880
2016-08-17,12602190000
2016-08-18,12585387080
2016-08-19,12450963720
2016-08-22,12551781240
2016-08-23,12476168100
2016-08-24,12467766640
2016-08-25,12530777590
2016-08-26,12413157150
2016-08-29,12602190000
2016-08-30,12593788540
2016-08-31,12623193650
2016-09-01,12602190000
2016-09-02,12669401680
2016-09-06,12887839640
2016-09-07,12845832340
2016-09-08,12736613360
2016-09-09,12165314080
2016-09-12,12387952770
2016-09-13,12035091450
2016-09-14,12026689990
2016-09-15,12056095100
2016-09-16,12030890720
2016-09-19,12144310430
2016-09-20,12173715540
2016-09-21,12320741090
2016-09-22,12568584160
2016-09-23,12581186350
2016-09-26,12656799490
2016-09-27,12501372480
2016-09-28,12593788540
2016-09-29,12312339630
2016-09-30,12248368650
2016-10-03,11888744700
2016-10-04,12019901670
2016-10-05,11766049470
2016-10-06,11715279030
2016-10-07,11799896430
2016-10-10,11884513830
2016-10-11,11846436000
2016-10-12,11922591660
2016-10-13,11994516450
2016-10-14,11884513830
2016-10-17,11816819910
2016-10-18,11846436000
2016-10-19,11867590350
2016-10-20,11863359480
2016-10-21,11846436000
2016-10-24,11799896430
2016-10-25,11706817290
2016-10-26,11533351620
2016-10-27,11182189410
2016-10-28,11131418970
2016-10-31,11258345070
2016-11-01,10941029820
2016-11-02,10678715880
2016-11-03,10577175000
2016-11-04,10611021960
2016-11-07,10784487630
2016-11-08,11000262000
2016-11-09,10780256760
2016-11-10,10856412420
2016-11-11,10818334590
2016-11-14,11067955920
2016-11-15,11029878090
2016-11-16,11051032440
2016-11-17,10835258070
2016-11-18,10852181550
2016-11-21,10869105030
2016-11-22,11038339830
2016-11-23,11029878090
2016-11-25,11148342450
2016-11-28,11106033750
2016-11-29,11017185480
2016-11-30,10805641980
2016-12-01,10640638050
2016-12-02,10661792400
2016-12-05,10877566770
2016-12-06,10949491560
2016-12-07,11089110270
2016-12-08,11144111580
2016-12-09,10991800260
2016-12-12,11152573320
2016-12-13,11156804190
2016-12-14,10759102410
2016-12-15,10606791090
2016-12-16,10792949370
2016-12-19,10869105030
2016-12-20,10945260690
2016-12-21,10708331970
2016-12-22,10653330660
2016-12-23,10602560220
2016-12-27,10594098480
2016-12-28,10454479770
2016-12-29,10484095860
2016-12-30,10644868920
2017-01-03,10745409780
2017-01-04,10990970760
2017-01-05,11037542670
2017-01-06,10957100280
2017-01-09,10825852170
2017-01-10,10643798340
2017-01-11,10563355950
2017-01-12,10732708350
2017-01-13,10724240730
2017-01-17,10813150740
2017-01-18,10796215500
2017-01-19,10576057380
2017-01-20,10648032150
2017-01-23,10732708350
2017-01-24,10753877400
2017-01-25,10635330720
2017-01-26,10618395480
2017-01-27,10504082610
2017-01-30,10482913560
2017-01-31,10537953090
2017-02-01,10402471170
2017-02-02,10529485470
2017-02-03,10521017850
2017-02-06,10482913560
2017-02-07,10292392110
2017-02-08,10419406410
2017-02-09,10495614990
2017-02-10,10601460240
2017-02-13,10546420710
2017-02-14,10449043080
2017-02-15,10220417340
2017-02-16,10258521630
2017-02-17,10300859730
2017-02-21,10436341650
2017-02-22,10309327350
2017-02-23,10364366880
2017-02-24,10322028780
2017-02-27,10351665450
2017-02-28,10266989250
2017-03-01,10059532560
2017-03-02,9962154930
2017-03-03,9898647780
2017-03-06,9805503960
2017-03-07,9631917750
2017-03-08,9415993440
2017-03-09,9140795790
2017-03-10,9161964840
2017-03-13,9250874850
2017-03-14,9394824390
2017-03-15,9653086800
2017-03-16,9648852990
2017-03-17,9648852990
2017-03-20,9551475360
2017-03-21,9559942980
2017-03-22,9369421530
2017-03-23,9521838690
2017-03-24,9559942980
2017-03-27,9314382000
2017-03-28,9352486290
2017-03-29,9284745330
2017-03-30,9297446760
2017-03-31,9358428500
2017-04-03,9358428500
2017-04-04,9277935000
2017-04-05,9260989000
2017-04-06,9184732000
2017-04-07,9108475000
2017-04-10,9290644500
2017-04-11,9421976000
2017-04-12,9468577500
2017-04-13,9464341000
2017-04-17,9557544000
2017-04-18,9625328000
2017-04-19,9612618500
2017-04-20,9574490000
2017-04-21,9417739500
2017-04-24,9142367000
2017-04-25,9197441500
2017-04-26,8955961000
2017-04-27,8756845500
2017-04-28,8595858500
2017-05-01,8655169500
2017-05-02,8778028000
2017-05-03,8519601500
2017-05-04,8456054000
2017-05-05,8447581000
2017-05-08,8231519500
2017-05-09,8269648000
2017-05-10,8320486000
2017-05-11,8146789500
2017-05-12,8015458000
2017-05-15,8023931000
2017-05-16,7689247499
2017-05-17,7718902999
2017-05-18,7714666500
2017-05-19,7858707500
2017-05-22,7710430000
2017-05-23,7638409500
2017-05-24,7757031499
2017-05-25,7778214000
2017-05-26,7638409500
2017-05-30,7409638499
2017-05-31,7430821000
2017-06-01,7557916000
2017-06-02,7456240000
2017-06-05,7329145000
2017-06-06,7583334999
2017-06-07,7803633000
2017-06-08,7710430000
2017-06-09,7858707500
2017-06-12,8172208500
2017-06-13,8235756000
2017-06-14,8159499000
2017-06-15,8282357500
2017-06-16,7833288499
2017-06-19,7570625500
2017-06-20,7456240000
2017-06-21,7422348000
2017-06-22,7562152500
2017-06-23,7621463499
2017-06-26,7824815499
2017-06-27,7918018500
2017-06-28,7964620000
2017-06-29,7947674000
2017-06-30,7774674800
2017-07-03,8050072000
2017-07-05,7562830800
2017-07-06,7609436480
2017-07-07,7808569840
2017-07-10,7723832240
2017-07-11,7757727279
2017-07-12,7783148560
2017-07-13,7935676240
2017-07-14,8028887600
2017-07-17,8020413840
2017-07-18,8067019520
2017-07-19,8079730160
2017-07-20,8067019520
2017-07-21,8003466320
2017-07-24,8016176960
2017-07-25,8333942960
2017-07-26,8363601119
2017-07-27,8905921760
2017-07-28,8647472080
2017-07-31,8550023840
2017-08-01,8732209680
2017-08-02,8490707520
2017-08-03,8444101840
2017-08-04,8609340160
2017-08-07,8668656480
2017-08-08,8672893360
2017-08-09,8685604000
2017-08-10,8668656480
2017-08-11,8469523119
2017-08-14,8511891920
2017-08-15,8333942960
2017-08-16,8338179840
2017-08-17,8274626640
2017-08-18,8194125920
2017-08-21,8350890480
2017-08-22,8278863520
2017-08-23,8384785520
2017-08-24,8304284800
2017-08-25,8410206800
2017-08-28,8215310320
2017-08-29,8172941520
2017-08-30,8236494720
2017-08-31,8312758560
2017-09-01,8393259279
2017-09-05,8389022400
2017-09-06,8554260720
2017-09-07,8719499040
2017-09-08,8545786960
2017-09-11,8600866400
2017-09-12,8477996880
2017-09-13,8414443680
2017-09-14,8685604000
2017-09-15,8706788400
2017-09-18,8486470640
2017-09-19,8333942960
2017-09-20,8257679119
2017-09-21,8160230880
2017-09-22,8126335840
2017-09-25,8295811039
2017-09-26,8541550080
2017-09-27,8223784080
2017-09-28,8253442240
2017-09-29,8283100400
2017-10-02,8203490240
2017-10-03,8097556740
2017-10-04,8144167479
2017-10-05,8173828860
2017-10-06,8097556740
2017-10-09,8118743440
2017-10-10,8245863640
2017-10-11,8228914280
2017-10-12,8169591520
2017-10-13,8245863640
2017-10-16,8161116840
2017-10-17,8161116840
2017-10-18,8127218120
2017-10-19,8080607380
2017-10-20,7953487180
2017-10-23,7995860580
2017-10-24,7936537820
2017-10-25,7834841659
2017-10-26,7767044219
2017-10-27,7779756240
2017-10-30,7809417620
2017-10-31,7695009440
2017-11-01,7860265700
2017-11-02,8033996640
2017-11-03,7868740380
2017-11-06,7889927080
2017-11-07,7974673880
2017-11-08,8021284620
2017-11-09,8080607380
2017-11-10,8114506099
2017-11-13,8029759300
2017-11-14,8017047280
2017-11-15,8093319400
2017-11-16,8178066200
2017-11-17,8199252900
2017-11-20,8046708659
2017-11-21,7940775159
2017-11-22,7957724520
2017-11-24,7966199200
2017-11-27,7707721460
2017-11-28,7754332200
2017-11-29,7826366979
2017-11-30,7847553680
2017-12-01,7839079000
2017-12-04,8089082060
2017-12-05,7830604320
2017-12-06,7644161360
2017-12-07,7695009440
2017-12-08,7750094860
2017-12-11,7673822740
2017-12-12,7800942940
2017-12-13,7800942940
2017-12-14,7779756240
2017-12-15,7826366979
2017-12-18,7987385900
2017-12-19,7758569539
2017-12-20,7639924020
2017-12-21,7606025300
2017-12-22,7635686680
2017-12-26,7733145500
2017-12-27,7733145500
2017-12-28,7783993580
2017-12-29,7690772099
2018-01-02,7672080480
2018-01-03,7621272000
2018-01-04,7485782720
2018-01-05,7494250800
2018-01-08,7536591200
2018-01-09,7291016879
2018-01-10,7252910520
2018-01-11,7202102040
2018-01-12,7096251040
2018-01-16,7007336200
2018-01-17,7028506400
2018-01-18,6973463879
2018-01-19,6948059640
2018-01-22,7020038319
2018-01-23,7028506400
2018-01-24,6914187319
2018-01-25,6854910760
2018-01-26,6770229960
2018-01-29,6744825720
2018-01-30,6605102400
2018-01-31,6736357640
2018-02-01,6503485440
2018-02-02,6296017480
2018-02-05,6207102640
2018-02-06,6211336680
2018-02-07,6147826080
2018-02-08,5931890040
2018-02-09,6003868720
2018-02-12,6063145280
2018-02-13,6071613360
2018-02-14,6037741040
2018-02-15,6211336680
2018-02-16,6435740800
2018-02-20,6456911000
2018-02-21,6215570720
2018-02-22,6346825960
2018-02-23,6461145040
2018-02-26,6558527960
2018-02-27,6287549400
2018-02-28,6334123840
2018-03-01,6418804640
2018-03-02,6473847160
2018-03-05,6410336560
2018-03-06,6334123840
2018-03-07,6439974840
2018-03-08,6410336560
2018-03-09,6130889920
2018-03-12,6219804760
2018-03-13,6215570720
2018-03-14,6177464360
2018-03-15,6113953760
2018-03-16,6156294160
2018-03-19,6033507000
2018-03-20,5999634680
2018-03-21,5986932560
2018-03-22,6012336800
2018-03-23,5931890040
2018-03-26,6008102760
2018-03-27,5982698520
2018-03-28,6152060120
2018-03-29,6097017600
2018-04-02,5886026690
2018-04-03,6003831370
2018-04-04,6130050670
2018-04-05,6167916460
2018-04-06,6029075230
2018-04-09,6003831370
2018-04-10,6020660610
2018-04-11,6029075230
2018-04-12,5894441310
2018-04-13,5886026690
2018-04-16,5869197450
2018-04-17,5898648620
2018-04-18,5869197450
2018-04-19,5721941600
2018-04-20,5608344230
2018-04-23,5620966160
2018-04-24,5599929610
2018-04-25,5570478440
2018-04-26,5919685170
2018-04-27,6180538390
2018-04-30,6104806810
2018-05-01,6218404180
2018-05-02,6071148330
2018-05-03,6041697160
2018-05-04,6172123770
2018-05-07,6155294530
2018-05-08,6079562950
2018-05-09,6087977570
2018-05-10,6125843360
2018-05-11,6071148330
2018-05-14,6008038680
2018-05-15,5881819380
2018-05-16,5890234000
2018-05-17,5890234000
2018-05-18,5911270550
2018-05-21,6159501840
2018-05-22,6353038100
2018-05-23,6378281960
2018-05-24,6298343070
2018-05-25,6306757690
2018-05-29,6361452720
2018-05-30,6475050090
2018-05-31,6504501260
2018-06-01,6475050090
2018-06-04,6609684010
2018-06-05,6714866760
2018-06-06,6820049510
2018-06-07,6849500680
2018-06-08,6891573780
2018-06-11,6942061500
2018-06-12,7038829630
2018-06-13,6857915300
2018-06-14,6954683430
2018-06-15,6937854189
2018-06-18,6883159160
2018-06-19,6925232260
2018-06-20,7114561210
2018-06-21,7320719399
2018-06-22,7531084899
2018-06-25,7388036359
2018-06-26,7341755950
2018-06-27,7215536649
2018-06-28,7181878170
2018-06-29,7148219689
2018-07-02,6841833600
2018-07-03,6984371800
2018-07-05,7059833200
2018-07-06,7089179300
2018-07-09,7030487100
2018-07-10,7009525600
2018-07-11,6887948900
2018-07-12,6934064200
2018-07-13,6934064200
