,MMC
2013-11-25,26128640000
2013-11-26,26030000000
2013-11-27,26073840000
2013-11-29,26002600000
2013-12-02,26040960000
2013-12-03,25975200000
2013-12-04,25876560000
2013-12-05,25865600000
2013-12-06,26320440000
2013-12-09,26473880000
2013-12-10,26205360000
2013-12-11,25958760000
2013-12-12,25931360000
2013-12-13,25893000000
2013-12-16,25964240000
2013-12-17,25871080000
2013-12-18,26342360000
2013-12-19,26342360000
2013-12-20,26375240000
2013-12-23,26353320000
2013-12-24,26462920000
2013-12-26,26484840000
2013-12-27,26462920000
2013-12-30,26419080000
2013-12-31,26501280000
2014-01-02,26150560000
2014-01-03,26221800000
2014-01-06,26084800000
2014-01-07,26271120000
2014-01-08,26386200000
2014-01-09,26605400000
2014-01-10,26408120000
2014-01-13,25969720000
2014-01-14,26397160000
2014-01-15,26484840000
2014-01-16,26599920000
2014-01-17,26578000000
2014-01-21,26588960000
2014-01-22,26654720000
2014-01-23,26145080000
2014-01-24,25410760000
2014-01-27,25027160000
2014-01-28,25164160000
2014-01-29,25049080000
2014-01-30,25377880000
2014-01-31,25049080000
2014-02-03,24402440000
2014-02-04,24424360000
2014-02-05,24418880000
2014-02-06,24331200000
2014-02-07,25142240000
2014-02-10,25142240000
2014-02-11,25602560000
2014-02-12,25679280000
2014-02-13,25914920000
2014-02-14,26123160000
2014-02-18,26194400000
2014-02-19,26068360000
2014-02-20,26358800000
2014-02-21,26282080000
2014-02-24,26342360000
2014-02-25,26205360000
2014-02-26,26079320000
2014-02-27,26309480000
2014-02-28,26391680000
2014-03-03,26123160000
2014-03-04,26791720000
2014-03-05,26808160000
2014-03-06,27005440000
2014-03-07,27158880000
2014-03-10,27290400000
2014-03-11,27180800000
2014-03-12,26999960000
2014-03-13,27027360000
2014-03-14,26912280000
2014-03-17,27389040000
2014-03-18,27476720000
2014-03-19,27169840000
2014-03-20,27252040000
2014-03-21,27378080000
2014-03-24,26972560000
2014-03-25,27005440000
2014-03-26,26824600000
2014-03-27,26643760000
2014-03-28,26627320000
2014-03-31,27065700000
2014-04-01,27175500000
2014-04-02,27334710000
2014-04-03,27345690000
2014-04-04,26966880000
2014-04-07,26505720000
2014-04-08,26253180000
2014-04-09,26642970000
2014-04-10,26039070000
2014-04-11,25835940000
2014-04-14,26011620000
2014-04-15,26236710000
2014-04-16,26522190000
2014-04-17,26500230000
2014-04-21,26467290000
2014-04-22,26588070000
2014-04-23,26621010000
2014-04-24,26626500000
2014-04-25,26692380000
2014-04-28,26763750000
2014-04-29,27104130000
2014-04-30,27071190000
2014-05-01,26994330000
2014-05-02,26604540000
2014-05-05,26714340000
2014-05-06,26275140000
2014-05-07,26741790000
2014-05-08,26664930000
2014-05-09,26862570000
2014-05-12,27049230000
2014-05-13,26928450000
2014-05-14,26802180000
2014-05-15,26802180000
2014-05-16,26884530000
2014-05-19,27021780000
2014-05-20,26955900000
2014-05-21,27219420000
2014-05-22,27268830000
2014-05-23,27268830000
2014-05-27,27373140000
2014-05-28,27395100000
2014-05-29,27466470000
2014-05-30,27598230000
2014-06-02,27729990000
2014-06-03,27713520000
2014-06-04,27889200000
2014-06-05,27845280000
2014-06-06,28031940000
2014-06-09,28136250000
2014-06-10,28086840000
2014-06-11,28114290000
2014-06-12,27812340000
2014-06-13,27900180000
2014-06-16,27856260000
2014-06-17,28053900000
2014-06-18,28569960000
2014-06-19,28460160000
2014-06-20,28630350000
2014-06-23,28602900000
2014-06-24,28449180000
2014-06-25,28575450000
2014-06-26,28460160000
2014-06-27,28482120000
2014-06-30,28190080000
2014-07-01,28320640000
2014-07-02,28108480000
2014-07-03,28298880000
2014-07-07,28184640000
2014-07-08,28222720000
2014-07-09,28097600000
2014-07-10,28152000000
2014-07-11,28402240000
2014-07-14,28462080000
2014-07-15,28249920000
2014-07-16,28309760000
2014-07-17,28103040000
2014-07-18,28347840000
2014-07-21,28184640000
2014-07-22,28304320000
2014-07-23,28516480000
2014-07-24,28679680000
2014-07-25,27977920000
2014-07-28,27825600000
2014-07-29,28293440000
2014-07-30,28239040000
2014-07-31,27618880000
2014-08-01,27526400000
2014-08-04,27482880000
2014-08-05,27390400000
2014-08-06,27722240000
2014-08-07,27591680000
2014-08-08,27956160000
2014-08-11,27977920000
2014-08-12,27983360000
2014-08-13,28168320000
2014-08-14,28162880000
2014-08-15,28075840000
2014-08-18,28233600000
2014-08-19,28369600000
2014-08-20,28375040000
2014-08-21,28434880000
2014-08-22,28375040000
2014-08-25,28570880000
2014-08-26,28543680000
2014-08-27,28614400000
2014-08-28,28783040000
2014-08-29,28886400000
2014-09-02,28913600000
2014-09-03,28837440000
2014-09-04,28853760000
2014-09-05,28859200000
2014-09-08,28832000000
2014-09-09,28500160000
2014-09-10,28674240000
2014-09-11,28706880000
2014-09-12,28663360000
2014-09-15,28804800000
2014-09-16,28935360000
2014-09-17,28870080000
2014-09-18,29104000000
2014-09-19,28875520000
2014-09-22,28696000000
2014-09-23,28500160000
2014-09-24,28793920000
2014-09-25,28233600000
2014-09-26,28581760000
2014-09-29,28549120000
2014-09-30,28315940000
2014-10-01,27985930000
2014-10-02,27975110000
2014-10-03,28299710000
2014-10-06,28348400000
2014-10-07,27655920000
2014-10-08,27693790000
2014-10-09,27087870000
2014-10-10,26936390000
2014-10-13,26801140000
2014-10-14,27001310000
2014-10-15,26774090000
2014-10-16,26893110000
2014-10-17,27390830000
2014-10-20,27352960000
2014-10-21,27791170000
2014-10-22,27623460000
2014-10-23,27682970000
2014-10-24,27931830000
2014-10-27,28002160000
2014-10-28,28645950000
2014-10-29,28608080000
2014-10-30,28862350000
2014-10-31,29414170000
2014-11-03,29614340000
2014-11-04,29836150000
2014-11-05,30009270000
2014-11-06,30225670000
2014-11-07,30187800000
2014-11-10,30366330000
2014-11-11,30377150000
2014-11-12,30306820000
2014-11-13,30274360000
2014-11-14,30171570000
2014-11-17,30214850000
2014-11-18,30247310000
2014-11-19,30160750000
2014-11-20,30209440000
2014-11-21,30360920000
2014-11-24,30604370000
2014-11-25,30496170000
2014-11-26,30555680000
2014-11-28,30615190000
2014-12-01,30555680000
2014-12-02,30864050000
2014-12-03,31107500000
2014-12-04,31378000000
2014-12-05,31502430000
2014-12-08,31680960000
2014-12-09,31421280000
2014-12-10,31123730000
2014-12-11,31026350000
2014-12-12,30566500000
2014-12-15,30496170000
2014-12-16,30328460000
2014-12-17,30831590000
2014-12-18,31286030000
2014-12-19,31372590000
2014-12-22,31572760000
2014-12-23,31588990000
2014-12-24,31551120000
2014-12-26,31410460000
2014-12-29,31540300000
2014-12-30,31410460000
2014-12-31,30852360000
2015-01-02,30706830000
2015-01-05,30491230000
2015-01-06,30081590000
2015-01-07,30480450000
2015-01-08,30992500000
2015-01-09,30566690000
2015-01-12,30237900000
2015-01-13,30297190000
2015-01-14,30167830000
2015-01-15,30027690000
2015-01-16,30577470000
2015-01-20,30625980000
2015-01-21,30502010000
2015-01-22,30803850000
2015-01-23,30534350000
2015-01-26,30502010000
2015-01-27,30157050000
2015-01-28,29321600000
2015-01-29,29461740000
2015-01-30,28982030000
2015-02-02,29429400000
2015-02-03,29704290000
2015-02-04,29822870000
2015-02-05,30086980000
2015-02-06,29876770000
2015-02-09,29806700000
2015-02-10,29909110000
2015-02-11,30232510000
2015-02-12,30469670000
2015-02-13,30351090000
2015-02-17,30458890000
2015-02-18,30712220000
2015-02-19,30771510000
2015-02-20,30793070000
2015-02-23,30728390000
2015-02-24,30976330000
2015-02-25,30868530000
2015-02-26,30728390000
2015-02-27,30663710000
2015-03-02,30852360000
2015-03-03,30728390000
2015-03-04,30426550000
2015-03-05,30717610000
2015-03-06,30372650000
2015-03-09,30469670000
2015-03-10,29984570000
2015-03-11,30033080000
2015-03-12,30437330000
2015-03-13,30243290000
2015-03-16,30820020000
2015-03-17,30787680000
2015-03-18,31127250000
2015-03-19,30997890000
2015-03-20,31186540000
2015-03-23,31094910000
2015-03-24,30814630000
2015-03-25,30140880000
2015-03-26,29968400000
2015-03-27,29979180000
2015-03-30,30480450000
2015-03-31,30008150000
2015-04-01,30050950000
2015-04-02,30259600000
2015-04-06,30489650000
2015-04-07,30355900000
2015-04-08,30495000000
2015-04-09,30409400000
2015-04-10,30559200000
2015-04-13,30580600000
2015-04-14,30725050000
2015-04-15,30730400000
2015-04-16,30607350000
2015-04-17,30061650000
2015-04-20,30302400000
2015-04-21,30270300000
2015-04-22,30190050000
2015-04-23,30259600000
2015-04-24,30473600000
2015-04-27,30323800000
2015-04-28,30457550000
2015-04-29,30436150000
2015-04-30,30045600000
2015-05-01,30313100000
2015-05-04,30521750000
2015-05-05,30211450000
2015-05-06,30200750000
2015-05-07,30585950000
2015-05-08,31008600000
2015-05-11,30992550000
2015-05-12,30746450000
2015-05-13,30719700000
2015-05-14,31115600000
2015-05-15,30955100000
2015-05-18,31292150000
2015-05-19,31458000000
2015-05-20,31607800000
2015-05-21,31618500000
2015-05-22,31565000000
2015-05-26,31286800000
2015-05-27,31490100000
2015-05-28,31415200000
2015-05-29,31153050000
2015-06-01,31115600000
2015-06-02,31153050000
2015-06-03,31351000000
2015-06-04,30971150000
2015-06-05,30949750000
2015-06-08,30874850000
2015-06-09,30997900000
2015-06-10,31495450000
2015-06-11,31752250000
2015-06-12,31629200000
2015-06-15,31468700000
2015-06-16,31581050000
2015-06-17,31677350000
2015-06-18,32014400000
2015-06-19,31795050000
2015-06-22,31634550000
2015-06-23,31650600000
2015-06-24,31334950000
2015-06-25,31153050000
2015-06-26,31195850000
2015-06-29,30388000000
2015-06-30,29937600000
2015-07-01,30212160000
2015-07-02,30196320000
2015-07-06,30138240000
2015-07-07,30354720000
2015-07-08,29715840000
2015-07-09,29884800000
2015-07-10,30185760000
2015-07-13,30444480000
2015-07-14,30513120000
2015-07-15,30460320000
2015-07-16,30914400000
2015-07-17,30819360000
2015-07-20,30861600000
2015-07-21,30856320000
2015-07-22,30935520000
2015-07-23,30856320000
2015-07-24,30756000000
2015-07-27,30660960000
2015-07-28,30291360000
2015-07-29,30597600000
2015-07-30,30697920000
2015-07-31,30592320000
2015-08-03,30560640000
2015-08-04,30571200000
2015-08-05,30777120000
2015-08-06,30534240000
2015-08-07,30523680000
2015-08-10,30930240000
2015-08-11,30697920000
2015-08-12,30497280000
2015-08-13,30481440000
2015-08-14,30708480000
2015-08-17,30782400000
2015-08-18,30777120000
2015-08-19,30449760000
2015-08-20,29932320000
2015-08-21,29208960000
2015-08-24,27809760000
2015-08-25,27387360000
2015-08-26,28174080000
2015-08-27,28849920000
2015-08-28,28580640000
2015-08-31,28369440000
2015-09-01,27508800000
2015-09-02,27857280000
2015-09-03,27994560000
2015-09-04,27450720000
2015-09-08,28649280000
2015-09-09,28353600000
2015-09-10,28300800000
2015-09-11,28559520000
2015-09-14,28490880000
2015-09-15,28834080000
2015-09-16,28849920000
2015-09-17,28638720000
2015-09-18,28031520000
2015-09-21,28332480000
2015-09-22,27931200000
2015-09-23,27910080000
2015-09-24,27556320000
2015-09-25,27799200000
2015-09-28,27213120000
2015-09-29,27345120000
2015-09-30,27258840000
2015-10-01,27185760000
2015-10-02,27446760000
2015-10-05,28067940000
2015-10-06,27666000000
2015-10-07,27754740000
2015-10-08,28057500000
2015-10-09,27895680000
2015-10-12,28146240000
2015-10-13,27874800000
2015-10-14,27545940000
2015-10-15,27953100000
2015-10-16,28167120000
2015-10-19,28020960000
2015-10-20,28308060000
2015-10-21,28172340000
2015-10-22,28710000000
2015-10-23,28866600000
2015-10-26,28548180000
2015-10-27,28944900000
2015-10-28,29341620000
2015-10-29,29383380000
2015-10-30,29096280000
2015-11-02,29425140000
2015-11-03,29435580000
2015-11-04,29336400000
2015-11-05,29388600000
2015-11-06,29289420000
2015-11-09,29038860000
2015-11-10,29054520000
2015-11-11,28997100000
2015-11-12,28621260000
2015-11-13,28266300000
2015-11-16,28631700000
2015-11-17,28522080000
2015-11-18,29012760000
2015-11-19,29012760000
2015-11-20,29174580000
2015-11-23,29091060000
2015-11-24,28971000000
2015-11-25,28934460000
2015-11-27,28913580000
2015-11-30,28866600000
2015-12-01,29237220000
2015-12-02,29143260000
2015-12-03,28892700000
2015-12-04,29680920000
2015-12-07,29644380000
2015-12-08,29164140000
2015-12-09,28997100000
2015-12-10,29221560000
2015-12-11,28652580000
2015-12-14,28694340000
2015-12-15,29451240000
2015-12-16,29926260000
2015-12-17,29117160000
2015-12-18,28454220000
2015-12-21,28490760000
2015-12-22,28683900000
2015-12-23,28976220000
2015-12-24,28991880000
2015-12-28,28991880000
2015-12-29,29414700000
2015-12-30,29284200000
2015-12-31,28889450000
2016-01-04,28300720000
2016-01-05,28535170000
2016-01-06,28191310000
2016-01-07,27977700000
2016-01-08,27586950000
2016-01-11,27185780000
2016-01-12,27441070000
2016-01-13,27211830000
2016-01-14,27909970000
2016-01-15,27201410000
2016-01-19,27170150000
2016-01-20,26852340000
2016-01-21,26722090000
2016-01-22,27243090000
2016-01-25,26867970000
2016-01-26,27055530000
2016-01-27,26894020000
2016-01-28,26987800000
2016-01-29,27784930000
2016-02-01,27753670000
2016-02-02,27274350000
2016-02-03,27529640000
2016-02-04,28222570000
2016-02-05,28472650000
2016-02-08,28655000000
2016-02-09,28800880000
2016-02-10,28920710000
2016-02-11,28628950000
2016-02-12,29217680000
2016-02-16,29436500000
2016-02-17,29889770000
2016-02-18,29957500000
2016-02-19,29858510000
2016-02-22,29983550000
2016-02-23,29743890000
2016-02-24,29931450000
2016-02-25,30092960000
2016-02-26,29957500000
2016-02-29,29723050000
2016-03-01,30264890000
2016-03-02,30134640000
2016-03-03,30087750000
2016-03-04,30223210000
2016-03-07,30056490000
2016-03-08,29926240000
2016-03-09,30066910000
2016-03-10,30077330000
2016-03-11,30603540000
2016-03-14,30650430000
2016-03-15,30811940000
2016-03-16,30697320000
2016-03-17,31181850000
2016-03-18,31155800000
2016-03-21,31140170000
2016-03-22,31119330000
2016-03-23,31020340000
2016-03-24,31155800000
2016-03-28,31280840000
2016-03-29,31551760000
2016-03-30,31645540000
2016-03-31,31671590000
2016-04-01,31973770000
2016-04-04,31890410000
2016-04-05,31489240000
2016-04-06,31645540000
2016-04-07,31348570000
2016-04-08,31525710000
2016-04-11,31624700000
2016-04-12,32041500000
2016-04-13,32380150000
2016-04-14,32286370000
2016-04-15,32468720000
2016-04-18,32849050000
2016-04-19,32989720000
2016-04-20,32807370000
2016-04-21,32432250000
2016-04-22,32400990000
2016-04-25,32348890000
2016-04-26,32583340000
2016-04-27,32421830000
2016-04-28,32724010000
2016-04-29,32901150000
2016-05-02,33161650000
2016-05-03,33109550000
2016-05-04,33010560000
2016-05-05,33057450000
2016-05-06,32937620000
2016-05-09,33041820000
2016-05-10,33547190000
2016-05-11,33291900000
2016-05-12,33536770000
2016-05-13,33317950000
2016-05-16,33578450000
2016-05-17,33364840000
2016-05-18,33599289999
2016-05-19,33437780000
2016-05-20,33448200000
2016-05-23,33588870000
2016-05-24,34141130000
2016-05-25,34198440000
2016-05-26,34161969999
2016-05-27,34349530000
2016-05-31,34422470000
2016-06-01,34474570000
2016-06-02,34615240000
2016-06-03,34474570000
2016-06-06,34542300000
2016-06-07,34698600000
2016-06-08,34688180000
2016-06-09,34714230000
2016-06-10,34568350000
2016-06-13,34287010000
2016-06-14,34229700000
2016-06-15,34042140000
2016-06-16,34391210000
2016-06-17,34313060000
2016-06-20,34630870000
2016-06-21,34771540000
2016-06-22,34808010000
2016-06-23,35381110000
2016-06-24,33802479999
2016-06-27,33203330000
2016-06-28,34172390000
2016-06-29,34787170000
2016-06-30,35462280000
2016-07-01,35280980000
2016-07-05,35011620000
2016-07-06,34762980000
2016-07-07,34602400000
2016-07-08,34794060000
2016-07-11,34783700000
2016-07-12,34861400000
2016-07-13,34731900000
2016-07-14,34685280000
2016-07-15,34457360000
2016-07-18,34426280000
2016-07-19,34369300000
2016-07-20,34410740000
2016-07-21,34167279999
2016-07-22,34436640000
2016-07-25,34312319999
2016-07-26,34519520000
2016-07-27,34431460000
2016-07-28,34472900000
2016-07-29,34058500000
2016-08-01,34156920000
2016-08-02,34234620000
2016-08-03,34276060000
2016-08-04,34343400000
2016-08-05,34514340000
2016-08-08,34742260000
2016-08-09,34695640000
2016-08-10,34783700000
2016-08-11,34897660000
2016-08-12,34908020000
2016-08-15,34897660000
2016-08-16,34731900000
2016-08-17,34773340000
2016-08-18,34762980000
2016-08-19,34731900000
2016-08-22,34861400000
2016-08-23,34773340000
2016-08-24,34794060000
2016-08-25,35021980000
2016-08-26,34804420000
2016-08-29,35182560000
2016-08-30,35078960000
2016-08-31,35032340000
2016-09-01,35115220000
2016-09-02,35379400000
2016-09-06,35317240000
2016-09-07,35265440000
2016-09-08,35192920000
2016-09-09,34182819999
2016-09-12,34809600000
2016-09-13,34255339999
2016-09-14,34099940000
2016-09-15,34395200000
2016-09-16,34141380000
2016-09-19,34327859999
2016-09-20,34602400000
2016-09-21,35032340000
2016-09-22,35332780000
2016-09-23,34887300000
2016-09-26,34711180000
2016-09-27,34913200000
2016-09-28,34825140000
2016-09-29,34395200000
2016-09-30,34633750000
2016-10-03,34484400000
2016-10-04,34159950000
2016-10-05,34154799999
2016-10-06,34190850000
2016-10-07,34324750000
2016-10-10,34211450000
2016-10-11,33747950000
2016-10-12,34077550000
2016-10-13,33825200000
2016-10-14,33984849999
2016-10-17,33644950000
2016-10-18,33547100000
2016-10-19,33887000000
2016-10-20,33588300000
2016-10-21,33490450000
2016-10-24,33459550000
2016-10-25,32290500000
2016-10-26,32558300000
2016-10-27,32537700000
2016-10-28,32676750000
2016-10-31,32645850000
2016-11-01,32372900000
2016-11-02,32424400000
2016-11-03,32774600000
2016-11-04,32908500000
2016-11-07,33521350000
2016-11-08,33670699999
2016-11-09,34458650000
2016-11-10,34917000000
2016-11-11,34906700000
2016-11-14,34819150000
2016-11-15,34880950000
2016-11-16,34865500000
2016-11-17,35571050000
2016-11-18,35653450000
2016-11-21,35643150000
2016-11-22,35741000000
2016-11-23,35771900000
2016-11-25,35931550000
2016-11-28,35488650000
2016-11-29,35524700000
2016-11-30,35694650000
2016-12-01,35483500000
2016-12-02,35220850000
2016-12-05,35375350000
2016-12-06,35421700000
2016-12-07,35756450000
2016-12-08,35704950000
2016-12-09,35777050000
2016-12-12,35771900000
2016-12-13,35699800000
2016-12-14,35298100000
2016-12-15,35308400000
2016-12-16,35256900000
2016-12-19,35370200000
2016-12-20,35220850000
2016-12-21,35179650000
2016-12-22,35231150000
2016-12-23,35287800000
2016-12-27,35123000000
2016-12-28,34875800000
2016-12-29,34891250000
2016-12-30,34808850000
2017-01-03,34953050000
2017-01-04,35169350000
2017-01-05,35179650000
2017-01-06,35370200000
2017-01-09,34917000000
2017-01-10,34767650000
2017-01-11,34731600000
2017-01-12,34803700000
2017-01-13,34880950000
2017-01-17,34834600000
2017-01-18,35107550000
2017-01-19,34736750000
2017-01-20,35014850000
2017-01-23,34793400000
2017-01-24,35138450000
2017-01-25,35359900000
2017-01-26,35406250000
2017-01-27,35457750000
2017-01-30,35195100000
2017-01-31,35030300000
2017-02-01,34716150000
2017-02-02,35818250000
2017-02-03,36317800000
2017-02-06,36003650000
2017-02-07,35931550000
2017-02-08,36261150000
2017-02-09,36348700000
2017-02-10,36606200000
2017-02-13,36812200000
2017-02-14,37049100000
2017-02-15,37404450000
2017-02-16,37728900000
2017-02-17,37862800000
2017-02-21,37558950000
2017-02-22,37558950000
2017-02-23,37873100000
2017-02-24,37857650000
2017-02-27,37837050000
2017-02-28,37842200000
2017-03-01,38444750000
2017-03-02,38176950000
2017-03-03,38223300000
2017-03-06,38017300000
2017-03-07,37914300000
2017-03-08,37569250000
2017-03-09,37646500000
2017-03-10,37940050000
2017-03-13,38228450000
2017-03-14,38238750000
2017-03-15,38290250000
2017-03-16,38460200000
2017-03-17,38697100000
2017-03-20,38640450000
2017-03-21,38213000000
2017-03-22,38336600000
2017-03-23,38424150000
2017-03-24,38403550000
2017-03-27,38424150000
2017-03-28,38583800000
2017-03-29,38316000000
2017-03-30,38166650000
2017-03-31,37979460000
2017-04-03,37686480000
2017-04-04,37737880000
2017-04-05,37717320000
2017-04-06,37660780000
2017-04-07,37737880000
2017-04-10,37717320000
2017-04-11,37722460000
2017-04-12,37378080000
2017-04-13,37043980000
2017-04-17,37372940000
2017-04-18,37326680000
2017-04-19,37342100000
2017-04-20,37671060000
2017-04-21,36946320000
2017-04-24,37537420000
2017-04-25,37552840000
2017-04-26,37737880000
2017-04-27,38164500000
2017-04-28,38102820000
2017-05-01,38200480000
2017-05-02,38061700000
2017-05-03,37989740000
2017-05-04,38231320000
2017-05-05,38298140000
2017-05-08,38097680000
2017-05-09,37856100000
2017-05-10,37928060000
2017-05-11,37871520000
2017-05-12,37717320000
2017-05-15,37938340000
2017-05-16,38077120000
2017-05-17,37886940000
2017-05-18,38293000000
2017-05-19,38349540000
2017-05-22,38411220000
2017-05-23,38416360000
2017-05-24,38601400000
2017-05-25,39336420000
2017-05-26,39254180000
2017-05-30,39778460000
2017-05-31,39865840000
2017-06-01,39757900000
2017-06-02,39835000000
2017-06-05,39773320000
2017-06-06,39495760000
2017-06-07,39521460000
2017-06-08,39732200000
2017-06-09,40210220000
2017-06-12,40354140000
2017-06-13,40400400000
2017-06-14,40904120000
2017-06-15,41171400000
2017-06-16,41258780000
2017-06-19,41191960000
2017-06-20,41017200000
2017-06-21,40811600000
2017-06-22,40441520000
2017-06-23,40122840000
2017-06-26,40169100000
2017-06-27,40045740000
2017-06-28,40456940000
2017-06-29,39917240000
2017-06-30,39915520000
2017-07-03,39941120000
2017-07-05,39997440000
2017-07-06,39767040000
2017-07-07,40104960000
2017-07-10,39982080000
2017-07-11,39633920000
2017-07-12,40017920000
2017-07-13,40314880000
2017-07-14,40376320000
2017-07-17,40442880000
2017-07-18,40524800000
2017-07-19,40550400000
2017-07-20,40775680000
2017-07-21,40965120000
2017-07-24,41103360000
2017-07-25,41246720000
2017-07-26,41072640000
2017-07-27,39633920000
2017-07-28,40284160000
2017-07-31,39920640000
2017-08-01,40325120000
2017-08-02,40263680000
2017-08-03,40156160000
2017-08-04,40028160000
2017-08-07,39936000000
2017-08-08,39649280000
2017-08-09,39669760000
2017-08-10,39464960000
2017-08-11,39434240000
2017-08-14,39818240000
2017-08-15,39992320000
2017-08-16,40012800000
2017-08-17,39531520000
2017-08-18,39608320000
2017-08-21,39659520000
2017-08-22,40002560000
2017-08-23,39505920000
2017-08-24,39362560000
2017-08-25,39403520000
2017-08-28,39649280000
2017-08-29,39424000000
2017-08-30,39633920000
2017-08-31,39976960000
2017-09-01,39869440000
2017-09-05,39982080000
2017-09-06,40432640000
2017-09-07,40366080000
2017-09-08,41958400000
2017-09-11,41574400000
2017-09-12,41861120000
2017-09-13,41856000000
2017-09-14,41574400000
2017-09-15,41635840000
2017-09-18,41702400000
2017-09-19,41866240000
2017-09-20,42286080000
2017-09-21,42158080000
2017-09-22,42352640000
2017-09-25,42434560000
2017-09-26,42828800000
2017-09-27,43120640000
2017-09-28,42833920000
2017-09-29,42910720000
2017-10-02,43105200000
2017-10-03,43038900000
2017-10-04,42462600000
2017-10-05,42687000000
2017-10-06,42432000000
2017-10-09,42508500000
2017-10-10,42579900000
2017-10-11,42625800000
2017-10-12,42620700000
2017-10-13,42789000000
2017-10-16,42794100000
2017-10-17,42600300000
2017-10-18,42610500000
2017-10-19,42987900000
2017-10-20,43064400000
2017-10-23,42982800000
2017-10-24,43089900000
2017-10-25,43079700000
2017-10-26,41493600000
2017-10-27,41310000000
2017-10-30,41116200000
2017-10-31,41274300000
2017-11-01,42034200000
2017-11-02,42666600000
2017-11-03,42013800000
2017-11-06,42141300000
2017-11-07,42054600000
2017-11-08,42039300000
2017-11-09,42294300000
2017-11-10,42406500000
2017-11-13,42330000000
2017-11-14,42636000000
2017-11-15,42401400000
2017-11-16,42284100000
2017-11-17,41998500000
2017-11-20,42294300000
2017-11-21,42559500000
2017-11-22,42151500000
2017-11-24,41993400000
2017-11-27,42075000000
2017-11-28,42646200000
2017-11-29,42636000000
2017-11-30,42804300000
2017-12-01,43380600000
2017-12-04,43844700000
2017-12-05,43355100000
2017-12-06,43044000000
2017-12-07,42702300000
2017-12-08,42906300000
2017-12-11,42804300000
2017-12-12,43171500000
2017-12-13,42534000000
2017-12-14,42340200000
2017-12-15,42386100000
2017-12-18,42075000000
2017-12-19,42085200000
2017-12-20,41881200000
2017-12-21,41162100000
2017-12-22,41151900000
2017-12-26,41177400000
2017-12-27,41661900000
2017-12-28,41804700000
2017-12-29,41508900000
2018-01-02,40843200000
2018-01-03,41376600000
2018-01-04,41808400000
2018-01-05,42097960000
2018-01-08,41650920000
2018-01-09,41650920000
2018-01-10,41229280000
2018-01-11,41158160000
2018-01-12,41523920000
2018-01-16,41280080000
2018-01-17,41417240000
2018-01-18,41432480000
2018-01-19,41696640000
2018-01-22,42016680000
2018-01-23,42143680000
2018-01-24,42377360000
2018-01-25,42453560000
2018-01-26,43545760000
2018-01-29,43032680000
2018-01-30,42539920000
2018-01-31,42428160000
2018-02-01,43205400000
2018-02-02,43022520000
2018-02-05,41920160000
2018-02-06,41777920000
2018-02-07,41737280000
2018-02-08,40289480000
2018-02-09,40858440000
2018-02-12,41168320000
2018-02-13,41290240000
2018-02-14,41788080000
2018-02-15,41879520000
2018-02-16,42042080000
2018-02-20,42423080000
2018-02-21,42042080000
2018-02-22,41605200000
2018-02-23,42453560000
2018-02-26,43022520000
2018-02-27,42829480000
2018-02-28,42174160000
2018-03-01,41564560000
2018-03-02,41970960000
2018-03-05,42331640000
2018-03-06,42438320000
2018-03-07,42570400000
2018-03-08,42895520000
2018-03-09,43621960000
2018-03-12,43134280000
2018-03-13,42986960000
2018-03-14,42555160000
2018-03-15,42600880000
2018-03-16,42839640000
2018-03-19,42885360000
2018-03-20,43144440000
2018-03-21,42920920000
2018-03-22,41874440000
2018-03-23,40914320000
2018-03-26,41701720000
2018-03-27,41346120000
2018-03-28,41600120000
2018-03-29,41955720000
2018-04-02,41051790000
2018-04-03,41198820000
2018-04-04,41563860000
2018-04-05,41644980000
2018-04-06,40925040000
2018-04-09,40874340000
2018-04-10,41426970000
2018-04-11,41163330000
2018-04-12,41568930000
2018-04-13,41558790000
2018-04-16,42390270000
2018-04-17,42603210000
2018-04-18,42542370000
2018-04-19,42258450000
2018-04-20,42030300000
2018-04-23,42324360000
2018-04-24,41862990000
2018-04-25,41883270000
2018-04-26,41908620000
2018-04-27,41792010000
2018-04-30,41320500000
2018-05-01,41315430000
2018-05-02,40468740000
2018-05-03,40879410000
2018-05-04,41143050000
2018-05-07,41198820000
2018-05-08,41148120000
2018-05-09,41193750000
2018-05-10,41457390000
2018-05-11,41355990000
2018-05-14,41127840000
2018-05-15,40930110000
2018-05-16,40874340000
2018-05-17,41067000000
2018-05-18,41153190000
2018-05-21,41279940000
2018-05-22,41401620000
2018-05-23,41391480000
2018-05-24,41290080000
2018-05-25,41219100000
2018-05-29,40098630000
2018-05-30,40950390000
2018-05-31,40747590000
2018-06-01,40778010000
2018-06-04,41051790000
2018-06-05,41122770000
2018-06-06,41355990000
2018-06-07,41670330000
2018-06-08,42030300000
2018-06-11,41781870000
2018-06-12,41421900000
2018-06-13,41665260000
2018-06-14,41543580000
2018-06-15,41746380000
2018-06-18,41888340000
2018-06-19,41726100000
2018-06-20,41087280000
2018-06-21,40945320000
2018-06-22,41371200000
2018-06-25,41523300000
2018-06-26,41219100000
2018-06-27,40686750000
2018-06-28,41082210000
2018-06-29,41558790000
2018-07-02,41448960000
2018-07-03,41605200000
2018-07-05,42023520000
2018-07-06,42451920000
2018-07-09,43288560000
2018-07-10,42930720000
2018-07-11,42774480000
2018-07-12,43288560000
2018-07-13,43626240000
