,X
2009-04-13,3684932580
2009-04-14,3511254720
2009-04-15,3717244740
2009-04-16,3869381160
2009-04-17,4033634640
2009-04-20,3578571720
2009-04-21,3807449520
2009-04-22,3816873900
2009-04-23,3639157020
2009-04-24,3908425020
2009-04-27,3730708140
2009-04-28,3520679100
2009-04-29,3433167000
2009-04-30,3574532700
2009-05-01,3845147040
2009-05-04,4235585640
2009-05-05,4148073540
2009-05-06,4200580800
2009-05-07,4037673660
2009-05-08,4214044200
2009-05-11,3944776200
2009-05-12,3886883580
2009-05-13,3596074140
2009-05-14,3687625260
2009-05-15,3652620420
2009-05-18,3841108020
2009-05-19,4030941960
2009-05-20,4205966160
2009-05-21,4039020000
2009-05-22,3970356660
2009-05-26,4137302820
2009-05-27,4278668520
2009-05-28,4415995200
2009-05-29,4588326720
2009-06-01,4957223880
2009-06-02,4904716620
2009-06-03,4574863320
2009-06-04,4790277720
2009-06-05,4875097140
2009-06-08,4720268040
2009-06-09,5091857880
2009-06-10,5402862420
2009-06-11,5631740220
2009-06-12,5293808880
2009-06-15,4994921400
2009-06-16,4941067800
2009-06-17,4868365440
2009-06-18,4957223880
2009-06-19,5058199380
2009-06-22,4593712080
2009-06-23,4650258360
2009-06-24,4729692420
2009-06-25,4841438640
2009-06-26,4969340940
2009-06-29,4982804340
2009-06-30,5123793620
2009-07-01,4987598770
2009-07-02,4874342000
2009-07-06,4591916890
2009-07-07,4534571690
2009-07-08,4372571500
2009-07-09,4500164570
2009-07-10,4411279510
2009-07-13,4536005320
2009-07-14,4669332910
2009-07-15,5022005890
2009-07-16,5231315870
2009-07-17,5364643460
2009-07-20,5659971240
2009-07-21,5592590630
2009-07-22,5466431190
2009-07-23,5681475690
2009-07-24,5837741360
2009-07-27,5916591010
2009-07-28,5784697050
2009-07-29,5374678870
2009-07-30,5535245430
2009-07-31,5698679250
2009-08-03,6168909890
2009-08-04,6237724130
2009-08-05,6449901370
2009-08-06,6221954200
2009-08-07,6442733220
2009-08-10,6286467550
2009-08-11,6193281600
2009-08-12,6458503150
2009-08-13,6783937160
2009-08-14,6614768820
2009-08-17,6067122160
2009-08-18,6263529470
2009-08-19,6194715230
2009-08-20,6266396730
2009-08-21,6431264180
2009-08-24,6451335000
2009-08-25,6353848160
2009-08-26,6199016120
2009-08-27,6227688720
2009-08-28,6393989800
2009-08-31,6276432140
2009-09-01,6014077850
2009-09-02,5979670730
2009-09-03,6044184079
2009-09-04,6072856680
2009-09-08,6204750640
2009-09-09,6350980900
2009-09-10,6558857250
2009-09-11,6574627180
2009-09-14,6697919360
2009-09-15,7021919740
2009-09-16,7140911030
2009-09-17,7046291450
2009-09-18,7029087890
2009-09-21,6884291260
2009-09-22,7202557120
2009-09-23,7143778290
2009-09-24,6875689480
2009-09-25,6685016690
2009-09-28,6639140530
2009-09-29,6531618280
2009-09-30,6361770600
2009-10-01,6059238800
2009-10-02,5842735000
2009-10-05,6112289400
2009-10-06,6115157000
2009-10-07,6106554200
2009-10-08,6325925600
2009-10-09,6287213000
2009-10-12,6080745799
2009-10-13,6281477800
2009-10-14,6457835200
2009-10-15,6542429400
2009-10-16,6228427200
2009-10-19,6103686600
2009-10-20,6062106400
2009-10-21,6037731800
2009-10-22,5968909400
2009-10-23,5859940600
2009-10-26,5818360400
2009-10-27,5363845799
2009-10-28,5094291400
2009-10-29,5267781200
2009-10-30,4945176200
2009-11-02,4943742400
2009-11-03,5089990000
2009-11-04,5097159000
2009-11-05,5277817800
2009-11-06,5359544400
2009-11-09,5550239800
2009-11-10,5459910400
2009-11-11,5634834000
2009-11-12,5597555200
2009-11-13,5662076200
2009-11-16,5931630600
2009-11-17,6064974000
2009-11-18,6126627400
2009-11-19,5918726400
2009-11-20,5924461600
2009-11-23,6053503600
2009-11-24,6027695200
2009-11-25,6261404600
2009-11-27,6172509000
2009-11-30,6403350799
2009-12-01,6477908400
2009-12-02,6512319600
2009-12-03,6444931000
2009-12-04,6364638200
2009-12-07,6416255000
2009-12-08,6341697400
2009-12-09,6701581200
2009-12-10,6605516600
2009-12-11,6758933200
2009-12-14,6969701800
2009-12-15,6920952600
2009-12-16,7121684600
2009-12-17,6986907400
2009-12-18,7058597400
2009-12-21,7505943000
2009-12-22,7613478000
2009-12-23,7887333800
2009-12-24,8152586800
2009-12-28,8099536200
2009-12-29,7844319800
2009-12-30,7959023800
2009-12-31,7903656800
2010-01-04,8303714899
2010-01-05,8292243700
2010-01-06,8660756000
2010-01-07,8733884900
2010-01-08,9369102600
2010-01-11,9023532700
2010-01-12,9023532700
2010-01-13,9057946300
2010-01-14,9113868400
2010-01-15,8895915600
2010-01-19,9383441600
2010-01-20,9070851400
2010-01-21,8269301300
2010-01-22,7886450000
2010-01-25,8062819700
2010-01-26,7113577900
2010-01-27,6681974000
2010-01-28,6535716200
2010-01-29,6370817700
2010-02-01,6785214800
2010-02-02,6889889500
2010-02-03,6713519800
2010-02-04,6319197300
2010-02-05,6421004200
2010-02-08,6322065100
2010-02-09,6597373900
2010-02-10,6362214300
2010-02-11,6740763900
2010-02-12,6879852200
2010-02-16,7332964600
2010-02-17,7291381500
2010-02-18,7307154400
2010-02-19,7641253100
2010-02-22,7671365000
2010-02-23,7325795100
2010-02-24,7473486800
2010-02-25,7625480200
2010-02-26,7591066600
2010-03-01,7826226200
2010-03-02,7929467000
2010-03-03,8084328200
2010-03-04,8121609600
2010-03-05,8445671000
2010-03-08,8751091700
2010-03-09,8636379700
2010-03-10,8597664400
2010-03-11,8663623800
2010-03-12,8804146000
2010-03-15,8702339100
2010-03-16,8960441100
2010-03-17,8738186600
2010-03-18,8593362700
2010-03-19,8494423600
2010-03-22,8652152600
2010-03-23,9079454800
2010-03-24,9109566700
2010-03-25,8943234300
2010-03-26,9171224400
2010-03-29,9306011000
2010-03-30,9143980300
2010-03-31,9115374080
2010-04-01,9428212800
2010-04-05,9896035840
2010-04-06,10003663840
2010-04-07,9650644000
2010-04-08,9508575040
2010-04-09,9273228480
2010-04-12,9172775680
2010-04-13,9205781600
2010-04-14,9187126080
2010-04-15,8891507840
2010-04-16,8582974240
2010-04-19,8311751680
2010-04-20,8443775360
2010-04-21,8320361920
2010-04-22,8429424960
2010-04-23,8501176960
2010-04-26,8620285280
2010-04-27,8126631520
2010-04-28,8386373760
2010-04-29,8198383520
2010-04-30,7843928639
2010-05-03,7888414880
2010-05-04,7621497440
2010-05-05,7724820320
2010-05-06,7505259200
2010-05-07,7493778880
2010-05-10,7977387360
2010-05-11,7599971840
2010-05-12,7897025120
2010-05-13,8033353920
2010-05-14,7578446240
2010-05-17,7340229600
2010-05-18,6957073920
2010-05-19,7074747200
2010-05-20,6555262720
2010-05-21,6759038400
2010-05-24,6549522560
2010-05-25,6789174240
2010-05-26,6474900480
2010-05-27,7011605440
2010-05-28,6774823840
2010-06-01,6315611040
2010-06-02,6578223360
2010-06-03,6497861120
2010-06-04,6025732960
2010-06-07,5783211200
2010-06-08,5932455360
2010-06-09,5932455360
2010-06-10,6197937760
2010-06-11,6431849280
2010-06-14,6394538240
2010-06-15,6588268639
2010-06-16,6502166240
2010-06-17,6328526400
2010-06-18,6229508639
2010-06-21,6453374880
2010-06-22,6255339360
2010-06-23,6322786240
2010-06-24,6034343200
2010-06-25,6205112960
2010-06-28,5962591200
2010-06-29,5612441440
2010-06-30,5538093000
2010-07-01,5479192400
2010-07-02,5410235599
2010-07-06,5490685200
2010-07-07,5802427400
2010-07-08,5902989400
2010-07-09,6160140800
2010-07-12,5963326600
2010-07-13,6118479400
2010-07-14,6220478000
2010-07-15,6165887200
2010-07-16,5941777600
2010-07-19,5921665200
2010-07-20,6362701400
2010-07-21,6434531400
2010-07-22,6711795200
2010-07-23,7024974000
2010-07-26,7023537400
2010-07-27,6573881600
2010-07-28,6374194200
2010-07-29,6287998200
2010-07-30,6368447800
2010-08-02,6724724600
2010-08-03,6752020000
2010-08-04,6907172800
2010-08-05,6848272200
2010-08-06,6967510000
2010-08-09,7019227600
2010-08-10,6866948000
2010-08-11,6510671200
2010-08-12,6484812400
2010-08-13,6479066000
2010-08-16,6522164000
2010-08-17,6797991200
2010-08-18,7124099400
2010-08-19,6864074800
2010-08-20,6760639600
2010-08-23,6555205800
2010-08-24,6253519800
2010-08-25,6151521200
2010-08-26,6033720000
2010-08-27,6279378600
2010-08-30,6020790599
2010-08-31,6104113400
2010-09-01,6384250400
2010-09-02,6507798000
2010-09-03,6606923400
2010-09-07,6908609400
2010-09-08,6908609400
2010-09-09,6739090599
2010-09-10,6816667000
2010-09-13,6940214600
2010-09-14,6727597800
2010-09-15,6576754800
2010-09-16,6678753400
2010-09-17,6637092000
2010-09-20,6527910400
2010-09-21,6463263400
2010-09-22,6247773400
2010-09-23,6033720000
2010-09-24,6210421800
2010-09-27,6147211400
2010-09-28,6272195599
2010-09-29,6365574600
2010-09-30,6300334080
2010-10-01,6270154560
2010-10-04,6096263040
2010-10-05,6179616000
2010-10-06,6334824960
2010-10-07,6389435520
2010-10-08,6599255040
2010-10-11,6556141440
2010-10-12,6442608960
2010-10-13,6451231680
2010-10-14,6303208320
2010-10-15,6277340160
2010-10-18,6367878720
2010-10-19,6109197120
2010-10-20,6191112960
2010-10-21,6068957760
2010-10-22,6076143360
2010-10-25,6074706240
2010-10-26,5870635200
2010-10-27,5784408000
2010-10-28,5816024640
2010-10-29,6139376640
2010-11-01,6221292480
2010-11-02,6445483200
2010-11-03,6563327040
2010-11-04,6801888960
2010-11-05,6977217600
2010-11-08,6855062400
2010-11-09,6783206400
2010-11-10,6845002560
2010-11-11,6869433600
2010-11-12,6777457919
2010-11-15,6689793600
2010-11-16,6528836160
2010-11-17,6513027840
2010-11-18,6663925440
2010-11-19,6878056320
2010-11-22,6820571520
2010-11-23,6689793600
2010-11-24,6768835200
2010-11-26,6803326080
2010-11-29,6882367680
2010-11-30,6985840320
2010-12-01,7227276480
2010-12-02,7258893120
2010-12-03,7336497600
2010-12-06,7530508800
2010-12-07,7610987520
2010-12-08,7478772480
2010-12-09,7608113280
2010-12-10,7704400320
2010-12-13,7786316160
2010-12-14,7932902400
2010-12-15,8014818240
2010-12-16,8218889280
2010-12-17,8464636800
2010-12-20,8322361919
2010-12-21,8467511040
2010-12-22,8430145919
2010-12-23,8349667200
2010-12-27,8345355840
2010-12-28,8375535360
2010-12-29,8408589120
2010-12-30,8481882240
2010-12-31,8400854420
2011-01-03,8661134230
2011-01-04,8653944180
2011-01-05,8711464580
2011-01-06,8492887060
2011-01-07,8072988140
2011-01-10,7966575400
2011-01-11,8208161080
2011-01-12,8143450630
2011-01-13,7995335600
2011-01-14,7861600670
2011-01-18,7999649630
2011-01-19,7525106330
2011-01-20,7781072110
2011-01-21,7663155290
2011-01-24,7828526440
2011-01-25,8239797300
2011-01-26,8553283480
2011-01-27,8380722280
2011-01-28,8024095800
2011-01-31,8293003670
2011-02-01,8594985770
2011-02-02,8579167659
2011-02-03,8720092640
2011-02-04,8364904170
2011-02-07,8475630940
2011-02-08,8471316909
2011-02-09,8228293220
2011-02-10,8316011830
2011-02-11,8472754920
2011-02-14,8678390350
2011-02-15,8960240310
2011-02-16,9109793350
2011-02-17,9151495640
2011-02-18,8895529860
2011-02-22,8280061580
2011-02-23,8195218990
2011-02-24,8215351130
2011-02-25,8162144760
2011-02-28,8267119490
2011-03-01,7904740970
2011-03-02,8009715700
2011-03-03,8160706750
2011-03-04,8026971820
2011-03-07,7819898380
2011-03-08,8012591720
2011-03-09,7743683850
2011-03-10,7585502750
2011-03-11,7929187140
2011-03-14,7903302960
2011-03-15,7769568030
2011-03-16,7755187930
2011-03-17,7871666740
2011-03-18,7683287430
2011-03-21,7788262159
2011-03-22,7681849420
2011-03-23,7786824150
2011-03-24,7858724650
2011-03-25,7911931020
2011-03-28,7966575400
2011-03-29,8165020780
2011-03-30,8097434310
2011-03-31,7763152680
2011-04-01,7789058640
2011-04-04,7774666440
2011-04-05,7863898080
2011-04-06,7855262760
2011-04-07,7730050620
2011-04-08,7599081600
2011-04-11,7443645840
2011-04-12,7270939440
2011-04-13,7285331640
2011-04-14,7318433700
2011-04-15,7270939440
2011-04-18,7266621780
2011-04-19,7590446280
2011-04-20,7591885500
2011-04-21,7445085060
2011-04-25,7459477260
2011-04-26,7155801840
2011-04-27,6817585140
2011-04-28,6859322519
2011-04-29,6866518620
2011-05-02,6734110380
2011-05-03,6833416560
2011-05-04,6735549600
2011-05-05,6637682640
2011-05-06,6571478519
2011-05-09,6713961300
2011-05-10,6728353500
2011-05-11,6572917740
2011-05-12,6562843200
2011-05-13,6426117300
2011-05-16,6460658580
2011-05-17,6475050780
2011-05-18,6572917740
2011-05-19,6539815680
2011-05-20,6470733120
2011-05-23,6361352400
2011-05-24,6365670060
2011-05-25,6460658580
2011-05-26,6525423480
2011-05-27,6572917740
2011-05-31,6636243420
2011-06-01,6326811120
2011-06-02,6352717080
2011-06-03,6230383380
2011-06-06,6169936140
2011-06-07,6167057700
2011-06-08,6051920100
2011-06-09,6148347840
2011-06-10,6236140260
2011-06-13,6067751519
2011-06-14,6215991180
2011-06-15,6121002660
2011-06-16,5995790519
2011-06-17,5910876540
2011-06-20,5968445340
2011-06-21,6063433860
2011-06-22,6131077200
2011-06-23,6204477420
2011-06-24,6018818040
2011-06-27,6051920100
2011-06-28,6233261820
2011-06-29,6598823700
2011-06-30,6632844680
2011-07-01,6758182969
2011-07-05,6749538950
2011-07-06,6516150410
2011-07-07,6605471950
2011-07-08,6491659020
2011-07-11,6272677180
2011-07-12,6215050380
2011-07-13,6350473360
2011-07-14,6163186260
2011-07-15,6196321670
2011-07-18,6073864719
2011-07-19,6184796310
2011-07-20,6248185790
2011-07-21,6432591550
2011-07-22,6455642270
2011-07-25,6380727430
2011-07-26,5852001540
2011-07-27,5735307270
2011-07-28,5723781910
2011-07-29,5761239330
2011-08-01,5667595780
2011-08-02,5445732600
2011-08-03,5373699100
2011-08-04,4879549290
2011-08-05,4788787080
2011-08-08,4157773620
2011-08-09,4358026750
2011-08-10,4157773620
2011-08-11,4395484170
2011-08-12,4479043030
2011-08-15,4594296630
2011-08-16,4342179380
2011-08-17,4334976030
2011-08-18,3930147760
2011-08-19,3797606120
2011-08-22,3685233859
2011-08-23,3925825750
2011-08-24,3922944410
2011-08-25,3819216170
2011-08-26,3969045850
2011-08-29,4327772680
2011-08-30,4336416700
2011-08-31,4337857370
2011-09-01,4185146350
2011-09-02,3984893220
2011-09-06,3945995130
2011-09-07,4310484640
2011-09-08,4179383670
2011-09-09,3947435800
2011-09-12,3897012350
2011-09-13,4005062600
2011-09-14,4039638680
2011-09-15,4097265480
2011-09-16,3996418580
2011-09-19,3933029100
2011-09-20,3797606120
2011-09-21,3569980260
2011-09-22,3168033330
2011-09-23,3202609410
2011-09-26,3353879760
2011-09-27,3440319960
2011-09-28,3237185490
2011-09-29,3323625690
2011-09-30,3171002710
2011-10-03,2908793490
2011-10-04,3083119400
2011-10-05,3238716080
2011-10-06,3328040100
2011-10-07,3160917740
2011-10-10,3320836550
2011-10-11,3349650750
2011-10-12,3470670390
2011-10-13,3450500450
2011-10-14,3549909440
2011-10-17,3310751580
2011-10-18,3421686250
2011-10-19,3211342590
2011-10-20,3281937380
2011-10-21,3366939270
2011-10-24,3568638670
2011-10-25,3227190400
2011-10-26,3214224010
2011-10-27,3597452870
2011-10-28,4013818060
2011-10-31,3653640560
2011-11-01,3532620920
2011-11-02,3741523870
2011-11-03,3825085050
2011-11-04,4022462320
2011-11-07,3943223270
2011-11-08,3967715340
2011-11-09,3640674170
2011-11-10,3665166240
2011-11-11,3766015940
2011-11-14,3802033690
2011-11-15,3908646230
2011-11-16,3823644340
2011-11-17,3696861860
2011-11-18,3699743280
2011-11-21,3529739500
2011-11-22,3493721750
2011-11-23,3228631110
2011-11-25,3208461170
2011-11-28,3480755360
2011-11-29,3410160570
2011-11-30,3933138300
2011-12-01,3925934750
2011-12-02,4006614510
2011-12-05,4107464210
2011-12-06,4072887170
2011-12-07,4084412850
2011-12-08,3833729310
2011-12-09,3959071080
2011-12-12,3757371679
2011-12-13,3714150380
2011-12-14,3659403400
2011-12-15,3646437010
2011-12-16,3727116770
2011-12-19,3436093350
2011-12-20,3611859970
2011-12-21,3617622810
2011-12-22,3744405290
2011-12-23,3776100910
2011-12-27,3774660200
2011-12-28,3650759140
2011-12-29,3698302570
2011-12-30,3812118660
2012-01-03,4058592750
2012-01-04,4097493000
2012-01-05,4003844250
2012-01-06,3933247500
2012-01-09,3858328500
2012-01-10,3931806750
2012-01-11,4114782000
2012-01-12,4130630250
2012-01-13,3951977250
2012-01-17,3937569749
2012-01-18,4057152000
2012-01-19,4074441000
2012-01-20,4008166500
2012-01-23,4097493000
2012-01-24,4172412000
2012-01-25,4379880000
2012-01-26,4231482750
2012-01-27,4304961000
2012-01-30,4139274750
2012-01-31,4349624250
2012-02-01,4490817750
2012-02-02,4529718000
2012-02-03,4646418750
2012-02-06,4591670250
2012-02-07,4570059000
2012-02-08,4457680500
2012-02-09,4467765750
2012-02-10,4235805000
2012-02-13,4201227000
2012-02-14,4034100000
2012-02-15,3979351500
2012-02-16,4150800750
2012-02-17,4093170750
2012-02-21,4104696750
2012-02-22,3986555250
2012-02-23,4052829750
2012-02-24,4052829750
2012-02-27,4047066750
2012-02-28,4021133250
2012-02-29,3921721500
2012-03-01,3972147750
2012-03-02,3963503250
2012-03-05,3776205750
2012-03-06,3637893750
2012-03-07,3672471750
2012-03-08,3735864750
2012-03-09,3868413750
2012-03-12,3802139250
2012-03-13,4078763250
2012-03-14,4192582500
2012-03-15,4271823750
2012-03-16,4286231250
2012-03-19,4558533000
2012-03-20,4519632750
2012-03-21,4508106750
2012-03-22,4245890250
2012-03-23,4284790500
2012-03-26,4255975500
2012-03-27,4225719749
2012-03-28,4150800750
2012-03-29,4235805000
2012-03-30,4231482750
2012-04-02,4362765760
2012-04-03,4279143680
2012-04-04,4137851200
2012-04-05,4041253280
2012-04-09,3954747680
2012-04-10,3852382720
2012-04-11,3938888320
2012-04-12,4234449120
2012-04-13,4065763200
2012-04-16,4084506079
2012-04-17,4211380960
2012-04-18,4183987520
2012-04-19,4121991840
2012-04-20,4179662240
2012-04-23,4068646720
2012-04-24,3986466400
2012-04-25,4065763200
2012-04-26,4094598400
2012-04-27,4065763200
2012-04-30,4084506079
2012-05-01,4171011680
2012-05-02,4091714880
2012-05-03,3993675200
2012-05-04,3855266240
2012-05-07,3845173920
2012-05-08,3771644160
2012-05-09,3796154079
2012-05-10,3726949600
2012-05-11,3726949600
2012-05-14,3680813280
2012-05-15,3451573440
2012-05-16,3281445760
2012-05-17,3233867680
2012-05-18,3108434560
2012-05-21,3202148960
2012-05-22,3140153280
2012-05-23,3176197280
2012-05-24,3131502720
2012-05-25,3143036800
2012-05-29,3238192960
2012-05-30,3085366400
2012-05-31,2926772800
2012-06-01,2784038560
2012-06-04,2752319840
2012-06-05,2772504480
2012-06-06,2887845280
2012-06-07,2867660640
2012-06-08,2758086880
2012-06-11,2579308640
2012-06-12,2651396640
2012-06-13,2599493280
2012-06-14,2698974720
2012-06-15,2742227520
2012-06-18,2654280160
2012-06-19,2905146400
2012-06-20,2897937600
2012-06-21,2720601120
2012-06-22,2760970400
2012-06-25,2704741760
2012-06-26,2700416480
2012-06-27,2846034240
2012-06-28,2997419040
2012-06-29,2970025600
2012-07-02,3021245500
2012-07-03,3123734000
2012-07-05,3068881000
2012-07-06,3028463000
2012-07-09,2982271000
2012-07-10,2927418000
2012-07-11,2977940500
2012-07-12,2912983000
2012-07-13,2921644000
2012-07-16,2853799500
2012-07-17,2806164000
2012-07-18,2803277000
2012-07-19,2848025500
2012-07-20,2715223500
2012-07-23,2684910000
2012-07-24,2630057000
2012-07-25,2588195500
2012-07-26,2635831000
2012-07-27,2754197999
2012-07-30,2731102000
2012-07-31,2980827500
2012-08-01,3119403500
2012-08-02,3040011000
2012-08-03,3135282000
2012-08-06,3311389000
2012-08-07,3335928500
2012-08-08,3347476500
2012-08-09,3380677000
2012-08-10,3379233500
2012-08-13,3299841000
2012-08-14,3268084000
2012-08-15,3229109500
2012-08-16,3281075500
2012-08-17,3260866500
2012-08-20,3272414500
2012-08-21,3299841000
2012-08-22,3286849500
2012-08-23,3058776500
2012-08-24,3003923500
2012-08-27,2975053500
2012-08-28,2949070500
2012-08-29,2859573500
2012-08-30,2788842000
2012-08-31,2807607500
2012-09-04,2710893000
2012-09-05,2680579500
2012-09-06,2772963500
2012-09-07,3015471500
2012-09-10,2988045000
2012-09-11,3119403500
2012-09-12,3112186000
2012-09-13,3224779000
2012-09-14,3226222500
2012-09-17,3076098500
2012-09-18,2998149500
2012-09-19,3011141000
2012-09-20,2905765500
2012-09-21,2878339000
2012-09-24,2827816500
2012-09-25,2755641500
2012-09-26,2790285499
2012-09-27,2787398500
2012-09-28,2752754500
2012-10-01,2759698961
2012-10-02,2713965990
2012-10-03,2698245281
2012-10-04,2818294330
2012-10-05,2834015039
2012-10-08,2911189427
2012-10-09,3015517767
2012-10-10,2969784796
2012-10-11,3074113136
2012-10-12,3028380165
2012-10-15,3066967359
2012-10-16,3162720767
2012-10-17,3262761641
2012-10-18,3267049107
2012-10-19,3165579078
2012-10-22,3274194883
2012-10-23,3129850194
2012-10-24,3096979621
2012-10-25,3059821582
2012-10-26,3022663544
2012-10-31,2914047738
2012-11-01,3079829757
2012-11-02,2978359728
2012-11-05,3019805233
2012-11-06,3181299786
2012-11-07,3081258913
2012-11-08,3022663544
2012-11-09,3015517767
2012-11-12,3076971447
2012-11-13,3045530029
2012-11-14,2911189427
2012-11-15,2878318854
2012-11-16,2866885612
2012-11-19,3022663544
2012-11-20,3012659456
2012-11-21,3101267087
2012-11-23,3092692155
2012-11-26,3088404689
2012-11-27,3038384252
2012-11-28,3106983709
2012-11-29,3112700330
2012-11-30,3081258913
2012-12-03,3054104961
2012-12-04,3095550466
2012-12-05,3152716680
2012-12-06,3144141748
2012-12-07,3111271175
2012-12-10,3122704417
2012-12-11,3202737116
2012-12-12,3167008233
2012-12-13,3191303874
2012-12-14,3408535485
2012-12-17,3432831126
2012-12-18,3491426495
2012-12-19,3491426495
2012-12-20,3518580447
2012-12-21,3421397883
2012-12-24,3438547748
2012-12-26,3467130854
2012-12-27,3378523223
2012-12-28,3291344748
2012-12-31,3413823507
2013-01-02,3705823506
2013-01-03,3638548996
2013-01-04,3678627427
2013-01-07,3680058800
2013-01-08,3579862722
2013-01-09,3644274486
2013-01-10,3682921545
2013-01-11,3561254879
2013-01-14,3489686252
2013-01-15,3541215663
2013-01-16,3509725468
2013-01-17,3535490173
2013-01-18,3545509781
2013-01-22,3604196055
2013-01-23,3576999977
2013-01-24,3466784291
2013-01-25,3511156840
2013-01-28,3395215664
2013-01-29,3320784292
2013-01-30,3194823509
2013-01-31,3199117626
2013-02-01,3203411744
2013-02-04,3140431352
2013-02-05,3174784293
2013-02-06,3252078410
2013-02-07,3194823509
2013-02-08,3216294097
2013-02-11,3224882332
2013-02-12,3239196058
2013-02-13,3270686253
2013-02-14,3373745076
2013-02-15,3315058802
2013-02-19,3312196057
2013-02-20,3150450960
2013-02-21,3058843117
2013-02-22,3053117627
2013-02-25,2935745079
2013-02-26,2964372530
2013-02-27,3013039196
2013-02-28,2982980373
2013-03-01,2907117628
2013-03-04,2867039197
2013-03-05,2861313707
2013-03-06,2971529393
2013-03-07,2958647040
2013-03-08,2995862726
2013-03-11,2968666647
2013-03-12,2961509785
2013-03-13,2868470570
2013-03-14,2836980374
2013-03-15,2892803903
2013-03-18,2878490177
2013-03-19,2811215668
2013-03-20,2784019590
2013-03-21,2819803903
2013-03-22,2835549001
2013-03-25,2824098021
2013-03-26,2857019589
2013-03-27,2836980374
2013-03-28,2791176453
2013-04-01,2703999991
2013-04-02,2549444436
2013-04-03,2519111103
2013-04-04,2534999992
2013-04-05,2495999992
2013-04-08,2488777770
2013-04-09,2598555547
2013-04-10,2575444436
2013-04-11,2534999992
2013-04-12,2520555547
2013-04-15,2402111103
2013-04-16,2400666659
2013-04-17,2348666659
2013-04-18,2374666659
2013-04-19,2367444437
2013-04-22,2351555548
2013-04-23,2337111103
2013-04-24,2464222214
2013-04-25,2545111103
2013-04-26,2507555547
2013-04-29,2533555547
2013-04-30,2571111103
2013-05-01,2498888881
2013-05-02,2464222214
2013-05-03,2620222214
2013-05-06,2615888880
2013-05-07,2633222214
2013-05-08,2781999991
2013-05-09,2740111102
2013-05-10,2777666658
2013-05-13,2680888880
2013-05-14,2672222214
2013-05-15,2610111103
2013-05-16,2581222214
2013-05-17,2646222214
2013-05-20,2734333324
2013-05-21,2760333324
2013-05-22,2719888880
2013-05-23,2672222214
2013-05-24,2660666658
2013-05-28,2667888880
2013-05-29,2607222214
2013-05-30,2636111103
2013-05-31,2555222214
2013-06-03,2560999992
2013-06-04,2547999992
2013-06-05,2508999992
2013-06-06,2521999992
2013-06-07,2506111103
2013-06-10,2490222214
2013-06-11,2475777770
2013-06-12,2484444436
2013-06-13,2621666658
2013-06-14,2584111103
2013-06-17,2524888881
2013-06-18,2579777769
2013-06-19,2556666658
2013-06-20,2507555547
2013-06-21,2469999992
2013-06-24,2374666659
2013-06-25,2462777770
2013-06-26,2521999992
2013-06-27,2608666658
2013-06-28,2532111103
2013-07-01,2570764931
2013-07-02,2784874785
2013-07-03,2630079147
2013-07-05,2656119535
2013-07-08,2689393363
2013-07-09,2687946675
2013-07-10,2635865900
2013-07-11,2685053299
2013-07-12,2596805319
2013-07-15,2595358630
2013-07-16,2566424866
2013-07-17,2585231813
2013-07-18,2667693040
2013-07-19,2612718889
2013-07-22,2644546029
2013-07-23,2760281085
2013-07-24,2702413557
2013-07-25,2715433751
2013-07-26,2740027450
2013-07-29,2745814203
2013-07-30,2562084802
2013-07-31,2510004027
2013-08-01,2510004027
2013-08-02,2523024220
2013-08-05,2537491102
2013-08-06,2483963639
2013-08-07,2486857015
2013-08-08,2617058953
2013-08-09,2727007257
2013-08-12,2777641344
2013-08-13,2712540375
2013-08-14,2753047644
2013-08-15,2732794009
2013-08-16,2722667192
2013-08-19,2602592071
2013-08-20,2622845706
2013-08-21,2582338437
2013-08-22,2654672847
2013-08-23,2700966869
2013-08-26,2703860245
2013-08-27,2611272201
2013-08-28,2596805319
2013-08-29,2582338437
2013-08-30,2589571878
2013-09-03,2632972524
2013-09-04,2657566223
2013-09-05,2708200310
2013-09-06,2729900633
2013-09-09,2825382054
2013-09-10,2896269776
2013-09-11,2959924057
2013-09-12,2919416787
2013-09-13,2874569453
2013-09-16,2891929711
2013-09-17,2967157498
2013-09-18,3045278661
2013-09-19,3062638919
2013-09-20,2968604186
2013-09-23,2972944251
2013-09-24,3004771391
2013-09-25,3046725349
2013-09-26,3052512102
2013-09-27,2957030680
2013-09-30,2980196600
2013-10-01,3040987400
2013-10-02,3130726200
2013-10-03,3082962000
2013-10-04,3111910000
2013-10-07,3110462600
2013-10-08,3030855600
2013-10-09,3064145800
2013-10-10,3169806000
2013-10-11,3179937800
2013-10-14,3233491600
2013-10-15,3404284800
2013-10-16,3369547200
2013-10-17,3424548400
2013-10-18,3470865200
2013-10-21,3475207400
2013-10-22,3399942600
2013-10-23,3321783000
2013-10-24,3433232800
2013-10-25,3399942600
2013-10-28,3389810800
2013-10-29,3686527800
2013-10-30,3577972800
2013-10-31,3602578600
2013-11-01,3731397200
2013-11-04,3894953400
2013-11-05,3951402000
2013-11-06,3880479400
2013-11-07,3816793800
2013-11-08,3993376600
2013-11-11,3936928000
2013-11-12,3910874800
2013-11-13,3994824000
2013-11-14,3994824000
2013-11-15,4052720000
2013-11-18,3981797400
2013-11-19,3961533800
2013-11-20,3945612400
2013-11-21,3929691000
2013-11-22,3815346400
2013-11-25,3837057400
