,ZBRA
2013-11-26,2620559790
2013-11-27,2623577130
2013-11-29,2606981760
2013-12-02,2624582910
2013-12-03,2626594470
2013-12-04,2592900840
2013-12-05,2561973105
2013-12-06,2607987540
2013-12-09,2599438410
2013-12-10,2560212990
2013-12-11,2543114730
2013-12-12,2548646520
2013-12-13,2529536700
2013-12-16,2572785240
2013-12-17,2564236110
2013-12-18,2588877720
2013-12-19,2613519330
2013-12-20,2648721630
2013-12-23,2721137790
2013-12-24,2730189810
2013-12-26,2771929680
2013-12-27,2740247610
2013-12-30,2717114670
2013-12-31,2725740160
2014-01-02,2680378360
2014-01-03,2700539160
2014-01-06,2691466800
2014-01-07,2719187900
2014-01-08,2717171820
2014-01-09,2729772320
2014-01-10,2735820560
2014-01-13,2704571320
2014-01-14,2751949200
2014-01-15,2752957240
2014-01-16,2731284380
2014-01-17,2715155740
2014-01-21,2716667800
2014-01-22,2725740160
2014-01-23,2702051220
2014-01-24,2675338160
2014-01-27,2686930620
2014-01-28,2706587400
2014-01-29,2699531120
2014-01-30,2812935620
2014-01-31,2770093920
2014-02-03,2681386400
2014-02-04,2700035140
2014-02-05,2700035140
2014-02-06,2718683880
2014-02-07,2752957240
2014-02-10,2749429100
2014-02-11,2759509500
2014-02-12,2770597940
2014-02-13,2783198440
2014-02-14,2820495920
2014-02-18,2859809480
2014-02-19,3269073720
2014-02-20,3297802860
2014-02-21,3338628479
2014-02-24,3366853600
2014-02-25,3440440520
2014-02-26,3487314380
2014-02-27,3461609360
2014-02-28,3477233979
2014-03-03,3487818400
2014-03-04,3606767120
2014-03-05,3618863600
2014-03-06,3576021900
2014-03-07,3558885220
2014-03-10,3510499300
2014-03-11,3468161620
2014-03-12,3457073180
2014-03-13,3474713880
2014-03-14,3471689760
2014-03-17,3502939000
2014-03-18,3529148040
2014-03-19,3565437479
2014-03-20,3581062100
2014-03-21,3587614360
2014-03-24,3537716380
2014-03-25,3550820900
2014-03-26,3467153580
2014-03-27,3463121419
2014-03-28,3463121419
2014-03-31,3512562460
2014-04-01,3521165480
2014-04-02,3528756380
2014-04-03,3518129120
2014-04-04,3452341320
2014-04-07,3424508020
2014-04-08,3458414040
2014-04-09,3492320060
2014-04-10,3429568620
2014-04-11,3379974740
2014-04-14,3455377680
2014-04-15,3106702340
2014-04-16,3233217340
2014-04-17,3214493120
2014-04-21,3255990040
2014-04-22,3389589880
2014-04-23,3441208000
2014-04-24,3506995800
2014-04-25,3426026200
2014-04-28,3391614120
2014-04-29,3417423180
2014-04-30,3514080640
2014-05-01,3569241180
2014-05-02,3639583520
2014-05-05,3653753200
2014-05-06,3743831880
2014-05-07,3781280320
2014-05-08,3770653060
2014-05-09,3746362180
2014-05-12,3756483380
2014-05-13,3714986460
2014-05-14,3713974340
2014-05-15,3661850160
2014-05-16,3658813800
2014-05-19,3654765320
2014-05-20,3634016860
2014-05-21,3623895660
2014-05-22,3659319860
2014-05-23,3710937980
2014-05-27,3702841020
2014-05-28,3692213759
2014-05-29,3722071300
2014-05-30,3760025800
2014-06-02,3784316680
2014-06-03,3810125740
2014-06-04,3914880160
2014-06-05,3934110439
2014-06-06,3952834660
2014-06-09,3991295220
2014-06-10,3986740680
2014-06-11,3988258860
2014-06-12,3991295220
2014-06-13,3861743860
2014-06-16,3851622660
2014-06-17,4079096630
2014-06-18,3991295220
2014-06-19,3989270980
2014-06-20,3992307340
2014-06-23,4026213360
2014-06-24,3998380060
2014-06-25,4016092160
2014-06-26,4064673919
2014-06-27,4099592060
2014-06-30,4184737199
2014-07-01,4324025100
2014-07-02,4314874800
2014-07-03,4340292300
2014-07-07,4306741200
2014-07-08,4239130650
2014-07-09,4299115950
2014-07-10,4266581550
2014-07-11,4249297650
2014-07-14,4253872800
2014-07-15,4203037800
2014-07-16,4153219500
2014-07-17,4086117300
2014-07-18,4173553499
2014-07-21,4158303000
2014-07-22,4183720500
2014-07-23,4169486700
2014-07-24,4184228850
2014-07-25,4150169400
2014-07-28,4143052500
2014-07-29,4150677750
2014-07-30,4170503400
2014-07-31,4070358449
2014-08-01,4082558850
2014-08-04,4196429250
2014-08-05,3904636350
2014-08-06,3858376500
2014-08-07,3796357800
2014-08-08,3820250250
2014-08-11,3776023800
2014-08-12,3756706500
2014-08-13,3800932950
2014-08-14,3785682450
2014-08-15,3819741900
2014-08-18,3899552849
2014-08-19,3956996400
2014-08-20,3939966675
2014-08-21,3932087249
2014-08-22,3914295000
2014-08-25,3928020450
2014-08-26,3916836750
2014-08-27,3936662400
2014-08-28,3950896200
2014-08-29,3966655050
2014-09-02,3950387849
2014-09-03,3891927600
2014-09-04,3813133350
2014-09-05,3840075900
2014-09-08,3763823400
2014-09-09,3761281649
2014-09-10,3775515450
2014-09-11,3812116649
2014-09-12,3771448650
2014-09-15,3736372500
2014-09-16,3800932950
2014-09-17,3788986725
2014-09-18,3833467350
2014-09-19,3766365150
2014-09-22,3739422600
2014-09-23,3751114650
2014-09-24,3756706500
2014-09-25,3676895550
2014-09-26,3750097950
2014-09-29,3618417440
2014-09-30,3580578440
2014-10-01,3441330919
2014-10-02,3379779479
2014-10-03,3562415720
2014-10-06,3532144520
2014-10-07,3441330919
2014-10-08,3409041639
2014-10-09,3353544440
2014-10-10,3259703720
2014-10-13,3151736440
2014-10-14,3067481600
2014-10-15,3153754520
2014-10-16,3227414440
2014-10-17,3329579740
2014-10-20,3343958560
2014-10-21,3426195320
2014-10-22,3386842760
2014-10-23,3482701560
2014-10-24,3496323600
2014-10-27,3513981800
2014-10-28,3598741160
2014-10-29,3595714040
2014-10-30,3590668840
2014-10-31,3720835000
2014-11-03,3727393760
2014-11-04,3671896560
2014-11-05,3686527639
2014-11-06,3727393760
2014-11-07,3662310680
2014-11-10,3681986960
2014-11-11,3646166040
2014-11-12,3629012360
2014-11-13,3562415720
2014-11-14,3566451880
2014-11-17,3570488040
2014-11-18,3604290880
2014-11-19,3541225880
2014-11-20,3523567680
2014-11-21,3660292600
2014-11-24,3654238360
2014-11-25,3684005040
2014-11-26,3687536680
2014-11-28,3690563800
2014-12-01,3677950800
2014-12-02,3791467800
2014-12-03,3888840160
2014-12-04,3862100600
2014-12-05,3859073479
2014-12-08,3798026560
2014-12-09,3842928840
2014-12-10,3808116960
2014-12-11,3825775160
2014-12-12,3737988680
2014-12-15,3767250840
2014-12-16,3784404520
2014-12-17,3843433360
2014-12-18,3932733400
2014-12-19,3940301199
2014-12-22,3952661940
2014-12-23,3939292160
2014-12-24,3951905160
2014-12-26,3940301199
2014-12-29,3937778600
2014-12-30,3951400639
2014-12-31,3870500000
2015-01-02,3871500000
2015-01-05,3817000000
2015-01-06,3789500000
2015-01-07,3886000000
2015-01-08,3969000000
2015-01-09,4027000000
2015-01-12,4033000000
2015-01-13,4127000000
2015-01-14,4061500000
2015-01-15,4064000000
2015-01-16,4145500000
2015-01-20,4107500000
2015-01-21,4136500000
2015-01-22,4247999999
2015-01-23,4209500000
2015-01-26,4227000000
2015-01-27,4230500000
2015-01-28,4208750000
2015-01-29,4183500000
2015-01-30,4172999999
2015-02-02,4203499999
2015-02-03,4331500000
2015-02-04,4325000000
2015-02-05,4348000000
2015-02-06,4357500000
2015-02-09,4371250000
2015-02-10,4404500000
2015-02-11,4413500000
2015-02-12,4473500000
2015-02-13,4526250000
2015-02-17,4474500000
2015-02-18,4477000000
2015-02-19,4486750000
2015-02-20,4550000000
2015-02-23,4574500000
2015-02-24,4620000000
2015-02-25,4579000000
2015-02-26,4588000000
2015-02-27,4552500000
2015-03-02,4590000000
2015-03-03,4568000000
2015-03-04,4551500000
2015-03-05,4558000000
2015-03-06,4481500000
2015-03-09,4470000000
2015-03-10,4390000000
2015-03-11,4400000000
2015-03-12,4391000000
2015-03-13,4385500000
2015-03-16,4445000000
2015-03-17,4299000000
2015-03-18,4290999999
2015-03-19,4303500000
2015-03-20,4408000000
2015-03-23,4612500000
2015-03-24,4549500000
2015-03-25,4410000000
2015-03-26,4319500000
2015-03-27,4370500000
2015-03-30,4401000000
2015-03-31,4535750000
2015-04-01,4478000000
2015-04-02,4467000000
2015-04-06,4670107240
2015-04-07,4714405030
2015-04-08,4805546460
2015-04-09,4862573500
2015-04-10,4860536820
2015-04-13,4792817210
2015-04-14,4839660850
2015-04-15,4878357770
2015-04-16,4913999670
2015-04-17,4864101010
2015-04-20,4894651210
2015-04-21,4936912320
2015-04-22,4943022360
2015-04-23,4988847660
2015-04-24,4923164730
2015-04-27,4827440770
2015-04-28,4850608005
2015-04-29,4794344720
2015-04-30,4688437360
2015-05-01,4709822500
2015-05-04,4685891510
2015-05-05,4607479330
2015-05-06,4566236560
2015-05-07,4647194590
2015-05-08,4724079260
2015-05-11,4738336020
2015-05-12,4768886220
2015-05-13,5435389750
2015-05-14,5509219400
2015-05-15,5574902330
2015-05-18,5587631580
2015-05-19,5584067390
2015-05-20,5548934660
2015-05-21,5567264780
2015-05-22,5583049050
2015-05-26,5498526830
2015-05-27,5459829910
2015-05-28,5570319800
2015-05-29,5582539880
2015-06-01,5618181780
2015-06-02,5809120530
2015-06-03,5808102190
2015-06-04,5777551990
2015-06-05,5819303930
2015-06-08,5751075150
2015-06-09,5727144160
2015-06-10,5890078560
2015-06-11,5884477690
2015-06-12,5837634050
2015-06-15,5817776420
2015-06-16,5788244560
2015-06-17,5751838905
2015-06-18,5867165910
2015-06-19,5935903860
2015-06-22,6017880230
2015-06-23,6003878055
2015-06-24,5877349310
2015-06-25,5840434485
2015-06-26,5753621000
2015-06-29,5549953000
2015-06-30,5654332850
2015-07-01,5743946770
2015-07-02,5724598310
2015-07-06,5690115218
2015-07-07,5714536314
2015-07-08,5518658778
2015-07-09,5517132460
2015-07-10,5583781699
2015-07-13,5622448433
2015-07-14,5803062784
2015-07-15,5697746811
2015-07-16,5805097876
2015-07-17,5809168058
2015-07-20,5870220797
2015-07-21,5826975107
2015-07-22,5785255736
2015-07-23,5741501273
2015-07-24,5641781800
2015-07-27,5424535806
2015-07-28,5469816587
2015-07-29,5408763849
2015-07-30,5391465573
2015-07-31,5475921861
2015-08-03,5376711161
2015-08-04,5351272520
2015-08-05,5387395390
2015-08-06,5300904011
2015-08-07,5397062074
2015-08-10,5598536111
2015-08-11,4263516231
2015-08-12,4454814811
2015-08-13,4413095440
2015-08-14,4537236008
2015-08-17,4608972976
2015-08-18,4426832306
2015-08-19,4429884943
2015-08-20,4314902286
2015-08-21,4133779162
2015-08-24,4020831596
2015-08-25,3968427996
2015-08-26,4071708878
2015-08-27,4258428503
2015-08-28,4244182864
2015-08-31,4216709132
2015-09-01,4101726474
2015-09-02,4105287884
2015-09-03,4076796606
2015-09-04,4026428097
2015-09-08,4207042448
2015-09-09,4123603706
2015-09-10,4133779162
2015-09-11,4152094984
2015-09-14,4080866789
2015-09-15,4224340724
2015-09-16,4294551373
2015-09-17,4421235805
2015-09-18,4302182965
2015-09-21,4222814406
2015-09-22,4142937073
2015-09-23,4095112428
2015-09-24,4072217651
2015-09-25,3972498178
2015-09-28,3787304872
2015-09-29,3673848533
2015-09-30,3894655937
2015-10-01,3910427894
2015-10-02,4005568411
2015-10-05,3973485648
2015-10-06,3897667192
2015-10-07,3942060893
2015-10-08,3895173164
2015-10-09,3907144499
2015-10-12,3856266325
2015-10-13,3771968174
2015-10-14,3722586416
2015-10-15,3734557751
2015-10-16,3741042225
2015-10-19,3678691521
2015-10-20,3643775127
2015-10-21,3584916062
2015-10-22,3623822901
2015-10-23,3792918010
2015-10-26,3802894123
2015-10-27,3759498033
2015-10-28,3922607474
2015-10-29,3882703023
2015-10-30,3835815294
2015-11-02,3921609863
2015-11-03,3921609863
2015-11-04,3974483259
2015-11-05,3969994009
2015-11-06,4062771856
2015-11-09,4139587923
2015-11-10,3779949064
2015-11-11,3756006393
2015-11-12,3543515195
2015-11-13,3377412920
2015-11-16,3601376648
2015-11-17,3667717797
2015-11-18,3750519531
2015-11-19,3766980117
2015-11-20,3735555363
2015-11-23,3761992061
2015-11-24,3882703023
2015-11-25,3919115834
2015-11-27,3876717356
2015-11-30,4000421152
2015-12-01,3984958178
2015-12-02,3893676747
2015-12-03,3851777074
2015-12-04,3872228105
2015-12-07,3798404872
2015-12-08,3766481312
2015-12-09,3723085222
2015-12-10,3785435926
2015-12-11,3617837234
2015-12-14,3430286317
2015-12-15,3491639410
2015-12-16,3501615522
2015-12-17,3314563411
2015-12-18,3212807062
2015-12-21,3371926058
2015-12-22,3474680018
2015-12-23,3542517584
2015-12-24,3535035499
2015-12-28,3496128660
2015-12-29,3505107162
2015-12-30,3464205100
2015-12-31,3573019368
2016-01-04,3410912531
2016-01-05,3325242146
2016-01-06,3192376099
2016-01-07,3047711137
2016-01-08,3039503196
2016-01-11,3019496339
2016-01-12,3070282975
2016-01-13,2898942204
2016-01-14,2966657718
2016-01-15,2900994189
2016-01-19,2907150145
2016-01-20,2936903932
2016-01-21,2850207553
2016-01-22,2898429208
2016-01-25,2840973620
2016-01-26,3002054464
2016-01-27,2937929924
2016-01-28,2857389502
2016-01-29,3098497772
2016-02-01,3079003912
2016-02-02,2971787681
2016-02-03,3062075034
2016-02-04,3129790548
2016-02-05,2943572884
2016-02-08,2792751966
2016-02-09,2805063877
2016-02-10,2965118729
2016-02-11,2956910788
2016-02-12,3042581173
2016-02-16,3303183304
2016-02-17,3439640325
2016-02-18,3424763432
2016-02-19,3450926244
2016-02-22,3504277861
2016-02-23,3532492659
2016-02-24,3593026225
2016-02-25,3066692000
2016-02-26,3053867092
2016-02-29,3169291264
2016-03-01,3226233856
2016-03-02,3359099903
2016-03-03,3411938524
2016-03-04,3355508929
2016-03-07,3459647182
2016-03-08,3259065620
2016-03-09,3339093046
2016-03-10,3292923378
2016-03-11,3437588340
2016-03-14,3377054774
2016-03-15,3253422661
2016-03-16,3364229866
2016-03-17,3387827697
2016-03-18,3477602053
2016-03-21,3515050784
2016-03-22,3547369552
2016-03-23,3483245012
2016-03-24,3498121906
2016-03-28,3463238156
2016-03-29,3518641758
2016-03-30,3485809994
2016-03-31,3539674608
2016-04-01,3496069920
2016-04-04,3411306775
2016-04-05,3360681776
2016-04-06,3415397684
2016-04-07,3373977230
2016-04-08,3376534048
2016-04-11,3372443139
2016-04-12,3370397685
2016-04-13,3480340865
2016-04-14,3326931776
2016-04-15,3291647686
2016-04-18,3273238595
2016-04-19,3290624959
2016-04-20,3296761322
2016-04-21,3308522686
2016-04-22,3337159049
2016-04-25,3255340868
2016-04-26,3277840868
2016-04-27,3248181777
2016-04-28,3211363596
2016-04-29,3199090869
2016-05-02,3231306777
2016-05-03,3250738595
2016-05-04,3224147687
2016-05-05,3233863596
2016-05-06,3244602232
2016-05-09,3200113596
2016-05-10,2631477239
2016-05-11,2629431785
2016-05-12,2643749967
2016-05-13,2576761331
2016-05-16,2548636331
2016-05-17,2536874968
2016-05-18,2556306786
2016-05-19,2496988605
2016-05-20,2553238604
2016-05-23,2582386331
2016-05-24,2596193149
2016-05-25,2646818148
2016-05-26,2651420421
2016-05-27,2701022693
2016-05-31,2715852238
2016-06-01,2741420420
2016-06-02,2777215874
2016-06-03,2800227237
2016-06-06,2857499964
2016-06-07,2874886327
2016-06-08,2866193146
2016-06-09,2876931782
2016-06-10,2864659055
2016-06-13,2832954510
2016-06-14,2825284055
2016-06-15,2859545418
2016-06-16,2895340873
2016-06-17,2911193145
2016-06-20,2943409054
2016-06-21,2924999963
2016-06-22,2945454508
2016-06-23,3023693144
2016-06-24,2789488601
2016-06-27,2536874968
2016-06-28,2595681785
2016-06-29,2533295423
2016-06-30,2561931786
2016-07-01,2547613604
2016-07-05,2454430093
2016-07-06,2419374171
2016-07-07,2422467340
2016-07-08,2468349356
2016-07-11,2486392846
2016-07-12,2561659973
2016-07-13,2535883560
2016-07-14,2545678597
2016-07-15,2577125821
2016-07-18,2603933291
2016-07-19,2580218991
2016-07-20,2642082383
2016-07-21,2610119631
2016-07-22,2640020270
2016-07-25,2664250099
2016-07-26,2714256341
2016-07-27,2730753246
2016-07-28,2732299831
2016-07-29,2732815359
2016-08-01,2760138357
2016-08-02,2707038945
2016-08-03,2881287501
2016-08-04,2917890008
2016-08-05,2960678854
2016-08-08,2989548437
2016-08-09,3238548592
2016-08-10,3341654246
2016-08-11,3347325057
2016-08-12,3439604617
2016-08-15,3542194743
2016-08-16,3618492927
2016-08-17,3448368598
2016-08-18,3446306484
2016-08-19,3551474252
2016-08-22,3533946290
2016-08-23,3577250665
2016-08-24,3553020836
2016-08-25,3606635776
2016-08-26,3631896662
2016-08-29,3670045754
2016-08-30,3653548849
2016-08-31,3606635776
2016-09-01,3572095382
2016-09-02,3589623344
2016-09-06,3569002213
2016-09-07,3554567421
2016-09-08,3515387273
2016-09-09,3408672921
2016-09-12,3447853069
2016-09-13,3411766090
2016-09-14,3357120094
2016-09-15,3461256804
2016-09-16,3467443144
2016-09-19,3545287912
2016-09-20,3534461819
2016-09-21,3631381133
2016-09-22,3663343886
2016-09-23,3557145063
2016-09-26,3534977347
2016-09-27,3554567421
2016-09-28,3600449437
2016-09-29,3559207176
2016-09-30,3588592287
2016-10-03,3621312581
2016-10-04,3594898545
2016-10-05,3625455960
2016-10-06,3576771265
2016-10-07,3559161908
2016-10-10,3557090219
2016-10-11,3460238752
2016-10-12,3447808617
2016-10-13,3360279752
2016-10-14,3367012742
2016-10-17,3380996643
2016-10-18,3385140022
2016-10-19,3390319244
2016-10-20,3380478721
2016-10-21,3350957151
2016-10-24,3388765478
2016-10-25,3370120275
2016-10-26,3477848110
2016-10-27,3435378483
2016-10-28,3432270949
2016-10-31,3410000291
2016-11-01,3448326540
2016-11-02,3389801322
2016-11-03,3318845970
2016-11-04,3261356597
2016-11-07,3350439229
2016-11-08,3356654296
2016-11-09,3477848110
2016-11-10,3531194105
2016-11-11,3463864208
2016-11-14,3460238752
2016-11-15,3908241524
2016-11-16,3778243032
2016-11-17,3829517338
2016-11-18,3884935022
2016-11-21,3906687758
2016-11-22,3993698701
2016-11-23,4096765234
2016-11-25,4096765234
2016-11-28,4046008851
2016-11-29,4081745488
2016-11-30,4094175623
2016-12-01,3979714799
2016-12-02,4057921063
2016-12-05,4192062934
2016-12-06,4226763727
2016-12-07,4294611545
2016-12-08,4318953892
2016-12-09,4312738825
2016-12-12,4288396478
2016-12-13,4376443266
2016-12-14,4377997032
2016-12-15,4412697825
2016-12-16,4377479110
2016-12-19,4468633431
2016-12-20,4531302027
2016-12-21,4494011623
2016-12-22,4462936286
2016-12-23,4475884343
2016-12-27,4508513447
2016-12-28,4433932639
2016-12-29,4451024074
2016-12-30,4441701473
2017-01-03,4471374656
2017-01-04,4511811435
2017-01-05,4393611618
2017-01-06,4456340469
2017-01-09,4456858889
2017-01-10,4429382616
2017-01-11,4406053704
2017-01-12,4342288014
2017-01-13,4349027477
2017-01-17,4301851234
2017-01-18,4353174839
2017-01-19,4341769593
2017-01-20,4327253826
2017-01-23,4364580084
2017-01-24,4405535284
2017-01-25,4410201066
2017-01-26,4389982677
2017-01-27,4383761634
2017-01-30,4379614272
2017-01-31,4337622231
2017-02-01,4282669685
2017-02-02,4290964409
2017-02-03,4328290667
2017-02-06,4306517016
2017-02-07,4332956449
2017-02-08,4330364348
2017-02-09,4387390575
2017-02-10,4408127385
2017-02-13,4423161573
2017-02-14,4425753674
2017-02-15,4448564165
2017-02-16,4418495790
2017-02-17,4457895729
2017-02-21,4493666727
2017-02-22,4444416803
2017-02-23,4660598047
2017-02-24,4818197803
2017-02-27,4789684689
2017-02-28,4702590087
2017-03-01,4702590087
2017-03-02,4612903384
2017-03-03,4632084933
2017-03-06,4585427111
2017-03-07,4563135040
2017-03-08,4578169227
2017-03-09,4592166574
2017-03-10,4628455992
2017-03-13,4627937571
2017-03-14,4610311283
2017-03-15,4711921652
2017-03-16,4733695302
2017-03-17,4704663768
2017-03-20,4669411191
2017-03-21,4466190453
2017-03-22,4502998291
2017-03-23,4504035132
2017-03-24,4496258828
2017-03-27,4484335162
2017-03-28,4592166574
2017-03-29,4605127080
2017-03-30,4642971759
2017-03-31,4730584781
2017-04-03,4754026554
2017-04-04,4767025643
2017-04-05,4711389545
2017-04-06,4821621813
2017-04-07,4790424001
2017-04-10,4790424001
2017-04-11,4780024731
2017-04-12,4612596474
2017-04-13,4540841507
2017-04-17,4621435854
2017-04-18,4673952171
2017-04-19,4700990274
2017-04-20,4722308779
2017-04-21,4730108232
2017-04-24,4836700756
2017-04-25,4941733389
2017-04-26,4879337765
2017-04-27,4895976598
2017-04-28,4901696197
2017-05-01,4931854082
2017-05-02,4880377692
2017-05-03,4884537400
2017-05-04,4902736124
2017-05-05,5020767845
2017-05-08,5027527371
2017-05-09,5119040952
2017-05-10,5140879421
2017-05-11,5152838582
2017-05-12,5180916612
2017-05-15,5235512783
2017-05-16,5225633476
2017-05-17,5101362192
2017-05-18,5101362192
2017-05-19,5120600843
2017-05-22,5390981879
2017-05-23,5318186984
2017-05-24,5428939216
2017-05-25,5527212323
2017-05-26,5507453709
2017-05-30,5549570755
2017-05-31,5425299472
2017-06-01,5622885613
2017-06-02,5602607035
2017-06-05,5506413782
2017-06-06,5472096189
2017-06-07,5541251339
2017-06-08,5617166014
2017-06-09,5516293089
2017-06-12,5414900201
2017-06-13,5448177867
2017-06-14,5355624359
2017-06-15,5428419253
2017-06-16,5423219617
2017-06-19,5511613418
2017-06-20,5502774037
2017-06-21,5467416517
2017-06-22,5463776773
2017-06-23,5472616153
2017-06-26,5417500019
2017-06-27,5273990084
2017-06-28,5303628006
2017-06-29,5211594461
2017-06-30,5226673403
2017-07-03,5201217386
2017-07-05,5210086952
2017-07-06,5147478256
2017-07-07,5209565213
2017-07-10,5218956517
2017-07-11,5252347821
2017-07-12,5244521734
2017-07-13,5226782604
2017-07-14,5326956517
2017-07-17,5254956517
2017-07-18,5244521734
2017-07-19,5249739126
2017-07-20,5217391300
2017-07-21,5156347821
2017-07-24,5234086952
2017-07-25,5228869560
2017-07-26,5220521734
2017-07-27,5361913039
2017-07-28,5361391299
2017-07-31,5307130430
2017-08-01,5277391299
2017-08-02,5099999995
2017-08-03,5007130430
2017-08-04,5019130430
2017-08-07,5073913039
2017-08-08,5564347821
2017-08-09,5417739125
2017-08-10,5347826082
2017-08-11,5399478256
2017-08-14,5383826082
2017-08-15,5535652169
2017-08-16,5553391299
2017-08-17,5377565212
2017-08-18,5369739125
2017-08-21,5332173908
2017-08-22,5389043473
2017-08-23,5370260865
2017-08-24,5346782604
2017-08-25,5361913039
2017-08-28,5364521734
2017-08-29,5300347821
2017-08-30,5320695647
2017-08-31,5378608691
2017-09-01,5435478256
2017-09-05,5255999995
2017-09-06,5261739126
2017-09-07,5256521734
2017-09-08,5204869560
2017-09-11,5380695647
2017-09-12,5397391299
2017-09-13,5436521734
2017-09-14,5503304343
2017-09-15,5521043473
2017-09-18,5636869560
2017-09-19,5643130430
2017-09-20,5575304343
2017-09-21,5618086951
2017-09-22,5682260864
2017-09-25,5566434777
2017-09-26,5538782604
2017-09-27,5570086951
2017-09-28,5689043473
2017-09-29,5665043473
2017-10-02,5846522290
2017-10-03,5895473878
2017-10-04,5927398827
2017-10-05,5907179692
2017-10-06,5893345548
2017-10-09,5848118537
2017-10-10,5867273506
2017-10-11,5922078002
2017-10-12,5857696022
2017-10-13,5841733547
2017-10-16,5861420599
2017-10-17,5899730538
2017-10-18,5999762044
2017-10-19,5966240848
2017-10-20,5926334662
2017-10-23,5930591322
2017-10-24,5947617961
2017-10-25,5895473878
2017-10-26,5931655487
2017-10-27,5938572559
2017-10-30,5877915156
2017-10-31,6171624685
2017-11-01,6053502374
2017-11-02,5996569549
2017-11-03,6083298993
2017-11-06,6160983035
2017-11-07,5816193588
2017-11-08,5672531319
2017-11-09,5556537338
2017-11-10,5556005256
2017-11-13,5583673545
2017-11-14,5586333957
2017-11-15,5551748596
2017-11-16,5739041629
2017-11-17,5786929052
2017-11-20,5793846124
2017-11-21,5787461134
2017-11-22,5776287402
2017-11-24,5806616104
2017-11-27,5785332805
2017-11-28,5817789836
2017-11-29,5822578578
2017-11-30,5869933919
2017-12-01,5872062249
2017-12-04,5826835238
2017-12-05,5712437505
2017-12-06,5603360596
2017-12-07,5728932062
2017-12-08,5741702041
2017-12-11,5731060392
2017-12-12,5662953834
2017-12-13,5639542205
2017-12-14,5541106946
2017-12-15,5418195893
2017-12-18,5515034905
2017-12-19,5529933214
2017-12-20,5660293422
2017-12-21,5668274659
2017-12-22,5594847277
2017-12-26,5575692307
2017-12-27,5584205627
2017-12-28,5548556101
2017-12-29,5523016142
2018-01-02,5526316883
2018-01-03,5636086556
2018-01-04,5747454817
2018-01-05,5836975715
2018-01-08,5895057726
2018-01-09,6075698110
2018-01-10,6116195660
2018-01-11,6456694791
2018-01-12,6562201564
2018-01-16,6574457401
2018-01-17,6595771901
2018-01-18,6566464464
2018-01-19,6594173313
2018-01-22,6622947888
2018-01-23,6697015774
2018-01-24,6572858814
2018-01-25,6580851751
2018-01-26,6579786026
2018-01-29,6639999487
2018-01-30,6614422088
2018-01-31,6562734426
2018-02-01,6474279253
2018-02-02,6433248841
2018-02-05,6235556857
2018-02-06,6208380870
2018-02-07,6204117971
2018-02-08,6050120711
2018-02-09,6123655735
2018-02-12,6181737746
2018-02-13,6219038120
2018-02-14,6330406381
2018-02-15,6423124454
2018-02-16,6407671442
2018-02-20,6398079917
2018-02-21,6413000067
2018-02-22,7206432314
2018-02-23,7561318733
2018-02-26,7512828246
2018-02-27,7479790772
2018-02-28,7360962436
2018-03-01,7496309509
2018-03-02,7217622427
2018-03-05,7514426833
2018-03-06,7631656581
2018-03-07,7672154131
2018-03-08,7534675608
2018-03-09,7522952633
2018-03-12,7713184542
2018-03-13,7683877105
2018-03-14,7821888490
2018-03-15,7694534355
2018-03-16,7638050931
2018-03-19,7454213372
2018-03-20,7584764682
2018-03-21,7644445281
2018-03-22,7368955374
2018-03-23,7265580051
2018-03-26,7481389359
2018-03-27,7218155289
2018-03-28,7244265551
2018-03-29,7416912998
2018-04-02,7356104162
2018-04-03,7485130443
2018-04-04,7467462944
2018-04-05,7451401581
2018-04-06,7251169925
2018-04-09,7289181817
2018-04-10,7580427862
2018-04-11,7562224985
2018-04-12,7564901878
2018-04-13,7561689606
2018-04-16,7591135438
2018-04-17,7724444749
2018-04-18,7790296336
2018-04-19,7629147330
2018-04-20,7610409073
2018-04-23,7471745974
2018-04-24,7374842419
2018-04-25,7328264466
2018-04-26,7300424771
2018-04-27,7234573183
2018-04-30,7218511821
2018-05-01,7322910679
2018-05-02,7126962053
2018-05-03,7149447961
2018-05-04,7209945760
2018-05-07,7360387192
2018-05-08,8204144118
2018-05-09,8007660113
2018-05-10,8197719573
2018-05-11,8328887369
2018-05-14,8226094647
2018-05-15,8268924948
2018-05-16,8354050171
2018-05-17,8225023889
2018-05-18,8171486013
2018-05-21,8253398964
2018-05-22,8255005100
2018-05-23,8189153512
2018-05-24,8234660707
2018-05-25,8295693886
2018-05-29,8244297525
2018-05-30,8358868579
2018-05-31,8218599344
2018-06-01,8163990711
2018-06-04,8207356390
2018-06-05,8393668199
2018-06-06,8511451526
2018-06-07,8468085846
2018-06-08,8601395158
2018-06-11,8500743951
2018-06-12,8616385763
2018-06-13,8460055165
2018-06-14,8444529181
2018-06-15,8349767140
2018-06-18,8300512295
2018-06-19,8167738362
2018-06-20,8192901164
2018-06-21,8067622534
2018-06-22,7917181102
2018-06-25,7613621345
2018-06-26,7667694600
2018-06-27,7589529301
2018-06-28,7672513009
2018-06-29,7669300737
2018-07-02,7968593000
2018-07-03,7970742607
2018-07-05,7966980795
2018-07-06,7966980795
2018-07-09,8045978851
2018-07-10,8054039877
2018-07-11,7882071320
2018-07-12,8026632388
2018-07-13,8030394200
2018-07-16,7889057543
