,GE
2018-07-18,71467025000
2018-07-19,71369273750
2018-07-20,68197788750
2018-07-23,67513530000
2018-07-24,68197788750
2018-07-25,68143482500
2018-07-26,68349846250
2018-07-27,67882812500
2018-07-30,68404152500
2018-07-31,70847933750
2018-08-01,68816880000
2018-08-02,68458458750
2018-08-03,68295540000
2018-08-06,68089176250
2018-08-07,68404152500
2018-08-08,67828506250
2018-08-09,67252860000
2018-08-10,66373098750
2018-08-13,64711327500
2018-08-14,64189987500
2018-08-15,63516590000
2018-08-16,63929317500
2018-08-17,63929317500
2018-08-20,63929317500
2018-08-21,65645395000
2018-08-22,64819940000
2018-08-23,65178361250
2018-08-24,64971997500
2018-08-27,66373098750
2018-08-28,66318792500
2018-08-29,67415778750
2018-08-30,66373098750
2018-08-31,67252860000
2018-09-04,65851758750
2018-09-05,65286973750
2018-09-06,65026303750
2018-09-07,64450657500
2018-09-10,65026303750
2018-09-11,64092236250
2018-09-12,65547643750
2018-09-13,66058122500
2018-09-14,65906065000
2018-09-17,66014677500
2018-09-18,65797452500
2018-09-19,66840132500
2018-09-20,64765633750
2018-09-21,63255920000
2018-09-24,61018502500
2018-09-25,58574721250
2018-09-26,59204673750
2018-09-27,59932377500
2018-09-28,58683333750
2018-10-01,62922750000
2018-10-02,64119000000
2018-10-03,64945500000
2018-10-04,65880750000
2018-10-05,68588625000
2018-10-08,70828875000
2018-10-09,70513500000
2018-10-10,69110625000
2018-10-11,66196125000
2018-10-12,64119000000
2018-10-15,63227250000
2018-10-16,62966250000
2018-10-17,63444750000
2018-10-18,64423500000
2018-10-19,65369625000
2018-10-22,64423500000
2018-10-23,66043875000
2018-10-24,63336000000
2018-10-25,61411125000
2018-10-26,58812000000
2018-10-29,58083375000
2018-10-30,52983000000
2018-10-31,52558875000
2018-11-01,49861875000
2018-11-02,48350250000
2018-11-05,48295875000
2018-11-06,49024500000
2018-11-07,47882625000
2018-11-08,47360625000
2018-11-09,44652750000
2018-11-12,41586000000
2018-11-13,44805000000
2018-11-14,43304250000
2018-11-15,42521250000
2018-11-16,41738250000
2018-11-19,40803000000
2018-11-20,39813375000
2018-11-21,40639875000
2018-11-23,39400125000
2018-11-26,39443625000
2018-11-27,38715000000
2018-11-28,40281000000
2018-11-29,41325000000
2018-11-30,39030375000
2018-12-03,40639875000
2018-12-04,37888500000
2018-12-06,38247375000
2018-12-07,36485625000
2018-12-10,36061500000
2018-12-11,35180625000
2018-12-12,34919625000
2018-12-13,37475250000
2018-12-14,36953250000
2018-12-17,37214250000
2018-12-18,37888500000
2018-12-19,39867750000
2018-12-20,38715000000
2018-12-21,37214250000
2018-12-24,36018000000
2018-12-26,38454000000
2018-12-27,37834125000
2018-12-28,39084750000
2018-12-31,39449941250
2019-01-02,41943465000
2019-01-03,41997908750
2019-01-04,42879897500
2019-01-07,45547641250
2019-01-08,44600320000
2019-01-09,44295435000
2019-01-10,46582072500
2019-01-11,46582072500
2019-01-14,46375186250
2019-01-15,45493197500
2019-01-16,46788958750
2019-01-17,47627392500
2019-01-18,47213620000
2019-01-22,45122980000
2019-01-23,45493197500
2019-01-24,45754527500
2019-01-25,47736280000
2019-01-28,46527628750
2019-01-29,46375186250
2019-01-30,47420506250
2019-01-31,52941102500
2019-02-01,53093545000
2019-02-04,53202432500
2019-02-05,55391071250
2019-02-06,54552637500
2019-02-07,52418442500
2019-02-08,51122681250
2019-02-11,52266000000
2019-02-12,52004670000
2019-02-13,54040866250
2019-02-14,52320443750
2019-02-15,52581773750
2019-02-19,52788660000
2019-02-20,52625328750
2019-02-21,52266000000
2019-02-22,52995546250
2019-02-25,56381947500
2019-02-26,57786596250
2019-02-27,58984358750
2019-02-28,56327503750
2019-03-01,55674178750
2019-03-04,56273060000
2019-03-05,53616205000
2019-03-06,49391370000
2019-03-07,51231568750
2019-03-08,51939337500
2019-03-11,53670648750
2019-03-12,52908436250
2019-03-13,54323973750
2019-03-14,55837510000
2019-03-15,53997311250
2019-03-18,55293072500
2019-03-19,55238628750
2019-03-20,55401960000
2019-03-21,55674178750
2019-03-22,54106198750
2019-03-25,53561761250
2019-03-26,54759523750
2019-03-27,53997311250
2019-03-28,53616205000
2019-03-29,54160642500
2019-04-01,54841245000
2019-04-02,55593690000
2019-04-03,54841245000
2019-04-04,54459570000
2019-04-05,54350520000
2019-04-08,51526125000
2019-04-09,50053950000
2019-04-10,49737705000
2019-04-11,49519605000
2019-04-12,48865305000
2019-04-15,48756255000
2019-04-16,49628655000
2019-04-17,49519605000
2019-04-18,50762775000
2019-04-22,50599200000
2019-04-23,50653725000
2019-04-24,50599200000
2019-04-25,49519605000
2019-04-26,51962325000
2019-04-29,52823820000
2019-04-30,55212015000
2019-05-01,54841245000
2019-05-02,55648215000
2019-05-03,57011340000
2019-05-06,56629665000
2019-05-07,54895770000
2019-05-08,55157490000
2019-05-09,54514095000
2019-05-10,54993915000
2019-05-13,53587170000
2019-05-14,56029890000
2019-05-15,55702740000
2019-05-16,54993915000
2019-05-17,54295995000
2019-05-20,53641695000
2019-05-21,54077895000
2019-05-22,53750745000
2019-05-23,51907800000
2019-05-24,51308025000
2019-05-28,50817300000
2019-05-29,50871825000
2019-05-30,51417075000
2019-05-31,51253500000
2019-06-03,51744225000
2019-06-04,54295995000
2019-06-05,53696220000
2019-06-06,53859795000
2019-06-07,54186945000
2019-06-10,54568620000
2019-06-11,54950295000
2019-06-12,55811790000
2019-06-13,55975365000
2019-06-14,55539165000
2019-06-17,54568620000
2019-06-18,56575140000
2019-06-19,56138940000
2019-06-20,57709260000
2019-06-21,56902290000
2019-06-24,55811790000
2019-06-25,55484640000
2019-06-26,55757265000
2019-06-27,56466090000
2019-06-28,57011340000
2019-07-01,57748950000
2019-07-02,57694387500
2019-07-03,57639825000
2019-07-05,57050550000
2019-07-08,55413675000
2019-07-09,55686487500
2019-07-10,55413675000
2019-07-11,54933525000
2019-07-12,56341237500
2019-07-15,55795612500
2019-07-16,56395800000
2019-07-17,54224212500
2019-07-18,54660712500
2019-07-19,54551587500
2019-07-22,55468237500
2019-07-23,57858075000
2019-07-24,58021762500
2019-07-25,56668612500
2019-07-26,57105112500
2019-07-29,56395800000
2019-07-30,57159675000
2019-07-31,56777737500
2019-08-01,54769837500
2019-08-02,54333337500
2019-08-05,52478212500
2019-08-06,51998062500
2019-08-07,51397875000
2019-08-08,51561562500
2019-08-09,49717350000
2019-08-12,49171725000
2019-08-13,50797687500
2019-08-14,49062600000
2019-08-15,43519050000
2019-08-16,47753100000
2019-08-19,47109262500
2019-08-20,45526950000
2019-08-21,44337487500
2019-08-22,44501175000
2019-08-23,43300800000
2019-08-26,43737300000
2019-08-27,43082550000
2019-08-28,43137112500
2019-08-29,44064675000
2019-08-30,44817637500
2019-09-03,45254137500
2019-09-04,47807662500
2019-09-05,47862225000
2019-09-06,47327512500
2019-09-09,48680662500
2019-09-10,49662787500
2019-09-11,50852250000
2019-09-12,50306625000
2019-09-13,50743125000
2019-09-16,50961375000
2019-09-17,50852250000
2019-09-18,50961375000
2019-09-19,51179625000
2019-09-20,50906812500
2019-09-23,50743125000
2019-09-24,48735225000
2019-09-25,49771912500
2019-09-26,49008037500
2019-09-27,49117162500
2019-09-30,48604920000
2019-10-01,46814040000
2019-10-02,46268040000
2019-10-03,47360040000
2019-10-04,46595640000
2019-10-07,46541040000
2019-10-08,45012240000
2019-10-09,45394440000
2019-10-10,45940440000
2019-10-11,47840520000
2019-10-14,47403720000
2019-10-15,48331920000
2019-10-16,48386520000
2019-10-17,49150920000
2019-10-18,48714120000
2019-10-21,47785920000
2019-10-22,49260120000
2019-10-23,49696920000
2019-10-24,48659520000
2019-10-25,48932520000
2019-10-28,49314720000
2019-10-29,49314720000
2019-10-30,54971280000
2019-10-31,54261480000
2019-11-01,56434560000
2019-11-04,59426640000
2019-11-05,59645040000
2019-11-06,59918040000
2019-11-07,61381320000
2019-11-08,62637120000
2019-11-11,61708920000
2019-11-12,62091120000
2019-11-13,61381320000
2019-11-14,61381320000
2019-11-15,62637120000
2019-11-18,62200320000
2019-11-19,62527920000
2019-11-20,61927320000
2019-11-21,62691720000
2019-11-22,62790000000
2019-11-25,62953800000
2019-11-26,61708920000
2019-11-27,61381320000
2019-11-29,61272120000
2019-12-02,60671520000
2019-12-03,59754240000
2019-12-04,59262840000
2019-12-05,58662240000
2019-12-06,60343920000
2019-12-09,59754240000
2019-12-10,59863440000
2019-12-11,59645040000
2019-12-12,62200320000
2019-12-13,61654320000
2019-12-16,60726120000
2019-12-17,60343920000
2019-12-18,59590440000
2019-12-19,60027240000
2019-12-20,59972640000
2019-12-23,60671520000
2019-12-24,60835320000
2019-12-26,61053720000
2019-12-27,60780720000
2019-12-30,60234720000
2019-12-31,60713190000
2020-01-02,64909350000
2020-01-03,65127900000
2020-01-06,66045810000
2020-01-07,65554072500
2020-01-08,64963987500
2020-01-09,64800075000
2020-01-10,63488775000
2020-01-13,65936535000
2020-01-14,65444797500
2020-01-15,64581525000
2020-01-16,64417612500
2020-01-17,64253700000
2020-01-21,63434137500
2020-01-22,61860577500
2020-01-23,64035150000
2020-01-24,63707325000
2020-01-27,62243040000
2020-01-28,63816600000
2020-01-29,70405882500
2020-01-30,69258495000
2020-01-31,67739572500
2020-02-03,66701460000
2020-02-04,68438932500
2020-02-05,69968782500
2020-02-06,70460520000
2020-02-07,69804870000
2020-02-10,70241970000
2020-02-11,69914145000
2020-02-12,71596980000
2020-02-13,70405882500
2020-02-14,69804870000
2020-02-18,69367770000
2020-02-19,68602845000
2020-02-20,68165745000
2020-02-21,66646822500
2020-02-24,64526887500
2020-02-25,61587390000
2020-02-26,59576730000
2020-02-27,56527957500
2020-02-28,59194267500
2020-03-02,60986377500
2020-03-03,59194267500
2020-03-04,59576730000
2020-03-05,54845122500
2020-03-06,51140700000
2020-03-09,44671620000
2020-03-10,48146565000
2020-03-11,44671620000
2020-03-12,39339000000
2020-03-13,42704670000
2020-03-16,36235590000
2020-03-17,38519437500
2020-03-18,35907765000
2020-03-19,35252115000
2020-03-20,35470665000
2020-03-23,33241455000
2020-03-24,38136975000
2020-03-25,41131110000
2020-03-26,44179882500
2020-03-27,41458935000
2020-03-30,42923220000
2020-03-31,43235937500
2020-04-01,38335937500
2020-04-02,37570312500
2020-04-03,36651562500
2020-04-06,39375000000
2020-04-07,38281250000
2020-04-08,39757812500
2020-04-09,38882812500
2020-04-13,38226562500
2020-04-14,37734375000
2020-04-15,35393750000
2020-04-16,33982812500
2020-04-17,37242187500
2020-04-20,35448437500
2020-04-21,35284375000
2020-04-22,35010937500
2020-04-23,35503125000
2020-04-24,34092187500
2020-04-27,35010937500
2020-04-28,37034375000
2020-04-29,35831250000
2020-04-30,37034375000
2020-05-01,35393750000
2020-05-04,33818750000
2020-05-05,33764062500
2020-05-06,32560937500
2020-05-07,33271875000
2020-05-08,34256250000
2020-05-11,33709375000
2020-05-12,32670312500
2020-05-13,31532812500
2020-05-14,31040625000
2020-05-15,29892187500
2020-05-18,34146875000
2020-05-19,33818750000
2020-05-20,34956250000
2020-05-21,35284375000
2020-05-22,34901562500
2020-05-26,37034375000
2020-05-27,39703125000
2020-05-28,36925000000
2020-05-29,35776562500
2020-06-01,36815625000
2020-06-02,38390625000
2020-06-03,40075000000
2020-06-04,42153125000
2020-06-05,42907812500
2020-06-08,46068750000
2020-06-09,43673437500
2020-06-10,41442187500
2020-06-11,37843750000
2020-06-12,39484375000
2020-06-15,39429687500
2020-06-16,40676562500
2020-06-17,39429687500
2020-06-18,39648437500
2020-06-19,38937500000
2020-06-22,38335937500
2020-06-23,38117187500
2020-06-24,35557812500
2020-06-25,36378125000
2020-06-26,35284375000
2020-06-29,37034375000
2020-06-30,37203846146
2020-07-01,36722384607
2020-07-02,37160076915
2020-07-06,38133942299
2020-07-07,36831807684
2020-07-08,37367980761
2020-07-09,35846999992
2020-07-10,36448826915
2020-07-13,36503538453
2020-07-14,37477403838
2020-07-15,38899903837
2020-07-16,38407499991
2020-07-17,38516923068
2020-07-20,37422692299
2020-07-21,38352788453
2020-07-22,38462211530
2020-07-23,38352788453
2020-07-24,37367980761
2020-07-27,36558249992
2020-07-28,37532115376
2020-07-29,35901711530
2020-07-30,34107173069
2020-07-31,33067653839
2020-08-03,33286499992
2020-08-04,33450634608
2020-08-05,34862192300
2020-08-06,34490153838
2020-08-07,34862192300
2020-08-10,36339403838
2020-08-11,36667673069
2020-08-12,36612961530
2020-08-13,35956423069
2020-08-14,36284692300
2020-08-17,35245173069
2020-08-18,35081038454
2020-08-19,34752769223
2020-08-20,34161884608
2020-08-21,34380730761
2020-08-24,36120557684
2020-08-25,35901711530
2020-08-26,35299884607
2020-08-27,35299884607
2020-08-28,36011134607
2020-08-31,34544865377
2020-09-01,33724192300
2020-09-02,35081038454
2020-09-03,34435442300
2020-09-04,34971615377
2020-09-08,33450634608
2020-09-09,33560057685
2020-09-10,32684673070
2020-09-11,32411115377
2020-09-14,33505346146
2020-09-15,33231788454
2020-09-16,36777096146
2020-09-17,38407499991
2020-09-18,37477403838
2020-09-21,34599576915
2020-09-22,34052461531
2020-09-23,33286499992
2020-09-24,33012942300
2020-09-25,33286499992
2020-09-28,33778903839
2020-09-29,33341211531
2020-09-30,33974655000
2020-10-01,34029417500
2020-10-02,34839902500
2020-10-05,34949427500
2020-10-06,33646080000
2020-10-07,34412755000
2020-10-08,36263727500
2020-10-09,37293262500
2020-10-12,37238500000
2020-10-13,36647065000
2020-10-14,37194690000
2020-10-15,37457550000
2020-10-16,39757575000
2020-10-19,39757575000
2020-10-20,40020435000
2020-10-21,39910910000
2020-10-22,42101410000
2020-10-23,41608547500
2020-10-26,40239485000
2020-10-27,38717087500
2020-10-28,40458535000
2020-10-29,40184722500
2020-10-30,40458535000
2020-11-02,41006160000
2020-11-03,42802370000
2020-11-04,42802370000
2020-11-05,43569045000
2020-11-06,44116670000
2020-11-09,47544802500
2020-11-10,48968627500
2020-11-11,48475765000
2020-11-12,47763852500
2020-11-13,50436262500
2020-11-16,52188662500
2020-11-17,52780097500
2020-11-18,53053910000
2020-11-19,52670572500
2020-11-20,53218197500
2020-11-23,54915835000
2020-11-24,56985857500
2020-11-25,57259670000
2020-11-27,56712045000
2020-11-30,55507270000
2020-12-01,55342982500
2020-12-02,56876332500
2020-12-03,57796342500
2020-12-04,59329692500
2020-12-07,59220167500
2020-12-08,59767792500
2020-12-09,62111627500
2020-12-10,61728290000
2020-12-11,60852090000
2020-12-14,59055880000
2020-12-15,60578277500
2020-12-16,59603505000
2020-12-17,59329692500
2020-12-18,58946355000
2020-12-21,58727305000
2020-12-22,57851105000
2020-12-23,59220167500
2020-12-24,58070155000
2020-12-28,58015392500
2020-12-29,57588245000
2020-12-30,58398730000
2020-12-31,59094693243
2021-01-04,57292288613
2021-01-05,58929839161
2021-01-06,62160979167
2021-01-07,61666416921
2021-01-08,62051076445
2021-01-11,62655541413
2021-01-12,64457946042
2021-01-13,63303967468
2021-01-14,63798529714
2021-01-15,61996125085
2021-01-19,62545638691
2021-01-20,62325833249
2021-01-21,60567389708
2021-01-22,60787195151
2021-01-25,60138769095
2021-01-26,61776319642
2021-01-27,62270881888
2021-01-28,60677292429
2021-01-29,58435276915
2021-02-01,58764985079
2021-02-02,61501562839
2021-02-03,61281757396
2021-02-04,62655541413
2021-02-05,62380784609
2021-02-08,63523772911
2021-02-09,63139113386
2021-02-10,62380784609
2021-02-11,62710492773
2021-02-12,64183189239
2021-02-16,65502021894
2021-02-17,64897556927
2021-02-18,63633675632
2021-02-19,65765788425
2021-02-22,68392463464
2021-02-23,68887025710
2021-02-24,71788457553
2021-02-25,69821198841
2021-02-26,68612268907
2021-03-01,71733506192
2021-03-02,71019138504
2021-03-03,73535910821
2021-03-04,74250278510
2021-03-05,74415132592
2021-03-08,77536369877
2021-03-09,76602196746
2021-03-10,72502825241
2021-03-11,67139572442
2021-03-12,68832074350
2021-03-15,73052338848
2021-03-16,71953311635
2021-03-17,74470083952
2021-03-18,72502825241
2021-03-19,72337971159
2021-03-22,71843408913
2021-03-23,69271685235
2021-03-24,68392463464
2021-03-25,70315761087
2021-03-26,71074089864
2021-03-29,70865274694
2021-03-30,72777582044
2021-03-31,71743575000
2021-04-01,72566700000
2021-04-05,73543475000
2021-04-06,73225200000
2021-04-07,73170325000
2021-04-08,73488600000
2021-04-09,74311725000
2021-04-12,74256850000
2021-04-13,73433725000
2021-04-14,74750725000
2021-04-15,74037350000
2021-04-16,73170325000
2021-04-19,73543475000
2021-04-20,71359450000
2021-04-21,72950825000
2021-04-22,73280075000
2021-04-23,74037350000
2021-04-26,74147100000
2021-04-27,73708100000
2021-04-28,72127700000
2021-04-29,72182575000
2021-04-30,71688700000
2021-05-03,73488600000
2021-05-04,71688700000
2021-05-05,72182575000
2021-05-06,72182575000
2021-05-07,72676450000
2021-05-10,72950825000
2021-05-11,71524075000
2021-05-12,70053425000
2021-05-13,70865575000
2021-05-14,72456950000
2021-05-17,71853325000
2021-05-18,70865575000
2021-05-19,71524075000
2021-05-20,71359450000
2021-05-21,72292325000
2021-05-24,72017950000
2021-05-25,71688700000
2021-05-26,73225200000
2021-05-27,78416375000
2021-05-28,76825000000
2021-06-01,77318875000
2021-06-02,76989625000
2021-06-03,76989625000
2021-06-04,76276250000
2021-06-07,76001875000
2021-06-08,75947000000
2021-06-09,75025100000
2021-06-10,74476350000
2021-06-11,74805600000
2021-06-14,73598350000
2021-06-15,73982475000
2021-06-16,73433725000
2021-06-17,71030200000
2021-06-18,69833925000
2021-06-21,72072825000
2021-06-22,71194825000
2021-06-23,70766800000
2021-06-24,71853325000
2021-06-25,71908200000
2021-06-28,70437550000
2021-06-29,71524075000
2021-06-30,73576980000
2021-07-01,73686780000
2021-07-02,73038960000
2021-07-06,70634340000
2021-07-07,70952760000
2021-07-08,70359840000
2021-07-09,71940960000
2021-07-12,71666460000
2021-07-13,70469640000
2021-07-14,70030440000
2021-07-15,69755940000
2021-07-16,68603040000
2021-07-19,65605500000
2021-07-20,69426540000
2021-07-21,71501760000
2021-07-22,69426540000
2021-07-23,69481440000
2021-07-26,70634340000
2021-07-27,71501760000
2021-07-28,71776260000
2021-07-29,72654660000
2021-07-30,70799040000
2021-08-02,68745780000
2021-08-03,70425720000
2021-08-04,70326900000
2021-08-05,70392780000
2021-08-06,71424900000
2021-08-09,70864920000
2021-08-10,72489960000
2021-08-11,72457020000
2021-08-12,72786420000
2021-08-13,71699400000
2021-08-16,70623360000
2021-08-17,69437520000
2021-08-18,69294780000
2021-08-19,67933260000
2021-08-20,68372460000
2021-08-23,68998320000
2021-08-24,70568460000
2021-08-25,71545680000
2021-08-26,70645320000
2021-08-27,72489960000
2021-08-30,71875080000
2021-08-31,72028800000
2021-09-01,70831980000
2021-09-02,72610740000
2021-09-03,71578620000
2021-09-07,70579440000
2021-09-08,70096320000
2021-09-09,70579440000
2021-09-10,69701040000
2021-09-13,71380980000
2021-09-14,68592060000
2021-09-15,69810840000
2021-09-16,69250860000
2021-09-17,68657940000
2021-09-20,68207760000
2021-09-21,66165480000
2021-09-22,67340340000
2021-09-23,70359840000
2021-09-24,70930800000
2021-09-27,71984880000
2021-09-28,72248400000
2021-09-29,72621720000
2021-09-30,70467880000
2021-10-01,72380140000
2021-10-04,71742720000
2021-10-05,71742720000
2021-10-06,71358070000
2021-10-07,72160340000
2021-10-08,71621830000
2021-10-11,71182230000
2021-10-12,70259070000
2021-10-13,70006300000
2021-10-14,70270060000
2021-10-15,71413020000
2021-10-18,71215200000
2021-10-19,71632820000
2021-10-20,72501030000
2021-10-21,70555800000
2021-10-22,71171240000
2021-10-25,72017470000
2021-10-26,73479140000
2021-10-27,71028370000
2021-10-28,71995490000
2021-10-29,71731730000
2021-11-01,72654890000
2021-11-02,72973600000
2021-11-03,72479050000
2021-11-04,71962520000
2021-11-05,74369330000
2021-11-08,74149530000
2021-11-09,76116740000
2021-11-10,74523190000
2021-11-11,73182410000
2021-11-12,73589040000
2021-11-15,72962610000
2021-11-16,70687680000
2021-11-17,69753530000
2021-11-18,68852350000
2021-11-19,68368790000
2021-11-22,69105120000
2021-11-23,69819470000
2021-11-24,69918380000
2021-11-26,66918110000
2021-11-29,67302760000
2021-11-30,64972880000
2021-12-01,63610120000
2021-12-02,65137730000
2021-12-03,63456260000
2021-12-06,65665250000
2021-12-07,66720290000
2021-12-08,67214840000
2021-12-09,66907120000
2021-12-10,66313660000
2021-12-13,63698040000
2021-12-14,62994680000
2021-12-15,62983690000
2021-12-16,63291410000
2021-12-17,62544090000
2021-12-20,61544000000
2021-12-21,63654080000
2021-12-22,63654080000
2021-12-23,64291500000
2021-12-27,64720110000
2021-12-28,65181690000
2021-12-29,64830010000
2021-12-30,64775060000
2021-12-31,64669000000
2022-01-03,65879000000
2022-01-04,68024000000
2022-01-05,68024000000
2022-01-06,68420000000
2022-01-07,69421000000
2022-01-10,68057000000
2022-01-11,69685000000
2022-01-12,69993000000
2022-01-13,70147000000
2022-01-14,70620000000
2022-01-18,70433000000
2022-01-19,68882000000
2022-01-20,67265000000
2022-01-21,65923000000
2022-01-24,66341000000
2022-01-25,62370000000
2022-01-26,61149000000
2022-01-27,61545000000
2022-01-28,63052000000
2022-01-31,64680000000
2022-02-01,67056000000
2022-02-02,67111000000
2022-02-03,67309000000
2022-02-04,67782000000
2022-02-07,68387000000
2022-02-08,67991000000
2022-02-09,67947000000
2022-02-10,67628000000
2022-02-11,66286000000
2022-02-14,66132000000
2022-02-15,69091000000
2022-02-16,69421000000
2022-02-17,67408000000
2022-02-18,63459000000
2022-02-22,64449000000
2022-02-23,63426000000
2022-02-24,63349000000
2022-02-25,65978000000
2022-02-28,65384000000
2022-03-01,63206000000
2022-03-02,64460000000
2022-03-03,63294000000
2022-03-04,61028000000
2022-03-07,58454000000
2022-03-08,60346000000
2022-03-09,62469000000
2022-03-10,62524000000
2022-03-11,63173000000
2022-03-14,63294000000
2022-03-15,63217000000
2022-03-16,64834000000
2022-03-17,65395000000
2022-03-18,65439000000
2022-03-21,64911000000
2022-03-22,64966000000
2022-03-23,64141000000
2022-03-24,64438000000
2022-03-25,64361000000
2022-03-28,62986000000
2022-03-29,64801000000
2022-03-30,64746000000
2022-03-31,62577060000
2022-04-01,63258440000
2022-04-04,62939730000
2022-04-05,61620930000
2022-04-06,61500040000
2022-04-07,61192320000
2022-04-08,61379150000
2022-04-11,61335190000
2022-04-12,61554990000
2022-04-13,62071520000
2022-04-14,62126470000
2022-04-18,61829740000
2022-04-19,62851810000
2022-04-20,62511120000
2022-04-21,62730920000
2022-04-22,60917570000
2022-04-25,61478060000
2022-04-26,55114850000
2022-04-27,53488330000
2022-04-28,53158630000
2022-04-29,50993600000
2022-05-02,51674980000
2022-05-03,53114670000
2022-05-04,55015940000
2022-05-05,53752090000
2022-05-06,53510310000
2022-05-09,49905590000
2022-05-10,50136380000
2022-05-11,49542920000
2022-05-12,50125390000
2022-05-13,51334290000
2022-05-16,51048550000
2022-05-17,52257450000
2022-05-18,51433200000
2022-05-19,51806860000
2022-05-20,51466170000
2022-05-23,51609040000
2022-05-24,50971620000
2022-05-25,50971620000
2022-05-26,52675070000
2022-05-27,53872980000
2022-05-31,53543280000
2022-06-01,53015760000
2022-06-02,53345460000
2022-06-03,52642100000
2022-06-06,52664080000
2022-06-07,53345460000
2022-06-08,52773980000
2022-06-09,51147460000
2022-06-10,48718670000
2022-06-13,46322850000
2022-06-14,46542650000
2022-06-15,47257000000
2022-06-16,44652370000
2022-06-17,45135930000
2022-06-21,44971080000
2022-06-22,44146830000
2022-06-23,43817130000
2022-06-24,45883250000
2022-06-27,45630480000
2022-06-28,45059000000
2022-06-29,43564360000
2022-06-30,43383900000
2022-07-01,43296300000
2022-07-05,42267000000
2022-07-06,41960400000
2022-07-07,42934950000
2022-07-08,43099200000
2022-07-11,42190350000
2022-07-12,42945900000
2022-07-13,42256050000
2022-07-14,41631900000
2022-07-15,42836400000
2022-07-18,43394850000
2022-07-19,45486300000
2022-07-20,46263750000
2022-07-21,46428000000
2022-07-22,46471800000
2022-07-25,46581300000
2022-07-26,48727500000
2022-07-27,48782250000
2022-07-28,49844400000
2022-07-29,50370000000
2022-08-01,51651150000
2022-08-02,50676600000
2022-08-03,50928450000
2022-08-04,50205750000
2022-08-05,50676600000
2022-08-08,51235050000
2022-08-09,51059850000
2022-08-10,52570950000
2022-08-11,53764500000
2022-08-12,54465300000
2022-08-15,54388650000
2022-08-16,55242750000
2022-08-17,54465300000
2022-08-18,53983500000
2022-08-19,52965150000
2022-08-22,50961300000
2022-08-23,51859200000
2022-08-24,52297200000
2022-08-25,53249850000
2022-08-26,51289800000
2022-08-29,51826350000
2022-08-30,51202200000
2022-08-31,50052450000
2022-09-01,49800600000
2022-09-02,49362600000
2022-09-06,49176450000
2022-09-07,50140050000
2022-09-08,50271450000
2022-09-09,50457600000
2022-09-12,51333600000
2022-09-13,48278550000
2022-09-14,47720100000
2022-09-15,46964550000
2022-09-16,45245400000
2022-09-19,45694350000
2022-09-20,45376800000
2022-09-21,44446050000
2022-09-22,44544600000
2022-09-23,43986150000
2022-09-26,43854750000
2022-09-27,43931400000
2022-09-28,43931400000
2022-09-29,42748800000
2022-09-30,42036230000
2022-10-03,43181780000
2022-10-04,45854730000
2022-10-05,45789270000
2022-10-06,44960110000
2022-10-07,43836380000
2022-10-10,44120040000
2022-10-11,43454530000
2022-10-12,43956390000
2022-10-13,46127480000
2022-10-14,45876550000
2022-10-17,46596610000
2022-10-18,48004000000
2022-10-19,47883990000
2022-10-20,47513050000
2022-10-21,49444120000
2022-10-24,49815060000
2022-10-25,49564130000
2022-10-26,51233360000
2022-10-27,51604300000
2022-10-28,53186250000
2022-10-31,52826220000
2022-11-01,53098970000
2022-11-02,52553470000
2022-11-03,53218980000
2022-11-04,55040950000
2022-11-07,56666540000
2022-11-08,57037480000
2022-11-09,56459250000
2022-11-10,57975740000
2022-11-11,58597610000
2022-11-14,58281220000
2022-11-15,59164930000
2022-11-16,57648440000
2022-11-17,57975740000
2022-11-18,58041200000
2022-11-21,58313950000
2022-11-22,59274030000
2022-11-23,59666790000
2022-11-25,59841350000
2022-11-28,58030290000
2022-11-29,58161210000
2022-11-30,58368500000
2022-12-01,57888460000
2022-12-02,58990370000
2022-12-05,57484790000
2022-12-06,57899370000
2022-12-07,57713900000
2022-12-08,56786550000
2022-12-09,55302790000
2022-12-12,56502890000
2022-12-13,56273780000
2022-12-14,55313700000
2022-12-15,53513550000
2022-12-16,52728030000
2022-12-19,53000780000
2022-12-20,54539090000
2022-12-21,56339240000
2022-12-22,55520990000
2022-12-23,55531900000
2022-12-27,56251960000
2022-12-28,55651910000
2022-12-29,56862920000
2022-12-30,56895650000
2023-01-03,57597210000
2023-01-04,60973110000
2023-01-05,61920540000
2023-01-06,62475930000
2023-01-09,63118440000
2023-01-10,65372670000
2023-01-11,67474440000
2023-01-12,68487210000
2023-01-13,69652440000
2023-01-17,69902910000
2023-01-18,68846580000
2023-01-19,66755700000
2023-01-20,67463550000
2023-01-23,69282180000
2023-01-24,70088040000
2023-01-25,70164270000
2023-01-26,70469190000
2023-01-27,72287820000
2023-01-30,70196940000
2023-01-31,69902910000
2023-02-01,71492850000
2023-02-02,72897660000
2023-02-03,71187930000
2023-02-06,71525520000
2023-02-07,71318610000
2023-02-08,71187930000
2023-02-09,70164270000
2023-02-10,70599870000
2023-02-13,71808660000
2023-02-14,72560070000
2023-02-15,73627290000
2023-02-16,72995670000
2023-02-17,72124470000
2023-02-21,71438400000
2023-02-22,72255150000
2023-02-23,72037350000
2023-02-24,72560070000
2023-02-27,72810540000
2023-02-28,73572840000
2023-03-01,73071900000
2023-03-02,74444040000
2023-03-03,75021210000
2023-03-06,75609270000
