,IP
2018-07-17,20484492763
2018-07-18,20460057980
2018-07-19,20557797110
2018-07-20,20378608705
2018-07-23,20321594212
2018-07-24,20460057980
2018-07-25,20455985516
2018-07-26,20069101458
2018-07-27,20060956531
2018-07-30,20341956531
2018-07-31,20720695661
2018-08-01,20219782618
2018-08-02,20065028994
2018-08-03,20264579719
2018-08-06,20398971023
2018-08-07,20671826096
2018-08-08,20419333342
2018-08-09,20500782618
2018-08-10,20101681168
2018-08-13,19898057980
2018-08-14,19983579719
2018-08-15,19670000009
2018-08-16,19902130443
2018-08-17,20040594212
2018-08-20,20052811603
2018-08-21,20195347835
2018-08-22,19922492762
2018-08-23,19747376820
2018-08-24,19987652183
2018-08-27,20252362328
2018-08-28,20130188415
2018-08-29,20223855081
2018-08-30,19951000009
2018-08-31,19722942038
2018-09-04,19649637690
2018-09-05,19832898559
2018-09-06,19987652183
2018-09-07,19942855081
2018-09-10,20016159429
2018-09-11,19898057980
2018-09-12,20195347835
2018-09-13,20333811603
2018-09-14,20533362328
2018-09-17,20679971024
2018-09-18,20716623197
2018-09-19,20908028995
2018-09-20,21050565227
2018-09-21,20871376821
2018-09-24,20183130444
2018-09-25,19698507255
2018-09-26,19649637690
2018-09-27,19372710153
2018-09-28,18953246385
2018-10-01,18928000000
2018-10-02,19052000000
2018-10-03,18272000000
2018-10-04,18476000000
2018-10-05,18476000000
2018-10-08,17928000000
2018-10-09,16908000000
2018-10-10,16488000000
2018-10-11,16219999999
2018-10-12,16163999999
2018-10-15,16176000000
2018-10-16,16436000000
2018-10-17,16363999999
2018-10-18,15932000000
2018-10-19,16000000000
2018-10-22,15504000000
2018-10-23,15676000000
2018-10-24,15036000000
2018-10-25,16576000000
2018-10-26,16988000000
2018-10-29,16532000000
2018-10-30,17188000000
2018-10-31,17180000000
2018-11-01,17456000000
2018-11-02,17252000000
2018-11-05,17488000000
2018-11-06,17664000000
2018-11-07,17952000000
2018-11-08,17800000000
2018-11-09,17508000000
2018-11-12,17280000000
2018-11-13,17388000000
2018-11-14,17268000000
2018-11-15,17356000000
2018-11-16,17492000000
2018-11-19,17512000000
2018-11-20,17324000000
2018-11-21,17292000000
2018-11-23,17012000000
2018-11-26,17316000000
2018-11-27,17256000000
2018-11-28,17028000000
2018-11-29,17324000000
2018-11-30,17496000000
2018-12-03,17920000000
2018-12-04,17400000000
2018-12-06,17091999999
2018-12-07,16956000000
2018-12-10,16784000000
2018-12-11,16719999999
2018-12-12,16763999999
2018-12-13,16319999999
2018-12-14,16456000000
2018-12-17,15663999999
2018-12-18,15591999999
2018-12-19,15380000000
2018-12-20,14984000000
2018-12-21,14819999999
2018-12-24,14228000000
2018-12-26,15008000000
2018-12-27,15296000000
2018-12-28,15080000000
2018-12-31,15307110000
2019-01-02,15555420000
2019-01-03,15307110000
2019-01-04,16028010000
2019-01-07,16220250000
2019-01-08,16444530000
2019-01-09,16200225000
2019-01-10,16993215000
2019-01-11,17157420000
2019-01-14,16776945000
2019-01-15,16957170000
2019-01-16,16849035000
2019-01-17,17065305000
2019-01-18,17325630000
2019-01-22,17345655000
2019-01-23,17381700000
2019-01-24,17549910000
2019-01-25,17814240000
2019-01-28,17770185000
2019-01-29,17950410000
2019-01-30,17942400000
2019-01-31,17986455000
2019-02-01,17573940000
2019-02-04,17601975000
2019-02-05,17742150000
2019-02-06,17870310000
2019-02-07,17561925000
2019-02-08,17441775000
2019-02-11,17301600000
2019-02-12,17838270000
2019-02-13,17734140000
2019-02-14,17634015000
2019-02-15,17882325000
2019-02-19,17986455000
2019-02-20,18106605000
2019-02-21,17730135000
2019-02-22,17726130000
2019-02-25,18050535000
2019-02-26,17882325000
2019-02-27,17694090000
2019-02-28,17377695000
2019-03-01,17537895000
2019-03-04,17421750000
2019-03-05,17457795000
2019-03-06,17437770000
2019-03-07,17393715000
2019-03-08,17357670000
2019-03-11,17630010000
2019-03-12,17770185000
2019-03-13,17942400000
2019-03-14,17810235000
2019-03-15,17261550000
2019-03-18,17533890000
2019-03-19,17509860000
2019-03-20,17129385000
2019-03-21,17349660000
2019-03-22,16841024999
2019-03-25,16825005000
2019-03-26,17145405000
2019-03-27,17233515000
2019-03-28,17445780000
2019-03-29,17549910000
2019-04-01,17872032000
2019-04-02,17677943000
2019-04-03,17891837000
2019-04-04,17745280000
2019-04-05,17769046000
2019-04-08,17765085000
2019-04-09,17677943000
2019-04-10,17602684000
2019-04-11,17650216000
2019-04-12,17915603000
2019-04-15,17658138000
2019-04-16,16846133000
2019-04-17,16489643000
2019-04-18,16663927000
2019-04-22,16576785000
2019-04-23,16762952000
2019-04-24,16612434000
2019-04-25,17079831999
2019-04-26,17250155000
2019-04-29,17436322000
2019-04-30,17559113000
2019-05-01,17262038000
2019-05-02,17380868000
2019-05-03,17666060000
2019-05-06,17464049000
2019-05-07,17262038000
2019-05-08,17111520000
2019-05-09,17147169000
2019-05-10,17123402999
2019-05-13,16564902000
2019-05-14,16782756999
2019-05-15,16810484000
2019-05-16,17012495000
2019-05-17,16905548000
2019-05-20,16204450999
2019-05-21,16695615000
2019-05-22,16461916000
2019-05-23,16267827000
2019-05-24,16042050000
2019-05-28,15950947000
2019-05-29,15752897000
2019-05-30,15657833000
2019-05-31,15554847000
2019-06-03,15737052999
2019-06-04,16461916000
2019-06-05,16580746000
2019-06-06,16743147000
2019-06-07,16869899000
2019-06-10,16390618000
2019-06-11,16489643000
2019-06-12,16323281000
2019-06-13,16473799000
2019-06-14,16125231000
2019-06-17,15931142000
2019-06-18,16010362000
2019-06-19,16113348000
2019-06-20,16343086000
2019-06-21,16358929999
2019-06-24,15879649000
2019-06-25,16002440000
2019-06-26,15954908000
2019-06-27,16097504000
2019-06-28,16248022000
2019-07-01,16265418000
2019-07-02,16273270000
2019-07-03,16398902000
2019-07-05,16308604000
2019-07-08,16100526000
2019-07-09,16069118000
2019-07-10,16041636000
2019-07-11,15817854000
2019-07-12,15900300000
2019-07-15,15605850000
2019-07-16,15837484000
2019-07-17,15711852000
2019-07-18,15802150000
2019-07-19,16076970000
2019-07-22,15888522000
2019-07-23,16182972000
2019-07-24,16402828000
2019-07-25,17097729999
2019-07-26,16842540000
2019-07-29,16740464000
2019-07-30,16752242000
2019-07-31,16324308000
2019-08-01,15880670000
2019-08-02,15668665999
2019-08-05,14946282000
2019-08-06,14859910000
2019-08-07,14938429999
2019-08-08,15225028000
2019-08-09,14816724000
2019-08-12,14329900000
2019-08-13,14891318000
2019-08-14,14369160000
2019-08-15,14361308000
2019-08-16,14494792000
2019-08-19,14616497999
2019-08-20,14377011999
2019-08-21,14506570000
2019-08-22,14447679999
2019-08-23,13917670000
2019-08-26,14039376000
2019-08-27,13658554000
2019-08-28,13901965999
2019-08-29,14357382000
2019-08-30,14537978000
2019-09-03,14149304000
2019-09-04,14373086000
2019-09-05,14636128000
2019-09-06,14659684000
2019-09-09,14930578000
2019-09-10,15327104000
2019-09-11,15554811999
2019-09-12,15739334000
2019-09-13,15904226000
2019-09-16,15794297999
2019-09-17,15527329999
2019-09-18,15315326000
2019-09-19,15154360000
2019-09-20,15130804000
2019-09-23,15268214000
2019-09-24,15119026000
2019-09-25,15378142000
2019-09-26,15362438000
2019-09-27,15488070000
2019-09-30,15557142862
2019-10-01,14924642862
2019-10-02,14681071433
2019-10-03,14626071433
2019-10-04,14575000005
2019-10-07,14555357148
2019-10-08,14296071433
2019-10-09,14626071433
2019-10-10,14967857148
2019-10-11,15462857148
2019-10-14,15301785719
2019-10-15,15407857148
2019-10-16,15584642862
2019-10-17,15576785719
2019-10-18,15722142862
2019-10-21,15730000005
2019-10-22,15946071434
2019-10-23,16142500005
2019-10-24,15694642862
2019-10-25,15997142862
2019-10-28,16071785720
2019-10-29,15883214291
2019-10-30,15867500005
2019-10-31,16248571434
2019-11-01,16354642863
2019-11-04,16578571434
2019-11-05,16830000006
2019-11-06,16888928577
2019-11-07,16908571434
2019-11-08,17191428577
2019-11-11,17093214291
2019-11-12,17195357149
2019-11-13,17057857149
2019-11-14,16932142863
2019-11-15,16983214291
2019-11-18,17069642863
2019-11-19,17101071434
2019-11-20,16830000006
2019-11-21,16625714291
2019-11-22,16786785720
2019-11-25,17140357149
2019-11-26,17199285720
2019-11-27,17277857149
2019-11-29,17238571434
2019-12-02,17203214291
2019-12-03,17144285720
2019-12-04,17097142863
2019-12-05,17305357149
2019-12-06,17580357149
2019-12-09,17643214292
2019-12-10,17207142863
2019-12-11,17179642863
2019-12-12,17321071434
2019-12-13,17246428577
2019-12-16,17187500006
2019-12-17,17332857149
2019-12-18,17222857149
2019-12-19,17101071434
2019-12-20,17163928577
2019-12-23,17215000006
2019-12-24,17144285720
2019-12-26,17183571434
2019-12-27,17073571434
2019-12-30,17077500006
2019-12-31,17080583304
2020-01-02,16884749971
2020-01-03,16587083305
2020-01-06,16301166638
2020-01-07,16124916639
2020-01-08,16316833305
2020-01-09,16359916638
2020-01-10,16316833305
2020-01-13,16481333305
2020-01-14,16473499971
2020-01-15,16504833305
2020-01-16,16822083304
2020-01-17,16966999971
2020-01-21,16520499971
2020-01-22,16508749971
2020-01-23,16563583305
2020-01-24,16144499972
2020-01-27,15791999973
2020-01-28,15893833306
2020-01-29,16085749972
2020-01-30,15647083306
2020-01-31,15102666640
2020-02-03,15298499973
2020-02-04,15490416640
2020-02-05,16332499972
2020-02-06,16410833305
2020-02-07,16156249972
2020-02-10,16222833305
2020-02-11,16457833305
2020-02-12,16504833305
2020-02-13,16117083305
2020-02-14,16019166639
2020-02-18,16034833306
2020-02-19,15838999973
2020-02-20,15929083306
2020-02-21,16050499972
2020-02-24,15337666640
2020-02-25,14550416641
2020-02-26,14397666642
2020-02-27,13743583309
2020-02-28,13708333310
2020-03-02,14178333309
2020-03-03,13743583309
2020-03-04,14064749976
2020-03-05,13547749976
2020-03-06,13246166644
2020-03-09,11973249979
2020-03-10,12674333311
2020-03-11,11953666646
2020-03-12,10614166648
2020-03-13,12404083312
2020-03-16,11021499981
2020-03-17,12419749978
2020-03-18,11479749980
2020-03-19,11174249980
2020-03-20,10947083314
2020-03-23,9819083316
2020-03-24,10351749982
2020-03-25,10680749981
2020-03-26,11503249980
2020-03-27,11358333314
2020-03-30,11620749980
2020-03-31,11588588000
2020-04-01,11223005000
2020-04-02,11344866000
2020-04-03,10932111000
2020-04-06,11737966000
2020-04-07,11498175000
2020-04-08,12327616000
2020-04-09,12720716000
2020-04-13,12811129000
2020-04-14,12500580000
2020-04-15,11836241000
2020-04-16,11340935000
2020-04-17,11855896000
2020-04-20,11458865000
2020-04-21,11211212000
2020-04-22,11156178000
2020-04-23,11368452000
2020-04-24,11588588000
2020-04-27,12213617000
2020-04-28,13306435000
2020-04-29,13593398000
2020-04-30,12748233000
2020-05-01,12622441000
2020-05-04,12421960000
2020-05-05,12319754000
2020-05-06,11973826000
2020-05-07,12134997000
2020-05-08,12787543000
2020-05-11,12311892000
2020-05-12,11958102000
2020-05-13,11482451000
2020-05-14,11753690000
2020-05-15,11557140000
2020-05-18,12209686000
2020-05-19,11914861000
2020-05-20,12284375000
2020-05-21,12256858000
2020-05-22,12150721000
2020-05-26,12779681000
2020-05-27,13341814000
2020-05-28,13062712999
2020-05-29,12673544000
2020-06-01,12929059000
2020-06-02,13113816000
2020-06-03,13742776000
2020-06-04,14080842000
2020-06-05,14528976000
2020-06-08,14776629000
2020-06-09,14261668000
2020-06-10,13687742000
2020-06-11,12626371999
2020-06-12,12999817000
2020-06-15,13050920000
2020-06-16,13294642000
2020-06-17,13094161000
2020-06-18,13058782000
2020-06-19,12976231000
2020-06-22,12811129000
2020-06-23,12972300000
2020-06-24,12500580000
2020-06-25,12575269000
2020-06-26,12583131000
2020-06-29,13031265000
2020-06-30,13105954000
2020-07-01,12956576000
2020-07-02,13160987999
2020-07-06,13377193000
2020-07-07,13117746999
2020-07-08,12708923000
2020-07-09,12323685000
2020-07-10,12858301000
2020-07-13,12897611000
2020-07-14,13200298000
2020-07-15,13514778000
2020-07-16,13919670999
2020-07-17,13742776000
2020-07-20,13530502000
2020-07-21,13628777000
2020-07-22,13644501000
2020-07-23,13636639000
2020-07-24,13518709000
2020-07-27,13719190000
2020-07-28,13463675000
2020-07-29,13679879999
2020-07-30,13310366000
2020-07-31,12952645000
2020-08-03,13192436000
2020-08-04,13133470999
2020-08-05,13243539000
2020-08-06,13129540000
2020-08-07,13212091000
2020-08-10,13514778000
2020-08-11,13782086000
2020-08-12,13668087000
2020-08-13,13581604999
2020-08-14,13872499000
2020-08-17,13636639000
2020-08-18,13491192000
2020-08-19,13475468000
2020-08-20,13282849000
2020-08-21,13094161000
2020-08-24,13872499000
2020-08-25,13479399000
2020-08-26,13463675000
2020-08-27,13624845999
2020-08-28,13746707000
2020-08-31,13502985000
2020-09-01,13966843000
2020-09-02,14458218000
2020-09-03,14273461000
2020-09-04,14528976000
2020-09-08,13888223000
2020-09-09,14253806000
2020-09-10,14135876000
2020-09-11,14489666000
2020-09-14,15185453000
2020-09-15,15507795000
2020-09-16,15606070000
2020-09-17,15967721999
2020-09-18,15653242000
2020-09-21,15275866000
2020-09-22,15181521999
2020-09-23,14619389000
2020-09-24,14595803000
2020-09-25,15323037999
2020-09-28,15326969000
2020-09-29,14992834000
2020-09-30,15060692295
2020-10-01,14840999988
2020-10-02,15037153834
2020-10-05,15390230757
2020-10-06,15107769218
2020-10-07,15531461526
2020-10-08,15786461526
2020-10-09,15853153833
2020-10-12,16520076910
2020-10-13,16351384602
2020-10-14,16590692294
2020-10-15,16920230755
2020-10-16,17288999986
2020-10-19,17343923063
2020-10-20,17237999986
2020-10-21,17269384601
2020-10-22,17308615371
2020-10-23,17237999986
2020-10-26,16826076909
2020-10-27,16484769217
2020-10-28,15974769218
2020-10-29,16288615371
2020-10-30,16253307679
2020-11-02,16735846140
2020-11-03,17281153832
2020-11-04,16751538448
2020-11-05,17418461524
2020-11-06,17269384601
2020-11-09,17594999986
2020-11-10,18136384601
2020-11-11,18081461524
2020-11-12,17492999986
2020-11-13,17791153832
2020-11-16,18560076908
2020-11-17,18607153831
2020-11-18,18410999985
2020-11-19,18289384601
2020-11-20,18363923062
2020-11-23,18579692293
2020-11-24,19270153831
2020-11-25,18971999985
2020-11-27,18830769216
2020-11-30,18383538447
2020-12-01,18520846139
2020-12-02,18524769216
2020-12-03,17920615370
2020-12-04,18155999985
2020-12-07,18081461524
2020-12-08,18238384601
2020-12-09,18403153831
2020-12-10,18069692293
2020-12-11,18065769216
2020-12-14,17834307678
2020-12-15,18257999985
2020-12-16,18320769216
2020-12-17,18481615370
2020-12-18,18567923062
2020-12-21,18383538447
2020-12-22,18352153831
2020-12-23,18407076908
2020-12-24,18485538447
2020-12-28,18348230754
2020-12-29,18191307678
2020-12-30,18442384600
2020-12-31,18493024000
2021-01-04,18037376000
2021-01-05,18500880000
2021-01-06,19655712000
2021-01-07,19368968000
2021-01-08,19149000000
2021-01-11,19380752000
2021-01-12,19577152000
2021-01-13,18897608000
2021-01-14,18591224000
2021-01-15,18693352000
2021-01-19,18740488000
2021-01-20,18968312000
2021-01-21,19215776000
2021-01-22,19203992000
2021-01-25,19278624000
2021-01-26,19211848000
2021-01-27,18756200000
2021-01-28,18654072000
2021-01-29,18712992000
2021-02-01,18520520000
2021-02-02,18720848000
2021-02-03,18830832000
2021-02-04,17389256000
2021-02-05,17495312000
2021-02-08,17793840000
2021-02-09,17892040000
2021-02-10,18002024000
2021-02-11,17919536000
2021-02-12,18292696000
2021-02-16,18296624000
2021-02-17,18041304000
2021-02-18,17793840000
2021-02-19,18206280000
2021-02-22,18375184000
2021-02-23,18661928000
2021-02-24,18897608000
2021-02-25,18752272000
2021-02-26,18469456000
2021-03-01,19255056000
2021-03-02,19443600000
2021-03-03,19797120000
2021-03-04,19361112000
2021-03-05,20142784000
2021-03-08,20720200000
2021-03-09,20378464000
2021-03-10,20315616000
2021-03-11,20052440000
2021-03-12,20095648000
2021-03-15,19883536000
2021-03-16,19734272000
2021-03-17,20146712000
2021-03-18,20056368000
2021-03-19,19930672000
2021-03-22,19577152000
2021-03-23,19172568000
2021-03-24,19416104000
2021-03-25,20213488000
2021-03-26,20500232000
2021-03-29,20284192000
2021-03-30,20457024000
2021-03-31,20044800000
2021-04-01,20127015000
2021-04-05,20279700000
2021-04-06,20463705000
2021-04-07,20369745000
2021-04-08,20248380000
2021-04-09,20369745000
2021-04-12,20737755000
2021-04-13,20495025000
2021-04-14,20632050000
2021-04-15,21007890000
2021-04-16,21270195000
2021-04-19,21199725000
2021-04-20,20913930000
2021-04-21,21097935000
2021-04-22,20718180000
2021-04-23,21050955000
2021-04-26,21101850000
2021-04-27,21164490000
2021-04-28,21375900000
2021-04-29,21540330000
2021-04-30,21501180000
2021-05-03,21849615000
2021-05-04,22385970000
2021-05-05,22511250000
2021-05-06,22891005000
2021-05-07,22851855000
2021-05-10,23016285000
2021-05-11,23239440000
2021-05-12,22593465000
2021-05-13,23176800000
2021-05-14,23227695000
2021-05-17,23764050000
2021-05-18,23513490000
2021-05-19,23321655000
2021-05-20,23309910000
2021-05-21,23552640000
2021-05-24,23873670000
2021-05-25,23572215000
2021-05-26,23486085000
2021-05-27,23650515000
2021-05-28,23392125000
2021-06-01,23666175000
2021-06-02,23443020000
2021-06-03,23799285000
2021-06-04,23967630000
2021-06-07,23627025000
2021-06-08,23783625000
2021-06-09,23458680000
2021-06-10,23294250000
2021-06-11,23595705000
2021-06-14,23098500000
2021-06-15,23427360000
2021-06-16,23071095000
2021-06-17,22331160000
2021-06-18,21959235000
2021-06-21,22628700000
2021-06-22,22636530000
2021-06-23,22538655000
2021-06-24,22534740000
2021-06-25,22495590000
2021-06-28,22507335000
2021-06-29,22499505000
2021-06-30,22573728000
2021-07-01,22635936000
2021-07-02,22577616000
2021-07-06,22231584000
2021-07-07,22612608000
2021-07-08,22581504000
2021-07-09,22915872000
2021-07-12,22911984000
2021-07-13,22620384000
2021-07-14,22624272000
2021-07-15,22048848000
2021-07-16,21768912000
2021-07-19,21271248000
2021-07-20,21446208000
2021-07-21,21527856000
2021-07-22,21302352000
2021-07-23,21384000000
2021-07-26,21516192000
2021-07-27,21628944000
2021-07-28,21539520000
2021-07-29,21368448000
2021-07-30,21267360000
2021-08-02,21174048000
2021-08-03,21617280000
2021-08-04,21251808000
2021-08-05,21142944000
2021-08-06,21314016000
2021-08-09,21586176000
2021-08-10,21951648000
2021-08-11,22114944000
2021-08-12,22060512000
2021-08-13,21803904000
2021-08-16,21901104000
2021-08-17,21698928000
2021-08-18,21558960000
2021-08-19,21415104000
2021-08-20,21632832000
2021-08-23,21523968000
2021-08-24,21691152000
2021-08-25,21897216000
2021-08-26,21749472000
2021-08-27,22138272000
2021-08-30,21858336000
2021-08-31,22122720000
2021-09-01,22033296000
2021-09-02,22200480000
2021-09-03,22060512000
2021-09-07,21613392000
2021-09-08,21527856000
2021-09-09,21566736000
2021-09-10,21485088000
2021-09-13,21574512000
2021-09-14,21263472000
2021-09-15,21333456000
2021-09-16,21302352000
2021-09-17,20839680000
2021-09-20,20575296000
2021-09-21,20330352000
2021-09-22,20664720000
2021-09-23,21022416000
2021-09-24,20975760000
2021-09-27,21107952000
2021-09-28,20995200000
2021-09-29,21045744000
2021-09-30,20234464278
2021-10-01,20352928563
2021-10-04,20570749992
2021-10-05,20765642849
2021-10-06,20647178563
2021-10-07,20735071420
2021-10-08,20784749992
2021-10-11,21304464277
2021-10-12,21300642849
2021-10-13,21124857134
2021-10-14,21327392849
2021-10-15,20360571420
2021-10-18,20203892849
2021-10-19,19894357135
2021-10-20,20456107135
2021-10-21,20314714278
2021-10-22,20265035706
2021-10-25,20245928563
2021-10-26,20268857135
2021-10-27,19175928564
2021-10-28,18988678564
2021-10-29,18981035707
2021-11-01,18763214278
2021-11-02,18705892850
2021-11-03,19072749992
2021-11-04,18629464278
2021-11-05,18675321421
2021-11-08,18854928564
2021-11-09,18831999992
2021-11-10,18992499992
2021-11-11,19164464278
2021-11-12,18831999992
2021-11-15,18896964278
2021-11-16,18828178564
2021-11-17,18698249993
2021-11-18,18560678564
2021-11-19,18182357136
2021-11-22,18510999993
2021-11-23,18461321421
2021-11-24,18170892850
2021-11-26,18163249993
2021-11-29,18044785707
2021-11-30,17395142850
2021-12-01,17246107136
2021-12-02,17532714279
2021-12-03,17750535707
2021-12-06,17979821421
2021-12-07,17826964279
2021-12-08,17731428564
2021-12-09,17643535707
2021-12-10,17536535707
2021-12-13,17517428564
2021-12-14,17402785707
2021-12-15,17654999993
2021-12-16,17964535707
2021-12-17,17517428564
2021-12-20,17032107136
2021-12-21,17318714279
2021-12-22,17299607136
2021-12-23,17517428564
2021-12-27,17704678564
2021-12-28,17834607136
2021-12-29,17853714279
2021-12-30,17838428564
2021-12-31,17626896000
2022-01-03,17555608000
2022-01-04,18185944000
2022-01-05,18268488000
2022-01-06,18137168000
2022-01-07,18336024000
2022-01-10,18223464000
2022-01-11,18204704000
2022-01-12,18193448000
2022-01-13,18497360000
2022-01-14,18572400000
2022-01-18,18501112000
2022-01-19,18516120000
2022-01-20,18073384000
2022-01-21,17743208000
2022-01-24,18095896000
2022-01-25,17912048000
2022-01-26,17750712000
2022-01-27,17405528000
2022-01-28,17701936000
2022-01-31,18103400000
2022-02-01,18028360000
2022-02-02,17900792000
2022-02-03,17844512000
2022-02-04,17555608000
2022-02-07,17506832000
2022-02-08,17686928000
2022-02-09,17694432000
2022-02-10,17488072000
2022-02-11,17469312000
2022-02-14,17345496000
2022-02-15,17533096000
2022-02-16,17473064000
2022-02-17,17304224000
2022-02-18,17536848000
2022-02-22,17600632000
2022-02-23,16925272000
2022-02-24,16580088000
2022-02-25,17041584000
2022-02-28,16332456000
2022-03-01,15484504000
2022-03-02,15762152000
2022-03-03,15844695999
2022-03-04,15837192000
2022-03-07,15375695999
2022-03-08,15612072000
2022-03-09,15822184000
2022-03-10,15773408000
2022-03-11,15919736000
2022-03-14,15961008000
2022-03-15,16204888000
2022-03-16,16568831999
2022-03-17,16872744000
2022-03-18,16887752000
2022-03-21,16793952000
2022-03-22,16917768000
2022-03-23,16745176000
2022-03-24,16974048000
2022-03-25,17379264000
2022-03-28,17304224000
2022-03-29,17518088000
2022-03-30,17405528000
2022-03-31,16965935238
2022-04-01,17021079123
2022-04-04,16874028764
2022-04-05,16829913656
2022-04-06,16796827325
2022-04-07,16682863296
2022-04-08,17168129483
2022-04-11,17157100706
2022-04-12,17146071929
2022-04-13,17296798547
2022-04-14,17436496389
2022-04-18,17447525166
2022-04-19,17884999986
2022-04-20,18164395669
2022-04-21,18267330921
2022-04-22,17543107900
2022-04-25,17458553943
2022-04-26,17285769770
2022-04-27,17410762576
2022-04-28,17454877684
2022-04-29,17013726605
2022-05-02,17112985598
2022-05-03,17212244591
2022-05-04,17826179842
2022-05-05,17686482000
2022-05-06,17704863295
2022-05-09,17576194231
2022-05-10,17590899267
2022-05-11,17524726605
2022-05-12,17491640274
2022-05-13,17568841713
2022-05-16,17605604303
2022-05-17,18079841712
2022-05-18,17767359698
2022-05-19,17579870490
2022-05-20,17454877684
2022-05-23,17697510777
2022-05-24,17348266173
2022-05-25,17605604303
2022-05-26,17896028763
2022-05-27,18127633079
2022-05-31,17811474806
2022-06-01,17443848907
2022-06-02,17462230202
2022-06-03,17311503583
2022-06-06,17373999986
2022-06-07,17620309339
2022-06-08,17381352504
2022-06-09,17013726605
2022-06-10,16543165455
2022-06-13,15859381282
2022-06-14,16035841714
2022-06-15,16193920850
2022-06-16,15701302146
2022-06-17,15568956822
2022-06-21,15396172650
2022-06-22,15160892074
2022-06-23,15116776966
2022-06-24,15749093513
2022-06-27,15738064736
2022-06-28,15565280563
2022-06-29,15602043153
2022-06-30,14955011278
2022-07-01,15008639098
2022-07-05,14876357143
2022-07-06,14969312030
2022-07-07,15394759398
2022-07-08,15269627819
2022-07-11,15098018797
2022-07-12,15291078947
2022-07-13,15065842105
2022-07-14,14937135338
2022-07-15,14987187970
2022-07-18,14808428571
2022-07-19,15233875940
2022-07-20,15351857143
2022-07-21,15469838346
2022-07-22,15441236842
2022-07-25,15537766917
2022-07-26,14937135338
2022-07-27,15237451128
2022-07-28,15380458646
2022-07-29,15291078947
2022-08-01,15308954887
2022-08-02,15137345864
2022-08-03,15233875940
2022-08-04,14969312030
2022-08-05,14940710526
2022-08-08,15187398496
2022-08-09,15198124060
2022-08-10,15519890977
2022-08-11,15659323308
2022-08-12,15913161654
2022-08-15,15906011278
2022-08-16,16081195489
2022-08-17,15873834586
2022-08-18,15780879699
2022-08-19,15584244361
2022-08-22,15194548872
2022-08-23,15294654135
2022-08-24,15233875940
2022-08-25,15684349624
2022-08-26,15237451128
2022-08-29,15069417293
2022-08-30,15051541353
2022-08-31,14879932331
2022-09-01,14769101504
2022-09-02,14633244361
2022-09-06,14418733083
2022-09-07,14679721804
2022-09-08,14862056391
2022-09-09,14915684210
2022-09-12,15076567669
2022-09-13,14475936090
2022-09-14,14186345864
2022-09-15,14186345864
2022-09-16,12595387218
2022-09-19,13056586466
2022-09-20,12452379699
2022-09-21,12248593985
2022-09-22,12087710526
2022-09-23,11833872180
2022-09-26,11358372180
2022-09-27,11404849624
2022-09-28,11694439849
2022-09-29,11472778195
2022-09-30,11104510000
2022-10-03,11398762000
2022-10-04,11647475000
2022-10-05,11514361000
2022-10-06,11279660000
2022-10-07,11055468000
2022-10-10,11058971000
2022-10-11,11062474000
2022-10-12,11034450000
2022-10-13,11482834000
2022-10-14,11426786000
2022-10-17,11640468999
2022-10-18,11749062000
2022-10-19,11405768000
2022-10-20,11178073000
2022-10-21,11587924000
2022-10-24,11549391000
2022-10-25,11714032000
2022-10-26,11636966000
2022-10-27,11556397000
2022-10-28,11847146000
2022-10-31,11773583000
2022-11-01,11745559000
2022-11-02,11461816000
2022-11-03,11451307000
2022-11-04,11794601000
2022-11-07,11766577000
2022-11-08,11742056000
2022-11-09,11636966000
2022-11-10,12309542000
2022-11-11,12831489000
2022-11-14,12684363000
2022-11-15,12789453000
2022-11-16,12533734000
2022-11-17,12519722000
2022-11-18,12530231000
2022-11-21,12677357000
2022-11-22,12859513000
2022-11-23,12894543000
2022-11-25,12863016000
2022-11-28,12533734000
2022-11-29,12726399000
2022-11-30,13003136000
2022-12-01,13097717000
2022-12-02,12996130000
2022-12-05,12792956000
2022-12-06,12757926000
2022-12-07,12663345000
2022-12-08,12670351000
2022-12-09,12638824000
2022-12-12,12891039999
2022-12-13,13038166000
2022-12-14,12996130000
2022-12-15,12799962000
2022-12-16,12474183000
2022-12-19,12232476000
2022-12-20,12148404000
2022-12-21,12141397999
2022-12-22,12060829000
2022-12-23,12165918999
2022-12-27,12228972999
2022-12-28,12036308000
2022-12-29,12179931000
2022-12-30,12130889000
2023-01-03,12368712999
2023-01-04,12864719000
2023-01-05,12644660000
2023-01-06,12798352000
2023-01-09,12927593000
2023-01-10,13140666000
2023-01-11,13137173000
2023-01-12,13210526000
2023-01-13,13360725000
2023-01-17,13112722000
2023-01-18,12892662999
2023-01-19,12794859000
2023-01-20,13109229000
2023-01-23,13088271000
2023-01-24,12836775000
2023-01-25,12686576000
2023-01-26,13004438999
2023-01-27,13311823000
2023-01-30,13200047000
2023-01-31,14607726000
2023-02-01,14268905000
2023-02-02,14506429000
2023-02-03,14447048000
2023-02-06,14160622000
2023-02-07,14069804000
2023-02-08,13776392000
2023-02-09,13402641000
2023-02-10,13493459000
2023-02-13,13689067000
2023-02-14,13675095000
2023-02-15,13720504000
2023-02-16,13496952000
2023-02-17,13367711000
2023-02-21,12613223000
2023-02-22,12672604000
2023-02-23,12766914999
2023-02-24,12745957000
2023-02-27,12777394000
2023-02-28,12711027000
2023-03-01,12815817000
2023-03-02,13105736000
2023-03-03,13193061000
