,PCG
2013-11-26,18233250000
2013-11-27,18237780000
2013-11-29,18287610000
2013-12-02,18328380000
2013-12-03,18482400000
2013-12-04,18441630000
2013-12-05,18283080000
2013-12-06,18622830000
2013-12-09,18645480000
2013-12-10,18264960000
2013-12-11,18237780000
2013-12-12,18210600000
2013-12-13,18310260000
2013-12-16,18563940000
2013-12-17,18409920000
2013-12-18,18550350000
2013-12-19,18219660000
2013-12-20,18373680000
2013-12-23,18563940000
2013-12-24,18586590000
2013-12-26,18373680000
2013-12-27,18246840000
2013-12-30,18242310000
2013-12-31,18488520000
2014-01-02,18203940000
2014-01-03,18176400000
2014-01-06,18217710000
2014-01-07,18364590000
2014-01-08,18268200000
2014-01-09,18392130000
2014-01-10,18603270000
2014-01-13,18493110000
2014-01-14,18497700000
2014-01-15,18594090000
2014-01-16,18658350000
2014-01-17,18667530000
2014-01-21,18942930000
2014-01-22,18883260000
2014-01-23,18952110000
2014-01-24,18736380000
2014-01-27,18782280000
2014-01-28,18823590000
2014-01-29,18786870000
2014-01-30,19259640000
2014-01-31,19346850000
2014-02-03,19057680000
2014-02-04,18947520000
2014-02-05,18869490000
2014-02-06,18979650000
2014-02-07,19199970000
2014-02-10,19369800000
2014-02-11,19479960000
2014-02-12,19805850000
2014-02-13,20154690000
2014-02-14,20168460000
2014-02-18,19966500000
2014-02-19,19842570000
2014-02-20,20039940000
2014-02-21,20168460000
2014-02-24,20205180000
2014-02-25,20099610000
2014-02-26,19961910000
2014-02-27,19916010000
2014-02-28,20223540000
2014-03-03,20026170000
2014-03-04,20154690000
2014-03-05,19837980000
2014-03-06,19622250000
2014-03-07,19622250000
2014-03-10,19599300000
2014-03-11,19741590000
2014-03-12,20003220000
2014-03-13,20214360000
2014-03-14,20356650000
2014-03-17,20480580000
2014-03-18,20430090000
2014-03-19,20333700000
2014-03-20,20338290000
2014-03-21,20365830000
2014-03-24,20531070000
2014-03-25,20521890000
2014-03-26,20324520000
2014-03-27,20030760000
2014-03-28,19227510000
2014-03-31,20174400000
2014-04-01,19786790000
2014-04-02,20244450000
2014-04-03,20454600000
2014-04-04,20767490000
2014-04-07,20566680000
2014-04-08,20832870000
2014-04-09,20730130000
2014-04-10,20748810000
2014-04-11,20851550000
2014-04-14,20865560000
2014-04-15,21141090000
2014-04-16,21304540000
2014-04-17,20954290000
2014-04-21,20912260000
2014-04-22,20870230000
2014-04-23,20818860000
2014-04-24,20968300000
2014-04-25,21248500000
2014-04-28,21402610000
2014-04-29,21178450000
2014-04-30,21285860000
2014-05-01,21365250000
2014-05-02,20795510000
2014-05-05,20949620000
2014-05-06,20692770000
2014-05-07,20879570000
2014-05-08,20823530000
2014-05-09,20356530000
2014-05-12,20090340000
2014-05-13,20174400000
2014-05-14,20445260000
2014-05-15,20375210000
2014-05-16,20379880000
2014-05-19,20323840000
2014-05-20,20375210000
2014-05-21,20683430000
2014-05-22,20832870000
2014-05-23,20884240000
2014-05-27,20912260000
2014-05-28,21155100000
2014-05-29,21332560000
2014-05-30,21421290000
2014-06-02,21421290000
2014-06-03,21313880000
2014-06-04,21425960000
2014-06-05,21715500000
2014-06-06,21799560000
2014-06-09,21547380000
2014-06-10,21561390000
2014-06-11,21612760000
2014-06-12,21631440000
2014-06-13,21738850000
2014-06-16,21892960000
2014-06-17,21892960000
2014-06-18,22275900000
2014-06-19,22523410000
2014-06-20,22504730000
2014-06-23,22238540000
2014-06-24,22289910000
2014-06-25,22182500000
2014-06-26,22042400000
2014-06-27,22196510000
2014-06-30,22665440000
2014-07-01,22292560000
2014-07-02,22009360000
2014-07-03,21726160000
2014-07-07,21943280000
2014-07-08,22099040000
2014-07-09,22117920000
2014-07-10,22278400000
2014-07-11,22240640000
2014-07-14,22150960000
2014-07-15,22320880000
2014-07-16,22424720000
2014-07-17,22122640000
2014-07-18,22311440000
2014-07-21,22245360000
2014-07-22,22259520000
2014-07-23,22250080000
2014-07-24,22358640000
2014-07-25,22231200000
2014-07-28,22358640000
2014-07-29,21995200000
2014-07-30,21570400000
2014-07-31,21084240000
2014-08-01,21192800000
2014-08-04,20994560000
2014-08-05,20640560000
2014-08-06,20296000000
2014-08-07,20428160000
2014-08-08,20824640000
2014-08-11,20734960000
2014-08-12,20730240000
2014-08-13,20801040000
2014-08-14,21013440000
2014-08-15,21334400000
2014-08-18,21235280000
2014-08-19,21589280000
2014-08-20,21636480000
2014-08-21,21641200000
2014-08-22,21542080000
2014-08-25,21674240000
2014-08-26,21433520000
2014-08-27,21617600000
2014-08-28,21773360000
2014-08-29,21938560000
2014-09-02,22320880000
2014-09-03,22226480000
2014-09-04,22278400000
2014-09-05,22689040000
2014-09-08,22438880000
2014-09-09,22184000000
2014-09-10,22094320000
2014-09-11,22353920000
2014-09-12,21891360000
2014-09-15,21872480000
2014-09-16,21693120000
2014-09-17,21782800000
2014-09-18,21664800000
2014-09-19,21636480000
2014-09-22,21329680000
2014-09-23,21386320000
2014-09-24,21353280000
2014-09-25,21088960000
2014-09-26,20919040000
2014-09-29,21169200000
2014-09-30,21348960000
2014-10-01,21420060000
2014-10-02,21372660000
2014-10-03,21567000000
2014-10-06,21453240000
2014-10-07,21036120000
2014-10-08,21330000000
2014-10-09,21102480000
2014-10-10,21410580000
2014-10-13,21505380000
2014-10-14,21747120000
2014-10-15,21676020000
2014-10-16,21178320000
2014-10-17,21187800000
2014-10-20,21514860000
2014-10-21,21562260000
2014-10-22,21922500000
2014-10-23,21894060000
2014-10-24,22358580000
2014-10-27,22074180000
2014-10-28,22524480000
2014-10-29,22993740000
2014-10-30,23628900000
2014-10-31,23851680000
2014-11-03,24145560000
2014-11-04,24022320000
2014-11-05,23842200000
2014-11-06,23387160000
2014-11-07,23865900000
2014-11-10,24064980000
2014-11-11,23960700000
2014-11-12,23766360000
2014-11-13,23590980000
2014-11-14,23534100000
2014-11-17,23974920000
2014-11-18,23899080000
2014-11-19,23780580000
2014-11-20,23799540000
2014-11-21,23733180000
2014-11-24,23330280000
2014-11-25,23358720000
2014-11-26,23671560000
2014-11-28,23937000000
2014-12-01,23993880000
2014-12-02,24425220000
2014-12-03,24174000000
2014-12-04,24216660000
2014-12-05,24150300000
2014-12-08,24610080000
2014-12-09,24572160000
2014-12-10,24576900000
2014-12-11,25088820000
2014-12-12,24681180000
2014-12-15,24809160000
2014-12-16,24619560000
2014-12-17,24994020000
2014-12-18,25335300000
2014-12-19,25150440000
2014-12-22,25226280000
2014-12-23,25249980000
2014-12-24,25814040000
2014-12-26,26003640000
2014-12-29,26060520000
2014-12-30,25728720000
2014-12-31,25395480000
2015-01-02,25443180000
2015-01-05,25872480000
2015-01-06,25834320000
2015-01-07,26039430000
2015-01-08,26368560000
2015-01-09,26630910000
2015-01-12,26440110000
2015-01-13,26955270000
2015-01-14,27499050000
2015-01-15,27479970000
2015-01-16,27742320000
2015-01-20,27809100000
2015-01-21,27890190000
2015-01-22,27761400000
2015-01-23,28080990000
2015-01-26,28333800000
2015-01-27,28338570000
2015-01-28,28281330000
2015-01-29,28691550000
2015-01-30,28052370000
2015-02-02,27966510000
2015-02-03,28071450000
2015-02-04,27623070000
2015-02-05,27694620000
2015-02-06,26740620000
2015-02-09,26602290000
2015-02-10,27098370000
2015-02-11,26330400000
2015-02-12,26330400000
2015-02-13,25786620000
2015-02-17,25944030000
2015-02-18,26497350000
2015-02-19,26258850000
2015-02-20,26225460000
2015-02-23,26359020000
2015-02-24,26306550000
2015-02-25,25810470000
2015-02-26,25719840000
2015-02-27,25629210000
2015-03-02,25471800000
2015-03-03,25619670000
2015-03-04,25581510000
2015-03-05,25676910000
2015-03-06,24899400000
2015-03-09,24837390000
2015-03-10,24694290000
2015-03-11,24508260000
2015-03-12,24999570000
2015-03-13,24708600000
2015-03-16,25543350000
2015-03-17,25304850000
2015-03-18,25877250000
2015-03-19,25571970000
2015-03-20,25738920000
2015-03-23,25991730000
2015-03-24,25500420000
2015-03-25,25166520000
2015-03-26,24980490000
2015-03-27,24808770000
2015-03-30,25257150000
2015-03-31,25473600000
2015-04-01,25497600000
2015-04-02,25723200000
2015-04-06,26049600000
2015-04-07,25670400000
2015-04-08,25732800000
2015-04-09,25334400000
2015-04-10,25459200000
2015-04-13,25128000000
2015-04-14,25104000000
2015-04-15,24921600000
2015-04-16,24921600000
2015-04-17,25132800000
2015-04-20,25238400000
2015-04-21,24974400000
2015-04-22,24888000000
2015-04-23,25051200000
2015-04-24,25315200000
2015-04-27,24897600000
2015-04-28,25248000000
2015-04-29,25881600000
2015-04-30,25401600000
2015-05-01,25675200000
2015-05-04,25761600000
2015-05-05,25128000000
2015-05-06,24926400000
2015-05-07,24849600000
2015-05-08,25152000000
2015-05-11,24988800000
2015-05-12,24806400000
2015-05-13,24451200000
2015-05-14,24686400000
2015-05-15,24964800000
2015-05-18,25209600000
2015-05-19,25444800000
2015-05-20,25368000000
2015-05-21,25512000000
2015-05-22,25300800000
2015-05-26,25286400000
2015-05-27,25564800000
2015-05-28,25612800000
2015-05-29,25665600000
2015-06-01,25756800000
2015-06-02,25392000000
2015-06-03,24945600000
2015-06-04,24888000000
2015-06-05,24652800000
2015-06-08,24379200000
2015-06-09,24158400000
2015-06-10,24206400000
2015-06-11,24297600000
2015-06-12,24115200000
2015-06-15,23908800000
2015-06-16,24052800000
2015-06-17,24384000000
2015-06-18,24811200000
2015-06-19,24518400000
2015-06-22,24552000000
2015-06-23,24211200000
2015-06-24,23928000000
2015-06-25,23808000000
2015-06-26,23856000000
2015-06-29,23678400000
2015-06-30,23862600000
2015-07-01,23998680000
2015-07-02,24197940000
2015-07-06,24314580000
2015-07-07,24980400000
2015-07-08,24994980000
2015-07-09,24640200000
2015-07-10,24844320000
2015-07-13,24892920000
2015-07-14,24786000000
2015-07-15,24990120000
2015-07-16,25403220000
2015-07-17,24946380000
2015-07-20,24878340000
2015-07-21,24591600000
2015-07-22,24941520000
2015-07-23,24460380000
2015-07-24,24470100000
2015-07-27,25189380000
2015-07-28,25408080000
2015-07-29,25437240000
2015-07-30,25359480000
2015-07-31,25519860000
2015-08-03,25583040000
2015-08-04,25267140000
2015-08-05,25189380000
2015-08-06,25349760000
2015-08-07,25704540000
2015-08-10,25388640000
2015-08-11,25578180000
2015-08-12,25845480000
2015-08-13,25932960000
2015-08-14,26282880000
2015-08-17,26375220000
2015-08-18,26443260000
2015-08-19,26307180000
2015-08-20,26185680000
2015-08-21,25796880000
2015-08-24,24499260000
2015-08-25,23794560000
2015-08-26,24022980000
2015-08-27,24465240000
2015-08-28,24504120000
2015-08-31,24095880000
2015-09-01,23269680000
2015-09-02,23293980000
2015-09-03,23473800000
2015-09-04,23133600000
2015-09-08,23707080000
2015-09-09,23284260000
2015-09-10,23182200000
2015-09-11,23541840000
2015-09-14,23566140000
2015-09-15,23716800000
2015-09-16,23950080000
2015-09-17,24343740000
2015-09-18,24557580000
2015-09-21,24873480000
2015-09-22,25004700000
2015-09-23,25272000000
2015-09-24,25485840000
2015-09-25,25719120000
2015-09-28,25276860000
2015-09-29,25276860000
2015-09-30,26030400000
2015-10-01,25921940000
2015-10-02,26129000000
2015-10-05,26355780000
2015-10-06,26183230000
2015-10-07,25995890000
2015-10-08,26173370000
2015-10-09,25882500000
2015-10-12,26129000000
2015-10-13,26000820000
2015-10-14,26015610000
2015-10-15,26646650000
2015-10-16,26636790000
2015-10-19,26764970000
2015-10-20,26784690000
2015-10-21,26705810000
2015-10-22,26868500000
2015-10-23,26439590000
2015-10-26,26518470000
2015-10-27,26656510000
2015-10-28,26104350000
2015-10-29,25808550000
2015-10-30,26326200000
2015-11-02,26400150000
2015-11-03,26439590000
2015-11-04,26700880000
2015-11-05,26483960000
2015-11-06,25601490000
2015-11-09,25882500000
2015-11-10,26311410000
2015-11-11,26459310000
2015-11-12,26025470000
2015-11-13,25764180000
2015-11-16,26345920000
2015-11-17,25709950000
2015-11-18,25966310000
2015-11-19,26222670000
2015-11-20,26414940000
2015-11-23,25995890000
2015-11-24,25907150000
2015-11-25,25813480000
2015-11-27,26015610000
2015-11-30,25995890000
2015-12-01,26094490000
2015-12-02,25744460000
2015-12-03,25542330000
2015-12-04,26188160000
2015-12-07,26198020000
2015-12-08,25990960000
2015-12-09,25917010000
2015-12-10,25463450000
2015-12-11,25493030000
2015-12-14,25774040000
2015-12-15,25981100000
2015-12-16,26735390000
2015-12-17,26548050000
2015-12-18,26183230000
2015-12-21,26158580000
2015-12-22,26232530000
2015-12-23,26661440000
2015-12-24,26592420000
2015-12-28,26612140000
2015-12-29,26528330000
2015-12-30,26582560000
2015-12-31,26222670000
2016-01-04,26099420000
2016-01-05,26138860000
2016-01-06,25990960000
2016-01-07,25862780000
2016-01-08,25665580000
2016-01-11,25749390000
2016-01-12,25912080000
2016-01-13,25778970000
2016-01-14,26331130000
2016-01-15,25867710000
2016-01-19,26119140000
2016-01-20,25285970000
2016-01-21,25379640000
2016-01-22,25813480000
2016-01-25,25443730000
2016-01-26,25705020000
2016-01-27,25995890000
2016-01-28,26503680000
2016-01-29,27070630000
2016-02-01,27341780000
2016-02-02,27938310000
2016-02-03,28327780000
2016-02-04,27770690000
2016-02-05,27726320000
2016-02-08,27755900000
2016-02-09,27568560000
2016-02-10,27691810000
2016-02-11,27193880000
2016-02-12,27218530000
2016-02-16,27484750000
2016-02-17,27514330000
2016-02-18,27608000000
2016-02-19,27553770000
2016-02-22,27844640000
2016-02-23,28209460000
2016-02-24,28327780000
2016-02-25,28761620000
2016-02-26,27819990000
2016-02-29,27967890000
2016-03-01,27711530000
2016-03-02,27721390000
2016-03-03,27750970000
2016-03-04,27854500000
2016-03-07,27839710000
2016-03-08,28071420000
2016-03-09,28239040000
2016-03-10,28120720000
2016-03-11,28258760000
2016-03-14,28367220000
2016-03-15,28337640000
2016-03-16,28623580000
2016-03-17,29087000000
2016-03-18,28958820000
2016-03-21,28879940000
2016-03-22,28875010000
2016-03-23,29067280000
2016-03-24,29013050000
2016-03-28,28850360000
2016-03-29,29180670000
2016-03-30,29303920000
2016-03-31,29680840000
2016-04-01,29735510000
2016-04-04,29581440000
2016-04-05,28940310000
2016-04-06,29158990000
2016-04-07,29198750000
2016-04-08,29472100000
2016-04-11,29273300000
2016-04-12,29427370000
2016-04-13,29238510000
2016-04-14,29248450000
2016-04-15,29462160000
2016-04-18,29596350000
2016-04-19,29611260000
2016-04-20,29024800000
2016-04-21,28140140000
2016-04-22,28324030000
2016-04-25,28378700000
2016-04-26,28329000000
2016-04-27,28706720000
2016-04-28,28706720000
2016-04-29,28925400000
2016-05-02,29158990000
2016-05-03,29327970000
2016-05-04,29392580000
2016-05-05,29397550000
2016-05-06,29323000000
2016-05-09,29382640000
2016-05-10,29447250000
2016-05-11,29392580000
2016-05-12,29442280000
2016-05-13,29407490000
2016-05-16,29372700000
2016-05-17,28652050000
2016-05-18,28333970000
2016-05-19,28597380000
2016-05-20,28642110000
2016-05-23,28632170000
2016-05-24,29094380000
2016-05-25,29049650000
2016-05-26,29516830000
2016-05-27,29581440000
2016-05-31,29859760000
2016-06-01,29974070000
2016-06-02,30118200000
2016-06-03,30590350000
2016-06-06,30466100000
2016-06-07,30635080000
2016-06-08,30818970000
2016-06-09,31301060000
2016-06-10,31320940000
2016-06-13,31112200000
2016-06-14,31301060000
2016-06-15,30987950000
2016-06-16,31286150000
2016-06-17,31320940000
2016-06-20,31097290000
2016-06-21,31127110000
2016-06-22,30888550000
2016-06-23,30878610000
2016-06-24,31142020000
2016-06-27,31395490000
2016-06-28,31012800000
2016-06-29,31102260000
2016-06-30,32023920000
2016-07-01,32079030000
2016-07-05,32509890000
2016-07-06,32760390000
2016-07-07,32264400000
2016-07-08,32479830000
2016-07-11,32429730000
2016-07-12,31913700000
2016-07-13,32344560000
2016-07-14,32164200000
2016-07-15,32374620000
2016-07-18,32324519999
2016-07-19,32269410000
2016-07-20,32194260000
2016-07-21,32144160000
2016-07-22,32575019999
2016-07-25,32529930000
2016-07-26,32144160000
2016-07-27,32038950000
2016-07-28,31938750000
2016-07-29,32033940000
2016-08-01,32139150000
2016-08-02,32229330000
2016-08-03,32339550000
2016-08-04,32319510000
2016-08-05,32013900000
2016-08-08,31818510000
2016-08-09,31793460000
2016-08-10,31868610000
2016-08-11,32104080000
2016-08-12,32124120000
2016-08-15,31788450000
2016-08-16,31382640000
2016-08-17,31903680000
2016-08-18,32650170000
2016-08-19,32459790000
2016-08-22,32409690000
2016-08-23,31988850000
2016-08-24,31908690000
2016-08-25,31783440000
2016-08-26,31112100000
2016-08-29,31242360000
2016-08-30,30996870000
2016-08-31,31031940000
2016-09-01,30966810000
2016-09-02,31237350000
2016-09-06,31557990000
2016-09-07,31512900000
2016-09-08,31608090000
2016-09-09,30475830000
2016-09-12,30836550000
2016-09-13,30470820000
2016-09-14,30776430000
2016-09-15,30981840000
2016-09-16,31272420000
2016-09-19,31397670000
2016-09-20,31337550000
2016-09-21,31918710000
2016-09-22,32074019999
2016-09-23,32164200000
2016-09-26,32013900000
2016-09-27,31487850000
2016-09-28,31252380000
2016-09-29,30941760000
2016-09-30,30890850000
2016-10-03,30380800000
2016-10-04,29704100000
2016-10-05,29668750000
2016-10-06,29800050000
2016-10-07,29956600000
2016-10-10,30032350000
2016-10-11,29704100000
2016-10-12,29951550000
2016-10-13,30486850000
2016-10-14,30199000000
2016-10-17,30502000000
2016-10-18,30769650000
2016-10-19,30749450000
2016-10-20,30724200000
2016-10-21,30456550000
2016-10-24,30557550000
2016-10-25,30698950000
2016-10-26,30764600000
2016-10-27,30653500000
2016-10-28,30799950000
2016-10-31,31370600000
2016-11-01,30911050000
2016-11-02,30431300000
2016-11-03,30401000000
2016-11-04,30214150000
2016-11-07,30850450000
2016-11-08,31320100000
2016-11-09,30002050000
2016-11-10,29542500000
2016-11-11,29532400000
2016-11-14,29365750000
2016-11-15,29845500000
2016-11-16,29648550000
2016-11-17,29628350000
2016-11-18,29481900000
2016-11-21,29875800000
2016-11-22,29956600000
2016-11-23,29648550000
2016-11-25,29941450000
2016-11-28,30673700000
2016-11-29,30532300000
2016-11-30,29694000000
2016-12-01,29310200000
2016-12-02,29431400000
2016-12-05,29481900000
2016-12-06,29481900000
2016-12-07,29694000000
2016-12-08,29890950000
2016-12-09,29961650000
2016-12-12,30209100000
2016-12-13,30597950000
2016-12-14,30047500000
2016-12-15,30305050000
2016-12-16,30825200000
2016-12-19,30714100000
2016-12-20,30870650000
2016-12-21,30865600000
2016-12-22,30946400000
2016-12-23,30900950000
2016-12-27,30895900000
2016-12-28,30340400000
2016-12-29,30850450000
2016-12-30,30688850000
2017-01-03,30667960000
2017-01-04,30779720000
2017-01-05,30754320000
2017-01-06,31099760000
2017-01-09,30632400000
2017-01-10,30515560000
2017-01-11,30927040000
2017-01-12,30789880000
2017-01-13,30774640000
2017-01-17,31384240000
2017-01-18,31221680000
2017-01-19,31038800000
2017-01-20,31170880000
2017-01-23,30982920000
2017-01-24,30932120000
2017-01-25,30906720000
2017-01-26,30866080000
2017-01-27,30794960000
2017-01-30,30774640000
2017-01-31,31440120000
2017-02-01,30932120000
2017-02-02,31470600000
2017-02-03,31287720000
2017-02-06,31308040000
2017-02-07,31409640000
2017-02-08,32090360000
2017-02-09,31948120000
2017-02-10,32181800000
2017-02-13,32354520000
2017-02-14,32166560000
2017-02-15,31973520000
2017-02-16,32202120000
2017-02-17,32471360000
2017-02-21,32837120000
2017-02-22,32898080000
2017-02-23,33228280000
2017-02-24,33695640000
2017-02-27,33588960000
2017-02-28,33909000000
2017-03-01,33451799999
2017-03-02,33619440000
2017-03-03,33563559999
2017-03-06,33406080000
2017-03-07,33660080000
2017-03-08,33101280000
2017-03-09,33086039999
2017-03-10,33340039999
2017-03-13,33401000000
2017-03-14,33360360000
2017-03-15,33969960000
2017-03-16,33538159999
2017-03-17,33827720000
2017-03-20,33609280000
2017-03-21,34193480000
2017-03-22,34269679999
2017-03-23,34310320000
2017-03-24,34472880000
2017-03-27,34132520000
2017-03-28,34208720000
2017-03-29,33848039999
2017-03-30,33710880000
2017-03-31,33909960000
2017-04-03,34001940000
2017-04-04,34196120000
2017-04-05,34482280000
2017-04-06,34420960000
2017-04-07,34242110000
2017-04-10,34272769999
2017-04-11,34242110000
2017-04-12,34502720000
2017-04-13,34308540000
2017-04-17,34482280000
2017-04-18,34507830000
2017-04-19,34512940000
2017-04-20,34313650000
2017-04-21,34405630000
2017-04-24,34640690000
2017-04-25,34574260000
2017-04-26,34237000000
2017-04-27,34380080000
2017-04-28,34262550000
2017-05-01,33961059999
2017-05-02,34129690000
2017-05-03,34119469999
2017-05-04,34216559999
2017-05-05,34308540000
2017-05-08,34221670000
2017-05-09,34119469999
2017-05-10,33976389999
2017-05-11,33685120000
2017-05-12,33894630000
2017-05-15,33961059999
2017-05-16,33496050000
2017-05-17,33383630000
2017-05-18,33536929999
2017-05-19,33490940000
2017-05-22,33690230000
2017-05-23,33807760000
2017-05-24,33843530000
2017-05-25,34385190000
2017-05-26,34426070000
2017-05-30,34691790000
2017-05-31,34942180000
2017-06-01,35202790000
2017-06-02,35182350000
2017-06-05,35115920000
2017-06-06,35095480000
2017-06-07,35269220000
2017-06-08,34998390000
2017-06-09,34957510000
2017-06-12,34405630000
2017-06-13,34472060000
2017-06-14,34926850000
2017-06-15,35289660000
2017-06-16,35340760000
2017-06-19,35274330000
2017-06-20,35371420000
2017-06-21,35350980000
2017-06-22,35161910000
2017-06-23,34763330000
2017-06-26,34809320000
2017-06-27,34257440000
2017-06-28,33777099999
2017-06-29,33777099999
2017-06-30,34047810000
2017-07-03,33663060000
2017-07-05,33570720000
2017-07-06,33452729999
2017-07-07,33509159999
2017-07-10,33375780000
2017-07-11,33370650000
2017-07-12,33365520000
2017-07-13,33960600000
2017-07-14,34037549999
2017-07-17,34104240000
2017-07-18,34181189999
2017-07-19,34422300000
2017-07-20,34699320000
2017-07-21,35017380000
2017-07-24,34832700000
2017-07-25,34632630000
2017-07-26,34832700000
2017-07-27,34653150000
2017-07-28,34601850000
2017-07-31,34724970000
2017-08-01,34996860000
2017-08-02,35084070000
2017-08-03,35350830000
2017-08-04,35166150000
2017-08-07,35366220000
2017-08-08,35525250000
2017-08-09,35407260000
2017-08-10,35463690000
2017-08-11,35407260000
2017-08-14,35484210000
2017-08-15,35576550000
2017-08-16,35684280000
2017-08-17,35386740000
2017-08-18,35468820000
2017-08-21,35576550000
2017-08-22,35740710000
2017-08-23,35858700000
2017-08-24,35797140000
2017-08-25,35951040000
2017-08-28,36069030000
2017-08-29,36043380000
2017-08-30,35966430000
2017-08-31,36104940000
2017-09-01,35843310000
2017-09-05,35827920000
2017-09-06,35745840000
2017-09-07,36069030000
2017-09-08,36238320000
2017-09-11,36710280000
2017-09-12,35992080000
2017-09-13,35679150000
2017-09-14,35956170000
2017-09-15,36053640000
2017-09-18,35730450000
2017-09-19,35540640000
2017-09-20,35422650000
2017-09-21,35489340000
2017-09-22,35345700000
2017-09-25,35545770000
2017-09-26,35417520000
2017-09-27,34868610000
2017-09-28,34909650000
2017-09-29,34930170000
2017-10-02,35086950000
2017-10-03,35179650000
2017-10-04,35638000000
2017-10-05,35571050000
2017-10-06,35452600000
2017-10-09,35354750000
2017-10-10,35632850000
2017-10-11,35612250000
2017-10-12,33217500000
2017-10-13,29725800000
2017-10-16,27516450000
2017-10-17,29581600000
2017-10-18,29066600000
2017-10-19,29355000000
2017-10-20,29797900000
2017-10-23,29488900000
2017-10-24,29411650000
2017-10-25,29190200000
2017-10-26,29221100000
2017-10-27,29421950000
2017-10-30,29494050000
2017-10-31,29751550000
2017-11-01,29478600000
2017-11-02,29174750000
2017-11-03,29252000000
2017-11-06,29236550000
2017-11-07,28994500000
2017-11-08,28752450000
2017-11-09,28814250000
2017-11-10,29329250000
2017-11-13,29298350000
2017-11-14,29154150000
2017-11-15,28649450000
2017-11-16,28402250000
2017-11-17,27810000000
2017-11-20,27114750000
2017-11-21,27670950000
2017-11-22,27753350000
2017-11-24,27840900000
2017-11-27,27907850000
2017-11-28,28350750000
2017-11-29,28355900000
2017-11-30,27933600000
2017-12-01,27876950000
2017-12-04,27562800000
2017-12-05,27604000000
2017-12-06,27325900000
2017-12-07,27274400000
2017-12-08,27531900000
2017-12-11,27660650000
2017-12-12,27516450000
2017-12-13,27341350000
2017-12-14,27150800000
2017-12-15,27320750000
2017-12-18,27037500000
2017-12-19,26805750000
2017-12-20,26326800000
2017-12-21,22917500000
2017-12-22,22953550000
2017-12-26,22891750000
2017-12-27,23010200000
2017-12-28,23077150000
2017-12-29,23087450000
2018-01-02,22912350000
2018-01-03,22541550000
2018-01-04,22412800000
2018-01-05,22809350000
2018-01-08,23293450000
2018-01-09,23092600000
2018-01-10,22943250000
2018-01-11,22598200000
2018-01-12,22567300000
2018-01-16,22670300000
2018-01-17,22763000000
2018-01-18,22917500000
2018-01-19,22860850000
2018-01-22,22629100000
2018-01-23,22577600000
2018-01-24,22495200000
2018-01-25,22397350000
2018-01-26,22423100000
2018-01-29,22134700000
2018-01-30,21619700000
2018-01-31,21851450000
2018-02-01,21923550000
2018-02-02,21341600000
2018-02-05,20754500000
2018-02-06,20527900000
2018-02-07,20332200000
2018-02-08,19693600000
2018-02-09,19863550000
2018-02-12,20260100000
2018-02-13,20512450000
2018-02-14,20126200000
2018-02-15,20579400000
2018-02-16,20806000000
2018-02-20,20605150000
2018-02-21,20491850000
2018-02-22,20646350000
2018-02-23,21187100000
2018-02-26,21145900000
2018-02-27,20718450000
2018-02-28,21161350000
2018-03-01,21248900000
2018-03-02,20970800000
2018-03-05,21604250000
2018-03-06,21846300000
2018-03-07,21176800000
2018-03-08,21490950000
2018-03-09,21645450000
2018-03-12,21846300000
2018-03-13,23226500000
2018-03-14,22747550000
2018-03-15,22747550000
2018-03-16,23216200000
2018-03-19,22907200000
2018-03-20,22376750000
2018-03-21,22124400000
2018-03-22,22726950000
2018-03-23,22186200000
2018-03-26,22078050000
2018-03-27,22629100000
2018-03-28,22268600000
2018-03-29,22623950000
2018-04-02,22322890049
2018-04-03,22503204185
2018-04-04,22389863871
2018-04-05,22683518321
2018-04-06,22652607326
2018-04-09,22889591619
2018-04-10,22745340310
2018-04-11,23080209420
2018-04-12,22992628268
2018-04-13,23358408373
2018-04-16,23487204185
2018-04-17,24110575912
2018-04-18,23930261776
2018-04-19,23956020939
2018-04-20,23559329839
2018-04-23,23476900520
2018-04-24,23852984289
2018-04-25,23873591619
2018-04-26,23847832457
2018-04-27,24022994760
2018-04-30,23749947640
2018-05-01,23837528792
2018-05-02,23631455494
2018-05-03,22858680625
2018-05-04,23121424080
2018-05-07,22987476436
2018-05-08,22034387431
2018-05-09,21941654447
2018-05-10,22348649211
2018-05-11,22317738216
2018-05-14,22271371724
2018-05-15,22127120415
2018-05-16,21936502614
2018-05-17,21751036646
2018-05-18,22039539263
2018-05-21,22261068059
2018-05-22,22477445022
2018-05-23,22590785337
2018-05-24,22580481672
2018-05-25,23008083766
2018-05-29,21812858635
2018-05-30,22199246070
2018-05-31,22322890049
2018-06-01,21776795808
2018-06-04,21637696332
2018-06-05,21627392667
2018-06-06,21199790572
2018-06-07,21467685860
2018-06-08,21354345546
2018-06-11,20483685860
2018-06-12,20241549735
2018-06-13,20287916227
2018-06-14,20550659682
2018-06-15,20710366489
2018-06-18,20499141358
2018-06-19,20550659682
2018-06-20,20607329840
2018-06-21,20880376960
2018-06-22,22111664918
2018-06-25,21787099473
2018-06-26,21957109944
2018-06-27,21879832457
2018-06-28,22003476436
2018-06-29,21926198949
2018-07-02,22613580000
2018-07-03,22732490000
2018-07-05,22841060000
2018-07-06,23280510000
2018-07-09,23311530000
2018-07-10,22603240000
2018-07-11,22567050000
2018-07-12,22572220000
2018-07-13,22370590000
2018-07-16,22251680000
