,EQT
2014-02-07,7768359720
2014-02-10,7781983109
2014-02-11,7889456520
2014-02-12,7851613770
2014-02-13,7881887970
2014-02-14,8049909780
2014-02-18,8260315470
2014-02-19,8242150950
2014-02-20,8243664660
2014-02-21,8308754190
2014-02-24,8388980820
2014-02-25,8345083230
2014-02-26,8248205790
2014-02-27,8337514680
2014-02-28,8429850990
2014-03-03,8301185640
2014-03-04,8404117920
2014-03-05,8273938859
2014-03-06,8255774340
2014-03-07,8295130800
2014-03-10,8390494530
2014-03-11,8296644510
2014-03-12,8304213060
2014-03-13,8320863870
2014-03-14,8435905830
2014-03-17,8488885680
2014-03-18,8596359090
2014-03-19,8500995359
2014-03-20,8522187300
2014-03-21,8513105040
2014-03-24,8446501800
2014-03-25,8164951740
2014-03-26,7853127480
2014-03-27,7981792830
2014-03-28,8121054150
2014-03-31,8012083200
2014-04-01,8150170240
2014-04-02,8368681600
2014-04-03,8521943039
2014-04-04,8526495360
2014-04-07,8377786240
2014-04-08,8496146560
2014-04-09,8661547520
2014-04-10,8468832640
2014-04-11,8429379200
2014-04-14,8435448960
2014-04-15,8499181440
2014-04-16,8556844160
2014-04-17,8652442880
2014-04-21,8723762560
2014-04-22,8676721920
2014-04-23,8722245120
2014-04-24,8936204160
2014-04-25,8694931200
2014-04-28,8814808960
2014-04-29,8957448320
2014-04-30,9004488960
2014-05-01,9025733120
2014-05-02,9074291200
2014-05-05,9012076160
2014-05-06,8942273920
2014-05-07,8983244800
2014-05-08,8779907840
2014-05-09,8678239360
2014-05-12,8685826560
2014-05-13,8632716160
2014-05-14,8640303360
2014-05-15,8518908160
2014-05-16,8473384960
2014-05-19,8515873280
2014-05-20,8518908160
2014-05-21,8608437120
2014-05-22,8508286080
2014-05-23,8443036160
2014-05-27,8594780160
2014-05-28,8619059200
2014-05-29,8673687040
2014-05-30,8829983360
2014-06-02,8694931200
2014-06-03,8773838080
2014-06-04,8796599680
2014-06-05,8804186880
2014-06-06,8789012480
2014-06-09,8652442880
2014-06-10,8479454720
2014-06-11,8497664000
2014-06-12,8644855680
2014-06-13,8745006720
2014-06-16,8793564800
2014-06-17,8869436800
2014-06-18,8931651840
2014-06-19,8960483200
2014-06-20,9048494720
2014-06-23,9009041280
2014-06-24,8893715840
2014-06-25,8831500800
2014-06-26,8924064640
2014-06-27,8842122880
2014-06-30,8820617400
2014-07-01,8810008410
2014-07-02,8796368280
2014-07-03,8756963460
2014-07-07,8650873560
2014-07-08,8690278380
2014-07-09,8726652060
2014-07-10,8475067440
2014-07-11,8408382360
2014-07-14,8497800990
2014-07-15,8470520730
2014-07-16,8537205810
2014-07-17,8188624710
2014-07-18,8299261320
2014-07-21,8200749270
2014-07-22,8162860020
2014-07-23,8244700800
2014-07-24,8596313040
2014-07-25,8264403210
2014-07-28,8181046860
2014-07-29,8114361780
2014-07-30,7952195790
2014-07-31,7741531560
2014-08-01,7821856770
2014-08-04,7929462240
2014-08-05,7843074750
2014-08-06,7829434619
2014-08-07,7717282440
2014-08-08,7852168170
2014-08-11,7758202830
2014-08-12,7677877619
2014-08-13,7761233970
2014-08-14,7747593840
2014-08-15,7808216640
2014-08-18,7833981330
2014-08-19,7826403480
2014-08-20,7830950190
2014-08-21,7835496900
2014-08-22,7843074750
2014-08-25,7985538330
2014-08-26,8097690510
2014-08-27,8059801260
2014-08-28,8085565950
2014-08-29,8173469010
2014-09-02,8050707840
2014-09-03,7961289210
2014-09-04,7912790970
2014-09-05,7958258070
2014-09-08,7850652600
2014-09-09,7912790970
2014-09-10,7887026280
2014-09-11,7909759830
2014-09-12,7790029800
2014-09-15,7865808300
2014-09-16,7893088560
2014-09-17,7984022760
2014-09-18,7821856770
2014-09-19,7712735730
2014-09-22,7577850000
2014-09-23,7556632020
2014-09-24,7541476320
2014-09-25,7508133780
2014-09-26,7600583550
2014-09-29,7661206350
2014-09-30,7555993200
2014-10-01,7419548700
2014-10-02,7437741300
2014-10-03,7458966000
2014-10-06,7372551150
2014-10-07,7228526400
2014-10-08,7304328900
2014-10-09,6958669500
2014-10-10,6772195350
2014-10-13,6421987800
2014-10-14,6467469299
2014-10-15,6784323750
2014-10-16,7039020150
2014-10-17,6885899100
2014-10-20,6858610200
2014-10-21,7037504100
2014-10-22,6841933650
2014-10-23,7234590600
2014-10-24,7337682000
2014-10-27,7152723900
2014-10-28,7483222800
2014-10-29,7434709200
2014-10-30,7354358550
2014-10-31,7762176000
2014-11-03,7583282100
2014-11-04,7672729050
2014-11-05,8009292150
2014-11-06,8233667550
2014-11-07,8142704550
2014-11-10,7906200750
2014-11-11,7948650150
2014-11-12,7780368600
2014-11-13,7559025300
2014-11-14,7675761150
2014-11-17,7681825350
2014-11-18,7724274750
2014-11-19,7919845200
2014-11-20,7944102000
2014-11-21,7842526650
2014-11-24,7803109350
2014-11-25,7716694500
2014-11-26,7631795700
2014-11-28,7508995650
2014-12-01,7551445050
2014-12-02,7366486950
2014-12-03,7433193150
2014-12-04,7189109100
2014-12-05,7192141200
2014-12-08,6646363200
2014-12-09,6582689100
2014-12-10,6397731000
2014-12-11,6465953250
2014-12-12,6523563150
2014-12-15,6435632250
2014-12-16,6406827300
2014-12-17,6596333550
2014-12-18,6810096600
2014-12-19,6652427400
2014-12-22,6409859400
2014-12-23,6472017450
2014-12-24,6391666799
2014-12-26,6261286500
2014-12-29,6332540850
2014-12-30,6221869200
2014-12-31,6266923920
2015-01-02,6417439560
2015-01-05,6073838200
2015-01-06,6003901640
2015-01-07,6013023800
2015-01-08,6253240680
2015-01-09,6297331120
2015-01-12,6008462720
2015-01-13,6011503440
2015-01-14,6061675320
2015-01-15,6003901640
2015-01-16,6257801759
2015-01-20,6130091520
2015-01-21,6353584440
2015-01-22,6279086800
2015-01-23,6213711320
2015-01-26,6245638880
2015-01-27,6219792759
2015-01-28,6098163960
2015-01-29,6102725040
2015-01-30,6162019080
2015-02-02,6254761040
2015-02-03,6362706600
2015-02-04,6166580160
2015-02-05,6406797040
2015-02-06,6534507280
2015-02-09,6616606720
2015-02-10,6779285240
2015-02-11,6770163080
2015-02-12,6683502560
2015-02-13,6719991200
2015-02-17,6753439120
2015-02-18,6713909759
2015-02-19,6753439120
2015-02-20,6715430120
2015-02-23,6634851040
2015-02-24,6767122360
2015-02-25,6905475120
2015-02-26,6602923480
2015-02-27,6605964200
2015-03-02,6677421120
2015-03-03,6806651720
2015-03-04,6692624720
2015-03-05,6668298960
2015-03-06,6583158800
2015-03-09,6374869480
2015-03-10,6306453280
2015-03-11,6418959920
2015-03-12,6312534720
2015-03-13,6309494000
2015-03-16,6402235960
2015-03-17,6409837759
2015-03-18,6540588720
2015-03-19,6491937200
2015-03-20,6532986920
2015-03-23,6516262960
2015-03-24,6593801320
2015-03-25,6712389400
2015-03-26,6616606720
2015-03-27,6627249240
2015-03-30,6846181080
2015-03-31,6878724480
2015-04-01,6872626320
2015-04-02,7023555780
2015-04-06,6990015900
2015-04-07,6990015900
2015-04-08,6921411600
2015-04-09,7064718360
2015-04-10,7026604860
2015-04-13,6909215280
2015-04-14,7022031240
2015-04-15,7297972980
2015-04-16,7240040460
2015-04-17,7252236780
2015-04-20,7188206100
2015-04-21,7174485240
2015-04-22,7246138620
2015-04-23,7265957639
2015-04-24,7186681560
2015-04-27,7145518980
2015-04-28,7259859480
2015-04-29,7419936180
2015-04-30,7465672380
2015-05-01,7468721460
2015-05-04,7444328820
2015-05-05,7397068080
2015-05-06,7355905500
2015-05-07,7311693840
2015-05-08,7540374840
2015-05-11,7459574220
2015-05-12,7631847240
2015-05-13,7465672380
2015-05-14,7537325760
2015-05-15,7525129440
2015-05-18,7432132500
2015-05-19,7316267460
2015-05-20,7307120220
2015-05-21,7349807340
2015-05-22,7339135560
2015-05-26,7218696900
2015-05-27,7270531260
2015-05-28,7108930020
2015-05-29,7061669280
2015-06-01,7050997500
2015-06-02,7060144740
2015-06-03,7060144740
2015-06-04,6970196880
2015-06-05,6976295040
2015-06-08,6976295040
2015-06-09,7143994440
2015-06-10,7119601800
2015-06-11,7072341060
2015-06-12,6999163139
2015-06-15,6986966820
2015-06-16,7025080320
2015-06-17,7041850260
2015-06-18,6851282760
2015-06-19,6791825700
2015-06-22,6820791960
2015-06-23,6983917740
2015-06-24,6967147800
2015-06-25,6893969880
2015-06-26,6805546560
2015-06-29,6746089500
2015-06-30,6756483790
2015-07-01,6661902170
2015-07-02,6657325640
2015-07-06,6486468520
2015-07-07,6518504229
2015-07-08,6408667510
2015-07-09,6440703220
2015-07-10,6358325680
2015-07-13,6448330770
2015-07-14,6530708310
2015-07-15,6340019560
2015-07-16,6372055270
2015-07-17,6248488960
2015-07-20,6051698170
2015-07-21,6105091020
2015-07-22,6010509400
2015-07-23,6335443030
2015-07-24,6169162440
2015-07-27,6291203240
2015-07-28,6452907300
2015-07-29,6459009340
2015-07-30,6430024650
2015-07-31,6382733840
2015-08-03,6224080800
2015-08-04,6204249170
2015-08-05,6182892030
2015-08-06,6297305280
2015-08-07,6169162440
2015-08-10,6369004250
2015-08-11,6321713440
2015-08-12,6535284840
2015-08-13,6507825659
2015-08-14,6498672600
2015-08-17,6516978720
2015-08-18,6448330770
2015-08-19,6263744060
2015-08-20,6163060400
2015-08-21,6167636930
2015-08-24,5891519620
2015-08-25,5911351250
2015-08-26,6173738970
2015-08-27,6391886900
2015-08-28,6454432810
2015-08-31,6463585870
2015-09-01,6266795080
2015-09-02,6262218550
2015-09-03,6234759370
2015-09-04,6076106330
2015-09-08,6214927740
2015-09-09,6054749190
2015-09-10,6063902250
2015-09-11,6028815520
2015-09-14,5978473690
2015-09-15,6073055310
2015-09-16,6190519580
2015-09-17,6199672640
2015-09-18,6124922650
2015-09-21,6129499180
2015-09-22,6051698170
2015-09-23,5989152260
2015-09-24,5889994110
2015-09-25,5815244120
2015-09-28,5578790070
2015-09-29,5403356420
2015-09-30,5381839580
2015-10-01,5378786920
2015-10-02,5679473930
2015-10-05,5911476089
2015-10-06,5993897910
2015-10-07,6080898720
2015-10-08,6235058050
2015-10-09,6190794480
2015-10-12,6181636500
2015-10-13,6120583300
2015-10-14,6199952460
2015-10-15,6357164450
2015-10-16,6352585460
2015-10-19,6245742360
2015-10-20,6300690240
2015-10-21,6172478520
2015-10-22,5677947600
2015-10-23,5771053730
2015-10-26,5584841470
2015-10-27,5319260050
2015-10-28,5320786380
2015-10-29,5529893589
2015-10-30,5490209010
2015-11-02,5508524970
2015-11-03,5439840120
2015-11-04,5543630560
2015-11-05,5609262750
2015-11-06,5587894130
2015-11-09,5543630560
2015-11-10,5543630560
2015-11-11,5287207120
2015-11-12,5178837690
2015-11-13,5177311360
2015-11-16,5276522810
2015-11-17,5062836610
2015-11-18,5041467990
2015-11-19,4949888190
2015-11-20,4887308660
2015-11-23,4902571960
2015-11-24,4946835529
2015-11-25,4835413440
2015-11-27,4771307580
2015-11-30,4754517950
2015-12-01,4765202260
2015-12-02,4524042120
2015-12-03,4462988920
2015-12-04,4539305420
2015-12-07,4411093700
2015-12-08,4353093160
2015-12-09,4301197940
2015-12-10,4348514170
2015-12-11,4172986220
2015-12-14,3994405610
2015-12-15,4014247900
2015-12-16,4006616250
2015-12-17,3968458000
2015-12-18,4064616790
2015-12-21,4118038340
2015-12-22,4046300830
2015-12-23,4311882250
2015-12-24,4316461240
2015-12-28,4324092890
2015-12-29,4403462050
2015-12-30,4272197669
2015-12-31,4447713600
2016-01-04,4535476800
2016-01-05,4488460800
2016-01-06,4226738400
2016-01-07,4425772800
2016-01-08,4646748000
2016-01-11,4483759200
2016-01-12,4356816000
2016-01-13,4364652000
2016-01-14,4439877600
2016-01-15,4479057600
2016-01-19,4546447200
2016-01-20,4731376800
2016-01-21,4748616000
2016-01-22,4952352000
2016-01-25,4801900800
2016-01-26,5226612000
2016-01-27,5116908000
2016-01-28,5115340800
2016-01-29,5267359200
2016-02-01,5109072000
2016-02-02,4958620800
2016-02-03,5196835199
2016-02-04,5099668800
2016-02-05,5101236000
2016-02-08,5099668800
2016-02-09,4861454400
2016-02-10,5015040000
2016-02-11,4873992000
2016-02-12,5043249600
2016-02-16,5146684800
2016-02-17,5323778400
2016-02-18,5198402400
2016-02-19,5024443200
2016-02-22,5138848800
2016-02-23,4736078400
2016-02-24,4877126400
2016-02-25,4794064800
2016-02-26,4844215200
2016-02-29,4756452000
2016-03-01,4933545600
2016-03-02,5030712000
2016-03-03,5091832800
2016-03-04,4806602400
2016-03-07,5243851200
2016-03-08,4946083200
2016-03-09,4939814400
2016-03-10,5118475199
2016-03-11,5223477600
2016-03-14,5179596000
2016-03-15,5339450400
2016-03-16,5522812800
2016-03-17,5508708000
2016-03-18,5609008800
2016-03-21,5403705599
2016-03-22,5438184000
2016-03-23,5380197600
2016-03-24,5508708000
2016-03-28,5574530400
2016-03-29,5671696800
2016-03-30,5659159200
2016-03-31,6108252620
2016-04-01,6061548340
2016-04-04,6004836000
2016-04-05,5851379080
2016-04-06,5853047090
2016-04-07,5914763460
2016-04-08,6101580580
2016-04-11,5931443560
2016-04-12,6266713570
2016-04-13,6191653120
2016-04-14,6089904510
2016-04-15,6028188140
2016-04-18,6136608790
2016-04-19,6248365460
2016-04-20,6213337250
2016-04-21,6074892420
2016-04-22,6218341280
2016-04-25,6216673270
2016-04-26,6295069740
2016-04-27,6578631440
2016-04-28,6361790140
2016-04-29,6366794170
2016-05-02,6285061680
2016-05-03,6178309040
2016-05-04,6193321130
2016-05-05,6316753870
2016-05-06,6315085860
2016-05-09,6328429940
2016-05-10,6463538750
2016-05-11,6378470240
2016-05-12,6415166460
2016-05-13,6360122130
2016-05-16,6343442030
2016-05-17,6535263180
2016-05-18,6383474270
2016-05-19,6295069740
2016-05-20,6306745810
2016-05-23,6281725659
2016-05-24,6378470240
2016-05-25,6493562930
2016-05-26,6640347810
2016-05-27,6643683830
2016-05-31,6652023880
2016-06-01,6652023880
2016-06-02,6702064180
2016-06-03,6693724130
2016-06-06,6727084330
2016-06-07,6832168960
2016-06-08,6817156870
2016-06-09,7075698420
2016-06-10,6857189110
2016-06-13,6807148810
2016-06-14,6783796670
2016-06-15,6790468710
2016-06-16,6793804729
2016-06-17,6993965930
2016-06-20,7075698420
2016-06-21,7145754840
2016-06-22,7124070710
2016-06-23,7152426880
2016-06-24,6963941750
2016-06-27,6905561400
2016-06-28,7194127130
2016-06-29,6988961900
2016-06-30,7288072719
2016-07-01,7466125730
2016-07-05,7272514690
2016-07-06,7282886710
2016-07-07,7231026610
2016-07-08,7310545430
2016-07-11,7243127300
2016-07-12,7379692230
2016-07-13,7165337150
2016-07-14,7125577740
2016-07-15,7111748380
2016-07-18,7103105030
2016-07-19,7080632320
2016-07-20,7066802960
2016-07-21,7042601580
2016-07-22,7065074290
2016-07-25,6952710740
2016-07-26,6961354090
2016-07-27,6916408670
2016-07-28,6956168080
2016-07-29,6857633890
2016-08-01,6651922159
2016-08-02,6624263440
2016-08-03,6733169650
2016-08-04,6638092800
2016-08-05,6581046690
2016-08-08,6572403340
2016-08-09,6480783830
2016-08-10,6423737719
2016-08-11,6428923730
2016-08-12,6430652400
2016-08-15,6423737719
2016-08-16,6517085900
2016-08-17,6489427180
2016-08-18,6707239599
2016-08-19,6714154280
2016-08-22,6740084330
2016-08-23,6786758420
2016-08-24,6764285710
2016-08-25,6736626990
2016-08-26,6746999010
2016-08-29,6833432510
2016-08-30,6800587780
2016-08-31,6729712310
2016-09-01,6752185020
2016-09-02,6759099700
2016-09-06,6836889849
2016-09-07,6817874480
2016-09-08,6928509360
2016-09-09,6826517830
2016-09-12,6961354090
2016-09-13,6717611620
2016-09-14,6646736150
2016-09-15,6724526300
2016-09-16,6636364130
2016-09-19,6703782260
2016-09-20,6847261870
2016-09-21,6980369460
2016-09-22,6995927490
2016-09-23,6931966700
2016-09-26,6840347190
2016-09-27,6460039790
2016-09-28,6613891420
2016-09-29,6546473290
2016-09-30,6836703240
2016-10-03,6933530600
2016-10-04,6819412640
2016-10-05,6859181020
2016-10-06,6859181020
2016-10-07,6810767340
2016-10-10,6867826320
2016-10-11,6688004080
2016-10-12,6622299799
2016-10-13,6624028860
2016-10-14,6350837379
2016-10-17,6205596340
2016-10-18,6176202320
2016-10-19,6210783520
2016-10-20,6150266420
2016-10-21,6058626240
2016-10-24,6069000600
2016-10-25,6112227100
2016-10-26,6058626240
2016-10-27,6252280959
2016-10-28,6214241640
2016-10-31,6212512580
2016-11-01,6122601459
2016-11-02,6037877520
2016-11-03,6001567260
2016-11-04,5963527940
2016-11-07,6190034799
2016-11-08,6020586920
2016-11-09,6186576680
2016-11-10,6190034799
2016-11-11,6184847620
2016-11-14,6345650200
2016-11-15,6475329700
2016-11-16,6445935680
2016-11-17,6297236520
2016-11-18,6319714299
2016-11-21,6620570740
2016-11-22,6546221160
2016-11-23,6701836560
2016-11-25,6603280140
2016-11-28,6608467320
2016-11-29,6681087840
2016-11-30,6598092959
2016-12-01,6774457080
2016-12-02,6700107500
2016-12-05,6855722900
2016-12-06,6817683580
2016-12-07,6904136580
2016-12-08,7002693000
2016-12-09,7032087020
2016-12-12,6580802360
2016-12-13,6674171600
2016-12-14,6458039100
2016-12-15,6328359600
2016-12-16,6126059580
2016-12-19,6191763860
2016-12-20,6179660440
2016-12-21,6312798060
2016-12-22,6271300620
2016-12-23,6250551900
2016-12-27,6314527120
2016-12-28,6236719420
2016-12-29,6177931379
2016-12-30,6157182660
2017-01-03,6041669440
2017-01-04,6147329370
2017-01-05,6211418180
2017-01-06,6161186410
2017-01-09,5956795070
2017-01-10,5974116370
2017-01-11,5911759690
2017-01-12,5936009510
2017-01-13,5861527920
2017-01-17,5858063660
2017-01-18,5896170520
2017-01-19,5892706260
2017-01-20,5927348860
2017-01-23,5887509870
2017-01-24,6038205180
2017-01-25,6046865829
2017-01-26,6155990020
2017-01-27,6052062220
2017-01-30,5839010230
2017-01-31,5717761130
2017-02-01,5731618170
2017-02-02,6022616010
2017-02-03,6136936590
2017-02-06,6038205180
2017-02-07,5873652829
2017-02-08,5816492540
2017-02-09,6012223230
2017-02-10,6069383520
2017-02-13,5896170520
2017-02-14,5961991460
2017-02-15,6038205180
2017-02-16,5870188570
2017-02-17,5852867270
2017-02-21,5885777739
2017-02-22,5710832610
2017-02-23,5733350300
2017-02-24,5651940190
2017-02-27,5714296870
2017-02-28,5648475930
2017-03-01,5755867989
2017-03-02,5728153910
2017-03-03,5591315640
2017-03-06,5667529360
2017-03-07,5544548130
2017-03-08,5466602280
2017-03-09,5423299030
2017-03-10,5383460040
2017-03-13,5452745240
2017-03-14,5407709860
2017-03-15,5489119970
2017-03-16,5426763290
2017-03-17,5452745240
2017-03-20,5476995060
2017-03-21,5447548850
2017-03-22,5352281700
2017-03-23,5379995780
2017-03-24,5404245600
2017-03-27,5539351740
2017-03-28,5625958239
2017-03-29,5767992899
2017-03-30,5722957520
2017-03-31,5771080740
2017-04-03,5751999919
2017-04-04,5894238759
2017-04-05,5876892560
2017-04-06,5996581340
2017-04-07,5949746599
2017-04-10,5993112099
2017-04-11,6006989060
2017-04-12,5984439000
2017-04-13,5913319580
2017-04-17,5913319580
2017-04-18,5909850340
2017-04-19,5878627180
2017-04-20,5975765900
2017-04-21,5935869640
2017-04-24,5920258060
2017-04-25,5991377480
2017-04-26,6034742980
2017-04-27,5606291840
2017-04-28,5490072300
2017-05-01,5488337680
2017-05-02,5578537919
2017-05-03,5495276160
2017-05-04,5313141060
2017-05-05,5498745400
2017-05-08,5394668200
2017-05-09,5323548780
2017-05-10,5391198960
2017-05-11,5358241180
2017-05-12,5366914280
2017-05-15,5354771940
2017-05-16,5304467960
2017-05-17,5255898600
2017-05-18,5238552400
2017-05-19,5328752640
2017-05-22,5337425740
2017-05-23,5403341300
2017-05-24,5344364220
2017-05-25,5318344920
2017-05-26,5354771940
2017-05-30,5288856380
2017-05-31,5219471580
2017-06-01,5304467960
2017-06-02,5174371460
2017-06-05,5078967360
2017-06-06,5096313560
2017-06-07,5058151920
2017-06-08,5184779180
2017-06-09,5335691120
2017-06-12,5365179660
2017-06-13,5469256860
2017-06-14,5432829840
2017-06-15,5450176040
2017-06-16,5550784000
2017-06-19,5052948060
2017-06-20,4950605480
2017-06-21,4799693540
2017-06-22,4914178460
2017-06-23,5306202580
2017-06-26,5510887740
2017-06-27,5503949260
2017-06-28,5549049380
2017-06-29,5573334060
2017-06-30,5533884400
2017-07-03,5643174280
2017-07-05,5646643799
2017-07-06,5572049120
2017-07-07,5547762480
2017-07-10,5657052360
2017-07-11,5764607479
2017-07-12,5783689840
2017-07-13,5827058840
2017-07-14,5844406440
2017-07-17,5872162600
2017-07-18,5775016040
2017-07-19,5905123040
2017-07-20,5851345479
2017-07-21,5945022520
2017-07-24,5957165840
2017-07-25,6050842880
2017-07-26,6042169080
2017-07-27,6330139240
2017-07-28,6243401240
2017-07-31,6016147680
2017-08-01,6038699560
2017-08-02,5951961560
2017-08-03,5866958320
2017-08-04,5899918760
2017-08-07,5823589320
2017-08-08,5929409680
2017-08-09,5922470640
2017-08-10,5861754040
2017-08-11,5943287760
2017-08-14,5839202159
2017-08-15,5766342240
2017-08-16,5738586080
2017-08-17,5766342240
2017-08-18,5690012799
2017-08-21,5684808520
2017-08-22,5785424600
2017-08-23,5764607479
2017-08-24,5787159360
2017-08-25,5766342240
2017-08-28,5745525120
2017-08-29,5778485560
2017-08-30,5835732640
2017-08-31,5887775440
2017-09-01,5913796840
2017-09-05,5920735880
2017-09-06,5943287760
2017-09-07,5866958320
2017-09-08,5729912280
2017-09-11,5759403200
2017-09-12,5877366880
2017-09-13,5960635360
2017-09-14,6127172320
2017-09-15,6125437560
2017-09-18,6075129520
2017-09-19,6056047159
2017-09-20,6092477120
2017-09-21,6030025760
2017-09-22,6069925240
2017-09-25,6087272840
2017-09-26,6134111360
2017-09-27,6165337040
2017-09-28,6144519920
2017-09-29,6161867520
2017-10-02,7791967830
2017-10-03,7654037520
2017-10-04,7654037520
2017-10-05,7754748540
2017-10-06,7581788310
2017-10-09,7498592250
2017-10-10,7496402880
2017-10-11,7522675320
2017-10-12,7568652090
2017-10-13,7511728470
2017-10-16,7456994220
2017-10-17,7548947759
2017-10-18,7502970990
2017-10-19,7516107210
2017-10-20,7551137130
2017-10-23,7505160360
2017-10-24,7634333189
2017-10-25,7255572180
2017-10-26,7161429270
2017-10-27,7546758390
2017-10-30,7384745009
2017-10-31,7454804849
2017-11-01,7397881230
2017-11-02,7393502490
2017-11-03,7483266660
2017-11-06,7608060750
2017-11-07,7538000910
2017-11-08,7682499330
2017-11-09,7857648930
2017-11-10,7770074130
2017-11-13,7697824919
2017-11-14,7222731630
2017-11-15,7093558800
2017-11-16,7069475730
2017-11-17,7036635180
2017-11-20,7071665099
2017-11-21,6951249750
2017-11-22,6935924160
2017-11-24,6872432430
2017-11-27,6780478890
2017-11-28,6778289520
2017-11-29,6927166680
2017-11-30,7104505650
2017-12-01,7100126910
2017-12-04,7111073759
2017-12-05,7034445810
2017-12-06,6815508810
2017-12-07,6651306060
2017-12-08,6721365900
2017-12-11,6808940700
2017-12-12,6673199760
2017-12-13,6771721410
2017-12-14,6677578500
2017-12-15,6522133230
2017-12-18,6594382440
2017-12-19,6487103310
2017-12-20,6463020240
2017-12-21,6605329290
2017-12-22,6528701340
2017-12-26,6609708030
2017-12-27,6594382440
2017-12-28,6826455660
2017-12-29,6784857630
2018-01-02,8454156597
2018-01-03,8496533322
2018-01-04,8504478958
2018-01-05,8337620604
2018-01-08,8470047869
2018-01-09,8464750778
2018-01-10,8361457512
2018-01-11,8464750778
2018-01-12,8430319689
2018-01-16,8379997329
2018-01-17,8387942965
2018-01-18,8242272973
2018-01-19,8080711710
2018-01-22,8242272973
2018-01-23,8427671144
2018-01-24,8472696414
2018-01-25,8432968235
2018-01-26,8470047869
2018-01-29,8197247703
2018-01-30,7879422267
2018-01-31,7829099906
2018-02-01,7688727005
2018-02-02,7484789017
2018-02-05,7106047039
2018-02-06,7159017945
2018-02-07,6870326508
2018-02-08,6669037065
2018-02-09,6594877797
2018-02-12,6888866325
2018-02-13,6830598328
2018-02-14,6994808137
2018-02-15,7691375551
2018-02-16,7577488103
2018-02-20,7413278294
2018-02-21,7182854853
2018-02-22,7328524845
2018-02-23,7511274470
2018-02-26,7569542467
2018-02-27,7407981204
2018-02-28,7254365576
2018-03-01,7227880123
2018-03-02,7257014122
2018-03-05,7482140472
2018-03-06,7471546291
2018-03-07,7405332658
2018-03-08,7365604479
2018-03-09,7561596831
2018-03-12,7527165742
2018-03-13,7593379375
2018-03-14,7564245376
2018-03-15,7172260672
2018-03-16,7275553939
2018-03-19,7013347954
2018-03-20,6994808137
2018-03-21,7143126674
2018-03-22,7031887771
2018-03-23,6952431412
2018-03-26,7047779043
2018-03-27,6841192509
2018-03-28,6719359426
2018-03-29,6851786691
2018-04-02,6644302100
2018-04-03,6803320100
2018-04-04,6755614700
2018-04-05,7033896200
2018-04-06,6768866200
2018-04-09,6731762000
2018-04-10,7010043500
2018-04-11,7028595600
2018-04-12,6972939300
2018-04-13,7049798000
2018-04-16,7071000400
2018-04-17,7126656700
2018-04-18,7089552500
2018-04-19,6957037500
2018-04-20,6835123700
2018-04-23,6917283000
2018-04-24,6731762000
2018-04-25,6774166800
2018-04-26,7349281900
2018-04-27,7208816000
2018-04-30,7243269900
2018-05-01,7245920200
2018-05-02,7184963300
2018-05-03,6795369200
2018-05-04,7017994400
2018-05-07,7129307000
2018-05-08,7293625600
2018-05-09,7394337000
2018-05-10,7452643600
2018-05-11,7330729800
2018-05-14,7457944200
2018-05-15,7540103500
2018-05-16,7728274800
2018-05-17,7783931100
2018-05-18,7595759800
2018-05-21,7746826900
2018-05-22,7582508300
2018-05-23,7532152600
2018-05-24,7333380100
2018-05-25,7248570500
2018-05-29,7137257900
2018-05-30,7391686700
2018-05-31,7436741800
2018-06-01,7489747800
2018-06-04,7290975300
2018-06-05,7320128600
2018-06-06,7457944200
2018-06-07,7669968200
2018-06-08,7664667600
2018-06-11,7823685600
2018-06-12,8009206600
2018-06-13,8194727600
2018-06-14,8104617400
2018-06-15,8003906000
2018-06-18,8067513200
2018-06-19,8144371900
2018-06-20,8192077300
2018-06-21,8072813800
2018-06-22,7746826900
2018-06-25,7765379000
2018-06-26,7942949100
2018-06-27,7932347900
2018-06-28,8115218600
2018-06-29,7961501200
2018-07-02,7695954000
2018-07-03,7701145200
2018-07-05,7768630800
2018-07-06,7903602000
2018-07-09,8038573200
2018-07-10,7971087600
2018-07-11,7888028400
2018-07-12,7804969200
2018-07-13,7846498800
2018-07-16,7753057200
2018-07-17,7763439600
2018-07-18,7753057200
2018-07-19,7869859200
2018-07-20,7869859200
2018-07-23,7760844000
2018-07-24,7773822000
2018-07-25,7833520800
2018-07-26,7680380400
2018-07-27,7044458400
2018-07-30,7021098000
2018-07-31,7021098000
2018-08-01,6953612400
2018-08-02,6995142000
2018-08-03,7117135200
2018-08-06,7137900000
2018-08-07,7213172400
2018-08-08,7145686800
2018-08-09,7060032000
2018-08-10,7039267200
2018-08-13,6974377200
2018-08-14,7117135200
2018-08-15,6958803600
2018-08-16,7044458400
2018-08-17,7000333200
2018-08-20,7065223200
2018-08-21,7239128400
2018-08-22,7301422800
2018-08-23,7272871200
2018-08-24,7228746000
2018-08-27,7065223200
2018-08-28,7070414400
2018-08-29,7163856000
2018-08-30,7249510800
2018-08-31,7210576800
2018-09-04,6966590400
2018-09-05,6891318000
2018-09-06,6629162400
2018-09-07,6579846000
2018-09-10,6496786800
2018-09-11,6621375600
2018-09-12,6665500800
2018-09-13,6753751200
2018-09-14,6720008400
2018-09-17,6647331600
2018-09-18,6574654800
2018-09-19,6725199600
2018-09-20,6852384000
2018-09-21,6816045600
2018-09-24,6610993200
