,HSY
2013-11-22,21603816980
2013-11-25,21536508380
2013-11-26,21745165040
2013-11-27,21924654640
2013-11-29,21738434180
2013-12-02,21648689380
2013-12-03,21774332100
2013-12-04,21704779880
2013-12-05,21491635980
2013-12-06,21799011920
2013-12-09,21756383140
2013-12-10,21440032720
2013-12-11,21487148740
2013-12-12,21305415520
2013-12-13,21278492080
2013-12-16,21271761220
2013-12-17,21114707820
2013-12-18,21493879600
2013-12-19,21597086120
2013-12-20,21606060600
2013-12-23,21440032720
2013-12-24,21527533900
2013-12-26,21641958520
2013-12-27,21601573360
2013-12-30,21888756720
2013-12-31,21800229990
2014-01-02,21508753090
2014-01-03,21481847530
2014-01-06,21421310020
2014-01-07,21748661000
2014-01-08,21914578620
2014-01-09,21892157320
2014-01-10,21941484180
2014-01-13,21939242050
2014-01-14,22123096710
2014-01-15,22017716600
2014-01-16,22309193500
2014-01-17,22102917540
2014-01-21,22141033750
2014-01-22,22383183790
2014-01-23,22271077290
2014-01-24,21999779560
2014-01-27,21851798980
2014-01-28,22147760140
2014-01-29,21685881360
2014-01-30,22253140250
2014-01-31,22286772200
2014-02-03,21961663350
2014-02-04,22421300000
2014-02-05,22580491230
2014-02-06,22555827800
2014-02-07,22506500940
2014-02-10,22862999610
2014-02-11,23262098750
2014-02-12,23078244090
2014-02-13,23320394130
2014-02-14,23605144640
2014-02-18,23757609480
2014-02-19,23845052550
2014-02-20,24149982230
2014-02-21,24147740100
2014-02-24,24230698910
2014-02-25,23939222010
2014-02-26,23685861320
2014-02-27,23715009010
2014-02-28,23726219660
2014-03-03,23672408540
2014-03-04,24022180820
2014-03-05,23912316450
2014-03-06,23773304390
2014-03-07,23685861320
2014-03-10,23632050200
2014-03-11,23643260850
2014-03-12,23753125220
2014-03-13,23672408540
2014-03-14,23811420600
2014-03-17,23614113160
2014-03-18,23813662730
2014-03-19,23369720990
2014-03-20,23414563590
2014-03-21,23506490920
2014-03-24,23208287630
2014-03-25,23147750120
2014-03-26,23044612140
2014-03-27,23042370010
2014-03-28,23147750120
2014-03-31,23259067200
2014-04-01,23194458680
2014-04-02,22993949480
2014-04-03,22915973680
2014-04-04,22940480360
2014-04-07,22947164000
2014-04-08,22661995360
2014-04-09,22035961080
2014-04-10,21969124680
2014-04-11,21904516160
2014-04-14,22084974440
2014-04-15,22169633880
2014-04-16,22383510360
2014-04-17,22414700680
2014-04-21,22365687320
2014-04-22,22227558760
2014-04-23,22312218200
2014-04-24,21392103760
2014-04-25,21467851680
2014-04-28,21467851680
2014-04-29,21418838320
2014-04-30,21441117120
2014-05-01,21396559520
2014-05-02,21605980240
2014-05-05,21773071240
2014-05-06,21401015280
2014-05-07,21588157200
2014-05-08,21438889240
2014-05-09,21394331640
2014-05-12,21441117120
2014-05-13,21585929320
2014-05-14,21396559520
2014-05-15,21494586240
2014-05-16,21525776560
2014-05-19,21474535320
2014-05-20,21710690600
2014-05-21,21626031160
2014-05-22,21692867560
2014-05-23,21619347520
2014-05-27,21634942680
2014-05-28,21554739000
2014-05-29,21594840840
2014-05-30,21686183920
2014-06-02,21623803280
2014-06-03,21452256520
2014-06-04,21717374240
2014-06-05,21623803280
2014-06-06,21859958560
2014-06-09,21670588760
2014-06-10,21617119640
2014-06-11,21597068720
2014-06-12,21597068720
2014-06-13,21753020320
2014-06-16,21844363400
2014-06-17,21908971920
2014-06-18,22111709000
2014-06-19,22220875120
2014-06-20,22307762440
2014-06-23,22009226520
2014-06-24,21822084600
2014-06-25,21652765720
2014-06-26,21512409280
2014-06-27,21592612960
2014-06-30,21603871380
2014-07-01,21501809340
2014-07-02,21470746980
2014-07-03,21439684620
2014-07-07,21479621940
2014-07-08,21506246820
2014-07-09,21441903360
2014-07-10,21362028720
2014-07-11,21399747300
2014-07-14,21075811260
2014-07-15,21002592840
2014-07-16,20487845160
2014-07-17,20450126580
2014-07-18,20822874900
2014-07-21,20696406720
2014-07-22,20747437740
2014-07-23,20856156000
2014-07-24,20487845160
2014-07-25,20530001220
2014-07-28,20374689420
2014-07-29,20254877460
2014-07-30,20048534640
2014-07-31,19558193100
2014-08-01,19768973400
2014-08-04,19839973080
2014-08-05,19640286480
2014-08-06,19915410240
2014-08-07,19864379220
2014-08-08,20057409600
2014-08-11,20070722040
2014-08-12,20081815740
2014-08-13,20183877780
2014-08-14,20483407680
2014-08-15,20283721080
2014-08-18,20312564700
2014-08-19,20394658080
2014-08-20,20403533040
2014-08-21,20390220600
2014-08-22,20410189260
2014-08-25,20414626740
2014-08-26,20390220600
2014-08-27,20277064860
2014-08-28,20399095560
2014-08-29,20283721080
2014-09-02,20348064540
2014-09-03,20168346600
2014-09-04,19913191500
2014-09-05,20097346920
2014-09-08,20399095560
2014-09-09,20135065500
2014-09-10,20368033200
2014-09-11,20494501380
2014-09-12,20561063580
2014-09-15,20549969880
2014-09-16,20853937260
2014-09-17,20802906240
2014-09-18,20893874580
2014-09-19,20825093640
2014-09-22,20709719160
2014-09-23,20514470040
2014-09-24,20902749540
2014-09-25,20618750820
2014-09-26,20680875540
2014-09-29,20926552500
2014-09-30,21132496350
2014-10-01,20888906850
2014-10-02,20795899950
2014-10-03,20747182050
2014-10-06,20705107500
2014-10-07,20508021450
2014-10-08,20837974500
2014-10-09,20689606350
2014-10-10,20643102900
2014-10-13,20426086800
2014-10-14,20512450350
2014-10-15,20499163650
2014-10-16,20171425050
2014-10-17,20375154450
2014-10-20,20643102900
2014-10-21,20873405700
2014-10-22,20857904550
2014-10-23,20782613250
2014-10-24,20844617850
2014-10-27,21001843800
2014-10-28,21154640850
2014-10-29,20829116700
2014-10-30,20997414900
2014-10-31,21238789950
2014-11-03,21331796850
2014-11-04,21090421800
2014-11-05,21159069750
2014-11-06,21440304900
2014-11-07,21353941350
2014-11-10,21387158100
2014-11-11,21362799150
2014-11-12,21391587000
2014-11-13,21400444800
2014-11-14,21272006700
2014-11-17,21413731500
2014-11-18,21371656950
2014-11-19,21267577800
2014-11-20,21101494050
2014-11-21,21322939050
2014-11-24,21371656950
2014-11-25,21464663850
2014-11-26,21830048100
2014-11-28,22206504600
2014-12-01,22188789000
2014-12-02,22248579150
2014-12-03,22120141050
2014-12-04,22060350900
2014-12-05,22100211000
2014-12-08,22060350900
2014-12-09,21923055000
2014-12-10,21830048100
2014-12-11,22051493100
2014-12-12,21816761400
2014-12-15,21818975850
2014-12-16,21688323300
2014-12-17,22217576850
2014-12-18,22981562100
2014-12-19,23311515150
2014-12-22,23253939450
2014-12-23,23614894800
2014-12-24,23535174600
2014-12-26,23563962450
2014-12-29,23544032400
2014-12-30,23395664250
2014-12-31,22931530920
2015-01-02,22882989240
2015-01-05,22721919120
2015-01-06,22796938080
2015-01-07,23198510160
2015-01-08,23646417480
2015-01-09,23478728040
2015-01-12,23262496920
2015-01-13,23536095480
2015-01-14,23613320880
2015-01-15,23931048240
2015-01-16,24416465040
2015-01-20,24354684720
2015-01-21,24314968800
2015-01-22,24442942320
2015-01-23,23966351280
2015-01-26,24123008520
2015-01-27,24089911920
2015-01-28,23758945920
2015-01-29,22790318760
2015-01-30,22552023240
2015-02-02,22960214640
2015-02-03,23101426800
2015-02-04,23322070800
2015-02-05,23346341640
2015-02-06,23284561320
2015-02-09,23156587800
2015-02-10,23361786720
2015-02-11,23425773480
2015-02-12,23533889040
2015-02-13,23392676880
2015-02-17,23368406040
2015-02-18,23597875800
2015-02-19,23377231800
2015-02-20,23661862560
2015-02-23,23381644680
2015-02-24,23330896560
2015-02-25,23019788520
2015-02-26,22865337720
2015-02-27,22898434320
2015-03-02,22651313040
2015-03-03,22627042200
2015-03-04,22401985320
2015-03-05,22582913400
2015-03-06,21987174600
2015-03-09,22066606440
2015-03-10,21737846880
2015-03-11,21870233280
2015-03-12,22196786400
2015-03-13,22037922720
2015-03-16,22254153840
2015-03-17,22079845080
2015-03-18,22309314840
2015-03-19,22185754200
2015-03-20,22525545960
2015-03-23,22459352760
2015-03-24,22198992840
2015-03-25,22437288360
2015-03-26,22287250440
2015-03-27,22481417160
2015-03-30,22600564920
2015-03-31,22265186040
2015-04-01,22260773160
2015-04-02,22229883000
2015-04-06,21583003137
2015-04-07,21634036839
2015-04-08,21383121138
2015-04-09,21421396414
2015-04-10,21283180138
2015-04-13,21149216670
2015-04-14,21476682925
2015-04-15,21402258776
2015-04-16,21565991903
2015-04-17,21321455414
2015-04-20,20883416139
2015-04-21,20843014458
2015-04-22,20908932990
2015-04-23,20185955545
2015-04-24,20122163417
2015-04-27,19926534226
2015-04-28,19852110078
2015-04-29,19428955632
2015-04-30,19545907866
2015-05-01,19903143780
2015-05-04,20039233652
2015-05-05,19964809503
2015-05-06,20030728035
2015-05-07,20066876907
2015-05-08,20081761737
2015-05-11,19973315120
2015-05-12,20066876907
2015-05-13,20051992077
2015-05-14,20438997651
2015-05-15,20451756076
2015-05-18,20256126885
2015-05-19,20254000481
2015-05-20,20217851609
2015-05-21,20000958375
2015-05-22,19888258950
2015-05-26,19775559525
2015-05-27,19875500524
2015-05-28,19858489290
2015-05-29,19745789865
2015-06-01,19718146610
2015-06-02,19675618525
2015-06-03,19499126972
2015-06-04,19407691589
2015-06-05,19322635419
2015-06-08,19471483717
2015-06-09,19365163504
2015-06-10,19373669121
2015-06-11,19299244973
2015-06-12,19358784292
2015-06-15,19320509015
2015-06-16,19584183142
2015-06-17,19662860099
2015-06-18,19618205610
2015-06-19,18933503442
2015-06-22,18976031527
2015-06-23,18950514676
2015-06-24,18763391102
2015-06-25,18682587740
2015-06-26,18829309633
2015-06-29,18693219761
2015-06-30,18888848952
2015-07-01,19044076463
2015-07-02,19146143867
2015-07-06,19449560520
2015-07-07,19967952990
2015-07-08,19766720470
2015-07-09,19862962110
2015-07-10,20094816970
2015-07-13,20151687030
2015-07-14,20217306330
2015-07-15,20053258080
2015-07-16,20193245920
2015-07-17,20016073810
2015-07-20,19976702230
2015-07-21,19843276320
2015-07-22,19924206790
2015-07-23,19827965150
2015-07-24,19729536200
2015-07-27,19832339770
2015-07-28,20127626620
2015-07-29,20232617500
2015-07-30,20311360660
2015-07-31,20317922590
2015-08-03,20236992120
2015-08-04,20298236800
2015-08-05,20267614460
2015-08-06,20166998200
2015-08-07,19626732630
2015-08-10,20081693110
2015-08-11,20000762640
2015-08-12,20180122060
2015-08-13,19790780880
2015-08-14,19981076850
2015-08-17,20191058610
2015-08-18,20438224640
2015-08-19,20140750480
2015-08-20,20033572290
2015-08-21,19580799120
2015-08-24,18913669570
2015-08-25,18620570030
2015-08-26,19289886890
2015-08-27,19738285440
2015-08-28,19729536200
2015-08-31,19580799120
2015-09-01,19047095480
2015-09-02,19383941220
2015-09-03,19738285440
2015-09-04,19624545320
2015-09-08,20147312410
2015-09-09,19768907780
2015-09-10,19841089010
2015-09-11,19950454510
2015-09-14,19733910820
2015-09-15,19849838250
2015-09-16,20503843940
2015-09-17,20407602300
2015-09-18,20223868260
2015-09-21,20293862180
2015-09-22,20059820010
2015-09-23,20090442350
2015-09-24,20142937790
2015-09-25,20245741360
2015-09-28,19965765680
2015-09-29,20208557090
2015-09-30,20097004280
2015-10-01,20134188550
2015-10-02,20628520610
2015-10-05,20743961130
2015-10-06,20457208290
2015-10-07,20783063790
2015-10-08,21071989000
2015-10-09,20976404720
2015-10-12,21087195590
2015-10-13,20798270380
2015-10-14,20485449100
2015-10-15,20578861010
2015-10-16,20698341360
2015-10-19,20691824250
2015-10-20,20465897770
2015-10-21,20431139850
2015-10-22,20839545410
2015-10-23,20783063790
2015-10-26,20628825520
2015-10-27,20491966210
2015-10-28,19168992880
2015-10-29,19325403520
2015-10-30,19266749530
2015-11-02,19108166520
2015-11-03,19129890220
2015-11-04,19053857270
2015-11-05,19053857270
2015-11-06,18717139920
2015-11-09,18491213440
2015-11-10,18638934600
2015-11-11,18810551830
2015-11-12,18499902920
2015-11-13,18208805340
2015-11-16,18413008120
2015-11-17,18156668460
2015-11-18,18534660840
2015-11-19,18484696330
2015-11-20,18376077830
2015-11-23,18606349050
2015-11-24,18795345240
2015-11-25,18880067670
2015-11-27,18899619000
2015-11-30,18749725470
2015-12-01,18599831940
2015-12-02,18510764770
2015-12-03,18369560720
2015-12-04,18791000500
2015-12-07,18930032180
2015-12-08,19086442820
2015-12-09,18814896570
2015-12-10,18849654490
2015-12-11,18993030910
2015-12-14,19531778670
2015-12-15,19410125950
2015-12-16,19859806540
2015-12-17,19514399710
2015-12-18,19281956120
2015-12-21,19373195660
2015-12-22,19492676010
2015-12-23,19625190580
2015-12-24,19620845840
2015-12-28,19636052430
2015-12-29,19764222260
2015-12-30,19681672200
2015-12-31,19308654650
2016-01-04,19031797050
2016-01-05,18962582650
2016-01-06,18975560350
2016-01-07,18536481500
2016-01-08,18367771400
2016-01-11,18222853750
2016-01-12,18387237950
2016-01-13,18082262000
2016-01-14,18292068150
2016-01-15,18021699400
2016-01-19,18300719950
2016-01-20,18382912050
2016-01-21,18311534700
2016-01-22,18439148750
2016-01-25,18119032150
2016-01-26,18402378600
2016-01-27,18261786850
2016-01-28,18817665000
2016-01-29,19057752450
2016-02-01,19328121200
2016-02-02,19358402500
2016-02-03,19202670100
2016-02-04,19172388800
2016-02-05,18969071500
2016-02-08,19468712950
2016-02-09,19427616900
2016-02-10,19412476250
2016-02-11,19139944550
2016-02-12,19401661500
2016-02-16,19550905050
2016-02-17,19814784950
2016-02-18,19572534550
2016-02-19,19689333850
2016-02-22,19542253250
2016-02-23,19447083450
2016-02-24,19611467650
2016-02-25,19886162300
2016-02-26,19600652900
2016-02-29,19659052550
2016-03-01,19868858700
2016-03-02,19957539650
2016-03-03,20193301200
2016-03-04,20154368100
2016-03-07,19994309800
2016-03-08,19907791800
2016-03-09,20022428150
2016-03-10,19888325250
2016-03-11,20054872400
2016-03-14,19968354400
2016-03-15,20015939300
2016-03-16,20070013050
2016-03-17,20037568800
2016-03-18,19678519100
2016-03-21,19656889600
2016-03-22,19325958250
2016-03-23,19449246400
2016-03-24,19481690650
2016-03-28,19535764400
2016-03-29,19868858700
2016-03-30,19866695750
2016-03-31,19918606550
2016-04-01,20269004450
2016-04-04,19738945000
2016-04-05,19491407960
2016-04-06,19602372840
2016-04-07,19427389760
2016-04-08,19591703140
2016-04-11,19546890400
2016-04-12,19662123160
2016-04-13,19653587400
2016-04-14,19672792860
2016-04-15,19954472940
2016-04-18,20067571760
2016-04-19,20178536640
2016-04-20,19544756460
2016-04-21,19158513320
2016-04-22,19322826700
2016-04-25,19497809780
2016-04-26,19120102400
2016-04-27,19391112780
2016-04-28,19559694040
2016-04-29,19869115340
2016-05-02,19999285680
2016-05-03,19815766840
2016-05-04,19662123160
2016-05-05,19610908600
2016-05-06,19549024340
2016-05-09,19732543180
2016-05-10,19879785040
2016-05-11,19683462560
2016-05-12,19879785040
2016-05-13,19726141360
2016-05-16,19779489860
2016-05-17,19354835800
2016-05-18,19179852720
2016-05-19,19342032160
2016-05-20,19369773380
2016-05-23,19337764280
2016-05-24,19491407960
2016-05-25,19495675840
2016-05-26,19664257100
2016-05-27,19760284400
2016-05-31,19813632900
2016-06-01,19845642000
2016-06-02,19794427440
2016-06-03,19952339000
2016-06-06,19907526260
2016-06-07,19890454740
2016-06-08,19999285680
2016-06-09,20575449480
2016-06-10,20571181600
2016-06-13,20406868220
2016-06-14,20609592520
2016-06-15,20496493700
2016-06-16,20652271320
2016-06-17,20722691340
2016-06-20,20622396160
2016-06-21,20797379240
2016-06-22,20773905900
2016-06-23,20724825280
2016-06-24,20906210180
2016-06-27,20744030740
2016-06-28,20534904620
2016-06-29,20729093160
2016-06-30,24218085060
2016-07-01,23889458300
2016-07-05,23644323450
2016-07-06,23374835910
2016-07-07,23535245160
2016-07-08,23676405300
2016-07-11,23556633060
2016-07-12,23257202460
2016-07-13,23169512070
2016-07-14,23118181110
2016-07-15,23667850140
2016-07-18,23391946230
2016-07-19,23385529860
2016-07-20,23338476480
2016-07-21,23438999610
2016-07-22,23515996050
2016-07-25,23736291420
2016-07-26,23428305660
2016-07-27,23139569010
2016-07-28,23815426650
2016-07-29,23689238040
2016-08-01,23717042310
2016-08-02,23990807430
2016-08-03,23629351920
2016-08-04,23680682880
2016-08-05,23879590350
2016-08-08,23674266510
2016-08-09,23584437330
2016-08-10,23903117040
2016-08-11,23963003160
2016-08-12,23841092130
2016-08-15,23915949780
2016-08-16,23847508500
2016-08-17,24260294970
2016-08-18,24183298530
2016-08-19,24300931980
2016-08-22,24358679310
2016-08-23,24181159740
2016-08-24,23717042310
2016-08-25,23740569000
2016-08-26,23714903520
2016-08-29,23883867930
2016-08-30,21313042350
2016-08-31,21364373310
2016-09-01,21289515660
2016-09-02,21238184700
2016-09-06,21342985410
2016-09-07,21201825270
2016-09-08,20979391110
2016-09-09,20570882220
2016-09-12,20848924920
2016-09-13,20534522790
2016-09-14,20528106420
2016-09-15,20534522790
2016-09-16,20421166920
2016-09-19,20414750550
2016-09-20,20429722080
2016-09-21,20609380440
2016-09-22,20566604640
2016-09-23,20500302150
2016-09-26,20389085070
2016-09-27,20254341300
2016-09-28,20346309270
2016-09-29,20241508560
2016-09-30,20446832400
2016-10-03,20308495550
2016-10-04,20227610650
2016-10-05,20159497050
2016-10-06,20244639050
2016-10-07,20265924550
2016-10-10,20346809450
2016-10-11,20142468650
2016-10-12,20210582250
2016-10-13,20359580750
2016-10-14,20525607650
2016-10-17,20591592700
2016-10-18,20500065050
2016-10-19,20355323650
2016-10-20,20246767600
2016-10-21,20297852800
2016-10-24,20282952950
2016-10-25,20393637550
2016-10-26,20466008250
2016-10-27,20329781050
2016-10-28,21796352000
2016-10-31,21809123300
2016-11-01,21709081450
2016-11-02,21677153200
2016-11-03,21430241400
2016-11-04,21285500000
2016-11-07,21626068000
2016-11-08,21538797450
2016-11-09,21383413300
2016-11-10,20704405850
2016-11-11,20700148750
2016-11-14,21055616600
2016-11-15,21100316150
2016-11-16,21136501500
2016-11-17,21106701800
2016-11-18,20978988800
2016-11-21,20815090450
2016-11-22,20800190600
2016-11-23,20680991800
2016-11-25,20802319150
2016-11-28,20825733200
2016-11-29,20887461150
2016-11-30,20570307200
2016-12-01,20493679400
2016-12-02,20663963400
2016-12-05,20836375950
2016-12-06,20964088950
2016-12-07,21106701800
2016-12-08,20953446200
2016-12-09,21349356500
2016-12-12,21519640500
2016-12-13,21474940950
2016-12-14,21283371450
2016-12-15,21436627050
2016-12-16,21532411800
2016-12-19,21596268300
2016-12-20,21841051550
2016-12-21,21960250350
2016-12-22,22230576200
2016-12-23,22056035100
2016-12-27,22094349000
2016-12-28,21955993250
2016-12-29,22134791450
2016-12-30,22015592650
2017-01-03,22127997360
2017-01-04,22170583960
2017-01-05,22027918850
2017-01-06,22253627830
2017-01-09,22121609370
2017-01-10,22321766390
2017-01-11,22347318350
2017-01-12,22289826440
2017-01-13,22326025050
2017-01-17,22394163610
2017-01-18,22496371450
2017-01-19,22404810260
2017-01-20,22479336810
2017-01-23,22421844900
2017-01-24,22681623160
2017-01-25,22634777900
2017-01-26,22500630110
2017-01-27,22466560830
2017-01-30,22372870310
2017-01-31,22458043510
2017-02-01,22383516960
2017-02-02,22483595470
2017-02-03,22779572340
2017-02-06,22871133530
2017-02-07,22824288270
2017-02-08,22779572340
2017-02-09,23020186630
2017-02-10,22915849460
2017-02-13,23041479930
2017-02-14,23069161220
2017-02-15,23167110400
2017-02-16,22922237450
2017-02-17,22837064250
2017-02-21,23098971840
2017-02-22,22986117350
2017-02-23,23135170450
2017-02-24,23188403700
2017-02-27,22954177400
2017-02-28,23071290550
2017-03-01,23294870200
2017-03-02,23237378290
2017-03-03,23137299780
2017-03-06,23124523800
2017-03-07,23028703950
2017-03-08,23118135810
2017-03-09,23286352880
2017-03-10,23194791690
2017-03-13,23145817100
2017-03-14,23107489160
2017-03-15,23271447570
2017-03-16,23309775510
2017-03-17,23211826330
2017-03-20,23177757050
2017-03-21,23020186630
2017-03-22,22983988020
2017-03-23,23018057300
2017-03-24,22992505340
2017-03-27,23052126580
2017-03-28,23241636950
2017-03-29,23339586130
2017-03-30,23188403700
2017-03-31,23262930250
2017-04-03,23209327120
2017-04-04,23096391540
2017-04-05,23241290020
2017-04-06,23200803680
2017-04-07,23337178720
2017-04-10,23081475520
2017-04-11,23100653260
2017-04-12,23237028300
2017-04-13,23055905200
2017-04-17,23162448200
2017-04-18,23326524420
2017-04-19,23147532180
2017-04-20,23183756800
2017-04-21,22885436400
2017-04-24,23107045840
2017-04-25,23111307560
2017-04-26,22906745000
2017-04-27,22881174680
2017-04-28,23055905200
2017-05-01,22810856300
2017-05-02,22812987160
2017-05-03,22744799640
2017-05-04,22859866080
2017-05-05,22917399300
2017-05-08,22800202000
2017-05-09,22674481260
2017-05-10,22721360180
2017-05-11,22704313300
2017-05-12,22815118020
2017-05-15,22981325100
2017-05-16,22844950060
2017-05-17,23177364220
2017-05-18,23601405360
2017-05-19,23861370280
2017-05-22,24029708220
2017-05-23,24108550040
2017-05-24,24368514960
2017-05-25,24570946660
2017-05-26,24709452560
2017-05-30,24615694720
2017-05-31,24562423220
2017-06-01,24679620520
2017-06-02,24692405680
2017-06-05,24596516980
2017-06-06,24607171280
2017-06-07,24607171280
2017-06-08,24251317660
2017-06-09,24296065720
2017-06-12,24206569600
2017-06-13,24336552060
2017-06-14,24374907540
2017-06-15,24479319680
2017-06-16,23829407380
2017-06-19,23929557800
2017-06-20,23778266740
2017-06-21,23774005020
2017-06-22,23550264720
2017-06-23,23398973660
2017-06-26,23499124080
2017-06-27,23051643480
2017-06-28,22942969620
2017-06-29,22719229320
2017-06-30,22879043820
2017-07-03,22611732320
2017-07-05,22541759780
2017-07-06,22567204340
2017-07-07,22456944580
2017-07-10,22257628860
2017-07-11,22064674280
2017-07-12,22227943540
2017-07-13,22221582400
2017-07-14,22363647860
2017-07-17,22537519020
2017-07-18,22452703820
2017-07-19,22495111420
2017-07-20,22535398640
2017-07-21,22558722820
2017-07-24,22327601400
2017-07-25,22781362720
2017-07-26,22476028000
2017-07-27,22571445100
2017-07-28,22490870660
2017-07-31,22329721780
2017-08-01,22401814700
2017-08-02,22389092420
2017-08-03,22378490520
2017-08-04,22234304680
2017-08-07,22401814700
2017-08-08,22285193800
2017-08-09,22316999500
2017-08-10,22327601400
2017-08-11,22306397600
2017-08-14,22463305720
2017-08-15,22454824200
2017-08-16,22484509520
2017-08-17,22868298300
2017-08-18,22760158920
2017-08-21,22817409180
2017-08-22,22849214880
2017-08-23,22781362720
2017-08-24,22374249760
2017-08-25,22297916080
2017-08-28,22151609860
2017-08-29,22251267720
2017-08-30,22136767200
2017-08-31,22247026960
2017-09-01,22393333180
2017-09-05,22191897080
2017-09-06,22325481020
2017-09-07,22857696400
2017-09-08,22931909700
2017-09-11,23249966700
2017-09-12,23235124040
2017-09-13,23201197960
2017-09-14,23179994160
2017-09-15,23430199000
2017-09-18,23271170500
2017-09-19,23199077580
2017-09-20,22989159960
2017-09-21,22804686900
2017-09-22,22577806240
2017-09-25,22652019540
2017-09-26,22732593980
2017-09-27,22946752360
2017-09-28,22861937160
2017-09-29,23148188460
2017-10-02,22976885880
2017-10-03,22727779620
2017-10-04,22850221680
2017-10-05,22993774440
2017-10-06,22936775550
2017-10-09,22776334230
2017-10-10,23016996210
2017-10-11,23120438640
2017-10-12,23215436790
2017-10-13,23236547490
2017-10-16,23420210580
2017-10-17,23394877740
2017-10-18,23232325350
2017-10-19,23084550450
2017-10-20,23014885140
2017-10-23,23035995840
2017-10-24,23086661520
2017-10-25,22926220200
2017-10-26,21716577090
2017-10-27,21972016560
2017-10-30,22109236110
2017-10-31,22415341260
2017-11-01,22531450110
2017-11-02,22501895130
2017-11-03,22360453440
2017-11-06,22035348660
2017-11-07,22371008790
2017-11-08,22746779250
2017-11-09,22751001390
2017-11-10,22926220200
2017-11-13,22837555260
2017-11-14,23192215020
2017-11-15,22677113940
2017-11-16,23158437900
2017-11-17,23031773700
2017-11-20,23242880700
2017-11-21,22907220570
2017-11-22,22824888840
2017-11-24,22683447150
2017-11-27,22877665590
2017-11-28,23187992880
2017-11-29,23327323500
2017-11-30,23418099510
2017-12-01,23434988070
2017-12-04,23817091740
2017-12-05,23804425320
2017-12-06,24015532320
2017-12-07,23973310920
2017-12-08,23897312400
2017-12-11,23812869600
2017-12-12,23939533800
2017-12-13,23888868120
2017-12-14,23931089520
2017-12-15,24095752980
2017-12-18,24121085820
2017-12-19,24372303150
2017-12-20,24275193930
2017-12-21,24205528620
2017-12-22,24266749650
2017-12-26,24279416070
2017-12-27,24188640060
2017-12-28,24142196520
2017-12-29,23962755570
2018-01-02,23625388740
2018-01-03,23526343760
2018-01-04,23690716280
2018-01-05,23804512640
2018-01-08,24036320040
2018-01-09,23977314520
2018-01-10,23353541880
2018-01-11,23199706060
2018-01-12,23026904180
2018-01-16,22820384860
2018-01-17,22955254620
2018-01-18,22715017860
2018-01-19,23047977580
2018-01-22,23172310640
2018-01-23,23351434540
2018-01-24,23246067540
2018-01-25,23439942820
2018-01-26,23406225380
2018-01-29,23111197780
2018-01-30,23081695020
2018-01-31,23250282220
2018-02-01,21867867180
2018-02-02,21699279980
2018-02-05,21109224780
2018-02-06,21345246860
2018-02-07,20871095360
2018-02-08,20578175100
2018-02-09,21003857780
2018-02-12,21027038520
2018-02-13,20976462360
2018-02-14,20866880680
2018-02-15,21239879860
2018-02-16,21223021140
2018-02-20,21052326600
2018-02-21,20628751260
2018-02-22,20455949380
2018-02-23,20430661300
2018-02-26,20651932000
2018-02-27,20691971460
2018-02-28,20706722840
2018-03-01,20609785200
2018-03-02,20835270580
2018-03-05,20957496300
2018-03-06,20940637580
2018-03-07,21048111920
2018-03-08,20999643100
2018-03-09,21149264240
2018-03-12,21284134000
2018-03-13,21452721200
2018-03-14,21427433120
2018-03-15,21271489960
2018-03-16,21288348680
2018-03-19,21088151380
2018-03-20,21142942220
2018-03-21,20750976980
2018-03-22,20451734700
2018-03-23,20243108040
2018-03-26,20656146680
2018-03-27,20607677860
2018-03-28,20704615500
2018-03-29,20854236640
2018-04-02,20336478720
2018-04-03,20497846080
2018-04-04,21082540800
2018-04-05,20893929600
2018-04-06,20715796800
2018-04-09,20822676480
2018-04-10,20089188480
2018-04-11,20254747200
2018-04-12,20028413760
2018-04-13,20110145280
2018-04-16,20286182400
2018-04-17,20265225600
2018-04-18,19980213120
2018-04-19,19607182080
2018-04-20,19380848640
2018-04-23,19527546240
2018-04-24,19441623360
2018-04-25,19602990720
2018-04-26,19550598720
2018-04-27,19569459840
2018-04-30,19267681920
2018-05-01,19137749760
2018-05-02,18764718720
2018-05-03,18798249600
2018-05-04,19234151040
2018-05-07,19209002880
2018-05-08,19311691200
2018-05-09,19408092480
2018-05-10,19466771520
2018-05-11,19376657280
2018-05-14,19393422720
2018-05-15,19416475200
2018-05-16,19623947520
2018-05-17,19405996800
2018-05-18,19173376320
2018-05-21,19292830080
2018-05-22,19206907200
2018-05-23,19301212800
2018-05-24,19211098560
2018-05-25,19286543040
2018-05-29,19194333120
2018-05-30,19196428800
2018-05-31,18869502720
2018-06-01,18863215680
2018-06-04,19135654080
2018-06-05,18965904000
2018-06-06,18976382400
2018-06-07,19087453440
2018-06-08,19232055360
2018-06-11,19366178880
2018-06-12,19569459840
2018-06-13,19116792960
2018-06-14,19309595520
2018-06-15,19699392000
2018-06-18,19185950400
2018-06-19,19263490560
2018-06-20,19250916480
2018-06-21,19261394880
2018-06-22,19420666560
2018-06-25,19741305600
2018-06-26,19707774720
2018-06-27,19684722240
2018-06-28,19737114240
2018-06-29,19502398080
2018-07-02,19347548250
2018-07-03,19460826750
2018-07-05,19962189000
2018-07-06,20044001250
2018-07-09,19702068000
2018-07-10,19678992750
2018-07-11,19727241000
2018-07-12,19647526500
