,CI
2018-07-18,43118061750
2018-07-19,42669294300
2018-07-20,43200537930
2018-07-23,43038011340
2018-07-24,42797860110
2018-07-25,43057417500
2018-07-26,43164151380
2018-07-27,42996773250
2018-07-30,42887613600
2018-07-31,43523165340
2018-08-01,44374610610
2018-08-02,45822795300
2018-08-03,45907697250
2018-08-06,45570515220
2018-08-07,45669971790
2018-08-08,45958638420
2018-08-09,44978627340
2018-08-10,44459512560
2018-08-13,44090795520
2018-08-14,44949518100
2018-08-15,44993181960
2018-08-16,45650565630
2018-08-17,45686952180
2018-08-20,45577792530
2018-08-21,45131450850
2018-08-22,45206649720
2018-08-23,45070806600
2018-08-24,45051400440
2018-08-27,45361899000
2018-08-28,45594772920
2018-08-29,46201215420
2018-08-30,46041114600
2018-08-31,45686952180
2018-09-04,45136302390
2018-09-05,44859764610
2018-09-06,44920408860
2018-09-07,45747596430
2018-09-10,45206649720
2018-09-11,44845209990
2018-09-12,45335215530
2018-09-13,46868302170
2018-09-14,47329198470
2018-09-17,47991433680
2018-09-18,48532380390
2018-09-19,48318912630
2018-09-20,48838027410
2018-09-21,49056346710
2018-09-24,49301349480
2018-09-25,48879265500
2018-09-26,49104862110
2018-09-27,50055763950
2018-09-28,50516660250
2018-10-01,51166766610
2018-10-02,51084290430
2018-10-03,51506374410
2018-10-04,51576721740
2018-10-05,52328710440
2018-10-08,51644643300
2018-10-09,51921181080
2018-10-10,50933892690
2018-10-11,49970862000
2018-10-12,50235270930
2018-10-15,49466301840
2018-10-16,51416620920
2018-10-17,51232262400
2018-10-18,51605830980
2018-10-19,50941170000
2018-10-22,50650077600
2018-10-23,51023646180
2018-10-24,48981147840
2018-10-25,51030923490
2018-10-26,50138240130
2018-10-29,50181903990
2018-10-30,51004240020
2018-10-31,51865388370
2018-11-01,52464553560
2018-11-02,51700436010
2018-11-05,52275343500
2018-11-06,51969696480
2018-11-07,53437287330
2018-11-08,53485802730
2018-11-09,52796884050
2018-11-12,52741091340
2018-11-13,51681029850
2018-11-14,51511225950
2018-11-15,51620385600
2018-11-16,51843556440
2018-11-19,51229836630
2018-11-20,50402649060
2018-11-21,50870822670
2018-11-23,51222559320
2018-11-26,52464553560
2018-11-27,52590693600
2018-11-28,53784172440
2018-11-29,53978234040
2018-11-30,54186850260
2018-12-03,54541012680
2018-12-04,52842973680
2018-12-06,51981825330
2018-12-07,49997545470
2018-12-10,49990268160
2018-12-11,49956307380
2018-12-12,50380817130
2018-12-13,51414195150
2018-12-14,49818038490
2018-12-17,48190346820
2018-12-18,46589338620
2018-12-19,46890134100
2018-12-20,43615344600
2018-12-21,43979210100
2018-12-24,43181131770
2018-12-26,45514722510
2018-12-27,46766419830
2018-12-28,46247305050
2018-12-31,72053179040
2019-01-02,71009864790
2019-01-03,70402845590
2019-01-04,71586533030
2019-01-07,70755675500
2019-01-08,72056972910
2019-01-09,72216315450
2019-01-10,72758838860
2019-01-11,73851473420
2019-01-14,72861273350
2019-01-15,74568514850
2019-01-16,74636804510
2019-01-17,73790771500
2019-01-18,73915969210
2019-01-22,73252041960
2019-01-23,74708888040
2019-01-24,73248248090
2019-01-25,74466080360
2019-01-28,74010815960
2019-01-29,75266586930
2019-01-30,75801522600
2019-01-31,75805316470
2019-02-01,73623841220
2019-02-04,72868861090
2019-02-05,70736706150
2019-02-06,71127474760
2019-02-07,70550806520
2019-02-08,68809420190
2019-02-11,69386088430
2019-02-12,70232121440
2019-02-13,71628265600
2019-02-14,72925769140
2019-02-15,75069305690
2019-02-19,75224854360
2019-02-20,73646604440
2019-02-21,72792983690
2019-02-22,73513818990
2019-02-25,72698136940
2019-02-26,71381664050
2019-02-27,68562818640
2019-02-28,66180268280
2019-03-01,67625732750
2019-03-04,65133160160
2019-03-05,64537522570
2019-03-06,62564710170
2019-03-07,62147384470
2019-03-08,61893195179
2019-03-11,62079094810
2019-03-12,62333284100
2019-03-13,63737016000
2019-03-14,64328859720
2019-03-15,63148966149
2019-03-18,63399361570
2019-03-19,65550485860
2019-03-20,63687695690
2019-03-21,64067082690
2019-03-22,63012386830
2019-03-25,62132208990
2019-03-26,60982666380
2019-03-27,60622248730
2019-03-28,60584310030
2019-03-29,61013017340
2019-04-01,61180708940
2019-04-02,59952332440
2019-04-03,60095958000
2019-04-04,61033303759
2019-04-05,62790827060
2019-04-08,63270838800
2019-04-09,63924713060
2019-04-10,63573208399
2019-04-11,61989547620
2019-04-12,60700697200
2019-04-15,61917734840
2019-04-16,57087380480
2019-04-17,54989691380
2019-04-18,56316338000
2019-04-22,55934596380
2019-04-23,58138114840
2019-04-24,58289299640
2019-04-25,59268221220
2019-04-26,60829204280
2019-04-29,60727154539
2019-04-30,60035484080
2019-05-01,61229844000
2019-05-02,59801147640
2019-05-03,57763932460
2019-05-06,60020365600
2019-05-07,58644583920
2019-05-08,59154832620
2019-05-09,58909157320
2019-05-10,59884299280
2019-05-13,59460981840
2019-05-14,58693718980
2019-05-15,58686159740
2019-05-16,58126775980
2019-05-17,58531195320
2019-05-20,58081420539
2019-05-21,58455602920
2019-05-22,57763932460
2019-05-23,56698079620
2019-05-24,56497759759
2019-05-28,55367653380
2019-05-29,56093340420
2019-05-30,55934596380
2019-05-31,55945935240
2019-06-03,56849264420
2019-06-04,58225046100
2019-06-05,58134335220
2019-06-06,58100318640
2019-06-07,59517676140
2019-06-10,59169951100
2019-06-11,59098138320
2019-06-12,58988529340
2019-06-13,59759571820
2019-06-14,59872960420
2019-06-17,60137533820
2019-06-18,60413446080
2019-06-19,60549512399
2019-06-20,60379429500
2019-06-21,60908576300
2019-06-24,60647782520
2019-06-25,60504156960
2019-06-26,59306017420
2019-06-27,59676420179
2019-06-28,59547913100
2019-07-01,59506167500
2019-07-02,60653184020
2019-07-03,61785206860
2019-07-05,61264176480
2019-07-08,60623196659
2019-07-09,59873512659
2019-07-10,60165889420
2019-07-11,65724796280
2019-07-12,67175434820
2019-07-15,66358279260
2019-07-16,67456566320
2019-07-17,66901800159
2019-07-18,66324543480
2019-07-19,65106306980
2019-07-22,63951793620
2019-07-23,64510308200
2019-07-24,64202937760
2019-07-25,62429935100
2019-07-26,62711066600
2019-07-29,64562786080
2019-07-30,64566534500
2019-07-31,63693152639
2019-08-01,62808525520
2019-08-02,61691496360
2019-08-05,59599878000
2019-08-06,61369132240
2019-08-07,62403696159
2019-08-08,62448677200
2019-08-09,63685655800
2019-08-12,62077583620
2019-08-13,63524473740
2019-08-14,60042191560
2019-08-15,59862267399
2019-08-16,60439524080
2019-08-19,61091749159
2019-08-20,60405788300
2019-08-21,60851850280
2019-08-22,58392886760
2019-08-23,57463278600
2019-08-26,57317090220
2019-08-27,54828139340
2019-08-28,55270452899
2019-08-29,57163405000
2019-08-30,57714422740
2019-09-03,58096761580
2019-09-04,57328335480
2019-09-05,56601142000
2019-09-06,57650699600
2019-09-09,60784378720
2019-09-10,61845181580
2019-09-11,60683171379
2019-09-12,59592381159
2019-09-13,60293335700
2019-09-16,62036351000
2019-09-17,60536983000
2019-09-18,60139650480
2019-09-19,61740225820
2019-09-20,60492001960
2019-09-23,60030946300
2019-09-24,59191300220
2019-09-25,58182975240
2019-09-26,56147583180
2019-09-27,56031382159
2019-09-30,56229087600
2019-10-01,55725289200
2019-10-02,55284465600
2019-10-03,55051088400
2019-10-04,55840125600
2019-10-07,55269647999
2019-10-08,54525063600
2019-10-09,55414119600
2019-10-10,55873465200
2019-10-11,56455056000
2019-10-14,56151295200
2019-10-15,59329670400
2019-10-16,59814946800
2019-10-17,61037398800
2019-10-18,61819027200
2019-10-21,61767165600
2019-10-22,63115567200
2019-10-23,64052780400
2019-10-24,63015548400
2019-10-25,63526755600
2019-10-28,64749207600
2019-10-29,65930911200
2019-10-30,65360433600
2019-10-31,66108722400
2019-11-01,66497684400
2019-11-04,67834972800
2019-11-05,67364514000
2019-11-06,67838677200
2019-11-07,68657349600
2019-11-08,69716808000
2019-11-11,69331550400
2019-11-12,70002046800
2019-11-13,70476210000
2019-11-14,70272468000
2019-11-15,72609944400
2019-11-18,73487887200
2019-11-19,74095408800
2019-11-20,74054660400
2019-11-21,74536232400
2019-11-22,74773314000
2019-11-25,75521602800
2019-11-26,74225062800
2019-11-27,74099113200
2019-11-29,74058364800
2019-12-02,72954453600
2019-12-03,72358045200
2019-12-04,72880365600
2019-12-05,72454359600
2019-12-06,73691629200
2019-12-09,72587718000
2019-12-10,71017052400
2019-12-11,71031870000
2019-12-12,71702366400
2019-12-13,70335442800
2019-12-16,72283957200
2019-12-17,71687548800
2019-12-18,73421208000
2019-12-19,73613836800
2019-12-20,75788319600
2019-12-23,76484746800
2019-12-24,75573464400
2019-12-26,75710527200
2019-12-27,75569760000
2019-12-30,75188206800
2019-12-31,75751275600
2020-01-02,75917973600
2020-01-03,75265999200
2020-01-06,76651444800
2020-01-07,77025589200
2020-01-08,78314720400
2020-01-09,78107274000
2020-01-10,77896123200
2020-01-13,75388244400
2020-01-14,76010583600
2020-01-15,77136721200
2020-01-16,78144318000
2020-01-17,78725908800
2020-01-21,78903720000
2020-01-22,78259154400
2020-01-23,78792588000
2020-01-24,76314344400
2020-01-27,74069478000
2020-01-28,76062445200
2020-01-29,75028917600
2020-01-30,72972975600
2020-01-31,71265247200
2020-02-03,71039278800
2020-02-04,72924818400
2020-02-05,76488451200
2020-02-06,78481418400
2020-02-07,77392324800
2020-02-10,77910940800
2020-02-11,79711279200
2020-02-12,82445126400
2020-02-13,82196931600
2020-02-14,81622749600
2020-02-18,82219158000
2020-02-19,82030233600
2020-02-20,81648680400
2020-02-21,80455863600
2020-02-24,74221358400
2020-02-25,71035574400
2020-02-26,69983524800
2020-02-27,67394149200
2020-02-28,67768293600
2020-03-02,71991309600
2020-03-03,70105770000
2020-03-04,77621997600
2020-03-05,74432509200
2020-03-06,72428428800
2020-03-09,67271904000
2020-03-10,73261918800
2020-03-11,69357481200
2020-03-12,60852178800
2020-03-13,66631042800
2020-03-16,55821603600
2020-03-17,57451539600
2020-03-18,52939580400
2020-03-19,54276868800
2020-03-20,52635819600
2020-03-23,48179426400
2020-03-24,54528767999
2020-03-25,58092400800
2020-03-26,62804397600
2020-03-27,59748267600
2020-03-30,66034634400
2020-03-31,65095223280
2020-04-01,63585225720
2020-04-02,62020118760
2020-04-03,60194160640
2020-04-06,63739532040
2020-04-07,65091549319
2020-04-08,68416483120
2020-04-09,66803614680
2020-04-13,65205442080
2020-04-14,68196045520
2020-04-15,67086509600
2020-04-16,71770808600
2020-04-17,71322585480
2020-04-20,69327625200
2020-04-21,65363422360
2020-04-22,67082835640
2020-04-23,67703734880
2020-04-24,69143927200
2020-04-27,70837622760
2020-04-28,69654607640
2020-04-29,71961854520
2020-04-30,71928788880
2020-05-01,68736117640
2020-05-04,67824975560
2020-05-05,69948524440
2020-05-06,67391448280
2020-05-07,67666995280
2020-05-08,69537040920
2020-05-11,69434170040
2020-05-12,69643585760
2020-05-13,66502349960
2020-05-14,67769866160
2020-05-15,69860349400
2020-05-18,71094799960
2020-05-19,70459204880
2020-05-20,69169644920
2020-05-21,69320277280
2020-05-22,69437844000
2020-05-26,71980224320
2020-05-27,73280806160
2020-05-28,73688615720
2020-05-29,72494578720
2020-06-01,72781147600
2020-06-02,73960488760
2020-06-03,73978858560
2020-06-04,74357276440
2020-06-05,76962114080
2020-06-08,79298752640
2020-06-09,78806442000
2020-06-10,76785764000
2020-06-11,70378377760
2020-06-12,69812587920
2020-06-15,68750813480
2020-06-16,70914775920
2020-06-17,70466552800
2020-06-18,69797892080
2020-06-19,70319594400
2020-06-22,69944850480
2020-06-23,70653924760
2020-06-24,67589842120
2020-06-25,68144610080
2020-06-26,67990303760
2020-06-29,68905119800
2020-06-30,68384726550
2020-07-01,69423343500
2020-07-02,69419699230
2020-07-06,68996963910
2020-07-07,66343935350
2020-07-08,65626014160
2020-07-09,63373855300
2020-07-10,63971515580
2020-07-13,64638416990
2020-07-14,66387666589
2020-07-15,65975864080
2020-07-16,65596860000
2020-07-17,65527618870
2020-07-20,64088132220
2020-07-21,64977334100
2020-07-22,64478069110
2020-07-23,65276164240
2020-07-24,65968575540
2020-07-27,63956938500
2020-07-28,64048045250
2020-07-29,66252828600
2020-07-30,65039286690
2020-07-31,62932898630
2020-08-03,63045871000
2020-08-04,63228084500
2020-08-05,63727349490
2020-08-06,63071380890
2020-08-07,64937247130
2020-08-10,66690141000
2020-08-11,66464196260
2020-08-12,67171184640
2020-08-13,65917555760
2020-08-14,66835911800
2020-08-17,66394955130
2020-08-18,66300204110
2020-08-19,66052393750
2020-08-20,64871650270
2020-08-21,64977334100
2020-08-24,64751389360
2020-08-25,64652994070
2020-08-26,63446740700
2020-08-27,64532733160
2020-08-28,66015951050
2020-08-31,64638416990
2020-09-01,64193816050
2020-09-02,66085192180
2020-09-03,65024709610
2020-09-04,65090306470
2020-09-08,63403009460
2020-09-09,63421230810
2020-09-10,61857838980
2020-09-11,61719356720
2020-09-14,62626779950
2020-09-15,60677095500
2020-09-16,61438747930
2020-09-17,61588163000
2020-09-18,61194581839
2020-09-21,60115877920
2020-09-22,58942422980
2020-09-23,58490533500
2020-09-24,58629015760
2020-09-25,59201166149
2020-09-28,59871711830
2020-09-29,59879000370
2020-09-30,58996693680
2020-10-01,58289750240
2020-10-02,58237513040
2020-10-05,59975270560
2020-10-06,59508618240
2020-10-07,61396122400
2020-10-08,61942871760
2020-10-09,61430947200
2020-10-12,61800090080
2020-10-13,60797135840
2020-10-14,60765793520
2020-10-15,61577211360
2020-10-16,61953319200
2020-10-19,59780251680
2020-10-20,59581750320
2020-10-21,60790170880
2020-10-22,62451313840
2020-10-23,64248273520
2020-10-26,63339346240
2020-10-27,62089135920
2020-10-28,58620585840
2020-10-29,56903723200
2020-10-30,58146968560
2020-11-02,60887680320
2020-11-03,64035842240
2020-11-04,73347993760
2020-11-05,74580791680
2020-11-06,70161524560
2020-11-09,73549977600
2020-11-10,76684209600
2020-11-11,77001115280
2020-11-12,76666797200
2020-11-13,76506603120
2020-11-16,76022538400
2020-11-17,74807152880
2020-11-18,73455950640
2020-11-19,71300295520
2020-11-20,71328155360
2020-11-23,72066441120
2020-11-24,73139044960
2020-11-25,72090818480
2020-11-27,74002700000
2020-11-30,72832586720
2020-12-01,72264942480
2020-12-02,73832058480
2020-12-03,74312640720
2020-12-04,75796177200
2020-12-07,76123530320
2020-12-08,76151390160
2020-12-09,75569816000
2020-12-10,74054937200
2020-12-11,72905718800
2020-12-14,70746581200
2020-12-15,71568446480
2020-12-16,70485395200
2020-12-17,70565492240
2020-12-18,68632715840
2020-12-21,68737190240
2020-12-22,67897912560
2020-12-23,69294387040
2020-12-24,69242149840
2020-12-28,70401815680
2020-12-29,71060004400
2020-12-30,71060004400
2020-12-31,72498268640
2021-01-04,71641578560
2021-01-05,70844090640
2021-01-06,72933578640
2021-01-07,76788684000
2021-01-08,76893158400
2021-01-11,76586700160
2021-01-12,78432414560
2021-01-13,77941384880
2021-01-14,76886193440
2021-01-15,76231487200
2021-01-19,76893158400
2021-01-20,79546808160
2021-01-21,78770215120
2021-01-22,77805568160
2021-01-25,76645902320
2021-01-26,75137988480
2021-01-27,74023594880
2021-01-28,76193179920
2021-01-29,75587228400
2021-02-01,75500166400
2021-02-02,75851896880
2021-02-03,76416058640
2021-02-04,71523174240
2021-02-05,70844090640
2021-02-08,71756500400
2021-02-09,73476845520
2021-02-10,73539530160
2021-02-11,72595778080
2021-02-12,72062958640
2021-02-16,70788370960
2021-02-17,72442548960
2021-02-18,71617201200
2021-02-19,71133136480
2021-02-22,72836069200
2021-02-23,74061902160
2021-02-24,74852425120
2021-02-25,72902236320
2021-02-26,73097255200
2021-03-01,74855907600
2021-03-02,76443918480
2021-03-03,76833956240
2021-03-04,78209535840
2021-03-05,80312953760
2021-03-08,82137773280
2021-03-09,82398959280
2021-03-10,82959638560
2021-03-11,83269579280
2021-03-12,84784458080
2021-03-15,85491401520
2021-03-16,84168059120
2021-03-17,84244673680
2021-03-18,84909827360
2021-03-19,84714808480
2021-03-22,84415315200
2021-03-23,83036253120
2021-03-24,83767573920
2021-03-25,84063584720
2021-03-26,84895897440
2021-03-29,86208792400
2021-03-30,85599358400
2021-03-31,88814309040
2021-04-01,88847374680
2021-04-05,89402142640
2021-04-06,87855405480
2021-04-07,88255867120
2021-04-08,87532097000
2021-04-09,90416155600
2021-04-12,90313284720
2021-04-13,90107542960
2021-04-14,91643258240
2021-04-15,93450846560
2021-04-16,92793207720
2021-04-19,92763816040
2021-04-20,93087124520
2021-04-21,92951188000
2021-04-22,92782185840
2021-04-23,92510312800
2021-04-26,91621214480
2021-04-27,92010654240
2021-04-28,90798247440
2021-04-29,91937175040
2021-04-30,91485277960
2021-05-03,92602161800
2021-05-04,95339262000
2021-05-05,94942474320
2021-05-06,94395054280
2021-05-07,95956487280
2021-05-10,98061666360
2021-05-11,95838920560
2021-05-12,95052693120
2021-05-13,96992544000
2021-05-14,96816193920
2021-05-17,97257069120
2021-05-18,96687605320
2021-05-19,96412058320
2021-05-20,95765441360
2021-05-21,96345927040
2021-05-24,96085075879
2021-05-25,95376001600
2021-05-26,95298848440
2021-05-27,95339262000
2021-05-28,95100454600
2021-06-01,94670601280
2021-06-02,93836612360
2021-06-03,94409750120
2021-06-04,92929144240
2021-06-07,90967249600
2021-06-08,90350024320
2021-06-09,88913505960
2021-06-10,88046451400
2021-06-11,88854722600
2021-06-14,88024407640
2021-06-15,87837035680
2021-06-16,87069178040
2021-06-17,86958959240
2021-06-18,85224850120
2021-06-21,86881806080
2021-06-22,86709129960
2021-06-23,85577550280
2021-06-24,86253558920
2021-06-25,87109591600
2021-06-28,88189735840
2021-06-29,86958959240
2021-06-30,79457803620
2021-07-01,79870057800
2021-07-02,79779562980
2021-07-06,78844449840
2021-07-07,79075714380
2021-07-08,77560764060
2021-07-09,78730493400
2021-07-12,78837746520
2021-07-13,78951702960
2021-07-14,79105879320
2021-07-15,78733845060
2021-07-16,78371865780
2021-07-19,76293836580
2021-07-20,77765215320
2021-07-21,78284722620
2021-07-22,77838951840
2021-07-23,78053458080
2021-07-26,76565321040
2021-07-27,76712794080
2021-07-28,76166473500
2021-07-29,76736255700
2021-07-30,76917245340
2021-08-02,76870322100
2021-08-03,78415437360
2021-08-04,77584225680
2021-08-05,69114580860
2021-08-06,70150243800
2021-08-09,70770300900
2021-08-10,70703267700
2021-08-11,70820575800
2021-08-12,70277606880
2021-08-13,70589311260
2021-08-16,70686509400
2021-08-17,70552443000
2021-08-18,68910129600
2021-08-19,69104525880
2021-08-20,69556999980
2021-08-23,69627384840
2021-08-24,71018323740
2021-08-25,70850740740
2021-08-26,69644143140
2021-08-27,70612772880
2021-08-30,69536890020
2021-08-31,70937883900
2021-09-01,70736784300
2021-09-02,73136572860
2021-09-03,72704208720
2021-09-07,72503109120
2021-09-08,71511017760
2021-09-09,71708765700
2021-09-10,68605128540
2021-09-13,70083210600
2021-09-14,68256555900
2021-09-15,69238592280
2021-09-16,68883316320
2021-09-17,68916832920
2021-09-20,67881169980
2021-09-21,67834246739
2021-09-22,67700180340
2021-09-23,67857708360
2021-09-24,68336995739
2021-09-27,69248647260
2021-09-28,68132544480
2021-09-29,68350402380
2021-09-30,67086826560
2021-10-01,67904631600
2021-10-04,66848858700
2021-10-05,67502432400
2021-10-06,68122489500
2021-10-07,68611831860
2021-10-08,68769359880
2021-10-11,68350402380
2021-10-12,67737048600
2021-10-13,66855562020
2021-10-14,68052104640
2021-10-15,69107877540
2021-10-18,68564908620
2021-10-19,69255350580
2021-10-20,71980250160
2021-10-21,72472944180
2021-10-22,72529922400
2021-10-25,72268492920
2021-10-26,72285251220
2021-10-27,71524424400
2021-10-28,72312064500
2021-10-29,71594809260
2021-11-01,72439427580
2021-11-02,71963491860
2021-11-03,73149979500
2021-11-04,71443984560
2021-11-05,71765743920
2021-11-08,73119814560
2021-11-09,72462889200
2021-11-10,73012561440
2021-11-11,72965638200
2021-11-12,72975693180
2021-11-15,72238327980
2021-11-16,72985748160
2021-11-17,72724318680
2021-11-18,73317562500
2021-11-19,70555794660
2021-11-22,70904367300
2021-11-23,71470797840
2021-11-24,70579256280
2021-11-26,67713586980
2021-11-29,66902485260
2021-11-30,64318355400
2021-12-01,65263523520
2021-12-02,66292483140
2021-12-03,66986276760
2021-12-06,69241943940
2021-12-07,69704473020
2021-12-08,69818429460
2021-12-09,70820575800
2021-12-10,72040580040
2021-12-13,72110964900
2021-12-14,72603658920
2021-12-15,72885198360
2021-12-16,73290749220
2021-12-17,73609156920
2021-12-20,72731022000
2021-12-21,73816959840
2021-12-22,74517456780
2021-12-23,75710647740
2021-12-27,76370924760
2021-12-28,77269169640
2021-12-29,77641203900
2021-12-30,77339554500
2021-12-31,73134169810
2022-01-03,74589655400
2022-01-04,74303017100
2022-01-05,75328545240
2022-01-06,72468531980
2022-01-07,74264798660
2022-01-10,74427227030
2022-01-11,76481468180
2022-01-12,76048325860
2022-01-13,76612047850
2022-01-14,77127996790
2022-01-18,76430510260
2022-01-19,76054695600
2022-01-20,76561089930
2022-01-21,75242553750
2022-01-24,75296696540
2022-01-25,74761638380
2022-01-26,74532327740
2022-01-27,72433498410
2022-01-28,74350790150
2022-01-31,73398514020
2022-02-01,71949398170
2022-02-02,73258379740
2022-02-03,69290031720
2022-02-04,70503467190
2022-02-07,71493961760
2022-02-08,73815731990
2022-02-09,74010009060
2022-02-10,73338001490
2022-02-11,72455792500
2022-02-14,71736011880
2022-02-15,72745615670
2022-02-16,72933523000
2022-02-17,72331582570
2022-02-18,72822052550
2022-02-22,72529044510
2022-02-23,71688238830
2022-02-24,71478037410
2022-02-25,74156513080
2022-02-28,75729838860
2022-03-01,75513267700
2022-03-02,76599308370
2022-03-03,75739393470
2022-03-04,76956013810
2022-03-07,75752132950
2022-03-08,72965371700
2022-03-09,73653303620
2022-03-10,73080027020
2022-03-11,72251960820
2022-03-14,72041759400
2022-03-15,74232949960
2022-03-16,75640662500
2022-03-17,77198063930
2022-03-18,76806324920
2022-03-21,77554769370
2022-03-22,77561139110
2022-03-23,75959149500
2022-03-24,77105702700
2022-03-25,77577063460
2022-03-28,77602542420
2022-03-29,77500626580
2022-03-30,78293659210
2022-03-31,75506382420
2022-04-01,77598792500
2022-04-04,76341455720
2022-04-05,77233250980
2022-04-06,78657602420
2022-04-07,80397075860
2022-04-08,81269963800
2022-04-11,80078802640
2022-04-12,80299388040
2022-04-13,81613446780
2022-04-14,81682773620
2022-04-18,81603993120
2022-04-19,82256295659
2022-04-20,84726852140
2022-04-21,83384432420
2022-04-22,80375017320
2022-04-25,80154431920
2022-04-26,79599817200
2022-04-27,79023143940
2022-04-28,80116617280
2022-04-29,77765807160
2022-05-02,77554675420
2022-05-03,77926519380
2022-05-04,80567241740
2022-05-05,79435953760
2022-05-06,84106061800
2022-05-09,82376042020
2022-05-10,82136549300
2022-05-11,81994744400
2022-05-12,81941173659
2022-05-13,81676471180
2022-05-16,83976861780
2022-05-17,85508354700
2022-05-18,81165973540
2022-05-19,80948539360
2022-05-20,81771007780
2022-05-23,82993681140
2022-05-24,83494725120
2022-05-25,83743671500
2022-05-26,84730003360
2022-05-27,85839232800
2022-05-31,84544081380
2022-06-01,83374978760
2022-06-02,83012588460
2022-06-03,80031534340
2022-06-06,81402315040
2022-06-07,82650198159
2022-06-08,82177515159
2022-06-09,81169124760
2022-06-10,79817251380
2022-06-13,76332002060
2022-06-14,77428626620
2022-06-15,77866646200
2022-06-16,78244792600
2022-06-17,77053631440
2022-06-21,79467465960
2022-06-22,80639719800
2022-06-23,81830880960
2022-06-24,83548295860
2022-06-27,84414881360
2022-06-28,83888627620
2022-06-29,84244715479
2022-06-30,80071606080
2022-07-01,81441987619
2022-07-05,80472693360
2022-07-06,82371780860
2022-07-07,83796856119
2022-07-08,84832998260
2022-07-11,85051773140
2022-07-12,84881614900
2022-07-13,83180032500
2022-07-14,80493963140
2022-07-15,83289419940
2022-07-18,81539220900
2022-07-19,83438308400
2022-07-20,81043938880
2022-07-21,80931512900
2022-07-22,81797496800
2022-07-25,82839716020
2022-07-26,83508194820
2022-07-27,83477809420
2022-07-28,83018989880
2022-07-29,83669237440
2022-08-01,83076722140
2022-08-02,82478129760
2022-08-03,82569285960
2022-08-04,85109505400
2022-08-05,85616941580
2022-08-08,85616941580
2022-08-09,86610544160
2022-08-10,87227367780
2022-08-11,86902244000
2022-08-12,88397205680
2022-08-15,88382012980
2022-08-16,88303010940
2022-08-17,88603826400
2022-08-18,88388090060
2022-08-19,89023144920
2022-08-22,88573441000
2022-08-23,87002515820
2022-08-24,87740881040
2022-08-25,88679789900
2022-08-26,86558888980
2022-08-29,87263830260
2022-08-30,86619659780
2022-08-31,86127416300
2022-09-01,87522106160
2022-09-02,87418795800
2022-09-06,86674353500
2022-09-07,88117660000
2022-09-08,88333396340
2022-09-09,88980605360
2022-09-12,89378654100
2022-09-13,87151404280
2022-09-14,86318844320
2022-09-15,88105505840
2022-09-16,88224008900
2022-09-19,87911039280
2022-09-20,87534260320
2022-09-21,86583197300
2022-09-22,85960296600
2022-09-23,84401525580
2022-09-26,84106787200
2022-09-27,84355947480
2022-09-28,85853947700
2022-09-29,85249278240
2022-09-30,82873629720
2022-10-03,85785720720
2022-10-04,87518041520
2022-10-05,87819704279
2022-10-06,87535962080
2022-10-07,86132184880
2022-10-10,85340693480
2022-10-11,86899782200
2022-10-12,86126211360
2022-10-13,88897924640
2022-10-14,88199022800
2022-10-17,86592145920
2022-10-18,87733088240
2022-10-19,87535962080
2022-10-20,87903333560
2022-10-21,90003025840
2022-10-24,91678598200
2022-10-25,92864341920
2022-10-26,94068006200
2022-10-27,94554848080
2022-10-28,96998017760
2022-10-31,96490268560
2022-11-01,97105541120
2022-11-02,95833181360
2022-11-03,96842706240
2022-11-04,96212499880
2022-11-07,96881534120
2022-11-08,97888072240
2022-11-09,97066713240
2022-11-10,96573897840
2022-11-11,90743742320
2022-11-14,91648730600
2022-11-15,91146954920
2022-11-16,91600942440
2022-11-17,93216779600
2022-11-18,95340365960
2022-11-21,94169556040
2022-11-22,95382180600
2022-11-23,95528531840
2022-11-25,96741156400
2022-11-28,95429968760
2022-11-29,95785393200
2022-11-30,98231549640
2022-12-01,96606752200
2022-12-02,97726787200
2022-12-05,97783535640
2022-12-06,98455556640
2022-12-07,99217180440
2022-12-08,99608446000
2022-12-09,99196273120
2022-12-12,101340766800
2022-12-13,98637749000
2022-12-14,99960883680
2022-12-15,98996160200
2022-12-16,97753668040
2022-12-19,98796047279
2022-12-20,98425689040
2022-12-21,99506896160
2022-12-22,99542737279
2022-12-23,99850373560
2022-12-27,99787651600
2022-12-28,99115630600
2022-12-29,98778126720
2022-12-30,98963305840
2023-01-03,95063564880
2023-01-04,91757571800
2023-01-05,89950808140
2023-01-06,89504292080
2023-01-09,89610746240
2023-01-10,89832525740
2023-01-11,91441166380
2023-01-12,91733915320
2023-01-13,92913782260
2023-01-17,93147390000
2023-01-18,91183902160
2023-01-19,91864025960
2023-01-20,91183902160
2023-01-23,91127718020
2023-01-24,91370196940
2023-01-25,92730444540
2023-01-26,92615119200
2023-01-27,91166159800
2023-01-30,91775314160
2023-01-31,93641219020
2023-02-01,92638775679
2023-02-02,89164230179
2023-02-03,86520618540
2023-02-06,85293438640
2023-02-07,85459034000
2023-02-08,85813881200
2023-02-09,86201256060
2023-02-10,87679786060
2023-02-13,88285983360
2023-02-14,88522548160
2023-02-15,88291897480
2023-02-16,88543247580
2023-02-17,89025248360
2023-02-21,86931649880
2023-02-22,87209613520
2023-02-23,87129772900
2023-02-24,86857723380
2023-02-27,87635430160
2023-02-28,86375722600
2023-03-01,85385107500
2023-03-02,85042088540
2023-03-03,84858750820
2023-03-06,85302309820
