,JKHY
2013-12-03,4860436329
2013-12-04,4865573306
2013-12-05,4875847259
2013-12-06,4941771797
2013-12-09,4939203308
2013-12-10,4906669121
2013-12-11,4845881561
2013-12-12,4848450049
2013-12-13,4894682841
2013-12-16,4977730635
2013-12-17,5031668893
2013-12-18,5035949707
2013-12-19,5014545636
2013-12-20,4999134705
2013-12-23,4999990868
2013-12-24,5036805870
2013-12-26,5019682613
2013-12-27,5016257962
2013-12-30,5043655172
2013-12-31,5005909450
2014-01-02,4917137200
2014-01-03,4986464100
2014-01-06,4979700500
2014-01-07,5003373100
2014-01-08,5054945550
2014-01-09,5053254650
2014-01-10,5054945550
2014-01-13,4943346150
2014-01-14,4995764050
2014-01-15,4999991300
2014-01-16,4991536800
2014-01-17,4934046200
2014-01-21,4969555100
2014-01-22,5020282100
2014-01-23,5006754900
2014-01-24,4860492050
2014-01-27,4715920100
2014-01-28,4786937900
2014-01-29,4707465600
2014-01-30,4793701500
2014-01-31,4715920100
2014-02-03,4539221050
2014-02-04,4622075150
2014-02-05,4612775200
2014-02-06,4649975000
2014-02-07,4751429000
2014-02-10,4767492550
2014-02-11,4812301400
2014-02-12,4850346650
2014-02-13,4869792000
2014-02-14,4870637450
2014-02-18,4897691850
2014-02-19,4900228200
2014-02-20,4916291750
2014-02-21,4934046200
2014-02-24,4954337000
2014-02-25,4939964350
2014-02-26,4939964350
2014-02-27,4972936900
2014-02-28,4914600850
2014-03-03,4873173800
2014-03-04,4928128050
2014-03-05,4899382750
2014-03-06,4871482900
2014-03-07,4860492050
2014-03-10,4888391900
2014-03-11,4840201250
2014-03-12,4859646600
2014-03-13,4769183450
2014-03-14,4772565250
2014-03-17,4808919600
2014-03-18,4830901300
2014-03-19,4767492550
2014-03-20,4767492550
2014-03-21,4774256150
2014-03-24,4715920100
2014-03-25,4694783850
2014-03-26,4629684200
2014-03-27,4653356800
2014-03-28,4654202250
2014-03-31,4607748063
2014-04-01,4674682711
2014-04-02,4637496796
2014-04-03,4649892101
2014-04-04,4585436514
2014-04-07,4510238330
2014-04-08,4561472258
2014-04-09,4599484527
2014-04-10,4459830756
2014-04-11,4398680585
2014-04-14,4405291414
2014-04-15,4478836891
2014-04-16,4547424246
2014-04-17,4561472258
2014-04-21,4548250599
2014-04-22,4540813416
2014-04-23,4525112696
2014-04-24,4524286343
2014-04-25,4484621367
2014-04-28,4504453855
2014-04-29,4494537611
2014-04-30,4558166843
2014-05-01,4589568283
2014-05-02,4656502930
2014-05-05,4670550942
2014-05-06,4720132163
2014-05-07,4736659236
2014-05-08,4746575480
2014-05-09,4735832882
2014-05-12,4815162835
2014-05-13,4788719517
2014-05-14,4716000394
2014-05-15,4669724589
2014-05-16,4690383430
2014-05-19,4749880895
2014-05-20,4706910504
2014-05-21,4739964651
2014-05-22,4763102553
2014-05-23,4788719517
2014-05-27,4787893163
2014-05-28,4786240456
2014-05-29,4819294603
2014-05-30,4792024932
2014-06-02,4811031066
2014-06-03,4774671505
2014-06-04,4785414102
2014-06-05,4817641896
2014-06-06,4830037201
2014-06-09,4883750189
2014-06-10,4890361019
2014-06-11,4883750189
2014-06-12,4850696042
2014-06-13,4880444775
2014-06-16,4872181238
2014-06-17,4914325275
2014-06-18,4914325275
2014-06-19,4895319141
2014-06-20,4875486653
2014-06-23,4917630690
2014-06-24,4874660299
2014-06-25,4885402897
2014-06-26,4863917701
2014-06-27,4913498921
2014-06-30,4884848850
2014-07-01,4930056100
2014-07-02,4912795150
2014-07-03,4949782900
2014-07-07,4951426800
2014-07-08,4934165850
2014-07-09,4903753700
2014-07-10,4865122050
2014-07-11,4902931750
2014-07-14,4907041500
2014-07-15,4884026900
2014-07-16,4884026900
2014-07-17,4874163500
2014-07-18,4938275600
2014-07-21,4907041500
2014-07-22,4942385350
2014-07-23,4942385350
2014-07-24,4954714600
2014-07-25,4908685400
2014-07-28,4898000050
2014-07-29,4858546450
2014-07-30,4908685400
2014-07-31,4796078250
2014-08-01,4796900200
2014-08-04,4842929400
2014-08-05,4789502650
2014-08-06,4780461200
2014-08-07,4686758900
2014-08-08,4745939300
2014-08-11,4750049050
2014-08-12,4740185650
2014-08-13,4735253950
2014-08-14,4675251600
2014-08-15,4639085800
2014-08-18,4716349100
2014-08-19,4729500300
2014-08-20,4713061300
2014-08-21,4733610050
2014-08-22,4704019850
2014-08-25,4747583200
2014-08-26,4759912450
2014-08-27,4753336850
2014-08-28,4745939300
2014-08-29,4751692950
2014-09-02,4777995350
2014-09-03,4773063650
2014-09-04,4770597800
2014-09-05,4770597800
2014-09-08,4765666100
2014-09-09,4756624650
2014-09-10,4795256300
2014-09-11,4783749000
2014-09-12,4762378300
2014-09-15,4730322250
2014-09-16,4752514900
2014-09-17,4731966150
2014-09-18,4751692950
2014-09-19,4728678350
2014-09-22,4651415050
2014-09-23,4612783400
2014-09-24,4667032100
2014-09-25,4560178600
2014-09-26,4562644450
2014-09-29,4606207800
2014-09-30,4505291498
2014-10-01,4485055730
2014-10-02,4510957514
2014-10-03,4548191328
2014-10-06,4536859297
2014-10-07,4480199145
2014-10-08,4547381897
2014-10-09,4429205009
2014-10-10,4333692181
2014-10-13,4271366014
2014-10-14,4272984876
2014-10-15,4371735426
2014-10-16,4396018348
2014-10-17,4423538994
2014-10-20,4436489885
2014-10-21,4551429051
2014-10-22,4570045958
2014-10-23,4621849525
2014-10-24,4661511631
2014-10-27,4659083339
2014-10-28,4767547058
2014-10-29,4756215028
2014-10-30,4802352580
2014-10-31,4842014686
2014-11-03,4856584440
2014-11-04,4863059885
2014-11-05,4947240682
2014-11-06,4944812390
2014-11-07,4880867362
2014-11-10,4928623775
2014-11-11,4924576622
2014-11-12,4923767191
2014-11-13,4897055977
2014-11-14,4877629639
2014-11-17,4880867362
2014-11-18,4910816299
2014-11-19,4907578576
2014-11-20,4929433206
2014-11-21,4948050113
2014-11-24,4987712219
2014-11-25,4983665066
2014-11-26,4994187665
2014-11-28,4974761328
2014-12-01,4986902789
2014-12-02,4983665066
2014-12-03,5010376280
2014-12-04,5028993187
2014-12-05,5021708310
2014-12-08,5017661157
2014-12-09,5024946033
2014-12-10,4986093358
2014-12-11,5009566849
2014-12-12,4978808481
2014-12-15,4998234819
2014-12-16,4969095312
2014-12-17,5038706356
2014-12-18,5130981460
2014-12-19,5118839999
2014-12-22,5129362599
2014-12-23,5145551214
2014-12-24,5139885199
2014-12-26,5130981460
2014-12-29,5153645521
2014-12-30,5097794800
2014-12-31,5031195735
2015-01-02,5036863319
2015-01-05,4989903333
2015-01-06,4972090925
2015-01-07,5015812291
2015-01-08,5119448122
2015-01-09,5063581932
2015-01-12,5100826059
2015-01-13,5142118460
2015-01-14,5115399847
2015-01-15,5061962622
2015-01-16,5143737770
2015-01-20,5108112953
2015-01-21,5117019157
2015-01-22,5242515671
2015-01-23,5193126721
2015-01-26,5182601206
2015-01-27,5116209502
2015-01-28,5070059171
2015-01-29,5072488136
2015-01-30,4968852305
2015-02-02,5015812291
2015-02-03,5110541918
2015-02-04,5055485382
2015-02-05,5193936375
2015-02-06,5147786044
2015-02-09,5117019157
2015-02-10,5206890854
2015-02-11,5225512918
2015-02-12,5283808073
2015-02-13,5325910129
2015-02-17,5354248052
2015-02-18,5407685277
2015-02-19,5400398383
2015-02-20,5445739059
2015-02-23,5410114242
2015-02-24,5443310094
2015-02-25,5412543207
2015-02-26,5378537699
2015-02-27,5303239791
2015-03-02,5428736305
2015-03-03,5390682523
2015-03-04,5360725291
2015-03-05,5425497685
2015-03-06,5374489425
2015-03-09,5411733552
2015-03-10,5341293573
2015-03-11,5381776319
2015-03-12,5467599742
2015-03-13,5393111488
2015-03-16,5478934911
2015-03-17,5479744566
2015-03-18,5575283847
2015-03-19,5614956939
2015-03-20,5665155545
2015-03-23,5668394164
2015-03-24,5617385904
2015-03-25,5543707305
2015-03-26,5573664538
2015-03-27,5560710059
2015-03-30,5640865897
2015-03-31,5650786955
2015-04-01,5628148233
2015-04-02,5634616439
2015-04-06,5666957472
2015-04-07,5605509510
2015-04-08,5584487838
2015-04-09,5531933660
2015-04-10,5500401153
2015-04-13,5510103463
2015-04-14,5531125134
2015-04-15,5467251594
2015-04-16,5443804346
2015-04-17,5392058693
2015-04-20,5425208252
2015-04-21,5473719801
2015-04-22,5500401153
2015-04-23,5509294937
2015-04-24,5453506655
2015-04-27,5437336139
2015-04-28,5493932946
2015-04-29,5454315181
2015-04-30,5377505228
2015-05-01,5413888890
2015-05-04,5433293510
2015-05-05,5358909134
2015-05-06,5424399726
2015-05-07,5336270412
2015-05-08,5261886036
2015-05-11,5267545717
2015-05-12,5255417830
2015-05-13,5256226355
2015-05-14,5304737905
2015-05-15,5257843407
2015-05-18,5311206111
2015-05-19,5305546430
2015-05-20,5285333285
2015-05-21,5254609304
2015-05-22,5263503088
2015-05-26,5190735764
2015-05-27,5267545717
2015-05-28,5262694562
2015-05-29,5261886036
2015-06-01,5263503088
2015-06-02,5263503088
2015-06-03,5315248740
2015-06-04,5253800778
2015-06-05,5286141811
2015-06-08,5258651933
2015-06-09,5238438787
2015-06-10,5273205398
2015-06-11,5330610731
2015-06-12,5298269698
2015-06-15,5259460459
2015-06-16,5312823163
2015-06-17,5275630975
2015-06-18,5347589773
2015-06-19,5347589773
2015-06-22,5337887463
2015-06-23,5312823163
2015-06-24,5322525473
2015-06-25,5343547144
2015-06-26,5340313041
2015-06-29,5284524759
2015-06-30,5171611334
2015-07-01,5249944859
2015-07-02,5246747573
2015-07-06,5259536720
2015-07-07,5270727223
2015-07-08,5253142146
2015-07-09,5273125188
2015-07-10,5344264819
2015-07-13,5367445148
2015-07-14,5407411232
2015-07-15,5437785457
2015-07-16,5509724409
2015-07-17,5468959002
2015-07-20,5519316269
2015-07-21,5508125765
2015-07-22,5571272179
2015-07-23,5545693885
2015-07-24,5548891171
2015-07-27,5496135940
2015-07-28,5523312877
2015-07-29,5591255221
2015-07-30,5602445725
2015-07-31,5584061326
2015-08-03,5572071500
2015-08-04,5592853864
2015-08-05,5631221306
2015-08-06,5572870822
2015-08-07,5614435550
2015-08-10,5683976537
2015-08-11,5613636228
2015-08-12,5661595530
2015-08-13,5699962971
2015-08-14,5692769076
2015-08-17,5725541265
2015-08-18,5722343978
2015-08-19,5692769076
2015-08-20,5606442333
2015-08-21,5456969177
2015-08-24,5271526545
2015-08-25,5265931293
2015-08-26,5492139331
2015-08-27,5420999701
2015-08-28,5497734583
2015-08-31,5432190205
2015-09-01,5244349608
2015-09-02,5347462106
2015-09-03,5393023442
2015-09-04,5310693308
2015-09-08,5463363751
2015-09-09,5409009876
2015-09-10,5444979352
2015-09-11,5523312877
2015-09-14,5482547471
2015-09-15,5562479640
2015-09-16,5601646403
2015-09-17,5595251830
2015-09-18,5556085067
2015-09-21,5595251830
2015-09-22,5560081675
2015-09-23,5580864039
2015-09-24,5564078284
2015-09-25,5589656578
2015-09-28,5471356968
2015-09-29,5506527122
2015-09-30,5489089310
2015-10-01,5493820604
2015-10-02,5588446479
2015-10-05,5684649452
2015-10-06,5675186865
2015-10-07,5722499802
2015-10-08,5796623404
2015-10-09,5826588265
2015-10-12,5841570695
2015-10-13,5799777600
2015-10-14,5758773054
2015-10-15,5787949366
2015-10-16,5798989051
2015-10-19,5842359244
2015-10-20,5835262304
2015-10-21,5785583719
2015-10-22,5931465277
2015-10-23,6000857585
2015-10-26,6018994211
2015-10-27,5946447707
2015-10-28,6108100244
2015-10-29,6127813968
2015-10-30,6098637656
2015-11-02,6115197184
2015-11-03,6082078128
2015-11-04,6118351380
2015-11-05,6086809422
2015-11-06,6140430751
2015-11-09,6190109336
2015-11-10,6181435297
2015-11-11,6150681888
2015-11-12,6096272009
2015-11-13,6063152953
2015-11-16,6195629178
2015-11-17,6211400157
2015-11-18,6274484074
2015-11-19,6237422273
2015-11-20,6242942116
2015-11-23,6216920000
2015-11-24,6201149021
2015-11-25,6205880315
2015-11-27,6212188706
2015-11-30,6259501644
2015-12-01,6275272623
2015-12-02,6240576469
2015-12-03,6224805490
2015-12-04,6229536784
2015-12-07,6219285647
2015-12-08,6168029965
2015-12-09,6125448321
2015-12-10,6145162045
2015-12-11,6103368950
2015-12-14,6137276555
2015-12-15,6160933024
2015-12-16,6130179615
2015-12-17,6089175069
2015-12-18,6113620086
2015-12-21,6112042988
2015-12-22,6131756712
2015-12-23,6144373496
2015-12-24,6161721573
2015-12-28,6183800944
2015-12-29,6249250508
2015-12-30,6228748235
2015-12-31,6157163052
2016-01-04,6036480763
2016-01-05,6124823354
2016-01-06,6129555993
2016-01-07,6064087823
2016-01-08,6030170578
2016-01-11,6052256226
2016-01-12,6144542682
2016-01-13,5977322779
2016-01-14,6083018378
2016-01-15,5878726137
2016-01-19,5964702409
2016-01-20,5926841298
2016-01-21,6038058310
2016-01-22,6177671154
2016-01-25,6103526479
2016-01-26,6150852867
2016-01-27,6146120228
2016-01-28,6164262010
2016-01-29,6403260269
2016-02-01,6415880639
2016-02-02,6366187932
2016-02-03,6300719762
2016-02-04,6290465711
2016-02-05,6200545574
2016-02-08,6039635856
2016-02-09,6042002175
2016-02-10,6097216294
2016-02-11,6074341874
2016-02-12,6254182147
2016-02-16,6386696033
2016-02-17,6311762586
2016-02-18,6476616170
2016-02-19,6547605752
2016-02-22,6649357485
2016-02-23,6591777047
2016-02-24,6618595333
2016-02-25,6658033990
2016-02-26,6565747534
2016-02-29,6486870221
2016-03-01,6527097650
2016-03-02,6475827397
2016-03-03,6477404943
2016-03-04,6483715128
2016-03-07,6463207027
2016-03-08,6388273579
2016-03-09,6390639899
2016-03-10,6396161311
2016-03-11,6419035731
2016-03-14,6407204134
2016-03-15,6404837815
2016-03-16,6473461077
2016-03-17,6535774155
2016-03-18,6533407835
2016-03-21,6528675197
2016-03-22,6540506793
2016-03-23,6544450659
2016-03-24,6546028205
2016-03-28,6548394525
2016-03-29,6661977855
2016-03-30,6780293825
2016-03-31,6655274544
2016-04-01,6699343999
2016-04-04,6618287681
2016-04-05,6571070409
2016-04-06,6642683272
2016-04-07,6589957317
2016-04-08,6570283454
2016-04-11,6504966227
2016-04-12,6466405455
2016-04-13,6496309727
2016-04-14,6472701091
2016-04-15,6485292364
2016-04-18,6490014091
2016-04-19,6557692181
2016-04-20,6538805272
2016-04-21,6460896773
2016-04-22,6443583773
2016-04-25,6444370728
2016-04-26,6471127182
2016-04-27,6463257637
2016-04-28,6448305500
2016-04-29,6376692637
2016-05-02,6480570636
2016-05-03,6409744728
2016-05-04,6538018318
2016-05-05,6516770545
2016-05-06,6578939954
2016-05-09,6618287681
2016-05-10,6669439726
2016-05-11,6578152999
2016-05-12,6644257181
2016-05-13,6586022545
2016-05-16,6666291908
2016-05-17,6596252954
2016-05-18,6576579090
2016-05-19,6519918363
2016-05-20,6536444409
2016-05-23,6469553273
2016-05-24,6611205090
2016-05-25,6581300818
2016-05-26,6570283454
2016-05-27,6637174590
2016-05-31,6644257181
2016-06-01,6653700635
2016-06-02,6710361362
2016-06-03,6674161453
2016-06-06,6688326635
2016-06-07,6689900544
2016-06-08,6723739589
2016-06-09,6750496044
2016-06-10,6651339772
2016-06-13,6592318181
2016-06-14,6665504953
2016-06-15,6604122499
2016-06-16,6597039908
2016-06-17,6491588000
2016-06-20,6582874727
2016-06-21,6569496499
2016-06-22,6561626954
2016-06-23,6639535453
2016-06-24,6549035681
2016-06-27,6456962000
2016-06-28,6648191953
2016-06-29,6719804817
2016-06-30,6815419680
2016-07-01,6812295848
2016-07-05,6813857764
2016-07-06,6819324470
2016-07-07,6778714658
2016-07-08,6856029491
2016-07-11,6902106008
2016-07-12,6887267808
2016-07-13,6906010798
2016-07-14,6881020145
2016-07-15,6856810449
2016-07-18,6831819796
2016-07-19,6851343744
2016-07-20,6876334397
2016-07-21,6828695965
2016-07-22,6879458229
2016-07-25,6913820377
2016-07-26,6979420841
2016-07-27,6995820957
2016-07-28,6960677851
2016-07-29,6970049346
2016-08-01,6981763715
2016-08-02,6925534745
2016-08-03,6874772481
2016-08-04,6898201219
2016-08-05,6948963483
2016-08-08,6878677271
2016-08-09,6898982176
2016-08-10,6945839651
2016-08-11,6930220493
2016-08-12,6898201219
2016-08-15,6939591988
2016-08-16,6903667924
2016-08-17,6711552278
2016-08-18,6804486269
2016-08-19,6849000870
2016-08-22,6898201219
2016-08-23,6929439535
2016-08-24,6858372365
2016-08-25,6876334397
2016-08-26,6841191291
2016-08-29,6835724586
2016-08-30,6845096081
2016-08-31,6815419680
2016-09-01,6888048766
2016-09-02,6945839651
2016-09-06,6923972830
2016-09-07,6916163250
2016-09-08,6890391639
2016-09-09,6730295268
2016-09-12,6831819796
2016-09-13,6706085573
2016-09-14,6656885224
2016-09-15,6709990362
2016-09-16,6650637561
2016-09-19,6699056951
2016-09-20,6710771320
2016-09-21,6784181364
2016-09-22,6852124702
2016-09-23,6812295848
2016-09-26,6747476342
2016-09-27,6760752626
2016-09-28,6769343163
2016-09-29,6687342583
2016-09-30,6640723190
2016-10-03,6629079608
2016-10-04,6516524977
2016-10-05,6500223962
2016-10-06,6552231964
2016-10-07,6455978349
2016-10-10,6458307065
2016-10-11,6310821687
2016-10-12,6418718885
2016-10-13,6381459421
2016-10-14,6417942646
2016-10-17,6396984198
2016-10-18,6405522825
2016-10-19,6378354466
2016-10-20,6353514823
2016-10-21,6349633629
2016-10-24,6393103003
2016-10-25,6331780136
2016-10-26,6242512670
2016-10-27,6174979892
2016-10-28,6226987894
2016-10-31,6289087000
2016-11-01,6251827536
2016-11-02,6247946342
2016-11-03,6230869088
2016-11-04,6238631476
2016-11-07,6345752435
2016-11-08,6510315067
2016-11-09,6496342768
2016-11-10,6483146708
2016-11-11,6565428024
2016-11-14,6573966651
2016-11-15,6573190412
2016-11-16,6612002353
2016-11-17,6718347073
2016-11-18,6730766894
2016-11-21,6846426480
2016-11-22,6862727496
2016-11-23,6902315676
2016-11-25,6891448332
2016-11-28,6877476033
2016-11-29,6856517585
2016-11-30,6709808446
2016-12-01,6565428024
2016-12-02,6633737041
2016-12-05,6742410477
2016-12-06,6809167016
2016-12-07,6912406781
2016-12-08,6941903856
2016-12-09,6945785050
2016-12-12,6953547439
2016-12-13,7023408933
2016-12-14,6942680095
2016-12-15,6953547439
2016-12-16,6943456334
2016-12-19,6936470184
2016-12-20,6953547439
2016-12-21,6918616691
2016-12-22,6901539437
2016-12-23,6940351379
2016-12-27,6948113767
2016-12-28,6899986959
2016-12-29,6922497885
2016-12-30,6891448332
2017-01-03,6901780671
2017-01-04,6967778123
2017-01-05,7031446254
2017-01-06,7053963032
2017-01-09,7004270833
2017-01-10,6949143549
2017-01-11,6932061855
2017-01-12,6931285414
2017-01-13,7029893373
2017-01-17,7002717951
2017-01-18,6999612189
2017-01-19,7007376595
2017-01-20,7047751507
2017-01-23,7067938963
2017-01-24,7081138454
2017-01-25,7042316423
2017-01-26,6964672361
2017-01-27,6991847783
2017-01-30,6998059308
2017-01-31,6970883886
2017-02-01,6916533042
2017-02-02,6914203721
2017-02-03,7005823714
2017-02-06,6963895920
2017-02-07,6988742020
2017-02-08,6951472870
2017-02-09,7051633710
2017-02-10,7034552017
2017-02-13,7102878791
2017-02-14,7069491845
2017-02-15,7118407604
2017-02-16,7161888278
2017-02-17,7184405056
2017-02-21,7233320815
2017-02-22,7249626068
2017-02-23,7286895218
2017-02-24,7352892671
2017-02-27,7357551315
2017-02-28,7280683693
2017-03-01,7401808430
2017-03-02,7335034537
2017-03-03,7376185890
2017-03-06,7345904705
2017-03-07,7335034537
2017-03-08,7319505724
2017-03-09,7303200471
2017-03-10,7332705215
2017-03-13,7384726736
2017-03-14,7363762840
2017-03-15,7403361311
2017-03-16,7356774874
2017-03-17,7383950296
2017-03-20,7336587418
2017-03-21,7290000981
2017-03-22,7276025050
2017-03-23,7257390475
2017-03-24,7246520306
2017-03-27,7269037084
2017-03-28,7279130812
2017-03-29,7300094709
2017-03-30,7292330303
2017-03-31,7208089399
2017-04-03,7185636704
2017-04-04,7179442857
2017-04-05,7160861316
2017-04-06,7135311697
2017-04-07,7120601311
2017-04-10,7144602468
2017-04-11,7244478250
2017-04-12,7270802100
2017-04-13,7202669783
2017-04-17,7290932102
2017-04-18,7310287874
2017-04-19,7338160185
2017-04-20,7396227501
2017-04-21,7403969809
2017-04-24,7472102126
2017-04-25,7481392896
2017-04-26,7507716746
2017-04-27,7534814826
2017-04-28,7503845592
2017-05-01,7505394053
2017-05-02,7537911750
2017-05-03,7547202520
2017-05-04,7590559449
2017-05-05,7599075989
2017-05-08,7520104440
2017-05-09,7533266365
2017-05-10,7541008673
2017-05-11,7482941358
2017-05-12,7431842121
2017-05-15,7492232128
2017-05-16,7616883299
2017-05-17,7576623293
2017-05-18,7654046380
2017-05-19,7791859475
2017-05-22,7907994106
2017-05-23,7988514116
2017-05-24,7993933732
2017-05-25,8139489136
2017-05-26,8075227974
2017-05-30,8137940674
2017-05-31,8223106070
2017-06-01,8137940674
2017-06-02,8147231445
2017-06-05,8127101442
2017-06-06,8020257582
2017-06-07,8049678355
2017-06-08,8044258739
2017-06-09,7995482194
2017-06-12,8018709120
2017-06-13,8068259896
2017-06-14,8043484508
2017-06-15,8082196051
2017-06-16,8113165286
2017-06-19,8106197208
2017-06-20,8103100285
2017-06-21,8124778749
2017-06-22,8124778749
2017-06-23,8175877987
2017-06-26,8158070677
2017-06-27,8104648747
2017-06-28,8151102599
2017-06-29,8028774121
2017-06-30,8021499104
2017-07-03,7970529725
2017-07-05,8006826101
2017-07-06,7924966189
2017-07-07,8000647995
2017-07-10,8018410051
2017-07-11,8024588158
2017-07-12,8128071443
2017-07-13,8101042226
2017-07-14,8124210126
2017-07-17,8148922552
2017-07-18,8124210126
2017-07-19,8197575141
2017-07-20,8220743041
2017-07-21,8200664195
2017-07-24,8200664195
2017-07-25,8223059831
2017-07-26,8239277361
2017-07-27,8239277361
2017-07-28,8269395630
2017-07-31,8287929950
2017-08-01,8292563530
2017-08-02,8162051029
2017-08-03,8178268558
2017-08-04,8188307981
2017-08-07,8233871517
2017-08-08,8230782464
2017-08-09,8214564934
2017-08-10,8191397035
2017-08-11,8165912345
2017-08-14,8213020408
2017-08-15,8225376621
2017-08-16,7845423067
2017-08-17,7623783495
2017-08-18,7602160122
2017-08-21,7668574767
2017-08-22,7753523732
2017-08-23,7748117889
2017-08-24,7690198140
2017-08-25,7728811306
2017-08-28,7759701839
2017-08-29,7806037638
2017-08-30,7843106277
2017-08-31,7959718039
2017-09-01,7919560346
2017-09-05,7862412860
2017-09-06,7837700434
2017-09-07,7861640597
2017-09-08,7874769074
2017-09-11,7915699030
2017-09-12,7926510716
2017-09-13,7884808497
2017-09-14,7878630390
2017-09-15,7857007017
2017-09-18,7908748660
2017-09-19,7894847920
2017-09-20,7844650804
2017-09-21,7879402653
2017-09-22,7897164710
2017-09-25,7837700434
2017-09-26,7813760271
2017-09-27,7857007017
2017-09-28,7924966189
2017-09-29,7938094666
2017-10-02,7945036452
2017-10-03,8006068918
2017-10-04,8028473241
2017-10-05,8024610426
2017-10-06,8066328821
2017-10-09,8135859478
2017-10-10,8136632041
2017-10-11,8102639275
2017-10-12,8125816161
2017-10-13,8119635658
2017-10-16,8109592341
2017-10-17,8061693444
2017-10-18,8047014749
2017-10-19,8148220484
2017-10-20,8172169933
2017-10-23,8220068830
2017-10-24,8192256567
2017-10-25,8260242099
2017-10-26,8408574168
2017-10-27,8532184225
2017-10-30,8539909854
2017-10-31,8508234777
2017-11-01,8479649951
2017-11-02,8573130057
2017-11-03,8622574080
2017-11-06,8637252774
2017-11-07,8695967552
2017-11-08,8796400723
2017-11-09,8804126352
2017-11-10,8783267155
2017-11-13,8718371875
2017-11-14,8737685946
2017-11-15,8678971169
2017-11-16,8667382726
2017-11-17,8658884534
2017-11-20,8686696797
2017-11-21,8757000018
2017-11-22,8824212986
2017-11-24,8851252687
2017-11-27,8881382638
2017-11-28,8909967464
2017-11-29,8799490975
2017-11-30,8909194901
2017-12-01,8809534292
2017-12-04,8921555907
2017-12-05,8866703944
2017-12-06,8952458421
2017-12-07,9024306767
2017-12-08,9061389784
2017-12-11,9030487270
2017-12-12,8985678624
2017-12-13,8982588373
2017-12-14,8966364553
2017-12-15,9134783256
2017-12-18,9137873508
2017-12-19,9107743556
2017-12-20,9102335616
2017-12-21,9070660539
2017-12-22,9026624456
2017-12-26,9025851893
2017-12-27,9032804959
2017-12-28,9061389784
2017-12-29,9035895210
2018-01-02,8980033346
2018-01-03,8991626470
2018-01-04,9169387694
2018-01-05,9257495432
2018-01-08,9260586931
2018-01-09,9353331918
2018-01-10,9454578529
2018-01-11,9481629150
2018-01-12,9535730392
2018-01-16,9562781013
2018-01-17,9644705752
2018-01-18,9616882256
2018-01-19,9672529248
2018-01-22,9685668121
2018-01-23,9738223614
2018-01-24,9672529248
2018-01-25,9703444243
2018-01-26,9779185983
2018-01-29,9769911484
2018-01-30,9680257997
2018-01-31,9634658378
2018-02-01,9634658378
2018-02-02,9503269647
2018-02-05,9117605077
2018-02-06,9117605077
2018-02-07,9060412335
2018-02-08,8839370116
2018-02-09,8913566106
2018-02-12,8988534970
2018-02-13,9052683586
2018-02-14,9218851687
2018-02-15,9344830294
2018-02-16,9435256657
2018-02-20,9352559043
2018-02-21,9230444811
2018-02-22,9286864678
2018-02-23,9425209283
2018-02-26,9385792664
2018-02-27,9240492184
2018-02-28,9065822459
2018-03-01,9095191705
2018-03-02,9204167065
2018-03-05,9352559043
2018-03-06,9421344909
2018-03-07,9445304030
2018-03-08,9459215778
2018-03-09,9578238511
2018-03-12,9538049017
2018-03-13,9588285885
2018-03-14,9661708999
2018-03-15,9661708999
2018-03-16,9680257997
2018-03-19,9653207376
2018-03-20,9688759621
2018-03-21,9686440996
2018-03-22,9466944527
2018-03-23,9212668688
2018-03-26,9342511670
2018-03-27,9252858183
2018-03-28,9238946435
2018-03-29,9347921794
2018-04-02,9211089858
2018-04-03,9236556175
2018-04-04,9279771744
2018-04-05,9290575637
2018-04-06,9135462612
2018-04-09,9143951384
2018-04-10,9302922942
2018-04-11,9276684918
2018-04-12,9271282972
2018-04-13,9223437163
2018-04-16,9360800936
2018-04-17,9451862314
2018-04-18,9498164709
2018-04-19,9436428182
2018-04-20,9370833122
2018-04-23,9383180427
2018-04-24,9312955128
2018-04-25,9202601085
2018-04-26,9392440906
2018-04-27,9268967852
2018-04-30,9220350337
2018-05-01,9370833122
2018-05-02,9100735815
2018-05-03,9326845846
2018-05-04,9485045697
2018-05-07,9399386266
2018-05-08,9424852583
2018-05-09,9471154979
2018-05-10,9495077883
2018-05-11,9568390009
2018-05-14,9433341356
2018-05-15,9373148242
2018-05-16,9436428182
2018-05-17,9434113062
2018-05-18,9446460368
2018-05-21,9441058422
2018-05-22,9279000038
2018-05-23,9397071146
2018-05-24,9424852583
2018-05-25,9393212613
2018-05-29,9417907224
2018-05-30,9556042703
2018-05-31,9650962614
2018-06-01,9632441656
2018-06-04,9787554680
2018-06-05,9810705878
2018-06-06,9965047196
2018-06-07,9924146747
2018-06-08,10005175939
2018-06-11,9958873543
2018-06-12,9998230580
2018-06-13,10000545699
2018-06-14,10116301688
2018-06-15,10131735820
2018-06-18,10195015760
2018-06-19,10275273245
2018-06-20,10120160221
2018-06-21,10111671448
2018-06-22,10133279233
2018-06-25,9991285220
2018-06-26,10026783723
2018-06-27,9909484322
2018-06-28,9986654981
2018-06-29,10059967107
2018-07-02,10094152098
2018-07-03,10183809192
2018-07-05,10249506200
2018-07-06,10330661328
2018-07-09,10404860302
2018-07-10,10376262781
2018-07-11,10457417909
2018-07-12,10584947396
2018-07-13,10463601157
2018-07-16,10447370131
2018-07-17,10532389789
2018-07-18,10496063208
2018-07-19,10496063208
2018-07-20,10504565174
