,CCU
2013-12-18,4405532075
2013-12-19,4275310270
2013-12-20,4222121081
2013-12-23,4277144380
2013-12-24,4324831238
2013-12-26,4286314929
2013-12-27,4350508777
2013-12-30,4381688646
2013-12-31,4422039065
2014-01-02,4387846605
2014-01-03,4374914004
2014-01-06,4343506260
2014-01-07,4365676432
2014-01-08,4284385800
2014-01-09,4243740484
2014-01-10,4236350427
2014-01-13,4169839910
2014-01-14,4155059795
2014-01-15,4179077482
2014-01-16,4173534939
2014-01-17,4127347080
2014-01-21,4182772511
2014-01-22,4269605685
2014-01-23,4020191247
2014-01-24,3937053101
2014-01-27,3992478531
2014-01-28,3951833216
2014-01-29,3948138187
2014-01-30,3990631017
2014-01-31,3953680730
2014-02-03,3866847555
2014-02-04,3957375759
2014-02-05,3815117153
2014-02-06,3826202239
2014-02-07,3948138187
2014-02-10,3929663043
2014-02-11,3955528244
2014-02-12,3962918302
2014-02-13,3985088474
2014-02-14,4033123847
2014-02-18,4010953675
2014-02-19,3962918302
2014-02-20,3985088474
2014-02-21,3927815529
2014-02-24,3981393445
2014-02-25,3986935988
2014-02-26,4058989048
2014-02-27,4079311706
2014-02-28,4151364766
2014-03-03,4049751477
2014-03-04,4116261994
2014-03-05,4108871936
2014-03-06,4166144881
2014-03-07,4101481879
2014-03-10,4036818876
2014-03-11,4007258646
2014-03-12,3996173560
2014-03-13,3988783503
2014-03-14,3962918302
2014-03-17,3985088474
2014-03-18,4094091821
2014-03-19,4075616678
2014-03-20,4103329393
2014-03-21,4047903962
2014-03-24,4081159221
2014-03-25,4119957022
2014-03-26,4140279680
2014-03-27,4252978056
2014-03-28,4249283028
2014-03-31,4134737137
2014-04-01,4049751477
2014-04-02,3962918302
2014-04-03,3924120500
2014-04-04,3911187900
2014-04-07,3968460845
2014-04-08,4040513905
2014-04-09,4033123847
2014-04-10,4075616678
2014-04-11,4121804537
2014-04-14,4105176907
2014-04-15,4121804537
2014-04-16,4214180255
2014-04-17,4232655398
2014-04-21,4160602338
2014-04-22,4240045456
2014-04-23,4302860944
2014-04-24,4288080829
2014-04-25,4192010082
2014-04-28,4228960370
2014-04-29,4249283028
2014-04-30,4354591346
2014-05-01,4293623372
2014-05-02,4326878631
2014-05-05,4230807884
2014-05-06,4197552625
2014-05-07,4195705111
2014-05-08,4312098516
2014-05-09,4282538286
2014-05-12,4308403487
2014-05-13,4341658746
2014-05-14,4343506260
2014-05-15,4345353774
2014-05-16,4356438860
2014-05-19,4345353774
2014-05-20,4304708458
2014-05-21,4321336088
2014-05-22,4349048803
2014-05-23,4345353774
2014-05-27,4293623372
2014-05-28,4326878631
2014-05-29,4341658746
2014-05-30,4352743832
2014-06-02,4313946030
2014-06-03,4301013430
2014-06-04,4284385800
2014-06-05,4321336088
2014-06-06,4354591346
2014-06-09,4341658746
2014-06-10,4323183602
2014-06-11,4302860944
2014-06-12,4312098516
2014-06-13,4301013430
2014-06-16,4312098516
2014-06-17,4269605685
2014-06-18,4371218975
2014-06-19,4395236662
2014-06-20,4371218975
2014-06-23,4347201289
2014-06-24,4367523947
2014-06-25,4398931691
2014-06-26,4326878631
2014-06-27,4356438860
2014-06-30,4326878631
2014-07-01,4349048803
2014-07-02,4345353774
2014-07-03,4339811231
2014-07-07,4267758171
2014-07-08,4262215628
2014-07-09,4249283028
2014-07-10,4230807884
2014-07-11,4193857597
2014-07-14,4208637712
2014-07-15,4175382453
2014-07-16,4180924996
2014-07-17,4173534939
2014-07-18,4173534939
2014-07-21,4158754824
2014-07-22,4167992396
2014-07-23,4129194594
2014-07-24,4173534939
2014-07-25,4199400140
2014-07-28,4269605685
2014-07-29,4214180255
2014-07-30,4177229967
2014-07-31,4167992396
2014-08-01,4156907310
2014-08-04,4197552625
2014-08-05,4164297367
2014-08-06,4073769163
2014-08-07,4029428819
2014-08-08,4010953675
2014-08-11,4040513905
2014-08-12,4055294020
2014-08-13,4071921649
2014-08-14,4062684077
2014-08-15,4058989048
2014-08-18,4083006735
2014-08-19,4083006735
2014-08-20,4083006735
2014-08-21,4042361419
2014-08-22,3929663043
2014-08-25,3957375759
2014-08-26,3922272986
2014-08-27,3927815529
2014-08-28,3953680730
2014-08-29,3999868589
2014-09-02,4040513905
2014-09-03,4073769163
2014-09-04,4081159221
2014-09-05,4129194594
2014-09-08,4129194594
2014-09-09,4112566965
2014-09-10,4131042108
2014-09-11,4131042108
2014-09-12,4097786850
2014-09-15,4099634364
2014-09-16,4143974709
2014-09-17,4103329393
2014-09-18,4073769163
2014-09-19,4005411132
2014-09-22,4084854249
2014-09-23,3953680730
2014-09-24,3994326046
2014-09-25,3961070787
2014-09-26,3968460845
2014-09-29,3999868589
2014-09-30,4070074135
2014-10-01,4084854249
2014-10-02,3975850902
2014-10-03,3951833216
2014-10-06,3974003388
2014-10-07,3959223273
2014-10-08,3953680730
2014-10-09,3944443158
2014-10-10,3863152526
2014-10-13,3842829868
2014-10-14,3855762469
2014-10-15,3826202239
2014-10-16,3768929294
2014-10-17,3835439811
2014-10-20,3859457498
2014-10-21,3865000041
2014-10-22,3844677383
2014-10-23,3818812182
2014-10-24,3866847555
2014-10-27,3822507210
2014-10-28,3840982354
2014-10-29,3898255299
2014-10-30,3890865242
2014-10-31,3937053101
2014-11-03,3957375759
2014-11-04,3913035414
2014-11-05,3922272986
2014-11-06,3868695069
2014-11-07,3896407785
2014-11-10,3846524897
2014-11-11,3863152526
2014-11-12,3905645357
2014-11-13,3929663043
2014-11-14,3916730443
2014-11-17,3953680730
2014-11-18,3885322699
2014-11-19,3863152526
2014-11-20,3852067440
2014-11-21,3907492871
2014-11-24,3874237612
2014-11-25,3900102813
2014-11-26,3840982354
2014-11-28,3815117153
2014-12-01,3829897268
2014-12-02,3737521550
2014-12-03,3731979007
2014-12-04,3676553576
2014-12-05,3658078432
2014-12-08,3562007686
2014-12-09,3584177858
2014-12-10,3523209884
2014-12-11,3467784453
2014-12-12,3445614281
2014-12-15,3362476135
2014-12-16,3384646307
2014-12-17,3404968965
2014-12-18,3423444109
2014-12-19,3434529195
2014-12-22,3453004338
2014-12-23,3473326996
2014-12-24,3541685028
2014-12-26,3488107111
2014-12-29,3515819827
2014-12-30,3408663994
2014-12-31,3427139137
2015-01-02,3412359022
2015-01-05,3275642960
2015-01-06,3347696020
2015-01-07,3355086077
2015-01-08,3676553576
2015-01-09,3358781106
2015-01-12,3384646307
2015-01-13,3380951278
2015-01-14,3351391049
2015-01-15,3360628620
2015-01-16,3379103764
2015-01-20,3377256250
2015-01-21,3449309310
2015-01-22,3563855200
2015-01-23,3499192197
2015-01-26,3525057398
2015-01-27,3532447456
2015-01-28,3519514855
2015-01-29,3526904913
2015-01-30,3388341336
2015-02-02,3441919252
2015-02-03,3489954626
2015-02-04,3406816479
2015-02-05,3484412082
2015-02-06,3456699367
2015-02-09,3445614281
2015-02-10,3371713707
2015-02-11,3353238563
2015-02-12,3491802140
2015-02-13,3453004338
2015-02-17,3449309310
2015-02-18,3443766767
2015-02-19,3425291623
2015-02-20,3436376709
2015-02-23,3456699367
2015-02-24,3456699367
2015-02-25,3488107111
2015-02-26,3537989999
2015-02-27,3530599941
2015-03-02,3497344683
2015-03-03,3473326996
2015-03-04,3449309310
2015-03-05,3489954626
2015-03-06,3440071738
2015-03-09,3382798793
2015-03-10,3351391049
2015-03-11,3390188850
2015-03-12,3547227571
2015-03-13,3451156824
2015-03-16,3460394396
2015-03-17,3423444109
2015-03-18,3497344683
2015-03-19,3486259597
2015-03-20,3528752427
2015-03-23,3576787800
2015-03-24,3630365717
2015-03-25,3707961320
2015-03-26,3711656349
2015-03-27,3737521550
2015-03-30,3770776808
2015-03-31,3835439811
2015-04-01,3916730443
2015-04-02,3909340385
2015-04-06,4025733790
2015-04-07,4058989048
2015-04-08,4073769163
2015-04-09,4090396793
2015-04-10,4190162568
2015-04-13,4149517252
2015-04-14,4079311706
2015-04-15,3883475184
2015-04-16,3940748129
2015-04-17,3865000041
2015-04-20,4018343733
2015-04-21,4020191247
2015-04-22,4012801189
2015-04-23,3990631017
2015-04-24,4038666390
2015-04-27,4077464192
2015-04-28,4073769163
2015-04-29,4020191247
2015-04-30,4040513905
2015-05-01,4036818876
2015-05-04,3946290672
2015-05-05,4014648704
2015-05-06,4066379106
2015-05-07,4051598991
2015-05-08,4097786850
2015-05-11,4145822223
2015-05-12,4212332740
2015-05-13,4293623372
2015-05-14,4413711806
2015-05-15,4343506260
2015-05-18,4280690772
2015-05-19,4203095169
2015-05-20,4190162568
2015-05-21,4190162568
2015-05-22,4149517252
2015-05-26,4064531592
2015-05-27,4062684077
2015-05-28,4107024422
2015-05-29,4116261994
2015-06-01,4068226620
2015-06-02,4062684077
2015-06-03,4046056448
2015-06-04,4051598991
2015-06-05,4046056448
2015-06-08,4005411132
2015-06-09,3968460845
2015-06-10,3935205586
2015-06-11,3949985701
2015-06-12,3951833216
2015-06-15,3937053101
2015-06-16,3964765816
2015-06-17,4027581304
2015-06-18,4044208934
2015-06-19,4036818876
2015-06-22,4081159221
2015-06-23,4086701764
2015-06-24,4042361419
2015-06-25,4064531592
2015-06-26,3990631017
2015-06-29,3898255299
2015-06-30,3913035414
2015-07-01,3885322699
2015-07-02,3925968015
2015-07-06,3835439811
2015-07-07,3870542584
2015-07-08,4064531592
2015-07-09,4134737137
2015-07-10,4132889623
2015-07-13,4206790197
2015-07-14,4249283028
2015-07-15,4240045456
2015-07-16,4276995743
2015-07-17,4267758171
2015-07-20,4210485226
2015-07-21,4166144881
2015-07-22,4068226620
2015-07-23,4020191247
2015-07-24,4010953675
2015-07-27,3898255299
2015-07-28,3901950328
2015-07-29,3870542584
2015-07-30,3865000041
2015-07-31,3898255299
2015-08-03,3861305012
2015-08-04,3940748129
2015-08-05,4051598991
2015-08-06,4219722798
2015-08-07,4203095169
2015-08-10,4286233315
2015-08-11,4245587999
2015-08-12,4232655398
2015-08-13,4173534939
2015-08-14,4138432166
2015-08-17,4110719451
2015-08-18,4097786850
2015-08-19,4034971362
2015-08-20,4046056448
2015-08-21,3894560270
2015-08-24,3783709409
2015-08-25,3872390098
2015-08-26,3955528244
2015-08-27,4018343733
2015-08-28,3975850902
2015-08-31,4105176907
2015-09-01,4051598991
2015-09-02,3996173560
2015-09-03,3977698417
2015-09-04,3942595644
2015-09-08,3942595644
2015-09-09,3877932641
2015-09-10,3935205586
2015-09-11,3970308359
2015-09-14,3974003388
2015-09-15,3979545931
2015-09-16,4180924996
2015-09-17,4349048803
2015-09-18,4360133889
2015-09-21,4164297367
2015-09-22,4070074135
2015-09-23,4040513905
2015-09-24,4167992396
2015-09-25,4166144881
2015-09-28,4088549278
2015-09-29,4055294020
2015-09-30,4092244307
2015-10-01,4112566965
2015-10-02,4171687424
2015-10-05,4227112855
2015-10-06,4188315054
2015-10-07,4251130542
2015-10-08,4312098516
2015-10-09,4334268688
2015-10-12,4384151576
2015-10-13,4304708458
2015-10-14,4334268688
2015-10-15,4376761518
2015-10-16,4376761518
2015-10-19,4356438860
2015-10-20,4325031116
2015-10-21,4278843257
2015-10-22,4441424521
2015-10-23,4554122897
2015-10-26,4618785900
2015-10-27,4437729492
2015-10-28,4446967064
2015-10-29,4435881978
2015-10-30,4428491920
2015-11-02,4406321748
2015-11-03,4574445555
2015-11-04,4655736187
2015-11-05,4624328443
2015-11-06,4615090871
2015-11-09,4565207983
2015-11-10,4356438860
2015-11-11,4424796892
2015-11-12,4349048803
2015-11-13,4321336088
2015-11-16,4358286375
2015-11-17,4328726145
2015-11-18,4326878631
2015-11-19,4387846605
2015-11-20,4434034464
2015-11-23,4299165915
2015-11-24,4282538286
2015-11-25,4306555973
2015-11-27,4313946030
2015-11-30,4119957022
2015-12-01,4164297367
2015-12-02,4201247654
2015-12-03,4166144881
2015-12-04,4149517252
2015-12-07,4179077482
2015-12-08,4105176907
2015-12-09,4042361419
2015-12-10,4029428819
2015-12-11,3944443158
2015-12-14,3879780156
2015-12-15,3874237612
2015-12-16,4023886276
2015-12-17,4007258646
2015-12-18,3996173560
2015-12-21,3998021075
2015-12-22,3994326046
2015-12-23,4046056448
2015-12-24,4034971362
2015-12-28,4042361419
2015-12-29,4036818876
2015-12-30,4018343733
2015-12-31,4001716103
2016-01-04,3964765816
2016-01-05,3977698417
2016-01-06,3931510558
2016-01-07,3826202239
2016-01-08,3750454150
2016-01-11,3619280631
2016-01-12,3589720401
2016-01-13,3545380056
2016-01-14,3528752427
2016-01-15,3591567915
2016-01-19,3569397743
2016-01-20,3550922599
2016-01-21,3523209884
2016-01-22,3695028720
2016-01-25,3613738088
2016-01-26,3713503863
2016-01-27,3761539236
2016-01-28,3857609983
2016-01-29,3988783503
2016-02-01,4040513905
2016-02-02,3833592297
2016-02-03,3759691722
2016-02-04,3768929294
2016-02-05,3641450803
2016-02-08,3543532542
2016-02-09,3475174511
2016-02-10,3552770114
2016-02-11,3537989999
2016-02-12,3608195545
2016-02-16,3534294970
2016-02-17,3615585602
2016-02-18,3641450803
2016-02-19,3663620975
2016-02-22,3693181205
2016-02-23,3576787800
2016-02-24,3578635315
2016-02-25,3580482829
2016-02-26,3608195545
2016-02-29,3604500516
2016-03-01,3709808834
2016-03-02,3822507210
2016-03-03,3831744782
2016-03-04,3855762469
2016-03-07,3892712756
2016-03-08,3852067440
2016-03-09,3905645357
2016-03-10,3955528244
2016-03-11,3940748129
2016-03-14,3951833216
2016-03-15,3872390098
2016-03-16,3927815529
2016-03-17,4020191247
2016-03-18,4047903962
2016-03-21,4057141534
2016-03-22,4034971362
2016-03-23,4012801189
2016-03-24,4010953675
2016-03-28,4051598991
2016-03-29,4090396793
2016-03-30,4173534939
2016-03-31,4147669738
2016-04-01,4166144881
2016-04-04,4177229967
2016-04-05,4155059795
2016-04-06,4095939336
2016-04-07,4033123847
2016-04-08,3979545931
2016-04-11,3957375759
2016-04-12,4084854249
2016-04-13,4034971362
2016-04-14,4057141534
2016-04-15,4071921649
2016-04-18,4118109508
2016-04-19,4236350427
2016-04-20,4184620025
2016-04-21,4097786850
2016-04-22,4127347080
2016-04-25,4083006735
2016-04-26,4083006735
2016-04-27,4064531592
2016-04-28,4129194594
2016-04-29,4142127195
2016-05-02,4127347080
2016-05-03,4110719451
2016-05-04,4049751477
2016-05-05,4070074135
2016-05-06,4084854249
2016-05-09,4018343733
2016-05-10,4034971362
2016-05-11,4009106161
2016-05-12,3955528244
2016-05-13,3929663043
2016-05-16,3877932641
2016-05-17,3844677383
2016-05-18,3866847555
2016-05-19,3925968015
2016-05-20,3955528244
2016-05-23,4077464192
2016-05-24,4064531592
2016-05-25,4068226620
2016-05-26,4090396793
2016-05-27,4101481879
2016-05-31,4031276333
2016-06-01,4034971362
2016-06-02,4071921649
2016-06-03,4119957022
2016-06-06,4352743832
2016-06-07,4343506260
2016-06-08,4408169262
2016-06-09,4336116202
2016-06-10,4208637712
2016-06-13,4127347080
2016-06-14,4081159221
2016-06-15,4108871936
2016-06-16,4119957022
2016-06-17,4118109508
2016-06-20,4145822223
2016-06-21,4143974709
2016-06-22,4136584652
2016-06-23,4160602338
2016-06-24,3988783503
2016-06-27,3964765816
2016-06-28,4149517252
2016-06-29,4219722798
2016-06-30,4312098516
2016-07-01,4313946030
2016-07-05,4271453200
2016-07-06,4230807884
2016-07-07,4158754824
2016-07-08,4280690772
2016-07-11,4247435513
2016-07-12,4216027769
2016-07-13,4179077482
2016-07-14,4169839910
2016-07-15,4201247654
2016-07-18,4206790197
2016-07-19,4156907310
2016-07-20,4142127195
2016-07-21,4221570312
2016-07-22,4238197941
2016-07-25,4234502913
2016-07-26,4221570312
2016-07-27,4203095169
2016-07-28,4201247654
2016-07-29,4225265341
2016-08-01,4173534939
2016-08-02,4103329393
2016-08-03,4064531592
2016-08-04,4127347080
2016-08-05,4216027769
2016-08-08,4280690772
2016-08-09,4319488573
2016-08-10,4354591346
2016-08-11,4446967064
2016-08-12,4371218975
2016-08-15,4373066490
2016-08-16,4343506260
2016-08-17,4330573659
2016-08-18,4286233315
2016-08-19,4204942683
2016-08-22,4179077482
2016-08-23,4112566965
2016-08-24,4086701764
2016-08-25,4070074135
2016-08-26,4031276333
2016-08-29,4042361419
2016-08-30,3988783503
2016-08-31,3907492871
2016-09-01,3859457498
2016-09-02,3990631017
2016-09-06,4034971362
2016-09-07,3837287325
2016-09-08,3785556923
2016-09-09,3626670688
2016-09-12,3682096119
2016-09-13,3652535889
2016-09-14,3680248605
2016-09-15,3713503863
2016-09-16,3658078432
2016-09-19,3624823174
2016-09-20,3617433116
2016-09-21,3695028720
2016-09-22,3802184552
2016-09-23,3811422124
2016-09-26,3776319351
2016-09-27,3776319351
2016-09-28,3794794495
2016-09-29,3743064093
2016-09-30,3730131492
2016-10-03,3754149179
2016-10-04,3707961320
2016-10-05,3698723748
2016-10-06,3663620975
2016-10-07,3674706062
2016-10-10,3691333691
2016-10-11,3676553576
2016-10-12,3719046406
2016-10-13,3796642009
2016-10-14,3792946981
2016-10-17,3794794495
2016-10-18,3842829868
2016-10-19,3885322699
2016-10-20,3855762469
2016-10-21,3861305012
2016-10-24,3903797842
2016-10-25,4012801189
2016-10-26,3979545931
2016-10-27,4001716103
2016-10-28,3977698417
2016-10-31,3972155874
2016-11-01,3955528244
2016-11-02,3916730443
2016-11-03,3913035414
2016-11-04,3835439811
2016-11-07,3916730443
2016-11-08,3961070787
2016-11-09,3907492871
2016-11-10,3748606636
2016-11-11,3707961320
2016-11-14,3695028720
2016-11-15,3717198892
2016-11-16,3726436464
2016-11-17,3744911607
2016-11-18,3693181205
2016-11-21,3733826521
2016-11-22,3709808834
2016-11-23,3750454150
2016-11-25,3739369064
2016-11-28,3733826521
2016-11-29,3735674035
2016-11-30,3674706062
2016-12-01,3695028720
2016-12-02,3698723748
2016-12-05,3698723748
2016-12-06,3741216579
2016-12-07,3750454150
2016-12-08,3781861894
2016-12-09,3842829868
2016-12-12,3898255299
2016-12-13,3909340385
2016-12-14,3828049753
2016-12-15,3850219926
2016-12-16,3853914954
2016-12-19,3809574610
2016-12-20,3781861894
2016-12-21,3774471837
2016-12-22,3750454150
2016-12-23,3774471837
2016-12-27,3772624323
2016-12-28,3802184552
2016-12-29,3839134840
2016-12-30,3876085127
2017-01-03,3813269639
2017-01-04,3829897268
2017-01-05,3887170213
2017-01-06,3850219926
2017-01-09,3787404438
2017-01-10,3787404438
2017-01-11,3865000041
2017-01-12,3894560270
2017-01-13,3961070787
2017-01-17,3959223273
2017-01-18,4007258646
2017-01-19,4038666390
2017-01-20,4083006735
2017-01-23,4145822223
2017-01-24,4081159221
2017-01-25,4131042108
2017-01-26,4138432166
2017-01-27,4136584652
2017-01-30,4129194594
2017-01-31,4173534939
2017-02-01,4206790197
2017-02-02,4228960370
2017-02-03,4251130542
2017-02-06,4286233315
2017-02-07,4301013430
2017-02-08,4312098516
2017-02-09,4271453200
2017-02-10,4308403487
2017-02-13,4326878631
2017-02-14,4334268688
2017-02-15,4378609033
2017-02-16,4354591346
2017-02-17,4286233315
2017-02-21,4240045456
2017-02-22,4230807884
2017-02-23,4278843257
2017-02-24,4334268688
2017-02-27,4306555973
2017-02-28,4384151576
2017-03-01,4373066490
2017-03-02,4258520599
2017-03-03,4313946030
2017-03-06,4273300714
2017-03-07,4293623372
2017-03-08,4254825571
2017-03-09,4293623372
2017-03-10,4356438860
2017-03-13,4384151576
2017-03-14,4373066490
2017-03-15,4448814578
2017-03-16,4461747179
2017-03-17,4520867638
2017-03-20,4570750526
2017-03-21,4574445555
2017-03-22,4635413529
2017-03-23,4602158270
2017-03-24,4581835612
2017-03-27,4600310756
2017-03-28,4607700813
2017-03-29,4664973759
2017-03-30,4698229017
2017-03-31,4668668787
2017-04-03,4690838960
2017-04-04,4696381503
2017-04-05,4672363816
2017-04-06,4677906359
2017-04-07,4709314103
2017-04-10,4772129591
2017-04-11,4727789247
2017-04-12,4833097565
2017-04-13,4894065539
2017-04-17,5010458944
2017-04-18,4999373858
2017-04-19,4958728542
2017-04-20,4868200338
2017-04-21,4779519649
2017-04-24,4775824620
2017-04-25,4713009132
2017-04-26,4738874333
2017-04-27,4737026819
2017-04-28,4761044505
2017-05-01,4766587048
2017-05-02,4748111905
2017-05-03,4681601388
2017-05-04,4701924046
2017-05-05,4783214678
2017-05-08,4729636761
2017-05-09,4703771560
2017-05-10,4751806933
2017-05-11,4797994792
2017-05-12,4812774907
2017-05-15,4858962766
2017-05-16,4875590396
2017-05-17,4866352824
2017-05-18,4737026819
2017-05-19,4764739534
2017-05-22,4794299764
2017-05-23,4794299764
2017-05-24,4851572709
2017-05-25,4838640108
2017-05-26,4886675482
2017-05-30,4799842307
2017-05-31,4868200338
2017-06-01,4868200338
2017-06-02,4882980453
2017-06-05,4912540683
2017-06-06,4892218025
2017-06-07,4925473283
2017-06-08,4846030166
2017-06-09,4796147278
2017-06-12,4781367163
2017-06-13,4864505309
2017-06-14,4864505309
2017-06-15,4807232364
2017-06-16,4881132939
2017-06-19,4882980453
2017-06-20,4882980453
2017-06-21,4894065539
2017-06-22,4836792594
2017-06-23,4868200338
2017-06-26,4871895367
2017-06-27,4897760568
2017-06-28,4932863341
2017-06-29,4866352824
2017-06-30,4847877680
2017-07-03,4862657795
2017-07-05,4805384850
2017-07-06,4796147278
2017-07-07,4810927393
2017-07-10,4810927393
2017-07-11,4851572709
2017-07-12,4936558369
2017-07-13,4888522996
2017-07-14,4919930740
2017-07-17,4962423570
2017-07-18,4932863341
2017-07-19,4849725195
2017-07-20,4892218025
2017-07-21,4860810281
2017-07-24,4812774907
2017-07-25,4805384850
2017-07-26,4919930740
2017-07-27,4947643456
2017-07-28,4964271085
2017-07-31,4916235711
2017-08-01,4914388197
2017-08-02,4895913054
2017-08-03,4842335137
2017-08-04,4857115252
2017-08-07,4882980453
2017-08-08,4858962766
2017-08-09,4857115252
2017-08-10,4851572709
2017-08-11,4871895367
2017-08-14,4890370510
2017-08-15,5006763915
2017-08-16,5156412578
2017-08-17,5110224719
2017-08-18,5113919748
2017-08-21,5095444604
2017-08-22,5163802636
2017-08-23,5125004834
2017-08-24,5139784949
2017-08-25,5104682176
2017-08-28,5130547377
2017-08-29,5185972808
2017-08-30,5106529691
2017-08-31,5062189346
2017-09-01,5073274432
2017-09-05,5078816975
2017-09-06,5045561717
2017-09-07,5152717550
2017-09-08,5110224719
2017-09-11,5082512004
2017-09-12,5049256745
2017-09-13,5019696516
2017-09-14,4999373858
2017-09-15,4966118599
2017-09-18,4995678829
2017-09-19,5019696516
2017-09-20,5010458944
2017-09-21,4975356171
2017-09-22,4945795941
2017-09-25,4886675482
2017-09-26,4862657795
2017-09-27,4895913054
2017-09-28,4921778255
2017-09-29,4975356171
2017-10-02,4966118599
2017-10-03,5149022521
2017-10-04,5099139633
2017-10-05,5038171659
2017-10-06,4940253398
2017-10-09,4984593743
2017-10-10,5051104260
2017-10-11,5056646803
2017-10-12,5100987147
2017-10-13,5115767262
2017-10-16,5149022521
2017-10-17,5126852349
2017-10-18,5171192693
2017-10-19,5224770610
2017-10-20,5274653497
2017-10-23,5302366213
2017-10-24,5270958469
2017-10-25,5243245753
2017-10-26,5191515351
2017-10-27,5161955121
2017-10-30,5235855696
2017-10-31,5261720897
2017-11-01,5123157320
2017-11-02,5141632463
2017-11-03,5110224719
2017-11-06,5097292119
2017-11-07,4991983800
2017-11-08,4986441257
2017-11-09,5014153973
2017-11-10,5080664490
2017-11-13,5097292119
2017-11-14,5038171659
2017-11-15,4999373858
2017-11-16,5021544030
2017-11-17,5040019174
2017-11-20,4849725195
2017-11-21,4943948427
2017-11-22,4942100913
2017-11-24,4866352824
2017-11-27,4846030166
2017-11-28,4823859993
2017-11-29,4803537336
2017-11-30,4707466589
2017-12-01,4663126244
2017-12-04,4688991445
2017-12-05,4661278730
2017-12-06,4683448902
2017-12-07,4694533988
2017-12-08,4748111905
2017-12-11,4842335137
2017-12-12,4838640108
2017-12-13,4899608082
2017-12-14,4971661142
2017-12-15,4931015826
2017-12-18,5228465638
2017-12-19,5322688871
2017-12-20,5246940782
2017-12-21,5350401586
2017-12-22,5385504359
2017-12-26,5348554072
2017-12-27,5344859043
2017-12-28,5392894416
2017-12-29,5464947476
2018-01-02,5551780651
2018-01-03,5487117649
2018-01-04,5463099962
2018-01-05,5466794991
2018-01-08,5477880077
2018-01-09,5385504359
2018-01-10,5311603785
2018-01-11,5261720897
2018-01-12,5289433612
2018-01-16,5278348526
2018-01-17,5363334187
2018-01-18,5365181701
2018-01-19,5354096615
2018-01-22,5416912103
2018-01-23,5461252448
2018-01-24,5466794991
2018-01-25,5424302160
2018-01-26,5464947476
2018-01-29,5433539732
2018-01-30,5396589445
2018-01-31,5426149675
2018-02-01,5472337534
2018-02-02,5392894416
2018-02-05,5280196040
2018-02-06,5267263440
2018-02-07,5261720897
2018-02-08,5150870035
2018-02-09,5102834662
2018-02-12,5202600437
2018-02-13,5161955121
2018-02-14,5198905409
2018-02-15,5291281127
2018-02-16,5241398239
2018-02-20,5252483325
2018-02-21,5208142980
2018-02-22,5289433612
2018-02-23,5326383899
2018-02-26,5245093268
2018-02-27,5285738583
2018-02-28,5147175006
2018-03-01,5106529691
2018-03-02,5143479978
2018-03-05,5178582751
2018-03-06,5269110954
2018-03-07,5261720897
2018-03-08,5263568411
2018-03-09,5330078928
2018-03-12,5335621471
2018-03-13,5330078928
2018-03-14,5355944129
2018-03-15,5254330839
2018-03-16,5234008181
2018-03-19,5448319847
2018-03-20,5402131988
2018-03-21,5455709905
2018-03-22,5337468986
2018-03-23,5379961816
2018-03-26,5322688871
2018-03-27,5213685523
2018-03-28,5313451299
2018-03-29,5433539732
2018-04-02,5344859043
2018-04-03,5446472333
2018-04-04,5431692218
2018-04-05,5392894416
2018-04-06,5365181701
2018-04-09,5383656845
2018-04-10,5398436959
2018-04-11,5437234761
2018-04-12,5376266787
2018-04-13,5442777304
2018-04-16,5472337534
2018-04-17,5468642505
2018-04-18,5365181701
2018-04-19,5287586098
2018-04-20,5243245753
2018-04-23,5230313153
2018-04-24,5173040208
2018-04-25,5136089920
2018-04-26,5152717550
2018-04-27,5150870035
2018-04-30,5102834662
2018-05-01,5032629116
2018-05-02,5030781602
2018-05-03,5043714202
2018-05-04,5041866688
2018-05-07,5019696516
2018-05-08,4942100913
2018-05-09,4956881027
2018-05-10,5030781602
2018-05-11,5034476631
2018-05-14,4988288772
2018-05-15,4964271085
2018-05-16,4947643456
2018-05-17,4918083226
2018-05-18,4882980453
2018-05-21,4825707508
2018-05-22,4938405884
2018-05-23,4925473283
2018-05-24,4875590396
2018-05-25,4894065539
2018-05-29,4744416876
2018-05-30,4772129591
2018-05-31,4685296416
2018-06-01,4786909706
2018-06-04,4779519649
2018-06-05,4700076531
2018-06-06,4709314103
2018-06-07,4640956072
2018-06-08,4692686474
2018-06-11,4698229017
2018-06-12,4809079879
2018-06-13,4799842307
2018-06-14,4714856646
2018-06-15,4683448902
2018-06-18,4576293069
2018-06-19,4581835612
2018-06-20,4585530641
2018-06-21,4664973759
2018-06-22,4650193644
2018-06-25,4618785900
2018-06-26,4620633414
2018-06-27,4572598041
2018-06-28,4557817926
2018-06-29,4607700813
2018-07-02,4576293069
2018-07-03,4679753873
2018-07-05,4639108557
2018-07-06,4687143931
2018-07-09,4701924046
2018-07-10,4694533988
2018-07-11,4668668787
2018-07-12,4648346129
2018-07-13,4716704161
2018-07-16,4766587048
2018-07-17,4770282077
2018-07-18,4749959419
2018-07-19,4755501962
2018-07-20,4768434563
2018-07-23,4729636761
2018-07-24,4858962766
2018-07-25,4899608082
2018-07-26,4919930740
2018-07-27,4971661142
2018-07-30,4997526343
2018-07-31,5030781602
2018-08-01,5064036860
2018-08-02,5058494317
2018-08-03,5073274432
2018-08-06,4999373858
