,CMG
2007-02-01,1953480000
2007-02-02,1953480000
2007-02-05,1969759000
2007-02-06,1969759000
2007-02-07,2002317000
2007-02-08,2018596000
2007-02-09,2018596000
2007-02-12,1969759000
2007-02-13,1969759000
2007-02-14,1937201000
2007-02-15,2002317000
2007-02-16,2116270000
2007-02-20,2083712000
2007-02-21,2067433000
2007-02-22,2099991000
2007-02-23,2099991000
2007-02-26,2067433000
2007-02-27,1969759000
2007-02-28,1953480000
2007-03-01,1986038000
2007-03-02,1953480000
2007-03-05,1920922000
2007-03-06,1953480000
2007-03-07,1953480000
2007-03-08,1953480000
2007-03-09,1969759000
2007-03-12,1986038000
2007-03-13,1986038000
2007-03-14,1969759000
2007-03-15,1986038000
2007-03-16,1969759000
2007-03-19,2051154000
2007-03-20,2083712000
2007-03-21,2116270000
2007-03-22,2083712000
2007-03-23,2116270000
2007-03-26,2067433000
2007-03-27,2034875000
2007-03-28,2018596000
2007-03-29,2018596000
2007-03-30,2018596000
2007-04-02,2040125000
2007-04-03,2089088000
2007-04-04,2121730000
2007-04-05,2121730000
2007-04-09,2121730000
2007-04-10,2105409000
2007-04-11,2089088000
2007-04-12,2089088000
2007-04-13,2089088000
2007-04-16,2121730000
2007-04-17,2170693000
2007-04-18,2170693000
2007-04-19,2138051000
2007-04-20,2138051000
2007-04-23,2138051000
2007-04-24,2121730000
2007-04-25,2138051000
2007-04-26,2187014000
2007-04-27,2154372000
2007-04-30,2121730000
2007-05-01,2170693000
2007-05-02,2546076000
2007-05-03,2578718000
2007-05-04,2562397000
2007-05-07,2497113000
2007-05-08,2529755000
2007-05-09,2529755000
2007-05-10,2627681000
2007-05-11,2660323000
2007-05-14,2692965000
2007-05-15,2644002000
2007-05-16,2692965000
2007-05-17,2660323000
2007-05-18,2676644000
2007-05-21,2676644000
2007-05-22,2676644000
2007-05-23,2627681000
2007-05-24,2692965000
2007-05-25,2823533000
2007-05-29,2790891000
2007-05-30,2807212000
2007-05-31,2823533000
2007-06-01,2872496000
2007-06-04,2856175000
2007-06-05,2823533000
2007-06-06,2758249000
2007-06-07,2709286000
2007-06-08,2774570000
2007-06-11,2758249000
2007-06-12,2692965000
2007-06-13,2725607000
2007-06-14,2741928000
2007-06-15,2774570000
2007-06-18,2790891000
2007-06-19,2807212000
2007-06-20,2758249000
2007-06-21,2725607000
2007-06-22,2595039000
2007-06-25,2627681000
2007-06-26,2644002000
2007-06-27,2692965000
2007-06-28,2692965000
2007-06-29,2790891000
2007-07-02,2812716000
2007-07-03,2747304000
2007-07-05,2698245000
2007-07-06,2796363000
2007-07-09,2812716000
2007-07-10,2796363000
2007-07-11,2780010000
2007-07-12,2943540000
2007-07-13,2959893000
2007-07-16,2910834000
2007-07-17,2812716000
2007-07-18,2845422000
2007-07-19,2861775000
2007-07-20,2796363000
2007-07-23,2845422000
2007-07-24,2681892000
2007-07-25,2600127000
2007-07-26,2567421000
2007-07-27,2665539000
2007-07-30,2861775000
2007-07-31,2894481000
2007-08-01,3237894000
2007-08-02,3270600000
2007-08-03,3205188000
2007-08-06,3254247000
2007-08-07,3548601000
2007-08-08,3515895000
2007-08-09,3401424000
2007-08-10,3319658999
2007-08-13,3336012000
2007-08-14,3139776000
2007-08-15,3123423000
2007-08-16,3139776000
2007-08-17,3270600000
2007-08-20,3303306000
2007-08-21,3254247000
2007-08-22,3336012000
2007-08-23,3319658999
2007-08-24,3368718000
2007-08-27,3254247000
2007-08-28,3172482000
2007-08-29,3286952999
2007-08-30,3270600000
2007-08-31,3401424000
2007-09-04,3515895000
2007-09-05,3466836000
2007-09-06,3450483000
2007-09-07,3319658999
2007-09-10,3286952999
2007-09-11,3385070999
2007-09-12,3385070999
2007-09-13,3450483000
2007-09-14,3450483000
2007-09-17,3548601000
2007-09-18,3663072000
2007-09-19,3695777999
2007-09-20,3630366000
2007-09-21,3728483999
2007-09-24,3744837000
2007-09-25,3744837000
2007-09-26,3826602000
2007-09-27,3908367000
2007-09-28,3859308000
2007-10-01,4018980000
2007-10-02,4084596000
2007-10-03,4133808000
2007-10-04,4068192000
2007-10-05,4183019999
2007-10-08,4265040000
2007-10-09,4248636000
2007-10-10,4330656000
2007-10-11,4232232000
2007-10-12,4018980000
2007-10-15,4002576000
2007-10-16,4035384000
2007-10-17,4035384000
2007-10-18,4133808000
2007-10-19,4051788000
2007-10-22,4101000000
2007-10-23,4166616000
2007-10-24,4051788000
2007-10-25,4215827999
2007-10-26,4396272000
2007-10-29,4412676000
2007-10-30,4379868000
2007-10-31,4560312000
2007-11-01,4445484000
2007-11-02,4314252000
2007-11-05,4297848000
2007-11-06,4330656000
2007-11-07,4297848000
2007-11-08,4183019999
2007-11-09,3986172000
2007-11-12,3838536000
2007-11-13,4150211999
2007-11-14,4265040000
2007-11-15,4248636000
2007-11-16,4101000000
2007-11-19,3969768000
2007-11-20,4101000000
2007-11-21,4051788000
2007-11-23,4101000000
2007-11-26,4133808000
2007-11-27,4166616000
2007-11-28,4412676000
2007-11-29,4412676000
2007-11-30,4363464000
2007-12-03,4363464000
2007-12-04,4511100000
2007-12-05,4560312000
2007-12-06,4888392000
2007-12-07,4789968000
2007-12-10,4921200000
2007-12-11,4757160000
2007-12-12,4757160000
2007-12-13,4740756000
2007-12-14,4642332000
2007-12-17,4445484000
2007-12-18,4773564000
2007-12-19,4609524000
2007-12-20,4707948000
2007-12-21,4806372000
2007-12-24,4871988000
2007-12-26,5003220000
2007-12-27,4937604000
2007-12-28,4986816000
2007-12-31,4822776000
2008-01-02,4806372000
2008-01-03,4642332000
2008-01-04,4166616000
2008-01-07,4068192000
2008-01-08,3871344000
2008-01-09,3887748000
2008-01-10,4035384000
2008-01-11,3822132000
2008-01-14,3838536000
2008-01-15,3805727999
2008-01-16,3904152000
2008-01-17,3953364000
2008-01-18,4002576000
2008-01-22,4051788000
2008-01-23,4166616000
2008-01-24,4363464000
2008-01-25,4232232000
2008-01-28,4117403999
2008-01-29,3920556000
2008-01-30,3772919999
2008-01-31,3953364000
2008-02-01,4035384000
2008-02-04,3838536000
2008-02-05,3772919999
2008-02-06,3559668000
2008-02-07,3526860000
2008-02-08,3559668000
2008-02-11,3608880000
2008-02-12,3477648000
2008-02-13,3592476000
2008-02-14,3559668000
2008-02-15,3461244000
2008-02-19,3379224000
2008-02-20,3362819999
2008-02-21,3313608000
2008-02-22,3264396000
2008-02-25,3379224000
2008-02-26,3428436000
2008-02-27,3379224000
2008-02-28,3346416000
2008-02-29,3264396000
2008-03-03,3198780000
2008-03-04,3165972000
2008-03-05,3346416000
2008-03-06,3133164000
2008-03-07,3165972000
2008-03-10,2969124000
2008-03-11,3165972000
2008-03-12,3247992000
2008-03-13,3313608000
2008-03-14,3264396000
2008-03-17,3215184000
2008-03-18,3330011999
2008-03-19,3280800000
2008-03-20,3592476000
2008-03-24,3772919999
2008-03-25,3723708000
2008-03-26,3772919999
2008-03-27,3690900000
2008-03-28,3592476000
2008-03-31,3729156000
2008-04-01,3926292000
2008-04-02,3909864000
2008-04-03,3909864000
2008-04-04,3827724000
2008-04-07,3778439999
2008-04-08,3762012000
2008-04-09,3663444000
2008-04-10,3729156000
2008-04-11,3630588000
2008-04-14,3532020000
2008-04-15,3564876000
2008-04-16,3712727999
2008-04-17,3663444000
2008-04-18,3778439999
2008-04-21,3893436000
2008-04-22,3712727999
2008-04-23,3614160000
2008-04-24,3285600000
2008-04-25,3384168000
2008-04-28,3318456000
2008-04-29,3252744000
2008-04-30,3219888000
2008-05-01,3302027999
2008-05-02,3219888000
2008-05-05,3252744000
2008-05-06,3236316000
2008-05-07,3137748000
2008-05-08,3088464000
2008-05-09,3121320000
2008-05-12,3203460000
2008-05-13,3302027999
2008-05-14,3302027999
2008-05-15,3236316000
2008-05-16,3137748000
2008-05-19,2973468000
2008-05-20,2940612000
2008-05-21,2874900000
2008-05-22,2825616000
2008-05-23,2792760000
2008-05-27,2842044000
2008-05-28,2973468000
2008-05-29,2973468000
2008-05-30,3039180000
2008-06-02,2973468000
2008-06-03,2973468000
2008-06-04,3039180000
2008-06-05,3121320000
2008-06-06,3039180000
2008-06-09,2989896000
2008-06-10,3022752000
2008-06-11,2874900000
2008-06-12,2858472000
2008-06-13,2874900000
2008-06-16,2858472000
2008-06-17,2957040000
2008-06-18,2973468000
2008-06-19,3055608000
2008-06-20,2957040000
2008-06-23,2907756000
2008-06-24,2924184000
2008-06-25,3055608000
2008-06-26,2989896000
2008-06-27,2940612000
2008-06-30,2711115000
2008-07-01,2678253000
2008-07-02,2628960000
2008-07-03,2661822000
2008-07-07,2579667000
2008-07-08,2760408000
2008-07-09,2596098000
2008-07-10,2349633000
2008-07-11,2382495000
2008-07-14,2300340000
2008-07-15,2382495000
2008-07-16,2530374000
2008-07-17,2661822000
2008-07-18,2628960000
2008-07-21,2513943000
2008-07-22,2678253000
2008-07-23,2760408000
2008-07-24,2218185000
2008-07-25,2185323000
2008-07-28,2152461000
2008-07-29,2283909000
2008-07-30,2267478000
2008-07-31,2251047000
2008-08-01,2201754000
2008-08-04,2218185000
2008-08-05,2382495000
2008-08-06,2448219000
2008-08-07,2333202000
2008-08-08,2415357000
2008-08-11,2513943000
2008-08-12,2497512000
2008-08-13,2366064000
2008-08-14,2497512000
2008-08-15,2497512000
2008-08-18,2431788000
2008-08-19,2366064000
2008-08-20,2300340000
2008-08-21,2316771000
2008-08-22,2366064000
2008-08-25,2300340000
2008-08-26,2316771000
2008-08-27,2267478000
2008-08-28,2300340000
2008-08-29,2283909000
2008-09-02,2415357000
2008-09-03,2349633000
2008-09-04,2251047000
2008-09-05,2300340000
2008-09-08,2300340000
2008-09-09,2218185000
2008-09-10,2234616000
2008-09-11,2333202000
2008-09-12,1856702999
2008-09-15,1840272000
2008-09-16,1873133999
2008-09-17,1905995999
2008-09-18,1971720000
2008-09-19,1988151000
2008-09-22,1905995999
2008-09-23,1873133999
2008-09-24,1873133999
2008-09-25,1889564999
2008-09-26,1938858000
2008-09-29,1856702999
2008-09-30,1776166500
2008-10-01,1840172499
2008-10-02,1744163500
2008-10-03,1616151500
2008-10-06,1566546850
2008-10-07,1536144000
2008-10-08,1648154500
2008-10-09,1580948200
2008-10-10,1547345050
2008-10-13,1632153000
2008-10-14,1456136500
2008-10-15,1304762310
2008-10-16,1430214070
2008-10-17,1416132750
2008-10-20,1467337550
2008-10-21,1387010020
2008-10-22,1314683240
2008-10-23,1417412870
2008-10-24,1432774310
2008-10-27,1518862380
2008-10-28,1648154500
2008-10-29,1744163500
2008-10-30,1632153000
2008-10-31,1616151500
2008-11-03,1568787060
2008-11-04,1616151500
2008-11-05,1555025770
2008-11-06,1556945950
2008-11-07,1554385710
2008-11-10,1453896290
2008-11-11,1429894040
2008-11-12,1350526600
2008-11-13,1435014520
2008-11-14,1418372960
2008-11-17,1412612420
2008-11-18,1404611670
2008-11-19,1302522100
2008-11-20,1238196070
2008-11-21,1257717900
2008-11-24,1363647830
2008-11-25,1433734400
2008-11-26,1538704240
2008-11-28,1586708740
2008-12-01,1460296890
2008-12-02,1469577760
2008-12-03,1571987360
2008-12-04,1632153000
2008-12-05,1696159000
2008-12-08,1824170999
2008-12-09,1712160500
2008-12-10,1888177000
2008-12-11,1760165000
2008-12-12,1840172499
2008-12-15,1808169499
2008-12-16,1952183000
2008-12-17,2064193500
2008-12-18,2048192000
2008-12-19,2048192000
2008-12-22,2032190500
2008-12-23,1888177000
2008-12-24,1872175500
2008-12-26,1872175500
2008-12-29,1840172499
2008-12-30,1936181500
2008-12-31,1984186000
2009-01-02,2048192000
2009-01-05,2000187500
2009-01-06,1936181500
2009-01-07,1872175500
2009-01-08,1840172499
2009-01-09,1712160500
2009-01-12,1744163500
2009-01-13,1680157500
2009-01-14,1599189910
2009-01-15,1648154500
2009-01-16,1696159000
2009-01-20,1587348800
2009-01-21,1616151500
2009-01-22,1571987360
2009-01-23,1566546850
2009-01-26,1555025770
2009-01-27,1539024270
2009-01-28,1616151500
2009-01-29,1566866880
2009-01-30,1528463280
2009-02-02,1539344300
2009-02-03,1571667330
2009-02-04,1573587510
2009-02-05,1648154500
2009-02-06,1648154500
2009-02-09,1616151500
2009-02-10,1539664330
2009-02-11,1517582260
2009-02-12,1712160500
2009-02-13,1760165000
2009-02-17,1712160500
2009-02-18,1744163500
2009-02-19,1712160500
2009-02-20,1776166500
2009-02-23,1744163500
2009-02-24,1792168000
2009-02-25,1776166500
2009-02-26,1728162000
2009-02-27,1744163500
2009-03-02,1680157500
2009-03-03,1616151500
2009-03-04,1616151500
2009-03-05,1599829970
2009-03-06,1574227570
2009-03-09,1570387210
2009-03-10,1680157500
2009-03-11,1696159000
2009-03-12,1760165000
2009-03-13,1808169499
2009-03-16,1792168000
2009-03-17,1888177000
2009-03-18,2032190500
2009-03-19,2000187500
2009-03-20,1952183000
2009-03-23,2048192000
2009-03-24,2064193500
2009-03-25,2096196500
2009-03-26,2272213000
2009-03-27,2192205500
2009-03-30,2064193500
2009-03-31,2118424000
2009-04-01,2150280000
2009-04-02,2229920000
2009-04-03,2261776000
2009-04-06,2213992000
2009-04-07,2134352000
2009-04-08,2213992000
2009-04-09,2277704000
2009-04-13,2341416000
2009-04-14,2325488000
2009-04-15,2373272000
2009-04-16,2516624000
2009-04-17,2532552000
2009-04-20,2484768000
2009-04-21,2580336000
2009-04-22,2723688000
2009-04-23,2723688000
2009-04-24,2612192000
2009-04-27,2659976000
2009-04-28,2675904000
2009-04-29,2596264000
2009-04-30,2580336000
2009-05-01,2548480000
2009-05-04,2644048000
2009-05-05,2691832000
2009-05-06,2564408000
2009-05-07,2452912000
2009-05-08,2468840000
2009-05-11,2436984000
2009-05-12,2389200000
2009-05-13,2309560000
2009-05-14,2405128000
2009-05-15,2389200000
2009-05-18,2468840000
2009-05-19,2484768000
2009-05-20,2389200000
2009-05-21,2405128000
2009-05-22,2373272000
2009-05-26,2516624000
2009-05-27,2580336000
2009-05-28,2548480000
2009-05-29,2516624000
2009-06-01,2691832000
2009-06-02,2755544000
2009-06-03,2771472000
2009-06-04,2835184000
2009-06-05,2723688000
2009-06-08,2644048000
2009-06-09,2691832000
2009-06-10,2644048000
2009-06-11,2580336000
2009-06-12,2612192000
2009-06-15,2580336000
2009-06-16,2500696000
2009-06-17,2516624000
2009-06-18,2612192000
2009-06-19,2675904000
2009-06-22,2580336000
2009-06-23,2500696000
2009-06-24,2516624000
2009-06-25,2564408000
2009-06-26,2564408000
2009-06-29,2532552000
2009-06-30,2530000000
2009-07-01,2609062500
2009-07-02,2514187500
2009-07-06,2514187500
2009-07-07,2435125000
2009-07-08,2482562500
2009-07-09,2514187500
2009-07-10,2514187500
2009-07-13,2545812500
2009-07-14,2593250000
2009-07-15,2593250000
2009-07-16,2688125000
2009-07-17,2688125000
2009-07-20,2798812500
2009-07-21,2798812500
2009-07-22,2814625000
2009-07-23,2893687500
2009-07-24,2877875000
2009-07-27,2909500000
2009-07-28,3020187500
2009-07-29,2988562500
2009-07-30,2972750000
2009-07-31,2972750000
2009-08-03,3004375000
2009-08-04,3067625000
2009-08-05,3051812500
2009-08-06,2956937500
2009-08-07,2956937500
2009-08-10,2956937500
2009-08-11,2925312500
2009-08-12,2877875000
2009-08-13,2862062500
2009-08-14,2783000000
2009-08-17,2735562500
2009-08-18,2735562500
2009-08-19,2735562500
2009-08-20,2798812500
2009-08-21,2798812500
2009-08-24,2751375000
2009-08-25,2719750000
2009-08-26,2688125000
2009-08-27,2688125000
2009-08-28,2688125000
2009-08-31,2656500000
2009-09-01,2561625000
2009-09-02,2577437500
2009-09-03,2672312500
2009-09-04,2719750000
2009-09-08,2767187500
2009-09-09,2783000000
2009-09-10,2814625000
2009-09-11,2767187500
2009-09-14,2783000000
2009-09-15,2830437500
2009-09-16,2846250000
2009-09-17,2877875000
2009-09-18,2956937500
2009-09-21,2941125000
2009-09-22,2941125000
2009-09-23,2909500000
2009-09-24,2941125000
2009-09-25,2893687500
2009-09-28,2925312500
2009-09-29,3051812500
2009-09-30,3053851000
2009-10-01,2943660500
2009-10-02,2896436000
2009-10-05,2912177500
2009-10-06,2880694500
2009-10-07,2880694500
2009-10-08,2880694500
2009-10-09,2896436000
2009-10-12,2849211500
2009-10-13,2880694500
2009-10-14,2912177500
2009-10-15,2864953000
2009-10-16,2849211500
2009-10-19,2880694500
2009-10-20,2801987000
2009-10-21,2691796500
2009-10-22,2817728500
2009-10-23,2597347500
2009-10-26,2565864500
2009-10-27,2502898500
2009-10-28,2518640000
2009-10-29,2581606000
2009-10-30,2565864500
2009-11-02,2597347500
2009-11-03,2597347500
2009-11-04,2597347500
2009-11-05,2707538000
2009-11-06,2723279500
2009-11-09,2786245500
2009-11-10,2833470000
2009-11-11,2833470000
2009-11-12,2754762500
2009-11-13,2801987000
2009-11-16,2817728500
2009-11-17,2801987000
2009-11-18,2754762500
2009-11-19,2691796500
2009-11-20,2644572000
2009-11-23,2676055000
2009-11-24,2644572000
2009-11-25,2660313500
2009-11-27,2628830500
2009-11-30,2628830500
2009-12-01,2660313500
2009-12-02,2691796500
2009-12-03,2613089000
2009-12-04,2676055000
2009-12-07,2644572000
2009-12-08,2644572000
2009-12-09,2676055000
2009-12-10,2707538000
2009-12-11,2754762500
2009-12-14,2833470000
2009-12-15,2833470000
2009-12-16,2801987000
2009-12-17,2801987000
2009-12-18,2817728500
2009-12-21,2817728500
2009-12-22,2864953000
2009-12-23,2833470000
2009-12-24,2849211500
2009-12-28,2864953000
2009-12-29,2880694500
2009-12-30,2833470000
2009-12-31,2770504000
2010-01-04,2770504000
2010-01-05,2801987000
2010-01-06,2754762500
2010-01-07,2723279500
2010-01-08,2896436000
2010-01-11,3053851000
2010-01-12,3006626500
2010-01-13,3006626500
2010-01-14,3132558500
2010-01-15,3085334000
2010-01-19,3132558500
2010-01-20,3085334000
2010-01-21,3148300000
2010-01-22,3085334000
2010-01-25,3022368000
2010-01-26,3069592500
2010-01-27,3101075500
2010-01-28,3101075500
2010-01-29,3038109500
2010-02-01,3164041499
2010-02-02,3179783000
2010-02-03,3164041499
2010-02-04,3101075500
2010-02-05,2990885000
2010-02-08,3148300000
2010-02-09,3164041499
2010-02-10,3132558500
2010-02-11,3179783000
2010-02-12,3305715000
2010-02-16,3274232000
2010-02-17,3289973500
2010-02-18,3274232000
2010-02-19,3305715000
2010-02-22,3274232000
2010-02-23,3258490499
2010-02-24,3305715000
2010-02-25,3274232000
2010-02-26,3289973500
2010-03-01,3400164000
2010-03-02,3463130000
2010-03-03,3463130000
2010-03-04,3431647000
2010-03-05,3478871500
2010-03-08,3510354500
2010-03-09,3526096000
2010-03-10,3541837500
2010-03-11,3557578999
2010-03-12,3620544999
2010-03-15,3589061999
2010-03-16,3604803500
2010-03-17,3620544999
2010-03-18,3589061999
2010-03-19,3573320500
2010-03-22,3604803500
2010-03-23,3636286500
2010-03-24,3604803500
2010-03-25,3620544999
2010-03-26,3589061999
2010-03-29,3604803500
2010-03-30,3604803500
2010-03-31,3529462500
2010-04-01,3592208500
2010-04-05,3749073500
2010-04-06,3827506000
2010-04-07,3843192500
2010-04-08,3843192500
2010-04-09,3843192500
2010-04-12,3858879000
2010-04-13,3937311499
2010-04-14,3952998000
2010-04-15,3921625000
2010-04-16,3890252000
2010-04-19,3874565500
2010-04-20,3890252000
2010-04-21,3984371000
2010-04-22,4533398500
2010-04-23,4486339000
2010-04-26,4454966000
2010-04-27,4360847000
2010-04-28,4251041500
2010-04-29,4360847000
2010-04-30,4235355000
2010-05-03,4360847000
2010-05-04,4188295500
2010-05-05,4235355000
2010-05-06,4125549500
2010-05-07,4047117000
2010-05-10,4298101000
2010-05-11,4329474000
2010-05-12,4470652500
2010-05-13,4454966000
2010-05-14,4345160500
2010-05-17,4360847000
2010-05-18,4376533500
2010-05-19,4360847000
2010-05-20,4203982000
2010-05-21,4266728000
2010-05-24,4313787500
2010-05-25,4282414500
2010-05-26,4329474000
2010-05-27,4517712000
2010-05-28,4470652500
2010-06-01,4439279500
2010-06-02,4627517500
2010-06-03,4674577000
2010-06-04,4517712000
2010-06-07,4360847000
2010-06-08,4454966000
2010-06-09,4502025500
2010-06-10,4580458000
2010-06-11,4690263500
2010-06-14,4674577000
2010-06-15,4800069000
2010-06-16,4784382500
2010-06-17,4768696000
2010-06-18,4784382500
2010-06-21,4753009500
2010-06-22,4549085000
2010-06-23,4627517500
2010-06-24,4549085000
2010-06-25,4611831000
2010-06-28,4580458000
2010-06-29,4345160500
2010-06-30,4251247000
2010-07-01,4297793500
2010-07-02,4251247000
2010-07-06,4204700500
2010-07-07,4297793500
2010-07-08,4328824500
2010-07-09,4359855500
2010-07-12,4344340000
2010-07-13,4437433000
2010-07-14,4452948500
2010-07-15,4421917500
2010-07-16,4251247000
2010-07-19,4034030000
2010-07-20,4158154000
2010-07-21,4018514500
2010-07-22,4127123000
2010-07-23,4515010500
2010-07-26,4608103500
2010-07-27,4608103500
2010-07-28,4592588000
2010-07-29,4530526000
2010-07-30,4592588000
2010-08-02,4670165500
2010-08-03,4685681000
2010-08-04,4732227500
2010-08-05,4685681000
2010-08-06,4701196500
2010-08-09,4701196500
2010-08-10,4654650000
2010-08-11,4546041500
2010-08-12,4530526000
2010-08-13,4421917500
2010-08-16,4499495000
2010-08-17,4592588000
2010-08-18,4639134500
2010-08-19,4592588000
2010-08-20,4654650000
2010-08-23,4639134500
2010-08-24,4515010500
2010-08-25,4577072500
2010-08-26,4608103500
2010-08-27,4747743000
2010-08-30,4623619000
2010-08-31,4685681000
2010-09-01,4949444500
2010-09-02,5089084000
2010-09-03,5073568500
2010-09-07,5120115000
2010-09-08,5151146000
2010-09-09,5058053000
2010-09-10,5151146000
