,BUD
2023-05-22,118601280000
2023-05-23,118419840000
2023-05-24,116121600000
2023-05-25,114649920000
2023-05-26,115214400000
2023-05-30,109791360000
2023-05-31,107654400000
2023-06-01,108480960000
2023-06-02,110577600000
2023-06-05,109226880000
2023-06-06,110738880000
2023-06-07,111222720000
2023-06-08,111041280000
2023-06-09,111202560000
2023-06-12,111182400000
2023-06-13,112129920000
2023-06-14,114246720000
2023-06-15,118077120000
2023-06-16,117351360000
2023-06-20,114428160000
2023-06-21,114367680000
2023-06-22,116706240000
2023-06-23,115153920000
2023-06-26,113621760000
2023-06-27,113964480000
2023-06-28,112694400000
2023-06-29,112069440000
2023-06-30,114347520000
2023-07-03,115436160000
2023-07-05,114287040000
2023-07-06,111545280000
2023-07-07,111888000000
2023-07-10,112049280000
2023-07-11,113299200000
2023-07-12,115375680000
2023-07-13,117230400000
2023-07-14,117311040000
2023-07-17,116121600000
2023-07-18,115920000000
2023-07-19,117794880000
2023-07-20,118399680000
2023-07-21,118036800000
2023-07-24,117673920000
2023-07-25,118056960000
2023-07-26,118319040000
2023-07-27,117210240000
2023-07-28,118661760000
2023-07-31,115516800000
2023-08-01,114589440000
2023-08-02,113359680000
2023-08-03,114871680000
2023-08-04,113883840000
2023-08-07,113783040000
2023-08-08,113541120000
2023-08-09,113904000000
2023-08-10,114589440000
2023-08-11,113500800000
2023-08-14,113601600000
2023-08-15,111908160000
2023-08-16,110980800000
2023-08-17,111666240000
2023-08-18,112392000000
2023-08-21,113299200000
2023-08-22,113178240000
2023-08-23,114730560000
2023-08-24,113783040000
2023-08-25,114226560000
2023-08-28,115416000000
2023-08-29,116766720000
2023-08-30,116625600000
2023-08-31,114690240000
2023-09-01,113258880000
2023-09-05,112331520000
2023-09-06,112956480000
2023-09-07,113299200000
2023-09-08,113339520000
2023-09-11,115012800000
2023-09-12,113258880000
2023-09-13,112936320000
2023-09-14,114609600000
2023-09-15,114649920000
2023-09-18,116202240000
2023-09-19,115879680000
2023-09-20,115698240000
2023-09-21,114569280000
2023-09-22,113783040000
2023-09-25,111283200000
2023-09-26,109388160000
2023-09-27,107614080000
2023-09-28,107976960000
2023-09-29,111484800000
2023-10-02,105976080114
2023-10-03,105103195890
2023-10-04,105142872446
2023-10-05,104706430333
2023-10-06,104746106889
2023-10-09,104230311666
2023-10-10,106412522226
2023-10-11,108217805508
2023-10-12,106372845670
2023-10-13,106551390171
2023-10-16,107781363396
2023-10-17,107166376783
2023-10-18,105658667669
2023-10-19,105698344224
2023-10-20,104289826499
2023-10-23,104508047555
2023-10-24,105976080114
2023-10-25,106610905004
2023-10-26,105896727003
2023-10-27,104805621723
2023-10-30,107186215061
2023-10-31,112820285962
2023-11-01,112681418017
2023-11-02,115319908967
2023-11-03,116867294637
2023-11-06,116807779804
2023-11-07,117164868804
2023-11-08,117680664028
2023-11-09,118732092752
2023-11-10,118255974085
2023-11-13,118454356863
2023-11-14,121469775091
2023-11-15,121390421980
2023-11-16,121231715758
2023-11-17,121668157870
2023-11-20,122660071761
2023-11-21,123056837317
2023-11-22,124386001931
2023-11-24,125199371322
2023-11-27,124187619153
2023-11-28,124564546431
2023-11-29,124207457431
2023-11-30,124842282321
2023-12-01,125754843100
2023-12-04,125278724433
2023-12-05,125318400988
2023-12-06,123989236375
2023-12-07,124743090932
2023-12-08,125020826821
2023-12-11,125100179932
2023-12-12,125576298600
2023-12-13,125556460322
2023-12-14,124564546431
2023-12-15,124009074652
2023-12-18,124683576098
2023-12-19,126687242158
2023-12-20,124743090932
2023-12-21,126230961768
2023-12-22,127956891939
2023-12-26,128194951272
2023-12-27,128690908218
2023-12-28,128333819217
2023-12-29,128194951272
2024-01-02,127460934993
2024-01-03,126449182824
2024-01-04,127619641216
2024-01-05,127460934993
2024-01-08,129881204887
2024-01-09,129008320663
2024-01-10,131230207779
2024-01-11,129226541719
2024-01-12,129087673774
2024-01-16,126191285213
2024-01-17,124425678487
2024-01-18,124386001931
2024-01-19,125000988543
2024-01-22,124901797154
2024-01-23,124941473710
2024-01-24,123711500485
2024-01-25,123275058373
2024-01-26,123175866984
2024-01-29,123771015318
2024-01-30,123870206708
2024-01-31,122481527260
2024-02-01,124286810542
2024-02-02,123215543540
2024-02-05,122818777983
2024-02-06,126429344546
2024-02-07,130000234554
2024-02-08,130158940777
2024-02-09,127976730216
2024-02-12,128512363717
2024-02-13,126330153157
2024-02-14,123691662207
2024-02-15,124624061265
2024-02-16,123473441151
2024-02-20,124683576098
2024-02-21,126211123490
2024-02-22,125774681378
2024-02-23,125715166545
2024-02-26,125179533044
2024-02-27,125100179932
2024-02-28,123890044985
2024-02-29,119763683199
2024-03-01,119366917642
2024-03-04,119228049698
2024-03-05,119307402809
2024-03-06,120239801867
2024-03-07,122243467926
2024-03-08,123156028706
2024-03-11,125159694766
2024-03-12,125556460322
2024-03-13,128056083328
2024-03-14,121033332979
2024-03-15,120616729145
2024-03-18,119148696586
2024-03-19,119009828642
2024-03-20,119168534864
2024-03-21,117621149194
2024-03-22,118037753029
2024-03-25,118593224807
2024-03-26,119724006643
2024-03-27,120696082256
2024-03-28,120577052589
2024-04-01,121211877480
2024-04-02,120438184645
2024-04-03,119505785587
2024-04-04,118117106140
2024-04-05,118950313808
2024-04-08,119426432476
2024-04-09,120219963589
2024-04-10,118176620973
2024-04-11,118494033418
2024-04-12,116391175969
2024-04-15,115062011356
2024-04-16,113355919463
2024-04-17,113792361575
2024-04-18,114883466855
2024-04-19,116530043914
2024-04-22,118017914751
2024-04-23,119386755920
2024-04-24,119545462143
2024-04-25,118910637253
2024-04-26,119049505197
2024-04-29,119624815254
2024-04-30,118355165474
2024-05-01,117978238195
2024-05-02,118811445863
2024-05-03,118454356863
2024-05-06,118216390132
2024-05-07,121563990000
2024-05-08,126420930000
2024-05-09,127424430000
2024-05-10,128869469999
2024-05-13,129872969999
2024-05-14,131799690000
2024-05-15,132522210000
2024-05-16,133405290000
2024-05-17,135311940000
2024-05-20,133144380000
2024-05-21,132943679999
2024-05-22,130836330000
2024-05-23,129692340000
2024-05-24,130535280000
2024-05-28,127464570000
2024-05-29,124995960000
2024-05-30,125096310000
2024-05-31,126581490000
2024-06-03,125738550000
2024-06-04,124694910000
2024-06-05,124574490000
2024-06-06,127063170000
2024-06-07,124875540000
2024-06-10,123631200000
2024-06-11,122547420000
2024-06-12,123370290000
2024-06-13,121323150000
2024-06-14,119396430000
2024-06-17,119817900000
2024-06-18,118693980000
2024-06-20,118894680000
2024-06-21,118533420000
2024-06-24,121965390000
2024-06-25,120741120000
2024-06-26,119376360000
2024-06-27,118533420000
2024-06-28,116707050000
2024-07-01,117108450000
2024-07-02,117730620000
2024-07-03,120540420000
2024-07-05,119938320000
2024-07-08,119095380000
2024-07-09,118433070000
2024-07-10,121002030000
2024-07-11,122928750000
2024-07-12,123430500000
2024-07-15,120761190000
2024-07-16,120821400000
2024-07-17,123771690000
2024-07-18,121543920000
2024-07-19,121323150000
2024-07-22,122487210000
2024-07-23,121824900000
2024-07-24,121523850000
2024-07-25,121824900000
2024-07-26,123189660000
2024-07-29,120520350000
2024-07-30,119457900000
2024-07-31,119297500000
2024-08-01,122826300000
2024-08-02,127076900000
2024-08-05,121984200000
2024-08-06,121302500000
2024-08-07,121302500000
2024-08-08,122164650000
2024-08-09,121643350000
