,EW
2018-10-18,30657312809
2018-10-19,30261881190
2018-10-22,31071411000
2018-10-23,30861209190
2018-10-24,29208936810
2018-10-25,29831114190
2018-10-26,29163113189
2018-10-29,28971702810
2018-10-30,29666736000
2018-10-31,30715560000
2018-11-01,31522967190
2018-11-02,31795599000
2018-11-05,31162995810
2018-11-06,31783112999
2018-11-07,32850666000
2018-11-08,32702894190
2018-11-09,31876758000
2018-11-12,30757200810
2018-11-13,30848723190
2018-11-14,30934065000
2018-11-15,31864272000
2018-11-16,32403230190
2018-11-19,31190028000
2018-11-20,31129658190
2018-11-21,30844602810
2018-11-23,30840420000
2018-11-26,31766444190
2018-11-27,32155632810
2018-11-28,33514484190
2018-11-29,33878700810
2018-11-30,33714260190
2018-12-03,34011863999
2018-12-04,32744535000
2018-12-06,33988952190
2018-12-07,32715380190
2018-12-10,33695531190
2018-12-11,33959859810
2018-12-12,33949434000
2018-12-13,34115934810
2018-12-14,33323073810
2018-12-17,32259641190
2018-12-18,32476086000
2018-12-19,31974585810
2018-12-20,30911153190
2018-12-21,30010101000
2018-12-24,29117352000
2018-12-26,30796719000
2018-12-27,31217060190
2018-12-28,31300341810
2018-12-31,31844063790
2019-01-02,31027016790
2019-01-03,29866934790
2019-01-04,30918867210
2019-01-07,31130925210
2019-01-08,31727619000
2019-01-09,32089365000
2019-01-10,32247348210
2019-01-11,31767099210
2019-01-14,31078971000
2019-01-15,33698511000
2019-01-16,32565435209
2019-01-17,33078989790
2019-01-18,35012459790
2019-01-22,34987511790
2019-01-23,34858593000
2019-01-24,35176680000
2019-01-25,35476056000
2019-01-28,34997865210
2019-01-29,34536327210
2019-01-30,35081066790
2019-01-31,35430338790
2019-02-01,35072709210
2019-02-04,35615328210
2019-02-05,35365848210
2019-02-06,35463582000
2019-02-07,35394975000
2019-02-08,35744247000
2019-02-11,36031149000
2019-02-12,36920981790
2019-02-13,36638196210
2019-02-14,36615368790
2019-02-15,36960462000
2019-02-19,36804537000
2019-02-20,36731751210
2019-02-21,36162126000
2019-02-22,35864808210
2019-02-25,35434455210
2019-02-26,34954206210
2019-02-27,35049881790
2019-02-28,35195391000
2019-03-01,36114288210
2019-03-04,35594559000
2019-03-05,35879402790
2019-03-06,35679818790
2019-03-07,35542604790
2019-03-08,35189154000
2019-03-11,36083103210
2019-03-12,36473976000
2019-03-13,36987468210
2019-03-14,37010358000
2019-03-15,37370045790
2019-03-18,39686031000
2019-03-19,39367944000
2019-03-20,39274389000
2019-03-21,39947985000
2019-03-22,39291041790
2019-03-25,39376239210
2019-03-26,39559232790
2019-03-27,38991665790
2019-03-28,39243204000
2019-03-29,39777527790
2019-04-01,39545312520
2019-04-02,39545312520
2019-04-03,39693108000
2019-04-04,39399640000
2019-04-05,39193588000
2019-04-08,39239356520
2019-04-09,39537008000
2019-04-10,39301796520
2019-04-11,39620240520
2019-04-12,39901220520
2019-04-15,39385091480
2019-04-16,39626484520
2019-04-17,36941564520
2019-04-18,36893735480
2019-04-22,37103908520
2019-04-23,37667991480
2019-04-24,36991516520
2019-04-25,36885368520
2019-04-26,36656463480
2019-04-29,36283884000
2019-04-30,36646036000
2019-05-01,36504484520
2019-05-02,37185080520
2019-05-03,37778260520
2019-05-06,38086339480
2019-05-07,37116396520
2019-05-08,36999883480
2019-05-09,37742919480
2019-05-10,37692967480
2019-05-13,37083116000
2019-05-14,37232972000
2019-05-15,36891612520
2019-05-16,36868759480
2019-05-17,36032063480
2019-05-20,35961256520
2019-05-21,35798912520
2019-05-22,35936280520
2019-05-23,35376443480
2019-05-24,35253624000
2019-05-28,35232831480
2019-05-29,34804056000
2019-05-30,35386808520
2019-05-31,35528360000
2019-06-03,35137048520
2019-06-04,36223504520
2019-06-05,36902040000
2019-06-06,37420292000
2019-06-07,38256988000
2019-06-10,38552516520
2019-06-11,38629567480
2019-06-12,38463040000
2019-06-13,38429759480
2019-06-14,38281964000
2019-06-17,38452612520
2019-06-18,39401700520
2019-06-19,39751364520
2019-06-20,40142676000
2019-06-21,40217604000
2019-06-24,39911648000
2019-06-25,39953295480
2019-06-26,38931340000
2019-06-27,38594164000
2019-06-28,38450552000
2019-07-01,38573234820
2019-07-02,38442068820
2019-07-03,39016700820
2019-07-05,39204080820
2019-07-08,38883411180
2019-07-09,39555918000
2019-07-10,39803696820
2019-07-11,40605246000
2019-07-12,39859910820
2019-07-15,39743298000
2019-07-16,39043746000
2019-07-17,39508011180
2019-07-18,40199256000
2019-07-19,40459526820
2019-07-22,40392882000
2019-07-23,40694751180
2019-07-24,44738036820
2019-07-25,44236233180
2019-07-26,44315370000
2019-07-29,45027414000
2019-07-30,45152334000
2019-07-31,44315370000
2019-08-01,44777574000
2019-08-02,44625608820
2019-08-05,43603326000
2019-08-06,44290386000
2019-08-07,44363276820
2019-08-08,45200240820
2019-08-09,45310545180
2019-08-12,44901432180
2019-08-13,45641583180
2019-08-14,44452782000
2019-08-15,44806742820
2019-08-16,45666567180
2019-08-19,46324520820
2019-08-20,46222461180
2019-08-21,46176678000
2019-08-22,45110673180
2019-08-23,44146728000
2019-08-26,44900432820
2019-08-27,44740098000
2019-08-28,45158580000
2019-08-29,45818594820
2019-08-30,46187108820
2019-09-03,45514602000
2019-09-04,45774872820
2019-09-05,46840815180
2019-09-06,47113578000
2019-09-09,45223101180
2019-09-10,45443834820
2019-09-11,45356390820
2019-09-12,45897669180
2019-09-13,45699920820
2019-09-16,44781758820
2019-09-17,45683244000
2019-09-18,45354267180
2019-09-19,44785881180
2019-09-20,45733212000
2019-09-23,45741519180
2019-09-24,45614538000
2019-09-25,46116279180
2019-09-26,46137140820
2019-09-27,45239778000
2019-09-30,45917187119
2019-10-01,44914947120
2019-10-02,44969256000
2019-10-03,46562379120
2019-10-04,47898740880
2019-10-07,47017584000
2019-10-08,45524684880
2019-10-09,46940348880
2019-10-10,47207571120
2019-10-11,47420547120
2019-10-14,47316188880
2019-10-15,47737943999
2019-10-16,47259812880
2019-10-17,47564619120
2019-10-18,47493647999
2019-10-21,47441468880
2019-10-22,46372392000
2019-10-23,47017584000
2019-10-24,47785988880
2019-10-25,47650247999
2019-10-28,49504392000
2019-10-29,49830120000
2019-10-30,49932411120
2019-10-31,49773743999
2019-11-01,49431291120
2019-11-04,49130619120
2019-11-05,48527208000
2019-11-06,49113956880
2019-11-07,49099299120
2019-11-08,48892587119
2019-11-11,49005339120
2019-11-12,49976259120
2019-11-13,50606856000
2019-11-14,50228948880
2019-11-15,51289632000
2019-11-18,50608923120
2019-11-19,50855348880
2019-11-20,50995224000
2019-11-21,50707080000
2019-11-22,50279060880
2019-11-25,51103779120
2019-11-26,51222795120
2019-11-27,51419108879
2019-11-29,51143492880
2019-12-02,50707080000
2019-12-03,51064128000
2019-12-04,51404451120
2019-12-05,50730068880
2019-12-06,49899024000
2019-12-09,48919772880
2019-12-10,47848628880
2019-12-11,48090795120
2019-12-12,48170160000
2019-12-13,48575252880
2019-12-16,49059647999
2019-12-17,49677716880
2019-12-18,49199523120
2019-12-19,48696336000
2019-12-20,49358252880
2019-12-23,49552436880
2019-12-24,49232972880
2019-12-26,49230843120
2019-12-27,48986547120
2019-12-30,48529275120
2019-12-31,48570957180
2020-01-02,48406500000
2020-01-03,48225365999
2020-01-06,48885380820
2020-01-07,48512682000
2020-01-08,48189951180
2020-01-09,48702123180
2020-01-10,48477267180
2020-01-13,48593880000
2020-01-14,49141466820
2020-01-15,49299678000
2020-01-16,49672376820
2020-01-17,49684868820
2020-01-21,50409404820
2020-01-22,50590538820
2020-01-23,48150414000
2020-01-24,47979710820
2020-01-27,47661164820
2020-01-28,48493944000
2020-01-29,48454406820
2020-01-30,48712554000
2020-01-31,45774872820
2020-02-03,45787364820
2020-02-04,47126070000
2020-02-05,48121245180
2020-02-06,49268448000
2020-02-07,48387762000
2020-02-10,47561228820
2020-02-11,48125430000
2020-02-12,47221821180
2020-02-13,47165607180
2020-02-14,48000510000
2020-02-18,47790207180
2020-02-19,48991562820
2020-02-20,48700062000
2020-02-21,48146229180
2020-02-24,47113578000
2020-02-25,46651374000
2020-02-26,46132956000
2020-02-27,44338292820
2020-02-28,42647688000
2020-03-02,44329923180
2020-03-03,43422192000
2020-03-04,45258515999
2020-03-05,43505451180
2020-03-06,42857990820
2020-03-09,39778712820
2020-03-10,42237513180
2020-03-11,41092434000
2020-03-12,38937564000
2020-03-13,38621079180
2020-03-16,34504965180
2020-03-17,36726480000
2020-03-18,36047727180
2020-03-19,37553013180
2020-03-20,34654869180
2020-03-23,32735285999
2020-03-24,38494098000
2020-03-25,39751605180
2020-03-26,41523408000
2020-03-27,41254830000
2020-03-30,40819671180
2020-03-31,38321276350
2020-04-01,35072641350
2020-04-02,37557390000
2020-04-03,38412701350
2020-04-06,39702830000
2020-04-07,39562645000
2020-04-08,42065678650
2020-04-09,43770206350
2020-04-13,42094081350
2020-04-14,43916486349
2020-04-15,43609725000
2020-04-16,44192833650
2020-04-17,46405318650
2020-04-20,45631253650
2020-04-21,43888083650
2020-04-22,43989626350
2020-04-23,44907960000
2020-04-24,45403666350
2020-04-27,44672266350
2020-04-28,43306986349
2020-04-29,44487405000
2020-04-30,44188750000
2020-05-01,42528898650
2020-05-04,42043310000
2020-05-05,43595523650
2020-05-06,43418768650
2020-05-07,44298460000
2020-05-08,44257806350
2020-05-11,45722678650
2020-05-12,44182655000
2020-05-13,43500015000
2020-05-14,44178571350
2020-05-15,43266393650
2020-05-18,43971341350
2020-05-19,43721446350
2020-05-20,44891686350
2020-05-21,44391896350
2020-05-22,44454918650
2020-05-26,44089218649
2020-05-27,43955128650
2020-05-28,45133475000
2020-05-29,45655633650
2020-06-01,45267565000
2020-06-02,45608885000
2020-06-03,45547935000
2020-06-04,43274500000
2020-06-05,45328515000
2020-06-08,46901025000
2020-06-09,45688120000
2020-06-10,44664160000
2020-06-11,41482570000
2020-06-12,41433810000
2020-06-15,42031120000
2020-06-16,42792995000
2020-06-17,42561385000
2020-06-18,42652810000
2020-06-19,42811280000
2020-06-22,42549195000
2020-06-23,43116030000
2020-06-24,41135155000
2020-06-25,41488664999
2020-06-26,40915735000
2020-06-29,41378955000
2020-06-30,42993331000
2020-07-01,42924900000
2020-07-02,43043099000
2020-07-06,43254613000
2020-07-07,42657396999
2020-07-08,42775596000
2020-07-09,42464546000
2020-07-10,42190821999
2020-07-13,41798899000
2020-07-14,44305962000
2020-07-15,45083587000
2020-07-16,44697885000
2020-07-17,46103831000
2020-07-20,46433544000
2020-07-21,47242274000
2020-07-22,48467811000
2020-07-23,48100771999
2020-07-24,48604673000
2020-07-27,48953049000
2020-07-28,48175424000
2020-07-29,49351193000
2020-07-30,49114795000
2020-07-31,48778861000
2020-08-03,48536242000
2020-08-04,47652860000
2020-08-05,48598452000
2020-08-06,48156761000
2020-08-07,47864374000
2020-08-10,47142738000
2020-08-11,47690186000
2020-08-12,48884618000
2020-08-13,49394740000
2020-08-14,48567346999
2020-08-17,48797524000
2020-08-18,48890839000
2020-08-19,49002817000
2020-08-20,49208110000
2020-08-21,48965490999
2020-08-24,48965490999
2020-08-25,49985735000
2020-08-26,50713592000
2020-08-27,52069770000
2020-08-28,52461693000
2020-08-31,53401064000
2020-09-01,53444611000
2020-09-02,54396424000
2020-09-03,53307749000
2020-09-04,52075990999
2020-09-08,51111736000
2020-09-09,52778964000
2020-09-10,51410344000
2020-09-11,50875338000
2020-09-14,51603195000
2020-09-15,51820930000
2020-09-16,52175527000
2020-09-17,52063549000
2020-09-18,51758720000
2020-09-21,50670045000
2020-09-22,48946828000
2020-09-23,47310705000
2020-09-24,46452207000
2020-09-25,48181645000
2020-09-28,48343390999
2020-09-29,48716651000
2020-09-30,49767769999
2020-10-01,49244030000
2020-10-02,49138035000
2020-10-05,49973525000
2020-10-06,49000865000
2020-10-07,50815250000
2020-10-08,50908775000
2020-10-09,52311650000
2020-10-12,53009970000
2020-10-13,52336590000
2020-10-14,53103495000
2020-10-15,53197019999
2020-10-16,53203255000
2020-10-19,52374000000
2020-10-20,52642105000
2020-10-21,52130835000
2020-10-22,49493430000
2020-10-23,50135635000
2020-10-26,48682880000
2020-10-27,47697750000
2020-10-28,45677610000
2020-10-29,45459385000
2020-10-30,44698715000
2020-11-02,45266100000
2020-11-03,46269934999
2020-11-04,47367295000
2020-11-05,48352425000
2020-11-06,48651705000
2020-11-09,52374000000
2020-11-10,50634434999
2020-11-11,49898705000
2020-11-12,50098225000
2020-11-13,50989830000
2020-11-16,51232995000
2020-11-17,53109730000
2020-11-18,53147140000
2020-11-19,53147140000
2020-11-20,52704455000
2020-11-23,52810450000
2020-11-24,53377835000
2020-11-25,52504934999
2020-11-27,53159610000
2020-11-30,52305415000
2020-12-01,52299180000
2020-12-02,52667045000
2020-12-03,52155775000
2020-12-04,53471360000
2020-12-07,53658410000
2020-12-08,53246900000
2020-12-09,53016205000
2020-12-10,54082390000
2020-12-11,52486230000
2020-12-14,52105894999
2020-12-15,53091025000
2020-12-16,53053615000
2020-12-17,53945220000
2020-12-18,54132269999
2020-12-21,53396540000
2020-12-22,54868000000
2020-12-23,55042580000
2020-12-24,55260805000
2020-12-28,56476630000
2020-12-29,56115000000
2020-12-30,55890540000
2020-12-31,56854536000
2021-01-04,55414944000
2021-01-05,55115808000
2021-01-06,54343040000
2021-01-07,55739008000
2021-01-08,56505544000
2021-01-11,55695384000
2021-01-12,54748120000
2021-01-13,55626832000
2021-01-14,54523768000
2021-01-15,54760584000
2021-01-19,54785512000
2021-01-20,54903920000
2021-01-21,54361736000
2021-01-22,53296064000
2021-01-25,53526648000
2021-01-26,53931728000
2021-01-27,52872288000
2021-01-28,51962416000
2021-01-29,51463856000
2021-02-01,51052544000
2021-02-02,52330104000
2021-02-03,52261552000
2021-02-04,53239976000
2021-02-05,53034320000
2021-02-08,53645056000
2021-02-09,53470560000
2021-02-10,53838248000
2021-02-11,54885223999
2021-02-12,54623480000
2021-02-16,54205936000
2021-02-17,53015623999
2021-02-18,53121568000
2021-02-19,52541992000
2021-02-22,51937488000
2021-02-23,53109104000
2021-02-24,52629240000
2021-02-25,52330104000
2021-02-26,51787920000
2021-03-01,53451864000
2021-03-02,53769696000
2021-03-03,52504600000
2021-03-04,51027616000
2021-03-05,50927904000
2021-03-08,50055423999
2021-03-09,51114864000
2021-03-10,51713136000
2021-03-11,51706904000
2021-03-12,51146023999
2021-03-15,50566448000
2021-03-16,50641232000
2021-03-17,50092816000
2021-03-18,49033376000
2021-03-19,49488312000
2021-03-22,49644112000
2021-03-23,49712664000
2021-03-24,49986871999
2021-03-25,50198760000
2021-03-26,51289360000
2021-03-29,51370376000
2021-03-30,51632120000
2021-03-31,52049172000
2021-04-01,52173632000
2021-04-05,53356002000
2021-04-06,53150643000
2021-04-07,52347876000
2021-04-08,52372768000
2021-04-09,53511577000
2021-04-12,53405785999
2021-04-13,53791612000
2021-04-14,53673375000
2021-04-15,54762400000
2021-04-16,55397146000
2021-04-19,55110888000
2021-04-20,55776749000
2021-04-21,59267852000
2021-04-22,59834145000
2021-04-23,60643135000
2021-04-26,59759469000
2021-04-27,59834145000
2021-04-28,60226194000
2021-04-29,59902598000
2021-04-30,59442096000
2021-05-03,58888249000
2021-05-04,58066813000
2021-05-05,57108471000
2021-05-06,57096025000
2021-05-07,57357391000
2021-05-10,56255920000
2021-05-11,55702073000
2021-05-12,54432581000
2021-05-13,54725062000
2021-05-14,55689627000
2021-05-17,55913655000
2021-05-18,56050560999
2021-05-19,56430164000
2021-05-20,57749440000
2021-05-21,58620660000
2021-05-24,59398535000
2021-05-25,60163964000
2021-05-26,59740800000
2021-05-27,58714005000
2021-05-28,59678570000
2021-06-01,59193176000
2021-06-02,58110374000
2021-06-03,58707782000
2021-06-04,59659901000
2021-06-07,59952382000
2021-06-08,60350654000
2021-06-09,60412884000
2021-06-10,62192662000
2021-06-11,62223777000
2021-06-14,62827407999
2021-06-15,62404244000
2021-06-16,62317122000
2021-06-17,62846077000
2021-06-18,62671832999
2021-06-21,63997332000
2021-06-22,65042796000
2021-06-23,65192148000
2021-06-24,64594740000
2021-06-25,64451610999
2021-06-28,63835534000
2021-06-29,64464057000
2021-06-30,64586251999
2021-07-01,65359516000
2021-07-02,66469524000
2021-07-06,66388455999
2021-07-07,67273968000
2021-07-08,67467284000
2021-07-09,67043236000
2021-07-12,66625424000
2021-07-13,66563064000
2021-07-14,66594244000
2021-07-15,66313624000
2021-07-16,66675312000
2021-07-19,64174676000
2021-07-20,66463288000
2021-07-21,66132780000
2021-07-22,66762616000
2021-07-23,68221840000
2021-07-26,67903804000
2021-07-27,68533640000
2021-07-28,68633416000
2021-07-29,69606232000
2021-07-30,70011572000
2021-08-02,70641408000
2021-08-03,71526920000
2021-08-04,71377256000
2021-08-05,71576808000
2021-08-06,71844956000
2021-08-09,71296188000
2021-08-10,69812020000
2021-08-11,69306904000
2021-08-12,69699772000
2021-08-13,70560340000
2021-08-16,71314896000
2021-08-17,73123336000
2021-08-18,72499736000
2021-08-19,73553620000
2021-08-20,74177220000
2021-08-23,72936256000
2021-08-24,73640924000
2021-08-25,72973672000
2021-08-26,72936256000
2021-08-27,72580804000
2021-08-30,73609744000
2021-08-31,73073448000
2021-09-01,74476548000
2021-09-02,75212396000
2021-09-03,75499252000
2021-09-07,76072964000
2021-09-08,76546900000
2021-09-09,76129088000
2021-09-10,75387004000
2021-09-13,74426660000
2021-09-14,75418184000
2021-09-15,75468072000
2021-09-16,75262284000
2021-09-17,74470312000
2021-09-20,73578564000
2021-09-21,73896600000
2021-09-22,74619976000
2021-09-23,75468072000
2021-09-24,74875652000
2021-09-27,73004852000
2021-09-28,71003096000
2021-09-29,70791072000
2021-09-30,70654361000
2021-10-01,70073948000
2021-10-04,66385517000
2021-10-05,67920803000
2021-10-06,68326468000
2021-10-07,69206449000
2021-10-08,67858393000
2021-10-11,67708609000
2021-10-12,67908321000
2021-10-13,68089310000
2021-10-14,69630837000
2021-10-15,69999056000
2021-10-18,69331269000
2021-10-19,71771500000
2021-10-20,72145960000
2021-10-21,72233334000
2021-10-22,72763819000
2021-10-25,73206930000
2021-10-26,73013459000
2021-10-27,72439287000
2021-10-28,72713891000
2021-10-29,74779662000
2021-11-01,72120996000
2021-11-02,72982254000
2021-11-03,73175725000
2021-11-04,73250617000
2021-11-05,74049465000
2021-11-08,74604914000
2021-11-09,74916964000
2021-11-10,74124357000
2021-11-11,71340871000
2021-11-12,72395600000
2021-11-15,72826229000
2021-11-16,74292864000
2021-11-17,73862235000
2021-11-18,73038423000
2021-11-19,73038423000
2021-11-22,71671644000
2021-11-23,70292383000
2021-11-24,71453209000
2021-11-26,68351432000
2021-11-29,69094111000
2021-11-30,66972171000
2021-12-01,67047063000
2021-12-02,68538661999
2021-12-03,67702368000
2021-12-06,69874236000
2021-12-07,72096032000
2021-12-08,74554986000
2021-12-09,75104194000
2021-12-10,76040344000
2021-12-13,75353834000
2021-12-14,72957290000
2021-12-15,74835831000
2021-12-16,74623637000
2021-12-17,76215092000
2021-12-20,74910723000
2021-12-21,77638040000
2021-12-22,79778703000
2021-12-23,80240537000
2021-12-27,81494978000
2021-12-28,80727335000
2021-12-29,81532423999
2021-12-30,81557388000
2021-12-31,80593055000
2022-01-03,79840314000
2022-01-04,79560369000
2022-01-05,77090632000
2022-01-06,76661383000
2022-01-07,76082830000
2022-01-10,74726652000
2022-01-11,75858874000
2022-01-12,76057946000
2022-01-13,74938166000
2022-01-14,73569546000
2022-01-18,72057843000
2022-01-19,72263136000
2022-01-20,71889876000
2022-01-21,70079565000
2022-01-24,68804260000
2022-01-25,68113729000
2022-01-26,67578723000
2022-01-27,63429315999
2022-01-28,65239627000
2022-01-31,67933320000
2022-02-01,67416977000
2022-02-02,70197764000
2022-02-03,69420139000
2022-02-04,69787178000
2022-02-07,69133973000
2022-02-08,69314382000
2022-02-09,70042239000
2022-02-10,68829144000
2022-02-11,67808900000
2022-02-14,67018833000
2022-02-15,69009553000
2022-02-16,68841586000
2022-02-17,66490048000
2022-02-18,65706202000
2022-02-22,65905274000
2022-02-23,65525793000
2022-02-24,68207044000
2022-02-25,70315963000
2022-02-28,69905377000
2022-03-01,69432581000
2022-03-02,69289498000
2022-03-03,69662758000
2022-03-04,68829144000
2022-03-07,67404535000
2022-03-08,63454200000
2022-03-09,65886611000
2022-03-10,65755970000
2022-03-11,64356245000
2022-03-14,63609725000
2022-03-15,66035915000
2022-03-16,68300359000
2022-03-17,70011134000
2022-03-18,70154217000
2022-03-21,69395255000
2022-03-22,70266195000
2022-03-23,66689120000
2022-03-24,68095065999
2022-03-25,69905377000
2022-03-28,71000273000
2022-03-29,72630175000
2022-03-30,72841689000
2022-03-31,73092348000
2022-04-01,76414163000
2022-04-04,74681852000
2022-04-05,74644598000
2022-04-06,74731524000
2022-04-07,76830166000
2022-04-08,76941928000
2022-04-11,75439350000
2022-04-12,75029556000
2022-04-13,75693919000
2022-04-14,74520418000
2022-04-18,74060952000
2022-04-19,77314468000
2022-04-20,79642843000
2022-04-21,77991249000
2022-04-22,73502142000
2022-04-25,74383820000
2022-04-26,72192043000
2022-04-27,68174820000
2022-04-28,68156193000
2022-04-29,65678802000
2022-05-02,65088947000
2022-05-03,65771937000
2022-05-04,67460785000
2022-05-05,64176224000
2022-05-06,62412868000
2022-05-09,58793021000
2022-05-10,58879947000
2022-05-11,57911343000
2022-05-12,58016896000
2022-05-13,60568795000
2022-05-16,59562937000
2022-05-17,60469451000
2022-05-18,57998269000
2022-05-19,58594333000
2022-05-20,58563287999
2022-05-23,59687117000
2022-05-24,58699886000
2022-05-25,60134165000
2022-05-26,61202112999
2022-05-27,62785408000
2022-05-31,62617765000
2022-06-01,60438406000
2022-06-02,62841288999
2022-06-03,60059657000
2022-06-06,59860969000
2022-06-07,60382525000
2022-06-08,59786461000
2022-06-09,58141076000
2022-06-10,57743700000
2022-06-13,54980695000
2022-06-14,53707850000
2022-06-15,55123502000
2022-06-16,54471557000
2022-06-17,54508811000
2022-06-21,55471206000
2022-06-22,56371511000
2022-06-23,58128658000
2022-06-24,60214882000
2022-06-27,60109329000
2022-06-28,58817857000
2022-06-29,59625027000
2022-06-30,58936782000
2022-07-01,60362322000
2022-07-05,60721806000
2022-07-06,60728004000
2022-07-07,61006914000
2022-07-08,60982122000
2022-07-11,60046224000
2022-07-12,59711532000
2022-07-13,59457414000
2022-07-14,60064818000
2022-07-15,61626714000
2022-07-18,60399510000
2022-07-19,62748552000
2022-07-20,62928294000
2022-07-21,64316646000
2022-07-22,63579084000
2022-07-25,63275382000
2022-07-26,63300174000
2022-07-27,65457078000
2022-07-28,66498342000
2022-07-29,62314692000
2022-08-01,61639110000
2022-08-02,63355956000
2022-08-03,64118310000
2022-08-04,64986030000
2022-08-05,65773176000
2022-08-08,65364107999
2022-08-09,62872512000
2022-08-10,64372428000
2022-08-11,64409616000
2022-08-12,64955040000
2022-08-15,64917852000
2022-08-16,63393144000
2022-08-17,62308494000
2022-08-18,61676298000
2022-08-19,61081290000
2022-08-22,59420226000
2022-08-23,58354170000
2022-08-24,58856207999
2022-08-25,59903670000
2022-08-26,56550552000
2022-08-29,56005128000
2022-08-30,56048514000
2022-08-31,55843980000
2022-09-01,55856376000
2022-09-02,54970062000
2022-09-06,55199388000
2022-09-07,57009204000
2022-09-08,59203296000
2022-09-09,60275550000
2022-09-12,60343728000
2022-09-13,58434744000
2022-09-14,58335576000
2022-09-15,58806624000
2022-09-16,57858330000
2022-09-19,55056834000
2022-09-20,54040362000
2022-09-21,52819356000
2022-09-22,52168566000
2022-09-23,52521852000
2022-09-26,51809082000
2022-09-27,51052926000
2022-09-28,52211952000
2022-09-29,51957834000
2022-09-30,50643927000
2022-10-03,52378433999
2022-10-04,53432622000
2022-10-05,53591976000
2022-10-06,53003592000
2022-10-07,51624567000
2022-10-10,50717475000
2022-10-11,50349735000
2022-10-12,50656185000
2022-10-13,51618438000
2022-10-14,50515218000
2022-10-17,52396821000
2022-10-18,52868754000
2022-10-19,52678755000
2022-10-20,51287472000
2022-10-21,51980049000
2022-10-24,52041339000
2022-10-25,52525530000
2022-10-26,53175204000
2022-10-27,52893270000
2022-10-28,43436223000
2022-10-31,44392347000
2022-11-01,44490411000
2022-11-02,43092999000
2022-11-03,42081714000
2022-11-04,42008166000
2022-11-07,42149133000
2022-11-08,42713001000
2022-11-09,42896871000
2022-11-10,44465895000
2022-11-11,45752985000
2022-11-14,45054279000
2022-11-15,46555883999
2022-11-16,45985887000
2022-11-17,45182988000
2022-11-18,45992016000
2022-11-21,45415890000
2022-11-22,45544599000
2022-11-23,46525239000
2022-11-25,46801044000
2022-11-28,46445562000
2022-11-29,45875565000
2022-11-30,47346525000
2022-12-01,47536524000
2022-12-02,46917495000
2022-12-05,45262665000
2022-12-06,44294283000
2022-12-07,44484282000
2022-12-08,44422992000
2022-12-09,45360729000
2022-12-12,46163627999
2022-12-13,46555883999
2022-12-14,46470077999
2022-12-15,45078795000
2022-12-16,44747829000
2022-12-19,45005247000
2022-12-20,44999118000
2022-12-21,45820404000
2022-12-22,45630405000
2022-12-23,45471051000
2022-12-27,45103311000
2022-12-28,44809119000
2022-12-29,46096208999
2022-12-30,45728469000
2023-01-03,45119025000
2023-01-04,46455525000
2023-01-05,45671850000
2023-01-06,46783575000
2023-01-09,46382625000
2023-01-10,46789650000
2023-01-11,47208825000
2023-01-12,47233125000
2023-01-13,47573325000
2023-01-17,47907450000
2023-01-18,47573325000
2023-01-19,47670525000
2023-01-20,48168675000
2023-01-23,48636450000
2023-01-24,46844325000
2023-01-25,47196675000
2023-01-26,47512575000
2023-01-27,47470050000
2023-01-30,46206450000
2023-01-31,46595250000
2023-02-01,49499100000
2023-02-02,51339825000
2023-02-03,49887900000
2023-02-06,48047175000
2023-02-07,48624300000
2023-02-08,47433600000
2023-02-09,46947600000
2023-02-10,46899000000
2023-02-13,47148075000
2023-02-14,46528425000
2023-02-15,47336400000
2023-02-16,46947600000
2023-02-17,47694825000
2023-02-21,45896625000
2023-02-22,45823725000
2023-02-23,47129850000
2023-02-24,46321875000
2023-02-27,46984050000
2023-02-28,48867300000
2023-03-01,48508875000
2023-03-02,48739725000
2023-03-03,49766400000
2023-03-06,47871000000
2023-03-07,47943900000
2023-03-08,46941525000
2023-03-09,46188225000
2023-03-10,45161550000
2023-03-13,46546650000
2023-03-14,47506500000
2023-03-15,48284100000
2023-03-16,49760325000
2023-03-17,49049550000
2023-03-20,49256100000
2023-03-21,49650975000
2023-03-22,48241575000
2023-03-23,48326625000
2023-03-24,49061700000
2023-03-27,49158900000
2023-03-28,48897675000
2023-03-29,49596300000
2023-03-30,49553774999
2023-03-31,50208837000
2023-04-03,49868973000
2023-04-04,50494080000
2023-04-05,50645805000
2023-04-06,50906772000
2023-04-10,50220975000
2023-04-11,49887180000
2023-04-12,50324148000
2023-04-13,51380154000
2023-04-14,51198084000
2023-04-17,51009945000
2023-04-18,51192015000
2023-04-19,52496850000
2023-04-20,52029537000
2023-04-21,52521126000
2023-04-24,53886651000
2023-04-25,53267613000
2023-04-26,53049129000
2023-04-27,52630368000
2023-04-28,53395062000
2023-05-01,53134095000
2023-05-02,53291889000
2023-05-03,53467890000
2023-05-04,53346510000
2023-05-05,53856306000
2023-05-08,54026238000
2023-05-09,53832030000
2023-05-10,53923065000
2023-05-11,53880582000
2023-05-12,54123342000
2023-05-15,53965548000
2023-05-16,53807754000
2023-05-17,53200854000
2023-05-18,53049129000
2023-05-19,53364717000
2023-05-22,54111204000
2023-05-23,51428706000
2023-05-24,50882496000
2023-05-25,49553385000
2023-05-26,49771869000
2023-05-30,49407729000
2023-05-31,51119187000
2023-06-01,51726087000
2023-06-02,51792846000
2023-06-05,52156986000
2023-06-06,51695742000
2023-06-07,50664012000
