,HAL
2013-11-26,45149820000
2013-11-27,44504580000
2013-11-29,44725320000
2013-12-02,44156490000
2013-12-03,44164980000
2013-12-04,42976380000
2013-12-05,42857520000
2013-12-06,42925440000
2013-12-09,42373590000
2013-12-10,41966070000
2013-12-11,41592510000
2013-12-12,42101910000
2013-12-13,41932110000
2013-12-16,42560370000
2013-12-17,41898150000
2013-12-18,42373590000
2013-12-19,41957580000
2013-12-20,42908460000
2013-12-23,42704700000
2013-12-24,43027320000
2013-12-26,43477290000
2013-12-27,43366920000
2013-12-30,42789600000
2013-12-31,43086750000
2014-01-02,42458490000
2014-01-03,42560370000
2014-01-06,42721680000
2014-01-07,42619800000
2014-01-08,42025500000
2014-01-09,42118890000
2014-01-10,42891480000
2014-01-13,42093420000
2014-01-14,42789600000
2014-01-15,42993360000
2014-01-16,43214100000
2014-01-17,43010340000
2014-01-21,42263220000
2014-01-22,42908460000
2014-01-23,42543390000
2014-01-24,41269890000
2014-01-27,41168010000
2014-01-28,41032170000
2014-01-29,40921800000
2014-01-30,41974560000
2014-01-31,41609490000
2014-02-03,41032170000
2014-02-04,41906640000
2014-02-05,41830230000
2014-02-06,43095240000
2014-02-07,44122530000
2014-02-10,44037630000
2014-02-11,45710160000
2014-02-12,45098880000
2014-02-13,45387540000
2014-02-14,45480930000
2014-02-18,45956370000
2014-02-19,46295970000
2014-02-20,47017620000
2014-02-21,46949700000
2014-02-24,47858130000
2014-02-25,47187420000
2014-02-26,46830840000
2014-02-27,47280810000
2014-02-28,48393000000
2014-03-03,47866620000
2014-03-04,48308100000
2014-03-05,47705310000
2014-03-06,48325080000
2014-03-07,47713800000
2014-03-10,47943030000
2014-03-11,47306280000
2014-03-12,47026110000
2014-03-13,46907250000
2014-03-14,46856310000
2014-03-17,48070380000
2014-03-18,48308100000
2014-03-19,48206220000
2014-03-20,48698640000
2014-03-21,49292940000
2014-03-24,49055220000
2014-03-25,50209860000
2014-03-26,49556130000
2014-03-27,49318410000
2014-03-28,50481540000
2014-03-31,49820940000
2014-04-01,50446980000
2014-04-02,50700780000
2014-04-03,50590800000
2014-04-04,50176260000
2014-04-07,48526560000
2014-04-08,49499460000
2014-04-09,49736340000
2014-04-10,48991860000
2014-04-11,48738060000
2014-04-14,49981680000
2014-04-15,50734620000
2014-04-16,51183000000
2014-04-17,51521400000
2014-04-21,53230320000
2014-04-22,53619480000
2014-04-23,54753120000
2014-04-24,53712540000
2014-04-25,53179560000
2014-04-28,53111880000
2014-04-29,53306460000
2014-04-30,53357220000
2014-05-01,53221860000
2014-05-02,54025560000
2014-05-05,54067860000
2014-05-06,53737920000
2014-05-07,54770039999
2014-05-08,53661780000
2014-05-09,53721000000
2014-05-12,54287820000
2014-05-13,54228599999
2014-05-14,54135540000
2014-05-15,52765020000
2014-05-16,53171100000
2014-05-19,53475660000
2014-05-20,53196480000
2014-05-21,53441820000
2014-05-22,53644860000
2014-05-23,54152460000
2014-05-27,54118620000
2014-05-28,53670240000
2014-05-29,54144000000
2014-05-30,54685440000
2014-06-02,54998460000
2014-06-03,55472219999
2014-06-04,55319940000
2014-06-05,55742940000
2014-06-06,56665080000
2014-06-09,56825820000
2014-06-10,56775060000
2014-06-11,56631240000
2014-06-12,56377440000
2014-06-13,57172680000
2014-06-16,57198060000
2014-06-17,57198060000
2014-06-18,57951000000
2014-06-19,58357080000
2014-06-20,59423039999
2014-06-23,59533020000
2014-06-24,57663360000
2014-06-25,58746240000
2014-06-26,58839300000
2014-06-27,59617620000
2014-06-30,60216480000
2014-07-01,60080799999
2014-07-02,60055359999
2014-07-03,60182560000
2014-07-07,59495680000
2014-07-08,59071680000
2014-07-09,59928160000
2014-07-10,58808799999
2014-07-11,58503519999
2014-07-14,59190400000
2014-07-15,59580480000
2014-07-16,60937280000
2014-07-17,59656799999
2014-07-18,60148640000
2014-07-21,60208000000
2014-07-22,62149920000
2014-07-23,62768960000
2014-07-24,62251680000
2014-07-25,62251680000
2014-07-28,61598720000
2014-07-29,60394560000
2014-07-30,59987519999
2014-07-31,58503519999
2014-08-01,58274560000
2014-08-04,59436320000
2014-08-05,57426560000
2014-08-06,57630079999
2014-08-07,57129760000
2014-08-08,57926880000
2014-08-11,58868160000
2014-08-12,58528960000
2014-08-13,58969920000
2014-08-14,57104320000
2014-08-15,58020160000
2014-08-18,58401760000
2014-08-19,58316960000
2014-08-20,58325440000
2014-08-21,57952320000
2014-08-22,57214560000
2014-08-25,58130400000
2014-08-26,59198880000
2014-08-27,58071040000
2014-08-28,57138239999
2014-08-29,57333280000
2014-09-02,57231519999
2014-09-03,57307840000
2014-09-04,56434400000
2014-09-05,57197600000
2014-09-08,56230880000
2014-09-09,55823840000
2014-09-10,56570079999
2014-09-11,56875359999
2014-09-12,55849280000
2014-09-15,56205440000
2014-09-16,57061920000
2014-09-17,56171519999
2014-09-18,56247840000
2014-09-19,56400480000
2014-09-22,54848640000
2014-09-23,54950400000
2014-09-24,54882560000
2014-09-25,53983680000
2014-09-26,55866239999
2014-09-29,55637280000
2014-09-30,54704480000
2014-10-01,52974560000
2014-10-02,52101120000
2014-10-03,52457280000
2014-10-06,52304640000
2014-10-07,51906080000
2014-10-08,51227680000
2014-10-09,48573440000
2014-10-10,46037920000
2014-10-13,42620480000
2014-10-14,42086240000
2014-10-15,42942720000
2014-10-16,43392160000
2014-10-17,44604800000
2014-10-20,44876160000
2014-10-21,47199680000
2014-10-22,46156640000
2014-10-23,47360800000
2014-10-24,47301440000
2014-10-27,44426720000
2014-10-28,45164480000
2014-10-29,46148160000
2014-10-30,45724160000
2014-10-31,46758720000
2014-11-03,45690240000
2014-11-04,43400640000
2014-11-05,44409760000
2014-11-06,45088160000
2014-11-07,45673280000
2014-11-10,45478240000
2014-11-11,45554560000
2014-11-12,45139040000
2014-11-13,45613920000
2014-11-14,46707840000
2014-11-17,41747040000
2014-11-18,41161920000
2014-11-19,41068640000
2014-11-20,41730080000
2014-11-21,42934240000
2014-11-24,42298240000
2014-11-25,40924480000
2014-11-26,40144320000
2014-11-28,35785600000
2014-12-01,34946080000
2014-12-02,34208320000
2014-12-03,34556000000
2014-12-04,34547520000
2014-12-05,34233759999
2014-12-08,32724320000
2014-12-09,33496000000
2014-12-10,32325759999
2014-12-11,32419039999
2014-12-12,32164640000
2014-12-15,32071360000
2014-12-16,32317280000
2014-12-17,33445119999
2014-12-18,33267039999
2014-12-19,34335520000
2014-12-22,33648640000
2014-12-23,33818240000
2014-12-24,33665600000
2014-12-26,33691039999
2014-12-29,33920000000
2014-12-30,33521440000
2014-12-31,33430500000
2015-01-02,33566500000
2015-01-05,32903500000
2015-01-06,32580500000
2015-01-07,33456000000
2015-01-08,34178500000
2015-01-09,33829999999
2015-01-12,32759000000
2015-01-13,32546500000
2015-01-14,32589000000
2015-01-15,31730500000
2015-01-16,33260500000
2015-01-20,33855500000
2015-01-21,34586500000
2015-01-22,34697000000
2015-01-23,34841500000
2015-01-26,35241000000
2015-01-27,35275000000
2015-01-28,33549500000
2015-01-29,33634500000
2015-01-30,33991500000
2015-02-02,35283500000
2015-02-03,36822000000
2015-02-04,36031500000
2015-02-05,36847500000
2015-02-06,36856000000
2015-02-09,36983500000
2015-02-10,36210000000
2015-02-11,35827500000
2015-02-12,36354500000
2015-02-13,37561500000
2015-02-17,38139500000
2015-02-18,37731500000
2015-02-19,37604000000
2015-02-20,36856000000
2015-02-23,36737000000
2015-02-24,36652000000
2015-02-25,37128000000
2015-02-26,36295000000
2015-02-27,36499000000
2015-03-02,36541500000
2015-03-03,36643500000
2015-03-04,36609500000
2015-03-05,36499000000
2015-03-06,36023000000
2015-03-09,35734000000
2015-03-10,35113500000
2015-03-11,35113500000
2015-03-12,34841500000
2015-03-13,34153000000
2015-03-16,34442000000
2015-03-17,34238000000
2015-03-18,35351500000
2015-03-19,35317500000
2015-03-20,36397000000
2015-03-23,36040000000
2015-03-24,36150500000
2015-03-25,36941000000
2015-03-26,36703000000
2015-03-27,36771000000
2015-03-30,37247000000
2015-03-31,37385760000
2015-04-01,37334640000
2015-04-02,37453920000
2015-04-06,39089760000
2015-04-07,37931040000
2015-04-08,37675440000
2015-04-09,39226080000
2015-04-10,39413520000
2015-04-13,38714880000
2015-04-14,39362400000
2015-04-15,41117520000
2015-04-16,40751160000
2015-04-17,39950280000
2015-04-20,40768200000
2015-04-21,40086600000
2015-04-22,40137720000
2015-04-23,41040840000
2015-04-24,40896000000
2015-04-27,41262360000
2015-04-28,41398680000
2015-04-29,41926920000
2015-04-30,41705400000
2015-05-01,41841720000
2015-05-04,41918400000
2015-05-05,40930080000
2015-05-06,40614840000
2015-05-07,39490200000
2015-05-08,40989720000
2015-05-11,40205880000
2015-05-12,40461480000
2015-05-13,40291080000
2015-05-14,39566880000
2015-05-15,39788400000
2015-05-18,39805440000
2015-05-19,38399640000
2015-05-20,38314440000
2015-05-21,39328320000
2015-05-22,39115320000
2015-05-26,38723400000
2015-05-27,38868240000
2015-05-28,38638200000
2015-05-29,38680800000
2015-06-01,38544480000
2015-06-02,39123840000
2015-06-03,38868240000
2015-06-04,38092920000
2015-06-05,38961960000
2015-06-08,38697840000
2015-06-09,38578560000
2015-06-10,39396480000
2015-06-11,38868240000
2015-06-12,38748960000
2015-06-15,38808600000
2015-06-16,38697840000
2015-06-17,38944920000
2015-06-18,37982160000
2015-06-19,37360200000
2015-06-22,37581720000
2015-06-23,37905480000
2015-06-24,37701000000
2015-06-25,37062000000
2015-06-26,36738240000
2015-06-29,36371880000
2015-06-30,36824850000
2015-07-01,35533800000
2015-07-02,35833050000
2015-07-06,34815600000
2015-07-07,35807400000
2015-07-08,35003700000
2015-07-09,35320050000
2015-07-10,35337150000
2015-07-13,35798850000
2015-07-14,36388800000
2015-07-15,35114850000
2015-07-16,34379550000
2015-07-17,34191450000
2015-07-20,34815600000
2015-07-21,35790300000
2015-07-22,35516700000
2015-07-23,36192150000
2015-07-24,35670600000
2015-07-27,35037900000
2015-07-28,35841600000
2015-07-29,37012950000
2015-07-30,36157950000
2015-07-31,35730450000
2015-08-03,34302599999
2015-08-04,33858000000
2015-08-05,34721550000
2015-08-06,34926750000
2015-08-07,33994800000
2015-08-10,35585100000
2015-08-11,35867250000
2015-08-12,36517050000
2015-08-13,35704800000
2015-08-14,35901450000
2015-08-17,35302950000
2015-08-18,35063550000
2015-08-19,33601499999
2015-08-20,32233500000
2015-08-21,30514949999
2015-08-24,28693800000
2015-08-25,28616850000
2015-08-26,29437650000
2015-08-27,32524200000
2015-08-28,32994450000
2015-08-31,33644250000
2015-09-01,32447250000
2015-09-02,32635350000
2015-09-03,32558400000
2015-09-04,31506750000
2015-09-08,32447250000
2015-09-09,31763250000
2015-09-10,32130900000
2015-09-11,31806000000
2015-09-14,31532400000
2015-09-15,31643550000
2015-09-16,33045750000
2015-09-17,33088500000
2015-09-18,31959900000
2015-09-21,32019750000
2015-09-22,32028300000
2015-09-23,31891499999
2015-09-24,31635000000
2015-09-25,31378500000
2015-09-28,29865150000
2015-09-29,29651400000
2015-09-30,30259600000
2015-10-01,29882959999
2015-10-02,31500799999
2015-10-05,32279760000
2015-10-06,33418240000
2015-10-07,34120160000
2015-10-08,34590960000
2015-10-09,33940400000
2015-10-12,33272719999
2015-10-13,32930320000
2015-10-14,33144320000
2015-10-15,33606560000
2015-10-16,32365360000
2015-10-19,31980160000
2015-10-20,32254080000
2015-10-21,32870400000
2015-10-22,33991760000
2015-10-23,33563760000
2015-10-26,32998799999
2015-10-27,32082879999
2015-10-28,32759120000
2015-10-29,32690639999
2015-10-30,32853280000
2015-11-02,33632240000
2015-11-03,34282799999
2015-11-04,33563760000
2015-11-05,32878959999
2015-11-06,33683600000
2015-11-09,33469600000
2015-11-10,33306959999
2015-11-11,32613600000
2015-11-12,32091440000
2015-11-13,32005840000
2015-11-16,32947440000
2015-11-17,32622160000
2015-11-18,33281280000
2015-11-19,32562240000
2015-11-20,32528000000
2015-11-23,32827600000
2015-11-24,34017440000
2015-11-25,33649360000
2015-11-27,33495280000
2015-11-30,34111600000
2015-12-01,34582400000
2015-12-02,33341200000
2015-12-03,32536560000
2015-12-04,32442400000
2015-12-07,31303920000
2015-12-08,31047120000
2015-12-09,32784799999
2015-12-10,32656400000
2015-12-11,31637760000
2015-12-14,31286799999
2015-12-15,31757600000
2015-12-16,30696160000
2015-12-17,29258080000
2015-12-18,28624639999
2015-12-21,28590400000
2015-12-22,29121120000
2015-12-23,30345200000
2015-12-24,30088400000
2015-12-28,29360799999
2015-12-29,29532000000
2015-12-30,29215280000
2015-12-31,29206320000
2016-01-04,29583839999
2016-01-05,29515200000
2016-01-06,28674360000
2016-01-07,28236779999
2016-01-08,27850680000
2016-01-11,27069900000
2016-01-12,27001260000
2016-01-13,26134680000
2016-01-14,27318720000
2016-01-15,26469300000
2016-01-19,25559820000
2016-01-20,24435840000
2016-01-21,25130820000
2016-01-22,25903020000
2016-01-25,25122240000
2016-01-26,24830520000
2016-01-27,24933480000
2016-01-28,26126100000
2016-01-29,27275820000
2016-02-01,27129960000
2016-02-02,26186160000
2016-02-03,27421680000
2016-02-04,27824940000
2016-02-05,26898300000
2016-02-08,26452140000
2016-02-09,25388220000
2016-02-10,25388220000
2016-02-11,24710400000
2016-02-12,24976380000
2016-02-16,25688520000
2016-02-17,26941200000
2016-02-18,26992680000
2016-02-19,26915460000
2016-02-22,28211040000
2016-02-23,27533220000
2016-02-24,27850680000
2016-02-25,27885000000
2016-02-26,28150980000
2016-02-29,27696240000
2016-03-01,28331160000
2016-03-02,28880279999
2016-03-03,29317860000
2016-03-04,29927040000
2016-03-07,30750720000
2016-03-08,29583839999
2016-03-09,29764019999
2016-03-10,29609580000
2016-03-11,30990959999
2016-03-14,30459000000
2016-03-15,30021420000
2016-03-16,30433260000
2016-03-17,31214040000
2016-03-18,31145399999
2016-03-21,31214040000
2016-03-22,30862260000
2016-03-23,30055740000
2016-03-24,30218760000
2016-03-28,30107220000
2016-03-29,30047160000
2016-03-30,30905160000
2016-03-31,30719200000
2016-04-01,30177400000
2016-04-04,29240000000
2016-04-05,29584000000
2016-04-06,31338399999
2016-04-07,31175000000
2016-04-08,32103800000
2016-04-11,32009200000
2016-04-12,32387599999
2016-04-13,32946600000
2016-04-14,33006800000
2016-04-15,32912200000
2016-04-18,33531400000
2016-04-19,34434400000
2016-04-20,34692400000
2016-04-21,34683800000
2016-04-22,35122400000
2016-04-25,34434400000
2016-04-26,34589200000
2016-04-27,35294400000
2016-04-28,35294400000
2016-04-29,35526600000
2016-05-02,36163000000
2016-05-03,34778400000
2016-05-04,34279600000
2016-05-05,34348399999
2016-05-06,33918399999
2016-05-09,33273399999
2016-05-10,33402400000
2016-05-11,34004400000
2016-05-12,34443000000
2016-05-13,33591600000
2016-05-16,34554800000
2016-05-17,35406200000
2016-05-18,34640800000
2016-05-19,34520400000
2016-05-20,35182600000
2016-05-23,35655600000
2016-05-24,35621200000
2016-05-25,36507000000
2016-05-26,36670400000
2016-05-27,36618800000
2016-05-31,36274800000
2016-06-01,36249000000
2016-06-02,36231800000
2016-06-03,36851000000
2016-06-06,38605400000
2016-06-07,39628800000
2016-06-08,39809400000
2016-06-09,39130000000
2016-06-10,38166800000
2016-06-13,38080800000
2016-06-14,37831400000
2016-06-15,37822800000
2016-06-16,37143400000
2016-06-17,37934600000
2016-06-20,37659400000
2016-06-21,38373200000
2016-06-22,38407600000
2016-06-23,39422400000
2016-06-24,37771200000
2016-06-27,36016800000
2016-06-28,37212200000
2016-06-29,38347400000
2016-06-30,39039980000
2016-07-01,39272720000
2016-07-05,37522860000
2016-07-06,37626300000
2016-07-07,37540100000
2016-07-08,38815860000
2016-07-11,38341760000
2016-07-12,39677860000
2016-07-13,38971020000
2016-07-14,39488220000
2016-07-15,39186520000
2016-07-18,39315820000
2016-07-19,38781380000
2016-07-20,38169360000
2016-07-21,37531480000
2016-07-22,37781460000
2016-07-25,36669480000
2016-07-26,37272880000
2016-07-27,36997040000
2016-07-28,36867740000
2016-07-29,37634920000
2016-08-01,36445360000
2016-08-02,36255720000
2016-08-03,37014280000
2016-08-04,37057380000
2016-08-05,37678020000
2016-08-08,38152120000
2016-08-09,37971100000
2016-08-10,37721120000
2016-08-11,37996960000
2016-08-12,37790080000
2016-08-15,38315900000
2016-08-16,38462440000
2016-08-17,38876200000
2016-08-18,40048520000
2016-08-19,40384700000
2016-08-22,38858960000
2016-08-23,38781380000
2016-08-24,38229700000
2016-08-25,38419340000
2016-08-26,38410720000
2016-08-29,38565880000
2016-08-30,37988340000
2016-08-31,37074620000
2016-09-01,37247020000
2016-09-02,37341840000
2016-09-06,37695260000
2016-09-07,37557340000
2016-09-08,38031440000
2016-09-09,36160900000
2016-09-12,36548800000
2016-09-13,35436820000
2016-09-14,35566120000
2016-09-15,36005740000
2016-09-16,35376480000
2016-09-19,35583360000
2016-09-20,35566120000
2016-09-21,36824640000
2016-09-22,36764300000
2016-09-23,36066080000
2016-09-26,35669560000
2016-09-27,35298900000
2016-09-28,36884980000
2016-09-29,38083160000
2016-09-30,38821200000
2016-10-03,38838500000
2016-10-04,38570350000
2016-10-05,39547800000
2016-10-06,40110050000
2016-10-07,40014900000
2016-10-10,40879900000
2016-10-11,40343600000
2016-10-12,40620400000
2016-10-13,40672300000
2016-10-14,40629050000
2016-10-17,40066800000
2016-10-18,40715550000
2016-10-19,42445550000
2016-10-20,42168750000
2016-10-21,41891950000
2016-10-24,41727600000
2016-10-25,41321050000
2016-10-26,41191300000
2016-10-27,41130750000
2016-10-28,40291700000
2016-10-31,39790000000
2016-11-01,39988950000
2016-11-02,39729450000
2016-11-03,40291700000
2016-11-04,40118700000
2016-11-07,41035600000
2016-11-08,40758800000
2016-11-09,41364300000
2016-11-10,42220650000
2016-11-11,41528650000
2016-11-14,41641100000
2016-11-15,43042400000
2016-11-16,42177400000
2016-11-17,42039000000
2016-11-18,42653150000
2016-11-21,43336500000
2016-11-22,43111600000
2016-11-23,42791550000
2016-11-25,42826150000
2016-11-28,42212000000
2016-11-29,41338350000
2016-11-30,45922850000
2016-12-01,46052600000
2016-12-02,46857050000
2016-12-05,46623500000
2016-12-06,46727300000
2016-12-07,46312100000
2016-12-08,47081950000
2016-12-09,46883000000
2016-12-12,47133850000
2016-12-13,47488500000
2016-12-14,46286150000
2016-12-15,46528350000
2016-12-16,46701350000
2016-12-19,46467800000
2016-12-20,46130450000
2016-12-21,47540400000
2016-12-22,47635550000
2016-12-23,47436600000
2016-12-27,47497150000
2016-12-28,46969500000
2016-12-29,46744600000
2016-12-30,46787850000
2017-01-03,48274560000
2017-01-04,48456630000
2017-01-05,48734070000
2017-01-06,49124220000
2017-01-09,48612690000
2017-01-10,47372880000
2017-01-11,48023130000
2017-01-12,47841060000
2017-01-13,47286180000
2017-01-17,47693670000
2017-01-18,47797710000
2017-01-19,47979780000
2017-01-20,48942150000
2017-01-23,47511600000
2017-01-24,49089540000
2017-01-25,49774470000
2017-01-26,50338020000
2017-01-27,50468070000
2017-01-30,48968160000
2017-01-31,49046190000
2017-02-01,48751410000
2017-02-02,48803430000
2017-02-03,49054860000
2017-02-06,48638700000
2017-02-07,47580960000
2017-02-08,48066480000
2017-02-09,49141560000
2017-02-10,48664710000
2017-02-13,48829440000
2017-02-14,49020180000
2017-02-15,48352590000
2017-02-16,47086770000
2017-02-17,46566570000
2017-02-21,46679280000
2017-02-22,46003020000
2017-02-23,46115730000
2017-02-24,45838290000
2017-02-27,46124400000
2017-02-28,46349820000
2017-03-01,47424900000
2017-03-02,46705290000
2017-03-03,46705290000
2017-03-06,46644600000
2017-03-07,45924990000
2017-03-08,44468430000
2017-03-09,44121630000
2017-03-10,44138970000
2017-03-13,44112960000
2017-03-14,43176600000
2017-03-15,44685180000
2017-03-16,44147640000
2017-03-17,44026260000
2017-03-20,43904880000
2017-03-21,43480050000
2017-03-22,43202610000
2017-03-23,43098570000
2017-03-24,42838470000
2017-03-27,41425260000
2017-03-28,41633340000
2017-03-29,42673740000
2017-03-30,42500340000
2017-03-31,42763490000
2017-04-03,42824320000
2017-04-04,43058950000
2017-04-05,43319650000
2017-04-06,43580350000
2017-04-07,43171920000
2017-04-10,43423930000
2017-04-11,43458690000
2017-04-12,42867770000
2017-04-13,42042220000
2017-04-17,42441960000
2017-04-18,42172570000
2017-04-19,41216670000
2017-04-20,41442610000
2017-04-21,40895140000
2017-04-24,40625750000
2017-04-25,40860380000
2017-04-26,40834310000
2017-04-27,40321600000
2017-04-28,39869720000
2017-05-01,39774130000
2017-05-02,39365700000
2017-05-03,39322250000
2017-05-04,38757400000
2017-05-05,39609020000
2017-05-08,39417840000
2017-05-09,39131070000
2017-05-10,39808890000
2017-05-11,39635090000
2017-05-12,39226660000
2017-05-15,40417190000
2017-05-16,40651820000
2017-05-17,40269460000
2017-05-18,40478020000
2017-05-19,41520820000
2017-05-22,40947280000
2017-05-23,41364400000
2017-05-24,41459990000
2017-05-25,39461290000
2017-05-26,39765440000
2017-05-30,39235350000
2017-05-31,39270110000
2017-06-01,39530810000
2017-06-02,39365700000
2017-06-05,39383080000
2017-06-06,39974000000
2017-06-07,38583600000
2017-06-08,38348970000
2017-06-09,38974650000
2017-06-12,39035480000
2017-06-13,39834960000
2017-06-14,38957270000
2017-06-15,38305520000
2017-06-16,38470630000
2017-06-19,38209930000
2017-06-20,37714600000
2017-06-21,36697870000
2017-06-22,36411100000
2017-06-23,36063500000
2017-06-26,36237300000
2017-06-27,36089570000
2017-06-28,36506690000
2017-06-29,36862980000
2017-06-30,37243120000
2017-07-03,38123840000
2017-07-05,37373920000
2017-07-06,36641440000
2017-07-07,36432160000
2017-07-10,36903040000
2017-07-11,37243120000
2017-07-12,37304160000
2017-07-13,38167440000
2017-07-14,38559840000
2017-07-17,38463920000
2017-07-18,38368000000
2017-07-19,39745760000
2017-07-20,39571360000
2017-07-21,38699360000
2017-07-24,37068720000
2017-07-25,37225680000
2017-07-26,37775040000
2017-07-27,37574480000
2017-07-28,37434960000
2017-07-31,37007680000
2017-08-01,37016400000
2017-08-02,37365200000
2017-08-03,36650160000
2017-08-04,36615280000
2017-08-07,36144400000
2017-08-08,35778160000
2017-08-09,36004880000
2017-08-10,35324720000
2017-08-11,34897440000
2017-08-14,34801520000
2017-08-15,34487600000
2017-08-16,34287040000
2017-08-17,33737679999
2017-08-18,33999280000
2017-08-21,33781280000
2017-08-22,33711519999
2017-08-23,34034160000
2017-08-24,33824880000
2017-08-25,34016720000
2017-08-28,33824880000
2017-08-29,33763840000
2017-08-30,33720240000
2017-08-31,33981840000
2017-09-01,33920800000
2017-09-05,34731760000
2017-09-06,35760720000
2017-09-07,36022320000
2017-09-08,35132880000
2017-09-11,35429360000
2017-09-12,35978720000
2017-09-13,36449600000
2017-09-14,36780960000
2017-09-15,36894320000
2017-09-18,37164640000
2017-09-19,37330320000
2017-09-20,38027920000
2017-09-21,37914560000
2017-09-22,38586000000
2017-09-25,38969680000
2017-09-26,38926080000
2017-09-27,39745760000
2017-09-28,39963760000
2017-09-29,40138160000
2017-10-02,39747690000
2017-10-03,39223890000
2017-10-04,39442140000
2017-10-05,39363570000
2017-10-06,39066750000
2017-10-09,39223890000
2017-10-10,39311190000
2017-10-11,39730230000
2017-10-12,39075480000
2017-10-13,39040560000
2017-10-16,38944530000
2017-10-17,38813580000
2017-10-18,38211210000
2017-10-19,37905660000
2017-10-20,37827090000
2017-10-23,36875520000
2017-10-24,36116010000
2017-10-25,36194580000
2017-10-26,36002520000
2017-10-27,37041390000
2017-10-30,37477890000
2017-10-31,37312020000
2017-11-01,37582650000
2017-11-02,37268370000
2017-11-03,37739790000
2017-11-06,39354840000
2017-11-07,39520710000
2017-11-08,39389760000
2017-11-09,39293730000
2017-11-10,38918340000
2017-11-13,38595330000
2017-11-14,37486620000
2017-11-15,36395370000
2017-11-16,36238230000
2017-11-17,36465210000
2017-11-20,36290610000
2017-11-21,35941410000
2017-11-22,36168390000
2017-11-24,36299340000
2017-11-27,35854110000
2017-11-28,35810460000
2017-11-29,36054900000
2017-11-30,36473940000
2017-12-01,37591380000
2017-12-04,38315970000
2017-12-05,38088990000
2017-12-06,37870740000
2017-12-07,37940580000
2017-12-08,38403270000
2017-12-11,39424680000
2017-12-12,39494520000
2017-12-13,39075480000
2017-12-14,38769930000
2017-12-15,38944530000
2017-12-18,39704040000
2017-12-19,40044510000
2017-12-20,41397660000
2017-12-21,42052410000
2017-12-22,41912730000
2017-12-26,42576210000
2017-12-27,42619860000
2017-12-28,42401610000
2017-12-29,42663510000
2018-01-02,43408750000
2018-01-03,44187500000
2018-01-04,45176250000
2018-01-05,45342500000
2018-01-08,45753750000
2018-01-09,45596250000
2018-01-10,45911250000
2018-01-11,46663750000
2018-01-12,46497500000
2018-01-16,45613750000
2018-01-17,46243750000
2018-01-18,45815000000
2018-01-19,46383750000
2018-01-22,49350000000
2018-01-23,49726250000
2018-01-24,48422500000
2018-01-25,48300000000
2018-01-26,48658750000
2018-01-29,47950000000
2018-01-30,47372500000
2018-01-31,46987500000
2018-02-01,47696250000
2018-02-02,45666250000
2018-02-05,43785000000
2018-02-06,44301250000
2018-02-07,43478750000
2018-02-08,41483750000
2018-02-09,40862500000
2018-02-12,41930000000
2018-02-13,41466250000
2018-02-14,41886250000
2018-02-15,41028750000
2018-02-16,41562500000
2018-02-20,41265000000
2018-02-21,40731250000
2018-02-22,41238750000
2018-02-23,42393750000
2018-02-26,42201250000
2018-02-27,41667500000
2018-02-28,40617500000
2018-03-01,40276250000
2018-03-02,40276250000
2018-03-05,40477500000
2018-03-06,40180000000
2018-03-07,40101250000
2018-03-08,40258750000
2018-03-09,41116250000
2018-03-12,41055000000
2018-03-13,40337500000
2018-03-14,40460000000
2018-03-15,39628750000
2018-03-16,40171250000
2018-03-19,39095000000
2018-03-20,39803750000
2018-03-21,41221250000
2018-03-22,40582500000
2018-03-23,40635000000
2018-03-26,41308750000
2018-03-27,41020000000
2018-03-28,40293750000
2018-03-29,41072500000
2018-04-02,40420930000
2018-04-03,41043600000
2018-04-04,41026060000
2018-04-05,41815360000
2018-04-06,41219000000
2018-04-09,40833120000
2018-04-10,42815140000
2018-04-11,43490430000
2018-04-12,44034170000
2018-04-13,44534060000
2018-04-16,44516520000
2018-04-17,44630530000
2018-04-18,45682930000
2018-04-19,45612770000
2018-04-20,45568920000
2018-04-23,45647850000
2018-04-24,45051490000
2018-04-25,45384750000
2018-04-26,46130200000
2018-04-27,46331910000
2018-04-30,46472230000
2018-05-01,45989880000
2018-05-02,46165280000
2018-05-03,45875870000
2018-05-04,45770630000
2018-05-07,45630310000
2018-05-08,45489990000
2018-05-09,46217900000
2018-05-10,46226670000
2018-05-11,45849560000
2018-05-14,46042500000
2018-05-15,46235440000
2018-05-16,46454690000
2018-05-17,47682490000
2018-05-18,47638640000
2018-05-21,47708800000
2018-05-22,46691480000
2018-05-23,46410840000
2018-05-24,45840790000
2018-05-25,44016630000
2018-05-29,43639520000
2018-05-30,44209570000
2018-05-31,43621980000
2018-06-01,43043160000
2018-06-04,42052150000
2018-06-05,41981990000
2018-06-06,42359100000
2018-06-07,42911610000
2018-06-08,42183700000
2018-06-11,41973220000
2018-06-12,41973220000
2018-06-13,41806590000
2018-06-14,41859210000
2018-06-15,40868200000
2018-06-18,40885740000
2018-06-19,40438470000
2018-06-20,40087670000
2018-06-21,39394840000
2018-06-22,40534940000
2018-06-25,39675480000
2018-06-26,39763180000
2018-06-27,40201680000
2018-06-28,40017510000
2018-06-29,39517620000
2018-07-02,39000190000
2018-07-03,39052810000
2018-07-05,38982650000
2018-07-06,39403610000
2018-07-09,40192910000
2018-07-10,40570020000
2018-07-11,39552700000
2018-07-12,39394840000
2018-07-13,39771950000
2018-07-16,39429920000
