,BLK
2009-04-13,18320847531
2009-04-14,17377002477
2009-04-15,18272209277
2009-04-16,17956717893
2009-04-17,17867328668
2009-04-20,16246491687
2009-04-21,18244603780
2009-04-22,17901506901
2009-04-23,19418494635
2009-04-24,19870698951
2009-04-27,19647225888
2009-04-28,19302814462
2009-04-29,19853609835
2009-04-30,19260748944
2009-05-01,19510512956
2009-05-04,20768534846
2009-05-05,20729098423
2009-05-06,20459616200
2009-05-07,18992581268
2009-05-08,19501311124
2009-05-11,18673146243
2009-05-12,18801971891
2009-05-13,18148641818
2009-05-14,18407607662
2009-05-15,18510142361
2009-05-18,18970233962
2009-05-19,18361598502
2009-05-20,18030332549
2009-05-21,18633709820
2009-05-22,19418494635
2009-05-26,20366283332
2009-05-27,19601216728
2009-05-28,20155955744
2009-05-29,20967031508
2009-06-01,21688718047
2009-06-02,22012096715
2009-06-03,21628248865
2009-06-04,21709750806
2009-06-05,21524399618
2009-06-08,22263175274
2009-06-09,23943166890
2009-06-10,23467300720
2009-06-11,24003636071
2009-06-12,23209649424
2009-06-15,22299982602
2009-06-16,22275006201
2009-06-17,21985805766
2009-06-18,22394630017
2009-06-19,22999321835
2009-06-22,21991063956
2009-06-23,22059420422
2009-06-24,22803454268
2009-06-25,23044016447
2009-06-26,23383169684
2009-06-29,23129462030
2009-06-30,23471473865
2009-07-01,23127603794
2009-07-02,22431835557
2009-07-06,22241837308
2009-07-07,21698602877
2009-07-08,21594237641
2009-07-09,22249865403
2009-07-10,22232471197
2009-07-13,23027252606
2009-07-14,23108871572
2009-07-15,24093651230
2009-07-16,23966539726
2009-07-17,24056186787
2009-07-20,24729208754
2009-07-21,24638223677
2009-07-22,24821531847
2009-07-23,26479333473
2009-07-24,25713988413
2009-07-27,25422300960
2009-07-28,25443709213
2009-07-29,25320611756
2009-07-30,25604271114
2009-07-31,25494553815
2009-08-03,26174265862
2009-08-04,26572994582
2009-08-05,26844611797
2009-08-06,26477995457
2009-08-07,27089468696
2009-08-10,26595740851
2009-08-11,26594402835
2009-08-12,26904822510
2009-08-13,26571656566
2009-08-14,26461939267
2009-08-17,25283147312
2009-08-18,26247856733
2009-08-19,26310743477
2009-08-20,27593900668
2009-08-21,27763828680
2009-08-24,27402564403
2009-08-25,27076088538
2009-08-26,26653275532
2009-08-27,26793767196
2009-08-28,26967709255
2009-08-31,26702782118
2009-09-01,25973563486
2009-09-02,25740748729
2009-09-03,26377644269
2009-09-04,26151519592
2009-09-08,26674683786
2009-09-09,27029257983
2009-09-10,26985103461
2009-09-11,26997145603
2009-09-14,26924892748
2009-09-15,26849963861
2009-09-16,27691575824
2009-09-17,27085454649
2009-09-18,27722350188
2009-09-21,27338339642
2009-09-22,27857489788
2009-09-23,28236148271
2009-09-24,27596576700
2009-09-25,27262072740
2009-09-28,28622834849
2009-09-29,28649595166
2009-09-30,41125555306
2009-10-01,39604353602
2009-10-02,39249659439
2009-10-05,40419960501
2009-10-06,40421857261
2009-10-07,40495830910
2009-10-08,40564114278
2009-10-09,41074342780
2009-10-12,41298160487
2009-10-13,40550836957
2009-10-14,42878161759
2009-10-15,42897129361
2009-10-16,42781426987
2009-10-19,43707045979
2009-10-20,44877347041
2009-10-21,44348150937
2009-10-22,44346254177
2009-10-23,43853096517
2009-10-26,43244236483
2009-10-27,42089109503
2009-10-28,42036000217
2009-10-29,42726420940
2009-10-30,41062962219
2009-11-02,41863395036
2009-11-03,41924091363
2009-11-04,41795111668
2009-11-05,42982483572
2009-11-06,43153191992
2009-11-09,44668703416
2009-11-10,44020011417
2009-11-11,44243829124
2009-11-12,43862580318
2009-11-13,44213480961
2009-11-16,45323085695
2009-11-17,45334466257
2009-11-18,44725606223
2009-11-19,43837922435
2009-11-20,42802291350
2009-11-23,43320106892
2009-11-24,43471847711
2009-11-25,43691871898
2009-11-27,41954439527
2009-11-30,43071631302
2009-12-01,43007141455
2009-12-02,43191127197
2009-12-03,42677105175
2009-12-04,42390694380
2009-12-07,42018929375
2009-12-08,42462771269
2009-12-09,43056457221
2009-12-10,43156985513
2009-12-11,42868677958
2009-12-14,42899026121
2009-12-15,43041283139
2009-12-16,44488511194
2009-12-17,44554897802
2009-12-18,45296531052
2009-12-21,45673986338
2009-12-22,45398956105
2009-12-23,45271873169
2009-12-24,45455858911
2009-12-28,45402749625
2009-12-29,45313601894
2009-12-30,45004429977
2009-12-31,44219650658
2010-01-04,45434643643
2010-01-05,45630794548
2010-01-06,44690031955
2010-01-07,45181361407
2010-01-08,45499392486
2010-01-11,46240195419
2010-01-12,45413695488
2010-01-13,45594611372
2010-01-14,45305145958
2010-01-15,45341329135
2010-01-19,45706969657
2010-01-20,45373703556
2010-01-21,43846392625
2010-01-22,42848498700
2010-01-25,43126537847
2010-01-26,42793271746
2010-01-27,43185573556
2010-01-28,41827752242
2010-01-29,40719404409
2010-02-01,41243108282
2010-02-02,41134558752
2010-02-03,42018190014
2010-02-04,40229979335
2010-02-05,39761502415
2010-02-08,38974994417
2010-02-09,39778641815
2010-02-10,40207126802
2010-02-11,39477750135
2010-02-12,39451088847
2010-02-16,40070011606
2010-02-17,40580384835
2010-02-18,40702265009
2010-02-19,41041244243
2010-02-22,41368797211
2010-02-23,40919364069
2010-02-24,41583991893
2010-02-25,41572565627
2010-02-26,41667784513
2010-03-01,41515434296
2010-03-02,41212638238
2010-03-03,41149793773
2010-03-04,41104088708
2010-03-05,41863935418
2010-03-08,41538286828
2010-03-09,41319283390
2010-03-10,41077427420
2010-03-11,40070011606
2010-03-12,39991932120
2010-03-15,40405182085
2010-03-16,40439460884
2010-03-17,42429535601
2010-03-18,42974187629
2010-03-19,42724714148
2010-03-22,42981805140
2010-03-23,43229374244
2010-03-24,42848498700
2010-03-25,42926578186
2010-03-26,41757290266
2010-03-29,41905831728
2010-03-30,41730628978
2010-03-31,41753765575
2010-04-01,40467175903
2010-04-05,39498878162
2010-04-06,38070399315
2010-04-07,38160518115
2010-04-08,39222769499
2010-04-09,39519969795
2010-04-12,39460529736
2010-04-13,39671446076
2010-04-14,40530450805
2010-04-15,39633097650
2010-04-16,38492231995
2010-04-19,38848872351
2010-04-20,38958165363
2010-04-21,38578515952
2010-04-22,39842096569
2010-04-23,40461423639
2010-04-26,36996643404
2010-04-27,35568164558
2010-04-28,35364917903
2010-04-29,36505783559
2010-04-30,35280551368
2010-05-03,35618017511
2010-05-04,34068741125
2010-05-05,33516523799
2010-05-06,32906783835
2010-05-07,33002654899
2010-05-10,33855907364
2010-05-11,32785986295
2010-05-12,33357377834
2010-05-13,33050590430
2010-05-14,32542473794
2010-05-17,32787903717
2010-05-18,32306630978
2010-05-19,32203090229
2010-05-20,30697914532
2010-05-21,31919311881
2010-05-24,31054554888
2010-05-25,31146591109
2010-05-26,31453378513
2010-05-27,33054425273
2010-05-28,32189668280
2010-06-01,31292315126
2010-06-02,31593350265
2010-06-03,31415030087
2010-06-04,30580951835
2010-06-07,30199385002
2010-06-08,30005725454
2010-06-09,29702772893
2010-06-10,30099679096
2010-06-11,30513842090
2010-06-14,30442897503
2010-06-15,31307654496
2010-06-16,30970188353
2010-06-17,30557942779
2010-06-18,30442897503
2010-06-21,30279916695
2010-06-22,29881093071
2010-06-23,29729616791
2010-06-24,28903208223
2010-06-25,29209995627
2010-06-28,29171647201
2010-06-29,27917653691
2010-06-30,27426675682
2010-07-01,26837595061
2010-07-02,27310007118
2010-07-06,27772856177
2010-07-07,28398276188
2010-07-08,29119326169
2010-07-09,29639553211
2010-07-12,29482720059
2010-07-13,30008684899
2010-07-14,29693105995
2010-07-15,29452118468
2010-07-16,28524507749
2010-07-19,28331335208
2010-07-20,28566584937
2010-07-21,27413287486
2010-07-22,28920415829
2010-07-23,29547748439
2010-07-26,30534649740
2010-07-27,30138741660
2010-07-28,30027810894
2010-07-29,30264973222
2010-07-30,30121528265
2010-08-02,31146681554
2010-08-03,30762249071
2010-08-04,30683832495
2010-08-05,30701045889
2010-08-06,30058412484
2010-08-09,30534649740
2010-08-10,30488747354
2010-08-11,29253208128
2010-08-12,28593361329
2010-08-13,28991182008
2010-08-16,28845824452
2010-08-17,29052385189
2010-08-18,28780796072
2010-08-19,28178327254
2010-08-20,27809195566
2010-08-23,27378860697
2010-08-24,27042243199
2010-08-25,27005903810
2010-08-26,26669286312
2010-08-27,26996340813
2010-08-30,27191425954
2010-08-31,27149348766
2010-09-01,28032969698
2010-09-02,28555109340
2010-09-03,28985444210
2010-09-07,28838174054
2010-09-08,29060035587
2010-09-09,28830523657
2010-09-10,28910852832
2010-09-13,28820960659
2010-09-14,30515523746
2010-09-15,31538764435
2010-09-16,31087390972
2010-09-17,31567453427
2010-09-20,32835506842
2010-09-21,32083855270
2010-09-22,31699422787
2010-09-23,30920994823
2010-09-24,31984400100
2010-09-27,31730024377
2010-09-28,32259814417
2010-09-29,32277027811
2010-09-30,32653501391
2010-10-01,32862560519
2010-10-04,32780087652
2010-10-05,32856806598
2010-10-06,32864478492
2010-10-07,32787759546
2010-10-08,33468640192
2010-10-11,33994164972
2010-10-12,34256927362
2010-10-13,34377759702
2010-10-14,34091981628
2010-10-15,33706468925
2010-10-18,33852234922
2010-10-19,33493573849
2010-10-20,32511571341
2010-10-21,31888229904
2010-10-22,32137566479
2010-10-25,32296758292
2010-10-26,32340871686
2010-10-27,32317856002
2010-10-28,32246890977
2010-10-29,32795431441
2010-11-01,32960377175
2010-11-02,33188616039
2010-11-03,31773151485
2010-11-04,32415672658
2010-11-05,33209713749
2010-11-08,32431016447
2010-11-09,31552584516
2010-11-10,32314020055
2010-11-11,32835708887
2010-11-12,33194369960
2010-11-15,33196287934
2010-11-16,32083863217
2010-11-17,32400328869
2010-11-18,32442524289
2010-11-19,32409918737
2010-11-22,32005226297
2010-11-23,31268724415
2010-11-24,31817264879
2010-11-26,31569846279
2010-11-29,31282150231
2010-11-30,31262970495
2010-12-01,32149074321
2010-12-02,32960377175
2010-12-03,33056275857
2010-12-06,32889412150
2010-12-07,32872150387
2010-12-08,33315202300
2010-12-09,34489002174
2010-12-10,35108507663
2010-12-13,34884104746
2010-12-14,35033706690
2010-12-15,34696143328
2010-12-16,35120015505
2010-12-17,35904466728
2010-12-20,36153803302
2010-12-21,36922910736
2010-12-22,36625624820
2010-12-23,36186408854
2010-12-27,36299569299
2010-12-28,36328338904
2010-12-29,36598773189
2010-12-30,36061740567
2010-12-31,36699539497
2011-01-03,36624438120
2011-01-04,36595552975
2011-01-05,36972985536
2011-01-06,36574370535
2011-01-07,36272039351
2011-01-10,36813154400
2011-01-11,37246431574
2011-01-12,37327309980
2011-01-13,37706668217
2011-01-14,38332513024
2011-01-18,37843391237
2011-01-19,36888255777
2011-01-20,36755384110
2011-01-21,37179032903
2011-01-24,37277242396
2011-01-25,38130317010
2011-01-26,38505823894
2011-01-27,38846668605
2011-01-28,37412039739
2011-01-31,38132242686
2011-02-01,38750384788
2011-02-02,38059066986
2011-02-03,37901161527
2011-02-04,37425519473
2011-02-07,37743256068
2011-02-08,38392208991
2011-02-09,38440350899
2011-02-10,38650249619
2011-02-11,39172107904
2011-02-14,39478290441
2011-02-15,39603459402
2011-02-16,39541837760
2011-02-17,39397412035
2011-02-18,39797952712
2011-02-22,38207344063
2011-02-23,37575722227
2011-02-24,38744607759
2011-02-25,39268391721
2011-02-28,39281871455
2011-03-01,38788898315
2011-03-02,38292073822
2011-03-03,39873054088
2011-03-04,38877479426
2011-03-07,38174607565
2011-03-08,38288222469
2011-03-09,37916566937
2011-03-10,36661025970
2011-03-11,36583998917
2011-03-14,36285519086
2011-03-15,35759809448
2011-03-16,34617883384
2011-03-17,35424741766
2011-03-18,35538356670
2011-03-21,35817579738
2011-03-22,35630789133
2011-03-23,35374674182
2011-03-24,35730924303
2011-03-25,36248931235
2011-03-28,36100654158
2011-03-29,35913863554
2011-03-30,38290148145
2011-03-31,37915410141
2011-04-01,38183256927
2011-04-04,37911637652
2011-04-05,37626814661
2011-04-06,37577772292
2011-04-07,37345764161
2011-04-08,36989263861
2011-04-11,36960970187
2011-04-12,36740279525
2011-04-13,36721417075
2011-04-14,36476205229
2011-04-15,36449797800
2011-04-18,35942397903
2011-04-19,36221562158
2011-04-20,36540337558
2011-04-21,37513639963
2011-04-25,37183547093
2011-04-26,37523071188
2011-04-27,37706036950
2011-04-28,37347650406
2011-04-29,36959083942
2011-05-02,36881747898
2011-05-03,36606356132
2011-05-04,36595038662
2011-05-05,36115932440
2011-05-06,36921359042
2011-05-09,37096779824
2011-05-10,37347650406
2011-05-11,36691237156
2011-05-12,36947766472
2011-05-13,36638422297
2011-05-16,36206472199
2011-05-17,35940511658
2011-05-18,36451684045
2011-05-19,37366512855
2011-05-20,37255224402
2011-05-23,36732734545
2011-05-24,36413959145
2011-05-25,36859112958
2011-05-26,37260883137
2011-05-27,37851277812
2011-05-31,38773651603
2011-06-01,37602293476
2011-06-02,37645677111
2011-06-03,36523361354
2011-06-06,35433111761
2011-06-07,35770749611
2011-06-08,35780180835
2011-06-09,36276263263
2011-06-10,35050204032
2011-06-13,35636826218
2011-06-14,36321533142
2011-06-15,35144516281
2011-06-16,35485926620
2011-06-17,35336913267
2011-06-20,35725479731
2011-06-21,35976350312
2011-06-22,35676437362
2011-06-23,35342572002
2011-06-24,34780471001
2011-06-27,35285984653
2011-06-28,35699072302
2011-06-29,36195154729
2011-06-30,34478585968
2011-07-01,35307251217
2011-07-05,34963921363
2011-07-06,35150865367
2011-07-07,35679341686
2011-07-08,35132889982
2011-07-11,33502522563
2011-07-12,33018984706
2011-07-13,33263449942
2011-07-14,32763734239
2011-07-15,33171775479
2011-07-18,32400631462
2011-07-19,33018984706
2011-07-20,33164585325
2011-07-21,33743392722
2011-07-22,33779343491
2011-07-25,33434216100
2011-07-26,33150205016
2011-07-27,31787670834
2011-07-28,31469506519
2011-07-29,32078872071
2011-08-01,32060896686
2011-08-02,31365249286
2011-08-03,31178305282
2011-08-04,29344816012
2011-08-05,29044627083
2011-08-08,26109246712
2011-08-09,28138667679
2011-08-10,26614355031
2011-08-11,29116528623
2011-08-12,28952952619
2011-08-15,29684550788
2011-08-16,28969130466
2011-08-17,28972725543
2011-08-18,27372916278
2011-08-19,27202150120
2011-08-22,27353143354
2011-08-23,28654561228
2011-08-24,29431097860
2011-08-25,28516150763
2011-08-26,28938572311
2011-08-29,30231002493
2011-08-30,30018892950
2011-08-31,29614446787
2011-09-01,29242356318
2011-09-02,28048790754
2011-09-06,27396284278
2011-09-07,28564684303
2011-09-08,28016435061
2011-09-09,27155414119
2011-09-12,27196757505
2011-09-13,27182377197
2011-09-14,27376511355
2011-09-15,28613217843
2011-09-16,28918799388
2011-09-19,28086539062
2011-09-20,27966103983
2011-09-21,26463361797
2011-09-22,26019369787
2011-09-23,26537060875
2011-09-26,27025991347
2011-09-27,27410664586
2011-09-28,26702434417
2011-09-29,27261468891
2011-09-30,26497170548
2011-10-03,25380068026
2011-10-04,26352162047
2011-10-05,26941147191
2011-10-06,27152394142
2011-10-07,26455995295
2011-10-10,27793295910
2011-10-11,27401235890
2011-10-12,27927563040
2011-10-13,27506859366
2011-10-14,27911450984
2011-10-17,26984112673
2011-10-18,27981269892
2011-10-19,26660081332
2011-10-20,27240115334
2011-10-21,27626804668
2011-10-24,28192516843
2011-10-25,26921454679
2011-10-26,27635755810
2011-10-27,30276342700
2011-10-28,30394497775
2011-10-31,28248013923
2011-11-01,26853426000
2011-11-02,27841632076
2011-11-03,28511177498
2011-11-04,28213999584
2011-11-07,28652605542
2011-11-08,29209366574
2011-11-09,27431669773
2011-11-10,28622171659
2011-11-11,29418823297
2011-11-14,29202205660
2011-11-15,29696308699
2011-11-16,28881754777
2011-11-17,28572045264
2011-11-18,28511177498
2011-11-21,28036766972
2011-11-22,27893548700
2011-11-23,27120170031
2011-11-25,27080785006
2011-11-28,28613220517
2011-11-29,28828047925
2011-11-30,30799089393
2011-12-01,29970213644
2011-12-02,30258440416
2011-12-05,31563516920
2011-12-06,31053301826
2011-12-07,31216212610
2011-12-08,29986325700
2011-12-09,30913664011
2011-12-12,30340790923
2011-12-13,30031081410
2011-12-14,29886072909
2011-12-15,30047193465
2011-12-16,30492960337
2011-12-19,29646182304
2011-12-20,30996014517
2011-12-21,31033609314
2011-12-22,31416718191
2011-12-23,31939464884
2011-12-27,31837421865
2011-12-28,31586789889
2011-12-29,32116697496
2011-12-30,31909031001
2012-01-03,32581796992
2012-01-04,32346335227
2012-01-05,32233097890
2012-01-06,32197149529
2012-01-09,32218718546
2012-01-10,32908927077
2012-01-11,33049125685
2012-01-12,33622502043
2012-01-13,33534428558
2012-01-17,33694398765
2012-01-18,33755510979
2012-01-19,33708778109
2012-01-20,32860396790
2012-01-23,33352889335
2012-01-24,33974795981
2012-01-25,33834597373
2012-01-26,33766295487
2012-01-27,33699791019
2012-01-30,32932293512
2012-01-31,32713008510
2012-02-01,32892750315
2012-02-02,33031151504
2012-02-03,33906494095
2012-02-06,34183296474
2012-02-07,34055679793
2012-02-08,34195878401
2012-02-09,34185093892
2012-02-10,34150942950
2012-02-13,34591310372
2012-02-14,34424150493
2012-02-15,34129373933
2012-02-16,34711737381
2012-02-17,35263544722
2012-02-21,34965173326
2012-02-22,34781836685
2012-02-23,35432502019
2012-02-24,35229393780
2012-02-27,35536752266
2012-02-28,35648192185
2012-02-29,35768619195
2012-03-01,35678748292
2012-03-02,35633812841
2012-03-05,35092790008
2012-03-06,34720724471
2012-03-07,35358807879
2012-03-08,35148509967
2012-03-09,35392958822
2012-03-12,35028082958
2012-03-13,36487586415
2012-03-14,36068788009
2012-03-15,36861449369
2012-03-16,36954915108
2012-03-19,36863246787
2012-03-20,36541508956
2012-03-21,36189215018
2012-03-22,35682343128
2012-03-23,36147874403
2012-03-26,36881220967
2012-03-27,36591836661
2012-03-28,36439056127
2012-03-29,35874666859
2012-03-30,36829095844
2012-04-02,36662090051
2012-04-03,36711851964
2012-04-04,36223118882
2012-04-05,36606996503
2012-04-09,36031180071
2012-04-10,35295414630
2012-04-11,35155014945
2012-04-12,35848127316
2012-04-13,35155014945
2012-04-16,35220771759
2012-04-17,35865899429
2012-04-18,34835116927
2012-04-19,33873645662
2012-04-20,33838101438
2012-04-23,33223186359
2012-04-24,33512871786
2012-04-25,34015822559
2012-04-26,34344606633
2012-04-27,34211315792
2012-04-30,34047812361
2012-05-01,33855873550
2012-05-02,33550193222
2012-05-03,32551400522
2012-05-04,32553177733
2012-05-07,32668696462
2012-05-08,32405669203
2012-05-09,32037786482
2012-05-10,31932931021
2012-05-11,31948925922
2012-05-14,31366000645
2012-05-15,31429980248
2012-05-16,31113636653
2012-05-17,30918143420
2012-05-18,30552037911
2012-05-21,29809163625
2012-05-22,29034299537
2012-05-23,29768287767
2012-05-24,30290787863
2012-05-25,30454291294
2012-05-29,31030107726
2012-05-30,30349435833
2012-05-31,30354767466
2012-06-01,29603007124
2012-06-04,29323984965
2012-06-05,29551467999
2012-06-06,30312114397
2012-06-07,30589359346
2012-06-08,30907480153
2012-06-11,30559146755
2012-06-12,30749308355
2012-06-13,30553815122
2012-06-14,30690660385
2012-06-15,31408653714
2012-06-18,30825728437
2012-06-19,31293134985
2012-06-20,31218492114
2012-06-21,30381425634
2012-06-22,30568032812
2012-06-25,29663432306
2012-06-26,29890915340
2012-06-27,29569240111
2012-06-28,29517700986
2012-06-29,30180600768
2012-07-02,29354699482
2012-07-03,30083245640
2012-07-05,29721568332
2012-07-06,29640234200
2012-07-09,29740603979
2012-07-10,30026138697
2012-07-11,30306481874
2012-07-12,29846165299
2012-07-13,30418965248
2012-07-16,30334170089
2012-07-17,30482994245
2012-07-18,30292637767
2012-07-19,30477802705
2012-07-20,29991528428
2012-07-23,28873616746
2012-07-24,28453101980
2012-07-25,28390803496
2012-07-26,28553471760
2012-07-27,29534672880
2012-07-30,29770022708
2012-07-31,29463721829
2012-08-01,29352968969
2012-08-02,29160881977
2012-08-03,29970762267
2012-08-06,29922307891
2012-08-07,30112664369
2012-08-08,30053826912
2012-08-09,30247644417
2012-08-10,30181884907
2012-08-13,30275332632
2012-08-14,29937882512
2012-08-15,30462228084
2012-08-16,30668159183
2012-08-17,30939849793
2012-08-20,30867168229
2012-08-21,30894856444
2012-08-22,30810061285
2012-08-23,30682003291
2012-08-24,30849863094
2012-08-27,30630087888
2012-08-28,30858515662
2012-08-29,30656045589
2012-08-30,30458767057
2012-08-31,30521065541
2012-09-04,30617974293
2012-09-05,30457036544
2012-09-06,31180391161
2012-09-07,31498805634
2012-09-10,30773720503
2012-09-11,30581633511
2012-09-12,30576441971
2012-09-13,31476308960
2012-09-14,31668395952
2012-09-17,31619941575
2012-09-18,31623402602
2012-09-19,31552451551
2012-09-20,31668395952
2012-09-21,31668395952
2012-09-24,31329215317
2012-09-25,30787564611
2012-09-26,30571250431
2012-09-27,30964076981
2012-09-28,30855054635
2012-10-01,30973169725
2012-10-02,30509932615
2012-10-03,31267643873
2012-10-04,31689551278
2012-10-05,32269889218
2012-10-08,32493758453
2012-10-09,32545420584
2012-10-10,32264723005
2012-10-11,31994357852
2012-10-12,31739491338
2012-10-15,31922030868
2012-10-16,32714183546
2012-10-17,32569529579
2012-10-18,32719349760
2012-10-19,32536810229
2012-10-22,32593638574
2012-10-23,32352548628
2012-10-24,32201006376
2012-10-25,32223393300
2012-10-26,32201006376
2012-10-31,32664243486
2012-11-01,32731404257
2012-11-02,32636690350
2012-11-05,32633246208
2012-11-06,32963883847
2012-11-07,32719349760
2012-11-08,32219949158
2012-11-09,32173453240
2012-11-12,32466205317
2012-11-13,32433485967
2012-11-14,32133845606
2012-11-15,32195840163
2012-11-16,32201006376
2012-11-19,32919110000
2012-11-20,33373736755
2012-11-21,33365126400
2012-11-23,33673377116
2012-11-26,33423676815
2012-11-27,33549388001
2012-11-28,33998848542
2012-11-29,33687153684
2012-11-30,33931687772
2012-12-03,33637213624
2012-12-04,32936330711
2012-12-05,33139535093
2012-12-06,33365126400
2012-12-07,33539055575
2012-12-10,33704374394
2012-12-11,34346706892
2012-12-12,34556799559
2012-12-13,34565409914
2012-12-14,34704897669
2012-12-17,35352396380
2012-12-18,35590042183
2012-12-19,35441944074
2012-12-20,36041224796
2012-12-21,35603818752
2012-12-24,35684756090
2012-12-26,35361006735
2012-12-27,35486717921
2012-12-28,35218074839
2012-12-31,35552002669
2013-01-02,36594260596
2013-01-03,36694014655
2013-01-04,37498926718
2013-01-07,37430130815
2013-01-08,36850525334
2013-01-09,36946839598
2013-01-10,37622759343
2013-01-11,38011456194
2013-01-14,38214404107
2013-01-15,38396713250
2013-01-16,38223003595
2013-01-17,39901623624
2013-01-18,40233563855
2013-01-22,40754692818
2013-01-23,40587862754
2013-01-24,40646339271
2013-01-25,40661818349
2013-01-28,40393514329
2013-01-29,40935282063
2013-01-30,40830368311
2013-01-31,40637739783
2013-02-01,40742653535
2013-02-04,40328158221
2013-02-05,41081473357
2013-02-06,41071153971
2013-02-07,40730614252
2013-02-08,40961080527
2013-02-11,41182947313
2013-02-12,41081473357
2013-02-13,41710955867
2013-02-14,42235524626
2013-02-15,41784911463
2013-02-19,41986139478
2013-02-20,41126190693
2013-02-21,40627420398
2013-02-22,41427172768
2013-02-25,40675577530
2013-02-26,40615381115
2013-02-27,41461570719
2013-02-28,41234544240
2013-03-01,40732334150
2013-03-04,41495968671
2013-03-05,42032576713
2013-03-06,42923483654
2013-03-07,42734294921
2013-03-08,42699896970
2013-03-11,42631101067
2013-03-12,42901124986
2013-03-13,43633801350
2013-03-14,44036257382
2013-03-15,44156650212
2013-03-18,43900385474
2013-03-19,43544366677
2013-03-20,44493750135
2013-03-21,43513408521
2013-03-22,43535767189
2013-03-25,43310460607
2013-03-26,44443873106
2013-03-27,44127411953
2013-03-28,44180728778
2013-04-01,43340665082
2013-04-02,44108241693
2013-04-03,42530254954
2013-04-04,43023697062
2013-04-05,42112199836
2013-04-08,42727289129
2013-04-09,43525705872
2013-04-10,44678784130
2013-04-11,45256179929
2013-04-12,45083132523
2013-04-15,43494865740
2013-04-16,44070548199
2013-04-17,43009990336
2013-04-18,42028246144
2013-04-19,42860929700
2013-04-22,42920896623
2013-04-23,44457763186
2013-04-24,44318982593
2013-04-25,45158519512
2013-04-26,45192786325
2013-04-29,45953509573
2013-04-30,45660528322
2013-05-01,44707910921
2013-05-02,44949491952
2013-05-03,46489785197
2013-05-06,47005500732
2013-05-07,47211101610
2013-05-08,47502369521
2013-05-09,47253935127
2013-05-10,47402995763
2013-05-13,47869024420
2013-05-14,48735974789
2013-05-15,49565231663
2013-05-16,48900455491
2013-05-17,49849646211
2013-05-20,49558378301
2013-05-21,49976433419
2013-05-22,48886748766
2013-05-23,48453273582
2013-05-24,48547507317
2013-05-28,49399037620
2013-05-29,48597194196
2013-05-30,48826781843
2013-05-31,47836470948
2013-06-03,47687410311
2013-06-04,47336175478
2013-06-05,45741055333
2013-06-06,46087150144
2013-06-07,48012945034
2013-06-10,48203125847
2013-06-11,47322468753
2013-06-12,46095716847
2013-06-13,46676539327
2013-06-14,46213937352
2013-06-17,47286488599
2013-06-18,47372155631
2013-06-19,45996343089
2013-06-20,43177897720
2013-06-21,42605641943
2013-06-24,42084786385
2013-06-25,43275558137
2013-06-26,44211042132
2013-06-27,45242473203
2013-06-28,44007154595
2013-07-01,43665117176
2013-07-02,43786167636
2013-07-03,43520197612
2013-07-05,43861184822
2013-07-08,43820266357
2013-07-09,44904605684
2013-07-10,45131362179
2013-07-11,46014519053
2013-07-12,45988945012
2013-07-15,46000879565
2013-07-16,45751958901
2013-07-17,46423703705
2013-07-18,47552371370
2013-07-19,47860964795
2013-07-22,48761171030
2013-07-23,48582152744
2013-07-24,48411659139
2013-07-25,48587267552
2013-07-26,48825958599
2013-07-29,48270149447
2013-07-30,48154213796
2013-07-31,48072376865
2013-08-01,48636710698
2013-08-02,48866877065
2013-08-05,48713432820
2013-08-06,48520775046
2013-08-07,47891653644
2013-08-08,47485878864
2013-08-09,47835390754
2013-08-12,47433025847
2013-08-13,47705815615
2013-08-14,47281286538
2013-08-15,46048617774
2013-08-16,46058847390
2013-08-19,45477464197
2013-08-20,45509857982
2013-08-21,45012016656
2013-08-22,45702515756
2013-08-23,45828681024
2013-08-26,45951436419
2013-08-27,44151023950
2013-08-28,44232860881
2013-08-29,44420403846
2013-08-30,44382895253
2013-09-03,44972803126
2013-09-04,45368348290
2013-09-05,44800604585
2013-09-06,44538044434
2013-09-09,44848342795
2013-09-10,45438250668
2013-09-11,44626701108
2013-09-12,44713652847
2013-09-13,45117722691
2013-09-16,46486786339
2013-09-17,46543049228
2013-09-18,47637618173
2013-09-19,48358806122
2013-09-20,47448370271
2013-09-23,46878921630
2013-09-24,46459507362
2013-09-25,46074191815
2013-09-26,46490196211
2013-09-27,46195242274
2013-09-30,45921334873
2013-10-01,45831399512
2013-10-02,46021451596
2013-10-03,45804249214
2013-10-04,46157203085
2013-10-07,45339300365
2013-10-08,44585879602
2013-10-09,45273121514
2013-10-10,47046375337
2013-10-11,47596168866
2013-10-14,47898215929
2013-10-15,47898215929
2013-10-16,49289668689
2013-10-17,50653971152
2013-10-18,51188492639
2013-10-21,51168129915
2013-10-22,51962276125
2013-10-23,51420967063
2013-10-24,52086149358
2013-10-25,52198144337
2013-10-28,52338986506
2013-10-29,52478131782
2013-10-30,51955488550
2013-10-31,51044256682
2013-11-01,51526174467
2013-11-04,51497327276
2013-11-05,51220733617
2013-11-06,51756951998
2013-11-07,50343439621
2013-11-08,51176614383
2013-11-11,51278428000
2013-11-12,50433374982
2013-11-13,50682818343
2013-11-14,51348000638
2013-11-15,51448117361
2013-11-18,51575384382
2013-11-19,51314062766
2013-11-20,50742209619
2013-11-21,51488842808
2013-11-22,51544840297
2013-11-25,51181705064
