,BLK
2000-05-18,1679361937
2000-05-19,1675514601
2000-05-22,1654995478
2000-05-23,1522903627
2000-05-24,1490842498
2000-05-25,1499178392
2000-05-26,1490842498
2000-05-30,1490842498
2000-05-31,1542781527
2000-06-01,1563300650
2000-06-02,1651148143
2000-06-05,1723606295
2000-06-06,1695392501
2000-06-07,1663331372
2000-06-08,1631270243
2000-06-09,1631270243
2000-06-12,1619087014
2000-06-13,1667178708
2000-06-14,1719117736
2000-06-15,1763362095
2000-06-16,1859545482
2000-06-19,1847362252
2000-06-20,1823637017
2000-06-21,1871728711
2000-06-22,1980095327
2000-06-23,1935850969
2000-06-26,1987789998
2000-06-27,2076278714
2000-06-28,2244279030
2000-06-29,2092309278
2000-06-30,1859545482
2000-07-03,1876123460
2000-07-05,1884461786
2000-07-06,1852391300
2000-07-07,1908193946
2000-07-10,2052511136
2000-07-11,2141025678
2000-07-12,2196828325
2000-07-13,2160909380
2000-07-14,2173096165
2000-07-17,2120500567
2000-07-18,2072394837
2000-07-19,2060849462
2000-07-20,2088430080
2000-07-21,2168606297
2000-07-24,2184641540
2000-07-25,2164757838
2000-07-26,2184641540
2000-07-27,2184641540
2000-07-28,2180793082
2000-07-31,2164757838
2000-08-01,2157060921
2000-08-02,2152571053
2000-08-03,2157060921
2000-08-04,2164757838
2000-08-07,2076884705
2000-08-08,2108955192
2000-08-09,2173096165
2000-08-10,2157060921
2000-08-11,2136535810
2000-08-14,2148722595
2000-08-15,2141025678
2000-08-16,2160909380
2000-08-17,2228898811
2000-08-18,2221201894
2000-08-21,2237237138
2000-08-22,2269307624
2000-08-23,2228898811
2000-08-24,2244934055
2000-08-25,2264817756
2000-08-28,2264817756
2000-08-29,2445695300
2000-08-30,2437356974
2000-08-31,2629779893
2000-09-01,2674037164
2000-09-05,2661850379
2000-09-06,2593860948
2000-09-07,2349483840
2000-09-08,2373216001
2000-09-11,2477765786
2000-09-12,2493801030
2000-09-13,2497649488
2000-09-14,2477765786
2000-09-15,2437356974
2000-09-18,2437356974
2000-09-19,2461730543
2000-09-20,2453392217
2000-09-21,2341145514
2000-09-22,2221201894
2000-09-25,2285342867
2000-09-26,2264817756
2000-09-27,2228898811
2000-09-28,2152571053
2000-09-29,2052511136
2000-10-02,2117255184
2000-10-03,2245573680
2000-10-04,2253914382
2000-10-05,2361701918
2000-10-06,2373892176
2000-10-09,2398272690
2000-10-10,2422011612
2000-10-11,2313582482
2000-10-12,2302033818
2000-10-13,2478471750
2000-10-16,2558670810
2000-10-17,2486170860
2000-10-18,2690838861
2000-10-19,2614489356
2000-10-20,2698537970
2000-10-23,2654909682
2000-10-24,2534290296
2000-10-25,2598449544
2000-10-26,2618338910
2000-10-27,2722918485
2000-10-30,2726768040
2000-10-31,2735108742
2000-11-01,2719068930
2000-11-02,2839046724
2000-11-03,2803117545
2000-11-06,2799267990
2000-11-07,2803117545
2000-11-08,2790927288
2000-11-09,2839046724
2000-11-10,2831347614
2000-11-13,2726768040
2000-11-14,2783228178
2000-11-15,2895506862
2000-11-16,2951325408
2000-11-17,2987254586
2000-11-20,2879467050
2000-11-21,2678648604
2000-11-22,2662608792
2000-11-24,2726768040
2000-11-27,2767188366
2000-11-28,2815307802
2000-11-29,2823006912
2000-11-30,2799267990
2000-12-01,2810816654
2000-12-04,2742807852
2000-12-05,2823006912
2000-12-06,2887166160
2000-12-07,2915396229
2000-12-08,3047564280
2000-12-11,3023825358
2000-12-12,2887166160
2000-12-13,2871126348
2000-12-14,2839046724
2000-12-15,2771037921
2000-12-18,2903205972
2000-12-19,2787077733
2000-12-20,2678648604
2000-12-21,2574710622
2000-12-22,2470131048
2000-12-26,2522100038
2000-12-27,2638869870
2000-12-28,2783228178
2000-12-29,2694688416
2001-01-02,2576676600
2001-01-03,2564437386
2001-01-04,2536738112
2001-01-05,2302904711
2001-01-08,2351217397
2001-01-09,2338978183
2001-01-10,2440112740
2001-01-11,2359591596
2001-01-12,2383425855
2001-01-16,2447842770
2001-01-17,2592780828
2001-01-18,2601155027
2001-01-19,2564437386
2001-01-22,2572811585
2001-01-23,2596645843
2001-01-24,2524498898
2001-01-25,2544468142
2001-01-26,2548333157
2001-01-29,2657197743
2001-01-30,2627565962
2001-01-31,2571523246
2001-02-01,2641093515
2001-02-02,2737718887
2001-02-05,2641093515
2001-02-06,2653976898
2001-02-07,2760908976
2001-02-08,2769927345
2001-02-09,2718393813
2001-02-12,2795049941
2001-02-13,2808577494
2001-02-14,2776369036
2001-02-15,2795694111
2001-02-16,2711952121
2001-02-20,2538026451
2001-02-21,2536093943
2001-02-22,2512903854
2001-02-23,2560572371
2001-02-26,2711952121
2001-02-27,2641093515
2001-02-28,2538026451
2001-03-01,2596001674
2001-03-02,2609529226
2001-03-05,2548333157
2001-03-06,2550909834
2001-03-07,2570234908
2001-03-08,2573455754
2001-03-09,2422076004
2001-03-12,2449775277
2001-03-13,2511615515
2001-03-14,2525143068
2001-03-15,2495511287
2001-03-16,2451063615
2001-03-19,2444621924
2001-03-20,2331248153
2001-03-21,2315788094
2001-03-22,2190175110
2001-03-23,2099991429
2001-03-26,2141862423
2001-03-27,2250727010
2001-03-28,2286800482
2001-03-29,2341554860
2001-03-30,2319008940
2001-04-02,2289986252
2001-04-03,2241606261
2001-04-04,2064212960
2001-04-05,2163553208
2001-04-06,2141620946
2001-04-09,2173874273
2001-04-10,2244831594
2001-04-11,2348042242
2001-04-12,2207417734
2001-04-16,2052601762
2001-04-17,2128719615
2001-04-18,2219028932
2001-04-19,2199676935
2001-04-20,2083564956
2001-04-23,2064212960
2001-04-24,2154522277
2001-04-25,2177099606
2001-04-26,2090015622
2001-04-27,2160972942
2001-04-30,2180324939
2001-05-01,2209352933
2001-05-02,2184840404
2001-05-03,2187420671
2001-05-04,2170648940
2001-05-07,2220964131
2001-05-08,2253217459
2001-05-09,2293211585
2001-05-10,2322239580
2001-05-11,2324174779
2001-05-14,2332560644
2001-05-15,2399647566
2001-05-16,2331915578
2001-05-17,2386746235
2001-05-18,2388036368
2001-05-21,2399647566
2001-05-22,2397712366
2001-05-23,2344816909
2001-05-24,2306112916
2001-05-25,2329335312
2001-05-29,2370619571
2001-05-30,2344816909
2001-05-31,2348042242
2001-06-01,2288051052
2001-06-04,2315788914
2001-06-05,2364168905
2001-06-06,2348042242
2001-06-07,2299662250
2001-06-08,2287405986
2001-06-11,2241606261
2001-06-12,2240316128
2001-06-13,2222254264
2001-06-14,2164198275
2001-06-15,2125494282
2001-06-18,2127429481
2001-06-19,2135170280
2001-06-20,2144846278
2001-06-21,2160972942
2001-06-22,2127429481
2001-06-25,2128719615
2001-06-26,2160972942
2001-06-27,2283535587
2001-06-28,2354492907
2001-06-29,2211933199
2001-07-02,2311282645
2001-07-03,2232540260
2001-07-05,2274493170
2001-07-06,2265457158
2001-07-09,2242867130
2001-07-10,2214468237
2001-07-11,2330000097
2001-07-12,2478448857
2001-07-13,2519110909
2001-07-16,2550736949
2001-07-17,2659169086
2001-07-18,2613989029
2001-07-19,2674013962
2001-07-20,2617216176
2001-07-23,2588817283
2001-07-24,2581717560
2001-07-25,2582362989
2001-07-26,2581717560
2001-07-27,2555900384
2001-07-30,2555900384
2001-07-31,2572036119
2001-08-01,2592044430
2001-08-02,2617216176
2001-08-03,2565581825
2001-08-06,2635933628
2001-08-07,2688213409
2001-08-08,2584944706
2001-08-09,2611407311
2001-08-10,2572681548
2001-08-13,2565581825
2001-08-14,2607534735
2001-08-15,2542991796
2001-08-16,2542991796
2001-08-17,2501038886
2001-08-20,2526856061
2001-08-21,2526856061
2001-08-22,2513947474
2001-08-23,2513947474
2001-08-24,2597853294
2001-08-27,2552673237
2001-08-28,2504266033
2001-08-29,2515238332
2001-08-30,2481676004
2001-08-31,2455858828
2001-09-04,2500393456
2001-09-05,2583653848
2001-09-06,2610116453
2001-09-07,2605598447
2001-09-10,2610761882
2001-09-17,2817299287
2001-09-18,2733393466
2001-09-19,2678531968
2001-09-20,2549446090
2001-09-21,2539764649
2001-09-24,2566227254
2001-09-25,2568808972
2001-09-26,2588171853
2001-09-27,2646260499
2001-09-28,2854088762
2001-10-01,2595637716
2001-10-02,2560081035
2001-10-03,2584647469
2001-10-04,2569778312
2001-10-05,2585293954
2001-10-08,2591112320
2001-10-09,2598870142
2001-10-10,2605334993
2001-10-11,2589819350
2001-10-12,2543272422
2001-10-15,2641538159
2001-10-16,2699075334
2001-10-17,2728167164
2001-10-18,2715237462
2001-10-19,2739803896
2001-10-22,2715237462
2001-10-23,2708772610
2001-10-24,2709419096
2001-10-25,2703600730
2001-10-26,2708772610
2001-10-29,2747561717
2001-10-30,2796048100
2001-10-31,2796048100
2001-11-01,2799927011
2001-11-02,2808331317
2001-11-05,2741743351
2001-11-06,2776653547
2001-11-07,2760491419
2001-11-08,2779885973
2001-11-09,2772774636
2001-11-12,2763723845
2001-11-13,2751440628
2001-11-14,2747561717
2001-11-15,2712005036
2001-11-16,2750147657
2001-11-19,2664811623
2001-11-20,2655114346
2001-11-21,2647356525
2001-11-23,2662225682
2001-11-26,2715237462
2001-11-27,2644124099
2001-11-28,2610506874
2001-11-29,2520645443
2001-11-30,2507069256
2001-12-03,2482502822
2001-12-04,2462461783
2001-12-05,2515473563
2001-12-06,2604042023
2001-12-07,2521291929
2001-12-10,2501897375
2001-12-11,2515473563
2001-12-12,2470866090
2001-12-13,2537454056
2001-12-14,2682913206
2001-12-17,2654467861
2001-12-18,2651881921
2001-12-19,2657053802
2001-12-20,2650588951
2001-12-21,2677741325
2001-12-24,2660286227
2001-12-26,2724934738
2001-12-27,2744329291
2001-12-28,2699721819
2001-12-31,2695842908
2002-01-02,2682004427
2002-01-03,2688495241
2002-01-04,2720949312
2002-01-07,2687197078
2002-01-08,2690442485
2002-01-09,2689793404
2002-01-10,2729387371
2002-01-11,2654743007
2002-01-14,2661233822
2002-01-15,2726141964
2002-01-16,2726791045
2002-01-17,2784559291
2002-01-18,2742368999
2002-01-22,2700178707
2002-01-23,2726141964
2002-01-24,2713160335
2002-01-25,2735878185
2002-01-28,2660584740
2002-01-29,2661233822
2002-01-30,2701476870
2002-01-31,2791050106
2002-02-01,2789102861
2002-02-04,2755999709
2002-02-05,2785857454
2002-02-06,2774823070
2002-02-07,2787804698
2002-02-08,2826749584
2002-02-11,2800786327
2002-02-12,2797540920
2002-02-13,2765086849
2002-02-14,2742368999
2002-02-15,2676811776
2002-02-19,2719651149
2002-02-20,2744965325
2002-02-21,2784559291
2002-02-22,2800137245
2002-02-25,2824153258
2002-02-26,2837134886
2002-02-27,2849467433
2002-02-28,2888412319
2002-03-01,2913077412
2002-03-04,3002650648
2002-03-05,2976687392
2002-03-06,2856607329
2002-03-07,2920217308
2002-03-08,2920866390
2002-03-11,2881272423
2002-03-12,2866343550
2002-03-13,2878676097
2002-03-14,2894903133
2002-03-15,2870238039
2002-03-18,2894903133
2002-03-19,2863747225
2002-03-20,2855958248
2002-03-21,2892306807
2002-03-22,2887114156
2002-03-25,2852063759
2002-03-26,2852712840
2002-03-27,2878676097
2002-03-28,2894903133
2002-04-01,2917907409
2002-04-02,2891912689
2002-04-03,2876965724
2002-04-04,2850971003
2002-04-05,2820427206
2002-04-08,2826925887
2002-04-09,2759339612
2002-04-10,2729445684
2002-04-11,2628716140
2002-04-12,2963398171
2002-04-15,2989392892
2002-04-16,3018636952
2002-04-17,2908159389
2002-04-18,2923756221
2002-04-19,2843172587
2002-04-22,2925055958
2002-04-23,2929605034
2002-04-24,2942602394
2002-04-25,2923756221
2002-04-26,2924406090
2002-04-29,2925055958
2002-04-30,2989392892
2002-05-01,3012138272
2002-05-02,3038782861
2002-05-03,3054379694
2002-05-06,2991992364
2002-05-07,2995891572
2002-05-08,3002390252
2002-05-09,2995891572
2002-05-10,2955599754
2002-05-13,2943902130
2002-05-14,3077125074
2002-05-15,3043981805
2002-05-16,3008239064
2002-05-17,2995891572
2002-05-20,2967297379
2002-05-21,2947151470
2002-05-22,2939353054
2002-05-23,2995891572
2002-05-24,2951050678
2002-05-28,2940652790
2002-05-29,2914658069
2002-05-30,2850971003
2002-05-31,2794432486
2002-06-03,2726196343
2002-06-04,2765838293
2002-06-05,2865917968
2002-06-06,2849671267
2002-06-07,2865917968
2002-06-10,2892562557
2002-06-11,2826925887
2002-06-12,2817177866
2002-06-13,2807429846
2002-06-14,2739193704
2002-06-17,2722947003
2002-06-18,2836673907
2002-06-19,2774936445
2002-06-20,2785334333
2002-06-21,2742443044
2002-06-24,2765188425
2002-06-25,2797681826
2002-06-26,2804180506
2002-06-27,2863318496
2002-06-28,2878915328
2002-07-01,2852843420
2002-07-02,2811205569
2002-07-03,2742893468
2002-07-05,2758507663
2002-07-08,2794290191
2002-07-09,2750049974
2002-07-10,2738989920
2002-07-11,2752001748
2002-07-12,2818362074
2002-07-15,2859349334
2002-07-16,2843735140
2002-07-17,2884722400
2002-07-18,2844385731
2002-07-19,2783880728
2002-07-22,2819012666
2002-07-23,2755254706
2002-07-24,2634895291
2002-07-25,2602365720
2002-07-26,2641401205
2002-07-29,2771519491
2002-07-30,2760459437
2002-07-31,2729231048
2002-08-01,2725327500
2002-08-02,2668075454
2002-08-05,2638148248
2002-08-06,2649208302
2002-08-07,2630341151
2002-08-08,2758507663
2002-08-09,2897083637
2002-08-12,2889276540
2002-08-13,2835277451
2002-08-14,2934167349
2002-08-15,2901637777
2002-08-16,3020045418
2002-08-19,2927661435
2002-08-20,2914649606
2002-08-21,2947179177
2002-08-22,2965395737
2002-08-23,2924408477
2002-08-26,2919203746
2002-08-27,2891878906
2002-08-28,2843084549
2002-08-29,2839831591
2002-08-30,2878867077
2002-09-03,2801446697
2002-09-04,2797543149
2002-09-05,2793639600
2002-09-06,2804049063
2002-09-09,2860650517
2002-09-10,2839831591
2002-09-11,2873011754
2002-09-12,2850241054
2002-09-13,2921155520
2002-09-16,2876264712
2002-09-17,2856096377
2002-09-18,2810554977
2002-09-19,2775423040
2002-09-20,2732484006
2002-09-23,2702556800
2002-09-24,2686942605
2002-09-25,2654413034
2002-09-26,2673930777
2002-09-27,2720122768
2002-09-30,2694749703
2002-10-01,2685533847
2002-10-02,2668619147
2002-10-03,2615272787
2002-10-04,2442872964
2002-10-07,2338782505
2002-10-08,2351793812
2002-10-09,2355046639
2002-10-10,2430512222
2002-10-11,2405140172
2002-10-14,2390827734
2002-10-15,2466943883
2002-10-16,2466943883
2002-10-17,2506628370
2002-10-18,2498171020
2002-10-21,2498171020
2002-10-22,2465642752
2002-10-23,2371310773
2002-10-24,2342035332
2002-10-25,2309507063
2002-10-28,2335529678
2002-10-29,2276328229
2002-10-30,2280231621
2002-10-31,2323819501
2002-11-01,2306254236
2002-11-04,2254209007
2002-11-05,2250305614
2002-11-06,2231439219
2002-11-07,2247703353
2002-11-08,2293242929
2002-11-11,2300399148
2002-11-12,2309507063
2002-11-13,2325771197
2002-11-14,2375864731
2002-11-15,2379768123
2002-11-18,2384972646
2002-11-19,2360901727
2002-11-20,2429861656
2002-11-21,2556721904
2002-11-22,2553469077
2002-11-25,2580142257
2002-11-26,2579491692
2002-11-27,2608767133
2002-11-29,2602912045
2002-12-02,2593153564
2002-12-03,2546963423
2002-12-04,2566480384
2002-12-05,2504676674
2002-12-06,2546963423
2002-12-09,2504676674
2002-12-10,2576238865
2002-12-11,2576238865
2002-12-12,2649752752
2002-12-13,2684232716
2002-12-16,2660812363
2002-12-17,2652355013
2002-12-18,2634789748
2002-12-19,2639994271
2002-12-20,2614622222
2002-12-23,2615272787
2002-12-24,2595105260
2002-12-26,2556071338
2002-12-27,2535253246
2002-12-30,2531349854
2002-12-31,2563227557
2003-01-02,2629041731
2003-01-03,2674764196
2003-01-06,2689787292
2003-01-07,2675417374
2003-01-08,2684561867
2003-01-09,2745307428
2003-01-10,2764902770
2003-01-13,2749879674
2003-01-14,2743347894
2003-01-15,2710688990
2003-01-16,2720486661
2003-01-17,2730284332
2003-01-21,2651902964
2003-01-22,2669538772
2003-01-23,2655168854
2003-01-24,2621203594
2003-01-27,2655168854
2003-01-28,2691093648
2003-01-29,2676070552
2003-01-30,2694359538
2003-01-31,2759677345
2003-02-03,2756411455
2003-02-04,2762290058
2003-02-05,2736162935
2003-02-06,2714608058
2003-02-07,2727671620
2003-02-10,2711342168
2003-02-11,2691746826
2003-02-12,2706116744
2003-02-13,2693053182
2003-02-14,2723752551
2003-02-18,2743347894
2003-02-19,2715914415
2003-02-20,2727018442
2003-02-21,2779272687
2003-02-24,2709382634
2003-02-25,2736162935
2003-02-26,2676723730
2003-02-27,2717220771
2003-02-28,2717220771
2003-03-03,2789070358
2003-03-04,2758370989
2003-03-05,2748573318
2003-03-06,2745960606
2003-03-07,2762290058
2003-03-10,2742694715
2003-03-11,2683908689
2003-03-12,2609446389
2003-03-13,2687827758
2003-03-14,2706769922
2003-03-17,2806706166
2003-03-18,2831526933
2003-03-19,2841324604
2003-03-20,2840018248
2003-03-21,2929503643
2003-03-24,2853734987
2003-03-25,2918399616
2003-03-26,2944526739
2003-03-27,2845896850
2003-03-28,2872677151
2003-03-31,2843937316
2003-04-01,2840092989
2003-04-02,2924969331
2003-04-03,2931498280
2003-04-04,2981771190
2003-04-07,2967407502
2003-04-08,2948473549
2003-04-09,2977200926
2003-04-10,2980465401
2003-04-11,2975895136
2003-04-14,2971977766
2003-04-15,2960878552
2003-04-16,3042490420
2003-04-17,3087540171
2003-04-21,3003316724
2003-04-22,2924969331
2003-04-23,2915175907
2003-04-24,2934762755
2003-04-25,2947820654
2003-04-28,2970671977
2003-04-29,2918440381
2003-04-30,2969366187
2003-05-01,2951085128
2003-05-02,2954349603
2003-05-05,2932151175
2003-05-06,2918440381
2003-05-07,2938027230
2003-05-08,2941291704
2003-05-09,2922357751
2003-05-12,2955002498
2003-05-13,2934109860
2003-05-14,2911911432
2003-05-15,2968060397
2003-05-16,3019639097
2003-05-19,2960878552
2003-05-20,2955002498
2003-05-21,2934109860
2003-05-22,2968060397
2003-05-23,2964143027
2003-05-27,2968713292
2003-05-28,2964143027
2003-05-29,2955655393
2003-05-30,2963490132
2003-06-02,3035961471
2003-06-03,3128019657
2003-06-04,3101250965
2003-06-05,3117573338
2003-06-06,3110391494
2003-06-09,3068606218
2003-06-10,3112350178
2003-06-11,3089498856
2003-06-12,2994829089
2003-06-13,2979159611
2003-06-16,3003316724
2003-06-17,2994176194
2003-06-18,2973936451
2003-06-19,3003316724
2003-06-20,3004622513
2003-06-23,2983076980
2003-06-24,2918440381
2003-06-25,2946514864
2003-06-26,2966101712
2003-06-27,2954349603
2003-06-30,2940638809
2003-07-01,2991733668
2003-07-02,2996266597
2003-07-03,2955470229
2003-07-07,2914026300
2003-07-08,2914026300
2003-07-09,2978782440
2003-07-10,2996266597
2003-07-11,3001447089
2003-07-14,3029939790
2003-07-15,2940576317
2003-07-16,2946404370
2003-07-17,2955470229
2003-07-18,2978782440
2003-07-21,2944461685
2003-07-22,2919206791
2003-07-23,2926329966
2003-07-24,2974897071
2003-07-25,2923739721
2003-07-28,2834376247
2003-07-29,2885533598
2003-07-30,2936043387
2003-07-31,2925034843
2003-08-01,2925682405
2003-08-04,2874525054
2003-08-05,2868049440
2003-08-06,2875172616
2003-08-07,2879705545
2003-08-08,2933453142
2003-08-11,2936690949
2003-08-12,2933453142
2003-08-13,2974249510
2003-08-14,2987200738
2003-08-15,2972954387
2003-08-18,2982667808
2003-08-19,3011808071
2003-08-20,3048719071
2003-08-21,3002094650
2003-08-22,2991733668
2003-08-25,2940576317
2003-08-26,2927625089
2003-08-27,2920501914
2003-08-28,2937338510
2003-08-29,2944461685
2003-09-02,3010512948
2003-09-03,2998209282
2003-09-04,2978782440
2003-09-05,2985905615
2003-09-08,3060375176
2003-09-09,3056489808
2003-09-10,3055842246
2003-09-11,3048719071
2003-09-12,3120598386
2003-09-15,3134197176
2003-09-16,3127721562
2003-09-17,3152976456
2003-09-18,3248167982
2003-09-19,3327170473
2003-09-22,3321989982
2003-09-23,3338179017
2003-09-24,3289611912
2003-09-25,3237807000
2003-09-26,3166575246
2003-09-29,3180174035
2003-09-30,3173050860
2003-10-01,3208559642
2003-10-02,3223865830
2003-10-03,3228330135
2003-10-06,3233432198
2003-10-07,3242998565
2003-10-08,3272973183
2003-10-09,3260218026
2003-10-10,3276161972
2003-10-13,3354606185
2003-10-14,3306774348
2003-10-15,3316340716
2003-10-16,3360983764
2003-10-17,3318253989
2003-10-20,3235345471
2003-10-21,3207921884
2003-10-22,3202819822
2003-10-23,3218763768
2003-10-24,3198993275
2003-10-27,3200268790
2003-10-28,3198355517
2003-10-29,3201544306
2003-10-30,3225141346
2003-10-31,3274886457
2003-11-03,3228330135
2003-11-04,3188151392
2003-11-05,3184324845
2003-11-06,3176033993
2003-11-07,3167743141
2003-11-10,3232794440
2003-11-11,3202182064
2003-11-12,3239809776
2003-11-13,3265957847
2003-11-14,3172845204
2003-11-17,3174758477
2003-11-18,3200268790
2003-11-19,3188151392
2003-11-20,3188151392
2003-11-21,3181136056
2003-11-24,3213023947
2003-11-25,3214299463
2003-11-26,3236620987
2003-11-28,3249376143
2003-12-01,3287641613
2003-12-02,3300396770
2003-12-03,3322718294
2003-12-04,3367361342
2003-12-05,3262769058
2003-12-08,3319529505
2003-12-09,3283177308
2003-12-10,3200906548
2003-12-11,3252564933
2003-12-12,3302947801
2003-12-15,3313789684
2003-12-16,3284452824
2003-12-17,3327182599
2003-12-18,3338024482
2003-12-19,3333560177
2003-12-22,3306136590
2003-12-23,3313789684
2003-12-24,3308049864
2003-12-26,3327820356
2003-12-29,3394784929
2003-12-30,3413917663
2003-12-31,3387131835
2004-01-02,3457082820
2004-01-05,3640214083
2004-01-06,3665826847
2004-01-07,3713850780
2004-01-08,3711929822
2004-01-09,3688238016
2004-01-12,3758673117
2004-01-13,3771479499
2004-01-14,3616522276
2004-01-15,3594111108
2004-01-16,3596672384
2004-01-20,3601794937
2004-01-21,3642775359
2004-01-22,3688878335
2004-01-23,3793890667
2004-01-26,3746507054
2004-01-27,3823985665
2004-01-28,3688878335
2004-01-29,3674791314
2004-01-30,3715131418
2004-02-02,3843195238
2004-02-03,3861124173
2004-02-04,3739463544
2004-02-05,3723455566
2004-02-06,3843195238
2004-02-09,3791969710
2004-02-10,3832309813
2004-02-11,3841914600
2004-02-12,3813100240
2004-02-13,3761234393
2004-02-17,3834871089
2004-02-18,3850879067
2004-02-19,3856001620
2004-02-20,3794530986
2004-02-23,3767637584
2004-02-24,3731139395
2004-02-25,3733060353
2004-02-26,3816301836
2004-02-27,3809898645
2004-03-01,3862404811
2004-03-02,3911709381
2004-03-03,3923235125
2004-03-04,3921954487
2004-03-05,3937962465
2004-03-08,3970618739
2004-03-09,3909788424
2004-03-10,3909148105
2004-03-11,3795171305
2004-03-12,3858562896
2004-03-15,3809898645
2004-03-16,3841914600
2004-03-17,3887377256
2004-03-18,3887377256
2004-03-19,3899543319
2004-03-22,3841914600
2004-03-23,3836151728
2004-03-24,3813100240
2004-03-25,3816301836
2004-03-26,3841914600
2004-03-29,3896982042
2004-03-30,3868167683
2004-03-31,3916831934
2004-04-01,4217593182
2004-04-02,4153690255
2004-04-05,4096177620
2004-04-06,4114709469
2004-04-07,4084675093
2004-04-08,4032274693
2004-04-12,4083397035
2004-04-13,3978596235
2004-04-14,3928112922
2004-04-15,3961981474
2004-04-16,4057835864
2004-04-19,3945366712
2004-04-20,3985625556
2004-04-21,3920444571
2004-04-22,3987542644
2004-04-23,3914054278
2004-04-26,3957508269
2004-04-27,3988181674
2004-04-28,3942171566
2004-04-29,3961981474
2004-04-30,3974762059
2004-05-03,3994571966
2004-05-04,4047611396
2004-05-05,3997767113
2004-05-06,3939615449
2004-05-07,3826507268
2004-05-10,3783053278
2004-05-11,3756853078
2004-05-12,3754296961
2004-05-13,3753018902
2004-05-14,3746628610
2004-05-17,3703174619
2004-05-18,3733848024
2004-05-19,3754296961
2004-05-20,3775384927
2004-05-21,3780497161
2004-05-24,3850151351
2004-05-25,3875073493
2004-05-26,3933864186
2004-05-27,3989459732
2004-05-28,4032274693
2004-06-01,4038664986
2004-06-02,4098094708
2004-06-03,4050806542
2004-06-04,4124933937
2004-06-07,4117904615
2004-06-08,4141548698
2004-06-09,4092343445
2004-06-10,4062309069
2004-06-14,4003518376
2004-06-15,3974762059
2004-06-16,3962620503
2004-06-17,4025884401
2004-06-18,3977957205
2004-06-21,3957508269
2004-06-22,3986903615
2004-06-23,3986264586
2004-06-24,3979874293
2004-06-25,3993932937
2004-06-28,3995850025
2004-06-29,4029079547
2004-06-30,4078923830
2004-07-01,4101270195
2004-07-02,4163924050
2004-07-06,4206758829
2004-07-07,4156252150
2004-07-08,4142826324
2004-07-09,4148580249
2004-07-12,4147301599
2004-07-13,4137711723
2004-07-14,4105106146
2004-07-15,4059714067
2004-07-16,4059074742
2004-07-19,4006010763
2004-07-20,4133236448
2004-07-21,4069943268
2004-07-22,3967011935
2004-07-23,3996420887
2004-07-26,4006650088
2004-07-27,4007928738
2004-07-28,3930570407
2004-07-29,3995781562
2004-07-30,3960618684
2004-08-02,4007289413
2004-08-03,4021993889
2004-08-04,4060353392
2004-08-05,4031583765
2004-08-06,3934406357
2004-08-09,3881342378
2004-08-10,3945914208
2004-08-11,3982355736
2004-08-12,4019436589
2004-08-13,3935685007
2004-08-16,4072500568
2004-08-17,4153694849
2004-08-18,4131957798
2004-08-19,4078893819
2004-08-20,4084008419
2004-08-23,4151776874
