,CSX
2013-11-13,27121920000
2013-11-14,27243000000
2013-11-15,27243000000
2013-11-18,27485160000
2013-11-19,27152190000
2013-11-20,27152190000
2013-11-21,27303540000
2013-11-22,27606239999
2013-11-25,27636510000
2013-11-26,27364079999
2013-11-27,27545700000
2013-11-29,27515430000
2013-12-02,27575970000
2013-12-03,27666780000
2013-12-04,27454890000
2013-12-05,27818130000
2013-12-06,27999750000
2013-12-09,28332720000
2013-12-10,28241910000
2013-12-11,27606239999
2013-12-12,27515430000
2013-12-13,27818130000
2013-12-16,28090559999
2013-12-17,27908940000
2013-12-18,28181370000
2013-12-19,28120829999
2013-12-20,28332720000
2013-12-23,28484070000
2013-12-24,28605149999
2013-12-26,28695960000
2013-12-27,28516320000
2013-12-30,28576799999
2013-12-31,29000160000
2014-01-02,28486080000
2014-01-03,28667520000
2014-01-06,28455840000
2014-01-07,28576799999
2014-01-08,28455840000
2014-01-09,28879200000
2014-01-10,29121120000
2014-01-13,28667520000
2014-01-14,29121120000
2014-01-15,29453760000
2014-01-16,27457920000
2014-01-17,27457920000
2014-01-21,27246240000
2014-01-22,27427680000
2014-01-23,27246240000
2014-01-24,26399520000
2014-01-27,26339040000
2014-01-28,26732160000
2014-01-29,26339040000
2014-01-30,26974080000
2014-01-31,27125280000
2014-02-03,26218080000
2014-02-04,26550719999
2014-02-05,26732160000
2014-02-06,27246240000
2014-02-07,27457920000
2014-02-10,27276480000
2014-02-11,27518400000
2014-02-12,27609120000
2014-02-13,27578879999
2014-02-14,27760320000
2014-02-18,27639360000
2014-02-19,27306719999
2014-02-20,27578879999
2014-02-21,27548640000
2014-02-24,27911520000
2014-02-25,27518400000
2014-02-26,27427680000
2014-02-27,27669600000
2014-02-28,27941760000
2014-03-03,27820799999
2014-03-04,28516320000
2014-03-05,28758240000
2014-03-06,28969920000
2014-03-07,29090879999
2014-03-10,29121120000
2014-03-11,29060640000
2014-03-12,29121120000
2014-03-13,28697760000
2014-03-14,28607040000
2014-03-17,28848959999
2014-03-18,28969920000
2014-03-19,28788480000
2014-03-20,28848959999
2014-03-21,29000160000
2014-03-24,28909440000
2014-03-25,29302560000
2014-03-26,28879200000
2014-03-27,28486080000
2014-03-28,28675769999
2014-03-31,29066940000
2014-04-01,29217390000
2014-04-02,29307660000
2014-04-03,29187299999
2014-04-04,28856310000
2014-04-07,28465140000
2014-04-08,28344780000
2014-04-09,28585500000
2014-04-10,28043880000
2014-04-11,28104060000
2014-04-14,28465140000
2014-04-15,28374870000
2014-04-16,27863340000
2014-04-17,28224420000
2014-04-21,28254510000
2014-04-22,28284600000
2014-04-23,28254510000
2014-04-24,28495230000
2014-04-25,28104060000
2014-04-28,28224420000
2014-04-29,28254510000
2014-04-30,28314690000
2014-05-01,27953609999
2014-05-02,27923519999
2014-05-05,28073970000
2014-05-06,28013790000
2014-05-07,28134150000
2014-05-08,28465140000
2014-05-09,28766040000
2014-05-12,29247480000
2014-05-13,29608560000
2014-05-14,29458109999
2014-05-15,29157210000
2014-05-16,29367840000
2014-05-19,29337750000
2014-05-20,29277570000
2014-05-21,29759010000
2014-05-22,29548380000
2014-05-23,29518290000
2014-05-27,29397930000
2014-05-28,29668740000
2014-05-29,29608560000
2014-05-30,29488200000
2014-06-02,29638650000
2014-06-03,29157210000
2014-06-04,29217390000
2014-06-05,29879370000
2014-06-06,30481170000
2014-06-09,30511260000
2014-06-10,30451079999
2014-06-11,30451079999
2014-06-12,30090000000
2014-06-13,30451079999
2014-06-16,30360810000
2014-06-17,30541350000
2014-06-18,30902430000
2014-06-19,30932519999
2014-06-20,31082970000
2014-06-23,30902430000
2014-06-24,30360810000
2014-06-25,30721890000
2014-06-26,30751980000
2014-06-27,30749220000
2014-06-30,30779190000
2014-07-01,30929040000
2014-07-02,30988980000
2014-07-03,31168800000
2014-07-07,30988980000
2014-07-08,30869100000
2014-07-09,31078889999
2014-07-10,30809159999
2014-07-11,30959010000
2014-07-14,30988980000
2014-07-15,31108860000
2014-07-16,31168800000
2014-07-17,30719250000
2014-07-18,31048920000
2014-07-21,31108860000
2014-07-22,31318649999
2014-07-23,31108860000
2014-07-24,31078889999
2014-07-25,30959010000
2014-07-28,30689280000
2014-07-29,30479490000
2014-07-30,30419550000
2014-07-31,29880090000
2014-08-01,29550420000
2014-08-04,29700270000
2014-08-05,29400570000
2014-08-06,29280690000
2014-08-07,29250720000
2014-08-08,29520450000
2014-08-11,29760210000
2014-08-12,29610360000
2014-08-13,29700270000
2014-08-14,30119850000
2014-08-15,30179790000
2014-08-18,30599370000
2014-08-19,30539430000
2014-08-20,30839129999
2014-08-21,30599370000
2014-08-22,30689280000
2014-08-25,30719250000
2014-08-26,30809159999
2014-08-27,30749220000
2014-08-28,30749220000
2014-08-29,30869100000
2014-09-02,31018950000
2014-09-03,31078889999
2014-09-04,31168800000
2014-09-05,31468500000
2014-09-08,31168800000
2014-09-09,31078889999
2014-09-10,30959010000
2014-09-11,31318649999
2014-09-12,31258710000
2014-09-15,31468500000
2014-09-16,31828139999
2014-09-17,32307659999
2014-09-18,32367600000
2014-09-19,32427540000
2014-09-22,32037930000
2014-09-23,31678290000
2014-09-24,32007960000
2014-09-25,31738230000
2014-09-26,32051520000
2014-09-29,31992000000
2014-09-30,31813440000
2014-10-01,30831360000
2014-10-02,31099199999
2014-10-03,31664640000
2014-10-06,31813440000
2014-10-07,30861119999
2014-10-08,31248000000
2014-10-09,30474240000
2014-10-10,29700480000
2014-10-13,31456320000
2014-10-14,32349119999
2014-10-15,32706240000
2014-10-16,32706240000
2014-10-17,33599039999
2014-10-20,33241920000
2014-10-21,33926400000
2014-10-22,33718080000
2014-10-23,34551360000
2014-10-24,35027520000
2014-10-27,34700160000
2014-10-28,34997760000
2014-10-29,35116800000
2014-10-30,34997760000
2014-10-31,35354880000
2014-11-03,35087040000
2014-11-04,34313280000
2014-11-05,34313280000
2014-11-06,34848960000
2014-11-07,35176320000
2014-11-10,36277440000
2014-11-11,36426240000
2014-11-12,36485760000
2014-11-13,36336960000
2014-11-14,36485760000
2014-11-17,36366720000
2014-11-18,36366720000
2014-11-19,36575040000
2014-11-20,36991680000
2014-11-21,37259520000
2014-11-24,37586880000
2014-11-25,37586880000
2014-11-26,37616640000
2014-11-28,36188160000
2014-12-01,34789440000
2014-12-02,36158400000
2014-12-03,36961920000
2014-12-04,36247680000
2014-12-05,36664320000
2014-12-08,35563200000
2014-12-09,35920320000
2014-12-10,34700160000
2014-12-11,35087040000
2014-12-12,34551360000
2014-12-15,34253760000
2014-12-16,34402560000
2014-12-17,35473920000
2014-12-18,35771520000
2014-12-19,35473920000
2014-12-22,36128640000
2014-12-23,36336960000
2014-12-24,36277440000
2014-12-26,36359790000
2014-12-29,36478710000
2014-12-30,36092220000
2014-12-31,35913840000
2015-01-02,35527350000
2015-01-05,34575990000
2015-01-06,33178680000
2015-01-07,33624630000
2015-01-08,34159770000
2015-01-09,34100310000
2015-01-12,33594900000
2015-01-13,33238140000
2015-01-14,33357060000
2015-01-15,33803009999
2015-01-16,34546260000
2015-01-20,34219230000
2015-01-21,34397610000
2015-01-22,34932750000
2015-01-23,34159770000
2015-01-26,34635450000
2015-01-27,34011120000
2015-01-28,33386790000
2015-01-29,33446250000
2015-01-30,33000300000
2015-02-02,33386790000
2015-02-03,34338150000
2015-02-04,34248960000
2015-02-05,34873290000
2015-02-06,35111130000
2015-02-09,34992210000
2015-02-10,35200320000
2015-02-11,35616540000
2015-02-12,36240870000
2015-02-13,35765190000
2015-02-17,35527350000
2015-02-18,35081400000
2015-02-19,35200320000
2015-02-20,35230050000
2015-02-23,35438160000
2015-02-24,35259780000
2015-02-25,34903020000
2015-02-26,34011120000
2015-02-27,34011120000
2015-03-02,34367880000
2015-03-03,33803009999
2015-03-04,33921930000
2015-03-05,33565169999
2015-03-06,33386790000
2015-03-09,33654360000
2015-03-10,33119220000
2015-03-11,33357060000
2015-03-12,33862470000
2015-03-13,33832740000
2015-03-16,34338150000
2015-03-17,34308419999
2015-03-18,34754370000
2015-03-19,34427340000
2015-03-20,34843560000
2015-03-23,33386790000
2015-03-24,33446250000
2015-03-25,33000300000
2015-03-26,32970570000
2015-03-27,32811480000
2015-03-30,32959679999
2015-03-31,32722559999
2015-04-01,33048600000
2015-04-02,32930040000
2015-04-06,32841120000
2015-04-07,33137520000
2015-04-08,32841120000
2015-04-09,33374640000
2015-04-10,33345000000
2015-04-13,32692920000
2015-04-14,32811480000
2015-04-15,32455799999
2015-04-16,32040840000
2015-04-17,32900400000
2015-04-20,34471320000
2015-04-21,34915920000
2015-04-22,35834760000
2015-04-23,36457200000
2015-04-24,36664680000
2015-04-27,36457200000
2015-04-28,36368280000
2015-04-29,36516480000
2015-04-30,35656920000
2015-05-01,37020360000
2015-05-04,36160800000
2015-05-05,34975200000
2015-05-06,35212320000
2015-05-07,35479080000
2015-05-08,36249720000
2015-05-11,35627280000
2015-05-12,35271600000
2015-05-13,34352760000
2015-05-14,34471320000
2015-05-15,35064120000
2015-05-18,35301240000
2015-05-19,35182680000
2015-05-20,34856640000
2015-05-21,35123400000
2015-05-22,35034480000
2015-05-26,34352760000
2015-05-27,34678800000
2015-05-28,34293480000
2015-05-29,33671040000
2015-06-01,33819240000
2015-06-02,33700679999
2015-06-03,33700679999
2015-06-04,33641400000
2015-06-05,34026720000
2015-06-08,33611760000
2015-06-09,33345000000
2015-06-10,33552480000
2015-06-11,34560240000
2015-06-12,34323120000
2015-06-15,34263840000
2015-06-16,34174920000
2015-06-17,34412040000
2015-06-18,35123400000
2015-06-19,34560240000
2015-06-22,34619520000
2015-06-23,34441680000
2015-06-24,33493200000
2015-06-25,33285720000
2015-06-26,33020460000
2015-06-29,31872690000
2015-06-30,32019840000
2015-07-01,32284710000
2015-07-02,32049270000
2015-07-06,31872690000
2015-07-07,32166990000
2015-07-08,31195800000
2015-07-09,31284090000
2015-07-10,31519530000
2015-07-13,31284090000
2015-07-14,31460670000
2015-07-15,31784400000
2015-07-16,31548960000
2015-07-17,31578390000
2015-07-20,31401810000
2015-07-21,31254659999
2015-07-22,30960360000
2015-07-23,30254040000
2015-07-24,30224610000
2015-07-27,29930310000
2015-07-28,30489480000
2015-07-29,30901500000
2015-07-30,30872070000
2015-07-31,30695490000
2015-08-03,30548340000
2015-08-04,30283469999
2015-08-05,30165750000
2015-08-06,29842020000
2015-08-07,29400570000
2015-08-10,29665440000
2015-08-11,28782540000
2015-08-12,28959120000
2015-08-13,28841400000
2015-08-14,29047409999
2015-08-17,29106270000
2015-08-18,29047409999
2015-08-19,28370520000
2015-08-20,27811349999
2015-08-21,26869590000
2015-08-24,25780680000
2015-08-25,24838920000
2015-08-26,25868969999
2015-08-27,26957880000
2015-08-28,27281610000
2015-08-31,26869590000
2015-09-01,26222130000
2015-09-02,26487000000
2015-09-03,26751870000
2015-09-04,26339849999
2015-09-08,27458190000
2015-09-09,27281610000
2015-09-10,27487620000
2015-09-11,27958500000
2015-09-14,27840780000
2015-09-15,28341090000
2015-09-16,28694250000
2015-09-17,28635390000
2015-09-18,27634770000
2015-09-21,27575909999
2015-09-22,26751870000
2015-09-23,26074980000
2015-09-24,25898400000
2015-09-25,25618320000
2015-09-28,25096680000
2015-09-29,25067700000
2015-09-30,25995060000
2015-10-01,26110980000
2015-10-02,26371800000
2015-10-05,26893440000
2015-10-06,26748540000
2015-10-07,27415080000
2015-10-08,28110599999
2015-10-09,28081620000
2015-10-12,27415080000
2015-10-13,26777520000
2015-10-14,26255880000
2015-10-15,26951400000
2015-10-16,26487720000
2015-10-19,26400780000
2015-10-20,26806500000
2015-10-21,26545680000
2015-10-22,27183240000
2015-10-23,27415080000
2015-10-26,26951400000
2015-10-27,25908120000
2015-10-28,26371800000
2015-10-29,26313840000
2015-10-30,26082000000
2015-11-02,26487720000
2015-11-03,26603640000
2015-11-04,26516700000
2015-11-05,26313840000
2015-11-06,26139960000
2015-11-09,26835480000
2015-11-10,27009360000
2015-11-11,26603640000
2015-11-12,26139960000
2015-11-13,26024040000
2015-11-16,26371800000
2015-11-17,26255880000
2015-11-18,27299160000
2015-11-19,28226520000
2015-11-20,28864080000
2015-11-23,28081620000
2015-11-24,28052640000
2015-11-25,27849780000
2015-11-27,27994680000
2015-11-30,27473040000
2015-12-01,27617940000
2015-12-02,26603640000
2015-12-03,26168940000
2015-12-04,25937099999
2015-12-07,25154640000
2015-12-08,24140340000
2015-12-09,24169320000
2015-12-10,23850540000
2015-12-11,24835860000
2015-12-14,24430140000
2015-12-15,25386480000
2015-12-16,25531380000
2015-12-17,24719940000
2015-12-18,24343200000
2015-12-21,24256259999
2015-12-22,24864840000
2015-12-23,25241580000
2015-12-24,25241580000
2015-12-28,24963900000
2015-12-29,25367939999
2015-12-30,24906180000
2015-12-31,24963900000
2016-01-04,24819600000
2016-01-05,24559860000
2016-01-06,23434319999
2016-01-07,22712820000
2016-01-08,22597380000
2016-01-11,22626240000
2016-01-12,22799400000
2016-01-13,21500700000
2016-01-14,22366500000
2016-01-15,21904740000
2016-01-19,21875880000
2016-01-20,21442980000
2016-01-21,21500700000
2016-01-22,21558420000
2016-01-25,21125520000
2016-01-26,21414120000
2016-01-27,21125520000
2016-01-28,21529560000
2016-01-29,22135620000
2016-02-01,21991320000
2016-02-02,21183240000
2016-02-03,21500700000
2016-02-04,22164480000
2016-02-05,21962460000
2016-02-08,22135620000
2016-02-09,22972560000
2016-02-10,23203439999
2016-02-11,22510800000
2016-02-12,23261160000
2016-02-16,23809500000
2016-02-17,23896080000
2016-02-18,23867220000
2016-02-19,23578620000
2016-02-22,24328980000
2016-02-23,23463180000
2016-02-24,23549760000
2016-02-25,23434319999
2016-02-26,23376600000
2016-02-29,23232300000
2016-03-01,23694060000
2016-03-02,23607480000
2016-03-03,23953800000
2016-03-04,24271260000
2016-03-07,24559860000
2016-03-08,23751780000
2016-03-09,24126960000
2016-03-10,24328980000
2016-03-11,25108199999
2016-03-14,25194780000
2016-03-15,24963900000
2016-03-16,25194780000
2016-03-17,25685400000
2016-03-18,26002860000
2016-03-21,25656540000
2016-03-22,25367939999
2016-03-23,24877319999
2016-03-24,25165920000
2016-03-28,24390239999
2016-03-29,24647280000
2016-03-30,25047120000
2016-03-31,24504480000
2016-04-01,24390239999
2016-04-04,23961840000
2016-04-05,23847600000
2016-04-06,23647680000
2016-04-07,23447760000
2016-04-08,23619120000
2016-04-11,23362080000
2016-04-12,23790480000
2016-04-13,24790080000
2016-04-14,24875760000
2016-04-15,24675840000
2016-04-18,24818640000
2016-04-19,25132800000
2016-04-20,25247040000
2016-04-21,25504080000
2016-04-22,26218080000
2016-04-25,25846800000
2016-04-26,26332320000
2016-04-27,26503680000
2016-04-28,26046719999
2016-04-29,25961040000
2016-05-02,26075280000
2016-05-03,25275600000
2016-05-04,24904320000
2016-05-05,24790080000
2016-05-06,24904320000
2016-05-09,24618719999
2016-05-10,25104239999
2016-05-11,24647280000
2016-05-12,24304560000
2016-05-13,23904719999
2016-05-16,24018960000
2016-05-17,24190320000
2016-05-18,24504480000
2016-05-19,24333120000
2016-05-20,24590160000
2016-05-23,24361680000
2016-05-24,24247440000
2016-05-25,24590160000
2016-05-26,24533040000
2016-05-27,24647280000
2016-05-31,25161360000
2016-06-01,24961440000
2016-06-02,25161360000
2016-06-03,25361280000
2016-06-06,25218480000
2016-06-07,25189920000
2016-06-08,25704000000
2016-06-09,25761120000
2016-06-10,25504080000
2016-06-13,25304160000
2016-06-14,25132800000
2016-06-15,25132800000
2016-06-16,25161360000
2016-06-17,25475520000
2016-06-20,25704000000
2016-06-21,25361280000
2016-06-22,25275600000
2016-06-23,25704000000
2016-06-24,24218820000
2016-06-27,23060160000
2016-06-28,23653619999
2016-06-29,24190560000
2016-06-30,24557940000
2016-07-01,24699240000
2016-07-05,24190560000
2016-07-06,24473160000
2016-07-07,24388380000
2016-07-08,24981840000
2016-07-11,25123140000
2016-07-12,25462260000
2016-07-13,26564400000
2016-07-14,27355680000
2016-07-15,26875260000
2016-07-18,26818740000
2016-07-19,26649180000
2016-07-20,26960039999
2016-07-21,26705699999
2016-07-22,26818740000
2016-07-25,26733960000
2016-07-26,27044820000
2016-07-27,26564400000
2016-07-28,26705699999
2016-07-29,26677440000
2016-08-01,26423100000
2016-08-02,26055720000
2016-08-03,26564400000
2016-08-04,26423100000
2016-08-05,26960039999
2016-08-08,26818740000
2016-08-09,26620920000
2016-08-10,26366580000
2016-08-11,26451360000
2016-08-12,26423100000
2016-08-15,26394840000
2016-08-16,26338320000
2016-08-17,26536140000
2016-08-18,27016560000
2016-08-19,27016560000
2016-08-22,26790480000
2016-08-23,26875260000
2016-08-24,26818740000
2016-08-25,26423100000
2016-08-26,26564400000
2016-08-29,26733960000
2016-08-30,26847000000
2016-08-31,26649180000
2016-09-01,26536140000
2016-09-02,26507880000
2016-09-06,26479619999
2016-09-07,27129600000
2016-09-08,27270900000
2016-09-09,26281800000
2016-09-12,27016560000
2016-09-13,26931780000
2016-09-14,27270900000
2016-09-15,27525240000
2016-09-16,27638280000
2016-09-19,27581760000
2016-09-20,27412199999
2016-09-21,27977400000
2016-09-22,27864360000
2016-09-23,27505920000
2016-09-26,27561600000
2016-09-27,27478079999
2016-09-28,27840000000
2016-09-29,27840000000
2016-09-30,28313280000
2016-10-03,28229760000
2016-10-04,28007040000
2016-10-05,28508160000
2016-10-06,28814400000
2016-10-07,28814400000
2016-10-10,28619520000
2016-10-11,28285440000
2016-10-12,28034880000
2016-10-13,28897920000
2016-10-14,28786560000
2016-10-17,28786560000
2016-10-18,28786560000
2016-10-19,28842240000
2016-10-20,28146240000
2016-10-21,28118400000
2016-10-24,28229760000
2016-10-25,28619520000
2016-10-26,28201920000
2016-10-27,28118400000
2016-10-28,28090560000
2016-10-31,28313280000
2016-11-01,28229760000
2016-11-02,28536000000
2016-11-03,28897920000
2016-11-04,28703040000
2016-11-07,29733120000
2016-11-08,29760960000
2016-11-09,31431359999
2016-11-10,32043840000
2016-11-11,32099520000
2016-11-14,32266560000
2016-11-15,32043840000
2016-11-16,31431359999
2016-11-17,31514880000
2016-11-18,31542720000
2016-11-21,32127359999
2016-11-22,32489280000
2016-11-23,32405760000
2016-11-25,32656320000
2016-11-28,32183040000
2016-11-29,32294400000
2016-11-30,33240960000
2016-12-01,33992640000
2016-12-02,33853440000
2016-12-05,33909120000
2016-12-06,33463680000
2016-12-07,34465920000
2016-12-08,34549440000
2016-12-09,34577280000
2016-12-12,34354560000
2016-12-13,34382400000
2016-12-14,33853440000
2016-12-15,34020480000
2016-12-16,33435840000
2016-12-19,33630720000
2016-12-20,33992640000
2016-12-21,33881280000
2016-12-22,34048320000
2016-12-23,34020480000
2016-12-27,34215359999
2016-12-28,33881280000
2016-12-29,33630720000
2016-12-30,33316380000
2017-01-03,33260760000
2017-01-04,33956010000
2017-01-05,34289730000
2017-01-06,34790310000
2017-01-09,34289730000
2017-01-10,34679070000
2017-01-11,35263080000
2017-01-12,35568990000
2017-01-13,35958330000
2017-01-17,35318700000
2017-01-18,34178489999
2017-01-19,42187770000
2017-01-20,41103180000
2017-01-23,42632730000
2017-01-24,43272360000
2017-01-25,44301330000
2017-01-26,45052200000
2017-01-27,44551620000
2017-01-30,44023230000
2017-01-31,42994260000
2017-02-01,43661700000
2017-02-02,42938640000
2017-02-03,43383600000
2017-02-06,43800750000
2017-02-07,44190090000
2017-02-08,44468190000
2017-02-09,44273520000
2017-02-10,44273520000
2017-02-13,44412570000
2017-02-14,44496000000
2017-02-15,43884180000
2017-02-16,44217900000
2017-02-17,44996580000
2017-02-21,45330300000
2017-02-22,44857530000
2017-02-23,44412570000
2017-02-24,44940960000
2017-02-27,45163439999
2017-02-28,45024390000
2017-03-01,45608399999
2017-03-02,45024390000
2017-03-03,45858689999
2017-03-06,46164600000
2017-03-07,44913149999
2017-03-08,44162280000
2017-03-09,44106660000
2017-03-10,44301330000
2017-03-13,44579430000
2017-03-14,44329140000
2017-03-15,44440380000
2017-03-16,44134470000
2017-03-17,43467030000
2017-03-20,43467030000
2017-03-21,42299010000
2017-03-22,43049880000
2017-03-23,42743970000
2017-03-24,42938640000
2017-03-27,42827400000
2017-03-28,43884180000
2017-03-29,43828560000
2017-03-30,43884180000
2017-03-31,42835200000
2017-04-03,42862800000
2017-04-04,43497600000
2017-04-05,43359600000
2017-04-06,43884000000
2017-04-07,43635600000
2017-04-10,43856400000
2017-04-11,43442400000
2017-04-12,42697200000
2017-04-13,42697200000
2017-04-17,43442400000
2017-04-18,42890400000
2017-04-19,43166400000
2017-04-20,45595200000
2017-04-21,46699200000
2017-04-24,46119600000
2017-04-25,46864800000
2017-04-26,46726800000
2017-04-27,47140799999
2017-04-28,46782000000
2017-05-01,47389200000
2017-05-02,47361600000
2017-05-03,47389200000
2017-05-04,47582399999
2017-05-05,48300000000
2017-05-08,47665200000
2017-05-09,47665200000
2017-05-10,47582399999
2017-05-11,47968800000
2017-05-12,47968800000
2017-05-15,47223600000
2017-05-16,47030400000
2017-05-17,45512399999
2017-05-18,46202399999
2017-05-19,46340400000
2017-05-22,47333999999
2017-05-23,47665200000
2017-05-24,48134400000
2017-05-25,49486800000
2017-05-26,49652399999
2017-05-30,49873200000
2017-05-31,49845600000
2017-06-01,50232000000
2017-06-02,50176800000
2017-06-05,49707600000
2017-06-06,49624800000
2017-06-07,49459200000
2017-06-08,49459200000
2017-06-09,48796800000
2017-06-12,49238400000
2017-06-13,49569600000
2017-06-14,48934800000
2017-06-15,49017600000
2017-06-16,48520799999
2017-06-19,48990000000
2017-06-20,47968800000
2017-06-21,48023999999
2017-06-22,48382800000
2017-06-23,48438000000
2017-06-26,48879600000
2017-06-27,49045200000
2017-06-28,50204400000
2017-06-29,49514400000
2017-06-30,49222140000
2017-07-03,49140960000
2017-07-05,49682160000
2017-07-06,49249200000
2017-07-07,49465680000
2017-07-10,49519800000
2017-07-11,48843300000
2017-07-12,49790399999
2017-07-13,49465680000
2017-07-14,49682160000
2017-07-17,49276260000
2017-07-18,49276260000
2017-07-19,46786740000
2017-07-20,45893760000
2017-07-21,46624380000
2017-07-24,45839640000
2017-07-25,46516140000
2017-07-26,46949100000
2017-07-27,45109020000
2017-07-28,45081960000
2017-07-31,44513700000
2017-08-01,43837200000
2017-08-02,43431300000
2017-08-03,44432520000
2017-08-04,43972500000
2017-08-07,44757240000
2017-08-08,45217260000
2017-08-09,45731399999
2017-08-10,44946660000
2017-08-11,45352560000
2017-08-14,45785520000
2017-08-15,46110240000
2017-08-16,45433740000
2017-08-17,44080740000
2017-08-18,43999560000
2017-08-21,43918380000
2017-08-22,45027840000
2017-08-23,44080740000
2017-08-24,43647780000
2017-08-25,44053680000
2017-08-28,44649000000
2017-08-29,44892540000
2017-08-30,45460800000
2017-08-31,45271380000
2017-09-01,44892540000
2017-09-05,44188979999
2017-09-06,45298439999
2017-09-07,46434960000
2017-09-08,46137300000
2017-09-11,46976160000
2017-09-12,46840860000
2017-09-13,46976160000
2017-09-14,46976160000
2017-09-15,47327939999
2017-09-18,46759680000
2017-09-19,46705560000
2017-09-20,47625600000
2017-09-21,47679720000
2017-09-22,47896200000
2017-09-25,48112680000
2017-09-26,48329160000
2017-09-27,48545640000
2017-09-28,48437399999
2017-09-29,48951540000
2017-10-02,46965300000
2017-10-03,46377900000
2017-10-04,46110900000
2017-10-05,46591500000
2017-10-06,46591500000
2017-10-09,46992000000
2017-10-10,46618200000
2017-10-11,47232300000
2017-10-12,47686200000
2017-10-13,47018700000
2017-10-16,47018700000
2017-10-17,48273599999
2017-10-18,47766300000
2017-10-19,48113400000
2017-10-20,48513900000
2017-10-23,48166800000
2017-10-24,48353700000
2017-10-25,47098800000
2017-10-26,46591500000
2017-10-27,46751700000
2017-10-30,45924000000
2017-10-31,44882700000
2017-11-01,44642400000
2017-11-02,45950700000
2017-11-03,45657000000
2017-11-06,45523500000
2017-11-07,46110900000
2017-11-08,45817200000
2017-11-09,44695799999
2017-11-10,44562300000
2017-11-13,44268599999
2017-11-14,43974900000
2017-11-15,43280700000
2017-11-16,44615700000
2017-11-17,44428800000
2017-11-20,44241900000
2017-11-21,44695799999
2017-11-22,45390000000
2017-11-24,45309900000
2017-11-27,45096300000
2017-11-28,46404600000
2017-11-29,48460500000
2017-11-30,49608599999
2017-12-01,49955700000
2017-12-04,50730000000
2017-12-05,49662000000
2017-12-06,49501800000
2017-12-07,49982400000
2017-12-08,50249400000
2017-12-11,50703299999
2017-12-12,50703299999
2017-12-13,51344100000
2017-12-14,50997000000
2017-12-15,47098800000
2017-12-18,47686200000
2017-12-19,48807600000
2017-12-20,49314900000
2017-12-21,48834300000
2017-12-22,48941099999
2017-12-26,48834300000
2017-12-27,49074600000
2017-12-28,48941099999
2017-12-29,48967800000
2018-01-02,49860900000
2018-01-03,50498100000
2018-01-04,50259150000
2018-01-05,51082199999
2018-01-08,51984899999
2018-01-09,52436250000
2018-01-10,51745949999
2018-01-11,51931800000
2018-01-12,52436250000
2018-01-16,51453900000
2018-01-17,51055650000
2018-01-18,51374250000
2018-01-19,50869800000
2018-01-22,51082199999
2018-01-23,50524650000
2018-01-24,50338800000
2018-01-25,49675050000
2018-01-26,51241500000
2018-01-29,50657399999
2018-01-30,50312250000
2018-01-31,50232600000
2018-02-01,50073300000
2018-02-02,48905100000
2018-02-05,46011149999
2018-02-06,47630700000
2018-02-07,46887300000
2018-02-08,44657100000
2018-02-09,45028800000
2018-02-12,47046600000
2018-02-13,47391750000
2018-02-14,48798900000
2018-02-15,49170600000
2018-02-16,49648500000
2018-02-20,48321000000
2018-02-21,48639600000
2018-02-22,48666149999
2018-02-23,49409550000
2018-02-26,49754699999
2018-02-27,48772350000
2018-02-28,47551050000
2018-03-01,48241350000
2018-03-02,48719250000
2018-03-05,49887450000
2018-03-06,49675050000
2018-03-07,49781250000
2018-03-08,49781250000
2018-03-09,51321149999
2018-03-12,50976000000
2018-03-13,50869800000
2018-03-14,50285700000
2018-03-15,50232600000
2018-03-16,50365350000
2018-03-19,50179500000
2018-03-20,50418449999
2018-03-21,50365350000
2018-03-22,48931650000
2018-03-23,48028950000
2018-03-26,49250250000
2018-03-27,48400650000
2018-03-28,48055500000
2018-03-29,49303350000
2018-04-02,47304000000
2018-04-03,48159359999
2018-04-04,47926079999
2018-04-05,48029760000
2018-04-06,46967040000
2018-04-09,47018880000
2018-04-10,47744640000
2018-04-11,47537280000
2018-04-12,48470400000
2018-04-13,48029760000
2018-04-16,48729600000
2018-04-17,48885120000
2018-04-18,52721280000
2018-04-19,52876800000
2018-04-20,51865920000
2018-04-23,52125120000
2018-04-24,51140160000
2018-04-25,51840000000
2018-04-26,51192000000
2018-04-27,52073280000
2018-04-30,51321600000
2018-05-01,51710400000
2018-05-02,51295680000
2018-05-03,51062400000
2018-05-04,51814079999
2018-05-07,52280640000
2018-05-08,52332480000
2018-05-09,53784000000
2018-05-10,54276480000
2018-05-11,54509760000
2018-05-14,54354240000
2018-05-15,54095040000
2018-05-16,54665280000
2018-05-17,54872640000
2018-05-18,55080000000
2018-05-21,55313280000
2018-05-22,54846720000
2018-05-23,54898560000
2018-05-24,55676160000
2018-05-25,55883520000
2018-05-29,55494720000
2018-05-30,56712960000
2018-05-31,55857600000
2018-06-01,56531520000
2018-06-04,55883520000
2018-06-05,55883520000
2018-06-06,56453760000
2018-06-07,56816640000
2018-06-08,57957120000
2018-06-11,58138560000
2018-06-12,57672000000
2018-06-13,57127680000
2018-06-14,56920320000
2018-06-15,57594240000
2018-06-18,57127680000
2018-06-19,56013120000
2018-06-20,56039040000
2018-06-21,55339200000
2018-06-22,55961280000
2018-06-25,55365120000
2018-06-26,55442880000
2018-06-27,55105920000
2018-06-28,54950400000
2018-06-29,55105920000
2018-07-02,54621000000
