,VNO
2009-04-09,5235095600
2009-04-13,5276262800
2009-04-14,4713644400
2009-04-15,5178490700
2009-04-16,5374034900
2009-04-17,5773699799
2009-04-20,5056704400
2009-04-21,5898916700
2009-04-22,5681073600
2009-04-23,5856034200
2009-04-24,6123621000
2009-04-27,5747970300
2009-04-28,5864610700
2009-04-29,6104752700
2009-04-30,6135628100
2009-05-01,5964098100
2009-05-04,6583321400
2009-05-05,6341464100
2009-05-06,6758282000
2009-05-07,6017272400
2009-05-08,6504417600
2009-05-11,6195663600
2009-05-12,5958952200
2009-05-13,5521550700
2009-05-14,5710233700
2009-05-15,5564433200
2009-05-18,6092745600
2009-05-19,5969243999
2009-05-20,5830304700
2009-05-21,5820012900
2009-05-22,5641621700
2009-05-26,6013841800
2009-05-27,5662205300
2009-05-28,5842311800
2009-05-29,5856034200
2009-06-01,6156211700
2009-06-02,6056724300
2009-06-03,6022418300
2009-06-04,6300296899
2009-06-05,6115044500
2009-06-08,6199094200
2009-06-09,6235115500
2009-06-10,6067016100
2009-06-11,5847457700
2009-06-12,6091030300
2009-06-15,5809721100
2009-06-16,5669066499
2009-06-17,5516404799
2009-06-18,5633045200
2009-06-19,5660490000
2009-06-22,5281408700
2009-06-23,5356881900
2009-06-24,5439216300
2009-06-25,5543849600
2009-06-26,5591878000
2009-06-29,5578155600
2009-06-30,5886015660
2009-07-01,5950343699
2009-07-02,5553654120
2009-07-06,5721621780
2009-07-07,5376752010
2009-07-08,5355309330
2009-07-09,5287407510
2009-07-10,5335653540
2009-07-13,5521490100
2009-07-14,5553654120
2009-07-15,5866359870
2009-07-16,5939622360
2009-07-17,5725195560
2009-07-20,6154049160
2009-07-21,6204082080
2009-07-22,6357754620
2009-07-23,6538230510
2009-07-24,6606132330
2009-07-27,6643657020
2009-07-28,6607919219
2009-07-29,6495345150
2009-07-30,6659739030
2009-07-31,6670460370
2009-08-03,6774099989
2009-08-04,7054641719
2009-08-05,7313740770
2009-08-06,7331609670
2009-08-07,7787266620
2009-08-10,7744381260
2009-08-11,7560331590
2009-08-12,7605003840
2009-08-13,7571052930
2009-08-14,7483495320
2009-08-17,6917051190
2009-08-18,7085018850
2009-08-19,7051067940
2009-08-20,7258347180
2009-08-21,7428101730
2009-08-24,7319101440
2009-08-25,7512085560
2009-08-26,7649676090
2009-08-27,7587134940
2009-08-28,7538888910
2009-08-31,7519233120
2009-09-01,7179724020
2009-09-02,7099313969
2009-09-03,7093953300
2009-09-04,7197592920
2009-09-08,7504938000
2009-09-09,7747955040
2009-09-10,7864102890
2009-09-11,7846233989
2009-09-14,8151792180
2009-09-15,8323333620
2009-09-16,8843318610
2009-09-17,8884417080
2009-09-18,8911220430
2009-09-21,8721810090
2009-09-22,9052384740
2009-09-23,8695006740
2009-09-24,8371579650
2009-09-25,8296530270
2009-09-28,8798646360
2009-09-29,8468071710
2009-09-30,8554259040
2009-10-01,8122189080
2009-10-02,8035048920
2009-10-05,8227483440
2009-10-06,8242006800
2009-10-07,8196621300
2009-10-08,8334593219
2009-10-09,8443518420
2009-10-12,8396317500
2009-10-13,8252899320
2009-10-14,8592382860
2009-10-15,8394502080
2009-10-16,8138527860
2009-10-19,8392686659
2009-10-20,8232929700
2009-10-21,8049572280
2009-10-22,8198436719
2009-10-23,8069541900
2009-10-26,8035048920
2009-10-27,7886184480
2009-10-28,7533993000
2009-10-29,8027787240
2009-10-30,7909784940
2009-11-02,8000555940
2009-11-03,8202067560
2009-11-04,8007817620
2009-11-05,8283761460
2009-11-06,8098588620
2009-11-09,8525212320
2009-11-10,8474380560
2009-11-11,8661368820
2009-11-12,8508873540
2009-11-13,8674076760
2009-11-16,8875588380
2009-11-17,8781186540
2009-11-18,8991775260
2009-11-19,8666815080
2009-11-20,8545181940
2009-11-23,8695861800
2009-11-24,8474380560
2009-11-25,8534289420
2009-11-27,8242006800
2009-11-30,8694046380
2009-12-01,8875588380
2009-12-02,9118854660
2009-12-03,9071653740
2009-12-04,9322181700
2009-12-07,9166055580
2009-12-08,9155163060
2009-12-09,9176948100
2009-12-10,9135193440
2009-12-11,9251380320
2009-12-14,9416583540
2009-12-15,9278611620
2009-12-16,9296765820
2009-12-17,9249564900
2009-12-18,9236856960
2009-12-21,9343966740
2009-12-22,9363936360
2009-12-23,9423845220
2009-12-24,9569078820
2009-12-28,9628987680
2009-12-29,9483754080
2009-12-30,9478307820
2009-12-31,9289504140
2010-01-04,9300396660
2010-01-05,9229595280
2010-01-06,9191471460
2010-01-07,9334889640
2010-01-08,9231410700
2010-01-11,9260457420
2010-01-12,9133378020
2010-01-13,9358490100
2010-01-14,9396613920
2010-01-15,9311289180
2010-01-19,9387536820
2010-01-20,9184209780
2010-01-21,8832018300
2010-01-22,8594198280
2010-01-25,8621429580
2010-01-26,8523396900
2010-01-27,8645030040
2010-01-28,8592382860
2010-01-29,8590567440
2010-02-01,8773924860
2010-02-02,8881034640
2010-02-03,8703123480
2010-02-04,8385424980
2010-02-05,8536104840
2010-02-08,8350932000
2010-02-09,8369086200
2010-02-10,8336408640
2010-02-11,8300100240
2010-02-12,8327331540
2010-02-16,8556074460
2010-02-17,8479826820
2010-02-18,8610537060
2010-02-19,8715831420
2010-02-22,8723093100
2010-02-23,8576044080
2010-02-24,8674076760
2010-02-25,8724908520
2010-02-26,8728539360
2010-03-01,8792079060
2010-03-02,8812048680
2010-03-03,8826572040
2010-03-04,8915527620
2010-03-05,9198733140
2010-03-08,9367567200
2010-03-09,9489200340
2010-03-10,9665296080
2010-03-11,9714312420
2010-03-12,9801452580
2010-03-15,9777852120
2010-03-16,10015672140
2010-03-17,10128228180
2010-03-18,10104627720
2010-03-19,10019302980
2010-03-22,10077396420
2010-03-23,10088288940
2010-03-24,10146382380
2010-03-25,10199029560
2010-03-26,10166352000
2010-03-29,10218999180
2010-03-30,10193583300
2010-03-31,10080655260
2010-04-01,10100678230
2010-04-05,10437428180
2010-04-06,10599432210
2010-04-07,10288166040
2010-04-08,10259041720
2010-04-09,10546644380
2010-04-12,10419225480
2010-04-13,10854270010
2010-04-14,10792380830
2010-04-15,10419225480
2010-04-16,10198972810
2010-04-19,10231737670
2010-04-20,10399202510
2010-04-21,10606713290
2010-04-22,10843348390
2010-04-23,10988969990
2010-04-26,11138232130
2010-04-27,10788740290
2010-04-28,10848809200
2010-04-29,11500465860
2010-04-30,11101826730
2010-05-03,11458599650
2010-05-04,11120029430
2010-05-05,10988969990
2010-05-06,10437428180
2010-05-07,10193512000
2010-05-10,10907057840
2010-05-11,10903417300
2010-05-12,11081803760
2010-05-13,10903417300
2010-05-14,10593971400
2010-05-17,10581229510
2010-05-18,10259041720
2010-05-19,10173489030
2010-05-20,9787591790
2010-05-21,10122521470
2010-05-24,9811255300
2010-05-25,9922291770
2010-05-26,9851301240
2010-05-27,10532082220
2010-05-28,10344594410
2010-06-01,10102498500
2010-06-02,10368257920
2010-06-03,10244479560
2010-06-04,9601924250
2010-06-07,9560058040
2010-06-08,9692937750
2010-06-09,9727522880
2010-06-10,10180770110
2010-06-11,10246299830
2010-06-14,10379179540
2010-06-15,10601252480
2010-06-16,10592151130
2010-06-17,10619455180
2010-06-18,10572128160
2010-06-21,10615814640
2010-06-22,10306368740
2010-06-23,10339133600
2010-06-24,10155286330
2010-06-25,10477474120
2010-06-28,10293626850
2010-06-29,9851301240
2010-06-30,9737996940
2010-07-01,9741646180
2010-07-02,9495322480
2010-07-06,9278192700
2010-07-07,9727049220
2010-07-08,9796384780
2010-07-09,10011689940
2010-07-12,10093797840
2010-07-13,10318226100
2010-07-14,10236118200
2010-07-15,10263487500
2010-07-16,9967899060
2010-07-19,10112044040
2010-07-20,10298155280
2010-07-21,10086499360
2010-07-22,10559075940
2010-07-23,10695922440
2010-07-26,11060846440
2010-07-27,11033477140
2010-07-28,11093689600
2010-07-29,11000633980
2010-07-30,11049898720
2010-08-02,11535247640
2010-08-03,11318117860
2010-08-04,11434893540
2010-08-05,11340013300
2010-08-06,11327240960
2010-08-09,11423945820
2010-08-10,11208640660
2010-08-11,10995160120
2010-08-12,10851015140
2010-08-13,10812698120
2010-08-16,10830944320
2010-08-17,11217763760
2010-08-18,11215939140
2010-08-19,10885682920
2010-08-20,10819996600
2010-08-23,10807224260
2010-08-24,10683150100
2010-08-25,10841892040
2010-08-26,10736064080
2010-08-27,10889332160
2010-08-30,10741537940
2010-08-31,10819996600
2010-09-01,11252431540
2010-09-02,11498755240
2010-09-03,11668444900
2010-09-07,11447665880
2010-09-08,11465912080
2010-09-09,11287099320
2010-09-10,11332714820
2010-09-13,11484158280
2010-09-14,11449490500
2010-09-15,11586337000
2010-09-16,11496930620
2010-09-17,11551669220
2010-09-20,11821712980
2010-09-21,11794343680
2010-09-22,11650198700
2010-09-23,11307170140
2010-09-24,11613706300
2010-09-27,11593635480
2010-09-28,11557143080
2010-09-29,11396576520
2010-09-30,11512129160
2010-10-01,11571005320
2010-10-04,11699796920
2010-10-05,11892984320
2010-10-06,11731074880
2010-10-07,11723715360
2010-10-08,11703476680
2010-10-11,11707156440
2010-10-12,11784431400
2010-10-13,11854346840
2010-10-14,11826748640
2010-10-15,11738434400
2010-10-18,11944500960
2010-10-19,11777071880
2010-10-20,12088011600
2010-10-21,12220482960
2010-10-22,12257280560
2010-10-25,12259120440
2010-10-26,12134008600
2010-10-27,11948180720
2010-10-28,11819389120
2010-10-29,11764192720
2010-11-01,11856186720
2010-11-02,12018096159
2010-11-03,11933461680
2010-11-04,11984978320
2010-11-05,12095371120
2010-11-08,11841467680
2010-11-09,11372298280
2010-11-10,11467972040
2010-11-11,11247186440
2010-11-12,11184630520
2010-11-15,11035600240
2010-11-16,10651065320
2010-11-17,10634506400
2010-11-18,10660264720
2010-11-19,10798255720
2010-11-22,10897609240
2010-11-23,10866331280
2010-11-24,11066878200
2010-11-26,11006162160
2010-11-29,11019041320
2010-11-30,10980403840
2010-12-01,11039280000
2010-12-02,11107355560
2010-12-03,11151512680
2010-12-06,11116554960
2010-12-07,11245346560
2010-12-08,11068718080
2010-12-09,10967524680
2010-12-10,11006162160
2010-12-13,11052159160
2010-12-14,10978563960
2010-12-15,10812974760
2010-12-16,10779856920
2010-12-17,10755938480
2010-12-20,10855292000
2010-12-21,11008002040
2010-12-22,11105515680
2010-12-23,11052159160
2010-12-27,11177271000
2010-12-28,11206709080
2010-12-29,11307902480
2010-12-30,11267425120
2010-12-31,11215908480
2011-01-03,11497410120
2011-01-04,11307902480
2011-01-05,11348379840
2011-01-06,11272944760
2011-01-07,11261905480
2011-01-10,11226947760
2011-01-11,11180950760
2011-01-12,11313422120
2011-01-13,11357579240
2011-01-14,11598603520
2011-01-18,11708996320
2011-01-19,11523168440
2011-01-20,11648280280
2011-01-21,11657479680
2011-01-24,11628041600
2011-01-25,11731074880
2011-01-26,11725555240
2011-01-27,11933461680
2011-01-28,11734754640
2011-01-31,11858026600
2011-02-01,11880105159
2011-02-02,11718195720
2011-02-03,11725555240
2011-02-04,11605963040
2011-02-07,11742114160
2011-02-08,11710836200
2011-02-09,11830428400
2011-02-10,11885624799
2011-02-11,11979458680
2011-02-14,11938981320
2011-02-15,11940821200
2011-02-16,11870905760
2011-02-17,11922422400
2011-02-18,12091691360
2011-02-22,12005217000
2011-02-23,11878265280
2011-02-24,11823068880
2011-02-25,12111930040
2011-02-28,12562700640
2011-03-01,12273839479
2011-03-02,12067772920
2011-03-03,12110090159
2011-03-04,11887464680
2011-03-07,11793630799
2011-03-08,11869065880
2011-03-09,11951860479
2011-03-10,11747633800
2011-03-11,11898503960
2011-03-14,11793630799
2011-03-15,11708996320
2011-03-16,11451413120
2011-03-17,11582044600
2011-03-18,11569165440
2011-03-21,11683238000
2011-03-22,11550766640
2011-03-23,11385177440
2011-03-24,11410935760
2011-03-25,11515808920
2011-03-28,11456932760
2011-03-29,11475331560
2011-03-30,11690597520
2011-03-31,11796837360
2011-04-01,11863173840
2011-04-04,11866859200
2011-04-05,11912926200
2011-04-06,11942409080
2011-04-07,11852117759
2011-04-08,11802365400
2011-04-11,11911083520
2011-04-12,11887128680
2011-04-13,11841061680
2011-04-14,12080610080
2011-04-15,12237237880
2011-04-18,12087980799
2011-04-19,12200384279
2011-04-20,12323843840
2011-04-21,12432561960
2011-04-25,12591032440
2011-04-26,12710806640
2011-04-27,12830580840
2011-04-28,13022219560
2011-04-29,13033275640
2011-05-02,13055387799
2011-05-03,12922714840
2011-05-04,12813996720
2011-05-05,12699750560
2011-05-06,12672110360
2011-05-09,12778985799
2011-05-10,13009320799
2011-05-11,12828738160
2011-05-12,12876647840
2011-05-13,12777143120
2011-05-16,12865591759
2011-05-17,12854535680
2011-05-18,13022219560
2011-05-19,13092241400
2011-05-20,12931928240
2011-05-23,12742132200
2011-05-24,12806626000
2011-05-25,12817682080
2011-05-26,12972467200
2011-05-27,13027747600
2011-05-31,13263610640
2011-06-01,12832423520
2011-06-02,12720020040
2011-06-03,12801097960
2011-06-06,12587347080
2011-06-07,12791884560
2011-06-08,12716334680
2011-06-09,12626043360
2011-06-10,12305417040
2011-06-13,12345956000
2011-06-14,12491527720
2011-06-15,12259350040
2011-06-16,12333057240
2011-06-17,12333057240
2011-06-20,12489685040
2011-06-21,12638942120
2011-06-22,12570762960
2011-06-23,12209597680
2011-06-24,12222496440
2011-06-27,12344113320
2011-06-28,12425191240
2011-06-29,12568920279
2011-06-30,12570411660
2011-07-01,12797221200
2011-07-05,12872824380
2011-07-06,12939207660
2011-07-07,13079350140
2011-07-08,13031406660
2011-07-11,12760341600
2011-07-12,12736369859
2011-07-13,12492964500
2011-07-14,12465304799
2011-07-15,12616511160
2011-07-18,12454240920
2011-07-19,12664454640
2011-07-20,12894952140
2011-07-21,13121761680
2011-07-22,13302471720
2011-07-25,13103321880
2011-07-26,13055378400
2011-07-27,12658922700
2011-07-28,12644170859
2011-07-29,12620199120
2011-08-01,12452396940
2011-08-02,11818067820
2011-08-03,11738776680
2011-08-04,11211398400
2011-08-05,10897921800
2011-08-08,9830257380
2011-08-09,10724587680
2011-08-10,10457210580
2011-08-11,11067567960
2011-08-12,11145015120
2011-08-15,11510123160
2011-08-16,11360760780
2011-08-17,11447427840
2011-08-18,10899765780
2011-08-19,10660048380
2011-08-22,10619480820
2011-08-23,10892389860
2011-08-24,11025156420
2011-08-25,10905297720
2011-08-26,11047284180
2011-08-29,11349696900
2011-08-30,11473243560
2011-08-31,11589414300
2011-09-01,11515655100
2011-09-02,11294377500
2011-09-06,11281469640
2011-09-07,11714804940
2011-09-08,11591258280
2011-09-09,11076787860
2011-09-12,11229838200
2011-09-13,11346008940
2011-09-14,11377356600
2011-09-15,11644733700
2011-09-16,11604166140
2011-09-19,11251965960
2011-09-20,11255653920
2011-09-21,10689552060
2011-09-22,10488558240
2011-09-23,10599197040
2011-09-26,10685864100
2011-09-27,10658204400
2011-09-28,10433238840
2011-09-29,10479338340
2011-09-30,10119348300
2011-10-03,9563238300
2011-10-04,9776413800
2011-10-05,9804219300
2011-10-06,9954369000
2011-10-07,9489090300
2011-10-10,10058176200
2011-10-11,9941393100
2011-10-12,10095250200
2011-10-13,10037785500
2011-10-14,10341792300
2011-10-17,10084128000
2011-10-18,10404818100
2011-10-19,10225009200
2011-10-20,10391842200
2011-10-21,10645799100
2011-10-24,10962781800
2011-10-25,10751460000
2011-10-26,10771850700
2011-10-27,11211177600
2011-10-28,11270496000
2011-10-31,11229714600
2011-11-01,10790387700
2011-11-02,10953513300
2011-11-03,11185225800
2011-11-04,10916439300
2011-11-07,11038783500
2011-11-08,11361327300
2011-11-09,10758874800
2011-11-10,10579065900
2011-11-11,10845998700
2011-11-14,10551260400
2011-11-15,10658775000
2011-11-16,10445599500
2011-11-17,10219448100
2011-11-18,10269498000
2011-11-21,9933978300
2011-11-22,9848708100
2011-11-23,9520603200
2011-11-25,9592897500
2011-11-28,9770852700
2011-11-29,9642947400
2011-11-30,10097103900
2011-12-01,10048907700
2011-12-02,10035931800
2011-12-05,10098957600
2011-12-06,10073005800
2011-12-07,10204618500
2011-12-08,9921002400
2011-12-09,10093396500
2011-12-12,9809780400
2011-12-13,9744900900
2011-12-14,9817195200
2011-12-15,9967344900
2011-12-16,10067444700
2011-12-19,9913587600
2011-12-20,10377012600
2011-12-21,10310279400
2011-12-22,10434477300
2011-12-23,10456721700
2011-12-27,10434477300
2011-12-28,10280620200
2011-12-29,10432623600
2011-12-30,10423355100
2012-01-03,10516040100
2012-01-04,10275059100
2012-01-05,10417794000
2012-01-06,10434477300
2012-01-09,10477112400
2012-01-10,10647652800
2012-01-11,10764435900
2012-01-12,10690287900
2012-01-13,10760728500
2012-01-17,10703263800
2012-01-18,10855267200
2012-01-19,10860828300
2012-01-20,10916439300
2012-01-23,10942391100
2012-01-24,11053613100
2012-01-25,11125907400
2012-01-26,11003563200
2012-01-27,10986879900
2012-01-30,10823754300
2012-01-31,10968342900
2012-02-01,11159274000
2012-02-02,11335375500
2012-02-03,11665334100
2012-02-06,11663480400
2012-02-07,11631967500
2012-02-08,11626406400
2012-02-09,11426206800
2012-02-10,11337229200
2012-02-13,11507769600
2012-02-14,11355766200
2012-02-15,11366888400
2012-02-16,11554112100
2012-02-17,11513330700
2012-02-21,11442890100
2012-02-22,11355766200
2012-02-23,11465134500
2012-02-24,11491086300
2012-02-27,11420645700
2012-02-28,11159274000
2012-02-29,11083272300
2012-03-01,11096248200
2012-03-02,11094394500
2012-03-05,11016539100
2012-03-06,10857120900
2012-03-07,10973904000
2012-03-08,10836730200
2012-03-09,10851559800
2012-03-12,10927561500
2012-03-13,11266788600
2012-03-14,11261227500
2012-03-15,11320545900
2012-03-16,11366888400
2012-03-19,11494793700
2012-03-20,11507769600
2012-03-21,11426206800
2012-03-22,11309423700
2012-03-23,11314984800
2012-03-26,11409523500
2012-03-27,11407669800
2012-03-28,11331668100
2012-03-29,11316838500
2012-03-30,11418792000
2012-04-02,11487588510
2012-04-03,11430029880
2012-04-04,11253640530
2012-04-05,11138523270
2012-04-09,10991841600
2012-04-10,10776460920
2012-04-11,10847016660
2012-04-12,11006695440
2012-04-13,10858157040
2012-04-16,11158947300
2012-04-17,11294488590
2012-04-18,11283348210
2012-04-19,11264780910
2012-04-20,11365044330
2012-04-23,11244356880
2012-04-24,11491301970
2012-04-25,11541433680
2012-04-26,11595278850
2012-04-27,11682545160
2012-04-30,11660264400
2012-05-01,11884928730
2012-05-02,11899782570
2012-05-03,11836653750
2012-05-04,11719679760
2012-05-07,11892355650
2012-05-08,11962911390
2012-05-09,11931346980
2012-05-10,11818086450
2012-05-11,11881215270
2012-05-14,11819943180
2012-05-15,11734533600
2012-05-16,11498728890
2012-05-17,11197938630
2012-05-18,11041973310
2012-05-21,11253640530
2012-05-22,11268494370
2012-05-23,11259210720
2012-05-24,11307485700
2012-05-25,11288918400
2012-05-29,11405892390
2012-05-30,11097675210
2012-05-31,11127382890
2012-06-01,10871154150
2012-06-04,10785744570
2012-06-05,10936139700
2012-06-06,11155233840
2012-06-07,11106958860
2012-06-08,11225789580
2012-06-11,10937996430
2012-06-12,10950993540
2012-06-13,10874867610
2012-06-14,11036403120
2012-06-15,11112529050
2012-06-18,11227646310
2012-06-19,11227646310
2012-06-20,11168230950
2012-06-21,10965847380
2012-06-22,10941709890
2012-06-25,10839589740
2012-06-26,10910145480
2012-06-27,10962133920
2012-06-28,11066110800
2012-06-29,11407749120
2012-07-02,11491962440
2012-07-03,11529147240
2012-07-05,11521710280
2012-07-06,11517991800
2012-07-09,11501258640
2012-07-10,11385985760
2012-07-11,11439903720
2012-07-12,11465933080
2012-07-13,11676027200
2012-07-16,11694619600
2012-07-17,11759693000
2012-07-18,11642560880
2012-07-19,11477088520
2012-07-20,11354378680
2012-07-23,11203780240
2012-07-24,11097803560
2012-07-25,11077351920
2012-07-26,11239105800
2012-07-27,11337645520
2012-07-30,11406437400
2012-07-31,11358097160
2012-08-01,11410155880
2012-08-02,11415733600
2012-08-03,11649997840
2012-08-06,11644420120
2012-08-07,11371111840
2012-08-08,11099662800
2012-08-09,10883990960
2012-08-10,10867257800
2012-08-13,10984389920
2012-08-14,11019715480
2012-08-15,11075492680
2012-08-16,11108959000
2012-08-17,11194484040
2012-08-20,11120114440
2012-08-21,11270712880
2012-08-22,11207498720
2012-08-23,11095944320
2012-08-24,11168454680
2012-08-27,11183328600
2012-08-28,11142425320
2012-08-29,11136847600
2012-08-30,10991826880
2012-08-31,11040167120
2012-09-04,11066196480
2012-09-05,11034589400
2012-09-06,11101522040
2012-09-07,11136847600
2012-09-10,11131269880
2012-09-11,11205639480
2012-09-12,11239105800
2012-09-13,11465933080
2012-09-14,11577487480
2012-09-17,11512414080
2012-09-18,11482666240
2012-09-19,11395281960
2012-09-20,11239105800
2012-09-21,11198202520
2012-09-24,11172173160
2012-09-25,11019715480
2012-09-26,11004841560
2012-09-27,11073633440
2012-09-28,11025293200
2012-10-01,10969812480
2012-10-02,11027705600
2012-10-03,11012765440
2012-10-04,10902581760
2012-10-05,10930594560
2012-10-08,10855893760
2012-10-09,10775590400
2012-10-10,10788663040
2012-10-11,10796133120
2012-10-12,10723299840
2012-10-15,10764385280
2012-10-16,10835351040
2012-10-17,10949269760
2012-10-18,11248072960
2012-10-19,11108008960
2012-10-22,11122949120
2012-10-23,10988487680
2012-10-24,10941799680
2012-10-25,10930594560
2012-10-26,10902581760
2012-10-31,10958607360
2012-11-01,11057585920
2012-11-02,11059453440
2012-11-05,10913786880
2012-11-06,10981017600
2012-11-07,10779325440
2012-11-08,10652334080
2012-11-09,10564560640
2012-11-12,10396483840
2012-11-13,10321783040
2012-11-14,10105150720
2012-11-15,10011774720
2012-11-16,10006172160
2012-11-19,10159308800
2012-11-20,10215334400
2012-11-21,10230274560
2012-11-23,10331120640
2012-11-26,10306842880
2012-11-27,10245214720
2012-11-28,10310577920
2012-11-29,10362868480
2012-11-30,10443171840
2012-12-03,10474919680
2012-12-04,10439436800
2012-12-05,10374073600
2012-12-06,10336723200
2012-12-07,10458112000
2012-12-10,10474919680
2012-12-11,10484257280
2012-12-12,10491727360
2012-12-13,10484257280
2012-12-14,10558958080
2012-12-17,10680346880
2012-12-18,10827880960
2012-12-19,10839086080
2012-12-20,10951137280
2012-12-21,10896979200
2012-12-24,10893244160
2012-12-26,10820410880
2012-12-27,10867098880
2012-12-28,10829748480
2012-12-31,10941799680
2013-01-02,11055718400
2013-01-03,11109876480
2013-01-04,11236867840
2013-01-07,11195782400
2013-01-08,11085598720
2013-01-09,11117346560
2013-01-10,11074393600
2013-01-11,11078128640
2013-01-14,11259278080
2013-01-15,11304098560
2013-01-16,11361991680
2013-01-17,11403077120
2013-01-18,11563683840
2013-01-22,11580491520
2013-01-23,11586094080
2013-01-24,11582359040
2013-01-25,11675735040
2013-01-28,11636517120
2013-01-29,11700012800
2013-01-30,11634649600
2013-01-31,11539406080
2013-02-01,11668264960
2013-02-04,11543141120
2013-02-05,11552478720
2013-02-06,11451632640
2013-02-07,11378799360
2013-02-08,11546876160
2013-02-11,11586094080
2013-02-12,11690675200
2013-02-13,11694410240
2013-02-14,11619709440
2013-02-15,11599166720
2013-02-19,11716820480
2013-02-20,11597299200
2013-02-21,11477777920
2013-02-22,11660794880
2013-02-25,11348919040
2013-02-26,11339581440
2013-02-27,11296628480
2013-02-28,10958607360
2013-03-01,10973547520
2013-03-04,11115479040
2013-03-05,11492718080
2013-03-06,11369461760
2013-03-07,11343316480
2013-03-08,11509525760
2013-03-11,11591696640
2013-03-12,11427354880
2013-03-13,11361991680
2013-03-14,11390004480
2013-03-15,11378799360
2013-03-18,11298496000
2013-03-19,11165902080
2013-03-20,11171504640
2013-03-21,11132286720
2013-03-22,11147226880
2013-03-25,11137889280
2013-03-26,11248072960
2013-03-27,11401209600
2013-03-28,11427354880
2013-04-01,11518688220
2013-04-02,11544858560
2013-04-03,11546727870
2013-04-04,11928067110
2013-04-05,11892550220
2013-04-08,12023401919
2013-04-09,11870118500
2013-04-10,11905635390
2013-04-11,11926197800
2013-04-12,11954237450
2013-04-15,11707488530
2013-04-16,11907504700
2013-04-17,11797215410
2013-04-18,11625238890
2013-04-19,11763567830
2013-04-22,11840209540
2013-04-23,11864510570
2013-04-24,11916851250
2013-04-25,11834601610
2013-04-26,11752351970
2013-04-29,11890680910
2013-04-30,11974799860
2013-05-01,11952368140
2013-05-02,11931805730
2013-05-03,11888811600
2013-05-06,12012186060
2013-05-07,11873857120
2013-05-08,11956106760
2013-05-09,11784130240
2013-05-10,11799084720
2013-05-13,11864510570
2013-05-14,11896288840
2013-05-15,12055180189
2013-05-16,11978538480
2013-05-17,11961714690
2013-05-20,11989754340
2013-05-21,11995362270
2013-05-22,11716835080
2013-05-23,11477563400
2013-05-24,11524296150
2013-05-28,11432699960
2013-05-29,11309325500
2013-05-30,11131741050
2013-05-31,10933594190
2013-06-03,11053230030
2013-06-04,10946679360
2013-06-05,10832651450
2013-06-06,11023321070
2013-06-07,11144826220
2013-06-10,11090616230
2013-06-11,10920509020
2013-06-12,10856952480
2013-06-13,11285024470
2013-06-14,11329887910
2013-06-17,11376620660
2013-06-18,11486909950
2013-06-19,11064445890
2013-06-20,10494306340
2013-06-21,10713015610
2013-06-24,10686845270
2013-06-25,10830782140
2013-06-26,11023321070
2013-06-27,11341103770
2013-06-28,11329887910
2013-07-01,11354627370
2013-07-02,11560293270
2013-07-03,11509811640
2013-07-05,11550944820
2013-07-08,11586468930
2013-07-09,11698650330
2013-07-10,11691171570
2013-07-11,11969755380
2013-07-12,11894967780
2013-07-15,12005279489
2013-07-16,11937970650
2013-07-17,11979103829
2013-07-18,12134288100
2013-07-19,12093154920
2013-07-22,12162333450
2013-07-23,12130548720
2013-07-24,11909925300
2013-07-25,11878140570
2013-07-26,11973494760
2013-07-29,11891228400
2013-07-30,11786525760
2013-07-31,11601426450
2013-08-01,11511681330
2013-08-02,11405109000
2013-08-05,11438763420
2013-08-06,11496723810
2013-08-07,11592078000
2013-08-08,11597687070
2013-08-09,11614514280
2013-08-12,11455590630
2013-08-13,11386412100
2013-08-14,11492984430
2013-08-15,11332191090
2013-08-16,11134003950
2013-08-19,10885335180
2013-08-20,11104088910
2013-08-21,11087261700
2013-08-22,11214400620
2013-08-23,11347148610
2013-08-26,11349018300
2013-08-27,11337800160
2013-08-28,11281709460
2013-08-29,11190094650
2013-08-30,11120916120
2013-09-03,11074173870
2013-09-04,11150831160
2013-09-05,11046128520
2013-09-06,11268621630
2013-09-09,11565902340
2013-09-10,11528508540
2013-09-11,11648168700
2013-09-12,11534117610
2013-09-13,11565902340
2013-09-16,11676214050
2013-09-17,11633211180
2013-09-18,12053891430
2013-09-19,12126809340
2013-09-20,11807092350
2013-09-23,11767828860
2013-09-24,11584599240
2013-09-25,11545335750
2013-09-26,11653777770
2013-09-27,11547205440
2013-09-30,11519380500
2013-10-01,11609287860
2013-10-02,11547476550
2013-10-03,11393884810
2013-10-04,11583064880
2013-10-07,11564334180
2013-10-08,11470680680
2013-10-09,11470680680
2013-10-10,11877136870
2013-10-11,11910852130
2013-10-14,11927709760
2013-10-15,11841548540
2013-10-16,12124382110
2013-10-17,12257370080
2013-10-18,12208670260
2013-10-21,12159970440
2013-10-22,12292958410
2013-10-23,12249877800
2013-10-24,12321054460
2013-10-25,12485884620
2013-10-28,12394104190
2013-10-29,12362262000
2013-10-30,12221781750
2013-10-31,12204924120
2013-11-01,12328546739
2013-11-04,12394104190
2013-11-05,12405342610
2013-11-06,12420327170
2013-11-07,12139366670
2013-11-08,12070063080
2013-11-11,12103778340
2013-11-12,12041967030
2013-11-13,12150605090
2013-11-14,12257370080
2013-11-15,12337912090
2013-11-18,12302323760
2013-11-19,12221781750
2013-11-20,12120635969
2013-11-21,12300450690
2013-11-22,12324800600
