,LYB
2024-03-20,33244250000
2024-03-21,32906250000
2024-03-22,32818500000
2024-03-25,32659250000
2024-03-26,32870500000
2024-03-27,33458750000
2024-03-28,33241000000
2024-04-01,33172749999
2024-04-02,33858500000
2024-04-03,34404500000
2024-04-04,33930000000
2024-04-05,34053500000
2024-04-08,33744750000
2024-04-09,34047000000
2024-04-10,33647250000
2024-04-11,33445750000
2024-04-12,32997250000
2024-04-15,32649499999
2024-04-16,32223750000
2024-04-17,32402500000
2024-04-18,32305000000
2024-04-19,32740500000
2024-04-22,32691750000
2024-04-23,32678750000
2024-04-24,32753500000
2024-04-25,32396000000
2024-04-26,33192250000
2024-04-29,33052500000
2024-04-30,32490250000
2024-05-01,32344000000
2024-05-02,32103500000
2024-05-03,32214000000
2024-05-06,32415500000
2024-05-07,32971250000
2024-05-08,33208500000
2024-05-09,33029750000
2024-05-10,32945250000
2024-05-13,32928999999
2024-05-14,32994000000
2024-05-15,32587750000
2024-05-16,32480500000
2024-05-17,32795750000
2024-05-20,32532500000
2024-05-21,32545500000
2024-05-22,32019000000
2024-05-23,31661500000
2024-05-24,32025500000
2024-05-28,32080749999
2024-05-29,31466499999
2024-05-30,31622500000
2024-05-31,32311500000
2024-06-03,31037500000
2024-06-04,30689750000
2024-06-05,30894500000
2024-06-06,30953000000
2024-06-07,31219500000
2024-06-10,31057000000
2024-06-11,31307250000
2024-06-12,31170750000
2024-06-13,31057000000
2024-06-14,30400500000
2024-06-17,30533750000
2024-06-18,30998500000
2024-06-20,30891250000
2024-06-21,30943249999
2024-06-24,31694000000
2024-06-25,31031000000
2024-06-26,31128500000
2024-06-27,31144750000
2024-06-28,31089500000
2024-07-01,30758000000
2024-07-02,30852250000
2024-07-03,30930250000
2024-07-05,30413500000
2024-07-08,30696250000
2024-07-09,30290000000
2024-07-10,30176250000
2024-07-11,30602000000
2024-07-12,30894500000
2024-07-15,31086250000
2024-07-16,31772000000
2024-07-17,32090500000
2024-07-18,31911750000
2024-07-19,31525000000
2024-07-22,31677750000
2024-07-23,31226000000
2024-07-24,30966000000
2024-07-25,31395000000
2024-07-26,31609500000
2024-07-29,31651750000
2024-07-30,31934500000
2024-07-31,32423959999
2024-08-01,31993640000
2024-08-02,30771140000
2024-08-05,30174560000
2024-08-06,31152560000
2024-08-07,30917840000
2024-08-08,31361200000
2024-08-09,31576360000
