,AEP
2013-11-26,23144414702
2013-11-27,22963903879
2013-11-29,22959025208
2013-12-02,22749242360
2013-12-03,22866330461
2013-12-04,22861451790
2013-12-05,22676062296
2013-12-06,22978539891
2013-12-09,22793150398
2013-12-10,22519944828
2013-12-11,22334555334
2013-12-12,22388220714
2013-12-13,22344312676
2013-12-16,22427250081
2013-12-17,22354070017
2013-12-18,22690698309
2013-12-19,22627275587
2013-12-20,22793150398
2013-12-23,22641911600
2013-12-24,22729727676
2013-12-26,22646790271
2013-12-27,22685819638
2013-12-30,22754121030
2013-12-31,22802907739
2014-01-02,22505308815
2014-01-03,22495551473
2014-01-06,22480915461
2014-01-07,22627275587
2014-01-08,22490672802
2014-01-09,22578488878
2014-01-10,23027326600
2014-01-13,22768757043
2014-01-14,22690698309
2014-01-15,22661426284
2014-01-16,22724849005
2014-01-17,22817543752
2014-01-21,23095627993
2014-01-22,23183444069
2014-01-23,23237109449
2014-01-24,22817543752
2014-01-27,23017569259
2014-01-28,23178565398
2014-01-29,23217594765
2014-01-30,23534708373
2014-01-31,23812792614
2014-02-03,23568859069
2014-02-04,23661553816
2014-02-05,23393226917
2014-02-06,23222473436
2014-02-07,23432256284
2014-02-10,23539587044
2014-02-11,23729855208
2014-02-12,23895730019
2014-02-13,24246994323
2014-02-14,24447019829
2014-02-18,24583622614
2014-02-19,24466534513
2014-02-20,24559229260
2014-02-21,24666560019
2014-02-24,24427505146
2014-02-25,24422626475
2014-02-26,24525078564
2014-02-27,24295781032
2014-02-28,24490927867
2014-03-03,24256751665
2014-03-04,24417747804
2014-03-05,24237236981
2014-03-06,24027454133
2014-03-07,24066483500
2014-03-10,24007939449
2014-03-11,23759127234
2014-03-12,24149420905
2014-03-13,24349446411
2014-03-14,24447019829
2014-03-17,24534835905
2014-03-18,24471413184
2014-03-19,23876215335
2014-03-20,23783520588
2014-03-21,23851821981
2014-03-24,23788399259
2014-03-25,24085998183
2014-03-26,24061604829
2014-03-27,24295781032
2014-03-28,24393354450
2014-03-31,24736851240
2014-04-01,24609895430
2014-04-02,24614778346
2014-04-03,24692904998
2014-04-04,24795446229
2014-04-07,24751499987
2014-04-08,25103069922
2014-04-09,25166547827
2014-04-10,24897987460
2014-04-11,24854041218
2014-04-14,25039592017
2014-04-15,25547415256
2014-04-16,25635307740
2014-04-17,25259323226
2014-04-21,25220259900
2014-04-22,25230025731
2014-04-23,25342332794
2014-04-24,25552298172
2014-04-25,26065004326
2014-04-28,26582593397
2014-04-29,26309150114
2014-04-30,26274969704
2014-05-01,26304267199
2014-05-02,25796443960
2014-05-05,26055238495
2014-05-06,25806209791
2014-05-07,26123599316
2014-05-08,25908751022
2014-05-09,25547415256
2014-05-12,25273971973
2014-05-13,25503469014
2014-05-14,25566946919
2014-05-15,25400927783
2014-05-16,25732966055
2014-05-19,24912636207
2014-05-20,24883338712
2014-05-21,24956582449
2014-05-22,25142133248
2014-05-23,25103069922
2014-05-27,25732966055
2014-05-28,25850156033
2014-05-29,25776912297
2014-05-30,26050355579
2014-06-02,26113833484
2014-06-03,26338447609
2014-06-04,26362862188
2014-06-05,26450754671
2014-06-06,26401925514
2014-06-09,26118716400
2014-06-10,26104067652
2014-06-11,25649956487
2014-06-12,25679253981
2014-06-13,25772029381
2014-06-16,25923399769
2014-06-17,25786678128
2014-06-18,26426340093
2014-06-19,26807207522
2014-06-20,26602125060
2014-06-23,26587476313
2014-06-24,26685134628
2014-06-25,26914631669
2014-06-26,26856036680
2014-06-27,27017172900
2014-06-30,27266671986
2014-07-01,26992880767
2014-07-02,26484411359
2014-07-03,26283957073
2014-07-07,26288846202
2014-07-08,26670198258
2014-07-09,26748424321
2014-07-10,26792426481
2014-07-11,26552859164
2014-07-14,26205731011
2014-07-15,26367072265
2014-07-16,26503967875
2014-07-17,26147061464
2014-07-18,26591972195
2014-07-21,26420852683
2014-07-22,26425741812
2014-07-23,26386628781
2014-07-24,26406185296
2014-07-25,26019944112
2014-07-28,26719089547
2014-07-29,26445298328
2014-07-30,25912383276
2014-07-31,25418581255
2014-08-01,25575033380
2014-08-04,25130122648
2014-08-05,24856331429
2014-08-06,24093627317
2014-08-07,24367418537
2014-08-08,24699879303
2014-08-11,24611874983
2014-08-12,24646098885
2014-08-13,24822107526
2014-08-14,25003005296
2014-08-15,25139900906
2014-08-18,25164346551
2014-08-19,25521252962
2014-08-20,25609257282
2014-08-21,25814600697
2014-08-22,25687483345
2014-08-25,25887937631
2014-08-26,25550587735
2014-08-27,25985720209
2014-08-28,26068835401
2014-08-29,26254622300
2014-09-02,25853713728
2014-09-03,26088391917
2014-09-04,25912383276
2014-09-05,26332848363
2014-09-08,26171507108
2014-09-09,25907494147
2014-09-10,25907494147
2014-09-11,26176396237
2014-09-12,25658148572
2014-09-15,25760820279
2014-09-16,26220398397
2014-09-17,26068835401
2014-09-18,25785265924
2014-09-19,26049278885
2014-09-22,25897715889
2014-09-23,25697261603
2014-09-24,25653259443
2014-09-25,25467472544
2014-09-26,25545698607
2014-09-29,25511474704
2014-09-30,25561910849
2014-10-01,25645142506
2014-10-02,25596182708
2014-10-03,25885045519
2014-10-06,25850773660
2014-10-07,25929109338
2014-10-08,26497043002
2014-10-09,26222868130
2014-10-10,26384435465
2014-10-13,26550898780
2014-10-14,26790801793
2014-10-15,26619442498
2014-10-16,26408915364
2014-10-17,26736946015
2014-10-20,27104144504
2014-10-21,27202064102
2014-10-22,27378319377
2014-10-23,27064976666
2014-10-24,27647598269
2014-10-27,27789581685
2014-10-28,27706350027
2014-10-29,27789581685
2014-10-30,28528874644
2014-10-31,28563146503
2014-11-03,28714921878
2014-11-04,28460330926
2014-11-05,29248583683
2014-11-06,28333035449
2014-11-07,28553354543
2014-11-10,28582730422
2014-11-11,28367307308
2014-11-12,27843437463
2014-11-13,27569262591
2014-11-14,27446863095
2014-11-17,28000108819
2014-11-18,28029484698
2014-11-19,28024588718
2014-11-20,28019692738
2014-11-21,28112716356
2014-11-24,27809165604
2014-11-25,27701454047
2014-11-26,27740621886
2014-11-28,28176364094
2014-12-01,28401579167
2014-12-02,28572938462
2014-12-03,28646378160
2014-12-04,28612106301
2014-12-05,28279179671
2014-12-08,28768777657
2014-12-09,28822633435
2014-12-10,28509290724
2014-12-11,28817737455
2014-12-12,28734505798
2014-12-15,28435851026
2014-12-16,28313451530
2014-12-17,28798153536
2014-12-18,29366087200
2014-12-19,29322023381
2014-12-22,29449318857
2014-12-23,29429734938
2014-12-24,30017252521
2014-12-26,30350179152
2014-12-29,30800609299
2014-12-30,30217987695
2014-12-31,29728389709
2015-01-02,29938916843
2015-01-05,29498278656
2015-01-06,29659845991
2015-01-07,30080900259
2015-01-08,30340387192
2015-01-09,30178819857
2015-01-12,30139652018
2015-01-13,30291427393
2015-01-14,30727169601
2015-01-15,30923008795
2015-01-16,31123743970
2015-01-20,31104160050
2015-01-21,31402814822
2015-01-22,31373438942
2015-01-23,31588862056
2015-01-26,31613341956
2015-01-27,31456670600
2015-01-28,31030720352
2015-01-29,31197183667
2015-01-30,30751649500
2015-02-02,30874048997
2015-02-03,30727169601
2015-02-04,30462786688
2015-02-05,30575394225
2015-02-06,28959720871
2015-02-09,28514186704
2015-02-10,29038056549
2015-02-11,28533770624
2015-02-12,28386891228
2015-02-13,28313451530
2015-02-17,28333035449
2015-02-18,28945032932
2015-02-19,28597418362
2015-02-20,28749193737
2015-02-23,28930344992
2015-02-24,29023368610
2015-02-25,28435851026
2015-02-26,28107820376
2015-02-27,28191052033
2015-03-02,27490926913
2015-03-03,27774893745
2015-03-04,27701454047
2015-03-05,27946253040
2015-03-06,26932785209
2015-03-09,27016016867
2015-03-10,27055184706
2015-03-11,26815281693
2015-03-12,27402799276
2015-03-13,27079664605
2015-03-16,27495822893
2015-03-17,27368527417
2015-03-18,28176364094
2015-03-19,27931565101
2015-03-20,28249803792
2015-03-23,28372203288
2015-03-24,28029484698
2015-03-25,27373423397
2015-03-26,27089456565
2015-03-27,27368527417
2015-03-30,27701454047
2015-03-31,27574170862
2015-04-01,27632995760
2015-04-02,27677114433
2015-04-06,27990847222
2015-04-07,27632995760
2015-04-08,27441814842
2015-04-09,27348675420
2015-04-10,27642799909
2015-04-13,27289850522
2015-04-14,27500639740
2015-04-15,27628093685
2015-04-16,27378087869
2015-04-17,27319262971
2015-04-20,27760449705
2015-04-21,27436912767
2015-04-22,27520248039
2015-04-23,27892805725
2015-04-24,28373209058
2015-04-27,28289873786
2015-04-28,28471250554
2015-04-29,28329090384
2015-04-30,27878099501
2015-05-01,27956532698
2015-05-04,28118301167
2015-05-05,27402598243
2015-05-06,26941803210
2015-05-07,27088865455
2015-05-08,27353577495
2015-05-11,27172200727
2015-05-12,26936901135
2015-05-13,26608462122
2015-05-14,27010432258
2015-05-15,27255535999
2015-05-18,27392794094
2015-05-19,27353577495
2015-05-20,27412402393
2015-05-21,27358479570
2015-05-22,27280046373
2015-05-26,27123179979
2015-05-27,27481031440
2015-05-28,27500639740
2015-05-29,27593779161
2015-06-01,27456521066
2015-06-02,27044746781
2015-06-03,26657482871
2015-06-04,26613364197
2015-06-05,26196687838
2015-06-08,26206491987
2015-06-09,26206491987
2015-06-10,26417281204
2015-06-11,26623168347
2015-06-12,26436889504
2015-06-15,26299631409
2015-06-16,26338848007
2015-06-17,26500616476
2015-06-18,26878076238
2015-06-19,26701601544
2015-06-22,26588853823
2015-06-23,26147667089
2015-06-24,25961388246
2015-06-25,25794717702
2015-06-26,25936877872
2015-06-29,25882955049
2015-06-30,25989673769
2015-07-01,26146681426
2015-07-02,26607891419
2015-07-06,26755086098
2015-07-07,27515591938
2015-07-08,27491059491
2015-07-09,27240828538
2015-07-10,27260454495
2015-07-13,27152511730
2015-07-14,27078914391
2015-07-15,27319332366
2015-07-16,27652973638
2015-07-17,27338958323
2015-07-20,27250641516
2015-07-21,26931719712
2015-07-22,27088727370
2015-07-23,26784525034
2015-07-24,26789431523
2015-07-27,27348771302
2015-07-28,27422368641
2015-07-29,27446901088
2015-07-30,27633347681
2015-07-31,27756009913
2015-08-03,27996427888
2015-08-04,27667693106
2015-08-05,27795261827
2015-08-06,27603908745
2015-08-07,27854139699
2015-08-10,27824700763
2015-08-11,27893391613
2015-08-12,28246658842
2015-08-13,28236845863
2015-08-14,28555767667
2015-08-17,28629365007
2015-08-18,28590113092
2015-08-19,28850157025
2015-08-20,28639177985
2015-08-21,28109277142
2015-08-24,26902280777
2015-08-25,26014206215
2015-08-26,26499948655
2015-08-27,26941532691
2015-08-28,26936626202
2015-08-31,26637330355
2015-09-01,25999486747
2015-09-02,26009299726
2015-09-03,26176120362
2015-09-04,25778694729
2015-09-08,26534294080
2015-09-09,26185933340
2015-09-10,26195746319
2015-09-11,26387099401
2015-09-14,26338034508
2015-09-15,26421444826
2015-09-16,26804150991
2015-09-17,27412555663
2015-09-18,27221202580
2015-09-21,27280080452
2015-09-22,26848309394
2015-09-23,26995504073
2015-09-24,27211389602
2015-09-25,27471433534
2015-09-28,27407649173
2015-09-29,27540124384
2015-09-30,27924423169
2015-10-01,27570825126
2015-10-02,27659224637
2015-10-05,28219088204
2015-10-06,27806557155
2015-10-07,27521714287
2015-10-08,27929334253
2015-10-09,27865490162
2015-10-12,28268199043
2015-10-13,28312398798
2015-10-14,28557952994
2015-10-15,28837884778
2015-10-16,28749485267
2015-10-19,28774040687
2015-10-20,28808418274
2015-10-21,28945928624
2015-10-22,29058883554
2015-10-23,28228910372
2015-10-26,28395887225
2015-10-27,28322220966
2015-10-28,28027555931
2015-10-29,27605202714
2015-10-30,27821290406
2015-11-02,27939156420
2015-11-03,27870401246
2015-11-04,27850756910
2015-11-05,27742713064
2015-11-06,26500208832
2015-11-09,26731029776
2015-11-10,27060072399
2015-11-11,27285982259
2015-11-12,27168116245
2015-11-13,27040428063
2015-11-16,27605202714
2015-11-17,27035516979
2015-11-18,27212316000
2015-11-19,27659224637
2015-11-20,27767268483
2015-11-23,27497158868
2015-11-24,27398937189
2015-11-25,27310537679
2015-11-27,27472603448
2015-11-30,27506981035
2015-12-01,27860579078
2015-12-02,27173027329
2015-12-03,26863629042
2015-12-04,27423492609
2015-12-07,27624847050
2015-12-08,27443136944
2015-12-09,27624847050
2015-12-10,26952028552
2015-12-11,26794873867
2015-12-14,26785051699
2015-12-15,27521714287
2015-12-16,27998089427
2015-12-17,28199443868
2015-12-18,27639580301
2015-12-21,27772179567
2015-12-22,28096311106
2015-12-23,28607063834
2015-12-24,28680730092
2015-12-28,28778951771
2015-12-29,28921373204
2015-12-30,28926284288
2015-12-31,28616886001
2016-01-04,28646352505
2016-01-05,28882084533
2016-01-06,28990128379
2016-01-07,28656174673
2016-01-08,28611974917
2016-01-11,28862440197
2016-01-12,28567775162
2016-01-13,28459731316
2016-01-14,29044150302
2016-01-15,28823151526
2016-01-19,29255326911
2016-01-20,28444998064
2016-01-21,28307487714
2016-01-22,28744574183
2016-01-25,28361509638
2016-01-26,28582508414
2016-01-27,28577597330
2016-01-28,29196393904
2016-01-29,29942878660
2016-02-01,30345587541
2016-02-02,30448720304
2016-02-03,31092072297
2016-02-04,30591141737
2016-02-05,30861251353
2016-02-08,30689363416
2016-02-09,30630430409
2016-02-10,30890717856
2016-02-11,30109855513
2016-02-12,29761168555
2016-02-16,30001811667
2016-02-17,30006722751
2016-02-18,30669719080
2016-02-19,30404520548
2016-02-22,30866162437
2016-02-23,30821962681
2016-02-24,30944739779
2016-02-25,31376915164
2016-02-26,30188432856
2016-02-29,30325943206
2016-03-01,30316121038
2016-03-02,30394698380
2016-03-03,30335765373
2016-03-04,30659896912
2016-03-07,31057694710
2016-03-08,31239404815
2016-03-09,31578269605
2016-03-10,31494781178
2016-03-11,31543892018
2016-03-14,31538980934
2016-03-15,31632291528
2016-03-16,31985889570
2016-03-17,32133222088
2016-03-18,31818912717
2016-03-21,31823823801
2016-03-22,31809090549
2016-03-23,31961334151
2016-03-24,31951511983
2016-03-28,31922045480
2016-03-29,32427887123
2016-03-30,32422976039
2016-03-31,32632913522
2016-04-01,32932703842
2016-04-04,32721376239
2016-04-05,32141453981
2016-04-06,32254489675
2016-04-07,32190599935
2016-04-08,32441244301
2016-04-11,32279062652
2016-04-12,32588682163
2016-04-13,32333123202
2016-04-14,32234831294
2016-04-15,32460902683
2016-04-18,32554279995
2016-04-19,32357696179
2016-04-20,31305972761
2016-04-21,30598271022
2016-04-22,30834171602
2016-04-25,30868573770
2016-04-26,30912805128
2016-04-27,31419008456
2016-04-28,30991438655
2016-04-29,31207680853
2016-05-02,31630336058
2016-05-03,31699140394
2016-05-04,32136539385
2016-05-05,32018589096
2016-05-06,31728627966
2016-05-09,32087393431
2016-05-10,31969443142
2016-05-11,32048076668
2016-05-12,32269233462
2016-05-13,32244660485
2016-05-16,32401927538
2016-05-17,31704054989
2016-05-18,31109388945
2016-05-19,31379691692
2016-05-20,31355118715
2016-05-23,30937378105
2016-05-24,31271570593
2016-05-25,31173278685
2016-05-26,31615592272
2016-05-27,31605763081
2016-05-31,31812176088
2016-06-01,31890809615
2016-06-02,31787603111
2016-06-03,32342952393
2016-06-06,32288891843
2016-06-07,32357696179
2016-06-08,32534621614
2016-06-09,32908130865
2016-06-10,32854070315
2016-06-13,32706632453
2016-06-14,32844241125
2016-06-15,32554279995
2016-06-16,32868814102
2016-06-17,33030995750
2016-06-20,32824582743
2016-06-21,32814753552
2016-06-22,32682059476
2016-06-23,32726290835
2016-06-24,33055568727
2016-06-27,33591259627
2016-06-28,33733782894
2016-06-29,33773099657
2016-06-30,34463099432
2016-07-01,34487684323
2016-07-05,34817121855
2016-07-06,35043302847
2016-07-07,34556522016
2016-07-08,34767952074
2016-07-11,34763035096
2016-07-12,34212333550
2016-07-13,34423763608
2016-07-14,34113993988
2016-07-15,34241835418
2016-07-18,34394261739
2016-07-19,34305756133
2016-07-20,34099243054
2016-07-21,34138578878
2016-07-22,34448348498
2016-07-25,34305756133
2016-07-26,34291005199
2016-07-27,33858311127
2016-07-28,33887812996
2016-07-29,34074658163
2016-08-01,34079575141
2016-08-02,33932065799
2016-08-03,33656715026
2016-08-04,33750137609
2016-08-05,33361696340
2016-08-08,33017507874
2016-08-09,33135515348
2016-08-10,33219103976
2016-08-11,33297775625
2016-08-12,33214186997
2016-08-15,32707738254
2016-08-16,32294712095
2016-08-17,32697904298
2016-08-18,33140432326
2016-08-19,32633983583
2016-08-22,32707738254
2016-08-23,32589730780
2016-08-24,32619232649
2016-08-25,32633983583
2016-08-26,31807931264
2016-08-29,32048863190
2016-08-30,31626003074
2016-08-31,31748927527
2016-09-01,31670255877
2016-09-02,32078365059
2016-09-06,32471723306
2016-09-07,32476640284
2016-09-08,32501225174
2016-09-09,31326067411
2016-09-12,31817765220
2016-09-13,31375237192
2016-09-14,31478493732
2016-09-15,31616169118
2016-09-16,31866935001
2016-09-19,32166870664
2016-09-20,31965274563
2016-09-21,32545477977
2016-09-22,32747074079
2016-09-23,32776575947
2016-09-26,32629066605
2016-09-27,32206206489
2016-09-28,32137368796
2016-09-29,31714508680
2016-09-30,31572830216
2016-10-03,31228631787
2016-10-04,30574654771
2016-10-05,30574654771
2016-10-06,30609074614
2016-10-07,30382887075
2016-10-10,30589406132
2016-10-11,30161616656
2016-10-12,30486146604
2016-10-13,30746753986
2016-10-14,30633660216
2016-10-17,30963107284
2016-10-18,31159792101
2016-10-19,31071283933
2016-10-20,30933604562
2016-10-21,30722168384
2016-10-24,30992610007
2016-10-25,31204046185
2016-10-26,31238466028
2016-10-27,31071283933
2016-10-28,31179460583
2016-10-31,31882608803
2016-11-01,31164709221
2016-11-02,30786090949
2016-11-03,30938521682
2016-11-04,30682831420
2016-11-07,31095869536
2016-11-08,31090952415
2016-11-09,30117362572
2016-11-10,29374877389
2016-11-11,29497805399
2016-11-14,28873331106
2016-11-15,29237198017
2016-11-16,29006093357
2016-11-17,28942170792
2016-11-18,28735651734
2016-11-21,29168358331
2016-11-22,29094601525
2016-11-23,28922502310
2016-11-25,29365043148
2016-11-28,29945263357
2016-11-29,30127196813
2016-11-30,29035596080
2016-12-01,28597972362
2016-12-02,28863496865
2016-12-05,29109352886
2016-12-06,29242115137
2016-12-07,29625650530
2016-12-08,29591230687
2016-12-09,29989517441
2016-12-12,30461561001
2016-12-13,30835262153
2016-12-14,30338632991
2016-12-15,30540234928
2016-12-16,30884433358
2016-12-19,30948355923
2016-12-20,31081118174
2016-12-21,30879516237
2016-12-22,31095869536
2016-12-23,31061449693
2016-12-27,31041781211
2016-12-28,30677914300
2016-12-29,31115538017
2016-12-30,30958190164
2017-01-03,30859847755
2017-01-04,30904101839
2017-01-05,31071283933
2017-01-06,31046698331
2017-01-09,30638577337
2017-01-10,30545152049
2017-01-11,31066366813
2017-01-12,31120455138
2017-01-13,31090952415
2017-01-17,31376145400
2017-01-18,31204046185
2017-01-19,30830345033
2017-01-20,30933604562
2017-01-23,30835262153
2017-01-24,30869681996
2017-01-25,30746753986
2017-01-26,30800842310
2017-01-27,30963107284
2017-01-30,31081118174
2017-01-31,31499073410
2017-02-01,31022112729
2017-02-02,31361394038
2017-02-03,31484322049
2017-02-06,31381062520
2017-02-07,31435150845
2017-02-08,31371228279
2017-02-09,31184377703
2017-02-10,31444985085
2017-02-13,31366311159
2017-02-14,31110620897
2017-02-15,31120455138
2017-02-16,31322057075
2017-02-17,31523659012
2017-02-21,31843271839
2017-02-22,32113713463
2017-02-23,32457911892
2017-02-24,33018463620
2017-02-27,32797193201
2017-02-28,32929955452
2017-03-01,32512000217
2017-03-02,32698850793
2017-03-03,32708685033
2017-03-06,32625093986
2017-03-07,32571005662
2017-03-08,32035039536
2017-03-09,31882608803
2017-03-10,32157967546
2017-03-13,32359569484
2017-03-14,32349735243
2017-03-15,32787358960
2017-03-16,32457911892
2017-03-17,32684099431
2017-03-20,32516917337
2017-03-21,32934872573
2017-03-22,33161060112
2017-03-23,33165977232
2017-03-24,33333159327
2017-03-27,33283988122
2017-03-28,33357744929
2017-03-29,33136474510
2017-03-30,33023380740
2017-03-31,33013913181
2017-04-03,33023748996
2017-04-04,33092599702
2017-04-05,33358166708
2017-04-06,33254890650
2017-04-07,33107353424
2017-04-10,33195875760
2017-04-11,33141778777
2017-04-12,33338495078
2017-04-13,33215547390
2017-04-17,33313905540
2017-04-18,33431935320
2017-04-19,33313905540
2017-04-20,33166368314
2017-04-21,33372920430
2017-04-24,33427017413
2017-04-25,33372920430
2017-04-26,33289316002
2017-04-27,33490950211
2017-04-28,33358166708
2017-05-01,33181122037
2017-05-02,33446689043
2017-05-03,33392592060
2017-05-04,33451606951
2017-05-05,33643405344
2017-05-08,33308987632
2017-05-09,33102435517
2017-05-10,33151614592
2017-05-11,33220465297
2017-05-12,33471278581
2017-05-15,33717173957
2017-05-16,33372920430
2017-05-17,33515539748
2017-05-18,33594226269
2017-05-19,33795860477
2017-05-22,34140114003
2017-05-23,34223718431
2017-05-24,34523710790
2017-05-25,34818785241
2017-05-26,34853210594
2017-05-30,35020419449
2017-05-31,35300740178
2017-06-01,35512210201
2017-06-02,35738433947
2017-06-05,35605650444
2017-06-06,35472866941
2017-06-07,35713844410
2017-06-08,35384344606
2017-06-09,35340083438
2017-06-12,35118777600
2017-06-13,35236807380
2017-06-14,35389262513
2017-06-15,35477784849
2017-06-16,35615486259
2017-06-19,35438441589
2017-06-20,35684336965
2017-06-21,35605650444
2017-06-22,35305658086
2017-06-23,35187628305
2017-06-26,35345001346
2017-06-27,34779441981
2017-06-28,34499121252
2017-06-29,34228636339
2017-06-30,34168174957
2017-07-03,33937009818
2017-07-05,33848478488
2017-07-06,33946846632
2017-07-07,34010785926
2017-07-10,33882907338
2017-07-11,33858315302
2017-07-12,33932091410
2017-07-13,33582884498
2017-07-14,33528782018
2017-07-17,33715681493
2017-07-18,33622231755
2017-07-19,33764865565
2017-07-20,33789457601
2017-07-21,34419013725
2017-07-24,34030459555
2017-07-25,33858315302
2017-07-26,34158338142
2017-07-27,34758383823
2017-07-28,34640342050
2017-07-31,34694444529
2017-08-01,34733791787
2017-08-02,34886262411
2017-08-03,35019059406
2017-08-04,34861670375
2017-08-07,35112509143
2017-08-08,35092835514
2017-08-09,34901017633
2017-08-10,35097753921
2017-08-11,34704281344
2017-08-14,34945283298
2017-08-15,35176448437
2017-08-16,35422368798
2017-08-17,35412531984
2017-08-18,35491226499
2017-08-21,35742065267
2017-08-22,35810922968
2017-08-23,36056843329
2017-08-24,36096190587
2017-08-25,36184721917
2017-08-28,36445397500
2017-08-29,36366702984
2017-08-30,36273253247
2017-08-31,36214232360
2017-09-01,36169966695
2017-09-05,36440479092
2017-09-06,36051924922
2017-09-07,36312600505
2017-09-08,36489663165
2017-09-11,36666725825
2017-09-12,35958475185
2017-09-13,35702718009
2017-09-14,35855188633
2017-09-15,35919127927
2017-09-18,35545328978
2017-09-19,35402695169
2017-09-20,35255142952
2017-09-21,35142019586
2017-09-22,34709199751
2017-09-25,34940364890
2017-09-26,35014140999
2017-09-27,34581321163
2017-09-28,34674770901
2017-09-29,34546892313
2017-10-02,34670393122
2017-10-03,34601475686
2017-10-04,35206964591
2017-10-05,35192196568
2017-10-06,35211887265
2017-10-09,35315263419
2017-10-10,35635237230
2017-10-11,35817376169
2017-10-12,36102891262
2017-10-13,36014283130
2017-10-16,35994592434
2017-10-17,36033973826
2017-10-18,35940443020
2017-10-19,36344102289
2017-10-20,36417942399
2017-10-23,36388406355
2017-10-24,36413019725
2017-10-25,36221035439
2017-10-26,36309643571
2017-10-27,36437633096
2017-10-30,36511473206
2017-10-31,36629617382
2017-11-01,36432710422
2017-11-02,36289952875
2017-11-03,36467169140
2017-11-06,36294875549
2017-11-07,37013585956
2017-11-08,37176034199
2017-11-09,37161266176
2017-11-10,36811756321
2017-11-13,37476317314
2017-11-14,38096574240
2017-11-15,37702760319
2017-11-16,37786445777
2017-11-17,37599384164
2017-11-20,37628920208
2017-11-21,37791368451
2017-11-22,37702760319
2017-11-24,37643688230
2017-11-27,37776600429
2017-11-28,37914435302
2017-11-29,37973507390
2017-11-30,38214718417
2017-12-01,38022734130
2017-12-04,38096574240
2017-12-05,37545234750
2017-12-06,37771677755
2017-12-07,37712605667
2017-12-08,37870131235
2017-12-11,37943971346
2017-12-12,37422167900
2017-12-13,37663378927
2017-12-14,37555080098
2017-12-15,37678146949
2017-12-18,37166188851
2017-12-19,36678844123
2017-12-20,36673921449
2017-12-21,36299798223
2017-12-22,36255494157
2017-12-26,35930597671
2017-12-27,36053664522
2017-12-28,36255494157
2017-12-29,36216112765
2018-01-02,35645082578
2018-01-03,35344799463
2018-01-04,34926372171
2018-01-05,34852532061
2018-01-08,35157737850
2018-01-09,34744233233
2018-01-10,34212584439
2018-01-11,33833538539
2018-01-12,33208358938
2018-01-16,33228049635
2018-01-17,33597250186
2018-01-18,33375729855
2018-01-19,33356039159
2018-01-22,33538178098
2018-01-23,33853229235
2018-01-24,33710471688
2018-01-25,34311037919
2018-01-26,33843383887
2018-01-29,33424956595
2018-01-30,33646476926
2018-01-31,33858151909
2018-02-01,33395420551
2018-02-02,33351116485
2018-02-05,32725936884
2018-02-06,31953077063
2018-02-07,31726634058
2018-02-08,31199907938
2018-02-09,31859546257
2018-02-12,31898927649
2018-02-13,32282896223
2018-02-14,32145061350
2018-02-15,32824390365
2018-02-16,33109905458
2018-02-20,32671787470
2018-02-21,32282896223
2018-02-22,32332122963
2018-02-23,33164054872
2018-02-26,32967147911
2018-02-27,32465035161
2018-02-28,32282896223
2018-03-01,32302586919
2018-03-02,32085989262
2018-03-05,32730859558
2018-03-06,32243514831
2018-03-07,31957999737
2018-03-08,32145061350
2018-03-09,32317354941
2018-03-12,32425653769
2018-03-13,32509339228
2018-03-14,32780086299
2018-03-15,32976993259
2018-03-16,33380652529
2018-03-19,33203436264
2018-03-20,33203436264
2018-03-21,32937611867
2018-03-22,33159132198
2018-03-23,32681632818
2018-03-26,33134518828
2018-03-27,33685858318
2018-03-28,33799079821
2018-03-29,33764621103
2018-04-02,33640759991
2018-04-03,33724517009
2018-04-04,33832908445
2018-04-05,33965934297
2018-04-06,33763932077
2018-04-09,33852615978
2018-04-10,33438757771
2018-04-11,33399342704
2018-04-12,32832751110
2018-04-13,33177632950
2018-04-16,33635833108
2018-04-17,33926519230
2018-04-18,33862469745
2018-04-19,33759005193
2018-04-20,33729443893
2018-04-23,33719590126
2018-04-24,33936372996
2018-04-25,34039837548
2018-04-26,34374865621
2018-04-27,34759162528
2018-04-30,34478330173
2018-05-01,34212278468
2018-05-02,34089106382
2018-05-03,34113740800
2018-05-04,34187644051
2018-05-07,33887104162
2018-05-08,33133290999
2018-05-09,32650456424
2018-05-10,33019972680
2018-05-11,33088949048
2018-05-14,33064314631
2018-05-15,32916508129
2018-05-16,32591333823
2018-05-17,32133133665
2018-05-18,31990254046
2018-05-21,32069084180
2018-05-22,32241525100
2018-05-23,32748994092
2018-05-24,32931288779
2018-05-25,33118510349
2018-05-29,33315585686
2018-05-30,33502807256
2018-05-31,33478172838
2018-06-01,32852458644
2018-06-04,32542064989
2018-06-05,32167621849
2018-06-06,31438443103
2018-06-07,31605957139
2018-06-08,31586249605
2018-06-11,31004877362
2018-06-12,31320197900
2018-06-13,31266002183
2018-06-14,31837520660
2018-06-15,32049376647
2018-06-18,32251378867
2018-06-19,32946069429
2018-06-20,32960850079
2018-06-21,33241682434
2018-06-22,33182559833
2018-06-25,34010276248
2018-06-26,34143302100
2018-06-27,34414280688
2018-06-28,34163009634
2018-06-29,34118667683
2018-07-02,34533581107
2018-07-03,34755424240
2018-07-05,35066004627
2018-07-06,35277988065
2018-07-09,33951859112
2018-07-10,34400475226
2018-07-11,34878670425
2018-07-12,34696266071
2018-07-13,34681476529
2018-07-16,34715985461
